#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybdM//ptsG//mdtA//nanE//
GO_0009156_8	argA//yedX//mdtE//ogrK//acs//ilvD//cstA//ibpB//yoaA//trxA//ybiX//cysE//pyrH//yfiR//znuB//adeP//sgcE//yjcS//yedP//thiI//murE//manA//slmA//pspD//tldD//zwf//ptsG//iraM//bolA//yijE//rhaR//entD//minE//
GO_0009157_8	yahO//nimR//btuE//pgl//
GO_0009158_8	sgcX//iscA//tatD//recA//paaB//
GO_0009161_7	yadK//aspA//psuT//sanA//ykgF//ykfI//pyrL//lolD//yhfS//cpdA//cyoE//rfaB//yjbH//fkpB//pppA//betT//chpB//ispU//ulaE//malX//torR//argT//yieH//mltB//yagJ//ycbB//yhaC//phr//paaJ//insF-1//birA//ygaV//mdoD//frwD//recX//aphA//ydhK//preA//glpX//decR//rpe//cyaA//
GO_0009162_7	truB//nrdD//lsrC//adeQ//
GO_0009163_6	yjiM//yphD//uhpT//pepQ//add//ydaN//msbA//fdoG//abpB//rapZ//xisE//nanE//cpdA//dnaJ//tusB//nac//hscB//pgk//yhhT//
GO_0009164_6	fucO//nsrR//hisF//aroL//pnp//fhuB//ilvL//hisA//ybfA//hcaR//ftnB//cydA//phnL//
GO_0009165_7	ariR//rho//mdoD//gadX//hybF//eptB//gutM//feoB//ykgA//yjtD//ghxQ//hha//waaZ//manZ//ompC//groL//malP//ynbB//argF//yedF//ugpB//yraR//gcl//qseB//hdeA//arnD//zraR//sfmH//rihC//ampD//nirD//bamC//clcA//frmA//eutN//codA//manX//cdh//uhpB//speE//mdtC//nrdB//fimF//fumB//kefC//ygeW//eptB//mhpC//yneE//cobS//yfiR//qseB//pspG//glpK//yebK//rclB//opgB//xylR//asd//frlB//rlmN//potB//agaW//ydhQ//hyaD//maa//queE//yghW//exbD//dgoK//yecS//
GO_0009166_7	ppsR//ugpA//queC//uhpA//yhcF//nusA//ynbD//marR//hscA//ompW//cof//holA//sbcD//argE//rluC//hisA//ompC//yagG//malX//lplA//fis//corA//phnJ//hyaA//hisI//yeeL//yaaJ//folD//cbpM//yfeD//narI//
GO_0009167_8	phoQ//mdtI//nsrR//nrdE//fimE//eutN//tdcG//ygfA//amtB//ubiF//ygfI//srlD//yehB//ilvM//yedP//icd//aaeB//yghW//menE//yehD//fbp//panD//hyfR//fpr//hflD//fryB//feoC//pyrG//rpsH//yjjX//araC//rimI//ydhC//sufD//
GO_0009168_9	recO//phnP//hldE//fliM//gppA//artQ//ccmE//mdfA//hpf//srlE//kdgT//yaiP//ascB//yobA//ybaQ//cspD//yeeL//acrE//narH//trg//mepH//glnP//recJ//htpX//pyrB//fdnG//livG//kefF//ebgR//dinQ//
GO_0009173_8	ymjB//eptC//hflX//srkA//mmuM//metQ//sdaC//
GO_0009174_9	uxaA//ypdF//
GO_0009175_9	treF//kup//pyrF//phoR//tdcA//
GO_0009176_8	afuC//dtd//frlB//
GO_0009177_9	melA//yehX//yjiX//
GO_0009179_8	cpsB//yccA//elfC//alsE//trg//atoB//cedA//ybjN//lpd//iscR//hxpA//gloC//agaB//ssb//rstB//dapD//pphB//phoB//pdxH//uspF//maa//degQ//glpA//
GO_0009180_9	rho//
GO_0009185_7	mntP//ybhI//sgcA//treA//yiaL//tktA//dtpB//ppc//ugpA//deoC//viaA//ybiV//yfcV//melB//dgcE//xylH//ispH//waaO//idnT//hisF//yeeY//gntT//fdhD//moaB//
GO_0009186_7	ddpA//
GO_0009187_7	livJ//nhaB//
GO_0009188_8	yhjC//gyrB//
GO_0009189_8	hslU//
GO_0009190_8	rcsA//vsr//
GO_0009193_8	ecpR//
GO_0009194_9	casC//
GO_0009196_8	narU//
GO_0009197_9	suhB//
GO_0009199_7	arcB//frlB//tatD//yhbX//ynjD//mdtK//metG//rsmI//clsB//lgoR//luxS//rlmA//nhaR//uspC//lapA//elfC//amiD//dinD//rlmE//yjhC//aphA//hemG//msbA//pflA//radA//ralR//paaJ//rpoE//cycA//creC//thiC//
GO_0009200_7	aroC//mrdB//tas//nuoB//
GO_0009201_8	melB//yhbS//glcD//pepB//pmbA//csgG//cyoE//dapB//wzzB//gatY//csdE//putP//osmF//recJ//coaA//citC//uhpC//hemC//mepM//yihS//lpxL//paaX//glnH//ydeM//
GO_0009202_8	oppF//
GO_0009203_8	yjjI//
GO_0009204_8	nagE//fabG//mtfA//
GO_0009205_8	betT//pheT//dxs//pal//yehA//rplO//yagJ//ydfH//xylB//mraY//yqcC//kefF//opgB//yjiY//proV//lacI//mscS//hyi//pspC//clpX//yjiY//leuB//manA//arnA//dicA//entD//hslJ//fecB//yedL//
GO_0009206_9	accD//gstA//umuD//wcaC//hyaB//araE//maeA//fadI//ndk//yceO//cobT//casE//tdcF//ydeT//paaB//rclA//yccS//folC//kefB//mdtJ//pheA//tisB//citC//
GO_0009208_8	pyrC//glnH//
GO_0009209_9	ybiH//
GO_0009210_9	yggF//
GO_0009211_8	trmI//phnO//rnlB//
GO_0009212_9	sbcB//
GO_0009213_9	aas//mepH//
GO_0009215_8	ydcM//nuoI//
GO_0009217_9	pth//yghW//
GO_0009218_7	dxs//tsaE//rapA//lamB//ydjK//flgH//lgoT//hrpA//rhmR//uspC//yjjU//ybaK//
GO_0009219_7	ygjR//yebS//adk//prpC//pntB//
GO_0009220_8	scpC//elfC//yehZ//zur//mreB//bluR//
GO_0009221_8	fliT//eutD//ygiV//speB//
GO_0009222_7	leuO//rmuC//recX//cusR//yiaJ//pbpG//
GO_0009223_7	mtlR//lacY//
GO_0009224_9	potA//potC//
GO_0009225_5	argT//pgaB//dgcT//wzzE//ydjL//rnlB//ybiW//gspE//accC//chpS//rrrD//crr//ygeA//dsbC//bamD//
GO_0009226_6	arcA//crfC//sgcR//hflX//folE//trmA//trmJ//cusB//yejB//yjhP//ybaM//yahF//waaS//
GO_0009228_7	flgC//groL//argR//dgkA//lacI//clpB//dkgA//glgX//secD//narL//
GO_0009229_6	trpE//pheP//
GO_0009231_6	cadC//ycbU//ygjH//hokE//sdaB//yejA//rdgC//
GO_0009233_6	patZ//mglC//pgi//tufB//eutN//yfeW//ymfA//cydB//sanA//tusE//
GO_0009234_7	epmA//sfmA//cdd//bsmA//poxB//lpxP//hicB//mnmE//aer//bcp//
GO_0009235_5	yjeH//tadA//ybaK//lptA//ycjY//wzzB//
GO_0009236_6	fruB//pgk//ompF//sixA//atoB//zur//
GO_0009237_4	mdoD//glgS//frdA//phnC//yjgX//pflA//tisB//cof//marR//
GO_0009238_5	yhcD//yihW//baeS//cpxP//insA-2//rlmL//maa//argP//ghrB//
GO_0009239_6	ynaE//ihfA//pdxY//ribB//yehA//tdcF//mdtQ//polA//
GO_0009240_6	potA//ygbN//envR//narQ//elyC//
GO_0009242_6	surA//narZ//fimZ//nrfG//bamC//fliA//metC//uxaC//mntR//idnT//metQ//
GO_0009243_7	soxR//
GO_0009244_7	metK//bepA//pcnB//yghU//pckA//aspC//ycfS//uvrY//mnmE//insI4//flgH//glgS//lysU//gabT//dmlA//ydaN//yjiY//galR//ygiW//cfa//cbtA//hisP//phoP//znuB//hycA//yggF//yqjH//ispG//rutA//
GO_0009245_6	eutR//yciF//rlmH//groS//nrdG//ariR//ycjQ//yihP//yiaA//mrr//
GO_0009246_6	gpt//cstA//ygbM//dinG//ftnA//gldA//clpX//dedD//kdsA//
GO_0009247_6	metK//scpB//poxB//xdhB//ndk//cas3//guaB//rhaR//dcuA//yddA//coaA//flgG//
GO_0009249_6	tnaB//cutA//lpxM//
GO_0009250_7	murD//yggD//raiA//ldrA//hofO//insF-1//hemG//bssR//yciA//oppD//ogrK//glgA//mdtD//infC//
GO_0009251_7	dgcZ//yoeE//fdx//yqaB//rcsB//mpaA//
GO_0009252_7	narW//yiaA//rutE//sapD//cheR//xerD//fliG//ycjP//bioD1//rpiR//djlC//lldR//nrfD//ahr//sodA//hisS//phnL//ytfE//lapB//yihL//ivy//sodC//btuR//glrK//araD//rseB//yeaG//rhaA//pagP//mglC//epmA//yadK//rimJ//ybhG//ftsH//proS//yaaY//tyrB//ybgI//
GO_0009253_8	yqgB//yraJ//sapF//pyrD//hisH//rhlE//yjbF//pdeH//paaK//chiP//
GO_0009254_8	tktA//ibsA//mdtJ//elfA//yfiC//agaD//elbB//hcaE//lolE//ydjE//
GO_0009256_7	yeaK//eutA//yehU//rluF//
GO_0009257_8	tolA//ycjW//rlmF//yihQ//
GO_0009259_6	lolB//frdD//narP//yfdS//ygeR//rutR//sufC//sucD//lspA//serA//sgbU//yihO//lit//greB//ppsA//lpd//ybiV//yjjG//ycjW//uhpB//zapE//fadD//ychF//ykfI//abgT//alpA//serA//srlE//leuA//gppA//parE//bglJ//radD//rclA//upp//mazF//menC//etk//bolA//serB//topAI//ldhA//panB//yoaB//rfbC//gpsA//dhaL//ygfA//yadK//hdhA//yjhH//panE//cyoE//glpG//mutS//yedP//rna//dgoT//dnaK//sdaB//murG//
GO_0009260_7	hdfR//ycfL//accA//ccmD//yfcA//srlE//coaD//deoA//minD//pabA//bioD2//ftsE//atpH//apt//ratA//kbp//yhbQ//secE//fryA//hcaC//cdaR//ybiY//ghxP//uup//ptsH//cueR//nagK//fucI//tonB//yqjA//ypjD//ygiS//prfC//yejE//cho//abgR//mcbR//rsfS//fliL//copA//hicA//menB//casB//dppB//
GO_0009261_6	pstC//dsdC//bioD1//mrp//menH//fau//
GO_0009262_5	iraP//murG//mlc//idnO//orn//soxR//pagP//rpsN//lpcA//prmB//yqcG//relA//macB//
GO_0009263_6	pgaB//tyrS//agaS//araB//secE//yfeR//glnK//fruB//amtB//
GO_0009264_6	orn//zur//rutB//pbpG//emrB//
GO_0009265_7	glpC//rimI//ascB//ptsH//fadK//
GO_0009266_4	pflA//yhbX//waaP//hflK//vsr//yhaC//ybiH//flgA//parE//norV//speA//acrF//srkA//tnaA//dmlR//lysC//putA//yqcC//uxaA//lptG//yhdH//rzoR//frr//potC//epmC//atpE//gshA//sapF//ynbC//luxS//rffM//dnaB//ytfR//nadB//pal//ypdC//frlA//malF//alsE//napB//ascF//mtnN//nusG//slyD//cusC//aceF//exbD//argD//ptsG//hrsA//mltG//norW//nimR//ascB//rpoD//yfiE//araD//glpA//rfaB//yihP//hflD//dicB//csgE//tauA//rpmB//groL//nepI//nanC//uvrD//rlmH//mdtN//hypB//glrK//rpsS//cynT//ydgA//arcB//rcsF//yfiE//ulaB//dgoR//ppiA//
GO_0009267_5	yifB//macB//astB//pgrR//ubiF//yaiP//rplJ//thiP//rimO//patA//prfA//glcA//frdA//secG//yceD//tufA//yghB//osmC//putP//dnaJ//rplK//cbtA//pheS//prfB//uspC//tyrA//
GO_0009268_4	dhaR//nuoG//tap//adhE//paaF//mgrB//ilvM//yehX//garL//yhdZ//ompA//ubiB//sucD//seqA//yagG//bioD2//murF//gutQ//stpA//rfaF//eamA//nimT//bhsA//rodZ//argA//hdhA//rtcB//
GO_0009271_4	lgoD//baeS//rpe//
GO_0009273_5	yjiX//xanQ//rclB//ftsE//glsA1//rnt//fimC//tktA//rutA//fepA//
GO_0009290_6	dmlA//ydfK//
GO_0009292_4	pstA//rfbC//
GO_0009294_5	gcvR//hexR//
GO_0009297_6	cptB//rdgC//lepB//iraM//phnM//glpF//yidR//ais//ilvH//abgB//ftsI//yraI//intF//yafC//
GO_0009298_7	dppD//pnuC//wbbK//
GO_0009305_7	hofC//
GO_0009306_4	mrp//artQ//gltP//pphB//hiuH//sfmH//treF//
GO_0009308_5	paaK//ycdX//yqaE//sgcR//cdsA//yihR//phoR//argP//cueR//ydaN//nagZ//selD//ghxP//sbcB//groL//hipA//ssuC//agaR//nuoE//uxuR//cdaR//mdlB//lapA//mrp//dnaC//mhpB//chpB//
GO_0009309_6	patA//tdh//yodD//ybeQ//arsB//aldB//ulaC//pepT//opgG//yggT//sstT//dps//abgB//idi//
GO_0009310_6	mdtP//lsrR//yegV//fabR//ascF//waaG//idi//katG//wcaB//folC//eutK//arsC//prmA//
GO_0009311_5	hisB//dinG//aidB//dinG//hflK//yebS//sbcD//prs//wcaC//ispH//flgI//betT//guaB//fhuD//yibA//wcaB//fepA//recJ//mocA//narX//yqiJ//yfcS//macB//chbF//rpmA//tynA//hypA//aroA//napA//rsmH//flgJ//yccA//kgtP//btuR//fis//gor//rlmD//nirC//cysA//secM//cyaY//yhjV//cof//rluA//lsrA//fucI//ydaC//argG//luxS//fliK//yhbY//murC//atpC//
GO_0009312_6	flgE//ycjD//ampH//purF//yccA//mmuP//dgoK//hofN//tnaB//betA//secA//adeD//ybfE//rplD//mgsA//csgG//rplF//glpF//hda//ogt//yiaN//atpE//yidE//hprS//cedA//insI4//rarD//acs//ybcC//argR//yggT//ttcA//mdtF//fadD//yciA//argO//fadK//csdA//pncB//ampG//nirB//yfeR//
GO_0009313_6	garD//purT//araG//mlaD//eno//artI//rusA//glgS//rna//coaE//
GO_0009314_4	ilvA//pbpC//murP//nemA//araC//lsrB//napB//pyrG//argR//dtpD//cysI//rplR//lpxL//acrF//gatZ//araC//dsdA//relB//dicA//insI1//rimM//dhaL//dfp//thiQ//dppF//selA//puuB//dgcF//ilvM//kdpC//yebZ//dapF//cecR//kdgT//umuD//panZ//fecA//mipA//waaG//ssuE//ilvB//lpxM//yhcH//potI//yehC//xapA//phoB//actP//yeeY//cdgI//ptsH//fadL//yebZ//menA//sucB//ydeM//ydhC//aspS//rhaA//nadK//zur//hha//hscA//borD//cysM//yqaE//yiiD//artI//bsmA//yihQ//mdfA//smpB//kdgR//bamB//eutA//galR//dxs//nudC//pabC//rne//hsdR//dgcT//cyoA//prlF//purU//uxuA//narP//ihfB//speB//deaD//fucA//ykgO//
GO_0009372_5	ptsN//sfsA//bcp//
GO_0009394_6	yoeE//rhlB//mgtA//rpsO//ybiV//fau//ytfQ//
GO_0009395_6	argD//
GO_0009396_6	ftsB//shiA//tcyJ//mipA//bglF//nhaA//rlmG//arsC//efeO//oppA//fetB//
GO_0009397_6	cpxR//osmE//
GO_0009398_7	matP//
GO_0009401_7	nuoE//metN//gcvH//malI//ycjD//pflB//lptG//casD//appC//borD//insI-1//rph//yfaU//hisA//aroH//narZ//eutR//acrE//aes//yccS//ypdI//bioD2//tsgA//aceB//pinE//polB//gspJ//mdtB//pppA//dinQ//kduI//marR//yhdW//bglF//ddlB//ybhF//atpD//ydcZ//priA//erfK//lplA//yhfS//xylB//cobT//glgA//ascG//ugpA//yjfF//torR//hlyE//chbF//mdtD//
GO_0009403_5	aidB//
GO_0009404_4	chbA//acrD//sbcC//elbB//ttdR//xseB//hdfR//rimK//yeaD//yegD//rlpA//yjbG//yceK//gstA//recA//tsaB//speA//mraZ//panE//
GO_0009405_4	norV//fdhD//cobB//
GO_0009407_3	yfjV//gltI//lpxM//secB//leuD//aes//agaA//wrbA//yjhG//plsB//maoP//yggN//yddM//fimE//glpT//uidR//
GO_0009408_4	ompC//yhiM//gspJ//flgK//waaJ//rluC//rlmA//gmk//pspA//purN//yibA//hda//ydeI//cusB//arnF//cspI//borD//chbR//acrB//cyaY//yghU//yddG//fhuD//tufB//yfaU//ispF//gstA//potB//yghW//rluA//rfbX//prmB//wcaJ//kilR//uvrB//yihV//ptsP//cyoA//fimG//exuR//baeS//ybfE//oppD//lgoR//emrB//uxuR//zitB//ribC//kdpA//alaE//sgcA//rpoA//hycH//rstB//ghoS//rdgB//serB//appY//rpsQ//ptsG//
GO_0009409_4	nuoM//gcl//yeeA//alsC//citT//dtpC//phnI//sthA//yqjH//prfC//fiu//ydiF//lptG//agaA//yqgF//wzc//rlmA//yhhT//
GO_0009410_4	flgM//
GO_0009411_6	psuG//hcaE//sufS//agaB//ybhJ//tdk//prmA//rcsA//yidA//fimC//trkG//yidR//ghrB//yajR//pgaA//mobA//
GO_0009415_4	rarD//
GO_0009416_5	cobU//yehD//hsrA//dppD//deoB//yfcP//phoR//ppsA//dsbB//tauA//nrdG//glrK//rbsR//rfaB//ridA//mgtA//betI//hemE//grcA//
GO_0009423_8	yjhG//rarD//clcA//iraM//
GO_0009432_5	opgC//nirC//potC//galU//lpxT//fbaA//dhaL//aroE//ykgM//thrS//nagA//asr//arsR//dps//mmuM//ydeE//garR//cysB//recF//ridA//phoA//fliD//
GO_0009435_9	ydiR//lplA//cbrA//argG//nadB//lolD//feoA//hisM//hsdM//
GO_0009436_6	mltA//ivy//melB//fliT//
GO_0009437_5	flhE//bluF//grxD//dinB//purU//yidR//gadC//
GO_0009438_5	pdxA//ortT//wecE//yqgB//yiaL//sgbE//hrsA//dnaN//tadA//ppiC//yebS//aceF//hyfC//ffh//gltX//uspE//ycfJ//yieL//elfG//lgoD//cydB//glpD//nemR//mdh//rimK//fliS//polA//acrZ//pdeL//gpmA//
GO_0009439_5	glnP//fliD//ugpE//
GO_0009440_6	iraD//folP//oppF//
GO_0009441_5	rsfS//arcA//csgG//chbA//yidC//
GO_0009442_7	guaC//nrdE//mdh//ykgO//hycB//
GO_0009443_5	uspC//thrL//zipA//
GO_0009445_5	ynfL//hcaT//sgcA//lysS//mnaT//hha//cusS//yfdG//rsmA//npr//
GO_0009446_6	ybdG//ybiX//
GO_0009447_6	basS//alaC//ilvB//zntA//phnN//casE//sodB//fadH//
GO_0009448_5	bamC//iap//slyD//ydcZ//
GO_0009450_6	pth//nhaB//sthA//nlpI//
GO_0009451_6	mdtI//csrA//uxaA//cdsA//pyrG//rpnD//ugpC//sbmC//sodA//hdeB//nadC//cysB//yfhM//prmA//dapA//ihfB//acrE//menE//ptrA//rbbA//sapF//ispU//mutL//gsiA//aroC//sdaC//cysC//ada//putP//yafN//fumA//puuE//tsf//prpR//fadR//lpcA//dnaJ//rsmF//cca//queD//livG//yhbS//yphF//lldD//fecA//paaG//mgrB//cysB//murB//dbpA//clpB//ygeX//fepC//kefF//trg//emrK//cheW//waaG//ansB//yfhH//dld//rodZ//caiT//iscS//mltF//yfbR//yeiL//pinQ//tdcR//bhsA//rlpA//mdtC//rbbA//mutS//tktB//ridA//dgoA//mzrA//fhuD//ubiG//thiI//prkB//phnI//
GO_0009453_4	proV//
GO_0009454_5	cobS//
GO_0009593_4	sstT//speD//
GO_0009597_5	putP//
GO_0009605_3	tabA//der//rzoR//fruA//dxr//trpD//csrA//thiH//ldrB//rsfS//ybeY//sucA//ycgR//paaX//maa//yqgF//ddlA//dxs//serA//mepH//fsr//greB//dgoA//folP//htpX//rnd//yahB//phnC//aroC//yidR//cobC//waaF//yqjH//ccmD//yibA//mfd//tusE//dacB//hdeB//clsC//miaA//bioH//yahO//nrdI//ybeQ//gsiC//ppiA//srlD//pdeK//radA//ispF//folD//csiD//trmO//trpD//rutE//torD//rpoS//ulaC//ykgM//dam//oppF//kbp//aspA//ung//pgaB//mdfA//ompT//ybdZ//der//nikD//bolA//gstA//hypD//iclR//rep//zraR//
GO_0009607_3	uhpC//pyrH//yihT//bamA//ymjB//crl//moeA//dgoT//ubiD//pepA//mrr//kefF//ppiC//yqeA//
GO_0009615_4	yiaM//csgE//yhaC//tufB//cdgI//eutR//ydeM//zapA//purA//agaW//pphB//hisP//proW//minE//
GO_0009628_3	dld//lplA//glsA2//ytfQ//agaD//eptA//lexA//pepB//fnr//ndh//umuD//yfeD//dtpA//glk//treR//radD//ycbX//rlmJ//fixB//fnr//yedL//yafC//ydeO//ghoT//wcaC//yqgB//deaD//murG//mdtA//rnr//ydaN//treA//fecB//cpxP//modB//yggT//rcsB//hypT//ahr//nadA//tus//ydiV//ddpX//yjaA//tyrA//dedD//malQ//yieH//csgG//lsrR//cusF//prmB//gadA//tamA//rof//mdtD//guaA//hcaE//endA//folP//yidP//sdaA//fliD//cysH//erpA//cdd//galR//diaA//ppiC//yhdJ//galM//gltS//gloC//uxaA//mhpR//waaA//pnp//yhaV//motA//rnr//rodZ//pstS//gsiD//aceF//adeD//rlmM//waaF//yadK//agaI//ftsH//dnaG//cca//yjiX//yihR//yjeI//mdlB//ulaD//mgtL//pppA//minD//yieL//metL//yeaD//fryC//yahI//entS//ascB//speE//arfB//ispG//gatD//yohC//mhpA//yhaC//wcaC//mutM//frdA//flgB//yfaX//yjhG//aaeB//gcvP//obgE//hybA//btuR//tus//ydcT//ydcM//flhA//pgpA//pphB//cysN//ybgP//fimI//dgcE//rmf//citG//sutR//glcD//kdsA//sbcD//speB//cysQ//dhaK//hyi//fdhD//murC//opgD//rclA//nikB//insI-1//ompF//topAI//katG//ddlA//ada//hicB//ddpA//cobT//uvrB//feaB//ompT//fruK//pgaC//ftnA//yohC//yfeR//leuA//fkpB//ribC//macA//torI//gsiA//rimL//dctA//menE//flgH//yneL//fdhF//iclR//fecD//mutT//glvC//xylB//ygfA//hyfF//ybiO//ycfH//ibpB//ydeE//coaA//lysR//cysC//fadA//spy//fimB//trmD//gsiA//asd//yhaC//hdeD//ybfA//tufA//dsbB//ydiP//ygfI//tdcC//ybiH//norR//artP//sgbE//rfaQ//yghU//aroG//rplO//queC//ycjU//yagI//panD//bioC//yihS//dicC//wzzB//ygfA//ydjE//rimK//lsrK//ccmG//btuC//hemH//
GO_0009635_4	argT//
GO_0009636_4	fieF//asmA//nagD//pnp//cpoB//nepI//ompA//frwD//hfq//glnB//yfcP//ribC//ubiH//yajL//ygaV//ftsK//rutD//pspA//tag//gltB//aspA//chaA//paaF//xseB//coaA//uspG//hisC//nupC//secD//selD//yfcQ//
GO_0009637_6	wecA//
GO_0009651_5	asnA//ahpC//rihA//yeaD//manA//maeA//
GO_0009653_3	yddG//
GO_0009696_4	emrK//
GO_0009697_5	hmp//
GO_0009698_4	tcyJ//
GO_0009712_6	entS//tatC//queF//gntT//pepB//yajD//murD//yoeE//dusB//fabA//
GO_0009713_7	fes//lnt//uup//ribA//dgcF//bdm//gadB//rapA//msrQ//
GO_0009719_3	wecC//pheT//purC//
GO_0009730_5	ybiA//
GO_0009743_5	hycB//
GO_0009785_5	hisS//
GO_0009850_4	rbsK//fumC//wzb//yegD//pgaD//rpmJ//shiA//hemF//trpA//murD//yqjI//ldcC//lacI//
GO_0009852_5	lipA//yfjR//dsbC//narH//cynX//metF//yiaT//folE//yobF//artM//hchA//mioC//alkB//
GO_0009889_5	ghoS//rpoH//rnd//hsrA//creC//ftsN//putP//yefM//atpB//glvC//galU//malG//ppx//yejB//znuA//frdB//caiF//ynbB//uvrY//fes//fimC//serC//yahN//yhbO//yahO//glpG//yhiM//cpsG//gor//yhdX//cobS//yqeF//elfG//hfq//hyaD//yqhC//lacY//agaV//srmB//aceK//ompC//bamE//ibpB//adeD//rcsD//fetA//ybdR//hexR//yfbR//ymfK//ycgR//fliA//yjjW//frlC//metR//oxc//uspG//yidR//aqpZ//alsK//ybjG//cueR//ynhF//alaC//rhaR//recG//ulaF//tehB//menD//gudD//gadA//bluF//lptG//yiaU//dcuA//glpT//ogt//araE//xisE//glyA//qseC//arnF//rcnA//scpC//yidE//galM//rhlB//rpsM//hcaR//nadC//yaaJ//yhjV//yjbE//srlA//hybB//ftnA//fabI//bcr//rpsL//murG//yjjW//elbB//ulaG//agaB//mdtM//gatZ//otsB//hdhA//rpmG//kup//rlmN//yidK//acrR//glxR//cydD//hmp//cbpM//minD//rlpA//fliT//glyA//ycdY//allB//aidB//sucA//btuD//garL//ispU//galR//yfcU//ydiQ//yiaO//alpA//alkB//phnM//insH-6//ydjE//nuoL//codB//rodZ//yihW//lpxL//rhaA//cueO//casA//yhgF//glpD//ybiO//metF//adiA//hycB//uxuR//rlpA//mdtN//ygjK//napA//nepI//lamB//dicB//ygfZ//argI//miaB//yojI//frvR//dgcT//treR//pgaB//yddA//aspS//fic//yhaJ//ribF//uspF//gnsB//ycaO//lacY//pth//nanS//hypE//amtB//trkG//yfcQ//ydaC//ychH//ygeX//nagK//hybD//yabI//lolA//xapA//abpB//pepD//secE//hyi//kefF//emrK//gmk//pstC//ndh//gyrB//map//hybG//pflC//dacD//ymgA//metF//nhaA//murP//codB//zitB//dkgA//yihW//hisP//ilvN//csrA//eptB//pyrC//gabT//ccmE//dadA//uvrC//fimC//murI//uof//norR//gabT//csgF//rhtC//mglA//cueR//malG//cbtA//mukB//ydcP//sdaA//dnaT//rluB//yajR//hycB//fic//aes//umuC//alaS//ligA//gcl//ftsW//nrdI//lasT//yjiM//slyD//truB//yaiV//umuD//ybaL//cpxP//ynfL//ydiP//slmA//sbmC//tcdA//hipB//insI-2//manX//yfeO//pepQ//wzzB//rplM//mdlB//srmB//aldA//chiP//dxs//recE//fepB//ybhJ//tilS//yiaA//bcsA//proS//rclB//rnb//citX//ycbB//atoB//insB-2//ampE//yhaM//torI//kefB//perR//bdm//pfkB//preA//gpmM//yijO//hofQ//pgl//ydeT//rutA//mrdA//allC//rhtA//rfaC//yhhZ//zur//hisF//agaC//yhjB//gltX//tehA//abgT//ycdY//fimF//feoA//atoC//mcrA//
GO_0009890_6	serC//pphA//dacC//lpcA//sodA//ilvC//lgt//pgi//ydjL//tdcR//ygiS//insI3//dcuS//clpP//yhcH//fucI//ldrA//nadA//cysC//rdgB//aroE//rplW//tsx//secG//yfaE//mltG//uidC//purF//sgbU//yfjR//ydeE//yhjC//yfgI//murR//symE//gspJ//mtlD//ydfK//ldrA//acrD//ibsD//hslR//osmY//elfD//rpsN//basS//rfaH//gph//elaA//deoB//gsiA//feaB//mnmA//tsf//yadC//ybcF//yeeL//rluD//ccmD//atpE//yadV//mnmE//speE//kefG//aaeR//hslJ//fetB//gsiB//hisH//dicB//ygeX//dmsB//ybdM//tyrS//recQ//bssS//kbaY//glcA//mdfA//amiC//degS//agaR//pgrR//abgR//mlaB//rcnR//hipB//kefF//phnO//rlmF//rarD//glcD//fliZ//hofN//phoU//fre//rseP//yhbY//glpX//cspA//ltaE//ftsH//tdcB//yciG//pgsA//menI//ldtA//yghG//phnL//cyoD//lpxL//queE//ftsN//lysS//uxaB//yqaA//glcD//torS//napC//cusS//ybdM//
GO_0009891_6	purC//hipB//adk//rpsS//nfuA//ibsE//glmS//ydiV//yqaA//carB//rffM//aroA//ulaG//secD//cdaR//yrbG//rpsK//aldA//tolR//cynT//arsR//bcsQ//tyrR//patA//nagE//fau//thrS//ubiH//oppB//dgcN//feoB//yeeL//ycfL//yaiP//ldrD//rluC//pth//ybaQ//serS//nuoN//yadI//kbaZ//sbcB//mcbR//eutR//ubiA//alsB//kdpE//mdtQ//allD//recN//pdeF//sthA//ushA//yagJ//rffT//rseC//emrB//rihA//mscK//gsiA//lyxK//fucI//ttdR//gpr//garL//lit//fes//tonB//smrA//tsx//pyrB//thiD//gpmA//sfmC//rpsJ//uhpC//fadK//phnG//rlmD//mrdA//gltD//lnt//
