#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	obgE//queD//csiD//nlpE//
GO_0009891_6	dcp//chbC//dgcT//ybaL//torC//acrA//cra//ydcM//lpxT//hflC//dnaA//rsgA//yiaA//lptB//dfp//rcsD//frlC//ydeO//sgcC//kdsA//sbmA//sfsB//secA//ariR//crl//entF//yggE//eno//agaD//zapA//abgA//mepH//murP//hyaB//modC//hyfR//zapC//yehZ//tnaC//hscA//bioD1//yfgJ//puuC//ilvI//ghrB//cpdA//degS//gpmA//sppA//yeeO//nrdA//yjiQ//livJ//bcsA//flgD//menD//gloB//frwD//ybiS//fimB//cyoA//ynhG//yidL//dctA//macB//hicA//nirD//osmC//ydhK//wzzE//pspG//yqiI//dnaG//rlmI//rfaF//adk//yggW//ydcI//insA-1//hflK//wzzE//mtlA//oxyR//
GO_0009892_5	mcbA//ompA//yfgO//ynhF//fabA//ppx//cmk//yeaG//yjcO//tonB//fdhD//fadE//speG//ycaO//kefC//ppx//yiaT//rfbX//frvR//frvA//ybfA//infB//yidH//hcaD//hemH//entS//creB//aceB//yijE//ydeO//arcA//ridA//fadJ//tgt//ftsP//blr//pgk//insI4//ykgF//rpmE//ycbU//dinG//tusE//ttdB//selA//yeaV//uspC//deoA//cysN//agaS//fumA//asnA//csrA//glvC//sgbH//rimM//guaC//tusB//flgE//ypdI//lsrD//rpsJ//hofC//amiB//yfaL//yeiL//phnJ//kefC//aaeR//galK//ygfA//ytfQ//gmk//ykgF//ibsA//sspA//yfgJ//rplN//kdsA//yfcU//accB//macB//fdhF//gutQ//leuS//mscM//lolE//agaS//moaD//era//sdhE//parE//puuE//tas//nrfE//rzoD//rpsM//ispU//yhaM//mlaB//matP//alsK//bolA//ybaK//aceB//rnc//ogt//glnS//yifB//clpP//fes//glxR//ybcF//sgcB//thiC//ftsK//galM//livJ//paaD//fhuD//gspF//tyrA//dtpD//narL//ypjD//pgpA//rutG//hcaD//crp//yqeF//dsdC//amtB//rpsI//aceK//aroK//yfiC//sbcB//sufA//entS//nanE//ptsN//purC//nfo//purT//nlpI//yaiP//
GO_0009893_5	cmk//nirC//mutT//nrfE//yehY//rseC//yagJ//abpB//hflC//tpx//casB//prpB//hemL//yafO//yggT//yaiW//dedD//osmY//fis//dkgB//cbeA//hyaD//menI//nagB//yicJ//abpA//glsA2//lhr//cobU//znuC//yibF//rpsT//trkA//gcvT//fhuC//rffM//ygiN//yoaA//cynT//treA//pitB//nusG//pgpA//ribF//exbB//tsaC//nudC//pbpG//ldhA//alr//pgpB//araC//ybhG//hypT//nudF//scpC//fdoI//torC//mcbR//sdaB//lpxB//ybhI//cdsA//tamB//mtlA//mntP//torA//hdeA//crl//tusB//ansA//rhtB//elfC//slmA//ftsH//xisE//nagC//pinR//fumA//dfp//ulaD//gluQ//luxS//uxuB//thrB//mmuP//nagK//ruvB//yafN//sufC//lysO//yrdA//narY//mlaE//alaS//setA//hisP//nemR//msrB//
GO_0009894_5	tdcA//insH-6//pitB//ydjJ//tauC//guaD//actP//spoT//motA//hdeB//ybbW//atoS//waaZ//nrfF//
GO_0009895_6	cbtA//fiu//fre//yfcF//
GO_0009896_6	fecD//fadJ//sdaB//
GO_0009966_5	yihS//
GO_0009968_6	sucB//
GO_0009970_6	rph//basS//ispU//
GO_0009972_10	artM//
GO_0009991_4	rimJ//psuG//yghW//ghxQ//basR//prfA//mltD//mntH//bluF//mdfA//luxS//hisQ//gdhA//pta//hemA//paaF//ddpX//sapC//dnaX//argG//ybaK//yjeH//yejB//selB//maoP//yddA//ispU//pflB//dinB//ybhG//ccmF//lysO//dicC//ybiW//folC//hrsA//queG//dam//yjhG//mgtL//thyA//argH//ydbD//prpD//bamA//umpH//secE//dtd//aroD//der//cdaR//cusA//clcA//murP//yejE//yiiM//mtfA//idnO//amiD//hypE//ydjH//thiD//gsiC//
GO_0009992_5	rpsK//speA//yieE//rfaE//
GO_0010033_4	gfcE//fliK//yiaU//kdpA//epd//iclR//nlpD//obgE//sanA//zitB//dinI//pdxA//ftsH//mdtQ//tonB//ansA//npr//decR//rpmJ//mglA//malI//nrfC//trg//nudC//ndh//acnA//tyrS//yadC//gcvT//ycaO//pflA//ychH//livM//topB//bluF//aidB//yfaE//pyrE//pdxA//hybC//hybA//dnaA//pstA//
GO_0010035_4	yhhT//tyrA//ushA//sfsB//ttdB//cysB//kch//dxs//rfbX//frwC//cyoC//ffh//degQ//uvrY//prpD//nrdI//envR//aceA//mobA//ybdH//hcaB//feoC//csdA//gspI//yddA//pliG//hdeD//yidD//proB//gntT//tusB//lptE//trkA//talB//yhjV//yieF//rpsA//umpH//prpR//waaY//djlC//phnN//hofN//hisI//rfaF//tusB//rlmL//nuoN//yidR//torC//sfmC//yidC//idnO//yjbG//yqaB//yahD//yahK//ubiD//infC//yciE//narY//acrA//yhaJ//mocA//yibF//torS//napA//paaZ//uvrA//sulA//sgbH//crcB//btuB//trg//hemG//ccmD//
GO_0010038_5	hemA//pgpC//yahN//cysN//recG//nanS//hda//rhaA//yddM//hcaC//coaD//mscL//groL//yebZ//glgA//yehP//mmuP//rnd//gabP//aidB//sdhE//tatD//hmp//ybdG//ompC//hypF//fumB//frmA//prmC//treR//lamB//uup//srlR//purB//ligA//fliM//rpmH//tolR//sapC//osmC//gppA//ibsA//msrC//nudC//bisC//
GO_0010039_6	arfA//blc//fixB//ybiH//potE//alkA//ycbX//
GO_0010041_7	purC//yceK//iscU//prlC//trpA//topB//
GO_0010042_6	dcuR//cyoC//
GO_0010043_6	thiM//basS//fau//yedL//casC//eptC//
GO_0010045_6	endA//adeQ//tolC//
GO_0010106_6	nagZ//
GO_0010124_4	yefM//dctR//endA//tdcA//ftsI//sulA//gntP//bioD2//fdhE//mngR//uhpT//fixC//pdxH//
GO_0010133_7	feaR//
GO_0010139_7	uup//
GO_0010165_6	dmlA//fiu//hrsA//uvrB//arnD//metE//cobS//mrdB//fdrA//flgB//murG//opgG//xanP//thrC//mntS//lysO//
GO_0010167_5	aroA//chpB//
GO_0010212_5	lpcA//purD//cheA//ygfZ//ilvC//tcdA//sodC//ampG//pheT//purF//lacZ//srlR//cbrA//yddG//potG//hldE//tusA//yadM//mrdA//mnmA//ibsD//rluF//yghG//yidP//malF//sbmA//yhjX//fetA//
GO_0010226_6	potC//
GO_0010243_5	cysD//brnQ//nrfB//rhtC//yfdS//yaaA//pepB//cof//lysR//bglH//elbB//iclR//glgS//ribA//dadA//ybaL//
GO_0010269_5	rnhA//
GO_0010272_6	gltX//elfA//rplJ//rcnB//artJ//pykF//
GO_0010273_4	mscK//thiD//ybgQ//yagU//tyrR//yceO//
GO_0010288_6	pspF//
GO_0010312_3	fbaA//
GO_0010332_6	menB//
GO_0010350_6	dacD//frwC//
GO_0010438_6	trmD//yeeY//ompL//trpD//
GO_0010447_5	mscK//mazG//eutN//glgX//secG//tdcC//fdoG//cysG//envZ//mglC//pfkB//uhpT//pta//pabC//yihQ//ompR//pmbA//galP//sgcR//yfaE//hcaR//
GO_0010466_7	priA//fryB//
GO_0010468_6	panC//recT//cysK//yfgO//mdtG//patD//narQ//ybaO//cydC//nrdG//hisG//ribD//hypF//aaeB//rssA//pphA//mepS//yccX//glnS//dgcZ//murB//yagJ//ygbN//ogrK//ftsW//mngB//sufA//aceB//rpsG//bioB//hiuH//yghU//dfp//trmI//ascF//yfcG//dnaA//flgC//relA//frlC//uxaA//hscB//bssS//rep//patZ//mhpR//bioH//flgM//cydD//fkpB//clpA//yjhC//caiE//lpp//yfcS//dcuS//araF//fepA//ccmA//mntS//hns//uhpB//pstC//dmlA//ykgM//thiC//cobB//bluF//ybiT//truD//bioH//acrR//mtlR//yagG//fdnI//rsmF//minE//eutK//yeaE//tufB//slyD//sapD//dhaR//ycdX//rfbB//alsB//ftsN//umpH//mtr//dtpA//yraN//fsr//wzb//casC//yebC//dam//mnmG//rfaE//eutD//yadV//priC//dapB//nrfG//decR//lpxL//patZ//agaC//nikD//yoaB//yfhM//rnr//serB//ppc//nrdF//ynfE//rstB//tufB//yegS//trmL//fryA//araC//lpxM//raiA//speG//ssb//yjtD//ftsB//yhjB//murJ//citC//rpsP//yahB//fimE//ansB//fixC//gcd//yjjG//gpt//rlmB//ascG//leuC//rzpR//idi//insI3//ushA//dctR//pdxB//fepE//narV//ybeF//pdeH//nadB//mdtI//hinT//ccmF//allS//yraH//prpR//ybeF//nanE//yggP//yagJ//fruA//ydjE//parE//hybF//cof//rhaS//glgX//uspB//hipB//recO//dinB//yiaL//tcyP//rraB//wza//proS//rffM//yihX//cof//paaH//yidL//yfgO//sixA//flgA//holD//ogt//dgoK//tsaB//infB//yajO//rzpR//rpsB//xylB//trpGD//gatB//ulaG//yqeF//yhjA//ccmG//rpoS//ygaH//wbbK//yjjG//sohB//sgcR//puuP//ynaE//ybhJ//topAI//cho//der//fur//yddM//tsr//zur//yhhT//lsrD//lapB//pdxY//nudF//ydjM//adiC//yfbR//ybiW//nrfF//araH//dinJ//napB//mdtN//yhbS//fdnI//nrfF//cysC//gadX//tpiA//aroA//zntA//ftsH//yhfS//pyrG//secM//patD//fruK//thrB//rna//ygcW//ibsC//lipB//yjbB//hycA//fucA//dppA//adhP//cheW//bluF//hslR//iraM//fimF//yjjQ//cobU//aqpZ//yafS//yjeH//mngB//hyfR//garR//lacY//rlpA//tynA//ppk//bioA//clsA//rnlA//gcvA//mgsA//yfhH//panB//trpGD//cydC//rcsA//wcaC//ycjP//glpC//ybaO//nrdR//gpr//narY//pldB//aaeA//yahO//atpE//tamA//nuoI//mntH//ygeX//aroC//rpsJ//yhjR//bolA//ortT//glpC//rpe//ygbM//gatB//gadC//livK//ugpB//yijO//rlmF//apaH//cyoA//trmI//ada//phoA//solA//rnpA//
GO_0010498_6	zur//
GO_0010501_7	hypB//crl//puuB//ybhG//yihV//pdxY//fhuD//arnB//yihT//
GO_0010528_5	gspI//
GO_0010556_6	eutA//lepA//dadA//clpS//topA//feoC//yfgI//fecA//treB//yciF//dacA//pppA//gudP//mraY//fadI//gntP//pheT//murB//rhlB//aroF//agaI//blr//tauD//cysS//ubiI//entC//yidD//hcaC//yihP//glmM//rluE//hyaD//bisC//cyoA//mglB//trpL//yhbO//tolB//trpB//hyaD//glgC//kbp//curA//casE//deoA//ytfR//truA//frmA//yfeR//kdpF//hyfF//ubiC//valS//rstB//torA//aspA//ybaQ//galR//galE//yedL//wecC//rplD//cadC//adeP//ybjX//rlmE//lgoT//rhaA//yehT//elfA//hsrA//srlR//yeiL//argR//yiaM//yihQ//mngR//arnT//symE//yqiI//pyrG//nikD//dpiB//potC//trxC//mglA//rutE//flgG//waaZ//vsr//xylH//ydiQ//tcyP//mglC//gcvT//rpoD//yjbE//edd//yceK//mqsR//ttdR//mngA//yadG//rpoD//phnN//hypA//infB//radD//lolA//yraJ//gsiD//citC//rplM//rpsO//glrR//pliG//ygiW//ldtA//rppH//iaaA//thyA//prc//flgC//ribF//astB//yrbG//yhiM//ykgO//symE//sixA//mrcA//bamB//fau//gltB//mdtM//rcsB//pnuC//sgbU//fepA//malF//gadA//hmp//asnS//yhjC//msbA//kefG//waaH//ftsW//ibsD//kdgK//yjjW//aspS//mtnN//flgE//ybjD//ptrA//frvB//hycI//hofM//torA//tsf//ybfE//ubiA//yohC//yajD//rplS//dgcZ//alsE//ccmA//exbB//dacB//dapA//tabA//yeeO//tolA//yciH//ulaD//uidR//dctR//hchA//yajL//cecR//ssuB//yihL//yfeW//rsfS//ypdB//hycB//rluB//hisH//bglF//aroF//treA//fdoG//nfo//yjbE//folD//yfcP//decR//fieF//ydeO//casE//ycdX//yidK//ssuB//ydiP//dusC//norV//rluA//panE//ycfH//pinE//yjiX//ynfE//wcaJ//dinQ//fumC//yqiG//fepD//nimT//ulaD//ybiI//cysZ//perR//pcnB//xdhB//glpC//gltK//norV//gpsA//ydcS//rfbX//ybjC//betB//rfaE//ybaO//scpC//dkgB//panZ//epmB//slmA//yjhP//rfaQ//dadA//yidE//rihB//artI//yadI//umpH//gspF//osmE//gpmA//cusF//manY//pgl//melA//insB-4//mepS//mrcA//nusG//yedP//fadJ//psuT//dinD//asnB//pdxA//fabA//ompC//nuoM//bamE//galF//rbsD//phr//raiA//frlC//hpt//ggt//umpH//apt//hsrA//fic//yieH//ftsW//rhlB//yegS//uvrA//gsiA//yjiA//pdhR//ybaQ//fryA//yhdJ//menB//topB//aroA//gltD//sppA//acnB//ompR//yjjX//tusC//aas//paaF//afuC//deoD//leuD//dhaR//chaA//tap//cusA//sgcB//wzb//
GO_0010557_7	ldtA//caiD//yhjV//ydhJ//ulaE//frsA//mhpT//xylB//nanA//pdeR//glcA//yobF//hflX//rplN//eptC//putP//pabA//ydcR//dsbD//epmB//ybaT//hldE//treA//metB//ada//atpC//ymfK//pgrR//thiI//spoT//ldrA//dhaR//yfgJ//yjcE//rapZ//pyrE//ykgO//metI//nupX//rclB//psuG//ybhJ//modB//dmsC//rsmI//ydjL//mscM//dgoT//mntS//gloA//hemC//alkA//maoP//yhbO//queE//rimP//dcp//mdtJ//kdsB//ymfK//hxpB//phr//pcm//gcvT//yqiG//yahN//ygjR//ydgA//alsC//tcyN//pabA//artJ//clsC//xylF//glgC//uidA//pfkA//cysU//ldtA//pdxA//aslB//rpmA//
GO_0010558_7	ptrA//argC//cyoB//sgcR//coaA//kdsB//yhjA//speF//hcaR//yiaJ//murI//yfcP//ssuE//dgoK//frlA//gutM//pyrE//codB//cmoA//yneE//slmA//slyA//phoB//narZ//kdpB//yfbS//dnaC//wecC//yiaM//mrcB//ynhF//ydjK//ogt//uvrD//lacI//panF//treA//uof//orn//ycgR//puuB//degQ//ispA//cyoC//yejE//galM//argG//secD//gppA//araB//yieE//trg//ompW//kdpC//dsdA//csgF//ydbD//flgM//ybiI//dgoR//nepI//rnr//yafN//yegT//tisB//ydcT//yghU//clsB//folC//rlmF//zinT//rlmJ//srlE//tonB//ybaK//yfiF//ybgP//elyC//yeeA//yqcG//minE//wzzE//ung//caiE//yahD//cynS//yedX//dicC//sgcX//phoB//mcbA//narL//crl//guaC//phoA//fdnH//kdpD//sstT//tatD//atpC//yahF//opgE//putP//mdtD//melB//hyfF//flgB//gltP//yeeJ//rhaB//pal//metL//kduD//marR//trmB//malY//mqsA//srlA//thrS//pdxY//
GO_0010562_7	yfdG//yfaE//
GO_0010563_7	hemF//sbmC//
GO_0010564_6	slt//cspG//rsmC//elaD//glcC//
GO_0010565_6	uup//hyi//mlaE//ppiD//ubiX//mcrA//
GO_0010604_6	ompW//nikE//guaA//yihS//cspE//ydaN//hflC//insA-2//lpcA//yddM//rnb//paaE//wzb//murF//cobS//kdpD//gutM//rplY//ydcM//yjeI//cueO//hcaT//eutD//pyrC//clpB//sseA//nusG//yhjA//feaR//guaC//adeQ//folE//dtpD//dinG//map//yebS//paaB//aceF//pdeF//pdeD//yfhM//rbsR//idnO//agaD//uvrB//yhbQ//fieF//rplP//phnJ//hisM//rplK//higA//trkH//feoA//tomB//frlC//trmI//exoX//yebG//rpmJ//insA-1//waaS//metL//yhfS//pdeD//phoU//frwB//yjhP//ppk//csgF//fetB//atpB//lyxK//pbpG//ycbX//topAI//lldD//gnsB//lepB//endA//frvA//ilvM//ypjD//thrL//prpC//gadC//yddL//cdh//agaD//pdhR//hypT//ubiA//lacI//
GO_0010605_6	metI//upp//iscR//mdtP//grcA//bacA//tdk//glcD//argE//rplD//adhP//envY//puuA//rtcR//guaC//tyrR//sapB//nupX//ycjD//glgC//tamB//atoS//elaA//yeiL//ribF//gltB//yciE//greA//ttdT//pstS//entE//puuC//frc//groS//frwB//yjjV//yehT//gltD//ybiH//potB//lpcA//yciE//patZ//pckA//nuoG//rssA//umpH//trxA//nemR//artJ//nikA//insI3//cusS//minE//yciG//casD//zraR//kefB//rnlB//suhB//clpX//yehT//wzzE//ralR//opgB//ralR//glxK//ghrB//dcuB//rpoD//rclB//mqsR//yqcG//yajL//glvB//psuT//hns//dps//cyoE//abpA//fetB//ymfK//puuD//araC//dnaB//osmY//gadA//frwD//hyi//sdhD//dgt//queD//rsmI//htpG//rnb//mdh//yjiR//gloB//cyoE//bluF//ybiH//dctA//folA//lptC//yhdZ//mdtD//glcE//sgbE//pdeF//entA//lpp//ydiV//fliA//prmB//dgcQ//artI//thiP//cnu//agaC//rbsK//mutM//rlmD//yqeG//frsA//rbsC//pitA//minC//fimI//ibsA//fetB//motA//elaD//agp//modA//fdoI//kdpC//frr//narY//ycdY//rng//ampE//lpxK//arcB//surE//
GO_0010608_7	blr//pgpC//cspA//yjjX//dcuC//yigB//cadA//gluQ//yihT//ybaT//yoeB//glpC//lptB//thiD//ccmH//yneJ//fetA//essD//mmuP//zur//hflK//fis//torC//yiaA//yjhI//hdeA//tufB//spoT//exbD//ytfP//hipA//prmB//gltS//sfmF//rhaM//degP//dgoR//nrdA//ybiV//hemH//elaD//ydaC//dppF//tusA//
GO_0010628_7	mog//mrdA//endA//entS//gapC//yjhC//tusE//narH//ftsX//rnlA//alsA//wza//ftsY//yphB//rpmH//insH-5//rutA//ftsH//yehC//tatD//dgcZ//msbA//ybdG//mraY//recR//guaA//slmA//trpE//crl//pcm//icd//mdlB//dedD//fis//hypC//glgX//nrfD//atpH//mzrA//yiaL//rpsE//araF//secE//cnu//uspF//deoB//xseB//iraD//tdcE//uxuR//fabH//uvrD//rfaH//purD//ppiA//caiD//dnaA//yhhZ//trxC//dgoD//cyoD//minD//fis//eutN//ppiC//rfbD//sbp//ugpB//csgD//glpG//cpdB//ileS//treR//yihT//ybiH//dnaA//rimL//frwD//moaD//mdtQ//dctR//mutY//yjiY//
GO_0010629_7	cptB//ibsA//moeB//yaaU//uof//yfcU//parC//csgB//rffH//glcE//ghxP//alaE//cbpM//apaH//agp//ttdR//nikD//ftsH//ftp//glgS//intQ//tdcF//recJ//cysA//gfcE//thiP//mdoG//gltL//ygjK//sixA//hycH//asr//nikD//ribF//higB//ydeT//rbsR//yraN//fadL//minE//zraS//phnL//sdhB//atpD//ftsY//cobS//dhaM//ldcA//ansA//xdhB//gcvA//ddpX//pgi//aqpZ//potC//cvpA//sufA//gcvR//hisM//ychH//oxc//treC//rseC//yeaK//zipA//rlmL//folD//ynhF//mutM//pinQ//cutA//yhjD//fabA//cynX//menC//nrfB//thiQ//rlmC//bglA//glsA1//ushA//asnB//mlaD//fryC//opgC//ygiW//phoP//mgtA//hemB//rcsB//csgA//ppk//accD//pabB//bioB//ydjK//ycjQ//mhpB//pyrB//glnB//atpH//yraH//rhaR//ybhD//malF//ycjY//nagK//casA//rng//yiaU//hipA//tcyN//trpC//casB//yigB//otsB//argF//metC//rsmB//folA//nagK//prlC//lpp//fis//yaaJ//paaB//srmB//lysO//
GO_0010638_7	xylE//pbpG//
GO_0010639_7	trpR//rluE//rplP//
GO_0010646_5	cdh//
GO_0010648_6	gmd//
GO_0010675_6	tap//xerD//hofO//lptD//speF//arcA//
GO_0010676_7	mngR//yihP//
GO_0010677_7	uxuR//
GO_0010699_4	yqjH//ydeP//
GO_0010810_5	hokB//crr//
GO_0010817_4	atoS//murR//secF//pgsA//yeaV//hypF//hupA//mak//alpA//uacT//artP//yheT//umuD//yihL//
GO_0010827_7	gntK//
GO_0010829_7	yahK//
GO_0010876_4	rpsK//
GO_0010906_6	trg//fadD//
GO_0010907_7	mukB//
GO_0010911_5	pabA//yqeA//ubiF//
GO_0010921_6	araH//menF//ebgR//yghB//
GO_0010941_5	ubiB//
GO_0010948_7	xylR//nrfG//
GO_0010951_8	wecA//pyrE//
GO_0010962_7	paaD//kduD//
GO_0010966_8	uidA//
GO_0010967_6	aceF//
GO_0010974_7	pdxA//
GO_0012501_4	glgP//ompF//pncB//yafS//sspA//mngB//hslR//lsrA//glpA//ygdG//pspF//flgB//clpX//
GO_0014070_5	asnC//mraY//
GO_0015031_5	yhbY//yphB//flgM//yggP//xseA//treB//agaC//prlF//marA//ftsH//torD//malG//ydiZ//glgB//ralR//yciF//rbn//etk//ldcC//minD//tusB//ydbK//mscM//rusA//pcm//trmA//uxaB//atpC//argP//galF//manA//mltB//wecB//ydcR//der//araF//asnC//rfaF//tdcE//ybiT//mrcA//
GO_0015074_6	torR//pyrB//pspC//agaR//sdhA//yebC//tolC//
GO_0015628_5	gatY//secA//relE//fhuD//ykgA//
GO_0015669_5	xseB//
GO_0015670_6	rof//
GO_0015672_7	rhaA//coaA//ssb//aqpZ//nadB//pgrR//dinB//rplO//ispA//dgcN//yieF//ftsQ//ydcR//rutD//preT//rfaD//yciH//allB//ftsK//mazG//pflA//nhaA//fabR//mlaB//rsuA//cadB//cmtA//pcnB//tauC//fimD//yjcO//mdtL//tehA//fimC//tdcG//epmB//rapA//rbn//yqaE//purB//zapB//dicA//rplD//
GO_0015673_9	rcsD//
GO_0015675_9	yiiD//intE//ftsL//ycgV//hldE//creC//rbsD//ebgR//
GO_0015679_10	nudC//yjcO//
GO_0015682_8	lldD//murP//manZ//feoC//epmC//cdd//yhaO//iraD//asr//dut//speG//ansB//
GO_0015684_9	emrK//mpaA//asnA//napC//yjfP//
GO_0015685_8	frmB//pepT//sgbE//rlmN//ymgC//recO//
GO_0015687_7	djlC//ybeY//recE//zapE//
GO_0015688_6	gcvH//yqaA//mukB//patA//yeaE//melB//ssuE//znuB//murD//glvB//ymfK//bfr//rsfS//htrE//xylG//cpxR//ugd//insE-1//
GO_0015689_8	ymfA//tar//xerC//
GO_0015691_9	metC//tbpA//hybF//fabI//
GO_0015692_8	sfmF//
GO_0015693_9	ycaO//ybhD//
GO_0015695_6	ynfL//gfcE//fimD//rfaD//sufE//icd//dcp//eutB//tauA//nhaA//xanQ//thrL//sufB//galR//sucD//yhjB//xapB//sdhC//alkB//insI4//bioH//ybjI//cspG//ulaC//metF//yfbV//dgcM//dcp//gyrB//aroH//
GO_0015696_6	rfaE//yaaU//tehA//cas2//setA//rnd//yiaT//nikE//amyA//rmuC//mug//minD//ycfJ//yajO//emrK//glmM//glyS//agaB//rbsD//trmB//ruvC//sdhA//gcvR//guaD//msrB//yojI//alkB//kefC//etp//mobA//prc//
GO_0015697_7	yidA//rssB//ydbK//tyrB//aroG//lolB//yihR//lgoD//nadK//cbl//malF//ruvA//ydjM//
GO_0015698_7	artI//psuT//prpR//ompG//mdtC//yhgH//trpD//mdtA//entF//torC//arsR//bamB//moeA//rpmE//kbaZ//nth//purR//bdcA//hypT//alaS//bglH//pth//nimT//osmC//rzpR//lspA//waaQ//mrcA//artJ//fryC//dgoR//lptG//mraZ//lptE//ralR//osmY//mltD//ldtC//csdE//rcsC//fimC//
GO_0015699_8	pdeF//
GO_0015700_8	rlmC//mdoD//
GO_0015706_6	mmuM//udp//fadJ//
GO_0015707_6	gntK//ytfR//dctR//ybhS//cmoB//yieF//
GO_0015709_6	dtpB//
GO_0015710_8	pbpC//moaC//
GO_0015711_6	rpiB//bglJ//baeR//pepQ//kefB//glsA2//manX//insI-1//yjiM//ariR//mlaE//napF//nusG//mutL//hypD//mltA//yfdS//gstB//csrA//speE//yqcC//ttdA//sgcC//trmA//ibaG//hiuH//hemG//pth//flgA//mdtP//lpxD//moaA//cbrC//ybaO//ftnA//yadV//ygbI//dppF//waaL//xanP//yidA//pspG//ydhK//appC//pabC//ghxP//rspB//pgaC//moaC//ynfK//lamB//ymjB//rsmA//yebZ//bluR//ybfE//maa//flgE//cpxR//iclR//mhpD//bamC//cusA//tynA//cysQ//modB//viaA//cobB//ompR//pspD//metL//metK//ydjH//ynfF//mnaT//mntS//ybjC//yhdX//mukB//yfjR//rplE//fetA//ldtE//gspI//priC//msbA//cvrA//pflA//lpxP//yqeF//yccS//ompA//dnaX//cmtA//putA//oppB//lrp//rsmG//tnaA//nadC//ampD//norW//gltB//ycfS//pntA//uspF//ompL//ydiB//agaW//dgoA//dicB//hofN//accD//pspA//lsrK//nanT//cusS//intF//yehC//mlaB//waaO//sucC//yeiL//rstB//clpS//yejA//cspC//ybcF//ampE//kefC//appA//ubiE//tdh//modA//yodD//ybaK//intS//rep//nudB//rplI//yegS//lysC//waaL//paaF//
GO_0015712_7	tnaB//
GO_0015718_8	yihS//rplY//rutE//gldA//exuR//btuD//recX//rpoE//sppA//fdnI//osmC//rraA//paaB//yadN//yidQ//hofQ//mrp//malG//gadX//topB//yehX//mgtA//cdd//ccmD//
GO_0015721_7	ybbW//gntR//
GO_0015724_7	rpsI//rfaD//coaD//
GO_0015726_8	yciF//
GO_0015727_7	fhuD//yiaU//
GO_0015733_7	oppA//
GO_0015734_6	gltB//cysG//tdcA//
GO_0015735_8	dnaX//
GO_0015736_9	trpB//
GO_0015739_7	rnlA//
GO_0015740_9	gcl//ybeQ//ymgF//fliZ//sgcX//glgC//nupC//ybiA//yfgJ//
GO_0015741_10	rep//nrdG//
GO_0015743_10	artM//
GO_0015744_6	glnK//rsmG//agaV//
GO_0015747_6	malF//
GO_0015748_6	yieF//ibsB//lplA//feoC//aas//manZ//nrdA//ldrB//lsrC//yfiF//uxuR//kefF//cynX//vsr//yqeF//
GO_0015749_7	cysH//cspG//nirB//nuoF//lpxK//copA//ygjH//rstB//proC//gadX//kdpB//serB//frlC//yraR//yahN//recB//rlmM//yihX//rlmE//hldE//hisB//ubiI//pepB//galF//lysR//ycdY//purC//ycjU//nagC//gabT//rhaS//mreC//queE//dnaB//cmoB//melR//atpB//rsmA//rplQ//fepD//tag//hsdM//yahK//ybiS//msbA//
GO_0015750_8	emrB//yafS//rbfA//aldA//elyC//gadX//iclR//ybbN//hyfR//tauB//yneE//prs//glsA//
GO_0015751_9	nirD//ubiE//rutF//sbcB//bioF//tufA//
GO_0015752_9	opgE//bioD//cynT//coaA//metR//citE//
GO_0015753_9	hha//gcvT//ivbL//
GO_0015754_9	hofM//ybfE//nuoM//
GO_0015755_9	nagA//ftsI//pbpC//hdeA//rho//ttdB//asnC//garP//envY//zapE//ffh//
GO_0015756_9	tyrA//ydcR//
GO_0015757_9	sdhE//rhmR//prmA//yfcV//intA//nuoF//apt//
GO_0015760_8	yhjR//
GO_0015761_9	nanT//yieE//yhfS//
GO_0015762_9	nepI//
GO_0015764_7	iscX//ybbY//napA//rhlE//
GO_0015765_8	insA-2//hxpB//yhgF//yjhI//
GO_0015766_8	opgB//gcvR//tamB//gapA//livJ//hflD//mscS//ackA//kefF//talB//abgA//lpcA//ydhJ//trmA//
GO_0015767_9	yiaO//fcl//matP//mog//
GO_0015768_9	pgm//yheT//deoR//rssB//pheM//gcvA//
GO_0015769_9	mltD//
GO_0015771_9	thiQ//rhoL//phnI//glsA//
GO_0015772_7	rutA//setA//nikR//yadC//rlmA//sgrR//pspD//rpmC//uxaA//yegV//torI//sfmC//dinD//nuoF//pphB//ydiR//arnD//
GO_0015774_7	chiP//fimA//ymjB//aldA//ycbX//ppx//
GO_0015778_7	argS//
GO_0015791_7	nuoH//malY//acnA//wecE//rplS//rrrD//pinQ//nfuA//
GO_0015793_7	ykgO//flhC//
GO_0015794_7	mdtD//hha//yigL//gspE//ompA//
GO_0015795_7	rzpR//
GO_0015796_7	yegD//mdtM//maoP//yjjB//
GO_0015797_7	glnD//yiaA//
GO_0015800_7	uvrC//ytfE//ycgR//sdaA//
GO_0015801_7	ung//yidA//gsiC//chpS//yfgI//ybcC//tmcA//pdxB//
GO_0015802_7	wecC//metK//cspD//iscX//yidL//hofP//mrcB//
GO_0015803_7	maoP//ygeV//sdhC//gudD//agaI//aceF//amiC//lacY//znuC//yibF//fimI//
