#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ndk//hipB//ybcJ//aaeR//
GO_0009201_8	tatA//wcaC//abpB//sdaA//actP//lgt//ydfG//sdhC//macA//potG//mdtO//panD//clpX//tmk//rimO//katE//rcnR//ycbU//rpsS//gadW//metL//xanP//ygiW//ldcA//
GO_0009202_8	pcnB//
GO_0009203_8	deoC//
GO_0009204_8	yfhM//fhuC//phnK//
GO_0009205_8	rnlA//yphF//pgaA//ubiH//lolB//rimO//erpA//menD//clpX//higB//mfd//gltL//rplI//ispA//pyrB//dtpD//yaaA//fabA//yaiW//trpGD//arcB//yciF//ribF//pspG//nadC//ymfA//yfdG//rdgC//lpxD//
GO_0009206_9	ydjL//ftnA//rhaA//shoB//yggF//puuA//gadC//ssb//yahB//galK//zur//trmD//ftsW//nac//cynS//rlmG//arfB//lgoR//iscA//rfaE//yphF//mpaA//codA//
GO_0009208_8	thrA//fabI//
GO_0009209_9	yjhI//
GO_0009210_9	alsA//
GO_0009211_8	coaA//hisC//hypE//
GO_0009212_9	torD//
GO_0009213_9	nagD//borD//
GO_0009215_8	acpT//atpE//
GO_0009217_9	dhaK//uxaB//
GO_0009218_7	rluA//yqgF//ydiB//thrB//fliG//yhaO//cadC//intQ//hns//lrp//fhuF//ccmC//
GO_0009219_7	tusE//yibF//dhaK//insI4//ymjB//
GO_0009220_8	aqpZ//eutA//dtpA//cysG//hicA//rpe//
GO_0009221_8	dsdA//ribD//tufB//dgcZ//
GO_0009222_7	purR//panE//rsmI//yidZ//yehZ//secA//
GO_0009223_7	fcl//cspE//
GO_0009224_9	fruK//yraJ//
GO_0009225_5	yqcG//ispU//rpsA//rarD//tdk//ygdG//mfd//ypdI//ybcF//accC//flgJ//tnaC//ibsC//ispA//queD//
GO_0009226_6	maa//bglJ//csgE//sspA//pflA//slyA//mprA//sucB//rzpR//rrrQ//hprS//citG//pinE//
GO_0009228_7	rplA//yibT//bioP//hsdR//yqjA//ycgV//galK//ybiY//ulaE//ybiV//
GO_0009229_6	tolB//rpmJ//
GO_0009231_6	lldD//ybgP//waaL//nfuA//lptB//ftsH//ymgC//
GO_0009233_6	katG//hmp//fecA//fliS//yejF//dnaK//eutR//tolQ//ychH//btuD//
GO_0009234_7	fhuB//speA//fnr//acrA//rpmC//clcB//proS//yhjB//rdgC//mdfA//
GO_0009235_5	ydjM//lptC//uxaA//chbG//fimZ//nagC//
GO_0009236_6	uraA//dbpA//dsdX//clpS//guaC//waaO//
GO_0009237_4	xylH//cspC//yiaB//rfaC//ushA//spoT//wcaC//hycI//rlmC//
GO_0009238_5	yjaZ//yjbG//hflK//rraB//yadG//pykF//ynfE//dacC//mlaC//
GO_0009239_6	appB//rcnR//atpA//phnG//cnu//mcrA//thrB//mdtC//
GO_0009240_6	cheB//thiE//uspG//yafS//flgI//
GO_0009242_6	hsrA//fabD//hycH//gatD//rplB//xapR//ftsH//erfK//adeQ//cspG//cpdB//
GO_0009243_7	argG//
GO_0009244_7	sbcD//recT//treA//fau//folC//feoC//endA//ycbB//ygjK//dinG//helD//xanP//ftsH//efp//proV//yfgI//cedA//trpE//dinQ//obgE//gabD//bssR//fdnH//hsrA//fecC//narJ//mtlD//nrdR//aldB//
GO_0009245_6	ycjP//ydaC//yqeA//dgcZ//ccmG//lsrA//bdcR//cbrA//uxuR//amiD//
GO_0009246_6	ibsC//cadA//ubiF//cutA//nudF//rof//nadK//gstB//glnP//
GO_0009247_6	infC//cysW//stpA//rbn//yahD//ydjK//mppA//yjiR//mutL//yjtD//pfkA//ulaE//
GO_0009249_6	caiE//tsr//poxB//
GO_0009250_7	pflA//hofC//rzoD//yihI//rpsG//zntA//bioB//dbpA//yjiQ//rpsK//rpoS//narX//bioA//era//
GO_0009251_7	mppA//insF-1//ydeP//speB//aldB//sdaC//
GO_0009252_7	csgF//ubiH//fucI//prkB//phnO//dacA//rne//prlF//dsbC//rnt//yfiE//torY//fabH//btuF//mhpB//rpsB//rplY//yjjQ//ypdC//hmp//yraH//map//prfC//hisQ//prpB//emrE//wecC//cyaA//lsrG//htrE//yeeJ//rapZ//rpiR//glyS//yiiM//maa//coaD//ompT//yieF//
GO_0009253_8	yhdX//intE//livH//iscU//arfA//metC//ppk//mglC//ade//rpe//
GO_0009254_8	yfdR//sbcC//stpA//ybdH//pspA//aldB//glgX//hpf//bssS//hypF//
GO_0009256_7	alkB//sgcB//tpiA//yhjV//
GO_0009257_8	mqsR//pdxB//yhdZ//dnaQ//
GO_0009259_6	nuoE//sppA//pyrC//citC//ddpX//narP//rluC//fabD//panB//gcvH//sgcR//ilvL//ulaA//sgrR//rhlB//ymdB//glpG//pinE//yhjG//dapB//hyfA//yibF//groL//thyA//dgcJ//dtpB//marA//waaQ//wecE//ptsH//gudX//ygjR//cheA//yobA//thiD//ligA//ydfK//putA//araA//dsdA//yfiE//amtB//glnA//manX//rffG//mrcA//mdlA//ydfK//yijE//crfC//rplT//rseB//uidC//pckA//cutA//nepI//fmt//ampD//orn//uidR//yiaL//
GO_0009260_7	xylB//yagG//suhB//corA//yjeI//pgl//guaA//ilvM//leuB//potG//yhcN//btuE//hokB//rpiR//yjfF//satP//obgE//glpX//bepA//pstA//mhpD//dmsB//yraK//fryC//ydaN//selB//nhaB//dhaR//bioD1//treF//nuoN//yghG//ftnB//ycjY//xthA//dnaT//nac//lnt//ybcL//dmsA//dapA//yadI//thiH//dcm//
GO_0009261_6	atoB//gltI//ychO//casD//betT//pepD//
GO_0009262_5	rfe//proV//yhaO//atpC//gspJ//degQ//ygiN//ivbL//pfkB//focA//mscS//dtpD//hcaF//
GO_0009263_6	yfcP//ccmH//slmA//ampG//pphB//ygaV//yjjG//nudG//ade//
GO_0009264_6	rpsN//motA//ydcR//csgF//ulaA//
GO_0009265_7	cusR//clpB//yqiI//mdtD//speF//
GO_0009266_4	cmk//ulaD//lplA//arcB//aslB//sgcR//insI1//abgR//bioB//leuA//dgcE//sapB//malI//coaD//sulA//nfuA//idi//pfkA//tsaB//mhpT//fur//rlmL//malP//ydeO//yhdX//cynS//yfcA//ubiG//cutA//pckA//yacG//ynbB//cysQ//mqsA//actP//ppk//rlmA//cedA//dcp//yihU//secD//yccS//yceO//lpxC//avtA//fdhD//ybcM//narV//gabP//cobS//ydcO//yadC//tusC//cueO//nadD//frlC//lpxM//lolC//motA//rnd//rlmI//glcD//nuoG//sstT//ynhG//galF//ortT//ydeT//cyaY//ytfE//envZ//eamA//mocA//fixB//queC//gcvH//alsE//ybhD//ynbD//lrhA//narK//bioD2//
GO_0009267_5	cobC//lepA//ubiB//maeA//dpiA//torY//pdhR//cpxR//proP//fimA//evgS//rlmE//entE//hyaD//relB//mdoD//metH//hfq//uspB//eptB//fnr//dgoD//polB//cstA//casE//tldD//
GO_0009268_4	hha//cpxR//galK//kdgR//nac//acpT//yjhB//atoS//accC//uspC//rlmH//yedX//garL//marR//alaE//metF//zapD//tdcF//uvrD//folD//yfaL//hycA//lsrR//tdk//lsrC//yggE//ttdB//
GO_0009271_4	ygiN//bamC//iscR//
GO_0009273_5	tonB//livF//lolD//ccmF//torZ//yeaE//folD//glnE//nemR//folP//
GO_0009290_6	chbC//lptA//
GO_0009292_4	ibsB//metQ//
GO_0009294_5	cobT//rplL//
GO_0009297_6	pgaA//holB//rdgB//panD//yhbQ//cspE//agaC//lolB//miaA//tcdA//copA//yhfS//ulaC//fadD//
GO_0009298_7	nirC//cnu//lptC//
GO_0009305_7	bglA//
GO_0009306_4	argO//yphB//exoX//folM//yieK//lhr//gadA//
GO_0009308_5	rof//murF//yfiC//metN//glgS//tilS//yhfK//allB//torY//ompA//treR//macA//rffT//aroG//dicB//frlC//ybaO//bioF//frvA//yibT//yqaE//idi//erfK//mdtN//araA//uraA//ycbX//
GO_0009309_6	otsA//mgtL//ftsL//murP//rplB//narX//insE-1//folC//oxc//yfiE//recN//pspF//yehW//yadG//
GO_0009310_6	cyoE//wecC//tatB//sbcD//tcyJ//ynhF//rutF//ypdA//yihU//ghxQ//sugE//zur//moaC//
GO_0009311_5	trmA//dld//tpiA//ptsG//rimK//sfmA//ccmH//rpmC//garD//csrA//mutS//perR//tomB//mepM//eutD//yeaE//ibsE//rfaQ//mipA//trkH//tatC//fadJ//livH//dpiA//ykfI//djlC//yfdO//tar//cdd//yfgJ//cysC//dsbB//purN//yjhI//panF//yciF//rbfA//abgT//arsB//dapB//mscK//tcyN//cpxA//hybF//serA//zraS//livM//rspB//seqA//dinD//exuR//dcuD//selD//
GO_0009312_6	emrK//cspG//dcuD//ydhC//ybdM//ppiA//yciF//zraR//mrp//flgK//aspC//cueR//rlmC//zapD//epmC//pabB//ulaR//crcB//allD//rpsK//yjhI//citX//ppsR//casA//folP//uxaB//rplC//yhdH//cueR//trpD//mmuM//mutL//yqiI//fbaA//miaA//yeiG//ygjK//yfaV//folM//ptsP//fadI//marR//
GO_0009313_6	gltS//ygeV//solA//queC//rpsB//flgD//modB//hslU//ydiP//rrrQ//
GO_0009314_4	cysC//truC//nuoF//malX//zitB//purD//hypD//fetA//alpA//yfcS//glpT//pal//copA//tldD//ygeX//fecD//gatC//luxS//pfkA//ygcW//rpsL//speD//kdsB//cdaR//hofN//torR//pgrR//gatD//kefB//asnS//ftnA//rhaD//sfmD//yehW//aroH//fadA//lpoB//pyrL//ychH//alsK//cysA//fecA//rplN//rpsS//glpB//yeaG//phnJ//casE//casC//nudG//uxuA//lapB//csgF//rlmI//feaB//waaG//ppiD//malE//flgK//yfdO//torY//yfaU//eptA//potE//nusA//hslV//artQ//garK//rpsD//ydfK//waaL//hsdR//fadD//hybD//yghO//xisE//rimP//argF//tmk//ydjK//ascG//pitA//mglB//serB//rcsC//argA//rpmF//mzrA//ydcT//yphB//malY//chaA//
GO_0009372_5	fetA//yiiM//manZ//
GO_0009394_6	flhE//yqhD//gadC//yoaA//tilS//ycbB//yecS//
GO_0009395_6	dapD//
GO_0009396_6	hybB//proV//norW//fur//ivy//narQ//nhaR//dtpC//kefG//wzzE//ortT//
GO_0009397_6	paaG//basR//
GO_0009398_7	phoE//
GO_0009401_7	feoA//dcuA//znuA//flgM//ribD//yajD//moeB//fabA//tnaB//mdtN//accD//phnK//rsmJ//gppA//nudC//amiD//folE//murE//rhoL//yihW//hybD//deoD//rho//rplT//opgG//ymfK//glnH//aphA//cytR//yidR//ybiT//adk//lapA//metK//waaH//hofM//rplY//rplL//ivy//intA//puuD//rppH//sbmA//treR//yebC//rfaG//xylF//srlB//era//thiE//msrP//glmU//
GO_0009403_5	nmpC//
GO_0009404_4	lacZ//hslU//pgsA//xseA//galS//cusS//dinJ//pyrG//yciV//potH//asnA//tilS//tilS//yeaE//acrF//gspI//manZ//pyrC//suhB//
GO_0009405_4	purF//btuD//yidR//
GO_0009407_3	cheZ//ybfE//paaJ//mraY//alsE//rbbA//ycaN//xylG//tcyP//ybjL//yhjB//mrp//glmU//gyrA//wzc//ydcR//
GO_0009408_4	dtpB//phnI//allD//exoX//yadI//rfbD//uvrY//yiiE//feoC//yjjU//pgaB//ulaF//corA//agaR//yihX//mog//mrcB//fic//aldA//trmH//hypA//ynbC//syd//mltB//yfgI//aer//blr//metE//ptsN//rsmD//waaO//surA//fau//yfcV//dgcE//greA//gltS//pgl//xylG//rnc//treB//rplB//secB//ydfK//yceO//dmlR//citT//bioB//prfA//ygbM//blr//rseC//yicJ//hiuH//feoC//ilvH//purN//bamC//djlC//dcuS//
GO_0009409_4	hyaD//thrL//folC//tauA//yhjX//rsmE//bhsA//trkG//ulaC//adeD//wcaB//nikE//lepB//flhE//tauB//crp//rluB//sulA//
GO_0009410_4	manX//
GO_0009411_6	ydiP//yddL//radA//nirC//sapA//hybC//rpsG//dgcM//gltI//rlmL//nac//yfaE//znuA//rpsR//pfkA//nac//
GO_0009415_4	ptsP//
GO_0009416_5	ddlB//yhcH//pphA//tktA//yraI//recQ//narP//ebgA//dxr//fliL//recR//hofP//ytfP//degQ//guaC//amtB//sgcR//rmf//ygcO//
GO_0009423_8	glvB//insI3//dgoR//queD//
GO_0009432_5	cmoM//coaD//lptC//nrdA//prpC//ycgB//hslO//ansB//fiu//dinI//narW//ackA//trg//mazG//uvrC//yciV//seqA//rbsR//rplK//poxB//yihU//yibT//
GO_0009435_9	crr//tsaE//rhmD//sdaB//ldcA//nth//dnaC//glsA1//frwC//
GO_0009436_6	ariR//msrQ//glrK//ilvD//
GO_0009437_5	yihV//lysA//curA//waaF//ompA//lpxP//rbbA//
GO_0009438_5	opgH//tdcG//arsC//nagA//rho//exbB//kdsC//ygbL//ydcR//bluF//dam//narY//torC//zitB//araH//ugd//perR//cfa//sgcA//mdlB//gpmA//serA//rsmB//waaC//ycjP//sfmC//aaeB//topB//selD//arnT//
GO_0009439_5	glxR//ubiF//yieH//
GO_0009440_6	msrP//trkH//wrbA//
GO_0009441_5	intQ//ynbD//truB//metN//lptD//
GO_0009442_7	tdcA//purT//murB//ilvM//mutS//
GO_0009443_5	fetA//malX//uvrA//
GO_0009445_5	cydD//rpoE//dld//hflC//hyfC//ychO//maoP//ynfF//wrbA//glgS//
GO_0009446_6	cysZ//speE//
GO_0009447_6	rlmN//lpoB//rbn//gspF//yneJ//yieK//nikC//paaG//
GO_0009448_5	parC//pnuC//ybjG//lsrR//
GO_0009450_6	pntA//proS//frr//recN//
GO_0009451_6	blr//ydiP//caiF//sgcA//bglA//pinE//dmsC//ybhF//gltP//hemG//narW//yhbQ//cysB//pdeH//ybiS//mtgA//ispF//bluF//nusG//idnO//lolE//dgcT//rutF//ydeI//focA//flgH//yedA//rhtC//tdh//mgsA//flgG//hrsA//cra//araA//prpD//murJ//rarA//ubiF//glnD//sthA//rpmA//dcd//yihS//bioH//lpxM//hyaC//soxR//fre//trpE//flgK//minD//potD//ansB//yjjW//ybaQ//ccmF//ydgA//dmlR//fliA//glmM//hisB//ampE//yhaJ//fecA//napD//rpsB//melR//ahpC//allS//fepB//yajD//ygiB//hdeB//yieE//efeO//ygbI//rho//ydeO//yagI//acrD//appA//rpe//mukB//
GO_0009453_4	livM//
GO_0009454_5	sucA//
GO_0009593_4	aspC//paaZ//
GO_0009597_5	cysA//
GO_0009605_3	iraP//tdcF//hycI//yjjV//yegT//ybcF//topB//yhbO//putP//nmpC//potG//ugpB//mtn//evgS//yraI//yfcF//folC//ghxP//yadC//ubiG//waaY//valS//mazG//ybiW//proQ//ftsZ//barA//nudF//bdcA//mtlD//paaF//zupT//yfeR//eco//rplL//pykF//asmA//fucA//gutM//mcrA//gltI//nuoG//bluF//ymgF//recE//ybiX//acrR//nikC//dtpA//tdcC//fimH//mqsA//folX//ytfT//metG//dgoD//mscM//fetB//thiM//yfaX//ygfZ//xseB//rbfA//patZ//purR//puuR//rclA//yqiH//ygfA//fabA//oxc//dnaB//lpp//fixB//uof//ariR//yihI//
GO_0009607_3	ruvA//cdsA//znuC//ratA//yidK//proQ//lapB//recQ//yahF//bolA//rcsA//ybhF//ggt//cpoB//
GO_0009615_4	torR//mltB//gloC//mglA//ygcW//ompT//argD//ebgA//gspF//entS//pstA//cbl//ybiO//yadM//
GO_0009628_3	qseC//nadC//ldtC//secA//waaU//ariR//ybhR//ykgA//mdtK//frwD//malP//dsdA//hcaE//xerD//ybaT//tomB//mfd//corA//fimB//tnaA//mtnN//intQ//ispF//dinG//yagJ//thiL//bcr//ibsD//tusA//ibsA//flgI//lpxP//ydeE//lpxD//yehU//fruK//entE//argI//yhjG//asnA//nuoB//flgH//degS//fumC//phnO//elfC//fruB//mazF//ygiV//bioB//gltX//hicA//hisF//ybbY//frlR//sppA//ftsA//groL//hisP//ycgV//yhdH//hxpA//ygeV//zapC//ptsG//hokE//mrr//ybbY//waaZ//cheY//hupB//tolB//cho//rcnR//setA//yhbY//ppsA//crcB//ompT//lpp//efp//alr//tsf//afuC//yieL//dtd//gadA//gltS//cspE//rffT//yhaJ//yfcV//rsuA//rpoE//betT//yghG//yqeG//hokE//yegS//mdtO//dcuA//nuoG//mppA//azoR//mutT//opgC//rbsC//baeS//aroP//pinE//sufE//melR//flhE//glrR//rplN//mqsA//purT//mhpB//rcsF//asnS//rfbX//znuB//cpdA//cmoA//glpB//proA//rpsQ//priC//rclR//rlmE//tpx//hybG//chbA//dnaG//allC//asd//gluQ//ybcF//etk//murR//gcvR//cmtB//pyrB//asd//tig//lipB//yqiH//yfhM//yfhH//mepA//iraM//ybhD//hpt//cra//ibsC//nrdH//tdk//nadE//lysU//metI//ptsH//ubiG//mliC//ybeF//leuS//hisH//fepD//ompF//mntR//cbrC//arfA//fimH//dicA//fadJ//insB-2//acs//fryC//ybfE//csrA//rhtA//yfgI//csgG//alsC//csgG//insH-5//frmA//yhhZ//arsR//casE//ssuE//caiD//ybbW//msbA//rpsB//tyrS//ybgP//dcuC//ygdG//rcsD//bamE//puuB//yfeO//pflC//ffh//hscC//rep//fryC//cysN//cysB//yqeG//insE-1//nuoB//hisH//fadJ//rplQ//hyaA//ybaO//lgoT//mtgA//rna//glcA//frc//metR//livG//slmA//rplM//rhaS//pitB//yfcU//fadM//
GO_0009635_4	yqjI//
GO_0009636_4	mreD//tdcB//gutQ//nhaB//hisD//tusB//rhaM//fetB//argP//mepS//elaB//basS//yfcF//rpsP//iraM//rhaS//fdnI//ygcW//hofO//argS//yicJ//glvB//baeR//uxuA//ralR//xseA//nth//speG//tatE//ilvL//yciF//
GO_0009637_6	metK//
GO_0009651_5	sufD//mgrB//yeaE//yjhI//fliM//yidA//
GO_0009653_3	clpS//
GO_0009696_4	prfA//
GO_0009697_5	aceB//
GO_0009698_4	waaF//
GO_0009712_6	pagP//sdhE//torY//ydbK//recJ//fucI//alaA//crcB//agaR//kbaY//
GO_0009713_7	ftsZ//ogrK//pspF//rfe//cyoE//gltB//csdA//puuA//fes//
GO_0009719_3	potE//cirA//fucO//
GO_0009730_5	gnsB//
GO_0009743_5	oxyR//
GO_0009785_5	ftsX//
GO_0009850_4	exuR//gstA//ybjC//proS//hypB//fepA//appA//skp//cydD//nanA//gadX//greB//ypdI//
GO_0009852_5	lptB//alpA//eptB//rpmA//rnlA//yaiW//pgaA//ubiC//dadA//cobT//argK//tusC//cysW//
GO_0009889_5	treB//dcp//yidZ//cpxP//zitB//pgaA//priB//yjiX//adhE//dcuA//bcsA//lldD//sohB//ssuC//minD//rimI//fabI//frdA//lasT//exbD//pfkA//ybfA//lysO//hflK//cyaA//yciH//leuD//nhaB//cydD//ycjD//lnt//cpxP//sucB//cysA//yphD//fadB//tpiA//trpB//murR//ybhS//rfe//uxuR//mngB//livK//menF//yfdR//sfmA//sgcE//waaO//ushA//iaaA//mdtJ//rlmF//rpnB//mtlR//folA//rpsT//dhaL//yfbU//hisH//dgt//rlmF//rsmD//gfcE//recN//rfaC//ghoS//murF//thrB//adiC//yidP//rlmM//lrp//cusC//mutS//trmH//waaP//purD//nudG//rfaC//deoA//mdtD//gabD//cdsA//mdtA//galK//gldA//nrfC//ilvI//nagZ//clcB//pncB//ugpB//betI//rplF//dmlA//scpC//pheM//fryB//pppA//sfmA//priB//yedX//accD//ilvH//caiD//lysR//gadB//rpmE//mak//frsA//pabB//plsX//yaaU//phnN//seqA//xylA//dapB//fadI//dinJ//mscK//cpsB//proA//folE//sdhB//csgG//leuD//nrdH//lapA//ynjA//pnp//ydgA//yihW//leuO//fabB//mlaB//malZ//rlmB//yhjG//gutM//cdd//uhpA//dbpA//ldhA//yjjW//yadC//sodB//djlC//qorA//yaiW//cobT//yafS//polA//kbaY//ynfH//paaG//rimK//uxaB//asd//preT//holE//rclB//fadR//macB//bacA//rffC//cycA//speB//pdeL//xylF//ybbW//ulaA//cysS//trxA//alr//tusA//abpA//yqeA//yiiM//yfiC//hcaE//ydfD//sufB//yieH//malX//yjjU//pgi//selD//umpG//bcr//proB//sppA//fepA//qorA//aslB//rpsG//msbA//udk//plsB//chbG//ulaR//ygfX//exuR//bamB//cas3//yahB//rutF//rhaB//dsbB//fetB//uvrB//kduD//yjjI//rplX//rpsG//yihU//asr//rffG//treC//yihU//yjhB//insA-1//rep//rplN//recF//serA//rbsA//yjjU//bglX//hofO//rssB//ybdM//yhhT//yjaZ//pinE//fklB//nirD//yheT//otsA//bhsA//putA//ade//ihfB//plsC//mazF//rtcR//ftsY//yhhY//sapA//ybiS//yfhM//gudX//bdm//ftsX//nrdG//yddM//ilvN//yajQ//yehY//wcaB//exbB//insH-6//tyrR//ycgR//rpnA//hypB//tpx//glgC//aroE//trxC//cusB//narL//pspC//soxR//hybF//hiuH//ybcM//gutQ//insI3//yggF//yojI//ycbX//gudD//fixA//dinG//ribB//spoT//ulaC//purD//focB//bcp//yiaM//ushA//dtpD//phnK//sbmC//ycfS//rpnB//ydiO//hemL//mlaF//kefB//yjiY//yfeO//ulaE//tldD//fadJ//miaA//hrsA//dacA//glpA//moaA//ulaF//argF//yobA//hslU//
GO_0009890_6	yeeO//secE//hflK//cirA//lolA//mutH//pitB//fabH//ompC//ihfA//dnaQ//ykgA//acnB//sfsB//yeaG//serS//baeR//yjiX//thiH//yafE//waaF//eutN//ydeO//yehU//pyrB//ebgA//erpA//bamC//ascF//accB//thiQ//pyrG//ascB//mntH//dhaK//fumC//proA//dcuC//yajR//ydaN//tdcA//yfaE//xisE//arnF//yfgO//yoeE//ldcC//dapF//cadA//norR//yhiM//pepN//pmbA//yeaE//arfB//ybiA//ftsN//zipA//intA//secE//flgA//rpoA//mlaC//pabB//yedL//hypC//napB//yifB//ggt//insI4//ygjH//leuS//yhjD//araB//katG//idi//cusR//lsrA//yjcO//betB//ndh//ade//cysU//mscM//bolA//mdtN//cydC//glpD//kdsC//sbmA//tyrB//yraH//uidC//hdfR//msrQ//epd//plsX//lysR//sgbH//melB//ibsE//feoA//acpS//ccmD//ptsI//bcsA//alsK//frdD//flgA//kdsD//dhaL//btuF//mtgA//pheA//ydhQ//livH//ybdN//dcuA//glgP//yphC//tabA//
GO_0009891_6	nadD//trmJ//ldtA//glrK//aroF//pabA//flgJ//paaK//yihU//ycfS//rpmH//fpr//eamB//ybeY//rimL//fucO//proC//ssuE//recJ//yhbX//trpS//rzoR//ygcR//ydcO//serC//cydD//tsaB//dnaT//atoS//hfq//btuR//ulaD//rpmB//yoaB//dgcZ//nrdR//vsr//rfaE//panD//yhhZ//uxuB//mrdB//cdd//mqsR//bluR//mcbR//ynfH//rhsD//speF//opgH//alaA//ynaE//ftsA//rstB//ligB//argS//yadK//nrfE//mrdA//nrdF//xapA//ulaC//yciE//rpsM//xylB//yicJ//ykgA//cysS//xapR//mog//yjfP//dcuA//gltI//fes//fdhD//dacC//aroB//lsrC//clpS//dtd//nuoG//nrfD//moaC//
GO_0009892_5	nrdI//clcA//fimI//panC//astB//fis//ybhG//lit//fixC//cvrA//carB//bglJ//menI//flgB//fhuD//ftsW//ycgR//dacA//hdeA//mgtA//appY//narX//cmtB//hflC//ykfM//ais//dsbC//ycjD//rplE//glnS//tbpA//galT//setA//sapA//cbtA//ettA//ruvB//nimR//nagC//rpsL//kdsD//phnP//astC//ybbY//phnK//lpd//ybiA//manZ//yfdS//emrE//zntR//shoB//fabG//abpA//fes//obgE//yehW//hokB//allB//tmcA//tar//thiG//dnaE//rfbX//gudX//msrB//hyfR//ycjU//dapB//aroB//galE//yggP//ulaE//pfkB//gstB//hypE//gldA//yqeG//csgG//dctR//yneL//yadC//rbsK//tynA//ybhA//lhr//panB//slyA//yraK//leuB//prlF//dhaL//yigB//cusR//ibaG//yhaC//fbaA//yahN//yhdX//uvrD//ybjL//flgB//degS//ybjN//narY//rseP//dcp//chpS//cyoD//rpmE//recQ//fabH//gloC//rpsQ//ydcR//torS//argF//ydiK//clpB//aldA//gdhA//pheA//zupT//yedF//kdsC//glnD//opgD//agaW//insI-2//yoaA//mdtF//cdd//ybhS//aroH//ulaG//argK//yfaX//mreB//csgD//ais//hda//cmoM//yfjR//ydiP//mutT//fes//
GO_0009893_5	nrdE//yhaJ//frdB//glcC//ttdR//lnt//elyC//tamB//clsA//phnN//trmJ//oxyR//lhr//yafQ//paaE//lamB//mdtI//acrA//tusD//recD//pgaB//arsC//pstB//fabZ//gdhA//astB//secF//ygbN//gltL//bdcA//yjtD//bamB//ubiJ//adk//yfeD//osmY//ftsP//cvrA//frvA//cbpM//tusC//actP//bglH//yeaK//hokE//tauB//rssB//yehB//grcA//bglB//wcaB//fecC//plaP//lit//citT//sgrT//hinT//bioH//secE//trpR//ompA//thiE//pstC//yeeY//yfcS//phoQ//phnN//afuB//ompF//yidC//gadB//ccmG//cbl//fepE//arsB//metH//acrD//adhE//mhpC//rpsD//gadB//hslV//rzpD//xylR//cho//ptsI//yaiP//panZ//tolQ//shoB//rlmG//arsC//iscX//ycdX//lolC//tbpA//ydiZ//pnuC//yfiF//
GO_0009894_5	ompT//trmL//lacI//gpmA//infC//yafS//yhiM//btuF//mdtB//yjhI//trxA//lolA//rhtA//cutC//
GO_0009895_6	hybC//manY//feaR//ybfA//
GO_0009896_6	yfcP//gntK//pgm//
GO_0009966_5	hisB//
GO_0009968_6	ppc//
GO_0009970_6	ptsH//pflB//ybjG//
GO_0009972_10	pgi//
GO_0009991_4	ybiW//asnA//yieF//wecA//zinT//yqhD//deoA//leuC//fimC//queD//rsmA//yhdX//glyA//tyrR//yfiR//asnB//xylB//fhuB//acpS//plsX//nanR//deoC//paaA//cbtA//wecC//ptsG//lpd//caiD//kduD//ybaE//fliG//agaW//ybfE//recJ//rmf//napA//gph//recT//rep//hyfC//lptC//rzpR//insA-2//sseA//dsdX//rplS//ushA//rbsA//icd//ybbW//folE//ycfJ//yddM//wecB//yfaX//ymgF//uup//yceK//frvB//yihS//phoQ//rplO//tolQ//
GO_0009992_5	mqsR//ydiQ//mdtL//hemN//
GO_0010033_4	thrC//yihQ//ghoS//fhlA//rhaB//iclR//ppk//yraK//cspI//folC//glsA//ytfQ//rlmA//cysI//folC//thrS//ecpR//arnF//alsA//btuE//cbl//nrdI//uhpB//sdaC//ccmA//ddpA//sgbU//cstA//yfbS//trpS//recE//dinG//ada//ygfZ//ompA//pdeH//glvB//yfdG//rihB//lptD//yggW//fepB//erpA//
GO_0010035_4	yeaE//patA//ynbD//fimH//fdnH//zntR//ugpE//ymgF//ddpA//fadK//glnA//maa//gapA//ybiS//ftsQ//yihU//ompC//agaS//dctR//znuC//puuR//mutM//aphA//ftsW//wecA//yihS//cpsB//ribE//yjbG//rlmD//yihR//hupA//panZ//ygfI//iscR//aroK//ydeM//nudC//yfbV//minD//ygiN//deaD//agaB//opgG//kch//gpr//gdhA//proW//manY//motA//der//pppA//yjeI//ubiC//citE//cysK//casE//rclR//ompW//pdeL//mppA//fic//ftsP//rcdA//waaP//fabI//feoA//dsbD//malS//trkA//emrK//ygfA//cysS//cysK//ytfT//tadA//
GO_0010038_5	ebgA//nrdH//rstB//glnD//ftsQ//yqjH//elfD//mngA//cynT//arnT//puuB//rng//ispH//rpiB//rsmH//ilvE//rsmD//ulaF//melB//srlB//yqjA//phoB//tauB//livJ//yjgX//caiT//aroB//clsC//fdnG//ackA//msrB//fixA//ybgI//dinG//ybhA//opgC//groL//ispU//ybcQ//ybgP//sufE//ybaL//psd//adeP//slyD//
GO_0010039_6	abgR//thiG//atpE//flgK//pgaC//yiaL//rimP//
GO_0010041_7	nrdG//acrB//argF//yjbF//hflK//metQ//
GO_0010042_6	cas3//dsdA//
GO_0010043_6	trpS//yigB//cysA//yafN//eptA//ppiC//
GO_0010045_6	glgX//tehA//rsmF//
GO_0010106_6	yfcQ//
