#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deoR//lgt//sgbE//nikR//
GO_0009070_7	cytR//gltS//dcp//lpxH//gabP//rlmI//rpmJ//zwf//wcaJ//rseP//folE//dnaT//glmU//thiH//fnr//yobA//kdpA//pnp//miaA//zraR//
GO_0009071_7	ymdB//trxA//rpiB//tamA//yhcH//ulaF//exuR//acrZ//fryA//entB//vsr//argD//cbrA//paaE//
GO_0009072_5	yfbS//yfgJ//talB//cdsA//trmD//dinB//dpiB//mglA//ubiH//frvA//bioA//pgpB//agaI//pdeH//arsB//lepB//holC//kdsD//rfaB//asnA//zntA//gsiB//ydjK//uhpB//
GO_0009073_6	infB//waaU//proB//ghoT//ffh//bolA//ygaH//fnr//zipA//lldP//bssR//ibsB//fimE//motA//rfbX//casD//ygeV//atoC//mraZ//caiB//trkH//
GO_0009074_6	trpA//gspE//ydfK//
GO_0009078_6	sodA//mog//modA//cbtA//tyrR//yddM//mprA//
GO_0009079_7	dnaN//plsC//rplN//malS//
GO_0009080_7	fimC//ybjL//rpnD//
GO_0009081_5	yihR//rpsK//melR//ugpC//rpsP//gadX//viaA//cvrA//mscM//clpP//csdA//glcE//rplC//ccmC//fabA//dgoK//yafO//cbpM//osmF//cecR//hybC//leuB//
GO_0009082_6	entE//feaR//yjcE//xseB//torI//phnK//dcm//avtA//rdgB//purL//yiaA//cutA//ycbX//purD//prlF//yfjV//pldB//lysC//
GO_0009084_7	allR//rutG//ushA//lptG//hcaR//yhhZ//yfhM//aroC//efp//rhtB//fryB//prfB//cysC//glpX//mepA//fucP//yehU//pppA//yccA//gcd//ycdX//yidA//yegD//cyoD//znuC//
GO_0009085_8	sgcA//sulA//hemD//yjfF//prfC//narH//osmE//hisB//yihP//recT//bcsA//cecR//
GO_0009086_7	accD//secF//fecD//cyoE//fklB//livM//ygiS//alaA//fhuF//
GO_0009088_8	chiP//iraP//
GO_0009089_6	lpoA//mltF//potF//frmR//uof//tdcA//yoeB//entS//ubiD//
GO_0009090_8	alkB//adiA//lolA//yidP//
GO_0009092_7	uxaA//polA//paaE//yibA//secA//aaeA//
GO_0009093_7	ycjR//nudC//flgD//kbp//ilvC//
GO_0009094_6	rbn//emrB//sspA//tyrR//
GO_0009095_7	aslB//ybdG//hflC//ydcM//
GO_0009097_7	ampE//cbrC//ypdI//moeB//higB//garK//wzyE//
GO_0009098_7	feoC//uvrC//orn//cysW//cysW//tdh//yjcE//
GO_0009099_7	aspC//queA//gloB//ftsN//pgrR//accD//gapA//eamA//clsA//yjgX//
GO_0009100_5	ybgI//yidQ//hyaC//miaB//fetB//
GO_0009101_6	etk//
GO_0009102_6	caiF//rpsK//hxpA//rne//srlD//trpR//dsbC//wecA//ybhR//prmC//fixA//yiaO//dinD//
GO_0009103_6	glgB//zinT//metC//yqaE//yhjR//uxuR//exuT//ghrB//fadD//puuP//ybiX//
GO_0009106_5	rpnC//gntU//
GO_0009107_6	gltL//hldE//
GO_0009108_6	narP//gpmM//tadA//iscA//pheS//prmA//yciA//arsC//asnS//fruK//pinQ//relB//yeaK//exbD//rbsB//yjiA//guaD//phnG//yciG//mntP//ribB//tilS//focB//mnaT//modC//yjjI//gcd//rpsH//puuR//ddlB//plsB//nusA//rutA//yccA//mepS//truA//trkA//hldE//paaD//bioC//yggX//fis//yahF//thiC//nth//hcaB//ygjR//nac//lyxK//pinR//torD//tsaE//gsiC//fucA//treR//yegD//sthA//entA//fimC//ttcA//pta//cbtA//ilvI//nudF//nudB//ydiP//lplA//yhaC//iaaA//insF-1//infB//ydfK//sbp//phoP//gltD//yaaU//cyoE//yehT//ycdX//yccA//slt//dusB//ligB//ynjD//holC//fabI//hyaD//sugE//aidB//uhpT//udk//yodD//hflD//mutL//ybeF//gph//lolC//hupB//mog//mltC//malE//ydcR//msrB//csgD//rbfA//yacG//cysS//acpP//yfiF//insA-1//
GO_0009109_6	aas//flgG//mscL//xanP//metF//
GO_0009110_5	zapE//yadC//ybcM//yqcC//parE//chbC//ygaV//clpP//gmhB//uvrY//fumC//mntP//lacI//wcaJ//lolE//lldD//rodZ//skp//melR//tilS//ydiK//lgt//mug//rcdA//ppiD//fdnG//dsdA//mutM//rsmH//hxpA//exuR//eutA//waaZ//pstC//recD//arsB//ivy//ypdA//ruvA//ghxP//speC//cpdB//ygjR//rhaM//hns//yidP//etk//rffC//clsA//yahI//gntU//yjbH//ubiG//nlpA//ompA//rpsH//crp//
GO_0009111_5	patD//mlaE//lipB//ybjX//
GO_0009112_5	yafE//rcnA//chpS//fkpA//ebgR//rbn//yieL//polA//pflA//dppC//proW//hha//cheA//asnB//araE//nikC//ygcW//oxc//fliT//cheY//yggE//polB//basS//lpcA//ynbD//xseB//lgt//ompN//pinQ//treF//clpA//deoR//rfaF//nrfC//cusS//uspC//
GO_0009113_5	truA//uspF//abpB//wza//yadM//
GO_0009114_8	glnL//
GO_0009116_5	opgC//hyfF//bglH//ydbK//paaK//tdcE//ydaV//arnE//clpB//mraY//uraA//ygbI//melB//rutD//hybA//sfmF//erfK//eutK//patA//lgoT//amyA//rof//rlmL//ompT//bcp//ispB//insI1//yaaU//lpxB//bacA//ulaD//arnA//pck//yajR//iaaA//trg//malS//allC//tomB//deoC//
GO_0009117_6	fucA//dnaC//argC//yhhY//uvrD//fliK//mpaA//dxr//fre//sbmA//ortT//yegS//malG//murC//yfcQ//groL//dnaJ//metQ//agp//tpx//iaaA//nagD//yphF//garL//ompF//sgcA//fliM//ycjR//argI//potH//aaeA//preA//nusA//ybjX//ulaB//argB//mdoD//aroB//cusS//yeaD//ybhR//pspA//sanA//lapA//mgtA//uidR//rpsT//folX//ppiA//dld//erpA//nadA//queE//fadE//ybiT//tktA//prmC//rpmH//aroC//hisD//cas1//rbsR//arnE//xanP//poxB//aqpZ//ariR//ihfA//trmA//caiE//gabT//nrfG//nagD//rzpD//ghxP//dgt//pabB//rcsB//agaW//fliA//arfB//plsB//cyoC//hypT//gadB//wecB//recG//yfaE//msrA//dcuD//ybbY//oxc//glpR//adiC//gltS//ssuA//yieE//yebK//potC//qseC//glpT//galS//clpP//zupT//
GO_0009119_6	yfcV//dmlR//dapA//cusS//dinJ//clpB//cas2//rbsC//ravA//abgR//yadI//xylA//rlmD//trmJ//malP//ilvM//arnF//rfaG//nagK//atpH//atpF//cysA//atoS//murF//bioC//apt//ygeX//pgaA//dicC//prmB//yejA//sgcB//ldtE//phoQ//ykgF//
GO_0009120_6	rffT//trmJ//sufS//prmC//
GO_0009123_6	priB//abgB//nudC//mltA//frwB//dnaC//copA//dusC//yihI//moaC//motA//hxpB//dtd//yihT//rutB//yccS//cdaR//yegT//yfgI//mreB//arsC//priA//ligB//arnF//kdsA//flgC//yieE//ypdI//icd//sgbH//rrrQ//agaB//ilvH//hflK//cysE//lptB//ebgA//cof//ftsA//frvA//recB//rluC//ptsN//ygcO//astB//ycgV//
GO_0009124_7	menH//ddlB//pykF//zapE//prc//ydjK//yijO//yghU//btuR//ydhC//nfsB//ydiZ//osmE//tcyL//araC//dcd//tamB//dauA//gltX//ydeE//caiD//ybaM//metN//deoR//amiD//fliT//umuC//yccS//nlpE//alpA//feoB//sbcB//focA//nuoB//puuR//ymfK//bioA//
GO_0009125_7	nirC//lolA//glgB//rplS//rbsD//
GO_0009126_7	ytfR//rhaD//ompW//nanA//mgtL//yfaV//hisA//selB//ftsX//torD//frdC//rseB//yidH//trpA//frdC//rimL//aaeB//wzc//ykfM//mdtO//gspJ//yfeR//ung//dapF//zupT//yadI//citG//hypB//rsmE//xylA//agaW//hcaD//ccmC//ibsE//
GO_0009127_8	erpA//gudD//ibsE//malS//pdeR//ribF//rffM//yegS//lptD//ivy//ybiW//potI//glxR//rhaM//preT//kbaY//glnD//yjhI//panC//hybB//nhaR//rplS//dnaE//trpL//ybiA//paaD//artQ//gutQ//dnaG//ynfL//
GO_0009129_7	trkH//narZ//crl//yajL//waaH//mtlA//focB//bglA//yjjI//sbcB//
GO_0009130_8	rutC//rstB//cirA//yeaK//cydA//
GO_0009131_8	ybaO//ydfK//phoP//tatC//dapD//
GO_0009132_6	yoeE//ilvH//ppsR//ais//degQ//recF//rof//fimC//yqgB//dcp//ybhP//hybF//rlmC//yjcE//dgcN//yfcA//amyA//comR//ydcT//sgcC//umuD//gppA//idnD//araH//dusB//
GO_0009133_7	paaJ//yihL//yieH//
GO_0009135_7	bluF//lgoD//aspA//rluB//cmoA//queA//rclR//ccmA//citT//hchA//ghxP//yedF//gntR//pyrE//pmbA//lplT//aroC//pta//znuC//srlB//fabH//cpsG//codA//
GO_0009136_8	hybD//
GO_0009138_7	ssuC//asnA//
GO_0009139_8	rpnA//fetB//
GO_0009141_6	acpP//ymdB//tpx//dmsB//rhlE//fryC//putP//yehW//ulaR//uspC//uvrB//pgpA//yigL//mntS//aaeA//yphB//curA//asnS//fdrA//murQ//chbA//wbbK//glsA1//ybbN//macA//gadE//ypdB//pykF//metI//mntS//yfaX//ydcT//yaaJ//dmsA//udk//pepQ//acrB//ghoS//
GO_0009142_7	livM//ybdR//dpiB//yidH//epmA//paaZ//yebK//ubiI//moaE//mltB//livK//panD//pitB//hisA//tcyJ//sugE//kdpD//pal//plsX//caiB//yddA//ybhJ//brnQ//potG//yeiE//rpsP//ibsA//galM//
GO_0009143_7	fryB//gabT//wcaB//dxr//
GO_0009144_7	yajQ//dhaK//csiD//gloA//yjgX//metH//creB//glnE//yjjG//rlmG//ppiC//yajL//citE//gspI//fic//yjbG//tktB//yhaM//yefM//yhjA//csiD//ispB//tdcD//elyC//psd//nadD//manZ//serA//ydiO//frsA//endA//
GO_0009145_8	rclB//narP//sgrT//uhpB//paaA//rppH//cpxA//yiiE//fadJ//acrB//zraR//hisI//potG//erfK//glrK//ddlA//paaB//fruA//proA//cytR//ibsC//cdgI//alaC//
GO_0009146_8	manA//ampH//
GO_0009147_7	grpE//yadK//ftsZ//dppA//
GO_0009148_8	osmC//aslB//
GO_0009149_8	ycfS//yeiE//
GO_0009150_7	sgrR//mltA//mrp//fimB//rpsM//chbB//fadK//cydC//cobB//yjiM//bioH//yggT//raiA//mdtP//hemF//gloB//lysR//yqeA//plsX//fadD//purN//lpoB//uvrY//rfaF//potE//rcsD//hemN//ybcJ//mscM//agaD//hofO//dld//rraA//xylE//yfbV//lacY//dusC//prmB//ptsG//tktB//nadK//ycbB//bfr//malZ//hslO//der//eamB//trmJ//
GO_0009151_7	dgoK//rpsJ//
GO_0009152_8	dicA//rhaT//pgaC//arsB//kgtP//bepA//smpB//livH//lldP//aroG//hdhA//plaP//dsbD//gmd//ariR//cheA//tnaB//sgcX//yfdK//yfcA//entH//ppx//ubiC//barA//yfhM//alkB//rbsD//atpC//nagC//cheB//rhaR//cdd//fucA//yraR//hisG//rpnA//agaB//
GO_0009155_7	manZ//dppD//
GO_0009156_8	fnr//paaA//rlmJ//yjhG//hypE//rrrD//mqsR//yihW//ybdN//flgD//mdlB//mdlA//hofC//waaB//fepA//cusF//tusD//hldE//fimB//rsmB//hcaC//hypD//leuO//menD//lacY//ldtC//fepA//wzc//atpC//gabP//cpxR//bolA//hpf//
GO_0009157_8	eutB//smrA//yghW//yahF//
GO_0009158_8	abgR//rhlB//exbD//yciF//arcA//
GO_0009161_7	dnaQ//ygaV//pheS//cbpM//yehA//kdgK//yqjI//yqjH//yajL//yieK//mutS//mak//ghxP//yahO//fpr//adhE//dsbA//glgX//elfA//tesB//lpoA//flhD//gcvA//alsK//trpE//gcvT//proC//yciV//glsA//ycgV//alaA//pfkB//prpB//ycaN//lnt//metK//glpG//yahO//minD//yddG//nlpE//atpA//
GO_0009162_7	yqcC//tcyJ//cusF//hprS//
GO_0009163_6	creC//glcE//dcuS//mreC//ydfK//abgB//nikC//ldcA//purN//murD//ivy//fadE//pabB//tap//sdiA//flgG//ahpC//yidE//yddM//
GO_0009164_6	mscK//cysU//ushA//waaS//yihW//zitB//mutY//nrfE//lsrB//nrdE//ilvC//hiuH//panE//
GO_0009165_7	rbbA//dnaK//atpB//dgcE//yciF//yjeH//mltC//yrbG//flgC//leuB//yagI//puuR//mzrA//agaB//acrA//nlpI//dppC//dinB//elfC//hyaC//bepA//sapA//trpA//nimR//dxr//sfmH//adiA//artI//higB//ygaH//efp//chaA//yaaU//rluE//nimT//grcA//gpsA//hdeA//bdm//rpsP//ghoT//frwC//plsC//yjhC//rpsI//nrdI//frdA//yebS//atoB//alaS//tusC//pfkA//zipA//araB//hisM//fdnH//ybaQ//gfcE//yiaN//fabA//tqsA//abgT//malS//fecD//elaD//cmoB//manA//yihO//cynT//proW//agaS//
GO_0009166_7	hemG//blr//tusE//xylB//nudB//artP//hisP//fabZ//yidA//glcB//rsmJ//sufB//cbpM//uspB//tonB//pgaD//mtr//dmlR//priA//rpnC//hybG//pheA//betA//pmbA//sbmA//rseP//ybiI//mhpC//thiL//rhtA//yqaE//
GO_0009167_8	ldtA//lldP//arfA//fabI//crfC//uup//lplT//ydjH//ybiW//pgk//trmO//sucC//chbB//holA//trpL//dcm//bioB//alaA//eutK//aldB//speD//galU//tolA//rimM//murF//gstA//qorA//ldrB//rplQ//moaB//ydfK//glyS//pheT//ftsQ//
GO_0009168_9	rarD//ybiX//pinE//lgoR//rihA//epmB//citX//ydeT//aes//ogt//gspE//hofP//motA//torC//sgcB//dcp//entF//mscL//aroL//yhdX//ugd//torA//narP//ybgQ//yfaE//argO//eutR//ilvN//rnhA//yqaA//
GO_0009173_8	ibsE//ldrD//lptA//bglA//dcuD//pinR//rsuA//
GO_0009174_9	msrC//waaY//
GO_0009175_9	dnaQ//hemE//ybhP//panB//ilvA//
GO_0009176_8	trg//yehB//tnaA//
GO_0009177_9	mngR//uspG//gpmM//
GO_0009179_8	clsC//ydiF//iclR//csdE//ubiH//betA//rluE//fnr//fepG//yiiM//glnE//ybdH//casB//hmp//nrdI//higA//idnK//accA//lpxB//sufS//fepE//cysQ//rpsG//
GO_0009180_9	srlE//
GO_0009185_7	pgpA//arnD//mrdA//tamB//ftsW//kdpE//gltS//abpA//mdtF//hdeD//mutY//rhmR//pphA//zupT//paaG//speE//pspF//ydiO//ydfG//mtlA//yiaL//yiiE//yjgX//narK//
GO_0009186_7	leuS//
GO_0009187_7	fhuD//holE//
GO_0009188_8	cysD//kduI//
GO_0009189_8	hyaB//
GO_0009190_8	crcB//panE//
GO_0009193_8	ebgR//
GO_0009194_9	yhcD//
GO_0009196_8	yihT//
GO_0009197_9	yhbY//
GO_0009199_7	bcp//ybjI//torZ//ynbB//sgbH//speB//yjjU//rutR//nikD//dmlR//asnA//syd//thrL//mlaC//yjiX//alr//lrhA//tcyJ//ydaN//rluA//cspB//aroK//ulaG//rzpD//yobA//panC//deoA//csiD//rpmH//rluD//fhuD//
GO_0009200_7	aroG//yigL//manY//nuoH//
GO_0009201_8	comR//hokE//hpf//pstA//mcrB//lplT//yijE//glpB//groL//rplD//gcvP//ybaT//ddpX//lapB//lgoD//ygfZ//ybhI//ahr//ybgP//hisF//tolC//tusC//mcrA//gltD//
GO_0009202_8	proC//
GO_0009203_8	lysR//
GO_0009204_8	yddL//yghO//srkA//
GO_0009205_8	rffC//amiD//dcuB//yggD//mglB//proS//hemA//rfaF//sdhD//lexA//ttdA//aroL//aer//cydB//ybeF//ldtE//insA-2//csgB//tisB//yqiG//gnd//rpsM//gatB//waaS//tamA//chbF//yghU//yihV//appY//
GO_0009206_9	insE-1//mntP//yehA//emrY//mltB//dgcQ//mak//vsr//glpX//viaA//znuB//pdxH//pgpA//ypjD//acpS//fbp//phnK//ybiO//truA//skp//ascB//pheA//gatD//
GO_0009208_8	hofM//rnb//
GO_0009209_9	nfi//
GO_0009210_9	nudG//
GO_0009211_8	mltD//queG//zitB//
GO_0009212_9	menF//
GO_0009213_9	argK//ydhC//
GO_0009215_8	lpxH//yehZ//
GO_0009217_9	psuT//mrdA//
GO_0009218_7	ydiV//hns//fetA//rplK//sdaC//fliA//ydjK//pspG//bssS//ssuE//yraN//sufD//
GO_0009219_7	baeS//garD//gldA//mdtQ//napD//
GO_0009220_8	ompT//rpiB//rtcR//entF//citC//yneJ//
GO_0009221_8	rpsO//ydcS//satP//gldA//
GO_0009222_7	mltC//ibpB//ybdH//gpmA//paaD//nikC//
GO_0009223_7	moeB//ispG//
GO_0009224_9	ldcC//hlyE//
GO_0009225_5	rpnC//rplB//lplT//gntK//mtfA//citC//yiaM//fdoH//yajD//udk//mgrB//yqeF//ydjE//insH-5//rplA//
GO_0009226_6	mukB//iraD//flhD//cspC//ppiC//ygeA//melB//insE-1//yahI//thiG//atpA//mazG//sohB//
GO_0009228_7	rraA//melR//pyrE//bolA//yhfS//purT//uhpC//mdfA//ybdH//fucO//
GO_0009229_6	speF//insB-2//
GO_0009231_6	yafE//ybdR//trpA//folD//ycjD//oppB//fkpA//
GO_0009233_6	yafC//malE//mdtA//yjbE//lpcA//yqiI//nuoF//hcp//agaB//malS//
GO_0009234_7	yhjB//nanK//rsfS//aroC//mlaB//rlmA//setC//dfp//ppsA//mhpA//
GO_0009235_5	narY//rep//xapB//cobB//bamB//yrdA//
GO_0009236_6	ilvN//prlC//hyfF//mepH//fliL//treB//
GO_0009237_4	rplS//moaE//yidL//patA//queC//nemA//aroF//evgA//yfdS//
GO_0009238_5	thrL//envY//entS//hflX//umpG//oppA//ynfE//livK//amiB//
GO_0009239_6	eptC//leuS//yqiH//frc//hokB//pheA//trxC//ilvC//
GO_0009240_6	yoeB//bolA//polA//pyrC//rmuC//
GO_0009242_6	rsmG//yahI//metE//dgcN//oppD//nepI//pstB//yjhB//kdgT//gntU//kefF//
GO_0009243_7	tehA//
GO_0009244_7	ygbI//frdD//paaJ//casB//rzoD//eamA//intF//amiD//yidD//deoB//malX//bioH//insI-2//asmA//yjhC//nfsB//pspG//caiE//sapF//yibF//rfaG//ccmA//rtcR//gadE//sufD//ycjD//srlA//speD//mtlR//
GO_0009245_6	ydhQ//tauC//mog//paaE//nanA//hybG//zipA//agaA//zapB//waaH//
GO_0009246_6	malE//argG//hemB//eco//bcsA//yhhZ//mqsR//waaB//yeaE//
GO_0009247_6	sbcB//dsbC//uxuA//trmH//ybjG//ydcS//deoC//dinJ//rlmN//yehP//ldhA//recJ//
GO_0009249_6	ygjH//dapF//dinD//
GO_0009250_7	yibH//sapB//yneE//yqiH//frvR//adhE//glxK//trmI//insI3//ompR//fadI//setC//accA//yrbG//
GO_0009251_7	yidZ//degS//soxS//selU//dppB//rhoL//
GO_0009252_7	dnaN//nrdA//recT//yfiF//kdpB//aer//hemD//emrK//sdhE//pheT//cydC//yehA//yfdS//oppA//greB//zur//glpB//nadK//nrdF//insI-1//aas//tsaC//ygfZ//yebS//mntS//rbn//glpX//mreD//potA//thiE//yadM//ybiI//coaA//csgG//alaC//atpB//zupT//narU//frlA//
GO_0009253_8	galT//flgI//yfcS//aer//dctA//sdhB//serA//bcsQ//ugd//rclC//
GO_0009254_8	mdtO//fabZ//ansA//kdpF//ebgR//rfbX//eptB//paoC//dosP//yhjV//
GO_0009256_7	ddlA//ompF//fadJ//mcrA//
GO_0009257_8	motA//mdfA//ycjW//waaL//
GO_0009259_6	ais//ybcJ//argK//rlmH//mog//gapC//ugd//rluB//nlpA//ykfI//rihC//gpr//purN//yahO//yqeF//dld//hxpB//srmB//appA//mltF//sbmC//gltP//lgoT//idnT//sppA//dkgB//rhaT//rplS//puuB//rluB//setA//nemR//dinG//torC//ycjP//hinT//fliG//serS//waaZ//ybgP//sfmA//cpdB//malS//yadV//waaO//phnG//lacZ//adk//dhaK//tsgA//blc//rapA//accB//dinJ//yfcG//acrZ//eptA//arfB//ttdT//lasT//lysR//
GO_0009260_7	dgcE//arsB//yhdW//thrL//yhaJ//rcnA//fliT//kdpE//ydiB//dinB//fabZ//hcaD//yqeA//pgpB//lpxM//fadM//rlmI//cca//dsbB//rsuA//iscX//uup//ribF//glpC//tusD//metN//ydhK//bamC//ibpA//bamE//rplL//aroC//ydcR//cysU//mrcA//gabD//ydcR//prfC//glnD//mioC//alsK//yphC//gloA//ynfL//
GO_0009261_6	rnlA//ydiV//yedL//rpsM//queA//elfC//
GO_0009262_5	bcsQ//yraN//vsr//ybjD//proQ//mnmE//feoC//wcaC//ybiI//ybbY//wecB//dctA//ydbK//
GO_0009263_6	narL//dcuB//yhaC//mglB//xylF//trpR//gntR//tyrA//acrA//
GO_0009264_6	uvrC//nlpE//paaZ//torR//ydiF//
GO_0009265_7	glnE//nikE//yjjI//tbpA//rcnA//
GO_0009266_4	mdtI//hisA//fieF//melA//livJ//dgcZ//gsiA//minC//crfC//clpS//pgk//yjtD//ygfZ//dnaB//ygcO//yqeA//mcbR//trmH//nsrR//nanS//yadK//nanC//rplL//betT//rbsB//sixA//malI//nrfE//symE//cdd//caiB//ypdB//ybbY//eamB//pgaB//lacZ//aroG//ppsR//cspE//rluE//murF//uvrA//uhpT//orn//dmlA//yiaL//norR//znuA//trxC//hycB//fumC//araE//hpt//tonB//dsdC//plsC//maeA//cho//pcm//ispH//grxD//insH-6//katE//ygjK//fhuD//fliS//metK//gntU//rlmN//putP//truB//priB//ypdF//xdhB//bluR//msrA//gloA//fimH//ybaT//ygeX//dctA//yehY//
GO_0009267_5	rfaB//gltP//argH//rraA//tsaD//kdpF//pgpB//yifB//mglA//bfr//rrrQ//agaB//tatB//tcyP//cca//dmsA//dinG//clpS//pheM//ftsA//ybfE//gcl//wecB//nadD//crcB//glyA//
GO_0009268_4	cpsG//ydhQ//sdhC//yahD//ydjJ//mglC//glpK//fimD//ftsW//rplF//alaS//fhuD//ccmF//yghG//phnG//ygbM//ybjG//dgoT//yahF//satP//treA//mnaT//ychH//elfC//dacB//ppx//paaK//
GO_0009271_4	sdhB//fur//ltaE//
GO_0009273_5	msrB//tbpA//pheS//chaA//mdtN//entD//gltP//plsX//hisP//sufE//
GO_0009290_6	radA//radD//
GO_0009292_4	yghO//endA//
GO_0009294_5	amiC//cspA//
GO_0009297_6	rlmC//garL//rbsB//hipB//osmY//xseA//arnE//rna//yeiG//pfkA//cmtB//lplT//yraH//yadC//
GO_0009298_7	yoeE//adiA//atpA//
GO_0009305_7	yiaU//
GO_0009306_4	mmuP//asnS//oppC//potA//fabH//frvR//lon//
GO_0009308_5	mutS//guaC//rclB//coaE//paaX//panZ//yhcD//emrK//insI3//sdhB//pta//potB//fadJ//znuC//yhcN//hisQ//phnN//fucK//nrdR//yiaL//oppB//adhP//cydC//gpsA//chiP//cra//ycfL//
GO_0009309_6	sgcB//mhpA//hemE//ytfE//gpsA//ralR//yjhI//rutR//tpx//motA//chpS//oxc//hypC//norW//
GO_0009310_6	zwf//rimJ//wecB//recC//lgoR//mdtC//xisE//ivbL//obgE//eptB//ybgI//fliZ//elaD//
GO_0009311_5	narI//sucB//livK//mnmC//ycbU//narG//insI4//yjbF//yqeF//talB//yeeJ//flgG//glcD//frdC//sufS//ygdG//nuoL//rpsQ//gspI//rpiB//nudF//fdoH//rusA//yieE//garL//melR//sufE//yneL//pdxA//acnB//sgcA//zapA//epmB//ynhF//ypdI//ridA//purT//arnB//nagE//aroC//yacG//yigL//sspA//flgK//aceB//accD//feoC//rffC//yebG//uvrC//aceK//rplT//mtr//
GO_0009312_6	sspB//pnuC//yjfP//aceB//yadN//narI//glrK//yhfK//ybeQ//yddL//ubiD//ivy//garD//ydbK//uhpB//glgS//ycjU//hupB//ygeR//recA//tus//ycaN//rsfS//ubiF//ibpA//yebC//uspB//mraY//agaA//tilS//trxA//pepN//rfbB//yebZ//ubiC//solA//metL//ycbU//rraB//ldtC//yibF//livH//
GO_0009313_6	insK//hypC//ypdF//tynA//sapB//hprS//mdlA//gudX//opgB//intA//
GO_0009314_4	hslJ//yghG//yehA//agaC//yjjQ//potA//dinI//sgcC//lacZ//sdiA//rhaA//trpL//mog//alsK//hpt//scpC//potI//cusC//fdnG//puuR//ycdY//relB//pspG//hybD//uidC//soxS//queA//fruB//waaB//qorA//kduI//yhcD//rimP//prkB//acpP//cysC//trxC//malS//hemG//yehT//ubiH//feaR//torR//hslJ//dcyD//tdcD//rclA//tamB//dpiA//wecA//yphC//yhbO//pdhR//glsA1//kdpE//bamC//thyA//hyfC//narK//yajQ//ftnB//rfbD//intA//psd//yjhP//copA//gutQ//ybaE//rplQ//ybhA//wrbA//cpdA//mdtI//narI//hisP//ascG//hybE//ycjR//murC//rutB//livF//alaA//gabT//yeiE//xapA//argB//glcF//yaaY//tqsA//nupC//hemE//nanC//
GO_0009372_5	kefC//ybhR//cysP//
GO_0009394_6	paaE//yajO//murB//rpsN//gntK//leuD//hofP//
GO_0009395_6	phoP//
GO_0009396_6	mlaF//metC//yeeJ//ydeE//flgM//coaD//frwC//queE//yggE//holB//poxB//
GO_0009397_6	aroF//kbp//
GO_0009398_7	lnt//
GO_0009401_7	ilvH//frdB//ymfK//pal//envY//aroF//cnu//rpmG//yneJ//lysS//ubiI//ydcS//csrA//dinJ//insA-1//rayT//paaD//amiA//dnaT//ltaE//rpsO//mreC//mrdB//ybiS//thiI//focB//mocA//yjjQ//yjeH//cyaY//ypdB//yfcR//ybhJ//lysU//uacT//paaG//ddlA//yidE//qseB//flgD//narZ//ydcO//sfsB//yjhP//nrdB//alpA//dtd//zapC//glnD//cheZ//hisM//yagI//
GO_0009403_5	setA//
GO_0009404_4	fdx//puuP//yqgF//mdtF//hxpB//nuoH//ydeO//ptrA//rfaD//lpd//acs//nupG//secG//cutC//glcC//hcaR//malG//alsE//srmB//
GO_0009405_4	gcvA//tehA//ugpC//
GO_0009407_3	livF//pnp//pabA//ispH//arsB//mngR//fhuB//yjbB//ygfA//betB//narU//bdm//araA//rnt//narG//rpiR//
GO_0009408_4	appC//yfgI//rplK//rluC//glpK//yfdK//flgA//argD//mnmG//ydiK//uidA//yhfS//rluC//ydeT//wzyE//clpS//mepS//rlmL//rplK//dsbB//sdhC//rcnR//ychO//purF//ppiC//rimK//arcA//lgoD//yagG//hisI//ygeX//rssB//zupT//ybhA//hdeD//yiaB//mntR//arnA//gadA//lpxM//fabZ//polA//yihL//zapC//thrB//rhaD//atpC//bepA//yghO//galR//accD//pinQ//mlaE//norV//ybjN//trmH//casE//hypT//torR//deoA//
GO_0009409_4	malX//fdoG//yegV//nagK//satP//mngA//pbpC//alaE//rseP//glrK//yciT//nudF//prfC//tdcA//rsmA//yhaM//yehZ//rffH//
GO_0009410_4	pdhR//
GO_0009411_6	ygfX//fkpB//nadC//sufC//amtB//yafC//baeS//livG//cpxR//malY//fliD//rpmE//glpT//ulaE//uspB//emrK//
GO_0009415_4	xylH//
GO_0009416_5	proS//ycfJ//nagE//cysU//pldB//ubiD//rluB//nanS//ycfL//nagA//ycjY//bcp//metE//lpxC//gadW//ubiD//rpmJ//napF//potE//
GO_0009423_8	yneJ//pdxH//nuoB//ykgF//
GO_0009432_5	rrrD//ybaO//gutM//hipB//coaA//mdtC//cusC//rarA//bipA//ykfM//sucB//glpK//kbaZ//cutA//mscS//tcyN//rnr//srmB//fetA//dgcZ//lsrD//borD//
GO_0009435_9	lplA//treR//efp//dnaQ//fimA//sgrR//prlC//tesB//thrS//
GO_0009436_6	trpE//mdtA//pth//ygaH//
GO_0009437_5	ygcW//mscS//secA//acnB//yadI//ybiV//cpsB//
GO_0009438_5	ybeF//pphA//yebG//leuA//hybC//rpsH//yegS//argR//bcr//aaeB//yggN//smpB//pabB//yibA//yfaX//rtcR//ydiB//yfdG//yhgH//bcsQ//kduI//cysU//frmR//phoP//nrfA//envC//degQ//frlA//paaA//minD//
GO_0009439_5	tsaD//yahI//yrdA//
