#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	folD//adiA//phnC//modA//
GO_0008643_6	intF//uvrD//cysM//yehP//yaaA//gloB//yaiW//rplQ//cynS//cstA//gpt//deoC//rplF//murQ//tesB//potG//kduI//abgA//fabD//umuC//tsx//ybaM//bglA//yahI//hipB//glnQ//agaV//bhsA//pepQ//yjjG//fliD//manZ//msbA//psuG//cmtA//phr//ebgR//tomB//osmF//prmC//rhlB//ivy//rplM//rpsB//frvB//ybeQ//bluF//blc//pepA//potI//hisI//lsrA//asd//rplW//glnB//ypdA//ygcO//rpoH//dacD//napB//nrdH//holB//pdxJ//cutC//fadM//yiaJ//ydiR//putA//alsB//torD//hokB//ycjQ//ccmG//eutB//rhaA//sanA//waaY//yeeL//dusB//pstA//agaC//dnaB//prpB//narH//xylF//nanS//btuD//tpx//prkB//paaJ//aspA//agaV//rof//srlD//ypdF//paoC//cysQ//ilvI//chbF//pntA//fumA//torS//recT//acpP//ygcO//rpsP//yfbU//pdxB//xylE//mgtA//rluF//mdaB//macA//manZ//
GO_0008645_8	proW//yeaE//mltG//rsmJ//nrdB//ycjW//dcm//gpp//ispG//arnA//gcvT//ldrD//alsB//lipB//kbaY//yqcC//sspA//panC//ptsG//xseA//rpsD//malS//cdd//rimI//
GO_0008652_5	mepS//yagI//mog//hybO//ydcT//ptsG//ypdF//mdtD//pal//iclR//ydiR//mdtA//rffM//phnI//thiL//gntK//ycjR//recD//uxuA//aaeB//selD//ytfT//holD//plsB//gntU//galM//topA//yedF//hofM//ileS//rplL//yieF//lipA//paaZ//bglH//tsaD//yadN//rfaF//proC//dacA//tolC//agaV//metC//holB//ybaM//evgS//tag//tolR//frmR//ytfE//gudX//ltaE//wbbK//xylR//mhpR//pgaC//rfaB//acrR//ebgA//dosP//rplT//lamB//rplS//rpsS//manA//treB//yhaJ//perR//mgsA//yggD//rcnR//ykgO//puuA//yajQ//emrY//recQ//ribB//aspA//ompN//araH//uhpB//amiA//bdcA//rpsQ//tolC//lnt//flgI//gapA//rbbA//yceK//topB//treC//secD//pspA//yggX//mazG//wecA//cysW//gyrB//clcA//gudP//dapD//ygbN//htpX//ptsH//hemC//yiaU//pepN//mepM//feaB//rpsK//murP//metE//infC//
GO_0008653_5	sad//galR//argS//insI-2//grcA//rimM//fecB//pbpC//pyrC//rplF//argI//pdxK//pflB//
GO_0008654_5	ubiA//ilvE//nimT//yigB//hicA//sgbU//pitB//rfaG//yraI//ebgA//ribB//crfC//hemC//dpiB//lasT//fdx//rluC//gstA//rcsA//paaA//rbfA//gloB//mhpD//ldrA//yccS//preT//pntB//pgpA//yraR//acnA//kdsD//ompF//yehY//ftsL//arcB//
GO_0008655_5	hofQ//yeaD//mcbR//pcnB//arnT//zraR//dapF//
GO_0009050_6	phnC//yajD//
GO_0009052_6	kdsD//yagG//gfcE//ynfH//gspI//rplS//nrfC//
GO_0009056_3	purN//tauA//umpH//rpsJ//deoA//fmt//uxuR//ispB//moaA//ribB//yhbQ//btuE//xisR//gsiB//arcB//uvrY//creC//mrr//ssb//xseB//casC//yagE//xapR//fkpB//yjbE//glnP//katE//sspB//ribC//potE//rcdA//mreD//ybiV//crr//barA//ftsY//ftsL//cbrC//lysO//chbB//scpB//acpH//rhtA//gapC//sufC//evgS//yjhH//tap//yijO//cysB//cvpA//yeeL//dxr//oppF//yadI//ybjG//cspB//dpiA//phnH//yobF//hyi//nikA//dcyD//murI//abgT//araA//narV//trpS//asd//carB//asnC//hns//intA//yejF//waaA//potH//surE//yidR//insI4//torI//lolD//yqeF//pinE//envY//speA//pgaB//yahO//pliG//znuA//aaeA//xthA//rpoS//mazF//ybbW//crcB//htrE//dapA//narI//cspB//murI//glnD//hybD//mzrA//icd//frwB//glgX//glvC//yfhH//mdlA//yneJ//yhjB//flgC//nadB//btuC//ribE//mdtO//murA//tdcD//hofN//guaD//ppsA//nhaB//glnH//glvC//eco//intQ//ddpX//mzrA//puuD//aer//csgE//murA//melR//abpA//ydaC//mdtB//livK//essD//caiB//yhbO//rnt//yicJ//gadA//mdtP//ihfA//prlC//ybdH//tdcE//ssuA//rusA//glmU//pyrB//mnmG//yjbG//qseB//thiH//amtB//pyrE//yraN//fimG//ihfA//ycfJ//cyoC//yfiF//yciE//gpmM//lepB//nsrR//yehA//mltB//ydfG//dicC//araF//hybC//pdhR//rapA//ubiJ//xylH//agaW//cysU//ibpB//ycjD//torI//yejF//yqjI//fdoH//ratA//pdxJ//sdhD//zupT//evgA//ybjX//ybgQ//wza//rfbX//rcnB//yehU//nadE//trmI//insI1//yidQ//yjjB//ygjK//pdeL//yoeE//alaS//cyoA//qorA//rlmI//ybhJ//yeaV//waaP//leuS//napF//pepD//fdhD//hybE//yhdW//yiaF//crl//argS//pphB//ybfE//etk//frwD//glpF//nupC//ftsY//etp//mlc//allD//bdcR//dapA//tktA//entD//yjhG//flgM//clcB//mscL//ydeP//yqiG//ghoT//yfbV//fepG//hdeD//kdgR//groL//sufC//fadB//menF//lsrK//speD//glxR//rzpD//nepI//cpxP//rzpD//ynfH//rplI//tdcB//setC//yjaA//patA//queG//phoB//pdxH//yidK//phnL//arsR//recE//topA//lnt//nei//trmA//yafC//sodC//mdh//arnE//cdaR//pflA//yodD//fhuF//rpiB//pyrC//yjcE//malK//mlaD//ydfH//gpp//cbrA//hicB//bioA//ttdB//ygiW//btuF//sdhB//fimI//caiT//fdhE//recQ//mhpD//csgE//fnr//uxaA//dgcM//rpmH//nagD//potA//elfC//ndk//rbbA//yphF//hemC//rpsI//parE//ampH//dacD//livJ//hxpB//ppsR//pgpC//aes//manA//ghxP//srlB//ydaV//waaG//phr//rhoL//hiuH//appY//rlmA//ynjD//sohB//qseB//truD//lpxL//srlE//chpS//fryA//uhpA//yqiJ//mak//sapF//ubiC//sufD//tnaC//gph//lldP//fdrA//rnc//holA//skp//yahB//yohD//ubiG//sapC//hemD//elbB//rhaT//trpB//yaiV//sulA//galE//rutB//csgA//ubiX//ptsH//ybcF//ybiW//cas1//gcvT//kdpE//rpnC//yqhD//nagB//cbtA//lpoB//priA//kdpF//argD//murA//yfeD//hcp//nrfA//rhmR//nhaA//fdhF//rlmI//ycjY//narP//trkG//talB//rplY//tehB//opgC//insB-2//lgoR//rng//rplT//murP//hfq//acs//mngA//yhdX//ytfE//murJ//araB//bamC//hemH//frmA//cysC//dnaB//tolC//yoaA//casA//
GO_0009057_5	cusR//trpGD//ugpA//sucD//proQ//hisD//yqjA//araG//pdeK//dbpA//rhmR//dnaQ//ghrB//rplJ//yaaA//btuC//pinR//gabT//pheT//pbpG//ypdF//rutE//lapB//rhaD//paaE//kdsA//rbsB//waaG//yjjQ//rnr//argE//yeaK//ypdC//mmuM//pitB//tpx//gdhA//mdtD//pdxJ//ldcC//wzzB//mepA//ydiF//rpsL//atpH//livK//narP//tig//rpsK//phnG//rlmL//fepD//lolD//hybF//
GO_0009058_3	yhjC//ulaB//yidA//nupC//ispG//focA//frmB//hemH//cyaY//feaB//mtgA//yibH//gstA//gatB//rzoD//hisD//hycB//lpxM//exbB//ybhP//alsC//opgH//frwB//ydfK//uvrA//trpL//marA//nuoN//puuA//osmC//puuP//truD//groS//rapZ//katG//waaF//malS//cysP//fabZ//pdxA//yfgO//yfdG//hyaC//gapC//era//emrD//csrD//ftsP//kbaY//yhcN//glrR//ytfQ//sgbE//bioD//hprS//dsbC//bglH//ycjP//hisI//gsiD//dgcJ//nanA//mntS//fhuB//fhuC//mntS//atoC//hypE//kilR//rbsB//hyaC//yjhB//comR//tdcA//flhD//ycjP//alkA//ytfP//chaA//ygeX//fecC//ygiV//sgcE//dnaN//tdk//greB//fdhD//bluR//truD//cysB//bglB//panF//decR//yebG//rplL//ilvC//ilvE//rpmE//nikE//tauD//metG//kefF//gpr//ibpB//chbA//yjeI//cspA//yihO//znuB//tyrB//amiC//dnaK//frdD//flhD//iraM//tsx//proB//degQ//tehB//artI//thrS//yihS//aes//ridA//cstA//infC//ugpE//allB//greA//araA//uup//dsdC//macA//adk//cysM//tsaE//hemF//fabA//psd//clpS//cas1//bluF//mdtQ//rspB//kdsA//glpA//moaC//yfeX//fcl//tgt//lgoT//mntS//mgrB//hyaB//dpiA//mrdA//yihO//mzrA//hdeA//ytfQ//sstT//csiD//yiaL//glpG//narW//ybbY//mntH//argD//rfaQ//mdtO//dsbG//ffh//dgcQ//hmp//zur//gadB//hxpB//mobA//trpB//smrA//argE//yfcF//trpS//yidQ//wecE//fiu//mliC//cpxP//recE//ampH//mltC//yihQ//cdh//serS//paaC//yqiJ//tpx//secB//phnM//pdxA//yigL//proQ//tqsA//rclR//rpmF//yqcC//flgD//hcaT//ybeF//lysO//dmsC//priA//dcuS//fadJ//speF//hypT//kilR//epmB//lptE//sgrT//elyC//norW//nupG//yiaU//icd//fadI//arfA//ibsE//agaV//ycfS//bolA//fepB//mdh//rplA//yciE//narK//hisP//ybdG//narH//tdk//waaH//napB//yihO//yhcN//lacI//rlmA//ybjX//yiaL//yafS//bolA//arsB//accC//aqpZ//rnc//sbcC//ansA//bglB//glsA2//rlmI//rcdA//rhsD//moeB//yhjA//mobA//rluC//mtgA//purR//arcB//comR//frdA//rhaT//recE//agp//chpS//oppB//puuB//cmk//cmoB//ribB//sdaA//fpr//dcuB//hcaD//yahF//phoE//dtd//sspA//tldD//amiA//narQ//ssuE//murR//proX//dxr//gntP//yaaA//crl//hsdR//nudG//xisE//gltP//rffT//ycfH//yijE//ptsG//rmuC//yafE//metH//dtpB//kefG//gor//yoeE//add//hisF//potI//mepA//mdtQ//ybaO//kdgR//iscA//dppB//hyi//ycgB//trmO//queD//gpmA//ldtE//zitB//mltD//phr//pyrG//fepB//opgH//srlD//ybdH//argG//bdm//dgoK//rpiR//pflB//panC//lasT//seqA//adeD//ynfF//leuS//sgbE//murG//ycjY//yhbO//sppA//argD//lsrD//ralR//lolD//elbB//bhsA//arcB//rplR//panF//elfA//ebgA//ftsQ//actP//fimI//rcsF//dnaB//rph//slt//lasT//ugpB//yeaV//paaX//blr//ynfF//aroG//ycjP//hisQ//vsr//yejA//gph//opgC//puuP//proV//surA//ybhA//iaaA//sucA//mepH//trpGD//ydhJ//ppk//yohD//surA//lldP//kdsA//rimO//potD//yfaU//ahr//rsmD//fieF//yeeY//osmY//fklB//ybiJ//curA//sdaA//nuoE//yhbO//yihI//yihP//parC//murE//yedA//clpX//ybgI//entF//hybG//alaA//fieF//sohB//tonB//gloA//tatE//fecD//deoA//arnT//hscC//lamB//prs//yibH//galS//hslJ//ymgA//ygbM//mdtO//pepQ//ygcW//gltK//fixB//artP//htpX//ychF//ybbN//lpcA//mtfA//torZ//moaD//thrL//zur//sulA//ldcC//treA//appY//avtA//gpr//rclB//rsmE//dnaK//mglA//greA//ygfX//sapB//ftsW//aroF//yqiH//panC//adeD//emrB//insI3//yciF//betT//uhpA//cysK//mepH//ompT//uspF//nuoL//hslR//moeB//aroH//tomB//ychF//pheP//frvB//intQ//purU//baeS//setB//ibsB//crr//cspI//dusC//sgrT//yidH//nirB//abpB//pepB//gltX//nuoN//hycI//nrfE//yciE//yqhD//alaE//gsiD//msrB//fadB//yceD//menE//ymgA//ygaV//dtpC//clpP//yfdO//frr//norW//ppsA//gutM//yjbE//ssuB//gcvP//ynjD//ggt//serB//ascF//csiR//gatY//fadA//sgcX//manZ//accB//mhpA//dnaQ//cusR//bcsQ//tap//mrcA//putA//wzb//topA//ilvB//rutG//ytfT//crr//yciK//dauA//eamA//cytR//cysZ//yehP//cusB//nsrR//ascB//yhcH//yehP//xthA//cca//cyoD//glcA//oppD//yfeR//potF//rclR//alsC//fdhE//hybB//cusA//cspA//mhpA//ompA//cobS//yjcO//modC//citT//thiL//yehT//clpB//speF//ydhJ//cfa//rph//cmk//mtr//hldE//yggN//ybjN//moaE//yfbU//murQ//xylB//ldrD//kefG//bamA//dmlR//yccX//patZ//yfeR//xthA//kbp//moaC//atoS//yggE//actP//ridA//rpnC//ycdX//amiB//fepA//erfK//cutA//mreB//citT//tusC//ychH//ycjR//rnhA//tauB//crp//ybiS//rcsB//rplQ//rimM//yiaT//brnQ//fpr//iscR//recJ//yfdK//dinG//hofP//glnK//narH//lysP//ndk//yggD//menC//ymgA//ycbB//nadD//glpB//agp//sugE//umuD//yjfP//ubiI//nadE//nagB//pflC//envR//yidK//pyrD//yfcP//mrdB//nikA//ygcO//ilvH//ybiS//tsaC//murA//hofN//rpsA//gsiB//rdgC//glxR//bisC//nrdF//hycH//glnB//xapR//pbpC//proB//epmB//queD//mcrB//phoR//ispA//wcaJ//sdhE//artJ//gntU//groS//pyrE//pyrB//serB//purA//tktB//mlaB//pabC//nfuA//yafE//adk//dgoD//cdgI//dsdC//intE//ybdG//paaK//feoB//nudF//lnt//mntS//fabA//fur//rhlE//pheP//cpdB//iclR//hdeD//rimJ//uxaC//fimE//mhpD//cyoE//dnaX//deoD//chbG//lgt//hemF//pheT//grxD//flgM//ygfX//uspB//rdgC//dtpD//rhoL//yphC//hycH//rho//mog//lpd//rusA//yacG//murE//caiE//zapC//hcaT//lldP//acs//yphD//glgB//nrfB//nrdE//ompN//glyS//insA-1//rhmR//leuB//hsdM//cspD//rsmH//grpE//tap//ycfH//yieF//glsB//yraH//kup//ydiB//murC//yedA//hypC//uhpT//cmoB//polA//
GO_0009059_5	gcvR//greA//moaA//ihfB//rph//treC//ydeT//pphA//glk//lpxT//torR//gadX//fimG//hicA//cedA//nhaB//xdhB//agaW//bglJ//proQ//pdxH//mobA//phoU//yfeR//rof//ybiS//iscR//metN//ilvL//mdtB//agaI//cas2//yoeB//yphC//aaeR//ampE//yaaY//rimI//aroD//plsB//yihO//creC//cysN//yghG//frmR//clpS//fumC//tusD//ydfG//cas3//rsmG//clcA//pykF//ybcL//thiH//gloA//cmtB//grxD//dgkA//oppD//fimD//rep//elfG//higA//tauC//kdgT//ynbD//pdeK//ydjE//ivbL//tomB//ebgA//atpC//rtcB//ibsE//nagZ//ftnB//yacG//dapD//nrdH//gatC//ccmF//hemB//ycbX//panD//yhjX//ompF//mdtG//ligB//flhA//nagK//osmF//metQ//fliD//gluQ//ytfR//hypB//helD//insE-1//htrE//yobF//ygiS//fbaA//rarD//menC//folX//dctA//insA-2//aroL//mtnN//fnr//ycfL//yjhB//frwD//ybiS//malZ//ilvI//rlmG//mglC//sixA//lacY//garP//prlC//gspF//motA//phoQ//narK//htpX//argE//elyC//mdtK//opgC//envC//dgt//arnB//pth//csrA//chbF//grxD//gnsB//dgoD//clsA//dgcM//aroK//ygiV//nikD//rnpA//lptD//mepH//yiiE//holD//csgA//dnaA//ettA//srlA//dnaB//sgcE//pdeH//fimG//ygaH//cysH//rnhB//recE//psd//sutR//murG//entH//nrfA//wcaC//cof//tdh//trmL//yagF//rfbX//tatD//pgpB//nagD//zntR//tap//lspA//mltG//ldtA//cca//asr//argK//nikC//cdaR//lon//fhuF//tamA//bcsQ//dnaK//ygjH//bfr//sfmH//hofM//sgcE//purF//wbbK//betA//ydiP//relA//barA//flhA//cheA//entS//cheA//mipA//prpB//lptB//htpX//dnaA//ydiB//argS//mug//tsaB//serB//lpxB//yegT//tbpA//glmU//sapC//lpxD//flgB//ydhQ//ynbC//trpB//casD//pitB//chpS//bamD//yjbF//hcp//waaJ//folP//pepB//nrfG//gnd//sbcB//fabD//eptC//fis//osmE//kbaY//mrcB//agaS//eno//dusC//yaiV//dnaE//ldtD//rffH//wbbK//yfbU//xapB//mtlA//lepB//hslU//rnt//ispF//nepI//gmk//trkA//pdxK//gapC//hisA//torC//lsrA//aldA//rihA//aidB//yejA//dpiA//guaC//yihU//yohC//ybgP//clcB//fadL//agaD//arcA//btuR//bssS//spoT//lolB//dcuD//yneL//hinT//yqcG//oppC//ybaE//ynjA//yejE//recA//manZ//yihO//tldD//rarD//htpX//ydjJ//yhhY//bioA//yiaF//frwB//yraN//rlmH//miaA//diaA//eamB//insI-1//mqsR//csgA//rsmC//lpxT//rutR//bioA//sdaB//
GO_0009060_6	cmtB//moaB//ycgV//hyfR//lrp//truB//idnK//murI//mtlD//znuB//yfjV//ldhA//pgaB//mdtF//yhjG//csdA//fryA//ftsQ//ydcT//serB//mnaT//casE//arcB//crcB//fimB//pckA//
GO_0009061_6	prkB//fecB//ycjR//oppD//secM//yebK//chbF//pspF//bioD//malF//mfd//arcA//puuC//melR//idnO//clcA//sgcX//wrbA//acrD//macA//dsdA//aroF//glpB//pspF//yiaJ//zwf//ybdO//yqhC//rhaS//gltL//caiB//ygcW//ompA//cueO//aroC//dnaN//trxA//yihV//cydB//rpsL//xerD//hofP//trmH//mreD//ivbL//ydaN//priC//tag//glnQ//arnT//mcbA//ydhJ//yieE//ycfS//yiaU//
GO_0009062_6	ygfZ//rlmC//rpmG//yraH//hisC//ldcA//glsB//yiaN//dsbA//ppsA//araF//yhgH//yhgF//sufD//lpp//tsaC//ubiD//cysW//satP//tusA//selU//
GO_0009063_5	narL//asmA//thiG//hisP//mlaF//ssuB//malZ//cecR//prmB//glnQ//mtlA//iclR//hofN//ccmG//pdeR//aceA//ptsG//yjiX//treA//cadC//edd//yjhC//frc//tcdA//nmpC//grxD//xseA//nuoI//yfdG//fliK//cbeA//pntB//essD//exbB//secY//dtpB//nuoE//yibT//hipB//greA//hemH//rfbX//ygaH//rfaC//ygeR//bsmA//yhbS//arsC//aidB//ytfQ//potI//dacA//ybdN//rplN//gatC//
GO_0009064_6	malZ//gyrB//ascG//glnB//trpA//scpB//pstB//holA//pmbA//rhaD//ydiF//ibsC//gpr//ghxP//tauB//alaC//mngA//mraZ//sdhA//rluE//ypdI//udk//hycB//glgP//nfuA//ygjH//lamB//ispH//yidP//gatD//dcuC//secD//ymjB//mreD//yphD//potF//appY//pykA//phnH//hycI//cyoB//mdoD//cspC//yciV//hldE//sbp//
GO_0009065_7	minD//ybjL//nirD//glyA//cdd//gmhB//eptC//ortT//yhdH//ribD//bhsA//cusR//hflK//elbB//glsA2//argD//yfaX//groS//
GO_0009066_6	emrD//ybhI//dinG//paaH//torY//flgM//melR//fpr//yadK//udk//eutK//dnaG//ytfR//yfgO//ubiG//yhjD//rhaS//yfcU//rpsT//fetB//priC//rpoH//guaD//dhaK//add//wbbK//xapA//uhpC//chbR//cydA//potH//ycbU//ychH//ldrB//ybaK//msbA//ftsA//dnaK//sgcX//yfaV//hslV//yqjH//aidB//metR//glcC//acrD//tadA//wecB//
GO_0009067_7	uvrC//sutR//ilvA//dacA//hybA//adhE//yjhP//tap//symE//artM//yneL//ybdG//ftsI//feoB//hicA//insI-1//dps//fadR//ydhC//tufA//recQ//ygjH//ybaL//nimR//ftsK//sufC//
GO_0009068_7	putP//coaE//sugE//metC//rluC//eutA//obgE//hybB//phoQ//rbsB//aroD//cysM//murI//
GO_0009069_6	fdhF//sucA//yaiW//dedD//pepN//btuF//pdeR//sbp//dcm//purL//cyaY//paaG//infC//narU//rlmI//flgB//msrB//lpxP//dtpB//citT//ybaT//ygdG//pitB//valS//hemE//gpsA//lysA//norV//flgE//paaZ//moaA//mntP//sodC//dcyD//bglJ//glpC//
GO_0009070_7	acrF//yiiD//uidR//rpmE//nadD//fhlA//fnr//lldD//edd//ugpA//yidP//agaD//msbA//trpGD//tauB//clcB//yfaL//mdaB//dcd//add//
GO_0009071_7	glcE//alsE//dinB//rutA//glcE//iscA//yghU//tsaB//citE//bacA//nfo//ygiW//hycB//dicC//
GO_0009072_5	yobF//rnr//hpf//zraS//uup//grcA//srlA//fucP//nuoN//leuB//frwD//yhaJ//iscA//sufC//ispH//intZ//dnaQ//ymfK//cas1//nsrR//adiY//hypA//hslJ//ttdR//
GO_0009073_6	speF//cas2//glcA//eptA//nikC//potI//malY//ecpR//hxpA//topB//lldR//bhsA//hipB//nrfG//arsR//yhgH//yjtD//rspB//ccmF//yihU//serC//
GO_0009074_6	ppsA//lsrB//ycfJ//
GO_0009078_6	ymjB//ygcR//mscK//aroL//aaeR//sodA//wcaC//
GO_0009079_7	pinE//orn//lon//hldE//
GO_0009080_7	yfeO//ptrA//ackA//
GO_0009081_5	mgtA//pdeL//mtlR//tdcG//pstA//envZ//nirB//flhE//gabP//sufA//pspC//narQ//yidA//patZ//narL//uxuA//gntK//iscR//rplP//yoaB//ydgA//lpoB//
GO_0009082_6	waaO//rsmH//yiaN//kdpD//yqjH//rlmJ//flhA//acrZ//yeaE//ydiK//fecD//yjiM//hybE//yfbV//rdgB//argS//hyaD//flgE//
GO_0009084_7	atpG//trmI//katE//eamA//yqiG//manX//ispB//sucC//insH-6//crp//insI4//ykfI//frdC//phoU//tabA//matP//rtcB//yidE//tpiA//citX//arnA//rihA//mtr//mdtI//dppD//
GO_0009085_8	menH//sdhC//hha//leuB//fryC//frlR//thyA//uraA//dkgA//rmf//mdtJ//hns//
GO_0009086_7	lpd//rhaR//mioC//rlmM//adiA//sbcB//sdiA//modA//mngR//
GO_0009088_8	ynaE//feoB//
GO_0009089_6	dosP//glsA//gsiD//lpxD//yeiL//hprR//ptrA//moeA//rpoH//
GO_0009090_8	paaZ//rseP//metC//katE//
GO_0009092_7	yiiE//tcyP//psuG//ynjA//rplO//yciV//
GO_0009093_7	chbB//cobU//hokE//ygbI//ycjR//
GO_0009094_6	dppC//hipB//yhbS//arnD//
GO_0009095_7	pepA//folP//gatA//fabI//
GO_0009097_7	leuD//pdhR//ybbN//allD//aaeB//focB//yebK//
GO_0009098_7	fimI//nlpD//rhsD//entS//udk//aqpZ//hdfR//
GO_0009099_7	mlc//tyrR//kgtP//mutY//frdC//ogrK//znuB//abgR//rplL//arsB//
GO_0009100_5	cyoA//paaB//wcaJ//glpA//epmC//
GO_0009101_6	pmbA//
GO_0009102_6	rplF//ybaL//sapB//yjiA//nth//yhjB//ftsP//gadA//rplI//mazG//msrQ//rpsK//cyoC//
GO_0009103_6	ynhF//hsdR//flgC//ydbD//ivy//ybiY//copA//polA//yadM//rlmH//yraN//
GO_0009106_5	selA//argI//
GO_0009107_6	dppC//uvrB//
GO_0009108_6	phnL//casE//ynjA//ptsP//ruvB//shoB//lpxD//yidD//sstT//deoD//yihL//lsrB//ycfH//atoC//rsmG//galK//truA//acpT//hisB//livG//gltS//frlR//ruvA//ybdG//ycjR//udp//fadL//yahB//rpmF//mepS//yddM//sgcC//cspE//hisA//yjhC//flgB//carB//tktB//sdhD//hypE//speG//trpA//aroK//ileS//puuA//proC//speE//lolC//yecS//rplF//evgA//ygeA//surE//yqgF//ydjL//sdaC//yhbQ//acrB//rcsF//ybhA//fhlA//yieE//tomB//rhlB//ybhG//udp//dgoA//chbC//hycI//opgC//oppC//sseA//sgcX//yahB//xapR//bamC//rssB//mmuP//argK//mdtN//sapD//lgt//ycjP//ybaT//pppA//arsR//ccmF//yojI//rbfA//glgB//tisB//paaX//yiaN//dapD//waaG//rfbX//cdsA//crr//argK//alaS//ltaE//rdgC//zapB//yajR//puuC//ribB//srlD//yraN//tqsA//hofP//
GO_0009109_6	argH//mntP//malF//nanR//bglH//
GO_0009110_5	lolA//bolA//degS//dgoA//zapB//hslU//pliG//sapC//tdcF//dapB//recG//mltG//hypB//yiaB//cpdB//flgB//yhaO//nrdD//tisB//glgB//dcuD//fepC//rplI//phoR//sufA//shoB//moaB//ubiH//ycjW//fepG//hisD//trpD//yjbG//hupB//gyrA//ubiC//matP//rnlB//cysB//focB//dnaG//phnG//mdtL//yadV//spy//mutM//cpxP//yghW//slyA//ydfK//ruvA//hha//yadC//yjcE//holA//bioP//rfbD//
GO_0009111_5	mraY//eno//ogrK//eptB//
GO_0009112_5	accD//bglF//ispA//narU//recO//elyC//purT//phnN//elfD//insI3//feoB//rhlB//holD//pyrG//cheY//yjcS//lrhA//ychO//fixC//ligB//yeeJ//uup//acnB//yneL//trkA//orn//yeaG//waaL//rhsD//fimA//fetA//putA//rluD//murB//pppA//feoA//
GO_0009113_5	fadK//lipA//rpiR//cbtA//kgtP//
GO_0009114_8	trkG//
GO_0009116_5	hemG//znuB//sdaB//paaH//wzzE//nanA//ykfI//miaB//cpdA//ygbM//rlmN//evgS//pspG//aldB//umuC//sgcB//ldtD//csgE//recB//fepD//argG//acpT//cysD//mcrA//ycbB//ubiJ//dsbA//tomB//ycaN//pgrR//yfeO//rbsK//cbrC//nupX//rutB//rpsH//oxc//ycaO//yihQ//fecB//
GO_0009117_6	proC//opgD//ilvD//ptsH//murA//dcuD//potF//ldtE//yehY//ybeY//sugE//cspA//potB//frvA//speC//sgbH//ftnB//ygbM//znuC//argE//ppsR//frlR//rpnC//citG//ascG//ihfA//nimT//cysD//bssS//oppF//sseA//yfcG//mscL//kdsD//sanA//yagJ//ycgB//mltD//gnd//lptG//dnaB//ldtE//miaB//nagD//srkA//bioC//pdeR//yeiL//basS//truC//eamB//dnaA//basR//fadB//mnmG//yqjA//ydjK//gmk//prfC//ymjB//dpiA//tomB//fadE//truB//hcaT//ygjH//lyxK//pyrF//yegD//rstB//yphF//csiR//gutM//paaG//sucD//fes//idnK//ygcR//selD//yahD//tcyJ//mutL//tufB//pbpG//kdpE//rayT//insE-1//yqgB//rpsM//yfgO//hofP//pepT//gltL//pfkB//bdm//hinT//rcsB//ldtB//cvrA//appY//rclB//yeiE//yjjX//rbsA//
GO_0009119_6	viaA//dcm//clpX//sucD//ubiC//ybhI//ptsN//ddpX//dmlR//ybjN//pdhR//tdcE//acnA//potA//mdtQ//yodD//chpS//bfr//actP//rpsH//npr//purU//helD//yhgF//waaO//mreB//envY//frmR//nuoF//pgaA//kefC//ybeQ//deoR//recB//torS//
GO_0009120_6	paaH//betT//yfdC//ispU//
GO_0009123_6	lpxK//mdtQ//mdlA//ycjD//hipA//allC//fhuB//ynbB//ydbD//yeaG//mtn//nhaR//ccmH//astC//yheT//nlpD//ubiX//polA//oppB//arcC//yebZ//tnaC//xylR//yhjX//pyrG//hflX//eutR//yedP//yfgO//mdtO//mreD//cpsG//glnL//fimZ//fliG//ygjK//aphA//nuoM//sanA//fis//yfcR//frdC//iaaA//aroL//fimD//intA//
GO_0009124_7	yddA//yqeA//yahI//ydjE//rfaQ//rutD//yciE//rnt//aroC//phnO//rnd//fhuC//prfB//metC//eutA//nagZ//miaA//gloA//yihP//mnmC//nrdB//fabD//ibsD//insI-2//ybhR//evgS//nrdF//rssA//rpnC//yoaA//recG//rsmD//sixA//lgoD//htpX//rpoH//feaR//
GO_0009125_7	bglX//abgB//tcyL//lsrR//sgrT//
GO_0009126_7	flgH//lysA//lldD//cusS//exoX//yjjW//uxuB//mepM//rplY//yfeR//aspS//panB//dnaX//nudB//oppC//nusA//ribA//xseA//ybgI//pyrB//tusD//ilvC//yjjV//kdpC//serS//rhlE//rcsA//yhaM//bioA//aldA//rpsR//ygdG//srlB//aaeB//
GO_0009127_8	iscS//cydA//prkB//yjjX//thrL//tnaC//rimJ//rng//ymfA//xylE//glcA//sapF//yjiX//pdeL//gltS//asr//ispB//ptsH//yadK//rpmB//galK//yjbG//torS//cspI//decR//ydbD//mscM//dcuC//emrK//rbbA//
GO_0009129_7	dinB//afuB//fhlA//torS//allD//npr//glrK//mlaB//insA-1//fabH//
GO_0009130_8	folE//ubiH//prc//narJ//fryB//
GO_0009131_8	ssuA//fetA//fiu//ygaV//sgbU//
GO_0009132_6	narX//opgC//zapA//sapA//yafN//moeA//yqgB//polA//rnd//pnp//sbcB//tadA//kdpA//htpX//galF//rimK//pcnB//ftp//fimA//yhjA//pth//mog//cas1//yiaU//dusB//
GO_0009133_7	ubiD//glnH//rnlB//
