#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgbU//recF//nrdH//cvpA//
GO_0009201_8	gpsA//frvB//grpE//ydhQ//nemR//rtcB//melA//lptG//mglC//insI4//treF//manX//elbB//insA-1//rplL//waaS//cysP//ydfH//sutR//phoB//mukB//ubiX//sdhE//yfdS//
GO_0009202_8	fepG//
GO_0009203_8	lysP//
GO_0009204_8	purD//fdnH//glpB//
GO_0009205_8	sgcA//hisB//ompC//gcvT//lysP//agaA//patZ//amiA//yehC//ygcR//psuT//motA//srlE//ygcW//wzyE//ydjM//trmH//hldE//minE//argE//ttdA//insI-2//mltB//trkG//rnr//ascB//lysU//exbB//metE//
GO_0009206_9	epmC//fliG//nadK//yciE//ygbN//nirB//slyD//panE//fdx//dnaE//plsX//etk//moeB//murC//menE//hemA//glmU//rffT//nlpA//nrfF//paaC//asnA//rstB//
GO_0009208_8	ridA//yagE//
GO_0009209_9	ygbL//
GO_0009210_9	yaaJ//
GO_0009211_8	rhsD//pheP//ltaE//
GO_0009212_9	hslV//
GO_0009213_9	ampD//surE//
GO_0009215_8	cbrA//agaB//
GO_0009217_9	cyoD//insI-2//
GO_0009218_7	ligA//hemL//yihR//entH//rfaD//sgcR//kup//mdlB//aer//yfdG//rlmH//pliG//
GO_0009219_7	fabB//sbcD//yghO//tusE//ydcO//
GO_0009220_8	surE//pstS//rplO//ydcO//mobA//bdcA//
GO_0009221_8	prfA//roxA//clsB//sgrT//
GO_0009222_7	srlE//yqcC//uvrC//ompN//fliT//hupA//
GO_0009223_7	gcvR//asr//
GO_0009224_9	speF//leuA//
GO_0009225_5	dcuS//amiC//yqiI//rplK//ratA//bluR//tnaA//ydjL//yeaK//mmuP//wzzB//hypT//queD//radD//yaaU//
GO_0009226_6	tehB//ptrA//kdpC//glmU//rpsQ//yfaV//leuS//yhbY//ftsH//uxaB//trpC//bglX//yraI//
GO_0009228_7	yegT//gudD//yhgH//intZ//galP//queD//yadG//bamB//iclR//pheT//
GO_0009229_6	puuD//evgS//
GO_0009231_6	ygbI//rluC//pepB//mltC//gcd//murA//argO//
GO_0009233_6	bcsA//pfkA//ggt//csgG//rbsA//araG//narG//ynbD//tatA//iscR//
GO_0009234_7	queF//fumA//dmsA//tdcE//recX//yadC//hupB//malG//map//cobU//
GO_0009235_5	pstB//frwC//pepD//rutD//tesB//cho//
GO_0009236_6	trkA//malG//yfcR//yhjG//ugpB//pstA//
GO_0009237_4	yidL//yghG//acrD//allC//wecB//lpd//nlpD//pabC//ydfK//
GO_0009238_5	hybE//pgpA//sfmA//crl//intE//rcsD//yibT//mdtF//wzb//
GO_0009239_6	cspA//cpoB//lldR//glcB//eamB//nanR//ppsA//lsrK//
GO_0009240_6	malK//ygbM//tabA//uidR//norR//
GO_0009242_6	lrhA//uidA//phnP//gltL//folD//cspD//trg//ais//yohD//truA//ytfP//
GO_0009243_7	dgoA//
GO_0009244_7	yibF//gutM//metC//argI//uxaC//caiB//efp//amiB//fdnI//murG//rnt//spoT//malS//prfC//yebG//yeeL//ykgA//frvA//iscU//rhaT//aroA//ypdA//opgD//yjjG//narZ//pcnB//cyoB//ratA//pitB//
GO_0009245_6	hrpA//mltB//proW//rppH//yqaA//fucA//frvR//frsA//degQ//rplI//
GO_0009246_6	ybaQ//caiT//narZ//yfgO//yoeE//fadE//ybdO//trmO//cbpM//
GO_0009247_6	psd//flhA//yphF//nadD//rplP//yehZ//ypdC//fes//yhjA//gor//yoaB//btuE//
GO_0009249_6	frdB//panE//aes//
GO_0009250_7	ybjN//msrQ//csgG//narL//kefF//dtd//caiD//borD//pyrG//aaeA//qseB//ybiY//gcl//rutA//
GO_0009251_7	wza//ampG//phoB//gntK//norR//tdcF//
GO_0009252_7	mltC//hcaR//citX//cadC//sfmC//fadL//ygiB//nlpI//yjiX//mutT//ansA//yagI//yfeO//spoT//tolA//ybiX//ydcO//yehW//yqhC//symE//yfeR//ygbL//yafS//sdhB//ycjQ//yoeB//bdcR//cbrA//yacG//flhC//gpr//exbD//skp//yafQ//rayT//sbcB//acrB//yjhC//tusD//
GO_0009253_8	yhfK//yifB//glcE//allS//paaF//rplC//yeaK//murJ//mzrA//yjjQ//
GO_0009254_8	rclR//nuoB//dcuS//mltB//flgA//osmY//sad//emrB//aspA//yfaV//
GO_0009256_7	pckA//holE//sgbU//frdD//
GO_0009257_8	soxR//tar//mhpD//prmB//
GO_0009259_6	fcl//talB//fimZ//mhpC//hpt//cyoD//moaD//obgE//pstB//yehZ//yfcS//rpsL//frlA//yiaA//rimI//fecD//yieK//edd//rpsO//lpxL//truB//mgsA//araA//coaA//yhgF//rutC//treA//narX//ulaD//ybjI//murI//recN//hflX//barA//rplA//yebQ//fau//ybcF//menC//envR//uvrB//yeaK//rfaG//edd//tsaE//ftsL//argD//pgm//dhaK//uacT//phnO//tolB//relB//yfcF//iaaA//rplK//hmp//gltP//yihI//ybhR//zipA//
GO_0009260_7	ilvE//ais//dnaB//rpmJ//queD//ygiS//zitB//ygfI//narZ//yqhC//tdcD//dadA//yheT//manZ//dtpC//fdhE//cobB//narP//torY//yjhH//nhaR//nrfC//pgrR//wza//mhpA//yahK//yjaA//hipB//yhdZ//rplR//yjcO//csgB//gltK//ydfG//sbcB//fsr//alaA//pgrR//gntP//pyrE//ampH//patA//frsA//dgcF//
GO_0009261_6	sodB//chpS//fcl//gcd//mdtC//pinE//
GO_0009262_5	adhP//rnlB//ytfR//feoA//sspB//dapD//acrF//ydjL//kdsD//zapA//metQ//ydiV//gatY//
GO_0009263_6	ycjY//paaC//agaB//mltC//cysZ//hdhA//yibT//caiT//yceK//
GO_0009264_6	rrrD//rimP//rpmE//emrK//yhdJ//
GO_0009265_7	yghB//srlB//ampD//rhaR//dctR//
GO_0009266_4	fimG//ugd//rfaQ//cynX//cdsA//glgX//csrA//dsdX//lpxL//lsrD//shoB//gutM//trg//prmB//fimB//htrE//yfbS//malP//ttdA//yciT//phoU//pgaA//ftsX//mfd//malE//baeS//sdhE//aspS//malP//yciT//ftsY//xylB//aaeB//casE//mglB//cspC//ibsA//relA//emrK//yebS//tadA//fabZ//hyaC//waaB//rbbA//ydjM//intA//mak//rtcB//artP//nuoG//fau//dnaN//yejF//narK//yeeJ//ldtB//htpX//mutY//uspG//tauA//hisP//nadA//ydjL//priC//ubiG//rdgB//ynfH//prmC//mcrA//thiC//sucA//sufE//dnaT//fdoH//psuG//norV//pyrC//epmA//yajQ//asnA//ghrB//
GO_0009267_5	codB//yihT//bdm//yiiM//rnpA//emrY//uspB//pdeH//mdtP//argS//entD//srmB//ydiV//truC//fruA//yccA//envR//pdeR//rng//speA//ppk//lolA//gsiD//ytfP//yfaE//yfaL//
GO_0009268_4	yeaD//poxB//tusE//norV//yhcN//rfbD//tpx//mlaB//borD//dedD//ribA//yhaJ//codA//yahK//ldcA//rbn//rplX//yihL//frlC//pgm//preA//rarA//ykgO//rsmB//fimA//nirD//sgbH//
GO_0009271_4	murB//ynfL//pinE//
GO_0009273_5	rpsP//tsx//yggW//nrfD//casE//chaC//zapD//nadA//srlE//murD//
GO_0009290_6	rplF//gltK//
GO_0009292_4	nuoF//rplW//
GO_0009294_5	mscK//yabI//
GO_0009297_6	yfbU//gadB//birA//fimF//rimO//yccS//rbbA//dmlA//nikE//ftsY//fetA//kefF//udk//ibsB//
GO_0009298_7	ybjG//alpA//fecC//
GO_0009305_7	gatY//
GO_0009306_4	rffM//rhaA//puuP//gltK//evgA//potA//manX//
GO_0009308_5	rdgB//agaI//proV//purT//nanT//trmO//lrhA//fhuB//yfdK//flgE//mngA//rbsK//cyoE//rbsR//cysC//ygiN//rsuA//ycjU//mobA//betT//ridA//yagE//argH//plaP//gsiB//pstC//ybjL//
GO_0009309_6	ppiC//tqsA//ilvI//frsA//cpxA//qseB//rtcR//lpxC//tbpA//uhpC//nrdR//flgE//argK//nfo//
GO_0009310_6	arnF//ydcT//nadD//gapA//lipB//ompR//cysE//minC//lacY//diaA//yajO//ybjC//zapA//
GO_0009311_5	mreD//plaP//truA//uidR//insE-1//gor//ycgB//ubiG//ycbB//endA//tolQ//tig//pdeD//hcaE//chpB//glrR//zinT//frvR//sapA//mnmE//yggD//ybiI//yahN//roxA//aroG//glsB//yhcN//wecE//lpxM//idnD//elbB//eco//lptB//ydcS//minD//tolQ//proP//ggt//apt//araA//tolB//bsmA//fkpB//csgG//marA//murI//pbpC//malI//chbF//grxD//moeB//btuE//yciE//
GO_0009312_6	ycgR//glmM//pitB//thrS//frsA//ortT//plsB//tynA//nanE//cysK//chbC//nupX//guaD//bfr//livF//entC//mdtB//ynfE//lnt//mngR//phnO//rplO//hofQ//nudG//dinI//hybO//lplA//glnK//hybB//gor//tcyP//cysA//ydcP//mdtQ//argI//rsmJ//phoA//deoB//thrS//phnJ//rzoR//tyrB//
GO_0009313_6	decR//hda//recJ//metQ//narH//stpA//degP//wecA//cysZ//rpoS//
GO_0009314_4	ycgV//nrdF//dam//yieL//sxy//mug//yebZ//hscA//sapC//fhuD//flgF//murG//clpS//murF//cyaA//tcyL//mreD//nrfG//yiaO//prc//ortT//rsmB//yiaA//yhhT//rimJ//yiaB//rhaR//mcrB//lpxH//motA//uhpC//opgC//argG//tmk//cydC//yjhP//ymjB//otsA//secY//dhaK//azoR//ung//priC//adhP//lhr//psd//cbrA//rpiR//tolB//fryC//guaA//insI-2//uspE//yjjQ//gutQ//ydiV//sufB//queA//decR//yhbY//cbeA//gyrB//yihS//yedA//truC//argR//yibT//rssB//priC//ppx//nhaR//ygiW//uxuR//ahr//mscS//gsiD//agaV//cedA//ilvN//tdk//hda//mltD//uxuB//csrA//paaC//narU//ydjM//yhgH//mcbA//fucO//galT//mnmA//
GO_0009372_5	galF//yfaV//cmk//
GO_0009394_6	adhP//ydjH//glvB//hldE//manA//qseC//wzc//
GO_0009395_6	cmtA//
GO_0009396_6	lysC//glnQ//alsB//yqgF//degP//lapA//ulaA//clsB//tabA//holC//nrfE//
GO_0009397_6	prc//aroP//
GO_0009398_7	bluR//
GO_0009401_7	fliS//dosP//caiB//znuB//speF//cadC//poxB//dauA//coaA//frc//arcB//ycjD//pflB//yehW//aceA//ybhI//exbB//selA//ispU//soxS//hofC//proC//tdcF//kdpF//yqeG//ilvE//puuC//xanQ//rplF//uhpC//cirA//mpaA//rhaD//livJ//pdeL//btuD//bcsA//phoB//uvrB//ftsH//tpx//cpdB//tcyP//mrdB//dgcF//ccmE//adk//livH//clcB//hpt//ycjW//ldtA//
GO_0009403_5	yiaN//
GO_0009404_4	dnaC//glgS//rpsE//tabA//aroE//opgD//entA//cpoB//norR//yajR//uxaC//glcC//tadA//kdpD//yjfP//abpA//aroL//yaaU//rpnB//
GO_0009405_4	srmB//citC//ybcQ//
GO_0009407_3	sfmH//cheA//cbrA//lpxP//recA//cysK//mdaB//entA//scpB//frdC//gltL//ulaB//rlmJ//yiaA//hipB//tatB//
GO_0009408_4	hisH//hiuH//ygfZ//tyrS//kilR//menI//pepB//yahF//ybjI//tsx//ybjL//dnaK//umuD//yhjB//rpoA//ampD//rpoH//mltF//idnK//gnsB//tnaA//aslB//yhdW//folA//murB//cysZ//mnmG//gpsA//pyrF//potE//plsC//hdfR//dicC//ubiJ//prpD//fliD//yceK//fhlA//dtd//mdtD//yaiP//flhE//gstA//waaZ//topB//pgsA//metK//dnaC//truC//yfaV//mdtM//potA//maeA//aceB//ldhA//envC//fucI//btuD//tolA//rutD//
GO_0009409_4	pgi//clpB//atoS//fucI//yhaJ//potG//yceK//yjhG//gatC//yfgO//rimJ//lpd//pykF//crl//elfA//csgD//otsA//holB//
GO_0009410_4	ybhJ//
GO_0009411_6	xanP//yajO//corA//ulaB//hda//baeS//cpdB//allR//fabR//mglB//uspG//rlmE//gntR//hyi//nanC//yjhH//
GO_0009415_4	ilvC//
GO_0009416_5	rplS//mdtJ//envR//ccmD//tesB//nudF//eco//uidR//yhbQ//rihB//nrfD//mdtM//yebS//wcaB//insE-1//mhpR//yjaZ//yhjC//djlC//
GO_0009423_8	pdhR//dgkA//argC//dkgA//
GO_0009432_5	ilvN//fucI//deoA//amiD//grcA//feoA//nhaB//astB//pabB//aroD//gltP//kdpF//hofN//dtpB//yciT//minE//osmY//yidA//cydA//wcaB//ilvA//fepB//
GO_0009435_9	kdpE//moaE//glyS//yagG//xylR//narJ//sdhE//dctA//melA//
GO_0009436_6	hycB//rluB//feoB//frdA//
GO_0009437_5	ligB//potG//lpxC//cysZ//map//rimM//yabI//
GO_0009438_5	ariR//mutY//thiG//tcyP//ydiQ//yjbH//adhE//ypdI//dinI//pdxK//frwB//mhpD//yecS//msrC//ynaI//tcyL//yafO//fucA//hfq//ybiH//slmA//intQ//lsrG//rplI//hicB//pyrB//ydgA//otsB//rpsG//ycbB//
GO_0009439_5	pbpC//prpB//narJ//
GO_0009440_6	cysM//ydfH//yijE//
GO_0009441_5	lnt//yggF//ybjG//folC//rffC//
GO_0009442_7	ybgQ//lacZ//dut//tsaB//pnp//
GO_0009443_5	alaA//add//rsmF//
GO_0009445_5	tabA//nirD//bsmA//btuC//cspC//aroA//ybiO//uxuR//tqsA//xisR//
GO_0009446_6	surE//rpoD//
GO_0009447_6	opgB//tqsA//ybiV//rpmF//yegV//secM//deoR//cydD//
GO_0009448_5	marR//fruA//gfcE//livG//
GO_0009450_6	slmA//cyoC//dfp//nanK//
GO_0009451_6	malF//hycA//crr//htrE//narG//phnP//glnE//cirA//metC//rsmA//cheW//recE//tatD//mraY//paaB//yiaJ//yahD//xthA//lptF//yehX//actP//fadL//sanA//ftsQ//fruB//rhaR//lhr//gspJ//sstT//sdhA//metH//glpK//dgcZ//amiB//chiP//msrC//mak//cusS//rho//thiH//lapA//elfA//dfp//lptD//sdiA//yjcE//ghrB//betB//nirB//ynbD//luxS//ridA//diaA//gcvH//ridA//mlc//yjjI//intA//ruvC//cynT//rusA//thiD//cysQ//bioB//rsmG//yfjV//xseB//fryA//rlmB//cof//yggT//thiM//yafC//ybgQ//yihR//bdcA//stpA//mutT//rbsA//rpmA//pyrB//zraR//hchA//
GO_0009453_4	secE//
GO_0009454_5	roxA//
GO_0009593_4	ygcW//purA//
GO_0009597_5	bioH//
GO_0009605_3	lgoT//galK//ileS//rzoD//ppiD//htpG//matP//dctR//nrfG//lolB//ptsP//speG//narL//hycB//epmC//tatE//glgB//pfkA//sulA//gatZ//ribE//dgcZ//acpS//ybeQ//ygfI//caiB//dicC//betT//cheB//alsA//ribE//efeO//thrL//pyrH//mutT//btuB//moaD//prpC//yphF//acrZ//queF//mdtF//hupB//ybiV//sixA//cpxR//dapA//nupC//mltB//bioA//ihfA//araC//ybjN//yfiF//yaaJ//fadK//ugpE//cpxP//abgT//focA//cyoC//xanQ//tesB//glpG//dcuR//allC//yhbO//ybeY//yqeF//yjeH//lsrC//lapB//dnaJ//sdhB//paaC//oppF//asd//
GO_0009607_3	moaB//murI//pckA//pnuC//yehW//sfmF//dnaE//gstA//alaC//agaW//yohC//ycbU//mdoD//iaaA//
GO_0009615_4	yfbU//pppA//ampE//hypA//ydjE//mnmE//ssuA//envZ//trpL//rfaF//ybiS//yciK//yfgJ//xapR//
GO_0009628_3	bioB//ftsP//prmC//ghxP//yqjI//rpsJ//ygfZ//ybaM//rpoD//fdhF//mnmC//yciH//flgF//yjjW//ilvI//kefF//lysO//emrD//caiB//rpoA//pflC//yqhC//casA//fadJ//hisS//lldP//flgK//ribD//insE-1//mutT//zapA//ddpX//prlC//sanA//pntB//msrQ//yqhC//ftnB//clcB//gltB//sgcA//rsmC//rbsD//menB//yafN//trxA//pabB//cadA//ptsH//tdcE//menI//yobF//ybjD//ompF//hxpB//caiB//fruK//lpd//epd//galF//ftsE//pitB//lgoD//lacZ//matP//iraM//yfcR//modA//lptB//manX//ddlB//yggD//yhjA//paoC//yfeR//thrS//rluC//trxA//metC//asnA//fdnI//citE//hyfA//yadG//mutL//pldB//narJ//yidH//plsC//yhgH//yjjV//sapB//alpA//lapA//holD//pck//rnd//secD//arcA//seqA//fecB//eptB//atpE//tusE//ybcL//ilvI//tyrA//fmt//zraS//gspJ//glnP//fimB//folE//fmt//rpmH//ycjQ//gudX//feaB//mltC//yhhT//fepA//treA//ccmG//fliS//hemF//dtd//rlmA//allC//cmoA//tdcE//yaaY//moeA//ubiA//ldrB//mrcB//rplI//acrD//purF//ykgM//pepD//uhpA//fbaA//topB//atoS//narQ//pncB//cheR//yhjB//ybaE//torZ//marA//hipA//tnaC//hdhA//lyxK//atoC//hdhA//yccS//yehW//gltS//pgpA//tadA//ackA//tnaB//tauA//allR//sodB//yihX//tap//yhjV//npr//emrK//oxc//zur//yciG//puuB//rbsC//smrA//dgkA//pyrC//gatB//rpsB//ibsC//mltC//recQ//ibaG//cfa//soxS//cysC//rbbA//tatB//focB//chbR//fabI//ralR//rtcR//frdC//moaC//yaaY//yjgX//rlmH//wecB//ghrB//frwD//hns//pmbA//cynX//clcB//ycaO//arnF//fnr//leuA//fhuB//ygiV//cydA//thiL//nimR//amiA//queD//mqsR//frvB//tdh//pyrF//ycjD//yfcG//iraD//yjbG//scpC//yeeL//uhpT//
GO_0009635_4	rnr//
GO_0009636_4	dacA//dinI//radA//cheW//yaaJ//gabT//prc//thiI//srlB//btuB//rseC//ilvL//tdcC//gltX//yraH//moaE//abgA//elfG//yfgJ//trkA//ibpA//yfiC//waaQ//coaA//dsdC//cydC//bioD1//rhtB//adiC//betI//kdpE//
GO_0009637_6	pdeK//
GO_0009651_5	dacC//puuE//ychO//cpxP//yciA//gatC//
GO_0009653_3	torZ//
GO_0009696_4	nupX//
GO_0009697_5	murB//
GO_0009698_4	sdaC//
GO_0009712_6	plsX//tusC//aidB//cvpA//dppD//ftsK//bcp//bamE//qseC//cspI//
GO_0009713_7	hemC//mnmC//fryB//murP//pphB//yciF//rlmE//psd//tauB//
GO_0009719_3	eutR//iscX//yadN//
GO_0009730_5	speC//
GO_0009743_5	selD//
GO_0009785_5	yggD//
GO_0009850_4	arcB//gudP//nanS//aroG//yiaT//maeA//flgD//xseA//tufA//bdcR//ivy//yejB//yadK//
GO_0009852_5	mdtQ//potE//nuoN//sad//panF//ddlA//napF//lysO//rseP//rfaE//alaE//ykgO//cdgI//
GO_0009889_5	pyrD//pdxY//ccmA//araF//valS//yagJ//mioC//ycjP//polA//proW//mgrB//entH//uxuB//sucD//osmF//trmL//yphD//rspB//fes//dps//ibsD//ldcA//abgA//ybcC//panD//yhdJ//yidZ//pspA//pyrC//pspF//atpB//cpxR//fryA//fadK//sufC//fepE//msrC//maoP//ttdB//cspD//kduD//ybhS//ftsN//ygiN//yiaU//yacG//fis//tdcA//glrK//spoT//ybhI//ptsG//cysZ//yggW//casE//rsmF//eptA//nanR//yjjI//flgD//araA//srlB//ccmF//wzzB//yeeO//kdpB//waaG//ssuD//tbpA//sspB//mutH//rssA//gcvP//nadB//hinT//sohB//yddA//sdaB//gntU//fecC//clpP//carA//guaC//ggt//tus//waaG//dicC//rusA//sbp//fmt//rclA//wecA//cysI//rplO//cmoB//gsiA//ynjA//nrdB//lpxT//ppiA//mtlA//yadM//gspJ//xylH//narY//putA//malQ//yghB//mrcA//ttdR//rsgA//bluR//preA//mnmE//mltG//cheB//rpoH//cheR//galR//rpsJ//truD//gatZ//malP//folE//rplM//rbsD//epmA//glnL//yddA//pldB//menC//mglB//msrB//arcA//rffT//opgD//smrA//ulaF//hypE//ddlB//ycfL//wzyE//sucC//rlmA//iscU//fumB//carA//mreD//metG//nuoN//lpxB//ompN//frwB//ygeR//nrdR//uhpA//livG//yidD//gsiD//gltK//ykfM//sapD//infC//ldrD//adhP//flgD//rffH//ghxP//pflC//ruvC//moaD//thiM//plaP//nuoI//dgcT//nth//yfcV//fucK//rne//mtn//btuF//ribE//betT//yqcC//ptsH//evgS//artI//malI//yghB//lysA//appC//pinQ//mntH//djlC//lysU//leuS//rtcB//torS//matP//astB//murG//infB//htrE//marA//mrr//aes//bglF//lrp//pyrD//pinE//modC//appC//rpnD//umpH//cof//grxD//ubiI//uvrB//ybaT//recT//recO//rpsR//iaaA//ybgP//yjiX//lptD//yiaU//lon//murD//yqeA//yadM//dnaN//ybhP//aroP//tpiA//pphB//rplQ//gluQ//yciV//wcaJ//yfbV//basR//cyaA//fepG//mdtO//ridA//skp//gatB//phnN//yiaU//yhdX//fimB//fcl//csiR//nrdD//lysC//yddA//xthA//fimG//pepQ//yidA//nanT//fis//glcC//acpS//ldrD//sspA//cysB//fetB//yjjX//pdeL//waaF//ytfE//rcsC//murG//mog//dtpC//rhaD//htrE//zapE//epmC//dnaN//acpS//zapC//fadK//ybdR//kdpE//ispU//narW//ydaN//bamA//eutR//mioC//cpxR//elaA//ycjQ//paaC//pckA//yhbX//bioH//fecA//ssuE//brnQ//ybgP//ddlB//puuA//ynaI//yfdO//fdx//cas1//glk//alaE//hscA//eptB//gpsA//ybiV//
GO_0009890_6	ilvL//argA//nudC//uspF//appY//fetB//aroC//mrdA//kdpF//malK//nfi//nei//soxS//ycjD//mreC//leuD//dgcJ//yegT//ampH//rpsP//pgpB//ygfI//yneJ//glpA//lptF//yddA//yjbG//hisS//ispG//moaB//bioB//oxc//clcB//mltF//oxc//sucD//malG//fadI//recB//araF//hycH//oppA//yidH//priB//ilvH//serB//dgcQ//rclR//lhr//macB//yehA//kdsC//waaB//napD//hxpB//sxy//caiD//gltL//lon//abgT//mreD//yahK//rcsA//uspF//focB//xseA//luxS//napB//rplO//degQ//lpxM//ghxP//ybgI//opgE//nlpE//yfdS//hypA//aroP//evgA//hyi//rmuC//cyoE//ydfK//mtlD//lysC//yqeA//ilvB//ligA//thiM//ppk//rluB//lpxL//fepB//aroK//ghxQ//yeaG//waaQ//rpsG//hofQ//lpxT//cyoD//sspA//msrA//intA//serS//raiA//gntT//flgK//hicB//putP//cysQ//nfsB//rlmD//malQ//waaG//preT//yahD//dcuA//rimM//yfiC//rseC//
GO_0009891_6	xylH//ybbW//tcyJ//mraY//ribA//ihfA//dtpD//nanS//pgpC//etp//dcm//chbG//djlC//uvrA//zapB//truD//rpsG//xylR//manA//ccmH//gabD//ybhA//acnB//ybjD//napC//yqhC//tynA//argO//pliG//gnsB//insA-2//ydhK//yjhG//rfe//alsA//asnB//moaB//ttdB//cysQ//wzb//rplY//entF//phnN//rfaB//ycjY//ppiD//gstA//glnA//pspA//pyrB//ydcZ//lepA//argE//nikE//oppD//dsbG//caiE//glnS//flgK//cspC//pntB//tyrB//dcuR//yhfS//paaD//waaS//mlaC//yneJ//ybdZ//ycbB//oxc//hrpA//gltK//yfbU//csgE//feaB//fdx//yjhI//oxyR//nuoH//lysU//uvrD//gapC//
GO_0009892_5	btuB//dnaB//ampG//pnp//ygaH//kdpF//atpD//lgoT//rpnD//ulaG//uhpC//rarA//macB//gmd//hcaR//csrA//yhcH//ptsI//mdoG//envC//maeA//ybaO//ribC//prc//citC//efp//atpH//mscS//glpD//opgD//puuD//torI//yijE//aceB//guaC//ptsN//nfi//uacT//gsiB//galS//yahN//nusA//csrD//rpsS//potF//macB//ydcS//dfp//acpP//yhdH//kdpD//queD//glpB//rlmA//citC//rpnC//yhaJ//yehA//alsC//mepA//xylG//slyD//mepS//yehB//uhpC//yihS//mipA//cheA//tehA//basR//adk//fecB//gadC//tdcC//ptrA//rcsB//ybhI//panC//ydjH//nadC//cas3//nrfD//qseC//ybdG//xanQ//elyC//aceB//rplD//lsrR//ygiW//frdC//arnT//yehA//evgS//dfp//gnsB//phoE//ydiO//agaI//hldE//cysD//carB//bglJ//mngB//pgaA//guaC//phoE//murR//amiC//murC//pheT//rnd//lolD//nagC//yhjC//rfaF//flgJ//hemA//yfeX//glpD//aroC//alaA//wcaC//lysS//ortT//lptF//nanK//aspS//wecA//yiaO//torA//cobU//satP//dinQ//fepE//yfeO//rsgA//lptE//nanC//yagU//chpB//ptsG//rppH//ravA//pck//rpoH//
GO_0009893_5	tas//agaI//lptF//lptA//pspG//proV//ybiH//lptD//yhdJ//sohB//hycI//evgS//rutB//glyA//tolB//queA//mscK//flgM//aldA//ynhG//dgoK//yijO//pstA//essD//alaS//puuC//yhhT//nrdG//skp//ybhR//murR//hcaF//oxc//rclB//rraB//ytfQ//dnaN//malG//waaC//ybjG//yeaK//mdtP//cedA//acpH//cyoA//queF//galK//ybgQ//pspD//coaA//frdC//add//talB//yeiG//trpL//mlaC//dps//rfaE//holB//paaH//ydfH//hypB//ugd//mdtI//dcuR//yraJ//mnmG//yfeO//ybjL//trxA//clpA//yedA//hdeD//folC//malP//sdiA//bioA//fliZ//lacZ//selA//glmM//allS//hprR//ftsH//mutH//ispH//gnsB//degP//epd//bssR//folX//mdoD//yedX//rluA//sbcD//parE//ydiP//iraM//appC//
GO_0009894_5	shiA//fdnI//parE//torD//gadW//ydcO//nlpD//cyoB//nuoI//recD//napD//minD//tusD//cusA//
GO_0009895_6	ybgQ//fadK//matP//gfcE//
GO_0009896_6	mdtQ//sfsA//glyS//
GO_0009966_5	relA//
GO_0009968_6	rplN//
GO_0009970_6	hofQ//prpB//osmY//
GO_0009972_10	cusA//
GO_0009991_4	agaV//tatE//ybcQ//ttdR//arnA//puuB//adhP//dgoA//rzoR//msrQ//xerC//osmY//rssB//narZ//wecB//uxuB//ampD//ubiH//ldrA//dut//thiL//ytfP//ghxQ//rlmG//allS//fdoG//ydjK//mtlR//gppA//rlmE//hofQ//umpH//cyoA//yoeB//yceD//yphC//tyrA//flgB//tldD//yraI//torZ//yjjU//birA//msrP//yhfS//kefG//appY//metE//ispH//panZ//uspF//alpA//hisM//melA//gsiC//ddpA//cytR//purD//yjiR//uidC//pdxA//murB//gsiB//
GO_0009992_5	intQ//agaW//btuE//ychH//
GO_0010033_4	rfaG//xylB//mnmC//gloC//tcyJ//puuP//cspD//ibsA//ugpE//frvA//nirB//dnaE//umpG//rbsD//marR//gntU//deoR//yggN//borD//betT//entD//citC//osmF//mntR//nadE//rpsH//artP//yhhZ//rpiR//ribF//umuC//yidZ//fepG//rpnB//kbaY//tesB//phnC//aidB//dgcT//nimR//rpsA//ydeP//prkB//
GO_0010035_4	mpaA//ada//hfq//lgoR//rlmF//rseB//plsB//baeR//ycbX//rstB//adhP//dusB//recB//acrR//treF//ibpA//ybbY//ygiV//rpsB//hisI//tonB//fdoH//ycgR//seqA//fliZ//def//cpdA//murG//yidQ//emrY//deoR//tktB//slmA//casB//rsuA//ivy//ychF//ubiH//katE//fes//idnT//hybB//uvrA//spoT//mutY//gutM//kdpE//cysA//tilS//carA//cpsG//nrfE//ansA//rpmE//yobA//uxuA//lipA//murE//sbp//yjiQ//trmA//psuT//yafQ//yhaM//ygiB//higB//bdcA//fpr//glpC//yedL//yieK//kdpA//ybgP//ileS//yjjQ//bglH//
GO_0010038_5	lolC//pphA//galK//ydiB//panZ//wzzB//fryC//gsiA//mhpR//trmA//recE//ompW//cysW//rhaA//rlmF//ybfA//abgT//ybaT//feaR//mqsR//aroC//srlA//rclA//yhdJ//yeaE//gltX//mazG//hisS//fryA//yhaM//tmk//agaW//hicA//holE//uspC//ibsD//cspD//yhjV//yaaJ//bcp//wrbA//bepA//fucA//rbsR//trpS//
GO_0010039_6	phoU//gntT//xylA//ybcM//hupA//yghU//yghO//
GO_0010041_7	alaA//ccmD//yeeJ//ydhC//rusA//ymgF//
GO_0010042_6	ymgA//frvB//
GO_0010043_6	yciV//mreC//lhr//menA//yfbU//fnr//
GO_0010045_6	yafQ//pckA//secD//
GO_0010106_6	lrp//
