#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rnt//cysZ//ariR//nrdG//
GO_0009144_7	tnaB//aldB//rimK//ilvB//moeA//sfmA//waaB//fimD//ugpA//cheA//pgaA//fdoH//ubiD//insI1//mutM//cysM//yqiG//prkB//tcdA//bioA//fpr//phoQ//mutY//adiA//potI//dacB//moaC//hisD//hofO//nagK//mhpA//
GO_0009145_8	rnpA//amiA//mnmG//atpF//thrA//rsfS//bdcA//nupG//elaB//fabD//frlB//clsC//aceA//menE//ccmE//aceA//prmC//rpnC//yidH//hyaB//gatB//ykgM//spoT//
GO_0009146_8	ynjD//rarA//
GO_0009147_7	flgB//ynjA//yfcU//waaU//
GO_0009148_8	fadD//aroE//
GO_0009149_8	dtpC//hdeD//
GO_0009150_7	allS//frlB//gadE//deoC//ilvA//nanC//rluA//maeA//iscR//ymjB//yqhC//frwC//lysC//ilvB//fruK//ybjI//cadC//yqgB//hcaD//yagI//acnA//yajD//ribE//rbsB//yfiR//menC//tatA//ssuA//fdoG//rclB//rayT//trpR//yeiE//yccA//katG//dsdA//cmtB//xanP//lpoB//guaD//fdhE//ybiA//purT//tag//cobC//kdpE//epd//lamB//
GO_0009151_7	cyoE//spoT//
GO_0009152_8	fre//eno//fiu//paaJ//yebK//lpxM//yhjX//rpmB//yobA//btuE//aceA//dxs//rpsI//ynjD//araG//yraK//potG//fecA//orn//glpF//folC//glmU//oppF//rbbA//hisG//cyaY//ybdH//cspE//rfaQ//agaS//wrbA//rrrD//rimK//argG//speB//purF//minC//
GO_0009155_7	cstA//uxuB//
GO_0009156_8	blc//roxA//prlC//aroL//malS//ptsI//aaeR//bolA//dicB//bcr//kdpD//glnB//malQ//ada//rpsL//nikA//tehA//rarD//yjfP//sdhB//gadC//rpsS//puuB//rffG//yfeX//fixA//rplI//pheP//hmp//nei//yidL//smrA//zntR//
GO_0009157_8	fre//elaB//nadE//fruA//
GO_0009158_8	galM//modC//mlaC//sugE//hemE//
GO_0009161_7	yfbV//yggX//hns//prfC//zupT//galP//gdhA//mdtC//hslR//dedD//ydeP//glcF//thrC//yoaA//agaW//tolA//yfaE//aphA//grcA//yhfS//insI4//wzzB//paaK//etp//hrsA//recO//ispB//asnA//ybdM//yegT//creB//yeeA//lptB//hycA//msrC//katG//hisI//dicC//uhpT//ydhC//ybeQ//tamB//
GO_0009162_7	rhtB//fdrA//rimI//ghxQ//
GO_0009163_6	lolD//ynbC//dinG//speD//trmD//yhjR//gcd//puuR//sucC//yhhY//yfgO//rplB//rsmD//cfa//yraR//trkG//nepI//ybiA//amiA//
GO_0009164_6	yddL//yahF//proX//glnL//nusA//gpmM//cdsA//nrfA//phnK//argG//zapC//csdE//yggF//
GO_0009165_7	argF//phnK//rpoS//wbbK//xylE//ftsB//ddlB//fepB//glpC//tusD//bglH//afuB//tauB//menC//allR//crcB//yaaA//dmsC//dgoK//yihS//ynbD//rfaD//entH//yfiR//creC//yhgH//maoP//dnaQ//wcaC//ccmA//dcuC//hsdM//flgB//yceD//secF//ptsG//ydhK//rimO//pheS//hybC//msbA//parE//rfbD//arnT//rplR//ybiH//kdsD//fabH//solA//nudB//murG//ubiJ//rpnB//prc//dgcJ//der//entS//sufE//sdaB//ybhA//dcp//ybcM//wcaB//thrA//iscA//yfeO//tilS//yoaB//rclA//gspF//putP//
GO_0009166_7	acpP//yfdG//fabZ//phnG//ydiV//kbaZ//ftnA//yaaA//prpR//lysO//thiE//cheZ//yggN//yiaB//msrA//ompW//ydjL//rppH//tyrR//yfjR//insI1//ybfE//insI-1//rpsB//fnr//rssB//yfhM//yfcU//dmlR//ddlB//proB//
GO_0009167_8	xylF//clpA//argB//galK//ybdM//ycjU//serS//yjbF//yphC//ygdG//yeaG//yhgH//ycgR//fimD//relA//mraZ//amiD//rsmF//gadE//fau//nupX//rlmA//nanE//fic//sgcA//cysK//otsA//rlmM//hscA//livJ//rpsR//btuC//yfjR//melR//
GO_0009168_9	nemA//exbD//gnsB//purT//mdlA//sulA//crl//narQ//frvR//ydcO//appB//nsrR//sspB//ribC//trmB//rep//dpiB//livH//kdgK//hofO//gltK//pabA//glk//glvC//btuE//araF//lpoB//pdxK//yhcN//ybdH//
GO_0009173_8	yhaO//zapA//rssB//bluR//rluC//sdaA//fryA//
GO_0009174_9	hinT//ttcA//
GO_0009175_9	kdpD//atpA//nrdH//lhr//mutY//
GO_0009176_8	gppA//pdeR//yihW//
GO_0009177_9	ltaE//sufA//xerD//
GO_0009179_8	pncB//truB//yagI//ybcJ//pheS//glmS//ydfD//parC//chbG//mglC//yedF//rpnA//rspB//ubiI//fes//nanA//dcyD//yjjQ//zupT//yfdK//gudD//nuoF//ribD//
GO_0009180_9	rseC//
GO_0009185_7	stpA//ubiE//lit//adiA//cadB//ompC//ydiQ//fabA//rplS//lpxB//yihT//ypdF//rarD//ssb//casD//agaR//hupA//guaB//entF//yfhM//yefM//agaD//yggF//lamB//
GO_0009186_7	surA//
GO_0009187_7	yqeA//rfbC//
GO_0009188_8	cadA//rhmR//
GO_0009189_8	dinB//
GO_0009190_8	gltI//kch//
GO_0009193_8	ymfA//
GO_0009194_9	rppH//
GO_0009196_8	dppD//
GO_0009197_9	amyA//
GO_0009199_7	waaQ//dsdC//recB//udk//rplY//adhE//insI4//rlmJ//hisC//pdxK//thrA//frsA//gluQ//lldP//ssuA//kefB//fryB//gabP//ghoT//tamA//sanA//nrfB//hisH//rodZ//csgD//uof//zinT//dmlA//yijE//pepQ//yehZ//
GO_0009200_7	queC//narU//kdgR//sspA//
GO_0009201_8	ybcQ//livJ//infC//glxR//oxc//nirC//miaA//fabB//nadC//ycbV//qseB//feoC//rpsK//lepB//yfcS//infB//gatC//yehA//puuE//ydeO//tbpA//recX//fbp//tmcA//
GO_0009202_8	insA-1//
GO_0009203_8	ycgV//
GO_0009204_8	allD//fmt//yhhT//
GO_0009205_8	cspI//leuS//yebZ//pgpB//znuC//rfaQ//gmk//ybjD//waaF//yceD//rutD//fmt//agaD//phnK//murA//zupT//rimJ//folM//uxuB//rpsN//rutR//btuF//menA//cysE//rlmC//flgD//dfp//betB//tqsA//
GO_0009206_9	ykfM//yjtD//sspA//ydcR//gltD//ugpB//ybdO//gsiB//nuoF//rhaA//ssb//waaZ//ibsA//yhdX//yiiE//hypF//yebQ//actP//gadE//arfA//rbn//ffh//alsC//
GO_0009208_8	entB//yfeO//
GO_0009209_9	znuB//
GO_0009210_9	entB//
GO_0009211_8	yfaU//cfa//lpxM//
GO_0009212_9	hisS//
GO_0009213_9	arsR//ybjL//
GO_0009215_8	yggT//deoD//
GO_0009217_9	ybhF//yjaZ//
GO_0009218_7	mgtA//sodB//yebK//alaE//narU//fadR//dicC//glxK//puuC//tcyL//ftnA//rseB//
GO_0009219_7	skp//rpsR//xylA//ubiX//acpH//
GO_0009220_8	iaaA//ompW//ycfH//gudD//nuoN//tolR//
GO_0009221_8	yfbS//yjjB//rpmE//waaU//
GO_0009222_7	ybhR//narX//dicC//carB//yrdA//lpxB//
GO_0009223_7	slmA//ymjB//
GO_0009224_9	bioP//trpC//
GO_0009225_5	astC//tmcA//ydiO//dapA//phoE//prc//entC//insK//ydjJ//gcvP//waaB//rnlA//panE//dgcF//oppB//
GO_0009226_6	hslU//alaA//paaK//holC//ulaF//ghxQ//arnT//fepB//menE//tdcD//ybcQ//hemG//mrcA//
GO_0009228_7	lgoT//kdgR//rpsS//pflB//yhhZ//yohC//dinJ//pyrG//ttdR//fhuD//
GO_0009229_6	mglA//creC//
GO_0009231_6	yjbH//yegS//yiaJ//dsbC//galS//fabH//scpB//
GO_0009233_6	gph//deoA//argP//nanT//ppsR//yagF//pheM//yagE//ttcA//yidD//
GO_0009234_7	yggF//abgT//ynaI//casC//hscC//elfD//nudG//trmA//nuoF//murD//
GO_0009235_5	dhaL//gntR//yehT//sodC//rihB//yieE//
GO_0009236_6	yeiG//rimP//gspJ//yggN//dppC//xylR//
GO_0009237_4	yggP//cobS//bioC//entB//wzzB//atpA//citX//oppD//fumA//
GO_0009238_5	dgcM//nusG//ypdB//lldR//tatC//narY//lgt//moaC//hemF//
GO_0009239_6	abgR//mioC//gpr//baeR//rpsG//frsA//bglB//citC//
GO_0009240_6	pcm//ddlA//yidP//manX//dmsC//
GO_0009242_6	frmA//mrdB//ftsA//atpG//hfq//flgG//znuB//glmM//tag//thrS//dgoR//
GO_0009243_7	plsC//
GO_0009244_7	nfuA//rhaR//glcE//ybaE//yjhG//bssS//murC//livK//yddL//narL//yjbF//zraS//garR//pdeR//moaB//ypdC//yieE//ibsA//yghU//yobA//yjcO//xisR//cspG//hemN//adeD//ydjL//ftnB//agaR//clpA//
GO_0009245_6	pmbA//uacT//yfdG//yaaY//ibpA//sucB//frdB//pdxB//fadL//opgH//
GO_0009246_6	pstA//fhlA//ycjD//rutG//eutN//cysA//ispF//nsrR//yeeO//
GO_0009247_6	murI//yghG//ilvN//ihfA//chbF//dinI//ybdO//hyi//iraP//holB//avtA//fepB//
GO_0009249_6	dkgA//mtlR//phoQ//
GO_0009250_7	ygjK//rplN//nirB//glpR//ynfF//priB//oppA//hemF//wzc//cueO//znuA//intA//pdxH//glcC//
GO_0009251_7	aceF//pykA//pgk//araA//hokE//cbtA//
GO_0009252_7	ybiJ//arnA//trpA//mdoD//csgF//helD//trkG//murR//mgrB//menI//ytfP//yihO//pth//phoB//mog//crcB//glrK//ymgC//bssR//gntK//ttdB//opgG//miaB//msrA//agp//yacG//ynfH//atpH//fadJ//glpF//nrfA//pnuC//gatZ//dacA//mlaF//ettA//hofC//rph//tufB//
GO_0009253_8	mdtP//pheT//mnmA//qseB//potC//purB//plsB//srlB//ompT//glsB//
GO_0009254_8	hipB//insF-1//mazG//pcm//ybdO//ykfI//gsiB//mtgA//hcaF//arnF//
GO_0009256_7	acrB//yegS//yhfK//nudG//
GO_0009257_8	atpH//ydjK//oppA//trpB//
GO_0009259_6	abgA//pdxK//zur//lacI//bglB//yjjG//bioC//yihU//ldtD//fabG//glmS//rpsR//rlmB//frlC//lexA//secB//lptG//mntR//sapF//gsiB//cpxA//insI4//argK//opgG//hrsA//queG//shiA//betB//pspC//rzoR//potH//fadL//tauB//yoeE//trxC//exbD//aspS//zwf//ydeE//nagA//dcuD//lpxB//potD//fucO//pepT//hslV//lgoT//oppA//tpiA//rpoD//lysR//kduI//rssA//mazG//ybiI//rbsA//fdoI//gspE//lexA//dhaL//maeA//
GO_0009260_7	ybiJ//yneJ//ung//focB//acs//dhaK//trmL//gshB//argB//rplA//caiE//ygeX//sthA//menH//nrfB//eco//hxpB//ybjG//pdxJ//fucP//icd//iraD//yagI//raiA//bioA//prlC//yadM//frdB//dppD//dinG//cysI//elaA//iclR//rfaG//rpoD//fkpA//yjiY//yjhB//atpH//citX//ansA//argK//ycjQ//prs//
GO_0009261_6	yiaJ//msrB//pspC//ygjH//leuB//rpsN//
GO_0009262_5	rlmH//srkA//ibaG//pspA//cca//yjjU//clpX//yohD//ldrB//amyA//frdA//murI//pphA//
GO_0009263_6	ypdF//lepB//guaB//yraJ//rlmH//kduD//ispA//adiC//baeS//
GO_0009264_6	pheA//insH-6//paaK//lplT//dapB//
GO_0009265_7	cysE//pldB//proV//narY//ubiX//
GO_0009266_4	fdhE//murB//pgk//rffH//yjiQ//acrB//pflB//glcD//rnhB//csiR//yeeY//nfsB//tabA//kbp//trpGD//nimR//hofC//tar//ydfG//yfcG//pbpC//ldrA//ycbV//casD//speA//ftsP//yphD//agaA//tdk//ftsP//ydhC//uvrY//cecR//rbfA//lpxL//osmF//insE-1//phnH//mlaE//ydfK//fixA//yohD//dnaE//pitA//paaH//uup//ptsP//nagC//trpR//trpR//sufE//yhcD//rclR//glpT//aaeR//wecE//sapB//ybbW//ynhG//gudP//pagP//recN//sfmA//lrp//bdm//eutB//cobS//yjhH//glsA1//wrbA//tdcR//menD//yraI//fliT//kgtP//lamB//asr//yihU//ilvI//murD//carA//hxpB//
GO_0009267_5	yhbY//accC//yfaU//pbpC//hokE//tdcB//nanA//ypjD//tamB//dcyD//hemF//tolC//exbB//gltP//ydaV//phnK//wzyE//yjcS//pgaA//nei//dkgB//rpiR//yaaA//prpR//mlaB//yfiF//
GO_0009268_4	cspA//dppA//rutR//mdtI//ydeT//lpd//dicA//waaQ//ydjH//yjcE//cca//dusC//ushA//yjiA//mreB//wzyE//mntS//yddG//rluA//uspG//hemG//lpoB//greA//yhbS//selA//trmO//pgaD//
GO_0009271_4	cdh//rplS//patA//
GO_0009273_5	ymgC//mutH//gluQ//yahF//mrdA//dsbA//rpsM//gcvA//ccmG//agaI//
GO_0009290_6	gadW//rhlB//
GO_0009292_4	sgbE//ycbB//
GO_0009294_5	tnaB//rpsB//
GO_0009297_6	ybhP//mngB//rhlE//mhpT//insK//gltB//metK//hflK//murG//elfA//mukB//yjhG//groL//uvrA//
GO_0009298_7	cueO//murC//acrZ//
GO_0009305_7	mcbR//
GO_0009306_4	sufC//dctR//pbpC//yjfF//tauB//ygdG//hupA//
GO_0009308_5	lnt//ymfK//cspE//serB//wzyE//rraB//dmsB//bamA//cyoE//insI1//intQ//mnaT//ghoT//lacY//mhpT//phoR//fimZ//pitB//dinB//lsrR//fliZ//pheP//rhaB//yraR//hofQ//dgt//mraZ//
GO_0009309_6	fbaA//xdhB//glnK//yehA//flgD//yibH//yibH//ydiF//panE//dgoK//helD//paaJ//yejF//yajL//
GO_0009310_6	recO//ytfT//ybbN//yggT//ppc//ybfA//tsx//cutA//cnu//ydcM//pinE//hipB//entS//
GO_0009311_5	dinG//mtlA//tar//chpB//gltB//guaC//sugE//rlmG//yehD//yagU//dauA//ccmD//yidR//nemR//glcE//gltB//cysH//yhfS//yqiG//rclC//yeaV//lpp//murP//rcsC//ispU//selU//proA//yihX//pdxJ//hisH//sapA//gltK//xerD//rffC//yihO//aroA//ibsB//rlmJ//efeO//nrfA//pgi//add//narI//dgcM//iraM//lipB//pflB//murD//ligA//ydcP//ybcJ//yhjC//uspB//
GO_0009312_6	yegD//yfcF//panE//ompT//yhdZ//ybjC//fis//ubiG//treF//yhbX//dld//yaaY//menE//yebQ//speC//ybdH//rplQ//arcC//flgE//chbF//paaA//yaaY//paaF//tdcB//cysH//rpiR//ykgO//casE//rluF//yciV//glnQ//prfA//gsiB//hipA//fabB//lspA//kdsD//csrD//menB//ubiJ//hofM//dcm//
GO_0009313_6	yobA//leuA//pgpC//epmA//tilS//ais//ynbC//soxR//dapB//rbsC//
GO_0009314_4	melA//bdm//nrdE//cheB//ubiI//miaB//ilvM//casD//lysP//argD//pck//mhpT//mrcA//cspG//sgcR//oppF//ybiJ//uhpC//hexR//cpxP//atpC//sseA//cysM//hisD//xylE//yedF//soxR//fliM//sdhA//recX//iraP//rplL//gabP//sgbU//hmp//ycjY//cysZ//arfB//oppF//rsgA//cbeA//arfB//metI//malY//ygiW//yobA//nuoI//amiB//evgS//baeS//argB//gntP//iap//alaA//chbB//iscS//ubiF//mliC//xerC//gadW//glmM//dapF//cusF//yedA//fecB//phnK//slmA//ydiF//sgcA//lysC//lnt//yidD//yfdO//glyA//yehD//ybhP//cueR//alaE//ybeF//dinD//mntS//sucC//wecA//cysB//nfsB//tig//lpp//alsA//yeeY//ptsG//fes//hofN//
GO_0009372_5	agaW//pyrC//rcsF//
GO_0009394_6	tehB//tdcG//nagZ//yjjV//gnsB//codA//ydiV//
GO_0009395_6	ymjB//
GO_0009396_6	ydeO//dtpC//lyxK//fabZ//rplT//manZ//chbR//yccX//fepC//srlA//moaB//
GO_0009397_6	rpiA//pal//
GO_0009398_7	rna//
GO_0009401_7	glpG//groL//ynbB//lepB//rimO//focB//rpsO//psd//cyaA//rplY//proX//yjfF//wcaJ//yfiR//higA//ychO//gluQ//uspE//yaiW//ybiA//insI4//proX//oppB//glnE//degS//pdeL//frlB//hsdR//rffG//glpC//waaO//sulA//aidB//entF//xerD//mobA//nac//dctA//spy//argE//rseP//ybfE//rhtC//yhcD//yccX//yfdS//tag//nagE//csgB//mioC//cysS//fdx//
GO_0009403_5	pflB//
GO_0009404_4	hscB//sfmH//yhdH//phoR//fruB//rclC//flgM//yedA//nanE//ybcL//glmM//yjeH//cynT//dcuB//nuoB//sad//yhjV//pckA//shiA//
GO_0009405_4	rdgC//rplS//rfe//
GO_0009407_3	uhpT//ydcZ//patZ//nlpE//nagZ//aaeB//tpx//alsE//cmoB//yqiJ//pdxJ//crp//agaV//rsmI//kup//trmD//
GO_0009408_4	cyoC//dld//gatY//ppk//ghoT//ebgA//nlpE//groL//mutY//rpsG//dcd//araH//recO//pfkA//wzzB//cysE//rfaF//moaB//elyC//pspA//ybcM//bioB//gcvH//btuD//garR//mdaB//tsaC//bacA//murD//acs//ydiB//glgC//aroL//lptF//yobF//fetB//uxuB//bamB//pfkB//rpiA//ptrA//potI//zraS//mdtK//ilvE//fimB//higA//betI//rnr//gph//htrE//yfdR//putP//torA//pinE//creC//sxy//hyaA//rpsI//ilvM//
GO_0009409_4	ycbV//ssuD//cueO//proC//fucA//crr//lepB//zraS//rpmA//intE//ygaH//agaW//hemE//nrfE//holE//blc//hns//ibaG//
GO_0009410_4	ssuE//
GO_0009411_6	dicA//idnK//psuT//hda//rtcR//yhjR//ubiD//pyrD//gltL//dcuA//prpR//ampH//yadI//ptsI//hisI//ribB//
GO_0009415_4	yahN//
GO_0009416_5	moaB//frvR//aas//torS//xapB//yjiY//uspB//dgoD//ygjR//rsmH//gatY//yecS//minD//dtpC//envC//mug//pepB//ulaC//yhdX//
GO_0009423_8	dinJ//yciH//rlmL//rsmC//
GO_0009432_5	tdcE//symE//rpmJ//elyC//hcp//ugpB//folP//yebQ//mltG//yidK//ycaO//feaB//ssuB//idnT//fadI//rbn//lpoB//betI//mtlD//sugE//lpxH//caiD//
GO_0009435_9	yqgB//ynbB//iscU//lolC//elfD//uspC//gor//ychO//cyoB//
GO_0009436_6	yjcO//rutA//yehA//znuC//
GO_0009437_5	caiF//fetA//lacZ//yfbS//nmpC//puuR//recX//
GO_0009438_5	hdeD//yciE//bioP//murQ//scpC//efeO//fliG//ydiP//yfcA//ompN//nuoB//sugE//yadI//puuB//qseC//coaA//dnaT//ampE//rsfS//yqhD//mnmE//trkG//pdxB//ugpE//glcA//ydjE//leuD//proC//xylF//manZ//
GO_0009439_5	nagD//dpiB//qseC//
GO_0009440_6	gnsB//rffM//acpT//
GO_0009441_5	mdtK//fhuF//rseB//appY//rutR//
GO_0009442_7	gntP//nagB//ugd//tsf//opgD//
GO_0009443_5	trmL//fiu//zapB//
GO_0009445_5	napD//ada//proV//fadD//ybdZ//puuR//bamA//wcaJ//gltK//garR//
GO_0009446_6	rhtC//bamB//
GO_0009447_6	fumC//murB//rdgC//orn//dsbA//pntB//lipB//ydiO//
GO_0009448_5	epd//yghW//ilvB//yccX//
GO_0009450_6	recD//puuD//coaA//waaF//
GO_0009451_6	ydjJ//ugpC//galT//ynfL//sutR//glxR//mog//atpD//zinT//ariR//zntR//agaV//yehA//yahN//yeiL//cdgI//dbpA//nikR//glxR//fabD//satP//dtpA//cedA//degS//glpK//yicJ//spy//panF//uvrB//bipA//priC//narX//dgcE//uvrD//alsC//aceA//dsdC//htrE//nikD//yidP//borD//cysQ//spy//hcaF//rzpD//higB//map//menH//hisI//dsbG//dgoT//viaA//btuR//rnlA//rarD//sdhC//eutA//yjbG//rhmR//proQ//phoP//fhuF//ykgO//sufE//gapA//znuC//rnlA//tas//yfdK//creB//zntA//tsf//sutR//pdxH//folD//yebK//aer//csgB//ybbN//yqaB//glpT//srlB//yhjV//
GO_0009453_4	yijO//
GO_0009454_5	cysH//
GO_0009593_4	tktB//sbp//
GO_0009597_5	zapE//
GO_0009605_3	hslR//yiaL//dkgB//yfcF//mtlD//rpiB//yfcV//cysM//plsB//yehY//tufA//acrD//osmY//minE//dctR//pgi//artI//scpB//btuC//aspA//yagG//umuD//rplP//secM//rapZ//moeA//rffH//rpsK//arnE//uhpC//mhpA//gspE//hemN//ddpX//cvrA//msrQ//ldrA//amyA//gltL//rzpR//bdm//ygjH//citG//yijO//bglX//proA//thiG//yiaA//oppF//cheB//glnP//proA//sdhE//hslR//dinB//acnB//yhbO//sfsA//truB//nikC//exuT//uraA//glxK//yohC//crp//queD//sapD//tcyN//yqaE//bioC//dnaA//ribC//lptD//lysU//hisP//yfdO//ykgA//
GO_0009607_3	yphF//rbsD//rraA//crcB//gspI//mdh//aldA//rcdA//hha//hypB//ribE//arcB//rlpA//btuR//
GO_0009615_4	ydbK//arfA//moaA//nirC//phnK//patD//pepQ//arfA//shiA//shoB//waaJ//hpf//iaaA//flgG//
GO_0009628_3	fruB//proA//ogrK//eptB//dmlR//ybjL//trpGD//gltS//higB//yraK//fimZ//yjbG//nagC//gutQ//rpiA//pepD//hofN//solA//katE//pstA//thiD//insI1//asnA//rplM//rhaR//ftsX//rapZ//hsdM//ycjD//insK//potG//yojI//araD//lysP//idnO//ygiS//ppsR//ccmH//metN//yeiE//degP//bglX//ygeX//umpH//pdxH//argG//argP//frdD//allS//ybjD//dicC//acrR//livM//rho//sucB//copA//glpA//yecS//entD//hypT//kdgK//alkA//fdnI//yjjB//waaY//yjbH//lptB//wcaC//nrdI//uspF//fepE//potC//pepD//yibF//mgrB//holC//cspG//yaiW//zwf//glcC//dxs//ftsB//tusE//adhE//ugpA//fadI//guaC//hslJ//queD//yebS//dapD//yieL//znuC//yagJ//insI4//fepA//deaD//mrp//mdlB//infB//phnK//yoeE//dsbG//mdtK//putP//gatY//cca//polA//fabB//ortT//mdtO//lpcA//cca//vsr//dps//yajL//yoaA//ypdF//gcvR//yidK//garK//rhtC//rpsK//deoR//yaaJ//ulaD//talB//topA//hycA//paoC//gatZ//nuoL//ribD//manY//narJ//nrfF//yjiY//frvR//rutE//wzc//waaO//xisE//mfd//ruvA//lgt//yeaG//gudP//fis//era//yhbY//rbfA//dld//putA//ydjH//btuB//dtpB//hyfC//ydcT//artP//uspC//arcC//ldrD//trxA//yhbO//hicA//kdsD//hofP//yeiG//yciT//ydeP//fadK//hyaD//fliG//yfdC//proC//dsbC//yjhH//hofO//hslU//marA//nagC//yadG//aceF//lacY//rluC//artP//paaE//fdnG//priA//aceB//yfaX//phnC//rsmH//tdk//yhaM//sucA//scpC//yehC//ypdI//metG//thiH//btuE//arcC//umuD//entS//aceA//pdxY//elaA//narJ//mdtA//ushA//lpxK//sfmH//rcnB//rlmI//epd//clpP//arsR//yehY//aroD//nimR//appY//kdgT//hofQ//ygiN//ffh//pta//nemA//arnF//modC//
GO_0009635_4	fimD//
GO_0009636_4	rpsJ//thiH//ygbI//pyrH//ypdI//cdh//yggW//ymfK//ybdH//yfbU//fixA//tisB//thiM//recR//ortT//mcbR//insB-2//paaX//yhcF//menD//dusC//mtr//lolE//folD//rpsQ//tnaB//ycgB//metE//solA//ompG//rpsI//
GO_0009637_6	sufD//
GO_0009651_5	glnP//hisF//yfgI//gstA//fbaA//frvR//
GO_0009653_3	aceK//
GO_0009696_4	pdeH//
GO_0009697_5	tatB//
GO_0009698_4	yajL//
GO_0009712_6	rlmC//mzrA//rcsA//glgX//minD//oxyR//sdhB//rluB//hldE//ybdG//
GO_0009713_7	ynfE//mutH//phoP//oppB//yjcS//groS//sufE//alkA//phnO//
GO_0009719_3	yphF//prfA//bioB//
GO_0009730_5	pspD//
GO_0009743_5	ydiP//
GO_0009785_5	sbcB//
GO_0009850_4	gsiB//cysE//intQ//miaA//nudC//hslV//lpd//alsA//rnlB//uspC//yhbS//katG//ynhF//
GO_0009852_5	ykfM//yadV//sgbU//thiM//slmA//hemD//ydaC//yebS//plsB//yjjW//pdxB//moaA//amiB//
GO_0009889_5	frvB//phr//caiD//queE//bamD//yrdA//bamE//secB//msbA//pykA//garD//hns//yfdG//idi//dgcZ//feoC//ybaL//ybaQ//cbtA//yphB//ugpE//proP//clpB//sfmF//glsB//ygeR//uvrY//rfbC//ydfG//yoeE//idnO//mrdA//sspB//cydA//yegS//nimR//ydcM//rplR//aqpZ//yhcH//cusB//yhiM//insA-2//murR//araG//cyaA//wcaJ//priC//hsdR//exoX//sucB//cysZ//yjbF//pabC//ppiC//asnC//ansB//exbD//ycfJ//rimL//rfbC//frmA//phoR//napB//rplB//rzpR//yahF//tamB//yfbV//ccmH//pbpC//nikB//arnD//yihL//sdaB//yhdH//yihR//nsrR//ribA//mlc//mgtA//kbp//lpd//hisF//sutR//aroC//purN//gmk//cheB//hypA//yoeB//etk//fklB//ydiK//sapA//macA//obgE//ygaV//hdhA//rppH//prlF//ddpX//sapD//fumC//sgcR//cyoB//alkB//dcuB//yhcN//truA//rplS//birA//icd//clsC//appB//waaS//ampE//perR//fecB//coaE//rimI//rbsB//rraB//secM//narZ//galM//hemA//rmuC//rfaC//yihL//yfgI//norR//potH//torA//appC//fdhD//modB//yiaL//fliD//yihO//manZ//rlmJ//hyaD//ribB//nanS//lexA//truC//sfmA//artM//rpoS//lpoA//smpB//yidH//pyrL//tehA//dcuC//hofC//mgrB//wbbK//nuoF//ruvC//pnp//zwf//uxuA//fkpB//speB//secD//dsdX//yihP//argF//hemA//deoB//fryA//metK//frvA//rseP//ptsI//cheY//adiA//malS//tauC//paaH//cyaY//znuC//kgtP//bamB//ccmA//ygeV//tamB//hokB//agaB//lptB//argR//qorA//sgrT//ghrB//tomB//uxaC//lysS//ygiW//pal//ynbB//ybjX//mltC//nuoI//ftnB//oppF//dcm//scpC//cmoA//fbp//tdcC//rbsC//aspA//yidP//ccmF//glgA//yggX//ygeA//bdcR//rfaG//yajD//nac//rpmA//yebQ//yjjG//kgtP//mltD//ymgA//ftsY//yiaJ//crcB//slt//malE//ybiY//glcE//metC//csgA//asnC//dfp//ygaZ//cysZ//adhP//rna//cmtB//rluC//rpsP//purB//xapB//corA//yibA//serC//hofQ//ndh//cusR//ybaM//yaiV//sbmC//ispA//hdhA//fliL//panD//slyD//yajO//yqaA//rne//rluC//rhaB//torC//mlaC//minD//tap//mdtD//aroK//dsbC//malP//pflA//cysG//cusF//fhlA//lolE//fre//ynbB//trmA//tatA//rplA//lpcA//hcaD//gstB//agp//xerD//yfaE//fis//waaZ//rluE//rhoL//araC//malK//argI//ligA//rpmH//yagU//tus//flhD//purU//radD//casB//pdeD//hemC//pdxY//glcD//rimI//rhtB//ycbV//ygcO//yibF//
GO_0009890_6	purL//fecC//proW//rihC//yneJ//yhdH//ydiF//glpT//yfcQ//pinQ//znuA//nudC//cydA//zntA//sufA//entE//bioP//yehD//rsmD//entA//rhsD//fadB//yjaZ//nagZ//ccmD//dnaK//gabT//frlA//yegD//yjhH//btuD//queA//cpdB//yfdG//yjjW//paaK//ldtA//yjjG//narJ//ydjE//ybeY//elaA//ispF//grxD//cmtA//accA//atpA//amiD//insA-1//frsA//ynjD//ybaQ//yiaO//cca//hisF//recE//mppA//rfe//ydiR//yneJ//fdhF//znuC//hisS//yehW//prfC//ldtA//lipA//rutR//ybeQ//ycbX//yqhD//narH//secM//cpxP//napA//ybdR//gltI//rsgA//argG//aroB//rzoD//ogt//panD//waaS//ompF//chaC//yciV//adhE//ydjL//wzzB//proW//secF//rlmC//ivy//ribD//hyaD//dgcJ//yehW//wzzB//lptB//dkgA//moaC//hisC//accC//kgtP//elaB//envR//gsiA//mngB//recO//dinQ//ybhI//paaJ//perR//csgB//mmuP//corA//trpA//yabI//hicB//cynS//
