#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	symE//yaiV//mlaB//potI//
GO_0016054_5	bioB//pdxH//shoB//ybjX//menC//higA//rclC//ppsR//frmA//fis//lamB//sucC//bsmA//yciV//hisF//yihS//gntU//ygeR//ulaR//fimF//rplF//cvpA//fumB//prs//envC//cbeA//hisH//asnS//ydhK//nrdG//yhiM//cysG//ynaI//ulaG//manZ//rcnB//yjiM//mlaB//rhaD//hsdR//rhtA//hyfR//obgE//fdx//frdB//ygiW//mglA//yciA//xylG//ddpX//glpK//hyaC//nagB//yneL//ydiP//gloA//yagE//yafC//yraI//dapF//chbR//pppA//acrZ//yneJ//mnmG//mzrA//trxC//ruvA//yhhY//nrdH//trpB//ydcS//pgaD//eptC//tatD//rbsA//opgH//yhbX//cysB//ilvA//rpnD//tolR//dedD//mrcB//glgP//tisB//feoB//qseB//ftsQ//parC//cydA//tsx//nadD//rpmF//gltP//sdaA//sdhE//otsA//rplD//ydeT//narZ//waaL//flgJ//ftsL//fbp//endA//barA//fryA//rph//sfsA//betB//yddL//rnhA//aes//waaG//srlB//yiaM//pcm//paaG//ridA//atpB//carB//leuD//yeaG//yhjD//yihS//iscS//cspI//rbsR//wcaB//yfiR//cheW//insK//gadB//cobT//lipA//mltF//rhlE//fepE//cusS//rfaE//yidE//fepG//fau//kbaZ//priA//hokE//guaD//thiH//cusA//nagA//yifB//comR//proV//icd//
GO_0016070_6	rpsJ//narG//araA//hyi//treC//ccmF//avtA//yghO//torS//lptC//mntP//rfbX//cysK//lrhA//nrdR//narV//moeB//queF//fimB//wecC//kdpE//csiD//erpA//alaS//aspC//ydhC//xylH//rsmA//blc//rcsB//agaW//narI//rluF//yiaB//rsmE//ybhF//flhD//uidA//ubiE//yhcF//tas//eutR//ppiA//rutC//metF//gabT//paaD//ygcO//ycgR//pstC//rstB//efp//iap//plaP//mog//ybhD//ydfH//rutD//malZ//yeeY//gatA//cbpM//queF//sbmC//bglA//suhB//alsK//fur//fabA//mipA//cusS//rpmJ//nagE//yihW//yqhC//mhpT//manX//ypdC//gatD//erpA//ftnA//mreB//truB//pyrL//poxB//qorA//waaZ//fadR//atpB//fhuB//gluQ//pck//fadE//blc//pmbA//opgE//oxyR//yieL//cysQ//cysP//ygaV//eutK//murC//pntB//aspC//yfcA//norR//ftsK//lpoA//rpsO//focA//fmt//rarD//bamA//dhaK//purT//rsmA//elaD//ade//lolE//glgB//mlaF//queG//pagP//metL//ftsA//hisQ//cyoC//gltK//yibF//ycbB//gltL//kefC//mdlA//thrA//dgcE//wecE//ispU//mutT//nadC//asnB//yadV//surA//fadR//ais//lysP//fadB//hyaC//yjfF//rpmA//yhcF//aslB//efeO//ais//tatB//carA//yihV//nagB//ligA//rzoD//yjjB//mscM//cpdB//cysG//tmcA//yjcS//ygjK//glgX//rpsH//sapD//proX//manA//glgS//mlaF//yqcC//ibsA//intZ//cusF//uidC//fdhD//phnK//allS//frr//rodZ//lysU//pdxK//gabP//ivy//blc//malF//cydD//mngR//glgX//plsB//yihU//murQ//tnaC//kduD//fimE//trxA//frdD//sapD//insB-2//tadA//yfhH//ccmC//uxuB//yafE//yqhC//ytfT//glgX//mdtM//rayT//glgX//glcF//roxA//yqgB//lolE//btuC//dkgA//fdrA//waaA//mnmE//zapB//sodB//epmA//ligA//fimI//sapD//ldtD//xanQ//insI-2//gntU//yagU//thiI//livM//ydiZ//rusA//trpE//lgoT//mepM//yjcS//nirB//rplJ//yebG//oppC//nuoG//otsA//lpxD//rsmD//dgcN//yihL//proC//cysP//mepS//ypdC//ulaR//citC//agaS//nagC//gspI//tolA//fepA//add//ycaN//srlE//pinE//lpxC//pckA//melR//rutC//cusA//cbeA//gabT//cadC//fes//qorA//gabP//gltP//arfA//xisE//ybiJ//yafS//ulaF//rffM//yagI//zapB//yhdZ//ruvC//dnaK//cas1//qorA//gor//lldP//
GO_0016071_7	hchA//lipB//ykgM//rapA//argE//ilvM//ybdZ//yqiH//ycgV//rdgB//ybjX//artP//dgoA//hypT//pheA//
GO_0016072_8	ycfJ//fkpA//yphB//rffC//ybiY//yqhC//clsC//proX//fhlA//ybiO//rrrQ//rhaD//rsfS//phoE//phoR//yjiM//mutL//relE//mltA//fliG//ybcJ//tsaE//blr//rutD//yqhC//ytfR//pcm//panB//fliT//rplT//ygbI//rsmI//thiG//rnr//nagD//rplY//ycjR//waaQ//araC//ykgF//rsmA//ybeQ//yfiC//yfeR//
GO_0016075_8	yggF//glpT//
GO_0016078_8	gluQ//
GO_0016093_5	caiF//yajD//
GO_0016094_6	ebgA//panF//
GO_0016114_6	ytfT//
GO_0016137_6	bioC//
GO_0016139_7	murA//
GO_0016226_5	greA//xapA//ybaE//tabA//cynS//waaQ//recJ//ilvA//fadM//ugd//glnA//ybhI//narX//bdcR//ybdZ//bisC//bsmA//pepD//
GO_0016259_7	uspE//srlD//ynfL//hinT//
GO_0016260_8	era//murC//rsgA//
GO_0016310_6	proC//aer//lptA//frlC//ddpA//sxy//ydcR//pyrH//ilvN//copA//folD//frc//tag//qorA//selD//aspS//kbaY//rcnR//yadK//argI//ygfI//menB//xylA//rsmC//norR//dacA//yieF//atpF//wecE//cadB//rstB//frmR//bioP//gloB//frlR//hofC//sppA//sbp//flgA//rfaC//mog//mtnN//lpxK//mdtD//ldtB//sdaC//plaP//thiP//agaB//fimI//clcA//yjhG//tonB//yciE//pyrF//rph//dosP//groS//mdtL//paaA//glpC//hicA//yejB//citG//galU//gpsA//hrpA//mutH//hemE//rplR//efeO//hemB//lpxL//ffh//rffH//glnD//rnlB//mdtQ//lepA//lsrB//hemE//ispU//nrdR//zipA//folE//fliM//cptB//yphC//yfdS//sbcC//gntP//ygiN//metB//ydjM//arnF//ldtB//betA//nupX//glgP//diaA//atpE//feoC//zapB//allD//fabH//yaiV//yfcP//yoeE//msrC//bioP//ddpX//fumA//uof//rluD//aaeR//yggX//fimB//
GO_0016311_6	ruvC//ndh//rapA//acpH//codB//ydiF//hdeB//citT//rhaB//xylR//rfbB//cysB//ppiD//nrfD//mliC//rplY//gapA//creB//clpS//tehB//trpGD//rimI//yiaT//fucK//chpS//allC//ftsP//yfaU//nuoI//aspS//nrdA//potC//bcsQ//cra//aroH//frwC//pyrH//ftsK//phoQ//yagU//rhtB//recG//recX//yceO//hscA//ddpX//ftsA//ltaE//hemN//focA//agaW//ribC//ygcO//acrE//hns//cysM//osmF//tdcR//rcdA//glcC//uhpA//
GO_0016458_3	frmB//argK//
GO_0016477_4	oppC//
GO_0016485_6	znuA//gsiB//exbD//ypjD//abpA//zapE//dgcQ//pdxY//tynA//
GO_0016540_7	sixA//ldtD//
GO_0016553_7	idnD//
GO_0016556_7	yiaL//
GO_0016579_7	uof//
GO_0016998_5	gfcE//
GO_0016999_5	insI3//pgpA//matP//pyrL//hfq//yghO//glrR//narV//hyi//fixB//yjiY//ilvA//phoE//nadA//cspD//fadK//tatB//lpoB//torR//alsE//xylB//guaD//modC//aceB//rimO//lsrR//ygjH//dcuR//atoB//yegV//yhfK//malG//yojI//pflB//elfA//grxD//yraJ//yqjH//fnr//hofQ//yhaC//nanE//aspS//cadA//cnu//nemA//frmR//glnQ//yfdK//betB//yhjA//waaQ//mreD//flgA//purB//sthA//
GO_0017000_5	argH//rpsE//nanS//rsmI//ybhS//feoA//
GO_0017001_5	sbcB//ubiC//hypE//ndk//dapA//narX//lplT//hcaD//pgl//cspC//yigL//ybhG//yhjC//torD//msrC//glvB//mqsR//ribC//lpoB//rlmI//rpsT//
GO_0017003_8	bamC//insI-1//ygiV//cdh//djlC//ymgC//
GO_0017004_7	evgS//kbaZ//mlc//accA//pitB//puuE//alsK//hslO//aldB//mdtK//tilS//
GO_0017006_7	rlpA//rnb//ypdB//slt//rbsK//yidE//
GO_0017013_7	mepH//cysA//
GO_0017038_6	yahD//ghoS//fdoI//
GO_0017144_4	dppD//bsmA//ybjL//modA//yieL//ubiF//ygiN//fhuD//gloB//nuoH//yfiC//waaZ//aroD//sgbH//ybdZ//ldrD//alaE//narY//mntH//metG//ribC//rssB//xapB//betB//pgl//hyaC//infC//abgB//thrC//glsA2//aroH//rutC//nagK//mlaD//tilS//thiP//dkgB//accA//dinB//eno//yeiE//phnG//abgR//livG//glrR//entD//orn//sugE//ykfI//yjtD//phnL//dicC//acrF//dgcF//yjjB//rhoL//pgaC//ydeT//glpD//ydcO//fhuB//crfC//aroE//rpnA//fadL//paaG//mntS//murC//cueO//cbrC//opgB//gatB//tig//mtlD//lysU//lysA//mntP//ivy//yccS//yoaA//umuC//agp//codB//tynA//ycaN//pncB//dctR//yafN//fdx//patZ//argS//rcdA//idnD//rpsJ//acpS//nrdD//ybhG//rseB//yhbX//yqeF//yphB//arnA//rpe//yiiD//flgI//feoC//fliA//smpB//ssuA//yejF//ydiQ//oppA//mukB//casE//dcuR//osmY//kdsB//ompF//yfaE//mdaB//flgJ//lldD//hipB//ychF//tomB//mgtA//ftsQ//cobS//zapC//pabC//dacD//mlc//nepI//nhaA//fepE//psuT//rho//dapD//hisI//cbl//yfaX//clpX//satP//pstA//melB//lon//sbmC//ycfJ//waaY//rpoE//bluF//cspE//gluQ//rof//carB//setB//fdrA//cyoA//rnhA//narY//ltaE//yceO//pyrC//ybgI//lysS//glk//xylG//accB//menF//speD//paaK//envC//nrfD//torS//ybeQ//lolE//kbaY//fimE//ridA//ybjL//nikB//elaB//dxs//uspE//ariR//ygiS//rzpR//oppB//nrfG//yigB//fabD//cheR//relE//nrfB//galE//yjjX//priA//pncB//mngB//
GO_0017148_8	hscB//hflK//glk//gloB//yrfG//cheA//ihfA//tag//emrD//yafS//yciV//hyaA//mdtN//gatA//yafS//yefM//moeB//glsA1//guaD//rsgA//ahr//rpoD//parE//nuoE//
GO_0017185_8	glgP//
GO_0017189_7	narW//
GO_0017198_7	glpT//
GO_0018011_7	lptB//
GO_0018012_8	waaH//
GO_0018022_6	bioA//
GO_0018023_7	iscR//
GO_0018063_8	ccmE//ydhQ//rdgB//galS//fadA//
GO_0018065_7	rfbD//uspG//ybaE//obgE//cbrC//
GO_0018070_8	citX//aspA//
GO_0018104_8	mliC//nmpC//dppB//yjaA//dosP//yihQ//lsrB//abgA//
GO_0018105_8	dgoT//narG//manZ//
GO_0018106_8	yghU//rplB//yahB//lptE//lolD//deaD//uvrY//nanS//tauD//zitB//yghB//corA//dsbD//yejF//cysM//rraA//pck//yfgO//ilvM//lpxM//deoB//minD//rcsA//uhpA//tyrS//fadK//rutF//ibsC//norV//
GO_0018108_8	rhaR//trmA//hycH//sapB//guaB//
GO_0018117_8	yggD//
GO_0018125_6	purA//
GO_0018126_7	mutY//
GO_0018130_5	cvrA//yhbO//ydhQ//malS//amiB//ddlA//curA//sapA//glrK//thrA//pinR//tusB//hyfC//yahD//frmB//hscA//phoB//ptsG//yceO//yqjI//xylG//fiu//rmuC//citG//epmC//yaiP//ydcZ//pheM//soxR//yhaM//yfdR//murP//speA//allR//rutA//fliK//ygcW//ybhG//secB//recQ//brnQ//nikC//potE//cspC//rpoE//yjbB//pdhR//rplT//feoA//tsr//glpA//tsgA//fiu//kdgK//fsr//rhaM//fdnI//fdoH//opgE//glrR//patZ//metH//msbA//ilvB//tdcF//gatA//waaS//marR//nrfG//ppiA//hisF//phoA//degQ//feoC//grcA//ftnA//dacA//dtpA//arnE//yjjV//fepA//dinD//glrK//ldcC//hyaD//narZ//djlC//lrp//dsbG//coaA//napB//recF//rraB//zupT//iraD//nagA//insI1//moaB//norW//rcsF//hypC//yfcR//atpB//emrY//rpsR//yjiY//cas2//eptB//ubiJ//ispG//hinT//yghO//leuO//atpF//melR//phnK//yfiE//fucI//cpoB//leuC//fabH//srlR//iap//recJ//yfcG//metI//kup//gcvH//argA//yajO//thiG//rpnD//gspI//ypdC//rseB//oppF//yahO//ompF//avtA//srmB//malP//lysA//gph//rhaA//puuC//abgR//pphB//yieL//mcrA//rlmF//sucB//hdeA//yedP//yibA//rpoE//gcvP//afuB//ruvC//intF//katG//fhuB//hslU//bamD//appC//pheT//osmF//yceD//kefF//ybiO//nuoL//gntP//sbcD//recN//gsiA//yeeO//btuE//cusF//fumA//lpxD//mreC//panZ//uidA//efp//nhaA//tyrB//phoR//fes//hofO//yjjI//araG//tadA//wcaJ//ybcJ//glsA2//yiaF//trpR//ispH//paaE//hflD//yfbU//galS//uvrC//yeeY//rffH//yobF//rtcR//thiG//evgS//yajL//pmbA//pmbA//csgG//nhaB//relA//alpA//cspD//sgrT//nuoB//der//cysC//gltP//rpoD//rffG//zraS//pykF//kdgR//maeA//yafO//intQ//mdtM//bglF//ymgF//tyrR//alsB//arfB//prlC//ycfH//coaD//glpA//mltB//yagJ//torY//puuD//ispF//yfiC//nadC//hisC//lpxH//yjhC//lrhA//mntP//uspE//ibsE//gspI//trkH//ynfE//rimK//atoS//lolB//tamB//allR//upp//ribE//nirD//ghxQ//rpsB//trpS//lpxM//glxR//hcaD//mdtD//fadH//hdfR//iraP//yicJ//argF//lsrA//livH//ggt//sbcC//arnB//yjeI//ulaC//luxS//tcyL//gadA//mog//yqhC//araD//oppA//uidC//hybB//sspB//dtpC//higB//yfhH//gntR//dcuB//rhtC//mutL//zitB//yfdG//pepQ//ldtB//ydcP//mdtK//htpG//gyrB//artI//rsmA//ycjP//hofO//frmB//dacC//yejF//ppx//acpT//hemD//hrsA//panB//ldrD//yggT//tsaB//astB//pinQ//insI4//nimT//pliG//holB//pinE//grpE//hinT//fklB//frmB//uspF//yfcF//ymgC//yeeL//treB//guaB//cmtA//chpS//cmoA//glvC//msrP//cysE//fbaA//hipB//pdeH//tmk//orn//flgI//hcaR//trmH//cutA//ydjL//mdh//exbB//yahI//rodZ//ulaE//yciA//lpoB//yahI//lon//yadG//ynfK//bamB//thiC//ubiX//ydcO//
GO_0018131_6	yneL//rcnR//
GO_0018160_8	narW//
GO_0018175_7	elbB//
GO_0018193_7	wza//lolC//ttdB//mak//malF//envC//ghxQ//rlmF//mscK//focB//pbpG//opgG//cspI//yhjA//fadD//lptC//rhaA//yiaM//yiaA//cadC//potI//chbG//yccS//flgE//serS//dgcJ//ytfQ//mepM//aroA//hisF//mgtA//yejE//tdcB//fdx//pgk//oxyR//fdhD//lgoT//aroF//flgC//glpF//proP//rplI//asmA//bepA//dgkA//rpnB//trxC//yihW//dhaL//rpoD//yjeH//trmI//proP//priB//ybiX//hisF//csdA//ridA//clpA//crr//frmR//cpxA//ruvA//uraA//miaA//nikC//tdcG//cpxR//thrL//ugpA//
GO_0018194_8	degS//dapF//
GO_0018195_8	malK//
GO_0018197_8	tomB//aaeB//
GO_0018198_8	yggX//groL//aspC//mpaA//kbp//rimL//gph//ulaC//
GO_0018202_8	agaC//ydcP//mglC//menF//yihW//yagI//yiaT//proC//yiaM//rph//fabZ//mscL//rbfA//cas2//fryC//tusD//wzc//dcuD//envC//ugd//ascG//rpsR//fadE//dtpA//cstA//ybgQ//zapB//rplI//ygeW//
GO_0018205_8	sxy//radD//yfeR//ascG//bamB//lpxK//ybeF//pepN//dgkA//entD//soxR//
GO_0018206_8	sdhD//
GO_0018208_8	fau//rhtB//aceF//dusC//amiB//cdh//menD//fryC//
GO_0018209_8	fbaA//cspE//rluF//ycaN//cpdA//accB//tig//
GO_0018212_8	pdxB//ftsZ//trpR//xanQ//ybhS//
GO_0018215_7	rnd//kdpC//
GO_0018246_8	yeeO//
GO_0018247_9	kdpC//
GO_0018249_7	ansB//
GO_0018282_7	ydhC//argT//
GO_0018283_6	znuA//nikC//
GO_0018298_7	gpr//
GO_0018307_7	yehZ//
GO_0018315_8	pepA//
GO_0018339_9	fumB//ygdG//
GO_0018345_8	gluQ//
GO_0018364_6	rplP//ymgF//
GO_0018378_9	panD//kilR//rimM//
GO_0018393_10	trmH//ycjP//
GO_0018394_9	cydB//hda//parC//
GO_0018410_8	mppA//
GO_0018909_5	hofM//
GO_0018937_4	hcp//
GO_0018958_5	ligA//ymgF//yggE//ynjD//ubiF//xisR//metQ//ftsY//mglA//tag//ymgC//
GO_0018960_4	sspB//
GO_0018962_6	tusD//yfdO//yddL//yhcH//crp//
GO_0018973_5	eco//hybG//
GO_0018974_6	iraD//napC//
GO_0019042_6	ttdA//
GO_0019043_6	csgD//eco//trpB//
GO_0019046_6	yehY//fabI//yneE//
GO_0019048_6	yfbU//thiE//glk//yjhH//
GO_0019062_5	hisH//
GO_0019068_6	recN//hcaR//
GO_0019076_6	gph//lgoD//tesB//elaB//
GO_0019184_7	potH//ynbB//cstA//thiC//kdsD//dnaC//yoaA//ydhJ//degQ//sutR//
GO_0019216_6	lsrC//dxs//icd//mdtM//
GO_0019217_7	yefM//gadC//appC//
GO_0019219_6	secY//hns//ygaZ//wcaJ//atoC//rplB//fabH//thiI//fimF//tsaC//obgE//ilvH//rfbB//trmJ//argH//plsC//yagI//ycgV//lpxC//kch//smpB//ymfA//yejE//tdcE//alsB//intS//ravA//lldD//topB//sgcX//tap//lsrB//araE//yhdW//yfgJ//ybeY//uspG//yicJ//livK//pncB//yciG//syd//araC//atpC//hscB//nrfD//zapA//mdtF//iraM//manZ//ygaV//elaD//leuS//ampE//napB//yahK//torZ//trpS//sdhC//casE//rluE//dnaA//secE//dedD//purD//yqhD//tnaB//ftsN//mhpT//rzoD//yidC//glpB//ygbM//queA//nrfD//ygeR//speE//npr//rzoR//iraP//udp//ddlA//potG//bssS//yhdW//mdtF//nikD//rbsD//tpiA//asr//paaB//kdgR//ygiW//mdoD//dxr//aroD//pinQ//insI-1//folA//ycaN//bluF//argI//rbn//corA//bisC//nudB//trpB//hisQ//ybhF//cadA//yehB//feaR//slt//bglB//hycH//arcC//fbp//yhcD//rpsB//afuC//lamB//wecB//ybdG//zntA//galT//frvA//ackA//alpA//mdh//nagZ//ybiA//treA//serS//phnK//sfmH//nrdB//mcbR//yeaE//hdhA//yehP//glnQ//yehD//higB//caiF//sgrT//ccmH//tpx//fabG//cnu//yiaA//yihW//pnp//purC//yhjD//rpiR//rhaT//ygfZ//yaaY//gyrA//rne//ypdC//yjiX//mscM//nrfB//paaD//paaB//oxyR//yegD//sthA//ydiQ//folM//ugpC//sufB//yraN//lsrA//gltK//metK//xylG//sodC//clpP//yjjW//fadH//hokB//hofN//cmoM//tktB//pabC//yfcP//cheZ//cheR//ilvN//hdeB//pliG//rarD//ugpA//ydaV//upp//cadC//xapA//dcuR//ycgV//mepA//metL//lldR//leuO//yphC//hybD//entF//serC//potA//tdcE//yejB//glsA//prkB//yhdH//ynfH//pspC//ygjR//tatE//gstB//yehA//yhjR//fimD//mdlA//ydiR//dinQ//rsmD//holC//ascG//rplK//rplN//ycbU//yfhH//copA//pitA//nuoN//ribB//pflB//rfaH//fumA//rpsE//hxpA//yihR//ibpB//cvrA//hisH//yhjB//glcD//ushA//ybiO//exuT//ilvM//rihC//tynA//yciK//srkA//fecD//hybA//ubiC//gatB//dinD//hisQ//etp//yfcA//lexA//bioF//ydgA//aqpZ//icd//eamA//radA//ypjD//rffH//ldtD//dgkA//argG//lolB//tar//aroC//ldtA//fes//cspC//degQ//narP//eutB//gspI//leuS//ykgO//yaaA//yggP//ygaV//ybaM//
GO_0019220_7	greA//ebgR//frdB//ybaE//lolE//polA//dcyD//etp//yccA//mreC//
GO_0019222_4	lpxP//purC//accB//rpmB//yhjA//ftsK//yghU//nagZ//ybhI//leuD//serC//kilR//selD//sgrT//frlB//frmB//nikE//argH//rplJ//gdhA//lsrG//sgbU//pspF//speF//mgtA//ydeM//rrrD//ygjR//ydjE//srkA//mobA//waaP//ygfZ//adiA//entE//ybaM//smpB//ycfS//apt//dadA//torS//priA//chbB//nupG//insB-4//cdd//yfcG//trpL//hslU//yobA//galE//rplO//rpoS//yqcG//rof//mdaB//yohC//phnH//sfmD//hokE//yphB//fhuD//tehB//cyoE//frdB//ygeA//hybG//phoR//thiD//pflA//ybhF//alsK//ybiW//yiaN//pth//sstT//yieE//yfjV//mcrB//glmS//cstA//arnF//bhsA//lysO//btuR//accD//menD//yqcG//yhaM//ydeE//ptrA//fabG//folP//recF//prpB//bglH//proV//valS//holD//hypB//paaD//pgaB//lpxL//fadI//citE//rlmE//nlpE//dxr//rcnR//fes//rpsO//caiB//amtB//ompN//pdeK//ubiX//rpnB//pyrC//yajQ//yjbB//hicB//lolE//azoR//lpxK//clcA//yciK//msrP//essD//rfaQ//flhA//tldD//ygiV//rpmJ//ompF//glgS//mltD//efp//metC//yidK//mrr//sufB//rapZ//rplE//fis//pdeD//cyaA//lolD//yqiJ//torR//yaiP//rtcB//dgkA//mqsA//yceK//xerD//yihR//mak//rpiA//artP//idnK//gntP//ycdY//ghoT//metQ//yfhM//rpmF//ispH//yfcQ//folD//yajD//patA//epmA//rbsR//evgA//sulA//fucA//murQ//nirB//cusF//brnQ//nei//dsdA//fixA//dgcZ//acrA//tyrA//ruvB//sucB//elyC//dctR//galE//symE//hycB//aceK//hslU//murJ//yjiQ//rapA//hycB//roxA//artJ//ygjR//rarD//hypE//cspD//speA//ydbK//dmlR//pdeK//srmB//hrpA//ycjU//mug//relB//mreD//polA//yhaJ//yebK//betB//cynT//rbsA//ushA//dcuA//glgA//ftsW//yfcP//psd//emrD//emrK//groL//mhpB//yecS//cysI//yafC//opgB//csgB//tauC//umpH//ruvC//ldrA//yajL//coaD//csrA//rraB//pckA//hrsA//ydcP//yihO//gspE//truA//tatB//yciA//holA//sdhC//nuoB//lhr//ddlA//hofO//metK//ynhG//ada//rplI//fsr//gluQ//narI//yqcG//glpT//tamA//add//caiB//mltB//tnaB//prlC//rpsI//cca//yedA//purN//potB//yehD//hisM//ynfF//uvrC//tatD//ybaM//ttdB//tyrA//yjcE//pyrE//sbcC//wzzE//epmB//ygiB//pyrD//truA//tusB//yjhB//elfA//ygeX//trmA//sufD//yggF//yhdX//ibsC//uxuA//ilvL//mobA//coaA//ybjI//entE//ribF//alr//ppc//dacD//ybcJ//dgcZ//ugpE//yjaA//eutA//norR//yqhC//frmR//yicJ//rnhB//nirC//pgaD//dgcQ//pyrD//potI//ynfL//sfmD//hypB//clsB//yaaU//hyfF//ygeV//clpA//yeaG//rne//eamA//tufA//uidR//rnhB//lpxC//dut//pitA//msrA//pdxA//mpaA//pppA//yeeY//yahI//xerC//hyfA//fhlA//entC//hsdM//yfaL//msrC//nrdF//asnC//metE//sad//yaaJ//zraS//rnlA//ssuA//comR//rpiB//nfsB//rpnA//cytR//
GO_0019242_6	dgoA//
GO_0019243_7	wzyE//insA-1//agaC//ompW//ispU//yfgJ//zwf//ygdG//sfsA//hflC//grxD//ydjH//modB//rpoA//ybiJ//yqiJ//ygbM//nrdE//atpH//tolC//pck//gudD//hyaA//mngB//
GO_0019249_6	glcA//
GO_0019250_7	ybdO//
GO_0019262_6	pflB//ldhA//paaG//rplX//def//pheP//nirB//
GO_0019264_7	atpF//
GO_0019272_9	csgB//mdtD//
GO_0019284_7	folP//mdoD//nagA//
GO_0019285_5	ugd//ypdC//
GO_0019288_6	mcbA//ybaM//gatA//pliG//
GO_0019290_5	yahI//trkA//ihfA//fimC//csrA//argC//flhA//lpd//
GO_0019292_8	dsdA//
GO_0019294_6	epd//yedX//yqiJ//yehP//
GO_0019299_6	glnH//hupA//pdxK//udk//rcsF//torD//gluQ//
GO_0019301_7	tolB//iap//proP//fdnG//opgB//yihX//sufE//
GO_0019303_7	obgE//alr//
GO_0019305_7	yfdO//
GO_0019309_7	uvrA//
GO_0019313_6	ydjH//cas1//caiD//
GO_0019314_7	ydeE//thiE//asnS//
GO_0019316_8	yhbO//dosP//yeiL//
GO_0019317_7	ybcF//cpsB//rfaD//nepI//ybdN//argT//
GO_0019318_5	astC//ybhS//ubiX//ubiG//rssB//yoaB//ibsB//yahI//pinR//pyrB//rzoR//patZ//mmuP//chbA//yehY//ibpB//yqhD//katG//trmJ//selD//recJ//fabG//hlyE//fdx//sgcA//yebG//ftsZ//galT//gntK//flgC//yfdC//holD//nhaA//yphF//comR//ybaM//hdfR//cas3//pdeH//yfdC//yjhC//cyoB//tsx//lapA//lpxL//yqiI//
GO_0019319_6	acs//topB//citT//xylA//rpsH//lapA//plsX//rhoL//ymdB//sdaA//
GO_0019320_6	recC//cvrA//tusE//fimF//yidK//hrsA//glyS//insB-4//yfiE//lit//nimT//amiA//epmB//phoQ//acpH//araE//ldtC//pdeF//metK//pckA//yahN//norR//yegD//hemF//yhhZ//mdaB//kdpF//
GO_0019321_5	yehT//dnaJ//pgaB//yddM//mglC//torZ//dcuD//potI//opgE//mprA//nrdF//ugpE//yqiI//metE//tsaD//ldrB//yidH//yaiW//glmS//talB//rcsB//uxaA//selU//shoB//ubiH//
GO_0019323_6	degQ//ychO//fhuB//cbeA//mcbA//lptD//bcsQ//ecpR//iclR//pnuC//puuD//glpG//hpf//ygbI//patA//yggE//mntH//lptF//
GO_0019324_6	nanA//wzzE//mltD//murQ//agaA//
GO_0019326_4	dtpC//gsiB//
GO_0019336_6	argF//mnaT//
GO_0019343_8	emrE//
GO_0019344_7	ydhQ//fieF//ahr//ynfH//lysP//napF//fnr//
GO_0019346_7	pgsA//
GO_0019353_8	ilvA//yahO//insE-1//arfA//
GO_0019354_6	yiiE//
GO_0019355_8	rpnC//malS//yahB//osmF//tmk//
GO_0019359_8	rho//pstC//envZ//hofO//pyrH//flgI//narG//yhcN//speA//eutN//phnI//ftsX//cobB//rluD//ltaE//nrfG//chbF//insI-1//cspA//folE//hicB//hyfR//hybF//secD//rpoD//recG//rhaS//gadE//
GO_0019362_6	trmJ//leuC//araH//yfaV//cysQ//rmuC//degP//ybdG//cyoB//sulA//higA//yebC//pgpC//cmtA//fepD//rmf//agaI//adeQ//lon//miaA//yehA//cynX//mrcA//nrdR//rsmI//gloA//asnC//aaeR//paaZ//yeeO//garD//aroP//grxD//yadI//glnQ//insB-2//yfeO//rpsK//
GO_0019363_7	yidA//rlmG//aidB//uspB//amyA//fdnG//menD//nemR//yobA//nfi//fdx//thrA//nagA//ydiB//nlpD//ldtB//astB//csgA//frlB//mhpD//nanK//ubiG//menI//topB//rplK//hinT//ibpA//allS//
GO_0019364_7	tamA//
GO_0019365_6	map//oppF//potB//yjaA//
GO_0019379_5	lptE//
GO_0019380_6	alsB//sufD//ybaK//caiB//tcyP//
GO_0019388_7	patD//sdaA//hcaC//ybaL//gor//rplR//wecB//fryA//
GO_0019389_5	guaA//
GO_0019391_6	dmsA//
GO_0019392_6	ydjH//dinI//lpxK//yfbS//
GO_0019394_7	sbcC//ybcF//ulaD//malX//
GO_0019395_5	narG//ubiA//hpf//glsA//yafN//narP//yqiJ//aroP//yadC//cysE//mngR//mdlA//mreC//gatC//tatC//xylR//ttdB//hpt//zapB//yahI//
GO_0019400_5	rfbX//rpmH//mgrB//cdaR//tdcB//thiI//hslJ//ydbK//ompF//ynjA//tamA//
GO_0019402_7	abgT//nmpC//
GO_0019404_8	fixC//tsgA//
GO_0019405_6	artI//yjaZ//yehP//pcm//yhaJ//gapA//ymgF//cpxR//cydA//groL//
GO_0019407_7	nemR//ykgA//phnJ//mdh//
GO_0019413_6	oppF//mdtK//
GO_0019419_4	degP//tatE//
GO_0019427_7	rpsB//
GO_0019430_5	metF//gnd//secY//
GO_0019432_7	pta//
