#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ldrA//dgoK//thiD//yjjX//
GO_0009056_3	nadD//rluD//adiC//gntR//rpmC//hyaD//fimG//fabA//hiuH//pgk//mltB//ybdG//fadE//ompF//bioB//yciK//zitB//ygaV//glcD//htrE//ccmG//betI//rssB//yiaL//pyrC//moaD//potB//sdaA//pspF//leuB//abgR//lrp//tqsA//secD//ybhS//yqiJ//rutC//rutC//ghxQ//yjhH//hfq//rsmJ//ymfK//gspJ//tolB//lyxK//purA//ycjD//nusA//yhdJ//caiB//tnaC//yghU//rpnB//fetB//yifB//rpoE//serC//yhbO//ybiX//ypdF//ydjK//cstA//nikA//allS//napC//gpp//waaS//bioA//insI4//gspJ//yebS//pgk//znuC//rppH//metR//yhaM//ygbL//sspB//gstB//wecA//tqsA//ascG//aceF//atoS//rnhB//ybgQ//ydiR//envC//yphB//prfC//elfC//dhaL//ubiH//yaaY//ghoT//cobU//waaB//lysR//aceK//yhaM//ybdZ//yggT//tsf//spoT//dcuR//srlB//rpiR//yojI//hisP//yafC//potA//dadA//waaB//sdaA//yidC//ydaV//yfeR//pgaA//gatY//alkB//fixA//erpA//potG//cysI//rihC//ybiI//rpsT//thiG//speF//hupB//yccX//napF//cpdB//gldA//rpmG//ccmC//hisC//nuoL//uspG//glcA//fabR//ybjC//deoB//kbaY//rcsC//ynbC//putP//kefB//mltF//casB//ldrB//hupA//recR//lptC//mmuM//dppF//cmoM//alpA//ebgR//dfp//bamE//talB//bioD//ibsC//opgH//pstA//mazF//dkgA//sohB//pstB//fadK//tesB//crfC//argC//rluF//roxA//argC//dsbD//nagZ//ccmE//guaA//lysC//glnB//bglA//fadM//vsr//infB//gatY//mrcA//rbsA//yihQ//cbeA//fucK//prkB//yjbB//potE//proB//kdpA//ybhF//hha//chiP//gmd//ushA//dhaL//cysW//tsx//srlB//xisR//hflX//mutM//xapA//yfaX//clpB//ymgA//fliG//trpR//kdpC//nupX//nrfE//cpsB//mltG//ybcQ//panB//yhaO//purL//ptsI//yahD//thiH//yghB//ccmG//uhpA//epmB//thiD//ecpR//fepD//nikD//mcbR//citT//epmC//potA//murC//mdtD//pgaC//pdeL//rpoE//tonB//dcuR//sgcX//fhlA//yiaM//tdh//amiA//yegS//ansA//glcC//mukB//yrbG//dinJ//citG//sdhB//yphC//dmlR//glpF//mscS//pgpC//glgC//pta//rlmA//rihB//argD//ulaD//ybhG//emrY//rzoR//argG//mhpC//sfmH//prs//metK//ugd//psuT//yidK//hflD//yrdA//waaG//panF//fdnH//insB-4//dapF//cpxP//hdfR//dcyD//nagE//apaH//gapA//ptsN//gsiB//yebG//yjhI//fepB//fadM//cas2//msbA//rtcR//ybiJ//hisQ//tyrA//ilvD//yihS//yfbR//rrrD//recB//alaA//entD//rep//paaA//ispB//agaC//ftsN//mhpD//glnP//pyrL//ybiH//ydaC//yejF//alkB//rppH//mipA//mhpC//atpA//ftsK//phnI//mnmA//astB//metF//rsgA//rph//frwC//hdeD//yafE//nrfB//clcA//yqiI//malX//iap//tag//csiR//ydjH//surA//baeR//bdcA//tmcA//yafN//uvrB//phoA//zapC//clcB//msbA//msrQ//dmsB//ybfE//argE//yfeR//ygcR//sucC//yneL//yfcP//ftsN//dtpC//dinG//mug//garR//gadC//yqjH//lipA//gpp//ygcR//rfbX//metE//mdtQ//yjaZ//ydiO//pntA//mgrB//ldrD//trkA//ulaD//rplE//prfA//kdsB//bglH//bdm//zraR//yhgF//rfaC//cdaR//bioA//yafC//phr//sppA//yhgF//hicB//rpsR//rfaC//rpsB//tcdA//intF//lldD//yfgJ//bamC//corA//insF-1//fumC//hybB//osmE//
GO_0009057_5	oppC//tolB//rnr//oxyR//glcF//tcyJ//nlpI//yphF//rhoL//fepC//yjcO//mdtP//yigB//ftsH//nadK//cspG//dgcN//yraN//yaaJ//hlyE//thiD//yfjR//nikD//uraA//betT//yfiC//waaB//citE//rplX//ghxQ//rpsJ//kilR//cusB//yfbS//rmf//ubiA//rplY//ugd//ptsN//priB//hycI//holE//yoaB//araH//ldtA//yqeF//tmk//cobT//aaeR//gspF//mlaE//iscA//plaP//tatA//
GO_0009058_3	intA//metC//hha//bamE//yjiY//mtnN//amiD//clcA//rlmC//ispU//hofM//ais//recJ//narJ//yfgJ//nudB//lpxK//rfaC//prkB//htpX//solA//srlD//agaI//tap//ynbC//rseC//elfG//rpsN//cysH//cedA//narQ//ftsB//gnsB//wzzE//allR//ais//glnS//glpK//ppsA//phoR//menH//garK//ytfP//greA//dgkA//yhaM//ugpA//mgtL//mlaC//rcdA//mog//rutF//mcrA//artP//rplI//flgI//bdcA//serB//sodC//srlB//aldA//yibF//wecE//ymgF//ycbX//frvA//mazG//mdlB//btuB//ygaV//ybjG//cusA//trpE//rarA//yhbQ//speF//gpmA//chbF//amiC//alkA//pspA//ybbY//aroB//amiB//mreC//cedA//frvB//fhuF//yiiD//hypC//rbsB//glvB//glgC//uxaC//lsrC//mepS//yqiH//yiiE//entS//flgB//yqjI//pgpB//abgR//iclR//hsdR//rseC//arnE//erfK//exbD//yaiW//rplD//alsB//asd//envC//rhaT//yqeF//iraD//acpT//ascG//xapR//ralR//prpD//rdgC//lysA//ribD//ynfH//ilvI//astB//ompC//xthA//ygcO//zapB//etk//bioD2//yafO//glmS//galP//rpoE//tadA//ybbN//rcsC//ompG//chpB//adeQ//tatC//ygeA//yhjR//atpD//sxy//ydeI//brnQ//nrfB//yahF//melB//basS//oxyR//yhfS//ansB//ynfF//fur//nlpE//cynT//gspE//lsrD//chbC//emrK//asnS//rutF//blr//appY//mazG//ghxP//cusC//yeaK//argB//ilvA//yfaU//gor//ydcM//hybA//recQ//hxpA//pyrL//rlmG//prlF//yehZ//yddG//ycfH//xapR//lysA//efp//tcdA//yqjH//ybjC//entB//yjiY//zipA//yejE//leuB//ycdY//nfuA//sgrT//yedP//hisS//mioC//sdhE//nadD//uspC//yqcG//iap//yehB//xerD//wcaJ//lpxP//sucD//tqsA//btuC//rseB//yejF//ycfS//yiaT//cmoM//elfG//lnt//rpnD//fepD//fadB//rsmF//pgrR//tsr//wbbK//insI1//aroH//sgcE//guaA//accB//rutD//cytR//ygbL//yqgB//mrp//agaC//rseP//acpT//tsaB//rluD//cysS//folD//atpH//ibsA//tdcA//diaA//fsr//macA//lrp//fixC//panF//topB//pheP//thiG//sodB//creC//ykgO//ribF//gcvT//afuC//cbeA//pntB//zipA//pheT//speE//rpmH//tyrB//ycjD//frdD//kdpB//tsf//kbaY//era//mmuP//rcsB//nikB//borD//ybfA//yeeY//yjbF//sfsA//yhjV//hchA//potE//abpA//livF//sdhB//fdnI//rfe//betT//flgG//citT//nudB//folE//nadC//ada//pflC//queD//mtnN//acrR//ptrA//yihS//tesB//yciT//tpiA//rlpA//waaO//ileS//dnaK//aceK//leuO//purD//yccA//rlmE//speF//rclA//clpP//cca//frlB//gcvA//etk//metL//mdtC//aroB//sufA//srlD//recE//ampD//murB//feaR//dicB//menI//hyfA//yqcC//lapA//ftsY//ttdR//rutG//rfaB//yfdO//ascF//treF//tomB//pldB//tisB//sdiA//tonB//yhdJ//gsiC//insB-2//ydfG//sdhA//ydbD//nlpA//xapB//mdoG//rluA//patA//efeO//yihR//bglA//fabG//rplB//rhoL//ycfS//yidK//accD//rpsN//narK//ssuB//ubiA//trkH//aas//narP//ynbD//gcl//ulaB//gabD//tufA//yoeE//wzzB//bcp//ytfT//phnP//tadA//yjjQ//rarD//trmD//selD//hisC//essD//narY//dnaE//aldB//guaA//waaU//frvB//frvB//cysW//mraY//rpoH//cusS//ydiV//yeeL//tas//ycjQ//dsdX//mug//melA//ytfQ//yebZ//dusC//rsmB//lpxP//uraA//fabD//ydiP//plsB//waaB//dgoR//msbA//rapA//yidC//dsbB//etp//tdcB//yqaA//pdeK//crcB//evgA//hofP//yiaF//asnS//dppB//gntR//rhlE//mioC//rnlB//rpsK//iaaA//queF//yoaA//casA//yjfF//phnK//yadI//cheB//cysG//bluR//secM//hycB//orn//sapB//arcC//purC//ulaB//yahK//glpR//uvrC//betB//ybaK//nfo//wzc//glnS//rcnA//ygiV//purT//cra//paaB//mreD//xseB//tsaB//lpxH//sbcB//lepB//gdhA//tyrB//gadA//parE//fepE//yieH//galF//prs//ttdB//cof//yeeO//mreB//rsmJ//dgoA//glpG//proP//ynbC//ddpX//rfaD//ilvC//tolA//purA//yedF//hypA//lysA//mepA//rtcB//mrcA//ybiO//malY//ugpB//mscL//rzoR//caiF//yfdC//comR//cspE//trkH//hycB//paaF//truC//ftp//suhB//lgoD//aceB//pflC//sfmH//ytfP//mqsR//rdgC//elaB//nrdF//accC//dacA//cmoB//ykfI//ybiX//ompN//baeS//trmA//eamB//rfaE//pstC//rne//yeeY//thiG//wcaB//evgA//tatB//yidH//solA//hslO//sgcB//envY//mtlD//fruK//prmA//mltD//potA//yhdX//rlpA//flgJ//yfiF//bioA//yiaT//pstA//rihA//sgcX//artM//zur//opgG//yraN//dnaA//flhA//yecS//cdgI//ibpA//panF//yfbU//guaB//menE//ompW//ynjD//mgrB//melA//nuoM//kdgK//ldtC//dnaC//kefF//ybiO//gntT//ompR//phnP//minE//deoD//ydhC//paaB//yjfF//lsrA//hslV//fadH//menD//dctA//hemD//yneJ//hldE//mnmG//ccmF//purA//higA//cdh//aldB//rbsC//ydfD//yfdO//bglH//xseB//mrdB//yihI//glsA1//alpA//fixC//mdlB//rpsO//oxc//cheW//fdnH//hupA//rlmC//asnA//rlmC//pyrL//yhbO//yddM//yqgF//yddL//yehB//clsA//yiiE//obgE//purN//mdoD//ccmE//ybdM//efeO//hldE//setA//yiiM//frdD//ygaZ//malE//emrE//uvrB//nepI//prfA//recB//wzzB//yqhC//osmE//cysG//preT//mgtL//crp//hcaF//metF//ydiB//insB-4//rhaT//dedD//tktA//focA//trpGD//yqcG//ybcJ//mreB//menB//bioD1//yebG//htpX//ssb//yfdO//ynbB//glnA//moaC//cysN//thrA//cyaA//nadA//yajQ//mqsR//cpoB//aroF//cmk//kdsD//rplW//macA//yfhM//yecS//ydcZ//fliD//gntP//proB//rimO//entF//yfaV//ubiC//yidZ//ybhG//hokE//hyaA//xylE//crfC//mtgA//rhaT//dapB//aidB//crfC//fadK//frlB//hipB//ycjR//hemG//holE//minD//rluA//hsdM//ldcC//ybcF//ilvL//yhdZ//yihR//map//setA//ybjI//uidA//artJ//cra//btuD//rutG//glnL//norR//rluC//plaP//gabP//fecA//metQ//hemF//rimJ//ispF//treR//iscU//moaC//speC//rlmJ//edd//cobU//fimG//nrdI//lolB//abgR//eno//hokE//dusC//xdhB//dnaC//
GO_0009059_5	hupA//insA-2//rpsL//gabD//yfbV//ybfA//arnB//xthA//yjiY//rcdA//potF//cysP//dps//yejF//rsmG//rfaG//fucO//galM//rutD//ybcF//kgtP//metC//bglF//yecS//aphA//ybaE//moaA//znuB//cueO//ycaO//hxpA//rpnD//birA//mdtP//gstA//prpB//mdtO//rutR//ccmH//chbC//rcsF//hcaD//menI//serC//dsbB//diaA//galR//gloB//uraA//yafO//aroF//yjjB//modA//kbp//fimA//yihV//ygjH//rfaG//cheR//hofO//metC//ygcO//oppA//hisI//glpT//thrS//murP//pstS//sfmC//ybiV//ansA//mipA//yfdS//cspA//lpp//sucC//mcrB//ttcA//guaC//rplN//bacA//nepI//lplA//fimG//znuB//ade//casB//eutB//yphF//hybB//yjiQ//fixC//lpxC//hemL//yghB//parC//nuoG//fucP//sad//agaW//infB//rpnD//nlpD//zapC//dnaT//phr//deoC//ychF//fdhE//fcl//dapA//rdgB//thyA//rluC//hchA//psuT//miaA//fsr//vsr//fieF//lolC//entB//waaY//yebQ//hyfC//uhpA//hofM//entF//sfmD//tsr//ampD//ibsD//ymfK//ydhC//accB//zur//cytR//sdhA//cysM//rhtA//nuoI//waaL//kefC//gabT//btuD//yeaK//dsdA//kdpF//ydiZ//asnB//ftsP//hemC//acrF//mdtO//ybhG//mnmC//pstC//zraS//tpx//ybfA//ampG//napC//nrdA//nemA//dusB//dnaC//focB//yccS//nuoH//potB//nirB//mug//flgJ//ypdA//radA//lpd//mltC//yqaA//cynT//tolR//osmF//atoB//ispH//recA//fdnG//mgtL//cynS//yoeB//garR//zraS//hisG//ubiF//dgcF//nrfF//nrdA//yjbF//dppD//csgE//yigL//kilR//leuC//hcaB//ftsX//degQ//atpD//rhaA//asnC//yeeY//cof//rarA//gor//lepA//copA//nhaB//cpdA//sgcA//ybdZ//rdgC//ubiG//yrfG//ynfF//rcsB//dhaK//rfbB//yhjX//zur//artP//pyrG//rpsB//tynA//gltS//atpE//osmE//tmk//ypdC//cynX//cbeA//yajO//otsA//prpB//nadB//efeO//glpB//yehW//glmS//psd//ridA//lolC//hscA//csgA//fdnI//kefB//chbC//glpA//intF//rimO//nagA//ribF//rzpD//xylB//btuD//livK//yidD//uhpB//hcaE//pyrD//rpsB//ybeQ//lptA//lapB//yehB//ynjD//exuR//ldrD//hyaD//fucK//mrdA//livH//trpS//tcyP//gsiB//iraD//holE//livF//sthA//ravA//uvrB//pyrB//sapF//cysB//ldrD//yfbS//rssB//ppsA//glpA//yjcE//hcaF//lsrC//pdxB//cstA//rapA//fkpB//hyaB//allB//yhhT//moeB//feaB//sdhE//ubiH//ycbX//cysA//yggX//lolA//tcyL//hyfA//rssB//rpoD//
GO_0009060_6	hda//artJ//mraZ//tyrA//iscR//abgR//alsB//phnG//puuC//hybG//nadK//ybhJ//insI1//selD//mrr//dmlA//yebC//ynjA//ppx//nrdH//nanR//yjiQ//msrA//ptsG//rnlB//nanS//
GO_0009061_6	dacD//menB//srkA//pgaC//fabB//gapA//napC//ybaT//yiaL//ybgP//acpT//uhpC//yghO//rapA//yehX//moeA//frmB//fepD//fpr//cca//ydeE//ubiJ//yidZ//acrB//chbG//uxuA//thiQ//insE-1//rlmA//wzc//argF//pstB//aceK//yiaA//btuF//insI1//narI//yggN//yedF//livJ//ydiZ//rfe//nuoM//hexR//rng//tamA//icd//oxc//hcaD//pcnB//eptB//cbeA//mutT//yphF//arnF//
GO_0009062_6	adiC//torA//yhaM//rraA//kdsC//gltX//mlaC//rhmD//yieF//yhcD//opgH//holB//ycjQ//ssuD//tusD//yhjG//yfcR//pykF//yeeO//nuoE//feoB//
GO_0009063_5	minC//yhaJ//ypdC//mgtL//puuE//gcd//maa//mog//ybgP//trmD//xisR//nmpC//acrR//yfcV//yghW//tig//fepB//cas1//waaC//lysS//fecC//nrfA//fiu//hda//clpB//actP//cysE//ybiY//leuE//nrfE//mprA//casE//ygiV//mlaE//ddlB//cysQ//nanE//casD//osmY//radA//caiD//prmB//fecA//groL//emrY//cirA//rpiR//ascF//lpxL//glsB//nhaA//yfcR//rnr//dnaG//kdpC//
GO_0009064_6	yibF//rutE//ybiO//csiD//ugpC//mraY//hslO//yfdC//yphB//ynfE//phnK//flgF//mcrB//ycgR//ynjD//ybjG//agaV//gntT//sanA//yiiE//glgP//tsaC//mngB//yoaB//rutE//cysU//lsrC//entE//ycjR//radD//yahF//ascG//rlmE//yggN//yiaA//srkA//lptG//abpA//glgB//fis//uxuR//flgF//psd//potH//insB-4//ybdG//
GO_0009065_7	yjhH//murQ//ycgB//agaA//dacD//pspC//napC//cbrC//fixC//rpmB//rnr//ssuB//ybiX//ydiB//iap//gldA//tldD//grcA//
GO_0009066_6	pyrD//sgbE//waaL//elaD//avtA//yahF//dauA//waaP//torR//mltB//cpdB//yfbR//recT//blc//xisE//bamE//yfcS//aldA//glsA//mhpT//kdpA//napB//hisA//mreD//pheT//fimB//pck//ycjU//kdgR//mtr//cbpM//sfmA//yajQ//cbrA//yeeL//rclA//yedA//ptsG//yihI//sgcB//phnK//panZ//ykgO//iraM//oppD//kdgK//yfcP//preA//
GO_0009067_7	asnA//cdsA//hcaB//nupC//nuoG//pcnB//yghO//yhdH//gcvT//hisF//yggT//yibH//bamD//flgM//rof//yhcF//zntR//ygiV//dnaQ//pdxB//yobA//fimA//iscA//lamB//phnG//lysR//
GO_0009068_7	ycbU//yoaB//entF//ruvA//ygeA//ybcJ//gabT//ybdO//napF//erpA//mscK//queE//thiE//
GO_0009069_6	kgtP//gatB//dinJ//waaY//kefB//mtlA//hcaE//ushA//kdpD//frmA//hsdR//mazF//srmB//citX//hflC//fkpB//adiY//puuC//ftsZ//yeeA//hemN//aroE//waaU//folX//ascG//entF//sbcC//yajD//uof//gspI//paaG//yjeI//truC//accA//caiT//insI-1//
GO_0009070_7	mutL//ansB//rpnB//intF//torZ//purA//srlR//parE//nupC//fadB//ybiV//ycdY//cpxR//opgG//xapR//yjbE//pgpB//hybC//fixA//yjjB//
GO_0009071_7	rluD//tas//recJ//cspI//mdlA//ydcP//yggT//ybgP//dgoD//casE//cdaR//mcrB//malI//hcaB//
GO_0009072_5	fadJ//nudB//folX//betT//yqhD//wrbA//ymgA//gpmA//yqiH//recT//cobS//nusA//gntU//hemD//opgG//fadM//yddA//rho//pyrB//ecpR//ydhJ//iscS//sanA//rihC//
GO_0009073_6	murG//rplA//napF//rutB//sixA//yadM//guaD//actP//yacG//wcaJ//cueR//uxaA//hybO//opgG//yihV//rng//djlC//ycbV//psuG//cbl//aslB//
GO_0009074_6	ada//lsrB//ccmH//
GO_0009078_6	yhjG//lacI//osmC//mhpB//phoQ//cyaY//mreB//
GO_0009079_7	hupB//ycgV//murG//yhjX//
GO_0009080_7	rcsA//glcC//ydfK//
GO_0009081_5	dgcJ//ompT//agp//ydbD//sxy//nanR//rpnB//mrdB//yraR//yoaB//sxy//intF//metN//ynfE//hokB//sdhD//mepA//rsmI//groL//mlaF//ibpB//rpsA//
GO_0009082_6	ibsE//norW//agaV//cmoB//rzoD//cas3//tyrB//mtn//frvR//insE-1//queD//groS//rzpR//seqA//ycbX//phoA//cysC//accB//
GO_0009084_7	rsmH//gmk//alsC//yfaU//ybdG//cpdA//ybiI//recJ//tamA//gadB//ftsB//ribF//fdoH//dld//elfD//rplI//allB//ssb//murC//ubiG//yehU//tpx//hupA//slyA//rpsQ//
GO_0009085_8	tamB//ycbU//ulaG//ycjW//rpmA//iaaA//ftnA//ychH//kdsA//soxR//lpxT//afuB//
GO_0009086_7	atoS//ybiW//ortT//thiQ//gpr//gcvA//srlA//dgoA//ybaO//
GO_0009088_8	ccmD//nikB//
GO_0009089_6	lpxD//kbp//frr//rutR//murG//ribC//osmF//xylE//uxuB//
GO_0009090_8	yedL//flhC//chbG//yjfF//
GO_0009092_7	phoR//yajO//pbpC//nupC//caiE//aaeA//
GO_0009093_7	rsmD//holC//argT//ybhJ//evgS//
GO_0009094_6	alkB//grpE//abpB//phnP//
GO_0009095_7	aer//ilvC//hcaE//add//
GO_0009097_7	dhaL//ydcP//ybjG//ackA//rutF//hemN//bioB//
GO_0009098_7	pgaD//ygfZ//rlmN//ada//acpS//arfB//fliL//
GO_0009099_7	rusA//yehD//oppB//nfo//ldtE//ybcJ//cysQ//purB//ligA//ydgA//
GO_0009100_5	garP//ybbN//rssB//cnu//tusD//
GO_0009101_6	tmcA//
GO_0009102_6	pnp//rapZ//bioC//menI//paaF//uvrB//dgcJ//uup//bamB//paaA//fepE//yghO//rmf//
GO_0009103_6	paaC//wecC//grcA//bglF//ypdB//nanR//dinJ//yfcR//yhbQ//dppF//mscL//
GO_0009106_5	mdoD//yfdS//
GO_0009107_6	mnmC//hisA//
GO_0009108_6	ubiE//spoT//paaE//dnaQ//mqsA//cusC//caiT//araB//hybD//tcyP//mdtL//rhaB//uacT//menE//intF//ygiS//ybiA//dtpB//dhaK//ybgQ//fepA//slt//lysS//ydgA//sucB//ygjR//dgcT//puuA//tdcC//lpxT//cmoM//ytfP//ygjK//pliG//entH//def//fimB//yehD//yehX//dgoK//ygiN//glnP//argK//ymfA//holB//yfiE//ibsE//yaiV//pal//pabC//soxS//ychF//mngR//yjjG//treC//wcaB//ilvB//yeiE//ycbX//yraJ//fbp//gcvP//satP//wcaC//fur//tusD//mppA//casE//yhcD//gcl//lsrC//minC//yedP//uvrD//yjjU//comR//yddM//znuC//pdeL//mdtB//flgF//dnaC//yeaK//hemC//hflD//rcsA//arsR//nagC//glsA2//fadH//ndh//feoB//aroG//dnaB//ascF//cyaA//bluR//nirD//thiC//srmB//cheY//acnB//ung//yjhP//yjjW//kefF//yhcH//fhuF//shoB//gspF//
GO_0009109_6	yfgI//cptB//sdaB//hofC//xseB//
GO_0009110_5	sbcC//rsmG//recB//ghxQ//dedD//dgcN//flgE//rluF//ybcL//dsdX//rhaT//clpB//folC//frwD//hybE//pitB//ppsR//galK//dgoR//ftsZ//ygbI//ybhI//selA//aceK//yjiA//asnB//yjtD//yedF//oppC//yqiI//eutK//yhjR//djlC//hyaD//fliM//abpA//hicA//yebZ//preA//yjgX//znuB//btuC//yghW//cysS//flgI//fliD//artQ//yehY//glrK//malX//caiB//nadD//ybjN//etk//yaaU//ompW//sppA//
GO_0009111_5	rpiR//murF//argE//pckA//
GO_0009112_5	yibF//amiA//prmB//bioD1//bglA//rplI//cspB//yehC//sfsA//ybdH//prfC//ltaE//folM//tdh//ampD//lapB//ykgO//ycaN//yojI//rsmH//secD//ycbU//mlaB//fiu//murR//acnB//serA//ldtA//fbp//rnt//xerD//mppA//tag//fryA//hisG//kch//
GO_0009113_5	sohB//lsrA//ybcM//glk//baeR//
GO_0009114_8	sucD//
GO_0009116_5	dppB//phnC//waaQ//phnM//kdpE//maoP//dgoK//ftsQ//sapB//infB//mdtK//norR//malF//rlmI//rppH//yecS//yqaE//endA//yiaB//manZ//mliC//hflX//nepI//alsB//ompA//panE//cbrC//fadK//ariR//ndk//ldrD//treB//amiB//xylF//crl//hypC//yiaN//mtlR//thiH//ccmC//
GO_0009117_6	yajR//tyrR//aroB//dfp//chiP//shoB//lldR//wecE//rimK//menH//hybE//atoC//aldB//cysH//spy//hpt//tsaB//folC//gmhB//tamA//ompT//hybF//yigL//pbpC//yihQ//yeaE//sapA//purD//pgpC//yneJ//csgF//garL//yfaL//ggt//yfcP//acrZ//rpoD//feoA//moeA//ypdA//gapC//entF//gntK//adiY//btuC//preT//bcp//speE//modB//ygaH//hslR//agaV//nagZ//fur//parE//miaA//kdgK//iap//pyrH//paaA//rstB//dinQ//ykgO//xerC//glgX//mnaT//aroF//ydeM//rsmB//rarD//yihS//acpP//dnaB//tolC//yciH//ogt//arcA//ftnB//hisH//osmC//eamA//murJ//phoU//fepC//bamA//yafS//oppC//ymgF//yefM//htrE//astC//cyoE//dapB//fre//zur//ttdB//yphD//rseC//sbmA//agaC//mprA//yqhC//citE//yjbG//
GO_0009119_6	codB//trmL//udk//bioD//oppB//frdD//suhB//bdm//leuB//waaQ//lolE//dhaM//prpC//proW//hdeD//ugpC//glcB//ymfA//pgpC//hyfR//galM//gntP//tatC//tnaA//ybdN//dkgA//rluC//aspC//pdxY//insH-6//rarA//rsfS//aspC//ygdG//yqiJ//
GO_0009120_6	uspC//panC//rarA//ydjK//
GO_0009123_6	rppH//paaX//ldtE//ydcS//nupC//lptE//yjcO//greB//malQ//fre//fliZ//yjiQ//lsrB//waaQ//gltX//tdcA//rpsD//fryB//trmL//cspA//otsA//rclB//entA//rlmJ//prmA//murR//baeS//aphA//ycfL//wecA//acrD//lsrA//malZ//murC//cydD//dgcT//waaG//tdcD//recA//galU//ompF//mtn//glxK//yegV//dsdX//mcbR//
GO_0009124_7	btuR//trpGD//ypdI//zupT//yjbG//cpoB//paaG//gor//rpsQ//dsbC//thiE//aroF//tusC//acpS//ydeM//flgF//mliC//mltF//dcuD//yjbF//sfmC//nhaA//csgB//frdB//yhfK//yhhY//fbp//yaiW//mnmA//yfeR//aphA//lptB//uspE//bsmA//frmA//nagA//bluR//
GO_0009125_7	glsB//pldB//htrE//yoeB//ykgO//
GO_0009126_7	gatD//recO//aspC//paaF//rbsA//agaA//yjtD//pdxB//fabA//allC//crp//rpe//yciF//sspA//ldrA//ilvN//yfcA//cirA//sdhE//hda//cadA//ykgA//hybC//oppD//yhaV//citG//narY//pdxB//manY//iap//glrK//ubiA//yghU//pth//
GO_0009127_8	yggE//ydjK//sucD//fkpB//cyoE//gltD//zipA//rplE//mqsA//phr//ihfB//gppA//yggW//acrA//manY//rplJ//fmt//yiiM//phnM//dtd//adiA//ygbL//yfdS//lasT//cheZ//tilS//phnG//mltD//rpsM//ftsY//
GO_0009129_7	eno//torR//menB//gapA//pykF//asnB//proA//panZ//perR//cspC//
GO_0009130_8	ydfG//hcaR//uspB//sgbU//rseB//
GO_0009131_8	citX//yiaN//atoS//bluR//dgoR//
GO_0009132_6	kgtP//rpiA//cfa//codA//dicC//ybiW//tyrA//dgoA//gltX//ybhJ//copA//nagD//artP//nrdE//grcA//fkpA//yaaY//mazF//lolC//selD//ampG//bolA//intZ//yieK//rplQ//
GO_0009133_7	ymgC//nsrR//iraP//
GO_0009135_7	fdoH//kdpF//ldtA//eamB//yjaZ//rnr//glsA//lpxT//recD//lpxT//rssB//ulaC//htpX//kefG//arcB//cspE//fepC//mreB//essD//priC//rng//fepG//pabC//
GO_0009136_8	talB//
GO_0009138_7	ebgA//cysZ//
GO_0009139_8	ghrB//zraS//
GO_0009141_6	lysO//proA//aroK//fimZ//yjjI//yfaX//glcE//uspB//frdA//nepI//nadB//yahF//groL//lgoT//arfA//purN//insA-2//rng//uidC//ldcA//uspB//murE//rpsS//mdtO//mazF//parC//wecE//yodD//ushA//moaD//rlmE//murR//pdxB//miaA//ykfM//glpC//hpt//mhpD//
GO_0009142_7	panC//rutG//mqsR//rluD//yobF//pgi//cyoB//glnA//ycjP//yghB//tamA//bioP//yagJ//casC//yidH//prpB//ybhS//frdD//kdsD//fabZ//xylR//folD//citG//dnaA//speF//bamC//nusG//emrD//
GO_0009143_7	macB//yhjA//yciV//ghrB//
GO_0009144_7	glyS//yceK//csgF//menH//hchA//umpH//ccmF//uspF//oxyR//ecpR//yhbX//gldA//chpS//yhdX//narH//glcE//fimB//yccX//waaS//cho//lysO//hybF//holB//tonB//fimD//ruvA//srkA//hdeD//chbC//ycjY//fis//
GO_0009145_8	raiA//selU//ynaE//mukB//pdeD//rseB//def//bolA//poxB//yidH//dsbA//yeaE//narP//murD//yejF//nfsB//casD//abpB//thrS//mdoG//yjcO//nagE//fabH//
GO_0009146_8	yjgX//fdoI//
GO_0009147_7	cyaA//lolE//ydiQ//ung//
GO_0009148_8	ycbX//leuA//
GO_0009149_8	marA//crr//
GO_0009150_7	yjhB//soxS//nrfC//actP//rffC//hdfR//bamE//kdgR//wzc//cspB//barA//essD//yagI//cobC//yahB//tsx//frr//cedA//mgrB//fruB//tufB//cheR//pth//ykgM//acnB//bioH//argP//fdnG//cydC//flgG//ompN//mraZ//prfA//sulA//appC//rluF//yqhC//hisF//alaS//ytfQ//diaA//kdpE//asr//rssB//paaD//dut//rnhB//hofC//
GO_0009151_7	maeA//pinQ//
GO_0009152_8	glpD//rrrD//kch//ynhF//nuoG//leuS//rhlB//ppiD//lepB//yhbO//hslR//macB//csgG//dsdX//ybdO//paaH//ruvA//dinD//dgcQ//yjiY//aroH//insB-2//dcm//ftsX//tcyL//trpB//minD//abgB//ompT//yqiH//ftsL//mutT//ybaL//narG//creB//sgrT//pnuC//
GO_0009155_7	emrY//tamB//
GO_0009156_8	hofN//bolA//tufB//pgpA//glpK//poxB//amyA//gldA//rimL//sgbU//ffh//eamA//eutB//rsmI//nanA//holB//artP//fadB//narK//oppD//ptsP//yhgF//otsA//hexR//rffH//kbaY//rpe//ompW//hyfC//murC//yhiM//dsbC//fklB//
GO_0009157_8	ihfA//phnM//yihL//ubiB//
