#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	pgpB//atoC//mntP//yieK//
GO_0016070_6	glnB//hemH//ynjA//lolC//gltB//pspG//iscA//sxy//abgB//yfcF//clpB//mdtK//aspA//rbsD//tamA//mreD//yicJ//zapD//yaiV//yibF//pphB//hypB//tolQ//pck//insA-1//wcaB//ibsB//ybiH//tdcE//bfr//mhpA//rnlB//ibsC//cysN//adiA//livH//ybdZ//rpoS//gdhA//tmk//napF//wrbA//rplA//pepD//yihV//iaaA//yjcS//araD//dhaL//rplT//nagK//rhaA//rhtA//yihQ//cpxP//metE//ldrA//ycfL//yrfG//ghxQ//fadK//mgtA//djlC//hiuH//gatZ//ulaG//leuD//psuG//rdgC//yidQ//rbsK//tauC//hisQ//ynjA//yphD//frvA//uspB//sdhA//ccmE//rsmA//alaC//proQ//sgbH//dinJ//lapA//hcaR//insI4//skp//selU//ldrD//nfsB//yraJ//tusD//hns//katE//umpG//clsC//cysB//osmC//ynfK//yjjG//cysM//xseB//fliT//yjjW//rdgB//ygbN//frvR//mhpA//tdcE//ldtA//yjgX//ftsE//uup//yebG//yfcS//tdh//ybjG//ppiD//waaB//nagK//epmA//yifB//yieH//hyaD//yidH//yhdZ//nfi//lldP//yciT//ybeQ//rsmH//amtB//hisB//tatA//cdaR//rbbA//ftsZ//ybhP//yciK//zapB//dcp//iraP//cobS//atoB//tbpA//ftsZ//crfC//rcnR//ptsN//marA//cysZ//rplB//rplM//eno//pnp//cecR//intQ//dapF//yagE//pckA//gor//wza//dcuD//bioC//yehC//rlmE//arnE//ddpX//speC//uhpA//yraK//ymfK//yggD//nrdH//cysM//csrA//entD//yehW//elbB//ydcI//yjhI//malZ//phoE//rsfS//rcdA//agaR//sxy//ybgP//ltaE//napD//ubiA//alaA//ygjK//sdiA//lepA//icd//lplT//yaaU//rlmG//proQ//bssR//napA//erfK//epmA//yedP//ygfX//ivy//dgt//alsC//yagG//ycjY//umpH//csgD//rmuC//gabT//ttdT//mngR//fau//bssS//yacG//glnH//ppsA//casC//ynbD//dcd//atpE//yidA//chpS//cspG//araH//ybjX//leuO//clsA//ybeY//thiD//hflD//lptF//cadC//znuC//apaH//dsbA//ispU//yfbU//uidA//glpK//soxS//argF//dcuA//yoeE//uvrY//rpsQ//pyrF//dcuB//panE//nrfB//tsx//ridA//yebK//coaE//cbtA//ycgR//nrdF//yehY//ribF//rssB//murE//sfmH//dmlA//gltK//yhjX//sspA//pgm//rpmC//marR//hemN//ycdX//agaS//csgB//rpsO//asnB//fpr//chbA//truC//paaJ//mscM//csiD//curA//murQ//rplE//dcuS//ycdX//metB//insB-4//
GO_0016071_7	lamB//atpB//menI//ygaH//hexR//narP//opgC//corA//lpoA//plsB//hflC//dgoA//kdsB//cueO//opgD//
GO_0016072_8	hicA//tdcF//yehX//uspC//ldtC//ycfS//rimJ//pck//mdtL//trmJ//tcyN//uxuA//diaA//kdgT//cutA//ydeM//cyoB//mobA//crfC//araD//napC//abgA//cysS//wecA//kduD//bglJ//ssuE//gntT//ompF//fetA//hycB//ruvB//fre//radD//solA//def//trmO//ccmG//narJ//cynX//rplS//ydiK//caiE//nuoL//
GO_0016075_8	glgS//yjbF//
GO_0016078_8	cecR//
GO_0016093_5	lpxD//yagU//
GO_0016094_6	yafO//cusC//
GO_0016114_6	yajO//
GO_0016137_6	paaX//
GO_0016139_7	dsbA//
GO_0016226_5	ybdR//lipA//acpT//tynA//rimI//yjgX//potH//gcvR//ydeO//yfcS//lysO//dgcQ//prfC//yibT//rpsP//fadA//yejB//selD//
GO_0016259_7	nhaB//gadE//ompF//fliM//
GO_0016260_8	ycjP//yagF//fimB//
GO_0016310_6	nrdD//recR//tas//rplA//cysU//cusA//yidA//proX//rhtB//surA//rhaM//rimM//ybiX//glvC//yfhH//yidC//frwB//pgrR//tolQ//srmB//pnp//yadG//yqgF//rspB//ybdG//moaA//gloC//ftsK//ynbD//csiR//aaeB//yadI//gmk//yagE//yiaN//ykgM//gntU//ispB//murA//yjbH//dgoT//alaA//galT//nfuA//ycjQ//cspI//eamB//xisE//afuB//rplN//torA//hemE//puuA//bioB//coaE//rplC//gpmM//ybjD//fucI//rseB//cyaA//opgG//bamA//yieL//norW//bcr//kefC//pyrB//ppx//ycbB//cbrA//rppH//aceA//ftsZ//ddpA//emrY//rsmE//menA//plsX//aaeB//tap//yebZ//rof//aroH//csgE//dgoD//narV//metR//glgX//selD//gmk//rpsO//atoB//yqgF//folX//ygaV//btuD//alpA//yiaT//tpx//cas3//btuE//sgcR//rmuC//pgaD//ftsI//argP//fadB//lsrD//leuE//glyS//pabB//mhpT//ftsB//cyaA//yeeJ//qseC//
GO_0016311_6	lyxK//wecB//dnaA//crr//rmf//cspD//idnO//yfdG//ebgA//xylA//frdA//mutY//nlpI//rpmB//fucO//trmB//yhgF//soxR//pntB//folC//rplE//pepQ//potC//yfhM//lptA//yfhM//surA//ivbL//ttdT//hycB//tynA//asr//xseA//pcnB//frmB//yhgH//ortT//nikA//cpsG//gloC//ompC//tyrS//znuA//narQ//epd//hflK//yehT//aqpZ//ydeI//sseA//intA//rpoA//rhaD//sdiA//endA//narG//bioB//recC//yahN//yheT//gatC//
GO_0016458_3	degQ//fdhF//
GO_0016477_4	ydeI//
GO_0016485_6	mepH//rayT//pgaC//sxy//emrK//nrfE//clpA//mcrB//astC//
GO_0016540_7	mdtE//sbcB//
GO_0016553_7	tsgA//
GO_0016556_7	wbbK//
GO_0016579_7	bhsA//
GO_0016998_5	setA//
GO_0016999_5	feaB//dgkA//ruvA//nikR//lptC//rhsD//lpoB//panF//hslR//pflB//vsr//pal//cmoB//torA//aidB//efeO//plsX//sufA//yceO//puuD//gltX//ydiQ//yeaV//pgpB//napB//aldB//baeS//mltF//galK//ybjG//ymfA//envY//gltP//dps//cyoE//dgcQ//rutB//fepE//marA//chiP//cobT//xanQ//gudP//yihW//pyrB//narU//tamA//idnT//hypB//rutC//ycjY//bamE//secD//ampG//rplN//yehY//
GO_0017000_5	nlpD//chiP//thiM//insF-1//tktB//mhpA//
GO_0017001_5	fetB//bluR//dauA//hcaC//ibpB//ygbN//cof//dgoK//cspE//cca//tsf//secM//mcbA//garK//hemA//uspG//alr//rlmD//uvrY//yggP//dgoT//
GO_0017003_8	dacB//znuB//symE//serS//yraH//mraY//
GO_0017004_7	hyfF//rpsB//eno//lnt//rplD//yedX//aroC//ebgR//yidL//yihX//thrA//
GO_0017006_7	yqjA//rcsB//tnaB//mtlR//iraD//nlpI//
GO_0017013_7	hisM//rfaG//
GO_0017038_6	chbB//arcC//trmD//
GO_0017144_4	hypT//insH-6//ppiC//fabH//aroD//cspI//bioD//gdhA//nanR//cusF//yedP//soxR//yjjX//oppB//mutH//gatY//kdsD//rnr//yjhP//yehP//metI//flgG//fepG//tdk//yjjV//nikE//lplA//endA//polB//pyrH//znuB//yjiM//rzpD//manY//rhlB//pabB//rdgC//rlmC//casA//atpC//yhiM//pflB//mepA//phnH//nmpC//mdtN//pntB//glyA//carB//rhmD//ttdA//pgaA//marA//queD//hcaT//dpiA//argR//yebC//yhdW//paaK//dpiA//cpxP//fecD//dinG//pdeF//cas2//xerC//cysW//rffM//mobA//mmuP//rpmA//mtgA//pphB//asnC//pgsA//ytfT//cysN//gltX//fruK//waaH//ybiS//rfe//ybbN//idnT//allS//nudG//yphC//deoA//ridA//ycfS//yoeB//ampE//ompL//rpsL//mhpT//pyrF//ahr//ampE//mepS//rlmC//envY//rpoE//hemH//glcC//uxaC//yfcS//bsmA//gutQ//acpP//acrE//ydiK//sodA//proB//tyrB//puuP//ybiJ//lgoT//abpA//tmcA//ppiD//phoE//gltB//fliT//insA-2//yjbF//dgcT//ycjP//waaG//rutF//msrC//ftsZ//hicA//napF//lldD//fdrA//birA//ydhQ//pgpA//rhtB//yfeW//yfcF//waaO//bioD1//pal//asnC//yhdH//opgG//sgcA//gspF//dgcZ//epmB//ftsZ//csdA//sutR//pdxB//argS//fucP//dbpA//mscM//gltS//gpr//pdeK//ubiF//gsiD//kbaY//mmuP//yidQ//arnD//moaE//syd//hybD//yhaJ//dapA//dkgA//glnK//ybhF//idnO//opgD//ulaB//pstC//pgl//gltI//gpt//aroC//nanT//yjhG//sodA//ptrA//hypC//pphB//rsmA//aqpZ//rpsA//tyrS//lptA//codB//proP//recO//
GO_0017148_8	pbpG//parC//erfK//mltD//yihL//waaJ//hslR//dnaQ//tdcC//nrfE//amtB//rhaA//bcp//trpC//gatY//gloA//insE-1//paaH//guaB//ygeX//frmR//thiE//rseP//ynbC//
GO_0017185_8	rhaM//
GO_0017189_7	cobB//
GO_0017198_7	melA//
GO_0018011_7	prmA//
GO_0018012_8	rpsE//
GO_0018022_6	bioC//
GO_0018023_7	rffH//
GO_0018063_8	mgtL//wzzB//xylA//sfmH//hemN//
GO_0018065_7	bdcA//murE//dcuA//fetA//hisF//
GO_0018070_8	ftsB//mdtI//
GO_0018104_8	ibaG//panE//frdB//katE//rimM//nlpD//yihW//pspD//
GO_0018105_8	nikA//araD//mdtE//
GO_0018106_8	hisD//ratA//feoB//aroL//glnH//sgcC//yfiR//nadC//rffM//sgbH//ygdG//srlD//proP//ilvA//wrbA//ydgA//ycdY//frsA//udk//rdgB//rpiR//perR//thiD//yfcS//insH-6//pal//yecS//epmB//yebG//
GO_0018108_8	mrcB//fhuF//cyoB//puuR//insH-5//
GO_0018117_8	dusC//
GO_0018125_6	fmt//
GO_0018126_7	mutT//
GO_0018130_5	yjcO//intF//nfi//rluE//tolA//sulA//rpmG//yhjR//uvrY//cspE//acrE//ygeW//ogt//ubiX//frvB//argB//fadE//abgB//tdk//metF//recF//glcC//soxS//insE-1//glcD//sufC//sodB//ybjL//sgrR//yggN//gfcE//yahO//allB//elyC//sdiA//adeD//yfcP//insH-5//rpnA//mepM//lnt//rcsF//thiI//yjiA//yfbV//asnS//zupT//artQ//rpe//moeB//udk//ftnA//cpxR//yahN//cheR//hypB//hpt//ygeA//truB//fryA//basR//mdfA//yjtD//fcl//nanC//yjiM//waaU//ibpB//napD//glmU//ppiC//pinR//eco//ubiG//ilvB//hisI//nanR//sodA//rpmG//bluF//idnD//dam//hisA//frr//gltB//uxuR//nrdR//sucA//gnd//flgM//dgcQ//rcsD//rapA//leuA//paoC//rbsK//valS//lolB//argP//pcnB//phr//thiE//yidD//tcdA//fimD//ycjR//purB//hexR//nlpD//chpB//yedF//sufE//galR//gcvT//pspC//intQ//yfbS//pinE//fecC//nusA//pyrB//nikR//fucK//udp//dcuC//dgcE//galF//exuR//srlE//azoR//ais//menB//ygaH//diaA//sugE//hisA//rpmB//glpR//rep//acrR//gor//iaaA//dnaQ//rplX//opgG//yrdA//tynA//feoB//rnd//gntR//rhtC//napA//lgoR//gnd//xerD//mdtB//uxuB//elbB//mmuM//fryC//rpsA//kefC//ibsD//nikC//tcyL//mgtA//yfiC//yiaU//fimZ//codB//fdx//zitB//sufD//rffM//paaC//ubiH//cho//glgS//ycbV//tauB//dppC//gudD//eco//rpsK//dmsB//narJ//pspC//hycA//sgcC//rutA//fnr//cdaR//rlmM//mglB//xerC//cobC//yqhC//uraA//casA//yrbG//narV//lldR//yafQ//menA//ygfI//lolE//ispA//leuO//ugpB//arfA//yqiJ//ybhI//wcaJ//livG//waaG//tusD//talB//ssuA//pdhR//alsC//yhcD//narG//surA//insI3//ybjL//ybbN//alaA//recR//ymdB//nadA//ibsD//purU//glmU//menE//rof//dinD//sbcC//ygiW//rraA//frwB//nagD//yciF//yafE//queF//malX//nrdI//pyrF//ralR//frdA//nuoF//rpmG//dcuC//barA//rcsF//gyrB//lysA//sppA//yggW//marR//nikE//nanR//menE//thiC//yggW//entF//grxD//tcdA//clpS//yebS//cysI//cpxR//mhpB//dnaN//acpH//gltD//nei//envZ//cspC//ygbM//clpX//ynaI//serB//lsrR//insI4//mepM//yqiJ//sgrT//arfA//yfcG//viaA//yeeO//shiA//ompG//pykA//rlmM//appA//yqaB//prfC//nrdD//iraP//ygcO//alkB//rcsB//chbR//etk//ybgP//ilvM//ydiB//yejB//ydbD//atpG//fliG//modC//ispU//paaA//yfiC//yfiC//oppB//mdlA//pdeL//rlmJ//abpA//basS//yraI//mtnN//rpsE//norV//glnE//intZ//fnr//yhaM//ghxQ//yfgJ//fixB//rng//phnL//metE//fetA//mcrA//argF//puuA//gcvA//leuD//aaeB//hiuH//uspE//paaH//yhjX//ubiJ//dtpA//dsbD//fucK//thiM//ttdT//cdsA//mlaD//xisR//alsA//agaI//hsrA//menD//csgE//fbaA//hscB//rsmF//wecA//yiiE//fimC//uspG//hybB//glnH//
GO_0018131_6	tynA//ligA//
GO_0018160_8	allD//
GO_0018175_7	asd//
GO_0018193_7	fadD//ycjU//argE//yggF//yaiV//rfaG//moaB//ygeX//metI//intA//cspI//araG//leuB//rpsN//citC//ypdI//rhsD//ybiT//cydD//acrE//erfK//glcA//ychO//queG//trmI//rhtA//glcC//rpnA//tcyJ//ybiW//yfcA//oxc//yiiM//rpmE//cspC//deoD//ruvC//ulaD//chbF//dgcJ//srlB//minE//yiiM//ubiG//hcaF//ydgA//ycgR//glcA//lsrD//oppF//msrA//pdxH//fhlA//uspB//udk//rluB//cydA//sutR//lnt//elfC//proV//clpA//ompC//aspA//frc//glmU//bglF//cdh//yfaU//hemD//ttdR//
GO_0018194_8	guaC//narH//
GO_0018195_8	rplS//
GO_0018197_8	ybiJ//hokB//
GO_0018198_8	gsiC//dld//selB//sspA//yqeA//glnS//rzoD//yebZ//
GO_0018202_8	hemG//glmU//yfgJ//waaF//maeA//aceF//uhpB//envZ//rpsO//lpoB//lgoT//lyxK//baeR//mhpC//suhB//marR//waaS//acnA//qorA//mepS//rfaC//rpmA//bamA//ygeX//ycjU//dicC//cyoD//amyA//asnA//
GO_0018205_8	tsaD//rpsO//yfjV//purF//dauA//topB//yehC//ubiH//mcbA//btuE//ybhG//
GO_0018206_8	ghoS//
GO_0018208_8	yajD//rplJ//rpnA//cpxA//asr//thiL//lon//ubiG//
GO_0018209_8	rfaE//hiuH//znuA//ugpE//fruB//tatD//purB//
GO_0018212_8	ldrD//sbcD//livK//gloB//citX//
GO_0018215_7	iap//mqsR//
GO_0018246_8	hslV//
GO_0018247_9	aas//
GO_0018249_7	csdE//
GO_0018282_7	ybfA//yeaV//
GO_0018283_6	murF//rpmH//
GO_0018298_7	wcaC//
GO_0018307_7	zntA//
GO_0018315_8	exbB//
GO_0018339_9	murC//lolC//
GO_0018345_8	yqcC//
GO_0018364_6	gltK//yhiM//
GO_0018378_9	rlmH//casB//ybbW//
GO_0018393_10	rfaF//adiA//
GO_0018394_9	flgK//metH//fdnG//
GO_0018410_8	srlA//
GO_0018909_5	rhtA//
GO_0018937_4	ybjX//
GO_0018958_5	rbsA//hscA//yiiM//fetA//phnC//relE//secA//hslJ//cobU//narK//ompF//
GO_0018960_4	ycdY//
GO_0018962_6	metI//pstC//dnaB//ybdR//lhr//
GO_0018973_5	mfd//nupC//
GO_0018974_6	yhaM//bssS//
GO_0019042_6	cutC//
GO_0019043_6	queA//uspG//cca//
GO_0019046_6	ftp//uxuA//caiF//
GO_0019048_6	dtpD//hofM//rcnB//ydhQ//
GO_0019062_5	bepA//
GO_0019068_6	ydhJ//livH//
GO_0019076_6	tqsA//rssA//ivy//luxS//
GO_0019184_7	ydiO//uhpB//ydcP//cpxA//emrK//rpmF//citX//zapC//lptF//mnmG//
GO_0019216_6	araE//gapC//torY//ribC//
GO_0019217_7	msrQ//prpC//yidE//
GO_0019219_6	yadK//pgpA//asmA//atpC//miaA//yidP//rffT//nfi//yeaV//dnaQ//nuoI//rpnD//mliC//obgE//sixA//cysH//adiA//cobU//emrD//ybiS//hybO//ydcO//yjjB//dapF//insI-1//ydbK//mdfA//ompR//puuD//yehP//ydjL//nanC//trpR//hupA//aldA//rarD//topAI//narJ//rpmF//napF//fhlA//dgcE//glsA2//yqjH//gspF//yeeJ//yhjX//oppC//opgB//xylR//lldR//rlmA//yaaY//nuoG//viaA//malX//selD//apt//phnM//glnQ//queA//fdoH//ybcM//yfeD//hybF//mdh//pck//deoA//rclA//yehT//hda//pstA//tsr//lsrD//appB//yeeL//queA//tktB//baeS//fau//ligA//murG//dkgA//queE//pgpB//dut//galE//yfiC//hofM//dppB//rlmH//ubiC//lapB//ilvI//ygaV//citC//yagG//ahr//ldrA//dcuS//clpS//lpp//rusA//yiaL//infC//queF//aceF//recR//holE//lgoR//panC//yciA//gadX//putP//tnaA//bioH//frvA//dapD//eamA//gspI//paaD//yjiQ//psuG//pheM//nlpD//hofQ//mrcA//atpE//torZ//deoA//syd//srlD//iraD//ykfM//yidL//yieE//efeO//ycjW//gntT//tauA//eptC//rfbC//nimT//yfdR//copA//hisC//rpsG//dsbC//pth//yhhZ//fetB//fliD//potE//idi//pdeH//cysD//leuC//gloB//nupC//nuoM//ydiF//lpxC//sgcB//cysS//yihT//hcaC//sufC//nrdD//fadA//clsA//yehU//htpG//pncB//trkG//nupG//rarA//ygdG//fabB//yihX//rmf//selA//yagI//rplB//ybhJ//acpS//lsrA//prs//borD//dacB//chbR//citG//dnaG//hyfR//hypD//malS//mtlR//phnP//cspA//ppiA//pepT//thiH//ghxP//agaS//priA//nrdI//murI//fecA//melR//iscR//ldtB//mepM//araB//fklB//modC//rffG//yheT//flgB//rcsF//zur//rutG//ydiP//hycH//yjjQ//ycfJ//rsgA//tdcE//dcuD//hexR//patZ//argS//nanK//ybcM//rsmJ//alsA//fliS//fliD//ihfB//dicA//yraJ//frc//menI//atpD//thiC//pcnB//pstA//wecC//phnO//proB//puuA//ybjD//gshB//ybjC//aroK//chbB//nagZ//basS//nuoH//thrL//uvrC//pyrB//aldA//flgJ//pta//yqjI//sdhA//rffC//aroP//rzoR//map//tdcE//ydjK//cheR//abgB//prkB//hrpA//mglA//cpxP//insA-2//yejE//pitB//truB//cysI//adiY//cysQ//thiQ//dut//ybaT//rbsK//flgE//arsC//yjiX//paaK//
GO_0019220_7	yggW//rhlB//mdtN//lptG//topA//rpsP//rlmJ//allB//yjjW//fepE//
GO_0019222_4	cyaY//alaC//arnB//tpiA//galU//phnP//iaaA//fau//pphA//fhuC//uxuR//rpsQ//lgoR//ompG//hdhA//trpS//mltA//lplT//opgD//nuoI//suhB//potC//uspB//hyaD//nrfD//ydfD//dsbB//cytR//fetA//crfC//glnA//phnN//surA//argT//csrD//rapA//cpdA//trxC//zntA//nagK//phoP//nikB//fadH//narU//hicA//moaC//lpxT//hisA//yjjW//otsB//cspD//ynfK//mnmC//hlyE//envR//yfcP//asnB//dauA//yehT//lpxD//atoC//panZ//bamA//yqgB//appY//hcp//gcvP//ygiB//ascF//flhA//ydjK//tamA//garD//dfp//dicB//yhcD//nusG//ybiI//uhpB//dgoD//hrpA//asr//phnK//btuB//dcuD//hupA//ydeI//amtB//arnF//yfaE//cytR//alaA//cusR//hyaA//recC//cyoE//prmB//gspJ//ubiB//narY//insI1//symE//cynX//guaC//fliM//rplM//ybbW//cspG//dinI//dfp//sspA//mgtA//prkB//oppB//yhaM//argF//borD//gltD//gapA//cpdA//osmY//nadD//mepH//cstA//tdcE//yagJ//insI-2//ybaO//gpr//treB//etk//flgF//zraS//yhcD//dtpC//bhsA//kdpE//mqsA//araC//insF-1//fabA//ypdI//pgl//cusB//ygiN//rbsB//mntR//narQ//gadB//cbrA//ynfH//pflC//mltD//glgX//artI//dgoT//tar//nrdE//rfaQ//yhcH//rpsD//uvrB//truB//yjhP//galF//dinI//pgpB//yafE//queF//yqiH//clpA//thyA//entS//yjjG//qseB//zapC//rpmE//rsmD//ybeY//topAI//qseB//melB//rfbD//marA//rlmF//abgA//ybjD//dmsA//btuR//yiaB//csdE//yfdG//nanT//rbsC//hisI//mscM//umpG//ynbC//hybE//xerC//waaL//ygfI//dinG//btuD//gudP//malP//hscC//pgaA//truD//argE//trmI//gntU//cheY//gnsB//ybaQ//arnF//rffG//paoC//npr//bioD1//yebS//pheA//prmA//rhtB//polB//proW//envZ//glnE//lldR//thrL//rraB//flgM//azoR//yahF//fabZ//cytR//rpiB//cusF//nanA//caiE//pepA//xerD//tyrS//fau//ddlA//nemR//nrdD//hisB//lnt//fryC//bdcA//tktB//btuC//artJ//amyA//pgrR//yefM//sufB//dtpD//ulaR//selB//yggX//treR//phnJ//alpA//ybaT//rpmB//grpE//murJ//ispG//fadL//ycjU//yehU//mutM//yghG//acrD//rpmF//rnr//glsA//ilvE//yehZ//rpnD//ybhR//mocA//lptC//argP//pgk//ygfZ//htpX//gltL//nrdD//yggD//agaW//hiuH//ychF//ybeY//clcA//moeA//fadD//yacG//rpsQ//frdD//tsr//lpd//ypdI//feoB//sgcB//infB//prs//yodD//mtr//hybE//allS//sufB//yfeO//rpmB//modC//queG//ugpC//ulaD//yfdK//napF//cedA//yqiJ//nrfC//xisR//ydfK//kdsB//yddM//hsdM//fbp//yeaE//setC//bdm//napF//dacD//hprS//ybhP//ycfS//relA//csiR//tsf//nepI//rplF//atoB//nfo//tar//menH//yfdR//rffC//pdeK//nhaR//ispA//hisD//livK//speD//yjgX//ydhJ//yeeY//ydeE//mdtO//ygdG//cdh//miaB//tdcB//lasT//rpsR//yabI//nikR//sbcC//soxR//
GO_0019242_6	sohB//
GO_0019243_7	yohD//pldB//elaB//modC//rutB//yciH//rbsA//adhP//ftsH//ydeM//srkA//ybbY//recC//kbp//lnt//tdcF//yajQ//hypF//yggD//yidR//paaB//yfdS//hycA//rlmM//
GO_0019249_6	rclC//
GO_0019250_7	rnhB//
GO_0019262_6	mltF//elfG//ycjP//bglH//aroL//rbsC//ldtE//
GO_0019264_7	malP//
GO_0019272_9	viaA//metB//
GO_0019284_7	yojI//nepI//ynaE//
GO_0019285_5	pdxJ//intF//
GO_0019288_6	yidE//glmU//hybF//ycgV//
GO_0019290_5	rpoD//tdcR//nrdE//aroA//atoS//essD//caiB//frwD//
GO_0019292_8	rpiA//
GO_0019294_6	ygbN//yddG//cca//moaB//
GO_0019299_6	glnS//waaL//kch//mdoD//artI//norV//yibT//
GO_0019301_7	dcuS//iraM//livF//chpB//betI//yceK//nth//
GO_0019303_7	yceD//znuB//
GO_0019305_7	yqiG//
GO_0019309_7	hycA//
GO_0019313_6	nuoL//rplB//ymdB//
GO_0019314_7	ibsD//fadD//yfdO//
GO_0019316_8	rplM//msrP//sufB//
GO_0019317_7	hemC//gor//umpG//rsmD//dusB//atpF//
GO_0019318_5	dmsB//narX//ygiS//rzpR//nanT//gspJ//ycbB//mdoG//tesB//rpe//lolB//yahD//cysI//yedP//tktA//ydjH//yaiV//hofP//acrA//fixC//rspB//surE//pgaC//cysP//mlaB//afuB//yajR//ygcO//nagA//ompW//fadR//yodD//fmt//yqiG//rimO//ybgI//bolA//flgG//amtB//paoC//rlmH//ykgM//rpmA//lacY//tldD//yciT//
GO_0019319_6	mcbR//cmoB//iraP//gyrA//yifB//yfdK//sgcC//sfmH//ydbD//glcB//
GO_0019320_6	yaaA//yebZ//waaH//yjjG//yegS//uhpC//melA//rcnA//flgD//mnmE//artJ//gfcE//nagK//erfK//yqhD//yfdC//betB//ymgA//ycdY//mltF//glyS//trkA//aspS//yjiM//ybbN//ybhG//ybcF//
GO_0019321_5	ygdG//dgcQ//pgm//nuoF//cysS//ybgP//fimI//nsrR//malE//potH//malG//deaD//prfC//rraB//feoA//hcp//ubiC//selD//ilvI//dinG//cytR//alsB//bcsQ//kefB//rcdA//
GO_0019323_6	ascB//waaO//ompL//menD//cho//intF//prmC//pykA//cobS//trpE//menF//hprS//sdiA//yadG//rfaC//ychH//hda//hemB//
GO_0019324_6	sfsB//aer//yafE//tamA//ybdR//
GO_0019326_4	pstB//ubiH//
GO_0019336_6	frr//yajO//
GO_0019343_8	hscA//
GO_0019344_7	artQ//rclB//cydD//grxD//yibA//wzzB//yhbO//
GO_0019346_7	yaaY//
GO_0019353_8	priB//rfbD//mdtB//fklB//
GO_0019354_6	flgH//
GO_0019355_8	cstA//galT//fic//epmB//tsaB//
GO_0019359_8	rplL//secY//clsA//fabI//pdeD//tsaB//yidA//trkG//cyaY//rcsA//nemR//msrC//yceD//dnaX//acpT//cspI//tas//secA//ghxP//rapA//cusA//ygiW//hyaB//yphF//ybjC//oppC//yraJ//yqeF//
GO_0019362_6	ygfA//ptrA//queC//ugd//fepE//napA//lexA//codA//btuF//bdcR//dgcT//znuC//prfC//plsB//ftsI//argB//trpE//kdpD//arsR//ftsZ//perR//zipA//waaG//cmtA//treA//lpoB//ribE//hupA//rarA//tauD//sbcB//mlc//pdeD//paaE//btuR//otsB//yihQ//yiaA//
GO_0019363_7	ldtC//wecB//lit//insE-1//rnhB//lysP//glmU//ompL//napB//yqgB//otsA//yhhT//elfG//lpxL//pgl//sucD//ytfR//fryC//mhpT//insI-1//lpoB//ftsL//rpsS//zitB//lptB//wbbK//rpmB//pdxB//
GO_0019364_7	pykA//
GO_0019365_6	panF//rbbA//yidQ//udk//
GO_0019379_5	cca//
GO_0019380_6	stpA//uvrB//yohD//ymgF//kilR//
GO_0019388_7	waaL//emrD//putA//acpH//clcA//pdhR//caiD//gadX//
GO_0019389_5	yjhI//
GO_0019391_6	ppsA//
GO_0019392_6	rdgB//mliC//rsuA//ybiW//
GO_0019394_7	murF//yeaG//menE//kbp//
GO_0019395_5	trpS//proB//xapR//nikR//ybgQ//rpoD//phnK//ortT//ycaN//ydcM//idnO//ybbN//emrY//nadB//opgG//trmJ//rpmH//frmA//yddM//greA//
GO_0019400_5	ruvB//gdhA//dacD//xylE//cysS//fdnI//mrcA//mngR//parE//polB//pinR//
GO_0019402_7	yihR//rhaT//
GO_0019404_8	cueO//gutM//
GO_0019405_6	sodC//acpP//allS//ptsH//btuF//gpt//hybO//secF//fimG//ptsN//
GO_0019407_7	cspC//elfA//clcA//kefG//
GO_0019413_6	rcsD//dnaC//
GO_0019419_4	leuE//galK//
GO_0019427_7	nrfG//
GO_0019430_5	yejF//truD//cysA//
GO_0019432_7	gluQ//
