#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	moaA//glgC//uhpC//rmuC//
GO_0009056_3	sbcC//prpB//ttdB//arfB//rhtB//prlC//ygjR//barA//cysA//accB//fryA//glcD//hipB//ompA//insK//sbmA//ytfR//rdgC//yhbX//hofP//mdtE//mocA//sspA//argI//csgF//insK//bglB//tus//glgB//ligB//fes//dmsB//bdm//kbaZ//dacD//sugE//uvrD//yabI//deoA//flhC//menD//sdiA//cas1//hdeA//nadB//cpxA//pmbA//yciK//paaD//phoP//ybeF//yacG//sapF//sgcA//yahI//intE//rutF//rplR//fes//sapF//dgcZ//yqjA//yfhH//nadA//dacC//nadC//speE//topB//rsmE//norV//mukB//yraR//mlc//flgD//symE//pinR//flgJ//tcdA//paaH//sfmF//trmH//ppsA//dut//dgcN//menB//ybhJ//pdeD//ykgF//metI//ubiJ//marA//mdtB//hrsA//arnE//pyrB//yhdW//flgE//fadR//pabC//gcvA//yjiR//ldtC//matP//ptsG//dgcE//tesB//opgE//decR//yadI//ilvH//yggX//nikA//ybdR//lpd//wecC//yfaX//bioD2//glxR//fadL//waaC//mdtC//chaA//yjhC//ydjM//rhoL//srkA//agp//tauD//tisB//ampH//hcaE//yceK//ygiB//ydeE//mhpT//mhpC//wzzB//eutN//fliS//ridA//hprS//prmC//sufD//yihU//dacA//melA//yjiX//polB//ybcL//rpnC//erpA//rpmB//gadX//curA//mngB//ccmA//frmB//yhcH//hofQ//mhpT//yhcN//fepD//yggN//gadW//fhuC//trpD//pstC//lspA//yebS//rlpA//hcp//wcaB//uvrC//ackA//yadN//trxC//pgaA//ypdA//ilvC//ydhC//fadD//znuA//aer//arnT//hcp//yejA//nirB//ybgQ//yhjG//ypdB//nrfD//phnO//glxK//thiC//cyaY//fecA//nhaR//tcyN//arnT//tcyL//fepA//mdtJ//cnu//yieF//yraR//yggN//cyaY//fryA//fimB//rzpD//yidE//ycjR//elfG//dcm//acrF//secG//ulaR//ybgQ//dcuS//hsdM//aidB//ubiE//cvpA//zipA//yfbV//yedX//glnH//gloA//ascG//gspI//lpp//ppsA//tisB//rbsA//mlaD//sufS//lpxD//puuB//adeD//puuR//yaiW//rfaB//cstA//pspC//dsbB//glnK//pspG//ariR//proQ//bioD//narH//yafC//ykgF//ydjH//malE//flgG//bamB//purR//mug//ulaA//ycgV//relE//rpsN//ymjB//htpX//ynbB//ydjK//atpF//mdtQ//clpB//dosP//ldtC//cysI//lplA//ftsA//nrdG//argA//dmsB//rayT//yieF//rlmL//ybgP//srlB//rpsD//yadI//abgB//ptrA//focB//hyfA//dcd//patZ//chbR//opgB//elfA//yqgF//eptA//rpmB//ycaN//yieH//lsrA//rfe//ogt//phr//yobF//paaJ//rppH//cusR//iraP//nadE//ycgV//pepT//yfcV//wzc//glsB//zipA//bamD//truC//tcyL//yobF//gntT//yidC//gluQ//agaD//panE//dnaN//yfbS//kduD//yiiM//corA//aceB//nimR//arcB//rph//acpH//murC//xerC//yeiL//lsrA//bamE//lsrG//yoeE//xylH//narU//tomB//hldE//ravA//suhB//ydfK//allS//insI1//yjjG//selB//tap//yhjR//kdgK//dacA//marA//tolR//insI-2//ung//ibsA//xerC//yejB//yibH//rph//nanC//artQ//deaD//ypdF//holA//oxc//pyrB//yieF//intA//prmB//csgG//abgT//ibsB//holE//narK//gspJ//uhpA//fdoG//ebgA//lptD//narK//nikB//rfbC//puuR//patZ//ftsH//tdk//prmA//yqiJ//acnA//pabB//dfp//ccmG//aceF//frmA//hscC//argC//rng//dnaX//hemA//entH//rep//arnT//nuoE//cobU//nudC//nudB//ldhA//rnpA//emrB//nlpD//
GO_0009057_5	pmbA//araB//queD//znuC//nikB//sucC//feoB//cdd//treA//pdxY//pdeD//narJ//panF//rffM//spoT//sdhA//yahB//hypE//insI3//ygiS//wecB//napD//arcC//ampD//pstC//rplK//moaB//dicA//psuT//fruA//phoE//guaC//ymdB//kbaY//metL//ddpA//caiE//rbsR//abpB//mazG//tynA//rnhB//mtlD//nanA//setB//glpX//uacT//nrdE//uup//yfaU//frr//minD//purR//yraJ//
GO_0009058_3	waaO//hypE//idnD//yajO//glmU//ridA//manY//nuoE//potI//groL//potG//sugE//panF//yfaE//hemB//copA//yqeF//rfaG//dgcE//yqiH//yiaB//ybiA//hybF//serB//miaA//mdtC//ymjB//thyA//torR//yfbV//elaA//livF//dgcZ//dsbA//fcl//ilvN//degP//rzoR//afuB//frvA//gadE//pmbA//frlR//dgcJ//iap//mdtN//dhaM//yjeH//cecR//cobB//yihP//hipA//hinT//xylB//idi//hyaD//rlpA//yraK//ubiF//rodZ//mtlR//atpD//cysU//pstS//fes//dhaM//torA//flhA//rpsP//rbsK//yciV//rutA//frvA//nimT//folE//agaB//entC//ybgP//ycgR//rlmG//menE//ydfD//dut//yneL//coaE//lpxM//btuE//rpsO//ycgB//cheZ//polA//bluF//afuC//ynbB//crfC//proP//fumC//paaG//ogt//gadE//xerC//sgbE//rhmR//yieH//cfa//scpC//macA//exoX//appB//comR//ygcR//ybgP//tamA//preT//hemD//mutM//parE//gpmA//slyA//ycbX//infB//codB//hrsA//ydjM//dnaA//parE//yafQ//fecD//tdcF//wecA//mdh//yhcF//nrfA//acnB//dcm//nudC//nadC//yhjC//mdtC//yjfF//pgpA//hcaF//clpB//tdk//yegD//rplW//prfA//mcbA//pspA//msbA//yeiL//ldtD//nuoF//hsdM//adiA//cmtB//yheT//nlpI//yciG//yjjU//yraK//yfeW//ychF//dcuA//rayT//ftsK//nfi//ugpC//metC//yjeI//ybjC//fre//hrsA//fpr//glgB//pnp//rplF//feoB//yoaA//degS//fepD//bglA//rbn//yehW//galP//potI//plsB//obgE//pyrC//znuA//cheR//yfcV//yjaA//acrB//ypdI//yedF//borD//obgE//mscM//gpmA//kdsB//sbcD//ykgF//phnI//ompT//yhbS//rimP//recX//yhcN//phoP//msbA//rep//ftsB//rraB//paaA//insE-1//murD//mdtC//msrC//cpxP//vsr//ydiZ//nrfC//yqeF//tatC//radA//ptsN//bipA//truC//nanR//aroP//dcuD//yoeB//rppH//fumC//tatC//abgT//htrE//recJ//caiF//pdeH//aidB//ompC//creC//trpL//cutC//mscS//ppx//rfaF//znuC//ycdX//lpxT//gcvT//nusG//mlaE//fre//ddpA//hcaR//fepG//ygaZ//macB//speF//udp//dcuB//ribE//narX//rppH//waaZ//pnuC//ybaQ//xisR//rrrQ//rpsN//phnK//mscK//hofP//edd//dhaL//lptE//mtr//syd//tehB//oxc//nikE//narQ//envC//ldrD//chpB//truB//mnmE//hisG//yhhT//fabH//bioD//murE//ftsY//yqeF//tldD//lgt//yaaY//waaG//ydjH//lepA//yiaA//yiaO//ydiO//kdgT//tolC//elaB//blr//waaC//mdtK//ybhS//yfeO//aceK//nuoH//galS//cpxP//caiT//rcsB//umpG//pspA//ndk//comR//rclR//lpxD//prfC//arsB//gnsB//ftsB//yhdJ//tufA//yrfG//pal//oppD//pmbA//hdhA//ubiB//rffT//rplY//iscS//mdtC//ascG//queD//yihT//pstS//srmB//ccmC//oppD//surA//rutD//coaA//metF//cysP//trkG//acnA//secG//holB//dmsC//gspE//casC//argT//hxpA//hcaD//dam//ygaV//trmJ//mlaD//mdtL//ahr//ydiO//yhbS//insI-2//uxaC//yhjA//yeaK//cra//yhjR//pflC//gloC//narY//hisG//dppD//paaJ//uacT//hycH//tdcD//yiaO//idnT//yhjC//rsuA//yejE//ydiQ//dsdA//hdeA//rpmA//bamD//yddA//zraR//npr//hemF//gatA//perR//yrfG//yhhT//tsaE//rplA//ycfL//gnd//mqsA//wcaJ//dgkA//dicC//rpe//flgE//glcF//suhB//dtpC//dusB//rep//sapA//plsB//phoE//ymgF//adeP//araB//truD//rseB//bioD//mtlD//yehY//macA//symE//fimB//glgP//yeaD//adeD//ypjD//deoA//dacC//nrdG//gcvP//syd//eco//pgaC//bhsA//higA//yegT//ydeM//ridA//eutK//dpiB//araA//tsx//menF//dgcE//yjiR//glmM//yhjD//pliG//yehT//fadB//pdxH//hybB//hyi//rhaA//yiiE//mdoG//cdgI//evgS//nfo//ygeW//nadB//uup//recA//ompA//trmA//fixB//ybcF//hinT//glcE//yahF//argG//aceF//accD//metI//rppH//arcA//cnu//galS//yidK//yidP//fur//ybhA//yqgF//argB//rhmD//cspG//yidA//hybG//mtlA//nudG//ybaL//glnD//yiaL//uxuB//pheT//ibsB//uidR//malI//gabP//gstA//glyS//rpmB//yfcR//lapA//sbmC//idnD//elfD//hsrA//prmA//gcvP//secB//sbmA//yidD//trpD//cpxA//fis//rzpD//ynfE//ydcP//dnaT//dxs//ybdZ//sapC//ymfA//ulaG//frwC//rhmR//cusR//insA-2//fkpB//dgoT//ppk//yciE//murR//ghoT//clcA//yobA//csgE//yfaU//rodZ//carA//lplA//yhdZ//dtpA//fabB//pphB//panE//mog//rffC//glpR//lrhA//pyrL//panD//alsE//sucC//proB//dicC//csgE//lhr//glyS//ampD//ycjW//gutQ//hisB//fecB//pppA//ompF//elaB//ybaO//ydcR//citX//gspI//flgI//decR//folA//ynbC//sfsA//galU//ybiX//nrdA//qseC//tatE//alsK//ybcJ//lsrK//paaH//yaiP//ynhF//nanA//pepN//wzyE//gntR//panD//ymgC//gnd//yddL//waaC//pdeL//adeQ//wzyE//srlD//ydjJ//ftsW//mhpR//yicJ//abpB//yeaV//pmbA//ariR//ccmF//osmC//ybcL//yjaA//zitB//brnQ//ompW//soxS//hofP//manA//recG//pyrB//tsx//rplR//lacI//nusA//eutB//cyoB//yijE//rplT//btuD//etp//rpnD//yddG//bglJ//ycbV//trxA//tauD//prlF//gcl//rhtA//speA//yddL//murD//prpB//dinG//zitB//glk//pitA//flgC//leuC//yneE//ybjL//rsuA//alpA//rbsC//ydhQ//potI//dnaE//nagB//rhsD//ybiA//nikE//lpxK//xapA//fepB//ygfA//sodA//ravA//gatB//yahO//ispU//fre//fepC//murP//yeaD//uvrD//dsdA//wzyE//ilvC//selB//rnhA//frlC//hemD//ybiO//tolR//secM//zapB//cpsB//rpsD//ycfS//ampE//trpD//intA//casD//cyaY//manA//dsbD//argB//envR//sgbH//araF//crp//rpsO//pgpA//dhaM//znuA//garL//djlC//yggX//glgA//hisP//trmI//secY//rhaR//rzoD//sixA//dhaL//rutF//fadK//gabP//folA//cheB//hypC//rluC//yedL//paaK//mdoD//chaA//menH//alaS//prmA//fliT//melA//kdsA//yihQ//yciT//fhuF//queC//rsmG//ung//fadA//fliA//cbeA//dppD//purU//dmsC//yehZ//arfB//eamA//sutR//gadC//atpA//yceO//ilvB//bglH//
GO_0009059_5	ydfH//yjiA//yejE//rsuA//panC//lgoT//roxA//fliA//rpe//fkpB//acrA//sbp//yggN//garR//fliM//ybaM//tusB//yacG//recF//trpB//artQ//treA//dacD//bcsA//yafN//rng//carA//ygaZ//scpC//yjcS//ykgA//tamB//ypdF//ettA//pabB//rdgC//potE//rlmN//ybiY//rplS//ymgA//ettA//hchA//yieK//ruvC//yggP//yaaY//nanR//insI-1//mdtG//sapD//pta//mioC//maeA//ralR//fhuF//lacZ//mnmE//ais//argO//tmk//glnH//yjiX//creC//yqgF//dicB//hiuH//yraN//rimO//yfcR//torR//torA//tig//rihC//leuD//rpsB//chbR//minD//narP//zapE//yajD//rffT//ygeR//pmbA//thrS//uup//ydfH//nagB//gudP//arfB//menF//hypD//nfi//pheA//pheM//fbp//yoeB//rutA//uxuR//araF//flgK//recJ//hcaT//nrdD//hslR//tag//eutA//thrL//lsrG//era//gudX//mnmC//argD//mglB//yraR//galE//hyfF//kdsA//glgA//ybjL//dnaQ//ilvN//mltC//hrpA//fucI//fdx//thiD//rsmA//mglB//folD//yiaB//xdhB//metF//holE//fdx//yafN//asnC//yqcG//eutN//gatY//panC//cmtA//talB//yiaB//bioF//gsiA//atoS//rhmD//lysP//serA//ycaO//uxuR//rstB//gspJ//ghoT//torS//ndk//ypdB//gabP//bioP//tdcC//srmB//ddpA//dgoR//dcm//znuB//trpD//tusA//bacA//ybiA//bioD2//yggW//hisH//rcnR//rspB//dhaR//folX//fhuF//cydD//scpB//lpcA//glgX//xisE//menB//cysE//hyaC//eutK//mgtL//yhdJ//yahK//lgoT//ampH//lipA//flgC//dsbA//comR//kbp//cbrC//cusC//edd//rcnR//epmB//rpiA//ptsG//focB//tolC//rhaT//ynfF//aes//yiaB//yjiY//hokB//osmC//ytfE//cof//cmoM//cynX//recQ//yegS//gph//wecA//queC//yehW//agaI//yidZ//yagI//pdxK//ycjU//hda//yeiG//mntP//nagD//ftsN//pyrB//gadW//gatA//rsmG//ykfM//zitB//msrQ//htrE//lexA//yceD//ydeM//ibsD//mntS//ybjD//hokB//ubiX//ibsD//ubiX//nrfF//cusA//wrbA//galE//waaO//dxs//paoC//lysU//pstC//ygcR//tsaE//agaV//hisF//sbp//yobA//yddA//parC//mepH//araC//pepA//insB-4//ibaG//pitA//acrE//melB//rluC//yidR//yoaB//yegT//arnE//setB//fdoH//yjiY//pdxA//phoA//pdhR//rplL//tabA//yihT//dicC//rutG//yacG//flgJ//yihI//mngR//yjbH//ychH//focB//fdoH//fliM//srlA//acnB//caiT//ispH//yoeE//gatD//intF//treC//hupB//bcsA//yghU//manZ//stpA//paaZ//fadD//yciF//
GO_0009060_6	lon//rstB//yqiJ//ydgA//crcB//mcbA//atpA//ycfS//ygdG//yqgB//lyxK//tyrA//ydfK//ybhJ//yibF//ibpB//carA//tag//truB//aspS//murC//rpmC//cra//rpsO//hicB//tomB//
GO_0009061_6	ykgM//mnaT//hda//phnL//skp//pepA//glpT//kefC//rapZ//mak//sapC//secD//alaE//rpsN//priC//yejF//narK//gppA//rnr//bamC//chaA//groL//dcuA//uxuA//rbsD//fimF//araD//rhtA//ppiA//paaH//ybcL//speC//yhfS//ebgR//ycdX//rplN//torA//ltaE//alsK//ydhQ//cpdA//pgpC//ybdH//wecB//gapC//waaQ//ybaM//yedF//smrA//torS//gmk//fis//chpS//pspD//viaA//
GO_0009062_6	ompL//yedF//leuD//srlA//waaL//uof//msrQ//appY//ynfF//hemF//ydeI//kdpF//mliC//purT//ydhC//mutT//cas3//rpsA//yicJ//uhpA//rof//
GO_0009063_5	gntT//fadH//zitB//ydiV//agaA//serA//nuoB//yhjV//lsrA//rbsK//birA//yciG//preA//rnpA//ynfF//ycbU//adhP//potD//gsiB//betA//rodZ//ubiA//rfaD//atpH//yphB//rpsB//suhB//nlpD//dctA//hyaA//dadA//ahpC//topA//rlmA//gadE//cirA//yeaG//metC//mlaC//prmC//hdeB//nrdE//mtr//sdaA//yedX//rplB//dgoT//paaE//sapD//ampE//gadW//rseB//arfB//potI//elfD//
GO_0009064_6	rplF//aldA//metC//hypC//melB//yggW//mazF//umuC//cheY//btuB//metH//yqaB//yciG//ymjB//hemL//deoB//phoP//tcyP//arcC//crl//nhaR//pth//ydaN//hyfR//ybcF//dcp//dinJ//hisB//yafC//ghoT//sdhB//yfjV//amiB//lspA//betT//rpsS//ynbD//dppC//ibsD//dgcE//csgD//yjtD//cptB//dppC//codB//insH-5//
GO_0009065_7	sbmC//sufB//tilS//rpsR//yqeF//agp//lapA//cysW//yjhI//ynjA//pdeR//ycfH//ycgB//paaA//yidQ//cyoA//purD//mrdB//
GO_0009066_6	yieH//dtpD//yrfG//tas//luxS//hybO//yjbH//dppA//yfbV//fbp//yddG//yahO//phnL//envZ//rtcR//eptB//pliG//ybhF//gpsA//dgcM//leuE//flgB//mlaE//vsr//allC//talB//panD//moeB//entC//dcd//insI-1//fabB//mqsR//opgG//gcd//glnH//rrrQ//ribB//pdeR//ygbI//comR//phoB//endA//hypB//yjbG//yrfG//cspG//efp//
GO_0009067_7	znuA//lrp//btuF//tag//yoeB//yqiH//hypD//hslV//hycB//sxy//pmbA//yjjQ//rplQ//gshB//mrdA//kdgR//galK//pgpB//fimG//pepQ//nrdA//ttcA//ltaE//yadN//glnE//ydhC//
GO_0009068_7	acpS//mmuM//frmA//fadA//dppF//ftsB//prlF//amiB//ytfT//rsmI//bamD//yjcE//yebQ//
GO_0009069_6	dpiB//phoU//pta//gltL//aqpZ//rna//ftsK//gltP//malK//narG//sgcR//hdeD//nadA//katG//ygeR//gatA//glxK//seqA//ybcQ//torC//fliK//iscU//yqiI//yiaM//gadX//ubiX//kdpA//arnB//rpoA//oppB//yfcP//glcB//pepT//glnE//ynhF//ddlB//
GO_0009070_7	yciA//ygbN//yecS//dut//aas//gntT//folM//yfbS//aspS//yhhY//appB//hisH//rng//lpxP//yjjI//otsB//prmA//pdeL//sseA//dgcJ//
GO_0009071_7	trpD//mipA//ygiV//pykF//trmH//ygfA//hybA//tatC//hinT//skp//iclR//hybC//tar//accA//
GO_0009072_5	dacA//ydjM//ygaH//flgI//rusA//ppsR//mqsR//tag//btuR//tamB//kdpD//potF//rffG//tdh//yfaV//panB//cyoE//fumC//mdtI//gatC//yiaT//glgB//rimM//yafC//
GO_0009073_6	dgcT//lpxP//folM//nemA//yejB//menI//nagK//fkpB//napC//yfcG//glcF//yagJ//dgcN//gsiD//pykF//arnF//rpsA//rng//mdlB//nhaR//pfkB//
GO_0009074_6	menA//recA//sstT//
GO_0009078_6	cpxP//potI//rpsP//viaA//btuE//flgA//flgI//
GO_0009079_7	sdaC//wcaB//yhgH//add//
GO_0009080_7	argC//pgaD//ansB//
GO_0009081_5	sanA//cas1//ghxP//rlmE//yobA//dxr//kefC//preT//yidK//yphC//fklB//rutA//yebK//nudF//entA//murE//ydbD//yhgH//nanA//ydcT//rfbX//hybD//
GO_0009082_6	uvrD//nuoF//ydiK//ygeR//yebZ//sseA//curA//rplC//cbpM//ogt//truC//ligA//wzzE//matP//pdeL//aldA//plsC//fdhF//
GO_0009084_7	dsdC//ccmD//aspS//frwD//nrfB//nac//tyrA//gspI//agaA//yqeG//yjaZ//sufE//idnD//uspF//pepN//yegT//arfA//iaaA//mepS//ccmG//rhaA//queG//mntS//insI1//ruvB//
GO_0009085_8	dtpA//ycbU//tsaE//mhpA//wzzE//ampH//kdsB//ghrB//acrE//yecS//blr//dmsB//
GO_0009086_7	gudX//rpiR//pflA//hycB//curA//afuB//alsC//pspD//bioA//
GO_0009088_8	ddpX//alsC//
GO_0009089_6	yfhH//insI-2//ydiK//dgcJ//ycjP//yahB//mtnN//citX//gshB//
GO_0009090_8	yhcD//yadC//mtfA//sgbH//
GO_0009092_7	glpR//uvrC//xerD//ydiZ//tolA//rpsH//
GO_0009093_7	elaD//agp//ldtC//dam//umuC//
GO_0009094_6	cadC//cydD//lldP//glpC//
GO_0009095_7	yrbG//casE//bglX//codB//
GO_0009097_7	ilvH//ftnB//ftnA//araE//patZ//yeaD//mdlB//
GO_0009098_7	yohC//ldhA//tauD//fre//paaG//dcuC//ygbL//
GO_0009099_7	fixA//xylF//waaA//dcuA//gph//tehA//zntR//hypT//rplD//hslR//
GO_0009100_5	fruB//alkB//pinR//potH//yihR//
GO_0009101_6	ycjY//
GO_0009102_6	nuoI//fliL//raiA//ybdG//cobU//cbeA//ftsK//higB//rlmB//ugd//ascB//deoR//aldB//
GO_0009103_6	etk//mdtB//yfdC//ydfK//epd//purL//ghxP//ubiX//ymgC//ccmE//lsrG//
GO_0009106_5	lolE//ftsK//
GO_0009107_6	lysS//ruvB//
GO_0009108_6	ffh//perR//ymfK//tig//abgB//yobA//kefB//gor//mglA//dcuC//setA//mnmE//yjhI//rpsD//ahpC//fliD//uxuR//sdaB//yghW//bioH//greB//araD//asnC//ilvI//mobA//pabB//ygcO//fucI//cstA//tsr//atoB//zraS//tsgA//rapA//mutM//frmA//serB//frr//fimD//prfC//ybeY//thyA//pdeD//ulaA//ptsN//ghoS//amtB//pgm//gudP//gatC//ybdZ//rluF//ycjD//entA//lgoT//yehB//yfgI//cheA//glsA//yegD//fixA//rbsC//ettA//cpxP//nrdD//frlC//ybhF//ynaE//glcC//yfgJ//yobA//yidK//argR//ispU//trxC//yihL//recO//nrfE//yhjC//topAI//murR//argO//caiB//yddL//gadW//zur//cheB//modB//dgoR//topB//iraD//glsA1//cydC//mscL//wzc//rnhA//glrK//treB//uspC//fecC//ybbW//trkA//yijE//sodC//gntR//nrdF//dpiB//qseC//trpC//pgpA//
GO_0009109_6	gluQ//arnT//mdoG//hisQ//focA//
GO_0009110_5	ynfK//yacG//ydjE//yihW//fepD//pdxB//yddL//csgB//ydeI//yhhY//glnA//emrK//pagP//moeB//ddpX//fucA//metG//ybeF//cydA//katG//flgK//truD//nupX//fucO//rsfS//insI-2//fliZ//rph//thiD//nusA//yfaE//hha//rsmE//dgoK//oppC//cpxA//ybcF//clcB//secF//ubiD//uhpB//murF//pykF//fumB//ddpA//fliK//fdoH//tadA//insE-1//serB//dnaC//yqeF//cpxR//ssuE//yihO//phnJ//manY//
GO_0009111_5	katG//abgA//yhcH//actP//
GO_0009112_5	cheR//hypB//purB//intQ//ydjJ//yjhB//ygbN//ybiY//hypT//nlpD//nuoB//potB//yraJ//yghO//dgcN//tdcR//ybcL//ycjY//truC//sufE//hyfC//ydaC//cas3//clpP//nuoL//fepA//mltD//hcaR//frvA//fimZ//mltA//insB-2//insH-6//ytfR//tdcE//pdxH//
GO_0009113_5	hupB//yidZ//hycA//surA//srlD//
GO_0009114_8	acs//
GO_0009116_5	rcnR//ycgR//eno//ldrB//lhr//bioC//fic//hslU//alsC//acpT//secG//fklB//waaB//edd//ykfI//cheR//secM//yneL//rapZ//dedD//fpr//ade//allR//ndk//yjjI//iscR//baeS//fliL//rpsQ//garP//mltD//yggP//yqjA//erpA//thiQ//serS//ydcT//ymgA//ybiY//comR//
GO_0009117_6	mdtJ//elyC//malI//guaA//metR//dmsC//chbF//rffH//yraI//malK//yedL//nsrR//ygfZ//ygaZ//hybD//ldrD//ybjI//yjcO//wcaC//lpoB//ompF//sbcD//galT//aas//yqjI//secM//ygfI//yeiE//caiF//yjhH//yebK//ygeR//ykgF//rraA//yiaM//frwD//htrE//gutQ//eptA//endA//hycA//eamB//ftsL//nhaB//ydeI//waaB//fruB//dtpD//sgcE//tcyP//cas2//aroK//yraH//gatY//rfbC//alaS//ydiR//sgbE//metC//insK//sufE//yraR//apt//opgG//pbpG//fepD//yrbG//yqgB//dgcJ//amiB//coaE//waaZ//mnmA//yadM//rplR//yraR//pflA//arnD//yahO//rcnR//atpD//ybaK//paaD//tktB//yihL//amiD//yqiG//uraA//potI//spoT//pgaA//dsbB//hycB//araD//dfp//panZ//purD//fliM//moaB//fumA//cdh//gadX//ybdR//glsA//
GO_0009119_6	yibA//def//tauB//arnA//paaD//fecB//csgD//yddG//ydcI//arfB//lsrB//yibF//ygcW//malK//waaU//thiD//pstA//mdtK//chbB//atpD//tilS//dppF//copA//symE//preT//aphA//chbB//gnd//hisH//ttdA//yneJ//relB//ytfE//kbaZ//ttdA//
GO_0009120_6	preT//deoC//metN//cmtA//
GO_0009123_6	yjcO//yraN//yefM//mltD//rffG//deoC//mhpA//ycbB//hisB//nac//dgcM//gnd//yicJ//mutL//lysA//mqsR//poxB//tusD//kefB//deoC//ccmD//ccmA//mglC//ynfE//ycjQ//queF//znuC//cyoC//sufD//ghxQ//arfB//panD//sbp//chbC//xylR//barA//tusD//xylH//agaD//frdC//yihS//lysO//yjeH//ccmH//dinB//aqpZ//
GO_0009124_7	ynjD//cysD//pyrL//ydhJ//pykF//dppA//prfA//bioC//livM//mnmG//lpd//glgC//fliS//pdeK//flgB//ybgP//tdcF//ibsE//pnp//thyA//manZ//mlaF//dinJ//hsrA//yhhT//ydeE//hyaB//insH-6//selA//paaZ//kefB//ybcF//trpS//proW//yceO//ytfE//napF//
GO_0009125_7	hycB//yhhT//ibsA//ycbX//livG//
GO_0009126_7	dusB//yiaB//paaD//cdh//yqgB//gfcE//atpA//ydaV//rfbD//metL//puuD//rffG//mdoG//kdsA//alsC//rlmM//araG//umpG//yfiC//yehB//glrK//nupC//murB//ppiC//rplO//alr//cusS//melA//hprS//recE//sucD//xerC//rplM//yghW//
GO_0009127_8	wcaJ//yebZ//tap//ssuD//hemL//sdaB//bdm//tsaC//hcaD//metE//fadM//torZ//prpD//dapD//ubiA//adeQ//gpsA//parE//elaD//rcnR//folP//ldtB//kdsB//fliL//hypF//dgoR//lgt//galF//alaA//mioC//
GO_0009129_7	glnE//garK//araG//tas//sad//malG//ycfH//dicA//pyrD//ycjY//
GO_0009130_8	qseB//hslR//bglA//xylA//moaC//
GO_0009131_8	rlmB//aroE//fepE//narX//ydjH//
GO_0009132_6	paaG//cspA//hyaB//rplI//pgsA//mnmC//chiP//agaD//nudF//artJ//exoX//ubiF//adhE//proC//nimT//topA//chbG//mtnN//lolC//pheM//pdxA//maeA//artP//iscX//pgi//
GO_0009133_7	yiaM//ybiX//aceK//
GO_0009135_7	uhpA//plaP//plsX//yahF//ynfF//folA//mlc//ybhF//yihX//pflC//leuC//phnH//yebC//pgk//yeiE//kdgK//proB//hyfF//tsaE//phnI//yedA//speG//yebS//
GO_0009136_8	recX//
GO_0009138_7	sfmD//mtfA//
GO_0009139_8	rmuC//ydiQ//
GO_0009141_6	murA//mutM//helD//ilvE//insI-2//pphA//msrP//rimK//frwB//wzb//hybE//fkpB//aslB//pstC//livK//potB//artJ//hflC//aceA//thrA//dicB//ettA//napD//yecS//ftsA//csgD//kbaY//flgC//puuA//minC//yghU//fryA//yjbG//mdoG//ypdC//malK//panZ//ydiP//
GO_0009142_7	fnr//ccmE//ycdY//narH//ldtA//cho//potH//polA//bamC//aspS//dnaB//cycA//nmpC//yhjD//waaZ//def//nuoH//wecE//gltS//ybbW//rpnC//ompF//sufC//yoeE//yibF//speE//yfcF//mntR//
GO_0009143_7	ycgB//slt//yhcH//miaA//
GO_0009144_7	xerC//uacT//ykfM//yefM//ydgA//ymgF//yhcN//paaA//nrfE//cobS//prs//grxD//rsmD//sdhB//fdx//ytfT//uxaA//sdhA//ykgA//dinB//pabB//glsA2//yedX//rhtB//waaO//gmd//rcnA//preA//cynT//surE//lplT//
GO_0009145_8	yiiE//murB//puuC//torI//rng//ilvL//hofN//yhhT//uspB//ygaV//ycjP//rluD//yidR//livG//trpB//mdtC//trxC//murQ//fkpA//betB//livG//rnlB//sdhB//
GO_0009146_8	mdtK//hemA//
GO_0009147_7	glgC//manZ//acpH//rfbC//
GO_0009148_8	dnaN//rpsD//
GO_0009149_8	slyD//puuP//
GO_0009150_7	mdtK//nanK//upp//rpsP//sgcE//mazF//fepA//ribC//pbpG//clpB//hemG//ssuC//ygbI//yebS//iscA//moaD//cas3//fimH//tktB//cynS//rhoL//hofC//ibsC//pgl//yobF//mscL//cydA//mngR//yahB//yegV//deoD//hybG//holC//cynX//trpD//yajL//rzpD//nrfB//yaaJ//yciG//yfdR//ivy//dbpA//metK//fliT//cdaR//znuB//intZ//
GO_0009151_7	yqiG//tas//
GO_0009152_8	ypjD//lasT//lolD//rhaA//fucP//yhjG//guaB//bglX//fumA//hypT//ygiB//potB//cspD//thrC//nagC//mreC//ftnB//rhoL//torA//guaA//cvrA//allR//entB//mdtA//fhuB//apaH//glvC//yahD//codB//kdgK//tdh//pinQ//dmlR//birA//paaA//nusA//hisQ//
GO_0009155_7	rne//speB//
GO_0009156_8	speA//btuR//dnaC//tesB//rbsB//dsbG//hycI//mraY//ynbC//cyoC//metE//osmE//ydbD//sxy//msrQ//fliZ//amiA//cptB//glsA1//degQ//nudC//erfK//gutQ//cysK//ssuB//arnB//hemA//yqaB//pyrC//insK//potC//yiaF//yjhI//
GO_0009157_8	mtn//phr//ldcA//slyD//
GO_0009158_8	casA//frlC//sgcC//bioH//sfsB//
