#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mdtF//fkpA//hyaB//sufC//
GO_0009199_7	pyrH//narU//ebgR//insA-2//yebQ//dtpB//tdcR//yjgX//fis//mraZ//cadC//araC//torR//amtB//eutB//yihP//thyA//ypdA//mreB//zitB//pitB//narH//aroK//eutN//fryA//yjbG//yfaE//ycfS//ybcL//ybbW//hcaC//
GO_0009200_7	rplM//lplA//uxuB//ilvN//
GO_0009201_8	coaA//mtfA//mdtB//caiD//dkgA//ssuB//ampG//agaR//pheA//bioP//fdnI//grcA//ydbK//hypT//atpB//cysQ//sgcX//ynaI//ulaR//yceK//ttdT//araG//sdhA//dmsB//
GO_0009202_8	trxC//
GO_0009203_8	insB-2//
GO_0009204_8	ygbN//mltB//yfcR//
GO_0009205_8	pabC//bamD//hrpA//yeeJ//rcnB//tqsA//ftsY//acpT//msrB//mukB//agaD//ldtD//rmuC//hxpB//asr//arcA//ypdF//rplM//lnt//hisF//polB//yaaJ//paaC//fur//mpaA//dnaT//glpT//glpA//yjbB//
GO_0009206_9	mutM//deoA//glrR//aroB//kdsB//metB//ybhS//ycfS//mcbR//ybaE//dusC//trmI//moaA//rapA//cmoB//rplB//ybiT//yfeO//mgtA//amiA//yidL//ybcM//xapB//
GO_0009208_8	uspE//fepG//
GO_0009209_9	hfq//
GO_0009210_9	cbpM//
GO_0009211_8	ygbM//yfcF//dmsC//
GO_0009212_9	ykgO//
GO_0009213_9	fabZ//rssA//
GO_0009215_8	ygfA//carB//
GO_0009217_9	eamA//mdaB//
GO_0009218_7	argC//yihO//rpmA//cynT//lysA//accA//rplB//tynA//ygiN//metR//ivbL//livF//
GO_0009219_7	cadC//ybiX//hyfF//bglH//abpB//
GO_0009220_8	mraZ//cadA//nikA//yhjB//glxR//hscB//
GO_0009221_8	csiD//nrdR//tmcA//nikD//
GO_0009222_7	acnB//soxS//ttdA//nadD//yihI//argH//
GO_0009223_7	srlB//oppD//
GO_0009224_9	mdtB//yjiM//
GO_0009225_5	ybaL//ascG//hicB//gadX//panB//cspC//mngR//argB//rfe//tqsA//aceF//ykgM//amiD//yddM//carA//
GO_0009226_6	pncB//fdoH//yihT//mdlA//ydhK//hybC//mnaT//yciT//insA-1//mutH//gnsB//hybA//menE//
GO_0009228_7	malI//arsB//lpxP//ecpR//xapA//yqeA//rffC//rnpA//pcm//feoC//
GO_0009229_6	intZ//yhjC//
GO_0009231_6	fimD//kefF//rfaB//lolD//pdeL//pflB//cho//
GO_0009233_6	rlmI//elaA//trmL//eutR//metE//aldA//trmO//ibsB//clsB//macA//
GO_0009234_7	torR//recN//pdxA//pncB//mhpR//ptsP//insB-4//ynbD//rpsO//lpxC//
GO_0009235_5	envR//borD//tnaB//nrfB//lepB//ybgP//
GO_0009236_6	uxaC//dicA//fadE//nadD//rpmG//hns//
GO_0009237_4	rpnA//dinD//hxpA//pheS//yibH//brnQ//intZ//lpxH//hypT//
GO_0009238_5	rplA//chpB//kdpB//chbC//rplD//pdeD//ubiX//nth//yajQ//
GO_0009239_6	ytfE//lolE//aldA//btuC//glgP//fadA//gnsB//yaaU//
GO_0009240_6	bioH//entH//clpP//menE//crp//
GO_0009242_6	atpA//hcaE//insB-2//oppB//chpS//recA//yddG//yeaG//avtA//bdcR//pfkB//
GO_0009243_7	ycbB//
GO_0009244_7	htpG//creB//atpG//uvrA//cysG//rpsJ//waaF//fhuC//fhuC//aroA//iraD//nrdA//mntH//bioC//agaI//lgoT//zapA//atpD//ilvH//ydfH//yojI//gatD//yiaO//nanK//yfdO//recG//lldR//mazF//gcvH//
GO_0009245_6	basR//tldD//gspE//dppF//nrfC//selU//cusR//cspG//ybhD//rpnD//
GO_0009246_6	napD//htrE//narY//yggF//era//mutM//hypB//fepE//cueO//
GO_0009247_6	oppA//ebgA//corA//sufA//nfuA//ynbC//abgT//tsgA//arnT//dut//ibpA//ttdA//
GO_0009249_6	fucA//pbpG//clpP//
GO_0009250_7	pbpC//nudF//asd//caiT//csiD//hisP//uspF//yfcG//fepA//dgcM//viaA//yjbG//tsx//pyrH//
GO_0009251_7	frwC//secB//astB//yggX//pgi//lysU//
GO_0009252_7	tsr//rlmH//glgC//nadA//abpB//pcm//yebQ//ade//cpsG//pyrD//kduI//pgpA//yahF//puuD//ytfP//pstA//potG//purA//sfmH//yciE//znuB//sapC//aroL//phoE//iscR//artM//dnaT//fucA//gatA//evgA//ahpC//mqsA//rhtA//dmsB//frr//casA//ycbU//nagB//kdgK//
GO_0009253_8	speC//gyrB//fkpB//rfbC//galS//rhaB//ygcO//tdh//ybjL//proB//
GO_0009254_8	btuF//ttdB//mliC//mdtM//rodZ//uhpC//agaW//mtgA//umpG//nikA//
GO_0009256_7	mhpC//mltG//putP//metC//
GO_0009257_8	lamB//purC//leuO//flhC//
GO_0009259_6	lysA//torA//yedA//fucO//yddA//hdfR//folP//torA//artQ//lpxM//gpsA//ssuA//tqsA//maoP//dxs//yfaE//ybaL//pgk//bfr//yhhZ//yfcU//ompF//mdoD//yidL//hofM//pgsA//nuoN//yibA//tbpA//flgI//fryC//tus//acrB//ibaG//yahO//ssb//ybdN//ygeR//dhaM//aaeR//yhdX//mscM//hyaB//cobB//tldD//bamB//rlmH//iclR//eutR//gnd//dnaQ//ispB//pphA//recN//pfkB//sdaC//rhmD//lhr//ynfK//nuoM//ycjU//
GO_0009260_7	rmuC//pitB//ymdB//hxpA//lolE//wecA//rng//livJ//shoB//nupX//glcD//bioF//yddL//osmF//ydhK//torS//yjeI//yieF//nrdI//alsC//lrp//hscB//eutA//ybcJ//flhC//accD//frvR//sugE//uhpT//add//ycaN//ybaK//pstB//fryA//betB//chbC//waaL//cirA//frvR//rplK//yacG//ybiS//napC//uvrY//
GO_0009261_6	nrdA//acrR//lysA//cecR//dctA//prlC//
GO_0009262_5	yneJ//birA//ccmH//kefC//hslR//cptB//rhaD//mug//ycgR//csdE//sstT//nuoF//nadB//
GO_0009263_6	potH//yobA//hrsA//tsaC//speA//yfdS//deaD//gsiC//ttcA//
GO_0009264_6	ccmE//abgT//ompC//otsB//uup//
GO_0009265_7	yehW//paaZ//kdpB//nrfA//atpF//
GO_0009266_4	nikA//hemF//yggP//ccmG//map//aceK//nrfC//envY//cspI//ftsH//yjhP//ybaT//dcuB//recQ//metH//mdlA//asnC//clsC//ybgP//ynbC//etp//rpsH//yejB//recN//cusS//ycdY//flgB//ompR//ada//acrE//puuD//ydeO//mrcA//arnF//cmtB//tadA//hycI//ygbI//erfK//elaD//treC//sbcD//hemB//chbA//mlc//paaX//sgrR//atpD//yigL//proC//agaD//ygeV//paaD//ybjC//gntR//cynX//treR//livM//dfp//feoA//ampD//mhpD//psd//nepI//rbsK//rdgB//rpoH//yahB//gadA//pyrG//tusD//gntT//hslU//gutQ//mprA//ampE//secG//cusF//tcdA//mltD//hsdM//yqaA//
GO_0009267_5	gfcE//yihQ//ilvA//slyD//asnA//glcA//fadD//yihP//tonB//truA//nanE//hrpA//lyxK//livJ//citX//sppA//cyoA//gmhB//ygbM//zraR//thiL//cysB//sufD//gsiC//abgR//bamB//
GO_0009268_4	yidZ//etp//lgoR//mnmA//yedA//tusD//ileS//rhaR//hcaT//ptsG//rmf//yfcU//ytfR//obgE//katE//lolC//alaE//kdgT//rcnB//hupA//norW//pnp//sgcA//melA//yraH//tdk//tatE//
GO_0009271_4	cysI//lapA//yacG//
GO_0009273_5	mhpB//ftsZ//ygdG//nagA//pgsA//fes//accA//ycaO//dapB//tsaD//
GO_0009290_6	livM//cpoB//
GO_0009292_4	dnaJ//ade//
GO_0009294_5	murB//tap//
GO_0009297_6	rhaD//ynjA//bamE//hslV//fimG//trmH//ulaC//solA//relB//rnlA//mhpD//glmM//cydD//speA//
GO_0009298_7	pinE//flgE//tdcF//
GO_0009305_7	hycH//
GO_0009306_4	purL//uxaC//betI//cspA//dnaG//murI//kdpC//
GO_0009308_5	deoA//yadI//cueO//yjjW//yfjV//yiaA//wecA//kdpF//sppA//slmA//mraZ//raiA//cynT//fdnI//gpp//yhdJ//opgE//moaE//flhD//tnaA//hisH//phnJ//lptA//cusB//nhaA//gcd//rutA//
GO_0009309_6	tdh//gltK//yqiG//hyfF//rnhA//modA//kefC//rimM//waaP//ndk//ackA//ettA//yihR//hybB//
GO_0009310_6	dgcT//cysE//yfcU//galR//dfp//ecpR//rluC//purR//yhbY//tdcB//mqsA//sgbE//hrpA//
GO_0009311_5	dapD//yhcF//pitB//fetA//argK//trpL//rrrD//efp//rffH//amyA//dsbG//rpiR//gabD//yedX//yidR//tktB//yojI//fdoH//chiP//pyrD//sppA//metQ//holA//yjaA//idnT//kdpE//adhP//arnT//yqaB//yihT//gadB//lnt//ftsZ//ydjE//malX//hha//yadC//hycA//dtpA//narY//bolA//arsC//ykfI//ffh//nuoN//yfeW//fes//insA-1//ydjE//ybaQ//dgcF//mdtK//fkpB//
GO_0009312_6	hslV//queG//rbsB//cyoB//yciK//yaiV//mdtD//ftsK//sgcC//lspA//dcp//ompR//acrF//ulaB//srlD//araC//acpS//yaiV//ycjP//metN//bglH//ttdR//tusE//yjaA//plsC//gyrB//rpoH//yqjI//fadD//rseP//ydeE//priB//speG//yggT//ansA//pcnB//hprS//sohB//mmuM//malS//hyfA//rpnA//
GO_0009313_6	mepH//polA//rimL//dhaK//xylR//rhaS//btuE//mhpR//araD//bioB//
GO_0009314_4	fic//iscA//intA//pdxA//alaS//ampG//secD//citT//adiY//hofO//amyA//ybbN//ydfH//sfsA//setA//pheM//zntA//tar//acpP//hisH//nrfG//araF//rnhB//fimE//ychF//rclB//mug//rtcR//bfr//pepN//hcaD//yejB//uhpT//fabI//rfe//paaH//gph//cof//glpA//arsB//rplJ//yiaM//essD//orn//bglA//thiG//yciA//casC//ribD//plsC//bglF//tnaC//lit//entD//gpmM//yfiC//sufS//sufC//hokE//ymfA//hdfR//fadH//chiP//rhaD//arfB//glpC//hypC//fabG//hipB//ybgQ//insE-1//pbpC//murP//agaD//fabH//yggT//yihS//icd//minC//kdsA//hyi//ynbD//yohD//ldtA//uxuB//bglX//fadD//rbsC//recX//allC//gltP//treB//
GO_0009372_5	dcuD//galT//cof//
GO_0009394_6	atpF//amiC//fucI//yidZ//sucA//yaaU//secM//
GO_0009395_6	ychO//
GO_0009396_6	lyxK//trpB//gntK//cynX//narV//rfbD//nemA//yhjB//topB//yahI//brnQ//
GO_0009397_6	mglA//rbfA//
GO_0009398_7	fdx//
GO_0009401_7	hdfR//arnE//yieF//tolB//sapD//zipA//xapB//bcp//xylF//uhpC//ilvE//oxc//yhaO//bioB//yahK//elbB//pheA//asnB//exuR//nfo//lrp//amiD//acpP//dadA//hisC//ynjA//glrK//nrfG//phnH//yiaN//mhpT//norW//rplC//blr//ibsA//pyrD//fieF//yfaE//mdlA//rnr//murR//thrC//mscK//cydC//yddG//miaA//ribE//rhaS//purU//ydiK//araH//pdeF//
GO_0009403_5	yjbE//
GO_0009404_4	tusE//rlmD//argC//gadW//dsbC//yraI//dxr//hybA//secY//hypT//vsr//murB//exoX//tmk//uhpC//dhaR//mglA//udk//ydcP//
GO_0009405_4	yihS//amiB//tynA//
GO_0009407_3	yibH//tauA//fadA//tdcE//wzzB//gsiA//hybG//nuoG//rcnR//sodC//tusD//feoA//frwB//essD//betB//rpmE//
GO_0009408_4	lpxD//napC//ligB//yjjU//purL//umuC//pbpG//mdaB//cysS//sstT//gcvR//wecE//nrdG//yeeL//gntR//phnN//thiQ//ompC//creC//hfq//rcnR//aaeR//yjfP//bioH//lpxB//mnmC//yidK//yfaX//yajL//casD//ispU//yhjX//nuoG//sulA//tatA//phnJ//deoB//ydiB//mraY//rppH//yqjA//eco//csgE//rutB//yraN//dut//ugpB//yigB//tcyL//yahD//yfdR//thrS//kdgR//yggN//dusB//ypjD//panZ//waaQ//speA//yihX//
GO_0009409_4	insI4//gudP//rplF//murB//yejB//fimD//yqiG//dicA//trpE//ybiV//gldA//glnE//argA//rsmI//queD//nadK//aroC//glrK//
GO_0009410_4	nikA//
GO_0009411_6	paaG//nanC//rstB//yqjI//idnD//ydiF//flgD//creC//btuE//lpxC//rpiB//pcnB//proC//ydeI//cydC//tufB//
GO_0009415_4	hfq//
GO_0009416_5	trpD//abpA//thrC//treC//soxS//dinI//yafE//lpxM//skp//murJ//phnN//yagG//napF//ycjY//ydiV//rssB//ydcO//mdtL//csgD//
GO_0009423_8	ihfB//lysR//glpT//yfjV//
GO_0009432_5	xthA//ycjW//kbaZ//pth//frr//crcB//puuD//yjeI//sufB//higA//rffT//paaH//rfaD//malE//insI4//recG//emrB//ycaN//hemG//fimG//gudD//bglA//
GO_0009435_9	csiD//lepA//ddpA//frdA//adeD//thiM//gpsA//ycfL//manY//
GO_0009436_6	glnP//yecS//zinT//glvC//
GO_0009437_5	tcdA//cheZ//ompF//pntB//gsiD//rfaF//insI1//
GO_0009438_5	sdaB//ykgA//hemG//ugd//phnO//yqgB//flhA//fliA//fabB//cysE//xdhB//nanR//alr//ycfS//mlc//mhpC//yiaB//fabD//rtcB//surA//umpH//arsC//relA//macA//yehT//mdtJ//truA//trkG//idnK//galS//
GO_0009439_5	yoaB//prlC//ydeP//
GO_0009440_6	rlmH//exoX//aroH//
GO_0009441_5	ytfR//arnD//mdlB//pth//cheR//
GO_0009442_7	adhE//dps//narP//dgoR//yieK//
GO_0009443_5	hflC//ygjH//metI//
GO_0009445_5	aroA//ybcL//trkG//nrdE//sfmD//baeS//ftsH//folA//waaH//kdpD//
GO_0009446_6	yiaT//gadA//
GO_0009447_6	gcvA//ttdB//ydhJ//ygeV//cspB//dapB//mazF//ycjW//
GO_0009448_5	ydjH//asr//surA//proP//
GO_0009450_6	metF//mdoG//hflD//lsrA//
GO_0009451_6	appA//aroE//sgcR//yieK//yhjA//rlmF//rpsR//rclC//hypD//ilvB//gspJ//osmF//rdgB//yajL//mntH//deoB//queG//phnO//lpcA//ompN//ynfK//relB//pspD//ybaQ//yjiA//aroD//selD//fcl//dppB//yabI//tsaD//yejE//ftsN//cedA//hybA//yoeB//rpsK//ycaO//dppD//rpoD//kdgK//ssb//pspG//puuP//sdhD//sgcX//gltL//proX//rpmA//syd//yraR//mntR//gatY//fdoG//ygbI//tsaD//fimB//yjfF//fecB//yafE//fcl//rzpD//rspB//yehD//cysB//ybiY//eutA//yieH//aroH//bioA//ydfH//rssA//yidE//malZ//livM//pmbA//mcrB//hisG//uhpT//ubiB//mdaB//nuoL//rcsA//
GO_0009453_4	rlmB//
GO_0009454_5	nrdH//
GO_0009593_4	gatA//eutD//
GO_0009597_5	ada//
GO_0009605_3	hns//rhaS//ghxP//sgcR//frc//acpP//trmL//ygbN//rutE//proQ//ghxQ//fliL//lptG//sbcB//basR//udk//mdtM//ydjK//ccmG//ydeT//tabA//sapC//ampD//ygbI//mltA//dcd//ybaM//yfeO//rsmE//rpmH//ykgO//dppB//gcvR//yegS//rplS//insE-1//yraI//csgF//gspE//sodC//yjiA//lpxD//rutC//narG//yhbS//yibH//lplT//gltI//ttdA//ubiJ//zinT//napB//dsdC//yjiY//tdcE//aer//mdtB//nth//pepA//nusG//potG//osmE//rhlE//ugpE//patA//hisP//eutK//uxuB//rlmC//mscK//uidA//xylH//serS//fieF//ampH//cas1//lacY//
GO_0009607_3	yhhT//yaaA//yeiE//nadB//mepS//ldtA//purR//cnu//ltaE//yggX//rpsO//aroC//mutL//arsB//
GO_0009615_4	yihT//exuT//fimF//livG//lgt//decR//rplO//pgsA//metN//rfaH//yigB//pntB//rpiR//pspC//
GO_0009628_3	iraD//yafC//mreB//cynX//fieF//acrE//insI4//murF//yfcV//alkB//mqsA//chaA//malP//rnr//trmD//ung//rapA//elbB//intF//rpsI//ssb//gluQ//tsr//yodD//radD//ldcA//sgcE//cycA//kdpE//fadA//bglA//yidL//pheA//pstB//alr//kdsD//fadA//lysS//yigB//ycfH//ftsA//garD//pheS//deoA//dauA//nuoN//argC//yjeI//coaD//folX//yqaB//cbrC//ftsY//appY//pheT//pstC//patA//ampH//lpxM//dppA//cvpA//rlmA//rpsL//pgaC//fkpB//dgoD//diaA//argH//nfsB//treC//rffM//trpS//yciG//rpsD//moaD//asmA//nfsB//idnK//malP//ulaG//prpC//yagG//citC//rhtB//tyrR//tdcA//proP//hisD//cynX//pgpA//uacT//norV//patD//sbcD//dcyD//ppsR//qorA//lpcA//pdxK//mnmG//dcuR//yggF//fklB//hinT//hyfA//yadK//hflK//fucI//ibsD//yfjR//ybhD//ftsX//narU//opgC//mntR//dinD//kefF//gapC//cdsA//nimT//leuS//kdgT//ldtE//malI//yhjX//cdsA//tsaB//fixC//nmpC//bdm//mdtO//amtB//pntB//insE-1//kdsA//rlmM//dps//metR//arnD//livM//rlmE//aldA//rtcR//minE//znuA//mreC//truA//fpr//hscB//zapD//gsiC//casE//torY//yhaO//mtfA//mepS//mlaC//thiQ//mdtC//codB//tolQ//rimK//appC//wecC//pphB//ugpA//casC//minD//rsmH//dmsA//ybjG//hemF//flgC//nikB//rhaA//maa//cstA//yedF//yggX//menA//hemD//dicC//adhE//mntH//rclA//ulaF//sppA//dgcN//eutD//wzzB//cspI//yjbB//mreD//radD//gntP//bioD2//narG//frr//insI3//fecC//artM//rpsA//dnaG//rutB//msrB//wzzB//murB//ghoS//essD//yehY//sdiA//yijO//treF//mnmE//rzpR//ubiC//bglF//dtpC//uhpB//allC//ulaB//lptB//rcsD//cmoA//thiQ//guaD//rhaB//yghB//casE//talB//
GO_0009635_4	yiaT//
GO_0009636_4	nikD//smrA//fliD//recC//gdhA//waaA//proA//pgaA//dtpC//tqsA//chbR//ccmD//murD//otsA//atpF//surE//yoaB//serB//yfiR//dinI//xisE//mdh//guaD//sdaC//gudX//xerD//lolC//elfG//alsA//hscC//cnu//
GO_0009637_6	ssuB//
GO_0009651_5	ybiT//tusB//astB//tdh//ribF//gntT//
GO_0009653_3	hypF//
GO_0009696_4	nagK//
GO_0009697_5	hybE//
GO_0009698_4	groS//
GO_0009712_6	umpG//hemN//htrE//bcsA//abgT//asr//yjhI//panF//pgk//srlB//
GO_0009713_7	acrF//idnT//artI//lgt//insI3//uspC//nagE//osmE//yegV//
GO_0009719_3	bamE//mhpB//yibF//
GO_0009730_5	yjjX//
GO_0009743_5	pagP//
GO_0009785_5	serA//
GO_0009850_4	aaeA//nrdB//nlpA//cbrC//yecS//frlA//ilvD//ispB//nanE//flgM//fmt//elfC//mepH//
GO_0009852_5	rfaH//ugd//ygjK//pspF//hicB//yegS//speD//nhaB//ytfR//dmlA//tilS//murP//mtn//
GO_0009889_5	yjjB//pinE//ahpC//murJ//elyC//ybdZ//pstB//ybaE//eutK//tdcC//lpd//fumC//alaE//ssb//fkpA//tynA//baeS//nrdF//aspC//yidH//hycI//clcB//csdA//rfaD//treR//hslR//lsrR//smrA//zntA//gadA//era//atoC//yiaB//casB//hupA//yqaA//dicB//fadI//ptsP//nrfD//gloA//mltF//nfsB//acrZ//tdcA//malE//acrA//hisA//rcnB//csdE//maoP//yjaA//groS//rimJ//coaA//mdoD//yadG//gapC//dhaM//yraH//narI//ubiG//putA//fryC//yfaV//dusB//moaA//ubiJ//gshB//ydbD//hdeD//pcnB//ubiE//ybcQ//purA//ibsB//cadA//yphB//yfcF//dbpA//folX//envY//hicA//fur//kdsB//nrfA//yeeA//tnaC//nfuA//sdhE//yciT//bcp//mug//nagB//ybiV//cysG//ilvE//yadM//pepD//speF//ivy//waaA//rhmR//yraR//ftsY//ydbD//btuC//uhpC//ykfI//ydgA//fadK//ybhA//pal//bcr//lysP//opgC//glgS//hflD//livJ//satP//yahB//yidQ//cedA//envY//nanC//ybaM//trpS//cysW//bglA//aroK//rffT//phnL//rfaC//gutM//potF//yggT//pspF//nagK//dtpC//dhaR//fis//sulA//ygeW//fliG//yagE//frc//opgD//dnaA//fcl//uspF//manA//pdhR//aceA//patD//uvrC//rhlB//yhbO//radD//dusC//ydcT//rpsH//nrfA//sucA//trpR//ccmA//ispB//clsB//yidD//hisI//fimI//yihO//tdk//accA//brnQ//dgcM//rpsH//yjtD//psuG//trpC//mlaE//ybgP//caiE//glpT//dsbD//prfA//ttdT//betI//yhjV//yedA//yjbF//nadK//dut//argA//cas1//msrB//hslO//rpsQ//ybdN//mnmA//tag//ppiA//yiaA//fabA//ydhQ//moaD//rplS//pdxB//perR//fucO//nagK//ddpX//gfcE//fklB//rlmE//tusA//tynA//ldrD//yqaE//fliS//pinR//yihQ//queD//cof//kefC//rspB//envC//fabR//gatA//sodC//yjjV//recJ//yjbB//msrA//ydfH//thiM//kdpE//fmt//yfgO//panZ//fdhF//glvB//wbbK//ptrA//yqiI//manY//ibsB//mngB//maeA//nanA//rffG//tktB//ghoT//yqeA//plsB//panF//hha//bssS//mdh//selB//citG//citT//arnA//ilvM//glpT//ydcS//sucD//recD//mzrA//prpB//atpF//rffM//sutR//waaC//murF//degP//preT//yedL//yihT//ycbV//umpH//bglJ//ansB//mazF//ybaM//ivy//trpC//atpH//prpR//prkB//pyrE//dnaE//hemB//dnaJ//hyaC//flgK//hsdR//fimA//focB//ytfE//pdeR//rhsD//kefC//rarA//trpD//cysP//glgC//yceK//rplM//mog//tpx//topB//chpS//torR//mdtC//ymfA//greA//
GO_0009890_6	add//sbcB//ydhQ//hofO//fadJ//mak//tsaE//metB//frmR//acrZ//treF//sucB//ebgA//yibF//ybaK//kefB//exuR//lgoR//gadW//fabD//comR//gcvT//yjjG//rluF//chpB//thiH//ompF//rppH//ugpE//narQ//dsdA//hypC//mmuP//yagF//dacC//uhpB//gltP//aceB//garK//cheB//hyfF//ldtD//entD//rlmI//coaE//uspC//fhlA//yiaT//murP//rpoD//symE//phoU//mcbA//yabI//yahK//nagA//rpsM//dxr//rimL//yagE//dmsB//yehB//ahr//hexR//pdxH//gutM//idi//trpS//tisB//pheA//ypdF//ymfA//ribA//entD//lplA//rutE//ytfQ//kdpB//yfgO//ybjX//rpe//glyA//dauA//tyrB//ascG//galM//rpsP//glpB//mutY//ydhC//ydbK//ybdH//rfaB//atpF//rnlB//elfG//wzzE//prlF//dtpD//hcaD//mhpC//alsE//nuoL//pepT//dgcN//hscA//yaaU//ebgR//ybgP//cas1//chbA//degQ//dinI//rlmL//hofP//dps//smrA//gstB//bioP//yhdZ//afuB//
GO_0009891_6	acrR//ogt//insI1//ybiA//hchA//yfcV//trpGD//ybeQ//hisS//yhcD//murJ//rutE//ygeA//ynfH//uvrC//ftsZ//gmhB//ptsP//mdlA//rrrQ//mdtN//csgE//fliA//manZ//insA-2//dgoD//recF//murP//nuoL//livM//sxy//uidA//selB//yfgJ//glpK//rplP//csiD//ynhG//pgrR//yfiC//rsmG//tusB//tdcB//rayT//degQ//ycbB//yrbG//lldD//yfcU//tyrA//mdtE//chbA//dppD//rsmB//ymgA//secM//argT//ydcM//bolA//mhpD//cyaA//uspG//hiuH//slyA//hyi//dppF//infC//rsuA//ydcI//yeeJ//lasT//csiR//argT//dsbG//cutA//cspE//glsB//ligB//sdhD//fimI//rlmN//prpD//qseC//
GO_0009892_5	thiE//rzoR//rhaT//yjcS//cspB//ytfP//gltI//yeaD//fimI//nlpD//glxR//elfA//yjtD//btuE//holC//sfmH//hyaC//speD//pepB//codB//mmuP//dxr//mscM//caiD//plsX//nrdA//comR//rpnD//ubiC//infB//ppsA//groS//afuC//narJ//eutR//mprA//cpoB//cas3//sixA//pinQ//talB//carB//lpxK//torI//avtA//dcuR//ilvD//lpxM//lspA//pinR//cynT//cusS//ygbN//cho//radD//pinQ//degQ//mdtC//yjjW//ycfH//rhtC//rluA//flgB//dmsB//frdB//cvpA//ascB//gntT//bacA//pdeF//entS//narL//yibT//rpsJ//puuB//sstT//acnB//frvR//treC//ybgI//kup//menH//rne//ynfF//uvrY//baeS//rlmB//hemN//gpmM//ygiB//cysS//rpsE//ilvI//panB//thiE//zupT//cynT//arsB//gpt//atoS//pdxH//glnE//hisA//fadB//yhaC//phoQ//fliS//mntH//cysW//ymgC//yjaZ//atpC//ispA//ynfF//torZ//wcaB//poxB//tar//hyfF//fixC//sgcC//torR//ligB//metG//ybaK//mlaC//yjaZ//nadE//bglJ//moaD//purB//yedP//rpsO//hsdM//pheT//rffG//yciF//cspG//yraJ//gadA//patA//prfC//gnsB//pyrE//ybeY//ybdO//
GO_0009893_5	moaE//rlmE//srkA//ompF//adk//insA-1//uup//atoS//torR//phoB//ydjL//greB//flgB//adiA//uxuR//proP//eco//cspA//ybeQ//dnaQ//bluR//speG//yhjG//paaA//yiaJ//napB//gsiC//elaA//gcvT//insI-1//miaA//tus//gppA//lipA//srlE//lsrC//otsA//higA//gntP//gpmA//elfD//slyD//ykfM//fliL//miaA//fadD//recG//flhE//aroH//pcm//eutR//uhpT//fepC//setC//prc//atpE//mdtJ//ccmE//prc//rsfS//asmA//yhcF//sgcX//arcB//murR//tehB//mhpT//hisH//rtcR//paaZ//yiaU//ygfZ//hflC//mppA//srlE//ytfR//smpB//dgcM//mltA//npr//ppk//mscS//pta//ygeA//nuoE//kefB//mdtL//tusB//ygiS//iscS//efeO//sgcX//fdnG//mhpT//sixA//rplA//hslV//yajQ//dpiA//
GO_0009894_5	tap//pdhR//murJ//macB//glcB//yjcS//tcyL//tusB//actP//ftsW//yfbV//yadI//basR//fliG//
GO_0009895_6	abgB//mdtJ//insA-2//allS//
GO_0009896_6	secM//mnaT//glsA2//
GO_0009966_5	yciG//
GO_0009968_6	sdhB//
GO_0009970_6	glnQ//narW//afuC//
GO_0009972_10	qorA//
GO_0009991_4	wzzB//fmt//sufE//csgB//leuC//recA//yqeA//ldrD//hisI//narK//fabG//cdh//mog//wcaC//ftsX//gshB//manA//nanT//rhtC//rayT//rhaB//gltD//rtcR//ypdF//yiiM//rbsC//msrQ//yjeH//ybiH//hinT//pgaC//ilvB//uspG//codA//yacG//gapC//yqeG//mutM//xisR//yihS//opgD//rhmR//apt//aroC//yihU//fadD//hisC//yebS//rpsS//lrhA//endA//nhaB//ydaN//glnK//yhbQ//acnB//yggT//gspF//yafQ//argT//intA//yieK//argE//
GO_0009992_5	ynbB//lhr//sfmH//trpR//
GO_0010033_4	chbG//recR//poxB//ynfF//cysS//yaiP//bipA//cmtA//menF//hcaC//agaI//sfsA//yeaD//frvA//waaQ//rclB//fliA//rbsB//yhaV//ibsC//baeS//rsgA//mhpR//yhcF//yghG//ydjM//acpP//nuoM//rsmH//yijE//atpC//ybjX//recC//nuoG//ybiJ//zinT//yciA//glnK//argP//panD//yhgF//rsmG//glgB//
GO_0010035_4	ccmD//rsuA//cyoD//bdcA//hypC//carB//sufS//clpS//abgB//rffG//argB//rcsC//sthA//def//zntA//yieF//dtd//adiC//accB//yqiJ//pepQ//yoaB//hemG//betA//pbpC//atpH//tcyP//macB//gppA//ssuD//hdeB//idnO//caiB//ybdZ//hofP//efeO//betI//slmA//gpt//dppC//afuC//tcyL//gabP//cspI//rfbB//yggX//ubiI//clpB//sgcR//tsaE//yaaJ//fsr//yfeO//carB//narP//gabD//xdhB//rssA//cas3//epmA//narK//minE//ridA//fliS//folP//lpoB//ispH//arfA//ygbM//glnP//pdxJ//adhP//sanA//rfbB//dsbD//rluC//
GO_0010038_5	hns//yjgX//aspS//ttdB//glnA//rpsM//yegD//pgaD//dsbB//gadX//creB//truD//pabA//frvB//atpF//queF//mtlA//cspC//dnaB//asnB//cysB//adiA//fhuD//ybhF//ompA//arcB//pyrC//fieF//nadA//ycdY//yhhT//dacD//fliK//rimL//ydeM//fadD//ybgI//yjjG//uidR//bamB//btuR//atpD//sapF//cysA//yedX//
