#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gapA//ldcA//ynfK//mnmE//
GO_0016043_3	ynjA//sucA//rfaF//ydcZ//csgF//ubiD//livF//ybiA//rplI//ybjI//fadD//rfbD//entA//fliG//mocA//udk//cyaA//trxA//fis//nuoB//hycI//pstB//soxS//mlaF//gloA//modA//srlD//phnO//shiA//fruA//ibsC//soxR//uvrC//xylB//hypT//glpD//ypdA//hypD//nuoG//tatA//mtnN//rlmH//eptC//ycfH//waaL//nikE//trkG//ygcW//yciA//dctA//eptC//cysQ//ybbN//hscB//yfdC//tdcD//amiD//rplP//waaL//yihS//yjbF//speB//yraK//tauA//fhuC//ychH//thiM//lysU//frmA//asd//rlmF//srmB//ydiK//yagU//rplS//exuT//ttdA//yqaB//glpK//ynfL//nudF//proX//rusA//aroA//pgsA//phoP//fepG//macA//ilvE//metG//phnN//wzzB//rhtC//citG//secY//yibH//glvB//ykgA//xapA//dsbC//rhaD//cysG//btuC//phnK//yiaA//lolC//dgcT//dmsA//alsB//dsbA//tusC//dgcZ//ydcP//btuB//yhaC//dicA//ygaH//dsdX//rutG//crcB//feoA//yadM//mltA//ygfI//bioF//cfa//yfjR//xapB//aroL//rpmF//allB//katE//insB-4//waaY//ychO//rpmG//rffC//ycfS//yeeJ//yfeR//rhaB//pta//mcbA//hofQ//rpsT//ydeI//tyrS//ydgA//shiA//blc//treA//gmk//cof//uxaA//hupB//ccmD//malP//gyrA//atpB//dcd//phnO//metN//elbB//upp//dhaM//hisQ//yfeX//arnE//atpF//rpsP//frwD//mhpT//umpG//rlpA//agaS//xapA//metN//agaR//sfsB//yraH//gltL//ybhF//livF//epd//nupG//glyA//cydD//rlmC//pykA//mmuP//uraA//fre//yqjH//purN//xylH//dcuD//puuD//nikE//insI3//rplJ//dnaJ//pck//sfmF//nadB//bglJ//nrfA//tolB//nadK//idnT//pgpA//
GO_0016051_5	rffG//nupX//metG//nuoH//chbA//cbrA//hybF//alkB//cysS//yegD//dps//nuoM//holD//ugpC//iscS//oxyR//pnuC//cyoB//rsmE//mglB//yfeX//lptD//rfbB//scpC//fetB//rfaG//accC//lsrR//rnd//adk//uspG//glnS//mscM//ymdB//rffM//yjiX//cedA//dgcN//dps//nuoL//mepM//ygjR//yraR//fklB//rplA//tauA//gyrA//kup//yjjV//fabB//dtpA//malP//fbaA//ygeX//mdtC//sfsA//mlaC//guaC//rplN//ptrA//dgcJ//nikB//sufB//dppD//gpsA//ldtA//pstB//gntT//ybhI//amiC//elyC//ansA//alsC//waaS//rseB//ydjH//hcaD//appA//yihI//dppA//insK//fimZ//trmL//yafO//yjaZ//secM//guaB//yaaA//gabD//mlc//ilvE//yohD//cobU//endA//nlpE//phr//rpsQ//alaC//ycfJ//appY//gstB//xerD//aroK//
GO_0016052_5	nanS//rutR//treB//accB//ybiW//rplT//pntA//rhaB//metN//puuE//groS//glcF//atpG//gadB//rplF//cptB//ffh//yidP//sbmA//iscS//yafN//cytR//narI//aceB//nagC//tsr//ybiJ//betI//ynfE//azoR//ssuD//fdnH//ibsB//csgA//evgA//bioF//recR//cbrA//fucO//ybjN//aroP//argO//hsdR//kefB//glpA//minE//sucA//cpdA//msrQ//yiaA//fecA//pagP//xylF//ydgA//hsdR//cyoB//blr//entD//proW//pdeL//uhpA//trmO//phoP//miaA//rarD//tus//yoeE//nanA//gfcE//cobC//ybaK//tsf//treA//ruvB//hxpA//aldA//rnr//aroP//thrA//ebgR//sbmA//paaE//ypdA//hupB//sgcX//holD//mscS//flgG//opgE//yqcG//gntT//baeS//ihfA//rutA//trpGD//rbsC//kdpB//yhdJ//sgcB//bglA//abgB//yidL//dicA//ftsP//ssuB//wzzB//xerC//ycgB//yhfK//flgG//treB//pgl//ssuD//hisA//hrsA//
GO_0016053_5	cysU//relB//rfaQ//holE//adeD//ftsN//gdhA//pspG//queG//tdcB//yieL//galP//modB//yfcG//tar//thrL//pepA//cheB//nirD//sgcE//nuoL//accA//idnO//puuE//glsA2//btuC//narI//pgi//yhiM//dppF//avtA//ynjA//rfaG//holA//frvA//trkG//yfbR//mcrA//torS//yfjV//ymfA//slyA//proP//nuoN//intS//dhaM//narG//bcsQ//gatC//xylE//recF//cdgI//ynhF//hemC//tdcG//glsB//cmtA//yiiE//speC//yjcO//aaeR//ldrD//lpd//htpG//cyoC//paaF//caiE//hflK//potI//kdgK//azoR//ygaV//dbpA//ybcF//ulaR//tonB//gpr//yehT//uvrD//rfaG//secB//hybB//fliK//murQ//galR//rbsR//thrS//wzzB//garR//secD//ybhD//elfC//prfB//ydeM//poxB//tamA//tyrR//ais//tgt//asnB//hybO//rhaA//bdcR//ftsL//rplF//yggP//fre//rssB//purL//yebC//rlmL//polA//gabT//aroP//gloC//entC//yiiM//atpD//adhP//pyrF//srmB//potG//rcsB//mdtG//ddpX//intF//yheT//cysS//yjiY//lolE//ldtB//intS//pckA//tusE//hofQ//cusF//ybeY//agaB//alsA//degP//xapR//ypdF//clpP//kdpA//arsR//yccA//ygcW//aroP//yehD//fliS//insB-2//tamA//rseB//xthA//cpxP//glmS//cheW//mepM//ldrA//abgR//lon//rnr//yhbY//ppsR//cadB//cysK//evgS//speA//entC//yeaE//xseA//rraA//fabB//cheZ//ykgF//gadB//ybcF//fiu//yqgB//lit//yhaV//ypdC//yjbG//opgE//dgcE//gspE//mrcA//fecB//dgcM//
GO_0016054_5	caiE//ubiA//emrK//carB//trxC//nudC//sucC//degP//yfcS//ypdF//yciH//rdgB//rbsA//aslB//otsA//ettA//secD//hemF//rhaM//map//ptsH//rutA//yqiJ//yehP//manZ//zapC//envY//queD//dusC//nagC//pepQ//fucK//rpsJ//argF//mzrA//tusC//ccmF//surA//ygjH//yebZ//ykfI//yciA//tisB//cysP//potI//yfdS//rplA//rhoL//tehA//livM//surA//livF//cusB//flgH//glmS//hemD//rfbX//nrdR//malF//cusC//efp//cnu//yedL//efp//queG//adiA//sseA//frwB//hycH//glyS//tatB//blr//mak//pyrF//yhdZ//waaJ//ubiC//yrbG//metE//malQ//csgG//frlC//puuC//yggT//relE//murE//bdcR//yidC//ycjR//aldA//folP//moaC//rhmR//tnaC//astB//treB//coaA//lolE//uraA//emrB//ttdA//yedL//csgB//yhgH//clsB//tamA//glsA2//ompW//gltD//prlC//fdhE//yagE//alaS//yggW//elaA//sufB//yobA//ydbD//ugd//uvrB//mglB//decR//tdcR//hsrA//menH//gatC//trmA//entH//hflD//rcsB//talB//idnT//rzpR//ydfG//mlaC//grxD//rihC//ydjK//ydjK//yhjB//yiiM//purD//panZ//tauB//cas3//recD//lolC//metL//menH//nuoE//ftsE//tbpA//trpC//pfkA//mrdA//
GO_0016070_6	gltI//folX//ada//speC//guaA//hofM//idnK//yjiQ//glpD//nimR//adk//mdtK//yfhH//yojI//tatB//lsrR//murA//speF//ycjD//lolA//lon//rzoR//lsrC//yaaJ//clcB//rlmL//leuO//decR//araB//leuE//pdxJ//puuE//ccmH//hdeB//aroG//atpB//araC//casA//yciH//aaeR//malG//waaP//arnF//yfhM//tcyP//degQ//rrrQ//gloB//yaiV//argC//ompN//mgtA//cspC//dsbB//mrdB//hokE//ydbK//ulaG//yieL//cheZ//rplK//fdoH//modB//bioD2//znuC//mrp//ymgC//yiaU//flgA//eco//ampE//yajO//rne//mglC//metH//gltP//chbF//msrC//fepA//uvrC//narK//frc//tdcF//ydfG//napB//lon//cho//ybhD//ykgA//alkB//iscA//rspB//mpaA//nfi//rplJ//umuC//dadA//xylE//ybdH//ybiX//iscX//glrR//ackA//sodA//yghB//acs//thiQ//prmB//ptsG//mutM//yfcU//ybaL//appY//carB//rnr//pmbA//ycfH//mglB//yfdR//cedA//prpB//ampH//gltX//pdhR//recO//rhlB//glvC//aspS//epmA//gltX//ybgI//tomB//cheR//mreD//yfcS//rhlE//moeA//gpmA//nlpE//waaO//ygbN//waaO//priB//hns//yiaA//ydfK//cysC//yidH//rssB//ynjA//aspS//hslO//evgS//murI//yhaO//luxS//glpC//tyrS//ompW//ybjG//nsrR//ptsG//deoR//yhjC//fhuF//phnJ//rpmF//hyfR//msrA//ymgC//atpD//rplL//pspD//yphB//alaC//cpdB//sdiA//uspB//yahF//rpnC//nudC//ftsQ//rhsD//gcvH//argH//guaD//glcF//mtgA//mgrB//ydbD//yagJ//sgcC//rstB//frwB//fepD//yddM//dnaT//nfi//xanP//ybaO//napA//hflC//ascG//tatC//araG//lldD//ugpA//tusE//edd//gppA//yhdZ//ribE//nrdH//nrfG//parC//yfeX//yqaA//glyS//tusA//ygjH//glnQ//ydjK//queA//rplW//folM//gpsA//aslB//ibsD//galR//rpnC//sbmC//tusA//dnaK//bioF//ftsP//hda//mutT//modB//mdtD//pdxJ//fetA//ldhA//bioB//nrdA//recX//ligB//arfB//lolE//pepB//hyfA//malG//secA//ilvC//cobS//sgbE//ymgA//agaV//menD//mdtF//mtlD//rutC//napF//fliG//efeO//fliZ//radA//yfgO//ynfH//fdoI//prmB//nadC//gpp//pdxA//yiiE//uspE//pdeK//plsX//mgtA//yfcG//waaY//eutN//frlB//dxs//garP//macA//fadD//secF//ubiH//yieH//ydjJ//argK//gltL//upp//chbB//
GO_0016071_7	rep//queF//yaaA//rclA//fdnI//ypdA//yhbX//yiaL//uvrY//torZ//glxR//ygaV//pntB//gph//gmd//
GO_0016072_8	tldD//mtgA//trmI//rplO//pheM//mdtL//hicB//recO//ymfA//nrdF//mngA//yfaL//rapA//ansB//ypdA//adeQ//osmF//ftsN//srlR//lysC//ibsC//ygiN//waaQ//pgaD//argE//dcuB//yobF//narV//dxr//yqaA//bglJ//mntH//dadA//sad//insI-2//mnmA//ybdH//fimG//lsrK//rpsK//secG//pspD//yjjQ//yhdZ//
GO_0016075_8	hyfF//yqjA//
GO_0016078_8	osmF//
GO_0016093_5	fhuD//nirC//
GO_0016094_6	dcuC//rbsA//
GO_0016114_6	ttdA//
GO_0016137_6	lyxK//
GO_0016139_7	ykgA//
GO_0016226_5	fliS//abpB//amiC//norW//torZ//abpA//queF//trpC//dgkA//atoS//dusC//codB//waaO//actP//adeD//sucA//iraP//thiQ//
GO_0016259_7	sseA//mltB//nrdF//holA//
GO_0016260_8	dacB//tamB//hiuH//
GO_0016310_6	ybfA//clcA//pphB//scpB//nagK//zntR//yhaO//hypB//ybiJ//ybjG//nanS//fimF//trkG//yagI//hscB//nudB//rclB//ubiE//lon//sapB//rfaB//ydgA//mreD//dcyD//hisQ//ispF//ftsW//nupC//yieH//rpsE//fecA//focB//mdtG//yhaC//comR//zntR//adk//ypdC//thiH//puuE//cspB//ariR//yhfS//lipB//yieF//yegV//ytfQ//ampD//chbA//ung//degS//yjjX//yjbG//lpd//serC//dxs//dacC//mprA//uspE//cheR//atpD//dedD//yciG//rffM//sspA//coaE//hyaA//pyrG//betT//appY//wecE//ugpC//pldB//rhaT//yieF//rsmD//lasT//uxaC//elfG//pldB//asnB//envC//osmF//ubiE//holD//dxr//leuO//yejA//copA//elfD//lgoR//uhpA//rplX//yfgI//nadB//hybD//ushA//eamA//cycA//cheY//atpA//afuC//waaO//ampH//purR//sstT//yihW//sucB//sgcC//tdcE//metR//yegD//xylA//folP//gpmM//hpt//uxaB//
GO_0016311_6	nirD//radD//nirC//asnB//ygaH//elfC//yfhM//torZ//adiC//focA//glpR//lipA//hyfA//glnP//mdlA//ais//ydfG//yjhH//trkA//dapA//yphC//hslJ//pepQ//yedX//glgX//allR//copA//yhcD//cobC//fixB//eno//pyrB//acpT//ybaQ//argG//ribC//rsuA//ribA//alpA//dmsB//ybiS//sucA//yihU//metL//yfaE//artJ//mdtB//ibpB//ppiC//eutK//pitB//fliS//pphB//accA//ldrA//epd//thrB//pheP//udk//hupA//mdtB//
GO_0016458_3	xthA//selB//
GO_0016477_4	cpxP//
GO_0016485_6	pitB//mlaD//nupC//tdcA//xseA//epmB//rplB//potI//yfbS//
GO_0016540_7	pcnB//betB//
GO_0016553_7	fiu//
GO_0016556_7	mscK//
GO_0016579_7	lit//
GO_0016998_5	sspB//
GO_0016999_5	hypA//mlaB//casB//hslJ//accB//secD//ileS//gudP//aceB//tmcA//tsaC//rhaS//cutA//mlaC//xthA//ompT//sapF//ygiS//nusA//mrdA//mdtG//yihT//yehU//yggX//rutD//ybiW//exuR//nadD//tldD//rrrQ//argS//yihT//otsA//folA//tcyL//rffM//bssS//leuE//acpH//iscS//frdB//fliT//cdsA//yidZ//pheA//insE-1//xylF//yadK//yfbR//pgaD//xdhB//malI//entH//acrR//fliA//yhjA//
GO_0017000_5	ybhP//ffh//rpiB//ynjD//srlD//vsr//
GO_0017001_5	narI//prpR//yiaB//uxuB//csiD//xapR//intS//rpoS//gatZ//sufA//yhdJ//secB//acpT//essD//rcsB//yegS//mdtG//kdpE//yegT//elfA//osmE//
GO_0017003_8	bdcA//coaE//rplA//wzzE//pdxJ//gapC//
GO_0017004_7	yfjV//emrK//lipB//gatD//orn//hybG//tmk//tonB//bglF//uhpT//malZ//
GO_0017006_7	cmoM//gudD//fadM//xapR//yqiJ//ilvA//
GO_0017013_7	tonB//zwf//
GO_0017038_6	speG//btuD//prmC//
GO_0017144_4	ribC//rpiR//livK//lgoR//treA//rplW//hyaD//der//gpp//sdhE//yihL//recD//mioC//cobU//glpK//csrD//ulaC//yciV//ydfG//asnB//yhhT//yhcH//dgkA//panC//ypdF//yjjB//gatZ//scpC//tyrS//ghoS//infC//intZ//ldcA//grcA//pdxK//holE//elaB//yagF//ydeI//tonB//yjjW//rdgC//yhcF//yjgX//potF//aroC//efeO//cstA//glgA//hemG//mglA//cpsB//acrB//potF//gluQ//yiaT//appC//tig//glsB//ybbN//yejF//ansA//thrS//bamD//yfeO//ariR//hofQ//rbsB//dauA//exuR//dinB//nagC//sfsB//fruK//xylH//pabA//agp//ascG//ydiB//tbpA//yhfS//entF//cpoB//rfbD//btuE//waaF//lipB//pgsA//yjjB//paaJ//ycfL//cpoB//tauB//csgG//rplR//yeeJ//infC//uxaC//rpsK//ydiV//yhgH//pcnB//ydjK//ybcC//tdcR//arnE//csgD//fabB//melR//ibsA//rbsD//ynhF//yejB//mngB//mntH//yjbE//mhpT//mltC//ilvA//rpmC//xisR//potI//yhaV//rihC//baeR//alaE//gspE//betT//ybiW//uhpC//yqhC//gstB//cof//tcyJ//abpA//gltD//ispB//nikR//gutM//aqpZ//lpxD//ygaV//rplN//nei//mcbA//ghrB//acrR//yhgF//ypdF//mqsR//yphC//rpnA//lsrB//ybiT//yehT//fpr//dppA//borD//etp//parE//bolA//setC//eamA//eamB//ltaE//purL//frlA//coaD//cysD//yafQ//ilvC//rtcB//yfeR//tcyP//hslV//pspC//rplE//infB//hemA//fdnI//hslU//ygbM//bcp//yidK//yfeW//yrdA//narY//ubiG//gspI//frlA//ycfL//ybhJ//lsrA//ibsD//hisC//yjiA//aslB//tpx//ompG//
GO_0017148_8	bisC//pal//mdtA//dgoK//nagB//tsx//fklB//puuE//narI//ibsD//cobB//yraK//paaJ//cspB//fadL//mrp//frlA//dusC//mukB//acpH//ykgM//appA//leuB//purU//
GO_0017185_8	yeeA//
GO_0017189_7	rpsA//
GO_0017198_7	ybhI//
GO_0018011_7	yjiA//
GO_0018012_8	ispH//
GO_0018022_6	ygbN//
GO_0018023_7	corA//
GO_0018063_8	ygiV//hemC//glnP//murR//waaL//
GO_0018065_7	sgcA//torY//erfK//fadD//nei//
GO_0018070_8	ynfL//bioA//
GO_0018104_8	cpdA//ldtE//eptC//ycgR//bluR//yhiM//gabP//cpxR//
GO_0018105_8	ibaG//lolE//phnM//
GO_0018106_8	htpX//borD//fkpB//rpnB//glrR//rhlE//grcA//pgpB//rpmH//thiP//moaC//recQ//hemG//ybeQ//efeO//malY//yfaE//iscX//garP//hrsA//rnpA//atpG//hrsA//ligB//rof//ydfK//trg//acrD//cueR//
GO_0018108_8	araG//adk//pncB//cusA//ftsK//
GO_0018117_8	yjjW//
GO_0018125_6	entS//
GO_0018126_7	ftsZ//
GO_0018130_5	azoR//tauA//dgcJ//mhpA//nanE//rsmF//artM//ddlB//insB-2//ilvI//malX//mrr//yahB//putP//fkpA//yjhP//yphD//pgl//pgi//mdtG//umuD//fetA//nrdE//yedL//ggt//puuR//citE//uxuR//cdaR//hypC//yhjV//ptsH//waaU//ycfL//cheA//acrZ//waaQ//ppiC//tap//rsmF//guaD//hpt//pncB//pyrL//torC//cysU//livH//osmC//dinD//glmU//phoE//yiaT//tatE//ydcO//hda//ccmE//plaP//thiD//speC//sdhC//bdcR//borD//cmtB//hscB//ybaE//kch//fhlA//yiaO//hypE//tcyP//hscA//exuR//yfaE//rof//queG//ddpX//mocA//pcm//surA//yggE//rpiA//ybiW//ftsX//ynbD//accA//mdtN//hypA//fadR//trpL//rlmJ//gntR//recC//hslU//kdpD//mprA//murG//gatB//hisI//feaB//bhsA//nlpE//folP//rlmL//phnI//ybfE//gsiC//qseC//cysZ//ccmF//hybE//tsgA//insI-2//ybjD//yiaJ//hemB//uup//ybiX//ybiH//accA//rffG//eco//yfbR//flgA//xanP//exbD//recD//aceB//pgpA//potA//fdx//nanR//guaD//lysR//hchA//ypdB//gmhB//ydaV//rpmC//trmA//menB//gltK//fliT//cspE//yjiM//manA//gutQ//ftsY//pflC//oppA//cadA//ygfI//mdlB//garR//folD//recA//ydiF//ispA//thrB//rpsN//ulaG//aroC//icd//pspG//rimK//ybeQ//hicA//pstC//ulaG//yagE//yedX//yjjQ//narH//bioH//fadB//torS//soxS//rstB//ynaE//holE//gltI//mrr//arcA//dauA//cyoB//paaJ//nlpI//lpp//yciA//puuR//yiaF//frlC//narQ//pldB//ycbU//tatA//pbpC//ynfH//recD//dgoR//phoA//murG//aes//mltB//napC//exoX//cysS//nuoI//kilR//ndk//uvrD//gadB//rihA//araD//fsr//rihA//yjfF//yqeF//deoA//holA//thrL//mutM//frdA//nanC//ydcP//hdhA//ygeV//surE//opgD//pckA//lysC//exbD//zupT//ibsA//holB//yeaE//amiB//yfaV//fucA//pflB//sodA//ymgA//rutR//metI//pcm//pagP//envR//fimB//rfaC//cas1//gsiC//dgkA//tus//hcaE//adiA//hdeA//puuA//ilvA//cysC//corA//bamD//alsE//rraB//proB//nudF//sucD//galF//rpiA//yggD//cbtA//kefF//hcaT//gpp//trpC//hflX//yfdR//bfr//proP//curA//dnaA//priB//ygjK//gpmA//yfhM//mdtP//mutH//pntA//folX//crl//dgcE//truA//glpR//hypE//yihL//xthA//yidZ//moaE//ypdI//insF-1//mraZ//arcC//kdsD//nagB//bglB//ybiS//lgoT//alsK//cmtA//csgF//ttdA//nuoH//ortT//recJ//fadI//fhuB//ibpB//aspA//malF//srlD//abgR//dcuC//rpnA//yhdZ//ybhP//menB//corA//rffG//sdhD//yhjX//rimI//aer//orn//mdtE//cstA//gudP//ygbL//sdhA//mscK//feoA//norW//aphA//ibpB//csgF//insA-2//nanK//mglC//frc//ghxQ//tcyL//nanC//glsA1//lsrD//ghoS//fhuF//xerD//ygfA//rbsR//hypD//prlF//norR//menC//mltD//rplX//asmA//ycfL//yhbO//xisE//folP//hyaC//mltB//yraK//brnQ//
GO_0018131_6	ybfE//narJ//
GO_0018160_8	dinB//
GO_0018175_7	trkA//
GO_0018193_7	yhaO//cytR//hypA//ssuC//cynX//fliS//pal//aroB//pepT//rfaG//mgtL//argC//alsB//aroP//rzpD//tatE//yggT//nepI//puuC//yfeO//mdtQ//chbR//evgA//gcvP//potI//phnM//atoS//rpnA//garP//crp//ackA//pgaA//nagK//gstA//ftsP//yieL//cysZ//ptsG//rpsS//ddpX//elbB//serA//crp//mlaD//aroA//dfp//yddL//soxS//kefB//pdeD//pepB//lysA//frdD//rarD//cmk//ftsL//cpsG//ybjX//flgA//minC//yhjV//hycA//chiP//yqaE//hisH//secA//yhbQ//ybbW//ybbW//yjjI//cheZ//
GO_0018194_8	yggP//ybjX//
GO_0018195_8	emrK//
GO_0018197_8	ubiC//mqsA//
GO_0018198_8	uvrD//yhjR//thrC//phoR//surA//ade//lipA//purD//
GO_0018202_8	xylF//ssuE//rfaD//ccmA//hxpA//ygeA//purC//ybdR//mzrA//yihR//psd//dcyD//fimI//hisM//ompW//yidD//mdtI//tusB//rutC//tolC//dinB//paaE//bcsQ//tsaC//rutD//cfa//fetB//yraH//napA//
GO_0018205_8	nanA//gpt//dppB//ugpB//acrF//yphC//waaS//clpX//rpe//cydA//abgB//
GO_0018206_8	rimP//
GO_0018208_8	nadD//yecS//rutD//insB-2//cpoB//araF//cspE//pgaB//
GO_0018209_8	garP//waaU//rffH//ykgO//frdD//rihB//metC//
GO_0018212_8	mreB//puuC//yihL//aspC//aroG//
GO_0018215_7	yphF//dgcM//
GO_0018246_8	hprS//
GO_0018247_9	arfA//
GO_0018249_7	umuC//
GO_0018282_7	ansA//cadA//
GO_0018283_6	glpR//speF//
GO_0018298_7	ahpC//
GO_0018307_7	appY//
GO_0018315_8	yfiE//
GO_0018339_9	murC//metC//
GO_0018345_8	ffh//
GO_0018364_6	npr//sgcX//
GO_0018378_9	znuB//atpB//mdtE//
GO_0018393_10	nagA//rpnA//
GO_0018394_9	miaA//trkH//rcnA//
GO_0018410_8	rspB//
GO_0018909_5	yiaJ//
GO_0018937_4	potG//
GO_0018958_5	ttdT//ynfF//gpmA//ligB//ugpC//ygeX//ybaT//acrA//yiaN//nmpC//emrE//
GO_0018960_4	yihI//
GO_0018962_6	ykfI//xthA//nhaA//ompA//phnI//
GO_0018973_5	mcbR//tcyP//
GO_0018974_6	yajQ//holE//
GO_0019042_6	melB//
GO_0019043_6	yfbR//erpA//yddL//
GO_0019046_6	ydgA//rbsD//ddlB//
GO_0019048_6	bioP//yhbY//coaD//yghG//
GO_0019062_5	hemB//
GO_0019068_6	fdnH//bioF//
GO_0019076_6	arsR//fadA//yhjX//fryC//
GO_0019184_7	secY//chiP//fadK//proV//yqgF//norW//tnaC//rzoR//entB//yohD//
GO_0019216_6	sufA//ybbY//trmB//insI1//
GO_0019217_7	ybbN//cynT//dtd//
GO_0019219_6	hycI//frlR//codA//glyS//cpxA//rhaT//hybB//bioB//hypF//cusB//alaC//lrhA//fadD//yhjV//yjiR//tgt//gsiA//fdhF//yeaG//basR//ftsB//relE//norW//basS//yihU//ssuD//pitA//yrfG//nadD//degS//ahr//yoeB//mhpT//intZ//panE//pnp//pdeD//yidA//araE//sdiA//tar//mscM//nimR//hybC//gnsB//ndk//cmtB//yfcR//cobT//rpsQ//ydfH//csdE//csgD//ubiD//aceB//hypB//glgS//cobU//araB//kilR//nirB//yciT//rpiR//dsbB//gmk//lptD//ybjX//glcB//ydhQ//folD//nfi//potI//lysP//rpsI//napF//ubiD//ybbY//lacI//yoaB//truD//ldtD//idnK//eptA//manY//yneE//nlpA//livG//csiR//glgP//bioB//ttdB//yagJ//degP//pdeF//yggD//sohB//uspG//mdlA//srlD//atpH//prs//envR//mltF//tolR//bacA//folE//murD//entE//ptsN//ydhK//yieF//hcaD//yjfF//glvC//fucK//groL//dgoA//tatA//ribA//ydcZ//treC//opgE//curA//pheT//acpS//hlyE//nagZ//dusC//xseB//hokB//cydB//mqsR//nemA//nanT//pdeF//rpsS//gspI//dsbD//livK//rpsJ//kdpF//ssuC//erpA//ampG//yfdO//fepA//hokE//rutE//trpGD//tusB//lldR//dgcF//leuS//yhgH//ydcS//ycjW//yegV//ybiX//tufB//sbcB//murB//tauB//ycfL//narH//fumB//yidE//yafN//hemN//greB//sgbE//ribB//yccA//uxaA//trpS//yqiH//yciV//argI//cmoB//rseB//sufB//rluF//rrrD//ydaV//ygbI//sfmD//marA//asnB//wcaC//ulaE//opgE//truC//ynhG//basS//yqhC//hcaF//hlyE//dnaA//ushA//yieK//secE//rbsA//casB//ldtC//fucI//fdrA//metR//tsx//kdsB//leuE//nagB//rbsA//mntP//pnuC//hycB//lplA//yrdA//yegD//mgrB//holB//prpR//hslR//clpS//minC//ldtB//menB//sucD//ppc//yhbO//clsA//rplA//yhgF//ispG//ogrK//yhiM//yjgX//yehX//yqgB//mtlR//fimG//cynX//mngB//truC//potB//katG//yhjG//rluB//fliT//yhbX//xylA//sanA//clpB//cmoB//ydjJ//rcnA//murP//gapC//cusB//malE//dedD//evgA//gudP//yfdS//ybfA//hypC//yiaA//dppF//aceK//ydhK//ppiA//cusC//queC//pgaB//manX//murB//srmB//cysE//rspB//mug//tldD//glgA//yhcH//lon//ydcP//mglB//cpdB//cusR//entB//hlyE//ygjR//barA//ddpA//yjbF//
GO_0019220_7	kdgK//ypdC//mdfA//rrrD//intS//csiR//frwD//atpA//cmtB//motA//
