#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rsmJ//trmB//hldE//iraP//
GO_0051234_3	galP//yobF//yqaE//paaZ//yrbG//chbF//ribF//fabD//nadB//erfK//cbtA//hcaD//rhaS//lepB//glpX//ubiE//opgC//atpH//csdE//galF//exbD//hycH//rhoL//ytfT//rapZ//coaE//rnd//uhpB//yfgI//pckA//alsC//dnaN//eptC//phoP//puuD//gutQ//kbp//phnP//ydiK//bioD//aroL//gnd//yggF//pheP//hybD//relE//bcsA//thiH//ydcT//feoB//yejE//ybaO//spoT//yddA//dnaN//yceO//cmoM//gltI//intQ//copA//mqsR//dcd//yjgX//tufB//ygbN//fucO//yicJ//yhjA//yoaA//yqjA//yfdO//mutS//gadB//ypjD//oxyR//bcsA//gatA//upp//aphA//yejA//cutA//kilR//fadR//adeP//cspI//glmU//rpsA//ahpC//mdtD//glpD//entD//galT//ubiH//pfkA//tnaB//ssuD//rnb//deoA//pyrL//nlpE//yggF//dsbA//yeaK//waaQ//argK//eno//nemA//cadB//treB//rfaH//potH//ubiE//mlaB//manZ//tdk//yagF//recE//rplJ//exbB//tdcR//hisM//ftsL//yneL//gsiC//cysQ//lrp//tolA//proX//yjcS//yhfS//gpsA//bcp//ilvC//dcuC//yihU//murQ//pagP//fucO//murI//ybdM//agaA//alpA//ribC//sdiA//oppA//fepB//fliG//xseB//yodD//tag//cirA//lsrG//dmlR//yhdJ//ygaV//pspD//ynaE//prpD//dut//rpsT//dam//xisR//rpoS//puuA//focA//lolE//argB//pncB//fur//oppA//prpD//srmB//zapB//appY//nuoG//yddA//eutR//gshB//scpB//adiA//mrdB//clsB//ortT//epd//ybdH//glyA//cirA//yggX//yfjV//yhjG//ygiW//tdcC//yqaA//modC//gsiD//truC//argK//rhsD//ybaK//elfD//ygaH//ftsQ//yadN//creB//ybdN//ulaF//garD//wzzB//pfkB//gltB//ribD//ygdG//bglJ//hupA//dgoR//yfeD//appA//nfuA//cho//csdA//alsC//topB//ansA//arcC//hycH//cpxR//rpoA//gloA//tatB//idnD//glnL//rcsC//lpxM//pabB//amtB//cbtA//tktB//mdoD//ulaF//cueO//proX//qseC//ygeW//kduD//yhhY//cmtB//recF//gluQ//glyS//kdpE//ybdZ//yneE//fixA//nagK//ushA//borD//oppC//glmM//rtcB//xylR//rhsD//mpaA//symE//hha//glgS//casE//fixC//ypdI//galP//sixA//hdhA//insI1//frvA//nuoM//hybF//add//melR//mdtC//hypA//adeP//rimO//mmuP//iscR//fecB//arsB//phnH//yhgH//hipB//citX//dinB//glpB//ariR//trmJ//kefG//aroL//hypB//tolC//gluQ//potG//flgH//cdh//dpiA//edd//rfaE//pphA//lgoT//sufB//qseB//grcA//polB//yidR//ybbY//purU//asnS//mlaC//ybeF//ghxQ//tdcR//mutL//accD//acpT//dnaC//amyA//folM//leuE//fecD//yidE//yceK//ahpC//wrbA//ybiJ//cobU//mutS//lysP//glgS//frr//trpB//fhuF//sufC//ybiX//mltD//cpsB//sgbH//mdtN//allR//waaA//napD//pgrR//srkA//uxaA//maa//iscA//hfq//yebC//rlmD//gabT//tdcR//paaC//aroG//stpA//yieF//tmk//ybiT//yebC//holB//acs//rzoR//phnI//mntP//setA//rlmM//intF//ycjY//gshA//infB//gntU//ubiA//yihT//mutS//infC//tatE//treF//pinR//rpoS//borD//mlaD//tktB//cpdB//speC//hdhA//yejF//proS//slyD//yggT//thrL//fhuD//torI//rnr//yfbV//hisB//ydiO//lptE//sdhE//yafQ//galS//yneJ//ybcF//gyrB//deoR//puuC//fadR//xylH//phnK//accD//nupX//atoB//ihfB//nrfB//lldP//yoeE//nrdF//sapD//lsrR//tatD//tldD//waaC//yfeD//ybdZ//dld//paaG//araA//recX//xylH//pflA//arcC//galP//mdlA//yebG//glvB//folA//nikR//nemR//bioC//wbbK//trpB//yjeI//kdpC//artP//ibsD//hybG//alsB//mltF//oxyR//cusB//nuoI//tauC//miaA//gntR//epmC//rusA//dinJ//ftnA//mraZ//ogt//nrdF//tsr//phnP//pdeR//rcnA//fliS//ydhC//opgB//ssb//hisB//yhbY//glcA//ygjR//folD//fetA//mepM//mtn//yagU//hsdM//xseB//polB//serB//elfC//rmuC//idnT//glmU//yjfF//gluQ//ybaO//frmR//hipA//cas2//trpB//thrS//ftsI//ispG//msrC//yhfS//alaC//pdxY//rhaT//avtA//priC//eamA//hisM//ghrB//hokE//tyrS//emrD//rpoS//ccmF//potG//allB//rsuA//pck//ptrA//coaD//ftsK//rimK//sgcR//pldB//xapR//mdtO//rsmH//tag//rimP//paaG//thiC//rimM//fabR//asnS//tonB//luxS//grcA//pdeH//frlC//miaB//ycjU//bioH//xapR//lpoB//otsB//appB//pspC//fmt//thrC//gsiC//ydiB//ykgM//waaQ//tolC//yieF//fhuB//fliG//ldrB//kdgK//rpnD//frdA//yrdA//thiD//purC//flgC//chiP//exuT//glcE//pyrB//yagF//mepS//preA//mngA//rpoS//aroD//agaW//dnaK//arcB//alsA//udk//accC//ybiI//pepN//eutA//allB//erfK//rdgC//acrR//hycB//aas//eutK//scpC//glvC//yqiG//paaC//dgoR//metH//rluF//secY//asnC//xylF//glpR//mdtF//ymfA//metL//
GO_0051235_3	hha//mntH//ftsA//
GO_0051238_4	yghO//citC//panD//
GO_0051246_6	potA//aroE//aceF//yijE//rlpA//dgt//tsgA//lpcA//kdpB//mobA//cmtB//feaB//dauA//sdhD//glnE//bamB//ibsB//mdtG//nuoB//yhdW//ybhS//marA//yagG//alpA//ilvC//ridA//cobU//yhbS//elfA//sodA//prmB//bacA//rplC//cpoB//brnQ//arcB//yobA//corA//fdrA//tisB//yhbO//bolA//cysA//yraJ//puuA//adiY//sfmH//glnL//thrC//ubiX//lpcA//glcB//fliG//
GO_0051247_7	rlmI//ynjD//yjeH//kbaY//tauD//umuD//fecB//potB//paaG//accB//cheR//
GO_0051248_7	acpS//ratA//gdhA//arsC//ydcR//secG//deoB//bcsQ//acrB//vsr//rpoS//yraK//ugpE//psuG//mpaA//nac//moaD//lpxB//mntH//rhaS//casE//ycjR//yhcD//yheT//bglB//frr//exbD//zinT//lgoR//yieE//yaaJ//
GO_0051252_6	uxuB//flhA//ygaV//adk//rfaE//opgB//gabD//ecpR//gsiA//ychO//sdaB//iap//ybaO//mazF//yneL//dmlA//xylE//fabA//lptA//adeD//ydcO//yiaB//glnQ//caiB//clpS//yedP//azoR//menC//gppA//ybhI//gltL//kbp//yohC//rfaD//pykF//xthA//fdhF//rmf//rpsL//recD//uspE//pgrR//rimI//gatC//hisP//tdcC//sgcX//guaD//tdcE//ubiJ//csdA//tar//prpB//znuC//crl//ygaV//sufA//asnC//hybG//nudG//ypdI//argH//lpp//eno//ssuE//ppx//higB//lacI//ybiO//ssuD//fdhD//tmk//bdm//yddA//rcsA//eptA//alaE//hycA//fliM//osmE//nrdH//citG//yqjH//ybiO//rmf//rpsT//torZ//cptB//coaE//puuE//fumC//tabA//htpG//fruK//rpnC//potG//bluF//aas//afuB//ulaB//cfa//alsC//cysK//spoT//clpX//bamE//aldA//cbrC//menB//ybcM//yqhC//paaF//ffh//hisA//bhsA//ftsL//zapD//ybiH//cmk//fic//dppA//gadC//asnB//ybjI//bglA//lptA//mntH//metG//lsrK//ttdB//accC//caiB//cas1//yadG//cheB//betB//adiA//pepQ//cyaY//gcvH//yedL//pnp//narG//yfcA//yjjV//carA//fruK//mliC//ftsZ//pck//lpcA//ydcM//mdtM//kdpC//recX//hemC//lolA//pepT//uup//djlC//yehT//nadK//galM//osmY//glnP//dhaM//xapR//slyA//agaB//hyfF//ybcM//prpR//dmsB//ygbN//frdA//iscR//agaS//ygeA//cmtA//mnmC//dmsC//xapA//puuC//moaD//prfA//alkA//menB//hscC//fimZ//ybjI//prpC//cysM//yfdO//nfsB//tcyL//araA//xseB//sbmA//kdgT//ratA//csgG//mglC//dnaX//ycbU//nupC//mrr//trpR//cheY//acrD//yhdJ//hokE//glxR//plsB//mliC//hslR//fsr//pntB//ccmG//xylE//mntR//rlmJ//rplY//surE//eutR//nhaA//yijO//argH//ybcC//glmS//yqaE//ade//gatA//yjiX//ybjL//yahK//mhpR//rlmD//essD//rplN//bamB//trmI//yjeI//ligA//thiH//dsdX//bluF//glnP//yidD//ydfH//ykgF//yjjW//bamB//ygiB//mak//dacB//yiiE//priA//nrdE//aqpZ//mglB//secG//lldP//fliG//yojI//phnN//rfaF//yjbG//yibH//kefC//cdd//tusB//yihP//waaP//rbsB//uraA//glsA//artI//arcB//
GO_0051253_7	rcsA//waaJ//gltD//yoaB//ynjD//yjtD//caiE//appC//hexR//fau//glpK//mrcA//eamA//ydgA//rcdA//mltA//uspE//fieF//ackA//dcm//cynS//cueR//yadK//yieF//mcrA//trpL//tcyJ//cmtB//ybhF//hycA//ilvE//ynjA//pflB//csdA//hofC//rbsD//yciK//dedD//zapE//mdfA//gnd//rbbA//queA//narX//fucA//tap//fimH//qorA//rbsC//sufE//arsC//dfp//purT//uspB//yoeE//prmB//rapA//rof//ydiZ//torY//hcaT//nrfA//sdhB//rffC//flgK//yihO//gudD//lipB//gph//rodZ//borD//gltB//casC//yfiF//ibpA//waaL//murP//waaQ//ubiB//pal//djlC//rimP//dcyD//radD//rof//rutG//acrD//apt//ansB//tcyN//flhE//gph//mhpT//ispB//lpxP//alaC//gloC//yhjA//rfe//
GO_0051254_7	cra//dtpD//exbB//dut//phoR//tcdA//yjiM//melR//pgm//elyC//fecA//lgt//frvA//ymgF//epmB//polB//fabA//rclC//rbsC//ttdR//cmtA//ycjY//ynfH//rsmH//fdoH//malG//rpmA//tehA//cspB//panZ//polA//yadI//hdeD//mrdB//leuC//yqiI//gspJ//pphA//thrB//tsaD//srlD//bamB//mntR//xapR//bamA//hisQ//yidR//cobC//fruA//pyrC//cspC//yjiA//yghU//fixA//argO//menI//rpmF//acrB//nanT//yjfF//tsaB//ybhS//gcvT//yjjI//yjhP//pstS//mtfA//sohB//araA//lapB//waaG//rbn//ppk//ydeE//speE//
GO_0051258_7	kdsB//
GO_0051259_6	carB//frvR//fdoI//gpp//cpxP//hisA//narH//fkpB//tdcB//narL//trpR//nikR//ybiW//chbG//metL//uvrD//ydjM//citX//dsdX//kdpF//trpB//uxaB//murB//arcA//cyoA//gsiD//yjcO//avtA//fepG//cysD//rof//rpe//ypdA//hypC//ydaN//nrfB//rclR//fliA//fryC//miaA//ydcO//lptD//scpC//pdxK//metB//tonB//ydcT//gshB//gltI//fepB//yfbR//
GO_0051260_7	srkA//rhaA//mepA//rseC//yrdA//tomB//ynaE//ackA//exbD//poxB//secB//hemA//ogt//cbrC//kduD//dcuA//arfB//aceF//paaB//nuoL//prmA//oppA//casC//truB//tauC//cysS//recE//argP//tyrB//cas2//tamB//yigL//uspG//murJ//yhjA//nanA//hrsA//oppA//narL//parC//argH//dppC//kdsB//mdlA//mglC//apaH//yadN//
GO_0051262_7	lit//gadE//ydgA//mltD//ccmF//yejB//metN//nagC//yehD//dcd//glmS//tatC//prfA//polA//ybaT//setB//glnD//yjfP//glgX//guaC//yebS//dam//yadV//fdoI//dusB//yagU//mdtJ//glrK//rfbB//hslV//cbrA//dapF//yehA//acrA//phoP//hyaB//
GO_0051270_5	arnD//thiG//rimM//ydjK//ilvD//trmL//proB//yijO//yoeB//artJ//ybhD//dgcE//speE//yiaT//insE-1//dcuR//
GO_0051271_6	cmoB//potF//psuT//panB//purR//flgD//fre//pncB//agaV//
GO_0051273_7	chiP//pykA//ackA//ibsC//exoX//yjaA//cbtA//
GO_0051274_8	moaA//gadE//rfaQ//ycdY//uspE//sdhA//tdcD//
GO_0051276_5	yjjG//yhdZ//argH//tyrA//slyA//rimO//allC//mlaD//rpoE//waaZ//ybhD//ynfE//coaD//ynfK//ivy//sthA//insA-2//hupA//ftsN//treR//bdm//gudP//relA//nikB//sapD//insI4//
GO_0051289_8	ccmC//degP//puuB//xapR//narY//lptF//dtpD//cfa//insI3//mltA//pliG//queG//ytfR//phnM//mgtL//ghoS//hda//yjgX//frdC//yihI//lpoB//moaB//selD//lit//yoeE//trpS//nlpE//waaP//truB//ygbN//dauA//yihV//caiB//nimR//aroK//ybiW//
GO_0051301_3	gltL//rbbA//pheA//solA//htpG//entD//yneE//greB//xerD//melB//idnD//mlaC//nuoL//opgB//ccmC//bioD1//waaU//alaE//pdxA//cas3//psd//pdxK//ppiC//glnA//cmk//menA//fdoG//livK//yjiR//chpB//hemE//epmA//asnA//betT//rplR//bacA//
GO_0051302_5	alkB//recO//crcB//dtd//sgcB//mog//csdA//cysW//ydaN//hslU//cynS//narU//cheR//nagK//
GO_0051304_4	alr//
GO_0051336_5	mgrB//ompL//uspF//yiaO//fhuB//mlaC//tatC//yiaO//folC//frwB//hyi//deaD//rlmH//yoeB//ydeI//basR//ptsH//pphA//agaR//hycH//opgC//rluE//fabR//lgt//glsA//
GO_0051338_5	cynX//fucO//rpsO//ybhS//
GO_0051339_5	rnr//
GO_0051341_5	cysI//tauC//
GO_0051345_6	tyrA//btuD//mntH//dgkA//yddA//tatB//bssR//phnP//
GO_0051346_6	yjfP//slmA//fimC//leuS//mliC//abgB//tsgA//rcsB//insH-5//cbl//menH//
GO_0051347_6	cysI//lsrD//
GO_0051349_6	btuB//
GO_0051353_6	torS//mlaB//
GO_0051391_8	dtpD//
GO_0051409_4	citC//ydiK//
GO_0051410_3	yjcS//
GO_0051452_10	sxy//
GO_0051453_9	tauD//rna//wbbK//yajD//dusB//yafS//kdpB//ddlA//
GO_0051454_10	cptB//mdtJ//mhpC//glpT//aroC//
GO_0051476_7	ascG//
GO_0051484_7	asmA//
GO_0051493_7	puuA//
GO_0051495_8	rplF//
GO_0051595_6	yobF//serC//ldtA//argP//tsaE//
GO_0051596_6	garD//yhbY//kefC//yciH//tusC//pdxA//dinI//fdhF//rfbX//phr//decR//fadD//maeA//rihB//cysZ//gadB//yjjQ//narG//yegV//opgG//chbC//pdxK//dacB//mltG//ccmA//mntP//leuO//xapB//
GO_0051599_4	pntA//
GO_0051603_6	fliD//alkA//mtlD//kdgR//acpP//trmL//
GO_0051604_5	csrD//ydeP//yhbX//hcaR//ulaE//creC//ilvI//cysQ//yhaV//yebK//ynfF//kefC//ogt//wecB//cobS//modA//secF//lolA//xylG//patA//cas3//yiiE//yacG//recE//yfhH//slt//envR//rihB//nlpD//gltX//yciH//treB//oppB//mppA//lolD//nhaR//ybjG//aceK//rplB//pyrC//
GO_0051606_3	bdcA//ugd//
GO_0051607_4	endA//bioF//rayT//yccX//leuO//xylB//erpA//soxS//rstB//blr//
GO_0051641_3	sgrT//prlF//murG//rhlE//yijO//ydjJ//yeaD//sbmA//rplM//rmf//pntA//ulaF//gutM//leuD//ykgM//ubiF//norW//ecpR//ydeO//gatA//sbp//yehC//yggD//
GO_0051649_4	sufB//dauA//rhaD//holE//gatD//lpp//mdoD//hycI//sdhA//paaC//fklB//sixA//tldD//
GO_0051651_3	nuoG//yagE//bglH//
GO_0051668_4	ilvN//
GO_0051691_5	dxr//ilvI//
GO_0051692_6	nanA//msrP//
GO_0051701_4	yccA//ymgF//yhjG//coaA//pheA//cydD//ybcJ//yeeL//hns//csgE//gadA//pheA//mutS//purD//agaV//atpC//
GO_0051703_3	ileS//higA//glpG//thiD//rluF//tsx//rssB//rppH//
GO_0051707_3	yjbE//gltP//yjjU//ynjD//lgoT//opgE//ybbW//hscC//ogt//mgsA//bamC//aroK//pyrD//fucA//
GO_0051715_4	mprA//
GO_0051716_3	chbR//yhcN//elfD//epmA//sspA//hyaB//emrB//dhaL//ygfA//glxK//sufC//alpA//mnmE//tdk//ftsZ//pmbA//ybbW//umuD//gcvP//pgm//ycdY//cheR//flgG//wzc//nlpD//kduD//rutR//glgB//ychF//queC//bluR//hflD//tus//yoeB//hisI//hpf//caiE//trmL//gatC//yfeX//ubiJ//pabB//hybD//def//atpA//def//rssB//rzpD//mepA//uvrD//yjiQ//fadD//relB//yjbE//iscS//yhbQ//queD//cadB//fliT//rlmC//puuR//aslB//ycfH//ydfK//mdtF//yadK//rnd//fieF//lpxH//lpxP//yfcR//flgD//ghxQ//yegS//rbsK//hybB//ygiN//deoB//sbmC//avtA//ampG//truA//abpB//queD//hupB//argP//gadX//tpx//gabD//glcC//rutG//yraI//secE//prfA//ybhS//rluB//pal//ycdY//nagC//argO//folC//pspA//yfcU//yafN//pgl//sutR//betB//rihC//trpE//rcsF//gntK//rpsM//uacT//cmtB//pgl//radA//rarD//gatY//ybaM//gntU//dgoR//argK//recO//flgC//umuD//ybgI//fau//yejB//fabH//pldB//feoA//queA//pgrR//holE//znuB//hemC//xanQ//arnA//fliA//acpH//tesB//yehC//mliC//dnaK//yihS//mntR//leuO//rplI//ttdA//aidB//phnH//ilvI//fdnG//atpE//purT//speC//tatC//phnM//mutH//sfmD//fhuC//arcB//tyrA//yhhT//cheW//csiR//entC//fadA//carB//accD//sad//alaA//rpe//flgH//ddpX//ycjU//yihL//lapB//eutD//rnpA//gudX//curA//nhaR//rpiB//cydA//flgF//proW//fabB//zwf//fabD//caiT//aes//hxpA//tatB//hdeA//yeiE//xdhB//trpA//yiaM//cysM//yceK//umpG//fadJ//uhpA//yebG//hisP//dgkA//ndk//fabB//ygdG//chaA//marR//pfkB//thiM//ettA//actP//malY//nfi//phnO//yafO//rspB//dsbB//yqiI//lolB//yggN//livH//yibH//ogt//cdh//mqsR//hisH//ttdB//lnt//ydhC//rfaD//uxuB//flgF//murC//dkgA//qseC//yihU//mdtQ//ldtC//yeaK//smrA//accC//kdsC//rep//mraZ//narH//thiL//surE//wecB//mlc//bglX//mqsR//gntR//malS//csdA//ymfK//sodA//maa//bluF//nuoB//alaS//ldcC//oxc//yjeI//phoB//sdhD//sutR//ackA//lolE//truC//bioC//glmU//uvrB//phr//waaH//tdcB//ldcA//yihR//ibpA//citC//rnc//rplY//rph//yiaM//dsbC//yhdX//clcA//prfA//ppsA//rof//ybcJ//iscU//aphA//insI3//mobA//envZ//flgJ//elyC//thiC//kdsD//yehW//yfjR//hda//mdfA//yddM//yqhC//ycfL//recR//bioF//artI//rfbB//pgpA//gppA//rpsR//entS//surE//xylH//pinE//clpB//lapB//acpT//sspB//guaC//ynhG//lspA//rihB//recC//ptsN//yedA//secA//iscU//bepA//kdgK//menB//araB//ymfA//eutR//guaA//gltS//rayT//paaJ//dgoK//ytfQ//uspB//ubiD//hcp//spy//puuD//folX//vsr//pgm//lpxT//phnO//rraA//rpoA//
GO_0051726_5	fepA//putA//lsrA//hyfA//yhfK//
GO_0051781_6	treF//menD//
GO_0051782_6	cysI//hflK//ykgA//lit//dapA//dpiA//dgoA//
GO_0051788_5	rplX//
GO_0051790_7	pepB//
GO_0051806_6	macB//gspI//rpnC//prpR//ykfM//cspE//speG//dnaG//
GO_0051817_5	cspB//glnQ//mscK//minE//
GO_0051818_6	yiaL//yfbS//ykfM//lhr//
GO_0051828_5	dgoD//osmY//focB//nsrR//yedX//argO//agaI//umpG//
GO_0051883_4	hycH//metQ//yqcG//hpf//
GO_0051977_7	hyfA//
GO_0051983_5	guaB//
GO_0052126_4	aidB//yagE//sdhC//yhgF//
GO_0052128_5	tsaC//
GO_0052131_6	rutR//
GO_0052192_3	tusA//oppF//tatE//yceD//
GO_0052547_6	dfp//codA//alr//
GO_0052548_7	nrfG//gloC//
GO_0052646_5	ilvN//dcuR//abgR//metI//sufE//
GO_0052652_8	ypjD//agaC//
GO_0052653_5	fiu//
GO_0052777_7	ccmF//ssb//
GO_0052778_6	dfp//idnD//rraB//
GO_0052779_5	yfcV//ung//tbpA//
GO_0052782_6	guaD//rhaB//
GO_0052803_5	yebC//nimT//acrE//ypdA//nrdF//livF//rtcR//mobA//
GO_0052837_6	yibT//
GO_0052838_5	allR//
GO_0055062_9	fur//
GO_0055065_8	metG//hisA//fadH//djlC//rnlB//cheW//ubiX//ycbX//ascG//iclR//proV//priC//recA//prkB//pgsA//aceA//bioC//glpB//manA//ulaF//rbsD//galR//lptG//ypjD//ybcQ//ghxQ//
GO_0055067_8	rclC//gltS//bolA//fimZ//dppD//ypdC//rclB//mhpC//scpC//mukB//fabB//hyaD//
GO_0055069_9	ribC//
GO_0055070_10	tcdA//pldB//cheW//bcsA//rspB//glnS//
GO_0055071_10	intQ//
GO_0055072_10	ivbL//recA//kdpD//nudG//nikD//yidA//phnJ//ybdZ//speE//sufD//opgG//phnI//nikC//casA//
GO_0055073_9	cyoC//
GO_0055074_9	gntT//
GO_0055075_9	rhmD//
GO_0055076_9	nadE//minC//lpoA//emrD//ynhF//carA//osmE//glpK//yehU//livH//entB//atpG//ibsE//dsdC//blr//nsrR//dnaN//rseP//thiQ//fliS//paaE//acrB//
GO_0055078_9	plsX//ydfK//putP//
GO_0055080_7	pdeF//nagB//mdtI//rimP//treC//yhcF//ftsE//mtr//sucC//yiaU//nupG//ycjP//yrbG//rraB//fabA//lamB//sufC//xseB//tehA//raiA//lpxH//ygfZ//ampH//yggE//rlmH//panD//murD//sdaA//gph//yiaM//ydjM//trxC//paaF//yciG//hybC//
GO_0055081_7	bdcA//
GO_0055082_4	rarD//ybcL//yebZ//ygbL//rsmH//lldP//sgcC//hypB//ybhJ//pgpC//speB//cbl//yhcD//dnaX//nrdF//tdcR//mrdA//aroC//yhjD//rhtA//uidC//ubiJ//helD//cho//tatD//nrfA//potF//trpB//hcaC//yiaM//torY//hycH//qseB//dsbD//
GO_0055083_8	polB//
GO_0055085_5	ygiV//aqpZ//trmH//ygcW//intA//dtpD//ycfL//puuD//matP//dtpC//lolC//yafS//rseP//pstB//modB//flgI//potD//yjbF//tatC//fliK//ymgA//emrD//sspA//yjcS//wzb//yebQ//eptA//ynhF//mmuP//ravA//murF//flhC//rbsA//pyrD//murJ//arsC//treA//trpD//ribA//glsA2//sgcC//yhbO//yjeH//yehW//higA//yagE//cusA//livF//rpiR//sfmC//malE//xerD//nfuA//mntS//sthA//murE//yciF//crcB//yacG//dgoK//yghO//bamD//ydiV//eutA//ptsN//eutK//oppF//truC//zwf//tdcA//yqiJ//cueO//yjjI//ada//csgA//yegD//mrcB//rffG//yggT//pyrF//bssR//pcm//mdtG//yggN//livM//ptsG//rutC//fryB//mraY//gyrA//gpmM//mgsA//lacY//codA//hisM//insE-1//yheT//crl//ynfL//ttdB//hprR//rpsM//narJ//glnE//rcnB//nuoH//codA//rsfS//yoaB//asnS//fadI//hdeD//poxB//malE//insH-6//yihV//opgH//gpmM//mngR//yciF//recB//mhpR//entF//rpmG//yidP//opgC//mipA//cmoM//entD//pflB//modB//nrdH//degS//fumC//argD//insI3//ymgA//ispB//fdnG//mtlD//intA//metF//bioF//arcA//hofC//fimB//dtpC//clpA//waaF//fic//phoR//mak//ribA//wecE//dnaJ//envZ//hisF//yajD//arcA//dcuB//clpA//mutS//birA//miaB//pgm//flgB//rpsO//ompN//yagE//ruvC//hemD//mlaF//proQ//glpF//qorA//umuC//yegS//tdcB//uvrB//frvB//yrdA//mscK//purT//ycaO//mdtB//tolC//prlC//dam//yijE//basR//mtr//rplC//glgB//rlmL//mlaC//yejB//cusB//rpmJ//matP//sucD//yhjA//napB//yqaA//xapA//degS//ycjW//fadM//prlF//kup//mocA//hofM//casA//rnlB//uhpC//rluC//yehU//ybhG//fdhE//frdA//entH//exbB//yiaN//nuoB//garK//phnI//ynhG//dinB//galS//udp//rcsD//tcyJ//msrP//curA//cdh//kefC//codA//rutD//thiL//dcyD//caiT//sfmC//ahr//ybcQ//tufB//yfhH//yehU//garP//nimR//livM//frwB//ygfA//clpX//rusA//ssuA//uacT//mazG//sbmA//nanT//paaB//alsA//yegD//wrbA//hcaC//avtA//leuD//yeeL//nanS//fdrA//glcD//raiA//rpsT//ybdH//ytfT//rplE//yidK//qseC//trmB//copA//ftsK//hisA//fhuC//appA//speA//lsrD//malF//xylH//lpxP//puuB//csgB//yfcV//asd//tmcA//yjiR//ykgF//yebS//dppD//motA//pfkB//nth//yieK//pgi//cynS//nlpE//cmk//leuO//gatC//potA//melR//mcrA//lldD//ytfT//ydeI//waaG//ompW//hycA//rspB//glmS//moeB//torY//aroK//panF//eptB//idi//acpP//yhbO//yjbH//artJ//glgC//bamE//flgE//yobF//ydiF//ydiO//ygbI//tsaE//yajR//lapA//htpX//nupG//tsgA//ulaD//sfsB//narJ//yaaJ//hemA//tdcR//setB//creB//eutR//yijO//gatD//deoC//gntR//glpR//clpP//cysS//ygiS//livK//mntP//mlaB//hypF//casA//mglB//cspI//cdgI//kefB//arnT//speF//norV//narV//relE//rplN//rluE//napC//ynfH//gspI//glnP//hemF//dnaG//arcA//thyA//yieF//rpe//groS//fiu//pldB//sodB//adhP//bisC//ygjH//fixC//hupA//ddlA//rpoH//mdlB//dam//bioD1//yneE//rlmM//moaC//xapR//yqeF//def//acnA//dnaG//eutK//cusR//glsA2//znuA//sufE//trmD//def//baeR//qorA//yfdG//mrdA//cytR//ybcF//astC//tldD//degQ//feaB//mdtP//yjiR//acrA//rlmI//sugE//tauA//ybiH//dtpB//glpA//lgoT//
GO_0055086_4	dosP//btuB//sbcD//yqeF//ihfB//ygbM//yqjH//osmY//yihU//cmoA//nadA//alaS//tmcA//yafC//cysZ//rpmJ//nlpE//prlF//tyrB//npr//dacA//tehA//ybaL//glk//yqaE//cusS//yraR//yidQ//basR//hflX//rbsD//acnB//aspS//cusR//rplB//yejF//lexA//bfr//yehT//rlmI//yjhH//uacT//htpX//dcuA//dnaA//rpsQ//entH//lolD//ldcA//crr//yfiE//viaA//ulaA//yajD//folX//cdd//kdpC//yagU//rapZ//hypB//pdxB//selD//mdtG//yfcA//yagU//folP//lgoT//yihR//bglF//ldtE//lplA//fliD//psuG//yihW//srlD//paaX//rplE//rpsP//nuoG//mdtE//yagI//feoB//alaE//yggW//mfd//cpxA//glgA//cydD//motA//cadA//pepN//mtn//yqaB//sbcC//dgoD//melB//nanS//yqeA//ndk//yjjU//katG//mog//dctR//yphC//murA//ycjP//trmO//galU//phoR//betB//minC//yeaD//envY//paaD//rpmA//yidZ//dtpB//truD//ldhA//solA//bsmA//setC//ascF//sugE//ycgB//gfcE//hisP//puuP//hypC//glpG//yneJ//gltS//dcd//aroH//uhpB//cpsG//dsdX//waaC//rbbA//otsA//mdtF//cysC//btuE//rplY//fadL//oxc//ccmD//yjiX//rpsT//torI//nrdE//xseB//mltC//yjeI//rdgB//glnS//preT//marA//cas1//yfcF//azoR//dhaR//plsB//lldP//hdfR//sgcA//yagI//accB//rhaR//focA//zntR//rpmJ//
