#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cmtB//lgoD//sucA//rluB//
GO_0006811_5	nupX//frwC//tolA//xerD//potI//thiH//nanA//tsx//glpT//hofP//fabB//crr//rapA//csgE//gsiB//moaB//eutR//ompR//htpX//rpsP//aroA//def//kduD//priB//nikD//eno//arcA//ravA//nikR//hslV//nadB//rpoE//cas2//gutQ//hslO//eutA//intZ//ghxP//yhaJ//ybiY//apt//fieF//truC//yajQ//hpt//udp//ftsL//garK//rzoR//rlmI//rpoD//rpmA//dxr//ftsY//rof//murA//accD//trpC//leuD//pgaB//cmtA//gnd//ulaA//trpB//yihU//tusC//crr//rbsC//dgt//insH-5//csrA//fdhF//sbmA//nemA//rph//tsaB//xapA//guaA//stpA//fimG//chbR//hns//pflC//ilvM//glcD//ycgR//deaD//cbpM//btuR//trmO//paaF//ypdC//melR//rhaB//sseA//manX//parC//trpGD//ilvM//rusA//rbfA//tauA//priA//ftsE//mcrB//ybfA//tatC//lysP//ybjI//ytfQ//gltP//cueR//rep//pbpG//yqeA//ydfH//envR//gcvT//hybD//yebS//tusC//aceF//waaH//sxy//gph//elfA//yoaA//hrsA//tolQ//yidC//yebQ//hybA//mdtB//nrdG//katE//ghoS//nhaB//ghxP//yggP//rlmI//yaaY//allB//hyfF//ydiB//rcsF//rbn//alkA//ansB//rpsI//insF-1//cmk//ppsA//glpG//qseC//cvrA//bglB//fadH//nanS//yciH//helD//panD//rsmJ//rssB//truC//hsrA//yiaL//sodC//dsbC//yhjR//proB//yefM//fimG//mreB//lgt//pgpB//mtlD//nikE//rplR//yeeL//glpT//paaX//xapA//nhaA//yddL//ynbD//fadI//metF//yfcR//dpiB//yhjA//mdtQ//mutS//fes//lpp//gcd//sdhE//cysN//aqpZ//rluC//ptrA//dtpD//eutK//mepA//cbrC//rplO//selA//ampG//rlmL//ttdT//mdtG//mepM//moaE//phoE//ygbM//cnu//glvC//infC//ihfA//relA//glnA//lolC//aroB//cydB//rnlA//uacT//edd//rimM//pdhR//lpxT//yadN//glnK//ynfH//leuO//hicA//appC//moeB//nrfD//frr//emrB//diaA//gspI//sgbH//pncB//dam//guaB//rhaD//yobA//uhpT//apt//fetA//paaG//cyaY//rtcB//ibpA//paoC//phr//glpB//yahD//ydgA//mocA//acrR//yqaE//yraR//acrD//parE//rsmH//rpsL//clsA//mntR//dnaE//minD//selD//ybhR//treR//mlaD//allD//sbmA//macB//ydeI//phnH//lptD//yjaZ//nikD//ymfA//pspG//cheR//gspJ//
GO_0006812_6	ymgA//hisF//perR//epmA//yhhZ//livH//yeiL//bipA//wzb//livK//yjjW//wcaC//gyrB//pspF//intF//yejB//lgoR//dpiA//fucI//garL//frlA//ispU//mraZ//gluQ//poxB//serC//hokE//ampD//dauA//yadI//sapC//dacD//tabA//fecA//lsrG//hybB//pnp//ybhI//xanP//glpX//flgF//glrK//aroL//yagJ//fliL//hdfR//yqiG//opgH//dinB//rhmD//pstC//gcvH//creB//thiQ//ibpA//sdhA//rodZ//lsrK//ycjR//ubiD//rimL//stpA//rzoD//cyoB//yehA//livK//thiD//mrp//ilvE//caiD//aceB//dnaG//queE//clcA//tauD//yddM//ygfZ//narP//narI//yeaG//yfdR//gabT//rihA//mepS//flhE//livK//znuA//nac//yjbG//yihP//lolE//hxpB//yjcS//yefM//hpf//dmsB//coaE//dhaM//yeeA//rhaD//lptB//ycbB//eutA//hupA//iaaA//ydhJ//osmC//mscM//ytfT//araG//mltG//rbsB//fliM//yedF//pckA//amiC//yehD//syd//nuoF//frdA//fabR//lldD//sgcR//ftsW//pstC//prfA//yqiI//garP//cbtA//sfmA//uvrB//glgB//appA//carB//argH//qorA//adeD//yegV//ispF//glcA//kdgR//narX//allS//fes//ycjQ//mtlA//yoeB//modB//sspB//maeA//nimT//sgbH//nirC//bdcA//fimG//ybdO//paaA//uof//ldrD//bglB//satP//proX//ycfL//kdsD//trpC//sucC//rluC//secA//flgH//wcaC//yjaZ//
GO_0006813_8	cysG//pstA//cusC//rimK//yojI//yejB//glrR//grcA//prmA//frwD//zupT//ybjI//yaiW//ilvC//pck//cysM//mpaA//
GO_0006814_8	malZ//entS//yccX//hybE//pgm//ampH//mdtL//sdiA//yhaJ//
GO_0006816_9	sdhB//
GO_0006817_8	rutB//kch//mscK//ftsX//nirD//artM//mlaD//argG//proQ//
GO_0006820_6	ycjU//hemE//tyrB//lyxK//narK//secY//elfA//cyoA//ftsA//adhE//srlB//yhjR//yihV//ubiF//ybdG//yajD//priA//gntP//insI-2//mhpB//caiE//yjiX//dgoT//galK//gor//aroE//rzoR//ybiS//fdrA//fadD//glpC//mngR//degP//hyaC//ompL//rpsQ//ybiH//yheT//aphA//scpC//qorA//cysA//metN//csgB//rsmJ//ynjD//yfiF//yjbH//yfgI//srlE//ypjD//glxR//yaaJ//mdtE//appY//mgsA//fabR//yihX//murE//aaeA//rne//yagI//ygcR//ilvH//zapC//murQ//yaaU//yadV//dnaN//paoC//cspG//lptE//rpsO//rpmJ//fimB//ybcL//trmI//fau//trpB//phnG//fimC//ltaE//tus//ubiH//nanK//cynS//insI-2//purR//glxK//rseC//mutT//glnQ//rffH//fadB//pheA//rnt//csiR//otsA//eamA//intE//dnaE//rplJ//arnF//yieK//zntR//rclC//guaA//gstB//treB//hofO//tusC//aldB//nemR//etk//ibsA//ccmF//ampD//ulaD//accC//ghoT//atpD//ais//glnB//prfC//yjjG//gltS//rimL//menI//proW//sapF//yhgH//malP//yjjX//ssuB//leuA//plsC//gatZ//hyfR//yhaV//argD//entB//hyaC//mltA//gcl//rseC//garP//ispH//yiiE//rplB//ugpE//yeaV//argH//ibsD//yjjI//mreC//trpGD//yqiI//kdgR//hcaE//nirD//rluE//hslU//murA//nrdF//mfd//thrA//flgC//xisR//yjeI//pth//modC//dosP//entB//hcp//ymgC//yneE//proP//
GO_0006821_8	cbl//ubiB//ibaG//
GO_0006824_8	ygcR//pstC//rfaF//frlR//
GO_0006825_9	afuB//rsmD//fhuC//treA//ykgO//lsrA//ftsI//
GO_0006826_9	glvB//cysU//dinD//flgH//rsmD//panZ//rpmG//ybhG//yfdG//cysP//rpsO//mcrB//mdtM//hdfR//bepA//yehC//bdcA//
GO_0006828_9	msrA//gsiC//yqiI//
GO_0006829_9	ybdZ//rssA//erpA//hybD//yihT//fhuB//ptsH//chbR//pyrH//
GO_0006833_6	yjaA//
GO_0006835_8	puuD//yeeY//cynT//hupB//wzzE//sdhD//btuE//mutT//thrC//ytfQ//metE//yjiR//frvR//ghxQ//
GO_0006836_5	yqhD//sgbE//lldD//yijO//yaiP//nadD//rlmN//ychO//paaF//insK//
GO_0006846_7	tdcG//lplA//
GO_0006847_8	yqaA//
GO_0006855_6	rayT//fdoH//flhD//srlB//hslV//dinI//tsaE//csgB//glpB//flgB//yeaG//arnF//tatD//insA-1//yghW//glcA//dicC//hemN//nmpC//eutB//sucD//fadD//apt//ftsW//adeQ//nrfD//folC//yeeY//paaH//hupB//clsB//serC//yeiL//acs//tbpA//sgcA//pyrL//yhbX//uspG//acrD//pspA//nth//acrZ//nadC//mtn//ydaC//pheP//yddG//recD//nlpA//nimR//kdpB//ygeW//fruB//ais//nanT//ybiJ//yajD//
GO_0006857_7	yjjG//chbB//ldtD//zur//rbsB//gspJ//yhdX//rpnC//arcB//htpX//rplA//mdtO//znuB//ebgA//rpsM//yhjX//fcl//cysB//yggE//dgoT//recN//paaE//tehB//csgG//pflA//tyrA//mtn//
GO_0006862_7	yieH//
GO_0006863_7	alsA//fruB//symE//yfaV//sapB//yciG//ygdG//rpmG//
GO_0006865_6	dhaR//znuB//ygeW//slt//topB//umuC//rep//malF//nupC//moaE//gatY//cpdB//rhlB//aer//mhpC//thiC//ldcC//mepH//glcC//yagG//ulaA//ispF//tolB//glnP//xisE//topAI//tdcR//osmY//yejF//nuoG//ynbB//ldtE//mscK//recQ//intQ//yddG//yneJ//murR//coaA//ghoT//yieE//yiaJ//lptB//rpnB//hycI//yqhD//eno//mdoG//menF//ybdN//cof//ybdM//srmB//nupX//kdsD//kup//rpmH//fliA//mlc//ybdG//gnd//ompN//ydiK//sdiA//accA//sucA//csgF//cmtB//ydiV//rsfS//rluA//fixB//narG//
GO_0006868_7	cas2//ubiH//pgrR//
GO_0006869_6	fdoI//btuB//ltaE//dcuR//lgt//fliL//setB//truD//pliG//hisG//ugpA//rutG//ygiN//yebG//yhaM//cas1//insI4//glnL//mcbR//rclR//atpE//ygfA//yggD//
GO_0006873_5	ispF//ubiB//potF//hyfF//ttdT//pnuC//nuoN//yoeE//aceA//manY//rne//nrdE//hyaD//gabD//eutK//rlmC//tyrR//cueR//ttcA//nhaB//hlyE//chpB//frwD//gloC//slmA//frmA//yigB//gabP//waaS//ilvI//
GO_0006874_8	atpD//
GO_0006875_7	purD//envR//zipA//sdhA//pgrR//pgaB//lysS//rpmF//rpiR//hslR//yhgF//prpD//nrdE//gabT//tilS//parE//yqhC//pfkA//yjiR//dusB//ispG//
GO_0006876_8	glxK//
GO_0006878_9	msrP//fepA//yfdR//arfA//holD//
GO_0006879_9	yaaU//ydjE//pabC//ybaK//glpB//gsiC//ybiJ//rlmN//yiiM//malF//kdsB//
GO_0006880_4	galM//murC//rfaB//
GO_0006882_8	suhB//
GO_0006883_8	cysW//zraR//yccS//
GO_0006884_4	yghO//napB//uxuB//yjbF//ybhJ//
GO_0006885_9	ubiJ//aceA//hofC//yjaZ//flgG//birA//hpf//yfgO//rapA//rpsN//iclR//
GO_0006886_5	fre//argR//bglF//fimI//ttdT//dam//fimH//yjjG//tcyN//gadX//ybjN//
GO_0006928_3	arnD//pyrD//cobT//frmA//rfbX//slt//galP//fadK//yhcD//treF//glcC//cynX//mdtI//nuoB//ybcJ//fadB//maa//cysI//pepQ//greA//motA//lapA//lsrG//rlpA//slt//rtcB//ompF//ldtA//kdgT//wcaC//fdrA//pstA//narX//yjcE//yccA//yegD//prc//folP//waaU//rmf//glgP//pyrC//dut//lolD//
GO_0006935_4	yjjX//proQ//dsbC//ybeY//dgoK//panE//efp//mutM//xdhB//aroE//glcC//cadB//fimD//lacZ//dcd//rsmD//
GO_0006950_3	waaY//tauD//tdcF//recA//secE//cmoA//hflX//tauB//preA//yfcQ//yidQ//setB//ygeX//gmhB//ptsG//carA//hisP//pdeR//araG//dcuS//clsC//acrE//yheT//tomB//ydhQ//ispF//pstC//dppB//ytfE//thiC//ilvD//ygbI//yhfS//truB//deoB//ybhF//yjbF//lpxC//ykgO//cyoD//udp//srkA//tehA//gpt//ybaO//fes//umpH//srlE//putP//yagF//torS//fimE//tusC//glcC//torC//kdgR//allR//ndk//mlaD//apt//trmJ//ydiQ//ydjL//tldD//ybcQ//yceD//truA//yahD//rzpD//oppF//lolA//zntR//folA//nuoI//ligA//yihU//mtr//rffM//ydiZ//frmA//trmA//pstB//ugpA//xisR//amiC//ribE//yohD//fadH//zraS//mglB//ldcA//malZ//srkA//cusR//gluQ//ilvA//guaA//clpX//gltB//zapC//focB//rsmA//rpoD//bioD//syd//eutN//queC//prkB//dfp//elfG//manZ//yeaG//thrL//uvrC//yibA//nrdH//lit//lpxD//treA//rpmB//kdpB//entH//rstB//gcvR//ygiN//narQ//rpsH//nrfC//hslJ//glpK//dhaM//ldtE//rclA//dnaX//murA//ybaK//metQ//hcaF//xylA//amiB//livM//ydaV//xylR//fimG//arcA//fucA//mdtP//tilS//rzpD//ptsH//ybhR//arnA//ung//panD//yjjB//pdeD//ycjY//rfaC//waaL//narQ//nirB//yidA//glpD//mnmG//uxaC//ilvA//mppA//coaD//mog//asnS//rutB//ibsC//mdtK//marR//yphB//ibsB//mlaD//idnT//mgrB//smrA//garP//pbpG//slyA//gpp//setA//nhaA//kdsA//aroP//fliA//yraJ//rfaG//ascF//tusC//yjcE//sdaA//nei//rhmD//torA//ribD//ssuD//pdxY//yraK//ydhQ//dhaM//clpS//glnS//gntK//ptsP//acrE//insI4//dnaB//glnQ//elfG//rbbA//otsB//yghW//ygbI//yfhM//csgD//ddpA//ydcZ//yneE//yfdO//queF//pgpB//mntR//insH-5//feoA//cysE//hisI//galE//tmk//hypC//dtd//alsB//yqaE//xapA//yafO//ygcW//gltS//csgE//rplB//panB//hisP//mdtQ//xisR//yrbG//rlpA//ompA//queG//glxK//cyaY//dgoT//potF//arnF//nanS//cyaY//yojI//yadI//yjeI//gcvP//ccmH//qorA//osmC//uraA//ligB//priA//nuoI//rhaS//metB//insH-6//rsmB//allD//gcvP//rutF//yggT//hemL//ytfP//rfaG//torC//waaQ//dgcN//yjhP//nusA//pdeL//hdhA//metQ//guaB//rlmM//ydiZ//yeaV//yhdX//fadH//orn//entB//umuC//gshB//gltX//cysZ//pnp//sdhE//glpK//elyC//lptD//pdeL//yqjI//lepA//yaiP//gcvP//yahO//ymjB//purT//ybfA//pdxK//mdtG//folC//moaE//pdeF//nuoE//murB//yebZ//fecC//folM//dfp//pcnB//rsuA//yfiE//acnB//nanA//speD//abpB//glsA1//nirC//pntA//bioD1//gnd//idnO//dgcM//hybB//paaH//flgE//mntP//pyrL//arnE//artJ//pitB//kdsA//ybhD//ispB//emrY//ygfX//srlD//yraH//mltF//yjjQ//yrdA//idnO//moeB//nikC//copA//menE//priC//yfcF//ddpX//fecD//yfeD//araH//ychH//phoR//potD//leuA//ascG//tauC//ghxQ//murQ//fadK//umpH//arfB//lhr//selU//coaD//metG//ydhK//cspB//iraP//aceA//yijE//gpr//hemD//hisD//nfuA//tdcE//aceB//paaH//nadD//yfdG//gatA//mdtB//flgM//hcaF//metI//hyfA//crl//narQ//ymgC//grcA//dcyD//bacA//uxaC//ydhQ//pgaA//melA//ptrA//tktA//astB//ibaG//copA//hisA//fimI//glnL//rpmA//lgoR//cydC//bamC//yjcE//rutG//mdtG//wzc//efp//acpT//ybbW//caiB//agp//araA//miaA//bamB//tsr//yadV//nac//metN//ccmD//blc//yccS//thrS//sdhA//nikA//murJ//crcB//atoS//mltC//udp//murF//hokB//htrE//cusR//greA//frlB//pyrD//rsmC//ygbM//ubiF//preT//hrsA//ssuE//rpmG//speF//ydbD//yqgF//glpD//ygbI//yiaT//fimD//bhsA//hypF//yciT//katE//tyrB//ffh//sbmA//ptsH//yihS//entS//
GO_0006952_4	kgtP//panB//zapD//livM//yiaO//mdfA//mntR//yedF//speE//paaH//trg//psuT//
GO_0006970_4	lysU//rssB//insI1//yeeA//ompT//yfbU//folP//pinQ//ibsE//citC//rnhB//yefM//ampD//iraD//ymfA//panZ//hslR//ispA//panC//rffT//ygeV//argF//glpG//ydfG//dinD//adiC//araC//waaO//hipB//folE//osmY//yihP//lpoB//mutL//csgD//cysN//secB//yddG//
GO_0006972_5	yccA//gspF//cysB//lolC//higB//ghxQ//yghU//ruvC//rseB//ymfA//eptB//glpA//ygiB//hslJ//
GO_0006974_5	gltS//ybdM//rluF//hisS//purN//melA//yfbS//yeeL//prkB//zitB//yifB//ampH//aroB//fdrA//uvrC//purU//ilvC//ygfZ//hemG//yjhG//gyrA//tar//rluC//gadW//opgC//viaA//ftnA//nlpA//agaS//gloB//hxpA//htpX//trkA//sfmH//mgtA//puuA//araH//rfbX//dosP//luxS//ihfB//folE//trmO//wcaB//sucA//dgoA//groL//btuE//yfeO//glxR//nadB//trpR//glsA2//yadG//yceD//yjjG//abpA//btuC//btuE//rutC//ybiJ//sucD//ybdZ//fabI//prfB//ccmF//yhjX//arnF//yebS//yoeB//gadC//pabC//atpC//rnt//rlmG//murF//lsrB//moeB//yadM//rhsD//fruB//dnaX//hcaR//ymgF//xanQ//yciE//bioB//bcsA//pfkB//murJ//macB//nusA//rluD//gltB//ssuE//pspC//argD//guaC//caiT//torZ//pyrD//uxaB//fruA//rlpA//tomB//ybaE//yjaA//ynfL//macB//secB//abgA//ybeY//parE//rffM//fecB//glpD//ada//adiA//folC//pgaA//yfiE//puuA//lgoR//torR//rsmF//ttdR//rsmD//dhaM//mobA//rseP//ubiI//erpA//kduI//yqhD//atpD//bglA//pflB//mdtI//ompR//yeeL//nrfC//ydiF//yahF//eamB//pflA//rhsD//narK//ycfS//rimI//rfbD//mnmE//gadE//prmB//holB//yebQ//mscK//ompF//fpr//bioH//thrL//gltK//hybO//aidB//guaC//mdtO//caiD//rluE//pdxK//nupG//tdcF//dapD//yfaE//iraP//zupT//relB//trpA//gspJ//pbpG//elaD//fliL//hycB//yjiR//mtnN//ybdR//lgoD//dicB//cyoE//abgB//ycfJ//ygiV//yeaD//ralR//mutL//ompC//cysZ//holA//yigB//ddlB//poxB//rihC//macB//fruB//agaD//mdtE//lysS//asmA//modB//yihO//kdpB//ydhQ//garD//rpoH//marA//hemD//lipA//fdnI//xapR//mdlA//lysC//ompL//allR//ybfE//dsbB//fis//fucA//kbaY//cirA//mqsR//adeQ//hofC//msrB//hycH//ispU//prpB//ulaR//cusS//uhpT//torC//bcr//tauA//ccmD//fecD//hofN//xylG//torY//narQ//
GO_0006979_4	dhaK//ispA//putP//pcm//carB//efp//insI4//lolC//purB//ydjK//menD//opgE//lpoA//focB//yaiW//osmF//potE//acpS//rsmG//dmsC//dpiA//ybcM//glgS//yjbG//hsdR//yfcG//argH//tolA//hyi//ynfF//pdeF//cmoB//pinE//frwD//yggE//dkgB//mhpR//borD//hslV//clpB//rcdA//ybbN//yaiW//rseB//moaB//arnD//paaZ//flgF//uxuB//cheW//higB//fdoH//insI1//rof//eutK//lacZ//envZ//treF//hrpA//codB//cyaY//sbmA//nuoE//acrZ//fryA//appY//clpA//dhaM//yihV//macA//priB//yeeL//metF//ortT//dcp//mltB//wecA//mdh//arnA//tufB//hemE//dnaN//purU//puuR//yjaA//rluB//
GO_0006986_5	sulA//ampH//yadG//tmcA//recE//ais//
GO_0006995_6	rplC//tesB//
GO_0006996_4	ybbW//hlyE//amyA//fliZ//ispF//mdtK//ygaV//treC//eutB//caiB//recC//artJ//fepA//sgrT//mliC//fimE//ycgB//cpxA//sgbU//yjjU//galK//bamC//yihV//lyxK//paaX//ybbY//prlC//rnc//dacA//rcsD//metG//lptB//mraY//yccA//yfdC//atpF//sufD//yidR//ribE//
GO_0007010_5	sugE//
GO_0007059_3	yqaA//hisB//hmp//nuoE//solA//cysC//kch//elaB//adeQ//sfmH//
GO_0007062_4	yidZ//ycjW//btuC//mepS//
GO_0007154_3	hxpA//fimE//nei//ygaH//qseC//bcsQ//fliM//cpdA//chbG//rhmD//ubiI//sdhC//murF//allR//fdx//manX//dcuR//galK//mocA//gntP//dacC//yjhP//mgsA//carB//elfG//ydhK//mrdB//fimG//aes//gcd//mzrA//lysS//relB//lgoD//epmC//cutA//fumC//araH//pepT//glgB//yaiV//dppB//glsA2//tehB//mog//maa//rpsK//ytfQ//ridA//dtd//infB//gpsA//kdpE//setA//ldrA//
GO_0007155_3	mntR//fadD//yadN//rapZ//murF//yafS//alsA//tolB//phnI//holB//bssS//atpF//folA//lrhA//bluF//glcD//malG//glpT//ybcJ//manA//yeeJ//tilS//yhjA//surA//cobS//yejB//yidQ//fhlA//aroA//ccmG//paaC//glyA//coaD//ydcT//prfC//
GO_0007163_3	glgS//
GO_0007165_3	glxR//galE//narU//glcE//rplL//ssuB//gpmA//ibsE//rcdA//metN//wzzB//leuB//diaA//moaC//tesB//mutL//glsB//rppH//sohB//rclR//radA//rppH//ybaE//agaC//nirB//nemA//yhgH//waaF//rnlB//alkB//yjhB//envY//bluR//thiC//acnB//yfjR//yihR//yjjI//preA//baeR//otsB//umuD//ybhI//argP//hemF//moaD//rpiA//ptsI//acrA//yidQ//mlaE//dsdC//ygbN//nrfA//mnmA//hflX//rbn//ybcQ//yqhD//hypC//
GO_0007166_4	yjjQ//norV//uhpC//ppx//
GO_0007215_5	ubiC//ldtD//mntP//serC//
GO_0007231_4	phnL//
GO_0007234_5	pstA//
GO_0007267_3	yahO//tamB//
GO_0007346_6	pdeH//rnpA//yibH//
GO_0007584_4	kdpE//yahB//ytfR//marA//
GO_0008033_9	nuoH//mhpB//mazF//yehB//htpG//narG//rhmD//treC//fadH//yccA//ydiR//frdA//mepH//dmsA//dhaR//tgt//rlmH//yfbS//ydiB//waaF//rhmD//gloB//sbp//dmsC//rsmC//maeA//rhaM//ytfQ//rnlB//murE//ydjJ//yidA//alsB//agaS//yjiA//cobB//yfdR//rraA//ycaN//yggP//fpr//ydjJ//argG//atoC//setC//opgE//atpC//thiH//yeaK//glmS//pgl//ghoS//ftnB//yoaB//agaS//grpE//
GO_0008104_4	fabD//rplL//frlC//preA//thrL//ibsE//fimG//tmk//rhlB//aroP//narY//entE//hicA//glcF//dsdC//yjiX//ygjH//marA//alsK//pfkB//atpD//yeeL//ompT//yhdW//purL//priA//sdhB//mngB//casD//clsC//manZ//yfcF//lrp//mdtD//proA//setB//yhgF//epmC//malZ//yihI//dcuR//yohC//pcm//sapB//argP//groS//kdsD//zntA//csgE//
GO_0008156_8	rnhA//ftp//yggP//mqsR//hycA//lpxH//
GO_0008202_5	parC//
GO_0008206_5	ftsH//
GO_0008213_7	pth//yaiW//dicB//yehP//rbbA//bcr//yhjV//frwB//
GO_0008216_5	rsmB//hokE//yedX//
GO_0008219_3	dnaG//yjeI//aroE//hslU//rpsQ//setA//phoU//prpR//cyoE//folC//minD//mglA//flgK//mdtK//trpA//
GO_0008272_6	nanR//gcvR//gatY//rpsE//patD//dsdX//grcA//
GO_0008295_6	tdcB//infC//ghxQ//
GO_0008299_5	yqjA//borD//hofN//cvrA//adiC//recN//
GO_0008360_4	ribF//rbbA//tdk//sgcB//yfiF//fhuC//xisE//casB//yneJ//yghO//borD//pal//ompG//lasT//yejF//glmU//
GO_0008361_5	rsfS//ssb//rplP//glnD//ybhP//
GO_0008380_8	alsE//
GO_0008610_5	yiiM//glsA//gadE//ydcT//ygeR//ygeV//casE//yobA//wcaJ//yedA//mocA//ssuB//ppiD//nimT//dapA//insF-1//tpx//ompG//prmA//pbpG//truC//fabI//gsiA//mrr//cueO//speG//marA//xthA//frwB//kup//alsB//rcsC//asmA//fdhF//cmoM//mppA//zapB//ubiG//ydcI//waaP//lplA//ybiV//ygeX//acpP//sbcB//rihA//kefC//nadD//rsfS//rlmJ//yfjV//priB//fbaA//glcB//frdB//ybaT//yciK//rplW//fadH//ycbX//fepE//ubiD//casD//yedA//ybhI//rpsB//nfo//
GO_0008614_5	rpmJ//ymfK//cueR//argR//trpA//alsK//lplA//
GO_0008615_6	ghxQ//ptsI//ssuD//rarD//aslB//marA//gudX//
GO_0008616_8	patA//clsA//leuC//ycjP//ybdN//nadD//mrdB//
GO_0008617_9	mdtC//
GO_0008643_6	fepC//ybiJ//waaC//ypdF//rlmB//adeQ//yjbE//ygeA//uvrY//mnmG//thiP//ldtA//wecA//birA//galU//narK//ompC//yejB//selB//yeiE//sseA//evgS//glcD//gatA//rpoD//lacI//yifB//fliS//rpe//phnC//orn//citX//folM//cyoE//ynfE//hcaB//azoR//gabT//rcsA//hypF//torY//hslR//rzoR//nikR//iraD//ygfZ//frvA//hyfF//yhjC//rplE//ibsE//arcC//ftsN//arcB//xthA//hiuH//mppA//fadL//rluC//mhpC//glcF//yaiV//rfaB//flgC//cpxR//phnO//ldtA//fadA//gcl//rof//panE//ycdX//ampE//sfmC//acrF//ruvA//fieF//glvC//dppB//mlaE//hisS//paaX//fryC//yccX//trmA//uraA//cyoD//ptsP//tehB//mqsR//srlE//cmoM//iscA//entE//coaD//puuP//hipA//rluF//pinR//sufA//prc//yfbU//alpA//puuR//csgG//treC//rihA//ybiV//rrrD//nagB//hslV//atpD//gapA//ubiD//
GO_0008645_8	guaC//uspC//ybiO//rlmJ//crr//ybiO//ubiH//fkpB//groS//lhr//rplF//ubiX//mltC//eutK//potA//osmY//opgD//uacT//gudP//nikR//tolB//nfi//kup//avtA//
GO_0008652_5	ybfE//pheM//frmB//yfdR//gspI//yhdH//uxaC//macB//fepG//ampE//tatB//lsrA//trpL//yebZ//paaF//idnO//lgt//cobU//insB-2//yraI//dxs//smpB//ychF//cvrA//sdhB//tcyJ//yabI//selD//envR//panD//nagK//ycfS//ymfA//allR//rfaF//yafO//mdtD//pdeH//djlC//gpmA//moaD//rluE//livM//rzoR//betB//yeeJ//rplC//bluR//gldA//nlpA//ydiP//tktB//yddM//adhP//ppx//sucD//wzyE//fdoH//yacG//rrrD//mscK//sapD//speC//zapC//psuG//gppA//galS//ghxP//fadD//der//dgoK//exuT//tisB//ybiY//ribB//yedL//ycaO//iscU//lsrR//araG//phoE//menE//sspA//garL//mepA//yabI//zwf//garD//dsbC//ygfI//rspB//uvrA//sppA//gatB//spoT//ompW//degS//ydfG//yoeB//ynbD//maa//rpoD//thrC//dmsB//fecA//bamC//trpL//ydeM//focB//yqjA//argI//wecB//recD//uacT//
GO_0008653_5	mukB//yggP//rplO//ybdZ//galM//ydhJ//agaC//emrK//fimC//trmL//bioD//ligB//tag//
GO_0008654_5	lptF//pheP//moeB//ydiF//bioF//yddA//yfbS//yaaJ//mrdA//dcp//cdaR//arcB//otsA//rlmG//pfkA//menA//helD//afuC//rpsH//btuC//lpxP//fliZ//osmF//pstC//rpmC//argD//metK//yidL//thrS//trpA//rpsE//insA-1//menH//oppD//accC//
GO_0008655_5	lspA//ygjR//cnu//secY//ycdY//rplY//dsbA//
GO_0009050_6	hipB//cca//
GO_0009052_6	murF//dsdX//appA//kdsD//fimZ//mprA//fic//
