#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydhJ//yeiL//mug//eutD//
GO_0010556_6	yeeJ//paaB//mngA//erfK//marR//scpC//cmk//metC//abgA//tauC//uvrA//lapB//polA//phnN//yfeW//prs//srlR//ykgA//rsfS//galU//ivy//map//zitB//cydB//ahpC//yhdX//nanS//sseA//nudG//abgA//msrQ//mltC//ygcW//aslB//hofC//hyaD//prpD//rzpR//ydeT//emrB//bioF//gloC//fliA//hybC//ydcS//mhpT//chbA//thiD//eutA//yphC//flgB//recT//rlmB//paaZ//secF//amiA//agaV//blr//ynhG//sanA//hcaT//mgrB//dctA//guaC//nhaA//flgB//ycjY//yahD//prpB//xthA//artI//trmL//thiD//ybcM//speE//malP//asd//tmcA//ldtB//msrQ//yhdW//ugpC//ydcZ//ompG//dinQ//lptG//insB-4//glgX//spoT//znuB//mreB//hyi//yeaG//gltL//crfC//murA//fliM//rbfA//galF//xylE//ligA//hxpA//lpp//mhpR//ydcP//waaZ//barA//ampG//yedL//cdh//hypA//fecB//arcB//alsA//ycjD//ybjC//rpnA//gudX//ycbB//phoE//narK//rimP//norW//hldE//ybgQ//mmuP//hemC//iscA//tamA//chaA//mrp//yhjD//hypT//yfaE//pheA//potH//psd//groL//fabD//ybiT//rpsE//rdgC//yaaJ//trpL//yiaB//betI//rclB//mdlA//epmB//tdcC//ybiS//yehU//aroL//yegV//edd//nrfB//yidQ//gldA//dgoR//purL//pagP//cobS//lptC//mscL//bioD1//deoC//paaG//nac//lolE//rsmJ//ycjR//caiD//rsmF//scpC//napC//ilvL//manA//rpsJ//nrdR//tynA//lptB//rsfS//birA//avtA//fadR//tauB//intE//ydiB//agaW//rseC//rtcR//ompF//chaC//rpsR//glmS//dppF//rutA//frdC//ygcW//mcrB//ivbL//hycA//gldA//slyD//mdtF//asmA//tauB//ynfH//uvrY//avtA//trkG//ttdB//gabD//mrdB//paaF//hofQ//garR//bioD2//acrD//garP//glsA//nadD//ihfB//cysB//exuT//fimB//artJ//fryC//wecB//yhbX//fcl//rfaB//lolB//fkpA//yjjX//infB//gltL//kbp//ampH//trkH//yddM//yggE//qseB//ggt//yegD//casA//sdiA//yidH//yqhD//yciK//pdxB//fabZ//rplI//cas3//lgoD//copA//degQ//stpA//ybeY//ascG//ygjH//yhaV//hcaB//pykF//moeB//yajO//argF//yihV//ycbX//lacY//qseB//wbbK//rbsB//gadE//rihA//priA//lsrD//mlc//eno//fdnH//lapB//sdhE//pheA//proS//ilvM//fabR//ygaH//hisG//selD//dcuD//rpsA//aroP//scpC//selD//yiaF//cynS//fdrA//cfa//hycA//rapA//lsrD//nagC//ilvL//pdeR//btuE//dapB//cnu//lexA//ynfL//rutD//lptD//yajR//
GO_0010557_7	sodC//dapD//ydeT//ydeO//lrp//intZ//topAI//yadK//ybgP//ulaR//yhiM//cusC//yadG//atoB//ffh//narG//rbsK//yjhB//mqsR//treR//eptA//rpiB//narG//yjbG//ydjM//rplW//pgl//cdaR//nanE//lepA//shiA//cspB//ulaD//fabH//sapC//rnlB//yejA//exoX//yggD//rpe//speE//mdtK//nagD//hprS//hisS//cdsA//ldhA//yjaA//oppD//rep//dpiA//intE//trpS//aroE//yehZ//sodA//guaB//aldB//pal//yibT//yhdW//recO//rnhA//kdpD//iclR//dpiB//dapD//psuG//rpsL//ugpA//yhdX//bdm//ybcL//yedF//ftsP//waaB//proS//fryC//cfa//erpA//hipA//msrB//
GO_0010558_7	cusR//mdtL//ftsQ//dmsC//yhdW//pyrH//ygeX//ibpB//elfD//glnK//cyoA//kdgT//yghU//yjeH//sufA//rplF//mutY//adk//rnc//sthA//ypdF//rsuA//nikC//yihP//plsC//ychH//rsmC//dmsC//rhlE//rpsJ//mltB//galT//sucD//dicA//ubiC//gloB//lpxL//wbbK//frr//mgtA//queE//ynbD//rpiR//msrP//basR//cusR//yhdH//tas//tus//yiiD//nimR//tpiA//rutA//yahN//ruvC//yggT//frlR//shiA//ascF//arsC//rsmI//helD//glpA//mdtE//aceF//fimC//ybcC//asnC//hisA//galU//mutH//pphB//purR//ybiH//hisG//tmcA//hda//tnaC//yhiM//yebK//phnP//fadD//rimP//fepG//waaO//ybaT//fimI//ompL//tusA//ariR//rplA//trmJ//aroB//umpH//elbB//yoaB//mutH//nrfF//aroA//smrA//pdxA//nlpA//hdhA//rpsA//yciG//ybbW//folD//arcB//rluA//asnB//rbfA//fadE//dauA//topA//crcB//rpsK//proC//dsbC//dcuS//rbsC//
GO_0010562_7	greA//arsR//
GO_0010563_7	trkA//yqeG//
GO_0010564_6	fdnH//yhjC//slmA//fabH//cysB//
GO_0010565_6	npr//xthA//glsA//kgtP//aer//rcnA//
GO_0010604_6	rsmE//ecpR//speA//murF//yhcH//gltI//bdcA//yciK//ybaT//atpC//ycjW//artI//ftnB//bioC//pyrE//lolA//relB//pntA//mreC//dadA//thiG//glnE//pdxB//dtpB//yqgF//fdrA//fdnG//crl//frlA//ltaE//fic//ibsE//tcyJ//sdhD//gppA//speD//hipB//mdtP//hflX//prlC//nikC//mglB//yadI//fimI//napC//rluB//dicA//msbA//rpsG//mlaC//napF//elfG//yehD//mocA//atoB//yjiM//sucC//mak//mcrB//dsbD//yiiD//gloA//ynfK//ibsE//secD//ykfM//prmC//cra//cho//ycfL//tsaC//rpiA//hemG//ribA//elfA//hofO//ydiZ//fbaA//mdoG//hisH//mdtA//citX//elyC//ygcO//sapC//puuE//rcsB//yajR//ariR//ygbM//lptC//rhaS//groS//
GO_0010605_6	dicC//prpD//rutR//putA//moeB//secA//rnhA//selA//xseB//rstB//rpnB//fadK//dinJ//ybaO//acnB//thiQ//yihV//ybeQ//rpoS//rbsD//mlaF//dps//menH//ubiB//sxy//rraB//lapA//prfB//hicA//pepT//garL//ugpB//menH//ldrA//ybjG//epmB//pphB//moaA//yeiE//cadC//yoeB//dcuA//ibsC//paaH//puuR//yddM//frdB//malZ//murA//napA//csgG//hycA//asnA//fucK//znuC//dgcJ//bcsA//rbsC//fmt//ssuB//gyrB//phnL//yqgF//insA-1//mutM//srlE//uhpT//rsmJ//sbcC//yfcG//argR//rpsM//dgcQ//fhuB//ydeM//fhuB//nadB//suhB//glnD//yihV//cspC//uvrA//map//scpB//csgB//tonB//ybdO//dapA//rpsR//kgtP//aldB//ycjY//secD//narH//lexA//ycfL//fimE//mltA//trmL//gshB//yraJ//rplA//hdeD//cpsG//cynT//hipB//focB//ybiJ//clsC//hemC//frmR//gspE//glpA//arnA//ygiB//purD//yhhY//glnS//pcnB//galM//potA//coaA//fdnI//yaaU//uhpT//rpnA//sbmC//tatE//fadH//flgE//nanK//dicA//lsrB//ilvH//sspA//kdpF//eutN//rep//potD//hscB//napC//topB//proA//kdpF//
GO_0010608_7	abgR//feoB//mprA//rcsD//rlmJ//yfbS//deoR//ubiH//yhbQ//ybeY//pheA//pgaB//agaC//coaE//rssB//lacY//fepD//nfuA//nuoI//yebC//mnmA//potC//gltX//rpsQ//gapC//paaX//tusA//gspJ//sucD//atpF//rpiA//mepH//nupC//dkgA//ssb//kbaZ//arcB//eptA//exbB//yjiR//rbsC//uspF//hipB//gyrA//
GO_0010628_7	mutM//arnA//glgP//yjfF//entE//sgcA//rng//ybbN//dcuB//nimT//recF//cof//dnaB//slmA//pykF//ghrB//nupX//dhaR//dgcQ//tdcA//hscA//yjhB//hslJ//yjjU//yqaE//trg//pepD//fabH//basS//folD//appA//tolC//waaO//ynbC//nrfB//rpmH//rpsR//valS//cynX//miaB//ygiN//aldB//yfeR//dpiB//mug//cysW//dapA//ydjE//yidE//adeD//ghxP//frlR//zur//hdeD//cyoE//cydB//argK//mdtF//glrR//ynbB//agaD//gabP//skp//oppF//ybaQ//ldtD//yiaL//mdlA//alaA//tusC//ycgB//bssR//ydeT//ydcZ//uhpA//mfd//glmS//gcl//ybhG//tcyJ//dsbG//dkgA//yhaO//
GO_0010629_7	ydcS//erpA//torA//pinR//sbcB//solA//pinE//sgrR//glsA1//waaY//folA//dadA//ybiO//yciH//secE//polB//waaC//cyaY//acrR//zapD//flgE//yahB//ytfT//mocA//ubiE//crl//fliL//nrfF//hybB//setC//nadC//ycdY//ybiV//ybiH//arnT//nepI//mtnN//msrQ//envY//evgA//yggW//prmA//ampD//sstT//moaC//yfiC//mnaT//tnaC//gatD//hflD//hipA//feoB//napA//rutC//feaR//mglC//degS//alkB//prpB//frmB//sgrR//bssS//puuP//cysD//glxK//fecB//uspF//nlpI//ftsB//rfbD//rrrD//rplE//zntA//efeO//aroG//alpA//plsB//hxpA//der//cra//sbcD//nanK//agp//sixA//fmt//phr//yhaC//metF//mdtL//yehZ//emrY//cmtB//rplE//ybiH//yafO//oxc//iraD//wzzE//dacA//degP//dbpA//ymgF//hprS//rsgA//glcD//ligB//yegD//gatA//ompF//yagE//ykgF//prmC//hcaE//nupC//rsmC//gntT//dcyD//aaeB//pflC//serB//bolA//baeR//ade//hflC//dapD//ansA//ftsA//slyA//
GO_0010638_7	motA//allC//
GO_0010639_7	flgA//phnN//dcuA//
GO_0010646_5	ydfD//
GO_0010648_6	cheZ//
GO_0010675_6	ampG//ydiK//rdgC//etp//ygeA//cpxR//
GO_0010676_7	pphB//yebS//
GO_0010677_7	alsA//
GO_0010699_4	acnB//map//
GO_0010810_5	rutG//mscM//
GO_0010817_4	nuoH//msrC//kdpA//intZ//oxyR//apt//yeaK//serS//insI-1//gudP//garR//ymgF//bcr//ygjK//
GO_0010827_7	pagP//
GO_0010829_7	nrfF//
GO_0010876_4	fklB//
GO_0010906_6	yfgO//zapE//
GO_0010907_7	yieH//
GO_0010911_5	hexR//ynfH//araA//
GO_0010921_6	hypF//purF//livH//rclR//
GO_0010941_5	rpsH//
GO_0010948_7	lpxL//yehD//
GO_0010951_8	chbR//waaA//
GO_0010962_7	galP//adiA//
GO_0010966_8	secY//
GO_0010967_6	pcm//
GO_0010974_7	yjhC//
GO_0012501_4	pyrD//mntH//thiH//ykgM//cpsB//bioP//caiD//aas//moeA//ilvC//insI1//cas1//cbrC//
GO_0014070_5	tesB//helD//
GO_0015031_5	nanE//yafO//yedF//dsbC//rlmJ//tehA//proB//yihV//ttcA//ydcP//cyoD//btuD//hdhA//frlA//otsB//yihU//actP//ybeF//yigL//xapB//wcaB//yahK//pbpG//bamE//fepC//torC//hofC//lgt//yhgF//motA//casE//lysC//hypT//cdsA//ubiI//mdlB//rayT//ascG//rhaB//lpxK//tcyN//
GO_0015074_6	gatZ//nanC//cyoB//glpB//ybcM//nuoF//umpH//
GO_0015628_5	dinB//mdoD//serA//prpR//rhmR//
GO_0015669_5	pyrF//
GO_0015670_6	preT//
GO_0015672_7	selB//ybcM//yebG//nuoI//nikA//yobF//rutF//ispA//kdsC//mioC//mnmC//araG//tauA//ybaO//torC//coaD//valS//hycA//panD//crfC//glmM//hyaB//mglC//pdeK//pbpC//hemC//mhpB//nanR//phnG//tufB//kdpF//ispU//wzzB//yqcC//dxs//gdhA//trmO//rnd//yfcA//nanT//nudF//rhaR//ycjU//
GO_0015673_9	caiF//
GO_0015675_9	yfaV//rarD//gsiB//yidA//hrsA//rplY//fadL//opgC//
GO_0015679_10	fixA//yicJ//
GO_0015682_8	etp//hldE//purT//rutD//ygeX//glvC//rluB//nac//sapA//putA//pstS//ansB//
GO_0015684_9	mdtD//rzpR//fdhE//prpR//waaH//
GO_0015685_8	miaA//yajQ//glrR//dinB//mscL//yfdC//
GO_0015687_7	mreD//lysO//speE//cbtA//
GO_0015688_6	dcd//agaS//glsA2//ulaG//fnr//ompT//rpoD//yciV//rutD//araG//pyrD//ygeV//sapC//maoP//ushA//malZ//rplN//relE//
GO_0015689_8	upp//xisE//nuoH//
GO_0015691_9	rcsB//dppF//ycjQ//clpP//
GO_0015692_8	tsx//
GO_0015693_9	insI4//proV//
GO_0015695_6	dgoD//aroA//yfdK//fimH//proQ//ilvB//fimD//tsaB//ybaL//kup//mcbR//mltA//bglH//yqgF//yfeR//tgt//uhpT//mutL//aroD//ribD//gstA//ydiV//yqaA//entC//map//ralR//gspE//ydhC//hflX//hypE//
GO_0015696_6	yqjH//lysP//ypdC//flgF//lamB//hyfA//pphB//argB//yejB//cmk//truC//nfo//pgpC//mgrB//clcA//moaC//betA//mfd//ackA//hxpB//wzzE//ddlB//fixA//tnaA//rsmJ//cysS//csgB//insA-1//rarA//glrR//yoaA//
GO_0015697_7	ydgA//cpxA//dapB//glrK//yjhI//yfdR//focB//intF//hybF//rpsD//orn//dusB//gloA//
GO_0015698_7	yrdA//pcm//mdaB//luxS//dcuD//lon//ycbX//lit//cusR//murD//mcrA//ydiP//iraP//umpG//mreD//map//dacB//yeeL//uxuB//hxpA//motA//alaA//clpP//ykfM//yoeE//sapF//queE//cueR//mlaD//nikR//ydcT//radA//rcsC//paaZ//hofQ//sufS//aroG//alaS//ascB//tehB//dps//
GO_0015699_8	araH//
GO_0015700_8	rfaF//yajL//
GO_0015706_6	potB//speB//gltI//
GO_0015707_6	yadG//yjbH//fdnG//rclA//hda//insI1//
GO_0015709_6	yphD//
GO_0015710_8	yraR//zntR//
GO_0015711_6	chpS//dxr//ybeF//mtr//allB//glnD//pepB//fadL//manA//preT//truB//bioD1//gldA//rimP//uspE//atpH//uacT//ldtD//cheR//flhC//dnaT//mioC//glgA//pepT//lysU//cueO//rayT//dicA//clpS//deoD//ygcW//yaaJ//ybgI//ybiW//elaB//yfjV//rcdA//truA//ynbD//rplC//kbaY//cbrC//pgm//dgoR//dedD//yfiF//recE//nrfA//mdtB//copA//argC//nfi//sdhA//parE//aceF//mhpC//tesB//fbaA//yqaE//murG//preT//yqaA//kbaY//btuD//rclR//pabC//rpmG//rbbA//lptA//phnH//dnaK//lptD//araE//rbsR//leuA//rsfS//ligA//ariR//yqeG//chbC//lpxD//decR//sgcR//ycfH//fabA//exuT//aldB//aroE//ftsA//yhdJ//ivy//nikD//araC//yfaL//yjjG//hcaB//argC//wcaJ//pgpB//cvrA//mhpC//glrK//rhlE//glnS//ybdM//rpoS//argT//sgcB//ybjX//cas3//cysD//glrK//fumC//yejB//malG//glcC//lepA//rodZ//opgC//mdtF//bdm//rcsB//mgtL//glcF//ybfA//insF-1//mnmE//bglB//glgC//alkA//mdoD//sapF//yciG//yojI//rho//galF//umpG//tusB//cheB//pdeF//pepQ//lptG//paaH//ptsN//
GO_0015712_7	essD//
GO_0015718_8	yihQ//potC//yddA//nepI//galK//dinD//tomB//roxA//prfC//glcB//frsA//yhbY//yhfS//rimP//purL//blc//dicA//rutC//lsrR//ykgM//pbpC//ascF//ade//guaA//
GO_0015721_7	yibH//gcvP//
GO_0015724_7	nhaR//fdhE//purT//
GO_0015726_8	dmsC//
GO_0015727_7	cmoM//umuD//
GO_0015733_7	sgbU//
GO_0015734_6	glpX//rlmD//idnK//
GO_0015735_8	cnu//
GO_0015736_9	csrD//
GO_0015739_7	dld//
GO_0015740_9	ccmG//glnL//yiiM//mhpD//mnmC//fliT//artJ//valS//rluA//
GO_0015741_10	sfsA//mtlD//
GO_0015743_10	gcl//
GO_0015744_6	ydeT//atpH//mngR//
GO_0015747_6	metH//
GO_0015748_6	ygjH//cusA//fabG//cysS//lpxK//prmA//ilvE//yhaC//ycjW//yifB//gadW//rffG//zraR//hisQ//blc//
GO_0015749_7	gspF//ydiK//sdhE//hypA//glcB//ygiV//tamA//glpF//grcA//mreC//glxR//glnB//fur//glpR//frmA//fimD//insI4//yohD//mrr//msbA//ftsP//murQ//rplD//dsbG//dhaL//yehP//ecpR//ydeP//yfaE//wcaB//pepQ//ftsX//yadG//prpB//allC//ada//mutS//ansB//selD//yjiY//uxuR//accC//cyoC//glpX//aas//
GO_0015750_8	citC//yebQ//hicA//gltK//torA//thiQ//dedD//pgaA//aidB//azoR//rplQ//cpsG//queD//
GO_0015751_9	rnr//proS//pyrE//dnaB//yihO//galK//
GO_0015752_9	rhaB//ydiO//yjiM//mutH//sbp//yhhZ//
GO_0015753_9	yaiV//ygfX//mscL//
GO_0015754_9	oppB//nagK//cspG//
GO_0015755_9	araE//mrcB//insI3//yidQ//rfaG//puuE//gabD//rhmD//chiP//bisC//rclC//
GO_0015756_9	ydcO//xseA//
GO_0015757_9	adiA//yidK//elaA//tsgA//cobB//dicC//opgD//
GO_0015760_8	cas3//
GO_0015761_9	frdB//rplC//rplA//
GO_0015762_9	rsmE//
GO_0015764_7	nadB//cas1//ygbN//artQ//
GO_0015765_8	kbaZ//gltI//yehB//ybhF//
GO_0015766_8	cydA//aes//yggN//nuoM//treB//zapD//oppC//aaeA//pheS//rcnB//mlaB//yehT//gcvP//mfd//
GO_0015767_9	sfsA//fimF//smpB//tnaA//
GO_0015768_9	tolQ//adhP//hemG//hha//tadA//ykgA//
GO_0015769_9	iscX//
GO_0015771_9	yciE//gudD//dxr//frmA//
GO_0015772_7	basS//rplP//mdlB//nagB//fimZ//aroC//hybF//rplT//narU//dgcZ//hypC//ssuC//mtnN//macA//iraD//mhpC//fbp//
GO_0015774_7	lplT//dusC//murR//metF//mlaE//rnhA//
GO_0015778_7	uidA//
GO_0015791_7	tolA//entC//borD//rfaQ//nimT//mnaT//degS//glsA//
GO_0015793_7	galS//recQ//
GO_0015794_7	dusC//waaF//yadK//rfaB//oppB//
GO_0015795_7	prc//
GO_0015796_7	ypjD//epmC//nmpC//surA//
GO_0015797_7	ttdA//elfD//
GO_0015800_7	ppiC//recG//tusD//frlC//
GO_0015801_7	grxD//lasT//xapB//guaB//glk//yidC//decR//yiiE//
GO_0015802_7	yfeR//frr//miaB//yijO//rcdA//paaA//tolQ//
GO_0015803_7	uspE//ynfH//hcaT//trxC//scpB//ynjD//yecS//clcB//oppC//caiF//fruK//
GO_0015804_7	rfaB//feaB//ubiF//thiP//rplQ//feoC//chiP//dtpA//zraR//ttdR//ycdY//frdB//flgD//dgcF//ypdA//yiiE//guaA//tcyN//erpA//ssuD//tehB//yghO//mglA//epmC//thiH//rapZ//flgH//ycjQ//thrA//ygfX//holE//nrdA//dnaE//
GO_0015806_6	wzzE//
GO_0015807_7	hxpA//adhE//fdhE//ydjH//xylB//wbbK//yphD//tdcE//yaiP//kdsA//pgk//ldhA//insB-2//abgA//ispB//eutR//sdhB//nudG//tnaB//cueO//gloC//coaE//rpsH//raiA//cynT//yehB//ggt//atpF//nanE//frvB//arnF//yiaO//ydcO//arfB//dppF//hybF//dnaE//acs//
GO_0015808_8	nemR//truD//
GO_0015809_7	cysI//manX//paaA//uxaA//gstB//speB//
GO_0015810_8	melR//fabZ//
GO_0015811_7	kdsA//thrC//norV//amiD//cynS//
GO_0015813_6	lldP//ompT//gltI//
GO_0015814_7	ybiT//
GO_0015816_6	nrdH//
GO_0015817_7	torR//
GO_0015818_7	flgM//aer//nadB//holA//ygiN//ydjK//acrR//
GO_0015820_7	rffT//ycfS//lptB//narY//yahB//pyrG//puuP//yodD//glxR//
GO_0015821_7	argA//hcaE//nagZ//ndh//mreC//
GO_0015822_7	nusA//rlmA//
GO_0015823_7	lpxT//lysP//mdtA//lhr//proB//yiaN//serS//
GO_0015824_7	mdtB//potD//
GO_0015825_8	znuB//
GO_0015826_7	yfdR//ugpA//trxC//
GO_0015827_7	gnd//flhA//mcrA//
GO_0015828_7	yidK//eptC//
GO_0015829_7	pabC//glgS//cspI//baeS//nrdD//iclR//nadK//mdoD//maeA//
GO_0015830_7	frvB//gatB//sodA//
GO_0015833_6	aldA//yeeO//ybcC//ykgO//yccX//alkA//yraJ//mepH//glnK//feoB//rnd//yjhP//xanQ//minD//yceK//diaA//cysP//hokB//tcyP//ulaD//dnaK//deoA//ais//ubiB//sufC//garL//narK//pyrL//mglA//yddG//napB//ygiB//panC//rfbD//hisM//rimK//nanK//nudB//ttdA//glpR//speG//ycfJ//yaaJ//hofN//baeR//uidR//ygiB//puuD//blc//rplJ//tdcF//ybaL//bcsQ//bcp//bipA//yeeJ//bamB//ygdG//gspJ//glmM//ydaC//emrK//rfbB//dtd//hyfR//ygbM//bglH//yodD//lpxL//agaR//metN//lipA//adeQ//hisA//cobU//tdcB//xapA//abpA//
GO_0015834_7	rlmI//yedF//mdtC//rimL//rpsB//
GO_0015835_6	aroB//ndh//yadM//yddL//
GO_0015836_7	dgcE//moaB//sdhA//
GO_0015838_8	narH//plaP//chaC//qorA//trpS//patA//tdcD//yejE//aaeR//pstC//lnt//mdh//perR//
GO_0015839_7	yebC//
GO_0015846_6	guaB//yjcO//intF//srkA//ascB//srlA//yhbS//glnB//ynhF//hybF//mtfA//paaH//msrC//hflX//aidB//agp//pldB//
GO_0015847_7	tdk//mazG//thiD//trpB//yibT//yciH//metH//yfdS//cmtB//yodD//napD//lolD//uspE//livJ//lptB//
GO_0015848_7	treA//gltS//hyfF//yhfS//dbpA//fixB//
GO_0015849_6	yfgO//ytfQ//chbA//mrdA//ydcS//ypdI//frlA//mhpR//ydiF//mltF//smpB//rpiA//rutB//pdeH//thiM//hslR//ybbN//gshB//cusR//murI//dtd//ykgA//rcsB//dnaB//betI//yqjH//hsrA//nhaA//tdh//bioD1//thiP//thiM//ugd//maoP//metF//ccmG//aceK//sfsB//mdlB//glnE//yijE//selD//gor//ulaE//roxA//prpC//ade//narK//fliA//aroK//yraI//hslJ//gstB//serB//ybbW//hypA//yhcH//apt//tauC//yadM//hupA//insA-2//yjcS//rng//rhaM//yceO//rclB//yeeJ//rplY//aroG//mepH//yqgF//nfuA//cysI//arsC//uvrD//mepH//gppA//galM//aroE//mliC//rlmE//cnu//uvrA//rnt//priC//insI-2//yphB//yddA//rplT//yagG//ppiA//adiY//waaB//envR//map//dgcM//cueO//udp//gntR//tmk//rpmB//rpiA//cysU//cysS//yfdO//ftsP//ycfJ//csdE//ybhP//ecpR//hisI//pphA//eptB//amiD//
GO_0015850_6	hofC//glgC//gstB//fdnG//prpB//glgC//fumC//wcaB//ygfX//secE//cas3//insI-1//garK//glnK//moeA//relA//glrK//pgaB//ynfH//sgcC//mntR//ykfI//ytfP//
GO_0015851_6	trpL//gpt//ldrD//ybdZ//trpA//dhaK//pspC//aceB//srlB//eutN//yaiV//mdtJ//
GO_0015853_8	yhdW//zwf//
GO_0015854_8	ftsZ//matP//
GO_0015855_7	arsR//psd//pepA//
GO_0015856_8	yaiP//
GO_0015857_6	lgoT//qseB//
GO_0015858_7	yadI//cysW//fdnG//mdtN//yqgF//ycfS//rluE//cpdB//tisB//
GO_0015860_7	frvR//yhbS//
GO_0015861_9	gatC//cysK//
GO_0015862_9	yjaA//prfA//
GO_0015863_8	acnB//
GO_0015864_8	glcF//pykA//
GO_0015871_6	mobA//glsB//araE//tus//argR//
GO_0015878_6	pdeH//
GO_0015879_9	leuE//
GO_0015882_7	recO//nadB//ascB//
GO_0015886_6	wzc//cho//rnpA//phnN//yfcR//yqcG//waaF//yceD//udk//
GO_0015887_7	araD//
GO_0015888_6	lapB//
GO_0015889_6	curA//alaS//yigL//galP//yhgH//csgG//aroD//
GO_0015891_6	tolR//nrfG//ulaE//yhhY//yhfK//ydiK//hdfR//cas2//mmuM//pgk//yjbG//lpp//nfsB//orn//yjjV//
GO_0015893_5	ilvC//kdpC//yecS//accD//lsrB//yfaX//ychF//lysA//yeiG//nlpD//codA//opgG//uspF//rpsA//cynS//dnaC//pgrR//ptsN//rimJ//rne//yahB//gltK//nirD//entE//rfaG//yhaC//chbA//frmR//macB//galU//ecpR//lysU//dmlR//hisM//paaF//agaR//yfaV//insB-2//ascB//nlpD//hisB//acnB//tap//tmk//mppA//ubiX//yehU//rhaD//yiaJ//oxyR//fdhF//dppC//ycgB//slt//tatC//pgpC//lon//rpsB//puuR//lpxD//ibsC//exoX//frdD//hcaE//ytfP//dctR//arnD//rclB//cysD//ydjM//manA//rhaM//rplM//ackA//preT//gudD//grpE//yfjR//apt//hscA//nusG//yiaO//lgt//frvA//kduI//yeiE//nanA//pyrE//dxs//nadC//argP//tdcA//htpG//wecB//barA//mraY//ugpE//
GO_0015906_6	cdh//yjbE//dapA//rpsR//yfdK//
GO_0015908_7	umpH//dcuB//
GO_0015909_8	idnT//
GO_0015912_8	ybhP//
GO_0015914_7	ykfM//aroF//tdcR//uvrB//ftnA//yfgO//tyrS//
GO_0015920_7	mglB//parC//ubiJ//tisB//yajQ//ubiF//nrdE//bdm//sapC//
GO_0015931_6	prmC//aphA//hslO//rplY//paaC//yfcQ//chaA//recF//flgA//sufD//yciF//rraB//
GO_0015936_6	nanT//rhmD//cheY//atpB//
GO_0015937_7	ihfA//emrE//curA//torI//
GO_0015939_5	gltS//cpsB//rpsT//zipA//zntR//
GO_0015940_6	groL//ymjB//yqiG//ulaD//phnP//
GO_0015942_6	gadC//ibsE//sohB//pyrL//htrE//osmY//manA//yecS//hybB//
GO_0015944_4	torA//ybcM//dnaB//hisB//gstB//rplO//entE//
GO_0015949_5	lsrB//srlE//tldD//yoeB//ltaE//patA//iscR//asnB//mtlA//phnO//tdcB//ybhR//rluD//ubiJ//dtpA//ftsN//thiI//acrE//osmE//orn//lpxH//uspC//osmC//tatB//
GO_0015950_6	crl//narL//allB//
GO_0015951_7	lsrB//pyrC//
GO_0015968_6	dnaC//
GO_0015969_8	glpA//yidK//
GO_0015980_4	yadK//entE//eptC//rnlA//rutF//nrdB//epmC//allR//cysQ//ymgC//ghoS//groL//yhcF//nemA//yfcS//dnaB//cyoE//ybcF//arcA//hupA//yihL//rbsK//exuR//hyfF//deoC//truA//artI//yfdC//gadE//emrD//argO//asr//patZ//rdgC//lysR//dctR//torR//rzoR//acpS//erfK//hpt//gabP//lldD//kdpE//cysH//moeA//spy//idnT//ybdR//pfkB//ybdO//hlyE//ybhG//bioP//kbaY//pabA//ptrA//nepI//yjjX//ygfI//rpsL//mqsR//rlmM//ydiF//cysD//hisG//trkA//adiA//fadA//nirD//yedF//slyD//lacI//kdsA//phnL//aceA//caiE//ydcS//rpoD//avtA//yihW//amiC//nlpD//yhgF//fhuD//metC//
GO_0015985_9	ispH//pinE//ykfM//tusE//
GO_0015986_7	sdhC//dsbG//xylG//zwf//
GO_0015988_9	ybaO//insI3//mepM//paaE//atpA//yahI//rpsR//icd//
GO_0015990_10	ygdG//gltP//csrA//yibF//recE//yebG//sgcA//hyaC//
GO_0016024_7	mazG//
GO_0016032_5	zwf//paaJ//lptD//glnE//amiA//syd//dppD//gshA//ebgR//rhaR//nrdE//trpC//ilvN//hofP//aspC//trmH//elfC//mltC//
GO_0016036_6	creB//hemC//chbF//yqiG//ybdO//glnS//
GO_0016042_5	gadA//trmH//trpGD//tusE//asr//dld//fruA//ybfA//kdgT//atoC//ffh//feoC//yfcV//radD//ldtE//trkG//yqeA//yfhM//dkgB//tauC//crp//lrhA//elfA//gsiD//
