#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hflD//ygiS//fepA//ravA//
GO_0016052_5	uidA//rplW//rhaS//acrR//aceF//yagI//iscX//rsgA//adeP//lgoT//tusB//entH//cysZ//wecA//topAI//secY//feaB//bcsQ//alaA//hslV//argI//cysQ//topAI//ttdT//grxD//ydiR//fre//frdB//torA//ybaO//rlmG//rlmD//pppA//fadM//tusD//waaP//mltD//tolR//norW//rcdA//cycA//lldP//deoA//qseB//proA//arfA//nrfG//msrQ//rclC//ykfI//aroA//erpA//cheR//ydeO//ais//yqcC//pdxJ//rhtA//atpD//cmtA//poxB//sgcC//mglB//rna//hemL//ybjC//entB//prlF//yhbO//iscX//ybfE//yihQ//sgrR//hyaD//xdhB//ycgB//focA//lsrA//sufC//yhjX//puuP//rluA//lpxC//menC//bsmA//ycfH//iraD//pinR//bamC//sseA//dnaK//ettA//tdcE//etp//coaD//rplW//alsE//gloA//eno//rlmB//rpoS//yahB//metE//shiA//rpoE//araD//rpsO//acrA//aroK//nrdR//mepA//yihP//cca//cysK//hcaC//
GO_0016053_5	glxK//fixA//plsX//rcnR//ispH//narL//fimD//narP//patA//sgcR//clpA//lysP//metN//araG//treA//dapD//glyS//yajD//mazG//ybaQ//zapC//ispF//yehB//mdtI//hypD//waaU//fhuF//glgA//pcnB//ftsB//codB//mtnN//rplB//argT//fabA//hisH//insI1//chaC//yigB//cobB//hisP//yjbF//frvR//uspF//agaS//ygaV//paaZ//glmS//rpsQ//gutQ//cycA//ribD//cyoD//fimF//ravA//tusA//entA//rssA//fes//bacA//yhiM//recG//paaB//srmB//cysP//arcB//rpsH//yraR//pncB//mntP//panE//panB//cutA//yiaN//yadK//dapA//relB//betT//rppH//paaJ//yhbQ//fhuD//ybiA//tusA//frwC//bamE//yhdJ//sapF//yegD//fetA//pheT//purU//nikE//fepG//yidE//nirD//ihfB//chbR//setC//bamB//ykgM//hisB//ynfE//acnB//rsmG//yeiL//ydaN//dapA//glcF//ydiV//yagF//rapZ//frsA//yfdG//ybfE//betB//nanK//ada//dcuA//fucO//valS//fimA//hupA//ydiQ//rimI//tktA//ygfX//ybdM//dld//proB//yphC//hemD//rclA//lptG//arnE//agaB//rpmE//kdpC//dkgB//mglA//torZ//fadA//agaC//nrdE//potD//ileS//ynfK//ydaC//lpxK//treF//rcsF//fdoG//rcsC//sgcE//kdpE//tbpA//rplT//asnB//pldB//hofO//aceB//ydcP//dicB//pflA//ulaA//fliT//matP//bglB//yccS//hflC//yedL//yidL//amiD//hslJ//matP//yihS//murJ//nanT//cysW//hha//ecpR//cysN//ypjD//narG//pdeR//eamA//lit//frvB//srlR//
GO_0016054_5	yraH//fliL//aroA//garK//miaB//yebK//yahF//ychO//prfB//ttdB//murB//yidQ//puuA//ydiV//fucK//insA-1//tusE//treA//rbsB//csgD//purF//hybE//yqjA//livM//iraM//kilR//alaA//rpiB//scpC//tatB//hokB//btuF//atoS//murQ//rnpA//potD//ydcT//yaaJ//ytfT//xthA//pdeD//hycA//prs//setC//iraP//truC//nuoE//ybhD//pdxA//agaR//glpB//cobT//pitB//moaB//yafQ//bcr//rrrQ//potD//fhuF//dpiA//uvrA//seqA//flgK//priB//cmoA//kdpA//kdsA//lgoR//nrdE//metN//ynbB//cmoM//mzrA//zur//rlmH//hemH//nrfB//dppB//argG//leuD//tag//ybiI//mazG//cptB//mglA//araE//uspF//ghrB//ybdM//waaL//lolE//feoA//rsmA//yhjC//csdA//wzc//frwC//opgG//ydcT//tusB//murB//arnB//paaA//sfmF//sgcR//rfaQ//ibsC//yraK//mngA//pstC//sgcE//ulaR//fimF//nhaB//glxK//ybhR//xdhB//pabA//blr//rfbC//rpoS//fimE//ydcP//ratA//tdk//malF//thyA//lepB//azoR//argO//pppA//rmf//xylF//lipA//cedA//narU//rutD//casD//ygcR//phoQ//dmlR//dinB//yihS//csgB//lapA//ynfL//ibsA//yadV//ushA//lpxM//cobB//sodC//hipA//uraA//nrfF//
GO_0016070_6	yhcN//rpoA//rne//nirB//ilvC//pepA//gntR//mltB//hisM//rluE//ydcZ//hybE//ycdY//secE//moeA//elfA//nrdI//fucI//manY//yiiM//gsiB//glcA//sufC//yiaJ//macA//frmR//nanK//rpsM//hprR//ycbU//yebZ//rpsL//hinT//tonB//galT//ugpA//fecA//pheT//yraJ//zur//pfkB//yiiM//rpmA//hypD//xylA//narH//caiT//ymgA//cysB//fadB//yceO//ccmG//rutF//ygeW//cas1//ompN//borD//zapD//nth//ygcW//trxC//tktB//ydfH//rhaA//nrdI//entC//ydaV//ulaR//pepB//secG//panZ//ycjR//ygeV//crp//sgrR//ycjP//rluF//nemA//slyA//setA//modC//entF//cysD//cynS//lgt//kduI//yjaZ//folX//purT//glmM//tcyP//tatE//trmJ//yehB//rhlE//ldtC//cas3//yiiM//glmS//lsrK//pyrH//fadB//nirB//insI4//speE//bolA//dcuC//tolR//bdcR//yfaU//gapA//yehW//tomB//putA//tamA//solA//dut//pflA//queG//kbaY//acrF//ydhJ//chpS//acrF//citG//mdtL//murC//pspA//yahD//gltB//nrfA//ccmG//napB//ydhJ//yehC//ygeX//tatC//glpX//yiaM//yfdR//dld//umpG//scpB//mdtC//pykA//tmcA//uspC//mcbA//chbG//thiM//sthA//soxR//dauA//rpoE//murC//mdtJ//acpH//dcp//lldP//entD//ygeX//tus//yedF//fryA//ybiV//bepA//ptsN//panE//cyoC//hcaD//murP//recR//pgi//minE//aspS//ybiO//tamA//hemA//menD//ycgR//ydiV//pdhR//ilvE//ribC//tig//lpoB//rpiA//pitA//hycA//gabD//leuB//gor//ssuD//artQ//mutS//dapD//artP//phnL//plsC//yneJ//tag//metE//afuC//nfsB//arnE//argR//ortT//fruA//dmlA//hemE//recG//ssuA//ggt//rlmG//rmf//efeO//comR//udp//agaV//araB//eutB//ppiC//hyaB//yjeH//fre//rpsL//fecB//yihV//lepB//tufB//hisM//pphB//frdB//hcaR//rsmG//ldtA//fdoI//sfmF//preA//kbaY//fliT//csgF//tyrA//metQ//patD//allS//iscA//queG//ubiF//yhjR//argB//hdhA//yieE//appC//ydiK//yggN//mhpC//arnE//thiC//mraZ//ilvL//ybbY//tsaC//rpmC//ptsG//secB//ybhA//mutM//yeiE//hsdM//bioC//lsrG//yfdS//rffT//trmB//pheM//yihW//ilvH//efeO//sucB//envC//lptG//sgbE//proW//potF//ydiB//rfaC//moaC//entD//hprS//surE//dsbG//znuC//hypD//
GO_0016071_7	glcF//lamB//paaE//ypdF//gpr//gsiB//add//arnE//ibsE//fabR//sodA//adeP//fiu//qorA//trmI//
GO_0016072_8	yhaM//ihfB//cecR//roxA//otsA//htpG//ssb//dnaB//nimR//uidC//rpsR//paaA//ybdO//glsA2//clpP//manY//udp//pinQ//glpA//ulaE//ygfZ//queC//rpsL//rutD//chpB//fdoG//lnt//hybA//dppC//dgcE//rhaM//fecD//mhpD//ampD//dps//yagJ//phnO//sdiA//galM//pal//rimO//hemL//trkG//ubiE//
GO_0016075_8	fryB//msrQ//
GO_0016078_8	fryC//
GO_0016093_5	ddpA//narV//
GO_0016094_6	dsbC//lolC//
GO_0016114_6	yojI//
GO_0016137_6	nanK//
GO_0016139_7	mioC//
GO_0016226_5	rseB//gltL//borD//deoB//gltP//sgbE//serC//purD//lacY//abgR//uspG//mltB//mdoD//cheA//ulaA//potH//rpsG//yicJ//
GO_0016259_7	fixA//fabZ//ndk//ybiH//
GO_0016260_8	mhpA//yhiM//yaiW//
GO_0016310_6	insB-2//agaB//rfaQ//greB//ccmD//pspA//scpB//yciE//rlmC//allD//rimK//erfK//proV//secF//glcE//ilvB//ycaN//nanE//aldB//dgt//pgm//secF//barA//insH-5//modB//nirD//dcm//wecA//fixA//phoE//dgcN//cheW//aceF//yaaJ//fliD//mdtB//folX//nlpE//hyaD//cysH//higA//aspA//citC//viaA//yibT//apaH//metN//thyA//rpsH//araF//glcA//solA//ykfM//ppsA//ppsR//cheB//caiE//ftnA//pgm//yghO//mpaA//nac//tdcE//panD//atpG//tnaC//nikE//hypA//acrF//pdxY//dhaK//purF//idi//hofO//casA//rcnB//thiH//dgcM//rfbB//glgS//yjcS//ycfS//lysO//focA//insI-1//mdtD//tsaB//hsrA//yjhB//csdA//eutK//wecC//ygfA//yiaL//ilvE//cysQ//yiaN//ompG//rsmE//fimD//yjbG//ycjR//mntS//waaC//fepA//gldA//waaP//leuC//cpsG//bglJ//ydhC//xylF//gmd//prmC//glgC//uhpB//kdpC//
GO_0016311_6	malS//treA//insH-6//tcdA//ftsX//yeaE//ygbL//asmA//galR//menF//purN//murE//rpsE//yahF//cyaA//tatC//trpGD//waaO//fucO//ada//yfiE//secF//creC//rpsD//rpsP//fetB//rpsE//ynaE//yaiP//fadK//yfiF//cpdA//nimR//lsrK//yihX//ftsP//appC//folA//hisI//asnA//relE//entE//gadX//glyA//uspE//fixB//yfdR//acnB//gntR//cutC//frmA//yfdO//yahO//recO//yraI//ftsY//nrdH//selD//sdaB//yraH//rnlA//
GO_0016458_3	polA//fruB//
GO_0016477_4	hslO//
GO_0016485_6	phnJ//yeiG//allD//trpR//shiA//nuoL//queC//pyrF//insH-6//
GO_0016540_7	nrdB//phoU//
GO_0016553_7	moaC//
GO_0016556_7	rsmI//
GO_0016579_7	treB//
GO_0016998_5	insI-1//
GO_0016999_5	rffM//rssB//fau//arcA//tsx//yhcH//dhaL//ybiS//metR//yagI//fadM//frlB//pdxY//kdsC//topB//nrdG//rpsI//rplD//dnaX//hpf//ebgA//valS//eutD//bsmA//hupB//hrsA//metQ//mhpT//nrdR//tyrA//cstA//clpX//yciT//setA//hyfA//acrR//sfmA//yjiA//preA//yjeI//csgD//pbpC//selA//umuD//slmA//mtfA//menA//rpsJ//relA//lacY//ycjU//nikR//fbp//cdaR//rimI//alr//
GO_0017000_5	ydeM//ybgP//hiuH//fecD//pgsA//basR//
GO_0017001_5	lolB//ompA//fabA//ttdT//znuA//leuS//ppk//purA//yqaA//hrsA//cobB//lpxD//gmd//bioD2//mntH//mug//kdpA//elyC//adeQ//yiaJ//rnlA//
GO_0017003_8	tyrR//ilvC//ycjR//arnB//mngA//mscK//
GO_0017004_7	waaC//hisF//ldrD//idnD//rpmA//metF//melA//ispG//zapC//srlB//mdlB//
GO_0017006_7	sfsA//lpxP//pgaB//panC//hemB//trmA//
GO_0017013_7	nrdG//flgB//
GO_0017038_6	atoS//zapC//yjeI//
GO_0017144_4	rlmE//mltA//cstA//wcaC//chbR//fadE//rfaF//rcnB//mepA//yeeL//dacB//ybiV//gspI//abpB//murC//ymgC//nuoI//dcuR//alsB//gspF//patZ//udk//pgl//garP//yeiG//lepA//coaA//trmD//cysK//fabB//ykgM//narV//yihW//mobA//ymfA//ybdR//apaH//sdhB//ccmG//malF//dkgB//yphD//gltK//aidB//pgrR//paaD//gmk//ybjL//pfkB//csgG//gdhA//opgB//tauB//udk//chaA//pdeK//fryC//ampH//cusC//mdtA//xseB//clsA//pflB//groS//srlB//waaY//queE//sfmD//mprA//nhaR//fabI//ydhQ//tadA//yedA//ackA//nusG//ulaD//cysH//ybaQ//sufS//dsbD//narJ//flgF//pabB//hokE//exuR//bioF//lsrD//queA//dinB//eutB//ptsH//cspC//rzpD//parC//yabI//folD//nth//hemN//yhhY//rutR//glsA//fucP//dtpB//dtd//acpS//msrP//betA//trpA//yrbG//fabB//abgT//dcm//livK//seqA//sodB//yhaJ//pdxJ//gstB//malF//yidR//mmuP//ycgB//nei//mhpD//glmM//glsA1//fumB//yqaA//yidE//mug//sapF//pgk//narL//mdtP//mnaT//glnK//alkA//rpnB//argS//ybcC//dnaJ//ybaM//gatY//rpsA//yafE//cnu//yfgJ//fimA//aldA//moaE//yiaF//acnA//helD//ampD//nrfC//bdcA//yidQ//wecB//yfaL//tyrR//guaA//aaeR//cvrA//rfaH//folP//rffM//yhdH//ubiI//copA//htrE//pck//zitB//waaG//lyxK//yggE//rlmA//ydeO//waaZ//tcyJ//livG//ybaE//truC//gcl//trmJ//sodC//rlmC//ldtE//yabI//hscB//ycjD//yqiJ//dgcF//cusF//bisC//livH//yfgO//hslJ//pheA//
GO_0017148_8	ssuB//flgG//ldtD//fbaA//dnaT//tyrS//yfbS//yphD//gldA//mdtA//puuC//cysB//proA//tatC//moaE//suhB//ssuD//trkH//fadH//hslO//yjhG//potH//csiR//cstA//
GO_0017185_8	pstA//
GO_0017189_7	ybjD//
GO_0017198_7	rhaB//
GO_0018011_7	yajO//
GO_0018012_8	entF//
GO_0018022_6	rpmB//
GO_0018023_7	napC//
GO_0018063_8	ytfR//preT//glxK//torI//hyaD//
GO_0018065_7	pabA//recB//rof//ybiY//nanA//
GO_0018070_8	dacA//tyrS//
GO_0018104_8	gpsA//speF//carB//murQ//yoaB//rpsD//glsB//fadM//
GO_0018105_8	yihI//murG//oxyR//
GO_0018106_8	mscM//dkgB//ahr//umuD//feoA//pldB//astB//yedF//ybcM//mocA//tktB//rpsE//bamE//yhdJ//ubiB//codA//dgoD//gcd//rapA//pdxK//garD//ldcA//aroG//deoR//mglB//torA//fadM//yegV//proV//
GO_0018108_8	dgcQ//holC//endA//ulaG//dkgB//
GO_0018117_8	yijE//
GO_0018125_6	sdhC//
GO_0018126_7	yraI//
GO_0018130_5	tbpA//ftsQ//yqaB//ftsH//mrcB//appC//zitB//asnA//nirC//nirD//hipB//frc//hldE//cmtA//rclB//pgi//cysA//ldrD//ybhF//epmC//torR//rpsS//entS//leuS//tsaC//xthA//fdoH//ynaI//tisB//nfo//ravA//fryB//phoR//dgcT//appB//ttdA//tyrA//insI-1//atpF//pyrH//mcbA//mdlA//glvB//talB//yqgF//arcA//bglJ//rpsR//rpmB//ilvN//metR//cpxR//cysM//ybdO//aaeA//ubiB//zapB//yadM//yhjC//hupB//cyaY//insI4//yiaN//bglA//yaaA//nirB//priA//dhaL//ydjE//insH-5//pgm//hsdM//msrQ//pdxA//sgcE//gyrA//yadV//recR//hslU//bdcR//ugpA//cbrA//norW//ygbM//galK//ybjG//thrA//fliM//eptC//scpC//fklB//yfaU//arfB//amiC//metB//rhtA//malS//evgS//caiE//mepH//cysE//yqcC//fixA//ygiV//yraI//rpiR//mhpR//ldtA//ydgA//hofC//fdnH//hofC//fetB//ldtE//higA//relE//sgbU//hisA//yihW//fucA//nusG//phnK//treC//ynfE//pflA//cstA//rph//topAI//lldD//waaS//ybbY//puuC//ubiA//ybhJ//tsr//citE//ybeQ//flgF//yhaJ//insA-2//rpsT//gspF//yhjR//hslO//treF//moaD//elfC//pdxH//rhaS//yiiD//wzc//dcm//glgP//nuoH//mtfA//cpxR//entD//rluA//cyaA//insI-1//cobT//oppD//waaZ//lpd//aroG//csgD//bamC//arsB//btuR//speE//fadR//ulaE//malZ//envC//asmA//ybdN//frsA//ycfL//pdeR//bsmA//proW//mrcB//ybgP//cysI//ygfA//thiD//folE//yafQ//cysK//ydeM//cspC//pck//adiA//dgoT//yjtD//btuF//mdtP//mhpC//emrB//hcaR//rplM//mutL//lepB//yghG//eno//hemL//acrD//ldhA//dicC//patD//mlaB//ycgB//slt//aroK//prmC//yjhC//ulaG//glpK//cyoC//ybiY//yjeH//yqiG//ibaG//alkA//gatB//yihX//atoB//thiC//kduI//glpF//sxy//yhgF//rplX//sufD//hslO//yfiR//sulA//hcaE//baeR//mraY//idnK//aidB//yhbO//ispB//torC//skp//oxc//bioD//rplD//ydeO//tauA//lamB//lepA//gcvA//lepB//mqsA//fixB//prlF//accC//fabD//cvrA//iraD//lsrR//puuR//xapB//ymgF//speD//mdtM//ydhJ//essD//uvrC//ygeR//ibaG//yhbQ//cptB//umpG//rpiB//ybaO//ompF//fdnH//lhr//rutF//ssuD//folC//sdhB//potC//sutR//ydfG//accD//rutD//wrbA//eutN//hflC//dbpA//dusC//yfgI//allC//aroD//hycH//alsA//glmM//ftp//nfo//cusR//feoB//dtd//flhE//barA//acnB//yfeR//opgH//fliA//yhdZ//prs//rhtC//dapF//deoB//fryB//surA//tdcG//hokB//rcsD//acrA//menH//recQ//ykgO//crcB//polA//fumC//rpoS//ldtB//cysN//sulA//tolQ//fucK//ygiN//prfA//yihQ//yagI//lolA//pta//gsiD//ompC//minD//phnP//raiA//cysD//frmR//rcsC//nikR//lgoR//xylA//ygfZ//hflD//ygbM//aceK//ybiT//alsC//yhbO//allB//hpt//acnB//dhaK//bglJ//glmM//casC//glpR//glnD//pntB//cytR//glnB//
GO_0018131_6	lptA//galR//
GO_0018160_8	queG//
GO_0018175_7	rfe//
GO_0018193_7	malF//hipA//cusF//yabI//yjjW//asr//cusS//hofQ//rplW//helD//ibsD//nuoG//ugd//ydcS//alsK//acrE//avtA//qseB//sgcE//csiD//slyA//treF//dnaT//gppA//alsA//mtgA//fadL//hflD//tyrS//rlmD//nanC//bisC//yafN//ratA//trpS//ilvL//rhaS//fimC//rplA//napC//mltG//yfeD//ghoS//ycgR//narK//fdoI//hybO//yidR//fepA//purC//exuT//thiG//setA//ubiE//melB//ghoT//bamC//rpoS//ulaF//cpxR//rsmI//ccmH//insI-1//ahr//metI//napA//ghrB//ptsH//yieH//atpH//thyA//
GO_0018194_8	fumC//hns//
GO_0018195_8	shiA//
GO_0018197_8	xanQ//iscS//
GO_0018198_8	tcyN//kdgK//puuB//ybiI//atpB//rne//glcC//pinQ//
GO_0018202_8	ihfA//acs//bcsQ//gppA//rlmI//mcbA//yejA//panC//basS//cheZ//rsmJ//glpG//xylB//rlmN//rplX//phoA//ppiA//npr//glyS//lpoA//yifB//metI//yhdH//panZ//ulaD//arnF//puuE//coaE//yddM//
GO_0018205_8	pliG//murD//lptE//exuR//gltI//yibA//yfhH//ydjL//rpsN//rfaD//ycdY//
GO_0018206_8	oxyR//
GO_0018208_8	yhaJ//glgA//yegV//queE//uxuR//rsmH//yihS//tdcB//
GO_0018209_8	rbn//glpR//pncB//carA//fabR//yieL//rpsI//
GO_0018212_8	ydiK//yjbG//yjhI//surA//yahO//
GO_0018215_7	pdxY//map//
GO_0018246_8	kdpE//
GO_0018247_9	pheA//
GO_0018249_7	carB//
GO_0018282_7	yiaB//cobC//
GO_0018283_6	cedA//pinE//
GO_0018298_7	rdgC//
GO_0018307_7	mdh//
GO_0018315_8	wrbA//
GO_0018339_9	casD//abgR//
GO_0018345_8	xylE//
GO_0018364_6	ycfJ//rlmM//
GO_0018378_9	nuoG//tdcG//ybdM//
GO_0018393_10	rrrD//citX//
GO_0018394_9	citT//ydcR//bglF//
GO_0018410_8	xylG//
GO_0018909_5	polB//
GO_0018937_4	arsB//
GO_0018958_5	hflX//sdiA//dtpD//hlyE//higA//dgoD//fabD//sfmC//fkpA//hycH//cyoD//
GO_0018960_4	tomB//
GO_0018962_6	glgB//cspB//ribD//yihL//dbpA//
GO_0018973_5	gatZ//araA//
GO_0018974_6	nac//dhaL//
GO_0019042_6	pfkA//
GO_0019043_6	rutR//gcvH//insA-1//
GO_0019046_6	ybjC//ybiT//yihQ//
GO_0019048_6	matP//argP//aldA//rplM//
GO_0019062_5	yebK//
GO_0019068_6	asmA//arsC//
GO_0019076_6	btuC//rraB//recT//galU//
GO_0019184_7	fetB//edd//wza//tauB//yaiW//dadA//dxr//sgrR//mhpB//lldR//
GO_0019216_6	tolA//argC//amyA//yraI//
GO_0019217_7	thrC//rpoA//minE//
GO_0019219_6	rseP//entS//rclR//fecA//nanK//bioD//carA//ugpC//fimC//sohB//dtd//yecS//glcD//fadL//rluA//nrfD//cutA//yhjV//sfmF//zapB//uxuA//adeQ//ubiI//yeaD//phoB//gntK//acrZ//cdsA//glgX//hprS//lspA//arsR//yidA//yiiM//mdtI//yqiI//yghU//secG//fabR//yeiG//yfdK//ompW//guaC//yfcF//aaeB//melR//yqgF//pncB//yheT//hyaB//tsx//nuoE//yhaO//exoX//dcyD//rihC//yhjX//fixB//dkgA//rsmJ//livK//speG//wzzB//cysS//mutY//mntR//mmuM//xanQ//hisM//psuT//zupT//yedX//cecR//lptD//ycbX//prmA//ybdH//dicC//hslU//bioH//feoA//frdD//yebS//gadE//rffT//kefC//gstB//hypD//betI//paaC//rcsC//hyaD//phoE//argS//tauB//flgA//truA//glpG//lepA//pyrD//tdcD//bglH//ybhA//znuB//ybdR//yagI//yhaC//phnI//murP//rhaT//pstB//cydC//thrA//queA//sapC//plsB//yfgO//queG//ung//livK//umpG//glcC//xylF//potF//yjeH//nrdA//lptC//prfB//dgcE//dgcQ//fucK//prfB//djlC//nuoN//gph//yabI//yddM//rluD//fadR//rhlE//gspF//rsuA//setC//speB//rpoS//glsA2//ybdH//nuoI//insI3//dsdX//sdhD//sufC//xdhB//thyA//ydhC//yddA//murQ//dnaE//fdhD//yebS//yibH//lpxB//bioB//radA//sbmC//ftnA//tdcC//ykgF//frvB//dnaC//lepB//gcvP//cycA//trpE//yhcF//mcbA//iap//ydbK//crcB//rluF//clpA//sucD//rpsO//tauD//priB//dsbG//patA//gspI//hycI//ortT//cspB//fepC//plaP//ulaR//gshB//lgoR//yqiH//rspB//tilS//arsC//frmR//gatZ//mepM//degS//cydA//udp//lsrR//narX//nrdB//yafE//mdtO//hisH//rbfA//rutC//satP//aceB//btuC//hyfR//mmuP//prc//ypjD//adeD//ibpA//rzoR//fre//infC//moaB//cysB//adhE//aspC//yeaE//nadD//codB//xerD//prmC//ompL//mutH//ynfH//cynT//yqgB//ygfZ//nikD//narJ//modA//rbn//puuP//puuD//sspB//hofN//pabB//yhhZ//ygfA//livG//mlaF//cpsG//curA//livK//argR//prpR//ivy//rpoE//glnP//idnK//hprR//oppD//fimB//eptB//mcbA//glnE//hxpB//yhjR//ygfX//waaA//lsrA//avtA//motA//insB-2//bglJ//nadE//nadB//tsaB//speC//agaC//clpA//yebQ//mprA//eutN//kup//adk//iap//ptsI//ybdN//
GO_0019220_7	nadD//adeQ//rutB//curA//yciE//dhaL//zraR//srmB//fadE//acrF//
GO_0019222_4	ribA//waaS//ogt//ydiR//apt//otsB//mdtD//phoA//grxD//sgcA//kduI//yjhC//sgcE//gapA//waaU//umuD//cirA//uspE//tolR//dxs//ybdG//rpiB//yacG//aldA//ribA//mgtA//kdsC//pyrD//hda//kbp//yijO//fabA//pdeR//kefF//fau//fabB//fetB//nadD//puuR//panF//fau//katG//fdoH//pdxK//yadV//psuG//pyrL//adiC//arsC//dmsB//yciT//mfd//yajQ//rsfS//ydfH//yddL//yieH//fepE//dinD//ydfD//yebK//rpe//rbsA//rplQ//tauB//motA//tolA//cnu//etp//yehD//sbcD//norR//mgrB//recO//malX//oppA//hupB//iscU//nuoL//recG//emrK//priC//cysZ//moaE//rnd//lysC//yggD//yagE//flgI//mazG//ushA//hupA//yefM//flhC//rpsM//dppD//kdpC//pitB//relA//argK//yegS//mntH//ybjX//feaR//lgoR//rplC//ygiV//iscA//yciH//torR//nikD//glgS//fabB//yjjU//phnL//dsdC//cutA//syd//sdhC//flgI//ychH//ybcF//srlA//gltI//ymgA//rhoL//nhaA//eno//yehP//hisF//cbl//hemH//ppc//mntP//bluR//yieL//sapA//ridA//ldtA//gltS//ppsR//agaC//viaA//yadG//endA//hofO//folC//ychO//ptsH//uxaC//waaB//fixB//csgE//recF//iraP//lptD//xylB//gltB//moaE//ihfB//entE//sspA//rcsC//coaD//rhtA//opgB//ydfD//miaB//ubiC//ycbX//trg//mlaD//ygeR//adiA//bsmA//ebgR//ldtA//nanE//ydiP//sbp//csrA//ampG//hpt//entE//yggD//ugpE//glpR//yqgF//yfhH//guaB//fdoG//lysA//idnO//potI//satP//ubiX//lpxT//phnJ//proB//sgcX//mscM//hisP//kdsD//ttdT//yhgF//osmY//fruA//rclR//aroB//nlpE//yiaT//clcA//rsmA//aldA//ycjP//rpsM//umuD//wza//yfaE//uvrB//clpA//rplQ//exbB//lptA//trkG//glgB//rlmB//nepI//ycjY//xanP//flgF//nuoM//fadB//yaaJ//ivy//hisC//paaE//tatC//mnaT//lrp//uvrY//ascB//artI//prpD//mdaB//yiaU//sdhE//dgoA//kilR//yejF//pfkA//cobU//aroC//dapA//thiM//secG//zapA//exbD//trpS//arsB//cueR//argH//mntS//argD//rpsI//waaG//agaD//yafC//yjiM//ybeY//pheM//greA//yhjR//mmuM//dgcT//narI//yciF//ftsA//clpX//paaA//argA//rodZ//hyaB//malS//ogrK//manA//proV//rfaQ//phnM//yihT//rpsB//fadJ//yadC//yciH//purA//rep//ybiS//yghO//ibsA//potF//lpxB//setC//guaD//tatC//agaR//cueR//yfeO//dtpC//yfaL//yqaE//aldA//cysG//rapA//fabD//rbn//bglJ//recO//htpX//uxuB//rpnC//fecB//secM//ibsA//xylH//wcaC//yjjV//tonB//ymgA//ldcC//iraM//ftsQ//ybfA//yiaO//yehX//rpoH//pheP//glnB//pphB//mcbA//wcaB//pcnB//nirC//dapF//yhfK//trpD//yehD//mdh//dnaE//eptA//nsrR//speA//tsf//wzzE//aphA//ssuC//cysD//argA//dsdC//argA//atpD//rpsR//nrdB//btuB//ompN//yidD//ftsW//accA//thrL//yebC//gloB//xseA//
GO_0019242_6	pdeF//
GO_0019243_7	hyfR//galR//gpmA//mltA//rpsR//cpsG//hpf//vsr//hisF//yajO//ariR//dnaC//emrB//ilvH//allC//yeaD//yjjV//nanR//yihU//cysD//hisG//uxuR//rssA//tusE//
GO_0019249_6	ldrB//
GO_0019250_7	fumC//
GO_0019262_6	ydcP//cynX//bioD2//phr//ackA//hfq//astB//
GO_0019264_7	ibpA//
GO_0019272_9	yidQ//ytfR//
GO_0019284_7	panD//glpB//glpB//
GO_0019285_5	csiR//tap//
GO_0019288_6	emrE//mngR//aldA//bglA//
GO_0019290_5	ffh//pgpC//yciV//prlF//ddpX//ytfE//ubiA//yedA//
GO_0019292_8	yjgX//
GO_0019294_6	hcaD//tatE//rph//asnS//
GO_0019299_6	fruK//bcsA//yagG//ubiE//yehT//sgcX//alpA//
GO_0019301_7	dinG//dicC//secY//ycgV//sdiA//kilR//rplS//
GO_0019303_7	yrfG//fieF//
GO_0019305_7	flhC//
GO_0019309_7	dusC//
GO_0019313_6	nfuA//dkgA//agaC//
GO_0019314_7	ubiE//argE//ampE//
GO_0019316_8	betA//yhcN//nagK//
GO_0019317_7	ygeR//ftsI//yfgO//cpxP//aidB//iap//
GO_0019318_5	mglB//hisG//cspI//spy//ruvA//nanK//nupG//nrfA//sdhC//gltK//pnp//nfuA//lepA//rplE//garR//feaB//groL//tehA//rtcB//torR//ubiX//hisG//lepB//tqsA//ybaK//carA//yecS//pbpC//gatZ//dinB//yqgF//gadE//rrrD//treA//yfjV//lexA//prlF//ppx//yagE//mdaB//yneE//scpC//yadI//hypB//prmA//potB//
GO_0019319_6	glsA//msrQ//elfD//iscR//modB//phoA//fnr//yqcG//ybjD//polB//
GO_0019320_6	puuD//sufS//nfi//sfmH//otsB//purL//ybiV//ydhC//fimH//metB//ytfP//ygiW//gfcE//acrB//deoC//lpp//ascF//elfC//yaaJ//ytfE//gatZ//uspB//mdtG//ybaQ//ompL//hmp//tap//
GO_0019321_5	uspC//tdcF//adk//rlmJ//astB//ppiA//garP//flhD//tdcR//srlE//trkG//mrcA//tdcF//yghO//bioD2//hofO//insK//dpiA//yjiY//pabB//dacD//orn//rplK//patZ//prlF//
GO_0019323_6	pncB//pspC//flgJ//frlR//paaG//waaS//parC//puuC//bamA//ygcW//ybjI//clcA//galM//dtpA//chbB//secG//rhtA//ribD//
GO_0019324_6	ftsN//glxK//yjjQ//prs//ligB//
GO_0019326_4	casB//bolA//
GO_0019336_6	gpt//yfgI//
GO_0019343_8	yieH//
GO_0019344_7	priA//adiA//rihA//ybiT//dtpB//rsmE//ykgA//
GO_0019346_7	opgE//
