#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ibpA//rclB//yjiR//paaZ//
GO_0015772_7	ldtE//hupA//oppA//ydeP//bamE//yihQ//mdoG//hypB//iclR//elfD//yfdR//gatC//atpG//tusD//idi//xylH//iscA//
GO_0015774_7	ybiH//yahD//prfA//der//murQ//cobB//
GO_0015778_7	ftp//
GO_0015791_7	lit//rplM//rtcR//exbD//truB//rpsB//cmoM//folX//
GO_0015793_7	hybD//rfaH//
GO_0015794_7	livG//trpGD//ycbX//hofC//frlA//
GO_0015795_7	adiY//
GO_0015796_7	cysZ//ibsE//lsrR//wzb//
GO_0015797_7	lsrG//hyfF//
GO_0015800_7	oppC//ahr//yfdG//ppiA//
GO_0015801_7	atpC//yhdJ//higA//ptsH//rfaC//polA//pheA//sufA//
GO_0015802_7	mntS//slt//yfiR//yjcE//trpB//ddlA//yjiM//
GO_0015803_7	ccmA//ansA//lolE//syd//yfaE//yegT//dnaT//moaA//rusA//efp//mdtI//
GO_0015804_7	rsmI//ygeV//kefC//tatB//hdhA//araB//bluR//dgcJ//asnA//ybdN//cas3//comR//murG//thiQ//atpH//yihV//rcnB//insB-4//pepA//yjhG//pitA//gcvT//hisS//preT//hisS//miaB//fdoG//tsaC//yjiR//grcA//mug//birA//dtpC//
GO_0015806_6	pdeR//
GO_0015807_7	hupB//aroD//recD//rplM//osmF//yciE//garK//dnaJ//yiiD//puuR//ybhJ//glpT//ynaI//dapF//flgH//surE//yedL//essD//nrfG//galP//yihO//yebC//nrdB//galR//rnr//gatY//bsmA//glsA2//glcE//rhsD//fdhD//malE//pepD//hflX//ebgA//ybiY//yfaV//umpG//
GO_0015808_8	rlmC//lplA//
GO_0015809_7	cdsA//potH//aes//fhlA//ybaO//entH//
GO_0015810_8	trmB//oxyR//
GO_0015811_7	prpC//btuF//minD//moaC//yebK//
GO_0015813_6	ttdB//pheM//speD//
GO_0015814_7	hemB//
GO_0015816_6	glcF//
GO_0015817_7	seqA//
GO_0015818_7	etk//phnL//dppB//fadK//fsr//trkA//ydeP//
GO_0015820_7	carA//amiA//mdtI//fepE//gatZ//iscR//hisB//glmS//araG//
GO_0015821_7	recD//fabI//narP//fliT//pspA//
GO_0015822_7	mliC//fliZ//
GO_0015823_7	yqeF//prpD//yjbG//tyrR//yfaV//thrL//mobA//
GO_0015824_7	elfC//ileS//
GO_0015825_8	mazF//
GO_0015826_7	dinQ//menF//ydbK//
GO_0015827_7	yeiE//ndh//xerC//
GO_0015828_7	yahN//hupB//
GO_0015829_7	fadJ//cspD//pdeL//sfmC//borD//lsrB//yidC//minD//ybbW//
GO_0015830_7	ung//glsB//adhP//
GO_0015833_6	dctA//yggF//xisE//clsC//pyrF//alaE//cheA//purR//pepT//ychO//murP//rffC//marR//iscX//yfgI//pldB//lasT//zwf//rluD//gltX//dacD//ygbM//narG//waaS//yejF//rseP//rplT//cysW//aspS//mlaC//ttcA//ybiH//yjiX//yfdO//mrcA//macB//wzc//tas//malK//elyC//nikB//cpoB//fklB//rsmH//rlmB//emrD//glxR//hlyE//tdcD//csdA//djlC//agaS//ygjH//phoQ//ydgA//yiaF//yehD//hsdR//yhaJ//nfuA//ydeM//nei//ibsA//ftsB//xylE//mtlA//fecA//lptE//yhjV//clsA//csgG//hokB//lysR//acrR//bglX//waaL//elfA//surA//
GO_0015834_7	lysU//arfA//ynhG//ubiI//cpsB//
GO_0015835_6	suhB//trxC//yjjI//pspG//
GO_0015836_7	hypT//hdeB//hprS//
GO_0015838_8	cueO//ispB//rcnA//hemH//pgaC//radD//waaZ//iscX//fadK//pfkA//yqjH//ftsB//moaA//
GO_0015839_7	glk//
GO_0015846_6	yneE//rplN//yjjI//yafC//ykgF//mntR//flgI//rsgA//yqcC//pykF//yeeL//fucP//tadA//essD//mhpD//zapA//ccmH//
GO_0015847_7	kdpB//yfeD//arnA//gldA//nuoH//insH-6//rna//chbB//secA//dinG//araF//mhpD//mrdA//yoaB//prfA//
GO_0015848_7	tcyN//hcp//hscC//ppk//pgaD//rhaD//
GO_0015849_6	gadC//rssB//ugpE//mtfA//agaW//arsC//ompN//pheP//cobS//cysZ//nikE//fliL//ruvC//gnsB//zinT//tatD//rpsO//ygbM//clpP//dgoT//dapD//panZ//yqcG//cysM//nhaB//fhuB//yiaO//fadJ//paaH//yfaV//rplL//umpG//mscL//sucC//glgA//djlC//nikD//ybhJ//aceB//intS//gltD//fdhF//ssuD//ilvN//exbD//chbA//fhuF//sulA//sufA//ptsP//yiaF//nudG//fimF//sbp//ahpC//ydjK//ubiX//aldA//degS//insH-5//sfmH//hemF//rusA//ytfP//pmbA//ttdA//dxs//alsK//yqjA//sfsB//rfaG//ligA//agaA//murE//lptC//yhjB//yihT//dmlR//yehW//rpmH//rcsA//ftsL//mglC//yejE//osmE//tauA//rbsR//flgA//dsdC//yrbG//ompN//nepI//frwB//yfcP//ribC//miaA//menH//pfkB//yjiQ//yjjG//yeeL//clsA//waaB//dcyD//valS//mutT//clcB//guaC//fdnH//lgoD//rpoA//mipA//ybhG//dkgB//mlaF//
GO_0015850_6	xylB//aroF//dinQ//glcE//bglX//insI3//yjhP//rhsD//pflA//rplC//nfo//cspG//rcsB//codA//bcr//cysA//rof//putA//plsX//gmd//hslJ//dsdA//nagK//
GO_0015851_6	rcnA//hexR//csrD//atpH//lplA//ibsD//pgl//nrdD//rpmF//caiD//mscK//pgaC//
GO_0015853_8	cysG//hyfC//
GO_0015854_8	aroA//plaP//
GO_0015855_7	tauA//mntH//ispU//
GO_0015856_8	dppF//
GO_0015857_6	ynfK//frdB//
GO_0015858_7	acrA//mutM//dcuA//yphB//purN//deoD//lysS//arfB//yihV//
GO_0015860_7	gfcE//glvC//
GO_0015861_9	znuC//ymjB//
GO_0015862_9	kdgT//opgG//
GO_0015863_8	mutL//
GO_0015864_8	bglH//cca//
GO_0015871_6	tsx//ileS//intA//yobF//yggT//
GO_0015878_6	marR//
GO_0015879_9	ygcO//
GO_0015882_7	hinT//putP//narZ//
GO_0015886_6	yqgB//lpxD//ybeF//dgoD//pitA//decR//cirA//cas3//ulaE//
GO_0015887_7	ubiJ//
GO_0015888_6	metQ//
GO_0015889_6	nusA//aroK//xylH//rpsI//xisE//frwC//mdlB//
GO_0015891_6	tatA//djlC//mrcA//amtB//cobB//yqaE//yihP//yohC//parC//yoaB//hpt//ycbB//ubiC//gnd//malF//
GO_0015893_5	ycfJ//rrrD//purR//fliT//entC//yraN//yadV//fhuB//murF//araB//flgK//uraA//yobA//ydaC//tdcG//nikC//ybiY//hslR//rpnA//yahK//frlA//cpdA//yjhP//dhaM//iap//mrcB//rlmI//malK//pgpA//mdlA//proQ//yefM//queD//ispG//pstC//ldhA//curA//glmM//adhP//mhpB//fryC//nirB//lapA//envC//glsA2//gsiD//rbn//sbmA//galU//gsiC//mscL//fcl//yhdX//lpxL//ascB//rluD//rhaT//otsB//mhpD//grpE//yqeF//pliG//speF//yaaY//prfB//yejA//treC//cheY//csiR//fliS//hyfF//yaaA//entC//deaD//focA//rplD//ggt//abgR//rluF//acrF//ebgR//ttdB//feoA//blr//pspD//hcaF//yciH//ubiX//gcl//lacY//yfcF//agaB//flgG//wcaB//fumC//sucA//fimD//
GO_0015906_6	mdtQ//alsC//fadB//frlR//aldA//
GO_0015908_7	emrB//yebK//
GO_0015909_8	recB//
GO_0015912_8	chiP//
GO_0015914_7	pdhR//ompT//ftsY//tig//yciF//cbtA//rhaA//
GO_0015920_7	btuE//yjhP//radD//lpxH//yfcG//csiR//pepT//yahK//gmd//
GO_0015931_6	hypD//hcaT//gyrB//kdsB//yehA//ybjX//hslR//rclA//nemR//hyfA//gsiB//shiA//
GO_0015936_6	prpC//torC//hicB//bluR//
GO_0015937_7	yejE//glpC//tyrA//crfC//
GO_0015939_5	glnP//ompA//yobA//ahpC//eno//
GO_0015940_6	ugpA//rpmH//phnI//btuD//ybjG//
GO_0015942_6	matP//dhaL//ubiI//gsiB//nirD//codB//cysI//rluC//ycjU//
GO_0015944_4	yddG//cobC//flgB//cspG//leuE//clsA//ftsH//
GO_0015949_5	tnaA//queA//mnaT//secG//bglX//dctR//ynaE//dacC//yehY//rsmA//sfmF//yhfS//yiiD//ebgA//ycgV//accD//hfq//yafO//lsrB//trg//pepB//yhaJ//hybF//phoR//
GO_0015950_6	yehU//ybhS//rplE//
GO_0015951_7	murA//cspC//
GO_0015968_6	ydjE//
GO_0015969_8	hslR//yedX//
GO_0015980_4	frvA//bamC//hdeB//rspB//valS//fic//nuoB//yjiR//pinR//ugpB//phnL//cheA//hdeA//panD//rbn//waaA//fhuF//citX//allS//macA//deaD//crfC//rpmE//agaI//fepG//dkgB//pitA//menH//dinB//selB//gnsB//putA//yebZ//marA//pepT//yijO//cpoB//sgrR//murJ//feaB//ftsW//fabA//ddlA//gnd//rhlE//secB//yebK//htrE//ygbN//tatB//mraY//evgS//plsC//ynbC//emrY//ydcO//tonB//ybiH//birA//tsaD//hslO//plsB//araE//uxuA//rbsK//mltB//tas//rimK//luxS//add//hcaR//dnaK//atpB//cusB//ccmE//zapC//yidK//mglA//bcr//sanA//blr//rsmH//oppC//rcnB//yddA//hscC//
GO_0015985_9	yjbG//csgG//srlD//yfaV//
GO_0015986_7	mcrB//opgE//yrfG//bioD//
GO_0015988_9	fiu//livG//hldE//fimI//cca//rdgB//yqjI//thiG//
GO_0015990_10	lepA//fryB//argR//torY//prfB//gspI//ogt//afuC//
GO_0016024_7	rhtA//
GO_0016032_5	gpsA//sgcB//dmsB//nusA//nuoL//ykfI//hybO//iraD//zapE//yeaD//elyC//secM//rcsD//lpxD//yegT//rplJ//adhE//lolA//
GO_0016036_6	xylR//gpmA//mdtB//surA//rfaB//rimI//
GO_0016042_5	hldE//adk//ibpA//yahB//csiD//mrdB//hisC//ydjJ//coaD//eno//gabP//sulA//ppiD//evgS//pdxA//nadE//sgbE//treC//yciV//yidR//pykA//trg//ydiK//upp//
GO_0016043_3	lacY//accB//ycbX//casD//ibaG//rsmH//csdE//yfjV//bamD//zwf//nadD//fryA//wzc//pnuC//pagP//trpB//yoeB//argI//uspG//pbpG//helD//hipB//ghoT//mdtF//znuC//yjjW//ftsA//ybiS//ygjH//glsA2//ftsW//paaG//phoA//rsmA//lipA//rhtB//yjtD//ybdH//rsmF//sgcR//lysS//norV//hemB//envY//dctA//menH//ribC//fkpB//ycfS//yeaD//argI//ydiB//rimL//ypdI//lsrG//arfA//ubiC//yceO//xylF//rsgA//scpC//maoP//setB//caiB//pstC//pinQ//ybfE//lpxP//serS//waaA//pepT//secA//emrE//ytfP//ybjC//rpiR//raiA//araC//insB-4//yjbE//yebK//msbA//glrK//ycdX//ybdG//dinQ//narG//rraA//envY//dusC//dinB//tnaB//phnH//osmY//paaH//dicA//chbA//nirB//hybF//yidQ//rhaR//dhaK//ridA//entD//fhlA//sbp//ubiI//glnS//atpF//iaaA//eno//dgoR//aroL//gabP//yieF//degQ//csrA//nrfF//malS//ydjL//clpP//mglB//ybiA//yqeF//mdtC//metN//xylB//rpsG//setA//nuoE//rplL//dgoR//pitB//ompR//lysU//alkB//sgcR//rspB//fecA//gabD//iscR//uhpA//nikB//puuA//tamA//ymgA//bdcR//amtB//alsC//chaC//corA//flhD//prfA//ydeI//frlA//rcsC//fdnI//accC//bglH//zinT//manY//ybjL//rpmH//dpiB//emrK//cra//mglA//dgcZ//lepB//chbF//yagE//frlA//ycdY//citT//der//ispG//nrdI//thiM//menI//atpH//arnE//recN//rstB//potE//fabG//cedA//hcaE//hcp//lepB//ubiJ//mhpD//gcvH//lrhA//gspI//gcvH//cpxR//rhlE//yajO//mdtJ//yjjX//proB//yidK//epmB//gltB//ybjC//hemH//tusE//setB//fhlA//prfA//
GO_0016051_5	ybcM//pliG//kdgK//rplX//psuT//rnb//fabI//opgG//glrR//ygiS//lysA//hprS//yahD//secM//yieK//truA//idnO//yahB//pgl//ddlA//dgoR//recQ//yiaT//dgcT//mdtL//yjiA//hdeA//rep//dapB//lpxB//msrC//mltG//yeeA//nrdA//gmd//ftsY//ybdN//elaD//mlaB//secB//fruK//rlmC//ydiP//atoS//nrfA//appB//araD//lysO//asnC//ribE//era//hsrA//phoQ//yhjV//uhpA//ortT//csiR//gspJ//narI//cirA//actP//ycbU//nuoL//gadE//ghrB//yobA//gyrB//srkA//trpE//rplQ//yaaA//fabZ//ibsA//hlyE//acrA//vsr//mltB//yggW//yajD//fliM//rhaB//yghB//hemL//cnu//ttdB//fecB//nemA//dapB//mrp//rhaS//selA//chiP//hemB//ynbD//fabG//dgcQ//xdhB//hycH//ribE//ade//yjjG//rffM//glnP//
GO_0016052_5	yfiE//nfo//yjhH//gph//crr//rstB//rbbA//rutC//cbrC//torA//udp//carA//entC//acrE//ttdT//fruK//rhsD//pnuC//gstA//rnd//ygeW//dut//osmC//yadC//radA//miaB//rmf//hofP//ahr//thiM//hrpA//orn//hdfR//crl//ybiS//glnL//proQ//cho//opgE//napC//tqsA//pgpC//eptB//prfA//fucI//folE//ssuD//lacI//ppiC//amiD//fes//rlmG//rsmI//yhdJ//holC//hcaB//relA//eutA//hsdR//rpsG//yaaU//ybgP//moaE//flhC//xisE//trg//abpB//moeB//uidC//adhE//yfgO//yebK//mcbR//yihW//yebZ//recG//narG//ispF//ugpC//adiY//yccA//mdlB//yihV//yiaO//hofP//ggt//kdpA//amyA//phnG//galM//dnaA//trpGD//pspF//melR//gph//degS//arsC//kilR//phoB//guaB//dppA//sufA//cof//xthA//rpnC//focA//selU//hemF//rhoL//kbp//yabI//gadA//yhjR//nuoN//torR//
GO_0016053_5	ftsN//speB//nadB//mfd//zapE//ypdC//lsrR//ppiC//ugpE//ilvC//yfdO//abgA//araH//pdxY//pfkB//prc//rcsB//yphD//ldtA//rsmB//pdeK//ygfZ//hdeD//apt//leuO//satP//bluR//hypT//amiB//prc//lpcA//ariR//yqiH//hyaB//cysD//kdpE//tusB//phnL//amiA//lpxB//paaB//paaC//ydiZ//pdeL//hyfC//nikC//allD//efp//hemA//yidH//dcuS//melR//ybcL//zapE//rnhA//atpA//argK//cdh//rfaE//glpK//insH-6//malF//hyfC//yijO//hisD//btuR//chaC//groL//yojI//rplY//hemH//arnF//glcE//frdD//priC//bcr//mcbR//ilvD//katG//ogt//secG//hybA//yceO//efeO//fbaA//nanA//wcaB//ypdB//dam//pliG//mdtC//ung//mrcA//hfq//tsaB//aspS//ycbX//yghU//nudB//gltK//fbaA//nrfD//yieE//sapD//rlmI//fimH//narK//ptsI//murQ//sfmC//fieF//hisI//fliZ//prc//ybgQ//pspF//ygaV//cpxA//ftsK//flgM//yfjR//waaZ//sspB//idnD//yafN//ubiB//chaA//fbp//yhdJ//rfbB//lpxD//lpxD//higA//clsA//obgE//proB//folP//queC//dppF//yagI//rfbB//nsrR//ygeV//fucA//yghO//raiA//ftsX//zinT//ydiF//pdxB//hcaC//acrZ//abgR//lsrG//cmoA//adhE//tatD//oppA//nikC//wecB//lysC//fimF//yfcA//lpp//sfmH//tdcC//bssR//plsC//panC//mdtC//elbB//degS//kdgR//yghU//mdoG//yhgF//insA-1//fur//uhpC//acpP//hipA//araA//ddpA//ada//yeeJ//rssA//lplA//glnP//rsmA//
GO_0016054_5	ytfT//bluF//rffG//hcaC//metL//ynjA//rfaD//ydfD//ldtC//ugd//speE//rfbC//paaC//metH//etp//yhaV//ydiK//scpC//uidR//yggW//leuE//mngB//mdtG//ralR//ychH//rpsD//aroB//rpsQ//napD//csdA//pliG//murB//ycbU//gspJ//katE//folP//kgtP//hflC//araH//sgbH//htrE//yhbO//zitB//rplX//ycjW//ybiW//speB//yjbE//hyaC//ybiT//ilvB//dgkA//yidK//grcA//ldhA//zipA//adiC//prmA//otsB//arfB//yrdA//yphC//yjjB//flhC//pitB//trmA//betB//yiaT//galU//pheT//oppD//thrL//gph//acrA//yaaY//yajD//tktA//fepE//vsr//acrD//rlmH//cydD//yhhZ//mrcB//purR//sgcX//gor//ftsP//exoX//galK//ycjP//cedA//essD//insI1//cueO//cadC//flgG//dppF//pabC//ygcR//nuoL//rsmI//fetB//tap//phoB//fur//fepA//lptC//flgF//guaC//rffM//acrF//uof//pgpB//yadN//basR//cadC//bipA//yijO//hsdM//phoU//gadX//agaS//phoR//spoT//fixB//ycbV//bhsA//asr//hcaC//xylA//udp//hybO//fepG//dacD//narQ//msrQ//ybaO//dgkA//recX//patA//argF//lgoR//tdcD//paaG//pepB//ynfF//leuO//yagG//tcyP//msbA//tisB//yfiC//cpxR//cas2//
GO_0016070_6	ybhI//smrA//paaD//nuoH//ybiJ//emrK//gstA//phnN//chpB//metH//rsmJ//trpC//aspA//rplA//srkA//ybbN//rpiB//ygjK//araH//pncB//satP//trmI//glnP//cusC//thiL//pgi//sapA//yoaB//hisG//dhaK//bacA//yifB//suhB//srmB//ftsE//tktB//pdxJ//yhfK//waaG//glgB//pspD//srkA//potF//rimO//prmC//hypF//rfaG//rzpR//rpsR//htpG//paaD//yhiM//cheB//roxA//ygdG//gabT//dnaB//yfhH//phnC//kbp//sgrT//lolE//metK//ydfD//sdhA//hdeD//der//roxA//gatY//ldtD//ykfI//mreC//yafN//waaH//rapA//dacC//mscL//zapD//cysD//fadD//glcC//wzzE//purU//dppF//frdD//rbsA//htpX//ghxQ//yqcG//sbmA//accA//adeD//yfjV//dcuB//umpG//relB//cysC//ugpC//serA//rclB//rarD//sfmH//rzpR//glmS//ynaE//relA//rpnA//insF-1//sfmD//uacT//yfcF//rlmG//fecB//lrp//dinB//lpxL//uraA//yceD//emrD//fumA//cyoB//rpmC//lit//rfaD//idnT//caiT//leuO//glpR//entH//sgbE//alkB//yaaY//lacZ//hsdM//hycA//oxyR//nanT//menC//thrA//sgcA//zipA//amiA//fcl//rfaF//mdlB//envC//eamA//ybiA//ratA//lgt//ampE//yoaB//uhpT//yjbB//plaP//rsmB//rpsG//gpt//recQ//fruB//napA//rplX//tabA//rlmL//cysM//yceD//hchA//yjcE//insA-1//yedX//sufC//uvrY//sapA//uspF//mltB//bioB//yjiM//btuC//mioC//waaB//deoB//napB//glnQ//pntB//queA//nanS//pbpC//bacA//macB//pabA//mgtL//pphB//tehA//glnH//dsbA//flgI//aroF//hokE//ycjY//ilvN//mutY//adiY//araH//yhfK//mzrA//pdhR//glpK//fabZ//fhuD//yiaT//uhpT//yhdH//fimF//yjiR//feoB//btuE//sohB//fimA//idnT//aaeB//ptsN//rsmE//fliM//rclA//ybeY//chbR//hlyE//glrK//aspC//yaaU//cueR//tsgA//metE//kch//nanA//pheA//mtlR//patA//argD//glgS//ssuA//eutR//bglH//phnG//def//fsr//tdcB//ydcO//tamA//serB//pyrC//truD//ppiA//lacY//ebgR//stpA//gspI//yejB//ybcC//phnC//mog//ybaQ//yphC//paoC//elfA//rsmE//cbl//intE//nhaA//fimA//mdtF//cusS//yhaV//ghrB//ygiN//yhjG//frmR//hldE//yfeD//aspS//aroP//deoD//setB//mdoD//kefC//glsA2//feoC//ydeO//ycjP//ttcA//uvrY//flhD//melA//ptsN//
GO_0016071_7	yahD//nuoL//nmpC//secY//yidA//napC//yeiG//aes//sfsA//rutR//mraZ//vsr//lysA//flgE//narH//
GO_0016072_8	yddA//cspD//cbrC//adhP//fdnH//yjhG//yefM//cspI//rmf//cheW//galS//znuB//trxA//yfdS//yciH//alsC//yhbS//nadD//entB//gldA//iraM//pdeL//yciE//ppc//glk//tauC//asnS//bdcA//asnA//bamB//agaS//mdoD//narZ//slyA//yoaB//gltL//glyS//rplM//rhaR//cyoA//dapF//appC//mltB//lipA//
GO_0016075_8	allD//yqjA//
GO_0016078_8	bglB//
GO_0016093_5	degQ//ydiK//
GO_0016094_6	gltK//hisD//
GO_0016114_6	dcp//
GO_0016137_6	afuC//
GO_0016139_7	moeB//
GO_0016226_5	yehZ//nsrR//yfcG//narJ//artI//sodB//atpE//frlA//rpoH//prc//rffH//recE//kdgR//phoQ//ybbY//astB//phr//mepH//
GO_0016259_7	fadA//napD//ykgM//sppA//
GO_0016260_8	ygiS//csiD//pepD//
GO_0016310_6	rnr//casD//speE//hemB//menD//smrA//allC//dacD//dusC//bioP//pepB//nuoL//aspA//gmd//wbbK//pyrC//lpxD//proA//artI//ldtC//malK//hyfA//sspB//ubiJ//dcuR//pgaD//rpmA//hscC//wecB//msrA//atoB//pdeK//thiH//ygcR//yraK//ampE//yaaJ//ispA//yfjR//narI//hemD//aidB//rpmG//patA//argC//rplY//hemB//oppC//yfiC//yfhM//ynaI//pgpB//arnE//ydcM//hslJ//ynfE//nmpC//yoaB//rnpA//evgS//pdxA//garD//ygjK//fumA//recB//cyaY//yieL//ycjU//rfaF//yrbG//tmk//fdrA//fadK//yccS//ldtB//ilvE//wzzB//gadW//hcaR//stpA//secM//yjcE//pflB//rlmG//potF//rutD//dkgB//glpX//setB//yhjA//rsmB//elfA//rpiA//potB//pgsA//mpaA//tesB//cadA//flhA//yahD//tmcA//nanK//folX//mdtB//ilvL//ldtE//sstT//erpA//frdB//ghrB//ftsL//mnaT//yhhY//psuG//recJ//hybC//gshB//
GO_0016311_6	bglH//pnp//yiaL//mdtM//eptC//folM//ygiB//truB//apaH//cysP//lpxC//sgcX//glgA//aaeA//thiH//glsA//kbaZ//appB//murD//appA//garP//ibsB//norV//proS//ndh//pykA//rnb//mlaC//frc//intS//tatB//gcd//hscB//glnA//rpiA//mrdA//ybhG//puuD//flgJ//lon//pstS//paaK//miaB//cmtA//ygcW//cysP//folX//kdsB//zapE//yghU//chbR//bfr//atoC//clsA//rcsA//kefF//narZ//rpmB//nuoH//insI4//sspB//
GO_0016458_3	hslO//sgbU//
GO_0016477_4	ppc//
GO_0016485_6	thrL//yebS//lit//gpmM//ygiB//sgcC//ycaO//ycjR//argA//
GO_0016540_7	yhjX//yiiM//
GO_0016553_7	sodA//
GO_0016556_7	ydfD//
GO_0016579_7	kefG//
GO_0016998_5	ydiB//
GO_0016999_5	purN//gltP//mocA//ybhS//glpT//lgoT//fabR//aas//trxC//rdgB//aceB//ddpX//iscU//ptsH//rnc//csgG//sdaB//malK//lgoT//argE//cyaY//frmB//lamB//nemR//nadK//ileS//trpGD//bcp//rhlE//idnK//nrdA//thiH//ftsX//rplC//paaX//gadE//rppH//mngB//mnmC//hprS//dppA//lon//alsA//uspC//macB//amiA//yajO//nuoB//yccS//potF//yebG//fliZ//tatE//udk//nanA//folM//
GO_0017000_5	poxB//nikD//yeiG//nudC//fabB//pal//
GO_0017001_5	bamC//alr//yqaB//narK//cspI//polA//cas1//betB//asmA//sapD//nuoH//rof//asmA//glnS//hslO//metE//fadM//mnmE//menD//glnH//phnC//
GO_0017003_8	aphA//lgoT//polA//sfmH//nrdH//arfB//
GO_0017004_7	glmU//yraJ//rsmA//yjjV//fdoH//ycaO//yojI//mzrA//hicB//rlmC//trkG//
GO_0017006_7	aer//trmD//cobB//feoC//aroC//yaaJ//
GO_0017013_7	bluF//rplB//
GO_0017038_6	asmA//tolC//ygaV//
GO_0017144_4	fabD//hofM//rfbB//hisQ//lsrR//cusA//yojI//pgsA//thiE//pinQ//bluF//folX//sanA//rppH//rrrD//dsbD//fepC//ygeA//selD//tolQ//recF//maoP//cutC//entD//rffH//rsuA//valS//hemG//dmlA//mdtO//pbpC//secY//bcsA//fur//argA//sad//pheM//pyrL//zntA//envZ//gltP//abgR//bamE//rhoL//mqsR//folX//cspB//arsR//yagE//mreC//appC//rpsK//rusA//rcdA//yjhB//crl//lpoB//pal//appC//queE//dctR//hyfC//tsaB//ibsE//rhmR//pdeF//yjfF//bolA//yhaO//cra//hipA//ymgA//ilvN//artM//elfC//etp//exoX//cmtA//ihfA//yieE//elfA//garK//ygiV//frdD//flhD//mlaB//yaiW//uvrD//truB//cyoB//sspB//fepB//yddL//map//solA//gpr//borD//symE//ftsW//rbsR//gatA//uxaA//ruvC//purD//def//artI//hmp//insA-2//mnmC//gpt//glgS//rcsA//rho//ccmA//yadC//yahF//yidZ//cytR//dgt//cobS//elbB//ndh//bamE//tar//gloC//rbfA//ybjC//relE//mtlR//pdhR//paaD//clsA//iap//yhgH//prfA//malZ//hypT//cycA//betA//uvrY//mocA//leuE//kilR//cpxP//fic//tamB//uxuA//galR//yjiX//dut//fetB//tnaC//dnaA//cmoA//rhaB//hslO//yiiE//wcaC//menC//gshA//feaB//tauC//frdA//lysR//rtcR//panD//yraI//arsB//fadI//purF//ydcR//sbmA//ydiQ//gloA//tdcC//feaB//frlR//flgF//xapR//pnuC//speE//fdoH//yajL//rhoL//fcl//nrdR//hslO//chbG//rnc//lacY//ypdC//aaeA//pppA//gcvH//bepA//cstA//accC//yahB//mdtK//
GO_0017148_8	metB//pbpC//der//ugd//ygaZ//nrdH//polB//ygjK//acrF//ptrA//wecB//wcaC//nadC//trpS//napD//rspB//rhlB//mntH//slmA//pepQ//mscM//rplN//selA//qorA//
GO_0017185_8	ybdO//
GO_0017189_7	casE//
GO_0017198_7	pckA//
GO_0018011_7	serA//
GO_0018012_8	prfA//
GO_0018022_6	dppD//
GO_0018023_7	ubiJ//
GO_0018063_8	pspA//ibsB//yjaZ//glnH//agaS//
GO_0018065_7	radA//ttdB//glnD//nadA//yefM//
GO_0018070_8	yobA//frmB//
GO_0018104_8	flgD//fimZ//yegT//btuC//metF//rcdA//arsB//dsbC//
GO_0018105_8	tig//entD//rsgA//
GO_0018106_8	yqhC//caiT//csdE//yijE//aceF//yidH//nanA//glvC//ccmD//ydeM//cydA//dacC//phnP//yhjV//secB//ybjL//gph//ppk//rlmF//sapC//bssR//paaX//lolC//citT//ydjM//bsmA//fadH//ortT//ycfJ//
GO_0018108_8	umpH//topB//rmf//yobF//mdtO//
GO_0018117_8	gcl//
GO_0018125_6	lpxP//
GO_0018126_7	yqeA//
