#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//katE//ldtC//arcC//
GO_0010556_6	glmU//iraD//napD//decR//prfB//ydbD//miaA//ynbD//wzzE//rcnA//bacA//napA//gyrA//parC//argI//ulaC//kdgT//cydA//cysS//nirD//hemH//phnI//ansA//coaD//gntR//moaB//glsA1//tusE//ftsL//ybiO//nagB//ilvE//narJ//codB//pspA//yodD//thiP//mlaC//yahI//paaZ//lsrA//amiA//yciT//sbcB//yeaD//glgS//ydiB//dinJ//yjeH//hybA//lasT//gatD//cueR//qseB//tufB//rclR//lysP//yggF//torY//phnN//plsX//tsaB//udk//hycB//nanA//sdhD//yfiC//cdaR//fimD//npr//prs//tatD//narU//nemR//yhjD//fdnH//arcA//fklB//frdD//yjbE//gspF//eutA//tap//cheW//mreC//ydiR//yaiW//fkpB//rpsM//emrK//rrrD//cspA//agaB//lgoR//secG//dinG//hfq//degP//melR//thiM//ydhC//ycgV//osmY//ybhG//dppC//ytfQ//fliK//ugpB//cdsA//lptG//mutS//ttdA//potE//cysM//rsgA//modB//glcD//cspI//dacA//ruvB//trmD//arnD//ccmA//cyoA//ykgF//dpiB//selA//phoB//envC//yeaK//bisC//pck//priB//garD//ybgQ//recB//ymfK//codA//lgoD//fadH//folX//artP//ymjB//lpxH//hycI//ydaN//malP//rhmD//greB//ybdG//ugd//prpB//cbrC//hdfR//arnD//ygaZ//rlmH//rplQ//mprA//gshB//ydjM//xapB//rfaC//insE-1//ydiO//ascG//ghxP//hxpA//ybjN//glnA//yjcO//prpC//yhjV//yqeG//htpG//prmA//tpiA//uxaA//btuB//kdpD//nfsB//ais//nhaB//sufE//nei//yfcU//folP//yjbH//yraJ//aceK//eptB//mliC//yfdO//yciF//scpC//rffT//ftsZ//aroB//glsA//btuD//parC//dppC//cyoD//casD//bioF//preA//fepG//rzpD//hisB//metB//katG//hofO//uhpT//hisA//rpsD//rimO//tldD//insB-4//nhaB//yhfK//ibsE//hyfR//lpxL//yefM//sucA//bamE//viaA//gadA//alaE//malQ//amiA//mlaD//tyrS//gph//miaB//msbA//yjjV//rplK//rnpA//tamB//bcp//ung//tnaA//adeP//asnB//priA//artP//rpoA//selD//recN//atpB//arnB//bepA//rfbD//yihP//dfp//ynbC//lpxM//epmC//hyfR//yoaB//ybcM//ettA//yrbG//hyi//tehB//ascF//yfiF//yjjW//hofN//ftsB//glmM//mhpB//sfmC//pstC//yijO//mepA//ymfA//sanA//envR//hybD//ybdG//cytR//galK//livM//glpF//nemR//mgrB//pinQ//tauB//rhmR//ytfQ//csdE//yaaU//amiC//rpmF//ybhA//allD//tomB//srlA//yghG//mppA//fetA//panF//mpaA//ydjJ//ydfH//cusC//flgE//kgtP//arcB//csdE//
GO_0010557_7	hypE//fliK//pyrB//yedF//arsR//trpE//yceK//dgkA//galM//proX//arnD//yhdX//bolA//feoB//insI4//slmA//ptrA//fadB//patD//glpG//htpX//hns//cusC//gatD//ynjA//rcsF//gcvT//edd//dpiA//pth//cysE//yfbS//rpmE//birA//kdpC//rhsD//lpxH//hycB//rpsM//nadA//sodB//alaC//pyrC//waaC//ydhK//envR//tsaC//ydcP//crl//mglB//ydgA//hybG//zapB//malK//recO//yneE//borD//tatB//yhdH//ispA//dmsC//cydD//speF//dhaR//mdtA//arnD//sapB//rnlA//yqcG//narV//cra//ulaG//secM//kdpF//sgcX//araH//ydcP//nfo//ftsW//thiD//nanE//nirB//
GO_0010558_7	rplL//ygfZ//sapC//galF//recO//sgcX//tehB//rpsL//cycA//glvB//yhjV//rodZ//bamA//ruvB//thrS//ivbL//yihX//wecB//cspG//ygiB//leuO//nikE//pyrE//tauB//gshB//ugpC//narQ//hyaC//dld//nadC//yafS//rpmE//elaA//tmk//ydjH//mepA//yfhM//osmY//paaJ//glsA2//ycjD//rlmA//rpnD//glvB//mioC//dgoA//sapA//potC//clsB//ymdB//ynaE//npr//corA//trpC//dppB//mscK//ynbC//cirA//mepA//yahN//ygbL//lpxT//tktB//purR//yodD//dgcE//mtn//mobA//nagK//dacB//rutF//ymgC//mtnN//yjiA//aslB//yjbH//fur//rfe//ydiR//hybO//nuoM//glmU//crp//hokB//plsC//glvC//metL//essD//matP//putA//dnaX//cfa//tauC//garD//rplQ//radD//sbcB//rmuC//rplM//guaD//nhaB//rclR//envR//gspE//mdtE//yqgB//gatZ//rplO//emrE//cheA//umpG//yjjG//pcnB//hchA//glmS//aceF//gpt//elaD//btuF//fic//
GO_0010562_7	ndk//rhmR//
GO_0010563_7	malS//yiaU//
GO_0010564_6	tsaE//dnaN//topA//yfbR//sgrT//
GO_0010565_6	rhoL//ybiI//sodA//fau//oppC//hypF//
GO_0010604_6	yfiC//paaX//tusD//rutB//carB//sulA//gapA//pyrF//yaaY//tdk//ftsA//mutL//rpsG//yajL//ydjK//rsmH//cadA//zwf//yccA//mnmE//yfaE//fabH//yedF//tyrR//cobC//ygfA//nrdH//ybdO//mdtN//betI//hmp//sbcC//yfbV//rpsN//atpA//gapC//moaB//umuC//pitB//tesB//arsB//mcbA//fryB//pgaC//nrdE//ypdC//caiB//bcr//gltI//yfbU//rlmJ//intF//cmtB//yebS//yfgI//bglJ//hscA//ldtD//moaC//alpA//trpC//metB//prlF//osmY//fabI//ffh//yfcR//cmoA//iscX//ybhG//nfuA//yjiA//hemF//btuB//aceB//lsrR//amyA//purA//insA-1//yfcA//dsdA//nagB//tatA//yagE//gntR//gshA//mdtJ//yfhM//phoR//tehB//xanP//nagZ//mdtO//
GO_0010605_6	glcA//btuF//ruvB//ydjL//rfbB//purD//alaS//yohC//rsmE//cdgI//xapB//rlmI//hdhA//rutC//dgoD//puuP//puuB//prc//gstB//cysZ//yciE//fucP//nupC//ugpB//pdxJ//katE//yejB//mppA//argP//hflC//fimF//ygfA//ybaK//yhjX//dctA//lsrK//glgA//ybhS//yiiM//kduI//fabB//entE//proP//rayT//fumA//paaC//csgG//rusA//dhaL//yjjV//ugpB//yhdX//alaE//sdhE//pgpA//yfcR//cusB//bioD1//ybaK//mtlR//dcd//rutR//fhlA//opgB//frmR//rseP//mdtL//putP//iclR//artM//glxR//ugpE//nudG//torR//lapA//intZ//preA//cusB//iraD//proQ//pyrD//yehC//appB//rplE//ghoS//yfdR//waaQ//ygcR//cdd//dpiA//kgtP//yhfS//pepB//yfcF//fis//yfeO//rplI//prmC//prmB//dnaE//sohB//murJ//yehP//pgaC//mdtK//argE//rcnB//rfbC//ybhI//norV//kdpF//umpG//trmH//dnaG//ycaO//mepS//coaE//crfC//agaD//surE//betI//chpB//betI//yciG//fryA//nanC//acrB//ddpX//entA//gppA//rbfA//dinD//rpnC//hdeD//patD//fucK//ilvN//puuP//dgcJ//rsmG//wza//rzoD//sutR//lgoT//
GO_0010608_7	soxS//ykgM//cdh//aphA//greA//yehT//cptB//csiD//ynjD//clpP//rpoD//leuO//patZ//mcbR//fliA//aes//yqcG//nikE//mntR//accD//lipB//ydiF//ydaV//nuoN//rfaH//yfgI//ybiX//ldtE//btuR//pmbA//tdk//plsB//rsmE//hslJ//trmD//skp//fhuB//yfcU//ubiA//cysG//mutM//fruK//ybbW//acs//
GO_0010628_7	phnL//cspI//lacY//perR//agaC//cysW//yfgO//yohC//sgcX//crfC//arnE//hipB//hslO//xapR//artJ//ubiB//aroP//dgkA//gyrB//rffH//nrfG//fliL//fryC//napA//hupB//ilvI//yehU//tdk//yehB//cysN//epd//dcuC//nlpI//yrbG//pstS//cmtA//envY//ppiD//yfcF//arcC//yghG//pgpA//purD//acrE//yjcO//pphB//panE//sutR//phnK//rcdA//pgk//acpP//fdrA//etk//acrE//mglB//ygiW//alaS//hybO//gltB//yqhD//rfaB//xapR//gntT//moaD//kilR//bamE//rsfS//hcaB//argC//mepM//murA//tilS//narQ//pdxB//cdd//flgA//sbcC//cysA//trmJ//deoC//yghB//yedA//
GO_0010629_7	rplA//wecB//phnO//hyaD//iraP//blr//tcyP//mtgA//lnt//atoC//torZ//ybcQ//ybaL//agaW//ybjL//phnL//ettA//fmt//cutC//dhaL//yrbG//flgC//dxr//manX//fdx//trpR//argA//ycaO//rayT//putA//yadI//kdsA//yhjD//aroL//flgF//yfhM//epmA//zapC//fabG//rsmE//murG//yfdO//tldD//tatE//garD//ybiT//dacC//torA//speE//topA//yjcO//rplF//dkgA//preT//greB//iscU//guaD//ymgC//paaC//patZ//ydiP//tdcA//yeaD//hcaF//yciE//cpsG//rhtA//mdlB//glxR//rpsQ//yfcV//rodZ//idnD//matP//ggt//wecB//phoB//csdA//kdsD//rhaD//bamB//yobF//mcbA//mak//lptD//metB//ratA//yfhM//edd//oppD//csgE//tsr//plsX//fabG//cnu//hupA//rutD//hexR//hcaR//thiH//yggD//rpnC//fsr//yhbS//rplM//ybfE//fhuC//dacB//yeaG//ompA//yccA//cpoB//pgaC//folC//ybaM//hycH//holD//narW//aroH//insB-4//csrD//kdsC//pgpC//yeaD//iraD//dsbA//ygiN//pfkA//
GO_0010638_7	rmuC//metF//
GO_0010639_7	sodC//fsr//rzoR//
GO_0010646_5	sdaA//
GO_0010648_6	pfkB//
GO_0010675_6	cstA//rfaQ//csiD//norW//upp//cspG//
GO_0010676_7	yoeB//ydjE//
GO_0010677_7	hybB//
GO_0010699_4	rfaQ//btuB//
GO_0010810_5	trkH//agaR//
GO_0010817_4	zapD//abpB//frdC//hemL//yddM//iaaA//clsA//fimB//xylR//pheS//fabH//sfmD//nudG//cas1//
GO_0010827_7	caiF//
GO_0010829_7	cdaR//
GO_0010876_4	yajD//
GO_0010906_6	acrE//bioC//
GO_0010907_7	rcsA//
GO_0010911_5	yieF//entC//yiaL//
GO_0010921_6	pspA//mltC//fliM//pitB//
GO_0010941_5	thrC//
GO_0010948_7	rnc//yqiI//
GO_0010951_8	lapB//caiB//
GO_0010962_7	trmL//kdgT//
GO_0010966_8	alsB//
GO_0010967_6	ortT//
GO_0010974_7	putP//
GO_0012501_4	msbA//yaiV//cbrA//thiH//clsB//appC//dmlA//yqgB//yaaA//ftsE//secB//fryA//cdaR//
GO_0014070_5	mdtI//pphB//
GO_0015031_5	rng//patZ//ptsH//tufA//fimB//gloB//hslO//deoC//mcrB//rutG//yhaJ//higA//cdsA//recR//thiD//glyA//sfmH//cadC//yebK//yiaU//yhdX//yhaM//entH//btuD//yfaV//tcyJ//aroE//lsrG//atpF//hemF//thrS//flhC//atpE//entC//rzpR//creB//bamC//selU//rpmB//yghU//efeO//
GO_0015074_6	tdcB//macB//ybiO//ydgA//baeS//modA//hisD//
GO_0015628_5	yqeG//acs//tap//mgrB//yqiG//
GO_0015669_5	rluE//
GO_0015670_6	ispA//
GO_0015672_7	yfgJ//arcC//yihQ//ynjD//emrY//nadC//focB//rfaC//flhE//rplB//kbaY//betA//dhaK//thrL//mdtF//xerC//nuoH//mutT//btuR//efeO//eno//fixA//hypD//leuS//ybiJ//ttdB//rnpA//qseB//coaA//hypC//idnK//yjaZ//yhhY//glpF//codB//ypdA//fabB//hisD//aqpZ//narQ//patA//dgoA//argS//
GO_0015673_9	wcaB//
GO_0015675_9	mdtP//narL//trmL//torI//cysU//bepA//nadD//nikE//
GO_0015679_10	cydC//pyrB//
GO_0015682_8	ppc//dsdX//glvC//artP//mgrB//uxaA//kch//cspI//hscB//rhlB//yhjG//glxR//
GO_0015684_9	uvrY//nrdR//uidA//menI//yehY//
GO_0015685_8	lldR//cpxR//hha//ulaF//fhlA//lpxK//
GO_0015687_7	insI3//paoC//ftsH//fmt//
GO_0015688_6	yibH//glcE//uvrA//feaR//ybaQ//cca//ydeO//menE//trxA//csrA//hyaD//yeeJ//tsaC//gudX//ykgA//murB//ybaT//yqeA//
GO_0015689_8	aroD//aes//glgS//
GO_0015691_9	hslJ//preA//rmuC//ymgC//
GO_0015692_8	rlmJ//
GO_0015693_9	bglF//ubiB//
GO_0015695_6	ascB//ybfE//yahD//aroK//recN//fimB//yobA//atoC//pepQ//frdD//fur//patA//pabC//viaA//miaB//ydeP//yfaX//btuR//ghxQ//yahF//hyfA//yjjI//syd//hypF//smrA//mtlR//cfa//mhpC//narL//hisM//
GO_0015696_6	nadD//phnK//lptD//folA//flgE//agaD//amiC//dedD//cas1//glgA//yddG//luxS//lpoB//sdhB//yceK//yieL//sfmA//fmt//gltI//ycbX//ynbB//yfaX//chpS//yaiW//yfdS//mqsA//mutM//ada//waaZ//rraA//yjjV//
GO_0015697_7	yddM//cspC//poxB//bcp//dmlA//fcl//envZ//ompT//fryB//smpB//alpA//pldB//rhmD//
GO_0015698_7	gabT//priB//cca//ratA//lsrR//pphB//pepQ//pbpG//nadE//yhaO//glk//nuoE//hybE//wbbK//metE//dinB//modB//lapA//msrB//pgaA//htpG//dinQ//yqiH//hrpA//cutC//rclA//galF//bioC//efeO//pgm//lpp//casD//pdeR//rnlB//yphD//tcdA//fklB//alsE//ccmC//mhpB//leuC//
GO_0015699_8	purL//
GO_0015700_8	cof//mnaT//
GO_0015706_6	srlB//cdaR//fis//
GO_0015707_6	zntR//lplA//xylE//yejF//tdcA//nrfF//
GO_0015709_6	flhA//
GO_0015710_8	crcB//bcsA//
GO_0015711_6	gudP//pgm//dnaX//rhsD//ygeW//ymgA//yjtD//mlaE//ralR//hisD//hscB//rplC//rpsM//ralR//syd//hypC//recG//trpS//ybjG//map//pabC//yfiC//wecC//dacD//elaB//lolE//atpA//flhE//tabA//gatA//ybjL//pgaA//yjiY//uhpA//cspD//ftsL//rcnA//yajO//rbfA//borD//ydcM//frvR//lpxM//hisA//pstC//treB//acrR//yqeF//csrD//mnmC//iraP//recE//ompG//rlmD//puuC//dhaK//ybhR//phnH//amyA//symE//chaC//glnE//uof//ndk//sugE//sbmA//fsr//yiaF//ilvE//tap//ygeA//pepA//hycH//tbpA//glgB//citT//sucD//frsA//pspA//tdcB//rsmC//focA//cueR//potE//rutG//xanQ//birA//rnd//rtcR//ydhJ//rhaT//ldtC//paaE//cydC//dtpA//dcd//fnr//cdgI//rpsI//rhaT//potH//tldD//cusR//yhbO//holA//znuA//entC//xerC//hfq//ykgF//alaS//ftsI//waaB//iscU//rpsD//tdcD//livF//endA//fimC//perR//rna//symE//mnaT//pdeL//rpmJ//grcA//trpE//yedA//mdtJ//moaB//trpE//uxuB//flgF//bioH//syd//fhuF//menF//rhaM//feaR//bssS//pspC//ydaC//araH//glrK//
GO_0015712_7	acrF//
GO_0015718_8	ccmE//rssB//osmF//ompR//yddM//yhhT//iraM//trkG//mcbR//rutE//alr//aceK//sufA//adeQ//sufC//azoR//yqeF//shoB//flgA//cysN//curA//pdeL//lysS//yceK//
GO_0015721_7	fic//modC//
GO_0015724_7	yfbR//puuP//rffG//
GO_0015726_8	rlmB//
GO_0015727_7	rpsP//yciH//
GO_0015733_7	ybhR//
GO_0015734_6	mug//ompW//higB//
GO_0015735_8	ynfK//
GO_0015736_9	rplC//
GO_0015739_7	dfp//
GO_0015740_9	rpnA//ybdN//treC//gapA//casE//modC//evgA//acpH//msrP//
GO_0015741_10	ygjK//ynaE//
GO_0015743_10	ada//
GO_0015744_6	chpB//rsmA//cho//
GO_0015747_6	phnP//
GO_0015748_6	rutD//pnp//pckA//ccmE//hcaC//fadJ//gyrB//rpsP//nrfA//yoeB//ptsP//acpH//rraB//ybgI//yebG//
GO_0015749_7	ribF//nanA//zraS//fimD//hisG//argA//rsmE//gloC//ilvE//manX//mglC//ydiR//yajR//gsiB//ilvH//hprS//yedX//fepC//yqcG//ccmE//fliG//mlc//dauA//yjeI//yjhI//ydhC//def//rzoD//exuT//cpsG//fre//infC//yhcN//hofO//livH//tusE//ldtE//appA//dps//umuC//ygiN//gspF//btuC//speC//xapR//
GO_0015750_8	yjbF//yeeO//mdoD//eno//lacY//lgt//ybiW//kdgT//aroP//cheR//cytR//dapF//hmp//
GO_0015751_9	aaeB//malS//tar//mdoD//agp//adeP//
GO_0015752_9	nagC//hscA//btuD//wzc//tsaC//mdtL//
GO_0015753_9	glpR//yehX//yhdW//
GO_0015754_9	accB//idnD//nupX//
GO_0015755_9	moeB//rfaB//bglA//cdsA//znuB//yhbS//rimM//appY//yehY//fadM//lhr//
GO_0015756_9	guaB//tehB//
GO_0015757_9	fucA//sspB//helD//tynA//gadA//gadX//rhmD//
GO_0015760_8	gadB//
GO_0015761_9	yhjV//katG//yehA//
GO_0015762_9	yjjB//
GO_0015764_7	argD//umpH//yigB//sgcA//
GO_0015765_8	pspD//acrZ//ileS//ldtD//
GO_0015766_8	mntH//plaP//speA//menI//gsiA//ilvB//frvA//tehA//mrdA//sfsA//minC//glcB//amiD//nudF//
GO_0015767_9	thiQ//rutF//ispU//nrdE//
GO_0015768_9	accB//dauA//ybjC//frlA//bglA//panE//
GO_0015769_9	fhuB//
GO_0015771_9	mglA//yhdZ//syd//oppD//
GO_0015772_7	cbrC//tauC//rdgC//adiY//narH//gltX//rpiR//ccmA//rbbA//yihQ//napC//accD//rluE//rmf//ridA//allC//tufA//
GO_0015774_7	pbpC//gmk//rihC//tdcD//pphA//pgm//
GO_0015778_7	pflC//
GO_0015791_7	hycI//xapR//flgJ//nupG//selD//tauC//leuE//ftsK//
GO_0015793_7	pgaC//ldtB//
GO_0015794_7	patD//rplQ//gyrB//mdtI//pspG//
GO_0015795_7	queG//
GO_0015796_7	mlaE//tar//codA//kdpD//
GO_0015797_7	fucK//glcF//
GO_0015800_7	zur//ribC//rnc//bamC//
GO_0015801_7	gntU//uvrB//dtpC//frlA//macA//metI//yfdC//mutT//
GO_0015802_7	pdxK//elyC//pstB//gluQ//kdpF//aroC//ybiY//
GO_0015803_7	acnB//pepB//ydcR//ecpR//yggD//gyrA//appA//hflK//paaG//rplY//yraI//
GO_0015804_7	otsB//hprR//artP//cmtA//yieH//uxuR//ftsZ//btuE//pgsA//mqsA//ybfA//alsE//dacC//mepS//metQ//trpL//ulaC//pdxK//ilvB//pheT//apt//bamD//purL//mdtM//flgJ//rplC//pppA//rpe//gloB//gmd//hda//treR//mmuM//
GO_0015806_6	dgoR//
GO_0015807_7	yijO//arnD//gloA//napF//ihfB//dsdA//ybaQ//metH//torS//nadC//talB//mnmE//ibsE//secY//rihB//hemH//lhr//hiuH//rfbX//narK//coaD//lpxC//metB//yrbG//yfiF//sdaB//fimG//yehT//ydhK//holC//frvR//moaE//panC//ubiJ//hcaF//purR//mcrA//sfmH//
GO_0015808_8	ung//glmS//
GO_0015809_7	pagP//lyxK//soxR//yacG//rplC//ynjD//
GO_0015810_8	trpE//yghG//
GO_0015811_7	chaA//pgrR//rnlB//yidP//betI//
GO_0015813_6	rcsF//yeeL//gatC//
GO_0015814_7	bcp//
GO_0015816_6	modC//
GO_0015817_7	tauC//
GO_0015818_7	lpxL//nrfE//trmB//dnaQ//rlmI//pyrB//amtB//
GO_0015820_7	yghG//yeiL//moaE//ompT//rplK//cpdB//afuC//mdtJ//hdeD//
GO_0015821_7	acrA//yafO//cdd//yihT//sbcC//
GO_0015822_7	aldB//mdh//
GO_0015823_7	ccmG//araG//citT//cysI//bglB//dpiB//rhlB//
GO_0015824_7	rho//potB//
GO_0015825_8	secE//
GO_0015826_7	insF-1//smrA//glsA2//
GO_0015827_7	mngB//ftsY//ilvB//
GO_0015828_7	metC//prs//
GO_0015829_7	tauC//dcd//ybiV//cydD//murF//yfdO//yadG//rfaB//cdsA//
GO_0015830_7	ydjJ//hybO//ykgM//
GO_0015833_6	exbB//nadB//mhpD//hisA//rbfA//ybjC//rnr//yphD//mliC//potA//dsbG//fimH//apt//bolA//clpX//evgA//xisR//yghW//ygbM//yidP//waaJ//hflC//entS//deoR//thiH//rhmD//yqgF//cysK//viaA//galF//cdaR//ydhJ//icd//aslB//mgsA//gltP//yhgF//hexR//rcnB//gltI//sbcD//yidQ//creB//araC//cysZ//rluA//ygiB//hscB//yfjR//coaA//tauA//yqiG//ibsE//xerD//ydaV//arnE//nrdF//mreC//speC//nagC//dinD//yidL//uspE//rplI//yaiV//asd//moaE//rsfS//zur//napF//flgI//deoR//araB//sbcB//deoA//entD//qorA//yhcN//
GO_0015834_7	rutR//artQ//yhjG//lepB//rpmB//
GO_0015835_6	yehP//gatY//speG//aaeR//
GO_0015836_7	sucC//sdiA//sufD//
GO_0015838_8	otsB//pstS//atoS//smrA//nanE//gshB//fumC//agaR//mazF//ihfB//yqaB//ynfH//ftsB//
GO_0015839_7	codA//
GO_0015846_6	elaD//ubiE//proA//sbcC//rpmB//ompA//hypB//cheB//mukB//malE//skp//rplM//asd//yfaU//dsdA//tatA//glmM//
GO_0015847_7	rhoL//rpsM//gadE//cobS//puuR//yhaC//ybcJ//ptsH//sucD//waaF//hcaD//znuA//nhaA//ebgR//glpA//
GO_0015848_7	sodB//patZ//hprR//zraR//lgt//dam//
GO_0015849_6	dsdX//ascB//mpaA//dpiB//yfdS//relE//glgP//yjiR//rfaG//gor//elaD//mrr//hofN//ulaB//degS//gpr//nrdI//yejF//adiA//nusA//pliG//yidK//tonB//fepC//hlyE//amiA//evgS//hprS//yggW//nuoH//ulaF//fruB//trmA//cas1//csgB//uacT//dacA//ykfI//slmA//ykfM//ulaD//lacY//metI//mqsR//glyA//exuT//hofQ//yejF//greB//wzc//kdpD//nanC//fryA//metQ//hipB//ykgA//mhpC//gspF//priA//yehU//yciK//sulA//sdhB//mioC//sgrR//ptsH//miaA//hemD//pbpC//dmsB//yejF//metI//dacB//nrdI//trmJ//frlR//wbbK//argP//xdhB//betI//ileS//cheZ//yhjR//nadA//ugpB//mcrA//glgX//insI4//yiaT//yqcG//tcyJ//glmS//ttdR//mdtK//trpD//scpC//fliT//polA//atoC//pheM//leuC//hemN//cpxR//elyC//focB//yfcG//mak//mcrB//focB//yiiD//melB//ydcI//murR//mtgA//nadE//
GO_0015850_6	rcsC//tsr//ybhD//pyrD//rzoR//umpH//gudD//adiY//nemA//speG//cmoM//rpsJ//hns//ycjW//ilvL//iaaA//rnhB//fabH//wzzB//glpD//lsrA//envC//otsA//
GO_0015851_6	nfuA//fruA//gutQ//yebC//kduI//tauB//yggD//ulaA//oppB//ompL//fsr//deoA//
GO_0015853_8	yhiM//potF//
GO_0015854_8	yhaM//yccS//
GO_0015855_7	dapA//cas2//pitA//
GO_0015856_8	fliD//
GO_0015857_6	yraJ//tdcR//
GO_0015858_7	yhhZ//dnaB//ydaC//cusB//hofQ//sohB//dgoA//btuE//truB//
GO_0015860_7	ghoT//insI3//
GO_0015861_9	hyaC//uhpB//
GO_0015862_9	kilR//fruB//
GO_0015863_8	mreB//
GO_0015864_8	ssuB//appC//
GO_0015871_6	ygfI//hypC//ynfK//ascF//hisF//
GO_0015878_6	yehY//
GO_0015879_9	mtn//
GO_0015882_7	chaA//fruK//phnI//
GO_0015886_6	qseC//yehC//nusG//ispF//srlR//yiaF//yegV//frc//folE//
GO_0015887_7	fdnI//
GO_0015888_6	potE//
GO_0015889_6	hypA//folE//tolC//lgoT//tusD//nuoL//rclA//
GO_0015891_6	cdaR//purF//ldcA//ygiV//dsdC//rpiB//feaR//ispA//yjbG//mtfA//tusB//insB-2//cdgI//ybhP//glpF//
GO_0015893_5	kefC//cyaY//yiaB//ydiP//secB//mrr//idnD//mltF//yrbG//fruK//bcsQ//pflC//edd//zapA//flgJ//trpGD//dfp//ulaF//aspA//rssA//fepD//mlaD//zwf//frvR//selD//chpB//lhr//cho//pdeK//hyfF//feoC//ydfD//cvpA//mscM//rclR//tsaE//tesB//truB//mdfA//rhtC//ydaV//recF//mltG//glpT//mak//rlmI//rrrQ//eamA//yiaA//trpR//ffh//lnt//metG//evgA//ymfK//sufD//rcnB//yidR//msrP//astC//bioB//mutS//ybbW//waaL//cbrA//zntA//oppB//hyfC//narW//modA//insA-2//murC//rnlA//atpH//sufS//guaC//yiaO//ycaN//setC//nudF//csdE//ttdT//bacA//glpB//yneE//dnaA//yqaE//dhaR//gldA//proP//nrfB//mepH//araF//opgC//dmsA//dcp//potI//
GO_0015906_6	pmbA//betA//rihB//rhaD//rpsM//
GO_0015908_7	ygeW//pspF//
GO_0015909_8	lysA//
GO_0015912_8	proX//
GO_0015914_7	paaJ//pepQ//bepA//nhaA//avtA//napC//yphB//
GO_0015920_7	potF//aroH//casE//cusR//comR//yciA//asmA//kdsD//ydhC//
GO_0015931_6	yfaL//ynfE//rcnB//ybaQ//hmp//sugE//entS//ldrA//epmB//intE//gabP//potG//
GO_0015936_6	glcB//slyA//sfsB//wecB//
GO_0015937_7	xanQ//diaA//wzb//fliM//
GO_0015939_5	fdrA//htpG//araG//eptB//rplJ//
GO_0015940_6	pbpC//argD//pppA//yjjI//nanS//
GO_0015942_6	flhD//rclR//ybiW//galK//treC//fklB//opgG//rhmR//yqiI//
GO_0015944_4	serA//puuC//yahD//tisB//ampG//rcsF//fabD//
GO_0015949_5	ssuB//yihI//tyrS//cdh//yejA//thiQ//fabA//seqA//rluC//pfkA//kdgT//abgT//nfi//tynA//ygiN//nrdF//glpT//ydcR//gntK//murR//fhlA//waaU//sgcA//ddpX//
GO_0015950_6	insA-1//dinQ//cysB//
GO_0015951_7	argI//menD//
GO_0015968_6	paaE//
GO_0015969_8	proX//hcp//
GO_0015980_4	paaK//caiD//relE//rhaT//secF//trkH//sgcX//appA//cbl//ftsZ//nrdE//epmB//rpoD//gabT//epmA//hcaR//metQ//argG//comR//ampE//dapF//lon//yihS//etp//recF//yebG//cusC//tauD//yceK//ribA//cspI//hinT//focB//alsE//ribB//yfaU//chbF//rhaD//sgcE//uidA//glrK//rlmB//panD//rplI//hcp//dusB//ribF//thiP//casB//dnaT//galE//yggP//gpmM//atpC//yahB//waaO//ftnB//glgX//csiD//elfC//lptD//ygfA//ygaH//yqiI//ybjG//csdA//chbB//yneJ//tdcA//dgoR//miaA//maeA//tmk//gudX//ubiI//rodZ//araF//narJ//yegS//fabR//rclA//proS//lpd//mqsR//glpC//dtd//
GO_0015985_9	sgbU//insH-6//arcB//narV//
GO_0015986_7	fadB//bioD1//tap//carA//
GO_0015988_9	fepA//glnE//speA//clpP//yadV//yggN//galK//ugpB//
GO_0015990_10	yjjX//yciG//dmsB//fryA//xanQ//pdeK//citT//rnhA//
GO_0016024_7	rpmG//
GO_0016032_5	amyA//ydiP//yfbV//asnS//frmB//yhcN//cmtA//atpB//cysC//cpsB//smrA//malS//gsiC//hcaD//rseP//yiaM//xylH//flhA//
GO_0016036_6	rimJ//minD//cysG//mltC//yagJ//cbpM//
GO_0016042_5	tsf//frdC//torI//deoB//adiA//cca//fepE//proQ//yjeH//lsrA//leuA//rffT//yafS//gmk//yaiP//yodD//nrdB//ydhQ//cheW//xylR//gntU//epmC//secM//proP//
