#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rhaD//mdaB//dcuB//xerC//
GO_0006950_3	yfdK//yqhC//znuA//nimT//hcaD//nudF//pabC//yhjC//hcaF//feoB//sspA//phnJ//npr//malF//rffM//pdeH//wzzE//pntA//ligB//nrdB//tdcA//amiC//gldA//casA//nlpD//cvpA//sulA//alpA//pyrE//xanP//ygdG//sdhB//puuP//sbcB//hyfF//ompW//clpX//manZ//glcE//arnB//glpR//rfe//rzoR//fixB//ygeW//trkA//torR//pgi//livJ//insB-2//yehB//elfG//ydeI//creB//moaC//napB//yciF//tatA//yajR//argF//gsiB//entF//adeQ//fimH//sapB//treF//pphA//menC//actP//yhaV//csgE//frvB//dnaK//gpp//cyoC//murC//ompW//bioH//plsB//nmpC//cnu//entE//torD//norW//arnB//ybgP//frmR//cysP//murC//ychO//ygiN//mrcB//ampD//yhdH//truC//hscB//caiT//frr//elfA//bdm//mrcB//mgtL//fadR//bacA//norR//blr//nirC//nirB//bluR//clcA//mrcA//arfB//kefF//clsC//emrK//astC//lptG//rlmE//tatB//ibsB//apt//yfcF//atpB//proW//dauA//dcyD//fadR//lolC//mreB//dsbC//yfiE//rplE//uspE//fetA//mocA//cynT//cpsB//yojI//mgsA//yihV//nrfE//yghB//phoB//hdeA//insI-1//pal//chiP//fur//yafE//ugpB//accB//glcA//gntU//hipA//yhaJ//flgC//napB//bamE//ilvB//cpsG//ubiE//holE//lsrA//seqA//rseB//glcD//afuC//btuD//hisA//ybdR//kduD//fliZ//appY//dinG//feoC//rlmI//arsR//panD//hns//insI1//ynfK//rplT//nuoL//rpmE//sdiA//fimG//rpsR//betA//pepN//alaE//narP//tatB//glrR//crcB//yabI//yfeD//yhcD//pspF//ompR//yidE//potF//entH//yqiI//cynS//holB//insI1//allR//atpH//rimP//artP//xanP//macA//yhjR//sgcC//cysE//tdcA//kefB//kduI//proV//insB-2//araE//ridA//pbpG//fixC//recG//scpB//argH//nagB//murP//rcnR//nmpC//bamE//torY//fdnI//bglH//pepQ//sugE//queE//mnmC//lacZ//gadE//hypA//recA//hsdM//mcbR//def//iscX//narU//yraK//yigB//pspA//mdtN//glpK//yebG//hisA//lpxH//dppA//yciF//csrA//paaH//def//hemN//opgE//uidR//narP//srkA//agaI//yfgO//cutC//ybiO//yqcC//nrfA//symE//glnA//umpH//cho//ompL//setC//fruB//atpC//tufA//iscA//yadG//frdC//hflK//leuO//puuR//zntA//ubiH//rutG//ppsR//uxaA//actP//ptrA//feoC//tauC//ogt//slyA//soxR//sapF//ydfK//nudG//yjjW//panZ//cpsG//frvB//cmtA//ycbU//cnu//livH//mdtN//wecE//yddM//oppB//ychH//hybB//ompA//mnaT//birA//fau//caiD//prmB//bamB//ygaV//tmk//gutQ//ldtE//iscU//fhuD//ulaB//dnaN//yraK//yadV//mrcB//gnd//xseA//narZ//mepM//mfd//ydjH//ndh//glcB//rhtA//lsrG//yebS//pal//ybdM//allB//lit//pbpC//rimI//yihR//surA//rtcB//ynbD//galS//polA//yfcQ//mutS//sxy//prfA//yiaT//allC//guaB//fkpB//fau//ilvI//sfmC//ftsA//ulaA//comR//ispB//hisF//yieH//nrfG//ybiJ//sdhB//amyA//arnE//yieE//fruK//gpmM//purA//ilvD//yggN//pstB//lysS//mhpT//nrdG//nrfD//rcnR//fucK//radA//kdpF//yhaM//rhoL//insH-6//folD//paaC//csgF//cynX//thiQ//csgB//ybiI//queD//ybeF//amiD//pinQ//yhaM//mioC//kdsD//prpB//sapB//csgE//pgaA//yegT//yagF//yieL//fadK//glgX//yhfS//mlaB//rpmB//greA//rsuA//nanR//degS//insI1//lepA//lysO//yajO//miaB//frmB//rcnA//sufS//aphA//lacY//rayT//ompN//thiP//xapB//yihU//slyA//dnaQ//ccmF//mppA//tolB//sgcE//ygaZ//dgt//yjeI//entE//obgE//yihU//metC//citX//htrE//rbsB//pspA//ptsN//pspD//tus//dcuC//eutN//ygaH//deaD//ymfA//xapA//waaF//rbsA//kdgT//accD//afuB//elfA//yqiI//kgtP//pdeH//yhaV//yfiR//ybaL//ygiS//eutR//
GO_0006952_4	ynfL//dtpD//glrR//nuoB//metQ//kdpC//prpC//fimZ//gsiA//qseC//yneE//alaA//
GO_0006970_4	ychO//iraD//rfbX//yebZ//nagC//sstT//insH-5//fur//sbmA//yhjD//glvC//alr//rzoR//fryA//insF-1//trxA//ffh//yhaV//mliC//pitB//lsrB//hcp//clpA//cbtA//gadW//lolD//ffh//arnA//xylE//aldB//rrrQ//crl//nudG//hicB//miaB//rbfA//truC//phnK//
GO_0006972_5	fadA//rlmB//marA//ihfA//dicB//ybhI//ypdI//yidL//tamA//acrZ//iap//pdeD//glnS//solA//
GO_0006974_5	rplQ//entH//fdoG//cysA//wcaB//fabZ//pepQ//mog//glcE//paaB//adhP//ytfT//dnaC//fimD//yraK//mfd//acrF//yfjR//sbcC//cnu//yiaU//ompR//ykfI//dgoR//betI//ydcI//fadB//metE//aer//fabR//yjjG//gudP//ydiO//gadC//ubiE//proV//pfkA//lysC//fryA//gspJ//valS//ybcC//wzzE//gltI//yeeA//ftsY//azoR//hxpB//gatC//yghB//nanE//nimT//rbsK//wcaJ//miaB//pphA//thiC//lrhA//ddpX//ydgA//yhdZ//galF//potF//cyoD//recT//purA//yeeJ//lsrD//pdxB//mcrB//insI-1//atpE//yhjV//rraB//paaF//baeS//cas2//yfbR//sdhD//menF//yhjX//yqjI//greB//sutR//gpmA//yddM//paaH//glgS//murC//phnL//qorA//tomB//fepD//relB//pphB//yjhC//yagU//ampD//ygbN//hcaB//cpoB//lgoR//gsiC//mhpD//yqiI//chbC//chiP//glnH//cca//ccmC//nupX//csgB//rtcB//livK//ydcS//artQ//phr//cysC//oxyR//relE//rplQ//patA//zur//hcaB//pspC//flgA//fadL//aqpZ//srlB//grpE//lapB//ugpC//bioD2//uxuB//insF-1//rpoA//idi//rpmJ//tusB//idnD//narW//hcaD//fepA//fabI//pgaB//hemH//gatC//napB//ybcJ//rsmE//ybgP//macA//bglA//murD//umpH//ykfI//yciV//hypF//fsr//ymdB//ydeI//cspE//gstB//yaaJ//yhcN//recD//sodC//nfsB//tufA//paaC//ssuB//uidA//yhbS//ygfZ//rluE//rlmM//topA//hupB//cobB//bcr//pgl//phoP//fdx//rcsC//ygeV//modC//rapA//insI4//pphA//ynjD//cheA//wzzE//gutM//pflC//lpxM//mrdA//yddL//mmuM//mpaA//grxD//ugd//acrA//minD//galR//mrr//caiB//yfbU//adhE//ycfJ//yfcG//viaA//malG//yihQ//pstS//rfaF//sapF//aroE//paaB//ansB//fadR//nlpA//frr//uhpT//selA//uhpB//ydfD//msrA//ptsG//ybeF//aceA//dgoT//araD//yaaU//dgcN//rlmJ//yjjX//potH//hycI//dtpC//intQ//nupX//caiF//treA//speF//fieF//ndk//
GO_0006979_4	bamC//yhcF//upp//map//clpS//preT//rlmJ//yfeR//gcl//menB//serS//rplR//tolC//malX//ugd//yqgB//flgA//ygaZ//tas//rnhB//mdtI//ygdG//modC//intF//yadI//ydiP//pyrG//ccmG//yahI//abpB//mazG//purU//yfaV//setB//uup//yqjA//ydfH//recT//insI4//paaX//ccmH//uhpC//patD//sdaC//leuC//grcA//waaJ//yidL//exoX//gcvP//garL//tusC//emrD//rna//norW//glnA//dtpB//pyrB//ybiW//tnaB//relB//sapC//rlmG//yaiP//pabA//ibpA//kefC//ftsH//ibaG//yieK//ycjW//trmJ//rclC//lysC//gfcE//rbsD//ycdY//tabA//ssuA//ybiJ//hflC//dcuR//gutM//msrQ//maeA//dnaX//
GO_0006986_5	secF//mqsR//der//glgS//rbfA//aceF//
GO_0006995_6	elfD//malX//
GO_0006996_4	avtA//ycfJ//ycjY//pfkB//tesB//erfK//murI//treF//lepB//ybbW//ydfG//csgD//tehB//rpoD//cdd//rpmH//fumA//mutY//iclR//fumB//paaA//mtnN//yiaB//yfdR//lpxH//ybfA//hypE//fimI//trpGD//mreD//yidH//trkH//gntT//hisB//yohD//sanA//yqjA//yibH//glrK//
GO_0007010_5	hdeD//
GO_0007059_3	putA//folA//ycbX//tusE//mdtE//ampD//roxA//pspG//envY//kbaZ//
GO_0007062_4	hisC//pncB//murI//ygeA//
GO_0007154_3	rfaF//ilvL//mdtD//rhaB//dfp//argK//yjeI//rtcR//yagG//phoA//kefB//yefM//sodA//moaE//ygeA//ydeO//tmcA//hpt//ulaF//rsmE//potC//sgbH//gyrA//ybaQ//ygbN//yqcG//sbmA//narH//cysW//rnc//rseC//hypC//arsR//lysO//ulaB//sutR//hemD//pck//ilvA//tyrB//yafS//fecD//sucB//relE//bioD//yibH//htrE//pepN//yqaE//insA-2//allC//murP//fliA//yhcH//deoA//
GO_0007155_3	yecS//hyi//ampG//elfD//ybhJ//ptsI//qseB//pcnB//asd//aceF//ybcF//eutB//hcaR//glcB//dppC//yihR//tnaA//trmB//yrdA//tehB//ldrA//argE//yiaT//bhsA//ompC//atoS//ygiB//holB//ydaC//murC//lgoT//fimD//ispB//feoC//csgB//
GO_0007163_3	yhcD//
GO_0007165_3	kdgK//dmlR//wcaB//creC//dsdA//ydiP//pagP//deoA//soxR//hybB//gspE//epmC//nrfD//clpS//plsB//gmd//yfbS//grxD//fadH//cmoB//rpsE//rdgC//torR//folE//trpR//pgpB//dsdC//glxK//elfC//dctR//mepH//tufA//bioF//mdlB//yahN//nupC//flhC//ydjK//znuC//eamA//thrL//yqjA//rhoL//pdxH//yehB//ftsL//narU//tbpA//mqsA//ypdC//coaE//ulaF//sgcR//zapA//malP//rfaC//yqhD//hypB//ompA//casA//
GO_0007166_4	gatY//kdgK//ygiW//ydjK//
GO_0007215_5	fadA//mlaB//glsA//fimE//
GO_0007231_4	trpD//
GO_0007234_5	ygjR//
GO_0007267_3	mdtN//fbaA//
GO_0007346_6	acrB//lpxC//preA//
GO_0007584_4	yjbF//wzzE//ydiV//yidH//
GO_0008033_9	epd//bluF//folD//yihT//rhlB//etk//ftsI//yahB//gph//mdtM//ycfL//cobU//pheA//dcuR//araF//ubiD//nudB//hupA//iscA//afuB//tsr//rpsE//yeiL//manX//efp//glsA//aslB//agaS//ykgO//agaS//xapB//ispH//leuC//satP//btuE//uspF//rcsA//casD//pspA//lpd//dsbA//kdsD//erpA//osmE//fucP//yoeE//yadV//rraA//aqpZ//miaB//hslJ//lrp//napB//betB//dgcE//treF//
GO_0008104_4	holE//rpsP//thrS//lpxC//aceK//uidA//rfaH//sspB//arcC//ynfH//hofC//codA//kbp//dgcQ//yihQ//yqhD//dnaC//yehP//phoA//yfcF//mltD//deoA//mnmC//xylA//torD//moaC//gcvT//tilS//dnaX//dtpD//insB-4//nagE//kch//cpoB//cspE//yihU//bacA//preT//atpD//aroG//modC//pntA//yddL//sucC//flgM//rpsN//ugd//mdh//citE//
GO_0008156_8	betT//yiaT//ygbL//insF-1//rhtA//gntR//
GO_0008202_5	nudG//
GO_0008206_5	yihI//
GO_0008213_7	creC//ccmG//gcvR//chbB//mutS//dnaN//hisM//fdrA//
GO_0008216_5	pinR//rhaB//yraR//
GO_0008219_3	yhaV//intF//malY//rpsR//pldB//yfaL//mdoG//asr//rlpA//ralR//yqiJ//sgbU//agaI//hyaA//yfbS//
GO_0008272_6	rutG//insI4//purU//pdeH//rffC//agaB//frdC//
GO_0008295_6	yedF//greA//hybD//
GO_0008299_5	cysQ//adeQ//yadK//frdA//glgX//dgcN//
GO_0008360_4	lptE//serC//dacD//yidA//yfcF//casE//leuE//argP//ynaI//rhaA//mhpC//ygdG//rutC//yejE//cysA//glmS//
GO_0008361_5	pdeF//amiA//recJ//tdcF//recB//
GO_0008380_8	cutA//
GO_0008610_5	fhuD//gabP//crl//oppC//lptF//hrpA//lldD//dpiA//bdm//fadH//mdtC//asr//aphA//gldA//yaaJ//crcB//yphC//rnb//lsrC//yjiY//yjiA//malF//dnaB//radD//yohC//yddA//nagE//glnD//ybaK//aceA//yjiQ//lpxM//leuB//rplA//insF-1//ybiH//yedX//lyxK//metG//crr//kch//osmY//nfsB//proB//flgD//secE//clpP//abgA//cueO//uspC//phoA//tatC//degQ//envY//yebC//atpB//evgS//ldrD//ssuB//yhcF//norV//serC//murE//recA//fimH//yjaZ//rcnB//
GO_0008614_5	nuoN//yeeO//arcC//yfcF//hybO//metH//rmf//
GO_0008615_6	yiaO//chbR//yohC//raiA//hldE//hycH//nanR//
GO_0008616_8	rtcB//ubiX//rplS//rbbA//mdtL//ydhC//rhaM//
GO_0008617_9	metE//
GO_0008643_6	sucB//rlmI//ldcC//rpsS//glcF//speF//insI-2//dcp//intZ//yhjC//insI-1//nfo//waaB//nanR//crp//wcaB//tbpA//tktA//oppD//yjhG//rcsD//birA//btuC//frwB//citC//tbpA//fdrA//pspD//yfeD//oppA//yfbS//clpB//lplA//trxC//dgt//elfC//rsmF//hrpA//bluR//yahN//ybhP//norV//gltI//sgbE//rsmB//yojI//fimA//melA//yqhC//hofO//citG//pphA//napB//otsB//lptE//mhpB//yhjG//lipB//mocA//yhbS//entS//thiM//rpsG//pgaA//idnT//yeiL//nuoH//endA//ybaK//tsaD//yjhP//nrfD//alsB//rhtA//narI//yggE//rbfA//yhhZ//rutD//ptsP//topB//dmsB//dpiA//rpsN//yiiM//shoB//yqeA//ynfF//dacB//ycfS//hisF//murQ//fimD//cdh//dgoK//rpsJ//lapB//yjhG//hypD//bluR//dacC//rzoR//dgcF//prfC//rplA//tauA//casB//nac//sspA//crfC//alsB//rutB//csdE//dcuR//
GO_0008645_8	yafC//recJ//ychF//pnuC//garP//deoR//sufD//waaC//groL//proX//cheZ//cysM//rpsJ//yadM//yehY//glpD//glnQ//kbp//hipA//chiP//treF//uidA//fryC//aroF//
GO_0008652_5	actP//proQ//yahI//citX//zapA//era//dapF//wecE//arnB//glcD//insI-2//manA//thiQ//yehC//rplM//groS//clpS//pabC//yieF//purC//arcA//ydbD//malP//dacD//ygiS//nuoB//mngR//yeeA//btuF//fkpA//sbmC//ynfL//cysE//atpD//treB//ackA//yfcP//yjbB//ybdM//opgD//paaJ//lptB//fdnG//gfcE//flgJ//purA//msrQ//uidC//allB//guaA//mlaE//waaG//ygfI//yegD//allS//uidA//yjjU//scpC//ygeR//tktB//rsmE//hybB//fadB//paaD//mtlA//tilS//pflA//yfiC//argF//fes//amiA//eutR//accA//miaA//msrB//bglA//ybaO//gadW//glrR//ypdF//artI//yhdJ//mltC//clpS//rhmR//glnL//yafQ//narH//aldB//dgcQ//frdA//trxA//nimT//yfiF//ybeF//rtcB//yehP//yihL//ydfK//yehP//rlmI//waaF//araA//recD//norW//sgcB//ymdB//nimR//xthA//mgrB//betB//thiI//fdx//livH//
GO_0008653_5	rep//aroL//cspD//pdeH//lpxH//yaaA//iraD//secB//frwD//dosP//mhpC//gstA//zapB//
GO_0008654_5	ribC//yhcH//xerC//lsrK//trmL//galR//flgA//nusA//clsC//syd//ugpB//galS//adeQ//murB//glnK//mltA//nikB//argI//dcuC//mdtL//sgcR//ychF//yebQ//rapA//aidB//aroE//ispF//rpiB//carA//pgaD//hybE//insH-6//nudF//mrdB//mdlB//
GO_0008655_5	phnO//tnaB//ybiX//dsbG//glmU//yjbH//ilvA//
GO_0009050_6	rfaH//phnN//
GO_0009052_6	fabI//ydcR//yaiV//sodA//katE//ygaZ//rbsK//
GO_0009056_3	pdxK//cvpA//ubiH//torY//yfiE//narV//dinG//bioD1//lepA//leuB//cmtA//lpxD//yccA//rsmB//htrE//yiaJ//casC//cobU//gdhA//puuR//eutR//yjhI//pdeK//glnA//phnC//yhjR//manY//exuR//mpaA//idnK//folC//yddG//trpB//yahI//hisG//ybfA//fcl//lptG//ghxQ//tsf//trpE//yjbB//rplW//pdxH//creB//decR//holB//agaS//mglA//oppF//rffC//alaA//hha//dsbA//ybjG//idnK//fecA//mnmC//dacC//yfbS//yidD//mdtA//recC//aldB//agp//bamE//potD//gadB//sucB//modA//groL//ghxQ//thrB//ydiK//fabZ//yodD//rclB//tdcD//mprA//ompG//mtlD//tolR//yehC//yeeJ//mliC//dgcN//yfaU//ynfF//acpS//yjjV//idnO//aaeR//rbn//nirC//malQ//wzyE//mdtP//dhaK//arnD//yehT//ompW//tyrR//alaE//bluF//lpxM//dmsB//potF//hlyE//pgk//araC//entH//sfmD//bglB//glcF//dacA//yedX//uspC//yccS//ddpX//mipA//mdtG//acpP//btuD//msrP//yfcS//rtcR//ypdC//bacA//cytR//envZ//betI//der//ydcZ//yhjC//ilvB//marR//atpC//rdgC//cpdA//exuR//betA//dinD//yeeO//livK//yoeE//nfi//clpX//kdsA//hpf//xapB//dnaK//paaX//gabD//yfcR//fixA//fliK//hmp//ynfH//ftnB//melB//nagB//npr//ybdM//metL//phoR//yjhH//yafE//queC//ldrD//rbn//yeeL//frlC//rzpR//rutE//nadC//rpiA//ubiD//galS//yciF//yhjX//iraP//acpT//ynaI//cyoA//yhdX//yfdR//rplY//lplA//zipA//ilvH//acrR//dmlR//metN//fadL//recQ//coaA//tauA//zinT//mmuP//symE//yciK//trpGD//gloA//acnA//deaD//rhmD//recD//mzrA//torD//yqeA//prpR//cysZ//gshA//chbR//sgrR//ulaB//sufB//rpsO//yidL//frlA//tcdA//ghxP//uxuR//ydfG//proC//leuC//ydiP//rimL//tnaC//gloB//clsB//rpe//secB//fau//ttdT//flhA//aer//ldhA//ubiG//cvrA//epmC//yjfP//yfeR//ulaG//pck//ydjE//mgtL//scpB//dsbD//udp//elyC//dinJ//yijE//flgA//yfeX//ftsK//ihfA//nrdG//yiaN//sufD//chbR//mnaT//selD//cirA//bdcR//tatC//aceK//yfcR//pdhR//hiuH//yqiG//gloB//pgk//aes//rihB//prkB//cysP//motA//ung//yfdS//metN//fadL//galF//cusB//fliT//yjaA//hemA//ftsA//rsmA//yqhC//zntA//yieK//ibpA//thrS//exuR//nrfD//rsmI//sbcB//bluF//hisB//hns//agaD//yddG//csiD//eutN//srlB//aspS//mltA//bolA//nrfA//ygcW//hycA//yhbY//rpmF//motA//ccmF//rsmA//aroB//ygdG//ygbL//ftnA//zupT//mnmC//aqpZ//nuoN//tamB//trmJ//bcsA//sodC//ygiV//dgcJ//galK//yhgF//puuB//bioD1//thrB//wzb//mntR//acpP//yhjG//idi//hiuH//pheS//dtpC//aidB//msrB//hscA//cheR//agaS//pdhR//aroC//mtlD//murP//mdtG//potA//ydaC//cysD//oppD//sulA//ssuE//yccX//casC//yedL//galF//oppB//fliG//tonB//yqgF//metC//waaO//ldrB//exuT//ppc//yoaB//hipB//dnaG//gapC//ycbU//ispG//hemN//malS//parE//ybaO//kbp//pstS//rph//pspC//ptsI//gadA//ampH//yhbQ//infC//fkpB//ycjQ//flgI//nanS//chaA//qseB//ssuC//ygfI//dcuC//priB//rimI//yeaV//hdfR//kilR//trmO//xseB//yqaA//ulaR//mrr//rmf//yeaK//gcvH//nadK//dgoD//
GO_0009057_5	hofM//nuoF//paaJ//yfcF//dcp//hns//yggD//tauD//zapC//ddpA//marA//ahpC//adiC//ycbU//narW//chbA//mprA//phoU//nupX//cas3//katE//tig//tonB//lsrK//topB//yagG//pgpB//sxy//ybjX//aldB//mutL//hybD//dctR//ulaB//scpC//yfaU//ubiJ//arfA//araF//ispF//crp//hycB//fimG//gfcE//gph//nagB//ybeY//uhpT//aceA//serS//mhpD//phnM//frlB//dicA//
GO_0009058_3	tynA//trmJ//ghxP//ygfI//cysE//rho//yehD//clpP//fadE//ydjH//hycI//btuE//crr//ypdA//cysH//ydcO//ulaB//kdsD//dmsA//hemF//fimA//modA//tusB//yfdC//lldP//yqeA//rhaA//msrC//rpmA//viaA//aldB//clpS//leuE//cytR//yidC//kgtP//tag//lsrB//ybhG//tamB//mlaC//acpS//citE//waaZ//yehB//arcA//aroK//rmuC//acpP//uvrC//hisF//nadC//mtlA//sdaB//pspF//caiE//aldB//pnp//argR//hxpA//nrfD//sdaA//yqaA//mgtL//rimK//setC//epd//diaA//pflC//trmH//sdhB//ydcM//paaB//trxC//valS//tdcF//murE//xapB//recR//gapC//hemF//garK//dcuR//chaA//kdgK//ppiD//tisB//thrL//trkH//norW//roxA//fdnH//rimO//phnI//nimT//tig//thiM//sapA//hyaD//bcsQ//yqgF//cobC//yeiG//ydfD//ldtC//rbsB//caiB//plsB//mrp//elbB//speB//topAI//ydcT//ftsA//rpsH//dppA//acnA//luxS//yfcA//dicB//murD//cydB//ompC//caiB//mltB//mazF//rhtB//ilvL//maoP//dcuB//hybA//mgtA//hchA//wbbK//ydiF//alkB//rnlA//fumC//hypB//ung//gsiA//kdsC//ykfI//acs//uhpB//aceA//tcyL//arnA//ariR//thiM//deoC//entB//clpS//pdxH//yggP//yjiY//ybjX//amiC//cytR//purU//yfcV//cpoB//alaA//ybiX//scpB//glxK//idnO//ynjD//hpf//flgJ//xapA//tar//queD//dcm//edd//ydiF//ybcM//fucA//insI4//gcvT//waaZ//cspA//pgpB//degP//ptsH//secD//yjaA//rhtA//ycjU//hybA//bioF//rihC//gnd//sspB//paaE//frvA//acrA//ymgA//elbB//truB//queG//gpmM//adhE//spy//aroP//galU//mdlB//speE//nadB//kch//ybaK//iscR//rlmI//holE//katG//lolD//yddL//casE//yqjA//gntP//hyi//rluA//cysA//ycjP//ygjH//tilS//opgC//yceK//pstC//recT//gcvA//pdxY//ubiE//flgB//yqhC//yajR//yjbG//livG//ycfS//fkpB//hslU//pyrD//hipB//mepM//sapD//bioP//fucI//lit//yddA//agaW//adiA//uidA//rpsK//yddL//zraS//yfdS//tauC//sdaC//rbsK//rpsS//mpaA//dnaQ//msrP//wecE//hha//lacI//tyrS//argA//rpoH//nrdF//panZ//htpG//bglB//moaA//cysC//insA-1//yjjQ//rplB//macA//casB//yjiM//yidL//nadB//nudB//ybhJ//ydfH//ascF//ymfA//lsrR//ybbW//rpiA//cspE//speB//yciG//yhgH//zapB//pflA//yqiJ//yecS//bamB//setC//ggt//ybaO//fabR//ftsY//dmlR//rplJ//fadH//gcvP//xylA//lpxT//ynfL//arcC//tatB//dgcT//cynX//wzb//uidC//ilvL//recN//hslR//bioA//ygcW//purN//lgoT//crcB//rnr//yfcA//murC//arsB//thrA//treR//chbB//dinJ//tabA//aroE//lldD//yfhH//dapA//yghB//cusC//malI//cyoC//tap//nupG//cheA//nth//waaB//rfe//prmB//mntS//tbpA//cusR//ytfT//yahI//purL//amiD//lpd//chpS//tusB//yqiI//yagI//pflC//degS//pheP//fixC//yddG//srlB//rmf//yihL//ihfB//gsiA//ybgP//hscA//kdpB//mutH//kup//hybO//waaH//yahB//infC//yihS//hslO//yafO//chaC//ptsG//malK//lolC//rbsD//cyaA//priA//yidQ//arfA//intE//seqA//aroP//yheT//torR//maeA//panE//rplD//fbaA//selD//frsA//truA//sapF//hdeB//pitA//fnr//ssuA//ygfZ//rhaT//yhdX//fabA//torA//tdcR//cysA//sdhE//artP//alr//fis//degP//ispU//emrY//ompL//fruK//ilvN//mioC//cobS//mmuP//yfeD//msrA//allS//trmD//panD//sgcC//yqhC//ugpE//mnmC//sapC//dgcJ//arcB//yrfG//nhaA//yfdC//yihT//coaE//glnH//ybaT//gpp//rraB//prlC//hrpA//aroE//yjeH//ulaD//ydcS//yhaM//uspC//yegD//deoA//ilvC//rmuC//dnaN//xisE//yiiE//fryA//lptB//holA//rraA//rpmJ//lolE//suhB//glrK//cspB//mhpC//metH//yihO//yicJ//fdoI//hemN//rpiA//dam//infB//metN//map//nadC//satP//rzoD//lysO//tus//sfmC//cyoB//potF//thiE//pspG//selD//bisC//ruvC//hyfR//mak//hiuH//nanK//yheT//rpsJ//lsrR//nikD//manA//pyrB//nlpE//ygbN//yfaX//sfmF//nadC//chpS//tauA//nadB//rbn//prfC//ssuD//ynhG//ydcT//pheS//yceD//malP//xylB//napA//cueO//xapA//ccmH//idnO//fadE//aldA//ompR//rsmI//mdaB//entA//ybiJ//hokE//bisC//ompW//rpiA//yajQ//iclR//hinT//ybhP//ldrA//rimI//hdeD//flgG//hypD//hprS//setB//metN//tus//rhtA//pstS//plsX//tdcB//moeB//yfbU//yfdO//efeO//ynhG//fumB//mtlA//psuG//rsgA//rpiA//mdtP//yghG//dnaX//lasT//metF//ssb//mdtD//valS//wzc//ymfK//tdcB//fdhE//rhtC//chbA//ygbI//glsA2//manY//fhuD//fixC//cstA//frc//mtn//nadE//yoaB//rimK//fryA//prlC//hrpA//tusC//ycjY//xapB//zapD//phoR//epd//dnaG//nanA//norR//potD//rlmB//sgbE//rplN//kch//ydcZ//tatA//glcC//elfG//ldrB//yahD//ybhR//flhD//caiT//flgK//nanT//hchA//cysW//ssuD//pcnB//gapA//hybG//hofM//narZ//yiaB//hybE//thiE//gloC//rho//xapB//lrp//glcD//glnH//ybiW//oxc//hha//ypdF//rdgB//rluC//bolA//hemL//rdgC//ydeM//phnK//fcl//brnQ//ulaR//frvA//prpD//creC//yigB//rplP//xylF//mltG//ybaL//ybhD//mmuP//rplY//ribC//glnK//pck//mscK//pabB//dsbC//melR//dppF//aroH//pgpA//ybiY//sdhB//frdA//rzpR//mdtB//creC//gluQ//mtfA//gyrA//yedX//queC//allC//ynfH//phoE//yfcU//slmA//aphA//insB-4//argF//cyoB//yphC//lgt//ilvM//moeB//ypdB//ibsE//upp//glpF//cyaA//pdeR//rpsR//intS//dhaL//eutN//yggE//treF//ydfG//udp//pabC//opgC//malP//ydiP//yidC//flgA//ampG//mdtI//sapF//potH//pdeL//basS//feaB//rhaT//pdeL//osmE//menH//prpR//fumB//thiP//frwB//uvrY//yidK//flgM//hisH//yjeH//ydjK//yqjA//pdxA//birA//parC//kefB//yfdK//yhbY//idnK//tnaA//waaQ//ilvI//yiaU//srlB//yodD//deoD//mmuM//xseA//qorA//cheR//yrbG//suhB//ampG//dcp//evgS//ndk//metL//mlaB//poxB//
