#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flhA//ppc//polA//soxS//
GO_0009058_3	dapF//dgoD//aroC//fucP//allC//yjiQ//purB//yfaE//uof//ygbL//yihL//rihA//gcvA//phnL//aslB//glyS//purR//ilvN//argR//erfK//elfD//intF//intF//yijE//nikC//cusC//hyaD//yebS//rclC//alkB//allR//idnO//panE//exbB//yqaE//yadK//msrA//narP//thiH//infB//rplD//fucP//ygjH//argS//cueO//nikE//glgC//mqsR//kdgT//aroD//entF//rplP//purB//aspC//xylE//nfuA//feaR//frdD//murF//ppx//rssA//garP//fliG//hybE//csgD//elbB//cca//ahr//mdtC//galU//purA//rarA//cdh//mntP//ftnB//argB//yraK//acnA//lrp//yqeF//kup//norV//chbC//cspG//gcvP//ibsE//norV//eutN//ycbX//menI//udk//yijO//nadD//ybaO//iscA//hcaF//tesB//artJ//gltP//oxc//hdfR//yfjV//glpT//kefF//yfaV//pdeH//thiH//fadJ//narV//agaR//waaZ//mngB//nikD//marR//arsC//rcsC//rpsJ//hybC//galT//basS//dicA//cusF//ynbC//nusG//gcvP//pgaC//lpxC//opgG//yeaK//ssuB//ndk//gadA//yjjB//yahI//artI//glyS//ftsN//alsE//minE//deaD//rcnB//dnaX//hscB//cydC//insH-5//iraD//nfo//yeeO//hemG//srlD//cpdA//rpmB//cysM//yobF//rluB//gdhA//gltB//mreC//alsA//fepE//yqjI//entS//fhuB//malS//hofM//rrrQ//yehT//ygfX//ydeI//rna//spoT//uhpB//fadK//tcyJ//hprS//nlpE//uspC//trkH//yiiE//dgcF//alaC//acpH//fmt//tusA//lsrG//fimH//glnB//tatB//rhoL//nac//pnp//yfdR//yrbG//rplB//yghW//uspB//ais//alkB//dnaJ//nrfB//adhE//ygbM//cof//acrF//alaS//mraY//yiaM//recQ//rbsK//thiH//ydeO//nuoH//yaaA//emrD//btuC//yafS//aldB//bcsA//fadE//ybiH//mrdB//fiu//argP//torC//fucO//trmI//ldcC//ydhK//cbrC//metE//qorA//ybaO//hicB//barA//cysE//rseB//ghoS//menD//amiC//flgA//aroD//nsrR//dsbG//ydeI//carB//yhdW//envC//mlaE//waaC//yafC//rlmC//ynfL//pspF//mhpR//fau//metI//asmA//menB//prmB//ansA//astB//ddpX//rna//hmp//asnS//gatC//cyoB//hemD//rlmD//emrD//yaiP//yghU//rpsQ//nupG//mtr//gyrB//malX//cfa//fabG//ilvL//stpA//ynaE//menH//tmcA//hflK//hemN//hisC//yneL//fbp//malZ//mlaB//malP//parC//rssB//wbbK//cdsA//speE//fliM//fepA//cysB//yihW//xapB//ffh//tonB//cdgI//frdC//kdpD//dgcM//cusA//deoD//gspF//glsB//yhcH//ygjK//gcvP//infB//flgM//hupB//hiuH//thyA//trxC//rng//melR//pal//ptrA//dgcF//rhtB//pnp//rplC//arfB//acpS//hipB//yqeA//xapR//cspE//yhaO//sspA//proC//thrL//yehC//pbpC//flgK//fliZ//curA//lysP//yghU//ssb//yphF//yhhY//dhaM//yfaV//dnaX//mqsR//pepN//murP//ynfE//panD//fadD//xerD//pta//yneL//gsiD//yddG//acpS//ygjR//lolB//pspC//hemH//frwD//dcuC//gmhB//yqaA//purU//yejB//mutS//yahD//coaA//ppiA//mdtD//yifB//glxK//rpe//cytR//ibsE//yjjW//leuA//yjjG//bcr//msrB//tpiA//sdiA//hdeD//malQ//ispU//mgtA//yqjH//cysC//ldtA//yghB//sgbU//fetB//eutN//yihT//allB//waaC//ileS//bglB//ybdH//aceK//yhjR//pgsA//yjeH//hdhA//rsuA//frwC//cas1//citE//hprS//holA//uxuA//yggW//fkpB//mhpB//cspB//rplB//rpsN//rffM//tusA//gabP//rutF//ilvN//frmA//rplF//eutN//ydiV//zapD//torZ//kdsA//yaiW//gatZ//ykgO//tpx//gltB//pal//mutS//groL//rep//yccX//fabG//pykA//rpsI//ulaE//xylE//nudG//smrA//hisG//rpsH//yfeO//xylG//eamA//srkA//mdtK//rraA//hybF//yehT//mdtQ//yhcN//narY//dinB//tisB//rutB//bamE//rpsT//ybhG//spy//csdA//rpsR//xthA//ycfS//secG//dedD//add//mtlR//yebS//yibH//rnlA//rfbC//hisI//puuD//yiaA//cydC//betA//potB//nrfE//mutL//rayT//rcnA//ydiO//pspD//ffh//sthA//mntH//ampG//sgcB//atoS//dapA//lplT//hybD//yggD//recN//tcyN//ssuC//tyrB//murE//yraH//ilvC//atpG//yadV//cmoB//gatD//cpxP//ibsD//waaB//prfA//tolB//atoS//rluA//garP//yqaB//uof//speC//galE//ybhD//cbl//rpoH//queD//wecB//xerD//insI3//trkG//hchA//cycA//dicB//aidB//bioB//agaB//fimA//nupG//ptsH//rmuC//hscB//uacT//cutA//tcyL//solA//clsB//slmA//ybhD//wzyE//deoA//hslJ//fecA//rplB//yqgF//ampG//tar//yiiD//insI3//sbcC//nudC//casB//yggE//sseA//glnB//agaC//yehA//metK//lpxL//hycI//nanA//nuoH//ribB//eno//ybaE//pykA//radA//ndk//hybD//ftnB//lipA//mmuM//tolC//eutR//zraR//cspC//xseA//yihQ//yadN//yfbR//mpaA//argG//cysH//ibpB//ssuC//rplT//mreB//cspG//btuC//cysG//feoC//pspD//creC//dsbB//insA-2//fdoG//elfA//nth//hyaA//kch//ispA//gltL//sucA//gspE//yejF//mrdA//blc//pta//melA//nrdE//bipA//pyrL//fadL//fadE//garP//hcaR//potI//ydeE//xapB//rpiA//bcsA//mdtQ//rnhB//lolE//ycbX//yajO//adk//hflX//lapB//frdD//ldtB//cpsG//dctR//pstS//elaB//dhaL//uhpC//mfd//gntP//sdaA//yciF//seqA//wzzE//phnI//fixA//yohC//torI//yiaL//rlmF//bdcA//rsmH//menE//rcnB//ldrB//treR//arnD//narL//ybeF//araC//plsC//alaA//htrE//aroC//tonB//metH//dinQ//fliZ//prfC//garL//mhpA//greB//allR//yhdJ//tdcB//dapD//gntU//rfaE//ybjX//gsiA//dhaK//arnA//pbpC//infC//sdhC//secA//ugpC//yidC//agaV//trkH//aaeA//dkgB//dinD//fecC//casA//ompG//nagD//cas1//thiG//gltX//ygaH//xapA//ulaC//uxaA//uxaA//yidQ//galE//glnP//kdsB//yfiF//proV//yejB//ynfF//ubiC//cutA//umpG//sad//pth//dgoA//gmhB//dppF//groL//hchA//cvrA//exuR//yafC//ychH//argI//yhbO//alsE//appB//ygiN//eptB//essD//ybjL//atpE//eptB//maoP//gcvR//atpA//ihfA//yraH//frdB//mlaC//mngR//rluC//yjaA//mltC//ycfS//
GO_0009059_5	ybaQ//yqeG//dcuR//proS//rsmJ//waaF//hemC//pfkB//nagE//paaA//lgoR//essD//symE//btuR//ynaI//rclA//fbaA//lolB//hemG//arnT//sucB//acrA//hprS//ssuE//nanR//fimF//rihB//gntT//hdfR//glnK//nuoL//kdpD//rlmB//mutY//hprR//ykgF//cmtA//yfaV//dinI//envZ//fliT//ybeQ//hyfR//azoR//hypF//cynT//rplX//trmA//ushA//ypdA//ldtE//ybbY//mmuP//blc//kdpE//mdtL//yjtD//yaaA//ygfA//potA//zraS//cobC//phnO//pal//hisH//fimC//aroH//fiu//cysI//mltA//ivy//uxaB//pphA//mntR//ybhG//atpG//gfcE//ampE//bglB//uraA//cheZ//groL//narG//dapA//cspC//yfdC//casA//caiD//tisB//yegT//rfbC//atoC//nirC//ssuD//gcvT//secB//wzzB//selU//hypA//exbD//rclA//acpH//yihU//tehB//truB//rpnA//ychO//yehB//csdE//napA//hcp//alkB//efp//yadK//fadL//yhdW//yjbG//flgJ//yciE//pepN//mtr//potI//nimR//cbtA//uspG//rlmJ//hinT//kilR//ompF//dinI//ygdG//gatB//ogt//atpA//waaS//yddG//ykfM//mutY//mutS//fadJ//cyoD//secD//yjfF//yidL//hisA//ybcM//treF//avtA//glnQ//rplL//ycaN//lptB//potG//fimZ//corA//gppA//ilvL//yagE//ratA//yjiA//recF//rcnB//yhaJ//ycfJ//flgM//insB-4//hcaF//greA//asd//yciK//yfhH//ahpC//nusA//recO//tsgA//rpmJ//rzoR//pgi//curA//sixA//hybO//fieF//nudG//yhbQ//acrD//yjhP//ydbD//ulaB//paoC//aroG//pinE//hpf//napC//trkH//rrrQ//ccmF//gcd//truD//mdtB//sodC//csiR//cheZ//sapC//yafS//allD//uxaB//soxS//plsC//ybgQ//napF//yfaL//ispH//galS//trmB//yahK//yqjI//codA//ybhF//tisB//rpsT//hlyE//mazG//casA//cdaR//ascF//ybgP//tatE//corA//polA//frmB//ldtB//tqsA//glnH//bglA//yhcN//yjjG//fdhE//yidD//yceO//hsrA//frvB//rpmC//sgbH//yjjG//ybcM//ybdG//lptG//glnE//ccmF//pspG//pdeF//phnJ//rnt//dgoA//tdcD//ppsR//gldA//yohC//msrA//potC//eutB//hofM//fklB//tamA//ypdI//glmU//rseC//radD//paaE//fpr//dld//flgI//flgM//dicC//prlC//surE//ygeR//rsmH//rdgC//gapC//flhE//bglA//holD//sapC//cadC//recX//yhfS//elfG//holA//ycfS//glpR//frwB//trpGD//lysR//yfaX//mprA//purC//ybcL//flgB//norR//yajR//cmoB//cpdB//argB//tsaD//gltL//abgA//fabB//epd//dkgA//phoA//insA-2//yfeX//argG//nuoE//cdgI//csrD//
GO_0009060_6	essD//yhcF//ycgV//eutA//ugpB//gstA//yehT//rbsK//queC//cutA//sapB//recC//znuC//phoP//uspB//ccmG//ybdZ//fimI//ilvD//marR//araH//dhaK//glvC//fliD//trmL//mntR//
GO_0009061_6	ldtC//puuA//glnD//ynbD//rfaD//cspG//sfsA//yjhC//cheZ//rstB//bamD//cspG//rfbC//tusD//ecpR//pliG//ribE//bglF//lysU//nagA//fliD//pdeF//cirA//idnD//dhaM//yggD//ubiX//dacB//narX//amiD//yjjI//yidA//curA//sutR//ycfS//ynfK//ytfR//mdh//rbsC//srlA//intE//fic//entS//ebgR//dcuR//iclR//ndh//mnmG//ygaH//mnmC//frr//xseB//hisH//coaE//ydeP//
GO_0009062_6	nuoH//cbl//ygeA//ghrB//mdtN//envR//ybcF//ruvC//ftsQ//frwC//pgpA//yrbG//purU//mreB//mdlA//aroK//glpC//lysR//cas2//galF//nirC//
GO_0009063_5	asmA//ftsW//ftsI//aas//yhgH//cof//topAI//hisM//cca//potF//rlmN//fepC//opgB//hemN//norW//flhE//pspA//lysS//map//npr//mdtO//mtfA//yhaM//rfbC//ldtD//bglH//hokE//hisC//rluD//ytfP//holB//nagD//yehC//rfaB//yhaM//lsrG//wecC//selB//trpR//msrC//pstS//ispG//cysD//dnaA//rhlE//rpiA//pepQ//uxuB//lolC//ghoT//cyaA//putA//ykgA//patD//rlmM//
GO_0009064_6	paaB//dnaJ//ydiB//yedX//iscR//ghxP//yadV//fpr//nemR//rcdA//mhpB//uspB//pgi//grcA//ascF//paaG//nemA//nirC//fucI//hslU//ybcQ//rpsA//hda//rpsM//glpG//fimD//amiC//rpmC//torR//galK//trg//ompN//blr//spy//yceK//potF//elfC//speA//araB//ttdR//torA//yeeY//psuT//yfbV//alkB//yggP//
GO_0009065_7	proX//abgB//psd//cdd//phnG//yjfP//wecA//mraY//tehB//menD//yohC//dosP//mdoG//yfbS//rluC//lpxP//ycjP//sdhD//
GO_0009066_6	gmk//fur//livG//maeA//sppA//fliL//flgD//fic//fetA//lysA//bdm//phoA//dnaG//ravA//fruK//fdhF//yjaZ//nac//ubiI//yhgF//secB//abgT//ybaE//ycdX//nusA//fhuD//fur//ssuD//pspF//sthA//ansA//lpxM//yggE//nagE//lrhA//yjiQ//recF//ldcA//thiC//yhbX//ydfH//torA//yqgF//purT//pepD//mraZ//ldtD//trkG//
GO_0009067_7	aroC//ynfF//bssS//uspG//cdaR//pdeK//ispH//bdcR//rpoD//dcuR//rutD//intF//yhjV//hpf//lysP//ligA//aceB//rluA//ybbN//ilvM//alsA//cyoC//yeeA//arnT//serB//diaA//
GO_0009068_7	menA//lysC//yoeB//pdeR//rseB//ynbB//elfD//eamA//pgi//creB//mdtI//ribF//hycH//
GO_0009069_6	ada//mazF//smpB//pykA//nth//proP//moaE//fis//rhaA//glcC//gadE//aspC//gltK//insI-1//allR//pstS//wzzE//rffC//cysD//yiaF//rlpA//yjeI//ibpA//emrY//dadA//rraA//yidE//cof//etk//hisS//kdpB//fadD//yggE//gudP//mreB//rmf//
GO_0009070_7	rffC//lpp//purA//potG//tap//ftp//fliK//torY//rhaS//ptsN//gloC//eamB//hcaT//fimG//mdfA//cutA//yjaA//potI//evgA//yraK//
GO_0009071_7	efp//frdB//yjjV//yhjX//nupC//creC//dcd//hflC//entD//yccA//rpsG//ygbM//narW//yibT//
GO_0009072_5	betI//artQ//upp//ycgV//pmbA//yiaB//etp//cyoA//alsE//ybhR//gatA//thiL//ygfA//pflC//mppA//agaW//ygiN//ykfM//lpxK//mmuM//evgS//yghB//hisD//ccmA//
GO_0009073_6	sbmC//rlpA//gltX//pgrR//surE//yddG//rep//flhE//nfsB//ymdB//pabC//djlC//rihB//yahI//nirD//aaeA//nrdH//nikC//yqcC//yfdO//mdtP//
GO_0009074_6	phr//ygaV//waaO//
GO_0009078_6	umpG//fimZ//potB//ygjK//azoR//uspE//pntB//
GO_0009079_7	ruvC//yneJ//mtlA//yfcF//
GO_0009080_7	tnaC//wcaJ//lptA//
GO_0009081_5	essD//mdtI//yfcR//galF//sgcC//sbp//rcnA//elaD//kefC//murB//slyD//dctA//abpB//ycfS//cysA//satP//lpxL//acnA//ompL//potH//xdhB//yqjA//
GO_0009082_6	pal//essD//insE-1//hslJ//paaZ//tynA//iscX//rihA//bfr//ybjC//ompG//hsrA//bioD2//yhdX//ttdB//mocA//hcp//yfbV//
GO_0009084_7	tufA//htpG//fabA//trg//acpH//nrfG//fnr//btuD//sdaC//pspF//ftsQ//emrE//ycfJ//ydjL//tatB//rffG//sgcA//osmF//ispB//surE//fdoG//ynjA//trxC//xylH//fliT//
GO_0009085_8	prpR//fkpA//yqeF//tnaB//mdoG//wza//thiQ//radA//aroC//yahF//infC//lpxC//
GO_0009086_7	ppsR//fadA//recF//rpnB//dmlR//tauC//yagU//hflK//ygeR//
GO_0009088_8	asnB//dicC//
GO_0009089_6	mgtA//qorA//hisC//rph//alaA//tilS//npr//fimH//ldtA//
GO_0009090_8	epmB//dsbC//bglF//ydcS//
GO_0009092_7	rpsI//yfeR//ykfM//bhsA//modB//decR//
GO_0009093_7	lspA//hslR//sodC//nrdB//yigB//
GO_0009094_6	clsA//nimT//queG//csrA//
GO_0009095_7	radA//ugd//arnD//ruvC//
GO_0009097_7	hprR//tdcD//pdeR//nrdI//ygcW//ymdB//dnaA//
GO_0009098_7	cadB//waaP//hybA//lsrD//iscU//yigB//ccmH//
GO_0009099_7	rplL//ybdG//dkgB//livJ//gntR//holD//yiiE//uspC//mak//sanA//
GO_0009100_5	xthA//udp//mtfA//yaaJ//yeiE//
GO_0009101_6	yhjC//
GO_0009102_6	dapF//rnlA//dicB//clpA//rfbD//pckA//hyaA//dapB//lasT//gcl//galK//seqA//ydiF//
GO_0009103_6	yfbU//pcnB//rplA//ydfG//putA//yadI//glnL//mdtJ//yhaM//yjjQ//waaG//
GO_0009106_5	rffH//fsr//
GO_0009107_6	yddA//cedA//
GO_0009108_6	rutC//cho//dppC//rfe//rhaR//uxuB//gsiD//proA//fhuF//ghxP//livF//stpA//uraA//cysC//yobF//yebZ//hpt//cirA//sfsB//yicJ//cyaY//cheB//metR//mntP//thrL//glpX//intQ//emrD//yadC//narH//gcd//ulaG//ttdT//proW//ruvA//pspF//queG//obgE//glnQ//dtpD//ydiB//ybdR//fhuF//prlF//kdpF//yeiE//yneE//cysP//mepA//sufS//acrE//gshB//yheT//allD//ydaN//trpA//epmA//ybbW//chbA//yfgI//mdtO//secG//yagE//carA//ilvH//hofM//xseB//lpp//trkA//rhaA//zapC//trmA//aaeB//dgcF//fliL//ulaD//hemA//ydjE//dcuB//yraR//hiuH//cvrA//smrA//ygbL//rapA//yjjX//symE//citG//yedF//yjiM//cutA//sodC//yfiF//guaC//nikA//fliS//hdeA//fkpA//polB//yghG//insI3//deaD//trpC//gldA//clpX//yafN//yafC//glmU//wza//rlmA//
GO_0009109_6	dusC//ynfF//dnaC//elaD//srlR//
GO_0009110_5	rplM//purF//thrL//waaB//sgbU//yfcF//prc//yneE//hybF//intS//edd//mltD//ydcS//fabR//ypdB//murA//tauC//ybgP//nrfF//fliG//gyrA//pdxJ//fliM//pdxK//yraN//napA//recF//yiaO//cynX//rpsG//rbsC//yidQ//rsmA//ygbI//carA//treF//mltA//sanA//wzyE//appB//yfaL//ymfK//yfeO//rplT//mgsA//ydcZ//nrfC//uhpA//nuoI//ycjR//nuoL//ubiD//topA//tcyL//yafQ//glgA//srlR//
GO_0009111_5	casB//sgrR//coaD//phnC//
GO_0009112_5	yihV//yheT//sufE//rsmD//ruvC//uxuB//yidC//rbsC//rpmE//rfaH//cas2//elaB//cas2//folP//yeaE//efeO//ybjL//tyrB//nrdB//rihC//potI//ydjH//panB//yehX//accB//ykfM//ybfA//dnaJ//livF//csgF//clsB//lpoA//tufA//narK//opgE//ybaK//
GO_0009113_5	menD//pgpC//thiD//speB//nfi//
GO_0009114_8	dfp//
GO_0009116_5	ybcQ//sufB//pepN//cutC//adiA//ccmD//rpoA//gcvP//cydB//recN//hflX//panZ//gudX//cydB//greA//recQ//sapD//sanA//mlaD//dnaB//ykgM//rcsD//kdsD//tehB//ynfH//frlA//cas3//folE//yedA//yjhP//rplX//groS//rnlA//yhaV//garL//dsdA//cyoA//glk//marA//glsA//
GO_0009117_6	rlmG//wza//thrS//narQ//lacZ//rsmA//sfmC//selB//tilS//ebgA//ruvB//galR//abgT//rplX//lrhA//ftsN//cspG//yahF//ybdR//ytfT//ytfE//slmA//abpA//sgbE//sgcC//rof//yibF//cydA//hofN//dam//paaC//araG//nuoG//gpr//pabB//fliM//yecS//mngR//efp//ybdZ//pykA//cdaR//cycA//purA//dppF//ldrD//uspF//guaA//citT//rna//bdcR//uxuA//rluB//mntR//ydjH//kduD//nanR//entH//ibpA//gluQ//dam//ygeV//glcD//znuB//argO//etp//rihA//dppA//holA//nagK//paaB//ruvA//cyaA//lptB//rarA//hupB//pdxJ//sufD//purU//fepB//sfmD//kdsC//ybeQ//plaP//lpxL//idnT//hisQ//clpX//csgB//asnS//yehP//cdh//csiR//dppA//rhlB//yjeI//flgC//hisC//rnlA//ykgM//hsdR//yieE//cheR//dhaR//
GO_0009119_6	moaB//pgaA//ycgV//yhjC//fdhE//cheY//prlF//speF//nuoM//pdeH//dinI//nuoF//yggD//ynfH//mntP//yfeX//cfa//ssuA//glpA//narG//yjiM//tyrS//murF//ihfA//rrrQ//ugpB//tig//exuT//yjhB//yccS//insI3//dhaM//ycfS//epmC//ushA//
GO_0009120_6	ppiC//add//chaA//oppC//
GO_0009123_6	cysG//yaaY//gpt//rplW//hokE//pphA//tsx//kdpC//ybhR//cysS//pepA//malE//yehB//yciA//tcyP//phoQ//surE//entC//cra//mnmG//mdtA//mntH//fixB//carB//dkgA//rplD//metH//lsrB//idnD//ribB//relE//ung//tehA//treB//cobT//rfaH//ispF//fadB//trpL//yidQ//gluQ//glpD//fliA//hemC//rfbX//oxyR//
GO_0009124_7	flgF//cmtA//iscU//ydhK//narP//sstT//lolC//ftsK//gntT//gatB//dinI//yebC//metB//rpsN//parE//narJ//bdcA//yijO//rplO//sucB//aqpZ//speC//ychF//tdcA//lit//allB//pcm//waaZ//thrA//chiP//pgpB//ugpA//narI//rcnB//dinD//relA//phnP//
GO_0009125_7	yfiR//atpB//atoB//kdgT//zwf//
GO_0009126_7	cspA//slyA//ubiA//rlmE//mltF//ompC//hslU//ydiR//pyrG//mltD//ybjL//rpsO//yjeI//hokE//cysA//yccA//phnP//gltK//gnd//yddG//yibF//glxK//etk//paaB//bioC//mutT//rpsG//dinI//accB//trxA//truA//barA//srlE//ybgI//
GO_0009127_8	xapR//cyoA//entA//rcnR//arfB//yiaN//hdeA//ygeV//leuB//pstS//aceK//aroD//fucI//ybjL//paoC//znuB//oppA//acrD//aroE//mdtD//yiiD//garD//holE//lpxT//cusR//nlpD//qseC//zapC//dnaE//umuD//
GO_0009129_7	bioB//alsC//mtlA//nudB//elfD//upp//tig//acrB//alaE//ybdN//
GO_0009130_8	umuC//arsB//ybiS//pdxY//thrS//
GO_0009131_8	yfgJ//paaE//phnI//yedF//tsx//
GO_0009132_6	lspA//rclC//cpxA//ade//galR//ptsG//ribA//cspD//cfa//phnL//yhjC//ptsG//leuS//yciF//glvC//mcrA//rbsB//sbp//ycfS//frdB//potC//ldrD//iscS//tdcE//ydcZ//
GO_0009133_7	recD//nuoB//recB//
GO_0009135_7	ubiD//cmoB//flhE//yehP//mglC//hypT//yjcO//pyrB//tcyJ//ybiT//katG//yiaU//lpxB//yraK//xanQ//ypdC//rlmB//nuoB//bluR//yafC//opgD//moaA//tonB//
GO_0009136_8	yqeF//
GO_0009138_7	yfdG//gabP//
GO_0009139_8	phnP//citG//
GO_0009141_6	cobS//tar//moeB//purN//nuoG//coaA//pitB//ycdX//ttcA//ruvC//lepB//potF//yfdR//ttdA//flhC//sufD//mipA//cynT//mnmA//rpoE//caiE//cmoA//exbB//rnt//rhaT//iscR//yieE//yiiM//sgbU//tdcR//ssb//yphD//yphB//rutG//atpF//intZ//folM//yhdJ//
GO_0009142_7	degQ//ybhS//nrfF//ykgA//zipA//mreC//csgD//yraR//rhaR//phnO//ybjC//cspA//allC//lepA//aqpZ//yggE//hisH//ykgO//xylE//folD//clsA//cpoB//tusD//hslR//yhiM//flgJ//folA//rplJ//
GO_0009143_7	minC//ygiS//torY//waaU//
GO_0009144_7	pspD//zupT//atpD//paaK//hpt//folM//yjjU//perR//ihfA//gudP//yfjR//glnB//tusB//pgaB//flhC//ydaV//barA//recE//gluQ//yceO//treC//flhC//agaD//tag//smpB//rpiA//rpsQ//secA//lpoB//araC//mliC//
GO_0009145_8	avtA//tdh//cobB//matP//rof//torR//elfD//bluF//seqA//glgA//galE//mraZ//ydgA//mtlA//menA//fliZ//yceK//uvrA//rpsT//metR//pspD//ychO//hcaB//
GO_0009146_8	phoQ//msbA//
GO_0009147_7	opgG//prkB//zapD//ydcP//
GO_0009148_8	kdsD//ydcR//
GO_0009149_8	aphA//thiE//
GO_0009150_7	ddpA//bglX//yraI//ydjJ//ybdG//csgG//ade//thrB//purA//dnaK//preT//zitB//mdoG//thrL//rpmC//rraA//fdhD//otsA//yeaV//rclB//rimM//yeiE//ybdM//rarD//mazF//proC//nrdG//rlmB//cstA//hcaF//gatZ//artM//nrdE//phnC//dnaJ//nrdE//glgS//fdoI//glgC//rnlB//metL//artP//umpG//rbfA//srlA//ibpA//rpoH//rluC//
GO_0009151_7	purD//recN//
GO_0009152_8	uidC//rpnA//ppsR//glcB//gfcE//mdtD//adiA//hycA//mreB//alsA//mcbR//glyA//nhaA//matP//rsmI//gsiA//leuE//dnaC//nagB//thiG//der//lplT//mug//iclR//recD//sodB//fliD//sad//pdeH//ulaR//hiuH//uvrB//torR//ccmG//speG//umuC//kdpA//
GO_0009155_7	envR//cobU//
GO_0009156_8	rpsG//yhjG//ynhG//ispG//stpA//mdlA//ibsB//gabP//csgE//tdk//srlB//clcB//agaS//glmS//rimK//narW//cynS//rffM//trg//sufE//mdtI//fliA//gntP//gltI//mutS//ykgM//yhjA//mdoG//rplS//tadA//cof//glnS//yjjU//
GO_0009157_8	dhaL//narW//ilvM//yceD//
GO_0009158_8	phoE//arsR//yidE//yphB//arcA//
GO_0009161_7	cptB//rpsK//dpiB//pgsA//ybbY//insA-2//potI//cdh//mraY//glpR//fixC//dsdX//pntA//nrdA//dgcE//serS//hrsA//secY//rsmF//umuD//nikD//garK//ybbW//yeeY//rbfA//yagF//yafC//phoQ//ydcT//trkH//cysD//pgaD//argD//recE//fimE//nagE//mdtL//bolA//rayT//cmoB//yfiC//msbA//
GO_0009162_7	hisB//folX//yfeR//rcsB//
GO_0009163_6	yfiE//mug//ahpC//ydcI//sapF//lolD//yhjR//hycA//gadW//ppiD//lptE//waaP//yhfK//pabA//rph//kdgK//hicA//ynbB//rrrD//
GO_0009164_6	metE//ltaE//tynA//asnB//ybcC//eno//treA//glgX//pgaD//rng//potH//citE//pdhR//
GO_0009165_7	grpE//elbB//bcr//ynfL//glmS//iscX//nrfA//hslV//rpsJ//ydiB//ssuC//chbB//nlpD//iscS//ybdM//lpxK//osmF//glrR//tisB//tadA//ndh//yjiQ//dcuR//fliM//serB//oppA//yejA//secM//purF//gltS//tamB//yhiM//yhhZ//dld//pepD//tauA//maeA//pntB//hypA//ydeP//pstB//torY//yjiQ//secD//wrbA//yhbY//kefC//nepI//cysG//hyaB//prfC//glsA1//mdfA//yejB//glrR//ybdO//ratA//srlD//yidA//aspC//lamB//ttdR//ykfM//aroK//argF//yihX//glsA//nrdF//pitB//aes//sbmA//
GO_0009166_7	ppsR//kdpE//thrB//gor//serC//ycjP//yfcF//rsmC//yhbY//chbF//menC//ydiZ//glxK//sfmH//intZ//tyrA//insI4//xylR//yeeJ//tehA//frc//ynhF//yqgF//frlA//ilvA//hiuH//bdcA//ghoT//rclA//opgD//feoB//
GO_0009167_8	rbsB//fimA//pdxA//hcaF//tauC//fhlA//hns//phnN//brnQ//rbsD//flgF//sapD//frwB//uhpB//sbmC//relA//galF//intS//fepD//csdA//csdA//rimJ//yidD//nikB//cadA//nudF//kefC//chpS//sgcA//agaC//tldD//yfcV//rimP//aroC//
GO_0009168_9	rplE//sdhC//argP//tsaC//paaF//ptsG//rplC//pinE//dam//udk//glnQ//paaJ//ldrD//xapA//phnH//gyrA//ydfH//ebgR//ogt//fumB//yeeA//mocA//lpxD//gloA//ibsE//kdsC//gltB//ydeT//lysC//rstB//
GO_0009173_8	mlaF//paaC//xylE//trmH//cdd//znuB//dgcE//
GO_0009174_9	gsiA//folM//
GO_0009175_9	nuoN//dgcT//uspC//astB//yqjH//
GO_0009176_8	fabI//hycB//entH//
GO_0009177_9	mgtL//yqiJ//rfbD//
GO_0009179_8	yeeA//insA-2//tusD//ssb//uxuB//degQ//rlmI//epd//tdcD//rpiR//yggX//treF//rapA//hofN//dtpC//ybhA//mukB//suhB//rpnB//kefG//amiD//coaA//iap//
GO_0009180_9	aroE//
GO_0009185_7	rsgA//rdgB//glvC//rplT//ytfP//prc//mdtA//kdsB//glyS//mdtE//cydB//recQ//yqgF//hrsA//apt//xapA//fadK//alsA//rfaF//treB//hofQ//speG//envR//rpnD//
GO_0009186_7	rplS//
GO_0009187_7	uxaB//acs//
GO_0009188_8	yhbY//fimZ//
GO_0009189_8	thrA//
GO_0009190_8	yaaU//mdtI//
GO_0009193_8	cheB//
GO_0009194_9	ilvH//
GO_0009196_8	tufA//
GO_0009197_9	glsB//
GO_0009199_7	yedX//hemD//kbaY//rlmL//ibsA//yebZ//murJ//iscR//lysC//lapB//yddM//waaF//hsdR//trkG//pstA//rimL//infB//rspB//rlmL//ghxQ//oxc//tqsA//yihO//atpE//dgcE//dnaN//rplI//casE//ggt//uvrB//gltB//
GO_0009200_7	cpdA//rraA//uvrC//elaB//
GO_0009201_8	ghxP//rpsL//puuB//gadX//ispG//cytR//prc//caiE//lsrG//cecR//fiu//idi//xapR//yahK//serA//ydiQ//rpoD//ycbX//yoaB//thiI//bssS//flgA//rsmE//msrP//
GO_0009202_8	sdhB//
GO_0009203_8	fabI//
GO_0009204_8	fixB//cpdB//tyrA//
