#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	frc//yhcH//amiB//menI//
GO_0062012_5	glmS//yaaA//rfaH//ariR//hyaA//abgT//dtpC//rlpA//sad//yiaN//bisC//
GO_0062013_6	murA//rsmJ//glnE//
GO_0062014_6	trpGD//glmU//
GO_0065002_6	ddlB//lpd//yhgH//murE//yqhD//ugpE//matP//hofQ//
GO_0065003_5	truA//yeiG//ydbK//idnO//mraY//pfkB//lysP//ygjH//fdx//metE//ydeT//yhaM//uxaA//araH//holB//hldE//gutQ//yijE//mdfA//dcyD//galT//ispF//arcA//pdxY//ldcC//crr//tusD//glgP//dkgB//yqjH//mpaA//flhD//yadV//nemR//rcnB//rbn//torY//ycgV//degQ//pspC//rapA//ldrD//fabA//msbA//cydD//udk//nadD//yfaV//rluB//atpF//icd//cobS//gadA//nrfD//hscC//bamB//rzoR//frvR//yceD//rpoD//wzzE//nhaR//mazG//rfaG//yccX//emrB//yigL//glnK//cas1//hybO//sfmD//dnaT//nikC//yjiQ//ribF//yidA//tdcB//cysS//glgB//yhbQ//ghxQ//purB//bioC//clsA//xthA//cusC//yqiG//yagG//atpF//ygfI//marR//rpsH//
GO_0065004_6	udp//
GO_0065008_3	yfhM//rnlB//tolC//narQ//mrcA//tnaA//acrD//glmU//atpE//pgl//rhtB//asnA//rhaB//nrdF//yjbE//zntA//gabP//radD//ygjK//pepQ//lapA//yeiE//sdaA//kdgR//dtpD//hyfR//chiP//cdsA//pgpB//bcsQ//yibA//murA//paaF//yjjX//csrD//dsbG//leuO//proQ//dppB//pheA//narP//dacC//ssuD//deoB//mltC//cusF//cecR//yrdA//mipA//yieF//hemN//luxS//coaE//mdoG//ycjU//ftsQ//yihT//cheR//ligA//folM//panD//napB//frr//sdhB//oppB//pheA//insI1//manY//cspB//guaA//xseA//yjjG//treB//sucA//mdtO//argC//torD//clpX//yggP//seqA//malZ//arsR//hemE//crp//ssuB//osmF//menH//uvrA//prfB//yehU//rzpR//fepA//waaZ//speA//gsiC//minC//ydiK//alr//fucP//citT//glnA//ggt//ccmC//ppiA//mgtL//adk//tatB//yggP//modB//ghxQ//nudG//ydfH//sgcB//mnaT//ubiX//pykA//hns//cysH//tmk//aaeR//mlaB//yddM//deoD//yeaG//ubiC//ygiB//glnB//ychF//opgG//acnB//yehA//
GO_0065009_3	phnK//tpiA//thyA//hypT//dapB//acrA//dsdC//deoD//rsmD//cysW//hrsA//fabH//trkA//phnI//fdnG//artQ//nhaA//ybdR//fryA//dedD//srlA//yfjV//degQ//ybjD//relB//waaA//rplO//glnE//mocA//gudD//sfmH//insI1//yfcS//dmsA//cobB//atpH//yhbQ//dhaR//tsr//preT//ttdA//secM//dsdC//hemE//pphB//rffH//malX//greA//leuO//mdtJ//dhaL//ubiX//bglA//flgI//fis//hybA//trkH//epmC//asr//fdoG//priC//erfK//yjiQ//bcr//cheR//yhcD//yagI//rpoA//dppF//ytfQ//elaA//satP//treB//ompL//glgP//mntR//panC//
GO_0070084_7	kefG//
GO_0070085_3	minD//ttdB//
GO_0070178_5	rnhA//
GO_0070201_6	bioF//wcaJ//nuoG//
GO_0070206_7	yjjI//lgoR//yccS//purR//
GO_0070207_8	ydjJ//zupT//ldtC//panC//
GO_0070297_7	gutM//
GO_0070298_8	sodA//
GO_0070301_6	flgD//xisE//trkH//yhdH//yfjV//aroH//mzrA//gltX//yihU//atpG//
GO_0070329_5	pspA//ydaN//
GO_0070413_7	purT//amiD//
GO_0070415_6	yejB//cmoM//
GO_0070417_5	hexR//cas3//sufB//sdaC//
GO_0070453_7	yjjG//
GO_0070475_7	fdoH//ibsB//gstA//bglH//yqgB//narV//ytfE//infB//livJ//rlmL//yjiM//insB-4//dnaT//cutA//astB//mqsR//ynaE//creC//hdeA//
GO_0070476_7	accB//purT//
GO_0070482_4	fdnH//arsC//yebQ//tamA//
GO_0070525_7	uidR//mdh//flgM//yoaA//
GO_0070574_9	pyrF//aslB//gatZ//yjbE//
GO_0070581_8	chaA//
GO_0070588_9	ispG//
GO_0070589_6	lpoB//ogt//dhaK//nikC//hcp//oxc//ebgR//ugpA//ybcC//intZ//hemB//rsmJ//pheM//rhmR//yfdS//rdgC//ymfK//elfC//ispB//ycgV//rpnC//gpr//dsdX//azoR//gmk//elaA//tatA//opgH//sgcC//mog//valS//ygfZ//manA//envY//phnK//insB-4//rraA//ompF//era//gcvT//yjaA//rutR//coaA//
GO_0070627_10	putA//
GO_0070646_6	poxB//
GO_0070647_7	rho//
GO_0070689_6	zraR//rplT//
GO_0070716_8	trmO//
GO_0070726_5	cvpA//prpR//
GO_0070727_4	ssuA//pyrG//mdlB//yidP//rna//dsbC//recA//hscC//pspA//rutD//ydfH//rihA//yehD//clpB//maa//narZ//dsbG//
GO_0070778_6	ybiA//adhE//
GO_0070838_8	rzoR//gadB//pck//rffM//evgS//yiaJ//yhbS//pgaB//bioB//mdtI//emrK//yciH//yfcV//fabA//uof//
GO_0070873_7	trpR//yiaJ//
GO_0070874_7	yphF//
GO_0070875_7	aslB//
GO_0070887_4	selB//uxaA//iscR//allC//pspA//topAI//ybiX//proC//ddlA//argR//rlmE//ybdN//nepI//yraI//phnC//ppiC//btuF//yqhD//pyrH//rluA//rhsD//yidE//ydcP//rplT//bamE//lptA//nadB//mlaE//ugpA//lysA//cpxA//pntB//yihT//pdhR//trpE//rihB//ygeR//mtnN//appB//potE//wzyE//hha//ais//fadB//yagJ//hflD//gspE//yejE//uhpC//ygbM//yfeR//thiL//yafO//nuoM//clpP//ssb//fdoG//arfB//mltA//hemH//
GO_0070894_6	mngA//
GO_0070925_5	uidR//waaQ//priC//nhaA//waaH//sfsA//rpmG//nikE//yjiA//sapA//
GO_0070930_7	pheT//
GO_0070972_7	thiL//
GO_0070981_6	mmuM//
GO_0070982_5	insA-2//
GO_0070988_3	cusR//gltS//
GO_0070989_4	araD//
GO_0071103_6	menF//dpiB//cmtA//mepA//sfsB//yecS//hexR//ynaE//trmJ//ydjM//rpsO//ftsH//yjbF//yceD//yiaL//fucO//purL//selD//hybC//
GO_0071139_6	lit//rcdA//
GO_0071214_4	mdtP//exuT//oppC//cheW//hfq//prs//macA//thiP//waaS//atoS//ybaQ//sppA//fliD//hrpA//dnaJ//rseB//mepS//adiA//rpsP//ydiR//malF//nadB//mraZ//rcsF//
GO_0071218_6	gshB//
GO_0071229_5	casC//fre//rutA//mgrB//flgA//
GO_0071230_6	rcsA//
GO_0071236_5	ibsA//secE//etk//yjjV//ybhS//rfbD//ygaV//gpsA//sohB//elfG//manZ//phoA//amtB//djlC//csiD//rayT//mmuP//frlA//
GO_0071237_6	zntA//nudF//
GO_0071241_5	ybaT//yhaJ//rfaH//nsrR//mzrA//narY//queG//phnM//yidC//ynbC//cdh//ttcA//mhpT//manX//cadB//betI//ydiO//
GO_0071243_5	yeaV//
GO_0071248_6	pgaA//rna//rdgC//dacA//yhdW//gyrA//yadN//ydjH//agaD//tufB//yjeH//rppH//cas3//sfmF//
GO_0071249_6	adiA//patA//
GO_0071250_6	idi//tdk//
GO_0071265_5	ilvB//ibsC//alr//ubiA//tsr//
GO_0071266_6	dtd//mipA//
GO_0071267_6	ybbW//ynjA//ydeE//
GO_0071270_6	murI//ybcC//
GO_0071271_7	rodZ//adeP//
GO_0071276_7	ybjI//opgC//
GO_0071280_7	pckA//glnH//
GO_0071284_7	ybiH//
GO_0071286_7	yjbB//tyrA//
GO_0071287_7	ycjR//
GO_0071288_7	cysK//lplT//
GO_0071289_7	rfaD//
GO_0071291_6	rcnB//
GO_0071292_7	purD//gatA//
GO_0071294_7	flhD//mlaF//
GO_0071310_5	yahB//dicC//asr//yfgO//fruA//tar//asr//yfgI//trpB//yggD//nac//
GO_0071417_5	fdx//malK//roxA//
GO_0071421_9	queG//pgaD//flhE//
GO_0071422_7	minC//efeO//sgcA//
GO_0071423_8	bamA//
GO_0071453_5	fdoG//malF//relB//
GO_0071454_5	flhC//srlE//
GO_0071456_5	serC//
GO_0071467_5	ilvH//def//ybhP//ghxP//fabD//dkgA//borD//mlaB//yggE//mgsA//ycfH//
GO_0071468_6	fadK//feoB//ggt//nrfE//cmk//gloA//eutK//hxpA//fepB//feoB//
GO_0071470_5	rzoD//pgpB//yaiP//lldR//recN//waaO//trg//gshA//yhbO//artP//
GO_0071474_6	pth//galR//galP//grpE//
GO_0071478_5	idnK//argK//ybdR//
GO_0071482_6	mdtN//lpxL//tpx//
GO_0071483_7	phnM//
GO_0071495_4	ynaI//mnmG//ykgM//
GO_0071496_4	ispH//fliG//eptB//mraZ//cas2//focA//thiL//yagE//htpX//valS//argO//purA//nlpD//mgsA//ybeY//yibH//fadI//ydgA//ydhC//dam//casD//rfbX//yegV//mdoG//gltB//glnK//rcnB//yqhC//secM//hokB//fdrA//relB//yehU//livG//clsB//srlE//csgD//ccmH//chbF//secM//cysD//rcsF//bglH//malQ//basR//nhaB//yaaJ//sdaA//ycbX//yiaA//qseB//yiiD//elfC//
GO_0071500_5	gatY//
GO_0071502_5	glsA2//
GO_0071545_6	yhjB//fadE//
GO_0071554_3	gyrB//ycbX//rpoA//fixB//torD//ybdO//rlmM//ybcQ//gcvR//nagC//rfe//glgC//asd//rimM//rsmJ//mhpD//insH-6//etp//dhaK//ycjW//atpC//leuS//recT//
GO_0071555_4	murA//iscS//essD//glcE//rpoH//dtpA//pgaD//pckA//scpC//trmI//yafQ//gloA//tpiA//
GO_0071577_9	xerC//citE//xisR//waaC//degQ//cusF//uspB//
GO_0071616_6	eptA//abgT//
GO_0071702_5	fucK//intF//ybgQ//gudD//gor//hcaR//folD//dgcE//ldhA//yfcP//dcuR//mntR//narJ//mscS//yaaJ//yfiE//ydjK//menI//entD//mug//phnH//relB//narV//glnK//ubiG//phnG//thyA//galM//gcvR//insE-1//eptC//lnt//rcdA//yahD//deoR//mntP//gcvH//rpmB//rlmJ//ribE//aqpZ//zapD//ycdY//mutT//intE//hemE//codB//pyrB//srlB//clcB//cysC//arnA//moaC//trkH//ygcO//ilvI//fryA//rdgC//wzzE//hyfF//pdxA//insB-4//hybA//sgbE//yhdH//waaB//comR//gcvH//ynbD//sapA//serC//rimJ//hdfR//ispG//asr//entE//clpP//gatC//ygjK//cysN//rffT//ftsX//opgD//kdpE//proB//yciH//nac//envY//ddlA//malG//yidK//queD//ygdG//paaX//rhtA//pncB//waaP//hycA//guaC//hybB//leuS//insH-5//rplB//malZ//chpB//ydjE//ppc//agaV//hisI//fimB//fecA//ygeV//nlpA//mntR//erfK//rpnC//xapB//malF//rfe//yhjG//marR//cpxR//ymjB//fkpB//rssA//rpe//aes//kdpB//codA//slyD//galS//yfcQ//pheT//cysI//tdcA//yqiG//rpoD//waaG//rutC//csgG//yfdG//dcd//ndh//intS//flgG//frwC//opgH//elaA//mliC//fixC//tolQ//mdoG//lacY//cysW//rtcB//nadC//bamE//insB-2//rnpA//yiaN//yeeL//wecE//cbtA//lysU//csgA//rhtB//trpE//galF//rpiR//tdk//guaD//zapE//mdlB//dgcT//sgcE//ybcF//lon//betT//yhcF//mug//gfcE//nuoG//perR//tar//cas3//radD//kdsC//rcsC//higB//ydhC//modB//yedL//blr//soxS//lasT//sxy//mngR//agaA//yehZ//katG//menA//narU//asnB//yfcV//ihfA//deoR//ydeE//aceK//yhbX//pmbA//moeA//gyrA//waaG//ynhG//frlB//hda//yegD//nirD//dsbC//cfa//ydbD//eco//allS//yhaC//agaB//fimA//ssuC//mglA//fkpA//ortT//rutC//rhaM//ssuD//napB//flgI//yeaD//yagI//dnaJ//mrcB//yggF//ychO//feaR//ftsB//yqeG//ttdA//kdpC//sapB//yfaE//dtd//evgS//uxuR//chbR//wcaB//lnt//ygeA//prmB//ybiT//potA//speA//mtlD//sugE//dcd//yadV//soxR//zupT//rclA//cysH//sgcE//rpmB//alaA//ftsL//secB//poxB//fetB//metN//ccmE//cueR//ygcR//feaB//motA//glpF//mntS//puuD//djlC//citC//gcl//yebQ//uxaA//mrp//gadE//mepH//baeR//yhcH//fabZ//dppF//yajQ//hmp//yhjC//hdhA//fimA//acs//hscB//aidB//mdtN//rep//ssb//sbmC//speC//minD//iraM//ubiG//topAI//fhuD//adiA//hslV//yhbX//prmA//rhtB//prmC//ypdA//marR//ynjD//yhjD//rfaB//glxR//pheS//nanE//dppF//osmC//nikD//fadD//ilvH//yfiE//recE//ydjE//rplB//selD//ybdO//glgB//mhpC//tilS//yhjV//ybaE//ftsE//gltD//yqcC//yjtD//yfgO//murG//asnB//psuG//nlpI//ygeW//dtpA//cptB//ilvE//fepC//cysI//yijE//norR//cas2//ygbN//elfG//dgcF//ybiY//rhaB//ypjD//ydiV//rplA//yahF//tomB//lptB//yahK//ycdY//chpS//aes//entS//fimZ//ybjG//mdlA//uvrD//rraA//fabZ//phoB//emrE//ibsB//plsX//xseB//glrR//metR//
GO_0071704_3	aroK//ykfI//yqjI//yfaE//pdxA//yfiF//yadG//dmlR//dcuR//ygdG//guaC//ppk//rhaA//ynjA//valS//ynhF//ddlB//sapC//guaC//argG//mreB//ompA//ariR//ydbD//nlpA//yhjB//ubiB//tldD//metE//glpB//djlC//hlyE//ygbM//hisP//paaA//pgm//lplA//yceK//yeeL//rnr//murC//ynfF//rpmC//tyrR//glmM//argS//ycbX//gsiC//kdsC//ybdG//flgM//yccA//ttdT//eutD//glgS//yihR//ansB//fimI//ycfS//trpE//murB//ttdB//atoB//asnB//dicB//uhpT//relA//gltS//greB//barA//phnN//ugpC//ruvB//ftsZ//nanE//pinR//kdsD//pinE//infB//artQ//dnaC//dgt//mhpA//insI3//ydcT//dacA//frwC//purC//galK//artP//cof//mrdA//rfbX//ssuC//clsB//bioD//fadH//atpC//nth//guaC//wbbK//yrbG//eco//wrbA//iscU//asnS//atpH//thrB//pbpC//zraR//rutG//tolB//rsmH//trpC//ubiX//dhaR//rffG//rpiA//nagC//ribD//yraH//fadH//yfhM//dbpA//ytfR//tyrA//srmB//uxuR//era//rhaD//tdcG//arnD//lapB//pdeR//nagD//hscB//sxy//marR//lpxP//rsmE//mpaA//crl//msbA//opgD//dinJ//kdgR//glmU//htpX//phnC//mug//fryC//yfaL//rcsD//gpt//casC//araH//proC//phoP//ubiC//pepA//cusC//dcm//pyrB//iraP//ycjP//ulaE//ulaF//xerD//rbsC//lysO//paaG//psuT//ppiD//nrdI//dacB//ydeE//metH//yagG//ygeV//waaH//stpA//fimI//yidH//wecA//pepT//kefC//flhA//dusC//ffh//cycA//rlmC//ycfH//alaA//secM//relE//nrdF//proC//mdtQ//ybfE//adiA//chbA//yjiA//narG//yceD//ilvE//ycaN//fryB//rtcR//dgcQ//gspF//ykgF//trmB//yeeY//dctR//sodC//ribB//zapD//mutS//dxs//ibpB//ldcA//tdcC//ydiR//ygbL//appC//pykA//rimJ//exoX//yebZ//rpsG//lsrB//rph//phnM//rpmF//yiaN//tauA//glmM//metL//ung//rspB//yiaA//yajD//rlmL//yhgH//rbfA//rsmG//ybjN//kefB//yiaJ//ftp//rfaC//rutB//phnC//livK//sseA//lysR//lplA//ygbM//yfbV//ycfH//yiiM//ygfA//rpmJ//mug//pepD//deoC//torI//sgcC//betA//yhbQ//wzzB//yggP//ybjG//nimR//casE//frlB//xylH//yhaO//curA//yajQ//secE//yhiM//tus//relA//agaD//xylB//ebgR//yaaJ//rlmH//adiC//rpoE//gmk//amiD//acrB//mdtA//phnI//csgE//ypjD//betI//nadB//phnP//acnA//dgcE//matP//nrdF//ybiJ//ddlB//baeS//ldhA//sanA//flgH//rlmC//cstA//cysS//sseA//adiC//focB//sfsA//paaD//nac//yjjG//insI3//ybdZ//yadV//glgX//ispU//lldR//shoB//yraJ//wzb//iap//paaJ//proC//ygbM//nfuA//gpmA//rpnB//ampD//mdoG//nrdR//waaU//bolA//nirB//speD//frmR//ftsI//rpsA//yibH//narG//dgcE//leuO//nudF//lsrD//epmC//glpG//fadK//glvB//uvrD//ampD//fkpB//ydeI//arcB//yghW//rhsD//tdcA//ydaC//hemE//dacD//dgoT//pdeR//rcnA//hisM//evgA//ftsL//feoC//tilS//gltL//sufB//nac//yjeH//galE//moaB//ppx//yfcU//entA//pitA//nuoF//gabP//yfjV//puuD//metF//queE//prc//kdgT//aaeB//marR//yajO//osmE//insI4//dnaK//pabB//dtd//rhoL//mltC//chbF//ydjH//pstS//yfcA//recN//flgF//yiaJ//ldrD//feaB//insH-6//dauA//truB//uspB//ftsP//rtcR//efp//ypdC//yoaA//tsx//roxA//tcyJ//clcB//hofM//murP//ycgV//pdxH//dapA//yihT//yjcS//cutC//yqeA//moaD//ybaL//csgD//arnB//sgcX//adhP//narV//eutR//hha//mdtL//speB//degP//yicJ//ybcL//yfcS//cynT//xthA//coaD//fabH//ynbD//casE//murF//appB//insI3//yqiG//yggN//rclR//xanQ//yehY//bluR//mcrA//rcnB//frlA//cdh//crfC//pck//pfkB//ccmF//dtpD//nadD//yihU//rlmF//thiI//glpC//mcrA//fadD//gmk//ihfB//osmE//rnd//cysB//metE//cas3//yajD//bipA//casC//yrbG//ribA//ycaN//ulaG//araA//frlC//cysS//narY//lsrG//yjjX//arcB//emrD//rcsF//eco//yfhH//dsbA//nlpA//cobU//argI//mmuP//sucD//yagF//cas1//argI//ddlA//yhbX//rpnD//tadA//bamC//queF//ibsA//znuB//yafE//ybiW//mdtL//phoR//ppiD//hscC//rayT//nupC//metL//glcA//ykfM//tsgA//essD//ssuD//aas//rpmG//glnK//yajQ//lolA//uidC//ydiZ//priA//fau//ade//nfo//soxS//glcF//ubiB//yfcU//ychH//ynbD//cirA//radD//ssuE//pyrG//ygfZ//rluF//ybeY//rdgC//holB//gntK//hslO//ybiW//ilvE//fruK//xisE//bamA//pyrD//intS//ymfK//ycdX//glcE//ldtB//idnO//frvA//malZ//nimT//yeiE//nuoM//oppC//tesB//apt//yjhB//lolE//ftsW//yafO//iscR//yfdK//nupC//lysO//dgcM//yhhT//narZ//gpp//glcC//rbsK//rtcB//tusB//gpr//araB//lsrB//dpiA//yehY//sufC//ygfA//ralR//ndk//recR//yphB//trxA//hyfA//manA//emrD//ubiX//rpsR//plsX//ttdT//ygeA//rnlB//cysK//guaB//oxc//gntR//srlD//nemA//hycH//ribB//panE//btuE//hypF//rpsB//ldtA//pyrL//yhdJ//valS//gcvH//spy//arfA//lon//secM//ibsE//rarA//phnC//kgtP//nanS//galS//ihfB//eptB//serB//menC//ygiW//rpnD//cadC//casA//rzoR//ruvC//gadX//dppF//murE//yhcF//astB//dgcM//trmH//hypE//hslO//rtcB//ytfE//arnA//pphB//ligB//rpsG//recE//rlmL//rsmB//hslJ//ybeQ//mscK//ftnB//ybjL//flhA//appC//pth//yeeL//ycgV//napC//speD//rimP//mdtA//mppA//yeaK//mrcA//yobA//zapB//intZ//csdA//yjfF//rnd//fumB//nudG//pspF//hxpA//sgrT//hisF//csgB//hcaF//ynhF//nrdF//ygeX//yafE//osmY//fabB//lamB//rbsB//luxS//opgC//yneJ//prpR//thiC//cyoB//yfeO//glgS//agaA//frvB//moaC//hupB//aldB//mtr//radA//yidK//rdgB//gcd//flgK//yibH//holA//bamC//mgsA//crl//queC//aes//mfd//rne//casA//fre//rof//menA//ulaB//gatD//nikC//priC//dsdC//lon//ldrB//tatB//gpr//zipA//potD//kduD//yciG//dosP//paaJ//yidD//glpK//mdtQ//pinQ//cycA//rseC//fnr//yidQ//sfsB//nuoF//lpxT//tusB//fadD//yoaA//tcyN//ampH//prpC//bisC//ralR//ydiZ//yihW//dcuS//fumC//yraH//dgcE//corA//ispG//yfbR//tnaC//fdx//def//mepS//hemF//rfaB//hisM//ettA//lepA//yjiX//potF//yadC//flgE//dcuC//recC//ldrB//hemD//betI//rbsC//yhaM//tdh//cadC//ilvM//xapR//dhaM//tyrB//prmB//sdaB//helD//mdaB//ychF//ycfL//asmA//secF//fabD//yiiD//ascB//chpB//metB//yjiX//rpe//ybeF//rcsB//pcm//fadM//tatA//pheS//chaC//moeA//rlmF//sucD//xylG//hemC//rclC//fkpB//ortT//yfcS//yfcG//rlmJ//cysP//ynjD//hrsA//hslU//yagF//melA//plsX//flhE//emrD//dctR//murQ//betB//hupB//aslB//allD//casE//uxaA//flhE//dacD//iscX//rsmG//ligB//elfC//yjeI//entA//patD//dapA//sgrR//murF//rclB//rapZ//soxR//yqjA//serA//yiaA//dosP//pflA//yraI//lipA//ilvB//rsmA//yidR//secY//ydiK//fimC//elaB//ndk//serB//ggt//truA//appA//ulaC//tatC//ydgA//tcyL//yciA//yghG//yraN//sbcB//yfjR//secB//yibH//caiT//yafN//rluD//ihfB//ptrA//yddA//fadR//narJ//dpiA//ispA//nudG//chbC//lepA//pliG//yhjR//ycbV//yjaA//yihO//yciK//flgI//pyrL//livH//hlyE//acrF//ygaZ//kilR//pntB//flhA//treF//hisC//mtlD//slyD//yqeF//yahK//flgA//rplK//ydiR//sulA//frdA//yfcR//yqcC//rfaF//lolE//trmB//yadV//ygcO//puuA//nagE//alsE//rffM//trxC//yciT//trpC//ydcT//waaH//dgoR//radD//yfdO//rcsF//csrA//yfgI//ais//nanT//yojI//argP//deaD//mgtL//rfbX//pgpA//relE//yaaJ//ftp//ymjB//allC//rbsR//yqeG//mntH//ybcJ//pgrR//greB//yddG//ribE//yneE//yjhC//yafN//nupC//ffh//lptE//selB//secD//phoB//nusA//idnK//thiE//pdxK//mhpT//yfjV//yqjI//yehT//phnL//lacY//prs//gltK//yieH//flgB//umpG//yadC//ilvE//yihX//eutN//ubiB//abgA//cvpA//uhpB//atpG//cptB//yfaL//hupA//rpsK//zipA//cheB//frlB//fecB//galF//dinI//hyfA//hipA//sxy//dcyD//hdeD//secY//rfbC//waaS//sutR//phoB//yjiQ//rapA//rpsE//kdpC//insI-1//artQ//pyrC//trpE//tar//cpxA//yafS//trpR//baeR//ftsA//dacB//kilR//pcm//rpsO//patA//dsdC//yfcP//gutQ//yieE//nhaB//cho//dhaL//lsrC//aslB//rcnA//btuE//wza//pcm//yhcD//secM//hfq//rstB//yiaM//sixA//dtpA//kdpC//opgE//ugpC//rbsB//xylG//yidA//yejB//murA//erpA//ybiX//glgB//ykfI//yhhY//yheT//umuD//hypC//moaC//selA//yidH//acrF//tus//exbB//rusA//acpT//galM//ybiJ//tdcF//tilS//tdcD//rpoA//yahO//cpsB//cysH//trkA//chaA//nanK//eno//ybfE//ydcM//lpxP//yafS//abgR//sdiA//arsC//yhjA//galU//smpB//cydD//entF//evgS//ftsQ//ydbD//trpGD//rfaB//speG//dxs//sbcB//rlmM//appC//ptsH//fkpB//ptrA//cysU//yihU//yqeA//ssuB//napC//srlB//pgi//dsdX//ymgC//puuD//pepN//bfr//cueR//mepS//ypjD//citX//hisB//ravA//ade//glpX//wecA//truD//rstB//yehW//ycaN//basS//hdeD//fliK//yhcN//malS//trxA//yfcP//rplN//tauA//pyrD//mepH//pmbA//ydcT//rsuA//flhD//pbpC//wbbK//plsX//glmS//tsaC//frdA//garD//mdtE//cfa//gstB//nudG//fkpA//blr//ygaZ//clcA//fabR//rhlE//mtlR//gcvT//gnsB//nuoF//ugpC//rnt//lpoA//hisC//hscC//mhpB//rluB//amtB//grpE//secM//yghO//clsC//leuD//alpA//rplN//mhpC//ccmH//ibsC//maa//pgaA//mhpR//ampD//pstC//gnd//panF//pabB//yihR//uspE//nikR//hemN//yiaL//ptsI//ghxP//msrB//rzoD//coaA//cobS//pepB//degP//ppiA//rpe//yfdC//yjiM//iscA//waaP//alkA//basR//phnH//queE//lolD//insA-2//ynjD//fadL//htrE//phnH//rfaH//tbpA//pphA//ilvN//purD//gloC//thiH//diaA//metQ//rhaT//exoX//rlmB//acnB//manA//ygbI//tusB//ydgA//uraA//gatY//nadK//mdtE//yjjW//mdtL//fimZ//shoB//slyD//glpT//ligA//ribF//aceB//parE//uxaC//gluQ//ybcM//malQ//lit//ybiA//groL//dinG//yegT//mtfA//sdiA//yqaB//panZ//aidB//gltS//aspS//xerD//nrdH//yfcP//ybbY//frdD//cysG//waaB//pntB//hinT//fadK//yieE//roxA//chpS//puuC//cspE//glgX//yfiC//malX//sgrR//pdeF//trpC//fetA//ygaH//ybaQ//clpB//yfeD//gabT//yeaG//rhaT//yihS//pliG//tusD//ybjN//gntP//torS//yjiY//gyrA//mhpT//narG//yjbB//ahr//yehA//tolC//yjjG//dnaQ//mdtM//rplN//ortT//gsiD//maa//tas//spoT//tsaD//polA//glpK//menE//yfiE//ldrD//paoC//mraY//lpoA//dacD//agaR//hipA//glnP//atoB//ftsX//yddM//sdaA//yhdX//sstT//bioD1//ftsA//gloB//yjtD//ydeO//tap//gudP//truC//potI//yhdZ//araB//mglC//rhaS//rpsT//ybhG//mocA//idnO//ykfI//aroB//holE//pinQ//ulaG//crfC//dnaB//yajO//insI-2//potC//cysU//aroF//pfkA//xanQ//rseP//ybhR//mnmE//ycjP//panF//rpmH//thyA//waaQ//hyaB//rpsS//miaB//dnaC//tig//sdhB//nagK//gcd//mobA//treC//fnr//ascG//pyrF//entC//vsr//tar//xylH//mdtD//ilvL//xylH//gadW//thiE//guaA//yhjV//gyrB//iaaA//araB//waaG//hemF//galF//fimH//ivbL//tsaC//scpC//uvrB//dusB//fcl//yrbG//yigB//rclB//yeaK//ytfT//pheA//dctR//ibsD//rsmB//lpxD//sutR//sstT//lysP//grpE//pgk//ygeX//trg//fabR//ttcA//rpe//rpnB//queA//fliK//plsB//gsiA//yegV//ldrD//dcuA//livM//hycA//gcvH//ybiJ//ptsN//yedL//hicA//sdhC//hisP//appC//fhuC//ybcL//gph//yhdW//ribB//thiP//dtpD//nadB//mscS//dppC//thiM//pyrC//rppH//kdsB//gshA//citG//gadA//dinJ//yqaE//msbA//ettA//ftsE//bluR//cas2//lldD//bglB//rsmC//phnL//rmf//gutM//tonB//envR//trpR//ampH//ydhQ//frc//rnr//ruvB//glk//yfiF//araE//ydcO//ulaB//mgrB//rep//mtn//pdxY//yfeR//fabR//insH-5//poxB//hycH//prpR//yhiM//yphD//hiuH//rcdA//ptrA//cusR//secM//napA//kdsD//asd//yggF//mgtA//hcaE//ydhC//yhaM//potA//oppB//hyaC//actP//paaF//argC//rtcR//msrQ//tmcA//ftsP//dgcZ//rffC//fadD//frlA//uspE//alsA//fadJ//phnC//yheT//acnB//glpX//hisS//guaB//hxpA//rppH//sapC//kilR//hybG//yfcG//rbsC//pta//opgE//nhaA//recT//cheR//prs//ugpC//gshA//intS//yjjW//hemE//ybdN//adiY//yfeW//ispA//pdxH//nikR//ybdN//paaA//rfaH//coaE//sfsA//patZ//mfd//yneJ//yidK//araC//ydjL//glpF//
