#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	melR//cysU//pgpB//nuoM//
GO_0065003_5	tgt//fadH//recB//lpxH//gloC//clpX//map//dkgA//rfaE//lipB//hybE//clpA//fes//serS//rimO//ppsA//ilvI//ybhF//fadM//betI//aphA//rplJ//gutM//agaC//rfaG//intZ//ycjQ//yphC//epmB//dmsC//treF//rlmH//yihO//rutA//pmbA//rhsD//napD//yibH//yhaJ//proP//insB-2//gadA//fadA//ccmD//yccA//yoaA//metI//csdA//fhuD//ulaA//hdeD//prc//rpsH//leuC//insA-1//proB//agaI//opgG//fis//yciK//gshB//nirB//menD//aceF//yieE//yggE//nusG//paaX//flgM//cvpA//hflD//abpB//phnO//napF//tadA//ycbB//lysR//rplT//pth//torR//gudP//tatA//ygiW//soxR//bcp//narX//rlmC//cbrA//rffT//lpxM//manY//ygiB//
GO_0065004_6	yidE//
GO_0065008_3	dppC//groL//bioF//ubiI//dxs//pheA//fliD//rsmJ//yqjA//tusC//dinJ//dhaR//yqiH//pdeL//yojI//yaaJ//recO//ygbM//btuB//ccmA//glnS//uvrC//ogrK//paaX//yifB//nagE//patZ//gpr//ygiN//glnP//def//ftnA//gapC//fixC//nadB//fau//cyaY//tyrS//mcbA//surE//yajD//dtpC//ybiO//kdsC//glpT//ghoS//dgcM//pyrL//tdcB//yggE//prc//prpB//yciF//yebQ//glgB//allS//hsdR//yafC//cobS//agaB//garP//dcuD//ptsG//ydfD//yehB//sthA//fabI//tehB//zapB//rlmM//iap//rlmH//aroB//sad//holC//plsX//srlA//ybhJ//ldtC//mlaE//gapA//pspA//pfkB//cysK//yqhC//iraM//sapC//nikC//yagF//yhjC//ydiF//nirB//insH-6//pgl//crp//cbl//moaC//ispA//exbD//secD//yhjR//phnM//bepA//dtd//yidR//nuoM//diaA//lpcA//dgcN//dnaG//lolB//nemR//ulaD//lpxP//yfgI//rluF//tus//purN//ppiD//deoR//yidZ//alsA//kefB//psuT//zitB//ansA//frr//ascG//prpR//rpsB//yjfF//
GO_0065009_3	dgcE//lyxK//cmtB//artQ//nrdF//yhfK//napA//yoaA//cheW//yibA//truD//holE//yahI//fre//rlmN//yieK//argP//rzoD//rnr//yjcO//panZ//mlc//hflX//lptC//moeA//aspC//mltD//trxA//gnd//msrP//yadM//fabA//lysA//nudC//moaC//ypdC//yqeG//rpmF//alpA//rimJ//lptC//yeeA//mmuM//yadC//purR//yjcS//elyC//yjhB//cirA//dnaT//dapA//dcp//dmsC//lyxK//xseB//ybiV//rffG//yiaN//dgcM//ldhA//dgcT//nikR//rfaB//evgA//yqaA//arsB//kefF//clcB//dhaK//lgoR//msrP//metB//holB//purU//rrrD//rstB//malK//
GO_0070084_7	uspB//
GO_0070085_3	norV//baeS//
GO_0070178_5	yhhT//
GO_0070201_6	entH//mukB//yieH//
GO_0070206_7	gspE//cadC//ypdC//ybaM//
GO_0070207_8	barA//aidB//ydeI//dcd//
GO_0070297_7	gspJ//
GO_0070298_8	eutK//
GO_0070301_6	hyfA//yfjR//purT//ybhG//coaE//lpxM//idnT//ybcL//hrsA//rapA//
GO_0070329_5	cdd//plaP//
GO_0070413_7	insA-1//yoeE//
GO_0070415_6	yqjA//bssS//
GO_0070417_5	proC//ulaR//sgbU//ftsK//
GO_0070453_7	nadC//
GO_0070475_7	fklB//ycjP//uhpC//ssuA//flhA//pykA//trmJ//gmk//puuE//folE//insH-5//ybaE//yegV//flgM//hisH//mppA//citX//rplN//dinQ//
GO_0070476_7	ymdB//argF//
GO_0070482_4	ybaQ//yhhY//yddM//uvrA//
GO_0070525_7	fdx//thiE//fepC//rsmH//
GO_0070574_9	cdaR//etk//selB//yqiG//
GO_0070581_8	thiC//
GO_0070588_9	rsmE//
GO_0070589_6	nrfA//cysD//srlE//msrB//csgA//prs//rpiA//ssuE//gloB//hfq//fryC//rplE//metR//uvrY//ygdG//yidZ//rfaC//baeS//lspA//fdx//idi//sapF//agaB//ydcR//acrD//abpB//mscK//pheS//rcsC//ushA//nuoF//yhcF//iaaA//yihT//hisF//flhE//ybiV//cpxP//fliM//lpxT//trpE//srlR//panB//
GO_0070627_10	kduI//
GO_0070646_6	fnr//
GO_0070647_7	moaE//
GO_0070689_6	kgtP//setC//
GO_0070716_8	yghB//
GO_0070726_5	ygfX//rffM//
GO_0070727_4	uspG//murR//fimB//abgB//napA//cysE//murC//cmoB//nlpE//napD//rpmG//bamE//yfiF//rsuA//bcp//arnT//dtpD//
GO_0070778_6	yiaO//fdoG//
GO_0070838_8	aceA//tcdA//ybaQ//amiB//tdh//yneJ//gatD//yahO//ghxQ//yfdG//gltL//aceB//lpxC//dtpC//nusG//
GO_0070873_7	add//tufB//
GO_0070874_7	hybB//
GO_0070875_7	preA//
GO_0070887_4	ydiP//rbsA//ydeM//fumB//sgcR//rof//hemA//yidQ//rppH//actP//agaD//yahK//dsbA//mlaE//ldrD//lsrD//phoQ//rseP//glgS//curA//rihB//ybgQ//npr//iraD//tatE//yfaV//ygcO//alkB//glpA//phoU//napB//pitA//cysU//glnP//lpxP//yjtD//rhlB//rluE//ycgR//bacA//rep//rihB//ltaE//tas//nanC//yehX//yfdK//allS//tcdA//trxA//rhaB//tolQ//ygcR//yeeO//yhfK//adiA//rcdA//kefB//marR//srlB//
GO_0070894_6	bioB//
GO_0070925_5	thiE//sad//yiaF//ybbN//metE//ynjA//chpS//perR//ynbC//yigL//
GO_0070930_7	yfhM//
GO_0070972_7	potB//
GO_0070981_6	rplM//
GO_0070982_5	yfdR//
GO_0070988_3	ugpE//yrdA//
GO_0070989_4	accB//
GO_0071103_6	thiD//yfcV//flgB//hsdM//sbcD//ygjH//kdpD//csrD//ugpE//gpr//yefM//clcA//cmtA//rnd//ybjI//yjcE//gpmA//rodZ//helD//
GO_0071139_6	evgA//ybhI//
GO_0071214_4	uidC//ynjD//gor//cysD//yceK//tdcC//rimK//dcd//hflX//speB//mtr//pspA//cadC//adhE//mntR//thiD//nadD//frr//insH-6//cpdA//mrcA//ilvI//hflX//rpsG//
GO_0071218_6	dacB//
GO_0071229_5	galF//ilvN//ycaN//nuoM//agaD//
GO_0071230_6	astC//
GO_0071236_5	hpf//mnaT//cmoM//ydcI//yihV//carB//ldtA//idnD//exbB//yejB//mltA//casD//ptsI//yfaL//sthA//yqiI//ycbB//ydfD//
GO_0071237_6	paaJ//pcm//
GO_0071241_5	ycjR//ygeR//cusC//pspD//yafS//gnsB//yghB//yeaD//atoS//bolA//rzoD//relE//araH//torD//aceK//gadW//dxs//
GO_0071243_5	nrfB//
GO_0071248_6	nupX//chbG//cysE//mgrB//feoB//thiE//cobB//frmR//rhtB//gcvR//bamE//frdB//hycA//aroH//
GO_0071249_6	cspA//alsK//
GO_0071250_6	fieF//ybaT//
GO_0071265_5	miaB//fepE//rsmC//yhbQ//csrA//
GO_0071266_6	moaB//chbB//
GO_0071267_6	lasT//acrE//mltG//
GO_0071270_6	ebgR//mprA//
GO_0071271_7	hisB//hypA//
GO_0071276_7	fdrA//mrcA//
GO_0071280_7	purN//uvrY//
GO_0071284_7	yidA//
GO_0071286_7	gltI//xapB//
GO_0071287_7	lipA//
GO_0071288_7	dnaG//ulaD//
GO_0071289_7	cvrA//
GO_0071291_6	ispF//
GO_0071292_7	nirB//atoS//
GO_0071294_7	parE//napD//
GO_0071310_5	allR//dnaE//narZ//eptA//tsx//shiA//tig//rnr//metL//cpsB//gshB//
GO_0071417_5	ygeX//hdeD//narW//
GO_0071421_9	endA//holD//recT//
GO_0071422_7	rlmD//srmB//hycI//
GO_0071423_8	hsdM//
GO_0071453_5	rsmD//fimG//nikD//
GO_0071454_5	manX//mnmE//
GO_0071456_5	ispU//
GO_0071467_5	torZ//npr//minE//rpiB//dgcZ//yjbE//kduI//lysO//cnu//ftnA//thiE//
GO_0071468_6	argB//abgB//yhgF//nlpA//yegD//gntU//yeeJ//yedX//thiD//rfbX//
GO_0071470_5	hcaB//gsiB//rcsF//recQ//yfcR//hslJ//adiY//sapA//sugE//ybjD//
GO_0071474_6	yfcA//hcaD//bdm//ydcS//
GO_0071478_5	hscA//yfcS//ttcA//
GO_0071482_6	flgK//pyrG//dpiB//
GO_0071483_7	ldcC//
GO_0071495_4	yjhP//cheZ//frlC//
GO_0071496_4	ynfK//ygiW//waaG//mglA//pckA//gcvT//fabH//aqpZ//ftsY//ybiJ//rplM//rimM//msrA//hpf//mreB//yfdR//katE//wcaB//dacC//dacA//mgrB//exuR//exuR//sucD//menD//argP//dxr//rfe//cpsB//yhfS//rhtC//moaD//argP//yqiI//wecE//shoB//envC//pheP//murQ//insA-1//hisI//holB//rfaE//hprR//nagC//rcnR//hyaD//bioB//sgbH//paaH//polB//garL//kduI//
GO_0071500_5	nikA//
GO_0071502_5	lplA//
GO_0071545_6	nimT//talB//
GO_0071554_3	rhmR//ggt//atoC//galM//yahF//rzpD//phnL//fadI//cpsB//abpA//srlA//bcsQ//hypD//yceK//hscC//carB//glrR//fnr//hcp//mrcA//yehT//wecE//garR//
GO_0071555_4	narZ//paaG//cpsB//cmtA//tdcF//argH//fimH//gppA//recC//secD//yqhC//mzrA//yggT//
GO_0071577_9	nudG//frdA//cbpM//wcaC//yijE//yfgI//ycjU//
GO_0071616_6	pliG//nanT//
GO_0071702_5	rnt//aroB//miaA//mnmG//nlpI//ghxP//ybfA//gpr//hokB//ybeQ//hisS//sbp//treA//hdfR//yjcE//yahD//ybhJ//mobA//rpsT//nadA//putP//hpt//mutT//yqaB//nemR//dcuB//gcl//yhjV//rutA//ftsK//ytfP//ssuB//hdeB//araB//artJ//atpD//ddpX//uhpA//msrB//yiaB//dgcQ//nanE//chbB//yciF//lasT//mdtJ//mdoD//waaL//clpA//gpmM//ydeT//hisD//mppA//xapR//ssuE//frvR//cstA//galU//deoC//tag//miaB//znuA//csrA//casC//rlmE//yfcF//ompT//ascB//nadK//phnI//amiA//pdxK//norR//mntS//gapA//cpsB//metN//malF//argP//yhcF//ssuB//ycjR//guaD//aaeA//ppc//ompN//ymgA//lapA//dgcQ//mntP//asnS//hsrA//exuT//adhE//pspD//hycH//ypdC//fucO//gudX//abgT//yjjI//rpmB//tyrA//acpP//mreB//argA//cysH//cspC//kbaZ//gldA//recE//nfuA//mutS//chbG//frc//emrY//ortT//tpx//elfA//lysR//argK//ybhA//amiD//murR//lsrC//nadK//yfgJ//radD//mraZ//pdxA//ubiH//sdhE//ompF//ecpR//lysO//mntP//nusG//lpoB//treR//rssB//ydcI//sdhE//rapA//ybiH//ihfB//sthA//rpmH//ppc//yhbX//ppx//ilvH//cyoD//hycH//ybiV//hybA//zipA//ycjU//ybjX//waaY//sohB//ygfZ//cusB//ilvL//yfhH//etk//yfcU//ilvE//fklB//queF//nrdB//coaE//mak//rseC//rzoR//bhsA//fepE//ispG//ydiB//shoB//glcA//satP//flgK//mrp//mdtP//glcB//ascB//sapD//yejB//purR//xylF//mepA//erfK//rpsS//ade//ybhF//flgK//dnaT//sufB//thrC//trpA//trmI//malP//frlR//clpP//yqaA//ynbD//yfaX//nrdA//yciG//rihA//rstB//rffM//glpB//dnaE//rng//iraD//guaA//ccmH//cmtB//ybfA//gntR//nfo//aes//torS//recE//icd//galR//fepC//pbpG//aroF//dxr//mzrA//mnaT//arcB//zinT//mngB//hycI//mhpA//ortT//fadE//ybjL//pdxA//ompL//tqsA//folP//adhP//yfgO//ydbK//mliC//ydiZ//livG//ynbB//rcsB//lpxH//dhaR//cdsA//bssS//add//entS//rbsK//yigB//ilvD//gltK//rnhB//pgpA//mepM//waaY//fryA//gor//pth//yedP//sfmF//dapD//pstC//setB//ptsP//argS//oppD//yraH//hisS//rbsD//cyoD//pdeF//mngR//yfaL//yfgI//oppC//lpxK//nudC//dgoT//yjjB//tolB//bglX//uxaA//cusF//arfB//fimA//feoB//scpB//glcE//pgpC//yiiD//elfA//clsB//cysM//yraN//rfaC//yiiE//tatD//yhfS//ribB//fbaA//dbpA//kilR//kgtP//ilvE//alr//mtn//argH//lysO//ybfE//queF//narU//sgcC//yiaJ//cspE//ybaL//dsdA//radA//ascF//arcC//btuR//pgpC//asd//pitB//tamA//pldB//purA//ssuD//fepC//torY//potC//btuD//araG//waaJ//ldrA//flgK//cobC//tsaC//nagZ//ptsN//waaA//ygeR//panD//waaH//cobC//ligA//sucD//rsmC//envC//gcl//hsdR//ibsC//fimH//surE//elyC//kduD//tusE//elfD//sufA//mhpT//dhaL//tcyL//ompT//prmC//ilvM//lon//hicB//rlmL//tnaA//rpmA//yeiL//folP//ynhG//dgcM//cyoE//def//dhaM//yfiC//insK//
GO_0071704_3	nadE//exuT//proQ//ycaN//galM//ydeT//fadM//fumB//trpD//phnC//prlF//cysN//mipA//waaU//araF//fruA//yabI//queE//asnC//nuoE//dgcF//tktB//pflC//rbsA//yfbR//dpiA//cyoD//tldD//atoC//acnA//tdk//fimC//ettA//chiP//iscA//araE//ydiV//rplS//yidR//gsiD//kefC//wcaB//ttdA//uvrC//yagG//thrA//degS//rluE//chbB//syd//efeO//pgpB//glcB//glnA//citG//zraS//phnK//lsrG//eutA//mltB//deoD//cynX//rsmF//arsB//ygiV//cysB//betT//pepD//yefM//paaG//creB//wzb//glcE//xerC//ydeE//hxpB//thiI//ygjH//lptF//lpp//cysW//arnB//fadM//recB//mltA//arfB//rbsC//ushA//tusE//xdhB//hybA//ubiX//yfeX//glnP//mdtO//rpoD//tmcA//dppF//yjhB//dfp//miaB//ubiE//ygiS//flgE//ldcA//uup//chbF//ykgF//gpmA//mdoD//smrA//yfeD//arnF//agaA//ykgA//lpxH//glnB//yihW//appB//ompT//mlaB//lgoR//hemH//purR//yedX//nupC//ribA//hofN//gntT//fadI//pepT//hipA//sgcA//bglX//acrA//cmoA//ccmF//lolB//yecS//mipA//folC//uacT//yidE//gadE//yidE//ybiV//ygfZ//acpS//ycbX//ispB//rcnA//sutR//torC//viaA//yhaV//mntR//alaA//hybG//ydeO//lyxK//yohC//intQ//lyxK//tdcE//tatB//casC//menD//ppiD//yrbG//fdrA//ldrB//ibsC//bioD1//torY//ykgA//yobF//rmf//ymfK//rraB//ydeP//fryA//argB//rhtA//yjiX//argA//mglC//arnF//speB//glsA//coaD//mdtG//etp//waaH//hexR//dmsC//rsuA//xanQ//hyfC//lipB//msbA//ybgQ//cueO//ybiW//prc//xisE//paoC//hybD//menE//ybiI//uup//nadB//ybiA//dsbA//yhcD//dcuB//fdhD//rna//secM//araF//rpnC//dppD//glvB//dgcJ//mlaB//sdaA//trmO//yjfF//rplI//serB//nrdH//yidC//lrp//cpdA//dusC//sdhE//rhaD//yjhC//yqcG//artQ//pdeR//torD//srmB//insB-2//amiB//yggD//panD//yjjG//hflK//cysS//yihQ//xylB//rrrD//eutK//yegV//yedL//ppsA//surE//ygfX//rcsA//csdE//sthA//mgsA//cynX//tap//mazG//yhgF//fiu//dgoT//pykA//ygeA//glgA//rmuC//bcr//yfdS//lacZ//frmB//garK//alkB//hybO//rplB//deoC//yabI//metN//fbaA//norW//queG//betI//pitB//nikB//patD//yehT//hisD//radA//gnsB//murB//rpsR//trpR//hemF//ompW//yehZ//hflD//yeaV//yciA//acrB//kbaZ//cysP//yhjA//treA//creC//gntR//mtlR//nanR//frmB//yohD//rbsK//appC//seqA//nadK//alaA//hisG//ispU//glnB//frdA//ftsN//recR//lolC//yiaU//pgaD//aroK//bioP//fabB//arfA//dgoT//gutQ//xapB//yahI//speE//yiaA//yjeI//ychO//dnaX//rffT//murP//torD//rep//ulaR//purF//treC//mdtM//trmB//pstB//yehU//phnC//kch//rnhB//yidA//nirB//kdgT//ypdA//srkA//argC//rfbB//speE//sdhC//mqsR//dgoK//lnt//pyrH//valS//mdtA//yneE//msrQ//arnT//sspB//allC//fumC//envC//hisM//ygeX//bsmA//mglA//parE//opgB//ulaA//acpS//brnQ//thiQ//dauA//yqgF//potB//ybiX//zitB//leuO//pinR//ygcR//mqsA//fucK//tdh//radA//rpe//yhbO//znuA//rutG//relE//dnaT//yhcF//yobF//tamB//yfcF//ycaN//adiC//yfaU//hupB//hypF//mdoD//truC//rsmJ//waaP//rmuC//exbB//rbsR//kch//purC//mdlB//glpD//xylR//chaA//cra//mglB//bamB//aroL//yedA//yggN//moaA//hokE//yfbU//bioB//secF//pck//chbA//gfcE//lnt//yagI//rclA//ulaR//narJ//cas1//insI-1//tdcA//moaB//potC//csgG//cydC//fimZ//xerC//rplN//ybbN//zinT//lolD//citG//ycjR//rpmA//asmA//rusA//ugpC//tusD//yphF//lepA//umpG//insI3//flhC//sspB//garR//glnE//phr//mscL//hisB//ribF//moaA//rplB//mtnN//gshA//afuC//truA//fetB//deoR//roxA//ppsA//relB//osmE//rclA//uraA//yfhM//dedD//pphB//mgsA//yjhP//dinB//ycgB//mglA//hybG//rraA//yafN//bolA//hmp//nrdD//ftnA//betT//ravA//carB//prmB//ybdR//diaA//pyrC//nanS//yoeB//dusB//yghU//ssuC//hybD//prc//hybG//evgS//ispH//dgoK//narK//galR//nlpE//livM//rcnB//mlaD//ybhJ//ybbY//essD//rpsP//tpiA//ybcM//radD//holC//yafN//hisG//torS//murP//insA-2//elaD//tauD//waaC//frmA//fabZ//carA//tynA//casE//cysM//setC//znuB//fsr//yfhH//insI-1//sad//frvB//ampG//ftsQ//rcnR//yneJ//frmB//thiP//malY//ydjL//rhmR//helD//ravA//glnL//waaG//ttcA//holB//yphD//cysB//livK//hisB//fes//fliZ//chpB//torI//sdiA//hycI//fumC//agaW//metI//ygiS//trxC//crcB//pgaC//agaV//ffh//norV//yehT//folE//mdfA//folM//artQ//nuoL//asnC//ubiA//fkpB//garL//proX//ttdB//rpiR//tdh//kdpD//uxuB//yobA//rhlE//hdhA//yeaK//ycbV//rayT//gloA//mntH//bdcR//rclA//gadX//pinE//ydiK//melB//ibsA//cysQ//yfiE//topB//ruvB//yabI//hexR//gcl//mak//pntA//yihI//abpA//hypA//ndh//glpG//ygaV//pgaD//argH//malK//cadB//sbmA//nagA//uidC//potA//mngB//ccmD//plaP//priB//dcuC//yfcV//sfmA//mngA//aaeR//yedP//uspE//pspC//selD//dbpA//dnaQ//mepS//ldtD//ygcW//eutN//rhtB//glcB//mtn//proB//yaaY//yfcF//pepQ//dmlA//yhhZ//murJ//lolA//leuO//fhuF//insH-5//dacB//blc//acrR//arfA//yidC//yjjI//ykfI//ybcC//ymgC//dxr//htpG//nrfG//araF//spoT//hemC//tmcA//rutB//fumC//mhpB//patD//motA//cadA//higB//menD//yghG//yqcC//chbF//ymfA//yrbG//ykfI//yhjD//ychO//yidL//mnmA//fabD//def//cstA//flgD//yijE//marR//frc//rpsI//entE//fliT//acnA//prlF//appC//pspF//cheY//rclA//gatB//gatA//yibF//yhdZ//nuoB//pcnB//lipA//narY//ygiB//lldR//ydiP//ydcT//yciG//hcaE//ybcC//fimI//yebS//rnhA//ynfK//truC//torC//rplQ//yfdK//avtA//pykF//nuoE//thiH//rplR//cusC//exbD//ybgQ//yidQ//nirB//menE//phnC//rpnA//maeA//polB//dnaG//acpP//ydjJ//ssb//dld//appB//mtn//rpsT//rrrD//yhgH//xerD//pgk//ais//entF//speF//folD//aspA//cas3//mltC//frwC//tdk//melA//sdaC//mepA//rpoS//ybbW//surE//menE//uacT//ypjD//abpB//coaE//rtcB//yjhC//rfaF//hrpA//fbaA//yajL//pstA//yraI//argD//znuA//sgbH//ybiJ//sdhE//pgk//yjbE//cpsG//ybcM//yidC//dcuS//zur//cvrA//hda//uvrA//rutD//ydcI//lpd//decR//cueO//rhaB//orn//umpH//yneJ//aceK//mraY//citG//yhbS//ybhA//phoQ//tamA//fdoG//acs//betA//yqhC//bioA//ribD//ldrB//borD//alkB//wecC//maoP//ytfR//ulaF//proP//rdgC//fcl//gltB//ybiO//yciT//rhaS//yebC//fliD//glcE//ccmG//atpE//ascG//elaA//holA//hcaD//yehB//tcyL//cspA//dinQ//hybB//narH//fliM//mntP//rluE//mhpR//cytR//helD//kdsC//yqgB//rpoH//rcnR//lptD//folC//moeA//dhaL//marR//yihU//paaE//yqeG//btuC//yadV//menB//bepA//ycjU//hyi//rpsG//yddM//yaaU//chbF//ompR//rpiB//leuE//pabB//gfcE//rpoS//glk//abgT//sppA//fliS//chbB//sapB//tamB//leuC//speE//sucB//rnb//kdsA//pstA//deoD//hyaC//alr//yhjA//nfsB//tsaB//glmS//murC//phnO//idnT//sapF//yieL//maeA//rplT//trmD//lrp//ssuC//ychH//pdxA//eutR//prpD//cueR//ybjN//yfcF//rlmA//dcuD//barA//lsrR//yeeY//ydiP//otsB//hofN//ptsI//bioD1//recC//mntR//dapD//tldD//bdm//rpoA//ssuC//yjbE//iscU//creC//ycfH//ynbC//ybiV//fryB//iaaA//mazG//ybcM//rsgA//yceD//gpr//cusF//ompN//nimR//lptG//sanA//fliA//torZ//fimB//rpsG//treA//rffT//ydeI//fadH//flgF//abgA//pgl//yccS//oxc//zapE//ldtE//moaE//tktB//nuoH//ompL//mdh//rutE//hyfA//oppC//rimP//kdsD//aslB//ycjW//rplA//tatC//pgm//dicB//frlR//pspC//otsB//emrY//rlmF//ybdH//xanQ//mgtL//araB//abgT//clpS//rpsS//aceA//yhcN//dcd//adeP//phnH//yajO//msrA//mukB//nupG//rplJ//seqA//rlpA//aas//yoaA//ndh//hisQ//hofN//mcrA//rpoD//nrdD//pyrD//ydeM//yhhZ//mdtM//yabI//yqjH//araF//ansB//mepA//yggF//guaC//aceA//rhsD//thiE//yfdS//ubiI//intE//sodA//lexA//yagG//trpA//tdh//rpmH//cobC//purN//trxA//lptF//glgA//trpGD//rplK//ptrA//modB//menI//menA//lspA//hmp//ydjH//gudD//glcF//rpnB//pepT//carA//gabT//ubiG//maeA//priB//hemF//aspA//solA//clcB//dgt//tyrS//tsx//alaA//yfbS//dicC//prmA//dosP//yaaY//zraS//aidB//yoaA//gatA//ybjI//tauA//hscA//ycaO//idnD//trpR//metH//yjiQ//csiR//umuD//abgR//crr//flgH//mmuP//alaS//barA//luxS//ftnB//eutD//ffh//dinG//ydcR//pdxJ//ccmA//fimZ//yijE//ydiQ//bioD2//ydiK//fdnH//frmA//sgcB//phoQ//yobA//yfcQ//phnK//aceB//cydD//cyoA//yiiM//cnu//moaC//aer//rpnD//hflC//caiB//galE//yfbR//fecC//prpC//yjbE//fdnG//galM//yiaT//csgB//nadD//xerC//setA//artM//pspF//waaQ//pphA//aaeR//ltaE//panC//trpR//fliZ//yihL//ampG//cobS//dsbB//cheA//livF//phnP//asnC//rbsR//yqaE//entS//rppH//abgA//yeiE//ispF//cirA//glcD//dapA//yqaB//yaiV//fadD//pinR//yidK//ivbL//narU//rapA//rplY//borD//ybjX//ybeF//cydD//cstA//glpK//fdx//uspG//potI//agaA//yehT//dinB//frr//bglB//cadA//ykgM//tauB//bssS//nrfC//zapC//ybcL//solA//nac//tolC//phr//cbtA//gltX//yqiI//ynjA//malZ//mrcA//proB//cobU//mtr//yhdX//pyrD//rhtC//yobF//rimO//yobA//acrA//ytfQ//ubiA//flhD//wcaC//tehA//trpC//pinE//ppsR//pspG//ilvI//phnJ//hemB//tatB//poxB//ycbX//hicA//yegV//dhaK//rnt//yhbX//mprA//cutC//yfcP//artM//argS//abgT//tdh//xylA//hofP//argB//ubiD//uhpA//oppD//arnF//speE//rng//phnH//yqiG//rhtC//truB//hokB//ybiS//cdaR//nrfA//yraI//rsmI//fetA//exuT//yheT//yihR//scpB//chbF//dusB//atpC//yedP//afuC//mobA//degP//cvpA//chaC//zapC//nrdG//mliC//flgA//recG//ptsI//sapC//zapD//rpmA//ebgR//fdrA//btuD//kdsD//ispH//maa//umuD//fabD//shoB//ybaM//srlE//hycH//ulaF//nlpD//paaG//sdhB//gudX//glcA//gsiC//pgaA//ilvL//yihR//sdiA//cptB//cysW//soxR//yfbR//tadA//mukB//tsaC//glnD//ygiS//rpmC//nagB//yjjI//nrdB//clpX//gcvP//ybcC//hda//ugpC//rlmB//ligB//cca//deoD//cadC//glgB//yraJ//nuoB//holE//metQ//glgB//menF//rzoR//atpF//glgC//pdeL//sapA//kbaZ//dinB//cusA//ychF//serC//shoB//ruvA//mdoD//pgpB//cra//hscB//recT//bssR//edd//ybhG//narV//yigL//hldE//lysC//dxr//ccmE//yaiP//ydhC//tmk//yadC//moaC//viaA//rep//gltL//aroH//cpxP//fepB//baeR//speC//yqhD//yohC//yghU//garL//pyrG//lacY//yhgF//sspB//acpP//zraS//waaY//rfbB//yefM//yihS//eutB//yhbQ//ligB//ompA//livJ//ybjN//gcl//phnJ//hycA//blc//dtpB//aroA//tamA//fruA//cadC//yjbE//recT//yjjQ//rpsL//lolA//tynA//hicB//accB//rplR//ymgC//kdsC//mdtC//lepB//fliD//nac//thyA//tsr//prfB//cptB//lolB//rplM//mdtF//nadE//rpmE//appA//rdgB//ispH//chaA//yieK//dacD//barA//bsmA//murB//hdeB//secG//yjhC//ydiK//rlmC//hofN//ettA//murE//gfcE//srlB//nuoM//bglA//yehT//cutC//lysR//slmA//rzpD//yjjV//hisQ//abgT//yfiE//tufB//yihW//ompN//ypdF//dnaG//aphA//yehT//miaB//ybdG//epmC//rzoR//srlD//qorA//sdiA//cheZ//mtgA//betI//amtB//ycdX//malE//asr//yacG//tynA//prmC//yiaA//narV//tusD//rplK//lsrA//clsA//argS//narL//nsrR//yjiY//oppF//yfbR//paaG//narY//putA//ldrA//ygcO//cpxA//glmM//rlmI//yghU//yadC//ycfJ//rfaQ//alkA//sgbU//fliK//yfeD//nrdA//ulaA//purN//tadA//trpGD//soxS//malF//ygiB//iscR//arcA//yjiA//recO//metK//pphB//lepA//cobT//acrB//pfkA//cadB//nuoE//rzoR//entD//insI3//patD//yhfS//glnH//rplB//ygfA//bioD2//epmB//yhaC//yqhD//yiaA//thrL//mreB//yiiE//yadV//yhfK//yciK//yhdZ//sbcC//yfcV//nadK//astB//ribE//ftsB//zapD//eutK//yccA//paaJ//yafO//ilvI//thiD//ychF//yphD//mepS//rplY//chaA//rhlB//yidE//gluQ//rplF//ybhP//yahK//flgJ//cspC//flgG//uof//pgk//kdpC//paaD//fdx//gsiB//eutB//marA//metE//hldE//torS//abgA//malE//ygfX//cysA//fadR//rpmJ//
