#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	wzc//intF//eutK//tamB//
GO_0009108_6	parE//ariR//yeeJ//cbpM//waaB//yidL//narY//pntA//elaD//lepA//hiuH//ebgR//csgD//yqgB//yibF//speA//yqgF//edd//tgt//garD//lpxD//bssR//yehA//rnhB//ydfK//ccmA//glvC//yicJ//nuoE//elyC//rarD//yadM//ycjQ//bioD1//yhjC//dhaM//nanS//rfaQ//bepA//ytfR//metK//hscA//ung//fepA//aer//lsrG//mutH//yobA//ybjX//lrhA//mpaA//yihL//cynT//ruvA//ldtD//ybhP//tatB//rhlB//artM//panE//tsgA//pyrC//ihfB//trpA//ulaC//rpsL//yejF//rclR//hypD//cedA//secY//gadW//yhjC//psuT//yciV//ugpC//yodD//hscC//ygbL//fnr//fau//xylH//pth//glcB//intE//helD//sgbH//dnaJ//dhaR//araF//frdA//agaB//yeeJ//recD//mdfA//purL//suhB//ugpB//adeD//zraR//bamB//fadM//ygbI//curA//rfaQ//malS//rpnA//fabZ//sgcC//ravA//
GO_0009109_6	ada//dcuB//ypdF//yihV//murF//
GO_0009110_5	cho//yobA//tatC//prfB//fruA//curA//fryC//dtpD//rpsG//pdeL//yebS//yciE//yeaD//ulaG//rpsD//bamC//lldD//nrfC//melA//malY//cpxA//rutA//galK//ydhK//xerD//mrdB//scpC//hlyE//rffC//tas//garK//uhpC//galP//zapD//rluF//yjbE//gltP//mscM//nagD//prs//fhuC//gcvH//envR//ompF//ugpC//yedA//mdoG//rsmF//chiP//argG//dppA//rimL//metH//aldA//idnT//yhaM//waaU//
GO_0009111_5	yfcS//narK//symE//ydiO//
GO_0009112_5	puuB//ydcZ//ybeF//metE//sufB//nanC//panC//ygeW//ycjR//sutR//xerD//hisH//rutD//ribA//fadK//hflC//rutC//waaH//ycgB//narU//wbbK//fimB//nfsB//mqsR//speG//napB//yqaE//cobS//dnaT//fadE//cnu//hisA//frwB//mdtB//yifB//fadI//
GO_0009113_5	dinD//truC//glnK//yjjW//mocA//
GO_0009114_8	betT//
GO_0009116_5	feaB//potA//ssuC//uvrC//glmU//dgoT//cyoB//dppC//yfcS//rpnB//nrdF//frlC//yaiP//sxy//gadA//fumC//lptF//nadC//menD//rplD//panB//flhE//epmA//mnmA//lpxM//nupC//rpsH//yfeR//hybD//rrrQ//gatZ//fabA//arnD//etk//yeeJ//yihU//acpS//yghU//glpF//aceB//
GO_0009117_6	ibsE//thrB//rarA//guaB//csdE//rffT//hcaD//malQ//ispA//yigB//ttdR//ydbD//nanK//arnT//opgG//epd//hdeA//purR//melA//tsaD//accC//bssR//rfaB//prfC//htrE//rnt//lptG//fimE//yhbQ//kefC//amtB//mog//torY//yjeH//entS//ilvC//fecC//ugpB//fadD//yebQ//ppiA//selU//kdpD//bacA//fre//lptC//pflC//ygeA//glnS//sufA//cpoB//pntA//ycjY//frlA//pstA//elfD//cobT//elaB//ccmD//eutD//opgG//ygfI//ynfF//ygfA//setB//slyD//rzpR//ydfK//agaW//alpA//ybdZ//cvrA//sspA//galM//ygfX//gadX//yjhC//tyrR//cusF//cpxR//ccmC//nlpA//waaL//yciF//cyoE//yggE//sgbH//endA//phr//lldD//nrdA//nac//gspJ//crcB//casD//decR//frsA//sapF//lamB//zapB//truD//psd//srmB//edd//
GO_0009119_6	hybF//proW//tdcG//frvR//hslR//tolA//sgcB//pspG//ltaE//rtcB//fbp//ypdB//nudF//gntK//zapC//moeA//yajO//cpxP//rimJ//sspA//cheB//nrfA//sgcR//fnr//lptF//rcnR//ltaE//recA//fetA//yhiM//chaC//ugpA//ldtA//yajL//mtfA//
GO_0009120_6	dgcE//pyrE//treB//mliC//
GO_0009123_6	ydcP//cmoB//mdoG//ilvC//speG//feoA//secF//hisP//valS//nadE//purL//potB//metK//tatB//yhaV//ydaC//rarA//hemB//fimC//icd//wecA//smpB//hycB//allC//mraZ//pfkB//ruvC//lysU//ybgP//uup//artI//allB//ybaO//paaZ//alaE//betA//cpxP//epmC//ubiJ//ligB//yagJ//glnB//rpmB//sucA//fabG//cydD//
GO_0009124_7	ariR//paaC//fimF//rplT//gsiC//pgl//ldcA//yhcF//sapF//uvrB//dinD//sucD//argA//alsA//rlpA//citT//kdpC//ghxQ//sgcA//hemE//recG//argR//rcnB//copA//ybjG//ribE//cyoE//agp//rutC//yehX//clpB//zipA//ribA//rfaE//yjhP//yaaY//glxK//
GO_0009125_7	tdcR//raiA//gcvH//yjhI//pnp//
GO_0009126_7	nanK//nimT//feoA//radD//potI//chpS//ptsH//astC//clpS//umuC//azoR//cpsB//hokB//prmC//cynX//recJ//dnaG//asnC//yqcC//fcl//tap//alaS//rpmB//rlmJ//preA//yihU//thrS//glnE//lysU//cpsG//rpsO//yigL//yeiE//efp//
GO_0009127_8	adeD//pmbA//msrQ//mngB//ydjH//hycB//ygeW//mukB//mliC//mdoG//narQ//malG//oppB//queG//udp//katE//bamE//idi//preA//fliS//paaG//frdB//ampE//zinT//yijE//insA-1//cyoC//fadA//yggW//mprA//
GO_0009129_7	lrhA//paaK//yehD//secD//rnr//pstS//prc//dgcZ//ybfE//ldrD//
GO_0009130_8	potA//ytfE//gabP//murB//flhD//
GO_0009131_8	hemG//groS//murJ//mraY//recO//
GO_0009132_6	tsaD//ybgI//kduD//gltL//dsdA//tbpA//dnaE//plsX//yhaO//yehD//bioP//ccmF//cdd//tolR//ynjA//cobB//tbpA//dusC//chbB//arnA//cpxA//panD//dmsC//ycfS//xisE//
GO_0009133_7	fucP//livG//xylB//
GO_0009135_7	oxyR//era//yedP//moeB//gfcE//hdeA//bhsA//nanE//ybaQ//hypC//tcyP//cysD//sufC//gfcE//fimF//dkgA//thrC//rsmB//lpxP//tdcD//basS//nfo//hdhA//
GO_0009136_8	gldA//
GO_0009138_7	yfcU//potB//
GO_0009139_8	hipA//rsmB//
GO_0009141_6	focB//tcyJ//mltC//ivy//dmsC//tatE//tmcA//narU//fepB//ppk//pnuC//miaB//polB//yjbG//psuT//yiaA//ibaG//ybcL//thrC//mdoD//alsK//rclA//zitB//aceB//yafE//rsmB//pldB//cstA//prpB//yjiX//wecA//trkA//ybjN//flgB//flhD//sodC//rhaB//ydiF//
GO_0009142_7	rplJ//ygfI//dgcQ//yhcH//rspB//trmI//htpX//yadI//yagG//bssS//mscL//dnaB//gpp//yodD//phoA//casB//yehW//fdoI//caiD//ftsE//fixA//gatB//lgt//argH//lamB//rmuC//aroF//purA//
GO_0009143_7	cmtB//nemR//avtA//fumB//
GO_0009144_7	xylH//rplS//frsA//ycbU//ftsL//ybcJ//yggP//yeiL//yehC//rhtC//hcaE//rpsO//mlc//ftsE//maoP//pbpG//pstB//yfhH//rpoS//fixB//mhpR//wcaC//yagJ//ydjE//yqaA//cirA//agp//rfaC//appY//flgK//ydfG//
GO_0009145_8	syd//proX//rplF//sbp//mdlA//rpoD//rsmD//cspB//tufB//yfiF//casB//dauA//rpsD//flgA//hflC//malP//fis//purR//yhaV//btuF//rplS//ilvC//sdhB//
GO_0009146_8	araA//clsC//
GO_0009147_7	ubiH//proS//lacI//topB//
GO_0009148_8	ygbI//nrdR//
GO_0009149_8	yidZ//yehY//
GO_0009150_7	tnaC//yqjI//cheW//yqcC//grpE//cbrC//tnaA//sfmA//kbaZ//ruvB//hisQ//rpnD//fryC//narV//sucA//ampH//yjiQ//rsmG//uxuA//yeaD//gshA//pstS//yajQ//fkpA//allS//ghxP//menD//yobF//rlmH//asr//bssR//xylE//cirA//mcrA//aroP//frdC//fliD//ilvC//mazG//codA//dpiB//xylH//yidK//flhA//waaP//leuE//tdcD//rfaH//
GO_0009151_7	nanR//nanR//
GO_0009152_8	tehB//idnD//lacI//hcaT//aroA//zapD//treR//nadA//dxs//truB//hybC//yihL//cpdB//yheT//phnO//ubiI//csdE//ribF//radA//kdpC//msbA//btuF//gloC//speA//hyaB//ttdB//cueR//crr//nrdB//caiT//fepE//ybcC//nuoN//hchA//hsrA//galF//truB//
GO_0009155_7	sdaC//zraS//
GO_0009156_8	hemG//yhgH//yfdS//dsbB//pinE//pfkB//aroF//insA-2//mtlD//mocA//yjeI//malZ//nrdA//dmlR//fdoI//cobB//csgF//flgC//rcsC//blc//ydeP//hisH//mscM//insE-1//epmB//ubiC//yqjA//ribF//mppA//kdsD//ascB//proA//kdgK//
GO_0009157_8	amyA//cmtA//alaS//syd//
GO_0009158_8	dinQ//cecR//rseC//fadA//msbA//
GO_0009161_7	guaD//yfaX//dppB//sgcE//sthA//tusD//yehC//rihC//ybaQ//mraY//phnO//ubiC//yeaK//eutK//hslJ//yfhH//ydiK//uvrC//higB//ybiA//pabC//wcaC//sucD//dadA//yggN//galF//folM//gatY//exoX//fabZ//hemL//trpL//fiu//sbcD//rffH//cheZ//purF//yiaJ//mdlB//yhaM//lipB//ybcJ//
GO_0009162_7	mmuM//tsaE//cbl//nrdD//
GO_0009163_6	atoS//etk//asr//ygeR//narH//puuD//pepD//nadK//rnd//tolA//sseA//yhjD//pinE//hemL//mltB//setA//ldrB//fimD//narH//
GO_0009164_6	rusA//sulA//tktB//opgG//nupG//paaD//fur//hyaC//uspE//chbR//evgA//yjhH//frr//
GO_0009165_7	hns//ynfL//dcuD//mdtE//ybhS//csrD//potC//tyrR//rplD//hchA//djlC//elaD//cptB//gpr//tpiA//ybfA//lpxD//xylE//pth//fruB//yhdJ//otsA//ribD//cbrC//norW//yrbG//mrp//lacZ//yfcU//epmB//yhhY//rplW//fetB//aqpZ//cas1//murD//rplK//pagP//nrdF//srmB//glrK//glgB//nemA//infB//rna//arfA//ydjM//argG//cydB//pbpC//tbpA//rplM//ydcT//yqjA//yggD//nhaA//epmC//nrfE//sbmA//tilS//hypC//carB//yegD//citX//gadW//mdlA//artQ//yafN//potC//dpiB//yhdX//
GO_0009166_7	ybaL//ydeI//uspG//metB//ddpX//fdrA//adeP//pgaC//garP//ada//proS//oppC//kup//yddG//cydD//mdtQ//dgoK//tbpA//ilvD//matP//yceK//cynX//trpA//bisC//rtcB//hyfA//ilvI//yjiQ//citC//hpf//ydjE//
GO_0009167_8	parC//yibT//sdaC//csdE//pfkA//uhpB//trpC//dbpA//pal//pdxB//acpP//argD//hyfR//tauB//gppA//gshA//ruvC//yfdO//ldtB//tldD//hofO//modB//hisC//rfaE//gntU//rplR//eamB//mhpB//fimD//fimI//tnaA//feoB//recE//fucA//
GO_0009168_9	dcuR//ribD//ycgB//putA//yqhD//xdhB//focA//yciE//pmbA//rdgC//rpsR//moaA//ydeI//osmE//dps//ivbL//nrdH//wecA//menA//yghW//fadL//sgcX//ydiV//tap//cheY//yphC//iscX//fliG//nanT//aroK//
GO_0009173_8	alsB//ogt//yihQ//feaR//glrK//yeiG//hdeB//
GO_0009174_9	fadH//lyxK//
GO_0009175_9	speB//pstB//hslR//yicJ//ariR//
GO_0009176_8	cspE//yggP//clpX//
GO_0009177_9	malI//cedA//flgD//
GO_0009179_8	umuD//cspG//rsmE//phoP//ykgO//higA//ugd//alsE//tauA//ymjB//fixC//yahB//ttdB//nikB//yibH//nanC//otsB//ygcW//sxy//secY//ykgF//mak//nlpI//
GO_0009180_9	infB//
GO_0009185_7	lrp//glpX//sapA//lacI//trpE//uxaB//hisB//skp//nikE//flhD//ulaE//pykF//clcA//puuE//rpiR//glgC//rpe//fixB//glnA//entB//ilvC//rutG//trpA//gadB//
GO_0009186_7	hicB//
GO_0009187_7	ygiN//rmuC//
GO_0009188_8	der//gadC//
GO_0009189_8	acrB//
GO_0009190_8	pnp//eutB//
GO_0009193_8	hypF//
GO_0009194_9	fabD//
GO_0009196_8	ldtD//
GO_0009197_9	dpiB//
GO_0009199_7	ccmF//zupT//mliC//pldB//rpsH//gloA//fadM//kbaY//yjjU//betB//clpX//vsr//rplF//ttcA//cpxR//dicA//yjjB//fryC//gpsA//dosP//purN//rseP//feaR//bglX//rpsM//dgcE//garP//napA//hycI//ygbN//panD//
GO_0009200_7	idnO//uxaC//elfD//yidZ//
GO_0009201_8	trmL//aldA//hcaT//aidB//cmoM//hdfR//ilvC//dcd//mutH//yagE//cysU//yggE//shoB//csgB//murF//uvrB//glpF//efp//kduI//creC//holA//hprR//cusB//yoeB//
GO_0009202_8	znuB//
GO_0009203_8	yihP//
GO_0009204_8	entD//fruB//malS//
GO_0009205_8	fdnI//macA//sutR//nupG//nanS//rlmC//rhoL//pflB//glsA2//uup//yfdO//sfmA//mntH//ulaD//atpC//yeaE//yigL//gshB//matP//gor//ompN//nadB//insB-4//ccmA//ghoS//phoA//phoU//puuD//yjjU//
GO_0009206_9	ybiY//yadG//ddlB//panC//ydcI//mdlA//dacB//mug//yejF//ycfL//gudD//glnP//yihL//xylA//trmJ//rfaQ//crl//eamA//cadB//narI//yadC//ybbN//thiL//
GO_0009208_8	rutR//sufA//
GO_0009209_9	qorA//
GO_0009210_9	puuP//
GO_0009211_8	lptE//ogt//spy//
GO_0009212_9	tabA//
GO_0009213_9	rhsD//cysM//
GO_0009215_8	yadV//uacT//
GO_0009217_9	grcA//rpoH//
GO_0009218_7	aroC//rsmB//rcsC//nadK//hypF//cirA//rpnC//ygjR//tldD//baeR//arnE//folC//
GO_0009219_7	pbpG//glcC//yqiI//yraI//gnd//
GO_0009220_8	insB-4//fixA//rfaD//ftsX//scpC//ybhP//
GO_0009221_8	yggE//yfiE//yfbV//fecD//
GO_0009222_7	pykF//yabI//speD//yehA//tsaE//yraI//
GO_0009223_7	phnN//pntB//
GO_0009224_9	dusB//pyrH//
GO_0009225_5	cspI//ygaH//proX//gpp//rodZ//pstB//osmE//csdE//yiaF//gapC//dpiB//ycfH//flgD//ubiC//yiaF//
GO_0009226_6	rsmG//agaW//bdcA//tatA//pflC//mntR//pgaD//ydcI//mltD//yqaB//frwC//yghB//topAI//
GO_0009228_7	diaA//fadI//yjaA//bioD//chbG//relA//thiH//guaB//hsdM//insI3//
GO_0009229_6	lpxL//ubiA//
GO_0009231_6	yjiM//napF//tamB//ydcP//yqiG//topA//yieL//
GO_0009233_6	secE//coaE//ccmE//rbn//yqjH//nrfD//gapC//csgF//nadA//elaD//
GO_0009234_7	fdoI//dppB//endA//sbmC//waaG//proA//mepM//metL//cysN//dinI//
GO_0009235_5	mgsA//wzc//tsaD//ybjI//amiD//ycaN//
GO_0009236_6	gabD//yfaV//casB//yhiM//iscU//guaD//
GO_0009237_4	lsrK//yccA//glsA1//xthA//cadC//glnL//yfbS//rplD//argD//
GO_0009238_5	fepB//ilvM//fimA//intF//galK//uspF//ttdA//fumC//rfaQ//
GO_0009239_6	glsB//nlpA//zntA//pnp//yfjR//yeaV//fepD//malZ//
GO_0009240_6	fabB//torD//ulaD//pphB//mlaF//
GO_0009242_6	opgG//yehU//holD//waaC//bacA//hisC//mlaE//mhpA//argI//pbpC//speG//
GO_0009243_7	ligB//
GO_0009244_7	sbcD//mazG//kdpB//hemD//thrS//guaA//hprR//ubiX//yieL//yedF//yjhI//yraI//ispG//dinB//secF//arcC//yacG//hybE//bolA//dxr//guaC//yqjH//fecA//bcp//pspC//rpmJ//ynfL//ycjU//alkB//
GO_0009245_6	yqaB//oppB//amiB//prmA//kdpF//pabC//rusA//pheA//rnhA//exuR//
GO_0009246_6	dsbD//fdrA//bioB//hrpA//frwC//pth//flgE//iscU//ispA//
GO_0009247_6	gstA//hemD//hupB//fepB//tcyJ//orn//dnaB//dgoA//cpxP//xylH//ynhG//rpoH//
GO_0009249_6	waaU//queG//tatB//
GO_0009250_7	yqiH//yeaE//fiu//kduD//nrdA//lptD//umuD//bssS//zraR//ybhG//ybhP//ruvB//dps//bioD//
GO_0009251_7	fadJ//uidA//kefF//ampE//yegS//yefM//
GO_0009252_7	priA//thiD//ccmG//narQ//fabH//uxaA//yceK//rho//mtn//dicA//glxK//moaA//hslO//ybjC//rpsD//cysS//melR//tnaA//oppB//edd//cysK//tsx//ecpR//pyrB//speB//ftsN//yqhD//ycaO//hscC//codB//flhD//dnaC//ralR//crl//fabZ//rplL//otsA//hybO//uidC//
GO_0009253_8	ydfG//nadA//dnaG//mrcB//cysP//pgaC//kdsA//yegT//btuD//rpiB//
GO_0009254_8	yfcA//rpsH//mrp//paaD//cpsB//hyaA//ynbC//frlR//atpG//bcr//
GO_0009256_7	arcA//argT//baeR//cadC//
GO_0009257_8	eno//galM//ydiO//mltF//
GO_0009259_6	glxK//yacG//queF//fdhD//manA//rpmA//nagZ//cueO//iscR//wzzB//yaiP//pfkB//rpsJ//prpC//xanQ//gpp//fiu//purC//sbcC//plsX//ung//ilvN//ulaG//frdC//hemB//alsK//crfC//ygfA//yedA//glnH//tdcC//sppA//acrA//mazF//hrsA//hyaB//appA//flhE//trmD//macB//mnmC//dgcQ//mltG//hdeA//frwD//clpP//corA//rpsQ//insB-4//shoB//rutA//betB//appC//rbn//sbp//mntH//arfB//ftsL//bisC//tadA//nirC//
GO_0009260_7	gsiB//adeQ//nrdB//gspF//mltF//ubiI//hpf//abgB//amyA//entS//lolC//leuD//galR//spoT//argB//ymdB//sppA//yjhH//frlR//agaV//ldrB//yahF//alkB//agaA//rstB//mepM//tcyN//lldR//rsmD//atpB//msrB//fumC//nrdE//pspF//lpxH//gyrB//murR//eutD//degS//mnmE//kdpB//rpoS//yiaA//rhtA//
GO_0009261_6	hybE//ompL//yfaX//ydjE//rplD//frwB//
GO_0009262_5	fadA//yecS//nfuA//emrY//yafO//lolC//ydjK//speC//murB//cusA//rcsC//yfcU//rusA//
GO_0009263_6	tdcD//rlmL//ibsB//yhbQ//tldD//aceK//thiG//iscS//nepI//
GO_0009264_6	cysK//hisI//csiR//ydhC//rfaC//
GO_0009265_7	ydeP//ftsY//sfmD//cysH//gadW//
GO_0009266_4	ispH//hprR//mukB//solA//bisC//ppiD//udp//ymjB//cpdB//narZ//ydcT//caiE//solA//torZ//cysN//lolC//cysB//ppsR//psd//phnG//cdaR//hybA//lacZ//yebK//rutG//wzyE//soxR//torR//ecpR//phoP//tdk//metR//ibsA//csiR//pbpC//metE//nsrR//dgoK//flgI//livM//tap//pstC//yfjR//oppC//clpX//msrB//exuR//slmA//sulA//dsbA//potB//ilvD//ygjH//ybfE//ccmE//ybiY//glgP//narK//fryB//glmU//kduI//adk//murQ//lpcA//yidC//rffH//abgB//purF//alsE//thrS//eco//ynbB//hyaA//clsB//fadK//hprR//ydcZ//sdaB//rnr//clsA//caiE//yhjV//
GO_0009267_5	cmoM//gcvH//ydhC//prpC//trkG//yqjI//lpcA//erpA//ldcC//bssR//eutN//metL//sgcX//bioC//purA//ynaI//rsmF//ycjU//proC//gspE//dnaK//uhpA//pcm//tamA//ileS//nagB//
GO_0009268_4	ynfF//yraK//cysN//paaK//rhaM//paaK//trpR//mscM//gdhA//cutA//dinJ//metG//ydaC//dgoD//rssA//nikR//yaaU//rph//dinD//mnmA//zinT//opgG//dxs//sdhB//tufA//npr//bisC//
GO_0009271_4	alsK//appB//hyaC//
GO_0009273_5	rpsM//prfC//fecA//rsmD//preT//rtcR//astC//gpp//mltC//holD//
GO_0009290_6	priA//cas3//
GO_0009292_4	ftsY//lpoA//
GO_0009294_5	icd//thiH//
GO_0009297_6	glpF//cho//yhbS//xseA//motA//malY//uvrY//rpoA//yqaE//fhuF//ycdX//napC//prc//garP//
GO_0009298_7	yeeO//tdcF//intA//
GO_0009305_7	dgcM//
GO_0009306_4	rhlE//citC//ydiF//yidE//lyxK//kdpE//rplY//
GO_0009308_5	ycjR//mepS//artP//ygiB//wecC//thiE//rpiB//arnF//mdoG//ubiH//ybjN//ushA//clpS//rlmC//pgl//yehP//tauC//sufS//yehU//mhpD//galF//thiM//sgbH//ppx//gapC//fiu//uxuA//
GO_0009309_6	tolA//dpiB//sohB//ybdG//yjaA//nuoN//yfaU//speC//nanT//prpB//ycgV//rpsL//fliA//yehW//
GO_0009310_6	cobB//fadR//trpGD//tyrB//hemL//raiA//xylR//dhaM//metE//etk//yciV//secY//cutA//
GO_0009311_5	def//opgH//yhdW//yjhG//ybcQ//yfjV//rzpD//feoC//ibpB//yafO//cpsG//yaaU//hdeA//tdcF//allS//mhpB//ygaV//fucI//uhpA//hupB//glsA2//fdnG//caiD//pgaD//yfaE//ynhG//hsdR//yjiR//cusA//rpoH//galR//ynhG//ubiI//ybiV//ygiN//proX//trpS//eptA//ypdC//abgT//mtr//entE//serC//nrdA//rimM//xylR//hycA//ruvC//rhaS//iraD//yhaO//fabR//adhP//
GO_0009312_6	holD//ccmF//lsrB//recE//mdoD//gntK//menF//glnQ//cmtA//ribC//codA//dapA//betB//yggF//yoeB//yeaG//rimM//dacB//sgcE//ligA//lepB//yraJ//hisP//ldtE//rph//gltL//dnaG//mog//narG//ybfA//sanA//yfhH//fruA//exbB//ilvI//iscU//prlF//sgcE//yddM//map//yjtD//hemC//
GO_0009313_6	cspC//thiC//galM//yidH//hicB//rimP//glnD//znuA//potI//bglX//
GO_0009314_4	ydiZ//ldtD//fadM//pldB//trmI//fliD//ycbU//viaA//kdpD//tas//ybcQ//rzoR//dctR//yhcN//dnaQ//yhhT//blc//zwf//rpiA//narX//ybjL//syd//lsrG//nagE//sodC//trmL//pyrL//pgpC//metL//yafC//sugE//dcd//yieE//eutA//vsr//dppD//treC//ykgM//gloC//narL//fklB//phoP//trpS//tcyJ//oppF//yghG//parE//entC//mngA//pstC//elaD//setC//rrrQ//srlB//casB//selA//mqsA//ubiD//paaE//xapB//paaX//yfiE//mlaD//tesB//gatB//kbp//gyrB//sucC//crcB//glnD//mreB//treA//ubiX//ahpC//exuT//malX//cca//dacC//purD//atpH//cca//dgoR//rpsL//nimT//yaiW//casC//ldtC//lhr//ybiX//lpxC//uvrB//betI//
GO_0009372_5	elbB//paoC//ftsZ//
GO_0009394_6	cadB//yihT//arnF//lpxD//yohC//ybjL//yhjR//
GO_0009395_6	yagJ//
GO_0009396_6	bamD//ssuD//yhjR//rpmJ//rpsG//yghB//sxy//rlmD//ppsR//kdpA//ymfA//
GO_0009397_6	pyrD//mdtD//
GO_0009398_7	fcl//
GO_0009401_7	waaF//yfeD//treB//rhmR//fkpA//truC//mscK//mngR//ais//lepB//setC//fliT//poxB//aroB//yjjX//pitA//waaC//ybeQ//dhaL//phoR//clsA//metQ//argE//yjaZ//thrB//tatE//yejE//cysU//nrdD//adeQ//alsE//eamA//yjbH//rpsL//rfaD//puuE//yneJ//tus//zur//ubiG//dsdX//ribC//nepI//rpiR//ygfA//ydcS//ubiG//yddA//norW//livK//dut//yafN//
GO_0009403_5	argS//
GO_0009404_4	pppA//ybiW//ygiW//tdcE//yrfG//nanE//dinJ//deoR//lolD//ugpC//rseC//yejA//yafQ//ssuB//uidC//crl//btuR//mepA//elaA//
GO_0009405_4	priA//yfbR//atpE//
GO_0009407_3	rfbB//znuC//ompF//adhP//deoC//mdlB//insI1//yiaL//metH//lolE//fmt//yghB//arcC//citX//polB//dnaC//
GO_0009408_4	dinQ//hlyE//hrsA//ibsB//yajD//ribD//yraJ//mqsA//rclC//ytfR//hemG//yciA//msbA//dcm//paaF//maeA//adhE//gcvT//ulaF//rpoD//dapB//garP//nrfA//caiT//fhuC//phnG//dgt//mrdA//leuA//gadA//ais//hofO//fepA//mtnN//lapB//gpr//eco//ybaO//mngR//znuB//ygeA//yqjI//yciA//gor//sspA//gluQ//iaaA//gspE//osmF//asr//rzoR//yqiJ//truB//rpnA//bsmA//modA//msrA//yggN//yjjQ//nikD//
GO_0009409_4	xylB//pspA//glnP//nlpI//feoC//yegD//trpA//ghoT//glnH//gatD//fimD//ygfI//yiaJ//leuS//eutD//yraH//cyoC//rplR//
GO_0009410_4	secD//
GO_0009411_6	queC//pdxH//hmp//holC//citE//tpx//yahB//yciA//aroA//lit//yajL//nadK//pyrC//rhaS//ldcA//mnmG//
GO_0009415_4	opgG//
GO_0009416_5	gpp//murF//nagC//csgG//uxuB//ung//ispA//glnD//thiE//pmbA//dsbC//cspE//purA//maa//phr//rpnD//frlA//agaW//crr//
GO_0009423_8	rclR//ybiV//carB//selA//
GO_0009432_5	cmk//amiA//ydiB//accC//pitA//ldcA//kduD//accC//alsC//lysP//glyA//elfG//fadL//rppH//rplJ//ortT//motA//ydfK//bfr//dacC//yiaN//exbD//
GO_0009435_9	tap//mcrA//kdpF//yhgH//yihQ//ydfK//ychH//cpxR//gapA//
GO_0009436_6	yobF//artQ//yecS//prpD//
GO_0009437_5	comR//nanT//yciF//btuB//coaA//ycjD//galS//
GO_0009438_5	opgG//nuoI//zapA//ycbU//rbfA//sgcC//yjjX//dicB//rpsO//gudD//emrK//cysN//cyoC//yqcC//entE//frc//rnr//yifB//dgcF//avtA//kbaZ//panB//greB//lnt//menC//intS//pgpA//cpxA//nhaA//ymgA//
GO_0009439_5	xerD//tyrS//fadE//
GO_0009440_6	moeA//pdxH//yqgF//
GO_0009441_5	ftsH//agaS//lolA//torR//citE//
GO_0009442_7	paaX//rho//phnN//setC//kgtP//
GO_0009443_5	copA//ydiQ//ydfG//
GO_0009445_5	narZ//rng//ygaV//opgB//araD//ynhG//bamD//trmD//srkA//ltaE//
GO_0009446_6	rnlA//gltK//
GO_0009447_6	frlC//fbaA//ygbI//moeA//selB//yaaJ//queG//rimK//
GO_0009448_5	htpX//hflC//frmA//intS//
GO_0009450_6	hyfC//rfaH//rffH//yehZ//
GO_0009451_6	gntR//lhr//cysN//rpe//ygcO//livF//entB//ydhC//rpoA//fdnH//ydjH//trpS//ampG//ldrB//gadE//ygaH//yraI//yegT//pyrH//yahO//ptsI//cyoE//csgE//ilvB//clpA//ftsN//iraP//pppA//fdhF//insI-2//stpA//tktA//ydeI//pspA//yfaL//ftsQ//yraN//glyA//scpC//argC//glgA//ybeQ//hflK//rutB//frmR//nupG//murR//yqjI//yadC//hypF//bipA//norR//yaaA//tusB//phoE//hemA//ycbB//gspJ//ydjK//rffC//yfeW//tdh//ygeW//prc//plsC//yfeO//adiC//ycbB//dcyD//yjbE//dctR//rimL//pagP//yfeX//mdh//rpiA//chbR//glgA//uacT//speG//ptsH//mtgA//ftsE//
GO_0009453_4	kdpE//
GO_0009454_5	uspE//
GO_0009593_4	bamE//aroD//
GO_0009597_5	iraD//
GO_0009605_3	gph//ytfP//yqiG//clpA//yihI//pdxA//rsmJ//satP//rlmG//tamA//yhjG//ypdB//ubiD//entF//ligB//iclR//phnP//feoA//phoU//npr//crfC//oxyR//mog//ycjQ//glsA2//ydjE//ymgC//pth//rihA//cpdB//malY//livG//tolR//sapF//yqaE//gadC//mdtA//rfaF//ybfA//frdC//gltB//fpr//trmA//exuR//hisG//actP//leuS//ymjB//flhA//yieE//elaB//ycbV//fryA//lsrK//truA//smrA//sugE//yfjV//pgaC//yjhP//ybbY//pyrC//metH//ibsB//yiaN//flgD//rhaD//ydiQ//frlB//rsmD//sdhD//malP//yebK//dacC//hxpA//ydcP//ydcI//
GO_0009607_3	eptC//rcdA//mlc//fliS//yqiJ//frc//ligA//torA//zntR//fhuC//yggT//ilvC//dcuR//hfq//
GO_0009615_4	pyrE//phoU//clcA//ftsQ//glnA//pepN//nanS//hflD//asd//purD//tisB//livM//hybC//galU//
