#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fdoH//ispU//flgM//ibaG//
GO_0015833_6	cydA//yjfP//rdgB//mrdB//galT//lacI//ytfQ//cobU//ygjH//gnsB//casB//ydeM//appC//rhaB//yagF//frvA//rnhA//grpE//malY//yggD//csgD//ilvA//narI//argD//pgpB//yqjA//rpoS//kduI//hflX//insI-1//agaW//frvA//ccmF//dmsB//amyA//deoB//fecC//htpG//lptB//yqjA//arnT//ldcA//uvrA//cysA//katE//ebgA//insI4//fabH//gloB//mhpR//zapE//queA//nsrR//hiuH//yeaG//curA//preA//glpT//ung//ssuB//thrA//bacA//fnr//ypdF//ybdH//slmA//yhdX//yhgF//rhaR//yidQ//elfA//atpC//pck//uxuR//yjbF//yfeO//nirC//tdcG//
GO_0015834_7	nanR//hisB//hns//trmI//tonB//
GO_0015835_6	wrbA//deoR//yaaU//wcaC//
GO_0015836_7	dgcF//ubiH//yihO//
GO_0015838_8	lolC//deoA//cpxR//glnL//ykfM//moaA//puuD//yhjX//entB//crcB//rdgC//yfcQ//fdnH//
GO_0015839_7	lexA//
GO_0015846_6	nagD//idnT//arnD//bioD1//gppA//uacT//atpC//ydjH//rraA//torC//mngR//gltL//ydcM//ycdX//tldD//accA//gspE//
GO_0015847_7	nikB//ygdG//yqeF//dtpB//nimT//envR//mscM//kbaZ//gatC//gmk//surA//zapE//mrdB//hisG//acrB//
GO_0015848_7	yjiM//hybA//srlD//ydiK//sufA//narZ//
GO_0015849_6	ydjJ//argI//dosP//rpsN//lolE//trpS//rlmH//narL//lpd//atpA//motA//torD//ybjI//yfjR//prc//cadC//paaD//dgcT//gsiD//ulaR//pgrR//pheS//ldrB//umpH//clsA//kdpC//gabD//rraB//agaS//maoP//yghU//ygeW//mlaF//sodB//phoU//potD//idnK//rfbC//ybaT//yfdG//pgpC//htrE//azoR//mreC//lpxP//lsrK//ygdG//ybdZ//pyrB//hslU//nanT//bioP//yqeG//lplA//yjfP//fabR//gcl//cysK//waaC//trmH//fadJ//tomB//add//glpC//opgH//frmA//osmC//phoQ//betA//ybcC//hdeD//agaD//scpC//ulaF//glxK//mltG//recR//agaC//yeiL//phnK//ycaO//mdtA//yeiL//frlA//prfA//ybaL//fabZ//yifB//hemN//deoR//ydbK//alaE//rpiB//ymdB//glpD//ybdR//kdgT//luxS//cspE//fiu//wzzB//hyaC//ddpA//ghoT//ftnA//rfbD//gabP//fimF//lpd//entD//glpA//rimJ//ulaG//lexA//rraB//
GO_0015850_6	cusS//argT//tufB//yjjX//mnmA//pflA//gsiD//rpnB//yafO//yehP//cbpM//rcsA//ycjW//fucO//nrfC//yjjW//polB//pstC//ghxQ//gcvH//zipA//pckA//sufC//
GO_0015851_6	mqsA//asmA//gudD//ilvN//paaD//narK//argI//copA//dauA//lamB//tyrR//rluB//
GO_0015853_8	abgB//prlF//
GO_0015854_8	thrC//murA//
GO_0015855_7	greB//ilvB//cusC//
GO_0015856_8	mepH//
GO_0015857_6	yfjV//rlmN//
GO_0015858_7	yodD//yaaY//lnt//emrB//sgcR//cbpM//mdtD//glnH//nrdH//
GO_0015860_7	artM//lpxK//
GO_0015861_9	rarD//uxaC//
GO_0015862_9	yciE//ulaD//
GO_0015863_8	uvrY//
GO_0015864_8	dusB//pgrR//
GO_0015871_6	seqA//dcd//lpxB//carB//ygiN//
GO_0015878_6	ygjH//
GO_0015879_9	basS//
GO_0015882_7	katG//yehT//fdhF//
GO_0015886_6	glxR//accC//rpoS//glpX//fliL//eptC//fimE//ybaL//oppD//
GO_0015887_7	murD//
GO_0015888_6	entF//
GO_0015889_6	yggP//nikD//galM//dsbG//lptE//rpmC//arnB//
GO_0015891_6	yhdZ//bcsQ//sseA//pphB//artI//yjiM//tauA//araF//fes//nfuA//glpF//sspA//serC//priA//yeiL//
GO_0015893_5	yeeA//cfa//cyoC//fucO//hslV//tyrA//mltG//glgP//dinG//recR//gspF//garP//yihP//araA//infC//npr//ldcC//hlyE//glmS//emrD//nudB//nirB//glpG//lacZ//ldhA//flgC//ispU//valS//livJ//cvrA//bglA//hemN//garL//luxS//nrfA//yagU//fryA//narI//cmoA//rffM//glpX//treB//dpiA//ssuB//yihX//glmM//nrdE//clcB//nanS//pdxK//mug//bioA//fsr//acpP//glgS//nfi//rclC//thrB//pfkB//zapC//rpmB//blr//cbeA//hisF//dtpC//nikD//gltI//ydfD//rarD//hscA//fdnI//yihQ//recX//pepA//ilvL//uxaA//yagU//rcsF//yadM//mocA//pdeD//dapA//ribC//dsbD//fliT//asnC//zipA//fadL//nfuA//yfcP//narY//clsA//idnD//tatC//gdhA//sdhD//emrB//
GO_0015906_6	mrcA//ribE//ybiV//holB//ynjA//
GO_0015908_7	agaW//guaC//
GO_0015909_8	afuB//
GO_0015912_8	argB//
GO_0015914_7	eno//ybgQ//eco//thrB//sfmH//galS//cyaY//
GO_0015920_7	birA//ypdC//lolA//mdtM//ftp//yfbS//gstB//folD//fklB//
GO_0015931_6	rbsK//yidE//otsB//rph//glpB//sdhB//kefG//psuG//yjjU//osmY//fliT//rpnC//
GO_0015936_6	glcF//serS//yjhH//tap//
GO_0015937_7	livG//gsiA//bamD//oppF//
GO_0015939_5	tdcE//ridA//yhcD//thiC//phnH//
GO_0015940_6	holC//arsB//pnuC//hisF//uvrC//
GO_0015942_6	yohD//hemC//lpoB//yiaB//iraP//ubiG//eutN//yfcV//folX//
GO_0015944_4	ahr//ulaE//ibsE//yihO//nusA//yhjX//fucA//
GO_0015949_5	rlmB//rclR//yegD//dgcE//rapZ//ymgC//pheT//dmlA//mutM//aslB//flgJ//btuB//baeR//barA//yeaV//acrE//rhaT//tag//glpD//yhjV//lpxC//nuoM//mnmG//argT//
GO_0015950_6	rcdA//malZ//lacI//
GO_0015951_7	fdoG//srlD//
GO_0015968_6	yidD//
GO_0015969_8	satP//lptD//
GO_0015980_4	mdtE//frc//gppA//mgsA//yhcD//tnaB//pth//tadA//lptA//clpA//panE//csgA//cheR//sbp//prfB//oppF//arsB//cvpA//yajQ//flgD//rpsD//gldA//yebK//ptsG//rep//waaZ//tusC//cfa//gpt//bamA//pncB//murD//rfaG//uvrY//tolR//amtB//ygfZ//sufE//metB//gsiA//rpe//fimB//ycjW//intF//ybjG//envY//sgcE//lasT//motA//cysM//rbbA//soxS//nadB//tabA//yggN//opgB//alsE//nimR//pbpG//gatA//fepA//rof//aroC//sufC//hupA//yoaA//hcaE//arfA//xerD//ygeV//dsdX//chbF//lacZ//fhuC//atoC//aaeB//pdxJ//murR//nsrR//dnaX//qseB//rsmH//yjtD//yagF//ygdG//leuD//
GO_0015985_9	phnP//ycdY//ascB//speE//
GO_0015986_7	ansA//cmk//hcaR//paaK//
GO_0015988_9	sucB//mfd//crfC//fabZ//acpH//hrpA//fabH//alkA//
GO_0015990_10	cca//insE-1//lyxK//glcA//ftsW//rffH//yciV//xapR//
GO_0016024_7	aidB//
GO_0016032_5	fliD//glnL//rplQ//flgA//icd//eptC//nikA//argP//rpoE//mhpC//waaU//hycI//htrE//fadM//frdD//pheS//cysI//yfdO//
GO_0016036_6	atpD//rluF//sapA//bdcR//zapC//ypjD//
GO_0016042_5	lgoD//yhhT//yajD//queE//ycjR//dnaK//dsbB//osmE//rarA//setC//sgcB//ibsA//yagF//zntR//yceK//rseC//kdpF//zapD//elaD//ycjU//mutL//cobS//fumC//casA//
GO_0016043_3	yhbX//nhaB//rnd//rraA//chiP//lexA//marA//gltL//suhB//bioD2//lpoA//gatD//rpsH//rpsG//yahB//mraZ//narP//mtn//ptsN//ykgA//yfdK//cusR//hcaC//atpD//ribF//cueR//dppA//uof//tyrS//csiD//alaC//fepE//hpt//waaC//sfsB//pncB//elaB//yafS//sgbH//chpS//dusB//acpH//hemH//der//csdE//acrZ//roxA//ssuD//cysP//frlR//yhbS//mdtB//waaJ//mmuM//trmA//aceB//bioD1//rffG//mepH//bamA//yjiY//rfaH//exbD//coaA//wzc//tatE//atpA//rpmG//sfsA//paaD//ptsN//yciE//yehD//ycdX//rihC//pphB//hemG//metL//zapC//yoaA//rsmG//rplO//insB-2//ypdC//ynfH//setA//frvA//mltD//yafS//galR//ydcT//hypF//frr//hofM//hyi//rdgC//glmM//hybD//sspA//rpsT//puuR//yhjA//rnhB//yjjX//rluD//hyaC//treB//manY//atpG//rbn//flgE//fixA//feoA//btuC//ldtB//ybaQ//cynT//yafS//ypdF//alaA//btuE//mntH//fucI//slyA//hisA//ynhF//efeO//fabH//afuC//pgaB//cyaY//ychO//fixA//tatA//ssuC//tdh//yfcR//yidH//xylH//tcyJ//ygeX//gsiA//surE//metC//rclA//thiG//mtn//livM//entD//nupG//seqA//nuoL//gatZ//glmU//mhpD//tamB//lepB//yagJ//relE//waaP//pta//hofQ//hiuH//csgF//sgrR//rhsD//eamB//rhtA//rpsI//yieH//csgF//argD//nac//cbrA//glcA//yggD//rluE//moaC//rsmJ//nrdE//yihS//ybbN//amiD//gsiA//greB//oppC//potD//sbp//rsmI//hslJ//patA//yggD//aroL//ybiS//gloC//rbsK//asnA//hypB//fimZ//slmA//nadK//lpxK//mdtN//phnJ//yjhB//topB//moaA//nagK//evgA//truA//
GO_0016051_5	alsB//codA//sapA//yfeO//metL//lysS//gltS//def//zur//mdtQ//hokB//otsB//mzrA//rplL//mutH//ycfH//rbn//yidL//cpdA//trpS//panC//coaA//dld//luxS//yjiA//pcnB//waaZ//glcD//bioF//mcrB//yqjH//tsf//gapC//csgA//rplS//ybiW//leuS//dctA//syd//fliT//rcsA//ssuE//lasT//gmhB//clpA//appY//mntS//nuoN//ilvE//yagU//acrE//hofC//zinT//deoA//sapB//yihX//sucD//cheY//metI//fimB//ygaV//yceK//cadB//pinQ//ydcZ//dnaE//insI-2//lspA//lsrD//argS//insE-1//eutK//flhD//ykgF//tauB//cusF//arnD//waaB//citE//pinE//csgG//ydcI//slyD//murP//yphB//lit//holE//prfA//yobF//paaK//cbeA//exbD//lpoA//flgF//valS//glnS//yiaM//patD//kdsB//artQ//kefF//hemH//emrE//
GO_0016052_5	hemL//macA//hxpB//ffh//recB//pabB//ynjA//iaaA//hdeB//ynaE//cvpA//rnlB//fdoI//pdeD//rihB//yeaG//luxS//murQ//glnA//fetB//abpB//rtcR//lolA//yhjC//recQ//def//fhuB//sodB//rplC//fepB//fdhD//gltP//treA//ypjD//prs//bamE//rutD//fixB//dtpA//iscA//ebgA//flgM//nlpE//nikE//purU//nudG//radA//creB//rpsT//gshA//lolC//malI//nrdR//acrF//ybcJ//rmf//cdgI//hemN//chpS//murF//clpX//ibpB//yfgO//rluD//afuB//nlpE//yojI//acpH//glnD//uspG//cpoB//cobB//yqaE//ibpB//prfC//tehB//mdtO//cysU//sdhA//mepA//mtlA//yceO//ispA//fliM//nuoI//gutM//sapB//adiA//holE//psuG//mltF//ssuC//rdgC//nagK//rplP//eutN//rhaT//fliZ//polB//uvrC//pgpA//rplO//flgF//rng//maoP//recJ//yddL//nadD//phnI//fdhF//kefC//ygeR//leuO//yggP//malQ//
GO_0016053_5	mcrB//dgcT//poxB//yqhD//ynfH//yadI//pinE//hisM//aroH//dosP//appY//tcyJ//rbsA//elfG//emrY//yieF//amiA//argS//phnP//fadJ//rep//pykF//hisF//hybA//ssuE//bioD2//fimD//rpiR//rsuA//rnt//rpoH//glcD//dtpB//rarD//potE//essD//wzc//yhdJ//ybdG//fucA//holD//setA//cyoB//adiC//dtpC//waaA//murD//ilvN//tdcC//sfmF//ftsY//ymgC//waaQ//hyaD//fliS//glgS//ddpA//lgoT//lnt//folC//ggt//thiE//lipA//fis//mqsR//hslU//nagD//infB//tsx//glpD//flgK//pdhR//fabD//pyrL//cueR//paaA//flhD//folM//uof//intS//yqgB//tomB//insI3//ccmF//rpsL//leuC//fabH//ybhR//exuT//cirA//ybeQ//sfmC//fabA//nhaB//nth//hflX//bcp//djlC//pheM//ompN//tolA//ycjD//hisQ//gspJ//yhdZ//waaY//fimZ//gpp//proQ//ymfK//lamB//cytR//yieF//rimP//ymdB//tsr//phnJ//entH//nadC//pgaC//rbsD//nmpC//iscA//ccmD//ubiX//ccmC//oppB//ykgF//feaB//mhpA//yggD//ulaC//yihX//dinD//etp//hflK//eutB//rbbA//phoR//yfeX//ybdH//accA//phnI//cyoC//ybiT//ibsD//cedA//gltB//grcA//zapB//hupB//iscR//fhuF//fes//appY//znuA//solA//fabA//adhE//ycfH//tusC//ycaN//hyi//ybiJ//abgR//kdgR//yajQ//tufB//purN//sgcA//fixB//frlR//ybjC//narI//flhE//smpB//cstA//tsr//yidZ//yciF//pliG//glcC//gnsB//ybbY//phnO//mmuM//bluR//soxS//amiD//
GO_0016054_5	ybhJ//hslJ//grcA//rplR//ndk//ribA//yahK//yraJ//purR//kefB//lrp//rnd//tyrR//ygfI//flgD//malZ//nuoB//ade//clcA//tqsA//ulaD//recJ//maeA//araD//eamA//speF//ompN//accA//tas//lipA//hemE//chbG//rhaM//glnH//smrA//sgcC//torZ//yfgI//kefB//mscS//glcD//ynaE//lplT//lpxM//yqcG//envR//ybjD//recT//ydgA//uvrB//yfiC//serC//glyS//lyxK//fepB//purL//dinJ//yebQ//tonB//gpp//cysH//rhlE//agp//fucA//phnH//ortT//glpX//waaS//ubiD//nrdE//abgB//dmsC//paoC//bssS//serS//pphB//flgK//emrB//yqiG//zraS//ibsC//rpmE//nadC//tnaC//narK//uhpA//fimF//holC//crr//idnO//glgP//cbrA//btuB//rfbC//pntA//intA//basR//ydiR//blc//ttcA//cas3//yegS//lptG//plaP//caiF//gpr//rho//grxD//soxR//yqhD//pykA//umpH//yggT//hisF//proV//bglX//narU//glpX//rppH//yiaN//tmk//kdgK//marR//dsdA//prfB//xapA//caiF//tatA//yfiF//ydcP//nuoL//sanA//csgF//srkA//hupB//mnmE//preA//acpS//hemH//rutE//iraM//rhmD//nikB//rpiA//matP//agaB//ppsR//yahO//yjcE//kilR//cmoM//araG//clpB//wecB//yebC//
GO_0016070_6	nhaB//dppD//dauA//gutM//rfaE//rplC//cheY//topAI//sucD//ybiW//mnmE//pgaC//uspF//mrcB//gloA//trmB//ygbN//abgT//erpA//pdeH//purA//livG//nuoN//cdaR//rnc//trpL//yphF//amiB//ymdB//mdh//mocA//rraB//phr//aldA//pyrD//puuD//yedX//glxK//qseC//rhaS//gutM//dsbG//rclB//hprS//nuoI//pgpA//fabD//pfkA//lldP//yhdJ//yhaJ//cyoA//yphB//yqjI//acnB//yjfP//ybdM//fimC//rhtC//yihR//yabI//msrB//yghW//asnC//cytR//yohD//phoE//treA//rnb//narP//yqiH//rmf//rbbA//yadM//ynjD//arfB//tqsA//sfmH//otsA//lysR//argE//cyoB//ycfL//panE//ynbC//yccA//gabD//pspF//patZ//yddA//eamB//bcp//alsE//pgm//ynbB//yraJ//dnaN//proB//mnmA//rof//secA//frwD//ampG//gntK//malX//glyS//gadE//paaG//gspI//dapA//tsx//pepB//sbmA//modA//acpP//yohD//yehZ//csrA//recX//priA//rfbB//rcsC//sgbH//dnaJ//elyC//yfcA//osmC//dctR//lysR//torR//uxuR//pyrF//hmp//yjiR//yraN//panF//proP//lpoB//shoB//moeB//sugE//nei//radD//mscK//cobS//secY//mlaB//cusF//rpiA//thiC//moaC//sdhB//dauA//recN//gntK//hisA//epd//mrdB//fadA//lpxK//tsaE//arsR//hsrA//ddpA//yiiE//argH//torS//ygiN//pheS//ampH//malI//hupA//yfdG//nirC//yjeI//fryB//yiiD//ccmA//smpB//argE//ydiV//sdhB//lpoB//dapD//yjbG//proS//dgt//tyrR//yjgX//fadD//uidA//nudG//mnmC//abgT//hexR//betB//zinT//torA//yfcF//zntR//arnB//yrfG//ynfE//rcsA//cheZ//tdcG//glmU//mrr//ybcF//rdgC//greA//yeaE//malK//garR//thiP//cirA//hsdR//hflK//grxD//tsaB//lptE//ygjH//mdtD//mtnN//rlpA//fdoI//pdeK//basS//torD//pth//fdrA//frdC//recD//yahI//nrdD//araB//gadW//rrrQ//ybfA//higA//wecC//hisP//moaA//cheB//pepN//tig//dinB//asnS//cysZ//manY//ibsC//iclR//rdgB//ldhA//glcD//dinQ//adeQ//waaL//yhdW//yiaM//insI-1//plsC//ribD//glnK//fliM//ettA//cbeA//nirB//holA//rbsA//clcA//fryB//ddpA//flgG//lptF//dsbG//pgaA//ybfE//lpxL//ulaC//trmH//lolC//recR//rfaE//hdeB//aas//cusS//lptD//diaA//puuP//ulaB//yjhH//modB//hpt//
GO_0016071_7	accB//dinD//secF//zitB//araF//ygeV//kbaY//tomB//arfB//frsA//ydcR//fic//uhpA//yfeD//upp//
GO_0016072_8	sdhB//selD//rimO//endA//yjjV//rlpA//qseC//sfmA//pgpA//hemF//uxuA//gltS//mrr//rpoH//gltI//atpA//folX//iscA//sufC//yihS//norW//dapA//adk//folM//mcbR//phoR//rraA//lysU//mdtG//mhpD//yqaA//yqjA//araG//ydeP//torR//nupG//lpxH//rfbX//sfmD//dmlA//pspA//ymfK//holB//recG//
GO_0016075_8	yejF//rhaR//
GO_0016078_8	xthA//
GO_0016093_5	mrp//umpH//
GO_0016094_6	yieL//rpsH//
GO_0016114_6	hflX//
GO_0016137_6	ynjD//
GO_0016139_7	gyrA//
GO_0016226_5	rutE//uhpB//yjjV//ybjG//rsmE//ldcC//baeS//nhaA//elfD//aroF//aldB//carB//srlE//ybaT//rbsA//mtnN//alsA//rhlE//
GO_0016259_7	yghB//iap//uxuR//pyrC//
GO_0016260_8	secF//selA//ribB//
GO_0016310_6	btuB//csgF//bssR//narU//putP//ftsP//yiaL//folD//agaD//dtd//mdoD//dauA//tcyL//recF//uxuA//ebgA//znuA//lysR//nadA//yaaY//cueR//waaG//yhbX//deoC//cfa//casB//pabC//pdxA//zapB//rihA//fimF//metK//yqiH//gltD//epmB//ubiJ//pflB//prmC//insA-2//frlR//narU//asd//cadB//yqeF//argP//lpxK//yebQ//gcvH//zntA//casA//cutC//rsmG//dmlA//yedX//yjbF//folP//dcuD//lacI//efp//glpT//lolC//oxyR//cdaR//gcvR//glpK//yhaV//yrbG//kdsB//glgA//lptA//ybfE//ydfG//trmB//mzrA//sgcX//tsaE//dacB//ydiQ//manZ//yfeW//rpsH//tsf//accC//yebG//ldtC//fliG//lspA//mltD//cstA//frwC//wecB//adeQ//rsgA//ycgV//ygeX//ygfI//narL//intF//yrbG//cytR//dcuD//folX//asnS//agaW//oppD//sfmD//rhtC//fes//cirA//mqsA//agaS//yraH//rhtB//cdd//mepS//rnc//preT//
GO_0016311_6	nrdG//gcvT//hybF//ygiB//fadD//narH//entH//gntT//groL//vsr//yqjH//rcdA//dld//nanT//yegD//uof//ppiD//rutR//hofQ//ubiB//chaA//aroD//recJ//sgcB//ygcR//murC//gcd//yidH//ydjK//entD//tdcA//rsfS//panE//ibsB//cysN//mnmE//kgtP//cheA//yeeL//yidQ//ugpC//gcd//preT//kefB//yiaM//rseB//bdm//osmE//adhE//sdaC//ybeQ//hscC//infB//rpnC//rlpA//ftsE//yieH//gltP//rpiR//xylF//phr//
GO_0016458_3	uxaC//gspJ//
GO_0016477_4	yehU//
GO_0016485_6	sgbE//mocA//rihA//rnd//trpA//grcA//folC//lasT//gcvA//
GO_0016540_7	fimE//yidR//
GO_0016553_7	ykfM//
GO_0016556_7	nadA//
GO_0016579_7	paaD//
GO_0016998_5	gatD//
GO_0016999_5	caiD//chaC//aas//yeiE//rplJ//treA//rsmE//paaD//gshB//agaB//ddlB//rplJ//ihfB//narY//caiD//allS//rplT//accB//alaC//mtlD//ygeR//cheY//purA//cydB//nuoM//hflC//hybF//znuC//yjgX//nusG//pspA//nrdE//nrdE//cydD//potD//rffM//lacI//malZ//ariR//yebC//hypF//trmD//fliL//ydiB//torC//rluF//hofM//dosP//sdhD//queF//agp//dgcM//livH//sodC//acpH//sgcC//
GO_0017000_5	actP//pdeK//rbsB//artJ//feoA//ykfM//
GO_0017001_5	nemR//glnE//cas2//ychH//chbB//dut//hybD//cbtA//pdxH//yfhH//dgcF//rhsD//rplD//macA//eamA//hisH//yehC//yhbX//fes//tatC//pliG//
GO_0017003_8	tdcD//pnuC//rplI//fucO//dacB//rluA//
GO_0017004_7	yijE//yfcQ//hha//ppsA//btuR//glpD//yihL//mhpB//flgM//lyxK//acnA//
GO_0017006_7	betB//ydcS//nei//phnK//mepH//hybB//
GO_0017013_7	arsB//yfgO//
GO_0017038_6	truB//araB//tyrB//
GO_0017144_4	xanQ//sgbE//hslJ//lsrC//nlpA//yjgX//leuB//zwf//gltI//ychH//rarD//cyaY//dnaK//xylF//idnD//btuB//prmA//rne//yfbU//livG//nrfC//fucI//speF//sgrR//rhlE//csgE//grpE//btuE//xylB//sodA//elaA//mtlA//pagP//eamA//nrfE//tolA//rsmG//hisF//qseC//frdC//cas2//rhtB//macA//yeaK//ccmF//nagC//mdtL//nikC//mscK//argE//hyaA//macA//glgX//cptB//crl//ivy//gspE//ynfF//ykgM//yhjG//trpL//aceF//tusC//ybcM//rpmA//ybcC//ndh//sbmA//hcaC//csgE//tomB//ung//abgB//yoaB//wza//mntH//lsrK//hyi//fieF//mlc//yddM//fadH//clpB//fadL//yieL//hpf//kdpA//ugpC//ycgV//agaV//lysP//uup//metQ//acnA//rpsD//hisG//xylF//cyoC//rsmB//hybC//nrfA//lrhA//lacY//higA//acrB//smrA//rlmM//asnS//rffC//zapD//fabZ//accC//intQ//srlR//ybeQ//envC//caiB//cysP//fimF//modB//yjbH//glpC//plsX//yfaE//rfaD//pykA//nlpA//selU//ubiF//fhuB//ftsI//metR//queF//glrR//wbbK//ydiP//dgoD//iclR//yhbS//ygeW//lit//hcaR//yjbG//lpxL//nikA//ompR//zntA//rplM//trxA//yceD//djlC//fimI//purL//ulaB//rpmA//ybiO//murE//frwB//yaiV//dgcJ//ispB//baeR//pdeK//pabC//leuD//fdx//puuE//rfaE//araD//sfmA//melR//ybaK//rng//torA//ycjU//yhcF//dcuB//abgT//hybE//hycI//tcyP//oxyR//rbsK//gudP//rplB//ldrD//holB//hcaR//yciA//cas1//uhpC//tilS//purB//mhpB//mdtO//pstS//tdcG//opgH//emrB//
GO_0017148_8	melB//greA//sodB//gcvT//emrK//ampD//asnA//qseC//fliM//putA//yhhT//lamB//ygaZ//insI-1//fiu//ghxQ//dcp//malE//rseC//codB//proW//greB//hisM//dbpA//
GO_0017185_8	abpA//
GO_0017189_7	ftsI//
GO_0017198_7	cmtA//
GO_0018011_7	endA//
GO_0018012_8	aspS//
GO_0018022_6	hybG//
GO_0018023_7	ygiS//
GO_0018063_8	exuR//aas//groL//hypB//srlR//
GO_0018065_7	yeaD//yebC//yihV//ytfE//nemR//
GO_0018070_8	dcuA//priA//
GO_0018104_8	dam//ytfT//yggD//ydaV//yihP//yhfS//sgbE//rbn//
GO_0018105_8	ychF//frlA//hisD//
GO_0018106_8	phnC//cas2//rfbB//yhgF//ibaG//metE//abpB//fruB//yieH//dsdX//trpB//cpdB//rutE//rdgB//essD//hdeA//lptC//yfcQ//bioD1//preT//ilvB//csiD//ascG//hyaB//endA//nrdR//phnM//exoX//qseC//
GO_0018108_8	aceA//glpK//glcE//psd//sbp//
GO_0018117_8	bioD1//
GO_0018125_6	era//
GO_0018126_7	lolE//
GO_0018130_5	ldcC//ivy//ptsN//mobA//aidB//lgoT//nuoN//hns//xylA//murF//rutA//trg//baeS//yiiE//tauC//yqhD//puuE//ybiO//ygeV//alpA//hokE//rng//sbcB//ariR//lhr//yccX//mscK//ais//selU//polB//yqgB//hemE//yicJ//preT//pgi//rpmB//cdgI//yadG//yggN//hofN//ybhS//gshB//nrdR//truD//envY//casE//gadW//ilvM//ccmD//yrbG//rutB//yidR//waaL//pgl//ugpB//fliD//ydcO//pliG//galT//yejA//ilvH//yjbB//gspJ//manY//yjhH//glxK//lpd//nagZ//opgH//ptsH//hdeD//rpiR//cstA//tilS//trpR//btuD//panZ//lysS//pflA//dhaK//sutR//cheY//mdtP//rcsA//mcrB//ymfK//caiT//nmpC//queC//cusB//yfgO//pheA//pyrB//tgt//fecD//gshB//ppiA//cdd//rplW//lrhA//metK//ligA//livK//fadB//dmlR//frwD//sfmD//dsbA//hypE//ybaM//rclC//etp//fkpB//hybC//waaQ//ynjA//purT//glpF//nuoL//moaC//xylG//acrB//fucK//rplD//argK//tsr//dgcT//lgoT//yfdR//queD//znuC//mppA//hofQ//edd//idnT//lexA//dmsB//sspB//symE//rbn//yfiR//dcyD//yhfK//feaR//rhaS//maa//glnQ//uxaB//arsB//metH//ompL//glsB//ftsP//ralR//rutC//mltG//parC//rplX//ygeV//yagF//secE//hisD//ilvC//flgJ//rbsD//yahK//yieL//folC//ybjD//dsbA//melR//dcuB//mutT//citX//fliK//ydeT//fhuF//yjbE//ydgA//torR//frvA//mscS//yghB//norV//bioD2//etp//prmB//ykgO//cueO//aroL//uidC//mdfA//rplI//pyrC//nrfD//ubiI//yfeX//rplI//ydeI//rpiR//glrR//abpA//ilvN//pdxA//ykgO//ftsL//dcuR//glnA//lpxB//yidD//pstC//stpA//pflB//rpnA//ugpA//amtB//puuA//metQ//trpC//mrcA//rimO//yfiE//glyA//lapB//fklB//holD//atpC//eno//tatE//ybjC//rfbX//barA//fdhF//rbfA//yddM//dnaJ//hflC//yegD//speE//ybhS//rnlB//lepA//hisI//mug//dnaN//glrR//envY//pdhR//galK//yddL//acpT//hscC//nei//aes//purF//azoR//mtgA//cueR//mgsA//dgoD//bssR//yebQ//lysU//tnaB//csiR//fruA//pgaD//rffC//msrB//appC//cynS//wzzE//paoC//ddpX//rnr//ybiO//rclR//sbmA//kdgK//nadC//fimA//rapZ//ndk//cusR//uvrY//metQ//fis//rbn//yiiD//exbB//frmB//arnA//crcB//rplW//nsrR//truB//rhtC//dppC//ptsN//pspG//hyaC//ulaR//acnB//tdcD//nuoF//cspA//paaK//hslR//gatY//cusR//cyoC//coaE//yfbV//garK//sixA//ribE//adiA//hupA//sseA//mtlD//dinG//gnsB//elaB//rrrD//dgcN//gadC//pepN//btuF//btuD//yehB//ndh//nusA//abpA//gltI//oxyR//grcA//clpS//aroF//emrE//rsmI//queG//yadK//yhbY//cysP//bfr//ccmF//intZ//modC//sucC//frdD//casC//tnaA//uspF//csrD//epmB//nanR//thiE//rne//prkB//rnlB//aspA//ligA//def//creB//holB//rplP//yfgO//ftsW//rfaC//paaK//xylG//
GO_0018131_6	mhpA//puuB//
GO_0018160_8	rarA//
GO_0018175_7	relE//
GO_0018193_7	menC//rsmE//sfmA//hisG//pbpC//dgcM//pdxJ//tcyJ//rpsP//rplD//gspE//napD//cynS//holB//citG//add//frwD//pepQ//yfcP//phnN//mnmG//tyrS//ykfI//purC//tufA//phnO//yhhY//ybiI//secB//hemH//rlmL//dacB//dhaL//rpoS//cobC//mscK//katG//nrdA//lsrG//bglH//yahK//serC//ftp//yagI//ttdB//glpT//pykA//rpsO//mepH//rpsA//rpsH//entB//sulA//asnC//xerD//aroF//metQ//cobB//rluC//yfjV//pyrC//pspF//yhaJ//gcvA//mdtQ//gltI//aroF//arcB//pmbA//citT//acpS//
GO_0018194_8	sbp//yhjR//
GO_0018195_8	zur//
GO_0018197_8	eptC//ybaT//
GO_0018198_8	yidE//plaP//kefB//chbC//ypdB//puuA//cvrA//ibaG//
GO_0018202_8	glrR//kefB//ypdA//rtcR//ppsA//ydiP//rclB//yahF//zipA//lplT//yfgI//bcsA//srlB//atpF//cdh//barA//appY//phnK//flgA//citX//tsr//lit//ycjQ//ribF//zupT//phr//nirB//tyrR//wbbK//
GO_0018205_8	eutA//corA//rhsD//creC//dnaC//caiT//ftsH//csgG//frc//tyrS//appB//
GO_0018206_8	rlmG//
