#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//dmsB//hyfA//fepD//
GO_0006950_3	yheT//btuB//sseA//yfgJ//metC//paoC//ndh//lpxC//acrZ//bioH//afuB//yhhZ//htrE//nikE//upp//htpX//rimI//hybB//uhpB//hicA//narH//prpC//amiC//icd//radA//leuE//hofC//osmF//pgpB//xapR//hycA//tnaB//focB//potD//yidE//mazG//gabT//aphA//ldtD//paaA//alsC//ibsC//hdhA//eutB//narP//fsr//tap//yiiE//infB//yqiH//lysC//potB//rlmH//hisD//ycjQ//ybaE//rbsK//dpiA//cobU//amiA//mltD//trkH//osmE//dadA//rng//hybD//ydjM//tolQ//yphF//proP//pal//phnP//gadW//yidC//yajD//lldR//baeR//psuG//seqA//hyfC//ydbD//gntP//dcp//ppc//ynfK//allB//bacA//rutF//glnL//yafO//flhE//aroB//tolR//zwf//zraS//manY//folP//yhdJ//polB//mdtO//rcnR//xdhB//setB//rssB//phnK//sanA//flgC//sufS//acrR//mdlB//pyrL//csgG//ybhG//malQ//wecE//speE//hicA//yadV//tisB//bcsQ//hxpA//purL//fecA//ssuE//rseP//ulaD//fimF//hisG//thiL//dxr//rpsT//xylR//yhjR//yedL//trpR//rhlE//araD//hypD//yhaC//ascB//yecS//yfaL//narL//nuoL//ybbN//baeS//puuD//pspC//lacI//tyrS//tyrS//rlmN//dusC//tolR//ygfI//dacC//ftsA//sseA//napC//trpE//dgt//thiQ//ftsL//ybgP//yadV//obgE//fruB//waaA//ycjQ//lpxB//ispU//yfdG//fabD//cpoB//tolC//yccA//yagF//nrdG//yabI//hypF//rpoH//secF//csgA//lpxM//fecA//csgG//gmk//rhtC//rseP//proV//dhaR//xapR//artJ//mdtL//thyA//cbrC//yaiV//zur//yqaB//trpGD//ybhA//wecA//yhiM//rlpA//add//uhpA//lldR//ilvN//rpsP//gudD//fau//ubiD//ybcM//rplN//aroL//creC//nrfD//yfgI//rpsJ//pheA//pldB//yehU//dnaN//citC//acpH//tsgA//wecB//htpX//mdtG//yadG//xerC//mngB//tcyL//rpsK//yejB//phnK//pyrE//ydfD//tnaA//cynS//yeiE//tauA//mdh//frsA//frc//xerD//yrbG//rpsQ//ybjC//rpiA//acrF//kefF//nlpA//trmD//ycjY//hpt//gntP//yiaT//lepA//rsfS//ydeE//ubiE//proP//metL//nhaB//ptrA//rusA//fabZ//gcvT//mutS//yaaU//tusE//mngB//leuO//yejF//ycbX//entE//pheA//moaC//coaE//rsfS//yadC//macB//recE//nlpE//sufB//mdaB//frdB//ebgA//mltA//waaQ//pgi//mscL//murJ//lipA//yceK//yraR//mdtA//rhlE//rplS//rplD//etk//yidE//cmoM//gnd//maeA//lpxH//tamA//murJ//frlA//bioH//psuT//ydjE//yieL//melB//yiiM//pyrH//ybcJ//adiA//rfaE//csdE//ygeR//psuT//mlaE//dcuA//alsK//lgoR//ortT//yhdW//yjfP//tatD//glpC//gppA//glxR//cheW//kefF//mgrB//ykgF//yehZ//kbaY//dut//guaC//bluF//entH//ubiD//hipA//sppA//elyC//argT//mhpA//gmk//kdpC//acrF//btuR//fabA//yphF//yhjD//glpB//tsf//rnt//wza//yqjI//glcA//bglJ//rpoE//kdpE//glvB//mltD//ilvI//fucK//thiG//hda//gntU//yojI//yehU//perR//leuB//rpsD//gabD//yphD//sutR//galM//plsX//trkG//yphB//hemH//mcbA//napF//gyrB//hybF//pepQ//nfi//nupX//prmB//zntA//ytfT//yejF//ycaO//amtB//lolE//otsB//dgcE//glpA//phnN//hcaC//gspF//fecC//cadB//fruA//lolA//tusB//kbp//dinG//cmoM//yqiH//yfeR//sdaA//acnA//argD//holB//pcnB//ibpA//yejA//lptC//gudP//xylB//bamD//tsaC//srmB//cysD//waaF//ghxP//gltI//radA//pheS//cheR//mltB//fabD//umuD//nanC//chbR//pepD//hofO//hha//msrB//yafC//wzzB//ptsH//yeeY//tag//folD//rpsP//purC//relE//asnC//ychO//ydjH//ybjD//amyA//osmF//sucA//gstA//ftsP//rayT//ydbD//glpR//tauD//icd//gpr//curA//rsmE//thyA//pphB//rzpD//pgi//cecR//argD//manX//sgbE//xseA//yhbX//priC//
GO_0006952_4	xanQ//glpA//sodC//scpC//degQ//yfhM//dsdX//slyD//treC//rsgA//higA//paaK//
GO_0006970_4	trpL//sppA//der//pheM//fucA//ygjR//adiY//dppF//ftnB//ygfA//ybiA//fetA//csgG//cpxR//moaA//yagE//clpS//holE//mepM//amiC//trkH//yeiL//ygcW//lysC//sufE//speA//yojI//ycfH//cpxP//dsdC//evgA//trpA//gutM//yhbO//fklB//hemE//secE//prs//
GO_0006972_5	mnmG//ulaG//fepC//thiI//intE//panB//otsA//rrrQ//mpaA//cspB//rpmF//gltD//ygjH//fdhD//
GO_0006974_5	cas2//ftsY//ydiV//aroE//yciA//intZ//yfcP//priB//eutR//sugE//accD//fruK//recR//ssb//mtr//appC//nikC//glpA//yggX//hemG//argF//fbp//yqeA//purA//gadC//yciT//sufE//fadE//ddlB//insI4//cueO//ynfE//rsmH//aroL//nadC//rnhA//hycA//mutH//srlA//yraK//rtcB//tolA//pth//tdcB//mdlB//yjhC//prpC//hflC//yeeL//dsbD//rhtC//yfiE//pagP//trmD//xerC//clsA//lolE//rlmJ//adiC//tolB//yobA//srlA//yjfF//insH-6//dppB//flgC//astB//hrsA//ldtE//hisQ//guaB//yqiG//paaG//yjiR//ymjB//glnD//glcB//ymdB//argE//fadH//leuB//mqsA//hemL//valS//ycbX//yihV//htrE//csgD//mdaB//thrC//btuF//ybjX//rihB//gsiC//pdxB//ydeE//dhaK//mdtQ//kilR//cbrA//rimM//rluF//citG//marR//ygfA//lpp//citT//putA//yagJ//ybdZ//sohB//tauB//ybdO//gltS//yfdO//puuA//ybfE//secD//rsmH//macA//pfkA//glcA//kefB//ydcS//secB//hsdR//csgF//coaD//ygcW//aes//kdpB//wzzB//ygaH//aes//prmB//fadK//purC//uvrD//dgcF//rhtC//mdaB//trg//recR//gcvA//rsmH//cpoB//allS//cca//aceF//sbcD//iraM//rnd//tmk//dapD//gcvA//marR//mngA//dbpA//ydaV//clcB//ulaR//cusC//tusD//gsiA//btuD//fucI//rsmJ//purT//queG//yadI//yqiJ//ftsH//ssuB//citT//leuC//rlmA//rhtC//clcA//cspA//waaB//paaH//murG//cysQ//galP//recE//proW//sgcC//fimF//yfeW//dhaM//ydcR//nuoM//agaI//dgcN//fadD//ypdI//bluR//mgsA//fryB//purR//rne//mdtL//srlA//plsC//cdaR//cysE//fhuF//rhtA//wzzE//yqjA//bglB//ybiX//nanR//rsfS//yjiA//cysU//acnA//dbpA//elbB//glvB//ybdR//dedD//nuoF//elaD//ycjU//araA//speD//flhA//yedP//hisQ//sdhB//purR//efp//sfsB//ydcT//holB//ligA//cysU//pfkA//treF//ldtB//phnG//frsA//fliZ//holE//msrQ//
GO_0006979_4	gabP//agaW//rffC//panZ//thiE//yiaB//pdxH//rnc//menF//ansA//trmJ//gatY//ftsY//rssA//ftsP//guaB//betI//tsaE//yafS//gadB//psd//yobA//mnaT//bglB//gcvT//hcaE//appY//csdA//ileS//perR//aroP//mngB//ldtB//fiu//fimG//hypE//yciH//gutM//rhaB//gatZ//treB//araB//mmuP//rhaS//gadC//ribA//moaB//iscS//nmpC//acrE//qseC//entC//yjjV//hha//atoS//hisP//frmA//ydcM//viaA//yieK//norV//bioB//xylH//ccmA//ycjW//nlpA//dsbD//dadA//rcsF//gppA//uhpC//hemB//atpF//yihX//dgcE//appA//wcaC//ydbD//ycbB//secB//rfe//rsmA//fimF//fimG//fadD//zur//
GO_0006986_5	rsmH//cbtA//rpsM//uhpA//modA//yafN//
GO_0006995_6	galT//dgcM//
GO_0006996_4	fecC//yhaM//hemA//gsiC//secB//argS//paaX//clpP//mlc//trpC//rfaH//ldtD//mepH//elaB//bioP//hcaB//barA//wcaB//pmbA//phoB//nuoH//uidR//argP//kdsC//syd//alsC//fimG//yhgH//fadL//ybgP//dtpA//ascG//iscS//mgtL//ydjK//lpxH//ycbB//lptG//tdcF//
GO_0007010_5	acnB//
GO_0007059_3	ygiS//ralR//nanS//cysB//paaE//fabD//mqsR//rsmB//torY//hxpA//
GO_0007062_4	hcaF//mak//uup//trpC//
GO_0007154_3	macA//nimT//rhaM//cmoM//qseC//casA//yghO//yehX//hyfF//yhjD//lptA//flgK//cadB//ridA//rsmA//atpD//potC//yajR//xapA//ibsC//agaW//panC//yccS//aidB//kdgT//trmD//recO//chbR//oppC//ilvN//fabD//fadA//tatD//yphB//gabD//cbl//putP//fbaA//pyrF//prpB//pyrH//argS//ygfX//rcsA//ybcM//frvR//narY//cas1//yeeA//ibsA//yiiM//potI//dgcF//ugpB//mzrA//
GO_0007155_3	yhhY//dapF//pstA//hycH//fhuC//mipA//waaS//mngB//rpiA//tldD//yidC//nlpE//cysE//rnd//azoR//thyA//xylG//fetA//psd//nagB//ligB//ycfS//ydeE//dinQ//yijO//yfcA//moaE//fdrA//arcB//elaB//yidH//yidQ//pheM//tnaA//pdeL//
GO_0007163_3	yiaU//
GO_0007165_3	kdpB//ldrB//rlmN//cra//sixA//rzpR//yrfG//gpmA//hofQ//casB//tisB//mdtQ//rpsN//tbpA//wzzE//yrfG//rplD//fbaA//yoeB//prpB//sutR//allS//grpE//citX//yeeO//hyaC//hha//rplI//topB//rpsE//yqjH//yhjA//fruK//metH//sohB//erfK//cspG//yobF//livG//valS//speF//yihT//lon//fkpB//galF//mutT//uup//yjbE//yfcR//yfcP//speE//hypA//pepA//cysH//patA//gpt//elaD//chaC//chaA//yqeG//
GO_0007166_4	araB//kdsB//ftsN//rssA//
GO_0007215_5	ada//ptsI//tnaA//cynT//
GO_0007231_4	puuP//
GO_0007234_5	yggW//
GO_0007267_3	mrdA//cra//
GO_0007346_6	mreB//gltB//phnN//
GO_0007584_4	bcsQ//pepB//tadA//ybcL//
GO_0008033_9	puuD//gabP//mntS//sulA//gadX//yqhC//dicC//ftsE//smpB//pflA//yhjC//waaA//tsaD//wecC//cspD//ypdA//ycaN//aes//gyrB//gppA//phoA//rsfS//lgt//rlpA//dnaJ//hofN//yhjG//wrbA//gshA//yadN//yjhP//cutC//ycbX//rfbX//minE//casC//nikR//dusB//idi//potG//alkB//metK//ampD//zwf//hsdR//argP//folX//yjeI//ynbB//mgtA//fabD//pta//mhpC//yqhC//nfo//flgG//
GO_0008104_4	ldrD//glgB//fabI//flgE//gabD//zitB//yphF//kduD//appY//leuA//yjjW//hslR//rlmG//xylG//hypF//lasT//waaL//ygfI//ymfK//ilvN//waaC//lacY//tig//sugE//hisB//ymgF//flgJ//tomB//thrA//yagF//osmE//chbB//galE//tdcA//rnc//rhlE//secG//uidA//otsA//hisI//gmd//rfbX//radD//adeQ//fryB//pntA//pfkA//osmF//sbp//
GO_0008156_8	yggT//zraR//trpD//cmk//gdhA//fucK//
GO_0008202_5	rnr//
GO_0008206_5	casA//
GO_0008213_7	feoC//creC//glcF//opgB//mcrA//cspB//rffG//surE//
GO_0008216_5	nrdH//aidB//glnE//
GO_0008219_3	flgJ//kch//dam//rmuC//metI//rfbC//rpiR//frc//thrC//kdsA//mltB//kdsB//yhbQ//dnaG//yqjH//
GO_0008272_6	pgpB//dapB//bcsQ//dcm//acnB//yjiA//alsC//
GO_0008295_6	sdaA//uup//dpiA//
GO_0008299_5	gpr//srlR//fumC//tpx//etk//csgF//
GO_0008360_4	agaD//glnD//ybiW//yjhG//dxs//hrsA//tmcA//tcyP//maoP//efeO//waaZ//opgG//panZ//puuE//paaC//acnA//
GO_0008361_5	tusA//tyrA//lpxB//livK//yjcE//
GO_0008380_8	menC//
GO_0008610_5	yihP//yjhP//nanS//hicA//fadA//mtlR//envY//rluC//frmB//yfaX//kdsC//ilvM//gntR//pgpA//fadL//yfjV//insH-6//ychH//cdh//ynbC//tesB//hxpB//ynjA//nrdG//wzzB//yjjW//raiA//fumA//fabA//yohC//arcB//kdsA//ybjC//yhgF//rep//narL//yjjG//lexA//napA//secG//tusE//glpF//ynhF//aes//tyrR//gltD//norW//potG//preT//yiaL//yoeE//treF//mdh//add//ydaN//appA//atpE//rstB//norW//citX//ychO//fklB//nanE//yebZ//moaC//lptE//yahI//
GO_0008614_5	nagC//groS//leuO//pgpB//ogt//serB//ycgR//
GO_0008615_6	kdpB//sanA//rsmG//sucA//fklB//argS//entF//
GO_0008616_8	ycjD//ssuE//recT//proP//nagB//rlmG//thrS//
GO_0008617_9	acpT//
GO_0008643_6	tldD//puuA//purL//mdfA//rlpA//recQ//ygbN//ydjE//yqhD//cyoC//torS//tdh//hybA//paaF//frwD//yedA//rhtB//kdpD//yeeL//fecC//yccS//yraH//uacT//sanA//cysZ//pliG//topAI//cyoC//mdaB//metC//csdE//marR//moaD//yihV//potI//hipB//hdeA//yhjG//fdoG//ygbN//glnB//yqcG//flgB//yfjV//minE//purL//mgtA//coaD//yhdH//kdpF//flgG//ybiO//kdpA//potE//galP//rcnR//rsmE//rpoH//folE//apt//slt//tolB//dnaC//roxA//aspS//ydiZ//syd//raiA//lipB//yaaY//rnc//alsK//ibsB//hslO//yobF//dhaL//bdcA//phoQ//araA//betI//yehT//flgJ//ymgC//yeaK//pal//dctA//prpB//trpR//fdhD//gutQ//dxs//melR//gpt//lptC//coaE//hypD//pal//sucB//iscU//elaB//hdfR//sdhE//yidP//envY//rffC//yeeO//rapZ//ubiH//coaE//yfdG//afuC//ppc//lon//zraS//
GO_0008645_8	blr//ybaM//dacC//fimI//barA//yhaJ//epmB//lsrC//aspC//yjgX//lgoT//hrsA//ygaZ//pntA//mtr//ygeA//ygjR//yjhB//dacC//lpxK//araH//yqgF//rlmI//ispU//
GO_0008652_5	trmH//dcm//aphA//raiA//ackA//lsrK//uhpT//aspS//yicJ//yhcF//dgcM//fimB//bssR//hrsA//ydcP//aphA//phnN//ftsN//fepC//udk//ygfA//cydB//bioB//malZ//envR//sodA//plsC//mtnN//alkB//baeR//degQ//lacZ//rhaT//fic//umpG//putP//pnp//mrdA//dapB//speB//minD//psuT//atpD//srlD//dtd//rplE//sufD//rsmD//rutR//yjiM//fixC//tolC//ubiH//argI//ubiI//lolD//tap//yqeG//ubiA//ycjP//miaB//tsx//yjjI//nudG//dicA//glcE//flgA//cspA//allC//rcsC//garD//hyfF//srmB//wbbK//ldrB//potC//glpX//abgR//rhaB//sdhA//sgrR//rpmB//yeeL//cyoD//marR//yhbX//rlmE//holC//ulaE//yphB//moaB//uvrB//upp//ecpR//ygeR//rimL//alsB//yehA//nlpA//garK//torD//ydiR//fepE//ppsA//napC//glsB//bisC//eamA//mtlD//fliL//nemR//mrcB//yfeO//melA//
GO_0008653_5	cutC//rpe//emrE//bioD2//uxaC//yafC//gpmM//torS//chbC//cirA//ypdI//yidP//mutM//
GO_0008654_5	wcaB//ybdR//yggT//trpGD//pdeR//dgcQ//ybjN//ibsD//bioB//pflB//uspB//hexR//glgP//xthA//zipA//panB//rpsH//hisP//pyrG//yajR//kup//nimR//gcvT//yidP//yahI//cspA//sucA//yhbQ//basS//ybaM//tdcD//astC//yqhC//lpoB//tdcD//
GO_0008655_5	lolC//sbmA//kdpA//ftsI//dmsB//pabA//bcr//
GO_0009050_6	cysU//rrrD//
GO_0009052_6	xseB//glsA1//rplF//pgl//cusS//wcaJ//aspA//
GO_0009056_3	yehA//recE//hypA//nrfG//recA//ulaF//lpxB//cas3//tnaC//pppA//cydA//cyoC//rfbB//rplL//atoC//elfG//adeQ//smpB//trmB//norV//mipA//wzyE//pckA//gntT//manX//nanC//yoaB//ybcL//aroD//napB//ycgV//yagF//arnD//bioD2//cbtA//yqaB//fimF//ulaB//yqaE//fabA//arnF//degQ//purB//secD//ybbN//ptsN//otsB//citE//relE//cysP//sufS//rnlB//tolR//yedP//yehW//cecR//fruA//garD//puuC//mug//cdgI//rlmF//hscB//yahK//ybaQ//yegD//glrK//acpT//mnaT//napB//rihB//dpiB//pgm//bamD//tolB//pfkB//yfgO//yfcA//mlc//feoB//mgsA//priB//degP//ulaR//rlmI//sthA//recT//ptsP//puuE//yfdS//msrC//mdtA//yhdX//csdA//frwC//prmB//secB//moaE//lgoD//tcyP//fepA//hisQ//actP//yajR//mprA//smrA//sbp//rne//abgA//ydhJ//ychF//dkgB//mlaE//hslV//uhpA//sixA//glk//ynjA//kbaZ//ycjQ//yhdX//lolC//fepB//ilvB//yjeI//folX//ndk//frmR//rfaG//mngB//trkH//rpmJ//degP//ravA//iscR//gspE//asd//yrbG//dicA//yajR//tatE//rplD//panD//yaaA//dnaK//yahI//manX//trmA//htpG//yihL//ugpE//setC//gluQ//aaeA//lpxM//rppH//kdpF//diaA//rraB//thrC//mutL//kefG//malG//tdcR//ybiT//dppD//fdoG//flgC//baeR//rnc//prpB//ytfQ//pyrE//clcB//galR//rnr//lhr//otsB//proB//proC//hprS//hybF//btuR//rfaD//gapA//gatB//csrD//insK//envC//fepD//ybiV//ptsI//crp//ppc//yrbG//polA//qorA//ykgF//insH-5//thiM//rhaR//uidA//rplB//hyaB//mntP//nagZ//gldA//aceA//ulaB//waaY//nrdG//srkA//yidH//folP//fabD//ygfA//ppk//dmsB//trpL//tdh//csgE//menI//frlC//sgcX//cspE//hybA//mqsA//pldB//hyfR//iap//cra//flhA//yfbR//yehP//alaC//osmY//nrfC//ribE//hslO//ydbK//udk//yciF//hemA//glpX//speE//ldcC//adiC//cof//caiB//yeeL//fryA//feoA//yjjV//spoT//ycaO//mdlB//glgC//lgoR//ttdR//pbpC//mcbA//rfbX//tyrB//dgcF//lpcA//menI//ccmH//ebgA//ileS//yggF//yidE//ydjH//kdpB//dinG//hemC//galE//narZ//umpH//dgoK//rclB//ppiC//gatB//rsuA//cysQ//livG//ydjH//ytfR//galU//yobA//mgtL//yjaA//ydjK//adhP//folD//ompT//fryB//ssuD//gabT//pspD//ybhG//mmuM//rlmA//nrfG//paaH//flhE//hchA//rsmG//nrfC//rutF//prfA//scpB//rpsP//bcp//agaB//narP//mreB//lasT//hha//fimC//hyfR//cbrC//gmhB//lolE//ribA//opgG//dacD//ynfL//entB//rpsG//dnaK//argE//nhaB//argB//mdtM//rplW//csrA//nrfB//fnr//thrC//ihfA//amiA//yggX//waaP//putA//rpmH//mutT//nikR//fixA//apt//emrD//pmbA//lpoA//xylF//ivy//lsrC//codB//accA//dnaE//pyrE//yhaO//guaB//ftsH//epd//ynjD//cobU//ydiZ//feoA//yhdZ//yfhM//queC//folD//mdtO//ydcT//accD//hemE//ytfE//lsrK//wzb//fliG//yidA//yaaA//metB//dmlR//nhaB//phoQ//aroE//ykgM//gmhB//cbrC//ybhI//rlmF//lysP//fdhF//pcnB//cheZ//bepA//pdeR//msrQ//dppD//mdtD//rcsC//epmA//mnmA//narH//ansA//dtpC//mdtF//waaQ//hybE//fbp//sgcX//yebK//hscC//mtgA//ispB//nrdE//
GO_0009057_5	mscL//suhB//smpB//tdk//hemH//nanT//polB//nagE//sbcB//iraP//ahr//rplP//fumC//lspA//rpmF//rhmD//frvA//ydcZ//borD//slt//tatE//elfG//yadM//ilvN//tsaD//fimF//tehA//tyrA//hsrA//mdoD//dsbC//yehB//yqaA//menC//ndk//nepI//arsC//yjjI//allR//feoC//yggF//lolB//rhtA//narI//mhpT//yehY//garD//narP//minD//mhpA//yieE//ulaA//cheW//melR//
GO_0009058_3	tdcE//endA//ibpB//creB//feaB//yjiR//eutR//fliA//menH//mipA//mrdA//gltS//leuE//aer//nupX//hybE//cpxP//frmR//cmk//argC//yafO//ftsB//hyaB//waaP//gntK//murD//prpR//sufB//nhaR//ansA//aceK//rpsM//waaZ//holD//nikR//ddpA//yjiA//bdcA//hisQ//napC//ydcR//otsB//metQ//ptsI//araA//rplP//tas//maoP//ridA//thiH//yqjH//preA//csgG//asnS//atpH//fdoG//lysU//hprS//moaD//spy//gntP//pheA//cof//amiA//sdiA//rimI//sodA//iscR//rpoH//appB//ybaM//agaA//ribF//rpsT//sgcC//ybcM//gyrA//dppB//phoQ//argO//dgoR//ynjA//obgE//hns//mdtD//csgG//yfbR//gmk//dsbB//ppiC//dtpB//potC//hsrA//queG//ydcM//rpmF//fdrA//deaD//puuA//decR//fadJ//mdfA//topAI//paaJ//arnB//pinQ//yihP//pdxA//yjtD//yagJ//mukB//mepH//uidR//yodD//galF//mppA//rlmB//lptF//tdcE//bdm//rnhB//yhjB//ycfS//rpiB//rpnB//ascF//yqiG//nikD//rsuA//yadV//cutA//rplF//glrK//bglH//cheA//mdtE//rpsK//modC//yfcF//hypB//rpsR//ispG//mdtB//metB//rutG//yqeF//manY//glpK//tig//udk//cynT//potH//cusA//tabA//elfA//paaE//corA//rsmG//yedL//argA//appY//rfe//tcyJ//viaA//rlmN//rhoL//yedF//rhlB//phoE//fadL//metH//yqiH//envZ//yadK//dnaG//tilS//fdnI//frdC//ldrB//fruB//entD//pyrE//sufC//pyrG//yaaY//rsmJ//ortT//iraM//sfsA//frdB//mraY//rpsM//nagC//fhuB//sgbE//tauC//prfA//dmsC//rpmA//sdhC//nikC//uspC//ykgM//csiD//creB//ftsI//gcvP//asnC//xapB//flgJ//yjeH//uacT//glvB//hxpA//yihW//mrr//galF//uspE//lpxK//yhhT//ftsH//mcrA//hemN//dgoA//wzzB//kefF//mtr//dinJ//ybdR//cusA//alsC//queC//rseB//yihP//iscU//lysR//bepA//lptB//mocA//ykfI//rspB//dsdA//yfcF//rihA//yceD//nsrR//malG//rutC//wzyE//uof//gcvT//glnP//cydC//bioB//kdpE//ynjA//rimP//frwB//sanA//yfcR//arsC//trpGD//rzoR//oppD//mazG//pstB//tyrR//cysC//trmL//yhbQ//tdk//cptB//mepS//ispA//murR//gntR//blr//pfkA//chbF//rimM//obgE//gspF//artP//srmB//curA//kdsB//nirD//alaC//flgJ//rpoA//idnT//ynbD//hybD//yggP//uspG//modA//yfjR//nhaB//yhjR//paaF//xylR//ydeM//gdhA//ygjH//sdhA//ytfE//tufB//nadC//agaS//ybdN//dgoA//yebK//metH//mrdB//xylA//rluD//cysG//dgoT//glpX//rseP//cho//trpR//mltD//nikR//ydiK//gltP//yfdC//panF//csgA//dicA//pdeR//sbcB//atpG//uhpA//gadX//nupX//dcyD//nagK//yeeO//nusA//fimG//tolA//rfaB//livH//polB//moaB//nac//tgt//nrdA//ilvE//cyoA//pdxB//gltP//csgB//nuoE//frlC//yddL//ybiS//panZ//basS//yddL//creC//chbC//wzzB//rof//atoB//trmB//agp//ybaT//rcdA//secE//mgtA//sodB//yraN//kdgT//lptF//leuB//rhaA//lon//dnaQ//gspF//hflC//queD//thiC//lamB//rnr//ascB//rlmE//yceO//amiD//pspC//hofP//ulaG//rclA//ibpA//ppc//fadM//ttdB//glxR//ybdH//yiiD//proQ//yfcP//ilvC//tsaD//cirA//yieE//ompL//mutM//kdgR//lon//dld//iscX//pgaB//rpsG//glxK//ygcO//ssuE//elyC//pnp//relA//evgA//folP//ftp//yhaC//glgA//ibpB//rffC//ycjW//rpmA//ortT//yciG//glnD//sohB//tamB//yhaJ//arsB//glsA//fetB//pdxA//dtd//nrdE//kdgT//yadK//rhmD//thiM//ycbB//yhdX//elfA//ldhA//rseP//rpoE//asmA//lldP//truB//ulaA//citX//tsgA//ygeW//oppC//uspC//emrK//dosP//pth//aaeR//aspA//napB//hisI//yjjX//leuS//preA//nadK//atpF//nfuA//rluA//nrdF//ribE//acrB//yehZ//pykF//malZ//lldR//patA//hfq//ytfQ//gsiA//dgcE//holC//rpmG//ilvH//ybgP//dnaX//cynX//hfq//yjaZ//yfcR//plaP//yfdS//holA//yrdA//artQ//sgcA//ecpR//emrK//gfcE//mazG//gsiA//basS//yggE//yagE//fadL//psd//nac//pphB//nrdF//potA//cobT//ygbN//gadC//cbtA//yqgF//bioF//ldrD//rihB//pgm//rnhA//hyfF//ymgC//pykF//tnaB//yneJ//cheY//mntH//yedX//tcyN//yhdZ//sdiA//glnA//adiA//yihU//ybdN//fabG//marA//pgrR//rho//rihA//sfsA//glgA//astC//yjjG//lysS//cheZ//speF//corA//zapE//tadA//yadI//mprA//rph//uvrY//ynjA//casD//purA//tamB//ilvL//mgtL//yedA//waaH//rmuC//dinJ//tdcF//sapC//afuC//tyrA//ispG//atoB//elbB//rcnR//bioA//mltF//ilvB//leuE//cheZ//pphB//dxr//ssb//yqiJ//dgkA//sfsA//rlmL//dpiA//fdnI//ihfA//tag//fixC//ybbY//nagA//mraZ//aroK//ybcQ//rutC//ibsE//rclA//lysS//ybhP//frvB//yafQ//yggX//relA//lgt//rpsA//murE//fumA//yeeJ//yihW//tdcF//rayT//yrbG//csgG//accD//rluC//cadB//ygfZ//cyoE//lasT//narK//flgC//mlaD//ccmD//rpe//cdaR//fruA//sdhC//btuC//gapA//degQ//proX//thiQ//fklB//yabI//lysO//sapF//tar//pyrE//htpG//thiG//skp//gpmM//yigB//kdsA//lgt//nudF//ytfE//narP//lacY//agaR//rsmA//ftsE//cysZ//fruK//hchA//secF//yfaU//caiD//skp//tdk//zwf//folD//yidH//glmU//lysR//sufS//tcyN//yraI//pliG//sbmC//yodD//zinT//rplX//elfA//idi//puuC//pgk//hiuH//yjiQ//emrE//ydcR//kdsB//yehA//dgoR//fucK//fryA//hrsA//dusC//lpxP//cmtB//kdgT//ghxP//yahB//truC//rimP//yqhC//comR//yieH//bipA//mdtL//leuD//aroA//ydiV//ytfT//ybaM//codA//nanE//yihR//truC//ynaE//hisG//yheT//insF-1//yahN//ynfH//argT//nagB//pyrG//galS//sstT//ybiS//yeiG//yfgO//yihX//yagF//ybdO//ypdI//yhbX//pyrB//pnuC//insI-2//puuA//dnaG//yhdX//lpxH//moaD//idnT//ompC//yhjR//ydjH//rpsI//ettA//ddpA//thrL//murD//fryB//macB//ygeW//potE//ilvL//cheR//dgcT//chbG//rpsJ//yjhC//mntS//xanQ//bioD2//nagK//yahK//fbaA//
