#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	msrC//potD//hyaD//truB//
GO_0009273_5	gyrA//bioD//ftsW//nemR//ybbN//glpB//bglX//ypdA//greA//menF//
GO_0009290_6	xylB//pck//
GO_0009292_4	ydjM//dhaM//
GO_0009294_5	phoA//rhmR//
GO_0009297_6	fadL//apaH//yjiM//tmk//tdcG//aroD//ssuB//yfcR//fdnH//arfA//ftsL//rng//hxpA//argC//
GO_0009298_7	treC//yqhD//agaS//
GO_0009305_7	gutQ//
GO_0009306_4	mdoG//ompG//yehU//zapC//cmoB//frsA//phoE//
GO_0009308_5	ade//dgcM//gfcE//ttdA//rhoL//rpsA//rhtA//rarA//pepQ//asnS//tbpA//sufC//xanQ//lpcA//rplD//rpmC//uraA//hpt//dusC//metH//rlmF//pphA//focB//arsR//cysU//fumC//mdlB//
GO_0009309_6	thiM//fimI//ahr//ycgB//hofO//yojI//sgcE//bssR//cysN//ubiG//recE//eco//bioP//actP//
GO_0009310_6	yraJ//adhE//nhaR//cirA//tbpA//amtB//yiaA//sufS//trmO//der//qseB//hscB//ansA//
GO_0009311_5	aspS//nudC//leuB//yhdX//sfmA//ompC//cysP//srlE//fliZ//mglB//rsmJ//yphB//rseB//ydhC//gsiA//yraR//sdaA//ydaN//sgrT//deoD//flhA//gspI//mazG//phoA//evgA//nanR//sgcC//rodZ//ssuD//ilvC//secE//rutR//ycbX//ycjU//potG//yhcN//potD//hslR//pdeF//argP//sufE//msrQ//ydeI//bsmA//ydeO//hrpA//ilvC//cobC//fre//cyoD//ssuE//rnhA//uidC//
GO_0009312_6	yjjG//nupC//csdA//rclA//rplW//fhuB//bioF//umpG//napA//argB//sapA//nusG//hcaD//nrdF//uhpC//zraS//lolD//bioH//yfgO//ais//yahF//dmsC//ygjK//ompA//bsmA//ydfD//flhD//mukB//sapF//ugpC//yihW//ilvM//lpd//rutF//fimG//cmoA//mdtL//ybeF//pmbA//nikD//dnaX//yhcN//
GO_0009313_6	fimE//wzyE//zur//livK//uvrB//rutA//hxpA//manY//arnT//phnO//
GO_0009314_4	hupA//serC//sdhD//alsC//gyrB//alsK//hemD//mnmE//mhpD//ychH//bcr//metR//metR//pitB//ycaO//gatC//lexA//npr//dinB//tdcC//rtcR//yihW//dtpB//trmL//ftsL//rluA//hha//gstB//clpX//hypB//potD//fepG//cho//slmA//ibpB//sapC//glsA2//sdaC//ftnB//iclR//napA//argP//uacT//entD//basR//ispU//csgA//ycaO//accC//kdpA//htpG//nikA//glpR//yegT//mltC//glgS//pgaA//lapB//fadH//rplP//cysG//oxc//yadI//fre//ytfT//hybB//nfi//yidP//yiiE//yiaO//mukB//zitB//gltD//nanS//cspA//bamB//metH//yhjR//vsr//ssb//pepD//adeD//rimM//murD//flgB//yfhM//trpGD//lasT//gcd//sutR//glpD//yijE//
GO_0009372_5	csiR//bioP//sapC//
GO_0009394_6	lapB//cas1//phoP//focA//fnr//coaE//slyD//
GO_0009395_6	ftsB//
GO_0009396_6	bamE//yrfG//sucB//fecB//qseB//rbsK//htrE//dedD//degP//metI//selU//
GO_0009397_6	ydjE//cysS//
GO_0009398_7	ynhG//
GO_0009401_7	tsf//rplX//xdhB//secG//nupG//yidA//higB//zitB//rffH//gatD//radD//rhmD//nimT//agaW//rfaH//hpt//sufS//ppiD//yhcN//qorA//nuoM//trmI//guaD//ydhC//atpD//yciK//satP//aroA//yjbF//frdB//yrbG//arnD//dcd//yciV//ycjU//mprA//setB//kefF//yiaO//metH//envR//ygaV//nrfB//glrK//nlpD//nuoH//nimR//etp//copA//nepI//rplL//clsA//
GO_0009403_5	uxaC//
GO_0009404_4	ascG//kdgT//pta//bipA//ldtC//exuR//secA//gcvP//ygaZ//rbfA//trpD//yihW//maoP//livK//yqcC//mdoG//flgI//sodB//gltI//
GO_0009405_4	lsrD//nirC//mnmA//
GO_0009407_3	mlaB//tyrA//pepT//rfbD//ftsW//mug//arsR//ybhS//glmU//cyoA//fimE//ybcF//gmd//ykgF//mutH//rplK//
GO_0009408_4	dcuB//yajO//gltX//thiI//fryC//ccmD//lasT//sstT//rlmI//zapD//hsdR//murG//sohB//cca//patD//sgrT//rsmH//treB//panZ//lipA//rplX//mocA//pbpG//rcsB//ribF//gmk//gpmA//pitA//metF//hrpA//thyA//pspF//kdsC//iraP//pbpC//ytfT//rpmB//nuoH//paaD//mreB//rpmH//fimE//hisI//narP//fryC//sfmD//ydjM//cheW//ampE//glsA2//secE//zntR//metL//ptsN//kdgT//pheP//fimG//ycfS//pflC//bioP//
GO_0009409_4	yagI//yebG//dam//rtcR//glpG//ycbB//tdcC//rpiA//mdtF//frr//ccmG//xylE//ilvE//yidL//artM//mepM//clsA//pepQ//
GO_0009410_4	lolB//
GO_0009411_6	glcD//yehY//ghrB//abgR//secG//nrdH//proP//mltA//nfo//hdfR//cdh//mcbA//ascF//flgE//eptA//exuR//
GO_0009415_4	priC//
GO_0009416_5	wza//hns//potC//dcd//mobA//menE//ribD//yjhH//pflC//garD//rspB//aqpZ//puuD//rcnB//ydeT//hofQ//yagJ//rzoD//paaA//
GO_0009423_8	nuoN//yeeY//trkA//fimA//
GO_0009432_5	rlmI//moaE//narK//skp//exuR//ygdG//ygiB//glsA//sgcC//gudP//kduD//mscM//ydhJ//sodC//speG//cca//ycgB//ltaE//rplY//cas3//fadL//speG//
GO_0009435_9	ada//lrp//yehU//mcbR//yraK//pdxJ//ynaI//lysO//patZ//
GO_0009436_6	tsx//mtlD//mrp//tpx//
GO_0009437_5	glxR//ybiV//ydiZ//ileS//cnu//potH//manA//
GO_0009438_5	argB//cca//potC//ascG//bglJ//rlmI//maa//yraN//mltF//dcm//mcrA//arnE//yhjG//eutN//artQ//yhjA//waaA//solA//zapB//cas1//zapA//yeaV//idnK//citX//csrD//ugd//moaD//nuoI//ptrA//yddM//
GO_0009439_5	cmk//yagE//rfbD//
GO_0009440_6	ybiJ//nuoM//fecA//
GO_0009441_5	dcuA//fadK//nanC//ugpC//pgpC//
GO_0009442_7	minD//fliK//bipA//caiE//cysZ//
GO_0009443_5	rfbD//cydD//frdA//
GO_0009445_5	menF//kbaY//waaH//narV//pflA//hiuH//malE//nimR//alsC//lsrB//
GO_0009446_6	hemD//hlyE//
GO_0009447_6	csiR//rnc//rsmB//secE//yadC//mtlD//fetA//sseA//
GO_0009448_5	yejA//cysN//qseB//tap//
GO_0009450_6	modA//mtfA//glnB//mdtP//
GO_0009451_6	uxuR//rplR//hrsA//panZ//mak//yahD//hycI//bioC//yqcC//lptB//ycjP//kch//sfmD//lldP//ilvL//xanQ//rsmH//glnL//yqiJ//yfcQ//ypdA//dsbB//erpA//frc//entA//yphC//uhpA//ybiS//prlC//mscL//glpG//yjjV//acrB//aroL//ppc//sapF//uxaB//cynT//insH-5//metH//yfdS//trkH//thrL//marR//atpG//yhjV//yqgB//parE//gltS//ycbV//kdsA//sodB//ykgO//rsmF//ompF//djlC//yeeL//waaO//dnaJ//cmoM//dxr//yfaL//dppC//appC//ftsN//nupG//gcvA//gcvH//kdsA//rfaH//rhmD//ibaG//cysB//waaA//rbsD//tdh//argH//msrP//rpsI//yccX//bdcR//alsK//yfdS//
GO_0009453_4	fabH//
GO_0009454_5	pdxB//
GO_0009593_4	rimL//opgE//
GO_0009597_5	ydfD//
GO_0009605_3	nagA//plsX//lptF//gatY//ppx//rzoD//yggP//kbp//mdfA//yjhG//secG//hcaF//lapB//ybaQ//narX//ubiX//modA//lolC//ydbD//abgA//sufA//ybbN//ascG//glsA2//csgA//nrfC//ydiQ//hda//dauA//artQ//acrE//caiB//pmbA//groL//rsmA//ortT//ggt//ssuA//metE//rarA//rplT//pdxA//holA//msrP//truB//malQ//glyS//yehP//gcvT//ugpB//insB-4//yqiJ//dapB//selU//acrD//ydhC//yidZ//nagC//uof//panE//zapA//yehY//lysU//bdcR//ybaQ//rffG//dacB//aroB//cspI//fadJ//waaB//dgkA//rsmB//hlyE//cysD//nei//dapB//
GO_0009607_3	mdaB//nsrR//tpiA//glnE//fumC//rzpD//bioD1//rarA//glcD//yajR//yjiY//ugpC//asd//yihO//
GO_0009615_4	lamB//glnD//malI//hisB//dapA//acrE//aaeR//ackA//hda//yeiG//phnO//ybiI//yjbG//cysW//
GO_0009628_3	rsmH//msrA//acrF//xisR//yqiH//treB//amiB//sodA//yidE//yeaD//purF//mhpD//adiY//yjhH//yrfG//csdE//rplP//livH//msrP//ypjD//ygbN//srlB//yidR//atoC//rfaD//dgcN//nagK//cmoB//folX//ptsN//ybjI//nadK//dnaC//sbcB//ydcO//panC//yhbO//priA//ybjD//wza//cysK//chaC//rplQ//gmk//crcB//torY//prc//ybjD//glpB//xerC//allR//yjcE//casC//entH//greB//rpsL//hyi//yddA//yceK//preT//cdaR//nadE//ydiQ//nrfF//hscB//hyi//radA//ftnB//efeO//uhpC//edd//yciV//hisH//gshB//nth//intE//ftsL//etp//sbcC//aroP//insF-1//mraZ//serA//ybiH//rpmC//yjiM//rnpA//fhuF//artM//mdtQ//torZ//abpB//slt//nuoF//cysG//deoB//ldrD//eutN//fdhD//grxD//djlC//phnH//folX//eptB//yafO//yhdW//ssuB//ydcI//dkgB//yigL//mmuM//ydfK//yihX//rluD//rpiA//ushA//alaS//ushA//ssuC//ycfS//rplT//gspF//tynA//pal//tisB//aroE//trkA//yjiR//ssuB//atpE//gntT//hscC//psuT//iraM//focB//lptC//rhtB//folP//sgcA//ubiA//yiaU//yafO//acpH//srlB//ygbM//crl//relB//ynbB//eutD//pdxJ//selD//yccX//ybdM//aqpZ//rplM//aroL//agaW//ubiF//fadJ//elaD//sucB//sucD//dusC//fdhF//sutR//agaA//prc//ahr//nrdI//mdtJ//wecA//yejE//lysR//kdsD//hemF//cspB//aphA//tcyN//appB//yceO//dnaA//gspJ//tas//bcsA//waaC//mdh//mepA//lpd//csrA//arnE//uxaA//arcB//galF//queF//lpoA//nagK//pepQ//mgtA//yqaB//elfC//ybhF//yfcV//crr//cusF//sgrR//sfmF//rffG//thiH//casB//lpoB//rluE//murA//mdtP//ccmE//katE//rssB//waaG//endA//rplY//dgoR//viaA//yehU//yhcN//yhdZ//mreD//lptG//yjbB//yjiQ//ydiF//potE//
GO_0009635_4	gcvT//
GO_0009636_4	yieH//metK//yahF//rsmG//yicJ//aldA//cof//ygfI//mreC//lgoD//pheM//ettA//yqeF//sfmD//sfmA//gcd//radD//leuB//nikA//tdcB//umuC//trmB//potI//rpsH//murJ//ahr//rlpA//yajL//yhhZ//yjjQ//manZ//
GO_0009637_6	napF//
GO_0009651_5	aceK//msrB//thrB//proA//moaE//yneL//
GO_0009653_3	gdhA//
GO_0009696_4	ybhD//
GO_0009697_5	trxC//
GO_0009698_4	pheM//
GO_0009712_6	csgB//yggW//glrR//dnaA//yagI//ybiV//phoQ//accA//napD//roxA//
GO_0009713_7	iscU//adeQ//curA//psuT//greB//rcnB//rfaD//tdcR//intE//
GO_0009719_3	dacC//casA//pdeR//
GO_0009730_5	ttdR//
GO_0009743_5	pdxK//
GO_0009785_5	tdcA//
GO_0009850_4	yhdX//ygbN//yciK//yibT//pflC//fhlA//sodA//mepA//map//truC//wcaC//yhbO//lipA//
GO_0009852_5	lysA//yhaC//xisE//bcp//yhfS//ykgM//metQ//msrC//helD//osmF//yfcR//argO//rcsF//
GO_0009889_5	yceK//ybiH//yfcP//acrE//mdtE//tesB//kdpE//lpxC//ccmH//etk//efeO//bcsQ//hprR//mdtP//fetA//sdhE//yraI//allS//yidK//insI1//pncB//lptF//rplL//yfiC//rplT//ybjD//yehP//uof//fdoG//fryC//patA//mltG//fetB//opgE//pdeK//purF//dmlR//clpP//serC//yfiF//psd//tig//osmF//hycH//galP//frmR//yeiL//ycjQ//napD//priC//kefB//mltC//mrcA//coaD//mazG//lolC//nagK//asnC//puuA//acnB//mtfA//flgF//xylE//crp//hybG//pyrF//yjfP//ispU//lacZ//sdaC//intF//deoC//yjjI//dapD//treC//pyrF//ydhJ//glnE//rplL//rsmI//mdtM//mhpC//ulaC//btuB//fixB//atpA//prmC//gmd//mscS//aas//pgpB//kbaZ//nth//gatD//acpT//insA-1//glgS//rplO//recE//azoR//ydcI//gshA//mdtD//yjfP//yfcF//rpsI//rbsB//hinT//glnD//aroD//uspG//lplA//pitA//agaI//cvpA//tktB//mhpC//rcsF//kdpC//cynX//dcuR//fabR//panF//chaC//yqhD//fadD//yggW//rmf//ygbM//chbG//rsmH//yhdH//allS//intF//ribF//dppB//frdA//eptC//msrA//hisF//scpC//paaB//murR//mltC//waaY//atpC//nrfD//speB//gpsA//mdtE//lit//folD//ddlB//yadI//yjjB//trmJ//casA//torR//acnA//nrdR//rsgA//higA//yidK//rho//selA//waaQ//ampD//mgtA//deaD//rseC//trg//ygcR//yjjW//yebS//cysH//frwC//frmA//apt//aas//recT//gsiB//thrC//yidQ//dmlA//yneL//degP//sgbU//pmbA//ibpB//glnQ//trpD//ubiF//upp//gltP//phoU//mepM//rplN//folA//ompF//basR//kup//yiaB//yggF//glgA//ligB//lrp//cdsA//menH//yeaV//nrdR//cysU//ygbN//cydB//ulaG//purB//groS//norW//znuC//sgcX//ymgF//hyfA//dacB//ssuA//hokB//glnH//yfcV//recB//tatD//rffM//cadB//nanR//rfaD//recB//rhtB//ccmE//tqsA//napA//rplJ//prpC//adhP//napA//clpB//yfjR//napF//moaC//ispH//yiaF//sgbE//bamB//ssuA//rclR//yedX//btuD//araD//pspA//napD//ansA//ycjP//lysU//mutS//malG//ymgC//ykgM//yiaB//ispU//yabI//ftsP//kefB//yjhB//ung//glnD//rimM//cysK//dgt//fepE//rcnA//cueR//alr//tilS//ykgO//ilvE//ybhI//btuE//pncB//hofP//rpiA//nrdF//betT//yagU//ansB//soxS//pflC//ygcW//napF//tolB//yjcS//glpD//rspB//ttdT//frwC//cspC//erfK//fis//gntU//thiE//ycjQ//yfgJ//trkA//yehU//cpsG//lptC//dctA//ynhG//argB//stpA//def//
GO_0009890_6	nanR//yedL//rpsL//hyaB//yfiC//mdoD//cdaR//yggF//abgA//tdcC//ycbB//preA//gltK//wecC//agaD//yegT//ldrB//ttdR//rseB//brnQ//tatE//fliL//yggD//ptsH//argB//flgK//thiL//thrS//yefM//creB//pphB//panF//potG//dgoR//yfcA//rnlB//ybjI//blr//atoS//hflC//prpD//rfbX//rluF//yfiF//yeaE//thrA//yeaE//tag//uraA//yehX//metB//ybfE//gntR//hemG//kefB//setC//ivy//queA//zapD//nrfA//nikE//cpxP//yfbV//hflK//ptsP//gnsB//fadE//glyA//yibA//uhpB//obgE//cheZ//pyrL//fdoG//yejE//cydD//nrfA//maa//araH//ribE//helD//rfaD//ybiS//hemN//ygbN//gdhA//ssuD//ycjQ//ytfT//gcvA//ynfK//chbR//cysU//lpxC//mdaB//acrE//topB//yeeJ//rsmJ//dgcZ//yifB//rsmF//mocA//cysZ//mdtF//ccmG//hmp//mraZ//hybB//creC//nrdR//sgcA//ybjX//murB//ybdR//mcrB//lsrB//waaG//nuoG//ycgR//tcdA//
GO_0009891_6	thiE//yihP//napF//fadB//infC//deaD//preT//astC//fadH//ldrB//cbrC//bdm//ygbN//yehW//lysC//ispA//acpS//moaD//glcE//atpH//mdtJ//rluB//yahF//ppx//opgB//cysS//gntK//hisP//torY//ygeA//yehA//yhgF//rimP//xapR//zapC//citX//pitB//hisG//yeeY//pta//cdsA//rpmG//eptB//mlaC//nrfF//ybfE//fklB//abgA//potH//garD//yfcS//ssuA//yahD//dinD//adiC//tonB//acpS//rpsQ//ompF//ascG//serS//hrsA//yhaO//nikB//pepQ//yafE//insI1//yagF//ynjA//ydiO//mhpD//menD//yfcQ//accA//murI//bcr//rpoH//ghrB//yqiI//hlyE//bluF//galM//potC//
GO_0009892_5	agaV//lhr//ybeQ//ribF//hisQ//rhaS//zur//wcaC//ibsD//hdhA//yihR//yjeI//djlC//ygiB//dtpB//yhiM//zapD//aceB//rcsB//rclA//glsB//sohB//gspE//ynbC//trmI//mdtI//mdh//elfG//phoB//folC//yccS//rfbB//pitA//sgrR//yajR//hyaA//gatA//yggP//glnS//rimL//comR//dmsA//garD//mepA//abgB//rhmR//cutC//purC//hyaB//ybeQ//pstS//yfdO//fkpA//insI-1//gadE//panZ//hisB//hcaE//cydC//acrE//yedP//pdxH//arcB//trpA//ftsQ//pepD//sdaC//cadB//greA//zapE//yqiG//rzoR//yieF//yaaU//yfeX//ydiK//chbC//rhaT//efp//rnhB//gapC//yidQ//mepA//rpsD//rimM//yjtD//lnt//yehU//yceO//ybdH//mpaA//yjbB//yjeI//rutE//rmf//yegT//argC//pflB//ftsB//gmk//cobT//agaD//mutL//ybdH//rzpR//pdeH//decR//efp//yeiG//yidR//evgA//ampD//rayT//lacY//yciE//dsbA//mqsA//metK//gabD//ydaC//bcsA//clpB//adiY//hcaE//murD//rpsK//hisD//uhpA//ade//baeS//potH//focB//rnhB//xapB//yijO//clcB//napA//feoC//lpd//prlF//rihC//tolA//mdoG//pspG//ynhG//recD//
GO_0009893_5	tatD//cysZ//ccmF//ygaZ//livH//ygiV//thiC//uhpC//bglA//adiA//phr//yghU//rfbD//waaH//lpxB//speF//bglF//lacY//aphA//glxR//ycjU//elaB//narQ//rdgC//yebC//insI-1//yhbY//araA//hfq//ilvE//mutS//argD//rnd//mglB//pitA//cmtB//dsdX//abgT//bglA//fadL//insK//flgM//ybcM//btuC//xylE//yihX//basS//araC//malY//torY//mtn//mhpD//yafN//rnlA//hisD//codB//hyfA//yajL//gpp//corA//mqsR//mmuM//sdaB//ynhF//nikC//lgoR//prpC//narU//deoR//dnaC//ybiX//cyoA//napC//sdaA//hisG//ptsI//thiH//dusB//folP//yghU//narP//fabG//fixA//pstS//gnd//emrE//elfG//gcvT//ppiC//cobS//gmhB//ycfL//lspA//ilvL//yehU//symE//exoX//pyrB//dnaC//
GO_0009894_5	lamB//sodB//kduD//yebQ//rplW//manZ//potH//ycgR//mlaB//qseC//sgcR//pth//ybeQ//ygiW//
GO_0009895_6	argE//mppA//ybgQ//sodB//
GO_0009896_6	kgtP//yhhT//eutR//
GO_0009966_5	hmp//
GO_0009968_6	intA//
GO_0009970_6	sgcE//agaV//tolC//
GO_0009972_10	clsB//
GO_0009991_4	rusA//cysB//hcaF//rcsD//ade//potC//pyrF//ansA//waaH//purA//flgD//ldhA//panZ//coaD//rzpD//csgB//yieL//ygeW//gntU//alsC//prlF//msrP//idnK//putP//moaA//phnN//prpR//rcsC//psuG//decR//ecpR//pepQ//thiM//tar//nrfC//lolD//yihO//argB//qseB//ybhI//mnaT//oppF//ridA//rpoE//lolE//ubiX//ycgR//patD//rpsB//hycA//blc//trmH//tehB//ydeI//flgJ//rhaB//csgA//yieE//gcvH//fhuF//amiC//ldcC//csgF//
GO_0009992_5	rihC//pdhR//pflB//yahN//
GO_0010033_4	msrC//casE//pabA//gadB//rclC//bepA//rpmH//flgC//ugpB//yieH//yegD//mgsA//ycbX//arnF//chiP//potH//yiiD//mmuP//fryB//ydcM//gsiB//yiaL//glcB//dcuD//kdgK//ispG//rfbB//cdsA//rimP//parC//slyA//yhaO//elaD//lgoR//napF//treF//lhr//ttdB//fhuB//fabH//atoS//ldtD//sgrR//
GO_0010035_4	rutB//slmA//ybcL//speC//yeaE//fabA//tadA//yghU//dnaC//malF//lptA//lpcA//potB//rimJ//eutK//hdfR//purF//glnL//intZ//ispA//rpsI//hslO//ulaE//argA//nusA//narU//thiE//rsgA//avtA//mnmA//pphB//npr//mmuP//zapB//rnb//nanE//tatE//elaB//rplM//mglB//rihC//lptG//sodA//pepB//pcnB//pgaA//yhdJ//yegD//rnlA//nrdF//acpS//phoR//mscM//metR//pta//waaQ//hybG//ubiB//ykfI//rhaD//acrD//hybA//potI//minE//bcp//bioB//mlaD//mog//ybdR//waaP//tusC//rpiR//sfsB//ptsH//yebC//fimA//
GO_0010038_5	perR//malF//yfdK//yjiM//casA//nudG//rhsD//yagF//mepH//ubiA//ypdB//ppsR//tehB//pabC//yjbB//rsmD//lsrB//ruvC//cdsA//yhdZ//yadI//cdsA//hcaF//treA//ghoT//dauA//lepB//rhaD//aroG//fliD//puuR//yhgH//thrC//fucO//rarD//hypB//ubiX//ttdA//iap//agaV//prpR//bssR//npr//ccmH//ccmE//
GO_0010039_6	gatB//yfdK//mrdB//mlaC//opgH//ppk//napB//
GO_0010041_7	sanA//opgE//glnH//sucA//malS//yihT//
GO_0010042_6	csgG//yohC//
GO_0010043_6	ybeF//araC//rbsR//ugpA//brnQ//cof//
GO_0010045_6	umuD//ppk//fumB//
GO_0010106_6	ykgF//
GO_0010124_4	kbaY//tdcE//lrp//mgsA//yfcR//ybcF//cpxP//hyfA//endA//pckA//ydcR//mrr//malY//
GO_0010133_7	torS//
GO_0010139_7	rclR//
GO_0010165_6	ybhR//crp//kdpE//torA//yhaJ//scpB//pspF//rplA//ybhD//emrK//secE//truA//uxaA//lysS//ccmD//nhaA//
GO_0010167_5	bioC//dmsB//
GO_0010212_5	rffC//mgrB//uspG//nlpI//avtA//fucK//cynX//rpmJ//yeeY//pcnB//asnC//adeQ//ytfQ//fsr//alsB//cas3//ldtC//mgtL//malG//cheA//adeP//proC//kefG//yfaV//chaA//yobF//pdxH//pliG//
GO_0010226_6	glgX//
GO_0010243_5	yahD//fur//yihI//allC//glcA//rfbX//ulaG//ycgR//recG//yjjU//pdhR//yhbS//ygeW//rfbD//ybdH//argS//
GO_0010269_5	mngA//
GO_0010272_6	sgcX//iscA//acnB//ynaI//yjhH//mocA//
GO_0010273_4	secF//rnd//fdx//rnlA//era//cysU//
GO_0010288_6	galT//
GO_0010312_3	dnaB//
GO_0010332_6	artP//
GO_0010350_6	mepM//yhdX//
GO_0010438_6	caiE//mutH//fhlA//ynfE//
GO_0010447_5	eutK//ulaB//ynaE//yraN//csrD//ychH//rsmI//mraZ//mdaB//fecB//yhbQ//xdhB//dnaT//frwB//paaE//yeeJ//csgA//nrfE//manA//groL//talB//
GO_0010466_7	truB//yidH//
GO_0010468_6	hyfR//hflC//thrC//ycgR//gntP//yibH//rpsD//rsgA//kbaY//rhaD//ilvI//dapD//nudG//ygjR//mqsA//rplD//zitB//exuT//cpxR//yhbY//ldrA//ulaC//ytfP//soxS//dgoA//ybjD//argG//solA//msrP//zipA//aroK//npr//fliM//zapB//ascG//uhpC//ytfT//yjgX//mepA//rplS//rsmC//blc//truB//rpsI//relB//yhjC//htrE//sgbH//mepM//betA//glmU//actP//hofM//trkH//bssS//basR//cheW//lgoR//cbrC//waaY//sodB//sapF//entC//arsB//glgC//tyrS//yjjI//nagC//fdoI//yiaU//speG//lit//ftsB//htpG//mliC//dgcN//sspA//dnaX//ycjP//trpE//copA//apaH//yidZ//thyA//lptC//pepN//pyrG//rlmN//hdeA//higB//ymfK//yeaG//narI//csgA//polA//fepB//rpmC//waaA//xylR//mdtF//cydC//polB//pbpC//rlmA//dicA//mtgA//rpsJ//prs//yrbG//rutF//ybiT//ptsH//mntP//fetA//dpiB//asd//holB//putA//nadC//alaS//yraN//yfcP//zipA//codB//secB//cueO//pyrL//ycgV//ndk//dfp//yadC//ygeW//lpxL//appB//cusR//kdpC//dnaG//thiE//potB//rlmH//pgpA//glgA//galM//yhbY//pspC//fadK//lpoA//trkH//yoeE//fdnI//murI//lsrG//polA//yfaL//yibA//yqjA//sbcC//lpd//fetA//rutC//relE//adeP//dinG//pdxH//uhpB//truD//sodB//lsrC//yhcN//uspC//wzb//ydiV//yihQ//cysE//dcuS//tadA//djlC//waaH//nac//ydfD//lptA//rnlB//secA//mdoD//nanC//fimA//yjeH//bolA//aqpZ//ynaI//mgrB//exoX//asnA//yqhD//nrfA//gltB//secY//higB//mqsR//rplX//asnB//ydhC//dgcM//hscA//ldrB//ykgM//ubiF//lysA//fadM//sbmC//yjjV//hinT//yoaB//pdhR//lipB//purF//gabD//ydiQ//ydiZ//ispB//sgbU//mtlA//hypF//umuC//fadI//flhC//bdm//puuE//cdd//waaY//gloA//yhcN//atpD//gpr//yjcS//yfbV//bolA//hinT//artJ//dinB//proP//yfcV//rplK//gabP//yfaX//glgB//tmk//lhr//ycjD//tsaB//artM//acpS//lspA//phnO//glpD//yedP//pdxH//gadB//proW//rihB//yqeA//tsf//dctR//ydcO//paaF//arcA//ybjG//fes//leuB//lptF//argI//glcF//fur//fucP//dpiA//matP//cytR//rpmC//acpS//iscA//rstB//ugpA//deoD//iclR//allB//fadH//aroF//uxuA//yhaC//rplE//nikA//bisC//kefG//ribB//srlA//psuT//glmM//chbB//marR//gspJ//ppiD//gabP//rimM//waaQ//ccmF//yadN//accD//kdgR//prfB//aspS//ndk//hcaR//narZ//ykfM//murG//glpC//ascF//grpE//
GO_0010498_6	yfdO//
GO_0010501_7	rlmI//talB//hisM//mqsR//mutT//paaZ//satP//glpR//mngA//
GO_0010528_5	cysK//
GO_0010556_6	fimD//hisC//ypdA//trxC//ettA//ddpX//pflA//tufB//ycaO//mdoG//yiaM//kgtP//otsA//rsmE//ybdH//ibsA//yjjW//erfK//gpr//baeR//rcsA//yieF//ravA//sdaB//gfcE//ppx//ftsZ//ulaG//glsB//wzyE//treB//cysH//mepS//yibA//glnA//frvB//nhaB//malE//groS//paaG//rfe//acpH//hypD//yedP//fkpB//motA//fiu//trmD//yhhY//gcd//helD//abgT//yafC//yhbO//hicA//speB//paaE//nrfE//aidB//yeeY//dinJ//ispG//eptB//hofO//queC//ygiN//dgcJ//yjtD//atpA//manZ//ygjR//yajQ//yfgI//argS//norV//casE//metR//oxc//fabA//grpE//ykgF//pdxH//hemE//soxR//nfsB//coaA//cas1//yceD//hexR//yhhY//asd//treR//ompW//rcsC//ycfJ//cysB//queA//atoB//ycdY//phoQ//ydeP//sdhB//basR//yhcN//dcuA//idi//gudP//mscL//nadB//fdnH//nimR//sspB//ibaG//ydgA//cdsA//setC//ptsH//mdoG//yiaN//yciK//glsA1//flgJ//ychO//ribC//btuD//yqjH//ruvC//guaB//fadB//emrE//aaeA//iap//secY//yhbY//rimK//grxD//hybB//yjhP//cpdB//prlC//rspB//agaB//ldrA//yehZ//sufB//bolA//yggD//hcaC//hflD//yggW//ribE//nei//mtfA//metI//gatB//ybcL//atpE//ybhD//purT//yfeX//sdhA//rplK//nuoH//solA//ilvA//rpoS//lpxM//tsaE//mioC//flgJ//truA//nrdF//ykgF//sdaA//carB//pntB//purC//hcaD//ygcW//proQ//hisD//ychH//wcaC//zitB//menA//cra//rluE//tdcA//gudD//ackA//fiu//arsR//rbn//acpT//holA//ibsC//ycgV//fpr//yhdH//pykF//dsbD//yfiE//phr//chbA//phoR//yneL//yehW//rbsK//nanA//mrdB//trxA//gatZ//thiG//rsmF//prpB//rpsT//mug//erfK//tpiA//tus//hokB//modA//xseB//opgG//osmY//rhlB//ispH//mdh//ribF//umpG//ribF//bsmA//mglB//srkA//queA//recT//acrD//cyoE//insI3//yjfP//znuA//rhlE//hha//pabC//fryB//sgbE//modC//yjbE//xapB//endA//yghW//ygdG//plsB//yqjA//putA//waaY//lrp//mglA//phnP//hyfC//lsrA//rclR//caiT//narZ//pphB//yfbR//caiD//dtd//yedL//nuoB//bioB//ompC//insI1//acpP//thiE//hypE//moaD//dinG//cra//glrR//bcsA//trpR//recQ//sbcC//dhaK//cca//glgA//sgcA//dgt//rnlA//nuoL//malS//araD//selD//yehB//ycgB//yihR//yjbE//pdxK//ybdR//rcnA//trmI//lldP//ybiX//csgA//wzzB//serB//dnaN//topB//mntR//mhpB//leuE//
