#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yahI//yfbU//chbA//mug//
GO_1901362_5	yihU//eutR//kdsA//napF//mdaB//hcaD//agaC//napD//aslB//lsrC//rihA//atpF//nrfF//yhcF//cdsA//cadC//ybdZ//ydfH//trg//flgK//relE//aroC//degP//dcuB//ydcZ//yjiR//patD//potD//prfA//putA//yqcG//ascG//glnH//symE//sdiA//glvC//glpB//rhmR//fepA//ybhR//argH//envC//lacY//kdgT//clpB//baeR//bioD1//ybcC//dfp//zapE//mscM//cobC//alsE//rplR//ybjC//proW//arsR//ygiB//hofP//aceA//ygeA//hyaC//acpS//tyrA//ygbI//tktB//adeD//arnT//mscS//uxuR//xerC//ubiE//ycjW//tgt//rne//pgi//ygbM//glvC//cyoA//rrrQ//coaE//ycjY//clsB//fliS//rhmD//udk//yiiM//afuB//mhpT//narG//malS//ccmA//fepE//gcl//lapA//purB//pgpB//gudP//frdB//nrfA//ydeM//eamA//yphC//nirD//prs//ydjM//ddlA//ftsL//dam//patD//gadC//cspE//ydhJ//nagB//kdgR//mobA//dctR//rmuC//citX//murP//mazG//ppk//feoC//acpH//ilvN//agaV//torA//gatB//purT//icd//fadA//ytfQ//ybgQ//ypdA//yjbB//yfcF//yqaB//ushA//ftsX//acnB//lpxP//cmtB//gsiB//xylH//tatD//yegD//ompN//htpG//yehZ//ghoT//katG//alaA//rseP//tus//plaP//elfD//yeaG//kdpD//yahB//rraB//nrdE//rcnB//lpxL//erfK//pdeF//ettA//tdcG//wbbK//phnC//mntP//priC//lexA//malS//acrF//adeP//glcD//mnmE//tatD//cusA//yhdZ//spy//asnC//cysM//fecB//uspE//eutK//wzyE//yihI//prfC//narL//ynbC//rimL//potB//aes//nrfA//yhdX//cmoA//pepT//livJ//fruK//sugE//trpE//nfo//ycfH//tatD//allD//blc//ispG//yibT//ydcS//menA//rzoD//kdgT//pabC//zitB//pyrB//yjjU//yebC//kdpE//dapB//kdgK//yiaN//hofO//cmoM//gudX//ycjU//pstA//ulaE//rpsN//pnuC//metR//exoX//mug//rusA//ubiF//betB//yedA//galP//cysH//fhuB//recF//basR//sgcR//sgcC//rsuA//dhaL//rlmH//tamB//yfiE//ibpA//prmA//ssb//ytfP//ybdM//mepM//ycjR//glcC//slt//hofC//ydeO//carB//rplO//dtpB//tdcA//gltP//proV//pdhR//pyrH//narX//fadA//pal//rplW//exbD//bglA//yeeA//rplJ//lysP//yhgF//ybiA//bioB//fecB//fdoI//lpcA//rpsJ//fdoH//rpmH//dnaK//mscS//glnE//prfC//nac//nuoM//mltA//agaW//hypD//yjhI//ribA//dmsC//gntT//frwB//lgoR//pitB//hyaD//gstA//mdtB//pinR//fieF//rbsB//iaaA//mhpB//rsmC//tqsA//folE//tyrB//gudX//mutM//fliA//scpC//yqiH//yfeD//kdsC//proV//nanR//oxc//ybiY//argS//yehC//trpGD//tqsA//ligB//gltX//yciG//ycjY//glnH//hcaD//fetA//ybdM//rbfA//abpB//fadE//tauA//secG//tolC//yjiR//yhjD//yiaL//yagU//glgP//rlmL//appB//tilS//galT//torR//miaA//gspJ//mdaB//torY//panD//ybjD//trkG//prkB//yahK//fdoG//dnaN//kbaY//mltF//rarD//aroD//cspE//alkA//secF//fabI//cbrA//ulaR//tsgA//flhD//ompF//selD//ulaD//agaR//ftnB//wzyE//hypB//
GO_1901367_6	galS//entD//
GO_1901401_6	lamB//
GO_1901422_5	higB//rpsT//ddlB//
GO_1901440_4	yfaL//
GO_1901441_5	pntB//
GO_1901463_7	rplJ//
GO_1901530_5	ypdB//flhC//ispU//tnaB//
GO_1901562_5	torI//
GO_1901564_4	clpB//rfaQ//asnS//ybjC//rffG//fadI//cirA//ygfZ//ubiI//fimB//dnaX//ybjC//rhaB//puuE//rpmG//ilvD//plsC//ushA//gltK//yjeH//fixC//ynfF//pyrL//malQ//leuC//menB//creC//ldtB//iclR//rluA//entE//rlpA//ubiH//fepE//rclA//lamB//pal//psd//caiD//umpG//sspA//bioD2//lptB//frr//tsx//mlaF//rfaB//murA//rutG//torS//gcvP//rluB//ldrA//kdgT//menC//cpxR//carB//epmB//ydiQ//yhfK//panZ//eptC//yahK//yeeY//nemR//tsaD//thrB//melB//rihB//gcvT//rpsP//cutC//motA//bluF//oppC//ghoT//ulaD//cbrA//mhpA//ascG//yceK//yagI//macA//nadA//maeA//frdD//wecE//ybgQ//pepB//rpsI//ygbL//nrdG//rcnB//yehX//gatA//chbC//yihW//yidR//folX//ptsP//gatY//yhjR//acpH//rpmB//dkgA//ralR//afuB//recG//ompT//yfeD//cecR//ygaH//tmk//yibA//malP//fepA//iscS//gadC//cvrA//iap//ygcO//rfaG//ydaC//mdtI//cedA//wecE//lspA//rpsO//rssB//bfr//rclR//uxuA//yggP//glnQ//narW//sbp//tynA//rimM//yedL//gntT//folA//hda//gph//fis//bdm//frc//yicJ//narZ//sfmF//kbaZ//nlpE//hscC//yfbR//flgK//yiaF//lsrR//gnd//yegS//tatD//fimA//ttcA//yciA//bacA//speG//yciE//ybcM//zapB//dhaM//ebgR//ldcA//adeQ//pgrR//trmA//yfdS//tbpA//pck//umpH//yfeD//atoC//malF//pepA//ydaC//puuE//pntA//idnT//zupT//yghG//holB//dhaL//rpiB//yiaT//raiA//soxR//cydD//hemF//yiaJ//ynfF//rrrD//pgk//ybiH//potF//narU//yagU//srlB//hisD//rimJ//hinT//zur//casE//rpsD//elaA//yabI//fieF//ndk//idi//cirA//fimC//dnaT//fcl//cobT//rraA//eptA//otsB//phnG//cmoB//ubiE//yjfP//mutS//yegD//paaX//psuT//asnB//emrB//deoR//galS//yfdR//sgcB//yceK//cptB//ynaI//cspG//kefG//ftsI//sufB//curA//hipA//cho//nagK//rpsO//nsrR//nuoM//insH-5//pdxY//ybiY//phoE//gsiD//gstA//yrfG//pheM//putP//argC//cmtB//znuB//gabD//insE-1//yneE//prkB//yeeA//gltK//nfo//fes//basS//sbmA//basR//entE//fadL//sbp//tas//artP//pstS//manY//mcrA//ispB//yfaE//rpsM//melR//nupX//rpmB//tdcD//yccX//selA//dtpA//yjjQ//rplC//diaA//ompL//mngA//rraB//rlmH//yfgO//rbsC//ygfI//cysG//exbD//nanK//eco//csgB//cheZ//dcuC//melR//fdoH//ydhQ//nupG//fadB//ygfZ//cysH//ybiO//rlmJ//mdtQ//vsr//cobS//opgE//rfbC//umpH//pflC//yehT//luxS//rraB//lptA//cpxA//trpS//ynbD//yahN//puuE//yedX//bglJ//arfA//moeA//recR//lolA//yjfF//ypdA//pgpC//mmuP//pcm//msrA//chbG//perR//ycgR//yfeD//rzoD//crfC//fliL//paaB//gntR//solA//dadA//tolA//ycbX//rdgC//ilvN//trkA//mtlR//sdaB//prfB//nrfC//artQ//ung//yafE//lptB//csgA//livM//hdhA//rplF//yeeL//ltaE//waaA//cspA//cheA//dsbC//folM//rpmA//lhr//dcuB//yidR//sulA//phoE//rffM//oxc//rlpA//sufE//tdcD//yneE//ybiA//degP//lsrA//gabT//sxy//relB//gcvP//uidA//ppsR//yigL//ccmA//plaP//sbcC//rpiB//hcaT//cspB//aqpZ//malX//tatB//yoaB//alkA//nfo//xapB//hisS//uspG//barA//yhfK//ubiC//hpf//pnp//gltI//kefG//speA//menA//hdeD//gcvH//djlC//alkA//ssuC//recD//thiQ//waaQ//feaR//rng//dedD//nrfB//dcuS//ttdT//fliL//tgt//puuC//zur//clcB//srlD//purU//asmA//mhpB//rpmC//ulaC//rfbD//ltaE//mglA//tsgA//yfjR//gabP//infC//ttdR//setA//pyrF//rplN//glpR//rrrD//lsrC//paaZ//ssuB//gmd//proW//ahpC//pnp//mltG//allB//gor//yfbU//aroH//arnT//plaP//ygjH//emrB//yciF//bglJ//hycI//rpmH//norR//mepA//yobA//galM//panF//trpC//patA//araF//dcd//pntA//citG//era//yafN//atpE//fhlA//potH//radD//cpdA//hypC//bioA//pheS//fabZ//mrdB//ygeX//ptrA//hisB//ddlA//moaD//glpG//yfhH//rpmC//rnlB//ycbB//livG//ghxP//uxuR//lspA//thiE//ydiP//minC//ribB//dtpC//radD//rplF//yidR//dcuR//ydeO//argH//borD//gspJ//rpoA//yhjD//ygbM//ybgI//ada//phnI//mngR//hokB//folP//torA//fepD//fliK//mug//paaD//metQ//epmC//waaH//mdtJ//metC//pldB//yeiE//fliG//metE//potB//murA//rdgC//yfgI//lysR//erfK//murQ//ygcR//cecR//pdhR//ppsA//chaA//hflD//yhbY//rhtC//soxS//glnD//hisB//trkA//xerD//tolQ//yhcH//trmH//rsmA//yccX//glpA//pbpG//csiD//mltC//yaaJ//pinR//nuoM//ddpA//pcnB//mntR//parC//agaC//gadE//queC//frmB//ldcA//gspF//yagG//glcC//opgD//dgcN//rpsT//lpxC//yiaM//ydcO//yiiD//waaJ//yeaV//ada//brnQ//rsmH//prc//pfkA//arsR//argH//hdeB//hxpA//osmE//ttdA//tusE//rssB//envR//acpS//ugpC//yjhC//bglJ//dtpD//fabH//yjiQ//ulaF//yjjB//alpA//lpxB//dgcE//rfbB//zraR//dinB//thrL//mrdA//opgG//rfaC//gcvA//zur//torD//rbsB//frc//adiA//yidE//allB//ascG//ymfA//yeaD//dcm//tesB//ydjL//gpmM//yafE//ydjJ//ybcQ//yibA//ldtB//hcaT//nimT//rcsF//sgrT//mntH//katG//yecS//yceO//rfaG//seqA//hypD//mutT//iraD//atpH//erpA//alsK//insI4//pabC//tcyN//fklB//ldrA//btuC//fbp//soxR//mdtG//zur//cpsB//ldrB//fimD//thiG//ttcA//yidQ//sfmC//ybeY//nusA//potI//dctR//pstC//csdA//sbp//guaB//ypdA//yhjD//amiC//rffG//xseA//basR//entF//bsmA//ssuB//nadD//ibpA//wrbA//fabA//entC//alr//yihR//cobU//dinI//rlmI//yghG//yidR//puuC//bioD1//dcd//ldhA//purU//yqcG//tdcC//rlmJ//proA//atpH//def//clpX//fixA//polB//ppiD//queG//adk//fepE//cmtB//plsX//ycfJ//bdcA//nikD//hpt//rpiB//pepB//bglH//ykfM//hpf//ygbM//baeR//zntA//dgcJ//ompG//mtgA//rhoL//btuE//
GO_1901565_5	fliD//pcnB//ihfB//eptB//yjbH//aroC//mqsA//potC//ribC//hypE//hcp//adiA//mngA//tisB//dmsC//hipB//rimJ//frsA//dpiB//uvrD//yhaV//mrr//ridA//glsA2//hyaC//yidL//narW//yggN//rpsR//kdpB//ybiV//alkA//purA//envZ//fucA//mntS//rlmE//poxB//ibsE//hisF//yehC//mhpT//panE//tsaD//rlmE//gluQ//ykgA//syd//yifB//ssuC//ygfA//curA//yjhB//ulaE//adhP//ygfZ//garR//rodZ//lptA//ygaH//fucP//clpA//cas1//speD//menF//ycfH//waaO//insH-5//rfbB//gabD//nrdE//argC//rimI//orn//csrD//lysU//glcC//nepI//nimR//eutA//ygfX//hfq//kefG//ilvL//oppA//kdgT//csdA//yggN//gmd//glpC//focB//yihX//pepA//fadL//hupA//preT//arcC//mutT//yjgX//waaC//csgE//ypdB//katE//dgoK//mdtL//prpC//wecB//eutR//efeO//sixA//pfkA//uhpB//yihQ//yfdS//aroG//lrhA//ulaA//deaD//yafE//tamA//pgpA//mngR//yehA//dinQ//fucO//psuG//artJ//smpB//uvrY//cusB//lldP//ydjJ//crcB//sgrT//
GO_1901566_5	ogrK//dhaM//xylR//ydiV//rutD//argA//uhpC//yahO//tdcA//dicC//leuE//gadC//nimR//decR//puuD//hemC//pgaC//nrdB//rcnB//ydfD//phoP//pabB//sthA//cysU//pyrC//pgaC//nuoI//livM//rcnB//nadK//trpA//argG//mltG//lgt//rraB//dedD//sohB//rbfA//degP//rhsD//yfcU//hypE//agaB//casD//gpt//araG//crp//fruB//gluQ//dtd//rplQ//ltaE//potE//maeA//ssuA//araA//puuE//gadB//nusA//rpoS//yhdW//qseB//yjbB//hicB//fabD//yhdZ//lptA//msrC//moaA//nadE//alsA//pepN//dcuD//ccmG//yghO//nrfE//dtpB//yfgJ//fimE//aroE//glsB//yjtD//luxS//intZ//cobU//araD//sstT//panC//yqiG//fumA//gnd//ptsG//ydaV//yjbB//mtlD//uhpA//rpnC//rutG//ybaK//gfcE//tus//ariR//yrfG//ybjI//ybgQ//rsgA//lptB//metF//yoeE//ygiV//lipB//clsC//fixA//dtpA//ghrB//gyrB//murQ//fliS//ulaF//ompW//dinD//ssuE//rluA//rffG//ybhI//galR//sdhB//yidA//waaS//rluD//dcp//ompN//rpmA//paaH//narU//alaE//dtpA//grcA//ytfE//fpr//panZ//chbF//fecB//djlC//dcm//lepA//ydiB//nanA//ubiF//cydD//ghoS//aroA//cyoA//menF//pepQ//mraY//rihB//sapF//psuT//cho//sufA//gsiB//rutB//xseA//mdtQ//yaaU//tonB//cbeA//manZ//malX//wrbA//waaG//rutR//yehA//moeB//trmL//cheZ//mgtA//yceD//argT//gutM//gutM//ispU//rhtB//bglH//ampD//mutT//frmR//ydeP//ykgO//eptC//rnb//mtr//secD//nrdF//secB//eptB//nikR//aroB//ynfH//prkB//rplX//dgcE//accB//ydfH//nrfB//purR//udp//ycbV//hcaT//ftsE//rhtC//srlB//hyaA//artJ//ygjH//oppD//dgcT//fryA//mepH//mnmE//rfbC//narQ//yebC//sstT//cutA//yneJ//waaH//feoB//casE//mutL//ldhA//tufA//menB//oppB//metR//ccmC//pphA//mhpA//yfiF//mug//ygbN//hisC//ydfD//mltA//ftsL//hrpA//ompG//yggW//dapD//citG//hemC//uvrY//mdtN//glcA//rimO//nanR//rpmB//ydjH//lysO//dnaB//ynbB//bioD//menI//glsA2//yidH//cbl//adeP//rsmD//gspF//lepB//cusS//efp//ldcC//ychO//narP//allD//aroL//pdxJ//rplX//pgi//iraD//opgH//rrrQ//chaC//ascB//yjjB//btuE//norR//murA//narV//ybdM//cusB//bamA//ydiZ//acpH//kdpA//cobT//ydeO//casE//minE//hslR//glgA//ygjR//tauB//btuD//radA//rplT//eamA//ldtC//lgoR//hipB//uxuB//pgm//glpK//yfiE//ygcR//bcp//bioF//rpmG//ygcR//prc//codA//cspB//parE//yohD//rcsF//artQ//hscA//mtnN//gpsA//yhjV//zinT//cra//insB-4//rihB//ydbK//lamB//puuA//flgK//tas//hybD//cbrA//tas//erfK//ariR//xapA//yceO//rplM//phnC//rpoH//greB//fruK//ybgI//pepQ//yadK//hypB//add//araG//glnB//thrL//nagE//yihR//lptF//csgB//gsiB//yphD//eptB//pitA//ybgQ//rpoE//yqjI//groS//rpe//nagZ//amiD//envR//narL//cpdA//arcC//frlR//relE//dadA//glnE//nmpC//yfdR//hexR//
GO_1901568_4	recG//
GO_1901569_5	cmk//
GO_1901575_4	hflC//argD//cmoB//thrL//secB//wecE//metN//rnlB//tusA//gpmM//nmpC//trpC//yjiX//ulaE//trpGD//rlmN//paoC//dgcF//epmB//lit//ygbL//yghO//elfG//fhuF//alsE//yebZ//nlpI//viaA//appB//menH//elfC//yfjV//metF//ygiS//bcsA//ghoS//gspE//cstA//ptsG//dgoT//panC//lrp//cvpA//hcp//pyrE//hiuH//artJ//pepB//pdeF//bepA//xerC//pinQ//yidQ//potE//degP//rhlE//mipA//ynbD//yqeA//menB//tamA//tolC//yjbH//uxaC//hda//sgcC//yafN//diaA//gapC//mzrA//elfA//gltD//ddpA//nadA//infC//ddpX//sufD//crr//aroK//ydjH//yciE//tnaC//fecD//pliG//flgH//mlaB//eutN//yjhB//tatC//fis//ydhC//sdaB//rpmJ//ldtE//lolC//yjeH//yaaU//tig//ccmF//pagP//atpH//rplP//atpF//actP//nrdD//polB//yehP//bipA//fur//iaaA//gyrA//kefC//frr//yfcR//gshB//rbsC//tusA//hofO//glxR//dnaT//lptB//hyfA//gstB//ydcP//yicJ//ortT//fbp//mdtJ//coaA//ptsI//ubiC//rbfA//dkgB//yraN//cspE//flgF//sdaB//puuA//guaB//sfmD//mlaC//alpA//menH//ppx//torY//yacG//udk//rimL//gltL//ccmA//yfdO//cytR//acnA//phnM//mdtE//otsA//dnaX//yidE//rutG//yraN//ldtD//lpp//cueR//ariR//gntU//yhcD//melB//yieF//queA//rplQ//nadE//wzzB//pgaA//ytfQ//rzoD//dacD//relA//dapF//artP//mobA//degS//fieF//gntT//fadJ//maa//cmoB//yjaZ//cobU//pdxA//narJ//hsrA//ftsL//dhaM//moaC//baeS//hfq//ynaI//tbpA//ribA//ibsC//ulaA//rlmL//bioA//yjhP//phnI//yejB//recR//dinI//tas//rppH//waaF//oppB//hsdM//mhpD//basS//yadV//narZ//yhbO//mdtI//trpE//proW//hypB//lptD//rplI//ycjP//cysS//ybcL//rnt//tmcA//torY//ynfK//matP//gnsB//yadV//lacI//actP//rcdA//sfsB//rpoA//eutK//tamA//gutQ//ampE//ydaV//yhjD//nfuA//pcm//ydiV//borD//ssuB//elaA//ggt//glpF//rsmE//agaB//hisQ//ynaE//bacA//tyrB//dsbA//mqsA//phnL//lptC//rplJ//modB//lsrB//epmC//yhgH//fimA//yidH//intF//nikA//aceK//modA//wcaJ//metR//sapB//oppB//ydjH//yaiW//mltF//rapZ//yraH//corA//topA//btuF//yihX//uhpT//ybaE//murJ//nsrR//pgpC//modA//adeP//glmU//galT//pcm//bamB//envR//ybjC//pinE//cdh//rnc//prmC//rcsA//lpxM//dgoA//frlB//rpnA//yciK//prmA//abgT//ebgA//yhdX//mepA//fryA//yneE//rpoH//chbA//rplC//ahpC//pinE//rihB//wzzB//fieF//srlB//potG//yhfK//ydjH//tyrB//deoC//tusA//yjcE//recJ//ygfX//thiQ//mukB//gstB//eptA//gatB//nuoN//mdlB//yfiC//yciT//xanP//relB//hemD//glmU//yidA//mhpB//dacD//mhpC//yihW//fnr//priB//crcB//sucD//serB//yajR//ldrD//yihW//yfaV//acrB//phr//yhfS//melA//ddpX//ettA//apaH//lysR//csgB//melR//metF//yafE//fliD//fimF//cbrA//hrpA//aaeA//ubiX//cobB//ilvH//ftsQ//ruvB//bcr//atpC//rsmA//flgK//gatC//recN//ebgR//ycaN//nudF//eutR//gntR//mnmC//hxpA//sapD//mreB//bioB//ppx//yacG//xylA//
GO_1901576_4	yoaB//macB//aer//yoeB//ilvD//yaaA//cydA//recJ//rssB//elaA//arcB//rimL//argR//msbA//malZ//ruvB//cspA//manA//dusC//ccmG//frwC//ghxQ//yjjQ//yhcH//ydaC//yhaC//chiP//hpt//leuB//baeR//metR//ghxQ//tusE//cytR//greB//hisA//yiaL//wcaJ//lacI//truC//hcaD//lplT//umuC//envZ//mdtQ//flhD//uxaC//yefM//ttdR//rimK//dam//murG//yrbG//tmk//cdaR//rpnD//ubiJ//artJ//gor//rluE//yjiR//yiaJ//yhaC//ynaI//hexR//yiaT//thiI//deaD//yehW//ssuC//coaE//alsK//fimG//tusD//lsrG//topB//yqjA//yieF//yajO//fepE//ligB//accA//wzb//entH//dgcT//fabR//dapF//dgt//argO//ynhG//codB//yadN//tnaA//tabA//speG//nupX//alkA//waaS//flgD//ygbM//crp//ydhC//ydcZ//yfbS//adhE//ybgQ//dcuR//sstT//ypdI//fimA//iaaA//serB//glpR//sfmD//ypdF//hycH//ftsP//pspF//gdhA//adeP//ybiH//frwC//lysA//ccmG//pabB//hofP//tusE//ruvA//idi//insH-5//phoQ//ppsR//wbbK//hofC//ybjG//hypA//waaH//rfbX//erfK//eutD//ratA//purC//ymfK//mlc//tomB//basR//mscS//yggF//aaeA//hmp//yjiR//htpX//mlaC//alaS//yehX//relB//zwf//pinQ//lpxL//acrA//ppsA//queD//pgaA//ridA//arnD//obgE//otsB//atpB//kduI//rssB//phnM//hdfR//dapF//rplR//aroD//murR//sbcC//eutD//tpiA//speB//yicJ//murJ//dnaN//hscA//ssuC//ybiW//eutR//hexR//nuoL//yfcS//hypE//fucA//ppc//slmA//gshA//ydjJ//araC//hupB//yfeW//yiaF//rluD//menF//cpoB//nadD//rpsN//ygeV//wecC//kdpB//fabG//hdhA//frmR//maoP//ugpC//cynT//purT//sdhC//yfcQ//dtpA//ymdB//rpsI//cysS//yihU//yfbU//yehA//ispU//ibsA//dadA//hybD//elfD//hprR//nrdI//murJ//ydiQ//arcC//dctR//ppk//zupT//btuD//yqeG//ispF//mglC//tdcB//galM//uhpT//selA//uvrB//rdgB//csgE//ccmA//ynbC//iraM//waaS//panE//rcnA//cysE//yihR//epmC//yoeE//dicA//slyA//znuA//deoC//rluC//mepA//bipA//epmC//truD//gmk//rseB//valS//narK//treB//uxaC//pnp//insI3//yjjI//cusC//glsA2//uhpB//hokB//ppx//dinJ//appY//minD//ydaC//yqiG//clcB//leuS//trpS//fabI//ygbI//pspC//sufC//nagE//rfbX//cpsG//cnu//gmd//folD//sodB//mhpD//ldrA//ybeF//ispG//queG//dgoK//cmoB//rpsQ//hemF//fes//pinE//ygbN//preT//ldrB//ftsZ//zntR//dmlA//yidL//pdeH//kdsD//agaS//yedF//chbB//waaS//ppiD//xdhB//cysG//insE-1//nfsB//amiC//nrdE//msrQ//cmoB//tyrR//csdA//dcd//rlmI//narU//diaA//yjhG//glvC//alsE//torR//ydiR//ftsP//nfuA//serS//trpL//rhtC//yidA//glxR//dgoA//groL//argT//kgtP//dosP//oxc//pgm//pncB//yrbG//arnD//xylR//ldrB//amiA//ligB//iclR//ynjA//cbpM//cmk//livJ//slt//fliL//yiiM//nrdB//mioC//cyoB//osmY//dacA//prmB//crp//ibsB//rhmD//hyaC//ykgO//fadB//proS//rutE//ybgQ//hisQ//hycA//lgoD//yceK//sufB//ruvA//rpsP//cadA//pyrH//dgkA//xylB//moaB//ycbU//cpoB//hsdR//ibpA//pitB//tatC//hisH//cysC//hypA//fliG//rnr//uspG//adhE//rfaG//yaaY//yrfG//degQ//narJ//bglX//efp//yehT//udp//rplW//yneJ//rimP//nagC//yhaV//sdhD//pfkB//truA//yfdO//apaH//rph//cysE//yadV//yqgF//tmk//ompL//mlaB//ybiA//ypdC//rfaH//nrdA//yedL//atpD//yifB//araF//potB//rplC//acnB//yhbQ//yjjQ//cadA//lysO//fbp//rlmG//ydiO//rapA//frsA//pdxK//fadM//fcl//yphD//ypdI//kbaZ//leuC//paaX//hsdM//lhr//fau//ycfL//udp//ftsE//nlpI//purC//sapF//yiiE//ydiB//aaeB//eutN//nadD//lapA//trg//flgM//tsgA//tauC//mdtQ//gmk//rpsD//ssuB//nagE//bluF//cynX//rsmH//ybaT//nikB//chpB//sanA//fliG//lplT//glnS//rhtC//aaeB//dinJ//ygaV//sbmC//rpsA//yieL//efeO//hcaF//thiL//mtnN//tauD//yeeA//gnsB//holC//ybjN//cadA//galF//opgG//atoB//sufS//ychF//flgJ//ygdG//lptB//aldB//torS//ydcI//rlmM//trpE//waaQ//nudG//ompR//rpnC//ynhG//queF//pgpA//rhaR//bioC//srlB//rnc//grcA//hlyE//dinG//cusC//soxR//yghU//treR//yaaJ//nuoB//pspC//psd//polA//trmL//argS//ada//folC//acs//plaP//gatB//yfdK//hyi//pal//folM//katG//gntT//sohB//pyrC//opgH//pabC//tdk//cusB//ebgR//sgbU//atpC//atpD//sdhE//rimP//dtpD//casB//insK//purR//phoA//aaeR//mcrA//dgcF//yjcS//yidP//crp//yfcP//ycgR//insH-5//pyrG//polA//sdaC//kilR//rpmH//tusA//fdoG//arnT//rplI//fhuD//prfC//diaA//radA//htpX//uvrY//flgD//frdD//yfjV//fimB//yfaU//vsr//yfaV//yjjW//tmk//mdoD//yggW//malS//tonB//dld//yciF//perR//rluB//nadB//baeS//yfdS//zinT//potH//bamE//hisS//fliG//zipA//hldE//rnt//ydjE//umuD//ypdB//hemF//yafQ//sgcA//ndk//creB//chbR//ppiA//zapD//ybfE//alaA//ribC//yhhZ//cpxP//pspA//torI//alaC//raiA//cysQ//malX//creB//gabD//ydiQ//erfK//hybO//nrdE//dmsB//cadC//queF//mutM//ykgA//ybdM//rppH//hyi//zapA//ycjY//yqcC//ftsA//pgrR//rng//metK//malI//gadB//lpxH//hyaD//dppA//yicJ//pdeD//eutN//dctR//ybhJ//uhpC//adiA//kdsD//rpnC//ydfD//opgB//yjhG//pliG//lptD//ilvD//potE//pheM//yjjQ//folM//sdhC//cydA//sufC//ibsE//idnD//uhpA//msrC//cfa//tdk//pflC//proS//narZ//yagI//bcr//bhsA//uof//yabI//rhaS//kgtP//mcrB//yciF//ycjW//gabP//ygbI//cysE//rfbD//gsiB//potG//ybdN//yihV//umpG//nuoH//dusB//uspG//trmL//yagF//aceF//yjgX//fdnI//paaX//lyxK//manY//cmtB//prfA//mntR//idnK//yafN//focB//elyC//acrB//cnu//mglB//rsgA//bssS//ykgM//lpoA//yqaB//ybeY//mscL//ygeV//
GO_1901605_5	trmL//nanK//mdtE//dedD//mlaE//ptrA//yfiE//fdoI//dkgA//mglC//ptrA//tar//ybdG//fepB//yhjD//xylR//mmuM//sugE//nuoF//prmC//upp//clpP//ybiJ//rlmB//aer//ahpC//skp//tsaD//pbpC//gspE//idnK//uspG//ykfM//soxS//intE//pgpC//yiaL//plsB//yfaV//bamD//ulaA//ymfA//ompR//cyoA//sseA//ybiY//aroK//nagC//gsiB//fepG//yeeJ//glcE//hcaF//rpmC//lysO//dgcJ//flhC//uxuR//sanA//mdoG//insI4//dgcQ//sgcC//hcaR//yqjA//tdcC//pepA//plsX//insA-2//dtpA//exuT//ssb//hyi//sgrT//thiQ//ptrA//rihA//hyi//mltD//acpH//secM//ygiS//rplW//ligA//efp//pitB//fecC//yhjR//cpxR//fadH//accA//alkB//purC//bioD//recO//aceB//rplL//cspB//allB//waaU//malQ//yddG//waaL//fdrA//ypjD//panF//ygeV//yraK//arcC//uraA//trpR//dnaB//gstB//ung//eutN//lpxK//entH//ykgO//dcuS//fucA//otsB//secF//kbp//atoS//argR//trkH//nrdG//yoeB//guaC//secD//atpE//proA//rimK//mscK//nuoE//hypT//fliD//rbfA//ghoS//pflB//rseC//mzrA//zapC//xthA//bioD//menC//prpB//alaA//kdsB//gntT//lrhA//holE//glcE//mdtK//nagD//yhjB//tsr//
GO_1901606_6	rimM//amiA//cra//torC//afuC//hokB//rfbB//yeiE//yaiV//sapB//menB//ppk//tauA//gppA//pncB//lysU//ruvB//creB//msrQ//uxuB//thiG//sppA//miaA//ftsE//eutN//yadG//tar//mepH//add//allD//patA//treA//gshB//phnL//rplO//ydiP//yejB//zraR//yabI//mepS//gntP//yjeI//tyrA//yqjA//dcuR//ftsN//ttdT//
GO_1901607_6	glsB//metH//yobF//trpB//yibT//tusE//gatZ//gshA//pphA//nudG//frr//rzpR//idnK//fadE//argF//phnH//tsgA//hisQ//glnB//norW//mcrA//glvC//ftsB//dnaX//yoaA//gatA//ybiY//phoE//waaL//sfmH//yehX//ycdY//ychO//arsB//aaeR//ugpC//xanQ//narI//sgbE//yidP//cyoC//nrdA//nanC//ppk//mazG//argE//cyoA//yehD//ycfS//erpA//ybhA//obgE//dgcN//hybE//fdx//mpaA//bglF//ybiO//dapA//yfbS//ynfH//yhaM//ppk//nei//potF//tdcB//rnt//hslO//rutA//yobA//plsX//mrdA//rplQ//agaC//fliM//truC//nuoH//yafQ//trpE//mnmA//oppA//puuC//pspC//hdeB//bssR//tmcA//fbaA//rlmF//dtpA//emrY//glcB//gabP//mrp//mntR//bacA//hyi//torZ//gsiC//yfiF//bioA//
