#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cspB//kilR//rfaQ//rplQ//
GO_0009615_4	cysB//rutG//ilvD//yjbE//djlC//rpoE//yrfG//wzzE//nagC//cusB//setA//kefB//tsaD//bglB//
GO_0009628_3	intA//ydhC//hisC//shiA//pstC//rpsN//aspS//rpmH//btuD//mhpD//talB//rplQ//tyrA//rpsJ//yqiH//rpsG//cysP//hemB//opgB//nanK//macB//lpoA//araG//yrfG//xanP//bioH//ygjR//sbcB//phr//rdgB//hicB//hcaT//zapE//metH//ypjD//elfG//rpmE//rpsP//ilvM//hisB//ffh//ebgA//narL//fixB//astB//murP//ycjY//eptA//yddG//dfp//hldE//pgpC//cptB//aroC//yaaA//emrY//ccmH//dnaC//trpD//fumA//mnmA//bioH//rbsK//rpsP//yfcF//speC//creB//ymgC//argC//yedL//ascG//insA-1//mntR//rhaR//rzoR//flhE//fis//guaC//kefG//rsmF//secE//alr//cmoB//lpxP//gabD//fadA//rsmG//yeeJ//recN//mukB//coaE//hycI//rsmI//cmtA//yidH//ccmH//nrdI//fieF//tusB//mmuP//atpG//rlmJ//cysC//ligA//lipA//yigL//tatC//bglB//elbB//nirB//lpxC//trkA//tauD//rhtC//rbsK//mgtL//allS//gadW//cmoA//mutY//ibsD//uxuR//yfgI//rodZ//artQ//nrdI//rtcB//fucK//yibF//fecA//yphF//nuoN//yraJ//pyrC//brnQ//agaD//lpd//dnaT//tolR//blc//edd//dtpB//oxc//plsX//pnp//rrrQ//rng//ycfL//yqaB//nupC//gshB//ydcP//mqsR//baeR//yajO//rplX//yeaK//mog//ybeF//glcB//carA//hypE//rppH//dnaE//ychF//dgcJ//yihL//fruK//tatC//lpcA//asnC//ssuD//eutR//ybiI//agaS//kup//cheW//cheA//ubiI//yqjI//ypdI//argG//gltL//ybiX//atpG//gatA//lnt//ddpA//waaO//fimE//lpxK//abpB//macA//yebC//rfaD//hyfC//ulaR//stpA//fur//dmsA//setA//ymfK//patZ//yfcP//ftnB//fabZ//yacG//argK//alsE//puuE//dgcQ//tatE//cysP//yehC//curA//surA//pdxA//mdtC//rnhB//agaB//pagP//rffH//cmoB//zinT//nuoH//moaE//pheA//glpA//cadB//rpsO//
GO_0009635_4	rpnA//
GO_0009636_4	xylE//asnA//ybdH//ribF//yraJ//rplF//yfaL//elaD//ttdA//azoR//fepD//mnmC//yehB//tsx//glgX//rclC//menA//rpsG//ihfA//yejB//tamB//hypB//gcd//narH//rseC//ydcO//yhjB//speF//pphA//tatA//waaC//
GO_0009637_6	stpA//
GO_0009651_5	gltS//mak//hisD//ompN//yjeI//oppB//
GO_0009653_3	argO//
GO_0009696_4	yidZ//
GO_0009697_5	ytfT//
GO_0009698_4	mrcA//
GO_0009712_6	yiiE//gmk//ybaQ//mglB//yehX//bcp//yoaB//cheA//dtpB//clpB//
GO_0009713_7	ilvL//deoD//pflB//thiD//mdtD//nirC//mgsA//puuE//gfcE//
GO_0009719_3	sgrT//rpmJ//dps//
GO_0009730_5	agaW//
GO_0009743_5	argP//
GO_0009785_5	ypdB//
GO_0009850_4	waaF//rplT//narL//ilvE//ubiD//bioD1//yehT//patA//murA//recC//pgi//secF//lrp//
GO_0009852_5	epmB//tpx//ansA//adeP//paaD//mgrB//menH//yjiX//yihS//rcnA//glrR//gntT//glmM//
GO_0009889_5	ilvM//moaD//mocA//ampG//trpR//yagG//pfkA//arfB//gadC//yhjV//yhaC//fhlA//waaJ//agaD//cycA//sdhD//yoaB//ycdY//yeiL//tehB//cas3//borD//hofP//gltK//bepA//ubiB//holA//cytR//gutM//yjjW//rplX//artJ//yjgX//yraN//araA//mutY//bcsA//pheT//pitB//tomB//pspC//ttcA//ghoT//nemR//sbcD//thiM//cadC//fhlA//glpT//agaW//rpsK//thrL//glnB//mfd//aceB//parE//ldtD//tamB//ydcM//tpx//cmoA//sufC//fabH//yfhM//hha//bglX//glcE//arnA//nfuA//hokB//ynjD//yqjI//yiaM//frlA//rplK//rimI//tdcC//argA//fadD//hyaB//galR//moaB//acrZ//yaiV//fdhD//hlyE//recT//puuA//rfaG//glgB//trmL//acrE//yfcR//tesB//dtpD//mltF//pdxY//zapA//arfA//intF//deoR//rnt//ybhF//yajR//deoA//adhE//dmlR//alsK//mreD//eutB//gloC//yjgX//dsbB//yceD//ibpB//mdtB//trmL//eptB//yciA//cysK//alsC//spoT//yehA//gsiD//fliG//acrZ//nagA//clpA//zinT//prmA//cysB//dacA//napB//yhbY//hxpB//galS//mngA//truD//rhaB//mlaB//lldR//chpS//paaX//hcaR//lacY//mgtL//tamA//yafQ//yjiR//yhfK//fadA//abgB//elfD//lyxK//yiaM//flgG//aes//torC//fecC//yeeJ//yfiR//gutQ//eutR//narI//dnaQ//mutY//rpmG//cysN//yiaM//ydcS//yggE//hdeB//ybaT//dcuS//nikR//trkH//fdrA//recO//glgA//pgrR//nirB//hslO//ulaC//yjfF//gspF//yciG//mfd//orn//yhbX//aes//ypjD//uxuB//pfkA//abgA//deoB//fliA//mscS//ldtB//eutR//ushA//yaaU//wrbA//apt//yahF//mmuP//pgi//rnlB//csrD//higA//yphB//rhaM//pfkA//cobB//alsK//sufB//rpsL//tnaB//arnD//artQ//mipA//recE//leuC//yfjV//intA//cydC//entB//dnaE//phnJ//pdhR//decR//feaR//sbcC//rutG//ybiY//kdpA//acrA//yiaF//hybO//yiaF//feoC//fdhD//thrS//yiiM//treA//sgcX//iclR//yihX//nudF//potB//murP//mraY//lplA//nlpA//truC//mntS//tsf//selU//glnL//tatA//copA//holB//surE//adiC//malF//thrL//yadM//torD//cytR//pagP//casC//lsrA//rarA//uxuB//wzc//fhlA//rcnR//ftsY//cpdA//rimM//yciT//rna//yidQ//trkG//ftsW//uvrY//fucA//atoC//nuoG//agaS//fliM//gadX//xylH//ptsH//rpoH//rplB//yijE//fpr//uof//hofC//yjbH//alaC//dacD//ghoT//kbaZ//yhbX//hprS//alsB//araH//nrfA//nikA//yqiJ//sgcR//katE//yqjI//fecA//prfC//
GO_0009890_6	ykfI//cynT//mfd//gutQ//trkA//ttdB//rlmI//dcuS//trkH//yhjG//torA//fdnH//frwC//prpD//hicB//nagZ//rna//argG//ybhD//abgB//gshB//basS//sad//pheP//yddM//elbB//lnt//acnB//adhP//rcsB//mhpC//insI3//rnt//fliG//ftsK//ynjA//yqjH//flgG//acs//rpiB//rutC//tsaE//ygeA//lgt//cspB//chaC//nupG//selB//degP//metL//dosP//glmM//uidC//yhjR//acrD//cobU//queD//sdaB//sutR//aroD//ftsH//recN//yiiM//rpsK//ybhS//ykgM//yihL//xylB//priC//clsA//dcp//araE//cydD//fucA//radD//ftsZ//eamA//lysU//rffG//pliG//manZ//rpmC//yhhY//yiaN//tsf//yihO//bioA//gatB//panC//cysM//astB//setB//yadC//rffH//yejB//valS//lpxK//dgoR//gshB//glgC//hypA//gatA//fkpA//glsA1//lsrD//nrfE//gpt//cdsA//zraR//yqaE//rutF//rlmM//gcvH//yfgJ//sutR//pmbA//yjbG//xylE//sdiA//trmA//ygiB//
GO_0009891_6	nudG//ilvN//cdd//cdaR//moaD//hemG//djlC//rluF//galT//yihS//pgm//dcm//nadK//ybeQ//trpR//yhiM//mdtK//ybhD//hslJ//yhbQ//aldA//murC//rmf//rplS//hyaB//allR//allC//rpsA//iap//yeeL//hybO//barA//htpX//nusA//yegS//yeaG//pspG//metR//narH//higA//livK//yiaF//agaV//ydjJ//ubiH//prpR//paaC//fadB//sgcA//recO//yabI//thyA//argP//mdtF//mutY//appA//nadA//yheT//hybG//kdsC//epmC//frc//lit//clpA//dinI//alaS//yegS//yjjW//yagU//rstB//pspC//fliM//yjaA//uxaA//murC//kdpF//rcsF//livH//pckA//nadB//rplX//ybeQ//hisM//
GO_0009892_5	ybcM//mutS//yagU//ycaN//sgcR//rpmE//purR//uhpB//rbsK//mutS//ybhF//ftnB//fliT//metC//orn//ynfH//selB//prmA//casE//mnmG//hypC//pfkA//fadR//mtlR//rarA//dut//topAI//feoA//baeS//intE//tadA//rfaH//yqiG//ydhQ//nuoN//nrfF//ynfF//rplP//hprR//yraK//dsdA//rpoH//lgt//yagU//insI-2//envY//rbsC//yobA//rbsA//ygjH//gadA//iscS//lptG//ssuC//zapB//thrL//bamE//rpnC//arcB//kdpA//hyaC//ytfT//tag//ribE//cbrC//cutC//yceD//dusB//mscK//torA//gntT//paaA//yfeR//pdxK//fdoH//chbR//yibT//mdoG//yadN//clcB//yhhT//sbmA//flhE//yraR//thiD//gpmM//rluB//phoE//dcuD//insH-5//trpGD//acnA//ycaN//ileS//bioB//dinJ//cbrC//otsA//waaU//cydA//csgD//afuB//eutB//gapC//nusG//hda//npr//rnlA//phoP//csgE//phnI//ispH//yibA//trmL//hns//rhaA//birA//ibpA//yhdX//solA//nusA//srmB//cof//ascB//lacZ//ybaK//yfcF//ybdO//mngB//atoB//nrdF//acpT//htrE//rpiA//hokB//parC//yfcQ//aceK//purU//ilvL//elfA//fucA//yeeO//narG//trxA//purA//
GO_0009893_5	ygcO//mfd//chbA//frlC//gatB//csrD//sstT//fadL//puuA//gpp//corA//hemF//menA//rpmB//yrdA//yeaG//ydeI//dnaK//ilvI//alkB//narI//tsx//tgt//lspA//groL//ygiB//rcdA//glnA//smpB//ybiH//smpB//ibaG//cnu//tsf//cueO//sulA//iclR//tldD//cho//rpmB//hycB//hybA//xylH//yghB//nlpD//yfdK//norR//hisQ//hinT//polB//proW//tig//fdhF//ynfK//puuD//bioB//yddA//zinT//ynfH//nadK//rarD//yggT//ptsN//ydcP//mdlA//cydD//betT//menA//eutR//rseC//yneL//map//ybdM//cvpA//casC//argK//hemB//bglB//glsA//hyaB//glcF//hsdR//rimM//metK//sdhD//fdnG//nlpE//speG//mraZ//rzoR//arsC//ybbN//rpoH//fhlA//nadD//fecB//hdhA//gldA//iscR//
GO_0009894_5	cdgI//ftsN//pdxJ//kdpA//hha//xapA//sfmC//chbB//ebgR//pgrR//mngB//murQ//caiE//speG//
GO_0009895_6	torY//cysG//flhE//yggX//
GO_0009896_6	dppC//argG//cueR//
GO_0009966_5	cbrA//
GO_0009968_6	yraN//
GO_0009970_6	yidZ//intE//entB//
GO_0009972_10	yjiR//
GO_0009991_4	yfeD//ybaQ//cspG//trkA//asnA//tynA//ydiZ//rfbX//mglA//rsmJ//clpB//allS//sucB//guaC//yejB//sulA//yihI//ydcS//hyfF//yhhT//csrA//torI//gapA//ribC//betI//ppiD//osmC//fdoI//mltF//cdsA//sfmH//alkB//rnt//otsB//hisG//gspF//pstC//agaI//ascF//ssb//frdA//ydhC//dinG//yadV//nemA//satP//yjhB//yidD//eutN//allB//otsA//flgG//amiA//yiaU//dsdC//atoS//rlmD//rbsC//yedL//lptF//csiR//mlaE//ridA//
GO_0009992_5	hisF//fliL//tsaE//rpsO//
GO_0010033_4	betA//psuG//yebK//puuC//ycbB//bcsA//grcA//pinQ//rlmI//hdeD//yciH//csgE//yhjD//leuD//trpB//rpsN//fepB//cheA//cnu//flgE//rplE//truC//hycB//rsuA//torR//fimA//frvA//yghG//btuR//hisM//pyrF//proC//fryA//puuB//mdtF//fabZ//yacG//rsmI//rhmD//otsA//tcdA//hemF//wbbK//
GO_0010035_4	ulaA//rlmI//yhaV//fis//sufB//atpH//evgS//rbsD//ybjI//hyaA//csrD//ybiJ//kch//rluE//bioA//csrA//queE//arcA//rutA//fre//accD//rplR//artI//cydC//ydiO//gmk//bisC//dnaN//recD//yijO//ettA//rseP//tpx//secG//paaZ//fryA//ftsI//yiaF//ubiF//gpp//yihR//fdnH//chbC//manY//cbeA//ygeR//bglX//amtB//trpR//hipA//agaB//arfA//phnP//yphC//ydjK//recX//yghB//rlmE//znuB//dppD//etp//gatC//ccmG//fmt//rayT//lpxB//yaiV//rplK//hemL//tilS//sapA//galS//rhaA//potC//hpf//hisI//
GO_0010038_5	cusS//rsfS//prlF//pgaC//fimE//ydjJ//ldhA//dinQ//ade//cydA//clsC//ttdR//hofN//ymfA//paaA//sfsA//fumB//rbsR//cho//yggN//chiP//nrdH//exbD//fadL//chpB//ydjH//mdlB//yqeA//yedL//hemC//rhaT//apaH//nsrR//mdoD//dgcM//asr//dhaL//rhaS//aceF//nrfF//lhr//paaK//psuG//metI//moaA//
GO_0010039_6	yneE//groL//yhdJ//ydfG//pinQ//fliS//rnpA//
GO_0010041_7	puuP//ypdI//xanP//cstA//perR//rlmA//
GO_0010042_6	ycjP//rimL//
GO_0010043_6	chiP//cysE//rapA//slt//yddL//betA//
GO_0010045_6	ridA//lsrD//insB-4//
GO_0010106_6	flgD//
GO_0010124_4	yfiR//mlaC//nhaB//pcnB//ihfB//yieE//metI//fimA//aceB//sdaA//kdpA//nimR//tdcD//
GO_0010133_7	cspG//
GO_0010139_7	rhsD//
GO_0010165_6	tolA//bioB//glnD//lpxB//mppA//hemA//ynjA//curA//ybhP//cheW//yehA//yfcV//lasT//yfbU//ibaG//fabG//
GO_0010167_5	elfC//rpiA//
GO_0010212_5	sseA//gmk//yfgI//waaC//acpS//tcyN//ppk//gstA//mdtP//mlc//pyrH//nemA//endA//htrE//srmB//yqgB//cpsB//lpxD//ldtC//gpt//bdm//ycjY//sdhC//yibF//tusE//cusF//cydA//mgsA//
GO_0010226_6	tatA//
GO_0010243_5	sbmC//yehA//topA//ygaZ//glpA//alaS//sspB//mrdA//fumC//exbB//nei//folE//mltF//entD//dgoA//bdcR//
GO_0010269_5	yafQ//
GO_0010272_6	btuD//fumA//map//yihP//ttdR//yebK//
GO_0010273_4	fdhF//tdcC//atoS//ridA//iap//fucI//
GO_0010288_6	opgC//
GO_0010312_3	nrfE//
GO_0010332_6	surE//
GO_0010350_6	yagG//tauA//
GO_0010438_6	cobS//acpP//arcB//ilvA//
GO_0010447_5	nrdF//rfbC//ssuE//dcp//aslB//hokB//efeO//nuoB//yahO//phoQ//pheT//yfbU//tar//nirD//dppC//yjiY//galU//ydeT//tyrB//trmJ//moaE//
GO_0010466_7	asmA//leuE//
GO_0010468_6	iaaA//kdsA//dcm//fmt//ybhG//tus//barA//pfkA//gutQ//wzyE//fsr//gatZ//rlmA//katE//umuC//frwB//phnL//ybjG//yfeD//frlB//tnaA//mreC//rph//surA//setC//pepD//ppsA//glnH//dnaN//btuD//paaX//bhsA//livG//yadV//lysP//ptsI//cysB//rspB//tag//rsmD//yiaU//cspG//nupG//napA//aphA//thiD//insE-1//lysS//yiiM//wecC//mreD//cbrA//lysC//infC//otsB//sodC//yddL//mntR//arcB//ygbI//ribD//fimC//murI//leuD//ulaD//rutD//panE//kdsB//yfbU//epmB//cynT//metG//oppC//bglH//prmB//ycgB//cadC//moaD//gfcE//artM//malQ//ileS//yegS//pagP//tcyL//rplE//speG//btuB//gloB//cnu//exbD//fur//miaB//ybgP//yfcR//sucB//setB//yadI//nfi//yjiX//pnuC//yihW//lpd//soxS//sfsB//gcd//dppF//rssB//eco//mak//alsB//pphB//iscA//yehX//rph//lyxK//leuA//aroH//yagE//gcvH//yobF//zupT//crcB//satP//nrdR//allB//ygcR//alkA//dsdX//yphD//sfsA//rapA//copA//topB//dhaM//plsX//holD//paaA//rpmG//lipA//yfeX//amiA//nagK//ymgA//insI3//aroP//ghoT//csiD//motA//ugpC//ygaZ//sdaA//murF//sstT//yijE//hupB//mdlA//csrA//artM//rbbA//rpmH//ydbD//ccmA//arcC//xisR//phnO//yidP//gspF//mntP//fdnI//tadA//mrcA//yajR//cvrA//ileS//lapB//spoT//gmd//bioC//mltF//yceK//ykgO//yibH//frmA//arnF//exuT//tmcA//yqaA//ybjI//hofP//waaA//waaO//uspC//clpP//hofQ//aroA//dbpA//ycjD//allS//ydhJ//dnaX//mscL//glpA//wcaB//pyrF//ftsN//lldD//dhaR//purB//ygiW//xylE//trpB//feoB//pgsA//fnr//tdcD//clpB//cdaR//chbG//yjbE//ascB//yigB//ydiV//rpe//rlmB//mlaD//fpr//caiE//fimZ//rbbA//artJ//yjaZ//mutY//emrD//mmuP//aroB//ygeV//rpsJ//insF-1//fabR//mobA//garD//yahB//ais//aroC//narQ//ftp//malX//agaD//udp//ybiI//cusA//rpsR//ubiI//npr//yeiL//alaS//ygbM//holE//yidL//tktA//glnA//dgcT//rutA//garK//ispB//parC//hda//pstC//yeiE//yfiF//galS//allB//ibpA//yqaA//fliA//uacT//hsdM//alkB//nirD//fieF//hyfR//ybiI//pgl//rbsK//ybcF//argS//sbp//gpt//radA//kefF//idnK//diaA//yhaJ//cvpA//murA//rne//rlmF//frmA//ydhC//fhuF//symE//exbB//hda//nanS//clsB//solA//nth//miaA//msrP//tadA//fucK//clcA//hflX//msrC//aroB//phnC//narL//
GO_0010498_6	tauB//
GO_0010501_7	dinI//idnK//nlpA//rbsR//fliL//aspA//nadB//yohD//fur//
GO_0010528_5	folE//
GO_0010556_6	yneL//epmC//insI4//ypdA//ycgV//nagC//yjjW//feoB//cheY//proA//kbp//lolB//yadN//norW//trpE//hypD//yeaD//secE//yjiA//nikC//acpT//hxpB//lldR//ybiT//yafS//yhgF//hdeD//yciH//dosP//cbeA//mdaB//cpdB//secB//hycA//plsC//tyrB//sxy//insI-2//aroE//dgkA//secA//dapF//tig//fdnH//rpsD//ubiF//aspA//msrB//mlaD//yehP//glnQ//ldcC//hcaC//fre//eutD//rbsK//frr//gatY//glcF//torD//csdA//recE//dmsA//zwf//insH-6//caiF//appB//yrdA//rmf//yafN//cvpA//yebS//caiF//pdxB//luxS//aphA//zapB//yfhH//dnaB//hslV//uidC//uspE//znuC//treA//rluB//yhhZ//asnC//pgaC//satP//xdhB//glgP//yciT//yggN//dnaK//gapA//hofQ//astC//yeiG//ymfA//rof//ttdT//kch//citC//creC//ulaF//yacG//glk//yjcE//amiD//glcB//flhC//carB//yeaD//hofM//fmt//lnt//mtn//speG//alpA//tdcG//sdiA//yqjI//mepS//truB//yfjV//yraI//wzb//adeQ//lpxP//rffC//ycjU//ybaK//fsr//glnQ//fecD//perR//plaP//yegS//insI3//dauA//yihU//ygbM//hns//hinT//holB//leuS//ddpA//dcuD//yphC//dicA//afuC//dicC//gsiD//metK//rihC//mhpD//dppF//appY//mcrB//dppD//fimE//rnt//plaP//tdcC//mrdA//dcuS//yidK//phoP//rfbX//lpxH//ymgA//gshB//rpnB//rnhA//yihT//rzpR//fliG//lasT//proP//rnb//pheT//ydjM//rep//hlyE//xylH//sseA//dnaB//tdcE//yciF//fliK//chpB//bfr//zapC//nadB//umpH//gcvH//iscU//leuD//fsr//cspE//rzpD//malE//dgcT//cnu//prpB//acnA//fdnI//dedD//nmpC//torS//ygbL//prlF//fetA//mscK//narI//galM//ydeT//mepH//dsdC//mntH//hypE//brnQ//flgF//mlaC//yadV//paoC//yejA//xseA//efp//xylB//fdhE//scpC//bepA//tdcB//rbfA//uxaB//appC//fimH//pck//yciT//gatD//alaC//hycB//rspB//napB//pdeK//narP//waaY//xylH//guaB//glmM//panD//ygbL//casB//fumA//aslB//cadB//ldtA//mgtA//relB//gabP//dmlR//gpp//rnlA//gatZ//yfcP//cycA//tcyP//ssuE//topB//gudX//eamA//glnD//lpxD//mltD//marA//codB//hyaA//gcd//rfaF//yadC//rpsK//recJ//atpC//zapD//yfiF//miaB//thiH//gutQ//fliS//nikA//ygbM//eutN//yciF//clcB//nuoG//nrdB//ftsB//ilvC//yphC//rbsA//rplM//gcvA//yiaO//ytfT//fdrA//rhlE//ppx//dppB//hiuH//ytfT//mltB//
GO_0010557_7	thrC//yibT//yehD//stpA//kduD//thiD//sxy//murA//paaZ//rpsR//zapE//mngR//hybB//yqeA//cusF//phnO//lpxP//rzpD//srkA//ycfS//oxyR//focA//ygeX//alaE//oxyR//yjjV//hxpB//metC//mcbA//cof//hisC//yeeO//torY//yjhI//fruK//yqeF//xanP//ligA//lptB//mnmE//brnQ//bisC//yahI//rclA//dhaR//ycbB//ydeO//wzyE//yihW//fucO//insI-1//rplD//zapB//hyfF//ftsA//gcvR//ldhA//xseB//mltG//adeD//metC//cpdB//carB//dcm//rodZ//rlmA//rbsK//appY//codB//rffG//ispU//ygeA//aldB//ygiV//ldrA//ydjE//phnI//dsbB//rapZ//opgG//rpnB//glcE//
GO_0010558_7	cysN//yhbX//ibsC//agaW//sucB//yeaD//mscM//rarA//yjhP//accC//sdaC//yhaO//npr//agaD//hemL//ybaM//lsrG//nupG//ptsN//mltB//ybjG//dgoA//elfA//nlpI//surE//waaP//prpR//purC//iscX//csgF//hisI//recQ//alr//roxA//yfaX//waaC//prlC//flgB//ybhG//hns//glpF//rnd//lpoB//exbB//ibaG//nsrR//alsC//sufS//dgoD//napF//alkA//feoB//nagA//rseP//dnaX//fadR//hns//yidD//talB//ftsA//waaS//yeeY//priA//fimZ//ydcR//mutS//manA//emrE//aidB//tatD//lpxP//rpoH//yidE//rcsB//yafQ//mutH//nupG//maa//purT//hslR//ftsB//gntR//mtlD//higA//ccmC//pfkB//xanP//atoC//dhaM//glrR//entA//nhaB//potD//lsrG//murR//nlpA//lolB//rseB//gatC//tatC//aroE//talB//pepD//perR//gcvP//yfcG//yfbV//ygbL//dacC//narY//kgtP//cysQ//mtlA//rrrQ//rsmJ//hisB//opgD//flhD//fre//xapB//
GO_0010562_7	serC//ybcQ//
GO_0010563_7	mscK//gpsA//
GO_0010564_6	cmoA//iscS//abpB//ydhC//modB//
GO_0010565_6	rhaA//ispU//cheA//dacB//ybiY//rppH//
GO_0010604_6	thrL//ybdR//argR//livM//gyrA//tyrB//yciG//nrdH//feoA//rihB//fadB//etk//yafS//ydaV//appA//pmbA//rutR//glgC//allB//dgcQ//bioD1//yhaV//ybjC//ftsA//lptG//cysC//radA//rhmR//yeeJ//metQ//cmoM//rpmC//yebG//flgC//roxA//glcF//evgS//chbC//cyoC//yraK//cbpM//yidD//yfiR//mrdA//glnD//mltA//yeiE//dgcN//ndk//paaZ//aroD//rutR//argT//lysA//tus//rfaE//leuA//ydhJ//rutB//viaA//gntP//zapE//crr//yoeE//rdgB//patZ//pheT//recD//rbsR//fryC//fadL//ubiJ//asnS//ycjU//gstA//hsrA//appY//fucI//ibsC//ydgA//mglC//rnt//gabD//glnK//mhpA//fliS//mltC//mcrB//rsmD//uvrY//shoB//hdfR//hycI//
GO_0010605_6	tcyP//rpiB//acpH//yfbR//rplM//fieF//sppA//gluQ//uxaB//argB//yegT//fpr//speE//lhr//srlB//sbcB//csiD//dicB//yagE//uvrY//acpT//ftsE//uvrB//fdrA//lpoB//ynbD//apt//srkA//nuoI//fhuF//nimR//ribB//ccmD//alsE//mntR//oppB//ubiA//uhpA//napD//malS//ilvB//panE//agaR//proV//lsrR//amyA//fucA//ftp//yeaG//erfK//cobC//agaB//allB//gppA//basS//tauC//rplK//menC//uof//rimP//dppB//ydbD//thrC//fabH//phoQ//yhcH//trmI//bioA//frc//moeB//yciH//agaW//gltD//murA//serS//coaE//aroP//wza//rutG//aes//yggT//arsR//acrD//ilvM//satP//yedF//msbA//arcC//alsK//elfA//argR//purR//adeD//elfG//cra//moaA//yibT//ygaZ//rhaM//prlC//nrdF//yqeA//umuC//pmbA//hldE//artM//betA//prmA//valS//yadK//trmD//ykgO//rimO//yjcO//hemC//melB//guaC//ydfK//aroE//ypdI//entA//tpiA//potG//tufB//nudC//mutT//metC//exuT//curA//sseA//solA//kdsD//yeiE//nei//alsC//def//acrR//ubiB//fliM//gcvP//nemR//yhjR//hokE//uspG//
GO_0010608_7	srlA//trpA//dctR//potF//prmA//solA//dxr//fabB//atpF//coaD//yjtD//gltD//yhbO//rlmJ//hypA//menI//flgI//rffT//xisE//ftsX//ddpX//yebQ//waaU//eco//gnsB//hldE//entE//rplF//agaR//potI//trmL//xerD//ftp//thrS//dsbG//gspI//proA//ydjE//rfaB//cmoA//yidC//hypF//bamD//lapB//
GO_0010628_7	hdhA//umuD//lnt//thrS//nuoN//lpxB//malF//gudX//fetA//tufA//rsmG//nuoI//recN//rpnD//efp//yjeH//ybdH//gabD//mdoD//recF//xisR//zapA//torA//ssuA//pphB//rnlB//yeaE//aspC//yehA//yrdA//ugpC//kdsB//rplL//elfD//rzpR//rffG//narK//insH-6//ycfS//kefF//dcp//yefM//uvrB//yfdS//yaiP//recC//tmcA//cysN//yibA//tamB//hofC//bdm//cusR//entE//setA//yedX//secY//murD//pyrB//appC//tehB//yqgB//evgS//bioD//ibsC//dcd//yigB//uvrY//recT//fhuC//lldD//maeA//paaF//yafQ//hofC//betA//aldB//ybeF//mnmG//narY//waaB//norW//dacB//
GO_0010629_7	cpoB//trpA//treR//kdpE//kbaY//hyaB//psd//cysP//yibH//ybiV//rimK//bipA//gspJ//argD//mog//tusA//yqeG//hybD//ribE//ydiO//mcrB//tatC//rnhA//serA//rzoR//nuoM//diaA//glcF//hemB//yihQ//dicC//dcuD//glnQ//aroH//moaE//araH//yfgJ//mtlD//tatD//azoR//bamC//kdsB//tamB//yahB//secA//rhaD//ycjD//intF//ydcT//hslJ//cpsG//intE//murI//csrD//rplB//rplW//yedP//yaaJ//yahI//dtpD//dgcM//rspB//pldB//yhgF//kup//msrC//pdeD//hyaB//kgtP//caiE//sgcR//aidB//artQ//adiY//fliG//feaR//ugpC//dpiB//cydD//greA//nagC//paaZ//yddM//rhaS//nudB//phnL//murA//rlmI//ybcF//ydbD//melA//rrrQ//bamD//mnmA//mdtC//rpiB//insA-2//prkB//rbsK//mliC//galT//mdtN//miaA//yedA//secF//atpG//ulaB//yjiQ//ypdI//bdcA//dinB//glcF//trmA//rpmJ//ygjK//idi//exuT//helD//ssuC//rapZ//citT//nupC//npr//hybB//gntP//mraY//yebQ//ydjM//
GO_0010638_7	wecC//ymfK//
GO_0010639_7	xylH//gudP//fucO//
GO_0010646_5	phoU//
GO_0010648_6	cysK//
GO_0010675_6	leuD//hisB//cmoA//ssuC//dadA//yggX//
GO_0010676_7	rhaT//yagI//
GO_0010677_7	ycjR//
GO_0010699_4	ypdA//rhoL//
GO_0010810_5	aspS//phoE//
GO_0010817_4	puuP//lpxP//ybaT//yfaV//yehP//sapF//accB//yjeI//rpsT//rssB//hslO//accB//fadM//prmB//
GO_0010827_7	lnt//
GO_0010829_7	gsiD//
GO_0010876_4	yibH//
GO_0010906_6	arcC//dinB//
GO_0010907_7	hyaA//
GO_0010911_5	cspB//ibpB//bglX//
GO_0010921_6	yegS//rhlE//bglJ//rbsC//
GO_0010941_5	diaA//
GO_0010948_7	hybF//yedP//
GO_0010951_8	glnQ//fucI//
GO_0010962_7	hisS//ubiX//
GO_0010966_8	kilR//
GO_0010967_6	kdpC//
GO_0010974_7	cueO//
GO_0012501_4	ccmD//dgcE//tdh//dhaK//gor//ydjL//fixC//ghxQ//selA//moaE//dcuD//ebgR//yiaU//
GO_0014070_5	lpxD//ung//
GO_0015031_5	tpx//mscL//ydjL//dapD//rzpR//bisC//modB//cysS//polA//hemG//gstB//mraZ//baeS//glsA//pstA//iraP//yiaL//znuA//yebZ//zapD//bioF//recD//ybiJ//rnhA//tauC//dgcT//tisB//yfbU//exuT//ravA//rpsB//tdcE//ynaI//eamA//lrp//phnH//pliG//hisS//rlpA//gntP//accD//
GO_0015074_6	rlmJ//ygeA//tag//dgcN//galS//xapA//cnu//
GO_0015628_5	uxuA//allB//kgtP//elyC//pmbA//
GO_0015669_5	roxA//
GO_0015670_6	ynfF//
