#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	kdpB//fiu//narV//hmp//
GO_0009292_4	caiE//speC//
GO_0009294_5	purL//fryA//
GO_0009297_6	pyrE//ybaL//yfiR//nimT//rfaF//secD//yccS//dcm//ariR//rpsD//gltL//yfgO//rfaC//flgI//
GO_0009298_7	fnr//ybcJ//chaA//
GO_0009305_7	dsbG//
GO_0009306_4	ydhK//tsgA//casA//rapZ//ibpB//phnO//ypdB//
GO_0009308_5	sfmD//lacY//mscS//yjaZ//argP//hofN//ptrA//waaY//nrdF//plsC//metK//yjeH//lipB//yeeY//ybfE//intA//dacA//znuC//iscR//elbB//livF//yhbX//yhaO//yebK//aceK//bioD//gatD//
GO_0009309_6	epmB//puuB//ilvD//dacB//yefM//yidA//gspF//gfcE//yihQ//mglB//moeB//ulaB//sseA//yibH//
GO_0009310_6	cirA//nrfG//ynhG//erfK//entF//glsB//hiuH//modC//lnt//casC//yjiA//trpA//ompF//
GO_0009311_5	azoR//ycjR//rsmH//sufB//fliG//zapD//cbl//yphC//fadH//yidR//yhfS//vsr//yfeR//mcrA//pta//betA//fimB//ascB//yeiL//atpD//moaE//rluE//asnC//pitB//agaV//yfdS//secE//dam//yjgX//ydiF//glpT//yciA//sucC//bioF//yneL//cbrA//proW//comR//ycjD//mdh//rplI//yiaU//allD//sufA//dnaJ//rutB//mdtA//rfaF//yaaA//elyC//yidD//ycjR//torZ//
GO_0009312_6	trkG//ycjU//glpT//yieK//sgcB//dmlR//nrfD//rihC//narW//eutA//yiiD//dnaE//purL//ampG//yqaA//cmoB//marR//rcnB//hycH//skp//sbmA//gltL//znuB//asr//tdcE//agaS//ldrA//norV//narI//tusC//gloC//tdcG//pphA//ykfM//eutD//yqiI//panZ//avtA//katG//potG//purU//insB-4//
GO_0009313_6	sgcA//queD//tcyP//ydfH//ihfA//mepS//pstC//dedD//phnO//degQ//
GO_0009314_4	ybaE//fbaA//sdhC//prmA//hcaF//iraM//amiB//glgA//puuB//mcrB//rimI//atoB//hybO//yhgF//cdh//focA//rlmA//nimR//rmf//flhA//srlA//smpB//pspG//gadW//acrB//frmA//btuR//fryA//yihP//fliZ//ynbC//ldtE//hchA//hyfR//ycfL//ppiA//ftsL//aroE//ftsN//pphA//clpX//msrC//proV//sfmC//tnaA//lptC//mscK//fruK//rlmF//rfaG//phoU//afuB//flgA//uidR//dgoR//sgbU//agp//ycbU//hisM//opgB//frmA//ydjJ//waaF//galR//adk//rnc//mdtE//yjiM//uxuR//melR//cmoM//clcB//pflB//ihfA//aphA//sufA//rffG//cspE//relE//appB//thiG//rplY//vsr//bioP//nirB//yhdX//hmp//intA//clsC//yjiX//gadW//fhuD//
GO_0009372_5	ycjU//plsB//hemE//
GO_0009394_6	ygcO//ybdN//sufS//nrfC//purC//purR//moaA//
GO_0009395_6	ydcS//
GO_0009396_6	kdsB//dapB//yebZ//gltS//nrfD//queA//wcaB//cmoB//ybhP//yjcE//viaA//
GO_0009397_6	matP//oxyR//
GO_0009398_7	setA//
GO_0009401_7	rhmR//glnH//fruB//ygcR//dtpA//rclA//acpT//tolB//clpP//yhhZ//narX//nth//hyaD//ompR//rpsR//truD//preT//cbrA//ydjL//sdhD//mioC//ligA//fliA//ddpA//folM//sbmA//mdtJ//ppiA//mlc//nupX//rodZ//yadK//ybiV//cho//gluQ//melB//ypdA//malK//feoA//pgk//elyC//ydeI//acnB//ilvL//sdhB//kbp//ihfA//yahD//glmU//rzoR//ccmF//sgcC//
GO_0009403_5	prpC//
GO_0009404_4	rplY//nimR//tilS//yoeB//rpsH//pflC//rluD//yahN//uhpB//yghU//gpt//lpxP//sgcC//sucD//tcyL//mdtL//ydbK//fimE//ftsQ//
GO_0009405_4	yfdS//fdrA//mutT//
GO_0009407_3	purU//mug//pck//fadL//tdcC//pstB//rffH//galK//ftsI//gstA//clsB//yfcV//sapD//frc//decR//nikR//
GO_0009408_4	rhaS//mocA//yjhC//ygiN//insA-2//argG//zitB//hslO//lpoA//ygfZ//btuR//argP//mprA//nhaR//gmk//lplA//arsR//aroG//mlaC//insE-1//yeiE//ihfA//rarD//ispH//tdcE//yehX//tomB//ftsH//torD//casD//epmC//yqhC//sdhE//zinT//kduD//ypdA//rpoH//ynfE//pykF//lptG//higA//frlC//chbF//chaC//kdsB//yiaL//yiaF//sgcA//cpsB//flgG//yohC//ldcC//aceA//bioD2//hofO//ygbN//mltA//fepD//atpG//argO//
GO_0009409_4	clpS//clsA//acrB//yihT//metQ//entC//gcvR//sfmC//bioB//ycjU//rssA//nusA//setC//yoeE//hybO//ulaC//ybbN//sufE//
GO_0009410_4	purN//
GO_0009411_6	hsrA//ptrA//nimR//yidD//dut//nadC//waaH//ybhS//pstS//rpmH//purL//fieF//rutA//ygbI//rhaS//dcuS//
GO_0009415_4	lpxB//
GO_0009416_5	rarD//fhuB//sdhB//pepQ//btuB//secA//cusS//ybhF//dinI//yhbY//yhjD//cdd//rutD//rrrD//fumC//gltI//ppc//yjeI//ydeT//
GO_0009423_8	rarA//appA//yqiJ//add//
GO_0009432_5	yagJ//gcvA//cheR//srlR//lapA//yfcP//ydjJ//radD//proX//secG//fur//ftsP//rclB//gltD//hofC//feoC//lolD//pta//rlmE//mutS//gmk//ssuB//
GO_0009435_9	proA//xylE//dps//cysS//torZ//insE-1//yggN//ydcM//pnp//
GO_0009436_6	aroD//fadA//sfmH//pheS//
GO_0009437_5	hemA//erfK//yacG//radD//tnaA//osmF//insA-2//
GO_0009438_5	ybiV//yihR//glcF//yhcD//yhdX//srlD//mlaE//rutA//lsrC//allR//acrZ//ygbN//pdxY//cdaR//lldD//gntU//dacD//hokE//yggF//ftsX//ydiP//mdtE//yagF//moaA//uspG//ttdA//yadV//metC//nfuA//ybiS//
GO_0009439_5	motA//dinQ//ftsZ//
GO_0009440_6	amiA//hemA//yhjR//
GO_0009441_5	wecA//gltK//yedA//hypC//mnmC//
GO_0009442_7	trmO//flgB//tpx//rapZ//uhpT//
GO_0009443_5	nudB//yjjV//yahI//
GO_0009445_5	intA//yqjH//sgcC//mdtG//secG//yqcC//ssuD//ybdZ//exbD//nadD//
GO_0009446_6	ygaV//agaA//
GO_0009447_6	hlyE//yqhD//ynaI//kdgT//hofO//nlpA//puuR//matP//
GO_0009448_5	gsiB//yjcS//hdeD//ydiK//
GO_0009450_6	galK//murP//tynA//dtpD//
GO_0009451_6	xanP//alkB//tynA//eutA//entS//rhmR//rpiB//syd//ybiW//dhaM//djlC//yrdA//hofP//bioB//yeaG//envR//yebC//pgaD//rpnB//ybbN//puuR//ygaV//ydhJ//ackA//psuG//dinI//bepA//ldtB//intZ//fecC//ampG//opgC//rspB//zntR//rzoD//appC//pth//dgcE//hisS//bolA//feaB//pyrD//rpsH//trkH//nirD//purR//yeeY//lsrK//yihW//cheY//yedA//ycjD//torR//fruB//malK//dapB//yjeI//pdxY//argK//sohB//proW//sdhA//bepA//nrdE//yfiF//hlyE//ghoT//phoU//mhpT//nanE//csgD//ybdH//lrhA//proV//galS//udp//dcyD//amtB//zitB//garR//opgH//flgJ//ybaE//
GO_0009453_4	rluB//
GO_0009454_5	cspB//
GO_0009593_4	ivbL//narZ//
GO_0009597_5	bluR//
GO_0009605_3	lsrD//yhbS//curA//rimP//atpA//rhmD//cueR//yidA//baeS//feaB//yahF//bhsA//yohC//pspA//yadI//yobA//ptsG//pnuC//hsdM//yjhB//dnaA//hprS//yjbF//hyaA//ratA//ynbC//ruvB//agaR//fixB//ybaK//murI//lldP//fepD//sapF//nrdH//pabB//glgA//tolC//ompA//nuoI//mlaB//ldcA//ubiC//dsbB//ubiX//napA//rapZ//uxaC//osmC//uspF//pgpB//clsB//pyrF//tyrR//lldR//greA//glyS//adhP//ompA//frwC//dauA//mutL//csiR//dtpD//paaH//cobC//ynjD//pnp//wzzE//lolA//gudX//nei//pheP//tatA//idnD//yfcF//sapF//
GO_0009607_3	nagB//ydcI//comR//pabC//yoeE//cysA//hdeB//hflX//feoC//zapE//rnb//metQ//yciT//hisP//
GO_0009615_4	glnB//ygbL//ygeR//gmhB//alsA//aspA//dacC//ycgV//osmE//bioA//hicB//eutR//sixA//lldR//
GO_0009628_3	minC//setB//csiD//uxaA//hlyE//rfaF//adhE//mhpC//prfA//mgsA//pspC//bioB//paaA//bcsQ//yhaV//rseP//nadK//cydB//xylB//mdfA//mog//treB//ldrD//uvrA//yeaD//rho//ybeF//appY//epmB//gfcE//ghrB//sapB//zipA//iscR//ampH//gadW//ycjQ//prmC//atpF//ymfK//ybhA//rplL//envZ//arnA//cysA//cycA//uvrD//nrdA//dgoR//cpsB//lolE//gntU//tsaB//blc//yjaA//ybiI//queC//sbp//dhaK//atoC//rimJ//queF//fabR//hokE//psuT//mutL//cptB//ptsH//srlB//tusE//glnQ//glvB//ribD//yjiA//lpp//gshA//yjhB//pckA//intZ//trpS//bdcR//rplS//rssB//dhaM//pdeK//hofQ//adiY//lpxC//ynhF//yciE//yjbH//deoR//malG//gpr//yidC//kdpF//dppB//emrK//rph//ptsN//acpT//yjhP//rlmB//dinQ//ygfI//pgaD//yjbG//hldE//aer//glrR//rplS//dgcN//artM//dsbB//dcuS//mtlA//sgcB//tmk//ihfB//argR//fucO//mglB//yjaZ//phnG//nfuA//dkgB//folX//baeR//ycbU//yqiJ//cas3//trmB//torS//allD//aroD//bssR//eptC//dxs//rplS//ogrK//ribF//adhE//lptF//mntS//puuC//pfkB//yjhI//aroD//lptD//ybdG//avtA//bisC//bipA//ydaV//exoX//narI//gltL//fliL//mazF//tauD//yqcC//gatB//lldP//amtB//rpsN//fumC//lexA//gfcE//ybiT//cspG//gpmA//rluC//yfbR//gcvP//cvrA//metB//fadB//torR//ivbL//dcuC//exuT//cpoB//clpB//frdA//dgoD//ybiT//nrfD//srlA//mtn//crcB//guaD//greA//ydjE//yjiY//fepD//dinI//nadB//kbaY//aas//ilvC//rlmB//lgoT//hfq//mlaE//dcd//glvC//dapB//paaA//yjbF//fdnG//hisB//mdtQ//dxs//rutR//ymfK//hlyE//trmL//dnaJ//hflX//rpe//metH//rutD//clpX//nudB//pcnB//leuC//flgF//agaC//leuB//ybaK//
GO_0009635_4	rplN//
GO_0009636_4	yiaO//insH-5//rcdA//aqpZ//ybhD//yfeR//dcp//yicJ//wzyE//cdgI//yebG//dsbC//nimR//lpd//aroF//ydaV//actP//nanA//rclR//cas3//mocA//hyaB//bioD//yjiQ//tsf//avtA//yggD//ubiF//rfaF//yadV//lspA//
GO_0009637_6	yefM//
GO_0009651_5	fucO//aroG//fliK//trpL//alsK//ygaZ//
GO_0009653_3	surE//
GO_0009696_4	fixA//
GO_0009697_5	rsmE//
GO_0009698_4	yddA//
GO_0009712_6	btuF//wzb//xylF//bglH//ygaH//murJ//allD//yedX//mscL//adk//
GO_0009713_7	luxS//fadA//ydjM//pnp//thiM//hldE//sdhE//mtfA//tolA//
GO_0009719_3	iscX//rclR//glcC//
GO_0009730_5	phnP//
GO_0009743_5	mtnN//
GO_0009785_5	xylE//
GO_0009850_4	nikA//narQ//cfa//kdpD//mdtQ//gadB//rplO//acnB//ampG//moaC//ltaE//hemC//yicJ//
GO_0009852_5	iscS//nusG//pepB//metR//eamB//rfaE//agaW//recO//ytfP//ftsP//dhaM//yeaG//ltaE//
GO_0009889_5	yahF//pstB//fimD//ansB//nadB//rcsA//guaC//ybhF//recC//tolC//tufB//yedX//yddG//rcsB//cadC//def//ccmD//sgcE//rplS//lsrD//tauA//rfaB//pnp//cydA//nei//rph//ydcI//xanQ//fecA//rpiB//hscA//nuoN//pyrL//yqgB//ilvI//rzpR//proC//relE//hsdM//dmsC//rluA//ydcZ//tus//aroA//appA//yjiX//dgcE//borD//pgaA//bglH//gsiC//fixB//pdxH//deaD//dgcJ//ybhG//dgcE//pabB//tcyJ//codA//tsr//ytfP//ykfI//nrfG//macB//rzoD//dkgB//fryB//tbpA//nlpI//qorA//glnQ//purT//mscK//rluF//dinB//rpiA//livJ//metG//fhuD//cdd//dacC//cutA//mnmA//mdtK//tamA//purA//fhuB//sufE//yiaN//ttdT//glcE//waaG//mltB//aas//atpB//nimT//rplI//gadE//tehB//ruvB//deaD//minC//torR//yceO//paaK//ftnB//pheP//frwB//yidL//ppsA//waaB//dapD//psuG//ccmC//dpiA//degP//ybcQ//tolR//pflA//fliS//mdtM//frlC//sbmA//yhcD//wcaB//lptF//selB//hybE//yddG//holB//hsdR//yohD//ybjN//cobT//cdsA//udp//yahO//codA//rnt//kefB//fklB//hyfC//recO//copA//proC//paaD//cmtA//tsgA//mscS//thiD//cusB//actP//yeaV//trpE//hiuH//lldD//glgC//envR//treF//ybhD//ydhK//puuP//mntP//fadJ//argS//crp//ftnB//dgoA//cheA//sppA//pck//metR//araH//yqhC//norR//ybjL//infC//cbeA//mdh//pnuC//pitB//mcbA//ldtD//phnG//cusC//mglB//rpoS//leuE//cutC//eptC//fecD//paaA//deoA//sgrR//tauB//tcyP//gcvR//srlA//cyoB//wecA//prfC//malK//waaC//mzrA//pinE//phnN//yodD//rapA//lldR//mak//surE//malK//yibH//ycjR//xylR//yejA//tqsA//exuT//era//yhbQ//yohC//dppD//modA//yohC//metC//sfmD//ycjP//yeiE//dsbA//rluA//speE//otsA//rplX//ghoT//ybiJ//dfp//fic//yadC//sodC//nagZ//gcd//tktA//ftnA//ybaQ//proA//envZ//ybdO//yifB//flgK//hybB//ttdT//ldtC//lpcA//dnaX//feoB//ydjL//panF//livF//ispA//hdeB//eptB//uvrC//yjiY//fumB//ygaV//gatD//livJ//fucO//lpp//xerD//mhpB//uxuA//yjbB//waaQ//alsA//hipB//yfcQ//fhuC//yfjR//ftsX//ybjX//phnG//nrdI//dctA//rhaR//xylE//entD//nei//hisQ//bacA//flhA//mscL//glsA//yfcU//waaO//mraZ//rdgC//rcsF//lpxT//ymfA//yfcS//lolA//epmB//groL//recO//argP//araA//yobF//yafO//atpB//argR//nanK//scpB//ynbB//yeeA//
GO_0009890_6	fixC//fliS//talB//nuoB//pyrD//cvrA//ugpC//yefM//dpiB//yihU//pgl//cpsB//patD//oppC//aldB//yceK//fimI//wzzB//lldD//macA//mgtL//panE//tsaD//ybhP//kbaZ//trpE//cusS//cheW//ubiA//mdtD//pdeR//narV//dmlA//tdh//pykF//tcyL//yqeG//tnaB//tsaC//yejF//afuB//nikB//coaA//sdaC//gcvH//citX//yjtD//ghoT//asmA//gpsA//tcyJ//prfB//fimI//nadE//yieE//yggF//recE//asnC//rfaC//panF//gutM//ycbB//selB//rpsJ//rsmF//rnlA//xylF//deoC//patD//yhfK//rfaQ//sulA//yoeB//maa//lysO//sbcB//pdeD//moaA//purR//yehA//msbA//dmsA//fimC//ybhD//selB//blr//gpr//rimP//hinT//elaB//ptsH//zapB//yeeJ//yagU//gdhA//yehB//pepB//ldrD//dosP//fruB//purB//yfdR//hyfR//narH//pflA//yihW//ybcQ//rplL//rbsK//ychO//clsA//dicB//yebZ//yjcS//fepB//xthA//trmI//nupC//cysC//ansA//hslJ//
GO_0009891_6	ttdB//atoC//rcnA//hslV//oxyR//slt//nlpI//tomB//gltX//moaE//yieE//yddL//adhE//ydeE//tdk//gntT//cedA//rpsP//idnO//kduD//aceA//ascG//caiB//hxpA//uspG//hybC//ybaO//hemF//cbeA//lysA//arcB//trmI//hrsA//ybbY//paaG//proA//rpsJ//ravA//paaE//glnL//ypdC//fepC//mtlA//yabI//fepB//ybbW//glnA//ecpR//gor//ybiI//hyi//rhlE//yiiD//melB//maeA//recG//lolB//hybD//ibsC//ansA//menE//paaH//ftnB//folX//rutR//gltX//rfaE//ptsN//kdpF//ydjJ//fixB//lgoR//norR//mtnN//rfaD//valS//nrfC//dgcN//rplN//ddlB//sohB//ubiI//ettA//
GO_0009892_5	cysU//rfaF//yqiI//srlR//bamA//comR//yihR//fecC//mnmC//hdhA//menB//ygbL//katE//artP//mglA//csiD//pfkB//ibsC//mrdA//rseB//cheA//fliA//hisG//secE//dsdA//ampD//recF//fre//pgpA//yihQ//sgbH//fliK//ssuE//rarA//hdhA//rihA//yijE//ssuC//atpC//pyrL//bioA//cecR//glmS//ydhJ//gatZ//nrfD//fumC//mliC//metQ//sgcB//paaC//rimO//envC//phnN//lpoA//yddM//ybbN//yiaA//ilvN//ybiY//ptsH//sstT//pckA//dfp//yqiG//xisE//mreB//fliA//tonB//mrcB//ugpE//murQ//ykgM//ynfE//helD//dacA//rpiR//glyS//fdrA//ppiD//dinI//dsbD//fimF//proX//yfcQ//csgA//insA-2//ydcI//priA//hycB//atpE//yfcV//ypdI//cpxR//nfi//elaA//yhjA//rnlA//nrdH//cbeA//napC//moaB//modB//ygcO//dgkA//sbcD//tnaB//lacZ//patZ//yidQ//xerD//nudF//htrE//lpoB//cpxR//ftsY//rluE//panD//purC//narJ//abgB//crr//yceK//queA//chbB//uspG//gpp//allC//wcaB//xapR//pcm//pnuC//xylG//yibF//treR//trmI//leuD//rfbD//creB//tolQ//ymdB//pspA//yddM//glgA//rpsK//degQ//
GO_0009893_5	bamC//menH//rimK//flgM//caiT//yrbG//ptrA//ydhQ//ileS//yqeF//essD//yfaV//ada//clcB//mdtD//aas//manY//ydiB//uvrD//rpsT//ydiR//artP//ddlB//mltC//htpG//mutH//rimI//oppD//yfcA//argC//pcm//phnC//ibpB//yjjB//thrC//tpiA//pepN//thiE//yodD//purL//xapB//dcyD//nepI//leuD//hflD//hslV//csgG//yedA//glpA//speE//qseC//alsK//uhpC//mdtL//hemC//yfjR//narQ//napF//atpF//dhaM//rnlB//valS//purB//thiP//mtgA//citT//uhpT//iscS//yqgB//nrdB//yggE//fkpA//tyrA//dnaT//frdC//btuD//fkpA//glnD//btuR//soxR//mreD//uhpA//mngA//torD//glnA//yciT//dnaE//dld//plsC//yraR//cdsA//rsmH//murG//opgD//mdaB//gpt//sufC//sgbU//asnC//
GO_0009894_5	yciG//preT//yajQ//flgJ//mlc//thiG//tsaB//sfmA//elfG//ydiK//gatD//ttdB//yjgX//rpmA//
GO_0009895_6	iraP//tdcG//glmU//purN//
GO_0009896_6	fryC//insI4//gldA//
GO_0009966_5	clsB//
GO_0009968_6	rnlB//
GO_0009970_6	nuoI//tufA//fcl//
GO_0009972_10	yedA//
GO_0009991_4	feoA//holB//aroF//fadM//arnB//nuoI//lysP//hofP//rplC//murG//nhaR//bioH//sulA//ybjG//fryC//uxaB//dgoK//sufS//hyaA//cbl//iscX//ispA//symE//btuF//yahN//ycgV//uvrD//sspB//glpA//rplE//yhjG//gudX//insH-5//araA//cusA//hyaC//pheM//dapA//narP//fliT//yiaT//shoB//pinR//fimH//chaC//rcdA//hemA//yahD//yigB//manY//wbbK//ydiP//yebG//grcA//kgtP//yciG//yeaK//yahB//exuT//uspF//hycB//ycbV//narV//
GO_0009992_5	dkgA//scpC//corA//wecE//
GO_0010033_4	fliT//yehD//narH//cusC//tauD//pnuC//mdtB//yfdK//polB//galR//argE//yghU//kch//ftnB//galF//yjhG//prpC//coaA//yhdX//ybaO//yahF//arcB//nanK//ybbW//ilvN//araC//yiaO//hprR//pheT//ytfT//aspS//ptsI//arsR//rhsD//agaC//gadA//dapA//nfi//yohC//hscA//ispF//glpK//rlmC//
GO_0010035_4	pitB//holB//ulaF//phoB//araF//rcnB//yjbG//rsmI//topB//sbcD//kefF//plaP//btuB//mdoG//recQ//ybbY//argF//tpiA//ybhP//tolA//fis//rlmL//dhaK//clsC//cycA//ycdY//nikA//yccS//ycfH//dtpB//fhuC//bamE//der//cheB//kdpF//hemB//citG//arfA//metG//pykF//rayT//trg//hdfR//acpT//lsrK//yodD//ybhS//zapD//cusF//agaD//thrB//nrdF//rayT//yraJ//glcD//gatZ//dcyD//fadE//cueR//thiH//dapD//ynfL//barA//hokB//mtnN//fecD//pdeR//adeD//uhpB//topAI//ypdA//bluF//glnD//paaA//pepT//phnJ//
GO_0010038_5	insA-1//dtpB//rpmE//ccmH//eutN//yqjA//htpX//yfbR//gatB//def//sucC//uvrB//rimL//mcrB//manY//thiQ//etk//yggP//dpiA//yjiY//rpmB//epd//rrrD//fdrA//gltD//argB//metK//rcnB//rhoL//wrbA//yfiR//argB//eco//avtA//gltL//gsiC//nanK//kbaZ//cadC//nanK//agp//nusG//ccmG//rseP//csdA//
GO_0010039_6	rplQ//btuE//parE//borD//dgcM//ybcQ//fdoH//
GO_0010041_7	ygcW//narQ//pepD//abgB//mutL//tdcD//
GO_0010042_6	ybfE//rraA//
GO_0010043_6	gloA//yehZ//cysK//alaS//proB//kdpA//
GO_0010045_6	oxc//ybaQ//narK//
GO_0010106_6	btuR//
GO_0010124_4	cyoC//fadR//hypD//yqaB//dcuB//yebK//kduD//edd//yqgB//ymjB//yggD//fetB//ompN//
GO_0010133_7	nhaR//
GO_0010139_7	yaiP//
GO_0010165_6	tmk//ypjD//pykA//hofM//ilvH//yejA//yafC//nusA//treA//murP//rbsB//pdeH//cysG//lplT//fhuD//bglB//
GO_0010167_5	yhbY//glnB//
GO_0010212_5	recJ//yhhZ//mngR//opgE//fdnH//serC//deoB//cvrA//phnL//rfaD//ravA//araA//yihW//mlc//xisR//dsbB//gltS//fabR//mdtD//ygiW//rayT//rffG//soxS//atpH//fadI//ushA//yifB//rclC//
GO_0010226_6	hisM//
GO_0010243_5	ybiS//fimD//mazG//glcA//hrpA//yciV//treF//phoQ//yagE//efp//fruA//csiR//galP//macA//chpS//cbtA//
GO_0010269_5	trpL//
GO_0010272_6	marR//fdoH//purD//trpB//cheZ//sodB//
GO_0010273_4	pgaC//aas//ftsN//fucK//rfaB//ansB//
GO_0010288_6	mreC//
GO_0010312_3	dauA//
GO_0010332_6	rbsR//
GO_0010350_6	gpsA//caiF//
GO_0010438_6	mngB//puuP//psd//bcr//
GO_0010447_5	yfhM//pdxY//treA//argP//gapA//glnH//yraH//frvR//fdoG//nanE//aroA//phnL//waaB//mhpA//ybhP//yahI//pcnB//frdB//adeD//ftnA//wzzE//
GO_0010466_7	exoX//ybjN//
GO_0010468_6	yjhB//ompR//mpaA//trpL//ibaG//pgm//lnt//ccmA//elaD//kdgT//treF//gudP//ppiC//cpsG//glmM//pyrL//ompC//rseP//actP//ssuB//prlF//cheY//galT//ykgA//yhaM//argE//waaZ//hxpB//hyaD//aroH//roxA//yhbX//nrfF//ftsH//murB//mepS//adhP//uup//acrE//hcaF//yehX//panB//efeO//fimG//srlD//mutL//tauB//yhhT//nadD//mdtD//gstB//narQ//glnD//trmO//narU//chaC//acnB//rhaT//nuoI//secG//dicB//ymgC//fdx//ybdO//nfi//pdeL//ftsN//uspC//argK//aroF//tdk//prlF//fbaA//ybjX//osmF//nfo//hofN//cysQ//cutA//yhaC//nrfD//brnQ//nrfF//ssuC//ycjU//rplB//rbbA//ratA//speB//yihU//ybcJ//mlaD//gltX//cbpM//tcyP//hha//mutT//pepT//ybcM//paaB//envC//clsB//zraS//yqeA//gloC//hdfR//alaC//rraB//ybhI//ybhF//kdsB//dnaB//ybdN//dam//yhfK//yejB//def//dgoD//adk//allS//insB-2//ade//cusR//frvA//rhmR//yidE//rarD//wzzB//rsmC//hemL//kdpA//fdhF//dosP//yfbS//dut//trpS//dsdX//bluR//gluQ//adhE//zapB//fumC//fadM//rlmH//eno//yehY//yebQ//hdeB//moeB//narX//yebZ//zraS//nrdD//yfcR//kdpF//ybiH//bsmA//nagK//tusE//yjhI//cyaY//relA//puuE//gph//rhtB//nikC//ybaK//dcuC//panB//insK//fruA//ybjN//raiA//malY//lldR//dhaM//argC//lsrC//zwf//rayT//dxr//iclR//agaA//hycH//rplA//iraD//livJ//entD//pdxK//yadI//garR//ptsI//zinT//iap//glnA//map//ubiJ//prfB//recC//cobU//chbA//fcl//sbmC//agaW//fnr//rsmG//sbcD//sufA//yihQ//crfC//hflC//fdhE//bipA//abgR//yigB//crp//yqiJ//lpxT//sufA//oppC//tbpA//ribC//lysC//nikA//opgB//entS//fecD//mraZ//fadJ//yeeO//csgA//frr//ydhK//glcD//msrB//folM//cysG//yafS//yagI//xanQ//blc//eutN//sgrT//yfiE//dtd//tolC//fixB//dppA//mscM//speA//eutN//rplB//yjeH//aroD//hybA//recA//yfcQ//lysS//uhpB//ralR//mdtG//rpoS//icd//rstB//serC//mioC//cusC//ygeA//srmB//cheA//map//aslB//rpsQ//sxy//gcvP//pdxK//ydjH//fliG//degQ//gadW//hsdR//accC//rfe//yjjU//pinE//malX//yqiI//gpsA//yjiM//amiB//smpB//rbsK//hyfC//flhE//hyfC//yedL//purT//ilvM//agaW//mraZ//cptB//rpsT//miaA//rhtC//btuB//ydiQ//hisG//pepA//yddL//galK//hha//prpD//trpC//fis//dgcJ//dppB//agaV//entC//
GO_0010498_6	yraH//
GO_0010501_7	cysU//modC//ihfB//pgpA//rbsK//ffh//lpoB//ompR//glyS//
GO_0010528_5	elfD//
GO_0010556_6	fur//malI//prpD//maeA//ymfK//nadA//sohB//mog//hemC//fimE//pheS//rclB//hprS//citX//ygbM//nth//yieK//yggD//cdh//melR//bglH//entC//cptB//nadC//yabI//pheS//hisF//aroC//appY//acpH//fimG//rsmC//bsmA//folP//hxpA//fadM//caiE//arsB//tehA//ppsA//ruvB//eutB//zapE//fliS//ygeW//evgS//yqhD//lpd//rplC//cysZ//recQ//glcF//trg//rpmJ//iscX//rcdA//ycjU//putA//gstA//nagC//yddA//glgS//rhmR//narW//fepE//tcyN//yedA//nupC//ompF//mdtD//gor//maoP//wecE//tyrB//ilvN//mntS//araD//nuoI//umpG//frmB//der//garP//pphA//speE//xylH//recX//guaA//hypA//hicB//pgaA//waaQ//alaA//aceK//recE//ptsH//yedL//hprS//ydjJ//ydiB//mglA//folP//cusF//guaB//sgrT//cra//rpsS//xapA//nsrR//fabG//lptC//opgD//glgX//yraI//csgA//napC//clpA//insA-1//aqpZ//citG//sspB//gsiA//ssuB//ydiQ//qseB//glsA//ydiP//ppiA//sspB//udp//hpf//yraR//amyA//sfsB//nrfF//yjjI//nrdD//ubiX//xanP//ligA//galM//yddL//rihB//alpA//lexA//yafO//ldrA//hflX//puuC//hypE//pagP//flgB//yojI//tdcB//rpsI//feaB//lpxL//tdk//acrR//dtpD//uspE//fhlA//rbsA//sdhC//mdtF//ppc//fimH//ydgA//ilvI//ybeQ//rpoH//pheS//kdgK//narU//ytfQ//mutL//macA//yqgB//gpr//waaA//ampD//yeeJ//sdaA//pgl//sgcR//queF//rfaB//mraZ//fucP//speG//hemE//lpxB//yihO//murI//thiP//recF//ydbD//dnaG//ftsP//rlmN//focA//yaaJ//yhhY//yggD//adiY//alaS//yqeF//atpA//hprR//trg//phnH//yafN//pgaB//xisE//bamA//bamE//ytfT//aceK//ybhG//fadD//frdA//napF//cueO//pyrC//gadA//hslJ//dadA//map//rlmB//bssR//frsA//xthA//sgcR//nadA//rpsB//dhaR//yqeG//leuE//treB//mrp//dsbC//dtd//insK//pdeR//ybiT//mioC//rffM//rrrD//relE//fecC//fdnH//hypT//kdsD//map//chpS//ssuD//potA//minC//adhP//ghxP//rstB//ftsX//yciF//ydhQ//yhaO//hemC//lspA//rimP//gltP//moeA//rimL//rutR//dctA//ydcS//pitA//yodD//flhA//serS//malQ//yjbG//rffM//hcaR//dtd//atpE//rbfA//mglC//gpsA//surA//dicA//gadC//rpsM//glnK//galR//mtlA//yfgJ//speF//ldtD//rpsQ//ilvA//aes//nfuA//ubiB//prlC//hofP//thiI//bamD//ubiH//bioB//metB//mntR//mutL//rnr//nuoE//
