#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	murR//ulaD//fumA//hemN//
GO_0016137_6	pitB//
GO_0016139_7	rclA//
GO_0016226_5	citG//murD//afuB//cmoB//lpxK//rutC//xapR//ibsA//xylH//ydaC//hyfF//livK//fpr//yadM//mutH//ychO//ychH//metF//
GO_0016259_7	scpC//ypdI//ygbM//pitB//
GO_0016260_8	yggF//truD//phoR//
GO_0016310_6	pgsA//xapR//ybiO//tdcB//rraB//rimO//nepI//norV//paoC//rhlB//marR//ptrA//yhjC//narI//sfmC//srkA//ndh//ybiI//galF//yebS//fic//gpmA//ilvN//ppiD//groS//yfiC//malQ//cyoC//yeaV//glrR//galE//narK//yqjH//puuE//radD//bdcR//rseP//hemN//ykfM//hxpB//recA//sbp//idnT//livK//yadG//zntA//maeA//rhlB//yraN//glgP//rffM//kdpA//ddlB//gatZ//umuC//aceK//ldrB//mtlA//yohC//rpsR//rplE//nanK//ispA//hypB//yjcE//proC//gppA//frvB//yghO//cedA//hupB//yfeW//recO//yadG//umpH//bioA//mtn//yigL//sodC//mdtM//iscA//ygbM//intZ//rpsH//prpD//lspA//rdgC//adk//pgk//ycfH//lldD//adhE//trmD//hypD//yejE//gspF//galE//cysA//gapC//pcm//idnT//plaP//purD//alr//murR//pdhR//ftsQ//arsB//gpp//recF//ccmD//phnC//rpoE//argK//nrdA//rpsB//fhuB//
GO_0016311_6	tar//hemG//frlR//yqiI//ydeE//rpsG//dicA//yehA//pck//dcuB//yfcG//rhsD//hflC//ibsB//glpG//rsmC//fdoG//abgR//cusS//trmL//rpsH//pgpA//ugpA//dcuB//thiD//atpE//pstC//sgcR//arsB//ybeY//cspG//tdcA//emrD//relE//ftsX//ytfR//psuG//hinT//polB//pepQ//mobA//gsiB//rsmB//ttdB//ybjG//ompF//sgcE//yidC//yfbU//narG//mdtP//dicA//yciE//rsmI//lpxM//bamA//tldD//lpxP//pckA//glpF//ybhR//
GO_0016458_3	rutG//creB//
GO_0016477_4	agaD//
GO_0016485_6	uspF//priA//pyrC//yjbB//dpiA//mscK//yihS//allS//nepI//
GO_0016540_7	pgaD//tehA//
GO_0016553_7	ulaR//
GO_0016556_7	tus//
GO_0016579_7	ychH//
GO_0016998_5	pepN//
GO_0016999_5	wzzB//mlaC//ygfA//ybdM//deaD//fryB//waaH//rpsN//osmE//yoaB//dctR//deoB//proC//cpxR//setA//flgJ//csiD//ybcJ//glpG//rplO//dpiA//uvrD//epmC//trmD//eutB//nadD//selD//upp//alsK//cdgI//yghO//arnF//yfgO//fadE//tauA//arsR//yaaA//trpB//ynfE//envC//insK//kdsC//fdoG//pntB//metK//tauD//lptC//nagC//nuoM//thrB//ybhA//zupT//yohC//garD//rraB//rcsB//
GO_0017000_5	yafC//dapA//ugd//xerC//rpsI//ilvB//
GO_0017001_5	yihR//cmtA//ssuC//secM//hprS//fcl//deaD//cvpA//mltG//lpp//potC//adeP//chiP//ygfA//yebC//maoP//rpsN//adeD//agaW//pepN//mnmC//
GO_0017003_8	gshB//ybgI//eamA//lamB//lptG//hcaF//
GO_0017004_7	marA//norW//frlA//ispA//ldtD//yojI//glpK//dtpC//sbmA//yheT//thiH//
GO_0017006_7	dsbB//rpoE//rseB//argS//nagK//htpG//
GO_0017013_7	hrpA//ybfE//
GO_0017038_6	uvrD//uxuB//moaC//
GO_0017144_4	cra//cra//yfhH//hyaA//queC//fkpB//frmR//tusC//ispH//qorA//thiI//rayT//yihR//artM//hyaB//nuoH//sfmC//endA//fliG//eutK//kbaY//trkA//oppD//groL//sucD//trmD//yeeY//ldtB//gshA//ygiV//ydjK//ypdI//sufC//relA//rsmJ//rnhB//yeaV//zraR//glcE//phnK//ansA//exuR//lsrD//intE//rluD//cmtB//yraR//gloC//cyaY//pepD//hypD//aroE//glmM//sfmA//aphA//ghxQ//pstC//cydC//pflB//rlmG//malY//yfiF//waaF//nmpC//ispU//lpp//yjjV//tdk//hcaE//yobA//crr//mog//nikA//kbp//purA//flgA//yfjR//nrfE//hofN//osmC//waaG//ibsC//ycbB//entF//ccmA//zraR//yidK//fabI//yihS//agp//tdcR//relA//ybaQ//msrB//elbB//csgG//yhaM//rbsD//rbsR//ygeA//wecB//polB//nac//ubiA//rpsQ//mrdB//yoeB//yidE//cycA//tufB//mgtA//yeiL//rnpA//dinI//relB//fepA//ygbI//hscC//sdaA//flhE//yahK//glcB//glgP//qseC//srlB//rpnD//fdhF//yhhT//mqsA//iap//copA//yraI//manY//yihT//eutR//blc//serS//yrfG//dgoT//mdh//ansB//cdaR//xisR//livM//rlmD//chbA//cpdB//yneE//yhdJ//frlC//pdxK//cvrA//gatA//rfaE//oppA//ycfJ//lpxT//murQ//fepE//fepC//cecR//tolA//cytR//yajR//nadC//waaC//chbR//pabA//dmsC//trmL//tyrA//mltG//yijO//yeeL//ampD//hcaT//ybcL//cmk//rpmJ//chbG//thiQ//ftsW//garR//frmA//gadB//hscB//lacI//yhbS//kdpC//ubiE//pgm//insH-6//clpB//yjiR//fepG//garD//betI//sfsB//adeD//
GO_0017148_8	rlmF//rhaB//putA//pstB//tynA//marA//hofN//yeeO//prkB//cysI//eutA//trpA//yejF//ydcZ//lrp//yagE//ruvB//tdh//fnr//fabG//yehY//yiaA//mdtE//rclB//
GO_0017185_8	map//
GO_0017189_7	ldtA//
GO_0017198_7	valS//
GO_0018011_7	ttdT//
GO_0018012_8	amyA//
GO_0018022_6	bamD//
GO_0018023_7	mazG//
GO_0018063_8	yjcO//paaF//corA//mtfA//tauB//
GO_0018065_7	btuC//pfkB//frdB//chaA//fepE//
GO_0018070_8	mipA//tolA//
GO_0018104_8	yqjA//hcaF//cmoB//lgoT//galP//msrQ//uacT//gcd//
GO_0018105_8	dnaC//yeiE//cmtA//
GO_0018106_8	scpC//trmL//dfp//yggD//cyoD//arcC//aroE//pepB//elfC//sad//glmS//ghrB//ltaE//yeaK//lplA//dadA//yehX//umpG//ybfA//mglC//moaE//rpsM//pdeK//cbrC//ynbB//yafN//wzzE//insA-2//elaA//
GO_0018108_8	sapA//flgK//pbpC//malX//tig//
GO_0018117_8	malQ//
GO_0018125_6	ompN//
GO_0018126_7	ygcR//
GO_0018130_5	ivbL//cadC//rhlE//holB//focB//rlmD//yadN//eno//glk//prkB//envZ//xisR//ibpB//yghW//kdgR//rusA//intE//polA//sapB//ydcT//kduD//mdtA//tldD//yqiJ//argC//stpA//chpS//phoR//ompC//hinT//yaaA//sgrT//yhbO//pheP//waaQ//sohB//ybcF//deaD//csgB//galP//bioD1//deoC//ydcI//galK//glnD//sfsA//yeiL//mdtC//cdsA//mepA//cbrA//lsrG//zur//puuC//dadA//fkpB//rsmE//yhjV//hemL//ibsD//yciG//yjjG//cheY//basR//yhjC//abgT//ydcZ//fepE//queC//tmcA//btuF//yjtD//cheA//yhbY//sufS//trkA//opgE//slt//nanK//dcd//fabG//dcuD//rfbC//aspS//prpD//ppiA//sgcA//fecD//ybdG//ybiI//yehP//csgA//yjiR//lpxH//rtcR//tdk//amiD//malY//phnG//fieF//plaP//pykA//thyA//yrfG//cyaA//yeeA//yedF//speB//sapB//yebG//cheA//mutM//mnmC//mazF//acpS//emrD//betB//mppA//nadK//murP//proC//cdd//pheP//yihW//shoB//uxuB//yhaM//yjgX//yoeB//rbsC//yfaL//hyfF//rpnA//livK//mfd//yfaX//kefG//ydaN//narY//glpT//kdpB//metL//patD//lpxK//ycfJ//lolC//sucD//sufB//mepS//yjtD//dgcT//yebS//panD//idnK//hemC//fimA//fdoI//pgpB//atoS//sfmA//hisB//ubiC//rlmI//mngA//eutR//sgbH//minD//tyrB//dcuA//hypT//prlC//yfdR//ftsL//osmF//sgcE//tcyN//chbC//dcuD//rimI//caiD//dmsC//feoA//ybjG//ascG//ygiN//chpB//yebQ//tyrA//dctR//cmk//bioD1//ybhJ//pdeH//lolB//hypF//gpr//pcm//pgl//yajD//folC//chaC//yggT//fkpA//rsmD//ybeF//arsR//sdhC//yadV//ghrB//nrdR//lacY//mhpR//kdpB//agaV//yraH//frc//sodA//dinB//waaB//yeeY//luxS//norW//exuT//gatY//xylH//mtgA//rlmA//pldB//speF//ftp//ushA//ugpA//phnP//epd//tatE//ybcL//trpR//yidA//cusB//srlR//treR//codA//yeiL//ybeF//ybiJ//dcuD//cbl//eptC//insI3//vsr//araF//insK//ibsE//lysU//alaC//gltP//ygiW//ldtE//dcuR//thrA//narV//epmB//yddM//flgI//ybjX//fdhD//fruA//malQ//ompF//speA//hisP//dgcF//menD//pgi//torA//ycdY//phnJ//ycfH//yiaF//lpoB//dgcN//sgrR//seqA//kefC//msrA//livM//mngR//zupT//mhpR//rcnB//fabH//yeeJ//cra//gapC//rpsA//era//yefM//iclR//alaS//treC//yaaA//queG//hofO//arnF//rutA//kdpB//yahN//bioD1//rzpD//accB//fur//flgI//rutC//rimL//rfaF//yciE//patZ//rbsD//nuoG//nikB//yeaG//cycA//zwf//rapZ//hisS//sucA//mlc//cpdB//frdD//ydcM//dnaC//yjiQ//fabI//wrbA//yhaO//metF//prfB//thiQ//ydiQ//mhpB//cysW//rmuC//yddM//glcC//dgoK//ravA//ydcM//yhfK//btuB//pcm//metR//yqiG//hofQ//frmR//leuD//rfe//lpoB//fabG//srlR//bacA//sucC//yigB//psd//dbpA//ssuE//sanA//zinT//metG//dcp//prmB//dbpA//
GO_0018131_6	menB//ilvH//
GO_0018160_8	waaF//
GO_0018175_7	ppsA//
GO_0018193_7	tolB//atoS//rpsD//miaA//secA//exbD//nfuA//tdcB//thiP//aroD//mzrA//gltS//fadH//lpxT//tsaE//scpB//yqcC//ycfL//ulaR//gnsB//emrE//yggW//fixC//gltD//envR//hdhA//aroP//holC//entD//ogt//frlC//rlmI//fumA//hpf//ybdM//ridA//hisP//ratA//eptC//lpcA//kdpB//gpmA//yafS//mdtN//yjjB//ackA//ygbN//recJ//nudG//glnS//murJ//mltC//lapB//greB//menD//ribC//ahpC//nrdG//mreD//glnD//ccmE//syd//hemG//gshB//cpxA//yjcE//thiD//rhtA//rpmB//putP//ampD//
GO_0018194_8	rlmL//rtcB//
GO_0018195_8	efp//
GO_0018197_8	gmk//bsmA//
GO_0018198_8	yieL//hemH//insH-6//chiP//ibsB//ybhF//cueR//dkgA//
GO_0018202_8	frdC//ygbL//ubiJ//paaX//wzyE//rdgC//purD//xseA//lpd//pinR//yqeG//phoE//tktA//yqjH//nrfF//gatD//mazF//moaD//rnhA//fsr//yfgI//wecB//tusD//ftsI//kdpC//glpC//sbcB//gcvH//dgoA//
GO_0018205_8	yjjW//yeaE//rpsA//rhaM//cutA//hyaD//fadD//dgkA//yfeO//ydeM//betI//
GO_0018206_8	alsE//
GO_0018208_8	yghW//nudB//sufC//nuoI//mdtN//iaaA//paaZ//ispH//
GO_0018209_8	coaE//fbaA//yfiF//aroP//yghU//ygiV//treB//
GO_0018212_8	pstB//ygeW//hupA//rnr//hisI//
GO_0018215_7	gppA//glmM//
GO_0018246_8	ybiV//
GO_0018247_9	yghW//
GO_0018249_7	ybiJ//
GO_0018282_7	torS//ybiY//
GO_0018283_6	ycbU//pgi//
GO_0018298_7	phnJ//
GO_0018307_7	yjjI//
GO_0018315_8	modA//
GO_0018339_9	cspD//ygdG//
GO_0018345_8	lrhA//
GO_0018364_6	bioP//yijE//
GO_0018378_9	moaD//menF//aceA//
GO_0018393_10	artJ//kdpC//
GO_0018394_9	hemC//mtlR//ltaE//
GO_0018410_8	yiaM//
GO_0018909_5	dgoT//
GO_0018937_4	dgcF//
GO_0018958_5	ybeF//yqeA//rplN//insK//ycjY//atpG//paaE//rutF//aspA//arfA//ygeX//
GO_0018960_4	fimC//
GO_0018962_6	ymfA//ileS//fadD//nudF//metE//
GO_0018973_5	thiP//flhE//
GO_0018974_6	ydbD//artJ//
GO_0019042_6	yqaA//
GO_0019043_6	idnK//nrdA//metR//
GO_0019046_6	adiC//abgB//patD//
GO_0019048_6	recE//mdtC//acpT//htpX//
GO_0019062_5	galK//
GO_0019068_6	hcaD//hpt//
GO_0019076_6	ygbN//rpmA//allB//bamB//
GO_0019184_7	ddpX//sodA//murR//ydbK//serS//pepA//nirB//uhpT//pgsA//cbrC//
GO_0019216_6	yfiF//cspE//mntH//pldB//
GO_0019217_7	recT//prc//ydiP//
GO_0019219_6	ydfH//dicA//gcvT//alaC//queA//speE//ogrK//lrhA//nanT//cheB//hisF//pdxA//ftsK//murJ//rarD//ydeM//rnt//exuT//polA//trmA//paaA//cydA//dedD//artP//metK//ffh//xylF//seqA//ynbC//yajD//osmF//msrQ//ydeT//mhpC//yadI//yehT//waaJ//garL//rpoA//parC//yjfF//macA//hisS//hycI//cpoB//dicC//fliA//rbn//yjhH//rbsK//atpB//pspC//ubiG//gudP//fabG//thrL//cpxR//puuE//rsmJ//entH//yfgJ//ynfK//ydiR//galR//msbA//tnaA//fabH//rfaE//elfA//uvrA//rssA//queD//yqiG//ybbY//gadE//ydeE//malX//folC//glxR//xseB//cptB//mepS//aroD//artQ//crfC//lgoD//rlmD//rhaT//gpmA//dapF//mdtD//yddG//ogrK//tusB//yadV//cnu//ybdM//gyrB//lipB//hslV//add//comR//araH//fimB//rraB//ynfE//phnG//dgoR//clpS//rbsA//arnE//yhdW//fiu//rpiR//motA//brnQ//iraP//treR//mdtO//rclB//mnmE//crr//pfkA//tatC//lpxL//dinQ//yihT//ydeE//mlaC//cas1//yibH//tcyJ//ydeM//csiR//rffG//glcE//rplY//hchA//iscA//truC//fpr//envY//frmR//amtB//deoB//yihL//rep//paoC//ybiA//ycbB//rfaC//tufB//pyrB//yfgO//yfcF//hypD//ubiI//dacC//ugpC//ybiO//ydiF//yahI//mlaE//nimT//secY//yfgO//rpmE//yfgI//hemA//tusC//aaeB//pphA//rcsB//baeS//amiA//lpp//pgaA//rfaG//udk//bioC//yehB//yfcF//ygiN//lapA//ubiF//yddL//yciV//pykA//clcA//ghrB//paaK//mtn//topB//bamA//sufD//pmbA//preT//setC//purC//yabI//dnaN//mrcB//comR//rfaQ//yeeO//prfA//artI//cpdA//dnaE//speC//hisH//pnp//pdeH//hokE//atoS//leuS//tusD//rsmB//yddL//rsmJ//rffH//wrbA//tehA//exbB//menE//ybaK//argA//uxaC//degS//cydC//ydiO//speE//ampD//ansB//hcaD//secE//lysC//cpdB//ompC//lgoR//tsgA//ycjR//melR//cysK//bioP//paaC//accB//afuB//yhbS//pnp//csgF//eutA//sfmA//tsaE//ptsH//ydiO//hybG//mqsA//uup//xanP//nikA//moeB//fimE//chbA//ybhP//fabI//tdk//yqiI//dinJ//paaF//thiP//phoQ//purB//yihT//ycjR//der//ilvM//nmpC//nudG//ygfI//luxS//aroE//fis//cas2//orn//yoaA//yagG//gatZ//intZ//fadR//yccS//tdcC//
GO_0019220_7	dacD//xisR//mukB//ygbM//carB//clpP//folC//argI//leuC//wza//
GO_0019222_4	putA//dgcJ//rutA//yciG//cusC//bioF//sugE//ybjN//btuE//der//bglF//plsX//mltC//garR//tusD//tatD//dctR//mdtM//xylG//proV//ilvA//garK//zapA//gntR//def//rluD//ybaQ//kduI//cysW//hcaD//ybcC//ygeW//ugd//rffT//kgtP//fepE//trmO//nepI//gntP//ydhJ//lamB//frwB//yhdX//mglB//dusC//glgS//pyrD//ruvB//tpiA//yraH//gatA//mdaB//oppB//cbrC//glgB//uvrA//dgt//garD//cyoC//hypA//rhaA//rhtC//gadE//yjhH//ribD//ycjQ//erpA//wecB//ygiN//shoB//lldP//hisP//rfbB//oppA//gspE//hemL//yqcG//ribA//yfcA//yciF//fruK//curA//proP//trpB//gfcE//agaW//adeQ//abgA//ecpR//crp//mpaA//dgcQ//feaR//fre//lrp//yfdK//sodA//rpmH//pdeR//dbpA//dgcN//mhpD//idnT//rraB//fadR//dapA//ygiS//nupC//bamA//qseB//rpsO//copA//ybjL//yihS//fdnG//casB//yahK//yecS//rpe//mlaD//dicB//mpaA//pspG//ybgQ//ssuE//narX//aldA//yehA//agaC//pstB//lysO//marA//ecpR//queD//bglJ//znuA//bcp//prmB//lptC//opgG//rcsA//gltK//mglB//waaH//gldA//galM//yraJ//serB//tmcA//gudD//xapA//ydjM//cytR//cutA//lolD//narV//holE//cysW//gapC//pspD//lptE//dedD//zapA//holA//ppiA//cysA//pgsA//prlF//smrA//intS//rpmC//argP//nusA//deoD//trpE//rutE//yibF//ebgA//frdD//ycgB//waaL//pgm//gstB//pyrB//infB//fdhF//ygdG//relE//lolB//gltP//yidZ//dadA//fecB//lhr//fau//mqsR//prmB//uspG//mazG//uxuB//moaE//tatE//holB//trxA//glnQ//ptsH//trpC//blr//dinI//rbfA//sgbH//menF//clcA//tdcA//rsmE//scpC//pdxY//mdlB//dapB//hcaB//ybaL//tmk//rpiB//ynjA//hofC//ubiE//yggX//dacA//ugpE//cbtA//yraR//gltL//dsdX//ycgR//mlaF//ykfM//thiM//tqsA//purN//gntK//hslJ//mrdB//aroL//yqiI//uspB//frlB//hsdR//sodA//greA//feaR//ghrB//hycA//elbB//mtnN//nrdG//fdnH//umuD//higB//hcaC//amtB//mltG//tdcD//aidB//ydcI//agaB//yegT//flgM//yfiE//phoP//yphD//gstB//sbp//waaF//dps//yihW//afuC//tauC//torD//mazF//arnB//cobS//alpA//ubiC//mhpB//yfeX//moaA//tufB//znuC//blr//dicC//ddpA//ompW//degQ//rclB//yafO//ratA//ghoS//yjbE//prlC//cysM//artI//osmY//atoB//pflC//casC//dnaQ//crcB//nepI//tktA//rusA//malF//dmsC//rdgC//paaH//sodB//trxC//insI4//ytfP//ycgV//kduI//glsA2//glpB//idi//lptC//ydjK//mdh//rraB//nuoB//bioC//rpiA//ycdX//gatA//seqA//gltI//yfiR//aroK//citG//ilvL//yjjI//rlmM//fbaA//yghU//ydcZ//mutY//agaA//hisP//paaF//yhjB//stpA//bglH//thiI//cyoE//phnJ//ubiF//lspA//tdk//yeeO//mog//yphD//puuD//aphA//aidB//elfC//aspC//yciV//rdgC//ligB//pckA//tsr//tsaE//yjiA//
GO_0019242_6	hupA//
GO_0019243_7	marR//murD//fepE//rlmG//murB//bioB//gstA//ybgP//ftnA//rfaE//valS//yraN//tauB//rlmN//dgkA//ihfB//yddL//uxuB//grxD//agaB//dinJ//setB//rna//alsB//
GO_0019249_6	yhaM//
GO_0019250_7	add//
GO_0019262_6	yqjH//nirC//yghU//yibH//ybdM//treB//metR//
GO_0019264_7	polB//
GO_0019272_9	aroG//ariR//
GO_0019284_7	tehA//slmA//cas3//
GO_0019285_5	lpcA//lacZ//
GO_0019288_6	ynfE//mcbR//ygdG//fumC//
GO_0019290_5	yqeF//yggN//ssb//yagF//luxS//lasT//yadI//hrpA//
GO_0019292_8	ydfG//
GO_0019294_6	rsmG//zapA//rsgA//gltB//
GO_0019299_6	gloC//cmoM//casE//dcyD//envY//malS//yjbH//
GO_0019301_7	argK//gpr//aas//gapC//entS//sutR//clsB//
GO_0019303_7	yeaK//bioP//
GO_0019305_7	ybiJ//
GO_0019309_7	amtB//
GO_0019313_6	clpB//ycgB//znuC//
GO_0019314_7	rpsJ//acrF//appY//
GO_0019316_8	rsmH//dgoK//aroP//
GO_0019317_7	yphB//nuoI//yidE//yehP//aspS//uspC//
GO_0019318_5	yegD//rdgC//dgoA//cdd//rcsF//glnD//asd//nhaR//envY//rcsA//prs//dtpC//frdA//tdk//abpA//eutR//rpoA//rimJ//lplA//ybjX//rfaE//ccmF//hipA//ravA//ynfF//mscL//clsB//purL//waaS//ulaC//dadA//nagZ//trmB//soxS//ydgA//ldcC//xylF//dcyD//yiiD//mlaB//csrD//yeeA//dhaK//yjhP//hyaC//yafE//
GO_0019319_6	manA//gntT//yfgJ//ulaG//baeS//djlC//yagJ//avtA//thrS//nadB//
GO_0019320_6	yibA//hcp//ydcZ//rpsS//hyaB//fimI//ribF//rffH//pdeD//ddpA//epmA//btuB//ghxQ//malX//flgH//cbl//rclR//idnT//yjfP//ycgB//yqgB//yqcG//tehA//kdgK//yedL//tus//frdD//
GO_0019321_5	entF//yihW//ybiX//metB//ulaF//ahr//tldD//amiC//yjjQ//fimF//pspD//setA//ubiI//cptB//menE//cra//paaX//fdoG//lpxH//frc//gatY//rhaB//vsr//dgcN//ilvE//
GO_0019323_6	argO//ychO//alaA//sgcE//pgm//dsdC//sapB//yedP//astB//prfC//cadA//pdhR//tnaA//rffM//fdoG//tdcD//ynjA//xylH//
GO_0019324_6	pdeL//ascF//yhjD//hcaE//folX//
GO_0019326_4	fliT//rmuC//
GO_0019336_6	ynaI//xylB//
GO_0019343_8	rnhA//
GO_0019344_7	bepA//metQ//maa//fetB//coaE//yggW//csgA//
GO_0019346_7	folX//
GO_0019353_8	rsmC//ompA//hslU//adeD//
GO_0019354_6	rnt//
GO_0019355_8	aroA//yadM//ybiS//metC//yidH//
GO_0019359_8	pdxB//fiu//nimR//rapZ//glpD//puuE//lolE//hxpA//oppC//pstB//fis//relE//yadM//ltaE//rhaS//hlyE//fabG//tatB//rdgC//ibsA//yadK//frwC//ilvN//crr//lpoA//yibA//csiD//ybiT//
GO_0019362_6	ecpR//spy//nrdG//ydjJ//arcC//cspD//ampG//caiE//frmB//cadA//ygbN//fixA//yehD//lasT//casE//sucD//glsA2//allB//ftsZ//mdtP//nrfD//rplO//amtB//ybiH//mglA//yahD//ibpB//cyoD//kdpF//hicB//bglF//yfbR//sgbU//oppB//gadA//ppc//intE//fadH//
GO_0019363_7	dinG//curA//ydaV//rutB//cbl//ftsY//argT//cheR//yejE//hisQ//metL//kdpB//recR//sucC//dmsB//flgA//moeA//yhaJ//pabA//atpB//gsiC//panF//afuB//hscC//rcnR//yjeI//araH//cusB//
GO_0019364_7	ydhJ//
GO_0019365_6	maeA//araE//eutK//dgcJ//
GO_0019379_5	arsR//
GO_0019380_6	rpsS//fbaA//mfd//proA//hslJ//
GO_0019388_7	gutQ//msrB//yjiR//dcuD//ttcA//hyaC//ptsP//yieH//
GO_0019389_5	hofO//
GO_0019391_6	sufB//
GO_0019392_6	bioH//ybjC//fieF//opgE//
GO_0019394_7	ynfH//ilvH//eamA//lasT//
GO_0019395_5	kdpC//yggE//atpF//thiD//yggW//wzyE//glnQ//ybaT//garR//serS//erfK//leuO//nrfB//mdtM//soxS//rpiB//ybiY//dgt//osmF//panB//
GO_0019400_5	srlB//nikD//trkH//hybG//rclC//glsA//yjjG//eutB//feoB//ybgQ//degS//
GO_0019402_7	tynA//trmO//
GO_0019404_8	uxuB//artQ//
GO_0019405_6	fruA//crfC//ung//trpR//hcaT//rplI//lptE//lptA//artP//glmM//
GO_0019407_7	ydbD//lsrC//focB//yohC//
GO_0019413_6	ydjK//yibT//
GO_0019419_4	ydeP//ybjD//
GO_0019427_7	ygeV//
GO_0019430_5	mdtI//ssuB//moaB//
GO_0019432_7	yghB//
GO_0019438_5	ydjJ//ldtA//yedF//kdsB//dmsC//yraH//csgA//bcp//hyfA//ulaB//gatC//tcyL//soxR//eco//tnaB//rbsD//gadW//ihfA//eutA//mngB//rlmF//yieH//ahr//bglB//yhbS//opgC//radA//endA//phnJ//selA//creB//rplS//ilvD//dauA//djlC//btuR//ldhA//mdtD//rpmE//tdcB//gpt//sucB//rffH//leuE//ibaG//gstB//nlpI//waaB//ymfK//kilR//yifB//pspD//yedX//hisS//mtr//rimL//glk//hybF//symE//entB//leuC//yahD//tesB//crp//yeeA//mepH//greA//putP//sgbU//metC//ccmF//yphF//fimD//atpG//sodC//xylH//nanK//mtgA//mlaD//uspG//asnA//cvpA//kch//elaB//vsr//torZ//ccmF//ydcS//treA//cfa//lrhA//waaC//flgG//insH-6//uxaB//yeeL//rseB//ybjN//yraH//dmsC//yijE//mlaB//hinT//ybcM//ygbN//ibsE//dsbG//lptG//hofC//garD//ubiE//tolC//acpT//rsmF//ymgA//ibsB//mhpA//rlmH//ydaN//holC//mdtG//rplR//mreD//bglH//ttcA//pabB//yjhB//spoT//mtlD//sucD//eco//suhB//fecB//ratA//fbp//yqcG//aceB//rsgA//yibA//yehC//caiB//yedA//casA//yghU//yhjD//ubiB//thyA//fbp//kduD//uhpA//pta//yraH//hcaR//yggN//rpiA//cynT//clpX//ynaI//gspJ//uvrC//seqA//ynfF//yphF//yhjR//napF//alsK//mrdA//nanT//kefC//atpF//moeB//ynfL//nanK//yhjC//yphF//afuC//cheB//cadA//idnO//dtpB//yijO//trpD//dadA//cysW//yagG//skp//yggN//hisG//ibaG//rpiB//hypT//yfcV//cspB//exuR//aas//fbaA//cspB//tsaC//cysA//yajL//malS//epmB//pdeH//intE//mdtP//mdtF//btuE//dkgB//fdnI//glxR//mrdB//cra//fucP//bipA//viaA//trxA//potC//ribE//fucA//selA//ccmA//rpsM//ydiB//lexA//insA-1//btuR//trpL//xylA//icd//mltF//ychF//ada//lsrK//mgsA//elaD//hsdR//lapA//deoC//ahpC//ybjI//ydfK//parE//mdaB//soxS//yiaT//hypB//bamE//waaQ//tap//rtcB//ygdG//glgP//alaS//yeeY//fimF//lyxK//waaP//priB//yfdC//sutR//yagU//waaG//rpsP//tas//yehB//mntS//dnaG//moaC//hofC//nagC//ydeM//yahD//kdgT//arnE//rof//ydgA//envC//ptsI//wecE//glpC//waaC//cutC//rpnD//rlmE//nrfD//fryC//diaA//purC//frvR//tauA//ccmD//fmt//nlpA//yihT//yajR//nusA//ymjB//cyoD//ykgF//wzzB//tsaE//yafQ//fimA//pyrB//gcvR//cspG//hslJ//sgbH//ligB//rpmC//nagD//tauA//yihP//napA//dapF//yphB//crl//yaaU//rpiA//mntS//rlmE//alsE//murJ//rimI//ychF//ydcI//fre//marR//yhbQ//orn//glvC//rdgB//cecR//argO//kdsA//queA//dnaK//nac//ppiC//uvrD//cheZ//zapB//xapB//rsfS//yfdG//ybhR//
GO_0019439_5	yihL//uhpT//holE//ymgF//ibsD//aaeB//sgcR//nrdI//bisC//hcaB//thiL//dgoD//rbbA//ydiZ//alaS//tsaC//trmD//mqsR//leuA//xisE//dhaM//clcB//rffG//helD//atoB//yoeE//yeiG//aroG//rutA//suhB//cbrA//yjhI//rsuA//garL//cueR//yafN//prfC//yceO//rhaD//sufA//ygaV//nth//sodC//puuC//nrdA//proS//arsR//rcsD//epmA//ccmH//poxB//xerD//mocA//yciE//ydeP//xapA//hslO//ybaM//hybD//hokE//cynX//ygeR//rlmH//yfhM//atpC//malP//gstB//ydcI//kdpB//rpnA//cmtA//kbp//mltC//hyaD//kdgT//aceK//hupB//yieE//frwB//bioD//pal//dxr//ydjK//ftsW//ascF//hprR//higB//mreD//puuD//dgcE//tus//curA//ibaG//pdxY//livH//pdeH//mipA//mipA//citC//yraR//yahB//uvrD//yeaG//kefB//cyoA//yieK//dnaE//mngA//thiC//
GO_0019447_8	mpaA//
GO_0019448_8	waaJ//
GO_0019450_9	glpB//
GO_0019464_7	rayT//aroC//agaA//coaD//
GO_0019478_7	pbpC//aroD//ldhA//ycfL//
GO_0019480_4	argB//
GO_0019509_7	opgE//
GO_0019516_4	ybcC//idi//
GO_0019520_5	ybeY//nrdA//fliG//yehD//tcdA//dauA//sfsA//phnM//tusA//uidR//cysQ//lysO//msrP//casC//uidR//clpA//
GO_0019521_6	sufD//amtB//emrD//umuD//
GO_0019522_6	phnJ//
GO_0019523_6	yqeA//sucD//betI//
