#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aroK//tusE//hybF//yebQ//
GO_0006886_5	mdh//yedF//nac//mazF//asnB//rnd//sdiA//oppA//dpiA//phoR//tdcG//
GO_0006928_3	menA//yihR//ftsE//selB//pal//gabT//ulaE//helD//elyC//hemD//cdsA//cusB//mdtA//lamB//hyfA//insI4//serB//frmB//csiR//yiaB//ispB//purN//yagG//hyaA//ibsE//yaiV//yhjG//pgpC//mtlR//yjhP//ydcT//trmI//rhsD//sdaB//mnaT//uxuR//yjhG//ycbU//clsC//clsC//ybdN//prlF//intZ//artP//
GO_0006935_4	eamB//holA//alsK//ispG//aroK//dauA//rplA//motA//rapZ//yiaU//epd//yqgB//gsiC//prlC//mntR//dbpA//
GO_0006950_3	plaP//pdxY//yqeF//endA//katE//dgoK//pdeF//garL//puuE//ribD//gabT//intZ//cueR//perR//ynfH//rimJ//manX//sapD//folX//yphB//wzzB//eno//gcvR//poxB//fabH//yfbV//uvrD//rhaB//dhaR//rsmH//yfdR//murC//selU//mipA//wzzE//rfaB//yfcV//dsdX//murC//tauD//yneE//livG//narJ//ubiX//atpD//cusF//sgbU//malE//aaeR//mdtG//yafQ//phnL//rcdA//yfbS//hokB//tufA//ompA//mocA//phoQ//menF//ygfZ//yhjD//frmB//ybgP//secF//opgH//insI-1//mlaF//tsaD//arfA//iscR//frwD//hemB//ugpB//yhjD//yfjV//queA//mcrA//aldA//stpA//trpE//sdhD//wzc//lepB//yfdC//murI//eutK//gspE//thiP//gpsA//accA//dcuA//acrA//yjeH//narH//yfeX//fre//htpG//alr//paaK//thrB//ycaO//rhaR//mprA//syd//glnQ//recJ//yjfP//ychF//tdcB//pheP//narK//chbB//dtpB//eptC//ygaZ//rutR//frmR//yhbQ//iscR//yfgI//cpoB//bdcR//endA//fhuD//glcC//hldE//yiaU//cycA//fdnH//yfcA//yceK//rlmJ//feoB//aroB//waaB//rarA//tsr//yhhY//nemR//nrfA//lsrK//pdxK//mhpR//rraA//yijE//ugpB//agaV//crl//yjhG//flgB//tktA//sdhA//mazF//tdcD//yjiM//nrdH//phnG//ptrA//glmS//ypdB//comR//cusF//hdfR//mdtF//yfcR//yeeA//bioC//lpxM//mepA//ddpX//rtcB//pstS//mltF//rrrD//arnB//ubiH//ymfK//rplK//uidC//sspB//csdE//rpsB//yieL//trpC//tilS//paaZ//dsbC//ydaC//yfbS//rlmH//tpiA//yihW//yedF//puuP//ade//nadK//queC//csgE//tdcC//xisR//citX//yegT//queD//maoP//yiaJ//gyrA//yijE//nemA//higB//relA//cbl//wzb//uxaA//flgJ//recT//deoA//pspA//intF//ybhG//hycH//ybcJ//hemE//yojI//rayT//wrbA//rfaB//puuR//ybeY//ynjD//moeA//garL//selB//hofQ//acrZ//yjeH//yqjI//hypB//mhpB//rpiB//yiaA//moaB//yebK//rbfA//hybO//lptF//ybjD//ykgO//carB//aaeA//paaG//yphF//adiY//potI//dmsC//fliS//yciT//hcaE//rodZ//ssuB//ybjX//gatC//glpG//mrdA//lysR//iraP//recJ//aroK//trxA//yqeA//metR//hslJ//hycB//pykA//recF//insH-6//hns//sucD//yehP//yhaJ//dpiB//sstT//clsA//hycI//ykgF//rimM//prfC//flgF//rrrQ//yhbQ//recO//murB//wcaC//yihR//sdaB//ymdB//degS//hemH//glcF//tolB//suhB//ridA//hisI//pabC//tatC//lon//udp//argP//znuA//ybbN//lsrK//gntP//betI//phoQ//dacC//oppB//emrY//ybhS//rihB//nfo//dkgB//eutD//glnD//pckA//cyoD//mppA//ppiD//perR//yhbQ//ybaT//yjaZ//mobA//dcuA//gmd//lipB//aphA//yfgO//hicB//waaY//yojI//fmt//ilvD//nudC//nagE//clpB//rplO//hcaD//rlmM//yafN//yieL//rcsA//fadK//afuC//napC//ddpX//yqaE//ibpA//nrdE//hisG//caiB//csgB//araD//fur//helD//hrpA//amyA//yjcE//sutR//ychO//ykgO//ydjH//pphB//rapZ//mhpR//hslV//galU//garD//aqpZ//bcp//mioC//yagJ//mscK//ygeV//yphB//pnp//ghxP//yneE//amiD//tusB//rseC//rbsB//xerD//ompL//uhpT//uacT//napD//serB//yiaT//nei//narZ//waaY//fhuB//gppA//yjaZ//ldcC//yqjI//ybaQ//ppiC//opgD//yjcE//fimD//scpC//uhpT//mhpR//mdtL//relE//potD//bamA//dinB//lrhA//gcvA//torR//solA//hrsA//yqgB//cadC//cheW//ubiF//fucI//yhfK//uacT//cpxR//ynjA//yobF//arsR//yahN//dgcZ//bfr//kdpD//potD//selU//spy//mlaC//rcnR//ssuC//mmuM//aas//yebC//tyrS//ghxP//mntR//secM//rlmG//ygcO//cusB//gluQ//uvrY//xapR//rhmD//rpmB//bcsQ//entF//nrfD//mrcA//moaB//yajO//yhgH//lsrD//hisG//spy//tyrS//dnaK//hisS//nikE//dnaB//ygbM//mglB//gatZ//murF//ybhG//ubiB//etp//
GO_0006952_4	alsE//ettA//sodA//accD//viaA//pphA//glpB//fecB//rhaM//malS//mhpA//rpoH//
GO_0006970_4	topB//narQ//eutD//csgG//pheA//opgD//sufS//rpnA//artQ//cytR//envZ//erfK//hemB//rclC//cbl//cspA//yfiC//yeiE//yihX//xerD//insF-1//fdoG//pgk//mak//skp//dicA//ybiO//raiA//rhaS//agaC//nadK//narQ//paaE//hycI//dppF//pspA//parC//pheM//
GO_0006972_5	alsC//ibsB//malG//yfdO//ymfA//glpT//rplB//rihA//ybbW//ibpA//rssB//rplN//tehA//bamD//
GO_0006974_5	plaP//paaE//rpsL//rpnB//pitB//alkB//potA//mdoG//menH//nrfC//puuP//aphA//cysI//ybbN//holD//paaZ//frlB//cusA//rzpD//slyA//tdh//lldD//ackA//phnM//gutM//dkgA//yraN//nlpI//hybF//treF//mliC//tadA//fhuD//fecD//gatZ//purT//ynfL//caiE//glgS//dcuC//rmf//recB//cpxA//mliC//garP//purN//ydhJ//dedD//nagE//hdeA//rof//eutD//potC//ompL//nirD//atpA//yjbF//phnH//ybiT//yahI//torD//rpsS//lapB//metK//dppF//clcB//entA//lpxM//higA//lpxT//dtpB//hemL//hemG//tusB//yqaE//pstC//ybeF//ybcJ//dnaT//cysD//mntP//yfeD//rhlB//mraY//arsB//fadH//yihS//higB//ruvB//mtlR//hxpA//envY//lysA//lhr//baeS//pnuC//lptG//fixB//hemD//tgt//pspG//efp//mdtD//mngB//ubiC//yqiJ//dsbG//bglF//yjaA//serA//rplY//hchA//ygeR//holB//mepH//ldcC//rutD//ydjJ//purT//ydeT//yiaB//xapA//yhfK//sad//trxA//mutS//ftsN//pbpC//folX//setA//frwB//nrdB//mutL//rplL//lhr//mmuP//norW//yeaE//bacA//yhjX//entC//glmU//proV//nrfA//phnG//nemA//dinD//yciH//emrK//ubiC//bolA//arsB//fepB//ynfH//argE//yoaB//trkA//tdcE//trkG//ybbY//fdrA//rssB//ulaD//ybcM//yfaE//epd//accC//dcuC//nagK//iscS//ybcL//fkpA//kdgR//mutS//rmuC//trmI//fucP//cheW//gatD//sfmA//phr//lptG//fbp//mcrA//gudX//yfdC//nikR//mnmA//leuE//yjcS//yegV//apt//gatD//rcnB//btuD//wbbK//tpx//yiiE//rnd//astB//ccmG//yagE//mug//rpiR//hpf//yhgF//trmI//fabB//rlmE//slyA//yadI//entC//ahr//ykgO//lptA//xylR//torA//waaU//ompG//iscA//yadG//yhgF//yqeA//phoB//cbpM//thyA//yfbR//murG//rnhB//comR//cmk//mnmG//gpr//fau//yidA//rplR//lptB//fucK//waaP//rbfA//ybcJ//malY//nhaR//norV//tyrB//ftsY//
GO_0006979_4	cysP//malZ//lysU//fucK//ytfT//tatC//qseC//idnK//rcnB//moaA//yeeY//ccmA//aroG//sufE//dsbB//ypdA//bluF//hscC//yebG//yiaN//phnN//cmoA//nrdR//ccmE//agaR//sgrT//idnT//ypdA//zipA//nuoL//tesB//aroL//ybhR//yhbO//aroG//citX//acpT//moaE//bioH//hipA//yajD//ugpB//pepB//def//garD//rfaE//hemF//recX//cydD//dapD//tcyJ//yddM//msrA//agaI//nrfB//caiD//eamB//rpsN//lgt//ydhK//xapR//gpmM//otsA//recD//rplS//treB//cobS//murG//manY//rplT//ybbN//tcyP//sspB//csgD//rhaT//yddA//tnaC//epmA//argF//gloA//speA//ldrB//dapD//hofO//rppH//lipA//
GO_0006986_5	pykA//rplI//rutA//yggW//ilvH//glmS//
GO_0006995_6	glsA1//cusC//
GO_0006996_4	adiC//ybjG//dgoA//aroE//ycfJ//dnaC//dhaK//opgD//ubiH//yfeO//kbp//trpA//ilvN//gadE//yhcN//cysN//clpB//emrE//adeP//secF//dkgB//galU//hycI//yciK//rfe//ycgR//panC//xylB//rcnR//rpiR//ycjQ//tabA//yjgX//ispU//fsr//rclB//yafO//aroF//murI//
GO_0007010_5	nanT//
GO_0007059_3	rfbX//yadI//dinD//hdeA//yehB//hemE//secE//alsK//torR//trxA//
GO_0007062_4	holC//eutB//hdfR//sgcA//
GO_0007154_3	moaA//phoP//pckA//thiP//thiE//nagC//hybE//intA//tauC//mdtK//ynbB//ahpC//waaG//sfmH//ynfL//ygeR//fucI//ytfT//dbpA//mltA//yidA//sgrR//ftnB//sdhA//narG//iclR//pdxK//ygcO//mtnN//ydeP//ybjD//mdfA//rssB//dhaM//arnA//yeiE//ygbM//dctA//glpG//ygeX//lptG//nadK//ynfK//torC//barA//glyA//pldB//dcm//glpG//rspB//mltG//rpmG//sanA//exbD//kdpD//
GO_0007155_3	malI//potG//hypF//rho//arnF//rbsR//erpA//suhB//phnG//baeR//mmuM//yjeI//rplB//cyoE//dadA//frlB//iscR//mdtN//zraS//kup//hybB//hyfF//cmoM//agp//brnQ//dcuC//elaA//gntK//dps//sufD//prpC//hflX//ybhG//znuA//yagE//
GO_0007163_3	narY//
GO_0007165_3	yejF//bglJ//uspF//insI1//pdxB//srlD//prlF//flgC//iscS//kduI//emrB//csgD//cspI//thrS//xylR//gnsB//ypdI//pheS//kdgK//xylB//rsmF//rimM//prpR//frsA//yfiC//yieH//ldrA//eutK//hemE//dcuS//fecC//acnA//yqaA//alsC//kup//hmp//cueR//flgE//secF//marA//menH//glpA//bdcR//hcaB//cysM//secE//rsmC//lipA//mutY//lpd//yjaA//htrE//scpB//proW//bcsQ//ribD//nagA//speG//ddpA//glpF//
GO_0007166_4	yiaB//hisS//pgm//rsmI//
GO_0007215_5	rspB//sgcE//sanA//minD//
GO_0007231_4	ybgQ//
GO_0007234_5	tatB//
GO_0007267_3	yiaF//cspA//
GO_0007346_6	hslU//yrfG//zraR//
GO_0007584_4	map//minD//amiD//yehA//
GO_0008033_9	thrA//yehA//csiR//rlpA//arsC//cbpM//nagZ//betA//eutB//tbpA//tdcF//ycjQ//bioD2//cyoD//thyA//iraD//yrbG//mhpR//hdeB//ortT//putP//cusF//fucP//ycfL//rfaH//ppiC//fhuC//yehZ//ftsN//rhaR//aroK//hupA//ynaE//ribA//bamA//galT//yhiM//ompC//yddG//bipA//fau//pgsA//dgt//ompF//gabP//nagZ//cusA//yagU//dcyD//nikD//yjiX//mdtJ//add//yddG//ilvA//rlmL//
GO_0008104_4	bglA//rutG//norV//rplE//fliA//infC//recE//bluF//yafE//mglA//aqpZ//ddlA//cstA//yddM//fixB//rfaE//sgcB//asd//fhuD//flgI//zupT//tynA//ypdA//glpF//tyrB//hisM//rpmC//ygbN//glk//ygaV//ymgF//minE//hyfA//ispF//chaC//ytfR//mdlB//yqcC//rutR//fadE//maeA//rplQ//murC//yfcQ//psuT//nlpA//prmC//rpiA//rnhB//
GO_0008156_8	alsK//dnaE//cheB//arnT//citT//soxR//
GO_0008202_5	purL//
GO_0008206_5	hyaB//
GO_0008213_7	hyaD//hofC//livK//lapB//napC//mtr//yegS//rcsD//
GO_0008216_5	aroE//dsbD//ghrB//
GO_0008219_3	xylG//yibH//arnD//prpD//rpsB//rraB//rimO//yjbH//glvB//yaiP//rrrD//rplF//exbB//mgsA//rnlA//
GO_0008272_6	allR//ypdF//yihR//ygcO//hyi//paaF//ykfM//
GO_0008295_6	ascB//eptA//fliS//
GO_0008299_5	purC//obgE//frvR//bfr//yiaF//dhaL//
GO_0008360_4	gyrB//napF//mnmE//yfaU//sbcD//nlpI//wecC//accB//xanP//insB-2//nudC//fruK//arnA//bglH//alsB//ycjR//
GO_0008361_5	nupG//ibsE//gcvR//lpcA//serS//
GO_0008380_8	idnT//
GO_0008610_5	yfeO//bglX//mrdA//pntB//rpsE//ybfE//dgcQ//pagP//nusG//ychO//ybaO//nhaB//hypB//kbp//ynbD//rapZ//rfaG//patD//rzoR//rapZ//brnQ//tktB//yciF//hflC//agaB//elfD//ycfS//tbpA//yddM//nadK//rutD//nuoM//waaJ//waaP//cydD//chbF//ahpC//cas1//prmB//pgaC//citC//puuC//pdeR//rlpA//gloB//slmA//yedP//rimO//rhmR//nemR//glpD//lacZ//rsmB//rpoH//alaC//nanE//ycfL//bamE//secM//waaQ//intA//preA//sgrT//agaD//ybiI//galU//gutQ//
GO_0008614_5	cnu//udp//ulaE//yahD//yfcA//dppB//ais//
GO_0008615_6	hscC//yciF//uvrB//patD//yfiF//ygiB//bipA//
GO_0008616_8	melB//sfsA//pflB//rpmC//adiC//nlpD//mrr//
GO_0008617_9	xylH//
GO_0008643_6	mdaB//grxD//mpaA//ybhS//yfiC//evgA//nrdA//kduI//frdA//perR//lgoT//aes//ytfQ//phnK//ybgQ//rbsA//livG//mutH//dtd//trpR//mdlA//polB//yhjR//ybbW//msrA//narL//xylE//zupT//mhpA//mutH//cheW//yedX//sixA//yraJ//fadI//sbcC//priC//gpmM//idi//frmA//metR//glmM//glnK//lit//yfcA//yejA//yigL//gadB//hypT//yhhZ//queE//ubiD//cysH//hyfF//ubiI//gltL//cdaR//ygaZ//valS//tauA//cbtA//kefF//mppA//afuB//rhoL//pepQ//hdhA//slyA//sucD//alaE//uxaB//secB//malG//ypdF//rnlA//recO//yfjV//hexR//ykgA//rpsA//rhaR//yhcF//ggt//hycB//dapD//lsrC//hdfR//rplK//ulaA//yhhZ//ymjB//msrQ//glnK//pflC//entH//hemF//eptC//argF//elaB//mntS//ygbI//pspG//emrK//eutB//puuR//yfdG//eutD//glyA//gcvA//aes//yoeE//yebK//ygeV//endA//
GO_0008645_8	gadC//gutQ//arnD//cmtA//yehW//iraP//fiu//lsrD//dxr//lnt//mipA//yjbB//gpp//glsB//yhjC//gpsA//chbG//garL//lysA//ccmH//rhtC//eutA//exoX//prpB//
GO_0008652_5	sapA//chbR//yfdK//adk//ybeQ//clpB//ydcT//hypT//hsrA//ompL//poxB//ybiY//ais//rhaA//puuA//sapD//hybC//symE//cysP//aroC//hyfA//pepN//cyoD//gntP//rplQ//tap//argK//erpA//feoA//mscL//gutM//proX//yddG//tsaB//feoB//dinD//atpF//baeS//priC//plaP//malP//pal//tktA//rof//pepT//yneJ//gltI//intF//seqA//mglB//aldB//yjcS//bamC//tsx//kup//crcB//xanQ//cysP//phnG//aaeB//lhr//abgA//mepA//cptB//degS//znuA//cpdA//ynjA//hupB//higB//gyrB//metF//alsC//dacC//deoR//hybG//folD//bamA//alsK//sulA//add//rffM//nagD//relB//napD//gloB//zraR//ispU//ybfE//pflC//bioC//insA-2//cas2//ydeM//uidR//ugpB//proQ//gatD//metQ//ycjR//yfhM//lolD//yceO//ykgO//bhsA//ivy//tap//rng//yjcS//flhD//flhA//sodA//hisC//tolQ//
GO_0008653_5	ssuB//speD//hcaC//nlpA//mdtI//mrcB//yadM//aroF//rbn//napB//waaG//nagD//lldP//
GO_0008654_5	pflB//glpF//xseA//sugE//argR//ispB//tdcE//yfbS//rlmI//yjcE//mlaD//sucA//hdeD//insI-2//glnQ//emrB//higA//uxuB//allD//evgA//sppA//yjbH//yfeR//csrA//hisQ//cspG//yddM//mdtP//pgi//tolC//plaP//sapA//elfC//dhaL//bcp//
GO_0008655_5	puuD//artP//dgt//ygbI//artJ//pdeR//bssR//
GO_0009050_6	tar//uidR//
GO_0009052_6	rfbC//msrC//afuC//pepB//kdsB//ybdR//der//
GO_0009056_3	murE//rfaE//mtlR//tusA//nac//codB//yjjW//metQ//nfo//zraR//ymfA//ybjI//lldD//murA//ynjA//elaD//era//yfiF//clpS//amiD//proW//rimO//hipA//sdhA//yfiR//hxpB//srlE//decR//adeD//lpxP//mdlA//arcA//insA-1//ubiI//rpsR//nuoG//ralR//yjjG//nrdI//amyA//alsA//yghU//dcuB//panF//glpR//ybhJ//ratA//fhuD//insA-1//srmB//skp//rhmR//narG//tolC//ycbX//uspB//rplA//aroA//fpr//ybgQ//tadA//hokB//yccS//ghoT//pliG//allC//sbmC//fabH//fadI//adiY//soxR//rluD//dfp//panC//hflX//lexA//gpsA//puuC//gatA//skp//uxaC//fdnH//tauD//aroP//rtcR//dcuB//queG//yneJ//radA//aroK//tolQ//waaQ//nikC//intF//ppk//gatY//bglF//ddpX//fadK//purB//hxpA//lptD//tsgA//arcC//baeS//mdfA//xylB//iap//ydhC//acpH//hisH//trmL//rfaH//poxB//zipA//pdxB//cyoD//yjbE//hybG//rffM//asmA//ybjD//nuoI//argO//ymfA//yieF//caiT//thiD//rsmB//ubiD//dhaL//pgaB//hycA//nrfD//eamB//emrE//gspF//mrdA//degS//nikC//ybeF//ybhI//ygbL//ihfB//dapA//cdgI//lpxK//pepB//ybcM//malF//accC//rcsA//msrB//paaE//ykgF//atpF//rlmD//bssR//srlA//frr//ycfH//bcsQ//wrbA//mhpA//caiT//dkgB//ydeT//cysI//dacB//yjaZ//ymjB//fbaA//alsE//yjjW//mepM//yohD//panC//syd//nemA//narI//thiC//caiE//sdhB//rhtC//opgD//agaW//mdoD//yfeX//sdaC//argE//efp//murP//rsmF//ubiA//yciA//mhpT//yigB//uxaC//phnI//cbtA//puuR//folP//yfeR//gloA//trxA//fimE//csrD//ybeF//tyrS//phnI//yddM//gcvH//yjtD//yphD//dosP//lpxD//yfiE//dinQ//betB//ydiF//gcvR//galM//nrdR//radD//rpnD//leuS//mlaB//fadR//cysC//ypdB//purN//bipA//yihQ//ompL//ykgA//dgcQ//cirA//rna//atoS//rmuC//leuB//caiB//waaH//fre//allR//yjiY//dgoA//otsA//lrp//pykA//mtn//abgB//minD//yagE//ymfA//clpP//uvrA//ydiO//yafE//rpsQ//fetB//tauA//proQ//nuoB//yehD//yfbR//dgcE//ydeO//bhsA//recX//yhfK//mlaD//osmY//rng//infB//yhbS//rpoD//gdhA//nusA//dgcT//pspA//eutR//kdsB//dsbG//yoeE//ybcL//ydeT//treR//ulaE//yiaN//accC//tolB//ansA//sufD//dctR//coaD//yqiH//yiaU//narY//rhtC//clpX//bamA//ybhF//grcA//trg//dkgB//dinI//guaD//yehY//ruvC//yhjD//chiP//dapD//degP//cysB//mdlA//ybiV//infB//lapA//glmU//glpC//ppiD//rpiB//fepA//abpA//gmd//arcA//yiaM//pyrL//yheT//yciG//surE//yadK//ccmG//glsA1//bssR//kdgT//yfcP//csgE//ygaH//rffC//yqiJ//nrdR//tehB//yihP//exbD//pntB//mdtG//soxR//treC//alpA//hybG//htpG//yhjG//ygeR//cytR//mtn//frmA//ycgR//yobF//ribB//ptsN//yaaJ//rluF//tauD//phnK//mepA//ccmD//narK//eamA//yidC//adhP//polB//gudP//modA//recE//rpmA//yqiJ//sfsB//sgcA//ilvH//yraH//malZ//thrB//ulaF//waaF//ldhA//aspS//yahB//gpmM//kduD//hha//intS//dsbA//rhlB//ugpC//rimO//ulaF//dpiB//lsrB//ribF//yiaT//tsgA//fiu//yehT//tdcD//rusA//mutS//ycaO//nmpC//yhfK//pstA//yjiM//yhbQ//yqeG//matP//
GO_0009057_5	ynbC//ycfH//ycjR//yifB//wzb//rnhB//intE//glgB//aceA//tauA//araA//rusA//fic//ybiO//sufB//sugE//ulaG//rpoA//hcaC//parE//accC//tabA//gadB//fixB//casD//sxy//yidK//rpsH//yjiQ//ompW//yiaB//cspA//helD//rhmR//panD//hmp//glmS//yiiE//rppH//glyS//uvrY//araG//ykgA//dppF//oppC//lamB//scpB//torS//secB//yieH//fic//ilvB//ychO//lexA//
GO_0009058_3	yjcO//yjhB//nrdH//yhaC//lasT//arsC//ygfA//yqaA//ybiH//ygaV//rhlE//kdsB//ycfJ//pepQ//yafN//rdgC//metR//trmJ//nlpE//yidD//elaB//ydcZ//sfmC//hcaD//yijO//artQ//cheR//fryA//yahD//ribD//eutN//rnt//hemD//sdhB//clsA//aroF//yggE//cho//pta//yagE//bfr//hprR//epmA//rpnA//ydcP//dnaB//gutM//rutD//bioC//insI3//afuB//nagZ//zntR//trpE//recG//yibH//gntR//yhiM//ydfG//yjhI//dsdC//rnpA//ybjC//ompN//ydiF//ybaE//narL//ygdG//hypB//pflC//rffM//hemA//cobS//xylF//mltA//deaD//melB//ispH//ycfJ//topB//yqeG//fimI//malZ//mdtG//pepT//mtr//tag//pckA//lyxK//narU//yciK//coaD//tyrA//yceK//norV//idnT//pdxJ//tyrS//kduD//epmA//secD//glpD//chaC//tufA//ydbK//flgI//yaiV//caiB//fur//oxc//sthA//ggt//yddL//mqsR//ynfK//treC//sucB//kdpE//fecC//lamB//insE-1//pmbA//rfaB//ftsQ//uvrD//yehU//argA//spy//glmU//glvB//bioF//hypF//casD//yfaE//ygbI//dctA//hisH//ulaB//rpsD//rffT//mgrB//oppA//napA//rfbX//nikE//cydB//ampG//paaC//clcA//lpoA//fimZ//ygbN//gltX//acpP//btuB//panD//nadB//mreD//hscC//hslO//bioB//ydiF//proV//rplO//dbpA//mak//pgpC//mdaB//yqjH//bioC//nanA//rplS//araE//rpsO//yeaD//pepD//ycjW//yidA//scpC//lptC//epmA//sutR//sufA//bacA//ybbW//crcB//iscA//ychF//rpoH//ydjM//dnaE//purL//pth//cpsB//cas1//ykgF//mgtA//mlc//gppA//znuA//murC//tmcA//sapD//moaE//fadI//fabR//yraH//yggD//essD//yfaE//waaG//dcm//glxR//fadM//fkpA//glcE//yahN//csgA//chbR//ddpA//caiF//cysM//bioP//rimL//rpsI//relE//abgB//mdtK//ftsL//artI//rpsP//arfA//ybiA//waaY//ynfF//selD//lacY//yhfS//araH//norV//casB//gph//fliZ//rffH//ybhD//ilvM//ydiZ//ilvI//yjjW//astB//menA//cdd//intS//xerD//amiB//ygcR//fimH//queE//agaR//yfaL//lysU//ccmD//udp//mdtM//ompA//dosP//hyaD//sgrT//fepG//ilvC//folX//waaG//dapD//ptrA//ribA//ribD//hscA//yejB//hslU//crp//ftsY//hemD//pinQ//udk//melA//ybbY//ttdT//flgM//yraH//psuG//yhcD//copA//yhbS//oppD//opgB//folE//murG//ynbD//ccmA//garD//agaV//smpB//ihfA//queF//narY//ybiV//panE//nfo//phnC//yneE//stpA//yqaA//yciK//dmsC//tldD//dkgA//msbA//yjhI//dnaG//deoC//ydcZ//narZ//envY//sbcB//yhfK//yciE//aroE//feoC//pldB//rsmC//perR//sgbU//essD//yfdG//aidB//aceA//fimC//ydiR//fsr//yjjI//astB//bglF//speB//artQ//arsB//ulaD//nhaA//frdD//yafC//cysI//mnmA//yadV//murA//hypA//dsbA//glnS//rcsA//tauC//yfiC//rmuC//alaS//betA//lacI//metB//hycB//cadB//abgR//frc//ubiX//aspA//yqeG//chbC//decR//lolC//rne//rsfS//dadA//menC//kdpF//rimL//xapR//treB//ybaM//rffG//gshA//mraY//ynaI//glcA//aer//qseB//sucC//srlA//rcsF//ansA//yciH//essD//yhdH//rlpA//lhr//ynbC//ptrA//entH//trpD//aroH//efp//adeD//fepE//rfe//glgC//tpx//ompF//flhC//mdlA//pitB//iclR//rbsC//ycfS//bglX//torR//smpB//cspB//alkA//lplT//tauB//ftsQ//flgK//recT//rlmF//yeaD//patD//dcuS//rlmJ//yciK//rhtC//frdA//recC//satP//yhaM//rsmF//rplD//rplR//rpsD//fumA//recN//thiL//puuC//gloB//fabD//ygfA//eptC//yhaJ//ybiX//serS//ruvB//ybaE//lsrR//acrA//zntA//clpP//ycjW//yehA//pckA//tolR//znuA//ynaE//nadE//gltS//rplB//poxB//gfcE//gapC//glcA//sdhD//bfr//ubiF//adk//ygeX//shiA//wzc//gcvA//ugpA//sbmA//pgrR//kch//bioH//ftsA//rapA//napC//idnK//yebQ//mobA//yrfG//purL//yfcS//ycjU//rlmG//ynbB//yehY//rfbX//ompC//pdhR//zur//rfbB//rsmA//gltS//lsrA//map//zapB//mlaC//ansB//yieE//yddA//napF//murQ//cmtB//mnmC//erpA//fepA//yfgJ//yihO//dsbC//bsmA//rpmC//tolC//grcA//xseB//gudD//mliC//holD//gltB//sgbE//mnmC//trpR//tufB//fabZ//yhdZ//arsR//yahF//yehZ//caiE//luxS//fadB//yfjR//yohD//fadR//ybiJ//thrS//grxD//nikE//mutT//eptA//yqjA//hyaD//rffH//glmS//iscS//rlmA//rlmL//nagD//sgcA//cysH//yqcG//ybjI//yjcO//ycbV//metG//galT//acrD//envY//ygiN//paaB//atpD//nfo//hdeA//abgA//hrpA//aaeA//tdcD//ybaQ//mhpR//hisQ//kdsC//bdm//trpB//fadA//mlaE//csiD//frdC//ynjD//tqsA//uxaA//nhaA//fau//fadK//preT//ybdO//ynbD//dld//evgA//queC//ycjQ//setB//otsB//yceD//fabR//ybcC//clsC//patA//yafC//yjcE//rlpA//fimZ//fepB//dnaB//ybgP//dusB//wecC//pstS//dppB//ypdF//yjhC//nagC//xylA//yihR//kbaY//thrB//rsuA//fimH//hisB//rlmB//yfcP//skp//allR//fepG//recQ//gloA//mdh//atoS//brnQ//sufC//yidQ//lsrR//nupC//modA//acs//hflK//nlpA//pheP//pitB//tpx//putA//yedL//eco//sppA//murJ//leuA//rbsD//lptE//phnJ//ptsI//sbcB//hisA//yegV//ygfZ//paaK//yneE//fdx//erpA//secB//ybjD//ibsB//relE//ulaR//znuC//lpxC//yfeD//ratA//ibsE//secG//nrdE//alsK//xapB//hisG//maoP//casC//alr//yidP//yciK//ydhK//nudC//yfhH//polB//pgi//dsbC//dadA//cueO//rhaM//zraS//ydeM//phnP//mgtL//yceO//yaiV//tyrB//miaA//mdtD//csdE//rplN//mepH//livK//ydeI//argC//yahF//csgG//thiC//rpnD//envY//exbD//hcp//wrbA//secM//uidA//cueO//yqaA//rsuA//napD//ygfA//yghO//intA//chaA//mglA//truA//ghrB//crp//rna//fliD//ygfX//sucB//dapA//yaaA//bsmA//hdeB//cydB//argA//add//iraP//cecR//tesB//ftnB//hcp//cysS//cysG//tdcE//fadK//dcuR//uacT//mocA//yebS//rsuA//ygbM//paaE//ycfJ//lpcA//mutS//rspB//ccmA//proS//
