#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lolD//fumB//chbC//sgcX//
GO_0009058_3	minE//leuE//yidK//rpmA//yidZ//ybiH//mraY//ycjQ//ybfE//alsC//yfeW//rimJ//pdxJ//orn//treF//acrD//pntA//entD//xapR//ygjH//narZ//eutR//ampE//acrA//yajL//yiaA//kdpD//acpS//mntS//yafS//glpG//pgm//fepD//lgoR//ybdN//ftnB//yihI//kdgR//opgE//purR//rsmA//pstS//bglX//fadI//rusA//fadR//pgl//yahO//mraY//cho//yoeB//crl//nuoB//acrF//pal//tdk//rcsA//tpx//intS//yeeA//pabB//sbcB//ycjW//trpL//cdsA//ycaN//oppD//lgoD//mfd//malE//fieF//narV//ftp//ybaL//rpoH//ubiC//clpS//ydcI//ldcA//mdh//ydiO//ybiT//yijO//proQ//ugpE//cysB//glcD//gatB//sapB//fetA//yfgO//nuoF//rsmE//malF//cspB//trpB//aaeR//mhpT//tonB//plsB//ytfQ//cirA//rplD//htpG//msbA//bioF//ytfQ//yojI//panD//pepN//recR//yggP//hypT//hisH//ddlA//yqaE//comR//puuB//lysR//gntK//topA//obgE//cysS//pdeF//phoB//nrfC//flhC//hemL//argD//dgoD//livK//rluE//yabI//yjfP//casD//cas1//evgA//hcp//yfaU//ftnA//uspC//chiP//gmhB//btuC//yddM//yfbR//lepB//ribB//amiB//fadK//cysN//ybiO//pepD//xanQ//rluB//birA//rnd//fryB//yjiR//potD//fimZ//pgk//glcD//fdx//ydeT//malZ//srlA//nudB//fecA//hypF//gntK//argF//pinR//metB//cbtA//bipA//ecpR//umuD//pyrH//speF//pdxY//insI-1//cynS//pmbA//umpH//yfbR//cca//rpnD//flgM//rhtB//recD//ftsI//nrdR//yfdC//yagI//ycdY//ulaB//insI1//preA//gltL//manZ//ddlA//dicB//gyrA//roxA//fadI//hipA//chpS//casC//copA//pdeR//rcsA//bsmA//lpxT//dppD//hemC//rna//baeS//ybhS//mdtC//rnhB//eutD//yaaJ//cbtA//aroH//helD//bamB//modB//atpH//yaaU//iscX//eamA//yidQ//yeeY//dgoA//sbcB//nrdD//mdtB//hisB//fucA//pepT//yhhY//acrZ//rsmE//araG//acs//eamB//argH//pphB//lldD//tdk//hflX//sapC//hupA//cspB//nrfC//envC//plsC//ispB//tsgA//metR//trpB//hisB//galE//rnr//pspC//dsbB//ydcM//hprR//soxR//fecB//hypC//ybaL//metI//lepB//yebZ//speF//hyaA//livF//yiaL//selB//yeeJ//dgoT//fadM//ydcI//cirA//secB//intA//pgk//evgS//hycA//topB//yiaN//mrcA//patZ//hypC//tatB//secB//ygiS//agaV//yieF//yecS//yjeH//fryA//rph//rfbC//rstB//dpiA//deoC//clpB//ruvB//ftsW//talB//glnP//cho//yqiH//yqaE//ubiG//garD//livH//nagE//hybA//ubiI//aspC//wzc//yjiY//mnmE//xylG//fetB//rpmB//fepE//fixA//rlmI//miaA//waaU//cysB//tyrR//hcaE//gntT//htpX//selU//fdoI//tsaC//grpE//nuoB//fucI//degQ//ttdA//yehZ//uacT//ybjX//rsmH//paaG//sdaC//puuE//nrfG//asr//msrQ//manZ//mqsA//ilvN//lolA//glrK//glmM//nhaA//yeeJ//sspA//mepM//mreB//fdx//cvrA//ykfI//kch//garL//adeP//citE//plsB//ybiT//ygeR//folD//yaaU//cysK//dicA//mdh//ydiF//ydiB//grcA//ykfM//cspD//yieE//sucA//rplM//glpX//tktB//paaK//borD//dtpD//baeR//waaQ//dacD//cas1//glnA//garL//ybjX//fucP//ybbN//metH//cysQ//znuC//cusF//csgD//ccmC//nsrR//xapR//hxpB//ldcC//djlC//malI//rpnA//ortT//lamB//gadC//torI//nanK//yfdG//uvrC//murP//sstT//opgE//tolQ//dtpA//etk//sufC//rlmB//ynjA//ulaR//yjeH//tar//nuoM//pepN//allD//bioD//ibpB//ybjL//satP//dnaG//atoC//ilvD//purN//modA//proX//ompL//ycgB//hycA//rutR//opgB//ydjE//rbsB//tig//rfe//nrdD//sufE//tnaB//asd//tbpA//nikA//kdpD//rpmG//dppA//yiaM//ynbD//mpaA//waaU//tusC//arnT//minE//metI//yjjU//ybcL//yafN//tdcB//ycbB//fic//iscX//cadA//hdeB//lasT//idnK//waaY//fepC//menC//gcl//yqhD//yggD//hflX//yqaB//prmC//ibsE//fdoH//yccA//secM//lptB//cas1//prfB//gatD//ybiY//rihB//ydcM//cdh//phnC//yjjB//hda//rplM//phoQ//frlR//nrfB//mltA//gph//gppA//insA-1//iscS//polB//cynT//argF//actP//paaC//fliA//phnC//fadH//lacY//apt//yfaU//ftsX//insI4//envR//rpsR//dppA//sixA//yfdG//hokE//umpG//rlmC//uraA//sad//nagD//rlmF//hdeB//potF//yhgH//rplB//yajD//thrB//yjjG//yccS//sfmF//opgH//tauC//sgcE//fdnI//rlmL//dfp//opgG//ftnA//rutR//etk//dbpA//rpoD//ydiP//ggt//rplK//ispB//ulaD//gdhA//pdhR//tdk//bfr//frvB//fhuF//yebC//fimI//glvB//ldtD//hyfR//zapE//yaaY//yoeE//malP//rplW//plsX//rpsN//fecC//secG//yihU//lsrC//yagJ//ybhD//xdhB//paaX//glgC//puuP//metC//waaH//kdpC//umpG//yidK//ettA//arnE//gcvA//ydhC//pgpA//eptB//rbfA//spoT//betA//pepQ//ddlA//apaH//glcB//higB//ybhG//cydD//uspC//yfaE//potA//waaU//mutS//glgX//alkA//trmJ//lysC//rhaS//yihQ//aceB//ndk//fimE//ahr//murJ//elaA//melA//alsE//accA//yjiQ//uxaC//kdpB//htrE//hisP//tdcC//kdpD//ydfH//alpA//gmk//gcvP//fsr//moaD//yqcC//kdsA//glnD//yfcS//pgk//mlaD//pfkB//narU//dgcM//frdD//yfhH//lpoA//panE//glxK//wzzE//ubiJ//gudD//frdB//opgD//pykA//barA//ridA//treF//umpH//mhpC//selU//sfmC//paaH//cecR//zur//uspE//xthA//yeaG//glnQ//gloB//ygcW//yedL//ghxP//chbC//ulaB//cydC//pheM//pdeF//argR//suhB//rhtC//pspG//atpA//yagI//ahpC//yeaK//yaiV//rlmB//ccmD//ydiQ//bamD//allR//modB//argT//ybdG//rluE//fepA//xylF//ravA//ynfE//lsrC//hybF//cbrC//ogrK//ybiW//rseB//yieF//yiaJ//plaP//ygaH//selD//ampE//pspA//tcyP//gntU//yhaM//secD//bdcR//bfr//adiC//nemR//atpD//dhaK//rpnC//aroC//fumC//rbn//qorA//ygbI//yehX//exbB//dsdA//uup//yeiE//cynS//gabP//dkgB//ykgA//rplO//nlpI//yfcU//treC//chpB//atoS//gshA//potB//preA//tolB//
GO_0009059_5	dcuA//lpxB//tdcC//hmp//hcaC//speD//otsA//spoT//moeB//rihA//sstT//fcl//waaY//speD//nirB//fklB//hokB//xylH//hybC//trmH//dnaB//wrbA//yjhH//rpsE//yidQ//cheR//yahI//tcyL//adiC//mdtQ//torA//rplY//dcuA//zraR//dbpA//holE//fliS//menE//dsbB//yhdJ//puuB//yqeA//feaB//hisB//aaeB//thrC//pheA//waaY//tsf//envZ//yajO//psd//rapA//crl//hiuH//chbR//ygbL//ttdA//sgrR//gor//hypF//yejE//fabI//nadC//fadA//nudG//wcaJ//glnK//narZ//dinG//btuB//upp//yhbQ//acpT//wbbK//yjhP//rnr//araG//cdaR//ddlB//rnr//pcnB//pgaB//yhjR//secF//fkpA//rplK//gabD//insI3//chbR//ybiS//yciT//smpB//lipB//greB//sbp//yadC//codA//groS//mltG//mraZ//paoC//pdxH//tufA//ubiA//yciG//garD//prmB//purU//fbaA//lacY//ycgV//ygbN//rnhA//cusC//umuD//cysB//elbB//tmcA//ridA//tusD//yjjV//mhpC//xapB//degP//rmuC//yaaU//tesB//sgcX//nupC//hslV//hisM//plaP//cysG//prc//alsC//zipA//iscX//mlc//potE//mpaA//yjcO//dgoR//hfq//rimI//mdaB//mscS//pdeL//acrA//creC//cyaA//narV//mscM//puuB//nudF//yobF//rclB//crfC//mdoG//mrdB//dgcT//aroL//ihfB//citX//dadA//acrR//yedA//yhbO//kbaZ//fliG//pepA//ftsL//bdcR//astB//rnt//pcm//yfcP//cusR//nrfB//lnt//elfA//yjjG//diaA//pitA//fimC//mtn//yhdZ//frwB//yfdC//rlmL//insI4//yaaY//yjbB//yeiL//lrhA//dppA//metB//yahF//cdd//uraA//surA//ygeA//recQ//dusC//fixB//folM//yebG//mtr//yeaG//rlpA//feaR//yibH//mdaB//lgoD//yhaV//yahI//nrdE//oppA//preA//amiC//mdtL//lpd//fimF//sufD//nhaR//pitB//uspF//dtpD//ybdR//pbpG//rseC//mrdB//lyxK//erfK//dctR//rpsA//yefM//yhcH//iraM//ybcF//citG//frlB//hrsA//ytfP//mdtK//ydiV//frvB//ftsH//map//yqiJ//insA-2//elaD//ycbB//arsR//fumC//yedX//prc//rpsR//scpB//adiY//ydcM//yfdR//yfaE//ttdA//ribF//fmt//galU//yagI//leuE//narZ//ygfZ//pgpC//ahr//sbcD//plsX//speB//flgH//lacY//hprR//amtB//uspC//recJ//chaA//rplQ//wecE//murA//fadE//recB//ytfE//tktB//asr//cdd//ttdR//fucP//nhaA//mepA//allC//mlaD//frdB//rimI//yhaM//hsrA//narK//ldtC//narK//brnQ//ygiV//ybbN//nudC//uxaB//rpoH//cobT//ssb//tmk//ppc//secY//rimJ//
GO_0009060_6	yggX//hslO//cspG//ygcO//paaZ//arcB//serA//rffC//gyrB//ygeW//yaiP//gatA//ybiY//ygjR//caiD//rpiR//dgoD//gdhA//phoE//insA-2//lasT//ybdO//rcsF//pgaC//envC//fieF//
GO_0009061_6	nupX//add//ymgF//cas2//fic//rnt//cydB//msbA//betT//ygcR//nrfF//lpxH//fruK//glnA//trxC//aroB//frvR//ftsP//acrR//arnA//argB//nuoF//ilvA//iraD//chbC//malG//recE//ompF//pdxK//rbbA//yifB//yehD//amiA//yeaV//syd//dpiB//hypT//dbpA//rhaR//bamC//hicB//ybjI//yeiL//yijE//rpnB//ivy//nemA//fdoG//garL//thiD//yraK//nudB//ftsW//speD//galM//
GO_0009062_6	bioA//mglA//waaL//ybbW//mdtJ//sufE//ndk//aroE//proV//frwD//argK//agaD//rdgB//dedD//mltA//ortT//proA//secD//fdnH//yehW//ralR//
GO_0009063_5	wzb//yifB//plsX//hsrA//aas//yidP//dfp//menF//rlmB//citX//ihfA//panZ//tdcB//truC//rihB//ilvI//yafN//csgB//yajQ//sufC//ribF//pgaD//hcaF//srlR//malZ//opgH//miaB//yeeY//panZ//phnI//mdtD//ydeM//hycB//speC//cpsG//ybhP//lptB//znuC//lpd//acpS//ybbN//ydjM//mdtA//bioA//yghO//eptC//yceO//ada//zipA//aroE//dinQ//tpiA//dmlA//yfdS//accA//
GO_0009064_6	fis//rdgC//yehU//lepA//waaO//sfmD//tdcC//cof//mdtQ//livF//cdgI//frc//malX//yadI//trmO//lapB//yddL//hflX//caiF//znuA//arnF//flgC//dcuB//mdlA//erfK//argF//aaeB//flgM//btuC//ypjD//uidC//sseA//yegS//metQ//phnI//ilvA//hxpA//dtpD//hdeD//rpmG//infC//glsA1//dgcQ//bssR//clpB//ecpR//
GO_0009065_7	gor//fadM//fetA//artP//ygeA//deoA//menE//radA//tgt//yijO//cusC//lpxB//nhaA//hha//tpiA//bcr//tamA//tnaB//
GO_0009066_6	rlmC//wcaJ//lspA//rpmJ//potH//blc//glrR//gyrA//dicB//glnE//psuT//dmsC//nrfC//bolA//exoX//ygaZ//insK//yghW//rlpA//rpoS//rimL//pgpB//trkH//dcm//yddG//purA//artI//basS//fklB//iscA//bioD//yhdH//sucA//sulA//frvR//mazF//rplO//glnP//tsaE//selA//gcvP//murG//mdaB//ruvC//thiE//ftsZ//cpdA//phr//
GO_0009067_7	yjiR//hycA//ydeM//fadA//dmlR//ycjQ//mqsR//yigL//bsmA//mdtJ//yiaU//cbl//barA//murG//yhaM//yjbH//yibA//cra//upp//ybiA//torD//idnK//parC//yfhH//yejF//uacT//
GO_0009068_7	proV//ubiA//glxK//rsgA//umuD//sucB//speE//dcp//dcuB//metK//appB//putA//narJ//
GO_0009069_6	cadB//glmM//fre//ymfA//prpC//opgC//cedA//yidL//mcbA//aer//mepS//feoC//waaC//ade//ldrA//eutB//murP//ihfB//opgB//entF//insB-2//eno//ybbW//gatY//nagC//rfaC//yphB//acrF//azoR//lpxB//yahI//pyrB//lptB//yjjW//pabA//ybcL//
GO_0009070_7	rfaF//rutG//rplA//intQ//tamB//kduI//mhpR//yeeA//trpL//mltC//pspA//yneJ//hicA//lysR//dusB//yehY//uvrA//sdhD//yifB//dusB//
GO_0009071_7	lptC//glnA//yadG//rhlB//ynbC//wecA//cspB//yidC//gmd//ftsK//mtnN//fes//rsmC//cysI//
GO_0009072_5	mgtA//yggW//yqcC//ubiG//bcr//yqiH//asnC//tauD//bglH//cusB//msrC//tehA//pdeR//msbA//lptA//mhpA//yqhC//yjbF//dpiA//rstB//aes//artP//menA//ybiH//
GO_0009073_6	mgtL//yoaA//ydiV//nagC//ydeM//rsmF//hybA//gspF//phnM//clsA//yqjI//aroF//cusC//minE//acrD//recQ//recF//secD//fkpA//yahB//apaH//
GO_0009074_6	rpsM//cusF//gadE//
GO_0009078_6	adeQ//cysB//nikD//fadJ//tar//rihA//ilvL//
GO_0009079_7	fepC//aroP//napD//gutQ//
GO_0009080_7	setA//yjiX//pphA//
GO_0009081_5	ydfG//nupG//tolA//nanE//kdsD//kdpD//frwC//lrp//ydeI//bdcA//paaZ//nudB//pspD//nhaR//cadB//rnhB//truC//psd//cspD//gatC//ldrD//panF//
GO_0009082_6	yihR//yadK//csrA//ssuE//dnaX//zapA//yjbG//ygaV//hybF//proV//mtlR//ftsI//chaA//dsbD//gadB//ssuD//rpsO//tus//
GO_0009084_7	bamC//yagU//btuC//dam//ybdG//yjjI//bioP//thiD//pspD//ansB//fhuB//aroL//glcA//cysW//rhaT//insI4//lptA//selA//cmtA//aidB//hyaA//crcB//pykA//feoA//paaG//
GO_0009085_8	ulaD//napB//sohB//rpsP//tpiA//cvpA//glnE//yidE//rfe//ygcW//acpH//efeO//
GO_0009086_7	recA//speC//tpiA//glyS//ldcA//iscU//speF//nrdA//hybE//
GO_0009088_8	astB//yggE//
GO_0009089_6	patA//djlC//panB//wzyE//ydjJ//yadM//uxaA//sfmC//relB//
GO_0009090_8	hxpA//gcvH//nanS//dpiA//
GO_0009092_7	osmY//yicJ//xapB//deoB//carA//envY//
GO_0009093_7	astB//prpC//rfaF//hcaT//lplA//
GO_0009094_6	soxR//pflB//tusB//malI//
GO_0009095_7	yjiR//ydcT//yahK//amtB//
GO_0009097_7	setC//frmB//wecC//speG//yejA//ilvE//pgm//
GO_0009098_7	yaaU//yjaZ//menI//epmA//kup//ycbX//yfjR//
GO_0009099_7	rbsK//kdgK//yfcG//arcA//pdxJ//ibsA//nupC//queE//lasT//mqsR//
GO_0009100_5	zraR//phoQ//cysK//tsgA//glnL//
GO_0009101_6	asmA//
GO_0009102_6	amiD//truB//clpS//yfbU//ydhC//acpT//menE//yjiR//sfmH//ynfH//gltL//msrC//ribB//
GO_0009103_6	ftsY//ampD//recN//clpB//rpiA//yfdC//kduI//rraB//sfsA//mhpB//yfaL//
GO_0009106_5	trmA//rclB//
GO_0009107_6	rbsK//lnt//
GO_0009108_6	insI3//ydjM//psd//rpsA//cysS//rimO//nagD//hemE//yeaG//narG//argG//aidB//nuoB//ftnB//fepD//bipA//kdpE//ybcQ//ilvA//iscU//dtpB//lysS//yagF//rhmR//rbsR//yegT//cedA//csrA//prkB//fruA//narG//aroF//recE//murG//waaH//cysM//waaY//cyoC//pgaA//moaA//asmA//yqjH//cspE//codA//glnB//ycbB//dpiA//carA//thiC//idi//manZ//btuD//chpB//dtd//wecC//yfaX//wecE//cysZ//hisD//rplF//ghxP//lptC//ycjR//fimB//yoeB//lptF//rpsP//ydiV//yjbG//cedA//ynfK//nfi//slyD//purU//rpnA//crr//dcuA//gudX//hcaR//etk//ybjG//glgA//metQ//rmuC//nuoM//ilvI//infB//degS//ybcL//clcA//nth//valS//alr//ibpB//ddpA//rutD//cspE//yrbG//sohB//glnD//thrC//ytfQ//patZ//cysB//cdh//hcp//ampE//opgG//ypdC//yfbS//
GO_0009109_6	ymfA//panF//gutQ//gapC//ytfT//
GO_0009110_5	entE//sppA//ybcL//ilvH//ygbM//epmB//lysP//yraR//xseA//tusC//metQ//orn//yraJ//kefG//ibsE//yjhP//abpA//cheY//aceA//ugpE//ascB//hemG//fdoG//rpsQ//pdxJ//acpH//potF//yggD//bepA//xanP//entE//msrQ//hslJ//ybfA//ascF//nirC//ttdA//sdhB//dcuR//murQ//holD//cspD//yhhZ//pagP//malG//ybiV//rplA//kbaY//rnhA//sseA//recO//bglH//lpxK//leuA//bacA//yabI//yiaA//
GO_0009111_5	argK//secF//glnK//rpsD//
GO_0009112_5	ompF//malX//nimT//agaW//cspE//thyA//hisM//rplY//frvA//argH//flgG//nagB//fbp//gutM//yqeG//uspF//yceD//fadR//ada//gsiA//ubiE//yfiR//dinI//ynaI//hemD//yqhD//yeeY//tadA//yidC//yedL//lacZ//glcC//cobT//copA//tatE//yjeH//
GO_0009113_5	arnA//dxr//mlaF//narW//rplA//
GO_0009114_8	narY//
GO_0009116_5	ybiO//ycbU//melA//yggT//yahI//yegT//ftsP//rpsT//dtpC//pstS//flgF//mgrB//rlmF//pliG//cbrC//yjbE//motA//ccmA//garK//rpmC//yebS//ygcO//insK//alkB//dicA//puuP//ycjU//iaaA//waaL//atpB//recC//higB//tcyJ//gcvA//hcp//pheM//wzyE//nadC//ispA//csrD//
GO_0009117_6	lgoD//ytfT//aroF//narV//tauB//napD//frwC//feoA//atpE//potB//trpB//cpxP//uxaA//hinT//rplB//ygeV//yadM//yraK//yadK//csgE//btuC//gapA//rbfA//glgA//nanR//mdlB//flgK//araA//eamB//gmhB//mcbR//tsaE//waaC//cysD//setC//cmoM//ribF//hexR//rplS//def//hslU//phoE//yejA//fkpA//yfcQ//nuoH//xisE//rspB//ptsI//ftsE//fdrA//ilvE//xylE//fepA//rihB//yggP//ybiV//mlaD//tcyP//sgcE//nlpE//baeS//rpoA//xapB//rffM//nirD//tdcD//hisD//yihO//yddM//lysP//sdhE//idnD//sufC//agaC//yodD//yjjG//yrdA//cpxP//tsf//fkpA//atpB//yiaO//lysR//tmcA//sdiA//ruvB//rbsR//cyaA//ydcI//trkG//proA//gsiA//fmt//sapC//yadM//menH//ydiB//mgtL//cynX//yceD//napC//pgi//panC//
GO_0009119_6	creC//tdcR//udp//rnpA//dusB//ilvA//yrdA//nusG//dppB//yjcO//rpsI//gadW//rsmJ//waaF//infC//ibsD//lplT//rep//kdgT//frlB//pykA//crl//yefM//rpsN//rplQ//uup//gcvP//rutB//rpsM//fucA//pheA//symE//pabA//trmI//zraS//
GO_0009120_6	amiD//ccmG//yrbG//eutB//
GO_0009123_6	yceK//cas2//pheA//gppA//kbp//uxaB//nudF//lrhA//hyfF//ilvC//ykfM//acrB//cmoB//aaeR//mgtL//hprR//rutC//asr//rplX//htpX//rutF//lsrC//mraZ//cysK//mlaD//ralR//lysC//yhjX//yieL//frwD//hha//ynjD//yneJ//edd//lptF//livH//rnlB//glnA//csgB//osmE//ydhQ//nlpI//pdeH//ynhF//ygaH//norW//
GO_0009124_7	yneL//ftsL//acpH//fucK//alkA//ydjM//melA//xerD//epmB//alsB//ygfI//prlF//yiaF//hycB//yeeL//exuT//rpmG//ynbB//cpxP//yjcE//ptsH//murI//ycbV//yhaC//rplK//tatD//ytfT//kgtP//rpnD//hemB//lacI//ybhG//pdxJ//hofP//ydiR//pckA//amiB//
GO_0009125_7	yraK//ldtB//btuF//mscS//thiC//
GO_0009126_7	yhjA//sfmA//polA//uacT//cusC//rimK//dtpD//elfA//yjjX//iraM//rluA//rluB//cpxA//ybbY//bioC//lolA//tktA//tdcG//eptA//cynX//fadA//kdpD//gutM//sgbH//yibA//ynfE//hyaC//rsmE//cmoB//mepM//ydiQ//yqiG//fadK//mcrA//
GO_0009127_8	dhaR//rluC//mioC//selA//ptsH//glcB//selU//recN//ilvN//rho//hyaC//nlpI//yhhY//yafN//panE//mhpC//yhaJ//ybjX//torA//yadI//trpB//thiI//cbtA//yqaB//iap//exbB//glnK//prpR//yjbB//yidZ//
GO_0009129_7	bsmA//atoC//msrA//artI//sbmA//glvB//trmI//yecS//ydhJ//xdhB//
GO_0009130_8	ispF//atoS//cca//rseP//mcbA//
GO_0009131_8	ttdR//ubiB//abpA//ampG//ugpA//
GO_0009132_6	queD//malK//trxC//maeA//sdaC//leuC//yaaJ//lldP//ybiV//manY//patZ//efp//fabB//rclA//fumC//leuE//purR//otsA//yedX//slmA//lldD//yeeO//asnC//rihC//rutR//
GO_0009133_7	argK//hpt//rpsL//
GO_0009135_7	azoR//yjaZ//yqgB//nagK//hslU//lyxK//glnP//aroF//pldB//dgcJ//ftsH//lamB//zraR//cysG//yihR//dnaB//cbrA//hprS//rpsJ//xapB//intE//livM//rffC//
GO_0009136_8	rsmJ//
GO_0009138_7	rnlA//hyfF//
GO_0009139_8	hemC//yjbG//
GO_0009141_6	dcuR//trmO//mrcA//melB//zupT//alr//surA//casD//rraB//alkB//rne//ybiT//leuA//glpG//nemR//potD//narW//purC//apaH//rpsK//ubiB//hisA//rfaG//rhmR//dacC//mutY//malK//narI//yejB//mpaA//aroL//yqgF//flhA//dsbG//ydhJ//glcF//bglB//yeaD//
GO_0009142_7	ydgA//kefC//dcuR//tisB//nhaB//bioP//nagZ//yhjA//ybhD//yneE//ulaD//kdpB//yajR//ydiV//cysB//ynbC//dmsA//manY//rnlB//tolC//rutD//feoB//nlpA//wrbA//roxA//dcyD//yjhH//fdx//
GO_0009143_7	sutR//tnaB//epd//rnhA//
GO_0009144_7	yhdW//frdC//rplP//uspF//wrbA//cspA//agaD//narW//ynfK//ulaE//ftsE//yhaO//rlmI//ugpE//murQ//gyrB//livH//insK//nhaR//guaA//glnL//sucB//potH//lpxH//ycgV//dgcJ//yibA//sodC//artI//ptrA//tag//
GO_0009145_8	cysW//yeaD//gluQ//hisG//glmU//yaaA//ybjG//tatB//potI//yqcG//ybfA//bglH//recD//ybhJ//wzzE//bipA//mglB//rbsR//ygfX//rcsD//ascF//ddpX//csgG//
GO_0009146_8	rbsD//oppA//
GO_0009147_7	insI3//mscL//yieE//fliT//
GO_0009148_8	gmhB//ypdF//
GO_0009149_8	chaA//dgkA//
GO_0009150_7	uup//rutE//napB//ccmE//rcsB//yphF//yjaZ//dgoA//rfe//rpmF//gpmA//nanA//ptsP//kup//purT//hisP//dgoA//ampG//yejB//csiD//bioH//dpiA//lsrD//rppH//cheB//hipB//ilvL//gldA//ppx//yidE//cra//mglC//murQ//yhcN//blr//lsrC//opgB//panC//hcaC//yahD//phnN//rimL//radA//galS//trxA//serS//hlyE//garK//
GO_0009151_7	yjiY//nemA//
GO_0009152_8	yicJ//pdxH//gadB//glcC//ygfX//fiu//gapA//sdaC//dgcT//insH-5//mltC//dgoK//mhpA//ulaC//recG//gatD//yhbS//rbbA//bsmA//ompW//hypD//yiiE//ydiV//sapF//matP//dusB//frwD//pepN//ybfA//yheT//casB//ybbY//tsaB//mglA//gltI//yggD//kilR//
GO_0009155_7	ptsG//rseB//
GO_0009156_8	djlC//yeiG//yjaA//ybjL//idnT//feoB//abgT//yjjG//rfaQ//pspD//yhaM//hokB//ydgA//btuF//yhjG//nuoG//fklB//dapB//ibsB//accC//agaI//focA//yehZ//ligB//ybfA//mngB//gmhB//caiB//yciH//tsr//hofM//paaH//clsC//
GO_0009157_8	recT//gudD//gudD//trpC//
GO_0009158_8	cho//narY//marR//exbD//nikR//
GO_0009161_7	guaC//groL//flgJ//yceO//lgoT//yggX//sdhB//flgM//rlmH//ascG//garD//cmoM//degP//yieH//efeO//mutT//yajQ//murQ//dgoT//glsB//lysC//rpsB//thyA//cadA//atoS//sbcB//fklB//csgA//fhuC//otsA//aaeR//rhlE//tsr//csgA//aqpZ//rpsR//astC//gatC//alaS//ybjL//hybF//ydcP//
GO_0009162_7	leuO//dgcM//agaR//cyaA//
GO_0009163_6	mepM//rcsC//ribC//hyfC//ybhD//proW//rplL//cdh//bglH//rfaD//pdeH//mutM//mdfA//atpH//proB//ydiF//yhfK//lgoR//murD//
GO_0009164_6	bamA//appC//tsf//tmcA//tomB//rffT//melR//tolC//folM//ebgR//yafO//ibsB//potG//
GO_0009165_7	fepC//yfcG//trg//puuC//envY//lgoR//yaiV//elaA//rph//fucO//nlpD//rpiA//nemR//cusR//dcyD//garK//syd//kdsA//ldtA//npr//ycaO//rihB//rpnA//holA//cysZ//rcsB//ttcA//trmB//yidA//prfA//artP//ydaN//gloB//speD//rbsA//lspA//yfcR//lgt//mdoD//lysR//prpD//astC//yiaF//frvR//leuE//csiD//ydfH//rluE//mdtM//rlmA//ychO//appA//ydcO//gluQ//aqpZ//ugpE//slmA//rplN//wzyE//ykgM//ygaZ//pcnB//clpS//ubiG//yciH//gnd//bamC//nadC//glpK//rhaS//fliG//
GO_0009166_7	flhA//hinT//ndk//rclB//flhA//prkB//dgoT//pstS//glcA//exuT//alaS//ydbK//frmR//osmC//agaR//fhuB//ribC//ygcW//rmf//yifB//nanE//mtgA//sdhB//mug//actP//dgoR//truB//clsC//tatB//nikR//tdcB//
GO_0009167_8	fiu//mepA//nfsB//clpP//nrdA//yqiI//ldtC//glcF//yqiJ//glnD//bssR//torA//yjhB//flhE//ybaO//ldrB//carB//otsB//yidR//mtlR//ade//essD//ydaV//ydiV//flgF//rseC//napB//hemH//fis//allB//gltX//ykgM//curA//sgbH//
GO_0009168_9	pdeD//prpB//nuoM//aspA//waaQ//phnL//ftsZ//frlR//murF//galP//setC//folC//acrZ//glgB//yiaM//flgM//yfbS//asnS//bamD//cspA//ghoT//tehA//orn//rfe//eco//feoB//basS//yjaZ//btuF//dgoR//
GO_0009173_8	ycjR//murB//ygfX//mak//mlaB//preT//malK//
GO_0009174_9	tnaB//nanS//
GO_0009175_9	rtcB//secD//frwC//gltI//bioP//
GO_0009176_8	yiiD//nikA//bglH//
GO_0009177_9	prs//fliS//fepD//
GO_0009179_8	fdoI//gcvR//yedA//rimK//trpD//potB//queA//frvA//xapB//ibsC//iscR//ugpB//lldP//tatA//alpA//pstC//ybdH//fabB//gntK//gldA//yahK//rfaE//kup//
GO_0009180_9	pspF//
GO_0009185_7	hyaB//argD//gsiD//crp//uxaB//hscC//sfmC//proW//argP//pgpB//pyrC//blr//csgD//rplO//yneJ//lysS//scpB//paaA//mltA//cydA//rapA//aspC//fixA//ydiO//
GO_0009186_7	mppA//
GO_0009187_7	tabA//mdtE//
GO_0009188_8	yhjC//cas3//
GO_0009189_8	glnA//
GO_0009190_8	dgt//frvB//
GO_0009193_8	ubiJ//
GO_0009194_9	dmlR//
GO_0009196_8	barA//
GO_0009197_9	yfcA//
GO_0009199_7	yqiH//galK//trpR//narV//narG//rutR//trmH//nimT//yfbU//adeP//rcsC//iraP//flgH//atpC//alaS//lldR//nac//sdhE//cspE//tabA//yneJ//leuE//osmE//yehC//efeO//mreB//glrK//panB//dgcM//topAI//mrcA//
GO_0009200_7	fumC//xylG//yhaM//guaB//
GO_0009201_8	yggP//fumC//gmk//mdtC//nikD//glcF//sdhD//yehB//ansB//pinR//hybB//uidC//fepE//phoQ//aaeB//rpsI//opgH//wzzE//holE//amiC//exoX//lpxD//hemB//corA//
GO_0009202_8	rlmA//
GO_0009203_8	kduD//
GO_0009204_8	potE//ldcC//yqjI//
