#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tesB//yoaA//iscA//mgrB//
GO_0009059_5	insF-1//yfbR//purN//speG//acrZ//mcrA//dcm//pheA//infB//phnH//ytfP//baeS//hdeD//chaC//rhtC//mtlR//purU//mnmA//decR//ytfE//ybjN//ybdO//ybdM//pgaC//folC//yagF//yhdX//pflA//acnA//lpd//zapA//topB//hofP//dicB//potB//araC//narZ//ydfK//exbD//tamA//dosP//fadM//mdtO//mprA//ygjK//tcyL//nrdF//hemD//flgK//zapC//cysE//ycfL//gsiD//mdaB//gltX//adiA//fruK//gltK//ycfH//mutT//yafN//ilvE//ccmH//pdeR//yehP//rpsA//gor//hslJ//syd//manA//rsmD//gadW//waaP//setC//cusF//bacA//lamB//oppC//murP//envY//yjbB//yjiY//cysI//insI-1//gloC//gutM//nadE//hisF//nirD//ratA//yajD//yfaU//lptF//priB//insB-4//elfC//torR//yedX//hha//uvrD//fepA//topAI//otsA//arsB//hofQ//cutC//ydjK//murB//fabB//phoQ//mtlD//thyA//torC//rbsA//dnaA//mnmC//rhaA//pdeL//dosP//dcuB//prpB//rraB//yhbO//ppx//yfgI//tcyL//hldE//rcsB//ubiA//yfeD//norV//ibaG//csiR//aceK//rplC//intQ//ycdY//yggT//fumA//lptE//zapB//hcaC//cnu//thiD//alkA//yhaO//atpH//ung//guaC//rpsK//elfD//hmp//rpsO//hemD//yeaG//tusE//ubiF//cysP//mlaD//rcsD//yciT//ybdR//nadB//ydiP//yeiL//cusB//bamB//ridA//yfdO//lgt//sufA//thrS//yehT//metF//tyrA//cvrA//puuE//feoC//xylG//fadR//ygbI//nrfG//nimT//dfp//accD//rstB//asnC//dppB//yrfG//ydjK//accB//infB//sgbE//feoA//ybcQ//ompC//mdtL//yqgF//ybhA//ccmC//ftsH//hofP//lasT//intF//era//acs//mrcB//rstB//ptsG//srlE//dcuA//rhaS//nimR//rpmC//mdtQ//tolQ//ybdG//ybiW//kdpF//yfgI//yoeB//cdsA//perR//feoA//mdtK//ybgQ//yfbV//wzyE//ypdA//lysP//glnB//hsdM//queC//nrdE//pgpA//soxS//uup//fecD//glpK//rho//eutR//yagJ//malG//hmp//yraR//frdB//fruB//csrA//cmoA//pdeD//rfbB//tusD//tbpA//rffM//yfeX//serA//trmD//actP//rimI//etk//slt//queG//mntR//rhtA//umpH//lptB//ydjE//ndh//glnL//blr//modB//ygeR//pinE//cysG//rhaB//mioC//ascB//menI//pmbA//ftsW//hybF//rpnA//ompG//galU//cueR//abpB//thrB//wrbA//lptB//tusB//ycbU//ybhS//bhsA//yfaE//ydbD//tcyN//cynX//ybjG//nuoH//mqsA//ccmA//bssS//htrE//lpcA//thyA//glnA//dapF//nanK//ygaZ//yeaV//csdA//idnD//ssb//nemA//cysH//yhjA//waaU//
GO_0009060_6	tatB//rarD//gspF//cysH//dinB//zapB//hdeA//yjaZ//yheT//mscL//yihI//plsB//entE//hscC//dsdA//atpH//rfe//sdhC//narK//miaB//pldB//dacA//thrS//cusR//yfeX//rpnD//
GO_0009061_6	dacB//tsx//dinQ//yehB//crr//amiC//purC//pntA//ytfR//bglH//paaD//ybhS//allD//ydbD//argE//narG//yceK//sgbU//sdaA//nhaB//rsmF//gcvT//yehD//dacC//lolE//acrF//gspE//yraR//aspC//livG//yfeW//phnL//mepH//ulaB//ubiI//mhpC//pppA//mrcB//rpsN//ubiX//kdgK//kduI//yhjG//fryB//ascB//cheY//ygjR//tatD//nudB//araA//proA//holD//glpF//htrE//evgS//
GO_0009062_6	yfdK//rbsD//tig//ybiJ//rplW//ycdY//bfr//yhdZ//rfaH//umuC//sdhE//gntR//mrcB//yqiG//pheA//yfdS//glpF//rfaE//yjaZ//yggX//phnG//
GO_0009063_5	rplL//xerD//lptD//yebK//ydiR//btuB//adeQ//chbR//dicC//avtA//scpB//hypE//dsdX//recT//lolC//ybgI//kduI//degP//bssR//mug//phnM//cadB//hisH//hupB//lptB//macA//fklB//ygiN//manY//glgA//rhaT//rne//trkG//pgaD//thrL//dppB//ebgR//sgcA//argO//frmR//opgB//yehB//xylR//htpX//rclA//folC//tpiA//pth//trmI//soxR//waaZ//ftnA//yadN//ydiP//abgB//
GO_0009064_6	yhjA//yhjD//pgaC//epd//gcl//mhpD//cra//melR//frc//kdpB//rhaT//chbA//sanA//mlaD//osmF//dcp//glpT//pgm//perR//arfB//pfkA//proP//hcaE//betB//tdcD//rhsD//apaH//xylB//mgtA//rihA//cusC//lexA//arcA//topA//era//ibpA//dedD//serB//glgA//asd//dhaR//nemA//dtd//truD//degS//yejB//
GO_0009065_7	ruvA//rnpA//mdtI//atoS//hcaC//frlA//arnB//cadA//nagE//ydcP//pckA//trkH//setC//moaA//fruB//narK//ubiH//hypE//
GO_0009066_6	evgA//hpf//dmsA//ybiW//allB//allD//hemH//hisA//betA//nanC//ascB//ydjL//yidR//ybjC//eamA//phnI//ydjJ//rutD//ybjL//tnaC//dpiA//patA//aspA//mrp//metI//nrdB//hdeD//pal//dtpB//ycfJ//trpB//tnaC//yaaJ//rsmJ//miaB//yjiM//bdm//acrB//arnD//fcl//paaA//dtpC//srlR//xylG//recQ//folC//mdtB//ybfE//
GO_0009067_7	rpsO//bioB//rclA//sodC//dxr//pppA//alsK//pdxJ//cdd//eutN//qorA//ortT//nanC//yhcF//yfeD//ppsR//yhgH//dgcQ//flgJ//mhpC//ilvN//kdsA//fadE//ralR//yjiA//gltP//
GO_0009068_7	fepG//manA//comR//rfaQ//feaR//ygbM//rcsD//menF//rplS//gnsB//mlaC//arsB//holE//
GO_0009069_6	pepT//lptD//puuP//pliG//yhjB//mioC//ynbB//yebK//kefF//kdsD//yfbU//nikB//queG//yfeX//nrdG//kdsC//prlC//fhuD//topA//ygeA//hflK//dgkA//argR//trkH//fimD//glcC//rpnC//btuC//rlmH//waaH//crcB//yjhB//sdhC//tonB//glnS//mgtL//
GO_0009070_7	rimL//ypdC//yqaA//uxuR//fryB//rsmI//prfC//mmuM//ldtE//fliG//rlmE//rimL//hyaD//lysU//ydaN//proC//osmY//uspF//cptB//oppC//
GO_0009071_7	oppA//nlpE//entD//kefG//fkpA//hslR//rpnA//phoA//yehY//flgK//yieF//tolB//rplB//yqhD//
GO_0009072_5	argE//rodZ//mreC//nagB//pnp//iclR//sgrR//betA//hisI//csgB//mglB//hda//ptrA//der//ibaG//mgrB//dosP//sfmF//ybbN//frmB//argO//speA//clsB//moeB//
GO_0009073_6	tsaE//minC//pdeH//queA//mutH//yieK//ispA//rlmH//mppA//rclC//araA//yihR//serS//ydfH//wcaC//casC//thiQ//rlmI//ygcO//degP//def//
GO_0009074_6	dcuS//nanK//topA//
GO_0009078_6	hofC//hyaA//pdeL//yidK//hyaC//leuO//mqsR//
GO_0009079_7	rep//ybcC//metH//ynfK//
GO_0009080_7	mazG//hokE//hypF//
GO_0009081_5	adeD//rpsR//arfB//nudC//tehA//mdtE//ygcW//priA//nadA//narX//fadL//tisB//mdtI//waaY//malX//ydhJ//nadB//hisC//dps//gsiD//phnI//lsrK//
GO_0009082_6	prs//srmB//pnp//pinR//purC//glcA//metK//pyrF//pyrL//hslV//rnhB//npr//sutR//kgtP//fmt//ubiE//pheP//pitB//
GO_0009084_7	dgkA//galU//opgG//recR//cbeA//rpsN//actP//yhaM//idnO//ybhP//lysU//folD//iscR//ahpC//coaA//ldhA//puuP//ykgF//ftp//csdE//recG//hisC//ypdB//yhfS//kefF//
GO_0009085_8	yqiI//yqhD//gyrA//ynaE//yaaY//hisM//ppk//rlmL//treC//fabH//eutA//ygaH//
GO_0009086_7	dcuA//yhbQ//ispA//fliT//gltK//holB//insI-1//deaD//waaP//
GO_0009088_8	aceF//exoX//
GO_0009089_6	hemA//gpsA//rfbD//cysS//pflC//ghrB//zipA//dgkA//nikE//
GO_0009090_8	ompN//yqeF//allS//pgk//
GO_0009092_7	rpsS//kdgT//abgB//sugE//yjjU//ampE//
GO_0009093_7	yciG//mgrB//ghrB//trmJ//rhtC//
GO_0009094_6	cho//mscS//creC//kbp//
GO_0009095_7	sdhE//hdhA//ftsW//ybdM//
GO_0009097_7	fabG//yaaJ//yjiX//metL//fabI//atpC//nimR//
GO_0009098_7	fdhF//ybcQ//rfaB//purC//purL//aroP//tonB//
GO_0009099_7	alkB//ydaN//paaB//ldtB//argC//clcA//msbA//iap//fadL//argF//
GO_0009100_5	recJ//yahF//srlB//gsiA//dinI//
GO_0009101_6	frwC//
GO_0009102_6	caiT//cysB//fcl//dusB//ddlB//trpR//glnD//nuoE//lysP//azoR//obgE//thrS//zapD//
GO_0009103_6	wecB//hemA//soxR//fepA//clpA//narW//aroF//rlmH//opgD//cueO//tisB//
GO_0009106_5	epd//yiaO//
GO_0009107_6	alsA//ccmD//
GO_0009108_6	rbsD//tdcB//poxB//tyrR//ygcR//waaZ//recR//ptsG//gsiC//npr//yadG//rbn//yagJ//shiA//rutD//ais//abpB//appA//ribE//abgT//nudG//pheM//araG//yjhG//ygiN//evgS//chbC//treB//fadL//insE-1//yihR//yjhB//csdA//thrC//torD//artQ//kbaY//lpxD//pcnB//cbeA//phnK//syd//betA//gsiC//fadM//rbsA//yneE//avtA//ydjM//btuB//dmsB//rsmG//degP//ubiJ//yeeO//yibF//feoA//kduD//rbsK//yfgO//barA//yeeJ//ppiC//sgcX//sbmA//abgB//edd//opgC//yccS//eutA//tcyJ//rnhB//dmsC//mnmC//gspJ//yeiE//crl//fhlA//fur//pflC//dinG//ygcW//hokE//wza//araA//plsC//rssB//hybF//manY//gldA//insK//norR//treR//acrD//rbsB//acpH//potD//uidR//hdhA//arfB//rutB//ydaV//arfA//acpT//msbA//sgcB//orn//amtB//rhaB//tag//
GO_0009109_6	queC//iscS//yejE//frwC//ygeR//
GO_0009110_5	sfmH//emrB//iap//ybjC//hypE//uspC//rplT//yfcP//coaA//prmC//gltS//modC//intA//fadK//chbA//bioD//elaA//ilvB//btuC//glpK//cbl//yadI//rodZ//crr//mepM//paaA//nanA//dcuC//rpoS//rpmC//kdsC//dtpD//corA//insH-6//ampH//artQ//prpB//argS//etk//rhaB//sucC//rutE//cutC//cyoB//paaA//lolC//dppF//slyD//tsf//tsaD//gudP//hybE//ddlB//queC//cysW//yebG//tcdA//
GO_0009111_5	fucA//uidC//mtfA//ftsH//
GO_0009112_5	rnhA//tatD//rraA//uhpB//sppA//gpmM//ada//rnd//rfaD//sad//adiY//hisG//zapE//topAI//rplE//hofN//gadC//alkB//yiaJ//glnB//feoA//pgk//efp//symE//araD//pppA//mrr//aceA//sfmC//murP//radA//yfaE//ybaQ//gudX//secM//cusA//
GO_0009113_5	cbpM//adeQ//cirA//ftsI//lrp//
GO_0009114_8	yhdW//
GO_0009116_5	ybaL//yjaA//ldrD//mtlA//yhbQ//rlmJ//pgrR//entE//fadJ//rlmL//kdpE//metK//gcvP//ttdT//trpL//slyD//ygiV//emrB//ispA//mdtJ//fabB//atoS//mqsA//gntT//hyfC//glsA1//sdhA//cspE//birA//tsaB//symE//rpmJ//rph//mobA//srlD//thiH//aroH//nagA//sfmH//lptC//
GO_0009117_6	zupT//ispH//nagA//bhsA//murJ//sohB//pyrF//rhsD//miaA//mdtL//yobA//nusA//gnd//mtr//ycjW//trxC//cmoB//caiT//rnr//yhiM//mlaB//alkB//cmtA//lamB//fdx//fixA//ibsC//cspG//lptF//nemA//ascF//mqsR//ribC//ldrB//fimZ//rsmG//yjiA//znuC//ompC//yggT//folX//fkpB//rimP//nemR//emrB//hofC//araG//frmB//ydjH//araE//wzc//envR//tdcC//abgR//fepA//torI//napD//rspB//cca//ridA//solA//cysS//ycaN//nagD//yoaB//ybjC//serC//htpX//rhaD//coaE//moeA//galF//cdd//ompA//mnmA//rhaD//glnD//basR//yohD//hofO//lipB//folX//srlE//thiG//yddG//ymfA//rplY//puuC//cydB//xapA//yfdR//hicA//ettA//glpK//bioF//hisP//dacA//hyfC//hisD//glgB//flhE//thiM//narY//hslJ//
GO_0009119_6	alaC//rlpA//deoA//gshB//yehZ//tyrR//gntK//elfA//dinB//csgD//pphA//ilvN//araE//mepH//adk//hyfF//tyrS//sfsA//nadA//yciV//yeaK//mpaA//rpsJ//uspG//ygiS//yahD//garP//pitB//rlmE//idnT//flhE//sgcC//xseB//pcm//rlmF//
GO_0009120_6	fieF//sapC//leuE//pal//
GO_0009123_6	psd//ftnB//mltF//rfaG//ghoS//yceK//murJ//dgoR//pgl//pppA//nadK//fdhD//adhP//ydiB//arsC//tehA//lepB//norW//gsiC//yjjQ//adk//gadE//yfcQ//rrrD//lolA//mrdA//dgoT//bioB//elfD//narV//ygfI//yjiR//pabA//tdcR//phoP//ybiY//hofC//gmhB//matP//sucB//zwf//ogrK//iscR//csgB//yjjI//atpE//
GO_0009124_7	fiu//mrp//yqeA//waaJ//yidL//deoA//pldB//yagU//tamB//iclR//rlmL//ddlA//groS//pdhR//pstC//yfbR//yeeY//emrE//fliS//dapA//rfbB//sdiA//ddlB//bcp//csdE//narX//suhB//dpiA//mtlD//yciK//cho//rluF//narZ//iscU//uidA//cysE//exuR//
GO_0009125_7	lplA//rsmG//bamC//flhC//rrrD//
GO_0009126_7	ycbU//hisQ//gabD//rpiB//rarD//hinT//yggD//ycbU//rcsA//opgC//ybhD//hyaA//yodD//msrA//purA//lhr//ynfL//asnS//dcuR//cecR//ydjK//parE//yfeR//queG//mdoG//malX//ltaE//aspC//tyrA//yeaV//exbD//metR//entD//cirA//
GO_0009127_8	yjhG//oppC//mcbR//rusA//ggt//parE//yecS//ulaD//rbsB//osmY//atoC//hyaD//bcsA//xapR//slt//phnO//hicB//hxpB//feaR//hpt//bdcA//kefG//efeO//cstA//phoB//yieH//trmH//eutB//argT//gatZ//
GO_0009129_7	mobA//grpE//chiP//insK//mepH//oppF//hicA//ybcQ//hrpA//aldB//
GO_0009130_8	abpB//groL//pyrC//yfbU//casE//
GO_0009131_8	proS//leuE//kgtP//truD//focB//
GO_0009132_6	yhjC//hiuH//yafO//lpd//dedD//cyaY//sfmC//insB-4//menE//mgrB//ftnA//ytfP//bamE//yhaC//metE//fadB//rpsB//rsmJ//dgcT//oppD//galE//zapC//rplI//dgcT//thiL//
GO_0009133_7	dpiB//ghoT//pabC//
GO_0009135_7	phnI//iscR//leuO//bioD2//yaaJ//srlE//rlmL//gltS//orn//rnb//otsA//tauB//dgcE//nagE//araC//insH-5//ribD//sbcB//flhA//dhaK//trmD//nuoN//sgbE//
GO_0009136_8	acnA//
GO_0009138_7	holC//glsB//
GO_0009139_8	ppx//yhfK//
GO_0009141_6	ais//aroB//nrfC//zntR//menH//ibsE//wzyE//sugE//yqhC//nanS//fryA//arcB//ftnA//panC//ygfX//panE//feoA//ppsA//allD//higA//tsaC//tktA//sgcE//prkB//gapA//ibsA//mglC//lysC//tnaA//symE//yjhH//pck//prmA//flgG//dgoK//yibH//srlR//tap//
GO_0009142_7	mnmE//helD//rpnC//mcrA//ygcW//lptB//cbeA//yhdZ//phnL//tynA//glnH//hypA//yihO//thiL//tamB//xylE//higB//yraH//priC//iscS//nemR//polB//btuC//frdD//yraH//yidE//lptC//secB//
GO_0009143_7	pgm//idi//phoE//gatZ//
GO_0009144_7	topA//ybjX//clsC//accB//dedD//zapE//tag//ibsB//ilvC//insA-2//ftsP//yhbQ//abgR//hofN//mcbA//yfaV//accA//nagB//yegS//rraA//yehY//rplL//mltD//ybaO//hyfF//yqiH//sspA//tatD//prkB//cysE//crp//
GO_0009145_8	glrR//yfdG//citT//dnaB//hupB//yihX//mntP//pheA//entB//murG//btuF//ugpB//queG//ycdY//nrdD//serS//insB-2//hscB//rpsJ//bolA//hybF//dgcT//gyrB//
GO_0009146_8	ratA//norV//
GO_0009147_7	hprR//alaS//hemD//phnJ//
GO_0009148_8	thiQ//narW//
GO_0009149_8	ymgA//nhaB//
GO_0009150_7	waaP//fdx//ppc//sppA//dnaG//ybiX//livM//mmuM//aaeB//mngA//fecA//cpxA//ghxQ//astB//yihQ//prfA//ydiK//prpD//yecS//agaV//ykgO//flgK//waaL//dnaC//dtpA//queG//yejE//ybhS//yahI//nrfD//ycjD//prkB//ldtE//fabD//arnT//xylR//argI//ugd//rpsQ//rffM//lplT//hcaE//dinG//yeeY//asnA//cydA//cecR//fieF//
GO_0009151_7	chpB//garP//
GO_0009152_8	rhaM//exbB//glpB//cutC//bamE//bioD1//hipA//cpdA//rutR//decR//pgaD//nikE//yaaJ//astB//glrR//galE//ynhF//oppB//tas//tusE//rfaC//yjhC//treC//ulaG//ytfR//rbsD//soxS//hxpB//opgD//arnT//exoX//entC//ycdY//nanS//guaA//hypE//adeP//
GO_0009155_7	glnE//nac//
GO_0009156_8	cytR//yciE//yjbE//xylE//yjgX//ybiA//frdD//nudC//metF//yeaD//rsmE//hycI//ydcI//lepA//sgcA//ydcO//dkgA//astB//sgcE//ynbD//metQ//yhaO//plaP//glpT//ubiH//bolA//msrC//abgB//malQ//csgG//ybdR//nfo//lepA//
GO_0009157_8	lepA//rclB//ftsP//gcd//
GO_0009158_8	rhaS//astB//ybeF//yciA//iscX//
GO_0009161_7	yebC//nudF//yeaK//glgA//ykgF//menF//lapB//ybcJ//zitB//hybG//uxaA//ftsB//ribC//idi//amtB//narP//polA//dmlR//nrdF//fecB//fhuB//yagI//dkgA//yfhM//sdhE//rsmD//ymgC//dapF//adhE//codB//fepA//gfcE//mcbA//rzoD//dnaB//holA//potA//dgcE//wcaJ//yehA//rph//phoB//
GO_0009162_7	waaU//rfaC//csdA//ygfZ//
GO_0009163_6	sugE//ackA//yraH//ftsA//aphA//nrfA//trkA//entF//csgD//trkH//thiG//yajD//rayT//fixC//appB//ravA//gcvP//rnpA//uhpC//
GO_0009164_6	tisB//nuoF//thiM//gltD//ybiH//aspS//relA//tauA//tus//paoC//pheS//cynT//ackA//
GO_0009165_7	yecS//sppA//vsr//mtgA//rne//frdB//arsR//bamB//ycdY//flgM//dmlR//hisB//mltG//holC//phnN//treC//clcB//fes//rpmB//lepA//insI-1//mraY//nhaR//lptE//holD//menH//pstA//zipA//crl//lptF//xapR//gltK//yhcD//yfcP//rfaB//yqcG//ppx//priB//casC//insK//ygfI//paaE//narP//speF//ydjM//gdhA//arcA//mfd//fdoH//acrA//nikR//hemL//citC//raiA//dgcN//yfaL//accA//cueO//ompC//relB//epmA//bssS//lplT//yrbG//kefC//ptrA//bamE//yqiG//mrdB//clsB//mgtA//
GO_0009166_7	slt//pbpC//mglB//aspS//hrsA//cdd//ydhC//gdhA//aspS//fdnG//trmL//fabI//iaaA//ybeY//glxK//tauB//ppsR//entE//ygeR//ynfE//ydjH//bdcR//dcuS//rzpD//mtn//shiA//ribE//tatE//glk//acs//ssuD//
GO_0009167_8	yfbS//recC//shiA//yidH//livH//sucB//cfa//yggX//nemA//fetB//yggE//ppx//prpC//kdsA//glgC//yiaN//ycbX//yjbE//topB//mtr//fliM//fabG//yfgJ//hinT//ftsW//yddM//nikD//rbsC//rpsP//yagJ//cytR//cas1//allB//hinT//
GO_0009168_9	trkH//radD//ybjL//argI//gltP//pyrH//murQ//cpoB//malZ//yeeA//ybfE//tyrA//thrA//ahpC//atpG//hsdM//hslJ//casB//cysC//yfcR//rhmR//mutM//fdnI//sbp//argH//selA//lpxK//lpxL//waaG//holD//
GO_0009173_8	cca//kbaY//rlmA//livJ//fkpA//phr//tsaD//
GO_0009174_9	recD//suhB//
GO_0009175_9	cpxP//nanC//malY//yfaL//trmJ//
GO_0009176_8	rfaE//yfbU//yiaT//
GO_0009177_9	atpA//ydcS//hisD//
GO_0009179_8	glsA//melA//mnmG//pyrH//cysN//cysP//lgoT//yihW//ibsC//idnD//prpD//rng//katG//srlD//feoC//fes//csrA//dsdC//trxC//ttdB//fimA//lon//plsC//
GO_0009180_9	flgH//
GO_0009185_7	yhgH//aqpZ//yfeR//flgJ//aphA//rrrD//argG//alsA//fepB//rnc//elfC//wrbA//miaA//sucD//yfiF//ttdT//alsB//hcaB//cysH//nrfG//efp//manY//dicA//mgtA//
GO_0009186_7	yedF//
GO_0009187_7	speC//rfaF//
GO_0009188_8	yihT//ilvE//
GO_0009189_8	tolQ//
GO_0009190_8	mhpB//ycgR//
GO_0009193_8	rnc//
GO_0009194_9	secG//
GO_0009196_8	cysD//
GO_0009197_9	yafE//
GO_0009199_7	dgoD//ybiV//hns//ubiH//ruvB//yeaD//rlmD//potC//ybdZ//aaeA//yidL//dmsB//ydcR//yehZ//dnaX//nemA//atpA//melA//yggP//yhgH//tatC//hipB//truC//dicA//lapB//rlmF//fkpB//yihR//mrcB//pcm//acnB//
GO_0009200_7	idnK//aldA//deoB//garL//
GO_0009201_8	fucK//soxS//kgtP//sdiA//hyfA//uvrA//glnK//gshA//setB//leuD//erpA//phoP//tdcA//sucB//yfcR//mdtP//napC//clpA//yadG//garR//ynhF//rimP//nadC//rbsB//
GO_0009202_8	cbl//
GO_0009203_8	ycbX//
GO_0009204_8	mhpC//iscR//xapB//
GO_0009205_8	rlpA//ygaZ//ymjB//rfaC//gpr//prfC//xseA//prs//bglA//trmB//alaS//uvrC//puuP//mdtB//uraA//pdxB//paaH//uxuA//tnaC//araD//yiaO//gatZ//epd//nagD//yneL//tolQ//rtcR//rfaG//yidR//
GO_0009206_9	yciF//kbaZ//cydB//cysC//aroC//ydeT//flhE//rimJ//yegS//fdrA//cstA//amiC//bioA//htpX//yadN//yfdK//ycjW//seqA//rimP//tonB//iraD//hisI//phoU//
GO_0009208_8	blc//ynfL//
GO_0009209_9	yfiR//
GO_0009210_9	nrfD//
GO_0009211_8	yjhP//hofQ//aes//
GO_0009212_9	dhaK//
GO_0009213_9	ybcM//chbG//
GO_0009215_8	bamA//bioA//
GO_0009217_9	fucK//marR//
GO_0009218_7	rpmE//clpA//sbcC//solA//ompW//yceO//puuE//araC//rna//alsB//gpsA//fryC//
GO_0009219_7	gabT//ycjP//osmC//yggE//yebC//
GO_0009220_8	ampD//paaH//nrdB//deoB//oppC//yraN//
GO_0009221_8	metH//rpmE//gcvT//yfiF//
GO_0009222_7	hscA//prpD//spoT//mrcA//gspF//yggT//
GO_0009223_7	rluE//apaH//
GO_0009224_9	intF//arnD//
GO_0009225_5	rssB//glnH//yciG//hda//aas//gpp//seqA//sppA//gspF//sfmH//yajR//yahB//ykgO//cmtA//ygfA//
GO_0009226_6	yqgF//xapB//ycgB//glk//pdeK//grxD//acpT//rlmD//ompR//gsiC//ydcT//ttdT//dcuA//
GO_0009228_7	arsC//nadC//lpxK//mdlA//glk//ackA//ubiI//cpxR//hemB//rplL//
GO_0009229_6	zapA//fliM//
GO_0009231_6	ynfE//sgcR//poxB//ynfF//tdh//mlaF//sbcB//
GO_0009233_6	fic//amtB//nagC//fimA//ldtE//nudB//fnr//plsB//kup//uspG//
GO_0009234_7	hybG//nuoM//rfbB//yieH//pgk//cdh//iscR//hyaC//fucI//glyA//
GO_0009235_5	ybaQ//argP//bepA//modA//ycgR//yciK//
GO_0009236_6	speF//ravA//cmk//yfaX//rseB//yihO//
GO_0009237_4	insB-2//pdxY//srlB//gabP//ilvC//yehB//ptrA//phoP//hyi//
GO_0009238_5	pckA//ydfH//galT//solA//umuC//tdcC//ompG//relE//lpxP//
GO_0009239_6	sbmA//sgcR//maeA//cysS//secB//ygjR//rutF//yiaB//
GO_0009240_6	ygeX//yagJ//spy//xylE//ycfH//
GO_0009242_6	cpsG//gspI//pyrC//pspG//scpC//casC//flhE//znuA//nuoB//cptB//ubiX//
GO_0009243_7	galP//
GO_0009244_7	lptG//mak//ubiH//wzzE//psuT//pheT//ftsA//trxC//oppD//pmbA//dut//ndh//tig//nrfC//yahI//casC//waaH//xthA//yedX//yjbG//yahB//ybiO//artP//yigB//mlc//dmlR//ulaC//csiD//ugpA//
GO_0009245_6	aspC//yaaU//recB//cydA//pgk//cspD//idnD//cof//nhaA//fabH//
GO_0009246_6	mprA//aroC//mocA//pth//kbaY//sodB//afuB//zipA//ydjE//
GO_0009247_6	yciH//ygaZ//hemB//yihU//yraJ//ivy//slyA//sbcB//yijE//glpF//cspC//ygiN//
GO_0009249_6	csiD//pgk//hdeD//
GO_0009250_7	rplP//yebG//rhtA//tdcG//aroL//rraB//rne//rutR//torS//murI//gshB//folE//alsA//aaeB//
GO_0009251_7	waaS//preA//argP//bdcR//casD//kup//
GO_0009252_7	syd//sdaA//xseA//ldhA//gmd//rutA//ygfA//flgC//prlC//yjhI//cdh//gstA//rplS//nadK//yjhH//nikC//nanA//rhaT//fhuD//hldE//tcyN//rlmB//yneE//brnQ//fumB//skp//ahpC//ydcO//yjhB//elyC//dsbC//oppB//hisD//hchA//insI3//focB//gspF//tnaA//mfd//
GO_0009253_8	ackA//degP//yjiR//tcdA//exuR//osmF//citC//asmA//nagA//ybhS//
GO_0009254_8	emrE//nrdH//pdxH//mepS//yqhD//yfcQ//asnS//ulaG//glnP//dosP//
GO_0009256_7	ilvE//ydcI//queG//waaG//
GO_0009257_8	dnaG//hcaE//fepB//xylR//
GO_0009259_6	cdsA//sseA//dapB//rbsD//valS//ygeW//secB//zapB//frvR//hscA//yccA//def//cysC//mhpA//eco//cspG//argR//mlc//fliM//lamB//mdtO//betT//qseC//ugpC//idnK//glgX//xylF//insI-2//gpmA//glnH//mazG//hdeB//pdeH//lamB//gpp//bssR//cheB//ompL//gadW//gcvP//ubiX//nudF//uspG//tar//yehY//yiaB//ydbD//menD//glsA//ychH//nagA//yfcG//ddpA//dppC//recD//moaE//cbpM//cyoE//yidP//nudC//mdtA//
GO_0009260_7	yeeY//evgS//etk//yaiP//idnT//rlpA//ycbX//ccmD//yggW//dgcZ//trpD//fepE//kdsA//sfsA//dgoD//dtpA//xapR//fabG//ftsB//hinT//hyfA//araC//kdpA//rpiB//ompT//casB//ftsI//gadX//ssuD//polA//groL//maoP//hisI//dcm//nemA//narP//yqiJ//yggN//yfiF//insI3//sbmC//hpt//rhmR//dxs//
GO_0009261_6	ydjL//dnaJ//ftp//cas1//dgkA//paaD//
GO_0009262_5	agaB//nrdB//fadA//nudC//nikB//csgD//gatB//leuS//rlmG//dnaE//yedF//rsfS//yihP//
GO_0009263_6	rsmC//yphB//hcaR//tnaB//pphA//ygfX//tauB//fhuB//ispF//
GO_0009264_6	ynfK//hisA//idnD//xylA//araB//
GO_0009265_7	lplA//lptF//mglB//psuG//rtcB//
GO_0009266_4	map//cof//dgcM//osmC//puuE//ynhG//nrdH//fepD//ligA//dmsA//yhbS//nrfC//fadI//abgB//ppsR//ynfH//fecC//csgA//yidC//purT//rsmE//bioC//agaA//purN//dctA//pyrH//nadA//ydgA//folA//rlmG//mnaT//aaeR//sdhA//lacY//astC//yejE//dnaN//yehY//menC//prpD//yfdG//panF//yihX//decR//galT//fixB//gspJ//nrdA//thiI//yihV//trpC//trxA//arnF//ribD//narW//mglB//pdeF//ttdT//mukB//alkA//gpp//aceK//selU//ydfD//mepH//ubiH//ispH//ynbB//cspC//yibH//stpA//ccmG//rsmC//sodC//yidA//yoaA//napA//ybjL//ribD//hemD//hinT//hflD//
GO_0009267_5	yccS//priB//betT//hokB//asmA//rcnR//intZ//setB//argO//mepS//cedA//rhaR//aaeA//rhmR//mtlD//pepQ//melB//yahN//ahr//yehY//ugd//uidA//ydgA//yhdX//cobT//srlE//
GO_0009268_4	hcaE//fhuC//ycbV//mepM//yegS//ybhP//yeiE//flgJ//uhpC//rpoA//holE//rlmE//gapA//uraA//nadD//chbG//lysS//mrr//hcaC//mtfA//rtcB//setC//iscS//srlR//glyS//emrD//ftsZ//
GO_0009271_4	pitA//gadX//hipA//
