#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tusA//rsmJ//fixC//lptE//
GO_0016053_5	yfeW//ydjM//fdhD//murQ//hinT//macA//xanP//ccmE//adiC//rplM//pyrH//rtcR//emrK//fbaA//yfcQ//metI//rutE//artP//yehD//artQ//pinQ//nadB//tktB//queD//pstB//yraJ//hcaE//cspE//soxS//fhlA//rplF//yjiY//dacB//abpA//mhpD//recC//efp//uacT//yiaL//queE//yieH//yehZ//paaJ//orn//ybiW//speC//yiaF//rbsR//nikB//ybaQ//yghB//sufD//fdnH//fepC//hprS//mrdB//metK//hipA//argF//eutA//rpmE//wzc//ldcC//gstB//nrdH//aspA//ydjK//rsmG//yfdC//rhaS//ydiQ//mepM//yraR//mlaC//yajD//arfB//pheM//yodD//yjcO//hemB//tyrS//glpK//ldrB//cmoA//yhbX//dtpC//yihR//lpxB//ydeE//cusF//rpsJ//puuR//lasT//dnaN//mhpB//dgoK//ldrA//glnL//lepB//chbC//glcE//napD//sdhC//kefF//tas//tatB//dcuC//lptD//dedD//rbsB//pdxB//yheT//ftsK//ydcR//glgA//frmB//cpsB//yagJ//prfB//betA//yhhT//yejB//trkA//gatZ//ygbL//bioA//ulaF//hyaB//argO//tsgA//ybaM//ralR//hybC//cutA//rdgC//viaA//ynfF//rlmG//gltS//glpG//eno//hemH//fdnG//hslU//epd//yeaK//rfaQ//hxpA//fadI//yidL//hchA//flgA//baeR//sgrT//leuE//cdgI//lysC//nuoI//rpnB//arfA//glmU//fdrA//nikD//rhlE//msrQ//ybhD//cutA//msrA//rclR//melR//yehZ//yjjB//ynfF//yciK//zraS//ytfE//sbp//potD//cpxR//lrp//ubiG//clpS//mliC//ilvB//fetA//glpG//mhpC//glcA//sstT//
GO_0016054_5	znuB//tldD//paaX//cheY//cydB//metR//lspA//mrr//ygeX//epmC//nlpD//adhP//yjfF//ispA//glcE//gadA//yehT//garP//ygiN//csiR//patD//lyxK//uvrD//aroP//cysU//tdcR//cspG//ais//oppC//ampD//thiD//ispH//ykfI//yjjU//sbcD//patD//ygbL//rplM//metL//flgH//ybaQ//entA//ymfA//artQ//rplC//lptD//gntR//fdhD//yebK//hipB//glsA//yahK//mnmG//rrrD//pyrD//sstT//lapB//rbsC//dsdX//iaaA//rhaA//phnG//ribE//uidC//cbrA//flhA//dmsB//thiC//abgR//phnN//ydjK//rplA//rpsB//gstB//pykA//hokB//sapB//ldrA//yeeJ//garK//ribC//queG//tolC//yphD//wcaJ//ycfL//mdtQ//trpA//yhbO//scpC//gstB//glsA2//rffT//rsmI//hofM//btuR//appY//yabI//carB//glvB//acpH//citG//talB//yddM//rraA//mdaB//metG//eptC//gsiC//yeeJ//rodZ//melR//yihS//uspC//sufS//yafS//murJ//yqeA//patA//thyA//nrfD//ygaH//ddlA//nadB//acnA//comR//soxR//ycjU//rfaC//rsmF//ibaG//fabI//hdhA//ubiA//rclA//dkgA//fimF//narG//creB//ugpE//rluE//ygfX//gloB//ampD//cysA//pgaD//greB//cspE//fkpA//waaS//pdxB//ycbV//lyxK//yccA//ymfK//
GO_0016070_6	gatA//arfA//aroH//cpxP//hslU//cueR//gltP//cysD//hisD//yfcP//aaeB//bipA//aceK//kdsD//alaS//nuoH//ihfB//mprA//tusD//ydiP//puuD//yihO//gpr//pdeL//cysZ//iscR//ybgQ//cysZ//sulA//dxr//hldE//sapD//barA//gnd//menE//gyrB//xylA//spy//purF//nfo//entH//tar//lsrR//uhpB//ahr//wecA//folD//arsB//intF//ackA//mdtE//yjeH//yggP//malF//cyoE//yhaC//ribC//norV//murA//glxK//hflK//atpF//waaL//waaA//yebZ//ptsI//topA//rfbB//fimA//ydiP//ycjW//znuA//qorA//ybdR//gppA//ytfQ//sapD//trpD//pflB//ccmF//ydjL//yhcD//yihR//mlaF//dcuR//nupX//livG//ygfA//flgM//btuR//nac//hycB//ulaB//miaA//recC//hicB//thiM//ydeI//chaA//pth//ampD//ypjD//yfhH//cusS//treB//lldD//mepS//fdoG//uspE//hsdR//uidA//def//nagA//ydeO//relA//yfdS//glcD//ycbX//glsA//aceA//allR//cedA//uvrB//sufA//ydeT//pyrL//tolA//wbbK//rsmF//tpx//dgt//pgm//tolB//queG//mtr//araD//mglB//ygjH//recQ//udp//rluF//lgoD//higB//yhbQ//aer//gph//waaB//yjhH//yaaU//fdrA//rhaD//kdpB//rsmI//rzpD//acrZ//rffM//rseB//fhuF//mog//murA//amtB//parE//bioD1//glgS//yjcO//mnmG//srlR//yqaB//ligB//ung//nanA//torA//ydcP//syd//cmoB//ribB//malQ//dppC//hypT//panC//cusR//ushA//yfdC//rluB//poxB//paaK//ybgQ//yiaJ//mukB//kdpC//waaP//purL//rplE//dinQ//hofN//recG//sspB//wzzE//wecB//cpdA//yfcV//ndh//pinR//murR//ilvC//garR//sdhC//panE//ymgF//crp//rnlA//cynT//phnL//znuA//yieL//dctR//potA//recD//yfbR//raiA//yfeR//casC//dps//rlmB//lsrG//nanT//dcuD//wzc//fliS//ampE//fecC//hyaB//fliT//rpmG//yhcF//osmY//fepE//ilvC//rcdA//fdoI//lgt//gadC//minD//cho//ptsI//gshA//ccmD//ribE//trkG//ibpA//malI//cadB//folM//hisB//yqeA//psuG//trkG//cysQ//hdeB//alsB//ykgA//entH//yagG//atpH//gdhA//rcsF//sseA//fliL//hypA//cyoA//rffT//epd//chbF//basS//rarD//bglX//kefF//yafC//macA//yeiE//bcsQ//pgk//tolB//wbbK//metN//ghrB//pfkB//fadH//bdcR//yjiM//mtr//yehT//mglB//fadH//
GO_0016071_7	gudP//higB//atpA//basR//trg//gudP//aspA//hypA//tsaD//pagP//chbC//rutR//exuR//pdeR//ykgA//
GO_0016072_8	yebQ//secY//nanE//essD//otsA//btuC//acpH//eptB//nirC//tesB//dgcQ//frmB//selD//mltG//mcbR//pitB//nemA//rbn//ycgR//uhpC//yhbS//trpGD//ggt//mrdA//malI//crr//allC//yraK//speB//hypA//ykgM//rpmC//kduD//hybD//lpp//hofC//borD//mug//phnM//ydgA//idnO//casC//fdx//ybdH//
GO_0016075_8	yhbY//yqaB//
GO_0016078_8	lptG//
GO_0016093_5	yihR//hyfC//
GO_0016094_6	xerD//gspJ//
GO_0016114_6	greB//
GO_0016137_6	ycjQ//
GO_0016139_7	ispB//
GO_0016226_5	wzb//rsmJ//dnaK//sgcB//rssA//yfhM//matP//yihW//cdgI//frlC//lysU//preA//ccmE//abpA//abgA//rof//ybiX//fabZ//
GO_0016259_7	glvB//setC//phnJ//ssuC//
GO_0016260_8	yhcH//ftsQ//gltK//
GO_0016310_6	ompA//creC//hcaE//gudD//mlaF//trmJ//fixA//ilvC//nanC//ribD//bamD//cobB//pfkB//entD//hypT//ftsP//mdtC//potD//folA//ykgA//gadB//yhcH//yfcG//trpR//cmoB//ptsG//corA//pdhR//lpp//ycjU//nusG//znuB//sohB//nuoL//nimR//fdoI//pgpB//clpA//relA//rho//etk//ydhQ//rtcR//rpmG//lacY//arsC//kch//efeO//serA//rlmA//ynfH//ybdO//yhbS//lacZ//paaX//iraD//rffG//gadB//pepA//proP//pgpB//norW//norR//yjgX//insB-2//yfeD//fes//fdx//ispA//ivy//melR//hupA//lgoR//hypA//sucA//fruK//ampG//allD//ykgA//ybfE//recG//ibsA//ybdZ//eutR//frmA//yjbH//tatE//casE//yfiE//yqeG//ahpC//hycI//mntP//yeaD//yiaJ//btuC//ihfB//ybjG//yjcS//epmC//ompT//ybdR//ynfK//fur//yiiM//recD//rfaD//cyaY//hypE//elfG//hemB//umpH//dcyD//mhpT//caiF//sstT//dcuD//
GO_0016311_6	gstB//ycbU//flgK//pheP//crl//srlA//fixA//luxS//glnH//yebS//mltD//fdnH//yghG//yfcV//gadB//helD//yjiX//xylE//deoC//elbB//rfbD//yagU//amiB//trpR//yfeX//mgrB//groS//hemG//pgaD//nuoM//rplP//artP//queF//lepB//araG//pgi//napC//atoC//narY//fliL//yejB//gloC//glgS//ttdA//ndk//ftnB//tsaE//comR//cdaR//hldE//tesB//panB//cusF//infB//yieL//ygfI//yghG//opgG//prc//queD//cadB//
GO_0016458_3	ais//mtlD//
GO_0016477_4	aroB//
GO_0016485_6	feaR//livK//yfcF//ycfL//shiA//cheB//thrL//dnaJ//sxy//
GO_0016540_7	secM//nanA//
GO_0016553_7	fhuD//
GO_0016556_7	leuA//
GO_0016579_7	alkA//
GO_0016998_5	proS//
GO_0016999_5	thrA//adhE//fimB//mreB//arnD//ispB//dnaA//yedA//appY//gspF//aphA//tusE//rimI//murJ//fliD//gabD//ribA//afuB//ompG//ilvE//paaH//glpF//chbF//mdtC//argS//araD//modB//srlR//araH//iscA//ybaQ//decR//cspB//dcuA//dusC//ssb//srlE//arnA//rsmI//ybiS//yeaE//clpS//malI//pitB//gshB//fucP//selU//bamC//pldB//brnQ//fryB//ygaH//allR//ulaG//yajR//glcF//
GO_0017000_5	ung//ppiC//uspG//pdxK//zwf//ribD//
GO_0017001_5	setB//mntS//hisF//rsmH//yqaE//nadC//bioP//sufC//nagK//aspC//otsA//yhfK//aidB//nuoN//sbmA//ibsB//ynbB//citG//gadC//scpB//envC//
GO_0017003_8	argP//rnc//tag//yehB//sufE//mdfA//
GO_0017004_7	coaE//ftsQ//yehU//pphB//mreC//cobC//queD//ypdB//cdh//lptB//potE//
GO_0017006_7	preA//rimI//trxA//rpmB//topB//tas//
GO_0017013_7	ade//lacY//
GO_0017038_6	ispG//mlaE//gspE//
GO_0017144_4	fimH//pgaA//dsbC//rimP//chbA//exoX//cysW//ygcW//mutY//pykA//opgD//yraH//eutR//pinQ//ytfT//pykF//znuB//clsC//pta//yoaA//yhbO//recJ//menA//yhaV//erfK//yieE//chaA//yjeH//yjfP//sutR//rzpR//metR//mscS//pgaC//sucB//proS//folE//yidA//treR//sufS//kefF//prlF//ydjL//arsB//mgsA//dacC//pntB//ridA//yadV//rnr//rpnB//arcA//lsrR//hofM//ligB//feoA//cmtA//ycaN//ligB//prpD//lrp//murA//perR//nrdD//paaX//gsiB//preT//clcB//ynfE//ydaC//dpiA//gshB//yihR//cvpA//ptsN//ydgA//flhE//rcnR//gntR//rcsC//rhaS//rpoH//amiB//btuB//agaS//etp//tehA//ansA//alaS//yobA//plaP//potD//ribD//ybeY//clcA//glnE//sgcR//tmcA//yjjQ//ribB//ycbX//yajQ//aroC//torC//lysU//dcm//hicA//ytfP//yegV//tsf//dgoR//glrK//sixA//rplM//folE//trmB//ybiI//exbB//elfD//dgcE//ilvM//elfG//chpB//thiQ//aceK//nrdB//fruA//pdeH//lacY//bioD//nfuA//tusA//ldrB//metL//nfi//fimH//lexA//aroF//flgB//dtpA//thiM//shoB//yjaZ//priA//fliS//fsr//rihC//mog//gcvR//argF//ygfZ//kdsD//cheW//sanA//yjhI//yiaL//lsrB//melB//yecS//menD//nrfE//bamE//yqhC//yeiL//gcvH//cusS//bglJ//ccmH//fadB//rlmB//yhaO//ispF//ubiA//mlaC//ybiI//csgE//mdoD//epmC//cdaR//xisE//tdcF//moeB//secB//bssS//lpxC//folE//clsA//ribA//cpsB//yehU//frdC//yeaV//ycjD//yqjI//rbsB//fixA//fdoG//speB//fkpA//
GO_0017148_8	era//intF//mak//cdd//ydiP//mcrA//ydjM//cmtB//cdsA//yiaO//ymfA//trkH//kdgK//yphD//argE//mpaA//nfi//actP//nlpI//galF//cueR//waaQ//dgoK//yieF//
GO_0017185_8	yqiH//
GO_0017189_7	yahD//
GO_0017198_7	amyA//
GO_0018011_7	tas//
GO_0018012_8	yiiE//
GO_0018022_6	yidH//
GO_0018023_7	ihfB//
GO_0018063_8	mzrA//htpX//yneJ//ybcL//argA//
GO_0018065_7	rplD//gatY//rclR//atoB//gph//
GO_0018070_8	lpd//sucA//
GO_0018104_8	aldA//asd//ychO//recT//pykF//yehY//aidB//malE//
GO_0018105_8	chbG//yehU//rplR//
GO_0018106_8	glmM//hisP//yagI//galT//hypA//secG//cof//pal//setA//fdnG//fucP//yebS//tolQ//waaF//rclR//surA//yeaV//ychF//cysK//ybhD//pspD//spy//crfC//lsrB//eutB//hisF//yjhI//mnmC//bioF//
GO_0018108_8	lysC//patA//tcyN//nikR//ybhF//
GO_0018117_8	sgcC//
GO_0018125_6	fecA//
GO_0018126_7	bglA//
GO_0018130_5	arnT//panC//gshB//sgrR//cspE//artM//rpnA//yjgX//flgK//aceB//yidC//yedA//hdeD//tmk//nemA//rsgA//sufC//pyrH//ycfL//psuG//rimK//frdB//mdtB//curA//gcvA//miaA//sdhD//curA//bglX//frdA//hprR//rfaG//mrdA//xisE//ybhA//glrR//gcl//hcaD//narL//aer//phnC//ydiR//glcD//flhE//nrfF//mdtA//aceK//ilvD//basR//rnd//recG//btuF//citE//yjaZ//rcsF//azoR//rzoR//cheY//rhmD//topAI//proQ//dusC//livK//yagE//lpxH//gdhA//ybjC//hypF//yihO//pflC//nrfA//hofQ//alsE//sdhD//dnaQ//yjtD//ssuB//dadA//suhB//waaY//dld//ratA//ompG//coaD//rpmH//dnaT//fepG//hemC//murG//yidQ//ddlB//rpoE//efp//yfaX//groL//ppsR//ulaR//bolA//hdhA//flhD//pepB//ssuE//ycjR//yidE//murJ//rimP//sthA//hemD//ilvH//dgoR//fliZ//yqgF//metL//secY//cspC//yiaT//napC//murA//phnP//rnd//glgC//yqiJ//sad//ihfB//ybhR//dapA//kch//fsr//rnlA//fadR//envC//ybhS//xthA//gyrB//leuC//guaC//yjiA//rdgC//asr//ttcA//galR//phoR//arcB//fmt//slmA//gyrB//yadG//mraZ//yahI//hemL//livG//iraD//rpiB//ttdT//yegV//sfsB//ompW//ycjU//preT//elfD//mdtN//tbpA//rplJ//yfhM//sbmC//iscX//intF//fkpA//manA//sseA//rutG//insH-6//frvB//entC//tsaC//dmsC//rnb//trpD//mqsA//fhuB//yaiV//pcm//kdgK//ybcL//ugpB//yddA//lsrR//murC//nimR//rfe//ulaF//puuB//fis//hprR//rimI//dmsA//entB//dcuC//queE//insE-1//sutR//yfjV//ldtB//rpmA//ppsA//dinG//yahK//yihR//nhaA//bioA//ydaV//ynhG//hpf//rfaB//gntU//aldB//ydiB//icd//vsr//xerC//mtlD//narP//paaA//ynaE//nudF//ynfE//ydiF//hdeD//ycjP//rsmC//ybaK//psuG//ccmH//ansA//aas//tyrB//rluF//ligB//livF//obgE//yieF//yneE//arfB//yfeD//yohD//dapD//yghB//kgtP//ytfR//ydeM//kdgK//ssuA//glnA//citE//purC//mprA//malG//zinT//rpiA//dicC//rpe//wzzE//ybgP//metF//aidB//serA//rluB//agaB//mdtE//bioH//yieE//rplQ//rpsN//dld//ycgV//npr//tolR//yhjB//ybhD//fixC//deoA//nuoH//mreC//mscK//lpxL//cyaY//fieF//yceD//proC//cpdB//hflX//hofN//symE//sbcC//yqhD//aroA//yqhC//lsrK//lolA//nfo//xseA//fepE//rmf//envZ//umuC//flgH//malZ//trkA//tsaD//elfG//purT//eptA//mrr//ppk//feoA//thrC//uvrY//galT//flgK//tauB//rplJ//mrr//mdoG//iscS//rpsJ//ycgB//pgsA//tdh//rhoL//amyA//mfd//dapD//yfhM//hicB//yohD//glgP//zur//purB//aphA//yfaL//purF//paaG//crcB//codA//fecB//wcaB//srlB//glxR//yaaY//aroK//ispU//yjgX//yhcF//deoC//yceK//glnK//deoA//tsaE//dapD//ftsE//bioD2//rplL//gsiB//malP//rseC//hupA//dsbB//rhaT//argS//ydhJ//recQ//
GO_0018131_6	qorA//yfcU//
GO_0018160_8	cusA//
GO_0018175_7	lpxL//
GO_0018193_7	dgoA//araA//secB//tolC//ddpX//dusB//flgE//evgA//prpB//hflD//glvB//marA//wrbA//tatE//rcnR//roxA//gltP//gcl//ffh//glsA1//elfC//ogrK//umpH//xanP//wzyE//nupC//glrR//hypA//ydcZ//ubiD//yjiR//rclB//hybE//dcuD//hemE//bioP//mhpR//ybdN//nrdR//paaD//cspI//yjbB//rtcB//acs//rpsS//ilvH//selA//ybdR//dacD//cspD//paaF//hycI//oppD//malP//yjiX//sgbH//dnaG//ilvA//yceK//nusA//ybiX//arsR//yebG//wecA//cysU//bepA//rsmI//mdfA//yfaX//dtpA//ibsA//
GO_0018194_8	leuO//agaR//
GO_0018195_8	deoR//
GO_0018197_8	hcaB//hofM//
GO_0018198_8	tig//aceK//bglA//tcdA//lpxC//torC//yidK//ygfI//
GO_0018202_8	aer//ubiX//yadG//gstB//ubiB//comR//trmB//accC//xylE//stpA//yfbS//hybE//cdh//cysD//agp//yecS//torC//hemB//topA//truD//ycjW//kefB//proW//uacT//rplR//bioF//bglJ//sufB//argO//
GO_0018205_8	rpsB//nuoF//slyA//dnaC//pspD//lptF//ispB//lasT//miaA//abpA//plsC//
GO_0018206_8	mraZ//
GO_0018208_8	fimC//xylF//hsrA//phoA//rimJ//mobA//znuB//rdgB//
GO_0018209_8	truB//ssb//atoC//gstA//rluB//feoA//uspF//
GO_0018212_8	ybaK//rbfA//mgtL//entC//raiA//
GO_0018215_7	fes//hflC//
GO_0018246_8	yjfF//
GO_0018247_9	astB//
GO_0018249_7	gatD//
GO_0018282_7	yqgB//proW//
GO_0018283_6	nmpC//trpB//
GO_0018298_7	recA//
GO_0018307_7	hofC//
GO_0018315_8	bioB//
GO_0018339_9	manY//gmhB//
GO_0018345_8	umpG//
GO_0018364_6	polA//gph//
GO_0018378_9	ccmC//evgS//hybC//
GO_0018393_10	speA//torA//
GO_0018394_9	ssb//glnL//crp//
GO_0018410_8	mrdA//
GO_0018909_5	yciK//
GO_0018937_4	ynfK//
GO_0018958_5	pnuC//hisC//dxr//rhaB//gpsA//idnD//potD//ugpA//tamB//yedP//uspF//
GO_0018960_4	curA//
GO_0018962_6	cheZ//mgsA//argE//glpD//fur//
GO_0018973_5	lsrD//yphB//
GO_0018974_6	malY//ybcQ//
GO_0019042_6	yehW//
GO_0019043_6	ydcT//sapF//infB//
GO_0019046_6	tauB//helD//uvrA//
GO_0019048_6	rrrQ//ydbK//dauA//sufE//
GO_0019062_5	hscA//
GO_0019068_6	ispH//rfe//
GO_0019076_6	bioH//nusA//soxR//fimD//
GO_0019184_7	araA//ygbI//wcaC//nrdG//bamA//pdeF//hmp//mraY//trg//casC//
GO_0019216_6	evgA//clsA//frdA//cadC//
GO_0019217_7	arsB//mlaF//wecC//
GO_0019219_6	lolD//ruvB//miaA//mdoD//yihU//exoX//cas2//yebG//gyrB//tsf//nemA//yraI//rcnB//pgpC//ybjI//greA//queA//ypdA//mug//hypA//ghrB//yibH//waaZ//cobT//prs//gcvP//afuB//brnQ//metR//adiC//asnS//mngB//dnaX//scpB//yhaV//speE//hchA//yeaD//dicA//yadV//gsiC//elaB//tauB//tolR//rmf//yfiR//yieF//glxK//yheT//pitB//rfaC//uspG//ltaE//gatZ//rpmJ//dsbA//yjfP//ycbX//tktB//dsdC//mscK//lplA//eco//rhaT//dnaE//rpsM//lpxL//rzpD//fucP//rlmA//rsuA//appA//tolA//rluE//nrfF//cutA//intS//baeR//rplD//nagD//glnQ//mdtM//rluA//aroG//fepC//paaD//gcvA//yedX//trmA//afuB//yejE//tcyN//nikA//yehT//gabP//cstA//uxuB//ynbC//lpxH//rseC//pgaB//ftsQ//rfaE//tabA//yhjG//nrdB//cusR//pgrR//rplM//mdtG//fixA//cobT//ariR//glpD//cbl//fadA//hslJ//prmB//rsmF//nuoI//bamD//sfmA//btuR//mug//fhuB//hsrA//yjjW//pgpC//fixB//glgC//tusC//glxR//hrsA//yfgI//topA//feoC//xylE//ykgM//ygiS//lldR//nikR//leuO//yneL//ettA//ansA//pepT//yfbS//secA//dapA//rimP//ispH//caiT//cysW//gadB//tauD//ompC//codB//murF//gloB//rplL//yijE//frvB//nlpE//rph//csrA//yaaY//bioF//mdtD//nhaB//gsiD//ybaM//dps//chbF//lgoD//kefG//ccmH//nikR//yciE//rhaM//panE//fieF//gabD//bdcR//ydiB//gpsA//lspA//yjjV//yqjA//trkG//pliG//ptsN//pyrL//dsbC//rffT//yhgF//mraZ//uxaA//tdk//rho//insI1//hofO//guaD//rraA//flgF//ade//arcB//ampH//pta//aroH//xylF//nmpC//serA//rimM//rlmH//sfmD//entA//ribD//dgoT//yqjA//hsrA//rpiR//ydjJ//speG//copA//tcyL//narI//glpR//tyrB//cheW//selU//hemN//mdtI//zntR//mutH//murQ//cydD//tsaB//ydiR//dinQ//yhcH//argK//elfA//nlpD//msbA//lacZ//gluQ//leuS//gyrB//entA//ttdB//trpB//pgaA//puuP//paaZ//ycgV//yfgI//bamB//hybG//hisI//yagU//cydB//atoS//yedL//ulaR//lolD//trpS//gpmA//cusS//bdm//uvrD//fruA//ompA//narG//yoaA//priA//nadC//abgR//yibH//cusF//panD//mdlA//ynfF//rhlE//zntR//hrpA//yqaB//amiD//ybcM//nupC//cydD//yihI//srlD//
GO_0019220_7	ynjA//crcB//gntR//arnF//yghG//yobF//cspA//adk//alpA//xanQ//
GO_0019222_4	yraK//ilvE//tus//dnaJ//atoS//phoA//yehT//nagZ//trmI//thrL//acrR//sstT//ynaI//cyoA//yagE//lolA//ybjC//fic//zur//xapR//lapA//grxD//opgD//dnaB//polA//hcaR//sgcX//dnaC//atpB//gfcE//rhoL//rstB//torY//glgB//murG//lsrG//rho//ybjD//cueO//ycjW//queG//fdoH//tig//citX//rcdA//ybiH//rhaD//thrB//sapD//dgcN//pepQ//sdhB//insI4//napF//zapB//sdaA//yahB//pitA//cdd//yehU//fimG//oxyR//murI//arnA//fimG//nikB//tig//ytfT//lldD//mcbR//decR//tdcB//trpL//fliL//yciG//rpsS//ptsI//elfG//apaH//rzoR//aldB//yciH//fruA//mlc//thrA//appA//ibsD//shoB//gntT//menC//rluB//alsC//atoC//bioD1//ubiH//dgkA//ulaC//fixA//nagD//sucC//narX//pepD//mqsR//eutA//pheP//rpsT//rmuC//ruvB//uvrD//uxuR//rlmG//fadM//lyxK//gcvA//plsB//chbA//cas3//manZ//kdpB//potC//fryA//yraN//prlC//rlmI//sapA//suhB//ivy//mqsA//cysC//nirC//rsfS//hcaD//hscA//macB//dusC//lsrK//adhP//ruvB//fucA//pykF//yidP//dmsB//cadB//rbsB//yebG//glrK//ddpX//aroB//spoT//ptsN//panC//sdaC//bamA//bfr//bipA//insK//rusA//yhfS//rfaE//epmC//gsiD//ihfA//yhjG//asnS//ugpB//rplQ//ghoT//ttdB//ycgB//paaB//sfmF//tatE//yjhG//idnK//sbmA//yddM//plsX//gcvA//tsx//flgD//dnaN//mdoG//panB//hha//mutM//coaA//sbmC//smrA//gntK//ssuD//cydD//cmoM//orn//rdgC//pmbA//trmJ//argA//tusB//mdtN//yhbO//nrdG//panD//livG//nanE//ugd//yhjG//fruK//lipB//mltF//msrC//oppF//psuT//aroF//rffC//tsf//ghxQ//yqaB//serB//entD//lexA//thrC//secA//citX//ydcM//cobU//ldtC//thiD//hypC//paaF//malS//ybgQ//trmO//aphA//holE//hyfR//erfK//rstB//hisB//rhoL//acs//narX//bcsQ//rfaQ//murP//ychF//malX//mnmG//yjeI//waaY//mntS//dppA//feoC//narH//tcyN//mglB//thyA//manA//potG//lptB//solA//rnr//proS//dkgA//ypdI//clpA//prpB//trpB//bluF//puuD//srmB//fadD//ycgB//purN//shoB//frc//ilvH//cysD//cusR//folP//azoR//tatC//rplX//yjjU//radA//rplF//ubiE//yddL//tcdA//viaA//yqiJ//hycH//talB//torC//ydcZ//surA//fryA//truD//msrP//rplN//prfA//galR//yddG//fur//pspA//hsrA//kefC//secD//ribF//cbl//ydaN//xisR//gmd//yejA//purR//yhfK//cspC//lptG//paaK//yedL//bipA//yheT//ygiN//ydfH//norV//ygeA//pspG//matP//ddlA//mdtA//hcaE//uxuB//hisQ//gadC//ghrB//priB//rfbD//lptB//glsB//creC//ycaO//queD//dnaG//dinB//yeiL//aqpZ//tktB//arsC//mutT//holE//cspG//tusA//ykgM//lapA//oppB//afuC//ulaR//tmcA//eutK//curA//aidB//hscC//cbrC//cysM//xylR//pabA//ynaI//csgF//citX//lptE//thiG//holB//
GO_0019242_6	yiaL//
GO_0019243_7	gsiA//torD//dgcE//pgaC//rluF//srlA//mltB//fadE//bioD2//yhaO//nudG//pgl//btuF//lpxB//cbl//trmL//ycaN//solA//ftsW//crcB//rtcR//cmoB//menE//ubiG//
GO_0019249_6	cdsA//
GO_0019250_7	dnaE//
GO_0019262_6	fimH//rspB//amtB//fimC//asnA//galE//rluD//
GO_0019264_7	acnB//
GO_0019272_9	fdhD//yjhP//
GO_0019284_7	carA//rplJ//yehU//
GO_0019285_5	yjcO//casB//
GO_0019288_6	chbB//yoeB//mntH//ecpR//
GO_0019290_5	aceK//perR//msbA//ynbD//sspA//paaA//kdsC//waaU//
GO_0019292_8	menC//
GO_0019294_6	yibA//ydeE//asnA//tdcR//
GO_0019299_6	rfaF//pdeK//decR//brnQ//hypF//gshA//rpmJ//
GO_0019301_7	gltB//ybjN//ptsP//rof//exbB//tdh//proP//
GO_0019303_7	hyfF//pabC//
GO_0019305_7	tcdA//
GO_0019309_7	lpxC//
GO_0019313_6	gltK//fliS//leuE//
GO_0019314_7	rpnB//lipB//trg//
GO_0019316_8	flhD//hipA//rihB//
GO_0019317_7	ttdA//arnD//slyA//pepN//dnaK//lon//
GO_0019318_5	hflK//mioC//pgaB//yejF//lnt//mdtL//fdoI//sgrR//tcdA//ppk//glvB//yjcO//hxpB//plaP//spy//emrB//yciT//hybE//murR//panE//hcaD//ytfT//glyA//bsmA//cysW//asr//fumB//ybcQ//guaA//yhdW//gltP//ccmE//nadB//pdeK//mtr//rpsG//nlpI//ybiH//zapB//mrp//ilvE//hofN//dapF//iscS//arcA//ubiA//
GO_0019319_6	evgA//ebgR//mocA//ydiO//rhtB//mcbA//nudG//puuC//arsR//yjjI//
GO_0019320_6	bcsA//mdlA//fliM//hxpA//yfbR//acpP//kdpE//yeaE//nuoI//pflA//mtgA//oppD//metF//amiA//gabP//agaI//guaC//dtd//uidA//allD//ybiH//holB//sufB//nanT//rpnC//flgJ//crl//
GO_0019321_5	tamB//mngB//narI//cysE//oppB//minD//cyaY//lsrB//ravA//uacT//ynfE//yddA//ypjD//mppA//murA//rluC//yafN//fdrA//paoC//menF//ycbX//fdhE//cra//fadI//gltD//
GO_0019323_6	tpx//tyrR//melA//potC//aaeB//glsB//cydD//exuT//glcB//ynaI//yecS//nuoN//uvrA//tsaB//hyaA//infC//trmB//ftsI//
GO_0019324_6	citX//ybdG//gmd//cadB//ycaN//
GO_0019326_4	ahpC//hxpA//
GO_0019336_6	cysA//ypdC//
GO_0019343_8	arsR//
GO_0019344_7	yjjX//uidR//rne//ptrA//nuoF//zapE//yfaL//
GO_0019346_7	rssA//
GO_0019353_8	torZ//nrfC//iscA//arsR//
GO_0019354_6	arcA//
GO_0019355_8	nrfG//rph//entS//yahF//abpA//
GO_0019359_8	hiuH//cho//csdA//perR//yphB//ybeF//hemA//pppA//zraS//hprR//cyoE//talB//yehX//suhB//trkG//xylF//ycfS//gadE//trmJ//sdhC//ydhJ//ruvB//yiaN//bdcA//potA//ivbL//kbp//dmlA//
GO_0019362_6	astB//norV//deoB//gnd//ulaR//intS//yidP//rplT//minE//trg//yciH//hrsA//murD//mnmA//eutN//yjgX//fhuF//yejA//cpsB//glrK//mutY//aas//mcbR//dmlR//fadH//pldB//lrp//ydfD//tdcE//recX//hflK//sfmF//sgcX//creC//cysK//rplB//rnc//napD//
GO_0019363_7	kch//adeD//lpoB//srlE//narX//dicA//minE//purC//putA//melA//csiD//fetA//setC//dhaM//yebC//rpmC//kefG//insA-1//yieH//hxpA//tadA//waaY//ibsA//pdxJ//hofQ//csgB//yjcE//trpGD//
