#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lpxL//coaA//bioD1//fdnG//
GO_0010604_6	ybiY//yigL//dnaT//fdhF//cmoM//cysQ//cptB//pabC//dmlA//pstA//osmY//aidB//glrK//basS//rlmE//trkH//ettA//higA//entB//leuE//surE//leuS//ynjA//glpT//glpG//fabB//fryB//flgA//lgt//ccmH//nuoE//minD//purB//menH//ghrB//fadB//fliM//casD//yhaO//btuF//skp//ytfQ//pgpA//secE//napD//rpmE//coaD//yrbG//tcyL//hipA//rnhA//yegV//groL//rplM//yciG//pphB//pyrE//paaX//yiiD//lysU//glpT//ybhA//nmpC//hisP//exoX//ybjX//wza//ybgQ//insI3//htpX//yeeO//waaJ//ybhI//folX//fimZ//oxyR//frmR//ftsP//otsA//bfr//ygiW//recQ//codB//yjiX//citG//yeaE//fieF//yjcS//fliK//prfB//ulaR//waaC//yajR//
GO_0010605_6	dicC//rpmG//epd//recQ//iraM//yeeO//norR//ldtC//rpnB//gabT//iscS//lgoT//pfkB//ffh//tyrR//appB//wbbK//tus//sdaB//wecE//ybhA//thrC//cspG//nemA//cysH//cpdA//ykgO//ugpC//mscM//coaA//ytfR//cspB//yeaE//trg//rhaT//bamE//fecC//napA//lysC//flgB//minC//tatD//fur//hprS//yibA//pabB//araH//gpmA//rhlB//ygeX//glgS//aaeA//torI//yigL//cynX//mug//yciE//leuE//yehY//nlpE//glsA//deoC//kdpC//hcaD//ung//cadC//mreD//pepA//amiB//ydhQ//wecB//dtpD//ygfA//sodC//araE//rfaD//fryB//yhdW//yqhC//murA//rcsA//mhpB//pcnB//trmJ//pstA//truD//gadC//sdhD//greB//gapC//gadB//btuF//idnT//ttcA//yjaA//ynhF//cirA//yiaF//waaZ//prpB//ubiF//tatC//lptG//nlpE//nfi//idi//fadE//cynX//sppA//glcC//aspS//pepA//recQ//phnC//tdcB//hypD//dacC//gadB//grcA//trpR//pyrB//ybaT//uxuA//ribF//lacZ//holB//ade//yebK//ribF//cmtA//zapA//hprS//murQ//yjjV//evgA//murB//cdgI//proS//hsrA//hcaR//ftp//mak//ybfA//uhpC//
GO_0010608_7	ariR//setA//eamA//sbcC//thiE//hscB//yiiE//csdA//ibsC//rplY//tolC//mnaT//tadA//fliL//ygfZ//lolA//proP//yfcG//yebZ//rpsA//mmuP//umuD//mltG//mppA//hicB//fadI//sdaC//csdA//yhjC//cobU//fabG//tynA//rluE//yqhC//uhpC//rlmN//add//lolA//potF//dgcQ//surA//kilR//gltS//frvA//
GO_0010628_7	uxaB//hpt//relB//leuB//nanK//leuO//yeaE//lsrG//livK//dkgB//tdh//ydjJ//rutB//frwC//yafO//surE//yqeA//yfhH//paaK//dtpD//ulaA//dgkA//hsrA//secE//mntH//yiaB//pinR//yejA//napD//baeR//zapD//pckA//trmJ//argH//nadK//lptF//aroB//tcyL//rhmR//artP//allR//nrdH//csgD//rrrQ//uvrC//yegD//narU//yneE//infB//potG//miaA//pyrL//pdeF//ade//nanK//nadB//cmoM//grpE//dgoT//lpxL//fdnI//hisC//cysH//hisC//asnS//bfr//dsbG//ldcA//wzc//rluB//ybiS//afuC//pfkB//gmk//ackA//ydeM//tatD//ibsA//sanA//oppF//ftsI//dgcJ//ibpB//
GO_0010629_7	hisF//bfr//gpp//hslJ//lptE//flgF//gyrB//yggF//trpE//cydA//mdtI//rffG//pepN//rlmN//dgcM//arnD//srlB//tyrB//sspB//ydiP//ybcM//recF//mreD//truD//ynfL//thrS//sgcC//rlmE//tus//uvrD//flgF//lipB//iscA//rsmH//yhbX//torS//waaC//nfo//xerD//znuC//hldE//yejB//caiD//ygcW//cdd//lipB//araA//acpS//nlpI//ihfB//rlmC//yadK//iraM//cecR//flgB//flgC//gatC//glpB//yhgF//gcd//hicA//rmf//hcaE//flhD//yajR//yadN//topAI//malY//mutM//kgtP//cpsB//ldhA//kefC//sbmC//psuG//djlC//ndh//phnL//ybiY//gpmM//osmC//cyoC//iscR//yqgB//pncB//iap//rzpD//murA//nuoF//cadB//dnaX//yeiL//rzoR//kduI//psuG//iscX//arnE//thiE//ldrA//asnA//secA//rluA//truC//otsB//ggt//phnC//surE//mcrB//polB//ssuB//cra//yijO//ispA//gabT//fdhE//ynfF//yeeL//yjjU//feaR//ulaB//mreB//bipA//hflD//lpxD//cpdB//tsr//sppA//ytfR//
GO_0010638_7	cas3//ybaM//
GO_0010639_7	cusS//fliG//proC//
GO_0010646_5	phr//
GO_0010648_6	ispG//
GO_0010675_6	speB//idnO//ygdG//glpA//argR//flhE//
GO_0010676_7	secA//rhmD//
GO_0010677_7	thiE//
GO_0010699_4	tas//rpsM//
GO_0010810_5	ykfI//glgB//
GO_0010817_4	cho//asr//ais//ybdO//crfC//xthA//blc//fixC//treC//cedA//glnQ//mglA//gnsB//atpC//
GO_0010827_7	treB//
GO_0010829_7	phoE//
GO_0010876_4	aldA//
GO_0010906_6	yphB//galT//
GO_0010907_7	iclR//
GO_0010911_5	frdB//rhmR//xylR//
GO_0010921_6	pgpB//trxC//yhcN//argG//
GO_0010941_5	focA//
GO_0010948_7	fkpA//patA//
GO_0010951_8	rimK//hflX//
GO_0010962_7	ada//rhmD//
GO_0010966_8	mfd//
GO_0010967_6	tolC//
GO_0010974_7	crr//
GO_0012501_4	pgk//gspE//lolC//alpA//ybjG//ygfZ//yebC//alaE//bioC//rrrQ//fdhE//rpsR//rffC//
GO_0014070_5	kbp//cysW//
GO_0015031_5	dgoA//casC//cheY//add//pflA//secF//rluE//torS//yfjR//rimL//ilvN//rutE//prlF//yehZ//bcp//mutY//tauA//fimB//gudD//argA//ybdR//pdxJ//trpB//ftsH//ydiF//yfcQ//sgcE//yggF//tdcF//oppC//aaeA//coaA//cdgI//yqiJ//maa//hflD//ypjD//nudF//srlD//pdeR//slmA//
GO_0015074_6	add//pabB//sfmD//uup//emrK//aroD//mdtN//
GO_0015628_5	rsmG//rutR//flgI//fadD//fimB//
GO_0015669_5	fimB//
GO_0015670_6	hypD//
GO_0015672_7	hofO//glnD//glcC//yphF//fepD//skp//otsA//yqgB//ybjX//lpxK//rlmF//ttdA//rutD//dhaM//trpB//hisP//lysP//ihfA//znuB//fadH//rnb//acrZ//ybiT//lpp//yajD//mukB//cpsG//stpA//kduI//pheM//wcaB//sufS//dusC//fadH//cysH//hprR//trpA//dacA//murC//tmk//phnC//uidR//viaA//
GO_0015673_9	ymgC//
GO_0015675_9	ytfQ//rbfA//ybiI//rsmD//ydeO//cmtA//yqcC//glnA//
GO_0015679_10	rpsT//hipB//
GO_0015682_8	gudX//bioC//narI//basS//aroC//kdsB//ppx//nadK//hypT//aidB//rcsB//ybhR//
GO_0015684_9	xseB//ybjL//malK//paaX//hscA//
GO_0015685_8	agaA//ykfM//yeaE//yjiA//ndh//yjeI//
GO_0015687_7	icd//fadL//yedF//sfmD//
GO_0015688_6	yadI//ivbL//osmY//eptC//speF//yfgI//crp//ldtE//ispU//cpoB//nrdF//rluC//soxS//amiB//hisA//dgcZ//satP//sgbE//
GO_0015689_8	ybeF//pdxK//gpp//
GO_0015691_9	ydcR//ftsI//cspD//ade//
GO_0015692_8	ygeR//
GO_0015693_9	paoC//lhr//
GO_0015695_6	ribE//ftsX//yciA//arnT//glrR//ydhJ//dcm//fixC//yadI//rssA//glpD//purB//rlmC//acpP//pgk//yggW//gltD//carB//acrE//roxA//coaE//fliD//allR//ymgC//dicA//psuG//sfsB//glgX//ldrB//clcB//
GO_0015696_6	yiaF//glnH//hisB//bioA//appA//rlmC//rsmH//eutB//tdh//ugpA//melA//flgC//lplT//murC//kduI//essD//cas3//rcdA//ydjJ//waaB//yheT//yaaJ//fucP//narY//cynS//insI-1//emrE//cspG//cutA//insE-1//tatC//
GO_0015697_7	rcnB//truC//yqjA//arnF//narQ//fepG//yggW//pspA//corA//sufA//uxaA//argB//artM//
GO_0015698_7	ldrB//pinQ//ansB//fimH//yqjH//malG//frdD//mhpC//dnaE//xapA//ybeY//dinB//potF//rnlB//waaC//ldtA//ygcR//cobC//glcB//abpA//mqsR//araC//fimG//polB//udp//flhC//pitB//gapC//ruvA//rho//sdaC//yehB//aroB//tusE//yjcO//btuF//rpmC//yraR//livF//gatZ//manY//
GO_0015699_8	pntA//
GO_0015700_8	agaB//cas1//
GO_0015706_6	mscM//poxB//shiA//
GO_0015707_6	yaiP//alkB//gatB//aldB//ampH//ilvE//
GO_0015709_6	ycgB//
GO_0015710_8	mltD//bamC//
GO_0015711_6	sucB//dsbC//ycbX//gstA//rfaQ//recA//tatE//clpX//rffT//garK//ilvA//rzpD//qseC//tdcE//lacZ//pstA//emrY//cysD//ydjM//proW//yafS//deoR//qseB//yeeO//tag//dgoT//satP//sohB//mtlA//insI-2//adhE//ibsD//nrfE//aceK//yoeB//ftsI//rsfS//sdaC//manZ//narX//bamA//thiM//fmt//nrdH//prlC//yqeA//leuC//msbA//ybdO//hcp//degP//aer//lpxT//ibsC//ftnB//mrdB//ssuD//rpsD//yhaO//ydeI//fadH//flgF//rpoS//mrcA//yghB//patZ//pstA//cpxR//ampD//tdcA//pepD//hybE//ompR//wecA//rlpA//ulaB//tehB//minC//mmuP//potF//fsr//ascF//azoR//ubiX//ppc//gcl//rbsB//mngR//speE//yhjC//tabA//ydcM//argO//phoU//oxyR//rarD//lptE//deoC//kdpE//cho//trkG//rhlB//csgD//mlaC//nanA//hyfC//ykgM//arcA//yadG//lapA//rcsF//hns//basR//smpB//baeS//wcaC//rarD//ribD//cobB//yihW//rsmD//holA//flgJ//glpB//yafC//yeiG//oppF//araB//nimR//prkB//sbcD//zapC//sspB//kdgT//insA-2//tonB//secF//yciT//bglA//yggW//yibA//uhpB//sdhD//cpxA//
GO_0015712_7	rtcR//
GO_0015718_8	ftsK//trpGD//shoB//deoC//pinE//chbA//fklB//yieK//yfaL//secE//yciE//rcnA//comR//yeeA//tsaD//gatY//fucI//yadG//ptsI//guaC//argI//potF//glcC//hemA//
GO_0015721_7	sfmA//xylA//
GO_0015724_7	marA//msbA//baeS//
GO_0015726_8	mgsA//
GO_0015727_7	ubiD//glnH//
GO_0015733_7	chpS//
GO_0015734_6	serA//leuS//rhtA//
GO_0015735_8	agaS//
GO_0015736_9	yciA//
GO_0015739_7	lgoR//
GO_0015740_9	ivbL//emrY//exuT//higB//ydiO//insI-1//yraJ//ygjK//paaX//
GO_0015741_10	ogt//iap//
GO_0015743_10	lsrC//
GO_0015744_6	ydcM//narZ//hofO//
GO_0015747_6	ydjE//
GO_0015748_6	cynS//citX//fimZ//sucB//tsaB//cdaR//yajQ//viaA//ynbB//osmY//sodC//sohB//trmD//yhhY//rffT//
GO_0015749_7	dnaX//ycfJ//leuA//acpT//ykgM//rplD//mdtQ//yihR//tcyL//wzzB//slyD//gabP//kup//hisF//kbaZ//ydfK//ssuA//nirD//entA//bglB//yehY//elaA//zapC//aroE//wecC//frdB//suhB//fdrA//fliK//sdaA//fadK//purC//ynjA//fhuF//yedF//tcyL//nadA//nei//hslO//aroL//ycbB//cecR//mlaB//eutR//ybiH//
GO_0015750_8	btuR//crp//crp//yfcV//gapC//hslV//rihC//speD//mglA//pspA//tabA//fdhD//treR//
GO_0015751_9	yeaE//clpA//rfaF//yhbY//dnaT//rplJ//
GO_0015752_9	creC//hexR//yeeY//argD//bluF//ygeR//
GO_0015753_9	yfdS//acpS//thrS//
GO_0015754_9	hslR//lhr//csdA//
GO_0015755_9	yfcS//tktA//rclR//tdk//acs//nusA//ybhS//hflK//uidR//yoaB//erfK//
GO_0015756_9	nadB//cysW//
GO_0015757_9	nuoI//metE//cyoA//gatD//arcC//purA//ykgM//
GO_0015760_8	asr//
GO_0015761_9	trpGD//rffC//ileS//
GO_0015762_9	tbpA//
GO_0015764_7	ygfA//ydjE//btuD//yodD//
GO_0015765_8	bdm//rlmB//trmI//mutH//
GO_0015766_8	waaG//tisB//ihfB//fdoG//yjhB//lsrG//feaR//menE//pabB//mltB//pgm//mlaC//nuoL//yjhC//
GO_0015767_9	rihC//yafQ//yfaX//yifB//
GO_0015768_9	ibsD//nusA//rlmG//ytfT//insI3//manY//
GO_0015769_9	ydiF//
GO_0015771_9	ansB//ypdI//yfeO//yjhP//
GO_0015772_7	tauB//ruvA//ybiH//wcaB//dnaQ//cutC//moaA//rpnA//mukB//cobS//yafN//yfaE//waaC//recF//cnu//ibsC//ydeT//
GO_0015774_7	yeaV//putA//yhcH//yjhH//malZ//sugE//
GO_0015778_7	yedP//
GO_0015791_7	rlmM//soxS//dut//appC//glgB//clpP//gatB//malP//
GO_0015793_7	hemC//dcuA//
GO_0015794_7	rihC//ftnB//cspI//rhmD//rarD//
GO_0015795_7	cycA//
GO_0015796_7	maoP//mdtB//rclC//cmoM//
GO_0015797_7	tauA//yegV//
GO_0015800_7	ompR//narU//fnr//fumA//
GO_0015801_7	ycjP//yhhT//yqjI//yieH//rlmC//murQ//hyfC//trkA//
GO_0015802_7	hcp//setB//setB//ybjI//aaeR//galK//acrB//
GO_0015803_7	glrR//yjiM//iclR//apt//rpsI//yihQ//yfeX//mtr//casA//nfi//yhaV//
GO_0015804_7	manA//degS//eutR//sthA//ygfA//alaE//hexR//yfgI//torI//yaaY//tldD//appB//cpdA//pgl//rcsA//fmt//ghrB//holE//yccA//ldrA//kdpF//cspA//sixA//fadL//potC//adeP//hisP//ycjQ//rcsA//alr//aroH//ybjC//argG//
GO_0015806_6	yjiY//
GO_0015807_7	ulaE//trpB//cutA//ybcF//rlmN//dhaM//gabT//sppA//norW//wzyE//serS//rpsM//rpmH//fic//prmB//mutL//holD//ygiV//wza//flgG//malP//clpB//cutA//pdeL//rutG//ybjI//proX//msrB//ssuA//yjhC//hsrA//yfdR//acrF//ortT//hupA//chpB//yobF//idnT//
GO_0015808_8	yciA//rpoH//
GO_0015809_7	yghO//yeiL//araC//fieF//yiaB//qorA//
GO_0015810_8	mtfA//phnG//
GO_0015811_7	pgm//malP//hda//ebgR//grxD//
GO_0015813_6	pyrB//ybcJ//ybdM//
GO_0015814_7	kdpF//
GO_0015816_6	ydjH//
GO_0015817_7	alaA//
GO_0015818_7	hscA//rhaD//yfgO//rpiB//leuO//rluC//yjbB//
GO_0015820_7	rcnA//yeeJ//lspA//tdcG//seqA//amiC//ybiT//rssA//rlpA//
GO_0015821_7	rlmH//ynfF//rsmC//mpaA//pdxK//
GO_0015822_7	ybiJ//aroP//
GO_0015823_7	ghoS//spy//yhjD//thiM//sanA//glpG//ccmG//
GO_0015824_7	frwB//agaI//
GO_0015825_8	potA//
GO_0015826_7	yeeY//ynbB//yiiM//
GO_0015827_7	kdpC//ybhI//yggD//
GO_0015828_7	kbaZ//yehC//
GO_0015829_7	prmA//yoaB//csrD//ssuE//luxS//ssuE//pdxH//ybcQ//yeaD//
GO_0015830_7	ispH//rne//dppF//
GO_0015833_6	cpxA//ydbD//moeB//cmtB//ybaM//nrdF//hybO//oxyR//tsr//uxuB//ydcM//ymjB//rhmR//asd//yieK//mliC//ynbB//pphB//yahB//iclR//hslR//fucP//gltX//speC//elyC//lysU//pdeD//dcp//pepN//hyaA//gpmM//lapB//yciG//yagI//yfeD//prfC//sixA//iraP//lipB//corA//ulaR//bssR//hemN//aceF//yraJ//alsC//gpmM//dsbC//narG//rimL//hflK//garK//bioF//malF//entA//rpsI//yjaA//yggD//torZ//fabR//rcsF//ypdF//yobF//hyfC//yhjC//sgrR//elaD//pal//tusD//mscM//lexA//hflX//yejB//lolD//ybaE//mltD//rlmI//sgcR//
GO_0015834_7	fabA//ygfZ//cysK//clpB//hofP//
GO_0015835_6	paaH//tusA//ispB//tar//
GO_0015836_7	ivy//nanE//sdaA//
GO_0015838_8	tdcC//sxy//rsmG//fadR//ompC//agp//pppA//yhbQ//cheR//csgA//yjhI//yahB//dadA//
GO_0015839_7	eptB//
GO_0015846_6	ytfP//adiA//psd//trkA//pcnB//mglC//tauD//cysW//pabC//treR//rpiB//araA//cydC//pspA//rfaH//yfgJ//hsdM//
GO_0015847_7	fucI//caiF//pstB//gapC//sucB//hokE//dnaE//tadA//phoA//oppB//kdsC//ftsP//flgC//cdaR//tesB//
GO_0015848_7	topA//ytfQ//gadB//fadB//mliC//mdtJ//
GO_0015849_6	recJ//nagB//creB//citX//hemB//rcsA//blr//argA//cvpA//dxr//fis//cdgI//birA//focA//dxr//nsrR//leuS//gabT//uhpT//yrdA//iap//ypdB//leuO//amyA//hupA//yraR//rbsK//aceK//pyrH//proA//tabA//gutQ//sugE//mntR//trmA//rseP//ebgA//flgH//kdpF//cutA//ascF//yidH//udk//yqiG//kefB//malS//rpnD//sfmH//yciK//recN//yphC//yqgB//ycjW//pinE//kbaZ//birA//rclC//recD//exuT//yagU//fre//csgD//otsB//pbpC//hemN//xanP//ynfK//uidR//putP//ycbU//kefC//glcF//aceK//narX//yijE//aroP//accD//glnD//ftsH//ybdO//ybgP//yebZ//prfA//lldD//dmsC//yobF//proW//sucD//ygiB//rplB//eptC//yebG//ppc//araE//ssuA//cho//slmA//tatD//folM//glvB//fucK//fau//mdtE//asd//arcA//ssuD//ribB//yjhB//torD//rpsM//hcaR//sanA//ybiO//ddpA//hslO//
GO_0015850_6	rplY//ycfH//adiY//insA-2//narU//hsdR//fadD//cysU//acrF//hsrA//cbrC//ssuE//rpsQ//ssuC//astB//iraD//dppB//rplC//waaG//chbC//sgcR//bfr//agaD//
GO_0015851_6	ymdB//mraZ//degQ//frr//insI3//yicJ//cbtA//speA//ybdZ//yihL//perR//cdgI//
GO_0015853_8	yhaM//fadA//
GO_0015854_8	ymjB//ytfE//
GO_0015855_7	yafN//hybG//yhjV//
GO_0015856_8	cheY//
GO_0015857_6	hyaA//rbsK//
GO_0015858_7	sfmA//gcvT//hybB//thiH//sfmD//parE//rpe//yqeF//rimP//
GO_0015860_7	opgC//rcdA//
GO_0015861_9	sbcD//cysA//
GO_0015862_9	tomB//gatC//
GO_0015863_8	paaA//
GO_0015864_8	yhgF//rfbX//
GO_0015871_6	selA//phoR//pncB//fabB//abgB//
GO_0015878_6	rhtA//
GO_0015879_9	uhpA//
GO_0015882_7	ubiI//metG//setB//
GO_0015886_6	gabP//eamB//nupG//yhaC//yfcS//thiD//yojI//yhbQ//gnd//
GO_0015887_7	ybiV//
GO_0015888_6	mnmA//
GO_0015889_6	pepQ//insE-1//rodZ//acnB//ppk//malX//malK//
GO_0015891_6	wcaB//ampD//trpA//trpL//zapB//rpsS//lpxB//ybhR//uidA//opgG//ydfD//fecC//rplI//arcA//ptsP//
GO_0015893_5	ybaE//obgE//pdeF//cusS//pgpC//hyaC//yidZ//ettA//pbpG//gadX//bluR//rpe//chiP//prs//rcsF//accC//rbsK//flgK//dnaA//shiA//gdhA//minE//iraM//rhaT//phnI//yhcD//msrC//apaH//garK//pgaD//ttdA//yihW//galT//zur//insB-2//trmI//ppiC//lacI//pyrE//envZ//ftsX//secD//dcp//tatB//sgcR//fbp//sfmA//afuC//minE//asr//yraI//ybaE//fabH//rpoA//glnS//yjjV//ydbK//ydcM//sdhC//kdpE//pitB//fliT//hcaC//sanA//nirC//yhdZ//galK//mug//galF//narI//aspS//cysS//envC//mcrB//asnS//crl//mdtB//qorA//elaA//dhaM//sutR//grxD//cutC//ygbN//clcA//ubiG//yahB//ibpA//yaiW//argA//pgaA//insB-4//sucD//zapB//yghB//tufA//rluA//
GO_0015906_6	gsiA//yciV//cmtB//rfbC//mtfA//
GO_0015908_7	sapF//tmcA//
GO_0015909_8	epmC//
GO_0015912_8	glpB//
GO_0015914_7	ubiC//yehT//fryC//yicJ//ydeT//ypdB//lepA//
GO_0015920_7	fur//yihX//rzpR//yibT//ilvI//fhuC//dcuA//mgtA//glcC//
GO_0015931_6	yjaZ//acnB//tadA//hpt//yoeB//asnA//cysG//mltF//bcr//yibF//rlmG//yejF//
GO_0015936_6	rlmF//cedA//ygeW//sbcB//
GO_0015937_7	rnc//rhlE//ygfX//mdtQ//
GO_0015939_5	entH//dgcF//proA//pepB//pckA//
GO_0015940_6	xylG//rbn//folC//yfaL//yadI//
GO_0015942_6	dgcZ//nikC//yihT//epmB//rhaT//yphC//nlpE//gadB//cdh//
GO_0015944_4	argK//rpsG//xylH//sdaC//hisG//yqjH//cueO//
GO_0015949_5	yajO//gpmM//flgG//glvB//pbpG//baeR//macB//mazF//fepG//rlmN//murQ//tnaA//nlpA//fbp//gsiD//matP//xerD//hybB//sgbU//mntP//selD//plsX//tolB//yebS//
GO_0015950_6	sgcR//mepA//gudD//
GO_0015951_7	mreD//aroF//
GO_0015968_6	rcnA//
GO_0015969_8	yehZ//sapC//
GO_0015980_4	aroG//yfgI//pepT//pepA//yaaA//pgaC//preT//yfcF//sufD//yhjB//allB//prpC//acrZ//xylE//yfbV//chpB//pyrD//pheS//aldB//hemG//trmB//exbD//dsdX//yegV//yebG//tonB//fepD//elyC//ybdO//mazG//yidA//ldcC//yieK//mlaC//zapA//dgt//metF//pgl//recE//ldtB//lsrK//sseA//yidZ//holB//psd//ybhJ//tufA//rspB//csgE//orn//yjaA//ftsB//ycbX//carB//yqjA//wcaB//trmJ//hyaC//gudP//nrfA//sad//sapB//gmd//yjbE//dgcM//erpA//cysN//tamB//deoC//yrdA//gadW//xylE//yihT//folP//lptC//sufA//ycbB//yraI//cspE//accC//alpA//bluR//pflA//rplD//torZ//flhC//
GO_0015985_9	cyoD//gph//feoA//dcp//
GO_0015986_7	ugpA//pflC//ccmD//mscS//
GO_0015988_9	lon//hdeB//ydeM//rpsO//mltA//sspA//trmL//xanP//
GO_0015990_10	hybO//yiaT//rhlB//ydcM//mrcB//fepA//kbp//iap//
GO_0016024_7	yneE//
GO_0016032_5	yiaA//mdtC//xapB//mpaA//ytfT//sgrR//evgS//cysN//lpxL//narQ//adeD//pflB//ydeT//trpD//yfgI//lolE//dnaQ//yqaB//
GO_0016036_6	lacI//pstC//murE//rsfS//ivbL//nuoM//
GO_0016042_5	iscX//cheW//viaA//pyrL//nac//afuB//rsmJ//ihfA//ybhD//zapC//mgtA//truA//pdxK//uidR//waaO//msrQ//ybgI//modB//yciH//norV//yfeW//phnL//lepA//ycbU//
GO_0016043_3	xthA//parC//radD//speD//phoA//glrR//hybC//rplQ//hemN//trpC//osmF//pepB//ribD//carA//nusG//glgB//cysZ//yqaE//osmC//eutB//lipB//recC//entB//nhaB//pstS//lptE//rpsO//scpB//ycjY//yfdS//flgK//accD//frdC//sfsB//rfbC//rfaF//rtcB//viaA//ldcC//mdtP//ygjK//ybhD//zupT//yejA//radD//fliS//hcaF//matP//yibT//fliK//lsrD//yfcA//ccmA//pflB//lysA//nanK//mdtM//rpsP//csgD//yfcU//fruA//rfe//lipA//fepD//yedL//rfaB//ygiV//flgE//secM//rpsT//yajL//miaA//nuoI//ymgF//hupB//bepA//ptrA//lldR//ymdB//yhjA//yfbS//umpH//agaW//ygeW//rbsD//ybcF//crp//atpA//mtlA//alsB//lpxP//yeaK//arnE//dgoD//csdA//ispF//tdcE//rssA//allS//tolC//appY//ampG//yhjD//argI//glcD//galP//fepE//paoC//rpsQ//agaV//phoA//nuoI//metN//yehP//gspJ//mglA//hdfR//uxuB//sucB//ccmG//ygbI//rtcR//ygfI//nuoL//dkgB//cbeA//malS//potF//yhfK//pppA//malP//yjjI//ascG//hdeB//tdh//lolB//mhpR//ydiF//pgm//bioF//sfmH//treC//spoT//cho//hmp//nfuA//yjaA//dppB//yddA//fimB//metB//ibsE//yieK//ffh//glyS//rclR//sfmH//ybhG//xylH//allS//matP//nrfB//rhlB//yhbX//pyrH//yhaM//moaC//psd//hdfR//sapD//pdeD//cheW//wrbA//rplT//flgK//csgG//yehA//dadA//prlC//secB//aroA//casA//ybcJ//lysS//hipA//yfdG//dppC//topA//mutS//rplQ//prpD//accC//nagC//citE//acrR//sfmD//ydfD//hemB//ndk//cyoD//ddpA//yadI//cpoB//intF//yddG//etp//waaJ//ilvM//adhP//comR//
GO_0016051_5	ypdB//yigB//nrdH//glpC//yaaY//fabR//kefB//waaF//intQ//lepB//pstC//yejB//ymjB//cusS//rsuA//fumB//yiaA//rcdA//fryA//bioF//ytfR//tag//wrbA//ybhI//arfB//yaiV//pdeD//murQ//cyoE//cmoB//trmB//rnlA//argE//mcbR//hisG//sstT//dmsA//folM//gntT//hisP//glgC//ybeF//csgE//ccmA//fepB//gmk//menC//ompC//basR//ybhI//yjjI//ftsQ//nirB//nirD//proX//casB//sufC//epmC//metG//topB//nikR//ascG//folE//garR//groS//ulaR//rpnB//yqcG//yiaB//lsrK//osmC//fabR//cydD//seqA//yegS//fepD//trmJ//yaiW//tsaE//xylR//bdm//aroK//mngR//yadV//nanT//fdoI//blc//uxuR//gatB//hyfR//ugpB//tnaA//wcaB//hyfC//recO//yihU//maeA//rimP//tcyP//mdtP//cusF//kbp//bssR//
GO_0016052_5	msbA//glpK//glsA//mdtK//mtlA//gadA//yijE//bsmA//ydiZ//pflC//purU//ftnA//frmR//fixB//apaH//nhaR//cysN//gspF//amtB//cedA//lysP//galU//lptD//cdd//folX//yhbX//dgcN//ldcC//xylE//yidH//mntR//alsA//lpxT//sixA//nrdR//cspD//mscM//trmB//flhE//gabT//menC//glsA2//nrdR//fucA//sspA//mipA//yoaA//pflA//fadH//ldtB//acrR//ygiB//uidR//pdhR//dps//sfmC//murE//yidK//yfcS//alr//fucP//recF//fepB//yigL//ibsE//moeA//aroL//rhmD//ydhJ//yodD//tdh//glsB//glpC//yciT//pstS//gppA//ymgA//paaZ//era//yegS//ddlB//nlpA//dadA//ynfF//ynaE//cysP//efp//dtpD//plsB//rsmD//holB//fixC//yggE//hscA//opgC//ykfI//rnt//eptA//rbfA//cysB//glnH//ackA//rzoR//decR//mdtJ//ubiH//yhaC//artP//rnlB//fdoG//mrcB//ppx//rfbD//yrdA//garL//
GO_0016053_5	soxS//yggN//argT//nrdF//plsB//ttdR//ptsI//tcyL//mdtN//tqsA//caiE//mntS//csiD//zupT//rimL//diaA//rnr//abpB//opgE//fepA//aroF//flhC//rbsK//narV//yjjW//acrR//fimA//thrS//frsA//murJ//rsmH//gltS//glyA//ydcR//mmuM//hemF//gldA//hisH//tamB//yeeO//yfbU//pdxK//tdcC//rpsJ//amyA//fimD//metC//fecC//yigL//frlC//cspI//arsC//ubiH//secF//torR//thiH//era//yihX//kbp//dbpA//thrS//basR//yhhT//dgcZ//yhjC//mglC//tufB//serC//serC//ybhS//betA//gpt//arsC//plaP//idnT//entA//hrsA//fixB//hdeB//nrdD//lapA//moaB//gldA//ycgV//tdcF//pstB//carB//yoeE//surA//ybjD//ftsE//lsrC//yhiM//mdtB//sdaC//rnlA//rplD//orn//flhD//yjiM//ldtC//potH//manY//sdaA//phnH//wecE//glcE//ydiV//metF//agaA//hexR//wzyE//argB//pbpC//ybgI//hypB//uspE//nlpE//selA//yfiR//hldE//yfjR//torA//tldD//pmbA//folM//mnmG//cheW//cysD//yphB//pdxB//fau//nrfC//narX//bisC//tauD//yraJ//araB//trkG//gmk//zntR//phnN//wecB//pgaA//mntR//argP//folX//prmA//xanP//sfmF//sdaB//sfmA//eutR//rpnD//proX//hcaE//yihW//lpoA//afuB//menD//mntP//appB//priC//csiR//tusC//glpK//arnT//hisP//rpnC//amiB//intA//yphD//emrY//yfiC//yhjD//waaZ//hcaF//rfaD//dpiA//coaE//rffT//lhr//pgaB//secM//ogrK//intZ//atpF//rluE//manX//
