#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aldB//asnA//glpA//lacY//
GO_0015893_5	ddlB//kdgR//fadB//gadC//yjjI//yiaJ//yahF//dgcQ//pinE//orn//ybeY//holA//fimH//panE//rpmH//flgK//yfeD//ssuB//hybB//lexA//gcd//kgtP//uvrA//phoP//ybhJ//nuoG//yhdX//greB//yqaB//ypdF//hcaB//ccmA//yfgO//rutF//nirB//sbp//prfC//ddlB//yhhZ//pinR//ruvA//ybcJ//yciG//sulA//holC//citT//yhcD//metE//modC//hdeD//waaQ//rluC//hldE//bhsA//glyA//torD//dppB//mscS//yqaA//rhlB//csiR//betA//dapB//trmI//tabA//citE//yaaY//ybiX//mgrB//flhC//frmB//yeaD//yehZ//rsmB//pitA//yneL//pldB//rsmB//cdgI//frlA//rhaT//hrpA//manA//ftsK//btuB//osmC//hslV//nagD//lpp//solA//yhaO//rihC//dkgA//sutR//secE//yeiG//basR//
GO_0015906_6	ybaT//gntR//pabB//btuR//holB//
GO_0015908_7	puuR//cmoB//
GO_0015909_8	ecpR//
GO_0015912_8	ybjG//
GO_0015914_7	dam//ydcZ//yehB//pgk//oppB//ybfE//hypF//
GO_0015920_7	rpmE//ompC//psuT//yggW//rplD//era//ybjL//sbp//lldP//
GO_0015931_6	ycfS//rhaT//nanS//pitB//rffG//intF//exuR//appY//ulaC//fdoG//aaeA//csiD//
GO_0015936_6	nagB//hisS//roxA//waaJ//
GO_0015937_7	mscM//cysA//sgcB//rof//
GO_0015939_5	def//fdnG//potF//rffC//melB//
GO_0015940_6	cnu//acrA//ybbW//csgG//rpsG//
GO_0015942_6	mpaA//mlaB//yiiE//phnP//rplN//hyi//nagK//yghG//rffC//
GO_0015944_4	ampE//eutN//wecE//fucI//dcuA//ubiJ//wcaJ//
GO_0015949_5	moaB//ycfS//uhpT//dsdX//pinE//idi//lplT//cdgI//ybfA//torI//mdtF//nagC//casD//yciA//fadH//ygbN//cueO//glmM//rhaM//glvC//ydjE//yfhH//insF-1//cvrA//
GO_0015950_6	uxuB//rlmA//livJ//
GO_0015951_7	sdhE//yagU//
GO_0015968_6	fdnI//
GO_0015969_8	tdcF//cvrA//
GO_0015980_4	yehT//ynfH//basR//map//pal//ilvM//chbR//mutY//cynX//ptsN//purR//dtd//phoU//ligA//yqhD//ydiK//fumB//cyaA//deaD//feoA//hyaD//argC//yjcO//yehC//torY//fsr//tcdA//ydeP//surA//yfiE//kdsA//sfmC//nrfA//fimD//yqeA//udp//leuB//zinT//srlA//cysK//rplC//adeP//aceK//xylA//minD//murP//dusB//yfcU//dnaA//feoB//tnaA//lptA//garL//proC//solA//hslV//sgcA//gltS//yiiM//gdhA//yjbB//livK//lptD//lysC//ychF//cspI//rpoS//ycjD//cobS//yajO//entH//paaA//pal//trpD//ybiJ//rpsS//dhaR//htpG//ilvA//fabG//aas//macB//ibaG//rlmG//tatE//rbsK//
GO_0015985_9	yqhC//ydjK//hyfA//ltaE//
GO_0015986_7	xanQ//mlaC//cyaA//leuE//
GO_0015988_9	tadA//rluC//abpB//ybjI//dam//hybE//paaF//pspA//
GO_0015990_10	fepC//ygeX//lhr//rpsK//comR//manY//ydcP//ybdZ//
GO_0016024_7	thiH//
GO_0016032_5	mnaT//ybjI//mazG//ubiE//evgA//frdD//puuB//rraB//yfjV//thrS//yggT//dnaT//rpsD//tisB//mltD//tolA//ycjY//ddpA//
GO_0016036_6	kefC//hlyE//ansA//rpsE//glxR//yahD//
GO_0016042_5	rlmG//ruvB//hemN//cysU//moaD//yehT//ycfJ//rplJ//ydhQ//rhaA//speD//putP//exoX//fur//bioP//aroB//pldB//mntS//pdhR//sgrT//holC//pitA//fadE//fabH//
GO_0016043_3	glsA//ulaA//ahr//uvrC//gldA//cnu//rph//trmJ//hsdR//ydiZ//yafC//ybaT//yfdO//mioC//mnmC//soxS//ynfF//yiaU//rclC//aldB//dsbG//azoR//dnaX//yqaE//nrdA//nlpD//tnaA//ftnB//rcsF//waaB//artI//cspC//setB//dps//cyoC//cysZ//cysS//dhaM//treA//ygjR//yfdR//kdgK//msrC//lpxT//kdgT//oppD//carA//gntP//ansA//yebS//citE//tap//dapA//wcaB//hemE//yjiX//fadK//rutG//norV//tpx//cusF//thrL//livG//mltB//truB//mlc//xylA//yhbQ//tyrS//cusF//melR//gpt//uxuA//ccmE//folA//waaS//alr//tufA//ihfB//xylE//yfcU//flgG//yehT//entB//arcC//rmuC//prmA//pdeK//casA//frdB//yccS//sbp//tag//lpxM//rpmH//rclA//glnH//fruK//gloA//flgI//cobT//ebgA//cspA//yebZ//fepG//acpT//sodA//kdpA//hemG//dsdC//ibsD//yhgH//cutC//rfe//rlpA//yebC//rutC//hha//mgtA//bluR//purF//tilS//cobS//pdxA//baeR//ruvA//ydaV//slt//emrY//ribC//dacC//mutL//yadV//allS//chbG//cusB//opgC//frwC//bluF//carB//ribE//yadV//rplJ//frlB//entB//rhtB//soxS//galR//yhjG//tag//pdeL//hemE//uspB//rffC//ydiQ//glcC//yfdC//cecR//argP//yfdC//rnlB//bcsA//speG//tdcF//baeR//prpC//hypD//sucB//chiP//lolA//tomB//mocA//nth//cysE//hslR//nanS//yecS//rcnA//frvB//paaC//glxR//tnaB//ugpC//phoP//tar//chbG//tolC//ibsE//thiH//hrpA//murQ//yjhP//yjhI//ydjM//nfo//folX//cyoC//proA//ydjM//metB//osmC//atpF//yiaM//nikR//yfdC//tonB//ydfH//ypdB//gloC//livF//
GO_0016051_5	kdpA//cof//pflB//napB//paaE//nuoH//ribE//yafC//cysD//ilvE//exuT//gmk//nusG//mngA//yafQ//ydiF//elbB//yhjA//kdpB//rho//yejB//ydaN//hycA//ybaO//sdiA//yedA//cycA//trpR//yjjB//hipA//xylE//nusG//ydeT//fucI//gltK//mntR//oppD//murI//umuC//fliM//narZ//speE//minE//hypE//ampE//murA//tauA//nuoH//moaC//araF//flgB//hslU//alsB//rsuA//raiA//oppC//hemD//rpoH//rhtB//yrfG//ygeA//metC//wecB//yeaD//focA//murR//yjhC//yobA//aes//cyoC//elbB//yeaG//ydeT//yegV//rsmB//fdnH//bluR//mtgA//cvpA//yeeO//fimH//purU//hemF//yihU//dinJ//alkA//livK//ptsN//tusB//frmR//plsX//evgS//flgJ//folM//nrdD//gntU//rodZ//frmB//yphF//yejE//yidE//hexR//malX//
GO_0016052_5	nlpE//yoaA//shiA//nagD//dadA//ybjX//dnaK//rutF//yghG//garL//mdtC//yagE//yihL//ubiJ//iclR//pncB//pepB//uvrA//sfsA//ybeY//ftnA//metI//gadE//lgoR//mtlA//frmA//mazG//ihfB//setB//sgcR//yehA//tadA//acrA//yghO//casD//ibpB//rfaF//yfgI//ybfA//dcuR//waaB//dedD//yifB//hisF//lapB//rpnD//grxD//yiaL//aspC//leuA//yihS//sspA//holA//lsrD//serC//argT//tdcG//yraR//tdcB//rlmG//ulaE//iap//cydA//rsmE//yphF//ydfG//xdhB//cas3//yahI//yehB//cfa//arfA//dcyD//galK//trxC//cho//ttcA//casC//ygaV//hyaD//ydeM//ydjE//tap//csgD//yijO//glgA//essD//chpS//grpE//yghG//cvrA//cynX//nepI//fimZ//metB//ompR//ompC//cpxR//mglC//envC//gshB//cyaY//cedA//yehX//purL//pgaB//ibsC//csrD//yddA//rlmN//ygeR//tdcR//rcsB//bluF//cnu//
GO_0016053_5	dgoA//menI//trxC//fecA//aroG//yfdC//afuB//yihT//grxD//oppC//yecS//ycgB//solA//uhpT//mscL//rpsT//recR//mreD//dsbG//etk//gabD//kefC//yhdH//hrsA//rlmI//glnS//yqeG//rffG//yobF//pepA//mdtL//gcvA//yedF//yjaZ//kbp//yfdS//potA//rlmA//rspB//bsmA//epd//alsA//rutE//ilvH//chaC//rcdA//hofQ//hybE//prfC//tusB//gspF//pdeD//iraM//nuoI//lpxM//entC//pcm//htpG//flgC//dgkA//rcsD//erpA//degP//higA//mgtL//tonB//rhaS//modA//flhE//mdtK//rfaH//fau//thiH//yqiG//rpe//metK//bssR//zupT//glpG//gldA//ptsH//nanT//hsrA//sdaA//ettA//tdcE//fliM//msrC//lysP//ydiZ//afuC//caiD//ccmD//csgE//nrfE//tnaA//lysC//holD//artM//yehD//cusR//sbp//fecC//ilvH//yddG//entB//mnmA//shiA//ygdG//yfeX//ydaV//lpd//thiH//fixA//prpB//argE//sspB//yjcO//dgcT//ygeX//ispU//artQ//abgA//fabG//ygaH//tdcG//cydD//yhiM//yjjX//panF//ompT//ypdF//trpB//trkG//ybdM//glyS//greA//cho//frlB//mscL//katE//parE//hdeD//dsbC//pbpG//mocA//pgaB//cysP//yraI//pstC//rpmG//pntA//lolC//yahN//rnhB//hyaD//pyrD//yebS//abgR//hda//selB//leuB//uxaC//aes//rpsP//btuE//gpmA//wcaJ//gloA//hemE//yccX//adiA//pheM//ygdG//metE//rhaM//yciA//chbB//nikE//iap//tauA//ssuA//ybhD//sstT//hcaR//yghU//mntS//radD//metQ//
GO_0016054_5	cyoA//metH//gatC//artJ//gltP//nrdA//truB//aes//malZ//tdcB//ydcT//tldD//yhjG//rpsN//xseB//glmU//rpsN//ligB//glnK//carB//purB//yifB//narQ//agaA//gatC//glyS//oppF//rhsD//mepH//hexR//selB//paaC//ynfK//yegD//rutG//chbR//acpP//pbpC//dctR//pstC//rlmD//rffM//eptB//ulaD//uhpC//yodD//glgS//rfe//codB//priA//argI//hemL//panZ//ybiH//lyxK//sodB//recG//livK//tolA//ybhR//pgpC//phnL//tag//fhuB//chbB//phnM//nanT//hldE//argH//yhhZ//yfgJ//nrfE//gfcE//torS//purB//metI//dxr//kdpF//tauB//yggX//cobS//rluB//ompW//ycgV//astC//ybiW//fixB//rep//ydhK//slyA//cheZ//flgK//yjiQ//surA//ilvL//pgaA//glgX//ydiQ//cydD//pstB//mdfA//idnO//gabP//hofP//ompW//ftsB//glk//proC//tpx//recD//sbp//tauB//narG//gfcE//cobB//yciV//frdB//sodB//rihA//lgoT//lptG//apaH//ybeY//xisR//atpD//flgF//yedP//ompL//wzzB//yhcH//cas2//fadE//mdtA//sanA//hfq//accD//gph//rsuA//elaB//yjcE//clsA//dgcZ//rfaH//accC//yjjQ//rplO//ymgA//emrB//dapF//mlaC//rplB//envR//folD//yhjG//xylF//
GO_0016070_6	hscB//lgt//mutS//murA//hslU//yghO//yoeE//wzc//dxs//ycfL//aroP//lolB//dacA//argB//cyoE//clsB//nanK//ydcO//trmI//mdtP//trmI//bisC//otsA//ymgC//cycA//ruvC//rpe//yhgF//arfA//yccX//mlaF//fimA//dacC//nrfB//yjjB//ybiO//glgB//yihT//pflA//dld//xylE//cysH//pphB//cysW//mreB//rfaD//pepB//waaZ//malS//lolB//ydeP//cydD//dgoK//csrD//atoC//recR//ybiV//ampE//uspE//ihfB//yeiG//yobF//mnmA//uvrA//mdtO//yjiX//atoB//yieH//hemG//rng//ubiH//slyD//zntA//rfaQ//paaK//dadA//dnaG//dinJ//rraA//accD//umuD//eptC//eutK//dtpC//tcyN//cbrA//lpp//cadC//slmA//rpsS//aceK//rcsD//cpxR//xisR//suhB//lon//gppA//accC//fkpA//mdfA//ydiP//yddA//lit//ynhG//casE//ftsQ//yafE//appB//ypdB//tcyP//fucI//ygeA//allB//nepI//yieH//codB//yjiR//uup//queF//purF//rplI//atpD//rcsC//fryC//yjcS//narV//hokB//yjjI//copA//ygfI//hcaD//livF//yhjB//ptrA//nudG//trxA//frwB//bamD//idnO//ygbN//kbp//glyA//araC//yiaJ//lptD//bcr//nanK//aspS//yihW//fepB//yebQ//rplB//insB-4//rplM//pinQ//cyaA//tusA//gor//fabG//rfaE//argC//oxyR//flgC//rffH//recE//moaB//murB//hcaE//ssuE//ycgB//adhP//ydfK//rpmJ//lgoT//kefC//galP//ydcO//manX//lpp//yoeE//yiaU//ibsE//nanS//bglX//hslO//yjjV//thrA//satP//murE//sutR//oppB//acrF//lipA//cyaA//nuoH//rpmE//yhaC//hpt//garK//lptD//pdeH//nuoH//treC//yadK//glmU//ssuB//ybaK//malS//stpA//wcaJ//sutR//barA//agaI//ydbD//yjhI//pdeD//dgoR//bcsQ//ybhR//trg//ynaI//yfcG//yhbO//gutQ//sgbU//proC//dgoA//lit//kdsA//lspA//rpmJ//pntB//waaC//yqgB//flgG//yegD//fucI//secY//rdgB//talB//cdsA//fimA//fdnI//rne//rzoD//yraR//ydjM//hemA//sulA//ubiF//gutQ//creC//spy//dsbG//malG//fryB//panZ//aceA//nusG//edd//yjjX//sanA//hcaF//yneE//ispU//phnH//talB//adiY//yiiD//rzpR//truA//moaD//wecB//dgcE//yhaJ//ydgA//cytR//csgF//ecpR//metR//rlpA//agaC//yddG//fecA//ftsL//malI//ygfX//yehD//cas1//nupC//panF//dapB//hcaD//gsiA//
GO_0016071_7	ghrB//epmB//ybdN//yihP//fdoH//yjbF//cusC//focB//rpsL//nrfE//fimF//ilvN//flgB//rraB//ampH//
GO_0016072_8	pfkB//narP//xylG//yjcE//ribD//tauA//dgkA//rayT//dhaM//rarA//ynfE//cvpA//xseA//eno//fucK//yaaA//phnL//rplD//wza//yehT//sufE//pstS//rtcB//artI//rof//cpdB//chbB//ribB//rraB//sseA//dinG//rpoH//fumB//nfo//thiE//aceB//gpmM//dsbG//ybbN//phoE//dmsA//hisM//relA//ytfQ//
GO_0016075_8	srlE//rayT//
GO_0016078_8	pspA//
GO_0016093_5	yidA//dbpA//
GO_0016094_6	rnlA//pdeH//
GO_0016114_6	nudC//
GO_0016137_6	pfkA//
GO_0016139_7	entH//
GO_0016226_5	ygbM//yfeX//ulaB//frdD//cbtA//yajO//ybdZ//yehT//malZ//queC//sfsA//bamB//yfhH//tolA//hyi//yfdO//nanC//grxD//
GO_0016259_7	mog//mcbR//ompC//yeiE//
GO_0016260_8	secE//gyrA//alsE//
GO_0016310_6	waaP//mdtM//tsx//ulaF//yihX//kdsB//hisI//xylH//gltK//dnaK//aas//msbA//btuF//dgcE//yidZ//phoB//rho//hldE//acrB//malF//yhaM//hsdM//dnaE//ispF//menB//xdhB//glcF//nupG//rlmI//viaA//flgA//rhaR//ygcW//yhdH//moaB//ychF//asmA//ycbU//ynfE//hipA//emrK//yggT//tatD//sfmC//hemC//dacD//ydiF//yadM//uvrB//mdtE//abpA//cptB//aroK//guaA//dhaK//garR//uidC//kduD//topA//rclB//panE//ynhG//tktB//potC//yfhH//ulaC//fimH//uxaC//flgD//yedF//yciV//yfcV//dicA//feoB//mioC//cecR//waaY//murR//wecA//zinT//mdfA//umpH//ycfH//thiH//rrrD//dapD//ltaE//icd//ydeT//dnaJ//dgoD//tpx//kdsB//insB-4//phnJ//putP//aroG//ulaC//puuE//ompL//rlmE//ynaE//tusB//sad//agaW//mfd//opgD//rlpA//hprS//bioC//cbrA//ycfH//nrfC//mdh//yfaU//ebgA//yfbV//
GO_0016311_6	arnT//yhjD//ade//ycfL//yiaN//glcC//ttdB//pldB//bglX//pgl//hslR//flgK//mcrA//folM//fucI//nusA//yfcQ//gspJ//slyA//ibsA//pstC//yihW//pabA//yidP//fkpA//setA//ymgF//fimD//sppA//ydjM//chiP//rppH//yqaA//ybfE//folA//fhuF//mrp//ybfA//rpmF//fdoG//rlmB//tldD//dicA//paaF//mdtF//helD//edd//yjjX//pnuC//setB//aaeR//casA//setA//acrR//yedA//feoA//mmuM//ynjD//menF//malI//hybD//
GO_0016458_3	smrA//tdcR//
GO_0016477_4	fabH//
GO_0016485_6	dosP//yjbG//thiP//rnhB//dcuR//thrB//appA//melA//topB//
GO_0016540_7	acnB//mdtA//
GO_0016553_7	hupA//
GO_0016556_7	asnC//
GO_0016579_7	hybC//
GO_0016998_5	ribF//
GO_0016999_5	aroP//gfcE//aceK//frwD//thrC//pitB//pphB//rfaD//fryB//norV//dmlR//pgl//sufC//ampE//yifB//ttdB//ybdZ//lptA//galU//pinE//glcA//psd//nagK//purT//ulaF//htpX//mfd//serA//rffC//mrdB//gltX//pgk//torD//hisS//ubiI//mppA//sbcB//rbn//mlaD//yidD//yrbG//araG//yqeA//fliG//priC//yccX//yagF//ilvE//yccX//yihU//tomB//ispG//glnP//prkB//miaB//puuE//
GO_0017000_5	envY//yabI//rihA//ybiS//kefC//cheZ//
GO_0017001_5	yagU//yggD//relA//hisI//mntS//lipB//rplD//ynfL//nanE//gyrB//nrfE//mdlB//dpiA//degQ//zapE//yihI//rplC//gudD//gltI//adeD//sanA//
GO_0017003_8	flhC//ygbI//lolC//pepQ//actP//lasT//
GO_0017004_7	ycjY//fecC//priC//gutQ//valS//roxA//gltL//basS//maeA//amiB//yagJ//
GO_0017006_7	fliG//tehB//mreD//yraR//yfeO//envZ//
GO_0017013_7	nanA//prpC//
GO_0017038_6	fis//tusD//bamD//
GO_0017144_4	ybiY//exuT//mioC//yafC//macA//paaB//nuoI//yfeX//hha//dtd//crcB//frvR//dsbG//alaS//glnD//bioD1//paaJ//ynjA//fimC//hcaT//tonB//narP//hxpB//yciA//pdeR//psd//clsB//hisP//leuD//gltK//yihQ//rffC//yjbB//yhjC//ynbB//agaS//dgcF//truA//fiu//dsbC//mdlA//rodZ//cirA//lysP//fiu//lolE//rhaT//tag//dosP//murA//hicB//frr//msbA//acpH//hybE//waaF//thrC//tabA//malP//dgoA//ytfQ//hdeB//sbmC//hflX//ykfI//acrD//aceA//ribD//nrdA//lpxD//ompL//rplW//yajQ//dedD//holD//sgrT//vsr//rcnB//ydjM//rsmD//dcuD//yebS//btuE//fruB//insK//aroG//pfkA//maeA//hcaC//sodA//tktB//yagJ//bamD//cydA//yghG//ybhA//narQ//nanA//ftsL//ymfK//pspF//argR//basR//rcnR//lspA//atoB//amiB//entH//pyrH//cueO//caiE//mnaT//ddpA//ybdZ//cfa//mgrB//yhcN//yqhD//ybdM//puuB//glcC//nanE//ulaG//ftnB//ygeR//accC//holA//insA-2//sodA//glcB//trmL//argP//gldA//fliZ//mepH//yphF//rarA//yebZ//tufB//malX//rplL//insB-2//phnM//lptF//gyrB//hcaE//lsrC//hisI//sfmF//ispA//clpP//fepD//frc//ydeP//yeeA//map//cyaY//gadX//wecA//yafO//topA//yfdS//ptsH//kdgK//ghoT//rdgB//nrdH//metF//dgoK//hofN//yggW//asr//phnL//yceD//epmA//proC//dppA//ydcR//gabP//fis//araA//lpxT//ugd//yjjV//menB//rnlA//adhP//zipA//napA//secY//yhdH//npr//yciV//yggE//yafS//manA//basS//rcnR//secG//
GO_0017148_8	deoC//pepD//tusE//aaeA//ybhR//glk//dapD//crfC//mlaC//yhgH//norR//rpoA//yhbS//mrdB//prlC//ivbL//dtpC//psuG//yfeW//pitA//rzpD//dhaR//tcyP//poxB//
GO_0017185_8	yehD//
GO_0017189_7	malF//
GO_0017198_7	queE//
GO_0018011_7	ybfE//
GO_0018012_8	ybiJ//
GO_0018022_6	tamA//
GO_0018023_7	ulaD//
GO_0018063_8	tynA//selD//csiR//malF//greB//
GO_0018065_7	motA//dcp//yghO//allS//ampH//
GO_0018070_8	yebS//uhpA//
GO_0018104_8	tdcF//pnuC//znuA//yjcS//dsbA//sbcD//ompA//insI-2//
GO_0018105_8	mgrB//cyoC//trkG//
GO_0018106_8	cheR//hybD//yceD//sgrT//rpiA//moeB//yafO//ybhI//yahN//metH//yiaU//lptG//bhsA//yajQ//ibsC//yebZ//kdgK//uvrC//sbcC//ahr//potI//tolQ//kdgR//hycA//tmk//abgR//trpGD//yahN//fimZ//
GO_0018108_8	tgt//atoS//chbR//ppc//entA//
GO_0018117_8	relB//
GO_0018125_6	cysZ//
GO_0018126_7	ygiW//
GO_0018130_5	crfC//cecR//malP//ygaV//alsK//lacZ//ybjC//ydfH//galE//nagB//patA//sdhB//sad//betA//asd//dapF//btuE//pdeF//fiu//fabB//ykfM//nhaR//rpiB//nudB//rluF//yidC//exuR//yihL//phoE//intF//yceO//rfbB//mlaE//pgsA//dppC//lsrK//dcd//patD//purB//aceB//rlpA//yqgF//rplQ//yfiE//setC//osmC//dicB//ugpC//glpF//ygiB//menC//wzc//aroA//galM//acrZ//rho//asmA//ybiY//yebS//rbsC//dgcJ//yhjV//ccmH//ccmA//argS//nikA//thiI//oppA//nupG//ispU//lysU//exuR//nupC//ldhA//clsA//cspG//fdnI//ybdM//fruA//flgB//prfC//yfcU//pyrG//mhpB//ydjH//rhaT//uspG//dxs//mglB//waaZ//glcF//holE//xylG//zraS//allR//selD//baeS//glpC//casD//sohB//lldD//parE//ydeM//arsB//yjiY//wecC//rimL//pstA//rpnC//plsB//tnaB//ratA//hfq//yqgF//speD//malS//pliG//ridA//rpoH//miaB//ompF//etp//mngB//mmuP//dgcF//skp//guaC//gshB//dosP//ybhR//cbrA//idnD//atpH//ulaA//moeA//elfA//mlaC//yfiF//rmuC//prmC//plsX//rpoS//asr//yihT//dsdX//sucC//uidR//zapA//kch//ruvA//wzb//macB//yfjR//nuoE//lolA//dsdC//secA//fadB//yfbS//proQ//iap//trg//fimZ//glnP//hscC//ydjM//prlF//gcvP//fhuC//gloC//yegV//hfq//treB//yiaA//speE//yggN//arnD//citE//kup//osmY//aroK//torS//msrQ//eco//panD//barA//intZ//ybiT//narH//acrZ//ymfA//yidZ//ygeA//skp//hpt//menI//yedL//tcyJ//flgI//cysI//uxuA//ygdG//znuB//yehA//ypdF//ahr//argS//hdeA//yjiX//tdcF//dps//tdcE//sodC//pinR//ftsH//sdhA//yjaA//yihT//rpsM//nadD//frr//speE//glpB//hscB//recQ//ygeW//yeaV//setB//dsdC//rfaC//ytfT//ygbM//gcl//trpC//agaV//dppF//ykgM//rdgC//torD//fimE//gph//mdlB//pyrC//trpR//prfB//codA//fau//dnaB//mqsR//luxS//rluB//fadK//csgD//mscK//nanC//nhaB//ulaR//rlmL//wecA//ydeO//malG//glnD//cyaA//frmB//dsbD//pgi//cysA//lysU//cadB//ykfM//hxpB//btuR//yfeX//xdhB//dcuA//hipA//clsA//puuC//pitA//cobC//gatB//msrC//garD//lpcA//hycA//priC//psuG//frwB//gcl//lyxK//mdlB//phr//xylG//pliG//fabG//frlB//cspA//mobA//ybhJ//yicJ//fimG//hypD//rpsN//tar//bluF//insH-5//tsaC//sfmD//coaD//dgcQ//mmuP//azoR//purL//pdeF//cdaR//mcrA//lpxH//nlpD//entC//elbB//ldrD//yhhZ//ffh//lolE//kdsC//proW//ubiA//rng//nanE//phnN//dmlR//ulaD//mmuP//rnlA//thiM//yiaN//mukB//priC//umpG//uxuB//sbmC//comR//mhpC//pdxA//lpxC//dut//creB//mhpC//gadA//agaB//ygeW//recJ//yadK//nemA//tus//greA//artI//torI//ansA//tdcA//yjbB//fepC//yeaV//yahK//lplA//lasT//rffM//yehB//yihV//rclC//yecS//
GO_0018131_6	dgoT//wzyE//
GO_0018160_8	aaeA//
GO_0018175_7	hsdR//
GO_0018193_7	torI//ybiX//rclA//fecD//ybgQ//dgcN//tyrS//gluQ//sgcA//pepB//fhlA//rimL//bioP//tonB//hemL//yeeA//bipA//gppA//recN//patA//fumC//lipB//crfC//marA//hprR//alaC//rpiA//cra//yibT//lpoB//rffM//btuF//glsA1//hemN//lldR//cnu//yhhT//matP//fabI//ycgV//hcaT//bamC//yhcN//rplB//cbtA//ybaT//zur//cmtB//hicB//rcsA//yhbY//entE//gloB//yjiA//yjgX//ribE//copA//fdhE//infB//caiT//aceF//sbmA//yqcC//opgH//rffM//rayT//hyaA//yieL//aspA//pgi//gshA//
GO_0018194_8	ycfH//acnB//
GO_0018195_8	yjhB//
GO_0018197_8	pspF//sulA//
GO_0018198_8	mdtK//azoR//yedA//ldrB//gatD//ubiE//insI-2//ydeO//
GO_0018202_8	rpiA//sapB//ggt//lpd//moaD//dnaQ//mliC//helD//torR//uhpC//pspA//pdeF//pykA//ssuE//menB//rsmI//artP//mipA//upp//ldcC//bluR//dgcM//eptB//yiiD//dsbA//chaC//yfdC//symE//yidP//
GO_0018205_8	yggT//dbpA//dmlR//mdoD//dinJ//yjbG//yfiF//yfaV//higA//xisE//yidA//
GO_0018206_8	recO//
GO_0018208_8	kdpC//gsiD//lptD//yhaC//amiB//cyoB//yihU//dsbB//
GO_0018209_8	ilvC//katE//lolB//leuO//ydjM//prc//ahpC//
GO_0018212_8	rimL//flgH//adk//tdcC//sfmA//
GO_0018215_7	radD//cadA//
GO_0018246_8	nrdF//
GO_0018247_9	frwD//
GO_0018249_7	ybcQ//
GO_0018282_7	folX//atpC//
GO_0018283_6	hofQ//rfaH//
GO_0018298_7	hypC//
GO_0018307_7	mog//
GO_0018315_8	wzc//
GO_0018339_9	glcA//bglB//
GO_0018345_8	aspS//
GO_0018364_6	nrfD//intZ//
GO_0018378_9	yebG//mprA//gltS//
GO_0018393_10	cysP//dcuS//
GO_0018394_9	rarA//cmoM//clcA//
GO_0018410_8	greA//
GO_0018909_5	mutS//
GO_0018937_4	yddG//
GO_0018958_5	clpP//ibsD//lldR//araA//ydaV//gstB//caiD//yqjI//dppC//treA//cheZ//
GO_0018960_4	yoeB//
GO_0018962_6	trxC//mliC//uvrY//surE//dsdX//
GO_0018973_5	rsmH//aldA//
GO_0018974_6	glnQ//ldtD//
GO_0019042_6	yeaV//
GO_0019043_6	glgS//pykF//metC//
GO_0019046_6	ybjX//pdxA//psd//
GO_0019048_6	hybB//pstS//melR//pyrD//
GO_0019062_5	hsdM//
GO_0019068_6	priC//acrE//
GO_0019076_6	blr//msbA//mraY//frdB//
GO_0019184_7	rplO//mcrB//rimP//rna//xylA//tomB//agaI//insB-2//pgpC//tnaA//
GO_0019216_6	mscL//metL//clpP//nudC//
GO_0019217_7	yfcR//fiu//ybjL//
