#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ftsK//napA//nfsB//nrfF//
GO_0009372_5	ddpA//dosP//ybhF//
GO_0009394_6	yhbS//hiuH//uof//ycgB//gyrA//ydjJ//lpxC//
GO_0009395_6	ftsK//
GO_0009396_6	yccA//lolD//puuR//rseC//ydcZ//ftsB//mltG//adiA//frmR//rimP//lsrK//
GO_0009397_6	rpsQ//yebC//
GO_0009398_7	accD//
GO_0009401_7	eutN//pgk//dcuC//mltG//tauD//ribC//hypD//yadV//selD//ycbX//ispG//fhlA//creC//frsA//cheZ//glnA//hflX//ubiE//sufS//dtpD//ubiE//dpiB//ubiX//lsrB//yneE//rnlA//lysP//ogrK//gadE//rne//ampE//glgB//gcvT//cbrC//feaB//dapB//nupX//yfbR//rsgA//dnaE//dnaE//vsr//queG//perR//lpxC//rplK//acpS//hyaA//leuD//fucK//cnu//ycjD//
GO_0009403_5	topAI//
GO_0009404_4	folM//yjiA//hofQ//nadE//lon//xylR//yaaA//cho//phnI//dxs//lpd//yjiA//ccmH//lacZ//grcA//adhE//leuC//yeaD//acrD//
GO_0009405_4	hyfC//emrE//hybD//
GO_0009407_3	afuB//asnA//rzoR//narK//alr//etp//degP//tauC//ompR//mraZ//nhaA//recO//slt//uhpC//yphD//rnpA//
GO_0009408_4	insH-6//arfA//ftsA//mlaD//argF//aceB//lgt//dcuA//rimL//sbmA//ygbL//dxr//rdgB//proA//livG//malP//yieF//ygcW//tatA//nemA//yqjI//ampD//gloA//intZ//yfaX//zipA//murF//ispA//ydeM//yihX//yohC//sodC//ypdF//adeP//feaB//speC//narV//nimT//aqpZ//galR//moeB//groS//aer//rfaD//phoU//efeO//mreC//hupA//yqhD//lolB//secD//cusC//napC//ybcJ//gabD//yajQ//fkpA//yhcF//nei//galR//
GO_0009409_4	tcyL//nikC//tsgA//napF//yheT//yeeO//hscB//sucC//dgoA//yjiR//casE//ftsW//tolA//sgrT//dnaX//ydbD//thrB//narK//
GO_0009410_4	potI//
GO_0009411_6	rdgB//fliT//gntP//mliC//rho//rzoR//rffM//ybiH//tsr//galF//infC//yibF//mscM//yiaL//polA//accC//
GO_0009415_4	yqjI//
GO_0009416_5	lptB//yagE//glyA//fadR//nimT//yfcP//hcaD//ispG//yhhT//pdhR//tauD//dxr//oppF//ftsN//mnmA//hicA//rclC//pppA//npr//
GO_0009423_8	rdgC//ivy//sufS//ynhG//
GO_0009432_5	ulaE//waaU//abgB//btuB//lldP//glnK//mgsA//yiiM//adiC//hcaD//dapD//umpG//pck//nusG//hscA//alsE//sbp//gdhA//mngA//trmJ//yihV//sgrR//
GO_0009435_9	ycdX//gltX//psuT//rnhA//pgl//flhC//fdhF//amtB//recO//
GO_0009436_6	mreC//phnN//cvrA//aaeR//
GO_0009437_5	pstC//melA//gstA//ptrA//ccmH//speE//dnaN//
GO_0009438_5	ygiW//hemA//mdtO//yedA//metG//cusC//hldE//ybhG//ypdB//frdB//rlmI//rlmC//hemE//insF-1//pyrH//dacD//glsB//ttdB//phnI//narG//dld//birA//yqgB//mlaE//fabR//ydcR//kbaY//sgcA//prpR//sgbE//
GO_0009439_5	csiD//msrP//kup//
GO_0009440_6	uhpA//folM//flgB//
GO_0009441_5	nanT//nuoF//holD//sgcC//pgaB//
GO_0009442_7	paaJ//trkG//ydbK//lepA//ygiB//
GO_0009443_5	ybhJ//gabD//bcp//
GO_0009445_5	dapD//yodD//panD//opgH//tsgA//gltP//proS//nrfB//bamA//rnb//
GO_0009446_6	fetB//sgcC//
GO_0009447_6	chbC//sdhD//basR//gmd//tusD//lgoR//leuD//flgF//
GO_0009448_5	fepA//aaeB//gstA//glnK//
GO_0009450_6	glxK//trmI//glnA//scpC//
GO_0009451_6	ppiC//shiA//rffT//hdeD//hybG//yfiC//rihA//ybjN//yfdC//nimR//lldP//gadE//mlaB//thiQ//ribB//ybjL//hisP//rplX//priA//lptA//ubiH//paaF//thiI//mgtA//qseB//pspG//aidB//yahF//mdtM//yggN//coaA//rseP//yfcF//hslJ//aldA//shoB//plaP//yfdS//rclR//lamB//cysM//sad//rluF//yehD//rplA//ulaC//barA//ddpA//feoA//map//yjbF//gspE//rpmJ//yfaV//ubiE//nikB//yiiE//pcm//wecB//rpmJ//ybcM//insH-5//torA//xylR//yjhB//rph//cpdA//ccmA//dacA//bluR//xthA//motA//mazF//acs//higB//dtpB//ubiH//allB//nemR//fumC//hflK//bdm//rnhA//
GO_0009453_4	bcsA//
GO_0009454_5	gntK//
GO_0009593_4	yaaA//rpsM//
GO_0009597_5	decR//
GO_0009605_3	waaB//dicB//lolA//yfdG//queD//fis//adiC//mdh//ybhJ//rdgC//malQ//hypC//roxA//soxR//rutG//fdhF//ybcC//torA//aspS//yegV//ycfH//entF//pabC//lldP//ccmH//rnd//btuB//cspI//tcyP//rnpA//ppsA//fabZ//rlmH//napC//nrdE//pabA//araB//artQ//yhjD//hybC//frmA//thiC//yraI//yoaA//yafN//yegD//entA//pdhR//ariR//deaD//yghW//mepH//argB//hfq//pdxA//ynjA//crp//blr//gpsA//yhdZ//ybjX//dppA//speC//yggF//panD//tcdA//fbp//asnC//rsmD//fdhE//tsaD//lpoA//tcyP//zapE//ascG//dgcJ//nfi//
GO_0009607_3	yfcG//otsA//trmH//envZ//allD//hokE//proV//galF//rraA//yehT//era//osmF//fliD//aspC//
GO_0009615_4	rplK//rapA//yphD//allD//thiI//hcp//adeQ//elaD//deoC//pck//lnt//hscC//waaA//acrR//
GO_0009628_3	ydiV//pyrG//csrD//rcsA//aidB//murI//narZ//cutA//allB//alpA//katG//paaE//tldD//cysC//fimG//pinE//iscA//cysC//pdeK//ascB//yidE//ybhF//ccmA//mdtD//ribF//norR//ivy//fepA//lpxK//tdcD//ubiD//chiP//kefG//yghW//ybaT//ydcZ//ushA//flhC//rrrD//tonB//yiaT//groL//psd//ndk//syd//bamE//ycjR//metR//uxuB//topAI//dnaT//arnA//araD//tdcG//dctA//nanR//mrp//rcdA//fimI//rutG//ulaA//rsmA//lpxD//nadK//pspG//tehB//narZ//rzpD//yjiX//yehD//ycjW//yqeF//shiA//yeiE//ycfL//yjjI//menH//ymgC//nikA//fucK//mcrA//yfgJ//ihfB//purC//rutF//potD//rzpR//kdgT//infB//rbsR//nirD//tabA//ushA//yghB//ygeR//ftsE//bioC//fes//mreB//nrdG//chbG//rpsI//purB//fetB//atpF//katE//wecE//rsmB//tehB//hisG//ygeR//cusF//srkA//fucA//gmd//pfkB//trpA//leuC//yjfP//amyA//nanK//chaC//ybdN//gatC//yibH//tig//hycA//ppsA//cdh//hemN//iscS//yciK//zupT//yadK//dcm//prs//yafC//lptD//dusB//dnaQ//hyaC//rplA//yfcP//pykA//nhaR//pinR//yneJ//rrrQ//gshA//pspF//trpL//yajL//aroC//nikD//cusR//phnM//hokB//ispG//tehB//yhjR//ycjY//yejF//ubiF//rihA//nimT//atpC//yajR//ykgF//dapB//kbp//glnQ//ugd//pntB//ykfI//lsrC//envC//waaU//purA//rpmE//cysW//miaA//nrdE//aroF//sdhC//nac//yhgH//alkA//msbA//alaS//yjcS//mak//fabD//rclR//casE//udp//tpx//feoB//amyA//crl//scpB//yhhT//rhlB//ydhJ//folC//cutC//mltD//ybdH//opgB//deaD//artP//fryB//yrdA//rpnD//rbn//hfq//plaP//pykA//yhaJ//yraJ//cusB//hslR//sgbE//secA//ndk//asr//tnaB//ybcJ//yjbH//ybdM//trkG//
GO_0009635_4	metG//
GO_0009636_4	nei//yiaB//dcyD//ydfH//fimI//fdhF//mcrB//narP//panD//gmd//yihQ//mtnN//metF//yehY//osmF//queA//hcp//ynbC//rbsK//hdeA//rplB//fhuD//hycI//yraH//yahK//yebC//gltB//recF//tsaD//sgbE//intQ//
GO_0009637_6	rbsC//
GO_0009651_5	panZ//yqcC//glnQ//appA//gfcE//ybhD//
GO_0009653_3	rfaF//
GO_0009696_4	tag//
GO_0009697_5	ftp//
GO_0009698_4	yjaZ//
GO_0009712_6	bhsA//yeeA//hisC//rhaM//thrS//pflA//rpe//torD//tomB//gdhA//
GO_0009713_7	proC//mdtD//nei//mlaC//ldrD//rlmA//cpxP//yciG//rimJ//
GO_0009719_3	rpoE//dnaN//garL//
GO_0009730_5	rnr//
GO_0009743_5	tdcF//
GO_0009785_5	ftsH//
GO_0009850_4	yfdS//deaD//cvpA//pyrD//mrdA//mmuM//sapC//fdoI//mtlD//slyD//lptF//csiD//zapE//
GO_0009852_5	glgX//hyaA//yahD//yrfG//ulaE//glcD//ftsI//blc//hemE//rsgA//pmbA//kdsB//mgrB//
GO_0009889_5	pdeK//csgD//lsrA//yhaM//nagC//rimI//yhcF//mrdB//yqiI//ogrK//hdeD//tsaE//ilvD//murD//focB//argC//tolQ//nikB//fimF//envZ//eptA//rsmI//msrA//menI//tauD//nusA//ybbW//bioD//epmC//potC//hslV//zitB//decR//glpR//dgcT//mepS//rarD//ykgM//rbsR//yphB//ulaR//ydjL//ynfL//dcuA//ybhF//cyaY//dppF//mdoD//guaB//dicA//yciH//rapA//ddpX//holA//rhlE//aspA//acrA//paaH//lipB//sdhC//wzyE//ubiE//yqcC//narX//tilS//rlmA//cusR//insB-4//putA//fliA//cvpA//hisA//fmt//paaD//yagI//chiP//glcF//puuB//pyrC//priB//ligA//acs//yggT//ybhI//yqgF//pck//trpR//rspB//sdaA//setA//lepA//dsbD//ydiB//djlC//ymgC//yqjH//yccX//moaC//ypdI//rsmD//ortT//yedX//plsC//wza//fucO//atoC//ybdM//yeaE//greA//pepT//mglC//ebgR//chbA//parC//agaD//hisP//rpoA//entH//lapB//ybfA//ybbN//mscL//csgE//dmsB//casB//rpnA//ydbK//yidK//phnL//clsB//ffh//gsiB//cpsB//mrp//zraS//yhbS//yhbY//pliG//btuC//yojI//vsr//nupG//epd//hyaC//hyi//hprR//kbaY//exoX//dicC//rapA//mepH//mutM//lspA//cusA//nrfB//dusB//pepB//yeaK//ptsG//pstC//puuP//yajD//ydfK//sbcD//rpnD//rpmH//fryB//ampG//ilvC//arfB//tisB//hyfC//nuoL//lapB//scpB//acpT//rpiA//rnlB//xerC//aroL//oppA//cirA//yoaA//ilvE//pgaB//rbn//ymjB//yidA//manZ//xanQ//kefC//aqpZ//udk//hns//rne//ppsA//proP//rng//ilvI//dcuB//tilS//ygaZ//mtn//fimG//phnJ//cutC//rpmA//ptsN//ycbV//aas//ybiA//ulaA//dpiA//rcsA//hycB//rho//ldhA//puuR//trpA//narJ//abpA//yjgX//yeeY//glpR//yfiC//iap//potH//potG//rpnA//rutC//hybE//ileS//cydB//dauA//macB//fnr//iscX//dcuC//yciF//rusA//yciF//epd//ftsP//eamB//treA//cobC//ribA//hypD//elaB//yobF//yehC//srlE//gatB//uspE//phnP//yhaV//nusA//trkG//atpD//mhpD//yhjB//ppc//nth//araC//ansB//agaD//xanP//nadC//mdoG//gnsB//rpiA//udk//ulaR//yciF//queC//dxs//cusF//lsrB//fepB//sanA//sucA//yegV//eutB//elaA//fepG//yfdS//coaE//ribB//yhdJ//uidC//artJ//otsA//lyxK//yaiW//trmO//kdpF//insH-6//tcyL//cpxR//fliD//rmuC//fiu//iscX//nikA//ulaC//yadM//seqA//aspA//rpnA//zntA//hemE//umpG//argG//ispH//symE//yajQ//
GO_0009890_6	ydiZ//yhcD//aroE//ahr//lipB//cbpM//ynhF//sbmC//abgA//fieF//yqgF//ygfZ//cyoD//metG//yrdA//ibpB//kdpB//rnpA//rlmL//yjhH//rpsH//lysO//yqjA//surE//fabD//malE//ygbL//wzc//wzzE//hsdM//yigB//rbsA//tsaE//fliS//cysB//ycfL//nac//ycdY//raiA//rhlB//atoS//gabT//ytfT//gstB//cobC//yqeA//comR//yejF//cutC//zapA//pepB//yagG//agaS//pstS//patA//scpC//xerC//nanA//aaeR//yqaA//ynbC//cycA//galK//srlD//yadV//pdxH//recT//ispG//etp//napC//yqeG//hyaD//cysI//lldP//yjiX//mdoD//gadB//uof//insF-1//lolE//uhpC//yqaE//mglC//metH//yieE//rhlB//prs//eptB//pgpC//murP//cpdA//ynhF//araD//hscA//dnaK//tcyJ//lgoD//ybeY//nudC//yceD//rpsI//tnaA//glmS//cpxA//yccX//phoU//rpsI//luxS//nth//rcdA//chbR//envY//yjbB//ampG//yiaU//rsmF//rpsJ//rutB//yjbF//nuoG//idi//
GO_0009891_6	gspF//setC//pldB//ubiC//yagI//allR//flgI//potI//mrp//rcnB//rhmR//phr//ydiK//radD//ispF//lgoD//dcuC//lon//pckA//surE//maeA//rssB//ygiV//ybiJ//slt//hipB//nadC//rbsK//phnG//nrdG//glpK//ssuA//adiC//speB//syd//murQ//ispB//garL//ompL//yhdW//prpB//mepS//holB//recX//chaC//yadV//rpoS//yjiR//rpsN//leuS//ilvI//yidA//ribC//trpD//prlF//xerD//murI//lolE//yjaA//comR//yehX//rbsD//nrdD//glcA//fimC//nikD//dpiA//ybiT//gstA//yidA//hsdM//rplL//ycfJ//malX//hofO//yehU//pfkB//uhpB//modC//znuB//sufA//tldD//cspC//
GO_0009892_5	yhbO//dgoD//uidR//pdeR//rhtA//folD//ompT//rseP//fhuC//metH//rdgB//ygaZ//yidE//rseC//yagG//ldrD//macB//tolB//tehA//dmlA//lolE//dcuS//zwf//rseB//yiaO//cusC//purF//mraZ//livM//argE//yieH//nlpE//gatA//aroC//tyrS//holC//livM//yjjV//holA//mdh//ybjX//zapB//ydeM//amyA//rhaM//dhaL//cyaY//ybcQ//dhaM//nirD//kdsA//nuoL//fhuF//rluB//adhE//yhiM//cusC//rraA//arfB//ybaM//yidC//yicJ//csgB//tolC//serC//dacD//recQ//sdaA//glpX//wecB//lamB//mlaE//yjjW//aes//bglX//rraA//cusB//gcl//blc//ymgA//glnD//modA//yiiE//fadA//hscA//norW//mdlA//nikC//frdC//btuE//sbp//ilvD//gpr//fabA//fucK//ydeO//idnD//ygiS//yidC//mfd//argI//rcsF//gph//glcF//mqsA//nirB//icd//galT//yjjV//ompF//rhaS//metR//gatZ//hokB//ydiP//tonB//glgP//hyaB//xapA//rsmG//fepE//lasT//spy//amtB//gspJ//rbfA//hemA//rplY//yidH//gntP//wza//murP//tamA//sdaC//yaiV//hflX//degQ//hha//dgoK//ssuC//narU//yebG//nhaR//deoR//napF//waaJ//
GO_0009893_5	dcuA//ilvI//aceB//dgcJ//dadA//ybiW//tatD//proX//hsdM//nrfF//mntS//dcuS//mcbR//pepB//hemG//ydcO//rspB//rlmN//gutQ//topB//rmf//yciT//symE//nhaA//motA//ybfE//yhaO//mrp//rpiR//holC//yihU//paaA//dsdC//bamB//gloA//htpG//yehP//uacT//puuP//ycdY//glpX//rtcR//ogt//mnmA//nadE//idi//prc//lptF//nrdB//gltD//hemH//ybiJ//yahN//pdxJ//lpxC//yodD//aqpZ//crl//norW//nirB//cheY//glsA//ibsA//sanA//pdxB//cusF//rcsC//nudB//xisR//ilvD//plsX//sgcA//nadC//mlaE//elyC//purU//cbrA//hisM//cmtA//pdhR//nlpA//yidA//treF//ffh//ibaG//thrS//speA//yfbS//fecA//chpS//relB//ydiB//appY//xapA//ycfJ//dauA//rpsB//setC//oxc//
GO_0009894_5	thrS//purF//yacG//ynaI//tatC//gph//ybbY//frmR//lptC//dppF//cyaA//wecB//ybgI//sppA//
GO_0009895_6	wcaB//ttcA//ilvD//lldR//
GO_0009896_6	yidP//nirD//pyrC//
GO_0009966_5	rsmI//
GO_0009968_6	puuE//
GO_0009970_6	shoB//nupG//manX//
GO_0009972_10	rutA//
GO_0009991_4	adeD//tnaB//btuF//ptsI//mltG//yphD//yejA//ybcQ//fabB//rsmF//slmA//seqA//ynaI//rutB//ribB//uhpC//uspG//yeaG//zntR//rplM//trpB//etp//yjjU//hemD//nikB//rcsC//ttdR//iscR//rnlB//purL//ugpB//yhcD//gspJ//shiA//hemH//mdtB//rpsT//araE//mdlB//cspB//accC//ugpB//rluE//mltB//panE//queG//cspC//potD//aroK//secY//trmH//rlmG//gcvT//rnc//cdsA//fdnG//rtcR//idnO//folM//surA//nrdA//yihU//ftsA//
GO_0009992_5	ybiH//chaA//ycbV//insI3//
GO_0010033_4	ascG//trpE//prc//yqjH//manY//rpmJ//glmM//yajD//lptD//plsB//dosP//mcbA//lacI//marA//zntR//yadI//yfbU//nadE//cysC//kbp//narP//hemL//ychO//recF//nepI//ycfJ//yjhG//bssR//cydB//ybiI//glk//rbn//cpxA//cmoM//ascF//tusB//yejF//purA//atpD//rzpD//nrdA//gcd//trmA//
GO_0010035_4	ribD//csgG//ydjM//trmL//galF//cca//fixB//thiE//dnaB//carB//frwC//psuG//fumB//narH//yraR//mutY//ycgB//mgsA//ndk//fliZ//eptC//cpxA//pheS//yiaN//argB//panZ//frmR//dppF//mdfA//gatD//potH//atpH//uxaA//cmk//dut//yqiI//yaaJ//ygcR//mqsA//ruvB//galT//fkpB//rffG//truC//glpA//atpG//rppH//rnpA//grxD//ybjI//yeaE//cobU//metF//nadK//yjaA//pdxJ//dusC//pppA//murC//gsiD//fis//atpD//cueO//yqaB//zapE//queD//srlD//nhaR//ihfA//ykgO//dusB//purN//hypT//rrrD//solA//fadL//
GO_0010038_5	hslO//sugE//mliC//ulaA//ilvH//dicA//cytR//mdaB//astC//lsrG//ydiR//yjiR//yhdJ//gpmM//holC//mdtN//rluF//gcvT//acpT//ibsA//fadJ//alaC//yraN//alsK//yagJ//hdeB//pheM//gudD//ribA//eutK//cysD//deoA//talB//borD//aroD//wbbK//yafE//clpA//gcvR//macA//sdhB//nanA//lgoD//glnB//phnJ//
GO_0010039_6	yfdK//metH//proA//ibpB//rayT//xisE//yadN//
GO_0010041_7	yghG//ydjE//glnL//ybjN//adhP//ybiH//
GO_0010042_6	thrS//dmlA//
GO_0010043_6	ftsK//yodD//puuD//tusE//coaA//polA//
GO_0010045_6	rplW//arsC//umpG//
GO_0010106_6	allC//
GO_0010124_4	gph//yidR//metG//ygiN//polA//mdtI//gpsA//ymjB//tig//pphB//btuC//hofM//ydfG//
GO_0010133_7	exbB//
GO_0010139_7	treR//
GO_0010165_6	ulaG//wecB//lon//epmB//amtB//dicC//paaK//lapB//ygiS//fruB//adiC//crl//cysN//tsf//glcF//yfbS//
GO_0010167_5	tar//adhE//
GO_0010212_5	gntU//purL//yjhP//speB//rsmC//nanT//phoR//panC//ung//gmhB//ulaG//rplM//xylE//melA//rfaQ//cysD//modB//aaeA//fimF//puuD//nuoN//rnd//yoeB//rpmE//hflC//yeeO//waaF//waaP//
GO_0010226_6	queF//
GO_0010243_5	ybgQ//mtlA//mepM//rpmA//rffG//ydiR//tsgA//purR//ulaA//yibF//fliA//ydhC//potA//dsdC//tktA//ptsI//
GO_0010269_5	murI//
GO_0010272_6	yafS//fadA//gloB//tauC//eno//hupB//
GO_0010273_4	uhpB//sodB//trpL//rclA//dgoA//sgcR//
GO_0010288_6	kdsD//
GO_0010312_3	hmp//
GO_0010332_6	rcsB//
GO_0010350_6	yehX//pflB//
GO_0010438_6	rsmB//ycgB//gmd//recO//
GO_0010447_5	frvB//nuoF//hflK//ybhG//gatZ//prmC//trpE//trmO//fhuB//stpA//ycjU//gadW//mdtP//astC//uspF//flhA//rpiA//frlA//yfbU//tsgA//gadB//
GO_0010466_7	ftsY//ybgQ//
GO_0010468_6	galU//rzpR//sodA//tatC//yihP//nupG//tcyP//yciE//nikE//yqcC//atoS//yhdX//elaA//hisP//hcaC//bioA//clpS//moaB//poxB//dgcM//ybcJ//cbrA//chbC//mepM//nth//hxpA//viaA//yfcS//yfiR//topB//nuoI//fadJ//pdxB//ubiI//treF//dcp//rclB//hpf//rpsN//ppiD//ydaC//metG//flgB//cysZ//acs//sdaC//mog//mnaT//fliG//yaaJ//yceO//yphC//ytfQ//nei//csgF//iscS//yaaA//rplQ//pnuC//treF//poxB//yfdG//umuC//mutH//mutT//dnaG//torA//ydiR//rplJ//gapC//rplT//fliG//csgB//garK//ubiE//gcvT//yehT//mtn//torI//secE//phnI//uxuB//dgoD//treF//ushA//dut//yfeX//ibsE//phnH//ldrA//ycgB//yaaY//lpcA//htpX//cecR//paaA//yeeL//fdhF//rihB//entA//serS//gsiB//tatC//yfgO//menB//ais//ftnB//ilvL//dadA//cynS//tas//greA//rpoE//aaeR//pinE//ilvB//fecD//nupC//yjiX//hdfR//ynfF//ispU//rpsR//rplB//treF//gcvA//adk//basS//arfB//dusB//truA//ydhC//citC//sspB//waaA//xapA//rcnA//uspG//npr//gatC//yciT//nirB//mngA//puuA//lrhA//elfG//rihC//bisC//lpoA//ybjL//entB//rseC//sufB//yhbY//lysP//cysG//lsrG//lapB//yghO//pckA//ychO//rnd//hcaB//rffG//frdB//caiF//arcC//glpR//pdeR//pepQ//deoA//atpH//hcp//gcd//ycbX//yciA//katG//cutC//upp//atpG//frwB//pphA//nirD//rcnA//dosP//mntH//aas//metN//yihQ//entA//mdtJ//sucA//dgcE//ptrA//glmM//yehU//selB//rpsD//narP//ycjQ//ydcP//curA//fklB//thiG//idi//sthA//nrfA//feaB//yigB//dtpC//ybhF//hisC//bssS//ybeF//hlyE//sspA//srlD//nuoI//frsA//ssuC//malG//ycjW//rutB//yadI//osmF//ygjH//thrC//uraA//clcB//thiP//gppA//clcA//tag//yqjI//tag//ftp//yaiV//aroH//yqcC//yeeO//infC//purA//trmJ//ppiA//glxK//yhcN//yqaB//ycjR//yfaX//hisP//hypD//sthA//yfbV//glk//puuB//dnaN//blc//ttcA//yihO//crr//rihB//ynhG//yahB//eutN//astC//torZ//csgF//sgcC//uxuR//rmuC//pdeL//fadI//yagG//fur//ybcL//yjhH//ampH//nadE//lysO//metK//efp//mnmE//yjjX//pncB//ygfI//zntR//kdsC//epd//lrhA//ycaO//yejF//rng//phnG//cheW//rpnA//cdd//lgoD//gsiB//ndh//glgS//ygbL//ykfI//pgpB//manZ//xisE//rhoL//dadA//rnhB//rpsM//trpE//tufA//lldD//hemB//higA//dcd//hupB//yhaV//bioC//
GO_0010498_6	ushA//
GO_0010501_7	yihQ//yraR//kdpA//sapF//wecB//insI3//udk//lptA//fixC//
GO_0010528_5	fpr//
GO_0010556_6	ybcL//btuB//cspA//acpT//psuT//ymgC//pgpA//rpmC//pepA//ubiH//cydD//modA//infB//guaD//fhlA//rimK//proQ//alaE//rpmF//nemR//yjiY//tdk//rclC//yihI//cydB//argS//tsf//ybiV//pdxA//ydjH//ybgP//narK//nagZ//ubiJ//pyrC//ycjQ//clpA//dinI//comR//nimR//galR//pabC//pepA//sodC//mutT//yihT//chbG//hslV//fixB//lpoA//mntS//bamE//ruvC//cueR//glsA1//zapA//eptA//brnQ//aroE//tsf//katE//ybiY//rbfA//trpE//yneJ//ybcL//groL//narH//kefB//puuD//argO//modC//fabD//waaH//yraH//ycdY//nsrR//ftsB//rfaE//pinR//ilvH//rsmA//dkgA//hofO//rhlE//asnB//gstA//gor//tdcA//potE//hslO//nrfA//elaA//fepD//fadJ//ghrB//ppx//sdhE//kduI//serC//yeeJ//patA//mdtC//acpP//envZ//ybhJ//ydcI//rsmE//rfaH//tmcA//pdeH//grxD//mntP//uup//truB//suhB//yeeL//mlaD//upp//murP//minD//guaA//wcaJ//lgoD//tbpA//ubiA//higB//sohB//yeeY//rlpA//hinT//ssuB//rph//yjbB//recG//fau//ybjL//aroA//rssB//metR//ytfT//trpL//dkgB//ybdO//cdsA//ytfQ//mltC//zwf//insB-2//acrB//fimH//queA//pnp//rsmH//frdD//ptsP//ydcT//alsA//torC//melR//rpoE//serC//waaU//idi//ccmH//astC//potF//ychO//casC//insE-1//mdtE//ribE//ldrB//speB//murI//sapF//mntS//ytfP//tnaC//ybfA//ggt//yafO//pmbA//dmsB//wcaJ//fdoG//tonB//ydhQ//fdhF//waaY//tcyP//fdnG//mcbR//tdcD//rbsR//galU//nanR//preT//basS//ybaL//nhaB//htrE//evgS//nimR//ascF//tisB//emrY//ldtD//ybhD//rplS//glsB//rraA//prpC//yebK//ygiV//ttdT//arnF//yhiM//ybhR//citG//cspI//dgkA//speG//murB//nanR//map//tdcC//yhiM//tolB//argI//arcB//cpxA//cheR//otsA//narW//setA//gpr//lsrR//mobA//dam//thrA//pflA//dnaE//dbpA//dadA//fryC//hybG//aphA//yahN//umpG//sodB//insI1//glyS//rfbX//cysP//mdtO//nrfE//uidR//bcsA//ydiP//cysB//hycI//yfcG//rayT//yhcH//tdcD//tauA//cmoB//narX//rusA//pspF//metI//fepD//tsgA//narX//yhaJ//bhsA//lpcA//speG//galS//ynjA//ygfI//lolB//fecC//yhcH//rluC//nuoE//mrdA//ptsG//glyA//phoA//ftsL//degP//dinQ//yiaA//hybC//yiaM//alsA//ulaE//miaA//agaB//nadE//mdtF//ydjE//recE//yidL//frdD//ynjD//trpB//guaB//lapA//fepA//
GO_0010557_7	rpmB//bioB//rplJ//aceA//dauA//pstB//elfA//ybbW//cbtA//tauB//yqjH//fepB//folM//ivy//yedX//rplM//fimG//ydjM//speF//xapR//hupA//yjiM//pepA//ydeI//cas1//frwC//sbcD//wza//cynX//fucK//kch//flgE//insE-1//glpD//argO//osmC//aroA//rfe//mnmG//glyA//nagC//clcA//ugpE//frmB//yebG//mepH//dapA//yihV//hypT//yeeL//galK//dut//ompT//argA//yabI//proX//fabZ//queF//grcA//yjeH//eamB//moaE//lpxK//shoB//manA//yeaG//evgA//lpxB//evgA//dgcT//sgbH//rrrQ//gmd//ynbD//yhbX//xylH//tisB//murA//ddpA//nrdF//gntK//mdlA//
GO_0010558_7	ftsL//hda//nuoG//opgG//cpoB//hemG//yqhC//yqiH//atoB//rhmR//holB//hisS//rna//ogt//dicA//xylA//ilvH//yihQ//wecE//rpsH//higA//cysC//macA//ldhA//rodZ//mmuM//cysW//yggT//ybdO//ydiB//seqA//tonB//yiaM//yehB//chpB//ulaR//yggN//secD//allR//hemA//yqiH//dtd//aroH//sapC//opgD//fklB//entC//nadK//fepB//dicC//yfjV//yadK//rapA//potD//treC//aspC//maa//hrsA//cspA//comR//cpxP//rhmR//yraN//ribB//tsx//ampE//ompG//eamB//phnC//nrdA//mscS//bglJ//fhuF//mdoG//insA-2//msrC//hmp//yajQ//speF//argT//fieF//ilvB//abgB//tyrR//ccmF//rpsI//mltC//yjfP//yahD//ygfX//blc//ytfE//xapB//arfA//acpP//ymgC//yegS//ubiE//ykfI//dacA//yjhH//csgF//mtn//rbsK//ydcR//tdcA//narG//insE-1//gcl//aldA//potE//ygiB//yojI//hscA//waaS//ybiS//malE//murR//srlA//cpxR//
GO_0010562_7	gmhB//yjbF//
GO_0010563_7	ispH//nikC//
GO_0010564_6	hicB//dgcM//mnmG//betT//yeiE//
GO_0010565_6	panC//rseB//pspC//mntS//yoeE//psuG//
GO_0010604_6	era//tas//qorA//hisS//mdlB//oppF//rbsK//tpiA//ptrA//ulaF//nfi//entS//ftsQ//ahr//cas3//emrY//cpoB//fre//mntP//fur//basS//pspD//elaD//yoeE//waaB//sfmH//trxC//fiu//zapE//dgoK//hinT//hprR//xerD//yeiE//sgcR//treR//acrE//gppA//yehX//caiE//wecA//sfmC//rpmH//tdk//katG//gspI//yhjA//yceO//napD//accC//tsgA//opgD//rplS//opgH//malE//xapR//rnc//acrD//prmC//lrhA//guaB//mazF//rfe//asnA//pepQ//hokE//tehB//hemA//yqeG//rihB//metC//ileS//mcbA//yehB//fhuF//intQ//prpB//insH-5//dxs//ybjD//mdtP//hokE//aceF//umpH//agaB//rutR//ompR//cspI//garP//higA//pykA//prmB//apt//
