#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rpsH//ynfH//yfaV//dnaC//
GO_0051716_3	mrp//argT//curA//yhcN//intS//efeO//eptC//cusA//phnO//glnA//glrK//citX//ybeF//tpiA//rpsO//frlB//rpoD//dsbG//era//rlmA//murC//nanR//motA//ygbM//purU//rbsD//ynhG//crl//cvpA//idi//ydeI//mpaA//hisA//serB//yhjX//yabI//ahr//rhtA//lolC//hybC//recQ//sspB//torY//fcl//nuoH//potA//ynhG//dgcZ//yraI//cmoA//cusF//hypF//xerC//malZ//tolR//lepA//mdaB//ygbN//dsdA//fepD//borD//dtpD//glxR//gsiB//lpxP//nrfE//agaV//yebQ//cysU//mrr//pcnB//pncB//recT//carB//katE//lpxD//cof//yddM//yphF//metC//nuoI//queC//yidL//etk//queG//mtlD//cysU//lolD//yraI//cmoM//nemR//rpmC//ppsR//pldB//wzb//yfgO//yfiC//yibH//zipA//hsrA//dnaG//cbpM//leuS//gpmM//aslB//mazF//cyoE//eutD//kdgR//glnB//secA//rhaM//argH//paaF//bcp//fucI//ubiG//hofN//glpK//mdtO//aroD//yidC//nikD//nagK//napC//ykfM//zapB//hflD//fumB//corA//yijE//hycB//ampE//murF//dcuR//znuA//entH//yidA//livM//yddG//rpsT//rplF//rarA//mreB//casA//ydcT//gadE//ackA//glpK//asnC//ykfI//wzzE//hisM//focB//yebC//dbpA//ftsQ//treF//ybeF//glnS//ybiS//mdtC//argD//mrdA//pncB//pta//djlC//yphF//mdtJ//frvB//galR//yaaY//fdhE//ligA//waaJ//idnT//hipA//oppC//ulaR//yaaA//yphB//aas//yhcF//sucA//purT//rpsM//aspS//dicB//cyoE//pgk//eamB//fecA//treC//ygfZ//ribD//nadD//mrp//nikA//alkB//ybaT//bglF//opgE//allD//mtlD//fecA//ompA//yraI//ampD//rplT//rluE//kdpB//xapB//argR//nanR//uxuR//abgA//rsmE//pnp//hcp//fabI//tusC//ygiN//dapD//cysA//mntS//aroC//zraS//paaC//fetB//asnB//nrdH//hsdR//ansA//htpG//kdpF//tauA//tamB//yoeB//ftnA//lplA//menI//cycA//yqaA//uvrC//yohC//phoA//rpmF//trpC//ulaF//ydeO//dppC//gsiB//fliA//speD//bamD//clpB//phnC//prkB//lpxP//ttdB//pal//yqaA//rne//narK//ilvD//rsmJ//dgoK//bamB//pdeD//nuoB//yqiI//nadD//pspD//waaH//cutA//ccmE//clsB//norV//rfaB//bepA//tonB//rpnC//ulaA//gntK//yiaU//htrE//tdcG//ubiE//gltK//yahK//rnt//tyrA//bioP//secA//yadI//mntS//agaD//hprS//entC//ftsQ//pepA//ydjH//secG//galR//roxA//yghB//rlmM//rapA//ihfA//lsrB//seqA//osmF//recB//cho//kdgK//opgC//hybF//sgbU//emrE//mhpA//yeiG//mug//potI//hyaD//hcaR//apaH//dapB//yfbV//pdeL//bioH//ygbL//hns//yajR//moeB//lysC//argH//xanQ//mukB//ydaC//deoC//ygaV//pdeH//yfiC//rnt//bssR//fliT//ecpR//pgaC//wbbK//deaD//cysH//lacY//nagA//accB//rof//tusA//yiaM//paaF//hyfR//
GO_0051726_5	cpsG//adiY//yhaJ//guaA//flgK//
GO_0051781_6	yigL//yjbF//
GO_0051782_6	ugpE//pncB//sdhD//malY//ybjX//clcB//rpmB//
GO_0051788_5	murI//
GO_0051790_7	ppiC//
GO_0051806_6	cytR//yhjA//rffT//citG//rluD//cspC//yhaM//yegT//
GO_0051817_5	yfjV//cysE//cadC//pal//
GO_0051818_6	yidC//yagI//trpC//betI//
GO_0051828_5	slyA//dicC//fruB//tatA//mraZ//ebgR//ushA//ebgA//
GO_0051883_4	insA-2//gcvA//bluR//mlaD//
GO_0051977_7	ydiQ//
GO_0051983_5	ycjD//
GO_0052126_4	ldtB//ldtD//yehP//tolA//
GO_0052128_5	nhaR//
GO_0052131_6	thiE//
GO_0052192_3	dsdX//ulaB//flhE//scpC//
GO_0052547_6	msrA//flgI//ygbN//
GO_0052548_7	cutC//pgk//
GO_0052646_5	narV//hda//gspJ//rplY//pspD//
GO_0052652_8	dmlA//nagB//
GO_0052653_5	ilvI//
GO_0052777_7	ybgP//yafC//
GO_0052778_6	norV//ubiD//folP//
GO_0052779_5	yehA//clsB//phnL//
GO_0052782_6	fruA//hdhA//
GO_0052803_5	nrdE//bioD2//gudX//ybiJ//tktB//yohD//ybhP//agaV//
GO_0052837_6	cheZ//
GO_0052838_5	yifB//
GO_0055062_9	prkB//
GO_0055065_8	gpr//potI//sad//degP//mltA//ykfI//ybiW//yhfK//rplN//rmf//recA//rpmE//yhhY//queA//yhdJ//ispU//zntR//metQ//thiL//umuD//panC//rpnB//fiu//yidD//yhhZ//pykA//
GO_0055067_8	acnB//poxB//insI-2//prlF//ygcO//rhaS//cra//yidL//ibpB//yihQ//insH-5//pspC//
GO_0055069_9	wzzE//
GO_0055070_10	leuO//putA//lyxK//yqjH//moaD//rho//
GO_0055071_10	cspE//
GO_0055072_10	opgH//yfdS//yedX//ahpC//fdnG//dinI//cydA//garR//cbl//yabI//fimI//ydjE//lapA//fdnI//
GO_0055073_9	csiD//
GO_0055074_9	yggN//
GO_0055075_9	prfC//
GO_0055076_9	thrB//yejA//envR//cbeA//dgoA//yggE//mreC//yfcP//btuB//lacZ//mrp//aroL//yedP//sspA//tag//frvA//flgF//cysA//yqjA//maeA//emrY//arcC//
GO_0055078_9	ompL//glpC//yfcA//
GO_0055080_7	fliM//csdA//yieK//fecA//wecA//cysS//dacB//ccmF//yjhB//phoE//cmtB//rhoL//hofM//ybjC//bamC//amiA//hsdR//ftnB//bsmA//uxaA//aceB//torD//yihR//xisR//rplD//cysZ//flgG//sulA//osmY//tmk//dtpB//osmC//ybdH//frvB//dctA//
GO_0055081_7	serB//
GO_0055082_4	cueO//entB//artI//rpnC//miaB//rfaE//nrfF//garR//tyrR//yciH//yhdW//torS//aroL//crl//rlmE//chbC//yfbS//lacZ//hslR//chbA//metR//ycaO//aqpZ//metE//clpP//ugpC//kdpD//ispB//prlF//nrdR//ugpA//fruK//envZ//mlaB//
GO_0055083_8	tdh//
GO_0055085_5	iraM//focA//paaK//zraR//proC//ccmC//emrB//ygiW//nusA//yhjC//yahI//caiT//vsr//lptD//ascF//hybO//glnQ//aspC//tabA//cysP//gabD//hrsA//hemL//trmD//fabI//nrdG//ttcA//kdpF//ftsW//norR//bamA//hns//glnE//moaB//dicB//rnb//ypdC//uspF//acpT//hofC//eno//pgrR//yddM//ttdA//msrQ//rseB//deoR//chbF//yrfG//nimT//treR//cpsG//yqiJ//yraI//malZ//fdoG//kdpB//pfkB//accA//sbp//dinQ//purF//holC//vsr//ygfA//ydiR//fhuD//motA//mdtN//mrp//atoC//lit//ibpB//ribA//pheM//ymjB//adiA//ymjB//waaL//sfsA//guaA//agaS//cusA//mgtA//lipA//livK//tldD//paaG//accA//rnlB//rdgB//narG//hcaC//entF//tdh//gluQ//ychO//yfcA//yijO//xerC//murQ//ydiZ//wcaC//rplE//gpmA//cnu//yajD//hdeB//oppA//yfbV//pheS//aidB//mrdB//mntS//cutA//pgpB//ubiB//setA//ykgM//uxuR//ispA//flgA//cynT//lacZ//ravA//rutA//acnA//fucK//yehZ//yehD//hcaE//hprR//nlpE//osmC//kdgT//mltB//cusF//gntT//ubiE//yibF//raiA//exoX//glgB//yfcA//pdxK//ybjN//hemB//yghU//rnhB//tus//caiT//ygeA//malQ//fpr//rpmH//cspG//rnlA//insH-6//yaiW//ybfE//tolQ//fruA//cmoM//gsiB//ulaR//glyA//btuR//ghoS//sapF//dinQ//ybdZ//hslR//lipB//rnpA//yfbS//ybjC//yjbF//betT//tyrR//ddpA//ynfK//fhuC//mutM//cysE//mepM//lpoA//gapC//ppx//yafO//rnd//yjjI//pntB//dsdX//purD//ccmD//nadA//yhjC//yiiE//glnD//gpmM//rbsB//cpoB//ddlA//ftsP//hemA//yafE//glcB//insI-1//solA//glcE//rssA//citX//lpp//insI-1//yehP//yfiF//rutE//rpsL//cysI//dnaE//rbsB//hybC//tas//chbR//fimD//rzoR//cheB//lysO//potB//nlpA//greA//mlaE//bipA//ydeI//ligB//elbB//fliT//yjjU//yiaA//lamB//mcbA//pgk//rluC//nuoL//prmC//suhB//sbmA//yqcC//uxuA//cysW//guaA//glgS//cysK//tyrB//murB//recF//ypjD//artJ//ttdA//pal//aroP//oppA//mdlB//tyrA//rfaF//acrZ//mhpB//basR//gshA//eptC//mcrB//ybjN//era//gspF//fadD//mgtL//ybhI//norW//feaB//phnO//nirB//sfmA//dpiB//yfdC//ubiC//focB//aroK//nagZ//insI1//mhpR//nemA//yfhH//gfcE//artI//cynS//mhpB//truC//fadK//bamC//fdrA//atpA//hyfC//queG//rbsR//bcp//atoS//bioP//thrA//pgrR//yadN//atpA//slyA//hyfC//ptrA//pgpB//rclC//cysE//rmuC//fepD//sufS//rarD//cspA//lspA//agaR//ydiP//secB//ybiO//rhaR//rplT//uidA//dhaK//fadJ//rhaT//nikD//mqsA//nadE//hcaB//argC//xanQ//fetB//rlmN//codA//ygeA//nrfA//trmO//fadA//hisD//hscC//yidL//symE//zupT//metH//clsC//preA//glpG//elbB//casD//lacI//sgbU//rplB//nei//yafS//lpxD//ldrD//ybiY//yjjW//rbsA//codA//fimH//chpB//tolB//narU//kdpC//yagI//glmS//yehW//pgrR//uidA//scpC//glnL//ydjE//ynbB//araB//yfjR//holC//glgC//yciH//glpF//lptB//ddlA//dinD//rhaA//yfhM//frc//rfbB//manA//acpH//ydiQ//atpA//insA-2//rplQ//kup//tgt//rpoE//yidC//wzzB//hofQ//hldE//yiiE//accA//hofM//bdcR//ygcW//tcyL//ais//ybiJ//yqaE//ispU//ampG//waaL//yhaV//malZ//ydiK//yajL//moaE//hupB//rihB//rnr//osmY//yoeB//trmJ//yieH//
GO_0055086_4	rutF//dsbC//rsmE//purC//yjjW//ycjY//pstB//gudD//rfaG//glpA//citT//chiP//yafQ//frmB//selB//napD//ppsR//menE//fiu//ycaN//pflB//argG//xapR//cecR//sufE//metF//argG//aroK//cra//djlC//hypT//ykgA//rpsR//dnaJ//patZ//hcaC//lrp//fimI//sstT//rplT//ascF//rutA//truC//tyrR//idnO//cyaY//slmA//rpmF//arsC//gabT//feoA//napD//agaB//ampE//mgtA//tonB//lsrA//dapD//mdtA//dtd//ilvA//phnJ//flgJ//nimT//iraD//yggN//gabP//ydjL//pdhR//rffT//thrA//mltF//cheZ//purN//paaD//napD//cpxA//livJ//livM//ulaD//mraY//rhtC//gpt//mdtM//hsdM//yiiM//pstC//ldtA//clcA//cutA//yieF//ybgP//gntP//insI-2//acnB//deoR//sulA//relA//mtlA//yhjG//recN//yadM//bglB//rpsG//rnr//fixB//uspC//eutA//mqsR//yjiY//fliD//narX//ftsH//ydcZ//glsB//csgG//ydeE//talB//rcsA//ydeP//mutY//cbrA//lasT//rsmA//rhaD//kdgK//ygiN//rlmI//secM//higB//frvR//pncB//rpiR//yqeA//waaB//fdnH//grxD//rbsA//ykgO//pgpC//rfbB//gcvA//htpX//yjeI//sgrR//cusS//yifB//rplP//tamA//frmR//hsrA//kdsA//pstC//yebQ//nikB//nlpA//rarA//ybcQ//cvrA//lpxM//wbbK//znuC//phoE//emrY//ratA//rsmF//ypjD//cydA//pheT//dgoR//cvpA//ycaN//
GO_0055114_3	tufB//sgcE//putP//mrcB//dacA//pagP//cdh//yneJ//cysC//yiaT//yhaO//dld//ybcJ//galU//ycbX//ssuE//cysI//rlmE//preA//yheT//setA//dppD//thiQ//symE//arnT//agaS//tdcG//kdsC//tmk//sdhE//bioD//dsbB//pldB//truB//insB-2//ybiW//iaaA//vsr//insI4//sfmD//pinE//rihB//ppiC//rne//sdhD//yraI//ada//ppsA//fdhD//ortT//cecR//hldE//rpmH//ycjP//feoC//ynhF//rpsI//cusF//ybcL//sspB//pntB//secY//yiiD//malF//pdeR//yihQ//gcd//yadK//ispA//dapB//ynfH//ldtD//qseB//ibpB//cbrC//ytfQ//crp//katG//nagC//grxD//rpsQ//arcB//yabI//polB//hycH//ygjH//eptA//ybhF//acs//fdnI//dcuB//sapD//mutT//topB//ybaM//folA//yfjV//entF//recD//nfsB//yraK//ybdO//dtpD//rihB//ybaL//glcB//speF//cynX//mngA//frlB//cydD//chpS//kduD//tpiA//fryA//queF//bluR//otsA//paaK//cysI//atpC//cof//barA//dosP//coaE//fepE//intA//ybhR//nanE//nac//infB//galU//tomB//dbpA//cobC//dosP//gsiC//ibsA//ftsL//arnF//mglB//dapF//ymfA//galM//adk//rusA//cheY//ssuD//nuoM//amiB//fdoG//eutN//nimR//gudX//ldtA//gltX//mgsA//arsC//chbA//malY//glpB//flgH//panC//flhE//mscS//entD//cyoE//fhuC//cmoA//insI4//pta//recG//frmA//bamC//rhtA//mglB//fnr//bioB//menC//otsA//lyxK//etp//pitA//yjiQ//alr//rpsM//narX//rpiR//ybgQ//intA//mntS//osmE//
GO_0055129_5	argT//cusR//uxuA//
GO_0055130_8	menF//sanA//
GO_0060003_10	ybcM//yeaG//umuC//leuO//
GO_0060255_5	yibT//nadE//ybaQ//nuoL//ycdY//rhtA//macB//arnB//sodB//ssuB//idnO//gatD//epmC//yqjA//kdgR//yijO//yadM//birA//rep//yneJ//cmoA//opgB//pcm//dpiB//sufD//ytfR//yhaC//lamB//perR//yiaT//ydhK//napD//rpoS//ydcZ//yohC//gspJ//ftsN//prc//tcyJ//murA//gntU//fliK//selA//leuD//parC//zupT//kdpA//fkpB//udp//iraD//yaaA//pth//uvrD//aceF//clpS//adiC//ilvN//hrpA//yfeX//ubiD//afuB//thrL//zwf//yadC//ppx//ratA//dfp//ybgP//yhcF//mtlR//ppsA//codA//ybiY//ynbC//atpH//yjgX//cmtB//yojI//ymfK//gpt//waaY//ftsH//sgcA//phnK//ppiA//rimL//birA//pdxJ//gabT//rlmD//hexR//dtpA//yeaE//ispB//lexA//rpoD//nlpD//frr//cysU//torC//btuC//clcA//sfmC//livK//gloC//ycfL//lptG//priA//fetB//frsA//arnB//purF//rbsK//zraS//dmsC//glgX//ompA//yhdJ//htrE//mdfA//mdtO//cbpM//yidP//wecB//narW//tgt//tcdA//lldR//ibsD//cysZ//yahN//rutB//greA//garP//dtpA//yjeH//ubiG//clpS//glnP//astB//ftsI//lysR//pheM//pstB//sufA//lptA//gadC//mntR//ribB//ygeX//marR//holA//cbrA//rimL//degP//mltD//xylF//yciF//mntS//rpsO//dtd//rfaC//ytfQ//yjjQ//lysU//dsbD//aslB//lplT//gadC//rapA//srlA//yebZ//paaD//pgl//yacG//xapB//opgG//chaC//yibH//pcnB//nrdH//uxaC//nrfD//flgC//acrZ//fecB//yhjC//rhsD//xisE//aceA//yfaV//glmU//lpxT//waaS//ytfP//proX//yfdC//ndk//nadE//dinJ//yhjB//ulaE//ptsH//yjcE//ygiN//yceK//rsuA//ybiV//sbcD//kduI//aroB//trpS//bssR//kbaZ//rdgB//cheW//cadA//otsB//erfK//ttdR//selD//frvB//nudC//selU//uidC//yneL//insA-2//lolA//msrA//yqeG//narP//hybA//metG//intF//dxs//recD//cysC//zraS//gnd//mreB//tdh//alsC//dfp//envR//nrfB//garL//holB//yiaT//cptB//yajO//cheW//gcd//prpC//cbl//sucB//nuoE//pbpG//hfq//pheP//ymdB//ygdG//fepD//thiC//radD//ilvM//pabA//yfcR//fliA//purC//betA//queF//cmoA//rpoH//groS//erpA//panB//perR//lolE//lldD//tktB//dacA//purT//asnA//cysN//wrbA//uof//chaC//mcbR//livJ//umpH//yfiE//atpG//alaS//casC//mlaE//gutQ//cysC//tar//ccmD//cpoB//mdlA//envR//yfaV//iap//ycbX//ybiV//fadL//pnuC//chbC//ybeY//queC//fdx//mrdA//folE//sfmC//skp//gpr//rne//kduI//napB//cptB//ydcR//upp//rpsB//narV//gpt//insA-1//srlR//fnr//rapZ//rzpR//nrdI//ykgM//ydeP//yagG//yiaT//crl//srkA//yehC//aroC//rbsR//ygfX//hyaB//rspB//ddpA//ydaV//mazF//tusC//sgcR//caiB//aspA//melB//ubiA//ygaZ//
GO_0060274_5	chbF//
GO_0060326_5	lptB//
GO_0060341_5	evgA//ynjA//
GO_0060491_5	hisM//tolC//helD//glpX//
GO_0060566_8	folD//
GO_0060567_8	murE//tyrS//yagF//
GO_0060699_8	trmB//hemG//glgA//ybdH//dmlR//
GO_0060700_7	ftsN//argH//rapZ//dosP//kdpF//
GO_0060701_8	ynfE//atpD//ygdG//srmB//clpP//
GO_0060702_9	groS//sgcA//katE//speD//kdsB//
GO_0061013_7	ycdX//hisM//yehT//surE//yadC//
GO_0061024_4	ribC//atpH//rplF//glpX//amiA//malS//rpe//tmk//uup//rne//dinG//luxS//
GO_0061077_4	hisF//djlC//yehA//alsE//nrfA//efeO//ssb//flhC//panZ//eutD//hcaC//mngR//tmcA//pldB//otsB//dhaK//rsgA//pgpB//metH//ompG//hha//tmcA//gloA//
GO_0061475_9	mhpB//
GO_0061504_8	yqiG//
GO_0061610_5	yadI//
GO_0061615_7	relE//ydcZ//
GO_0061687_3	fliZ//yegV//glgX//yhdZ//csgF//narI//
GO_0061720_5	lsrK//entA//fmt//ibpA//
GO_0061727_6	pitA//ftsA//arcC//hupA//yqeF//tehA//tehA//cydD//pyrL//cysW//hda//exuR//galU//dgt//ydeM//hpt//yahK//lldP//cutA//yjcE//kdsA//eptB//betB//waaC//
GO_0061984_6	lon//
GO_0061985_7	eptA//
GO_0062012_5	ybiA//flgD//fbp//yhjA//nadA//hybC//yghU//yehC//sdaB//xylB//allS//
GO_0062013_6	ccmG//rapZ//hycA//
GO_0062014_6	nuoI//yibH//
GO_0065002_6	ydcT//fliL//gcvH//sdaA//ivy//nepI//bamB//rfaF//
GO_0065003_5	trmO//yajO//yfeX//ypdF//nikE//msrQ//rpsQ//pgrR//dgcF//uidA//ybdG//yhdW//yagI//hyfR//atoB//ygfI//gatY//rpsL//luxS//tyrA//yijO//fabR//amiA//glpG//ulaE//yhjB//cdsA//dsbA//yfdG//ldtD//argO//fliL//rfaQ//bglJ//dgcM//proA//mdtJ//ptsH//fadJ//gmhB//aldA//hypC//ynbD//ppx//glpF//folC//ibsA//mdoG//ycjR//cysM//dgoK//decR//panE//yfdO//rplY//pfkB//msrQ//yfbS//tdcR//kdgR//narX//ymjB//treF//betI//rnd//dusB//gcvT//macB//bioD2//frvB//flgH//norR//uhpB//ykgA//cydC//proV//intS//yafQ//melR//ycgB//yeiG//fucP//nusG//malX//hemB//fabB//sgcB//yhjC//tdcG//iraP//rpmG//hybD//
GO_0065004_6	alsK//
GO_0065008_3	proW//appA//yjjI//garK//topB//uspC//rihB//mepS//thiE//ybfE//allR//flgH//nadB//ybdO//mltG//yciE//holB//tesB//yhdH//fumC//npr//fabR//fhuC//gor//pspA//pdeL//ybaM//dpiA//rpmE//fadR//bluR//hscC//rpnC//fre//ruvB//ttdR//lolC//ompG//ssuC//yhjD//yihW//hcp//ilvH//ortT//arsC//yadK//rhaR//yqiH//yciT//lepA//yjjW//ychH//hybF//yojI//rhtB//oppB//mtn//appC//nfsB//dppF//pabA//yjjI//lpxL//rplF//rssA//atpD//rpoA//bcsQ//mntP//orn//xylG//fepE//csgG//atpE//leuA//gadC//yraK//pliG//chpB//cusF//rfaD//hyaA//nrdD//gstB//yhgH//ada//tadA//rpsT//sfmA//guaD//lapA//uxuR//xylG//tabA//rbn//paaG//csdA//aqpZ//rplN//yihO//ghrB//nfo//yjhC//gapA//pyrG//rpmF//flgJ//yccA//tusC//narH//hda//rraA//elfA//rsuA//btuC//rapZ//chbR//ispH//rspB//ybiI//mngA//yihU//insB-4//puuP//tatC//hybD//kdpF//rlmN//hybB//zinT//sdhC//
GO_0065009_3	nrfF//paaF//purB//iclR//acrF//ompN//fimG//fhuC//spy//dxs//ynhF//cas2//xerD//folP//speA//ulaE//glnK//sapF//fre//pphB//ydaN//ridA//lpxK//gatY//yhdW//ubiG//dsbG//crp//rplW//btuB//mppA//ypdB//malI//setB//zraS//hybD//topAI//gfcE//deaD//htpG//yfaU//aroP//nirB//gshA//rpnB//xylE//cusS//npr//rcnA//yghU//rrrQ//araF//ribD//yeeL//ybiW//ycjY//yhaJ//ettA//cho//narK//tsf//zitB//kduD//rplN//cusB//fdx//gsiB//fecA//zapC//adeP//groS//fhlA//rsmJ//yheT//ybhR//galF//yadM//
GO_0070084_7	nagA//
GO_0070085_3	alsE//ruvB//
GO_0070178_5	mnaT//
GO_0070201_6	mglB//fixC//moaE//
GO_0070206_7	cobU//acpH//cra//rplM//
GO_0070207_8	rbsD//mdoD//rpoA//yiaJ//
GO_0070297_7	speD//
GO_0070298_8	ttdT//
GO_0070301_6	poxB//mtn//nikB//baeS//ytfP//tehB//mdaB//hisS//chpB//higB//
GO_0070329_5	puuB//hexR//
GO_0070413_7	tar//kdpD//
GO_0070415_6	entA//ibpB//
GO_0070417_5	ygeW//hicB//pgrR//gatY//
GO_0070453_7	nlpI//
GO_0070475_7	dhaR//phoQ//btuC//yjiQ//rpsK//yaaJ//speE//atpG//cspG//rutR//pepT//narJ//kdgR//rfbX//mtlR//ttdT//tsaD//lsrR//aroA//
GO_0070476_7	ydcZ//fabH//
GO_0070482_4	kduD//hpf//glnK//narI//
GO_0070525_7	artM//sdaA//frvA//rpsK//
GO_0070574_9	purU//dinQ//ompA//yfeO//
GO_0070581_8	mdtF//
GO_0070588_9	tsx//
GO_0070589_6	mscS//lptE//fepE//pheT//malZ//ppiC//araC//cra//hisP//ilvM//cueR//mazG//dmlA//hscB//yhfK//basS//ydcT//rfe//hslO//ascF//pntB//ybbY//uvrA//cyoC//oppC//ydjK//rpiB//malI//dcyD//cydC//yddL//glk//kefF//alkA//era//pphB//ruvC//pflC//yaaA//kdgK//hsdM//pyrC//sseA//
GO_0070627_10	hdeB//
GO_0070646_6	ruvA//
GO_0070647_7	gppA//
GO_0070689_6	rnr//suhB//
GO_0070716_8	prfA//
GO_0070726_5	bglX//mdtC//
GO_0070727_4	metB//hyi//rpsH//ycfL//sohB//agaD//tsaC//infB//xylH//rbsD//insK//ybiS//fmt//yieE//tatA//ivbL//dgoD//
GO_0070778_6	yfgO//mdtF//
GO_0070838_8	nemA//yebK//hcaT//ydeM//yidD//ygiS//ydcI//eamA//yihR//yiaB//gatY//nemA//ftsY//secM//yraR//
GO_0070873_7	oppC//ycbU//
GO_0070874_7	fliA//
GO_0070875_7	yqhC//
GO_0070887_4	uvrA//cusA//mocA//sapA//glpX//yoaB//nagC//entH//cpxR//sgbE//pgl//yhaO//bcsQ//acrF//dld//lptD//glgS//ycaO//menB//trg//lldD//dnaB//yieE//aspC//allC//srlB//sspB//ybdM//ydeO//ydeP//yjcE//dhaL//crp//preT//modC//hflC//satP//kilR//uspE//melB//fabA//uvrB//zraR//sbmA//glsA//mdoD//ydcZ//sgbE//hcaR//tdcB//ybdZ//garP//prlF//baeR//acpH//putA//yjbB//fetB//sdhA//arnE//
GO_0070894_6	fucA//
GO_0070925_5	pgaB//trkG//gatA//opgB//insB-2//cof//glrK//leuB//ghxP//bepA//
GO_0070930_7	lptA//
GO_0070972_7	glyA//
GO_0070981_6	hisA//
GO_0070982_5	ygbL//
GO_0070988_3	arnD//mfd//
GO_0070989_4	oppA//
GO_0071103_6	pflA//yqaA//soxR//glpR//purU//araC//xapB//frr//uof//mtr//nlpI//xylH//ybeQ//ybdZ//fkpB//gltS//waaH//glcF//rlmJ//
GO_0071139_6	queG//modC//
GO_0071214_4	rutE//hiuH//yahO//idi//cspA//umuD//phnO//yieK//yajL//xylG//sdhA//trpC//ybhR//fadA//pnuC//rutR//insB-2//ydeT//ampD//yeiL//glyA//cyoC//folD//mliC//
GO_0071218_6	phnN//
GO_0071229_5	dnaQ//tnaC//psuT//dnaA//prfC//
GO_0071230_6	yjhH//
GO_0071236_5	bioD1//eutN//parE//glnQ//gapC//lysO//rbfA//atpD//gldA//yqjA//psuG//hcaC//cmtB//moaE//mepM//fhuF//flhE//envR//
GO_0071237_6	pflB//bisC//
GO_0071241_5	arfA//grpE//trpA//ycdX//sucD//cho//dgcQ//cmoA//envC//tag//cobS//waaA//agp//dmlA//btuF//gatA//fruA//
GO_0071243_5	gspF//
GO_0071248_6	gutQ//yfjR//cmoA//fabR//zraR//uspE//hyi//yiaA//yhcN//xylB//mscL//ruvA//yidH//ynfH//
GO_0071249_6	patD//gstA//
GO_0071250_6	alaS//groL//
GO_0071265_5	panE//ulaB//actP//ftsY//zwf//
GO_0071266_6	wza//fhuB//
GO_0071267_6	hofN//ccmE//tonB//
GO_0071270_6	ddlA//rcsF//
GO_0071271_7	hslV//psd//
GO_0071276_7	cysI//yfdK//
GO_0071280_7	flgI//glcA//
GO_0071284_7	greA//
GO_0071286_7	purN//araA//
GO_0071287_7	ygiV//
GO_0071288_7	yehC//ybiA//
GO_0071289_7	sfmD//
GO_0071291_6	ebgR//
GO_0071292_7	nrdB//cbl//
GO_0071294_7	rsmG//cbl//
GO_0071310_5	waaB//gntT//rhaB//yebG//yaiW//coaD//trg//yijO//srlD//dnaX//yjjX//
GO_0071417_5	glrR//torI//fklB//
GO_0071421_9	cusB//gsiD//rpmC//
GO_0071422_7	tauA//yadN//ydiF//
GO_0071423_8	treC//
GO_0071453_5	casC//mutS//nagC//
GO_0071454_5	ldcA//yagF//
GO_0071456_5	ydeE//
GO_0071467_5	trpL//pphA//yehA//mdtP//dfp//lpoA//tcdA//rhlE//insI1//ydfH//yiaO//
GO_0071468_6	puuC//yciK//fdhF//gltS//yfeW//gpt//uhpA//sufD//yibT//frlC//
GO_0071470_5	clpP//dsbB//bioD2//yjjG//mtlR//appY//fucO//yjfP//aroK//secB//
GO_0071474_6	yqgF//purF//yeiG//mgtA//
GO_0071478_5	waaJ//fklB//mak//
GO_0071482_6	yjbG//eptB//dcuS//
GO_0071483_7	araH//
GO_0071495_4	fucI//decR//srkA//
GO_0071496_4	purA//metN//tusD//napB//dacC//epmA//dpiA//rzoD//tatA//rbsB//ynbD//sucA//yjbB//melR//yihP//yrfG//yfhH//pal//ribE//yigL//uspB//yfdO//yehA//mlaC//ydaV//ileS//asr//ycbV//fecC//secD//yfgI//yhaC//rnb//phr//ibsB//ubiC//tsr//ybjL//cysI//btuE//yfcG//tatD//alsK//holD//lrhA//mtr//queG//kbaZ//hdfR//cadB//rtcB//dcyD//puuP//
GO_0071500_5	xthA//
GO_0071502_5	metB//
GO_0071545_6	dcd//yobA//
GO_0071554_3	nanA//lolA//queA//tatA//lgoR//proB//potE//yqaB//rhaT//tatC//cmoM//insE-1//bluF//narQ//asd//nusG//metK//yqhC//rpsB//mdtP//mdtJ//narU//ampD//
GO_0071555_4	ybjG//mdtA//ampE//ydjL//dnaX//plsX//napD//ydiR//casE//ybaE//hpf//ubiA//ydiV//
GO_0071577_9	rclC//ssuD//dapA//fixA//gspF//yoeE//ydiR//
GO_0071616_6	abgA//ybhG//
