#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xapA//yjcE//insF-1//ytfQ//
GO_0010139_7	tauD//
GO_0010165_6	yehZ//pntA//fepG//yihX//rpsB//cobB//fepG//cpoB//fabB//mdtM//zitB//kduI//ilvB//mntP//ybcF//fabH//
GO_0010167_5	secG//torZ//
GO_0010212_5	uof//ydfD//ytfQ//yhbS//pepA//dgcN//psd//ybjG//iraP//bioB//nuoL//rbsD//mutY//slt//ugpC//tsaC//ftsN//uvrC//lpp//ilvN//mcbR//ybcC//rplF//cydB//dacD//rpmJ//rpiR//yhiM//
GO_0010226_6	rbsR//
GO_0010243_5	ydhC//ugpE//acrF//hprR//malZ//mzrA//sbmA//ymfK//secF//ybaK//csgE//dinB//feaR//ychF//mzrA//gpt//
GO_0010269_5	mdh//
GO_0010272_6	thiL//hscA//ygjR//ssuC//tadA//cusR//
GO_0010273_4	yebC//hscB//dcuA//pinR//rpoH//dmsB//
GO_0010288_6	nrdG//
GO_0010312_3	rsmF//
GO_0010332_6	patD//
GO_0010350_6	asd//mdlB//
GO_0010438_6	yphF//rzpR//yjaA//insB-2//
GO_0010447_5	bamB//yfiC//hcaR//polB//lacI//ybcJ//alsE//yhbS//kefG//slmA//yafC//cbrC//narP//fic//ypdB//yejF//narQ//pgaA//yfaV//frwD//flgF//
GO_0010466_7	dcuC//lasT//
GO_0010468_6	yddM//aldA//tolQ//yhbX//aroP//yiaO//lolE//uspG//yfdG//yfhH//paaK//coaD//wrbA//insA-1//allR//ybdM//tehB//ydcZ//fdhE//yihL//fdoH//fabZ//cof//ade//hflK//cysN//yajL//leuB//wza//yqhD//hemG//lysO//waaQ//adk//pgpA//ybhF//asnS//alkB//folA//aroK//mtnN//gadC//dtpA//rlmI//purC//yjaZ//yddA//ydjH//yidC//nanA//pyrC//ybaQ//ydiB//bfr//cspC//yhdJ//yagG//ychO//csiR//dgcT//trpL//cyoE//argC//tsaE//rihC//yfjV//shoB//pgk//galM//rpmJ//yqhC//hscA//pdeF//dapF//rplC//ybcQ//emrK//ulaD//hchA//garK//fruB//agaA//lpoA//curA//ybiI//ygbI//holE//lpxD//hypE//cadB//gntK//rluE//murQ//bglJ//codA//rhlE//frmB//mcrB//wecA//mreB//talB//elyC//fbaA//wrbA//yciV//cusF//adhE//ulaF//hiuH//glcF//infB//glcD//tsaD//yfiF//miaB//thrS//puuD//rplA//umuD//dppF//rcdA//rfbB//yiaJ//epmB//ascG//hpf//ubiH//mgrB//degQ//narH//hybB//yggX//rfbD//mdlA//ydfH//queC//tdcG//rhtB//yiiM//artJ//appA//rpiB//lpoB//rsmF//yoeB//rplE//ydbD//aroK//napB//rluF//lptG//ygcW//rfaQ//ttdR//argK//cyoB//sxy//dusC//udk//rfaE//mntH//livM//alsB//clpP//opgD//galM//lptE//cpdB//znuC//aroL//thiQ//yeiG//yfgO//ybgP//frdA//wzzE//ade//mrcB//caiF//ilvA//cspA//ispG//msrP//sixA//lit//glcF//fadK//ynjA//thiG//acrZ//prlF//gapC//eutA//acrD//cedA//fau//gcvT//iraD//rutA//essD//umpG//clcA//mdtI//ghrB//puuE//allS//mntP//opgH//prmB//efeO//yafO//dnaN//spoT//ddlA//ytfR//ybjX//nuoE//lsrR//dacC//rimK//narH//pyrH//sodC//pdxH//yraK//hslJ//rplY//aaeB//purR//apaH//mcrB//yedF//ravA//kduD//obgE//cas2//ydaV//hyfA//pdxH//dgcF//ispH//selD//hybO//hisM//dhaR//putP//agp//hflC//hybD//rbbA//rhtB//yigB//ypdI//ppiD//sapC//mtnN//tatD//tynA//sfmD//cdgI//fdhF//hycI//dgoT//yihT//dgcF//yaiP//frmB//prfB//sugE//bioA//yfhH//hyfF//epmA//arnA//araB//dsbG//yhdW//mntS//pinQ//agp//hypB//ravA//hflK//znuC//seqA//rayT//mhpD//cdh//groS//adiA//fepG//obgE//srlD//gcd//wbbK//yeaD//ccmC//insI3//dgt//dhaL//evgS//cdh//ansA//cysU//ubiG//rpsA//phnG//rlmF//chbA//yegD//epmA//rmuC//yqjH//ubiE//yeeL//livH//fliA//yfdS//
GO_0010498_6	rplJ//
GO_0010501_7	caiB//nuoB//proA//coaE//ahr//grxD//bssS//hybO//pldB//
GO_0010528_5	prpR//
GO_0010556_6	idi//ssuD//galU//ynhG//srmB//atpC//fic//msbA//rutB//aer//mlaC//add//sdhA//add//yghW//agaR//bioC//ybcC//nadA//ygjH//gcvT//hisH//yphC//ispH//patD//rluA//sfmF//yiaU//rapZ//rfbX//pspD//rfbC//yihS//fliD//paaK//blr//pspG//fabI//ydaN//asnS//gatC//opgG//ydcT//hisD//dcuB//minE//ydbK//tpx//phoP//clsB//fliS//ybcC//ymgA//thiP//yiaF//yhhZ//xylF//gstA//yidL//coaA//rfaD//frlC//azoR//rhsD//dgkA//nrfD//shiA//ynjA//acrE//holE//tag//rhtB//folC//murE//flhE//corA//cydD//yqcG//hisB//ung//glsA//gutM//murE//cspB//sbcD//ompT//hycA//metI//mlaF//fliG//rlmH//rtcB//amtB//xerC//tyrR//pncB//oxc//hslO//dtpB//ileS//fetB//rof//acnB//hyfF//fdoI//dnaQ//ispG//tsaD//envR//garK//cobC//fnr//intS//tmcA//aroK//dgcQ//trpL//ybiV//cedA//ulaA//lon//yjtD//rbsR//metL//lpp//efp//fabA//lolB//nikA//focA//prmC//rpoS//deoB//mraZ//hemG//exbD//yedA//tyrS//arsB//uspE//eamA//lrp//yegS//rpmA//nuoM//kch//yraK//ydiZ//feaR//envY//sgbE//gcl//tabA//avtA//tusC//rrrQ//yieF//rutD//mdtB//yphF//pdxB//phnI//dgoR//dgcN//cra//serC//entE//pflA//dgcE//kdpD//trpB//sfsA//mrdB//hflC//pyrE//dcuR//mscS//ade//pspC//lpoB//thrB//narV//rcsD//rpsG//minE//aroP//murA//alaS//mscK//fhuB//yqgF//rpe//tusA//hrpA//ybbN//crcB//yihW//dtpD//thiD//bacA//ndh//ompA//ade//ptsN//ssuC//wecC//mhpB//sohB//adk//pdeL//lipB//dppC//frlC//dmsA//yehC//betT//bacA//hns//fixB//lpxT//gatC//wzc//flgK//ydbK//nuoF//acnB//lpxD//acrD//arcA//yjtD//hrsA//kduD//plaP//add//mnaT//rpsI//guaD//artP//iscR//fucA//yahK//ykgM//rihC//sdhE//eutK//yidH//radA//fabA//ppx//scpC//mlaB//tauA//evgS//tgt//agaR//yiiD//potC//mdtE//nrdE//rpsG//narI//amtB//ssb//gatB//tolR//ydiO//phnH//ldtD//menF//yiaN//prs//ushA//abgT//hofC//scpB//bsmA//yraR//rpsT//yqcG//gcvR//gspJ//yciT//ygeV//btuE//dtpC//sucD//rplW//cpoB//fetB//yqgF//dgcZ//puuE//mepA//yjjU//ispF//tolC//dinB//yhdZ//dtd//plsX//rfe//elaA//queE//fre//galU//pdeK//ypdC//ppiC//yfdK//ybiY//sgcA//aroF//
GO_0010557_7	cdd//eutB//iraD//rsgA//arnD//rhaR//mrcB//ydcS//ftsI//sucD//mglC//adhP//agaB//dacC//grcA//nusG//amiB//bamE//ccmE//purL//sfsB//fumC//ymgC//gntP//nlpA//artQ//bglX//secY//bcsQ//rfbD//radA//gapC//ebgA//yihI//lacZ//gloC//dsbA//agaI//rlmE//gntP//rplF//maoP//yeeY//ykgF//yciH//ccmD//leuC//frlR//ribD//ugpE//tsaB//tcyL//yfiE//clsC//secY//mtlD//nanR//miaB//thiI//cspI//hofP//rrrD//glyS//ybjC//mgtL//aceB//recE//lepA//fliL//cysQ//ldrB//fecB//torI//zntA//acrZ//prkB//iscS//frwC//elfG//leuB//yadC//tusA//
GO_0010558_7	torD//ffh//argF//sgrR//narV//curA//pspC//dtpB//cpsG//murB//secF//dsbB//frwB//greA//emrD//yajL//potF//cheB//mlc//dsbG//ftsI//wzzB//astC//yahO//acpS//mdtO//fucP//yjiQ//nagZ//uxaB//hisP//yejE//selA//rluB//cpxR//rclA//lldP//pspC//alr//rfaG//birA//ygjK//htpG//dcuA//idnK//pitA//exbD//rihB//dinB//argD//yejA//mog//gnsB//arcA//fabI//smrA//hprR//menF//rfaQ//kdpA//rutD//nanK//yadV//clcB//uhpB//yhbY//ispU//kdgT//nupG//metK//ybdG//yajR//mscS//ugpE//ybcL//yfbV//mrdB//dgcE//hmp//fliL//dkgB//pcm//mlaD//yjeI//ynaE//thiQ//chbC//caiB//rplL//hisQ//cysU//yjhH//tyrB//yadV//aroL//dps//gabP//adhE//glpF//entA//glgP//nirC//btuE//fdoG//aroE//yjjW//ymgC//rmf//crl//tauC//epmA//ycjU//ubiG//rutG//dmlA//aroL//cobS//yphD//waaA//yddA//
GO_0010562_7	yebC//leuE//
GO_0010563_7	ydeP//dgoK//
GO_0010564_6	dsbC//yfgI//frlA//deoB//flhE//
GO_0010565_6	yjcE//entB//cusA//groS//cca//glpK//
GO_0010604_6	fruA//ygfX//cbeA//rbbA//glsA2//thiD//speA//dgcT//apt//guaC//glyA//nuoE//narH//ompT//rlmD//queE//hisC//chpB//nhaA//yhjV//lptA//rlmH//dacC//ydjM//ravA//yedX//abgA//ygjR//nagK//tilS//rho//uacT//pflC//grcA//rplS//waaP//nuoN//yddG//ygeR//intA//baeR//ispU//basS//miaA//ydhJ//zntA//nupG//rhtB//yqjA//recN//lamB//ltaE//clsA//pth//gudP//pabC//nfi//kbaZ//helD//ulaA//dnaE//araD//ftsE//mutS//ybhR//yehZ//cydD//rplL//sugE//ibsE//phoR//csgA//pphB//murA//clsB//asd//narG//treC//dcuR//dicB//bcr//lysU//feoB//mltC//ompT//yeeY//xylF//yneL//srlB//upp//cspB//cobT//sstT//
GO_0010605_6	gatZ//ompN//ubiD//menC//waaJ//yciE//fimH//patD//purF//cptB//fsr//trpGD//wecC//fryA//yigB//ubiH//prpB//hflD//gsiA//lacY//glpD//thiD//xerD//hns//casE//arcA//hdeD//fliM//envR//ampE//yihL//rlmC//tehA//atoS//rbsC//argT//amiA//yqiJ//glxR//fabZ//lgoD//srkA//patA//fre//queA//symE//fadE//yiaN//zraS//aspA//slyD//rplA//yaaU//hyaC//prpD//ydgA//rbfA//ndh//ldtC//insI4//dmsA//yejB//rarA//opgE//arsC//yehB//cadA//infC//mmuP//gldA//ampH//yobA//yfbR//ycaN//alsA//potD//speD//rlmB//aroE//amtB//yraN//groS//cadA//acrF//entC//ubiI//miaB//frwD//yciA//cysB//elaD//lgoT//dpiB//gatD//rfaB//ydcI//yciA//rplS//fepD//tonB//hscC//ybcJ//lgoD//aroH//rpsQ//bssS//pgaC//entA//flhA//xanQ//fruB//lysC//puuR//fiu//stpA//ribE//kdgT//lapA//thiP//ampG//xisR//ubiH//ydhJ//rppH//yaiP//tsx//yebS//paaE//adhE//mqsR//yahF//yghO//sufE//yiaU//flgI//ssuC//sdaB//nupX//ybjN//clpP//rimJ//cbpM//kefC//yiaL//
GO_0010608_7	yqeA//fcl//hisD//xylF//trmI//sdhC//sfmH//nrfF//dacB//ydaV//cynT//pdxB//agaS//pgk//purF//yjiM//ftsN//infB//pdeF//tdcC//hchA//kduI//narY//dctR//dcm//yabI//ggt//rbsD//trpA//purL//yjtD//dcm//ymdB//fnr//gatZ//asnC//ftsQ//eptC//ybhI//hsrA//rpoE//rusA//yhaC//elaD//
GO_0010628_7	thiQ//uacT//rpsH//uxaC//hisP//citG//trmJ//yihX//galF//rffT//nrfA//hprS//agaS//pmbA//uxuR//accD//rplN//ycdY//ydjJ//selD//mak//ykgM//rutA//frmR//dgkA//mzrA//yehT//psuG//csdE//xylH//mepM//ybdM//murQ//galU//hdeD//yceO//gadA//yehT//rpsE//iraP//rfaC//hcaF//ybgP//dgcE//malY//tpiA//accD//fucI//gpt//lolC//intS//panZ//rbsD//ykgA//yghO//minC//ecpR//queF//nanT//truC//nagK//yjjQ//dgcT//leuB//rclB//fadL//edd//kdpD//ygbN//hycH//lexA//elaB//guaB//yccX//yejB//radD//preT//maeA//nrdG//aroB//ogt//ybaO//gudP//
GO_0010629_7	yafN//thiP//lit//ulaD//casA//gabT//cueR//ssuB//rzpD//dpiA//yfjV//gloA//bfr//rph//rnlB//ribF//rpsJ//ypdI//hcp//ybbY//gcvA//mocA//citE//yfcP//ispH//mraZ//pth//yqiG//araC//hisM//appC//fixA//ribC//sufA//sfmF//ydeT//iscA//thiP//rsmJ//dkgB//exuR//helD//aroP//tisB//prfB//ubiC//rffG//era//pepN//ycfL//pldB//malG//bioD1//yrbG//sbmC//pdxB//yadG//yobA//tauB//pgaC//ynhG//ibsD//secF//lipB//ybdR//uhpT//nadB//phnN//intA//yedF//smrA//yegT//rnt//entF//uvrD//tpx//zapD//pgsA//baeR//panC//rplQ//cysS//pdxK//flhE//yggT//gloB//yiaT//tabA//alaS//ynaE//yciV//dctA//argG//nagK//galK//thrA//ilvC//waaO//rhoL//pstB//eutR//torZ//prmC//yajL//yahI//mdlB//yehY//cueO//nuoM//hrsA//dgoA//tauB//ilvD//hypE//hsdM//greA//tldD//yihR//potI//soxS//acpH//fimC//cysH//nikA//ycaN//fadK//marR//rhaB//
GO_0010638_7	purF//nupG//
GO_0010639_7	cpdA//hdeB//gntK//
GO_0010646_5	bolA//
GO_0010648_6	aceF//
GO_0010675_6	crfC//modC//tgt//yfdC//ybiO//ycbU//
GO_0010676_7	ybcC//ygaV//
GO_0010677_7	nusA//
GO_0010699_4	patD//chpS//
GO_0010810_5	shoB//mltC//
GO_0010817_4	stpA//chiP//sanA//rutD//cpxP//osmF//rhmR//basR//dsbG//lsrB//alsC//erfK//murA//flhC//
GO_0010827_7	yaaU//
GO_0010829_7	gmhB//
GO_0010876_4	lacZ//
GO_0010906_6	modA//soxS//
GO_0010907_7	nanT//
GO_0010911_5	pagP//yidH//pdeR//
GO_0010921_6	rhlB//waaP//aaeR//lptA//
GO_0010941_5	gudP//
GO_0010948_7	frlB//yggD//
GO_0010951_8	hemA//creB//
GO_0010962_7	ubiF//yabI//
GO_0010966_8	tdcD//
GO_0010967_6	radA//
GO_0010974_7	opgB//
GO_0012501_4	rhaR//minE//bhsA//yjiY//phnO//ppiC//nuoG//yqjA//rph//rnb//uidC//ldtE//wzb//
GO_0014070_5	fumB//cyoE//
GO_0015031_5	fimC//mazF//ftsN//cca//sgcB//rpsA//murG//trmJ//folE//intF//proP//dapF//ftsE//rsmC//moaA//paaA//yqgF//pitA//rpnD//pitA//ttdB//yhcF//gloC//sxy//ynfK//setA//pfkB//yceK//ynhF//rpsD//rlpA//sbcD//mltC//fabA//rsmF//ycaN//fepA//chbC//aldB//map//intF//
GO_0015074_6	gntK//dkgB//malE//rimI//ypjD//slt//clpS//
GO_0015628_5	clcA//rplW//rlmD//yghW//nrfG//
GO_0015669_5	araC//
GO_0015670_6	yfcF//
GO_0015672_7	astB//yidZ//alaA//truD//rpoS//argG//yadI//malI//btuD//prfC//rplJ//wecB//nemA//dsbD//secE//ydfK//copA//ycbX//lldP//nadA//cobS//ybaL//dnaJ//fliD//cof//hdeD//ispH//xdhB//panC//nlpI//serS//fepD//cobU//truD//yiaM//ydiQ//wecB//pdeR//oxyR//csdE//envR//lpxT//malX//
GO_0015673_9	glrK//
GO_0015675_9	bglB//talB//queE//dmsB//gmk//grcA//msrP//clcB//
GO_0015679_10	ispA//yjfF//
GO_0015682_8	dgoD//phnG//idnK//yfdR//yfjR//cpsB//cadC//yihO//nanA//yjhG//phoR//glgS//
GO_0015684_9	rssA//bssR//gnsB//ivy//hybF//
GO_0015685_8	yahD//roxA//insH-6//astB//galP//ychH//
GO_0015687_7	yfbV//malS//yfiC//yadM//
GO_0015688_6	rpsL//rnlB//cynT//lpxD//pgi//rlmB//nanE//hisI//frdD//ybiI//rseC//ydcI//folD//aslB//rpoA//menA//hyfR//yciK//
GO_0015689_8	iclR//uxuR//yjhG//
GO_0015691_9	tatB//yraN//fklB//fepB//
GO_0015692_8	folC//
GO_0015693_9	caiD//ynfK//
GO_0015695_6	bglA//ubiA//ulaF//rhoL//glnP//yebZ//tdcE//ortT//ybbN//pdxH//poxB//ybiW//nagB//yqeG//speD//miaB//cysU//acpP//deoR//hdeB//entD//rbsB//mutS//ykgO//yhfK//osmE//yciV//tktB//caiF//csrD//
GO_0015696_6	ybdZ//pitB//rnd//deaD//metQ//aroL//leuC//betA//ybdZ//zapC//kilR//insK//tusB//rfbD//hrsA//epmB//yqhD//eutK//rsmG//otsA//fucP//phnJ//dkgB//abpA//dtpB//ralR//ugpB//bdcA//norW//aaeR//talB//
GO_0015697_7	ygiS//aceA//spy//cheW//eutK//trpL//rffM//cysU//casE//tcyP//arnT//yccA//chaC//
GO_0015698_7	ybhI//alaS//hsdR//rraB//asnB//clpS//endA//cysB//hicA//fkpA//ykgA//rlmN//murI//glvC//melA//sgcB//ridA//hicB//ycjP//adiA//fre//gcvA//yfiR//yahB//dauA//ynfK//ydjH//nrdA//ligB//mltF//tktA//rluD//ypjD//entD//sapB//ftsZ//manA//cspI//pck//trpD//tsaE//
GO_0015699_8	rbsB//
GO_0015700_8	uvrC//yphB//
GO_0015706_6	kdgT//ftsW//ybaM//
GO_0015707_6	glk//betT//nuoN//secY//fimD//dtpA//
GO_0015709_6	paaA//
GO_0015710_8	gloC//uxaA//
GO_0015711_6	ykgF//zupT//atoC//ygiV//hisC//katE//purR//rhaR//dctA//proA//vsr//yqhD//pck//nanA//nikD//trmL//sapB//ribF//era//dsdA//yphC//osmY//ubiC//rplF//hxpA//yehT//trkA//gutQ//nikD//chbA//wbbK//nanT//manY//bcsA//torS//yihV//fryB//appY//bioF//frc//kbaY//dfp//modC//potI//yfaL//ybcF//yiaO//cpoB//ibpA//ybdN//eutR//sdhA//dsbC//lepB//malK//nrdR//mppA//luxS//rplA//pspF//gmhB//yohC//ccmH//selU//yghB//tabA//murI//tolQ//truA//rapA//kdsB//ychO//fau//yghG//yjcE//flgB//insE-1//fpr//mutY//elaA//rlmL//nrfA//tktB//ybfE//glpF//yfaU//zwf//tcdA//hisB//maoP//ybbY//artQ//adiC//gspJ//yfeO//prmB//tpiA//nagD//thiE//dmsA//atoB//yiaM//puuB//hscB//yciA//yaaU//zntA//ycdX//yagG//oxyR//ubiE//ariR//ydfD//mntS//atpH//ycbV//dusC//lptE//yagI//cusF//rfbD//ulaF//selD//paaA//maa//citE//mraZ//acrE//adeP//bacA//tmk//lpxC//lldR//nupX//cobB//trkA//yaiP//lplT//rodZ//nagZ//ghoS//yeaV//rffH//mutL//
GO_0015712_7	hofO//
GO_0015718_8	ibsC//iscR//fliT//paaA//bssS//gatB//ycfH//malK//dppC//obgE//mraY//nrfE//ycjQ//ompT//cysM//gsiA//fadH//trpGD//pinQ//dpiA//wecC//yeeL//iclR//aldB//
GO_0015721_7	ybcL//gfcE//
GO_0015724_7	insE-1//yehX//emrE//
GO_0015726_8	bglX//
GO_0015727_7	ascB//ykgA//
GO_0015733_7	uxuB//
GO_0015734_6	rbsD//rzpR//dnaJ//
GO_0015735_8	hypF//
GO_0015736_9	ygjR//
GO_0015739_7	rpsG//
GO_0015740_9	hdeB//elfD//rplT//fadD//uvrB//dicC//sdaA//bisC//fbaA//
GO_0015741_10	msrB//ycbB//
GO_0015743_10	dut//
GO_0015744_6	rpoH//mutL//argO//
GO_0015747_6	yijO//
GO_0015748_6	kup//diaA//ycaO//hpf//elaD//setB//mfd//rutC//kdgK//lplA//dtpC//glnS//rpsP//amyA//yqeF//
GO_0015749_7	yfaV//yjeI//slyD//puuB//soxS//mlaF//minE//pheM//trkH//pabA//galT//ppiA//ybgP//amyA//fabB//hfq//pgl//rplT//yihI//tolC//gcd//ycjP//csiD//yedA//minC//lpxT//uacT//mltA//minD//glnD//sufB//paoC//rpoS//mhpB//serA//lspA//rlmB//kup//agaC//garK//gcvA//phoE//emrE//hslR//mdtL//
GO_0015750_8	abgT//chbA//hybC//serB//ppsA//recX//secF//gor//yegS//rseB//yiaB//acrZ//mltB//
GO_0015751_9	yqiH//tolA//yaiW//mgsA//rpsJ//mrp//
GO_0015752_9	yqaA//crcB//dusB//bglF//glpF//cysU//
GO_0015753_9	ynbB//prfA//hipA//
GO_0015754_9	ivbL//acrR//nfsB//
GO_0015755_9	rpsD//yfaE//gpp//hns//symE//gadW//frwB//cheB//serB//ndk//gmk//
GO_0015756_9	mpaA//cynX//
GO_0015757_9	ftsZ//mmuP//fliZ//ilvH//pabB//talB//cpdA//
GO_0015760_8	yccX//
GO_0015761_9	yeeL//frwB//pyrF//
GO_0015762_9	ftsA//
GO_0015764_7	rsmJ//agaC//xseA//gntU//
GO_0015765_8	dcyD//htpG//lspA//acrF//
GO_0015766_8	yphC//wzzB//scpC//ygaH//hemA//iraM//malP//yegT//xylF//slmA//rclC//lplT//nupC//yjiQ//
GO_0015767_9	glyS//rplX//yejB//moaC//
GO_0015768_9	fliK//yeiG//plsX//fiu//prlF//yjjI//
GO_0015769_9	rpiA//
GO_0015771_9	ldcA//rnr//nuoG//nrdE//
GO_0015772_7	artQ//yphD//narV//pyrC//aslB//yhbX//galT//feoC//rusA//potC//insF-1//tadA//hslJ//phoB//cspI//cheY//clpA//
GO_0015774_7	yhjD//fdnG//torY//menB//yhhT//uhpT//
GO_0015778_7	rdgC//
GO_0015791_7	mzrA//mltF//acrF//mnmG//nikB//srlB//phoQ//tdcB//
GO_0015793_7	arfB//mscL//
GO_0015794_7	glcF//accB//yadN//mtr//trpS//
GO_0015795_7	fecB//
GO_0015796_7	cas3//dgkA//potE//ynbC//
GO_0015797_7	ydjM//cysD//
GO_0015800_7	fdhD//amtB//cdaR//btuE//
GO_0015801_7	csdA//yqcC//napF//emrY//rffG//rhtC//potC//yoaA//
GO_0015802_7	speG//citX//ptsH//rmuC//fhlA//sppA//mrcB//
GO_0015803_7	fhuF//pabC//cbrC//murQ//yhcF//rcsA//hyaC//pyrC//ibsB//mepS//yhaJ//
GO_0015804_7	hisS//alaE//stpA//cheY//eamA//rlmB//hns//dnaT//pepN//cydA//napF//uhpC//oppD//yddM//ravA//deoR//bdcA//yhbX//era//btuB//yqhC//yieH//yihX//trxA//spoT//cusA//nagZ//dam//yccS//yahD//dtpB//opgE//yiiE//
GO_0015806_6	waaZ//
GO_0015807_7	ompG//ttdT//recT//pstS//cbeA//ymgA//metR//ydbK//exbD//gatB//rimL//hdhA//cydD//motA//pheA//degS//livM//atpH//ndk//cusF//selD//ulaB//mepM//lldR//bluR//rhaA//yjiQ//frmR//smrA//lolC//adiY//yfiC//rzpD//ldtE//degP//rcnR//recQ//ypdI//
GO_0015808_8	aroG//intQ//
GO_0015809_7	uxuR//yqcG//glpD//yidD//fiu//plsC//
GO_0015810_8	kduD//gnd//
GO_0015811_7	tnaB//acrF//trmI//mdtP//bcp//
GO_0015813_6	tilS//ydeM//lsrK//
GO_0015814_7	pagP//
GO_0015816_6	tig//
GO_0015817_7	insA-2//
GO_0015818_7	lldR//csgB//dicC//epmC//paaB//gloC//livM//
GO_0015820_7	sstT//bioD1//gloA//glpA//trmJ//yccX//iraP//yfaX//ycfH//
GO_0015821_7	ugpA//phnL//ycaN//hybG//purB//
GO_0015822_7	aidB//thiD//
GO_0015823_7	ynjD//fiu//frsA//mazG//nadC//nadK//selA//
GO_0015824_7	chbR//ybcC//
GO_0015825_8	rlmE//
GO_0015826_7	mdlA//fecA//nagZ//
GO_0015827_7	yfcF//mltC//torD//
GO_0015828_7	arfB//selU//
GO_0015829_7	afuC//mhpT//yjeI//caiD//ssb//shiA//yghU//ycjQ//cydC//
GO_0015830_7	atpC//frdB//edd//
GO_0015833_6	ydcP//cysP//ychO//wcaB//recN//uxaB//rpiB//rpsI//aceA//ftnA//waaJ//mntR//secA//mgrB//ariR//mdtF//ybaE//sseA//torA//mliC//kdgT//glnL//aphA//ompF//wzb//phoB//motA//cusA//hprR//otsA//trpB//ptsN//yhjV//yjbB//udk//yhjR//mqsR//hybA//adiY//qorA//yqjH//yhjD//waaG//ydcS//yraH//pbpG//uvrY//nuoN//argA//treC//serA//mglC//dtd//ccmC//treB//sapC//nrdI//ackA//ycdX//mngB//dapD//fimF//glcA//mltC//kup//ppk//yegD//malG//envC//yebK//entE//metH//uvrY//narV//rplB//rpsA//mtgA//ymfA//
GO_0015834_7	rluF//entC//bhsA//pepD//ispU//
GO_0015835_6	cyaA//fliS//sgrR//emrB//
GO_0015836_7	chbR//sodA//casE//
GO_0015838_8	rimO//ascB//yehU//treB//rhaB//argH//ispU//yidL//ybcM//tonB//chbF//yfcS//lptE//
GO_0015839_7	sgbU//
GO_0015846_6	paaJ//qorA//yejE//glcA//ppiC//artP//astB//mgrB//cusS//ynbB//yhaC//ymfK//yafS//dadA//yfjV//metE//rbsR//
GO_0015847_7	truA//nuoG//bcp//hflX//parE//fhuC//rcsC//yfdO//rpsL//ispU//dkgA//rbn//yccS//fecC//rluC//
GO_0015848_7	cmtB//sufA//rplI//allB//hemD//ilvI//
GO_0015849_6	topAI//uidC//fliA//dsdA//umuC//nanK//artJ//ampD//tap//nagB//yghO//eutR//tatD//hslJ//pitA//lacI//yohC//fimB//rluC//hrsA//bamA//mhpB//tsaE//cheZ//ogt//entF//ydaC//glgP//yejE//ydhC//add//ispA//ugpA//metB//yqgB//tusE//xthA//pepQ//ung//phnN//kduI//mdtC//tyrA//eutD//ybaO//ribD//pepT//mioC//lgoT//dctR//chpS//manA//rpsO//torZ//purD//galE//ddpX//rodZ//clsC//fecA//prlC//yraI//aroC//mdlB//atpC//recO//rimK//iscA//cirA//gcvP//xylR//ybhJ//narH//bcsA//hslR//pinE//yieE//yfdK//greB//cpxR//yajR//rtcB//yegS//hemD//nhaA//tdcD//dgcM//ygdG//ubiJ//torC//minD//yiaL//hcp//sbmC//nagB//sulA//mutM//ybiH//rfaQ//yajD//sulA//rbsK//dppB//lpxL//chiP//galR//ftsW//yjiM//uvrA//opgH//yidH//hcaT//mdtG//yfiF//tusC//
GO_0015850_6	yjjB//yjeI//ubiI//yhdH//yeaE//bamD//ydhK//yidP//sucA//nrfE//sdhB//znuA//fkpA//sspA//ompF//lplT//hdeA//fepC//dhaK//rsuA//elfA//xerC//eamA//
GO_0015851_6	aroC//phr//yggP//lgoD//yahK//hypF//ycgV//yheT//ynhG//thiC//emrD//def//
GO_0015853_8	kdsD//zapD//
GO_0015854_8	yeeL//atpA//
GO_0015855_7	yoeE//gshB//asnA//
GO_0015856_8	uacT//
GO_0015857_6	betB//gntP//
GO_0015858_7	fadI//tufA//trpE//matP//bioC//fixB//xerD//sxy//torY//
GO_0015860_7	hcaC//phnJ//
GO_0015861_9	ygiN//gnd//
GO_0015862_9	ampG//mdtJ//
GO_0015863_8	aidB//
GO_0015864_8	galS//flgG//
GO_0015871_6	rutE//zupT//idnO//yqcG//trmL//
GO_0015878_6	rpoS//
GO_0015879_9	abpA//
GO_0015882_7	tusB//yehX//cof//
GO_0015886_6	yghB//dhaM//nrdF//hrpA//pmbA//ycfJ//thiH//yjbE//rluB//
GO_0015887_7	gcd//
GO_0015888_6	hofP//
GO_0015889_6	alsK//rbsA//recD//yjjI//kdgT//recX//xseB//
GO_0015891_6	rsmE//priB//aqpZ//nupC//tyrB//asd//afuB//hcaF//mdtQ//yaaY//bioH//ycgR//otsA//ftnB//yajD//
