#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	focB//tsgA//agaD//ybdM//
GO_0006812_6	aqpZ//gor//dmsB//hisS//tdk//rseP//nikA//ydbD//hflK//sxy//kgtP//bfr//mqsR//hyfA//pgsA//cutA//moaE//glmM//pflC//mreB//csgD//ilvA//pdxK//recR//csdA//argT//yehD//mutY//ygbL//fadD//glcD//dgt//yccS//pgm//gsiA//phnK//frsA//yafN//gpmA//sugE//ftsZ//soxS//yqjH//rcsA//yieK//yehZ//speA//slyA//seqA//yiaA//cdsA//ybeQ//artI//exuR//nuoN//yiaJ//dacC//yggT//yidK//dnaK//talB//recN//lysU//sseA//caiT//yqaB//cpsB//arfB//dnaE//lpxK//yegD//rlmL//ybiA//pabB//gshB//ynfH//glnD//uacT//nfsB//afuC//ybbY//gspF//nanC//hemD//ynfE//nlpD//rpsM//sgcB//kefF//uxaB//hokE//cpsG//yhbX//frdA//kefC//yibF//hyaD//lepA//nrdB//eutB//yfcS//ybiV//galP//gcvP//rclA//pphA//chaA//yggX//macA//sgrR//menC//leuS//feoC//yraR//ompR//phnN//yidZ//setA//tmk//ghxP//yceK//tcyP//yeiG//hprS//intA//gntP//yhhT//ydbK//mdtA//speC//ggt//narU//flgE//ppiA//dacC//yidQ//mdfA//murF//rpsD//zapB//thrA//secA//trpE//uvrC//aldB//cyoA//rcsD//ulaG//ccmG//grxD//smrA//nirC//iraP//efp//argO//betA//speA//rhmD//mltA//nfo//crr//yqiG//minE//yneJ//borD//umuC//glgS//bamE//acrF//yggN//yphF//
GO_0006813_8	pphA//ubiF//glnH//cfa//pbpC//fau//fabB//ynhG//solA//rclR//mnmE//rluA//ybjL//murB//epmA//ygiB//ybaT//
GO_0006814_8	dsdC//rpnA//rlmN//lpxB//lpd//pnp//fimI//recQ//hcaB//
GO_0006816_9	cheB//
GO_0006817_8	arnF//dsbB//yadV//ade//fadJ//ymgA//prfC//glrK//lpxL//
GO_0006820_6	arnF//nirB//pheP//yaaU//waaZ//roxA//torC//ssuD//tonB//hdeA//secY//ubiH//hsdM//pinR//fepA//ykgO//xisE//trg//serC//cheW//puuR//yohD//chbC//lsrR//sapC//potA//sdaB//yqgF//yihI//ldcA//gcvP//rpsE//pitA//cysW//dgkA//bcp//yjjI//yfbV//rarA//rimL//mak//hofC//hprS//mlaF//treC//gnsB//tolQ//ydeE//zapE//mdtI//mdoG//narW//aroB//rlmF//dcuR//cpdB//ynaI//barA//lplA//rfe//rplS//cheZ//ldcC//nlpI//yfeR//mglC//ogrK//mdtP//bssR//rihA//lapB//uidA//der//narW//groL//caiB//rarA//purB//glk//tap//comR//lsrD//eutK//yqeG//btuC//rlmD//tcyP//metR//secE//ygfX//yqjH//araE//ebgR//barA//thrC//kdpA//tsgA//tesB//appC//secG//rlmJ//bamB//nepI//mngB//aroG//gsiD//fabH//tomB//bssS//panC//argK//arfB//fetA//orn//codB//yhdH//degS//puuE//rmuC//hda//chbB//yqaA//dmsB//dcd//surE//aspC//glcB//alkA//ygeV//modC//hcaE//livH//tdk//artJ//ybdH//galS//gcl//srkA//metE//ptsN//cmtB//cpsG//sfmH//mazG//guaD//dinD//yciA//ydeM//cysP//bamB//fecC//fucO//ybaQ//cueO//ubiE//yhdW//yjhG//phnJ//hisG//casC//sufB//yraR//livF//dps//holB//kilR//rffM//rpsM//hupB//nikC//erpA//cspB//wzyE//fimE//ybaQ//hypT//nikR//
GO_0006821_8	insF-1//tusD//rcsD//
GO_0006824_8	syd//yfeX//serC//pyrH//
GO_0006825_9	rodZ//rpoH//cobS//prfA//torR//yjcS//ygjH//
GO_0006826_9	acrD//ygeW//ycfL//yadC//mlaF//frc//ybhP//rluF//trkG//tusE//deoC//casB//fumA//citC//rplD//actP//glpK//
GO_0006828_9	fixB//gsiD//carB//
GO_0006829_9	idnD//rlmH//agaV//zur//proX//osmE//sthA//crcB//cysC//
GO_0006833_6	dinJ//
GO_0006835_8	yjbE//rpoE//agaI//astC//rimO//rffM//yihP//nrfA//pdeH//exuR//smrA//nfi//rpoA//gloB//
GO_0006836_5	dgoK//ahr//ybjN//yggN//accD//rplL//nfo//yebZ//ybiY//sapA//
GO_0006846_7	dcp//fucA//
GO_0006847_8	rclR//
GO_0006855_6	ydjJ//yidE//rhaA//lgoR//ftnA//yoaA//xdhB//clcA//ypdC//prlF//yhhZ//srlR//hyaB//malP//soxS//pstS//tadA//sbcB//fbaA//tyrR//gltS//mukB//ilvL//frwD//ulaD//dhaR//argH//chaC//mtnN//amtB//luxS//raiA//yfiR//gudP//rbn//sixA//ytfT//vsr//selA//nrdB//yeeJ//bdm//csrA//rnc//glpA//serS//norV//astB//aceK//bioD//nei//evgA//csgG//degP//fetA//rihB//fixB//ftsX//
GO_0006857_7	garL//secF//nagZ//ftsI//npr//alr//treB//ftsY//narP//ygiW//folX//gntP//lpxD//aldB//modA//csgG//fieF//crcB//mutL//hofM//dsbC//gadC//tamA//frlA//paaB//murC//tauA//
GO_0006862_7	mqsA//
GO_0006863_7	torA//ariR//surA//proC//ynfH//moaD//puuD//purL//
GO_0006865_6	cpxP//mcbA//waaY//sseA//pepD//waaB//glpT//sdhD//sufB//argP//dusB//folX//pyrG//tsx//pagP//nanT//casA//suhB//serC//smpB//galF//adiY//hpf//csgA//yfeO//pgrR//proQ//rluD//avtA//ccmE//creB//yidR//yciV//rnb//yahB//rbsK//hybC//frwB//yohC//bepA//tauA//thiC//rpmA//speG//ssb//prfC//yafC//ibsE//asmA//fabR//cbeA//ftsZ//csgD//efeO//ydfG//recF//rzoR//rnd//rpsJ//ackA//panC//yojI//flgG//fkpA//cysW//fixA//citX//nudC//prpC//emrY//uvrA//hemB//fixB//
GO_0006868_7	galS//fetA//nemA//
GO_0006869_6	ydeM//fadB//fetB//mltA//ubiI//hyaA//pstC//nepI//yfgI//ydcR//ygeA//dcuR//chbF//pflC//pdxY//yadN//ybcJ//yccS//zur//speF//fliL//kdsC//mscS//
GO_0006873_5	fhuC//focA//rnr//asnS//nrdH//ynfF//eutN//wecE//yjjQ//cysI//yhdZ//patA//hdeB//lldP//torZ//sfmF//xapA//nrdF//moaA//bcsQ//proC//napA//argO//cynS//rpoE//menC//pnp//bipA//srlE//recD//
GO_0006874_8	fadJ//
GO_0006875_7	trmA//ompN//fliG//hycB//cmtB//cmoM//xisE//ccmG//lsrA//araD//yhjR//aspA//frr//sxy//guaB//yraH//iraP//ydeM//qseB//moaC//yjhH//
GO_0006876_8	surE//
GO_0006878_9	mlaE//ubiG//ubiB//satP//hslJ//
GO_0006879_9	fliT//envY//ansB//yihI//xisR//nrdF//serB//yfaX//rlmN//cysP//hypF//
GO_0006880_4	rnd//cydA//pitB//
GO_0006882_8	dcp//
GO_0006883_8	torI//trmO//cspB//
GO_0006884_4	acpH//cysW//nanS//torZ//amiC//
GO_0006885_9	bglJ//thiG//ychH//gmk//ubiF//rpmF//yciK//pspD//yejA//wzyE//dgoK//
GO_0006886_5	yacG//aceB//ortT//zitB//ansB//mscS//pstS//thrB//yjgX//idnK//dnaX//
GO_0006928_3	purN//mazG//cobC//purD//gapA//eco//exuR//fetB//pppA//frlB//hofC//oppC//sutR//rarA//yneL//galK//lolE//cyaY//envC//rpsH//opgG//ushA//ynfK//ybjG//yehC//fabR//ybaL//atpD//tsx//gudP//hipA//fliT//phr//glvC//barA//hexR//ybhJ//dinI//abpB//acnB//exoX//wzzB//yqjH//xapB//
GO_0006935_4	yhcN//atpE//yggF//rpsS//ydcI//rplP//gcd//rmuC//yciG//purL//yjaZ//cobT//yggP//eptC//phnI//yidQ//
GO_0006950_3	hcaD//argT//pflC//arnD//rsmC//dsbG//waaF//eptA//ilvH//degS//uxaC//abgA//fecA//malE//tatD//yejB//fepA//asnS//dppA//fimI//hdeD//purL//frdC//argK//rffH//ldcC//ydiF//menF//yciG//recG//hyfC//glsA1//garD//rzoR//ybjX//hyfF//hlyE//aceK//azoR//ybeQ//napA//artP//mqsA//purR//dcuS//dcuS//nagZ//dmsA//ilvE//lasT//modB//yfgO//trpL//hisP//glk//kup//fecA//glvB//yoaB//rplP//ygeW//waaZ//ynfF//mlaC//ldcA//mdtP//zipA//puuA//rraA//ygeR//cycA//ydfG//nanR//lysC//marA//xseA//yajO//mdtC//alsE//arnT//nuoB//mutL//apaH//ytfP//yhjB//lasT//lysU//ydhK//nfsB//gadC//tcyP//pgaB//intA//ushA//fliZ//opgD//kdpA//metF//ftsH//rcsC//yjcS//argA//ortT//mutT//eptA//dinD//insB-2//ycaO//ldtD//rbn//yehY//tdcR//yghO//oppF//blr//uspC//ugpC//ykfI//paaK//queE//lolB//dfp//insA-2//ssuB//rpe//bioC//speC//hsdM//yhaO//prlC//kbaY//potD//dcuS//paaF//dut//cmoA//gdhA//rzoR//argT//nrdR//nanT//sulA//rplB//mdfA//lysO//zapA//lsrB//frc//ydjM//yagF//yhdJ//yhdJ//ybeF//agaS//tyrA//yieH//rluB//yccA//ykgM//lpxH//pdeR//appY//ptsG//ygeX//hybA//serS//yfiF//mscL//yciT//tsaB//ynbC//acrA//ssuA//yqgF//xylE//ppx//puuP//katE//bioD2//yaiP//hypD//tdh//lpxC//bglF//hofO//kdpD//ansA//znuA//cusC//rbsR//kefF//ftsI//ybcM//prpC//cheY//ybhJ//kdgK//ygfA//sdaB//rsmA//casD//entS//prmC//hofO//lrhA//ccmA//yieL//yhjR//gatC//csgE//aceF//setA//ygiV//uof//yihI//rutE//ygbN//prpC//dcyD//aas//yafO//kbp//stpA//leuO//tadA//smpB//treF//ileS//rfaD//moaC//ycgB//pyrD//gapC//glnD//ibsB//artI//yieK//hrpA//gcd//rraB//yhdX//mraY//shiA//ybcQ//yjfP//fklB//srlE//allC//yafC//ymdB//ivbL//yfeX//menE//ppiA//dgkA//yjaZ//argO//ynjD//cysC//ybiH//moeA//cysN//murP//aceB//rlmI//yieF//luxS//pflA//ubiH//ybhI//yhjD//tap//yeeO//sdhB//topB//dppA//yrfG//modC//gpmA//casE//wzzE//mrdB//gspJ//csdE//yegV//thiG//cysQ//yjjI//rclC//rbsK//dsdA//rsfS//rpnB//dnaE//mscS//puuC//ychF//mlc//malF//proP//cdd//nudC//ghoS//nadA//sgbH//yfcR//rhtC//intS//yojI//fixC//ligB//otsA//cusS//mtlR//yidD//ygfX//trpL//ushA//cobC//sgbE//sfmH//norW//mtlR//moaE//aldA//yfaL//murF//cadA//hicA//fepC//metC//prpD//manY//rlmM//cheA//yjiX//recE//metF//yhjR//glrK//gpmA//yciG//ybiY//ghoT//citE//aes//glxK//entB//mngA//cycA//purB//sgcB//sucB//iscR//yagI//fadR//moeB//tsaC//ydaV//aroF//ppsR//yeaK//proP//cdgI//elaA//opgH//ftsP//fhuF//mtlA//ftnA//alkA//ypdC//caiT//zitB//glmM//yfeW//pstB//aroH//yraI//bsmA//pflA//waaQ//gcvH//hyfC//narK//yfdG//lepB//ycjP//cpsB//carA//pheA//asd//fpr//gcvA//tatB//psuG//lptF//thrA//yegT//fpr//hemF//alkB//glvC//rsuA//ymfA//rpsJ//fabD//csiR//yedP//narJ//holB//nrfG//yfiR//menI//abpB//entF//rplN//rplJ//codA//ybiY//rssA//rlmJ//nanA//nuoM//dtd//tmk//yahO//mprA//intA//yqiJ//rbsK//hyaB//secY//appB//serS//pmbA//rutC//malX//icd//rihB//yecS//purR//rnd//yjiY//rcsB//yjjV//galR//arnD//gsiC//ymgC//adeQ//glsB//sbmA//torS//xisR//ldrA//ilvC//ftsP//sgcX//flgK//yajO//ldtC//argP//purB//mntP//potF//bepA//psd//yjgX//nrdG//mdfA//uxuR//napB//fadH//xapA//uspE//pspA//treB//dacC//decR//hxpA//lpxH//
GO_0006952_4	hscA//add//aer//mntR//rhaB//hisS//ydfD//fklB//ldrA//yeaE//pabA//lpxD//
GO_0006970_4	rutA//cysU//selA//aroL//intE//hupB//zraS//tolA//cysK//ydiQ//ycbX//insH-5//yecS//elfC//yqaE//hslO//ybjI//hisG//rplW//yqiH//btuB//cyoE//pheP//narQ//yagJ//lpxC//bipA//recN//rfbB//dppD//flgI//murD//gspF//glcC//ydcI//djlC//ftsZ//ybhG//
GO_0006972_5	glnB//sufC//manZ//glnB//hdeB//insH-6//flgH//hinT//ymdB//lolC//xisE//bioB//aroK//cusS//
GO_0006974_5	fklB//trmD//ygeW//yafE//sfmC//purC//yiaB//waaY//pdhR//ymgF//ymgF//clpS//rclR//yneJ//emrK//dnaE//yfcS//aaeB//trpB//flgJ//serA//cydB//yjaA//lsrC//agaR//ebgA//fecD//yihS//yfiE//rpnB//yjhB//lolE//dsbB//mltC//melR//mepA//rpoS//cysB//yfeO//acpS//brnQ//treR//frlR//treR//alpA//aceK//modA//pphA//kdpA//nusG//rna//cbeA//nanA//rihB//mraZ//tusA//glpD//chbB//proA//xylG//sucC//eutD//rpsB//waaU//uspB//ascB//rhmR//znuB//fdrA//dppB//pdxK//yraR//tatB//yjfP//proX//mtn//ybiW//sgcA//paaD//phnH//yidE//panF//gpp//araG//oxyR//xylG//ybcL//mlaB//ymgF//atpD//purD//yeaV//dsbC//hofC//priA//vsr//trmD//envY//fryA//macA//ykfI//lolC//mhpB//csiD//ymgF//yaiW//gntT//sfmF//rpsD//trmB//speE//tgt//panZ//hflK//slyD//yfiR//coaD//purF//fic//bacA//cyoD//murQ//ubiF//yegS//yidE//ldtC//dpiA//yihI//ydcI//pheT//panC//abgB//ycjD//aroA//adiA//pcm//dtpB//sfmC//nrdE//cpoB//hypC//mipA//rbbA//hldE//yfdS//ftnB//rlmF//fecC//ugpE//ydgA//hcaB//caiB//ibaG//cyoB//creC//dnaQ//hscC//ygiS//mtnN//rplT//speG//pgaA//cpxP//gloA//acrF//tqsA//lsrA//yqiJ//nagK//secD//proW//ypjD//upp//waaA//yebQ//eptB//fur//arcC//dgoK//murC//frdA//sbmA//narG//gcvP//yebG//dgoD//gspI//rho//ftsX//chaC//rnhA//zraS//hexR//exbB//dgcQ//rfbC//tsgA//uspG//ybaE//icd//yehW//fdoI//queA//mrcA//hemD//purU//recG//kdpC//sapC//cydC//rlmE//rfaH//dctA//nepI//yigB//ydhJ//mdlA//frr//mgtA//rlmF//cysN//creB//ais//ybaE//yafE//rplB//secA//yciG//argO//livG//acpS//yfbV//glsA2//ydhK//ybiO//epmA//rcdA//nfuA//yahB//crr//orn//yebS//entS//ymdB//caiB//ychO//
GO_0006979_4	uxuA//ribB//dppD//ynfK//glsB//yciH//glnH//fsr//feaR//xseA//sapB//dbpA//tauD//map//amtB//fepB//puuD//cutA//ffh//gapA//ygfA//ldtE//nrdB//mrr//yhcD//yafC//pflC//adiC//ydjJ//abgB//ygjH//nagC//hcaD//ahpC//zapB//rsmB//trpL//bcsQ//yjiM//nuoB//sodB//sucB//yhjB//intF//yadG//mocA//crr//rdgB//cobB//bssS//aidB//hycI//elaA//nadA//yfbV//rclB//yhiM//glsA2//melB//waaC//tig//ulaG//purT//waaL//cynT//nuoH//ubiG//speC//yidA//purD//yeiE//sfsA//intE//yqjA//pspA//selB//yjhH//phnG//proX//ssb//yfcU//mhpT//yahK//kgtP//dnaJ//yfbU//
GO_0006986_5	proX//adeQ//ispH//waaC//tsaB//rplX//
GO_0006995_6	torR//gsiA//
GO_0006996_4	acpH//hemB//slt//malF//miaA//ydeP//wzzB//nlpI//amiB//gadW//proS//mdtI//glgA//yafE//ulaF//ybbY//argT//recC//yjiY//rfaH//yfgO//setB//rne//cspI//allR//yajR//groL//yohD//pyrD//ymjB//alaS//pyrC//hupB//ortT//lpxC//adeQ//fhuC//feoB//mglC//
GO_0007010_5	glcC//
GO_0007059_3	decR//nikE//dppA//phr//yjbB//livM//nusA//zapB//flgM//ygjH//
GO_0007062_4	yhbQ//gpmA//gapA//murB//
GO_0007154_3	mdtG//rnlB//ompT//cytR//flgA//hipA//fkpB//gyrA//torC//leuC//araE//hldE//fabA//acrA//paaZ//pgpC//insI-2//csgE//pmbA//yphC//clsA//yraR//ybjD//pyrD//yfjV//yiaB//yciT//phnH//xylF//lpxM//lptE//feoA//rdgC//lpxL//fimD//ybgP//aroA//cycA//rihB//kch//cmoA//metB//ygiV//yfiR//rcsF//ycfS//napA//yebC//yggN//nth//gyrB//yhbS//ydcR//potD//dsbA//
GO_0007155_3	livK//phoR//hpt//ycfH//phnO//hyaA//dcuB//glsA1//hprS//ybiA//eutR//thiP//tolB//rimL//fucA//adiY//hprS//acrF//glgX//serS//kdgK//abpB//queE//uspE//ribA//rnhA//cysN//sspB//yfdC//rseP//pta//cpdB//lysC//ettA//dtpA//
GO_0007163_3	chbG//
GO_0007165_3	fabG//glpG//hiuH//ynjD//ghrB//dxs//slt//lpxM//tufA//dld//codB//nrfC//yieL//glvB//lptE//fruA//pyrF//tdcB//ulaF//ygbN//ybcM//ygbL//cheR//coaD//phoE//cirA//yfdS//malF//hscC//ygeW//hrpA//acrE//lpxL//rzpD//nemR//dapD//dnaB//trxA//yehA//ribB//nikD//udp//chaA//ftsB//mppA//gcvT//yihX//radD//modC//sapA//ssuA//lpxL//mhpR//mpaA//tufB//kdpE//insA-1//dcuB//carB//yjjI//
GO_0007166_4	yagI//ynhF//gph//uvrB//
GO_0007215_5	mobA//rfaB//dapB//pbpC//
GO_0007231_4	rfaE//
GO_0007234_5	greB//
GO_0007267_3	hyaB//cynS//
GO_0007346_6	fpr//fnr//kdsD//
GO_0007584_4	manX//kilR//xdhB//gfcE//
GO_0008033_9	yajL//rstB//fabD//paaE//ompR//alsC//secB//rsmH//ampH//bglA//cvpA//cysI//rnt//rsuA//rrrQ//yqaA//lpxD//cysD//yihW//rsmD//phoE//sthA//emrD//yejB//glsA//fbaA//hslJ//tktB//fryA//agaR//insI1//hyaA//wcaB//hypB//fucK//mnmA//tnaC//artP//mrcB//phoR//ydaC//yqiJ//ybiO//rhaR//ycjW//alaS//efeO//hofM//rfe//alsC//garD//waaP//bglX//katE//pitA//radD//
GO_0008104_4	ampE//elaD//sppA//rhmR//hha//gshA//yfcA//ruvA//yaiV//mglB//clsB//lpxH//prlC//abpB//tcyL//ibsD//exuT//cyoA//casE//glpX//bglH//tsgA//yjiR//aaeR//mak//dtpC//ccmA//umpG//guaB//nagE//sgbE//ispU//lgt//allR//sdaC//yafN//rhtB//uxaA//cyoE//araG//fau//yjhC//hycB//yfcA//hisP//rdgC//feoA//proW//yidP//
GO_0008156_8	ygaH//ydjM//dgoR//argK//feoB//stpA//
GO_0008202_5	mug//
GO_0008206_5	yhbQ//
GO_0008213_7	dmsA//yajD//accB//hofC//mepA//ybgQ//uup//pspA//
GO_0008216_5	narV//blr//queC//
GO_0008219_3	mreC//uxuR//clpP//lolD//rlmG//serC//frlA//abgR//ispU//narX//ilvL//yheT//frmR//mdtG//ettA//
GO_0008272_6	manX//pfkB//smrA//lamB//tcyJ//rsgA//pdeH//
GO_0008295_6	narG//copA//nrdE//
GO_0008299_5	hypF//xerC//pphA//rhaT//sapC//hofO//
GO_0008360_4	rpnA//yciT//zntR//rbsD//prpD//tatC//tabA//borD//bacA//clcB//glpK//hscC//yiaB//rclB//hdfR//lapA//
GO_0008361_5	yigL//pspC//mnmC//fadK//degS//
GO_0008380_8	narG//
GO_0008610_5	waaF//ibaG//araC//ycgV//stpA//grxD//rclB//cysS//amtB//kbaY//asr//yehU//ydcT//rplW//bipA//lysU//seqA//yeeJ//kdpC//glpC//tdcG//rimM//iscS//nuoE//yfcG//degS//agaB//cbpM//ilvN//mscM//yddA//ykgM//napA//phoP//fadL//kilR//ftsH//ogrK//djlC//pbpC//galU//slyA//ydfD//dsdA//yhfS//pgrR//ydbD//yihV//kilR//dcuB//mutH//fdx//betT//uidC//sapA//yidH//dppA//rplY//elaB//ybdM//bioC//insI-2//cbrC//purC//mhpC//hypT//pgaB//
GO_0008614_5	hslU//yciE//birA//barA//ulaR//gluQ//sapD//
GO_0008615_6	uxaC//mdtK//dgcJ//gph//aroD//ebgA//yfjR//
GO_0008616_8	lpoA//kbaY//mntR//murP//pyrF//ycjD//srmB//
GO_0008617_9	yagE//
GO_0008643_6	rhaT//fhuB//decR//ftsB//ubiA//tusA//potE//hisS//pagP//yraI//ydaN//adeQ//phnN//tusE//feoA//fimD//mlaD//yibT//ruvA//proB//nadB//mgrB//yehU//bioA//etp//emrD//glcB//atpB//eptA//ymgC//hyfR//dinI//rplK//yrfG//fucK//araB//fhuD//fixA//agaS//mukB//lolD//mioC//yeaG//yafO//sfmD//ynfE//fnr//puuP//dauA//menD//gspF//yahN//mdlA//prmB//ydeT//csrA//rclC//deoD//ydcI//dhaR//garK//ilvE//artI//cpxA//wecE//yddL//rssA//pitA//aceB//lysC//pdxB//gltD//ligA//dppC//hisF//mnaT//yihT//hybG//mscM//hscB//ypjD//nikE//glpR//rpmE//nth//cusA//bssS//essD//ogt//hofQ//yajO//speE//yeaG//hypE//oxyR//actP//adeD//lgoR//aceB//yghW//nhaR//rplK//yedA//mdtN//paaX//nanS//fucI//tag//mlaF//araH//mobA//holC//mocA//fruA//
GO_0008645_8	ygjK//potG//sufS//opgD//bcp//gluQ//yrdA//amiB//yahI//tomB//menC//ybiY//waaG//valS//pheM//aldA//fkpA//mdtK//pykF//eptB//cobT//phnC//glsA2//murG//
GO_0008652_5	yciK//galT//glnK//dppD//yacG//cysA//nrdH//gntU//betT//ypdF//garL//nrfD//ilvN//cysM//glrR//caiE//fumA//rdgC//pfkA//rhaS//rfe//yqjI//dctR//qseB//trpD//feoA//cheA//glnK//nirC//rsmF//sugE//prmB//bioP//wrbA//ompA//yjhG//rimI//cpdB//uxaA//ppsR//rpsR//elbB//garP//ykgM//feoB//sbcC//mocA//cusA//rzoD//yfeO//ruvB//nrfG//frvR//fimE//ftsZ//yjjW//epmC//nemR//idnD//yjbF//gloB//hofM//nuoB//azoR//yjjG//serC//add//ssuC//rhaA//uidA//bdm//sbcD//cheW//yqgF//lsrB//proW//pspC//clpB//hycI//umuC//lon//yphB//uidR//cysI//fruK//sufC//kdsD//aidB//pgi//rbsA//yrdA//rplX//csdA//dgcF//trmO//sbp//dgcT//galR//cysP//tag//paaX//glnP//ykgO//treR//tatD//metF//fepG//folE//katG//rsgA//tehA//dinQ//asr//elfA//
GO_0008653_5	lhr//menC//lpxB//clsA//yagJ//yfaL//fimG//ygaZ//rfbD//lsrR//frlR//yagJ//artQ//
GO_0008654_5	fliM//appA//narP//iraD//hpt//ackA//hldE//pyrH//alaS//mdtD//ydgA//lolC//mnmC//chbB//asnB//yidC//phnL//dnaA//btuC//ydhC//fdnG//mhpD//opgG//tmk//hemA//insH-5//yiaA//yieH//coaD//argF//yfjR//yjeH//phnO//metI//btuF//
GO_0008655_5	ygeV//ynjA//ypdA//bssR//cdh//hexR//lysS//
GO_0009050_6	tsr//ulaE//
GO_0009052_6	wcaJ//yieH//mmuP//dicA//gmd//insI4//plsB//
GO_0009056_3	cpxP//nhaR//rcsA//rapZ//menF//mhpA//ibsD//ygbM//lpoB//tsaC//rlmA//yjbE//rplJ//yihO//rplE//ibpB//hycB//mscL//aroP//acrA//yfaX//mhpB//yafQ//glrK//gshA//yihI//trmB//hisD//ybhG//exuT//alsB//csiR//rplL//yohC//dpiB//lpxH//yfhH//yehT//ftsH//rfaQ//ung//fliA//murE//ybjC//poxB//yicJ//ttcA//yedF//paaJ//yiaJ//ybhP//soxR//trmJ//galM//ydiO//rlmF//yphF//lsrB//plsC//yggE//trpA//yhdX//tag//rihC//ebgA//atpF//yieH//iap//hupA//paaE//mdoD//cydB//bcp//kduD//murQ//valS//cnu//narG//tehB//gapC//xerC//ykfI//gspF//valS//alaC//gshB//yciF//argP//narH//yciE//rplP//glxK//hisA//ftsE//hslV//eamB//gloA//yiaA//ydeO//modA//mutY//argT//lysA//hybB//pepB//waaF//sutR//cyoC//ybhP//mlaE//sdhB//srlD//mltC//yihT//glsB//glpK//arnB//ytfE//yfcG//rsmE//yjgX//aspC//fabA//insI3//modC//greB//lhr//sbp//sgcA//fhuC//yphC//ydeM//ydeE//cspD//yabI//ygiN//yebQ//nadB//metI//entE//frwD//ybcF//yjjB//recR//fiu//ybgP//cysG//ydhJ//pldB//prmB//mipA//lpd//araC//emrD//lipB//gpmM//rpsM//ydjH//uacT//srlD//rhaS//tesB//yedL//yehB//ptrA//ribB//evgS//sfmA//codA//recN//rihC//fumA//ydhQ//pgpB//mtlA//paaC//ybiA//mrcB//pdxB//hicA//nlpI//ydhJ//yfeO//ybhR//gudP//rusA//gnsB//ymgC//gltD//yafQ//ybhD//crl//rpmC//trkA//rzpR//rlmH//hchA//proX//cynT//def//dosP//tdcA//insK//xisR//yaaY//holB//yeiE//hsdR//xapR//ppiA//yciE//norR//osmC//xylB//yjjI//srmB//frwB//glpA//truA//rutG//tcyN//zraR//ynfK//trpD//uvrD//hemC//fmt//argC//menH//hofQ//yebK//cysG//hslU//nadA//fecD//yjjI//asd//yebQ//folE//gpmA//plsC//tatD//sdhB//bioB//rpoE//yraN//cysC//fdhF//tsr//ybhJ//hisA//cheA//nhaA//ybdN//ydfD//parE//ispF//rsgA//ymdB//yibH//amiD//proS//cysB//rlmJ//ydeM//narU//ydiF//sufS//panD//hybD//mioC//artJ//cysB//waaL//argE//uxaB//radA//murR//ccmD//ymfK//essD//frlC//dnaG//vsr//csgD//macB//yraH//dppD//csgE//qseB//essD//yacG//yggW//ydiR//rhsD//insI1//rhoL//atpB//amyA//dsbG//yeeO//yiaF//fimC//ydcO//accC//rseP//fruB//oxc//ftsI//arnF//rutR//yagJ//basR//acnA//ftsH//paaC//aroP//yajR//gmhB//nadB//ade//argH//tpx//fruK//hemH//mzrA//hcaE//proV//menI//fdhF//betT//btuR//ydbK//rbsC//aidB//mqsA//malZ//yhfS//mreC//pyrF//ykgF//hemE//cmoB//maoP//groL//matP//nanR//bisC//kdsB//rplR//relE//cptB//elaB//pgaC//gudX//rplW//rstB//csgG//udk//yjfF//citE//galF//elfA//phnG//hsdR//dcp//rluF//hycH//cutC//murE//oppF//yiaM//dhaL//rfe//nupG//galT//yifB//treF//ubiJ//galT//recA//yaaA//ldtC//lapA//atpD//sdaA//tauC//rimP//yidR//sdhC//argA//cobC//gapC//bdcR//ackA//ribA//yqcG//lptF//yidL//ahpC//hofM//nrfD//rcsC//artQ//yfcU//ypdI//potB//cynS//ygfA//yihI//yigL//dacB//npr//nanK//znuA//epmB//
GO_0009057_5	hemA//gyrA//ugd//pitA//norW//yidP//gloB//potC//lpd//agaS//yjbF//pdxA//gstA//fabH//rne//dut//yjaZ//mutS//dacD//hybB//zupT//yfcP//grxD//psuG//rfbB//ldcC//ppiD//kdpB//sdaC//yiiM//yjjV//ygeV//proP//malP//nadC//ubiD//yeiE//rplA//tktB//hypT//cheW//yidD//murA//rpsL//hofN//kgtP//clsC//nadE//malY//waaP//xisE//rseP//ais//pdhR//
