#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fecD//bhsA//ycdX//zapC//
GO_0006950_3	rluE//ybgQ//pth//rplP//pabA//lysS//rnc//mntH//ydbK//dppB//galP//thyA//spoT//napF//gstB//bdcR//chbB//hcaC//torD//metG//hyfR//focB//glnH//ytfR//recA//aspC//cpxP//ygeX//rseB//hisC//yidA//ybhP//relB//leuE//yhjX//pck//era//rnc//nirB//ybaO//ais//idnT//murR//metE//hcaT//rfaB//waaG//rpsB//rlmA//adeQ//ycfJ//ftsY//dtpC//oxyR//sfmC//rnr//yieL//ompA//melA//dgcZ//artP//yjcE//yhjV//topA//dnaQ//dapF//yaiP//sixA//araB//frmR//ptsG//narV//gph//yibH//yegT//galR//potF//nuoN//ygaH//erfK//yohD//yohD//phr//ppiA//pheT//rplN//ybaL//umuC//yidA//rne//seqA//glgX//eutN//rfaB//tusA//hypT//citC//mfd//chpS//fklB//yccX//yqiH//ydfH//ygdG//ybbW//rlmC//argA//sfmD//ycfJ//avtA//exoX//potC//yajQ//yihP//pgpB//mdtF//rfaD//mipA//yahD//relB//ibsD//pbpC//ptsG//cysA//lysU//rutG//rluD//pyrD//envZ//sapF//gph//lgoR//accC//marA//asnA//satP//rlmJ//dfp//dinD//malP//yejA//dgcZ//hycH//ybfA//znuB//tbpA//dosP//dinI//ispF//yfcF//yqgB//aas//dapD//treC//putP//insF-1//yghU//pabA//wecA//galS//mocA//yhgH//yihX//era//greA//minD//ispU//glnH//tcyL//talB//baeS//rutE//yidL//msrA//hinT//tldD//deaD//mglC//rpnA//gsiB//mcrB//mreD//mog//glxK//ccmF//nikR//yagI//fkpB//yfcV//rlmJ//pgm//dpiB//ybaM//ybdH//alsK//nupX//menD//ybeQ//rhtB//yafO//mdh//arnD//yddA//galE//ytfE//nusG//dxr//sfmC//ydcT//ybcJ//hda//tdcD//rluB//rlmM//opgH//ynbC//ulaC//kgtP//hsdR//recO//guaD//ygfX//rpnB//rbsK//psuT//rsmE//lpxT//hsrA//trmI//asnS//rppH//yicJ//sucA//hisS//mliC//frlC//yciF//hisH//yggE//bamC//malE//metE//pdeR//rssB//gsiA//ampD//glnL//lysU//csgG//bioP//pgi//osmE//der//crfC//yraN//yraH//elfA//pdeK//gcvP//ugd//carA//ileS//nadK//ompG//gluQ//dgoK//waaH//sstT//fliM//gutQ//nfuA//asr//ispF//pgm//fdnG//ftsZ//yeaG//srlR//trxC//poxB//rspB//galF//ycbB//kgtP//gstB//rnd//ybiT//secB//purL//yfbS//yqhC//rpmF//pdeK//kdsB//mnmA//sbcD//bcp//yqeF//araD//yajQ//ushA//dps//rihC//yggT//rsmA//bglH//yhbX//bcr//yciG//yfbS//cheY//cytR//lrp//msrA//glgB//yiaU//treA//ccmH//ypdI//abgA//upp//aaeB//dcuB//ybiY//rpsI//recN//fecC//agaI//uspB//insH-6//pdxA//mutS//ftsH//rnpA//guaB//hybC//rhmD//narQ//dsbG//gcl//citT//syd//ydjM//flhD//cysN//deoB//uxuB//arcC//yhbS//ilvD//kdpF//rtcR//arnT//sapF//pgpB//gmhB//rhtA//arnT//menF//ybdO//yjeH//hha//nupG//cbrA//cusS//ybaT//rpsT//bglJ//nadD//mug//ftnA//rplT//yggE//melA//yiaJ//ybiA//insI3//rng//bhsA//yhhY//dgoA//casC//rhaS//fadI//narH//maoP//livF//yqgF//deoD//lptB//oppC//mdlB//xylF//tatC//mdtB//serA//argG//ynbB//accB//grxD//yjcE//yeaV//nikR//katE//mdtM//ispB//helD//pstB//sapF//xylA//wecC//recT//yiaL//insI-1//tig//sfmD//lepA//yihS//nrdE//malS//dxr//emrE//queE//yrbG//preA//dosP//feaB//yciA//pflA//atpB//solA//mrr//panF//ypdI//yjhC//murG//rlmF//chbF//pal//zwf//hslU//hemA//marA//ybaQ//araA//dsbB//yqeA//manA//hipB//dcuA//feoC//mrr//yebZ//yccX//yceO//lpxB//murG//gspI//waaC//ndh//nanR//thiE//murE//yahO//wzc//fumA//yihT//yfcQ//yidD//cpdB//yaaU//nuoG//proX//nagC//ykgF//treF//sgcA//hslR//nanC//pyrE//narU//metN//
GO_0006952_4	gyrA//secY//exoX//codA//proA//malY//ybeQ//pyrC//amiA//chbF//insA-2//fliL//
GO_0006970_4	yiaM//lplT//rplL//rpsR//dgcZ//yeeY//adk//cueR//rbsD//ortT//nanT//lyxK//sapD//atpH//kdpA//spy//prpB//hslO//pgpC//rnhB//insF-1//rplE//livK//mdtA//panE//yeaD//hisF//malG//ymfK//yfiC//marA//prpC//bcsA//acnB//rfbB//yfeR//lptG//fdrA//
GO_0006972_5	norV//yadM//trpC//pspF//ybdR//proB//uvrY//rhaB//ppiA//ybdM//yfdG//gltK//flgH//thiI//
GO_0006974_5	moaC//ccmE//pgrR//bssS//rutE//caiE//yagU//mepH//waaA//ynfF//cusA//frr//flgF//treA//hupB//nuoN//ydjE//caiF//aceB//speC//abgT//sgbU//ygfI//sfsB//araG//srlA//pphA//rimM//ybaM//lpd//yqaE//mntP//ibpA//rhaA//bhsA//bioD2//secG//ygbI//fis//ubiC//lnt//pabA//dinB//ptsI//csgG//skp//potD//lpxT//cspD//lysP//metH//rfaH//tcyP//atpC//feoA//flhD//deoD//leuC//mgsA//ispF//abpB//nikC//bioH//ccmD//murF//sgrR//opgE//cpoB//hcaC//lpxT//ttdT//nagA//hflC//yagE//appB//rbn//trpR//gspE//grpE//macA//puuB//gsiD//mltG//chpS//gpmM//abpB//oxc//lpxL//ydeT//nhaB//fdhF//ynhF//atpC//raiA//crcB//glmS//glpF//panF//argS//secE//glnA//rlmB//citG//fabR//msrQ//dnaA//pnp//viaA//lldD//adiY//rpsG//sodC//trmH//yjhG//yfcG//dgcZ//aroP//dapB//mscL//betA//rpsS//trkG//groS//yegS//insI-1//ravA//malE//ygeR//ybhI//pgaA//yhjC//mltD//prfB//agaI//rhaR//cas3//ybaL//pdxY//ypdI//norW//lsrR//gltB//paoC//pgi//csdA//mscM//lamB//lpxT//tdcD//cvrA//radD//fixA//hofM//ompT//pdxA//yegD//alaE//proW//flgH//nfo//narY//mdtL//yjjW//tsgA//ygjR//bioF//yfhM//fliA//hemC//yoaA//fucP//dgcE//fbp//narV//mrp//agaS//nrfA//fadK//rpoA//elfD//ssuA//cspC//valS//arnD//ybdR//recF//abgR//elbB//entE//yfgO//yiaO//mdtF//ycfS//yfeX//wcaC//atpF//speE//lipB//thiG//ilvH//agaA//fecA//ung//hisM//rlmD//yidQ//rluB//yafC//zapC//ymfA//sodB//ilvB//ydcM//rimP//tomB//cobT//mdtP//fadH//flgJ//hybB//yidL//yqeF//yadN//flgM//sanA//opgE//yhjA//pspF//yedP//livJ//frmB//lysS//ftnB//lacY//sseA//flhD//glnE//ulaG//ndk//rnc//dapB//lptD//pstA//topAI//yagE//tdcG//
GO_0006979_4	amiB//lspA//pgaB//luxS//phnN//yfdK//nuoN//rbsR//prlC//rho//ihfA//mlaF//speB//yraN//rfaF//aqpZ//basR//ruvC//norR//narX//accC//frvR//trpB//yijO//hisC//yjjW//xylG//recO//nadD//dapB//cyoE//fetB//crcB//ykgA//hchA//melB//yhbS//moeA//lipB//uacT//hisM//iaaA//fbp//dgoA//glsB//ykfI//chbA//insK//wbbK//yqjI//perR//fruA//agp//hcaT//mqsR//osmY//glcA//eutN//panZ//nimR//ptsP//tauB//rna//yqhC//ratA//bamE//selB//cbrC//pgm//paaH//cysM//aaeR//wza//ybcC//eutB//yieF//dusC//dam//nanK//argB//proS//aceK//gadA//abgA//flgM//panD//
GO_0006986_5	hemG//yajL//yedF//citG//ribD//yhdZ//
GO_0006995_6	acrE//ftsA//
GO_0006996_4	ygcR//yqaE//idnO//nuoL//trmJ//groS//glpB//frlB//rne//tktA//relB//agaD//icd//yiiM//btuC//phnI//sodB//mdtD//yfhH//rimK//rcdA//dhaL//recE//ampG//yahB//bipA//moeA//fabB//tnaB//polB//rnpA//ruvB//narV//yghU//rfbB//nirB//puuP//citT//nikB//
GO_0007010_5	pliG//
GO_0007059_3	frmR//slmA//yihX//tgt//secB//tus//dgcE//gspJ//yfeX//hisP//
GO_0007062_4	cusA//ygjR//sdaB//aroF//
GO_0007154_3	yagG//tauC//rna//hslO//trmD//minC//flgJ//serS//gyrB//iap//yehZ//rsmG//nlpD//bioH//sbcB//ybgQ//hokB//cyoE//glyA//actP//betT//ycaO//tktB//aas//hybD//gsiC//yjcE//tnaA//recJ//flgE//trpC//mreD//der//nadK//iclR//yqiJ//yedL//yhfS//yhiM//cysB//yraK//rpsJ//sbcD//cydD//pepB//yohC//aaeA//cpxP//dcuS//eutA//mtr//adeD//lsrG//yjjU//uxuA//
GO_0007155_3	selD//smpB//ybfE//yciE//argK//recO//yqeA//uxaB//ampD//fiu//ypdF//nudC//ydhQ//dosP//yccS//yfdO//acrD//xanP//lpxL//yohC//acrF//yggD//yebS//yehA//metN//mlaC//yjhP//ettA//hofP//yieF//infC//acrD//ynfH//tabA//mhpD//
GO_0007163_3	fecC//
GO_0007165_3	rclR//paaX//ycjQ//baeS//ugd//rbsR//mtgA//fdnH//ftsP//rplA//pagP//dgcZ//glmU//apt//garL//alaE//argD//rplT//idnD//yehD//ydjJ//ubiC//leuC//nanR//argA//glnQ//yebG//feaB//metQ//zitB//mlaE//pheS//lptA//trmB//purL//katE//mutT//rpoH//dapB//casB//yecS//torI//fumC//hipB//frlC//mlaC//priB//cusF//umpG//bglX//trpL//hokE//sbcD//rpsD//tqsA//rzoD//yieK//ackA//tar//ydaC//
GO_0007166_4	rplE//tldD//yfeD//ygbM//
GO_0007215_5	envY//yajO//nei//tas//
GO_0007231_4	azoR//
GO_0007234_5	yidP//
GO_0007267_3	hybF//glpX//
GO_0007346_6	yoeE//rplD//cyaY//
GO_0007584_4	mtlD//ilvL//etp//glpD//
GO_0008033_9	clpS//dgcN//ampD//rffG//casA//zapA//narG//msrQ//ybhJ//yijE//sucA//frmR//yrbG//alpA//arnD//ggt//pgl//xanQ//yraI//pckA//aroL//yfcQ//sbcD//glpR//yafQ//ibsE//uhpC//hofO//elbB//mnmG//hisD//rnr//yfcG//fabB//murA//msrQ//ybiX//corA//mppA//atpG//ffh//qseB//pgpC//rraA//yggX//rhlE//rlmJ//yedP//dxs//rhoL//rnhB//arnB//pdhR//nuoF//mscK//argP//
GO_0008104_4	yjcS//gspE//pstC//fimD//yggE//ispA//cdaR//alsK//ribA//ulaG//fis//yadC//eutN//pepB//nhaB//bioA//uidR//yiaO//add//rihA//ynfK//frlC//asnA//ftsK//bioA//etp//dapD//ydiO//srkA//acrE//mdtG//yafQ//phoU//yhcD//yhcH//msrB//ydeT//kdpB//ppiC//tatB//paaB//ribC//adk//sufB//lldD//glcA//putP//gcvR//yfeW//
GO_0008156_8	hldE//oxyR//yfjR//yhdZ//waaO//frc//
GO_0008202_5	ccmH//
GO_0008206_5	ampD//
GO_0008213_7	rbfA//xylG//raiA//rarD//sbcC//ppiA//mnmC//recB//
GO_0008216_5	lpd//rfaC//zur//
GO_0008219_3	soxR//rhaR//ptsI//rpoA//galR//hybF//ribB//ydiP//hemC//lolC//murB//viaA//guaA//hemH//entC//
GO_0008272_6	lysR//mgtA//rhaS//yifB//nanK//ghoS//waaJ//
GO_0008295_6	yjgX//rodZ//atoS//
GO_0008299_5	glmU//sufA//citT//yhcN//cpdA//orn//
GO_0008360_4	gapA//torC//leuD//hypA//fimB//xdhB//puuP//yigB//mepM//cmtB//acpT//aroG//thrA//ribD//cysN//phnG//
GO_0008361_5	rplJ//tig//bisC//malY//tcdA//
GO_0008380_8	yhjD//
GO_0008610_5	ldtC//ubiC//tsaC//ubiA//yqcG//yagG//moaB//ldrB//bcsA//yrfG//norV//ldrA//mrp//pstC//degP//pgpC//zapA//yqiI//thiH//serC//cnu//aaeA//frvB//rclB//spy//tldD//dcd//nepI//citE//nimT//yhjA//rhlB//pyrD//gdhA//sugE//intS//pyrH//ariR//sdiA//glnA//yjiM//hybF//hyfA//mutT//sapC//tdcF//gpt//yrdA//serB//argH//yjaZ//ykfI//purU//ydiF//yqeA//appY//abpA//ettA//ompR//gudX//manX//citE//gspF//etk//rhaS//guaD//yjbB//
GO_0008614_5	glnA//ybgQ//xylG//yahK//ssuC//bioA//moaA//
GO_0008615_6	acrB//mhpD//rpmF//ibaG//lon//ulaG//elaA//
GO_0008616_8	mrr//sucC//birA//agaS//pdxA//ettA//gspI//
GO_0008617_9	ybgI//
GO_0008643_6	phoR//nupX//pbpG//aer//proC//hrpA//wecB//xanP//pstS//lsrA//ygcR//pgaA//aqpZ//mocA//rsmB//rpoS//bglA//preA//clsA//ilvA//hemB//yceD//bamC//pitB//yqcG//rsmH//lolD//mntR//ispU//yfdG//fcl//yfcF//pgaB//ivy//alsB//ybiI//mdtK//rmuC//ilvC//pepT//nagC//fucK//nhaA//yhcH//argC//rusA//bipA//rpmF//napB//malQ//treC//chbG//frwC//rlpA//mtfA//iraP//fau//lldP//gabT//hemB//cstA//ybjX//aspS//yqaE//artM//narP//nuoE//ychH//uhpB//trmH//nuoF//fdhE//murA//frlR//livG//xapA//ydaN//murC//livM//rutB//nagD//nhaA//ubiC//srlA//fadK//folD//pbpC//glpF//nudC//yfeD//yaiW//cysG//hisQ//mltB//yhjV//ykgO//yjfP//acrZ//aqpZ//selD//ndh//cheY//hypT//ahr//ycjY//hscC//katG//garP//eutA//dhaK//yfjV//malE//accA//dnaE//
GO_0008645_8	ibpB//focA//gfcE//ndk//ybaK//fhlA//sufE//caiT//rhaS//livK//maeA//rnc//mscK//gadC//hrsA//ihfB//yihV//entE//phnM//torD//yghW//pabB//kduI//elfD//
GO_0008652_5	hiuH//fdx//ybgI//rbsA//waaZ//macB//rpmB//bepA//accD//yebQ//zwf//crcB//rimK//rpsB//cas1//opgH//yfiC//etp//essD//rpmE//araD//relB//secE//mgrB//pdxY//ybjC//trmB//ybcL//mdtB//fucK//yiiM//gcvA//tktB//nikA//ydiB//endA//araC//tsr//radD//lapB//yjjI//accB//cysN//dnaG//cueO//panF//ulaA//lysU//ahr//ybhD//yabI//nuoG//gyrA//yehD//pyrE//gltS//hybD//bamE//ycjY//nupG//ypdA//sgbE//aceA//nanR//iscA//yqaB//glpA//narV//malS//allD//pcnB//glsA//dppA//seqA//ppsR//torY//yjiR//yfaU//mdlB//galE//mgrB//atoS//hdfR//pheP//proQ//ttcA//artJ//dcm//rodZ//mazF//rclB//lacI//yhbQ//cnu//yqhD//hofN//mcbA//emrY//mlaF//ihfA//yaiP//pheT//idi//accC//aaeA//argT//ulaG//pcnB//yedP//relE//hofN//cmoB//sgcX//cyoC//
GO_0008653_5	ais//yhjG//ltaE//chbF//abgA//yahK//ybgP//maeA//paaH//ynhG//yfeO//yaiW//ulaR//
GO_0008654_5	yneJ//acrF//cysA//sgcB//srkA//fadM//glgA//mtlD//relB//arnF//cpdB//rplO//ribB//rffH//lgt//casE//ybcJ//dadA//ddlB//sufE//priC//rzpR//chpB//serC//nac//mlaF//oppB//ycaN//pyrC//deoA//ychO//yjhC//ulaB//dgoA//hycA//
GO_0008655_5	rluA//tabA//aslB//cdaR//yejB//aaeR//asmA//
GO_0009050_6	dnaJ//trmH//
GO_0009052_6	prs//clpP//evgS//csdE//yciH//iscR//mlaE//
GO_0009056_3	ubiI//aceF//ydfK//sfmC//folM//ydaV//aroG//ccmC//argR//ydiZ//flgE//ugpA//lolD//nfsB//ycjP//fdnG//hofM//recR//plsC//atpF//avtA//xylG//flgM//argD//msrQ//dcuC//kdpB//matP//hyaC//yphF//kdgK//dinB//prmA//higA//mlaC//modC//yfhM//pstA//ybfE//hicB//secM//dedD//ychH//ptsH//ascF//elbB//yohC//yjjI//paoC//deoD//kdpA//ttcA//alkA//nimT//intZ//actP//ghoS//yfdO//iscX//deoC//panF//lpcA//ybjL//tauD//lldD//hisC//nhaA//potG//ybeF//yidC//csrD//nsrR//opgD//fadE//treB//roxA//dbpA//add//aes//accD//acrE//nrdI//nagK//dsdC//ydeT//nhaB//atpF//dgoA//arsR//thiQ//acpS//nanS//speA//dtd//yneL//hchA//pmbA//pyrF//wzyE//symE//ygcO//ydjE//paaZ//bluR//ghoS//sbmC//cbeA//chaC//argB//leuB//dgoD//holA//hyaA//tbpA//cof//phnN//cmoB//dinD//plaP//dgcT//mlaD//alpA//yjgX//gntK//sgcR//appY//mrcB//ynjA//arcC//frdB//flhA//lptC//dcuA//yahD//tolA//amiC//mraZ//yiiE//flhD//rihA//ldhA//osmC//betB//alsA//caiF//ydiF//hypE//nanC//yhaM//hcp//yjfP//cpxP//acrZ//ybdM//hybF//sdhD//trmI//ulaF//ptsP//iap//ddlA//sdaB//slyA//yidZ//aceF//tadA//chbB//yehZ//yfjR//ycgB//priB//basR//mrcA//znuB//sixA//phnO//uvrD//yaiV//rplS//bioD2//ybbN//zwf//panE//hisD//lolE//sgbH//rpe//uspB//rpsO//dppC//yrdA//trmH//ytfP//phoE//rhoL//mntR//sucB//leuC//agaV//prpB//rplP//waaY//arnE//slyD//csgF//seqA//deoB//yihX//proB//fepC//gspJ//tusC//rcsC//sdhE//miaB//yigL//ilvH//yfaU//aer//ariR//speC//bssS//yojI//sohB//yiiM//sohB//lit//nirC//bglB//mdoD//nadC//wzzB//yodD//yhcF//atpB//malG//eno//aroL//rlmM//dacA//dinB//kdsC//recC//infB//uraA//gpp//pgaB//pdeH//hmp//entB//tas//mdoG//yhfS//tbpA//mraY//rpsG//narW//nlpD//yjjI//sfsA//insI1//tolB//pdeR//sapC//yieF//tmcA//sdhC//ynaE//ycbV//yghO//nhaA//serS//ffh//hemN//nrdE//potH//glcF//lexA//hycA//crr//opgC//opgD//araE//hisC//fhuC//ghxQ//ubiA//cyoE//caiD//lptD//yjjG//ynfF//frr//pdeK//ccmF//fadJ//glnP//sapB//uspF//tauC//shoB//yojI//cycA//cadB//yhcF//ycjY//rpe//arsB//yebK//phnG//feaB//ybcQ//ldrA//garD//abpB//flgH//fimI//nemR//nrdE//frsA//bioD1//lsrG//rep//uspC//tus//livM//agaD//flhE//gadC//uspE//dmsA//yhdX//kdgK//yihO//casC//ydiV//deoR//ygjH//gcvT//umpG//emrB//gatZ//envR//tonB//insI-1//secD//paaX//yneE//dauA//ynaI//iclR//nuoI//lspA//yciF//panF//rpmF//sixA//acpH//rhmD//narH//ilvC//dinI//sbp//ybiJ//flgD//rpmH//yccS//potD//fimC//clcB//mtr//ynfL//nrdI//yegT//gntT//thyA//fliZ//hscA//sgcC//ypdI//ttdB//ppiD//ftp//ilvH//ycbU//trpL//rfaH//mzrA//narW//frlA//garR//yjhP//rpsL//lysU//paaD//hyaA//artQ//yhgF//xanP//yhjV//yecS//iscA//purD//yqeA//ydjK//yidH//cydB//mqsR//eptA//menC//agaB//gadB//paaZ//pdeH//glnS//appY//
GO_0009057_5	cysW//bcsQ//nrdB//fdoH//rzoD//rplR//coaE//yibT//fabH//iscR//rcsC//mnmG//yigB//pepA//ppk//mrp//ilvC//ddlB//yciE//fetB//metE//araD//secG//yhcN//fucO//yhbX//pepD//secY//yciK//ribE//mobA//treR//waaO//sbcB//thiP//nikD//symE//tsx//purU//nudB//yidL//lysP//hofP//dnaJ//lsrA//dcp//alaA//dgcQ//rimI//kdsB//ubiF//hdeA//proA//pgpA//
GO_0009058_3	mtgA//dtpD//ubiJ//tadA//tar//ydcS//ddpX//pbpG//glnE//patZ//agaC//yfhM//rsmG//flhC//dnaQ//glyA//argS//thrB//entB//bdm//torS//tusA//modB//tdk//mmuM//ykfM//patD//caiD//rimO//trmH//xanP//trkA//ybcL//ccmG//yhgH//thiQ//nrfB//trpS//hxpB//rbn//lldR//corA//agaW//gltS//proX//hybC//yjaA//entC//nrfG//yjcO//rof//yihT//yghU//nagB//iclR//entS//trpL//hofM//flgF//ycfS//dgcM//ldtD//metH//frdD//rnc//slyD//yehP//kup//alsC//murI//rpsL//mnmG//cbtA//dsbA//phnP//trg//mug//sodC//narG//frmA//elfG//galS//yiiD//ynbC//cusF//nanE//oxc//ibsC//yihP//metH//ruvC//nth//yjiR//cusA//argI//ppiD//yagJ//phoA//surE//dicB//rihC//yccA//ybcL//glpA//rihC//gadX//nrdB//pntB//znuA//intS//opgB//rcnB//mqsA//yeaG//rnc//cheY//hycH//yebQ//dacC//rhaM//ydfH//priC//phnH//lsrK//rbsK//topA//yggF//yhdX//yjcS//fkpB//ycbV//yafC//mlaC//sodA//agaB//fhuC//adeP//poxB//cpdB//yaiV//fliZ//mdtE//dacD//infC//lysA//chiP//gspI//ybcF//ftnA//rseB//nudC//hyaC//npr//btuE//yqgB//yqjH//ttcA//zinT//glcD//yggN//yghU//torA//yfcQ//araD//rcsB//ynjA//ptsP//bcsQ//feoC//kdpA//lysR//thiE//rng//secM//betI//phnH//mdtI//fumC//ygcR//ybiV//gluQ//glpG//cmtB//rlmJ//ygaH//gstB//recJ//arcA//gcvT//yhcN//dcuA//narU//ispF//rssA//fklB//selB//tar//ibpA//gyrB//lpxC//yraK//yeaG//fdoI//hyfA//murI//actP//rhaR//gltL//soxR//yohC//erpA//ansA//ligB//bioD1//intF//tynA//crfC//betB//hisQ//alaE//hybA//pdxB//glxR//trmH//rplJ//pgrR//idnO//ahr//pgi//def//bglH//torY//ygjK//aroG//tatB//yfiE//rimO//pbpG//tig//ymgC//speF//curA//priA//ybgP//tolA//ygjH//yiaU//lacI//fur//srlE//yeiE//ytfR//hycA//frlR//recF//rng//narW//yfcQ//yehY//pfkA//insF-1//rplS//speD//ugpC//crr//udk//rlmG//yjhC//mglB//msbA//hyaC//tyrA//secG//mqsR//xylF//glnA//yagU//preT//fic//recB//mntS//prfA//prpD//hycB//cydB//wzzB//trpS//pdxB//ftsN//exuT//tsaC//galE//narP//btuR//ydfK//trpE//yhdJ//nrdR//srlA//ykgF//deoR//yihX//srkA//uhpC//mutH//patA//treA//obgE//ftsX//menI//paaD//yieE//iscR//pyrL//frmA//panE//caiE//hipB//ubiD//arsC//lysU//hflC//essD//leuS//purD//rlmA//cadA//yodD//ypdF//clsB//yjhH//lptC//paaK//mtr//ackA//mgrB//skp//yedL//rpoA//yqeG//puuD//nusA//fdx//ydbK//nupC//gmhB//dnaJ//zapA//dgcM//sfmF//ybaL//mmuP//gadE//sfmD//ptsH//galS//menE//fpr//ftsX//clpX//ilvD//aidB//mscK//hypA//argS//nuoE//yegS//mdtD//ppiC//aslB//lptC//gadE//mocA//dnaB//yfgI//ydeI//yihO//yggN//intA//cysW//garD//ulaG//hslV//rnb//ydiK//chbF//moaD//araH//ykgM//ptsI//uvrB//flgM//ribE//qorA//cdd//rseP//ssb//yfaV//tusC//dcuA//sgcE//nagD//kduD//nagA//yiaM//dacD//paaG//yagG//glcF//ilvA//tsaD//nagA//yieK//accA//purL//spoT//yaaJ//ybjL//phoE//purF//malX//phnO//fhuC//iscU//wrbA//yjjW//sgcA//trmA//pnuC//bssS//argG//yjbB//bioC//creC//ydhC//flgJ//valS//kilR//tyrA//glnH//yjjG//malY//flhC//cmoM//ubiF//ddlB//ftsA//mhpC//speG//cyaY//puuB//rfbD//wcaC//tdh//pheA//ampH//amyA//ypdF//ybhA//elfC//cstA//ddpX//yfcR//ybiI//yneE//fucP//ccmC//bcp//ppsA//accC//araC//accC//aroA//cmtA//ymdB//yhfK//macA//actP//metL//yeaD//tcdA//fbp//coaE//wcaB//ybgQ//hybA//lysR//rimO//thrA//tdcD//tsaE//ygeR//ygeA//tolQ//mntS//argB//nanR//gldA//treC//hflX//casC//aes//dapB//rhtA//yfcV//yojI//hslR//bamB//secF//mutT//yidP//nfuA//agaD//yeeL//yjiM//uxuR//ynhG//selU//holC//wcaJ//torS//dsdA//phoA//pgpA//asnA//opgC//yrdA//fucO//fadJ//hisQ//rsmF//yciF//narX//hipB//acrF//ymgF//yhhZ//mdlB//prlC//wzzE//lsrK//menB//pitA//setC//mrcB//thrC//phnN//gdhA//sapA//der//csrA//fdoH//yihP//csgA//ynhG//sspA//yjhH//allD//insB-4//pfkA//ybjN//chaA//ykfI//rpsT//agaC//yqhC//dgcT//napD//dcp//yqaE//sspB//elfA//atpD//tsaB//ygaZ//hscB//tilS//intZ//ybaL//fixC//nupX//yjfP//tqsA//yceD//zitB//ddlA//exbB//nfi//rbfA//waaZ//alsK//avtA//tktA//dsbD//yigB//glgS//ccmD//acs//adiC//rapA//rcdA//speE//ydiR//gudP//ttdA//csgB//comR//acrB//dcd//alsA//kdsC//tusA//cspI//hemD//plsX//yobA//nadA//fimG//recA//glmU//cysA//yjjU//fecA//mdtB//arnT//dsbB//ubiC//clpX//wbbK//cutA//hipB//agaB//pepB//hscA//insI1//pflC//ascG//rplC//sbmC//seqA//rsmA//bcsQ//eamB//bioF//uvrY//frvR//yidD//ycjW//asd//rhsD//zapE//yhhY//gadA//thrA//etp//ppiD//hpf//corA//cysD//gloA//hcaE//ydjH//yqhC//lpxP//cof//malF//blr//yfcR//guaC//lysC//purR//fur//mpaA//recR//msrA//accA//holC//rutD//ygfZ//hpf//hha//cadA//rfaH//hslU//agaC//rplM//potH//eutK//fimC//aceB//araF//rlmJ//pyrH//cusR//fimC//acpH//rutB//bioD1//atpD//fepA//dppB//dgcT//epmA//hrsA//yjeI//yfhM//map//alkB//dcuC//mtfA//hybG//guaB//aqpZ//proV//dnaX//rpsM//yahK//ddpA//eutD//rluA//cfa//rimP//ymjB//opgB//nrdF//dctR//dut//yhjA//tdcA//recB//arfA//ygiS//lpd//phnI//hofQ//aidB//sapB//wzzB//fdhF//rplT//yihW//nikA//ybjX//yneE//aaeA//yhiM//nusA//rnhB//hcp//surE//mlaF//bluR//ybaM//malZ//yfcV//fsr//tolC//tktA//tsf//ptsN//ybbN//skp//ydeM//maeA//wbbK//waaC//rimI//
