#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rpmB//ypdA//xylR//gltD//
GO_0010605_6	modB//fbp//proB//yjjW//rpoS//yhcN//sucD//kefC//fepC//trpL//cca//wecA//pgpB//pepN//yagF//sseA//fadA//gspJ//ghoS//entC//ybaT//sfsB//hcaE//hycA//yjhP//kdgT//ybiV//pyrE//yrfG//insB-4//csgG//pstS//fecD//recN//fliL//alaE//ubiB//aes//argP//frwB//dauA//crp//cyoA//sucC//ulaF//fdx//arcB//ispF//artP//yfaL//dnaE//bluR//sugE//degQ//clpA//lon//msbA//bhsA//hybE//rsuA//tnaB//galT//ompA//pck//ubiX//rdgC//katG//caiE//ynbB//ppk//zapE//solA//nfi//araH//yjiQ//pinR//dgcT//ydgA//alaC//yejB//atpC//yiaU//yqiH//exoX//pphB//ydbD//ygjR//xapB//fabH//sufE//rsmE//cyoC//yihS//ymfK//mdtA//sapD//dgoD//preT//norR//dcuB//uidC//pdxK//ompW//queD//ygbM//ynfH//trmJ//yidC//xylE//hisM//cusF//bamB//yiaL//lipA//rihC//dpiB//gpt//arcA//deoA//glyA//hisI//hofQ//norR//yhjX//tldD//purT//dapA//coaD//recN//bioD1//glnQ//artP//metN//dcuC//galS//lysC//torZ//rlmE//ycfS//yahB//djlC//rnb//ttdT//nuoB//
GO_0010608_7	lyxK//rpiB//pcm//hxpB//hslR//fimG//yadV//gapA//rpsP//flhE//aldA//ybhJ//zraR//agaA//mazF//pstB//hha//hslR//pliG//yeeO//yfcF//yfcS//uraA//cobS//zapE//yhaO//fre//rapZ//phoR//mrr//murA//bluF//csgD//waaG//yqiH//malG//dbpA//priA//rapA//rpmB//azoR//kdpE//nuoH//yjcE//
GO_0010628_7	rnc//pphB//wecA//flgM//sufA//ydiK//citX//agaC//ybhR//cspB//entD//fimB//yneL//cho//fdnI//torC//thrS//srlE//yiaU//araA//glnE//paaX//mprA//acnA//yciE//plsC//tolQ//msrC//dcuR//alaE//scpC//deoD//msrB//cheZ//fis//tsaC//yajL//yhbQ//ulaF//abpB//fixC//yghU//gabT//sapC//rclR//mdlB//aceB//glnH//ccmC//prmB//idnK//wzzB//focB//cydC//yphC//cusS//minC//cbrA//rplR//pgpC//rpsG//smpB//csdA//glgP//curA//wzzE//hisD//sbmC//ahpC//ddlA//gyrA//bcsA//yoaA//phoR//yeiE//rzoD//rhaR//cysN//ynaI//msrQ//ulaE//cspI//speG//
GO_0010629_7	ydfK//lplA//leuA//ybaT//rlmB//artI//prfA//torA//yaaU//rpnC//ygeR//oxyR//phnN//yabI//gluQ//yhcF//yciV//panZ//pinE//oxc//hslJ//yafO//mrdA//prkB//gabT//rsmJ//rpsR//pabB//apt//acpH//lpxM//mtn//fimG//eptB//leuD//ybdM//fadL//malG//yneE//ribC//sufD//pflB//ycgB//cysH//ssb//pflC//uidA//mscL//eamB//yehC//mdtD//ytfP//yihX//fimD//eutB//lpxP//trkG//yfcU//soxS//ybcM//yehB//yhcD//cyoA//mraY//yjhI//caiE//yneE//phoR//waaG//hybO//gapA//dgcZ//yqjI//bioH//bfr//lysU//entD//fhuD//araF//gatY//fbaA//slt//torC//entH//waaJ//epmA//ansB//fepD//eptA//ariR//cysM//rimK//yphF//cspE//adk//lolD//ubiX//mutL//ubiB//degS//clsC//yagE//yfeW//pdhR//potA//srlD//ynhG//mreC//rimM//tatC//yahK//putP//waaF//sapC//dhaR//rfaF//lptE//gabT//oxc//mdtK//lpxT//recJ//emrB//rraA//yehZ//ydjK//yfeR//ydfH//
GO_0010638_7	yciF//rimL//
GO_0010639_7	idi//glgC//dinQ//
GO_0010646_5	kdgT//
GO_0010648_6	ybcL//
GO_0010675_6	nrfD//gadE//recT//rsfS//prlF//pyrE//
GO_0010676_7	rcsA//wcaC//
GO_0010677_7	bglA//
GO_0010699_4	rfe//gltD//
GO_0010810_5	feoB//dnaA//
GO_0010817_4	aaeB//flgJ//glsA//hcaB//ttdB//dapF//ydaV//fimZ//yidZ//pflB//prpC//rnc//ypdA//mhpA//
GO_0010827_7	rmf//
GO_0010829_7	ypjD//
GO_0010876_4	scpC//
GO_0010906_6	narZ//tdh//
GO_0010907_7	tauC//
GO_0010911_5	ubiX//opgD//ygeX//
GO_0010921_6	ydfH//thiP//yaiP//cutA//
GO_0010941_5	eutA//
GO_0010948_7	glpD//rpsB//
GO_0010951_8	pdxB//gapA//
GO_0010962_7	acpS//sthA//
GO_0010966_8	srlB//
GO_0010967_6	lysP//
GO_0010974_7	yfeX//
GO_0012501_4	wecC//galR//rhaM//yceO//hicB//dauA//ybjN//bioH//ybaM//malQ//rapA//rplI//rarA//
GO_0014070_5	opgB//ttdR//
GO_0015031_5	thrS//yiaA//lpxM//hcaT//yohD//brnQ//cmtB//mhpC//hflX//deoR//yfaL//ydeP//raiA//melB//mobA//codA//lldP//lolD//rclB//tsgA//casD//pntB//proA//fkpA//yeaK//dsdA//dinG//rzoR//rimO//hdeB//fhuF//sdaB//ygiW//uvrC//rsfS//chbC//manY//nadC//astB//cusF//qseB//
GO_0015074_6	eptA//nirD//frlA//pspA//uspB//fadB//fau//
GO_0015628_5	xanQ//yhfS//acs//rplF//araC//
GO_0015669_5	rsmI//
GO_0015670_6	idi//
GO_0015672_7	ybdH//rluE//ulaF//oppA//ybjI//atpB//crp//fepD//galK//narU//bfr//rpsP//prpC//macA//ygaZ//fetA//trpS//arsR//hslR//ybiY//scpB//pstS//alsC//tolR//gltL//speC//bsmA//aroP//clcB//gloC//yphB//cysQ//cra//thrL//ybfA//aldA//waaS//arnF//hldE//motA//rep//cbeA//eutD//
GO_0015673_9	yciT//
GO_0015675_9	yagI//dcuS//tgt//yfeR//nikD//mdtB//gltB//rlmB//
GO_0015679_10	ygiS//yddA//
GO_0015682_8	rplP//gadE//lsrG//sstT//ulaE//nikA//casE//cpxP//frwD//rlmF//gabT//ydbK//
GO_0015684_9	yhfS//atpD//araD//yobA//fimZ//
GO_0015685_8	leuA//pyrD//macB//rclC//hscC//hflC//
GO_0015687_7	nadB//rho//bioD//nrdD//
GO_0015688_6	rsmJ//lgoD//hyfF//hmp//tdcE//patA//rpiB//fadI//rnlA//poxB//oppA//rsmI//yhaJ//ulaB//ihfB//purF//yegT//glpA//
GO_0015689_8	fimD//bdm//cyoC//
GO_0015691_9	marA//speB//hxpB//yfeX//
GO_0015692_8	glpK//
GO_0015693_9	epmC//eptC//
GO_0015695_6	lhr//fepE//ihfA//yedP//alkB//fliM//crr//coaE//feoB//ftsH//pepT//hisC//rhaM//holE//sbcC//csrD//pgi//prlC//tqsA//murP//yadC//pitB//rcsC//ariR//sapD//mscM//narY//cusF//citT//nhaA//
GO_0015696_6	abpA//agaS//waaS//ymdB//gsiC//opgE//miaB//lsrG//pgi//argB//cusB//ibaG//glnP//gatC//cyaA//coaE//insB-4//lysP//cysA//insE-1//rpoD//rluA//ybcQ//rpsH//ygfZ//purF//pflB//yejF//hybF//bglH//allD//
GO_0015697_7	hipB//caiT//yhdX//macA//asnS//dmlA//arcB//puuR//yhjD//ybhJ//asnC//dapD//narQ//
GO_0015698_7	malX//dctA//hdeB//ynfL//cpdA//uvrD//ilvA//norR//slt//ybdH//rhaT//rfaG//ycdY//kdgT//yebZ//lacZ//yphF//yajD//bcsA//pbpG//dcp//lacY//tyrA//araF//tsaE//ymdB//nepI//fucO//flgA//dcyD//holA//uspE//argP//radD//sgbU//tsr//minD//fimF//phoU//panF//rna//
GO_0015699_8	yafO//
GO_0015700_8	lsrB//nusG//
GO_0015706_6	glyS//yhbY//elaA//
GO_0015707_6	bepA//endA//rzpR//ung//rhaS//trmD//
GO_0015709_6	mltF//
GO_0015710_8	cobT//ycbV//
GO_0015711_6	rfaD//sspA//envY//entB//rlmH//sixA//rpsB//waaS//potA//pheA//cysK//ycfJ//ldtA//aroK//accB//opgB//yaiP//deoD//rraA//ilvE//napC//infC//kefC//iraP//panZ//lon//pbpC//gatC//pitB//ilvH//sgcR//yobA//gcvT//acnB//gltS//brnQ//araA//narX//hcaR//aqpZ//ompL//chiP//rssA//aroD//ydeO//menE//thiD//rhaS//ihfB//rutF//tusA//rplT//yjbF//crcB//fryC//cpxA//dcuB//alaA//def//rihC//hslU//pepD//aceF//arnT//ybeQ//trkG//entB//flhC//paaK//yggX//cheR//yciE//rnd//sapB//phnL//ydjJ//marR//ratA//nrfD//mngR//rseP//hyfF//ykfM//fepA//rcsB//ribF//ybiX//focA//leuB//ispF//nanA//ilvN//cedA//lldR//yibF//mdtF//narV//ebgA//ybjD//pyrB//yidA//yhfK//trkG//frlB//norV//ilvC//dmsB//hemB//envC//azoR//rimL//pgpA//curA//ftsH//mdaB//xthA//tatD//lon//hybG//fadB//ulaG//ghoS//ybdG//dnaQ//vsr//orn//envC//rcnA//dmsB//ubiE//uxuA//rzpD//ynfE//ulaE//yjiM//ftsH//dusB//ompN//ccmF//fliL//elaA//gntK//guaD//cheZ//
GO_0015712_7	bluR//
GO_0015718_8	ybjI//dicA//evgA//aidB//waaQ//bamE//coaE//znuA//melR//trpE//plsB//rlmI//cynX//flgI//elaA//rplC//yohC//ibsC//mutM//rcsF//pagP//queF//rlmG//sgbU//
GO_0015721_7	tdcA//elfD//
GO_0015724_7	queC//insI-2//mtr//
GO_0015726_8	ycjW//
GO_0015727_7	mreD//hycB//
GO_0015733_7	yagF//
GO_0015734_6	idnK//ribE//caiE//
GO_0015735_8	recX//
GO_0015736_9	miaB//
GO_0015739_7	waaB//
GO_0015740_9	amiD//uidA//gltS//gstB//speC//cydB//yfbR//lacZ//elyC//
GO_0015741_10	cpsG//yoaB//
GO_0015743_10	pdxB//
GO_0015744_6	nrdD//carA//mhpT//
GO_0015747_6	flhD//
GO_0015748_6	btuD//aroF//ymgA//yoeB//pspD//rpsG//thiE//dgcN//trmD//lpxD//thiC//malK//yhcN//fumA//fimA//
GO_0015749_7	potD//yhfS//rpe//dcuS//fes//yjhH//miaB//murC//yphB//asnA//puuB//casA//fruA//htpG//birA//rpmJ//pcnB//clsB//nagD//tusC//bamA//rluB//argR//setC//alpA//elaB//cydC//bsmA//hisC//arnD//hisS//frlC//hicB//tcyP//ykgF//rnr//decR//higA//menF//tolA//glyA//dgcE//rimP//nupX//eutA//
GO_0015750_8	secF//ftsZ//fabZ//ynhF//mukB//tyrS//yajL//rplW//yfcP//mdtE//prpB//zraS//rbbA//
GO_0015751_9	yihL//pepT//ilvH//ydgA//rpnA//panF//
GO_0015752_9	waaB//holC//scpB//cysN//ppiA//aspS//
GO_0015753_9	mzrA//alr//yehT//
GO_0015754_9	btuF//mdfA//opgD//
GO_0015755_9	gstA//rbfA//tus//yqiJ//dmlA//zipA//gsiD//nikR//livM//ribA//oppC//
GO_0015756_9	murP//dnaX//
GO_0015757_9	yqiH//cpxR//zur//hrpA//sdaA//ulaD//ung//
GO_0015760_8	cdd//
GO_0015761_9	rsmB//glgC//yhhZ//
GO_0015762_9	speA//
GO_0015764_7	greA//kduI//flgG//csrA//
GO_0015765_8	kdpF//csgA//tbpA//argG//
GO_0015766_8	yjiY//flgF//rbsB//pstB//cbl//nirC//murP//ghoT//glgB//yecS//gppA//yjbE//sad//ydcZ//
GO_0015767_9	uvrC//ydjL//guaA//astC//
GO_0015768_9	ftsQ//yjtD//bepA//narP//greA//ubiF//
GO_0015769_9	phnH//
GO_0015771_9	prmB//ghoS//ubiX//serA//
GO_0015772_7	nanE//pitA//bglB//ugd//ynhG//arnD//dsdA//flgD//rapZ//azoR//rfbC//elaB//panF//exoX//rpmF//gntK//alsK//
GO_0015774_7	mscM//araF//dkgB//cecR//mltG//mntS//
GO_0015778_7	mutH//
GO_0015791_7	ygfX//opgH//ubiI//cydA//phnH//recG//mcbA//ybgI//
GO_0015793_7	pth//yraJ//
GO_0015794_7	ttdA//hisS//yahD//yibA//fliA//
GO_0015795_7	yraI//
GO_0015796_7	waaG//moaE//lsrC//fimF//
GO_0015797_7	rnr//pspC//
GO_0015800_7	acrR//ivy//cysE//phoE//
GO_0015801_7	yfbV//sanA//poxB//setB//leuO//msrP//ndh//dgcN//
GO_0015802_7	borD//aroK//argC//zwf//gatZ//sucC//menB//
GO_0015803_7	rspB//gspJ//lgt//ydiP//gnd//tcdA//mltD//flgH//rpsB//codA//fur//
GO_0015804_7	yebS//thiQ//surA//pgk//grpE//ybcJ//uvrA//rraB//yiaL//asnS//ycjD//djlC//hybC//hprS//alaA//amtB//yiaT//yidD//ftsI//elfA//wcaC//fruB//mlc//gshB//mnaT//galR//kdpC//yigL//ydaC//fdhD//ftsI//cysA//yadC//
GO_0015806_6	ulaC//
GO_0015807_7	ydhK//shiA//waaQ//tdcR//rhlB//yddA//satP//yneE//mrdB//yacG//napA//fadH//srlR//zipA//yhcN//ycgB//pgaD//mprA//mnmC//rclC//mngR//rne//mdtG//yicJ//modA//waaY//gmk//ldcA//phnH//sfsB//erpA//xdhB//cysK//yhjC//ygcW//yhcN//aroA//rpsO//
GO_0015808_8	accB//rsmC//
GO_0015809_7	potD//sfsA//msrC//gpr//rnd//intQ//
GO_0015810_8	ilvI//ygaZ//
GO_0015811_7	trg//htpG//csiR//mlaF//gltP//
GO_0015813_6	fbaA//argG//recE//
GO_0015814_7	glpC//
GO_0015816_6	torI//
GO_0015817_7	arsC//
GO_0015818_7	dapF//cbpM//nuoH//dnaT//kefC//lolB//mntR//
GO_0015820_7	rutR//hflC//purC//borD//yghU//alaA//pgaA//glxR//nuoE//
GO_0015821_7	fimI//yfeW//mltB//nikD//ybdN//
GO_0015822_7	mepH//alkB//
GO_0015823_7	bamB//yihV//yeaE//paaK//ldcA//yhfS//grpE//
GO_0015824_7	nuoM//ydcS//
GO_0015825_8	nac//
GO_0015826_7	ribC//trmB//hybC//
GO_0015827_7	atpD//pykF//rpsT//
GO_0015828_7	ycbB//frr//
GO_0015829_7	cysB//tufB//htpG//aceA//ahr//argR//fimI//yeiG//fadJ//
GO_0015830_7	cspE//malZ//nemR//
GO_0015833_6	nrfB//sbp//qorA//ribE//nrfD//panZ//yoeB//cecR//ldtA//rhaB//xylG//hupB//envC//ftsN//xseA//hofM//dcyD//creB//insH-6//asnA//nimT//rzoR//sbmC//rhaT//lysC//rfaQ//dppB//hicB//glyA//rplT//mhpR//livH//acnA//trkH//mltB//ygjK//cheA//prc//yfbV//rhaM//fumA//glnL//lsrC//cspI//perR//obgE//yeeJ//yfdK//ada//opgH//yeeL//sufC//deoC//yehB//aceK//mntH//nupX//fabI//betI//glmU//glrK//gadA//adiA//hcaD//narZ//yiaJ//tsaB//atpH//ydaC//puuC//ytfT//uspF//fliK//acpS//sucB//lrhA//rfbB//fdrA//
GO_0015834_7	yhhY//rsuA//gsiA//wza//rpsP//
GO_0015835_6	sdhC//mreB//purA//xseB//
GO_0015836_7	lgoT//ftsQ//hipB//
GO_0015838_8	rluE//fieF//tktA//mntP//cueR//lamB//mdtE//prpB//ygdG//manZ//nrfE//rihC//insB-4//
GO_0015839_7	thrL//
GO_0015846_6	yhcD//glrR//yciV//ybfE//metL//trpC//ghrB//dgcF//lgt//proC//tufB//yfaV//glnB//aspC//nemA//rpmB//ccmD//
GO_0015847_7	yebK//rpmC//dgcN//gadE//dgoD//gshB//ribC//ghoT//hdfR//nagZ//raiA//lpoB//pmbA//ulaD//yneE//
GO_0015848_7	nei//fadH//flhC//ybeF//casD//hyaA//
GO_0015849_6	arnB//yibF//mdtE//cueO//eutN//nrdF//metG//pstB//fixB//yfiC//rplM//treR//cueO//ghxQ//ygjK//rpsN//crp//rcsF//rpsM//gshB//kbp//yecS//opgG//yhbQ//napC//rhtB//purC//smpB//valS//napB//gadX//pepD//acrE//nudG//glgC//ydeE//csgG//purB//dppD//pgl//hisG//appY//ddpX//ybeQ//hldE//livM//purF//yajR//nanA//hupA//cmtB//ynhG//yehT//hypB//yqeG//rzpD//bcsA//rph//insK//csgD//torS//alpA//phoQ//ssuD//mltG//poxB//yiaT//bepA//ybdR//yibA//setA//fadH//hybC//nadA//yhfS//zraR//fepA//pldB//mhpT//sixA//iraP//yagF//ndk//ydcZ//tolR//ybcJ//dsdC//ilvL//dsbG//dgcT//yajQ//rhoL//serB//pphB//baeS//tomB//amiA//flhC//fucP//eamB//ompL//rfbC//ypjD//fryC//insE-1//dnaE//yfdR//yeeA//rapA//rplF//deoB//cydD//oxc//parE//nanC//
GO_0015850_6	yifB//bhsA//ada//mltC//srkA//yeiE//moeB//yfdK//ileS//csiD//ydfK//cbeA//ydiP//yqaE//purB//yhdH//dppC//murA//pncB//fruB//pphA//ybeF//cadB//
GO_0015851_6	eutN//fdx//tatA//hypA//yggX//betI//yhcD//yigB//efp//yfdK//gsiC//yjcS//
GO_0015853_8	radA//ybhP//
GO_0015854_8	mrdB//xthA//
GO_0015855_7	hisI//bioH//casB//
GO_0015856_8	ais//
GO_0015857_6	ilvI//yfjR//
GO_0015858_7	hupB//oppA//yciV//yhjR//ccmF//hscC//ybhP//yibF//ydhC//
GO_0015860_7	hybA//metF//
GO_0015861_9	ldtE//rplL//
GO_0015862_9	dgkA//alsC//
GO_0015863_8	kdsA//
GO_0015864_8	proW//fis//
GO_0015871_6	katE//ftsA//ilvC//fhuF//roxA//
GO_0015878_6	rhsD//
GO_0015879_9	glpC//
GO_0015882_7	patZ//gntU//entC//
GO_0015886_6	xylR//ypjD//amiA//alaE//tamA//prfA//bioB//glpK//pdeH//
GO_0015887_7	treR//
GO_0015888_6	yaiV//
GO_0015889_6	ldhA//ispB//tisB//glnA//nadC//cof//rluF//
GO_0015891_6	mscL//glcD//rhmR//rsmE//ynhF//xylG//mdtK//hflX//folC//pgaC//rhsD//nemR//rhaM//rlmB//ppiD//
GO_0015893_5	mdtK//sulA//ygdG//sfmC//mcrA//btuE//tqsA//zitB//tktA//cyoB//ulaF//nusA//decR//rpe//nhaR//hupA//hybC//degS//paaG//frlA//yqiJ//tsaC//allC//dnaN//uof//yjiQ//livM//waaG//rcsC//queF//ribA//ndh//yagE//cysZ//ygeA//dmsA//csgE//yihR//mscS//ppiC//mhpT//sgrT//ftnA//ybiH//minD//ydiB//casA//ubiD//dicB//yiaJ//elaB//ortT//xisR//fliA//glgS//cueO//yjiR//pgpA//metK//btuC//eutA//udk//ihfA//gyrB//scpC//bhsA//paaA//rplT//ygcO//cspB//ygiS//lgt//yehZ//yfgJ//ftsN//yrfG//tehA//aspA//rpsS//potA//ygbL//rplX//ilvH//ispG//hisS//pepA//ynjA//nuoN//arfA//wzc//lapB//yraN//lpxH//torS//rzpR//tgt//ygiS//
GO_0015906_6	hda//mdtM//sodB//chpS//lacZ//
GO_0015908_7	lpxB//mdtC//
GO_0015909_8	pdxY//
GO_0015912_8	abpA//
GO_0015914_7	leuC//ilvI//nuoL//wecB//proQ//trmB//oppC//
GO_0015920_7	yfaV//yphB//yehW//ssb//yiaJ//ilvD//murQ//soxS//menA//
GO_0015931_6	gloA//adhP//sbcD//aroF//tusD//ygdG//rbbA//ynaI//dsdC//ade//mrr//dapD//
GO_0015936_6	nadD//garR//rpmJ//mlaC//
GO_0015937_7	phnG//hupB//rhaM//uvrD//
GO_0015939_5	pspF//ligA//rcsF//abgA//yidQ//
GO_0015940_6	lpxP//lysC//pgk//ydaN//fabB//
GO_0015942_6	hinT//yebK//dkgB//cdgI//cyoD//ulaR//rcnB//ompL//ymfK//
GO_0015944_4	yjbH//nlpD//fryC//mcrA//proA//yihR//yfaX//
GO_0015949_5	mcrA//hisS//fimB//elfA//entF//uidR//folM//galT//nuoM//dusC//fes//barA//fadD//rpoS//proS//ydfH//nagK//dmsC//bglX//mocA//fecD//ynbD//yihX//nikC//
GO_0015950_6	hcp//gstB//ogrK//
GO_0015951_7	agaC//tolB//
GO_0015968_6	narY//
GO_0015969_8	rhsD//tcyN//
GO_0015980_4	ung//mrp//fepG//hflC//spy//mdtJ//znuA//hisP//yifB//cadC//torA//fucA//hisH//dtpA//pnp//galS//yphB//lolE//panE//ompC//ygfZ//coaE//sapB//syd//pabC//ybjL//ycaO//csgF//pitB//rbn//evgA//waaH//aroB//trpC//yddL//trpB//potD//menF//pta//rusA//umpG//napD//yhaJ//ycdY//glnE//selB//oxyR//ais//cysW//cho//wcaB//cas2//folE//tyrR//clpX//dhaR//yjgX//lpxP//lacZ//mntH//puuP//yijO//tamA//hslR//ynhG//rlmM//cspA//cdd//yghU//hypF//envZ//cbpM//ldrD//rbsK//ydiV//glpG//yfcA//gpmA//coaD//adiA//clpB//yfbV//dhaM//ihfB//cusS//malF//
GO_0015985_9	lpoA//exoX//rfe//nrdE//
GO_0015986_7	folD//sapA//truC//rihC//
GO_0015988_9	tynA//gsiA//clsB//satP//thiL//ynfL//sgcR//recD//
GO_0015990_10	smpB//solA//insB-2//glgX//pyrD//deaD//folC//ccmA//
GO_0016024_7	aroK//
GO_0016032_5	secD//arnT//bepA//ubiX//tig//deaD//rssB//nirD//ubiE//yajQ//ppsA//envY//trmD//dhaK//livH//prpC//prpC//cysK//
GO_0016036_6	ulaR//asmA//rluA//hokB//yigL//mfd//
GO_0016042_5	uxaC//flgH//argA//rplP//rcdA//rluE//thiH//yfgJ//ibsB//prlF//nuoL//abgT//gntR//ycjW//torY//yiiM//cptB//skp//wzb//yedX//pabB//ymfA//yhbY//pheT//
GO_0016043_3	ybdN//afuB//pyrL//amyA//azoR//moeA//ydjL//ydjK//asnS//phnK//ybdN//glpD//lipA//amiD//yhdX//yghB//degQ//fucP//rhaD//ppc//yeaE//pncB//bssS//yjhP//yebC//pfkB//abgR//lsrA//nirB//kefF//ybcJ//dedD//pncB//hrpA//yohD//gcvP//clsB//ldtC//ddlB//cusB//yjiX//pitB//preA//ydcM//yrfG//sfmC//malE//arsB//mazG//pstC//srkA//atpD//yciF//yadV//yhjB//astC//mutY//ribB//ybdG//xthA//mliC//hprS//mscM//cusC//gltB//bssS//shoB//dapD//fadE//yjjB//rluA//uhpT//gadA//mrdA//hiuH//cobC//ugpC//tdcE//yfaV//rplB//zwf//ynfH//dctA//cpdA//bfr//insI1//yedA//rplX//eptC//atpD//nrdB//xylR//smrA//ulaG//insH-6//rnd//fnr//cspA//truD//nrdR//ldtA//acnB//phoU//mrr//rpnA//ybcJ//ydbK//htrE//glnL//ybhJ//pgaA//hokE//mdtG//ycfL//araD//ybhP//satP//atoC//gstA//pyrE//cobU//opgD//hyi//atpA//ytfP//metE//mak//ydiV//dapD//sufD//potG//yhaJ//hexR//leuB//dppF//ribF//folE//waaO//aspC//rlmE//hisA//ybjG//pnuC//garL//ccmA//fadL//nrfG//era//abgB//opgB//pta//mdtF//tnaA//yhjV//gapC//pdeF//mmuP//recQ//fic//tbpA//cysA//dhaK//yiiM//pbpC//tgt//ynfE//rutR//ilvE//rlmJ//gcvT//cyaY//yjbB//yggP//ubiE//lgoT//ftnA//murE//zntA//lpxL//coaA//aidB//yhjC//rsmJ//glxK//soxS//yebS//ddlB//yraJ//trkG//ybjD//nagB//melR//amtB//fliL//yfdS//dgcZ//gutM//frdC//wzc//elfA//slmA//dgcZ//fiu//hofC//cbl//sfmD//rpiB//bisC//yhjX//rplR//
GO_0016051_5	argB//yaaU//ygbI//leuO//fimB//sad//insA-2//iraD//aspS//ygjR//sfmF//dedD//fliS//torC//rsmF//hofN//agaV//yihT//rhaS//agaV//panB//pyrL//degQ//znuA//rlmF//livK//fnr//cobS//osmY//murG//csdA//yghW//waaZ//nrfC//kdsB//mltA//yhbQ//sdaA//flgJ//tehA//argE//ribF//ppk//yehP//pstS//csgE//proW//cstA//atpD//yjjQ//pldB//crfC//cysQ//ibsA//nupX//yfeD//rpoA//eno//gudD//dcm//aes//rpe//rppH//yfeD//setC//rnlA//yeeY//speG//opgE//mngB//dgoT//dcuC//gltP//cysM//dgkA//yneJ//talB//ybjL//paaH//pinQ//ydiF//frlC//eutA//eutB//yjjB//gpt//nagZ//ydcM//cspG//srlR//entF//ycjW//ybbW//seqA//smrA//ampE//trxC//exuR//yadC//mgsA//ydbD//lolA//gutM//
GO_0016052_5	clsC//yihL//tmk//dgoK//kdpD//hisA//ybiA//oxyR//cvpA//yghG//lacI//fieF//yraK//mscL//sbcC//intE//pheT//cheW//radA//yafN//uvrD//lpxD//bdcR//elfA//ykgO//hxpB//yaaU//cysM//rpnB//ushA//yiaM//uup//tpx//adhP//nrdR//gpsA//lysO//hypT//dinD//ybfA//thiH//gpmA//malS//lit//mltC//potG//rutE//lptB//yfcG//ydaN//yehW//ybhJ//raiA//mreB//nuoF//gntK//trmL//yjtD//ibsA//argF//mlc//ubiI//citT//glnA//dcuR//sfmF//sfmA//srlR//potI//tsf//moeA//aspS//ygbI//cysM//yrdA//folP//xapB//frlR//idi//hypF//xisE//rplQ//entE//atoC//ptsP//frdB//ahpC//glnE//asnC//zapD//icd//mntP//ddpA//xisE//ycjP//tar//dosP//hemH//rpsP//bglJ//phoP//otsB//queE//paaZ//selD//oxyR//metF//intQ//hyaD//rraA//glnE//dsbD//dmsA//ypdA//rffH//
GO_0016053_5	nmpC//kilR//yggN//hlyE//lysU//frdB//chbG//btuD//yfaL//sfmF//mreB//fur//trxA//yfgJ//tdcR//yqaB//lrp//atoC//atpG//narZ//lldP//rimI//emrY//potI//secM//cysH//frvB//prpR//aqpZ//tynA//ybhS//rimI//dmsB//zapA//casC//holD//pepN//glnD//glnP//hslJ//entE//iraP//surE//fepE//aroH//yiiM//trxC//recF//ispB//ldrB//hinT//fmt//hslJ//insA-1//wzc//cspD//basS//ihfB//msrQ//ymjB//yjiX//yfgJ//guaB//gcvH//yagJ//gspJ//cydA//ydcM//speG//gutQ//nsrR//hyaD//yqcC//mtlD//yadI//atoB//rseP//sgbH//cysH//cobU//tolC//deoB//yajR//rffG//yddM//yadM//opgC//xthA//oppC//rpmE//pabA//dapD//ybiS//rpoE//nemA//gltD//umpH//emrY//yqeF//entA//ogt//acnA//pagP//yjaA//elfG//allD//malF//parC//hemF//rfaG//dgcE//yahB//fbp//treC//ybdM//minD//nagZ//malK//pheS//rpmA//cdsA//yagJ//potG//bcsQ//lldR//yafN//ushA//cspI//borD//garR//dapD//caiE//metF//trpD//yggE//ibsD//rfbB//paaG//rutG//xylH//udp//yajQ//mcrA//rnhB//fkpA//dacA//znuC//yqhD//serB//umpH//adiY//uspB//cysZ//acs//thiE//sfmH//cpxR//cadB//frlC//casA//tgt//mlaB//mtgA//ybdN//selB//ydcS//gmk//pgpC//yibA//gcvH//maoP//arnE//ispB//garD//astB//yggW//yjhP//rsuA//selD//leuS//ygjR//slmA//trpR//yfeX//cspB//pyrG//atoS//uxaB//grxD//
