#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sdaB//cpoB//srlR//xylF//
GO_0009314_4	rhmD//phnP//trmO//clsC//rimL//rseB//panZ//cdsA//ftsK//tufA//rplC//creB//mdtL//rplN//ptsI//flgG//etk//cspA//hflC//greB//azoR//bsmA//pmbA//setC//treC//sapD//pmbA//puuA//higA//pgk//rdgC//lgt//rpsS//ydcI//yciV//emrE//higB//cysU//mppA//tauA//casB//manA//mug//rffC//pabB//yehD//bamE//rpsM//umpG//trmI//fryA//hisF//paaK//acrZ//gfcE//yidE//lsrR//rfaH//rplN//prmB//yrbG//trpR//rpmH//glnD//fryC//chbR//ybhJ//tig//ghxP//hipB//fixC//dld//nadA//fdnI//ydhC//uxaC//opgE//hinT//queD//hypC//nlpI//cysG//asr//cedA//yfeD//mtn//pgaB//yhhT//fadK//lplA//phnK//fimB//
GO_0009372_5	glyA//nuoE//cutA//
GO_0009394_6	hypT//ribD//acnB//ygeV//maa//xanQ//yohC//
GO_0009395_6	nuoI//
GO_0009396_6	cheB//trmJ//lipB//fimZ//pdeH//fepG//paaH//xdhB//tamB//lepA//araB//
GO_0009397_6	uvrA//nudC//
GO_0009398_7	zitB//
GO_0009401_7	rpsL//dadA//yrbG//phnG//lspA//ydbD//xdhB//potE//hycA//yjiR//putP//mdtI//mdfA//emrB//fdoH//rarD//sfmA//yihL//gadC//lptE//ycgV//dgcM//yfcQ//metK//asmA//yhjG//ulaE//gfcE//yqhD//fhuD//ssb//yadM//agaD//pepQ//nadB//frdB//purD//cadB//cusR//rraB//aqpZ//ravA//hofN//galK//bglF//tgt//orn//ymdB//basS//ydiQ//fadB//hofQ//
GO_0009403_5	treA//
GO_0009404_4	fucO//udk//mhpD//secE//puuC//ymdB//rfaQ//yccA//ackA//ubiE//bcsA//fumA//galF//rpiA//lexA//frdA//gloC//trpD//betI//
GO_0009405_4	eamB//pyrG//hscA//
GO_0009407_3	cadC//gapC//allC//ybiI//mukB//arsC//cyaA//btuC//fucP//yddG//cfa//rimO//ycfJ//ahr//tadA//murJ//
GO_0009408_4	rhtA//panE//bluR//yagU//leuS//entF//selD//yfhM//trpC//eutN//yfbV//nuoM//uof//hybD//glpA//nanE//ulaR//selU//proV//emrB//gluQ//nrdF//ibsA//aas//uidC//glgC//macA//yefM//slyA//fabR//idi//hupB//thrL//hsdM//proP//ccmF//uspF//waaZ//hfq//yebZ//pckA//glnS//yafC//katG//yiiD//mdtP//treA//pheT//yfcF//rna//ompL//menB//basS//nirB//kdgT//tamB//rpsP//narP//tcyL//npr//
GO_0009409_4	ispH//mcbA//rpsQ//tmk//yejF//ynaE//wza//ada//chbA//insI3//malS//yhhT//iraM//fimZ//hybC//hemD//nrdG//ebgR//
GO_0009410_4	mscS//
GO_0009411_6	waaQ//bioP//rarD//bglH//truB//ssuA//mutT//pdxA//yfcR//serA//cdgI//hcaB//dgoK//grxD//mcbA//hchA//
GO_0009415_4	pspD//
GO_0009416_5	murE//fliT//yagG//fecD//pth//dacD//paaC//fsr//asnC//cdaR//cspG//rna//yaiP//ygeX//zntA//lpxP//cydB//tauB//tsx//
GO_0009423_8	mltC//hyaD//rimM//tolB//
GO_0009432_5	metN//nanC//moaD//ssuC//fimG//metE//yjjV//nikE//rcnA//phnK//nuoM//accB//sdhC//murF//ulaE//hybO//puuA//waaS//cysP//nagB//artM//ycdY//
GO_0009435_9	frlA//nth//hslV//rhaR//eno//dtd//lptB//pabC//ompW//
GO_0009436_6	manA//cusC//cadC//ybiO//
GO_0009437_5	insK//lpxB//rfaF//priC//rpsO//bsmA//gcd//
GO_0009438_5	lolA//speC//kdpE//yjiM//yfdO//mdtM//cysP//insK//rne//dmsC//hicA//btuE//hycB//dctR//yciA//csrA//epd//nlpE//sspA//mdtK//rapZ//macB//garR//xapA//tilS//epmB//rffM//cadB//queC//yagI//
GO_0009439_5	ydjH//proW//rssA//
GO_0009440_6	abpB//yfaX//ydjL//
GO_0009441_5	trmI//cysS//ycaN//lldR//dapB//
GO_0009442_7	elaB//etp//aspC//ydbK//accD//
GO_0009443_5	mdlB//polB//modC//
GO_0009445_5	panC//agaI//dsbA//dcuR//ybhP//fliZ//recA//kdgR//brnQ//rplS//
GO_0009446_6	roxA//rseC//
GO_0009447_6	lldR//hslO//roxA//cpxP//ycbV//ispG//cyaA//hlyE//
GO_0009448_5	sdhA//fepE//rstB//melB//
GO_0009450_6	ndh//hdfR//cmoM//gudD//
GO_0009451_6	tehB//pabC//ychO//hexR//yihQ//gldA//bisC//ynfK//napA//trpGD//dtd//tehA//aroH//idnD//yhjC//adiA//yraK//yqjH//elaA//dusC//ubiB//pdxJ//yjiA//chbF//aroH//cadC//yjjX//ybhS//yneE//hexR//sgbH//tsaD//lpoA//infB//ydcM//sdaA//cysU//mdtI//ydfH//waaU//cyaY//ydfH//rpnC//rpsS//murP//rpsM//ulaF//ydhK//fdoH//yehA//kdpC//yoeE//metQ//rlmH//nuoL//yphF//abpA//ynjD//hflX//rplI//cof//yibH//trmO//map//leuB//cspG//iraM//ibaG//yieE//rcsF//ydjH//rffG//mtlD//ygbI//prmC//sodA//mscS//gfcE//ycaO//pheP//mcbR//mhpC//ftsQ//
GO_0009453_4	ynhG//
GO_0009454_5	ibpA//
GO_0009593_4	ybhG//rlmJ//
GO_0009597_5	gspJ//
GO_0009605_3	tehA//hflK//thrA//ndk//aphA//yecS//sdhE//fmt//uhpT//ftsQ//ssuE//mcbR//lplT//aceB//galU//murQ//acrD//hpf//yagF//yejB//ccmA//iscA//asnC//gcvR//yeiE//iscU//nuoN//recO//rplR//ldtA//sdaB//ydjK//fruB//nrdB//sdhE//hslV//pyrD//zapE//ftsH//tisB//pheA//rayT//topAI//tdcF//wrbA//higA//lexA//rbsC//tcdA//hyi//atpG//nhaA//thyA//mglB//narX//rimJ//osmY//potE//glpK//rpsM//glpA//rfaG//wecE//xapR//agaV//xylE//yphD//hisP//malK//murA//waaZ//paaA//glpC//folX//glyS//yddL//aslB//
GO_0009607_3	fdoG//pdxJ//fryA//cfa//dnaC//alr//yhaO//hypF//ccmF//envC//rpnC//lpxB//fhlA//slt//
GO_0009615_4	sucC//der//artP//mgrB//secB//murA//yiiD//yjiQ//insI-1//insA-2//lamB//ybhS//mioC//sgcR//
GO_0009628_3	fimG//cvrA//citT//talB//bsmA//ivbL//rfaE//ldtC//yfbR//copA//galF//yojI//rzoD//lldD//fliM//glsA//ybiH//murA//yiaL//yaiP//ilvD//agaD//acrF//pdeR//lldD//lacI//bglA//dcuA//malK//epmC//rdgC//potD//lptF//lptA//flhD//uhpA//hybG//lasT//uof//cueR//stpA//umpH//plsB//nlpE//mcbR//yiaL//ybaO//purB//mdtE//putA//mipA//rfaD//yafO//lgoD//flhD//aaeA//bepA//oppD//etp//hybB//rcsB//ynfH//zraR//nfsB//recD//cutC//ynbC//amiC//aphA//ilvN//mscM//moaB//rpsO//cmoA//appY//kefG//gstA//era//bamC//thiG//hypC//cca//melB//ymgC//trxA//ycbB//rrrQ//napF//cpsG//metR//bhsA//yihP//yfiF//cirA//hscC//yoaA//uacT//rpsR//frc//ralR//yhfK//folP//yhjX//cytR//grpE//ampH//glpG//rpmF//nirB//radA//mnaT//thrL//glvB//pncB//trmJ//srlD//aqpZ//thrB//ompG//cysK//paoC//yodD//yeaG//glpA//exuR//narX//ddlB//recO//rlmF//rlmC//cobC//yjjI//lipB//frdD//lgoR//rbsR//panB//tdcB//flgE//fnr//rpoH//phnC//fur//tdcR//ynbC//amiC//thiL//malI//ycgB//ybfE//ldhA//waaY//yadI//iraM//rpiR//ycfJ//lacI//kilR//ybiX//symE//trpR//trkH//yfaU//ruvB//glpA//mdtJ//ebgR//rpiB//gsiC//tyrB//rplY//mdtD//msrB//intZ//ydcO//napD//ymgC//moaE//puuP//rclA//fliL//truC//araC//nuoF//secA//dnaC//hisS//umpG//mdtI//yifB//ygfI//ybjC//tcyP//glgA//fdoI//ttdA//flhE//ilvE//mrr//flhD//gsiB//rpsO//ligA//lnt//opgE//arnB//cadC//rtcR//zupT//ltaE//rbsD//tufA//yobA//atpG//umpH//yidP//satP//pykA//caiE//yhjR//csdE//aceA//ybcC//uidA//metF//mlc//sulA//uraA//ychO//metG//
GO_0009635_4	eutN//
GO_0009636_4	wzc//atpG//yidA//nuoB//uvrB//mdtE//lspA//pckA//bglJ//yihS//yadV//fhuF//selU//lepA//malI//bsmA//gatD//aroH//ybhR//ampG//yedX//fcl//narG//zur//waaJ//kdpB//pepN//yjcO//rihC//rzpR//fsr//
GO_0009637_6	glpX//
GO_0009651_5	umuC//ldtB//mscL//dld//ulaR//qseC//
GO_0009653_3	gnsB//
GO_0009696_4	caiE//
GO_0009697_5	nfi//
GO_0009698_4	cdaR//
GO_0009712_6	gspE//uspG//araE//ykfI//thrS//mglC//yajL//xseA//glk//paaH//
GO_0009713_7	frlB//ridA//kefB//arsR//asnC//ispF//plsX//ahr//ygeA//
GO_0009719_3	psd//otsA//yhbX//
GO_0009730_5	putA//
GO_0009743_5	ymgA//
GO_0009785_5	sdhB//
GO_0009850_4	yiiD//secF//yiaB//folX//eptA//fabD//torA//xthA//csgA//ubiF//hyfR//cho//metB//
GO_0009852_5	rffT//dgkA//yahI//mgtA//rbsA//ybaO//envR//flgJ//gloB//glpK//yfeX//yebK//dedD//
GO_0009889_5	yhiM//mscL//mglB//yrfG//folD//betT//aas//epmC//nhaR//sufB//yfiR//rffM//ruvB//erfK//ybaK//cysB//menB//yhfS//cydA//hdeA//aroB//ligB//rtcR//ybaO//dgoK//dnaB//yghB//psuG//yihT//rraB//rcsF//purL//asnB//yjjG//rpe//ygiV//hrpA//recJ//yajR//ynfF//dgoT//paaA//tcyN//trpS//cmk//hisP//cyoB//ispH//dsdX//gntR//ttcA//yfbV//pgm//thrC//yjhG//leuO//lpcA//shoB//yiiM//cysI//artI//atpE//mdtD//insI-2//speA//paaJ//ampD//yhjX//yegV//topAI//ybgQ//nrdH//garD//rpoE//mraY//ybbY//grxD//allC//oppD//yebZ//yeeA//cmtA//yaiW//hflD//tehB//kdsD//acnA//rpiR//ccmE//hicA//atpF//citT//rplT//yibT//ydeI//pabC//phnL//ppiD//dauA//mdtO//caiD//cdgI//dxr//opgH//mlaD//yccS//serS//fcl//zwf//oppA//glmS//hflD//tig//pncB//potI//yibA//gspF//ybcF//secM//yidE//xisR//yjbE//rsmJ//tdcF//murJ//secF//rplA//rlmB//cdgI//gsiC//astB//rfbC//minD//glnQ//rpnA//yjbG//guaB//hypT//ybiS//mnmG//yhjV//bepA//nagZ//rpsD//rnhA//rfaG//yafQ//poxB//focA//ddpA//ydeI//fiu//sgrT//fbp//ynhG//appC//hisG//tyrR//recE//eutD//elyC//ftsL//rpsB//priC//ddpX//pyrC//ansA//comR//recO//mdtG//kdpE//rpe//yhjV//nepI//trmA//rpmC//oppF//yjjG//ybfA//trpC//arcA//ydiF//cusC//tauC//gspI//yhjA//plsX//ldtD//dicB//metI//clpX//ubiD//aroA//macB//surE//endA//uidC//tbpA//oppB//ybdO//rfbC//ybcQ//yjiA//cydC//hypT//prlC//hybC//rnt//nei//hxpA//etp//tisB//ftsK//malS//xapA//ybdR//wecB//psuG//rarA//rplW//ecpR//yaaA//tesB//menE//yfiC//ccmC//hokE//prlF//argS//gltB//allR//gatZ//lgoR//narW//asnS//prc//lysR//yadC//ccmH//yaaY//sucD//cptB//aaeR//exoX//dgoD//uxaB//fabA//trpA//fdoI//rraB//ynbC//frwD//ghoS//frvB//ykfI//purR//dcd//citT//hflX//satP//sgcB//csgB//dtpB//cmk//rpsJ//hybB//rutE//fadJ//actP//dkgA//rplB//hchA//cysM//sad//mrp//yggN//galT//tsr//caiT//ribA//paoC//rpmC//ytfP//rplL//gudX//cysP//dgcJ//mltD//yhfK//nmpC//bglA//htpX//mocA//lldD//rbsD//dnaX//bsmA//sgcX//crcB//queE//hyfA//asmA//citC//mdtK//metB//ybhD//gntU//ugpE//hybC//lysS//metI//xylR//adeQ//folC//ydjJ//recN//
GO_0009890_6	iscX//yeeY//glpD//kduI//yadV//nepI//yghO//ybiI//yoeE//ribA//sgcA//pyrE//flgD//tpx//fepG//moeA//shoB//rnlB//queA//wcaJ//ybiX//betT//dkgB//queD//era//tsr//iraM//tpiA//ybaL//dusC//yneE//mdtF//nanC//exuR//hypC//rpmF//tldD//ydiF//dcm//lyxK//hyfR//yhcH//tqsA//yccX//clpX//nrfC//yfcA//ugpA//nuoN//mdtA//yieK//acrB//arcB//araE//amiB//entD//yjbB//yqgB//hsdR//ilvN//kup//galE//ampE//gloB//narH//tsaB//ydeP//bipA//fecC//kdpE//sstT//ugpB//folD//ykgM//uidA//sbcD//trpD//ldcA//cirA//acrZ//cho//srlE//frc//srlE//insI1//ycjQ//ridA//intA//abgB//rplT//nirD//rbfA//mdtD//nrdH//ybbN//bioB//aldB//hemD//talB//yicJ//rpiR//aspC//hxpA//lptD//setB//ttdT//plsB//nikR//yagE//ydiR//rimJ//sutR//bamD//mtfA//zapB//trmD//glpR//lysA//rluD//ygiN//pflC//
GO_0009891_6	yehU//dtpA//rtcR//glnQ//lysS//fucK//gpsA//ccmA//frdA//ygeA//ybhS//frlA//sixA//thrA//lpcA//fre//dxs//moaE//insK//dacC//zntA//gppA//proP//ftsP//amiC//tnaA//degQ//ydfG//cpoB//mscS//hrpA//trpR//tdcE//ppiD//yceO//hns//moaB//hdhA//ftnA//aspC//hprS//nemR//yjbF//osmC//mazG//yihS//nrdH//intE//rluE//rne//gntU//purN//yagU//glpF//panC//torS//ykgO//yjhC//gcvP//aceK//betA//yihO//surA//yfaE//orn//yeeO//phoE//dsdC//yedA//caiT//gcvT//yfaL//kdsD//insE-1//yigL//arsR//malY//artQ//tauA//frmA//valS//dgkA//mcrA//
GO_0009892_5	psd//argI//iraD//ansA//nfo//nrfA//murI//ymfA//pdeH//ygaZ//rclC//pyrB//xapB//yggP//nudF//mcrB//fadD//fimE//moaE//napF//yicJ//rplB//feoB//secB//dinI//ackA//ybaL//rspB//pdxB//rhaM//ytfT//wzyE//dpiB//uacT//dxs//cusB//ybiI//sdaC//gpmM//hinT//ypdA//pstB//folM//rutF//csgA//uxuB//bglJ//acpT//ung//ascF//yagG//ptsN//gatB//yciA//elaB//gpmA//pphA//yiaN//nudG//ptsH//sfmD//gntP//ycfL//pdxY//pfkB//ihfB//narH//relA//gspE//ompW//prlC//afuC//hokB//hokE//tusB//ybiH//mcrA//cmoM//gmk//rhaD//metR//moeB//phnP//ftp//ygbN//pepA//rcsB//ldtA//puuC//ybcM//thiG//sgcR//rluE//glnS//gltD//tsaE//rraA//ilvE//thiE//yhdZ//era//queC//wcaJ//lysU//ispH//fes//yeiL//acs//waaH//frdC//yfeO//asnS//tus//yrfG//fimA//yahO//lolA//mscS//surE//bolA//artJ//waaU//rplI//uspG//mdtK//def//degP//rluB//agaS//cpoB//yicJ//wrbA//kgtP//ddlA//yhgF//deoA//yibH//ulaE//phnJ//aqpZ//ybdR//alkB//rnpA//baeS//pdxA//livH//
GO_0009893_5	recB//yidL//casC//araE//rutC//agaD//yahK//znuB//puuP//purD//puuE//gnsB//ybaO//ggt//mhpC//torR//yeeY//sbcD//sgrR//ugd//tmk//cecR//glmU//xseA//ydcM//hcaD//glpK//malY//trmA//cysQ//tmk//ycjY//ycaN//rfbB//rnc//yhaM//shiA//ynfL//kdsA//rcsB//kdsB//hdeD//torC//putP//ldrA//yiiD//narI//mngB//fruK//hemF//alkB//phnM//rpsP//acpT//evgS//nth//pyrD//rsmC//nanR//insF-1//yghW//elfC//yeaV//mzrA//ccmA//frdB//tcyN//ubiC//aceB//rho//feaR//xisR//fis//znuC//ydiR//ygeR//napB//dxr//sfmD//gshB//dppC//ompA//mhpA//yciA//araA//yehT//sfmF//gspE//flgG//yieE//gatA//pepT//eco//argT//zupT//ompW//rep//mppA//mcrB//
GO_0009894_5	fabG//lipB//epd//lpxD//mscS//mltA//yajO//clsB//flgK//efeO//mdaB//argS//zapC//slmA//
GO_0009895_6	yhbQ//lysA//leuC//rdgC//
GO_0009896_6	efeO//narU//ccmA//
GO_0009966_5	bluF//
GO_0009968_6	gudX//
GO_0009970_6	manA//yadC//ibsE//
GO_0009972_10	yjfP//
GO_0009991_4	flgE//yhfK//add//waaZ//dhaK//ybiH//pbpC//manZ//uraA//dgcJ//uvrB//udk//recE//bipA//speC//cspG//yafN//narL//pdxK//flgA//prlC//flgA//ynaI//pgrR//serA//garP//ulaA//rlmF//deoR//pdxK//yhgH//cho//tdcE//tsr//puuR//rnd//thiQ//kduD//mdtK//fepC//ratA//cpoB//envY//mlaF//flhE//rplW//nudF//murG//nrfB//sodB//hscC//gabP//pspG//ygbI//adiA//sgcR//pntA//dauA//tusD//cpsG//menI//yaiW//sgcX//
GO_0009992_5	hchA//carB//pdxB//hisG//
GO_0010033_4	pgrR//yjtD//dsbG//glgX//ortT//uvrA//talB//tsx//moaD//mrcA//galR//rtcB//opgG//nrfA//mtlD//tsaC//ghxQ//tnaA//yagU//sdaC//abgB//ftsE//yeiG//ybgI//yhcD//fhuC//blr//yjjQ//idnT//codA//insH-6//xapA//ybeQ//ubiE//nikR//ydfH//gstA//alkB//rplI//mdtC//rhlB//higB//stpA//
GO_0010035_4	yeaD//pdhR//ycgB//ada//rcsF//yddA//emrK//nrdR//cspG//menC//pyrD//hha//paoC//wrbA//yaaA//cedA//melB//yhhT//yojI//bisC//hemH//hemC//zitB//clsC//secA//xanP//moaA//yahO//psuG//rusA//lptC//rpiA//fhuB//murR//yfaE//gldA//trkH//ydbD//entB//gcvA//sucA//ompC//amyA//atpB//casA//cheR//tyrS//bioC//ybgP//rph//rlmG//ssuD//opgB//lspA//higA//garR//ybbW//betI//aroA//ivbL//rhaA//ybjL//tdk//ubiA//rutG//msrA//hcaF//leuE//infB//malX//uhpC//ynfK//adeP//bglJ//manZ//ybfE//
GO_0010038_5	cmoA//glgA//bolA//pdeK//rimI//waaC//glgP//livK//ssuA//panE//metB//ccmG//ftsI//murC//kdgR//metG//nuoF//puuR//rlmN//dppD//pdeH//yfeD//sppA//betT//dgcN//cdaR//treF//fadA//dinI//ydeM//yihX//envY//nanE//ydjL//yejE//ahpC//ybeF//yehA//nirB//ycjW//moaB//hofN//cheY//katE//hrsA//
GO_0010039_6	rhaM//ibsE//sufB//aroP//dgcQ//idnO//msrQ//
GO_0010041_7	dam//prfC//folE//fkpA//rraB//grcA//
GO_0010042_6	tusC//dusB//
GO_0010043_6	sbmA//ydiZ//yqeG//dctR//fixA//nuoL//
GO_0010045_6	yfiR//ispF//lepA//
GO_0010106_6	yjtD//
GO_0010124_4	gapC//rpnD//cysU//mrcB//yjjB//djlC//appA//pdxA//narV//citG//fsr//hybC//srkA//
GO_0010133_7	lolE//
GO_0010139_7	sbcC//
GO_0010165_6	dnaC//accC//ynfE//araB//proS//nuoM//yeeJ//lysC//arnA//fic//nikD//blr//exbB//ispG//tnaA//thrC//
GO_0010167_5	moaB//glgA//
GO_0010212_5	wcaC//insH-6//sfmC//yiaO//yajO//yjiX//pgpB//yahD//cmoA//wzb//deoD//rbn//yeeA//gutQ//napF//fadJ//yciA//flgB//rhtC//pckA//cynS//nrdA//afuB//pliG//hupA//syd//yqhC//lldR//
GO_0010226_6	tusE//
GO_0010243_5	ttdT//dtd//lpoB//lysO//frwB//ybdZ//hybF//dcd//hisC//fimC//sseA//murR//creC//fdnI//yidH//trpD//
GO_0010269_5	rpsG//
GO_0010272_6	ghoT//fpr//yggX//ibpA//argO//pgaC//
GO_0010273_4	secD//entE//rcsC//ydaN//hscC//ftsA//
GO_0010288_6	cedA//
GO_0010312_3	yfeR//
GO_0010332_6	fdhE//
GO_0010350_6	setA//phnC//
GO_0010438_6	ulaF//djlC//glpR//purF//
GO_0010447_5	rssA//surA//cysG//sulA//fdoH//prfA//fimH//ispH//creC//degQ//cspA//evgS//yihV//potD//cmoB//astC//insI4//fhuC//ygdG//aidB//ybiT//
GO_0010466_7	ydcO//mutL//
GO_0010468_6	cheY//fieF//envY//bglF//cecR//ygeV//recD//alr//gdhA//lldR//lexA//narX//tatE//ydeP//metH//tatB//ydjK//pykA//speE//rpsQ//lptF//maeA//gutQ//gspI//bluF//tmcA//sugE//glnS//dedD//lipB//cbtA//yphB//yjeH//nrfC//yggN//pykF//uvrA//poxB//fabZ//rpsT//yjjU//yhbS//adhP//mdtK//flhC//yabI//pyrB//rplM//kdpA//araG//basS//rpsK//agp//rplS//accD//kdgR//mdtL//mglA//paaG//rhaS//murB//ilvL//fimH//lysP//yedF//paaX//cdgI//atoB//arsR//gadX//dusB//insI3//adeP//sdhA//mscK//thyA//aldB//gyrA//emrE//rplQ//glyA//ddpX//mepM//ydeM//ydfD//waaY//yciK//insF-1//nirC//hypD//gapC//hyaD//bdcA//dacB//dhaL//arnD//sucC//cydA//mlaE//azoR//nanC//ybeY//hofM//argT//gcvH//fimC//yaiV//acrA//argA//cysZ//bioH//ruvA//malI//bssS//fliA//rbsB//pyrH//rimL//nrfA//yiaN//gsiD//paaB//glsA//gshB//mdh//yhdZ//flgH//pal//ybaE//rnt//eamB//ynhG//slyA//pepQ//cho//elaB//cusC//yejA//arfB//yaiV//satP//rutG//mglB//entA//kdsB//ompF//fabB//glpA//soxS//alaE//mcrA//motA//ygeW//fbaA//yeiE//gltL//glnP//gpp//sdhE//serB//ybaO//ycgV//fimD//sodC//intZ//ulaB//dinB//mscM//skp//aidB//yfgI//queF//feoA//glnA//trxA//sbcC//nudF//parE//ribC//rplN//ahr//speB//yfhH//seqA//mntR//ydfH//rimI//pheM//nhaB//ddpX//uvrY//entD//scpB//murG//rdgC//tolB//lptD//menE//cbrC//rpmC//bssR//yddA//speF//yjiY//yidR//dgoT//lolA//ybbN//tmcA//aroD//corA//gutQ//evgS//preT//ackA//nadE//csiR//rfaE//marA//ogt//ydcT//cyoD//fimH//ydcS//deoB//glpD//mnmG//atpD//parE//mazF//yedX//vsr//wzc//ulaC//mdtP//rutA//galR//pflA//lolC//yddA//mscS//yqgB//nadE//napC//tktB//chbF//citE//pspF//yehX//nikR//ratA//ftsZ//rplT//folX//tcyN//hpf//pcnB//yjjV//nadD//kdgK//bglX//yojI//cobU//proB//rlmM//elfD//hdeD//gatA//bioF//cutC//yfbV//sufS//ybhS//lsrR//setB//allR//ybiT//yahD//yjhG//cpoB//hdeB//leuE//ulaC//rlmB//mepH//cbtA//ppsA//hipB//insB-4//exbB//mlaD//hyi//secF//xerC//serA//dcuD//cusA//metN//frwC//yihQ//yjjI//era//yfbV//hcaT//hyaC//pck//phoE//pinE//uidR//araH//tomB//mreC//creC//rffM//rrrD//fkpA//trxA//cheZ//
GO_0010498_6	hemE//
GO_0010501_7	alsB//pyrG//pck//oppB//cecR//rpsL//dppC//yceO//srlE//
GO_0010528_5	lpxM//
GO_0010556_6	norR//afuB//serS//pdeH//ygaZ//uhpC//ybhR//metI//mntP//flgC//cbl//nhaR//ybcL//serA//gudP//metQ//ascF//psuT//yjiQ//glyA//cspI//cyoB//casA//uvrY//frr//galE//mglC//mtfA//groL//mepH//yidH//trkH//pgaB//ttdB//pheM//ycdY//accD//tldD//barA//fumB//ptsH//osmY//slyA//fadB//hisB//envZ//ygfX//ydiF//ydbK//idnK//ynhG//lapA//macA//pykA//pgpC//ygiN//yjaZ//spoT//ybiI//sfmF//nlpE//rsuA//fruK//acrR//ykgM//plsC//hisQ//rpsN//yciT//yjiX//tolC//fliK//torR//cspE//wbbK//nupC//nfsB//arcB//glcA//srlD//gpp//hisH//glsA//bglF//glgB//hexR//rffH//ykgA//adiC//argA//wzzE//yidQ//glnS//ybbW//rihB//csiR//mtnN//fdx//malY//glmS//ypdA//alsC//yabI//argD//ynjA//ydiB//dinI//osmE//galE//dcuA//rplD//aroF//ubiD//ilvH//yadG//hprS//arsR//ybaO//ydjM//rlmN//cysP//cyoE//waaH//abgT//secF//rep//blr//gltX//ybiY//yiiE//yidL//flgA//rffC//dcuB//uvrB//perR//cdh//tqsA//glrK//sbcB//pgk//abpA//cmoM//idnO//phnO//sdaB//ftnA//aspS//dapA//hofP//moaE//pphA//acs//nac//ybcC//treF//lsrC//hpt//slyD//prs//adiA//glcB//leuD//rfaF//kdsC//ispU//dapA//mazG//plaP//menB//ycdX//sbcB//accA//ghxP//higB//bdm//potC//htpG//bioF//uidR//tcyJ//fhuF//gppA//aldB//qseC//ybcF//hybO//feaR//waaO//wzyE//frdB//yhcH//ybiX//lhr//gstB//thiI//pgaD//dut//yjhC//ldtA//pflB//rfaQ//prpC//sufA//pyrD//gntK//tag//ydaV//nagA//arfA//lpxM//mhpD//mscM//yifB//lipB//idnO//cysG//ligA//nfi//glcF//glpF//pgl//yieF//rpsE//waaJ//fimF//frc//rimJ//manA//cydD//mmuM//yfdR//atpC//cbtA//lplA//patA//exoX//ccmH//hemC//potA//fur//clsA//narG//yidK//arcA//rpnA//yihL//fes//slmA//ppiC//hypT//cpsB//glvC//rimL//dosP//yeeA//hipB//fliM//nanR//recB//agaS//ypdI//mlaB//nrfC//gspI//glgX//malG//rpsI//fis//umuD//pykA//trxC//proC//pyrD//glnL//narV//pliG//cydC//ihfA//macB//fruK//pfkA//ascF//degQ//yegV//ybiH//ttdR//clpB//hinT//ygdG//entS//rsgA//narL//bglH//gloB//yfiR//maa//carA//nupG//uvrC//thiQ//tsx//prfB//zinT//ndh//bdcR//aroP//paaC//lpxL//oppB//ybdR//tatD//
GO_0010557_7	lolA//hofP//nhaA//macA//fbaA//malF//yciF//soxR//cas2//ybdM//yehB//cysQ//btuD//frmA//yfeR//lspA//pgpA//dtpD//ldtC//ydfK//lpxH//ilvD//ybjL//ulaC//uacT//fepB//kbp//dsbB//casC//pspD//actP//menE//betT//asmA//yfaV//ydeE//lptA//chbB//ftsQ//ybiV//dapD//yijO//nagC//mltC//uup//ynfF//bcsQ//fur//ynjD//yhdH//cysA//udp//yphF//actP//garR//adhE//lpxC//dacB//xylF//yehB//dhaL//lpoA//malK//rpsS//casA//alkB//ydiB//patD//hemC//holB//aaeB//sspB//pntB//torI//cdsA//clpX//rplR//paoC//htpG//kdsD//artM//ynfF//
GO_0010558_7	opgH//lgoT//pnp//yiaJ//ytfE//trmD//torD//tpx//ygaH//yhjC//hypF//ypdA//feoC//pgaC//yajD//ddlB//mcbA//cysD//ypjD//ygjR//fhlA//rpsS//dxs//nrdE//rseC//gcvR//waaY//pyrC//rpnB//ruvB//gpmM//nupX//gsiC//ydcT//citX//yadI//menA//alaE//ubiC//pabA//caiE//trmB//moaC//fliG//avtA//nsrR//rutE//glpK//arfA//aes//gshB//yeiG//dpiA//ygbN//lpxH//ssuA//cheB//etk//gcvA//insI4//bioD1//pabA//tnaA//trxA//appA//nuoN//lpcA//idnK//malY//sapF//rsfS//araF//bioD//fau//hypE//glnE//macA//yfiC//yidZ//mdtD//basR//uxaC//adeP//gpsA//dusC//idnO//yhhT//cysN//narH//yfaX//garD//yadN//ydiB//nadB//mtlD//trpGD//feoA//yojI//asnB//glsB//gadA//narL//oppA//malG//sgcC//tig//yedA//bcsQ//folM//pcm//dnaT//mog//priC//yjgX//yhgH//allR//dctR//dgoD//yeiE//nlpD//
GO_0010562_7	glrR//bioC//
GO_0010563_7	waaU//yeiL//
GO_0010564_6	ygeR//glpT//clpS//yiaO//insF-1//
GO_0010565_6	tsaD//yhjC//rbsK//cirA//dnaE//ybhI//
