#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yqgB//csiR//trmL//sohB//
GO_0015849_6	rsgA//tolB//pntA//yhaC//artQ//lolB//rutG//bisC//crfC//ubiE//nmpC//galM//tolQ//rpsK//lpxK//thrS//nrdH//rplW//ygcW//rnpA//hdeB//pflC//yneJ//atpC//glnD//pdxH//idi//efp//rplD//yjjW//rclR//xerD//fryC//ptsG//aer//apt//dgt//clcB//yghO//sfsB//fdoH//recG//serA//ycgV//ynhF//pmbA//yfhM//setC//solA//cysW//yfcV//phoB//allS//nikA//glpC//cas3//ynjA//adiC//mdtE//nemR//nudF//cof//insF-1//ybaT//proS//fkpA//fdoI//ssuE//hupA//hypA//flgJ//msrP//ompN//cysI//iclR//lysP//wecC//ydjE//malP//bhsA//rfaB//bglB//ybbY//potF//eamA//eamB//ynbB//elaA//idi//yneE//yjbG//ybdO//csiR//potI//ybdM//aroP//rplB//bamD//hpt//rcsD//cynS//yaaJ//fepD//yafN//pgrR//pheA//sufB//yfcA//uspE//hha//arnE//ilvC//mcbA//fcl//rfbX//
GO_0015850_6	map//cbl//ebgA//ycbB//artJ//yhgH//lysS//recO//fdrA//sdiA//lsrR//ldtA//zinT//ybjN//pnuC//mtfA//ydjJ//mutM//fliD//phoR//ompT//srlB//ais//
GO_0015851_6	rplQ//hcaE//pyrE//phnC//chbB//ghxP//yegV//phnI//rsmJ//rutC//eutA//nrfD//
GO_0015853_8	thiM//yaaA//
GO_0015854_8	yehP//rpsS//
GO_0015855_7	yojI//acrD//nagE//
GO_0015856_8	fhlA//
GO_0015857_6	yceO//mtgA//
GO_0015858_7	aqpZ//rplM//epmC//osmC//abpB//rimJ//dgcJ//rsmD//lpoA//
GO_0015860_7	menA//lhr//
GO_0015861_9	cvpA//lsrB//
GO_0015862_9	mreC//bisC//
GO_0015863_8	pyrE//
GO_0015864_8	glpD//yggT//
GO_0015871_6	fepD//yggP//caiE//ydhK//trpE//
GO_0015878_6	ybaO//
GO_0015879_9	yadV//
GO_0015882_7	ccmD//yedX//yfiF//
GO_0015886_6	frlR//fepA//oppC//shoB//rpsG//msrA//sfmF//rbsC//napA//
GO_0015887_7	nadE//
GO_0015888_6	moaC//
GO_0015889_6	insI4//rsfS//secB//srlE//wecA//hflK//rluF//
GO_0015891_6	yjaA//rpe//ubiD//tdcD//upp//pntA//insI3//queA//stpA//frwD//holC//hflC//puuE//sppA//hprS//
GO_0015893_5	mngR//ispB//yeeA//relE//frwB//nadB//yjbB//rhlB//dctA//clpX//hrsA//tqsA//gstA//lasT//dgcJ//cycA//sodC//metE//yciK//fdhD//priC//higB//xisE//fhuC//rsmG//ssuC//purD//hypD//eutK//rpsG//rimM//ydjJ//fruB//infC//ptrA//dmsB//waaC//nanC//lpxT//hlyE//fimC//proV//ispF//dnaA//yjjU//eamB//citG//cusB//narY//secM//pdeD//cpxR//ybcJ//ygaV//yajL//yafO//hpf//glgP//mlc//tsr//dmsA//ydjJ//sodA//hybD//atpE//yadI//ubiH//gabD//ftnB//baeS//pyrH//alpA//psuT//ydjJ//yadK//uhpA//elaA//livH//yghU//recR//rplA//hcaC//rsgA//arcA//ynjD//ybbW//dapA//ydjJ//nlpD//ivbL//ycjW//nuoH//fadR//galE//glnB//flgF//epmB//
GO_0015906_6	priB//lpxD//fepB//gltD//rho//
GO_0015908_7	dsbD//pdhR//
GO_0015909_8	argH//
GO_0015912_8	hflD//
GO_0015914_7	mdtO//tcyN//recO//yfcF//fabI//accC//fimB//
GO_0015920_7	pdhR//yciF//nikB//nanA//mreD//malF//acrD//rluC//torD//
GO_0015931_6	htrE//citC//ivbL//alsE//yhjB//ung//mlaE//tolR//cpxR//ilvE//sfmA//minC//
GO_0015936_6	pphB//panC//hsdM//ymfA//
GO_0015937_7	solA//clsB//csiD//cysW//
GO_0015939_5	yfbV//rimM//mdtF//kgtP//nuoF//
GO_0015940_6	gmk//oppF//glpG//rutC//orn//
GO_0015942_6	npr//yehD//ilvI//pflA//motA//yjbB//pinR//bcsA//rutE//
GO_0015944_4	ccmC//rbsA//potG//yqiG//uhpB//alpA//gntP//
GO_0015949_5	ybdR//aroE//rlmM//aroF//gyrA//paaB//napB//aroK//yjfF//malE//iclR//rpiA//minC//pyrH//relE//pth//ygfX//luxS//cbrC//secM//narL//tsaB//ygcO//higA//
GO_0015950_6	waaC//clcB//kdgK//
GO_0015951_7	glgS//btuB//
GO_0015968_6	kdsA//
GO_0015969_8	potI//pncB//
GO_0015980_4	rraB//uidR//rpsD//menB//yiaJ//hisG//rnt//entC//mqsR//nemA//mltA//gcl//yjcS//yfdK//yjjV//rluD//yqgF//insB-4//lspA//galM//fadM//yajQ//rpmH//yraI//fabG//rbsD//mlaC//rimI//frvB//nikD//tamA//fdoG//alkA//glpF//rlmF//cspD//ldtC//sugE//paaZ//fepG//rnhA//ygjR//araB//purB//fabA//nuoF//manZ//yfaV//pckA//copA//dapB//sspA//flgC//fdhE//argT//lolA//bluF//xylA//rffT//opgB//alkB//wzzE//frdC//fsr//dacA//ribD//hprS//yhfS//trmI//mreD//casC//rhaD//yiaT//nrfA//phnJ//fimZ//panZ//lldR//ccmH//cysB//yehY//flgG//lpxP//ybdM//ygaH//hypE//
GO_0015985_9	ispB//ykfI//ybaE//aroE//
GO_0015986_7	lolD//fadJ//ampH//acrF//
GO_0015988_9	ompL//uspG//rtcB//ortT//yqgB//fkpA//sgcA//hflX//
GO_0015990_10	yghB//dnaJ//pstB//rutB//eptA//apaH//alr//sgrT//
GO_0016024_7	modA//
GO_0016032_5	cspG//asr//pdeH//umpH//ycgR//dinD//ygjH//citC//bolA//sgbH//metK//gntT//yidR//cysI//fetA//rsmC//glpA//waaO//
GO_0016036_6	kdgT//mobA//rnlB//wcaC//yhbO//leuS//
GO_0016042_5	iraP//rpsO//xseB//btuB//artI//cutC//phoB//curA//cmoM//mtlD//pabB//zwf//zapB//luxS//gluQ//hda//ygfZ//lon//yajR//mlaE//ychO//casB//nirD//dcp//
GO_0016043_3	yehZ//atpF//gcvA//ulaC//rhtB//mdoD//dinQ//lhr//cyoC//menF//xylR//rfbX//ldtE//rpsM//bipA//polB//rlpA//sgcE//gyrB//deoD//rplS//pflB//yojI//ilvL//acrZ//purT//cho//yhfK//sbcB//gadE//yhhZ//argH//yhjR//dkgA//yraJ//cysE//mdtD//zraS//hypE//ompL//rlmC//ansB//insE-1//artI//hcaT//crr//yabI//lplT//kdpA//yqeF//ycdY//feaR//lolD//hemD//aroD//fdhF//adiY//gcvT//yjhH//gpmA//gpmA//rplC//satP//mtlA//asnS//recF//chpB//lgoD//arnE//prpB//yhcH//ygaZ//elaA//araB//pspG//waaJ//rplT//rsmJ//truA//queD//bioA//flgH//clpP//fimD//ldrB//murE//dut//moaE//ycdY//cydC//zwf//ftsY//rpsL//rutC//znuB//srlD//tsaE//ybcC//codA//mcbR//rpoH//fepE//gltD//xseA//pdxH//norR//guaA//lptF//malP//tehB//ymgA//appB//arcC//hpt//moaD//paaB//zntR//panD//malF//murG//dinG//gatB//ldcA//hemB//paaJ//yciG//zapD//truA//yghO//agaV//fimG//yidD//pheM//fimE//yohD//comR//rihB//glcA//dxr//ydeI//dmsC//xylF//lapA//araF//ybhF//ligA//yjhC//cutA//pdxA//mazF//fdrA//arsR//priB//dapB//yjjX//hemC//carB//ybiW//dsbG//potB//cysA//mtfA//menA//insI-1//bluR//mlaE//insH-6//soxR//dsbG//sfmF//epmB//hofM//rimK//uhpC//pykA//araH//ulaD//nagC//ldcC//argP//crp//speA//sad//elfG//ybcQ//gpmM//frwC//yjbB//ykgA//ibsB//mreD//aer//rlmF//asnB//pmbA//acrE//hyfA//hslV//napA//mntS//prmC//pepN//higB//cmk//modA//yieE//pheT//rlmI//fixC//deoD//
GO_0016051_5	nfuA//hybD//smrA//msrA//mioC//nagD//gltD//btuC//ycfJ//aceB//mioC//yhbQ//metK//cynT//yrfG//nth//ulaF//dsdX//opgG//livF//blc//pcnB//nikD//rfe//edd//relA//mnmC//tldD//fucP//adiA//agaV//exuR//hisS//caiF//adeQ//ydgA//thiD//livM//umpH//yciF//ibpA//yjfP//dgcM//rpsK//gadE//hisF//glsA//betI//ygbM//nrdE//fmt//ftsY//yhdW//katE//tusE//ftsX//insH-6//feoA//srkA//dsbC//bipA//accC//mrp//mipA//glnD//yqeF//yneE//tsgA//rpsB//pgaA//yodD//msrB//birA//lptE//fdoH//tmcA//emrD//atpD//iclR//gntT//yidZ//bolA//glrK//yjhH//acpP//elaD//yfiC//tmcA//sapB//paaH//alr//thiP//hpt//hda//ypdB//rpsR//treA//sgcE//pgaB//glsA2//chbC//cmoM//ispG//
GO_0016052_5	hchA//grxD//prpC//putP//rhtB//ugd//prfC//nrfA//ftsY//yjfF//cstA//clpS//livG//thrC//deoA//nei//aspS//phoU//rnb//lysC//yfgO//fadE//sgcX//chbC//mepM//frwC//dgcT//yaaJ//eco//recA//ypjD//rbsD//blr//idnO//gudX//clpX//potD//lpxP//rpsK//yqaB//dinB//tisB//livH//menE//ibsA//rpsD//hscA//hisD//nagC//rplO//nadA//yjiX//atpF//dxr//sgcX//ygdG//treF//fruA//yidE//nlpI//rbn//frlR//uvrC//rodZ//yhdJ//evgS//ybcQ//hinT//ybdZ//plaP//tusB//dgcE//bcr//tsaC//tus//rffG//cobC//tatC//murJ//phnP//uhpC//ydiZ//mepA//nuoB//csgA//pyrD//rfbB//fadD//prpR//pyrG//flgA//psuT//glpK//lolC//mutM//ebgA//yaaJ//arcA//cusA//csrA//mgrB//rapZ//dapD//bcr//sad//yqiG//rpnC//sdaC//yebG//bdm//cusB//opgB//rpsP//flgM//pspG//
GO_0016053_5	cysK//amiC//ecpR//sdhB//ycbV//insB-4//ygbM//dmlA//nagK//yiiE//hmp//cfa//ghxP//hns//waaA//rsfS//nuoL//secA//mdtC//selU//ftsZ//nth//dld//gatB//tqsA//casA//yobA//grpE//pepD//plaP//ybgQ//rdgB//ung//speD//hchA//kduI//flgE//entF//glk//mtlR//queC//serA//fepC//xapR//pepA//mgtA//yafS//rnt//yjjU//kduI//exuT//codB//ssb//yfcS//bglB//ygcW//hxpA//fruA//insA-1//gstB//ligA//ibsA//alr//ynfH//qorA//pflA//rimK//preA//gstA//rbsA//yieL//bssS//potB//ycjY//hcaD//yihO//dinD//ybhJ//acnB//cydB//acrA//selB//serA//aroP//potC//envR//sgcB//kilR//pspA//ptsG//rplW//sdhB//ygiN//yqiG//thrS//pdxY//ybeQ//dbpA//codA//yibH//artM//ftnA//ampG//rcdA//nuoI//slt//mutL//cas1//ppiA//atpF//thiC//azoR//kdpC//exbB//soxR//clsC//evgS//yeeY//ldtC//waaP//ygiS//hycA//eutR//ybdM//rapA//rodZ//cvpA//yagF//paaG//ilvE//qorA//sad//bcr//shiA//trpA//hscC//hiuH//purC//csiR//flgG//pmbA//gshA//cyoA//phoR//entB//hprR//gmk//mmuP//rimM//yehC//idnO//pflB//fimZ//bioH//manY//gntP//ydhQ//lapB//ygaH//cydC//rlmG//hsrA//miaA//hflD//oppD//hyfA//tdh//frwB//blc//hyfR//dnaA//sad//bluF//trmH//yeiL//dsbC//yfgO//trmA//mutT//ydfH//yhfK//nikD//mdtD//fadL//minE//ydaN//thyA//yddG//phoB//
GO_0016054_5	rihC//yddG//yqcC//rfaD//rfe//wcaC//ilvC//potG//hybG//talB//nadD//frlA//eutR//hcaF//ortT//cnu//recJ//arsB//mhpC//garR//dcm//dtpD//rlmC//tamB//hcaD//yejF//yfcP//proQ//mmuM//hemD//emrE//yfaV//ybcC//nlpI//cyaA//tpx//trmA//cydC//trmD//tabA//gatA//casC//waaH//cobT//sufC//dnaG//fryB//yebS//fabR//ynhG//yphC//emrY//mdtE//srlD//yjjQ//potC//folP//greA//yfcR//yqcC//nfsB//nudB//yjeI//yidP//btuF//sdhA//araC//fliK//panF//flgB//flgM//ycgR//uvrA//yhiM//rhaR//yefM//yafC//yfdK//yaiP//ccmE//lacY//narV//idnT//mutS//chbR//kduD//ribD//yccA//soxR//cysI//mdtA//frlA//rlmM//lpxP//arsC//mepA//wzzE//nagZ//lhr//ybaE//frdD//icd//ydcT//yciK//rcsF//mukB//ampH//trpGD//ppx//pinQ//ccmA//glyA//purT//kdpD//cbtA//add//sapB//yaiW//ibsB//lpxM//eptA//dicB//yqiI//caiB//gloA//moeA//mutS//torR//ravA//dapF//pdxJ//chbF//mutH//flgB//ykgF//idnT//flgI//nikD//cptB//mukB//ycdX//ybjL//yfeW//pheA//pdeR//glnE//mlaE//casD//flgG//citC//ydjE//araD//lptG//shoB//rcnB//
GO_0016070_6	rplO//lptC//ycdY//frlR//cspD//mltB//fumC//yjjV//abpA//uxuB//glgX//minD//uidA//nagC//agaA//rpsS//gapA//mltD//yhjR//acrZ//dusB//folE//guaD//rsgA//adeQ//dppC//glmS//zapB//frwC//hybG//sufD//dgoR//priB//ycjY//yjtD//rodZ//trmI//purF//sfmH//ydjM//yqeA//leuD//gcl//ddlB//argI//cpdB//cheA//ykfM//sanA//clsB//ltaE//tolC//glrR//mrdA//ais//ygjR//ttdB//ghoT//nrdA//cpsG//mtlD//acrA//aspS//ychF//queC//ftsW//icd//cobB//dgoT//yafC//epmB//cutC//gpsA//pnuC//aroF//yieH//rpsH//lsrD//dld//amiC//manZ//opgB//rsuA//glnE//livH//fliA//yiaN//fetB//modC//yidE//yobF//yafS//ynbC//tcdA//tonB//ruvB//hslU//nusA//ybgP//phoP//fixA//yhaM//lgoT//mngB//tap//argC//copA//mcbR//astC//narX//hisQ//ispF//entB//yihR//insI1//yfcV//napA//ttdA//shiA//tolQ//nuoE//rbsB//fdhF//hisH//fumB//insI4//rpsM//cysC//dapB//yedX//yhjR//eutN//hslV//ykgA//yedA//srmB//potE//mobA//recO//yggD//hslJ//rffC//bcsA//argR//fucA//yjiR//yjfF//surA//murP//tamA//ulaG//ubiE//yehC//fhuF//glmS//yciH//aroK//crfC//ybiW//fimH//galS//ghrB//ynhG//hisH//mhpR//caiB//malX//narZ//opgC//potE//arnA//dinJ//fadH//yagU//hypA//clpB//hypC//speD//gspF//gpp//cysE//ydiQ//cueO//relB//argS//gmk//holA//pepQ//ribE//rimL//deoC//cirA//frc//uspC//fnr//hexR//metC//ynjD//pykA//pdhR//mcrA//ydcI//rluB//waaB//yqaB//fliT//purL//ymfK//insK//paaX//prkB//yjiM//hcaC//phnK//fdrA//nanT//gmk//gatD//nanC//pykA//tusD//sutR//carA//yehT//ldtB//dnaE//lpoB//qseB//yjjV//wza//insA-2//narZ//lpxD//fdoG//guaA//frlR//solA//rpsT//nadC//yfgO//ybhD//comR//ygjH//yceK//ilvI//narU//cheY//otsA//purR//msrC//waaA//accB//lysR//metC//ldcC//accC//gsiC//pmbA//lipB//mglC//tamB//hchA//murF//narZ//priA//creB//holB//xerC//ypdC//rzoD//melR//mltC//sdhA//yeeO//serC//rppH//ralR//rplY//sbmC//mdaB//araD//paaJ//ycgB//mmuP//fliK//plsC//yihW//cysZ//glpB//ygeR//miaA//cpsB//pinR//dctR//
GO_0016071_7	proC//pspG//pstA//entA//trxC//crfC//flhD//hybO//btuE//pagP//btuE//soxR//ompG//gatC//tdcR//
GO_0016072_8	yrfG//ridA//uxuA//sgrT//puuB//uvrD//ybdZ//insA-1//nrdE//caiE//focB//truA//dld//rzoD//kdsC//pinE//rnr//paaX//uxaB//pstC//tilS//era//ampG//ybdM//csgD//minE//narZ//ruvB//glvC//sapC//aroL//opgC//nirC//nagD//nagK//corA//yfdC//rspB//yeaE//rnlB//fimC//ampE//dgcE//btuR//
GO_0016075_8	wzb//trpD//
GO_0016078_8	hchA//
GO_0016093_5	degS//argD//
GO_0016094_6	dgoT//yodD//
GO_0016114_6	rhtB//
GO_0016137_6	lplT//
GO_0016139_7	rhlE//
GO_0016226_5	ade//thiH//yjiR//frmR//lysU//ybaT//flgD//yjhB//mdoG//nagB//yfaV//menE//flhD//yqjA//ibpA//holE//fadB//csgE//
GO_0016259_7	argG//flhD//rclA//bglF//
GO_0016260_8	preT//trg//ybhF//
GO_0016310_6	ybdN//dnaT//fhuF//waaG//minE//surA//frr//tadA//rfbD//fklB//menC//yhbX//ssuD//rsmA//trpR//lipB//insA-1//comR//hflX//ssuC//yfbR//ygiS//flgA//yacG//cbl//rhsD//mutM//gatA//gnd//waaG//pepA//ftsP//lysA//yebK//ppiA//rseC//prlC//yghW//dacA//glnB//yieE//rzpD//clpA//yeiE//waaP//yihQ//hybB//dapB//mtlR//bioH//dgcQ//eutA//ycgV//ais//proA//aceK//ybiS//ydfD//pdeK//slt//ydbK//ydeP//uidR//copA//raiA//nuoI//nuoL//ribE//glnP//alpA//intF//sodC//uacT//uvrB//ibpB//cbrA//prlF//paaC//metQ//metL//clpP//sapF//opgB//proC//phnN//ybhS//ccmC//ilvA//srlD//yiiM//ygiS//ydeO//fau//yhhY//fdrA//yadG//xerD//roxA//pdxH//appB//aceK//umpG//dppF//yqeA//hypD//ldrD//fimD//yjhC//fucK//hemE//sbmA//higA//rlmN//mtgA//sxy//ridA//sbcC//
GO_0016311_6	asmA//tap//yfiR//sufC//fadI//yaaA//tatA//aroA//waaJ//lplA//paaZ//yhjB//opgG//lrhA//katG//cysH//cysQ//sspB//rzoD//gstB//narI//cspC//fimE//idnD//hyfR//ulaE//yfaL//adeD//yhdJ//yeeJ//nuoL//hsrA//rlmE//phoR//recD//guaA//carB//dinB//rpsG//ettA//hisS//ftsX//yhhT//ftsL//yjjV//agaS//yjjW//priA//tktA//poxB//sdhA//cbrA//kefC//sgbH//nagZ//ompR//ydjL//nudF//yibH//agaS//rrrD//
GO_0016458_3	ybiY//pdhR//
GO_0016477_4	crfC//
GO_0016485_6	frwC//pgpA//lsrB//ada//mntP//bamE//cyoB//pepB//rplX//
GO_0016540_7	ttdR//yhhY//
GO_0016553_7	mprA//
GO_0016556_7	rfaB//
GO_0016579_7	rseP//
GO_0016998_5	fkpA//
GO_0016999_5	flhA//kdgT//cyaY//rpoA//sdhE//fhuD//sdhA//gcl//hcaT//trmI//hldE//panZ//gcvT//cspC//trxA//atpH//glcE//mzrA//ygfA//yihV//ybhA//dpiB//thiM//mnmC//bglF//glnE//ulaG//rluE//yqiI//nanC//appB//hsdM//yibH//frdB//mhpT//folC//rnpA//yahI//cstA//uxuB//secF//macA//prlF//sdhB//ulaR//hyi//ycbV//leuE//cydC//rppH//eutR//folP//mdaB//artJ//glnP//thrA//
GO_0017000_5	pdxK//sapD//aroF//prkB//gatC//pgi//
GO_0017001_5	paaH//rpe//dsbC//pabC//xylF//purC//yidR//ispU//chaA//phoE//aroK//lgoD//sbcD//yfaL//ebgA//ykgM//yfaL//yqiG//dtpB//glcC//plsC//
GO_0017003_8	yraH//mngB//yeiL//tadA//caiF//ddpA//
GO_0017004_7	tomB//murR//edd//sapF//yfdG//yeiG//pflA//rplM//ydcS//bioA//cspD//
GO_0017006_7	etk//yeeO//cobU//hyfR//cyoC//sdhA//
GO_0017013_7	cysM//recE//
GO_0017038_6	aroD//rnhB//glnK//
GO_0017144_4	ydcZ//dcp//wecB//hha//deaD//sfmC//rne//greA//panF//eutD//eamB//pgpA//proX//blr//phnG//dhaR//yiaA//rutA//ftsA//polB//rsmE//mltF//dsdC//proA//hypT//cysS//nrdF//selD//puuD//def//ydiZ//rpsI//ortT//slyD//ygiN//hyaB//dnaC//ydjJ//mzrA//acs//minE//epd//ppsA//cysA//agaR//ypdC//leuC//ycbU//nhaB//holC//gltI//ftp//afuB//yodD//dinG//hyaB//exuR//bsmA//mtn//rimP//ydhK//betA//yebZ//speC//mazF//rpnD//bioD//deaD//yadI//rnlA//umuD//livG//deaD//priC//yoaA//csiR//tsaC//speC//sgcX//uxaB//hslO//queF//fabG//nagA//wecC//ddpX//zur//pepN//kdsD//ldtB//ygbL//uspB//erfK//frdB//clsC//yhdH//fliA//matP//paaD//ygbL//ybiH//cutA//yiaO//malX//yddM//yihV//yahB//yagE//ycfL//chaC//spy//tcyJ//dnaJ//insI4//cra//trkA//emrB//ybaO//rpnA//ssb//nrdG//panE//frdD//hlyE//ybdM//ssuC//eptA//hycB//yahD//srlD//yebS//lpxL//insE-1//ubiX//kdpD//ydcS//yafO//glyA//mntH//narV//tcdA//dnaT//rplX//ccmC//wecB//betA//rlmM//ydhC//ybbW//yijO//ibsE//pepD//hupB//mcbR//dnaN//tdcE//acrA//yoeB//lipA//macB//abgB//mdtJ//ygcW//bhsA//rhtC//hha//hxpA//tolA//yhfK//sthA//oppF//hyaA//dinG//ampD//pta//hha//ubiD//nuoG//pgaA//hemE//ileS//icd//gatD//atpG//cfa//putP//hinT//ybeQ//rlmJ//yfcR//phnO//rlmB//rnd//yaiW//yehA//lsrD//rhtA//kdpA//dauA//
GO_0017148_8	cynT//elyC//ybaL//entD//fecC//yahD//hpt//lpxD//yadM//ebgA//agaW//mdtK//fdoH//yjhB//hns//idnD//tcyP//trxA//pgl//ftsI//glsB//cbeA//hcaF//cydA//
GO_0017185_8	dacB//
GO_0017189_7	melA//
GO_0017198_7	yejB//
GO_0018011_7	treC//
GO_0018012_8	ubiX//
GO_0018022_6	thrB//
GO_0018023_7	waaQ//
GO_0018063_8	yggX//fdrA//cpoB//atpB//bglH//
GO_0018065_7	fdhD//pth//zapB//intZ//uvrA//
GO_0018070_8	hisD//sufS//
GO_0018104_8	xylA//ftnA//fbp//opgC//leuD//elfC//casC//fruB//
GO_0018105_8	entD//agaC//sufE//
GO_0018106_8	mdtP//ushA//cysG//xisR//galR//garP//prc//greB//nanE//rlmE//pldB//sfmC//bglX//mdtJ//btuE//rplN//torI//rfaQ//argB//mreC//pepT//yjjB//yheT//wecA//crcB//clcA//ilvL//ugpE//mdfA//
GO_0018108_8	yojI//ubiA//dppF//cbrA//yqgB//
GO_0018117_8	wzzB//
GO_0018125_6	puuE//
GO_0018126_7	ampH//
GO_0018130_5	mngA//srkA//hyi//rimK//cadB//kefF//rhtA//aes//yjcS//mngA//cysC//yjiQ//secE//lptE//rnc//afuC//flgC//evgA//sfmC//mepA//fadA//yjhC//fhuF//tatE//ydiP//entF//cysZ//nanT//rpnC//smpB//lysR//gstB//fruK//yphC//ptsP//ilvC//frdD//ybcM//tatD//lptE//hycH//yneL//macB//torD//mngR//surE//nudG//cpxA//xerC//lsrK//mdtG//yfdG//fliG//yidH//ykgA//flgF//yciA//hybE//folC//araB//kefG//fucP//prmC//phnN//pgm//aroC//nhaB//dcuB//ydcT//nei//murF//gntP//hokE//ybjL//rsmH//nadD//ydiQ//hofO//nth//kdpA//prfA//mhpR//amiD//rplW//lysS//wecA//metH//ltaE//pcnB//leuO//rlmD//trkA//rlmH//ibsC//phnI//sstT//cheZ//ycgV//trmI//minE//ykgM//rho//sapD//yecS//pyrB//puuP//malK//citX//valS//rsmH//ydcI//sgcX//atoC//mltD//pgaD//ompN//plsC//norV//ssuE//moaE//ybaE//ydeM//dnaN//arnD//gstB//tauC//lexA//wzyE//sucD//tilS//argC//kdpB//gph//rpsA//yjbE//hcaF//ykgO//arsR//glgX//insB-2//yoaA//ndh//ydaV//lptB//hisI//sufB//hisB//elfD//yeaG//ligA//cysB//sdhD//yciH//prlC//ycfL//ybcF//rsmE//yafS//prfC//cydD//flgH//dsbB//hemD//purR//yaiP//waaP//caiF//ydfG//ygfA//queG//patA//bglA//narJ//waaL//rhtC//satP//guaA//lsrK//rof//yhbY//yccA//araD//galR//suhB//gntK//queF//crcB//yfcU//tag//yebZ//amiD//fimZ//flgK//fkpA//ynaI//chpB//rplY//cyoA//fdnH//coaA//csdE//proQ//mtlD//abpB//aceF//rhmR//torA//ynbB//ibpA//dacB//tdcD//ynhG//mscS//sseA//ilvH//agaC//deoC//artM//gutQ//yjtD//lptC//waaJ//uvrD//nfuA//ydeI//mdtO//phoQ//deaD//agaI//soxR//cspG//ldtA//cynS//mreB//rpoD//yhhT//rpsO//dcuD//atoB//coaE//lspA//artP//citC//hybC//mdtB//cspD//casB//elfC//rfaQ//yehB//potE//dicA//yeaD//rfaC//cysK//pphB//csrD//argR//nhaR//nanS//ydaC//cvrA//frr//ynbD//rfbD//folC//ada//idnO//ydbK//chbB//dinB//serS//nrdF//argP//rutG//ruvB//uspF//lolA//roxA//uidC//rhtA//pnuC//mraZ//pyrB//rlpA//cheB//rpiR//csiR//tdcC//htpX//nagC//gshA//intZ//uspF//pldB//codA//ubiH//ygfZ//macB//hsdM//agaS//glvB//cutC//rfaD//yihV//ybiA//aceB//yfjR//yggD//bhsA//rplD//rhaA//tynA//sspA//frwD//bioD1//exbD//glgB//rpsH//rdgB//ada//malS//pphA//ygiN//elbB//thrB//glpT//ydfK//hda//yebC//rsmC//hybO//frc//ygiB//kefB//lolB//hicA//cusA//ygjK//recF//ybiV//aidB//flhE//rffG//dicC//yobF//ascG//acpH//dhaM//rdgC//deaD//avtA//yejB//csdA//ybgP//pta//ulaG//rhaB//secY//allB//ycjW//tamA//norR//metQ//tyrA//uxuR//ldrB//panC//trmB//dgoT//holD//
GO_0018131_6	murB//rlmH//
GO_0018160_8	eptA//
GO_0018175_7	tusA//
GO_0018193_7	glsA1//aqpZ//cobS//emrD//argH//dnaJ//leuA//yciG//dld//nanA//yehU//yfaL//rfaQ//proP//tyrA//mlaD//yfeR//folP//yjiY//lsrC//ydcZ//fucI//pdxH//yhjD//malX//hrsA//cas2//yjiQ//yadN//abgB//icd//psuG//yadN//caiB//frmR//ortT//ariR//ridA//hokB//nanS//setB//alaS//gntR//rhlE//adeD//atpF//pcm//folC//napD//mreB//yajR//xthA//menB//wrbA//iclR//yihX//lptG//sdaB//carB//murG//ybbN//nanA//artJ//lexA//chbG//nrdB//coaA//leuS//tcyJ//mdtQ//fabG//
GO_0018194_8	yfcP//trkG//
GO_0018195_8	rhlE//
GO_0018197_8	ftsP//rimI//
GO_0018198_8	yieF//hemB//hmp//purA//dnaA//waaA//yfgJ//argC//
GO_0018202_8	rrrD//rclA//frr//ynhG//hybA//nuoB//frlB//rlmE//oxc//ygiN//rrrQ//hcaR//ybdH//sapB//arcC//kdsA//dedD//rfbD//ibpB//gcvA//yegV//yjiQ//yejB//pdhR//comR//rng//cysN//rplX//yraJ//
GO_0018205_8	ybeY//mepS//yihO//cysG//mqsA//aroF//truC//holE//fur//ypdI//cdaR//
GO_0018206_8	ymfA//
GO_0018208_8	nrfG//dapD//cysI//fixB//mreB//murE//recE//mdtK//
GO_0018209_8	hisQ//gluQ//flgD//hemN//insH-6//sapC//epmA//
GO_0018212_8	fecD//gabD//hinT//oxyR//ribC//
GO_0018215_7	flgH//dfp//
GO_0018246_8	rhtA//
GO_0018247_9	yjcO//
GO_0018249_7	yahB//
GO_0018282_7	argK//moaC//
GO_0018283_6	rpoH//citE//
GO_0018298_7	wzzE//
GO_0018307_7	gshB//
GO_0018315_8	lpxD//
GO_0018339_9	yegS//deoD//
GO_0018345_8	potE//
GO_0018364_6	gmhB//fepD//
GO_0018378_9	ddpX//glrK//tufB//
GO_0018393_10	fruA//fadR//
GO_0018394_9	mcbR//galE//gpr//
GO_0018410_8	yagI//
GO_0018909_5	pgrR//
GO_0018937_4	galS//
GO_0018958_5	ulaD//copA//ycjR//lsrD//ftnA//cusB//tolQ//ebgA//nrfF//mdtJ//yadC//
GO_0018960_4	nrfG//
GO_0018962_6	sbp//tolC//truA//ulaD//waaZ//
GO_0018973_5	mreD//nrfE//
GO_0018974_6	fadI//queF//
GO_0019042_6	acrE//
GO_0019043_6	gadB//zipA//clsC//
GO_0019046_6	yfcR//cmtB//phnH//
GO_0019048_6	insK//lipB//uvrY//cspC//
GO_0019062_5	yggX//
