#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	feoB//hybA//dtpC//ubiB//
GO_0015833_6	ompF//tyrS//yfiE//sdhB//puuE//lplT//mutT//motA//cobS//pliG//tehA//arcC//holB//wcaJ//rsmG//gcvT//mhpC//hisB//yehB//yehY//pinQ//pcm//lysU//rrrQ//garK//ubiJ//hycI//uspF//sucA//arsB//ydeT//atoB//rplD//dinQ//oppD//murF//appA//yciT//trmO//mdfA//mreD//azoR//tdh//rpsE//dapD//prs//waaS//ypjD//sbcC//phr//cysH//gnsB//ymgC//plsX//pdeL//glyS//panZ//ytfR//hofP//lpoA//artP//yqgF//prfC//csiD//ulaE//gor//yneL//potH//topAI//fucA//yqjA//zur//ccmH//queC//rcsC//wecA//ghoS//msrP//
GO_0015834_7	dosP//fur//elfD//kdpB//rhlB//
GO_0015835_6	napB//wzzE//ispF//ycjP//
GO_0015836_7	sfsA//asnB//tatD//
GO_0015838_8	gcvR//ulaR//lpxH//chiP//tsaC//hprR//ttdB//arsR//mzrA//mepS//cra//tcyN//puuA//
GO_0015839_7	hypA//
GO_0015846_6	yhbO//kdsA//bdcA//narG//uxaA//fimE//paaA//fdoI//wzzB//lrhA//puuC//pepD//rutC//raiA//cvrA//lptD//hypD//
GO_0015847_7	yhjD//gatC//cheR//yihS//cysH//tap//selU//bssR//hypA//ebgA//tpiA//ygeR//yfjR//mtfA//yidZ//
GO_0015848_7	tsf//pgk//cspD//ada//phnC//yihP//
GO_0015849_6	hcaB//mtnN//pinE//queG//rhsD//frsA//nirB//ubiD//flgD//yiaJ//pheT//cvrA//wzzE//glk//gatD//ispF//zitB//bhsA//bssR//ybaK//hyaB//polB//murQ//ftsQ//pgk//glyA//argH//ybgP//fabB//nanK//sufB//poxB//tnaA//zapE//metR//malE//glpG//msrA//frwD//glxK//metK//mobA//glpF//hflD//hypF//mlaD//rlmL//ilvE//ygiV//mglB//sthA//betB//zapA//rdgB//envR//ycjR//frlA//thiL//sdaA//araA//ibaG//malX//pheA//fumB//ygbN//yfcF//nhaR//cysU//acnA//hisM//rluE//phr//treF//rhtA//ydaC//waaO//xerC//mdoG//yaaU//ycjU//basR//puuE//phoA//lptA//ynaI//kdsB//thiI//yieF//recG//cyaY//dmlR//fdrA//sugE//yfdC//lysR//sthA//rcnA//ypjD//malS//sfmD//cpdA//tpiA//flgI//bcp//wecE//hda//pinQ//rutA//yjiX//mnmG//mutH//cecR//argO//pgpB//nanC//
GO_0015850_6	yidP//csrD//rpoH//rluE//metH//mlaC//asr//mscM//uspC//uspC//yqjI//insA-1//yggT//ygfX//guaD//sdhB//tdcB//nrdE//parC//mobA//murD//ydiZ//moeA//
GO_0015851_6	mtr//fepC//exuT//ratA//mdfA//rpsO//emrK//gltP//lamB//tamB//tdcF//cyaY//
GO_0015853_8	yafQ//malE//
GO_0015854_8	cdh//hxpB//
GO_0015855_7	htrE//ynbD//acrE//
GO_0015856_8	bioH//
GO_0015857_6	chbB//puuA//
GO_0015858_7	insH-6//cyoB//yjiR//yfiC//pflC//poxB//frvR//gabT//tolA//
GO_0015860_7	dapF//tolR//
GO_0015861_9	ghoS//arcB//
GO_0015862_9	afuC//ppk//
GO_0015863_8	cusC//
GO_0015864_8	hipB//nikE//
GO_0015871_6	flgM//cysH//ampE//yraH//coaE//
GO_0015878_6	tdk//
GO_0015879_9	yjcS//
GO_0015882_7	mscK//rarD//rpmH//
GO_0015886_6	hscA//recD//ulaF//ygfX//gcl//yfbR//torY//ynjA//nadK//
GO_0015887_7	nirC//
GO_0015888_6	mdoD//
GO_0015889_6	cpdA//tomB//insB-2//ibsD//secB//ugd//agaI//
GO_0015891_6	mmuP//livF//livH//waaQ//rfbC//lldP//yjiM//sbcB//yrdA//lamB//ygeV//thiP//hisS//rplO//ubiC//
GO_0015893_5	yidZ//araH//dosP//grcA//relA//nuoB//lgoR//ggt//astC//ybjI//mnmG//yohD//narQ//trmH//ppiC//ybhR//yhjC//narY//rbsB//insH-6//yedL//ypdI//idi//dgoA//garP//agaC//livH//amiB//cyoA//flgB//xseB//rrrQ//lysR//fimA//mlc//ansB//ihfA//mtlD//acrZ//metN//lpp//cusA//cutA//oppD//acpS//kefB//araE//rsmJ//codB//glmU//yjjU//rsmA//potH//leuD//opgD//dnaA//yjeH//wzc//yadM//ribE//nlpE//fadD//yneL//sapD//fepD//zntA//ycaN//deoC//fcl//agaW//ftnB//puuE//syd//gabP//dgoR//wbbK//pepD//ynfH//hisI//yccX//pdxY//yfiR//frlC//yigL//syd//yjaZ//casB//wrbA//recX//fimB//rnlB//yhjD//yjjW//hyaB//wrbA//xylH//ybcQ//
GO_0015906_6	yahO//phnK//dcd//decR//secG//
GO_0015908_7	dacB//nemR//
GO_0015909_8	uspG//
GO_0015912_8	ruvC//
GO_0015914_7	hisM//feoB//gltD//yiaA//yfdR//rpiB//uvrC//
GO_0015920_7	yejB//tgt//dgcJ//caiB//mtlR//argA//umuC//arnE//sfmA//
GO_0015931_6	ybdR//sgbH//pyrC//fabA//csdA//asnS//metE//viaA//ompA//cspA//yqhD//pyrB//
GO_0015936_6	feaR//mliC//cysS//deoD//
GO_0015937_7	rpsA//ilvA//yhbO//htpX//
GO_0015939_5	nemR//ypdF//lysO//rrrD//yciT//
GO_0015940_6	rmuC//tcyL//bioF//pheM//ssuD//
GO_0015942_6	glrR//entD//yihV//lgoT//fliL//abgA//caiF//srlR//nrdF//
GO_0015944_4	entH//sgcA//trpGD//ybcL//frwC//mdtN//nrdH//
GO_0015949_5	potE//dusB//aspA//argK//yneE//rarD//rusA//melR//dinG//yhbO//exoX//yjhG//osmF//psuG//ldcA//yccA//cheA//hyfR//araC//yaaJ//ptsN//cusC//cusB//lacZ//
GO_0015950_6	kdpD//opgC//pyrD//
GO_0015951_7	glnK//crp//
GO_0015968_6	ndk//
GO_0015969_8	prfA//trmL//
GO_0015980_4	paaA//yiiM//yphD//frwB//topA//kbaY//lsrR//lepB//sgcR//lapA//panE//citG//rplX//tus//dgoK//allR//opgG//cspD//asnB//lptB//malI//rsmF//clpB//aphA//dppD//yehX//yjjQ//yadG//cho//ydhJ//viaA//sdaC//yqgB//mtfA//hdeD//xanP//sfmC//ilvD//clsC//cytR//trkA//dsbC//csdA//fhuC//ydfG//rnlA//kdgT//yiiM//znuB//sulA//yihP//edd//amiA//dgoT//lysP//nrfA//yedX//dtpC//opgH//rlmF//yfdK//leuB//galR//murD//ompG//yfbS//rsmE//yfdR//rhoL//waaA//yidP//secD//efp//acrZ//yeeO//aroP//yhcD//dgoD//plsB//fdnH//yheT//ydhQ//mrdB//rpe//yhjR//mcrA//
GO_0015985_9	casA//dnaJ//fixC//gpmM//
GO_0015986_7	ydiP//glcA//pgm//pepD//
GO_0015988_9	cytR//eamB//frsA//xylA//rhaM//tnaC//dsdC//psuT//
GO_0015990_10	csiD//fliZ//cheY//lptA//viaA//metC//narY//yigL//
GO_0016024_7	flgH//
GO_0016032_5	cysW//clpA//csdE//recF//hfq//preA//yjfF//xseA//gmk//flgB//dbpA//asd//purB//ogrK//rhtC//degS//xisE//yghW//
GO_0016036_6	greA//malX//dhaM//tusA//uof//cusS//
GO_0016042_5	intF//ynfL//argR//yfeO//yggF//cnu//hmp//rclA//fimF//allS//purN//viaA//flgC//norR//feaR//mlaF//aceK//yehU//rlmF//uxuB//guaC//hdeA//nudC//skp//
GO_0016043_3	ynaE//waaQ//kdsB//gpmA//sgbH//glpX//ybdN//xapA//pabC//coaD//yadI//cysI//sugE//infB//araE//lptG//rutG//aidB//dmlR//mdtG//yaiW//wzzE//hcaE//rpmC//mreB//nudG//rluA//pdeL//uxuB//arnA//yraR//atpE//yheT//garK//essD//ulaF//rnt//ebgA//luxS//phoB//aroA//polA//katG//fadH//ravA//ibsE//fabD//lolB//aroA//ydcM//yfcV//tolQ//dsbA//dxs//treA//hyaA//yafQ//cdd//epmC//cedA//fabD//plaP//cbtA//treC//ibpA//mrcB//elfA//ycjP//cmtB//mhpT//zur//argB//entD//malX//kilR//cycA//fliD//sdaC//torZ//mntH//yobF//mscL//rcsB//sdhD//dppD//pgl//lpoA//mngA//ybaM//puuR//sthA//moaA//garD//ybjL//ynfF//yiaJ//znuB//galK//nuoN//frvR//murB//yehD//sgrR//ccmC//yihX//ygfI//fliK//rpsG//sanA//xdhB//lamB//fliM//rfaC//srlD//oppB//yieE//nikB//minE//glnS//ykgM//waaJ//glcF//intF//rpmJ//ecpR//trpR//yajL//ykgO//torY//elfC//accA//mltF//pabA//apt//ilvI//iaaA//hsdM//fabZ//waaU//melR//secM//cbeA//fadK//cysB//radA//thiG//mppA//lgoD//tusD//rpsD//skp//yjiX//yhbQ//infB//gppA//udk//yajR//sbcB//otsA//thiE//mtlR//rutC//frlR//recB//yfdC//argR//rclC//flgF//miaA//cbtA//rpsD//yodD//fadK//flgB//ydjE//ybfE//hemF//sodA//alaC//rppH//serB//trmO//yqaE//yefM//ldrA//fmt//parE//yagG//rplM//murP//hemL//lpp//prpB//flgE//allS//fecB//ftsI//guaA//pgpC//speD//cpsG//gshA//rpsS//fadK//mrdB//fucI//cspE//dcuB//oppC//yhcH//
GO_0016051_5	hemH//emrD//ompN//msrQ//prmC//dedD//aaeA//frmA//mipA//ybiO//hybC//frr//secY//miaB//hybA//yihT//ybfE//sfmF//osmY//ugpA//sdhE//fepC//proW//yciA//garD//arnB//rdgC//purT//rutG//yqiH//atpD//phoB//sulA//nlpI//gcvR//dgcN//yafN//dcp//cheW//yqiH//yfcA//menE//ltaE//slt//opgD//cysN//ubiB//speF//dgcF//rsgA//mraZ//yciG//hipA//arfB//uxuA//yhcN//araE//wzb//patZ//ykgA//folX//cspB//dtpD//rhaB//murE//rimI//ydcZ//glvB//csgF//dgkA//xylA//mngA//yfcS//flgC//atpE//ybjI//aaeB//lplA//fadA//ftsX//melR//rplI//yqeA//narL//recF//rcsC//yagE//nadK//psuT//hycB//panE//arcC//caiB//ilvN//pdxB//dppB//rrrD//umuC//hslV//fabI//nhaR//flgH//cspB//
GO_0016052_5	pspA//glvC//ygaV//dnaB//yidZ//mutS//sdaA//puuC//aroH//mhpB//pfkA//cydB//hisA//cysP//deoD//arcB//prfB//hycA//asnB//rcsD//maa//yhjB//ychF//amiB//slyA//sixA//cysN//menA//tauB//yejF//metG//psuG//moaE//rpsD//mntP//ilvD//kdpC//ydiZ//norR//yeeA//rbbA//btuD//ttdB//gatC//ubiC//yjhI//yidC//yidK//sdaA//arnE//poxB//iscS//cydB//rfbC//rhaS//ybiO//bioF//rhaR//ygcW//mprA//gfcE//metR//bepA//napD//dxs//torA//rpsP//ogrK//pitA//livF//cysA//treA//yifB//pcm//recQ//yhaO//rplK//narX//fetA//thyA//ttdB//yagJ//elaB//ispF//yobF//tsaC//htpX//opgE//rfbX//ascF//nagE//speA//tdcB//moaC//fliZ//putA//ygaV//pheS//tdcD//ydcS//focB//bioD2//argE//galE//hisM//prmB//ansB//yiiD//nrdG//insH-6//exbD//ubiJ//ychF//chbC//mntS//
GO_0016053_5	waaU//cysU//htpG//gpt//parE//glcD//fdnI//ppiD//pdxJ//xapB//codA//rnlA//entC//sppA//ptsG//yfdC//yfdC//dsbG//entC//nfsB//decR//yhjX//waaP//thiQ//aroF//dinJ//yafO//ampH//dkgB//panE//ygeA//btuD//ansA//pdxY//radA//guaD//zapE//prpR//iscR//hemB//ydaN//miaB//rbsC//holB//gntT//intE//xseA//arnA//bcp//ydcT//ynjA//acpH//fucI//mprA//pdhR//uacT//potA//nagC//arcA//mrcA//yidD//cecR//sppA//yobA//mipA//cbrA//chbR//waaL//aroK//dxr//clsB//bglJ//zntR//rseP//ldtB//hokE//kduD//bglF//ugd//tusC//acs//hipB//rhaA//rcsD//adeQ//treB//rcnR//frdD//deoA//frdB//hisG//csgB//rclC//cysN//pspA//tmcA//fruB//oxyR//dppC//ybbN//ybfA//ygiN//rne//tsaC//pal//atpC//yhcH//mazF//bioD2//rfaH//elaD//focB//yhaV//frlR//nagD//feaB//rraA//sgbE//ygaV//yhjV//yqcC//topAI//malI//frc//qseB//guaB//thrC//yidQ//ftsB//rluC//mhpD//waaY//sfmC//yfdG//talB//carB//napB//rihA//elbB//mntR//mocA//nudF//rnlB//selU//fucO//ydfH//ydeI//prpD//ybcM//lacY//lsrB//csgE//gltX//cobS//ggt//csgE//yacG//fucA//sohB//phr//sgcR//rhtB//aroF//ydcM//aceK//hycA//phoQ//ybjG//dtpD//cueO//kch//rimJ//ompR//panZ//dsbC//allS//rfaD//pal//brnQ//glxR//yqaA//fdnG//sdhA//ydjJ//nsrR//hsdR//murD//proP//adhE//
GO_0016054_5	trg//thrS//lysU//treA//yiiM//uxuB//glpG//dadA//mdtG//caiT//tgt//cysN//npr//glpT//mlaD//scpC//artP//speE//waaQ//casA//ptsG//ydjJ//ycdX//trpD//ydiO//gapA//aceK//ydiK//yecS//rhsD//fliA//viaA//yfeX//appY//iraM//glnB//insF-1//glpC//argG//rpsG//ldrB//mdtA//umpH//yqiI//garR//rcsF//glpF//malK//pflC//panD//katG//rbsC//slt//fliD//yccS//agaC//hflD//hcaF//hybE//uxuA//rpnA//phnI//secF//yjhB//murC//ackA//ebgR//plsB//lgoR//ribE//ldtA//pflB//sucD//fdnI//frwC//thiE//bioH//rutG//hybO//asd//elyC//tsaD//leuA//soxS//ahpC//garD//mreB//sppA//dpiB//cysB//hda//uraA//gmd//chaA//cspA//rpoD//adk//speB//trkG//atoC//gnsB//ddlA//shiA//glrK//yahO//glnL//frsA//rhlE//chbR//ispB//soxS//wzzE//bioD//acnA//yjjG//nadB//dpiB//puuE//cbpM//ycjU//zraR//acs//polA//yegT//djlC//mglB//waaG//uidC//ridA//lpxC//pinR//sdhB//cspE//intQ//ydcI//fadB//epmA//paaC//lapA//yedF//pcm//yodD//agaW//nei//ruvC//deoR//folE//argR//ais//araH//ycdX//allB//mgtA//yciG//asr//
GO_0016070_6	wecA//proC//rayT//hcaE//chpB//flhE//yehW//amtB//casB//rmuC//uraA//tpx//osmE//eutD//tsx//murQ//yfaX//aer//opgE//hslJ//fecD//hisI//gntP//ridA//gmd//mutY//puuA//yegS//grcA//pepQ//ptsG//thiI//yjiR//mscK//trpA//dacA//malK//miaB//kch//tmcA//bhsA//argA//rclB//pagP//intE//serS//lptG//dcuA//ivy//soxR//lgt//ttdA//sanA//csiR//ynhF//sdaC//mltC//yidL//uidR//uvrC//galM//malQ//ybbY//gltD//cmoA//hscB//dkgA//avtA//erfK//yhhY//dsdA//mutM//sdhC//tdcG//leuA//aroD//clcB//yidH//intF//pgrR//accB//argC//ybiW//nimR//qseC//mraY//bcsQ//feaB//yggE//marA//yjaA//nanT//ybiJ//ynjA//dcp//yfiE//rpsM//araB//gsiC//cbpM//cmoB//ybdN//flgA//ypjD//shoB//minE//hemL//emrE//yciV//glmU//phr//pdeD//yehD//dxs//pyrB//yneJ//cheB//cheZ//ypdA//rbfA//rfe//yhaJ//bamB//rnlB//ispG//ftsB//oppD//hofM//leuA//eptA//relB//rdgC//pflC//yehC//fhuB//rbsD//cspI//epd//fabD//roxA//ynhF//hldE//araB//orn//ompC//ridA//narH//yrdA//acrA//phnO//icd//mlaF//ynhG//glyS//atpH//radD//fepA//leuA//ahpC//rdgC//ydiF//proB//lsrA//rnlA//rhsD//cmoM//eco//iaaA//acnB//ycdY//nrdG//tdcC//glsA//gntK//pspG//glnD//ftsI//cadB//dcyD//ugpC//hemH//artP//potA//leuB//ugd//yihI//mepS//dmsC//znuC//cysS//yneL//artQ//ydjE//fixC//ygfA//ubiX//sixA//yagI//bcr//iraP//torI//ulaF//pepA//insI3//agaA//epd//nikC//tauB//lpxK//fadK//pcm//nadD//hycH//glnA//gcl//clpA//arnA//trpE//ghxP//rnhB//rpsL//cyoE//clpA//paaK//gdhA//glsB//phoR//garR//csgD//ulaR//glgS//ilvL//bisC//yhcN//yphF//zraR//gdhA//ssuD//hemB//hycB//nudC//nadE//ydjE//glrK//cedA//ykfI//rclR//gatZ//purD//tsr//helD//yphD//trmI//ftsN//oxc//rimM//trxA//hrpA//phnP//idnK//livF//yieF//frwC//xerC//ynbD//malI//setA//ygaV//yafN//mlaC//mdtA//fabD//fur//paaD//rimK//hycB//bioP//rsmA//gudX//truC//wzzB//rutG//sfmC//narH//hslU//trmA//pabB//nrfC//ibaG//ompG//gudP//yeeA//bisC//nfuA//
GO_0016071_7	glpR//pgaA//allB//rpmJ//gltI//insK//degP//bcsA//dicA//marR//panB//cadC//dctR//yhcF//rnhA//
GO_0016072_8	mppA//arsB//ibpB//dpiB//lolD//leuE//pcm//uspF//dnaA//yccX//fhuF//uvrD//dfp//torZ//speF//yiaM//fimA//deaD//rutE//mocA//ybfA//amiA//yqcC//pgpA//seqA//infC//ogrK//bamC//ccmG//rpoA//plsC//fkpA//rseC//yqjA//lpxB//thiH//flgI//ilvN//ubiH//cysH//rutB//lgoD//yajD//deoD//
GO_0016075_8	wecA//yceK//
GO_0016078_8	rluC//
GO_0016093_5	gutQ//araF//
GO_0016094_6	yghB//ydiF//
GO_0016114_6	csdA//
GO_0016137_6	higB//
GO_0016139_7	hchA//
GO_0016226_5	agaR//ynfH//fhlA//abgB//fdhD//ydfK//glnP//lysC//zipA//sufC//miaA//rcsC//moaA//chbF//trpD//xanQ//yadI//glnA//
GO_0016259_7	hyaB//hybE//yhbX//rpoS//
GO_0016260_8	glyA//murI//allC//
GO_0016310_6	yedA//mutH//proA//ortT//mltG//uidA//ttdA//chbR//nagK//ydjE//sgcB//waaZ//nrfC//mgrB//yehZ//dgcT//mdtK//insA-2//znuA//cydC//aqpZ//clpB//dinD//ppsR//mipA//tufB//ivy//msrA//glnE//elyC//mltG//pyrL//fadI//gntK//mscL//cvrA//yjbB//ydiO//rssA//aroD//phnC//kefG//fecB//xapR//acpH//yaaA//ycbB//acrZ//pepQ//hyaB//rna//ilvN//topAI//ldtC//glnK//degQ//ssuD//ftsQ//kbaZ//nrdE//cmtA//secG//mrdA//luxS//otsB//yojI//glnH//tas//ilvM//hldE//pepA//carA//fhuF//dinD//iscA//mtgA//cueR//ppsA//nrdD//clpB//lpcA//hcaE//yciT//dgcJ//bluR//ulaD//mazF//rph//insB-4//frr//hrsA//srlB//recR//yehC//rhmR//bcp//pfkB//secB//yghG//tehA//tcyJ//ccmC//livK//ccmC//glpX//yfaX//surA//yiaL//yahN//intF//rpnD//tdcC//dinI//smrA//rclB//ftp//zupT//
GO_0016311_6	elfG//bluF//creB//torZ//rpmH//cstA//htpG//hupB//mlaB//yjhB//rstB//purU//hisC//yraH//fcl//rutE//mutL//gltD//yddL//csgD//yheT//aphA//abgR//murQ//rluC//cpoB//yehD//rpoE//agp//tdcB//ldcC//uidA//rsmE//dnaE//rluA//prlC//norW//ybdH//frr//otsB//yggT//msrQ//sfmC//galM//yghO//btuD//nrfB//yieE//aslB//pbpC//rplC//mdtL//rnt//yadV//torC//opgG//moaC//thrL//rbsB//nrfD//yaaJ//
GO_0016458_3	greB//rfaE//
GO_0016477_4	cspD//
GO_0016485_6	yjcE//sbcB//dsbB//yigB//yfiC//ebgA//pykA//guaD//rhmD//
GO_0016540_7	gpmM//dgoD//
GO_0016553_7	acpH//
GO_0016556_7	hpf//
GO_0016579_7	pta//
GO_0016998_5	bamB//
GO_0016999_5	htpX//hofP//acpT//ygbI//mcrB//adhE//ascB//higB//yciV//gpsA//gltI//ybiO//fsr//luxS//ligB//rplT//dinD//frdC//yidD//fau//htrE//gmk//serC//rfbD//dcuC//yfcQ//aspA//folA//ybgQ//yggX//purD//yejB//lpoA//mgtL//sdhD//mntR//hemH//gutQ//ccmD//rhaT//asmA//ibpA//rpnB//fetA//pgm//ralR//mscS//msrB//flgK//mltD//glcD//msrC//rplM//yjjX//dhaK//crfC//
GO_0017000_5	hycH//ilvE//hisC//bglA//aldA//trmO//
GO_0017001_5	cyoE//blr//narQ//paaZ//kbaY//hsrA//sucA//acrF//mqsA//yiaF//rlmC//hflC//dam//rnr//yeiL//yraJ//yedF//yphD//ybdR//nikE//xanP//
GO_0017003_8	recG//fumC//mhpA//cpdB//rpsO//yfiE//
GO_0017004_7	tatA//betA//dnaA//mdtI//acpT//dppB//hmp//btuE//pgaB//yeaV//trpR//
GO_0017006_7	zapC//queA//ydjL//thiH//dhaK//hisQ//
GO_0017013_7	narW//cycA//
GO_0017038_6	bcsQ//malG//ykgF//
GO_0017144_4	ldrB//rplY//norV//zur//argS//narL//treA//ilvB//solA//azoR//ybhJ//uxaC//hypE//rplT//gmd//fabG//mhpC//yraJ//lgt//fkpB//gatC//cysA//bhsA//tdcG//ftsE//thiL//symE//yhjB//nrdB//yahD//agaR//yeeO//trpD//arnB//abgA//eutD//yicJ//ycaO//nupG//yiaF//glcD//yccA//hypT//argC//wecC//sgcC//ptsH//cspB//msrA//fpr//kbaY//alsE//glpD//citC//rimI//cysB//hmp//rcsC//pgpC//gltI//wbbK//pmbA//yhjA//elaB//lsrK//znuA//otsA//zur//upp//ilvL//yebG//aceB//cdh//accA//ade//ybbW//allD//ftsL//cheZ//ydcP//mhpC//rpiR//mdtM//ycbV//dhaL//plsC//clpP//phoQ//uspF//rfbX//rfaD//basS//zwf//pheS//csiD//insI1//pepN//npr//tap//entB//yebS//yjjX//cysZ//rph//hicA//lgoR//ascG//mlaB//rfaD//lpxP//ribF//malZ//ybgP//yceO//ggt//yceK//cirA//mutT//gatZ//yahK//ldhA//lolC//rrrQ//tatE//ydeI//ydaV//pntA//carB//acpH//prmB//mtnN//accA//rpnD//lpxK//cusC//fruA//sppA//ycbB//hslJ//thiH//ldtD//yjbG//yadN//mcbA//luxS//nusA//garK//uidC//cyoD//rutC//degS//sgcX//kup//srlA//paaZ//cra//ssuD//rbsC//ygjK//potH//cysH//hxpB//recQ//lpxC//sfmH//yciA//folP//groS//yciF//ypdA//pdxJ//aldB//uvrY//lysC//ybhG//idnT//lpxC//proC//hslR//ompG//lapA//plsC//livH//ibpB//tdcF//lexA//rplA//npr//intF//tdcD//glpK//zapC//rbsB//yfbS//wecA//aphA//hybF//pabB//rpsL//
GO_0017148_8	lhr//rfaE//exuT//hcaF//dpiB//aspS//dgcF//casB//thiL//aroA//hdeB//fumA//yahO//ccmD//yjhP//sapA//trpR//pstS//poxB//fdnI//fklB//ytfT//flhA//ldrA//
GO_0017185_8	baeS//
GO_0017189_7	yhdZ//
GO_0017198_7	ecpR//
GO_0018011_7	htrE//
GO_0018012_8	rseB//
GO_0018022_6	chbG//
GO_0018023_7	ydcO//
GO_0018063_8	yfiE//yqiJ//kbaY//crl//ycaO//
GO_0018065_7	yebC//ubiD//kdsD//allB//prmB//
GO_0018070_8	nagD//csiR//
GO_0018104_8	ggt//crfC//afuB//xylF//yfhH//gntU//rne//torR//
GO_0018105_8	hokE//hdfR//pyrF//
GO_0018106_8	uspB//pdxH//metG//rplI//bglX//bhsA//amiC//hisP//rhaB//eco//nrdA//alpA//pheM//pth//kup//recE//tusE//ypdA//wcaB//metR//hflD//psuG//dppF//yjiA//fepC//yhjV//yacG//fetB//yajL//
GO_0018108_8	rclC//yebG//ghoS//potA//nlpI//
GO_0018117_8	shoB//
GO_0018125_6	ydbK//
GO_0018126_7	secY//
GO_0018130_5	yfcR//argE//lysP//uspC//betT//fucI//yehU//dgoD//araG//yhcH//hybC//yddL//dnaQ//lpxK//rsmB//hcaC//aroP//ygcW//sodA//yddM//mrdB//yoaA//moaC//yhaM//sad//miaB//diaA//rpoD//argI//dinG//insI-1//rimI//glcF//yidC//sxy//phnC//yebS//atpF//dsdX//insF-1//nhaR//cbrC//aaeR//cspD//frvB//rplI//yjiY//cusB//btuE//dacB//rseB//yajQ//hyaC//sbmC//hfq//mdaB//yhcN//gsiA//acpP//yphB//metL//hemL//hemA//ispG//hyaB//pgk//mreB//rsmF//yraI//trpA//mlc//prc//kdpF//tdcA//dppF//tyrR//bluF//pta//rlpA//yihT//ccmD//hipA//ygaV//dnaN//sgbH//mdlA//mhpD//recD//yqcC//holE//ldcC//zipA//frlA//kdgK//glnQ//iscR//ftsI//ghxQ//csgF//lysU//ydaC//gmk//ybiA//ydaV//yhcN//uidA//fimZ//wecB//hupB//ygaV//higB//flgB//rpsQ//ompR//dgcN//entE//sapB//yphC//sgcC//ybaK//fucK//atpE//erfK//bioD//rlmL//parC//avtA//recR//citX//cusF//polA//ibsD//lsrR//menB//rzpR//ygcR//mngR//pdxA//modC//metC//tesB//dnaN//sdaB//dbpA//mtlA//yfeX//pstA//dgoK//solA//yihP//fadI//betT//malQ//frlR//ybdG//ybhR//pal//idi//yeaV//atpF//recG//hyfF//mdtF//purD//hofQ//rluF//ubiD//malP//rzpD//nirC//elbB//agaR//sgcE//yadN//pal//epmA//tdcE//srlB//sgrT//feaR//adeD//nrdH//aes//hemN//yhaO//citC//hemH//nagC//fdoI//otsB//cvpA//hokE//metQ//nsrR//acpT//yfdG//yjhG//arfB//yadC//maa//rplW//ompL//uhpA//cydB//metC//fabH//tsx//mglC//nuoI//ddpA//priC//yafE//ribE//malS//hiuH//insA-2//ldtA//speE//spy//hisB//dgcT//serA//yfdC//yfaE//thiL//hycB//amyA//yodD//yeaG//tsx//mdh//potD//bsmA//entB//nrdF//rclC//yibA//ykfI//sbmC//rzoR//rffH//yhjG//dcuB//hprS//ycjY//ddlB//ychF//ybdN//malX//rpoD//ybhI//torA//frc//topAI//ispF//betI//sufA//relB//glmM//blr//yhjV//xapR//tgt//dgcN//deoB//ilvE//yfhM//wecB//zipA//bluF//lolE//yciE//katE//wrbA//glnQ//clpS//glcB//folC//pinQ//alaS//yahI//guaD//sfmH//lldD//waaH//rihB//rpmE//fadM//cysZ//rne//sdaB//rfaE//lpd//glsB//yjtD//ygiS//nudG//clcB//glyA//mog//ftsL//bdcR//purR//umuD//yjhG//trxC//yfcU//ybjD//nuoL//glgP//atpE//arnA//oppC//era//ulaF//ydcS//phnC//mdh//aphA//atpE//ackA//yceK//rimM//relA//puuA//yeiL//ybcJ//waaJ//rpsG//alpA//bioH//flhC//rimM//priA//adk//abgT//yjjW//recN//cydB//trxC//tcyN//dgoA//evgA//sgbE//lolB//yeiG//yidZ//fruA//ugpA//potE//xseB//elfC//sohB//hdeD//ydiO//malQ//ftsX//gatC//glsB//nikC//mdlB//hyfF//zntR//yhgH//arnB//mntR//yiaM//ygfX//yoaB//creB//prpB//
GO_0018131_6	yiaU//trmD//
GO_0018160_8	puuE//
GO_0018175_7	ecpR//
GO_0018193_7	gmd//glpF//psuT//frwB//sutR//ompA//pstA//mdlB//yhbX//hdeB//yfeX//scpC//mcrA//nhaB//hsdR//ddlA//narV//norR//ivy//glgC//rhaA//mepA//rsuA//uxaB//gspF//moeA//fecB//degS//dnaA//xylH//hypD//lrp//yeaG//gcvR//agaB//xylF//ttdR//dinI//rhoL//fes//bcr//phoP//rsmB//fabR//gabD//rayT//argK//leuE//torS//fhuF//ldtA//setC//cpsG//ybaL//ftsL//emrB//pdeR//tusA//cobT//purD//slyA//yeaE//ydeO//aroE//ynbB//fhuC//lpd//ftsI//rcsA//napA//flgH//
GO_0018194_8	insI1//ycbX//
GO_0018195_8	minD//
GO_0018197_8	topB//yedA//
GO_0018198_8	rnr//puuR//hupB//yihQ//acnB//yjfP//fpr//eutN//
GO_0018202_8	chbG//yceD//bcr//rplP//yfgO//lolB//dgcM//mug//arcB//clcB//rpsL//gabP//tesB//recQ//hisF//metL//yjbH//dtpB//ybcQ//glpT//atoC//cmtB//recX//perR//ghxP//nudG//alaA//rlmL//arsB//
