#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hxpA//rzpR//cysS//recR//
GO_0009273_5	oppA//yciH//sapD//ptsN//tolQ//eptB//rutF//symE//yafQ//dmsB//
GO_0009290_6	fliG//lamB//
GO_0009292_4	yggW//dusB//
GO_0009294_5	gatZ//prkB//
GO_0009297_6	tus//mscS//ybhA//cptB//dcp//cutC//sufS//gpp//metF//curA//xylF//rapA//ilvC//iraD//
GO_0009298_7	speF//ebgR//zapD//
GO_0009305_7	mrcB//
GO_0009306_4	lsrC//uxaB//ybfA//zraS//frc//flgI//truB//
GO_0009308_5	recR//nadA//mdtN//nikA//rbsD//rlmC//cusA//ydeO//proV//dinB//ydhC//glnS//yehW//pstC//yieE//yabI//ompW//yafQ//livG//yjeH//yoeB//rnhB//xapR//iaaA//elfG//insH-5//nuoM//
GO_0009309_6	ypdA//thrS//sfmD//cheR//udk//nadA//csdA//proP//abgB//glpX//puuD//yadI//sanA//lpoA//
GO_0009310_6	sfsB//hdeD//mutY//zur//cutA//minC//fmt//elaB//ihfA//rplN//slyA//osmF//zinT//
GO_0009311_5	purT//dsbC//yiaN//trkA//chaA//gatC//fnr//mutH//feaB//cho//mobA//feoC//shoB//ompG//mfd//ybaM//nadC//csgA//ldrD//gsiD//sad//macA//gsiC//dusC//queE//rssB//hdeA//gloA//appA//hybC//gcvP//evgS//cbtA//dgcJ//gph//bsmA//ydjH//rimJ//mnmA//aroK//pntA//yfdC//nrfE//ycjP//otsB//yjbB//hemB//cbeA//dhaL//waaB//mdtI//narH//minC//
GO_0009312_6	paoC//hypD//pliG//uxuR//yadI//murG//tyrA//coaE//ppiD//pepA//htrE//torA//yqaB//glk//slyA//rpsM//sbcB//yfcS//satP//kdpE//murC//sspB//hemA//nupC//ygiS//aqpZ//yjjW//atpD//arsR//kefF//lptC//ulaD//csgG//yceD//oppD//yebG//sgcB//tnaB//motA//yiaL//ydcO//potB//
GO_0009313_6	gadX//cysP//yfeW//dcuD//pstS//pdeK//sgcC//copA//crl//glnB//
GO_0009314_4	dam//allS//glcD//purN//ppsR//ispA//lysR//rhaB//acpS//paaK//ftnA//dcyD//pdeR//hybD//yfaL//ybfA//dmsA//moaC//phnC//eutB//hfq//ybjC//phoQ//dnaX//trxA//barA//ugpE//ydiP//umuD//yaaA//sdaA//nirD//ldrD//tamB//rhaR//ibpA//cueO//frr//mdtF//evgS//secB//ybcF//gatC//ynaI//pyrD//fbp//ymfK//endA//mtnN//hxpA//cynX//kefG//flgA//emrE//lldD//csiR//ygjR//ogrK//kgtP//pgaB//yfaE//bamE//ydbD//mglB//hypT//ybjN//aroB//sapF//lyxK//nusG//prmB//cpxP//gluQ//dgcQ//yjaZ//mtn//yadM//sapF//dapA//yihS//nrfB//nagK//dtpC//yebC//mtr//zwf//yjiY//yfaU//rlpA//cynS//mepM//frwD//
GO_0009372_5	yafQ//kgtP//malQ//
GO_0009394_6	topB//chbF//psuG//murA//ssuD//ykfM//csdE//
GO_0009395_6	fdrA//
GO_0009396_6	yidH//acrE//gfcE//menH//proP//yjhH//dcm//casB//ulaB//ybcC//recJ//
GO_0009397_6	uspE//yiaJ//
GO_0009398_7	fimE//
GO_0009401_7	argI//menD//wzb//ispF//uhpC//dedD//yhdZ//eno//rplD//wecE//tilS//diaA//rssB//ybeF//fimD//cbrC//bioD//nikA//kefB//hisC//glmS//arsR//ugpC//dtpD//alsA//tolC//hypA//tar//pyrE//glrR//mdtI//yeaV//mntH//zapC//yggT//leuO//cheY//ebgR//yraK//abpA//rplY//pnuC//nikA//nuoG//dsbD//trpS//hypC//ghoS//recN//ulaR//rihC//erpA//
GO_0009403_5	yhhT//
GO_0009404_4	ispG//hdeB//rbsC//rluF//radA//tusC//yfcF//sspB//wzc//xerC//rplY//yjiQ//rspB//cvrA//ybdR//rplA//hybC//nrdI//rplM//
GO_0009405_4	trxC//yadC//ttdB//
GO_0009407_3	truA//ybiW//oppA//eamB//betA//blr//cusF//metR//mnmG//borD//yggE//recC//csgG//yfcU//paaC//pspF//
GO_0009408_4	cysQ//sufB//ychF//hdeA//rzoD//nrfG//dmsC//proS//mcrA//abpB//aphA//frmA//frdA//rbn//pdxA//aroG//ftp//rsgA//yqjA//ybiW//yciE//rpoH//ydjL//coaA//yiiE//hofM//insB-4//gspJ//marR//nadA//nrdH//talB//livG//rihB//nuoM//yidE//appA//cysH//cobU//hemA//ttdT//rseB//mtlA//gabT//malK//fruK//avtA//entD//rfaC//yqjI//elfD//speA//lsrC//yraK//recJ//hflX//glcD//dcuD//tsaD//abgT//
GO_0009409_4	pck//arcB//yqhD//rbsD//yehT//rsmA//tufB//cra//pyrH//mlaC//purD//atoS//pitA//fdhE//ddlB//ydcR//entF//yddG//
GO_0009410_4	rpsB//
GO_0009411_6	yeeY//bcp//paaH//glvB//paaF//clpX//osmE//nanR//dcyD//ubiA//rspB//nei//insB-2//ascG//feoA//slyA//
GO_0009415_4	nirC//
GO_0009416_5	ispG//nimT//yehT//yehT//adk//mdtB//fixB//cysC//lapA//tolA//clcA//sgcX//fimG//yraN//serA//ansA//smrA//rhaD//frlB//
GO_0009423_8	pdxB//prfA//dld//treA//
GO_0009432_5	yggP//aroG//pdeK//tqsA//trxA//nuoH//rna//ldtB//nrdR//argR//mtnN//fre//macB//qorA//tag//cysQ//thiH//prkB//cysW//focB//oppD//ybbY//
GO_0009435_9	ribD//deoD//yciK//rhaR//idi//rluB//fdhD//casA//ulaC//
GO_0009436_6	tolB//menI//eamA//iscR//
GO_0009437_5	cusS//glnK//puuD//lptC//folC//yggE//dpiA//
GO_0009438_5	flhD//kup//acrA//fabB//rlmM//agaR//ubiG//ompR//yeiL//lpxP//sulA//rhmD//yqeF//osmF//fliD//bdcA//mlaF//yagJ//udk//rluC//ffh//fdhE//ycdY//chaA//yfaL//tsgA//dtpC//recG//cutA//ruvB//
GO_0009439_5	mutH//hofQ//ydiO//
GO_0009440_6	yjhB//puuB//sfsB//
GO_0009441_5	ompA//ndk//mcbR//proP//arfA//
GO_0009442_7	proX//dcuC//aroL//mgsA//uvrD//
GO_0009443_5	frvR//cspA//lrhA//
GO_0009445_5	yigB//ldtA//gltL//lgoD//ynjD//yajL//ftsB//yaiW//yciV//rfbX//
GO_0009446_6	rplO//mutS//
GO_0009447_6	aceF//insI3//pspF//ccmC//leuD//intZ//mltG//yadV//
GO_0009448_5	yehY//yebC//wecE//recA//
GO_0009450_6	lptG//flgH//mdtD//cbrA//
GO_0009451_6	prmA//fabI//sdhC//ydiZ//trmJ//creB//paaG//yigL//decR//dctR//garD//mcrB//hofM//malX//ybcM//nrdR//norR//amiB//cheB//ugd//gltB//argT//pgk//adiA//npr//fliS//yjhH//yjgX//dsbD//mmuM//nsrR//ppsR//rhmD//dxr//opgE//yfdK//ynjD//btuR//fdhD//glgP//nuoH//ispH//intE//fumB//alsE//cueO//yqiJ//cyaY//abpA//intQ//mdtN//murB//yidE//lasT//mngR//hscC//lexA//marA//dgoA//gmd//mutM//aroE//yhfK//aroD//glk//cadB//waaH//sufC//rlmD//paaE//crr//lacY//iraM//uvrY//bioD2//rseC//yfhM//abpA//nagE//proV//cpxA//zinT//phnI//
GO_0009453_4	pheP//
GO_0009454_5	cysB//
GO_0009593_4	rhlB//asmA//
GO_0009597_5	ygaZ//
GO_0009605_3	adeD//pdxK//rlmB//deoA//treB//citE//otsA//puuP//sseA//ydcM//speC//folC//fur//sdaA//ydcT//rclB//pgm//fimD//creB//ggt//ygbL//nuoI//higB//ldtC//tadA//ttcA//sbp//agaC//artQ//glrK//cysI//csdE//rcsC//ygiV//rnlB//nlpA//iscX//glnQ//mgsA//yajO//hflK//flgG//ihfA//osmE//rpoH//ruvC//yabI//narP//mdtN//rpsG//paaB//ybdZ//glcF//yfcG//secG//ebgR//cutC//yhdZ//exbB//nrdI//agaS//slt//yfaX//ulaE//ycfH//pgsA//ybjD//cysN//lysS//glpG//dcp//flgB//ydeE//napB//glgB//helD//mutH//
GO_0009607_3	yfbS//ugpB//umuD//waaZ//mcbA//mtlD//ssuE//tsx//lgoT//cspI//flgG//lhr//rlmJ//zwf//
GO_0009615_4	acpT//ycgV//mngB//edd//yheT//glpF//pheS//ppiD//purL//fimE//thrS//tesB//yohC//mntS//
GO_0009628_3	lacY//lipB//hcaE//caiE//nirD//atoS//hcaD//sad//ydiQ//leuD//ubiB//holA//nhaB//mnmG//mutT//ybbW//hycB//fsr//rsmC//yajR//potA//insI4//bioB//mcrB//ivy//rpiB//sgbU//leuC//rsgA//rcsB//yihP//nikC//gpmA//basS//gcvH//garP//aroE//yidQ//sgcA//waaH//frlR//waaU//yehB//insI1//uspB//ribE//asd//kbp//ribE//sfsA//dacA//mlaC//pgpA//dacA//yjeH//cusR//dppC//mnaT//kduI//dacB//ybaQ//hybD//mdoG//ccmC//efp//cysQ//rclR//ybdR//rlmM//mdoG//ilvL//mdtG//fimB//pheS//ymgC//cysK//tcyN//ftsA//thiL//recO//wecC//sulA//ltaE//rbsB//roxA//rbsK//spy//insA-2//ybiW//surA//upp//gpt//hemN//paaE//sdaC//rdgC//lspA//yjbE//yagE//citT//lsrD//cobB//uvrB//dcuA//fepG//cusF//nemA//ais//pdxA//amiB//fimA//pheP//tolA//higA//bluR//parC//araF//tadA//gph//bioD//cheR//selD//suhB//melA//yfbU//ybbW//ycfS//ecpR//gmd//puuC//yeaK//thiE//rplK//pta//mazF//kdgK//mdtM//fimZ//intQ//yagI//erfK//yjcO//degP//ybiS//gltX//ybdH//yihV//ppiA//barA//tktA//eco//paaB//cobC//yedP//ompG//lgt//kdpA//aspC//pspA//yajO//ykfI//menE//yggW//katG//cmoB//kefF//dinB//fdhF//allB//fucI//sgbU//rcsF//idnO//thiC//yqiJ//tas//ygjK//ydiZ//phoQ//lacY//pgm//phoA//marR//acpS//eamA//speD//kup//trpGD//mtlR//tnaC//norV//htpG//cmtA//ybjD//secE//rtcR//hemD//ptrA//hycH//cheB//manX//fieF//cyoB//umuC//yedA//sufD//entE//adhE//thiC//thiL//wecA//guaC//pflB//nusA//ulaB//acs//menE//rayT//ydbD//seqA//macB//argH//clsA//pinE//lptA//glmS//orn//tktA//infC//ribA//
GO_0009635_4	dapB//
GO_0009636_4	selU//ygbL//narY//folM//yafC//yfeD//fdhE//melA//flgK//ybdR//entS//ftsY//lptE//galU//alsB//priB//pfkA//rplI//lpxM//ansA//ivy//rep//galR//mglA//glcB//aroG//yhfS//tsaD//frlB//hcaR//tcyJ//
GO_0009637_6	ssuA//
GO_0009651_5	lgoD//acnA//focB//dusB//yeeO//cpxA//
GO_0009653_3	ibsC//
GO_0009696_4	casD//
GO_0009697_5	rpe//
GO_0009698_4	mltF//
GO_0009712_6	ybdZ//emrD//yjiQ//fabG//mdtF//nadK//rsfS//orn//argT//chpB//
GO_0009713_7	asnS//nudB//metE//menF//bdcA//rbsK//betI//rpnB//trpL//
GO_0009719_3	ptsI//betA//yehC//
GO_0009730_5	arfA//
GO_0009743_5	dgkA//
GO_0009785_5	iscS//
GO_0009850_4	ybiY//patZ//pcm//murQ//waaU//hiuH//lysC//rffM//cheW//speA//agaB//yrfG//waaU//
GO_0009852_5	rng//rdgB//ompA//gcvT//helD//adeQ//yehP//rplN//frwC//mpaA//fiu//ydaN//rzoD//
GO_0009889_5	opgB//purC//cobU//holE//ypdB//rpiR//ligA//melA//torZ//ydcS//mgsA//prkB//lptG//yagG//fliG//rrrQ//pdeD//adhE//ydaN//ypdA//deoD//glmS//gcl//dtpA//hlyE//malS//yeaG//sanA//rpsL//trpB//yiaJ//puuP//yihV//yidE//tehA//cspG//paaA//secM//rssB//asr//pliG//yccS//bioH//dacA//yegT//proV//acnA//ybdO//slt//alaA//yceO//yjiX//gor//yagI//cyoC//gatD//hyaD//hybA//galU//yghO//rimP//phnJ//cyoB//yneL//murG//gpmA//csgE//atpD//rcsD//torZ//yggF//mdtA//birA//phoR//frvB//rseB//ydfK//pstC//ydfH//yhdJ//araB//lpxB//blr//ydiB//nadK//yhaM//yfcP//ybcL//rfaH//hisH//asnS//ebgR//yaaY//argI//tnaA//rnpA//ffh//sgcB//aroA//yfdR//ccmC//proQ//ffh//ppsA//hrpA//ykfM//cbeA//ygeV//fryC//hemL//aroG//menF//pgi//yahO//adhP//ybhI//nrfA//preT//yjjI//exoX//yihL//potG//cheY//pyrC//yihL//fimI//mltF//yhfK//ydiO//ydjH//rlmE//rbsA//rplB//potB//moaC//macB//ybdN//ftsK//ompC//moaD//ftsE//rlmH//apt//araF//livF//nfsB//rhoL//frdB//fucO//purC//yfbU//psuG//fimA//arsB//xisR//yeeO//arnE//solA//yhhY//dcuC//ulaB//kdsD//hcaR//pyrE//fre//miaB//agaR//arfB//luxS//rhaB//cra//ybiS//yadG//mmuM//trpA//gyrB//amtB//talB//priC//ruvC//deoD//rplF//gcvP//ugpE//malE//ligA//nrfD//lspA//yphC//mngR//lapA//gcvT//hslR//cutC//fecA//yhdX//znuC//nth//ssuC//purU//rraA//manY//yejB//tisB//holE//appY//sodB//tcyP//moaC//nrfE//dgcJ//waaJ//yaiV//luxS//cyoB//fabA//pncB//ytfQ//folX//fimG//rpsJ//ftsL//yqiJ//yceD//pitB//waaQ//glnA//ybhP//yphD//bacA//argR//ligA//sthA//tsf//sbmA//tar//iclR//mlaB//ompR//cysZ//menE//mreC//recX//menI//yibT//sfmA//yahN//ccmA//pflA//iaaA//ygeV//rpoH//cynX//exuT//codB//ycjW//sufD//mppA//ascB//ribB//rluE//pheT//yieF//zapD//oppC//ralR//setB//mdtA//yeaE//yneJ//yqjH//lysA//wzzE//mtr//rlmB//radD//gcvA//yidP//secA//fis//rbsR//torA//artI//yciV//fumA//cho//ftp//yqjH//ivy//yjcE//qorA//clcA//ribF//cof//thiM//yjiM//kdpD//potI//brnQ//bioH//rpoS//nuoN//csgF//aceA//lipA//arfA//phnN//exbB//dgcM//argC//kch//yebK//yqaA//glnH//talB//bamE//
GO_0009890_6	norR//mdtN//gyrB//mlaE//phoP//intS//atoC//fliL//nadA//rpmB//hlyE//nuoL//glgP//norR//sodB//hinT//mscM//ghxP//modA//mprA//dinQ//fdoG//gmk//hcaD//proX//yjjW//tap//flgH//dicC//allC//napA//zipA//xylA//agp//lexA//argP//yqiJ//tamA//lipA//gcvP//flgH//cobU//bamB//rbsB//yggN//glnA//hslU//greA//mdtP//yjcE//sapF//ygjK//parE//relA//rnt//preA//hsdM//guaA//glpG//menA//zapC//nhaB//entB//fdhE//tolB//argS//livM//trmI//rsuA//yggX//sapF//mngB//glvB//trmI//yaaA//higB//fucP//wzb//nfuA//phnC//msrP//argB//dkgA//hupA//rlmI//acrF//pphA//dnaE//fliL//narU//dgcN//osmE//sad//hofN//agp//hemD//pdeD//rfaC//tynA//waaS//fic//mqsR//murJ//gltK//glgP//bsmA//uspE//dadA//zraR//alkA//cra//ydhQ//chbG//xseB//hypC//fdoG//waaS//ycjW//argD//nrdD//speG//
GO_0009891_6	fucP//dxr//era//ychF//arnA//hpt//uspB//dnaB//gpr//phnG//fis//lon//rpsQ//malZ//tyrR//rfaD//yehZ//folX//prpC//rplO//fabH//yqcC//waaJ//clsC//msrQ//lpxL//dsdX//mraZ//lapA//cmk//xisR//glpC//yfaL//ybeY//slyA//rpiA//flgD//yacG//aldB//grxD//ybiS//cas2//hemL//hisB//rraB//aroK//yeeL//mnmC//wzc//glrR//cbeA//nirC//folC//ppiD//ppsA//entB//araE//acnB//cysS//guaB//lgoT//ydeM//chbG//ydjJ//hmp//mdtM//hemF//livK//bipA//glmS//dicC//rsmB//pfkB//yfcV//yejB//leuC//yrfG//paaB//wrbA//ampG//mazG//wzzE//livG//
GO_0009892_5	yjhB//cmk//glpF//kefB//rbsA//lpoA//phnO//hemN//lrhA//malZ//fadJ//nrfC//fhuB//rodZ//rpe//pyrC//yddG//tauB//gcvH//phnI//cynT//flgB//arsC//livK//frsA//rplI//cydD//pgi//nuoE//waaO//betB//rutD//yhgF//macA//fabI//rihA//cho//yafO//ypdC//waaG//slyD//ftsW//upp//adiY//cstA//truC//tesB//ybjL//rplM//yjhB//crp//btuR//yjjU//bdm//yfjV//rfaE//ydhK//insE-1//mrp//hcaB//recQ//phoU//rplK//mutY//tsaE//dsbB//gpmA//cpxP//rzpR//cheB//murE//cysN//trmL//nrfG//ansB//glpF//miaB//acs//yieE//ispF//yadV//narK//cstA//gltD//treR//rimP//recG//yfdK//tauD//mdoD//metF//mcbA//glk//mepS//flgB//mltF//ortT//fumC//yqaA//ytfR//focA//yddA//era//ynbB//flgA//ilvC//ribC//melB//ybiO//fliS//cho//rlmL//pheM//cpdA//aroB//dinB//iraM//cydA//pspD//nrfB//agp//araH//relB//ubiH//uacT//thiQ//yehC//torD//oppD//wzyE//rhtC//fucO//araF//sucC//yijO//sufS//cspE//aceB//dgoR//gutQ//yfaE//ybaO//mlaC//nrdI//hypD//rpmB//
GO_0009893_5	oppB//groL//mdtJ//ytfE//yafN//hflK//thrL//ynhG//ygcR//gadE//miaA//msrB//speB//dfp//yfeR//casB//glpC//tdcC//ivbL//fecC//ispB//rhmR//prmB//kdpC//sapB//yhcH//htpG//mocA//ivy//yhhY//recR//ptsG//trxA//trxA//kefG//yddM//tatC//yajR//garD//yciA//yrfG//yedF//caiE//dxr//rpnD//ptsN//hha//yaiW//ompF//potC//ynbD//yidC//trmJ//acpS//sgrR//waaS//hemG//yjeH//envY//dmlA//mhpR//ampD//holB//tusD//tatB//ftsI//hslJ//mdoG//yfeO//fadA//hflD//asnC//agaV//phoB//leuB//leuA//ppsA//rnt//arnF//ytfR//metG//sgbH//dps//nagK//ygcR//waaS//fruA//rihB//gcvT//preT//ybhJ//clsB//yjiA//malG//envR//menI//ilvI//bepA//elaD//
GO_0009894_5	intE//decR//purL//fepD//agaB//yciV//ilvE//sgrR//bioC//aaeB//phnP//cof//cobU//dfp//
GO_0009895_6	iscX//ibsD//yggW//ibpB//
GO_0009896_6	yehD//pyrE//xapA//
GO_0009966_5	rof//
GO_0009968_6	rplN//
GO_0009970_6	ygeR//ybdZ//hybC//
GO_0009972_10	mntH//
GO_0009991_4	rrrD//livJ//gatC//ydhQ//ybhG//tsaE//rhtC//clpA//rhaS//pphA//ilvL//glpK//galF//garL//lpcA//hemA//apaH//xanP//recX//selU//glpR//pyrH//wzc//rutG//ygdG//prc//hslR//ravA//rpmC//yagF//bioP//rplY//opgE//ybiI//ycjW//decR//nanK//ybdR//dgt//gltK//cusB//mntR//insE-1//yfbS//yaiV//ybiH//bdcR//rhaM//rplJ//fimH//clcA//agp//nikA//phnK//rihC//galU//yqhC//narQ//pckA//yciA//ygdG//ydeO//amyA//
GO_0009992_5	yihI//nanE//tdcG//yfjV//
GO_0010033_4	ybeY//mglC//csdE//wecC//ydiF//essD//rppH//mtlD//rimM//ymgF//hemA//mdoG//gpt//tnaC//soxS//aldA//hisM//mdtG//clsB//radD//ogt//bepA//sapC//rsuA//queD//yneE//dicC//ribC//ghoT//bdm//galR//kdpA//argO//rcsC//ileS//tolC//yjtD//livJ//phoR//umuD//flgD//mcbR//ybhR//
GO_0010035_4	fabD//torI//dctR//fdrA//frsA//csiR//fepE//potD//hslO//otsB//maoP//phoA//mzrA//yjhG//ygaZ//ybiI//infB//gabT//yfcS//yqhC//yahO//pphA//kefF//mngR//rpsD//rseC//cheA//insI3//yehY//lplT//ybhR//fadH//frdC//yhiM//cysS//fimA//dcuC//phoA//ygfX//ybjG//rpoD//puuD//xdhB//cysS//ycfJ//nuoM//hybG//mnmC//ispB//rhaS//sbcD//mdoG//ydhK//dedD//ycjR//ygfA//chbG//kdsD//yfcQ//lptF//tnaB//ypdB//cas2//sdaC//rnr//frmA//lrhA//rbsA//araA//cysW//atpE//mtr//glxK//dapB//kefF//mtlD//
GO_0010038_5	moaB//yggE//rpoH//rplE//glnL//cmk//pepA//dsdX//ulaR//frwD//paaX//yccA//ygaV//mdtQ//frdB//pth//ldtB//yebC//sgrT//ldtD//xseB//fdnI//yfdR//rimM//xseA//yafC//aceK//fimI//nimT//frmR//galF//mmuM//etp//ycdY//appY//cyoD//dgoA//cpxP//ghoT//pbpC//rho//pckA//scpC//rlmI//sapB//
GO_0010039_6	tap//mdtK//norV//cpxA//yjhB//yaaJ//yfcV//
GO_0010041_7	dgcZ//lysU//ypdB//tldD//pdeH//arfA//
GO_0010042_6	pykF//groL//
GO_0010043_6	ilvM//betB//zapD//sohB//gapC//mepM//
GO_0010045_6	rpmB//dppD//insA-1//
GO_0010106_6	garP//
GO_0010124_4	rlmI//ldrB//yaiP//yidQ//dsbD//rpiR//yddL//cusA//yiaM//ftsA//dcuA//bioD1//nudF//
GO_0010133_7	dnaT//
GO_0010139_7	tcdA//
GO_0010165_6	nac//xylA//ygfZ//cadC//hmp//marR//fklB//ydcR//acs//clpP//dapD//gdhA//yccS//yhdX//cobS//narP//
GO_0010167_5	solA//lapB//
GO_0010212_5	ldcC//zipA//fdrA//rsuA//ftsP//aroA//ycfJ//bisC//nuoH//hslO//narH//etp//yjbH//ynfE//hflD//gatD//dnaT//adiY//hybE//hxpA//fucI//tdcB//ybjL//lldP//alsB//thrA//sixA//smrA//
GO_0010226_6	yqhD//
GO_0010243_5	rfaE//rpoH//sucA//gltX//ybcM//hofM//dinQ//hyaD//mgsA//yedL//ycgB//yjjV//dgoD//amiD//ynfH//yejF//
GO_0010269_5	tcyJ//
GO_0010272_6	holE//hyi//moaA//dicA//ydfD//yehC//
GO_0010273_4	rlmG//rpsD//ydfH//patD//rbsK//groS//
GO_0010288_6	chpB//
GO_0010312_3	ycjP//
GO_0010332_6	fieF//
GO_0010350_6	glpK//hyfA//
GO_0010438_6	puuE//insI1//sdhA//entS//
GO_0010447_5	yejA//aroK//pgaD//murR//ytfE//mliC//btuD//rsmE//ybdH//purR//ldrD//nupG//fruK//yqeF//ydeI//ftsL//yraJ//exuT//panB//fruK//ahpC//
GO_0010466_7	nlpA//cobB//
GO_0010468_6	elyC//malX//sad//rhaS//rutE//cdd//lon//yhfS//torR//fadB//pal//dusB//opgC//proQ//yahN//tatD//rplQ//araF//flhE//cmoA//cysE//murR//purT//dnaJ//mepM//prlF//tolR//fliG//kdpD//ribE//sufA//dxs//ychF//dacB//eptB//ycdY//mscS//yjiR//dtpA//iaaA//kdpB//purT//rraA//edd//tcyJ//proV//yccA//cynS//garK//yieH//bfr//rhlE//puuB//cbrA//nrfD//polA//mrr//iscA//nadA//thiM//pinQ//degQ//ycjQ//narU//ytfQ//btuF//murA//gltL//lsrR//bioP//manA//oxyR//metB//znuB//glnK//panZ//metG//yrdA//glnB//speA//kdpA//hcaT//murQ//fadA//yebC//fucK//yqiH//srlE//mog//yddM//hda//rpoS//bamA//hha//ykgM//ispH//dps//metI//yihX//flgH//caiD//rcnB//pgaA//rfaB//glcF//ogt//mnmC//lolC//serS//thiL//ftnA//yghO//tdcG//udk//yihT//rph//speF//rlmG//ybhA//lysU//truB//kdpE//pitA//recN//dosP//fadE//pbpC//cpoB//yihR//ccmF//yphF//macA//polB//mltF//blr//sulA//rhlB//flgI//rnhB//hupB//gloC//arnF//xanQ//ackA//msrB//arfA//ibpB//yhdX//trpA//pmbA//yceD//dosP//kdgK//wza//ydfD//frvA//valS//fumB//lepB//maa//rfaC//rpsB//cbrA//cpsB//tusA//gadE//yfcQ//bolA//ubiD//evgS//rspB//yadM//yfdK//araE//lamB//yhdX//potE//ypdI//ybhF//ydcT//yehZ//ygeR//nadE//amtB//yejE//malP//yfeR//yrbG//bglJ//yqhC//mdtE//uspE//ybhG//rluB//rnd//abgA//aceB//ptsP//ycbU//potC//uxaB//citC//fadK//galP//hyaA//tsaE//sfmH//betA//cspB//cobU//fixC//phoB//greA//moaD//ubiF//atpD//proS//yraN//proC//rimJ//cynX//insI3//fpr//ompG//rluD//udp//phnJ//argK//comR//acpH//rfbX//asnC//ydjL//dtpB//gltS//murQ//ybdN//hypD//fabG//leuB//tqsA//pal//menH//insK//serA//ybdN//fepE//casC//ftsB//aroB//selA//yejE//yobF//ygaZ//ykgF//lexA//pdeH//yagF//casB//nadD//aspS//pitA//frlB//raiA//malF//topA//gspE//yaaY//tcyP//yciA//uxaC//adk//tus//ybjI//torZ//pdeL//tomB//nuoF//selD//oppD//sbcC//yoaB//rplN//thiI//glgA//yigL//frwD//ynfE//yciA//ybiJ//feoC//slyA//idnT//yqjH//chbR//prpB//ybaT//pckA//proW//bssS//ogrK//lnt//aroP//ydfG//rsmI//yqhC//zinT//frlA//caiT//nupC//hyfA//ddpX//yggX//yfbR//uspC//bipA//metR//gnd//
GO_0010498_6	bcsQ//
GO_0010501_7	moeB//narX//crfC//yaaJ//iscS//mcrB//ybbW//curA//pyrL//
GO_0010528_5	ybiA//
GO_0010556_6	uvrC//tusC//tusE//yefM//yciK//yjbB//yfgI//yhjC//sgcE//ydcP//murJ//ybaO//nudF//kbaY//prmB//cyaY//msrQ//leuE//sufC//tldD//gapC//malG//ynfH//mltG//yhdX//kbaY//ytfP//yqgF//aaeA//acrB//cdsA//livM//ompL//cbrA//iraM//fhlA//aaeR//zapC//mutT//mntH//cspC//ssb//flgD//panB//rplA//metL//aldB//yihU//alsK//deaD//cmtB//aphA//thiQ//sxy//speC//tdcB//ais//gsiC//tdcB//ybcL//hmp//csiD//fepB//ompA//ydcZ//dadA//dtpA//yadG//rsmH//rplJ//rbsC//pdxA//topA//yagF//bglF//ytfE//ptsH//yjcO//gatZ//nuoL//pinR//dicB//phoP//ypdF//clcA//ynbC//iap//tcyL//chbG//zntA//gadE//cspG//yadN//yidR//mscK//ymfK//menA//yihX//hybG//codB//nuoE//rlmG//moeA//glvC//secB//pntA//yraJ//pgm//recE//waaL//lit//osmF//moaD//mug//rssA//rssA//pyrL//yfaL//amyA//hiuH//pcm//yhjV//fabZ//hldE//bglJ//aroK//slmA//yadK//ubiI//mgsA//mazG//panC//tdcG//hyi//chbA//csgG//yfcA//mutY//alsA//rlmE//rho//hyfR//diaA//fecD//yneL//flgJ//sgcR//moaE//modA//yieL//glpX//hypA//sapA//bcsA//cobC//cheB//sspA//pspC//yraR//cecR//tilS//rnb//rne//nuoL//chbG//flgH//cysQ//cas3//yjbE//rhlB//zraR//ilvA//htrE//araE//alpA//adiY//yajL//rpsE//sthA//yjiY//yajD//surE//ralR//yghG//dsbA//sufE//fliS//yghU//idnK//mtn//xseA//hemE//betA//glcD//xerC//yfaU//ihfA//flhE//csdE//exoX//mdtJ//intE//ptsH//ugpA//prfA//ftsP//chpS//xylA//tcyL//ttcA//kdpB//lhr//yfgI//fadA//uspG//cysZ//gsiD//ygfA//rclR//csgE//plsX//insI4//zapA//rph//yeiE//rpnC//nac//alsC//ugd//tomB//idi//ulaG//rpsD//cadA//iaaA//purB//dgcT//rplW//tsf//ttcA//motA//cysD//trpL//leuD//aaeA//ygaZ//leuC//mreD//pphA//osmF//ynjD//potI//pyrG//yraH//hofO//ynfK//ubiI//fkpA//fiu//nhaA//leuE//exuT//hemL//acnB//fepD//lysO//acrZ//nrdD//panE//tcyP//dnaT//lpd//gltL//dtpA//fixC//lipB//glcE//tilS//ypdC//cspE//paaC//yeiE//yidZ//sfsB//torY//gatZ//fryC//opgB//acpT//malS//gldA//csiR//fadH//frvA//nfuA//idnK//rluD//rhtC//ybiW//pgi//ortT//gspI//thiP//bcp//lepA//phnG//etp//sufC//guaA//ycdY//dnaN//mdtK//
