#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	arfA//lsrK//deoC//pepA//
GO_0009058_3	nth//holB//murB//trmO//hycH//mdlB//hofQ//rhaB//gstB//ptsP//fadB//dctR//fdhF//sxy//thiH//rhaD//ybdN//ndk//gspE//panE//tolB//glmU//hicB//rpnC//nei//sufB//yqhC//yafS//cysB//yidE//frvB//yedA//rbfA//yedA//ssuA//rhmR//glnA//recA//entA//ldtE//blc//bcp//gudD//gudX//acrF//ybcQ//fdoI//rtcR//tauC//moaB//yjaA//maeA//acrF//bamD//yoeE//bioP//ldcC//envC//yhgH//norR//ttdA//cdh//mnaT//mdtP//cca//argH//dapF//agaD//metR//ygjH//atoB//hypC//ggt//lptD//mutY//glxR//glvC//paaC//ybbW//pinR//nrdD//fepA//waaH//ptsP//yhcD//bglF//pdxK//icd//ortT//creB//dgoK//hipA//dapB//uspF//rstB//ydiQ//clsA//ecpR//pgm//hslR//nusA//torA//nanT//mdtL//lyxK//yedA//feaB//hemA//dcp//yadC//lysU//grpE//waaP//ccmE//xylR//mnmA//argC//nagC//raiA//dctR//ugd//nuoH//purT//nanR//yfbU//nrfF//pepT//rluA//ilvB//galE//tqsA//glpT//uup//arnE//atpE//puuR//pldB//mdtB//tyrR//puuP//yciH//sgcC//sfsB//orn//rbsC//rutC//ybaM//katE//basS//tdh//sufE//hemH//xisE//yqhD//opgC//lacZ//mnmC//rpmE//mraZ//flgH//hsdM//iscU//torI//uxuB//recN//feoA//gnd//melB//yjjB//polA//tldD//pinE//bdcA//nth//nepI//ydcR//yebQ//nagK//alsB//insI3//tldD//aaeA//lapA//sfmF//hisQ//mglC//hpf//ybeF//pgpC//yhjC//ddlA//dsdA//recF//yjiR//pgpA//ascF//yqiH//sugE//gatA//glxR//fecA//sfsB//yciK//rbsK//ulaB//glpF//fic//cyoE//pyrH//aceK//btuR//mnmE//pdeF//dppD//adiA//aes//cyoC//insB-4//cof//recQ//insF-1//guaD//murP//fdx//dinI//ffh//accB//gsiB//minE//wecC//yneL//pldB//erfK//yiaJ//rlmN//clpP//pabC//hicA//yeaK//rnhA//yfiC//tufA//mglB//thrL//mrcA//mutY//araA//rfbD//ldrB//tehA//iraD//frmA//hchA//nrdB//ribE//waaL//yhbQ//lsrC//norV//yhjB//arcC//yqcC//murP//yjbB//pstA//yciK//menI//mutH//puuA//selB//ygeW//livF//ydeP//torZ//ompC//insI4//prlF//dnaX//ppiC//cheY//araD//purN//insF-1//yciE//pflA//clsA//codB//mutL//rplM//dpiA//mdtD//focA//narU//dnaX//nudC//panZ//pgl//yjeH//lolD//yafQ//rusA//yafO//clcB//dusB//dgoD//frwC//agaW//hisS//nagD//pheT//dcuD//caiT//paaC//mukB//gadX//casC//pepA//tatE//rcsF//raiA//ruvB//sdaC//fdrA//yibF//gltK//trg//ivbL//rfaE//kilR//coaA//zur//ybhD//araD//cysQ//appC//frdB//acpT//yciE//ugpC//yegS//adiY//sfsB//ulaD//feaR//zraR//greA//ugpA//crr//yjbF//groL//opgE//rfbC//rsmJ//cheA//wzzE//alkB//trxA//ydiR//rplD//slyD//tktA//moaE//mlaB//hsdM//cbtA//cysN//galP//yafO//hisD//gcvA//ydiR//prfB//mioC//iraM//nanA//nudC//dinG//ybaK//yeiG//puuR//yjjX//glcC//yccX//nhaA//rppH//mfd//insH-6//flgH//yafO//nuoB//yciV//gatY//nrdF//lapB//alsC//nagZ//umpG//kdpF//tsaB//wcaB//hofN//tauD//tisB//lolA//cheB//gspF//wcaJ//rpsD//yhjA//paaJ//waaS//ade//yfdG//aidB//pdxJ//rzoR//rhtA//mgrB//ybdG//asnS//yghB//cusS//rimL//ghoT//rpnB//tatB//cca//sfsA//gyrA//yggD//preT//xylF//puuB//malQ//fabD//yqcC//argE//yghG//murG//rfaC//lrp//pinQ//manZ//psd//ybbN//zinT//eutB//yacG//nagB//yijO//ypjD//yhbY//dapA//hofP//fcl//fadB//tcyP//ynbD//glgA//dld//yedX//speC//yhjG//rplD//rffC//yhdW//xanQ//fadK//yibF//ligA//fruB//ilvI//dps//yhdW//hycI//ybdO//amiD//ldrD//rplD//sgbE//rlmG//phnP//purF//pgaD//ydfD//hypB//rseB//narX//bfr//narU//mcrB//ompT//pgsA//pntB//intF//hyaC//sbcB//hrpA//sgcX//pykA//yfdG//efeO//citC//yhaJ//crcB//cheW//hupB//thiD//prs//phnG//tktB//srlA//trmO//ridA//ppiC//speD//yphB//fhuC//envC//fucA//yhaJ//gph//ycbU//alaC//poxB//rplL//osmY//frc//cyoB//yieF//atpD//hslU//gldA//ccmA//murE//fepC//sufD//radD//rpe//manZ//fabR//btuE//flhA//pta//dusB//zapE//rppH//wzyE//tyrA//ascB//yfcU//sufD//cysE//mtfA//hofM//eutA//minD//bioD2//decR//qseB//yjbG//yjhB//cirA//nuoM//apaH//ubiJ//evgA//queG//yadI//ariR//ynaI//alr//hlyE//hdhA//elfA//mreB//aroK//ybiJ//glnA//pepQ//yrfG//cydB//sdhB//nikB//cydD//ppiD//tmk//cho//dapB//idi//ybdN//tusE//hcaR//rluC//ugpB//hslR//grxD//fdrA//selU//argS//dctA//hiuH//cydB//aaeR//proQ//kdpB//aceK//aroP//atoS//oppA//rssB//fruB//adhE//sbcC//mtnN//tynA//gcvH//lpxP//mdtJ//yfjR//gnsB//ycdY//ybdM//ycfJ//eno//sspB//waaJ//mltD//mdtI//galM//trmB//galE//upp//ansB//ybdM//ybcJ//cheW//clpP//nfuA//yhdH//rlpA//hcaT//ccmF//pheS//hdeA//yggE//bipA//rpsH//tpiA//cmoB//ribD//yoaB//yjcO//yfdR//cynX//recR//dnaJ//glnP//opgE//ygeV//mhpB//ptsG//proX//ampD//agaI//kch//nfi//ydiF//napB//tolR//rimM//rffH//ydcO//ddpX//recA//rffM//lhr//cvrA//yhfS//uspC//cheR//galR//artI//hofC//ybeQ//sdhD//ynfK//dapD//tatE//elfC//asnB//pyrL//rpsT//csiD//dgcF//zipA//entB//xylB//queA//recQ//sucD//gsiA//otsB//glpT//putP//wecC//ydcO//zinT//rutA//rimK//ybiO//rplS//glpK//pmbA//torA//yggP//hha//yjbH//ygeW//hexR//sgcR//dgoR//ycdY//csgB//rsmG//murI//bglX//proW//gpmA//ynbB//argB//nadE//hsrA//rpsT//ispH//trpD//srlB//ybeY//clpX//hprR//astB//rsmB//rsmI//murG//recD//mobA//mprA//araG//ydbK//uhpA//yiaT//fbp//glgB//rluE//lon//lpd//puuR//argA//insI-1//aidB//insH-6//dnaX//acrR//deoA//ftnB//narV//sfsB//
GO_0009059_5	dkgB//thiL//ybbN//yciK//ghxQ//rplK//hybC//sfsB//tusC//fdx//sucB//cyoD//dnaE//ulaC//nuoG//gldA//kdgT//trpE//lysU//murE//fumA//fmt//nikR//ynaI//trkG//umpG//mpaA//yjbH//glnE//glnL//cysU//efeO//cysH//smpB//arnE//eptB//coaD//opgE//rlmM//yhjV//sgrR//dcd//torD//yceD//glmM//metH//rhsD//nagZ//ycfH//yohD//hcaF//glxR//eptC//srmB//erpA//cusB//rbn//waaL//xisE//bglA//frwC//mgrB//gudX//mfd//yibF//murC//panC//hscC//hlyE//mltD//mdoG//artQ//dnaQ//ybiY//lldR//cusB//menF//zupT//lpcA//deoB//abgR//uidR//waaO//moeB//gppA//speA//patZ//yqgB//tatE//yjjI//fdoH//gsiD//hypA//lamB//norR//topAI//trmO//mutL//eutB//csgE//ugpC//csgF//pykA//feaB//xylG//ugpC//yeaG//ratA//hdhA//rlmM//cyoD//hdeB//tomB//uidA//elbB//hisH//wecA//hybD//alpA//mdtI//gatD//yjhI//ybaM//cirA//aidB//yjiX//rnlB//malX//bglB//katE//cynX//acrB//yfgI//sufB//waaY//uof//sapB//fixB//ompF//zapE//livH//ssb//frwC//uacT//casD//fadI//ygiS//gcvP//lysC//yedX//csgG//ppsA//entD//spy//adiC//hisA//otsB//cysE//ldcC//nudC//insB-4//tdcE//citX//ttdT//pta//ydeT//yjcS//yhhZ//ydjH//rhlB//ybbN//opgH//fnr//tmk//fdhD//cobC//gutQ//evgS//sgcE//sufE//ndk//yiaJ//pgaD//fepC//yedP//mlaD//yhjB//groL//rpmA//selA//ftsX//hdeB//nrfB//cecR//fimF//hypC//ltaE//lptA//ygbL//rcnR//dnaE//nuoF//arnT//ybdG//frvR//acpH//yrfG//miaA//rimO//nanC//gppA//ymgC//paaG//cynX//ilvI//slmA//exuT//nagA//secY//dppC//dcd//cycA//mdlA//nrfE//rpsE//argS//tdcC//sthA//yfhM//mscL//gudD//yfcA//yafO//aes//ppk//arsR//mdtF//crfC//fhlA//prfB//ihfA//cspI//codA//marR//pckA//intE//rdgB//speA//hisB//garK//secY//feoB//malP//pabC//rayT//cutC//rnhA//aaeR//intZ//yaaA//ndh//fbaA//hcaR//yraH//pdxB//hha//moaB//elfC//ydcZ//gltK//zur//exoX//yeaD//nikC//rimO//ydeO//gdhA//pncB//rclC//artI//avtA//xapA//kup//fliA//pck//mlaB//hisB//lasT//fimZ//aidB//ascG//purU//thiD//tpx//yedX//fdoG//cobS//ogrK//rrrD//rlmI//hofC//agp//murR//sufS//yneJ//pfkB//ytfP//yeiE//xylE//xerC//efeO//fliT//cmoB//alkB//rapZ//chbC//ivbL//
GO_0009060_6	ygdG//hflX//ispU//ycjD//hybE//seqA//mioC//yciT//mug//sbmA//ycfS//ftsQ//speA//narQ//acrE//tgt//tolA//fetB//yahF//tdcC//leuE//yjbH//ypdC//lpd//envZ//atpD//
GO_0009061_6	modC//ydiR//dhaL//yneL//focB//gpt//arcB//fecB//cspA//slyD//fnr//pstC//gpr//eutK//aroL//fimE//nepI//lit//sfmF//sapA//rssB//ppiA//lipB//cutA//cbeA//umpG//nlpA//galK//nei//gspE//ychO//yagU//rseP//ybdN//kbaZ//asnA//mdtL//ilvD//narJ//hemF//trpR//dadA//ghxQ//dsdX//gatA//scpC//crp//torD//ypdC//cheZ//ndk//flgJ//ynhF//wzzB//ttdB//
GO_0009062_6	melR//mntP//proS//mdoG//chbA//dnaT//dgcT//yiiE//betB//ygcO//proA//ynjD//cysG//ycjQ//holD//yeeJ//solA//ulaB//yebK//glvB//gutQ//
GO_0009063_5	holD//ybjL//rnd//yoeE//kbaY//ydcR//argR//waaC//yhjA//glnE//pgi//fabG//cnu//ybiA//motA//rlmN//hokB//yegT//msrQ//acrA//pyrL//ybeF//rna//selA//araB//fhuC//cyoB//rplB//nanT//insF-1//frmA//rplF//glmM//fabB//basS//bisC//apaH//nagA//yfeW//yihS//tyrA//kbaY//focA//garP//tldD//tqsA//mtfA//ydaC//yadK//accA//tsaE//fmt//dtd//ghxP//pabB//
GO_0009064_6	uup//ymfK//dicB//srlA//yojI//ribB//glpF//narI//yafN//zipA//ygbI//aas//pbpC//cheZ//aceB//ybiT//ahr//yejA//nrfD//fdnH//uvrD//glgP//yfcG//acpP//lldD//wrbA//recC//menA//dkgA//proS//clcB//holA//acrR//xylH//rarA//menC//ybcF//nagB//hemN//hyfR//mntR//entA//ygiN//yaaU//yggX//aroC//
GO_0009065_7	alsK//ynbB//putP//sbmA//yahF//ygiS//fadR//ispH//sdaB//hdeD//frwD//accB//mhpT//cbpM//pdxJ//hofO//malX//murP//
GO_0009066_6	yjfF//ivy//trpL//trxC//greA//yidQ//ugd//hcaE//pspD//yeeL//accB//sbp//entH//rhoL//trmL//hisD//lpxL//narG//flhD//nmpC//yjbF//pgaC//yggP//dnaK//phnG//pepD//rstB//lrhA//cra//rlmI//creC//xseB//treA//cyoC//osmY//rcnB//sucD//menI//rutR//rpsP//yqhD//lyxK//rhoL//artM//ynhF//cmoM//ilvH//menC//
GO_0009067_7	gcvP//ppiC//hofQ//yjcO//yggD//ygeX//hofO//hicB//gpt//lysR//mmuM//cusC//waaP//yhdW//nikA//cbpM//mngA//kdpA//mrdB//dgcZ//gutM//kdsA//ftsW//yggE//prfC//copA//
GO_0009068_7	thrL//lptB//sfsB//waaF//torD//hypF//ampE//yiaN//yjeH//yahF//mdtD//pyrB//glsA1//
GO_0009069_6	hscC//creB//sdhD//rplW//yjeH//clcA//abpB//ldhA//pbpC//bamE//phnI//ghrB//nikB//xapR//glvC//gpp//slmA//nimT//kup//metR//astB//treR//lacI//ampE//alaC//ybaQ//kdsD//bioC//ftsE//hemE//dcuC//ubiA//napC//fhlA//atpG//fadL//
GO_0009070_7	manX//queE//dsbA//ybcM//rcsB//nudB//glsA1//cspG//lgoD//rplD//bssS//yrbG//xanQ//norW//yehP//flgI//chbF//yagF//sgcC//yjbG//
GO_0009071_7	cyoB//prkB//tatC//parC//fliL//fadR//mtr//gadE//sbcB//yadC//yccA//hxpB//fic//ycjY//
GO_0009072_5	hfq//aaeR//cysK//opgD//rplS//arnF//hemH//ybhJ//arsC//napD//mrcA//guaA//znuB//chbB//chbR//glsA//citX//hyi//fadI//cysG//cobC//phoE//yihT//zntA//
GO_0009073_6	yehY//mdtN//trkA//gor//sgcB//uhpB//ydcR//lolC//rpnB//nrdF//napC//elyC//yojI//iscS//gltI//sgrT//waaS//rsuA//mepM//rcsA//ydbD//
GO_0009074_6	ubiD//allD//argD//
GO_0009078_6	surA//mhpA//narK//ampD//xthA//rnb//efeO//
GO_0009079_7	alpA//yfjV//mppA//dsbA//
GO_0009080_7	ycfH//insE-1//yaaJ//
GO_0009081_5	leuC//lysC//recD//psuG//kbaZ//rnr//mdoG//narG//ilvN//dps//acpP//yneJ//recX//queC//treC//srlB//holE//ompF//araC//gabP//tauD//hyfF//
GO_0009082_6	pheT//ulaD//matP//trxC//fimZ//araF//cysI//vsr//lplT//yiiE//hyaC//mscM//sad//insI3//pdeD//aspA//lgoR//ygeR//
GO_0009084_7	paaC//nsrR//ycbV//yajL//mutS//ackA//tdcE//putP//aqpZ//glpC//garD//hisB//rpoD//yfcQ//frwB//amiA//ydfK//rlmL//intF//yqaA//pyrG//mepA//rpmJ//ydaV//psuT//
GO_0009085_8	rsfS//rpsE//ratA//hslO//mutT//bamC//hybB//gcd//feaR//dpiA//rpnD//arnF//
GO_0009086_7	kdgR//dgcM//dcp//ubiA//fiu//yeeL//tonB//ftsX//intF//
GO_0009088_8	rclA//mcrA//
GO_0009089_6	fimC//yphB//bdcA//opgB//hisI//yhhY//ybhD//rlmN//hflK//
GO_0009090_8	yjaZ//ydjK//fkpB//rseB//
GO_0009092_7	nfsB//thiE//nmpC//yeaG//hpt//ycjQ//
GO_0009093_7	cysK//yfcV//wzb//uxuA//fixB//
GO_0009094_6	dkgA//hpf//ibsD//cysK//
GO_0009095_7	pheA//cca//mreB//gpmA//
GO_0009097_7	dapD//ybdO//kdgK//secM//atpF//atoB//narX//
GO_0009098_7	dcyD//decR//cyoE//yfcG//ortT//fepB//menD//
GO_0009099_7	bdcA//fadM//hyfC//thiD//casE//sgbU//secM//lpcA//acrD//chpB//
GO_0009100_5	znuC//yneL//rluA//yihT//znuC//
GO_0009101_6	guaA//
GO_0009102_6	livK//ccmE//umpG//alaE//yggX//ycjP//rbsB//yfcA//ftsN//artP//waaS//ycjY//rpiB//
GO_0009103_6	cyaA//nagE//phnC//mppA//intE//nrdF//argC//ybdO//fepB//trmJ//pflC//
GO_0009106_5	glvC//tolB//
GO_0009107_6	alaS//treA//
GO_0009108_6	allB//lsrR//yggX//ansB//bssS//ygfA//narK//pliG//spy//rplS//obgE//uvrD//uup//hslV//galS//truC//lpxP//crl//glnB//lpd//sucA//pepQ//truB//menD//dld//mnmE//rplT//rodZ//rluD//pdeD//otsA//uidR//lacI//trpC//mdoG//rplK//dcp//rclA//sucB//kdgK//yihS//ftsE//emrY//yiaM//emrY//uvrA//rimI//glsB//cdd//rstB//ackA//insH-5//ptsG//ygiB//ykgA//priA//hyfR//ydcZ//gstB//sufB//araG//umpG//uidR//asnS//tyrA//lrp//yhdW//yqgB//serA//ldhA//fdx//alkB//tsx//clsA//cynT//rffG//rbsA//cmk//hemN//wecC//nagA//ilvM//lptB//adk//purN//srlB//sgbE//mreC//thyA//eutD//rsgA//hflC//rpsI//sgcR//ibsB//hflC//artI//amiA//sxy//rlmM//dusC//aphA//glpG//deoA//kdpD//sspA//kdpA//cho//amiD//ilvE//
GO_0009109_6	iscA//zapE//yohC//speB//glsA//
GO_0009110_5	fumC//ubiG//rpnA//rfbC//ilvL//malG//yeaK//iraM//yqiH//sstT//xylB//dcp//hsrA//rffH//livF//tsaC//uxuR//sgcE//yoaB//bipA//mreB//nrdF//mocA//cutA//ynaE//hycH//spoT//casC//nagZ//yafN//rclC//opgH//ybcM//nac//glnS//crfC//dinD//hemB//pgk//trmB//mdtC//ybjC//aaeA//rfaG//astC//cysW//gutM//fhuC//dnaA//recJ//hscB//tauB//barA//rluE//folD//yjcS//mltA//
GO_0009111_5	ftsZ//fdoI//lsrA//ybiW//
GO_0009112_5	frlA//nudB//argI//glcB//ygfA//rpsO//setA//ubiD//xanQ//mioC//glpR//greB//sucC//sstT//tyrA//arnB//dsbC//frdB//osmY//fetA//sucB//nagD//yieF//mutT//elfG//mhpC//rlmA//pyrF//gltX//yhjV//degP//fumA//yidR//yceO//adhP//napF//
GO_0009113_5	fecA//dgcQ//ispA//araE//sppA//
GO_0009114_8	iscA//
GO_0009116_5	arnA//sfmH//zupT//menD//yjcE//phnG//acnB//bisC//bamB//ynjA//napA//pyrH//yqiH//chbC//pgpC//greA//yggP//xseB//yddL//yjbF//surE//ugpC//hypT//acrR//pdxB//fumB//recX//cmoM//metR//ybeQ//bioB//hxpB//yciH//rfaQ//araA//ydcZ//atpF//miaA//acs//ampD//
GO_0009117_6	argC//erpA//ygcW//cecR//amiC//fecB//argG//elfD//allD//ubiE//pdxK//melA//lptC//yijE//yagJ//acpS//zntR//mltB//hpf//dmsB//pstS//yfaL//bglB//dedD//kbaZ//ttdB//rffT//yagG//selD//insB-4//ydbD//yqcG//afuB//pflA//pta//abpA//rhaB//elfG//elaB//rapZ//hisB//kup//flhC//thrS//araD//umuC//lolA//adk//rsmF//rpmC//putP//codA//fepG//cusA//yfdG//cvpA//flgB//hycB//yhdH//fliD//rsmC//xdhB//pliG//pgi//soxS//creB//ydiZ//sgbU//acpT//yhjD//bssS//zinT//yoeE//yjhH//glgC//yehD//tdk//rplC//elaD//agaR//yibF//rluD//pykF//ydeE//yjhB//ynfE//araA//dcuC//tusB//sdaC//stpA//rseP//gsiB//fepC//rlpA//dacD//deaD//mlc//caiD//ygcO//dsbB//yagE//yciA//yfgI//
GO_0009119_6	ihfA//mhpB//yidD//queA//elfG//yjiX//mngA//rpoS//priC//ackA//manY//rffM//rffH//metK//ibsC//alaA//ubiE//luxS//fhuC//nlpI//ulaD//patA//hflK//xapR//yeaG//mtn//focB//intS//nadE//sapD//pdxY//rbsA//rhaD//sucC//ispA//
GO_0009120_6	aspS//mglC//yadN//creC//
GO_0009123_6	sbp//ftsE//dacC//malE//aceK//pyrE//chbR//lpoA//agaB//ubiX//nlpI//ypdF//ybhP//ppx//sucC//shoB//msrC//phoR//yehB//wzc//potI//mcrA//rlmB//dtpD//nrdG//eutB//yqiH//ydcM//ymfK//rplO//mioC//xisE//ytfE//paaD//hyfA//phoR//plsB//torI//fryB//rclC//glcB//ynhG//hupB//hprS//ybiA//yhfK//
GO_0009124_7	ilvI//ydcR//yeeJ//pdxB//yfdG//psuT//yhdH//ydjM//yccX//galP//rpsK//yhjD//rpsO//alkB//cadC//fis//ygeW//atpG//oxc//rapZ//glxK//sseA//yfdR//rng//hemH//nrfF//purT//mdtC//yiaO//agaV//yjjW//nrfF//ybaM//aspA//hycA//ugpA//rof//
GO_0009125_7	ansB//tar//pitA//rutD//rlmL//
GO_0009126_7	ybhJ//wbbK//sdhA//yddG//clcB//yghG//sdiA//crp//afuB//malK//frvA//rusA//ndk//frwB//gcvA//ptsI//ftnA//ydaV//arnA//yjbH//rlmJ//ycjR//galS//relB//sgcA//ypdA//dhaK//cusR//mrdB//glmU//glpT//ccmC//fruB//dacC//
GO_0009127_8	sufB//ulaR//panB//rutC//uspE//queE//nikC//rffG//dedD//trmI//fklB//pdxB//opgB//atoS//dicB//nagZ//yhcH//rpsR//sfmC//dgcJ//ibsA//dfp//sppA//brnQ//ghoT//yfeD//glgB//hypA//lolE//rplY//
GO_0009129_7	srlR//thrL//hsdM//yeeY//cydB//glmU//rrrQ//arcC//tusE//glgB//
GO_0009130_8	zapC//prpC//fimC//zapD//macA//
GO_0009131_8	emrK//betI//gspI//malE//ssuB//
GO_0009132_6	bluF//asr//malS//uspF//ybiX//alsA//exbB//nagB//nmpC//ydeM//csgA//yjiA//melB//cheB//paaF//zntA//ybcQ//intF//glvC//mdtK//yiiE//thrB//hemA//bssS//etk//
GO_0009133_7	lpxL//hypF//yebG//
GO_0009135_7	uxaC//nirD//priA//sdaB//artP//sdiA//argC//gdhA//glgB//rpe//yafS//pdxB//rusA//osmE//queG//intA//yhjV//cedA//osmF//emrD//yebQ//pyrH//acnB//
GO_0009136_8	idnT//
GO_0009138_7	murE//elbB//
GO_0009139_8	acpP//xisR//
GO_0009141_6	yhjV//dgcM//argB//ftsA//pagP//flgM//ubiJ//ddpA//yoaA//aroD//rnlA//ftsH//cmoB//tolC//feaR//yneE//asnA//rfaC//purA//mglC//ihfA//puuP//potA//acrE//treB//ydjH//ybjC//glsA1//efp//glpX//ycgR//yfgO//lpxL//trpL//yehC//modA//citE//sdhC//
GO_0009142_7	glgB//yfjV//mazG//hisD//glpG//yibH//nei//allD//dcyD//fiu//uvrD//lpxH//dapD//ldrA//entB//sdhC//soxR//ybjI//yfiC//ddlA//xapR//matP//yeeY//lapA//yfcU//rpmH//mazG//ydjE//
GO_0009143_7	iraP//rnb//dadA//bolA//
GO_0009144_7	pgpA//adeQ//alaE//znuA//mrp//mutM//deoD//lgoD//priB//nikE//prfC//ydiF//malF//uof//ileS//nhaR//proS//pdeL//aroL//caiE//mgtA//clsC//yafS//yadK//acnA//allD//serB//trpE//yidD//bamB//coaD//
GO_0009145_8	ompA//coaD//ulaR//frlC//iraM//pstB//accC//rutR//narU//yjeH//mutM//hisQ//rplA//pmbA//frlR//pntA//ybcJ//dgoA//mdtN//nimT//bglB//lrhA//rfbB//
GO_0009146_8	trpB//rclA//
GO_0009147_7	yihO//insK//adiA//kdgT//
GO_0009148_8	murJ//ompL//
GO_0009149_8	iscX//ispU//
GO_0009150_7	gcvP//plsB//osmC//wbbK//topA//fadM//ais//acrE//dacD//nagC//mipA//yraN//ftsW//yjaA//ybhP//hprR//glnK//galU//icd//hchA//speD//clpA//rimM//rpoS//ubiD//glxK//tatB//pepN//ygeA//yegS//ygiN//atpD//yiaM//focA//hrsA//potH//atpE//intS//ycgV//ispG//cusC//yhbQ//yeeL//pinE//ptsH//dppF//rfaD//osmE//
GO_0009151_7	pta//cpxP//
GO_0009152_8	sucB//cmoA//yibA//eutA//wecE//ymgC//baeR//prkB//opgD//alaA//tolC//ldcC//gutQ//pdeH//ybaQ//yccX//dsbD//dppD//srlA//artM//sulA//xapB//nadD//nanA//eco//hcaC//fadK//mcbA//glgS//aes//yfcA//hybO//melB//gltB//xanQ//yciH//cstA//
GO_0009155_7	uspB//yehZ//
GO_0009156_8	sgbE//ybiW//ycdX//cof//uhpT//lpcA//yceD//yciF//sfsB//mdtK//ymgA//rna//rapA//paaJ//rlmJ//yghG//bcr//yfiE//dsbA//sthA//arnF//uxuB//sbcD//rutA//yiaJ//sdaC//yeiL//mobA//npr//gspI//ribA//yafC//parE//
GO_0009157_8	aroF//fiu//mtr//casC//
GO_0009158_8	phr//hflK//talB//rnhA//rpiB//
GO_0009161_7	allR//narW//nuoN//trkA//rsmF//osmC//dsbG//accC//ibsC//agaC//sdaB//malX//yciF//pepT//puuE//yfdS//thiI//lacY//yehT//tus//artJ//bcsQ//alaE//accA//dpiB//radA//lysC//cbl//tig//tsgA//lyxK//ecpR//minD//cysC//csiD//hyi//mazF//yhbX//nanK//yajL//acrA//emrE//
GO_0009162_7	yqjA//yehW//hemH//narG//
GO_0009163_6	guaA//flgG//trkH//mlaC//flgK//bamB//rbsK//fdnI//potB//mreD//purC//bioC//rpsB//feoB//alpA//hisB//hisG//elfD//rplK//
GO_0009164_6	vsr//ldtB//pstC//lexA//aidB//ydhC//murP//mdtP//csdE//avtA//recX//arcB//tktB//
GO_0009165_7	ldtB//lgt//dapB//yebZ//rimI//murJ//secF//dcuS//yieH//mreB//mepS//dgoK//lpxB//clsB//btuB//minC//hicB//chbR//osmY//yraH//nrdR//lepA//sgrT//tig//cyoA//dauA//dps//aer//yjtD//yiaB//solA//dicA//glpC//garR//uidC//ychH//cptB//yqaA//malP//gcvP//agaS//pstS//fhuD//cysC//ttdA//mobA//yegD//cyoD//guaA//priB//hypE//casE//frdD//rmuC//rluA//ycdY//yagU//eptB//zitB//rlmG//glnD//sdhD//hprR//yadV//tdcC//btuR//rsmA//iscU//galE//tdcG//tatE//
GO_0009166_7	qorA//yodD//glmS//lepB//ygcW//opgG//yhaV//yoaA//fimF//potF//gppA//mngA//idi//lpxT//corA//folE//wzc//tatD//yejE//sapF//basS//aaeB//pinQ//rluE//sfmD//pitA//bglH//bluF//yafS//lolD//insA-1//
GO_0009167_8	sgcB//mzrA//deoA//osmC//yjeH//aphA//pgk//gatY//paaD//nac//fadA//exbB//frvB//torA//intE//hofO//cbl//yhdX//citG//trpA//gabD//yeaK//dgoK//yeeY//ulaD//hyfA//ybfA//yfaV//ppk//ydcM//csgG//nimR//glpD//tdcR//
GO_0009168_9	oppC//gloB//slmA//elfD//tcyN//flgE//ypdF//cbtA//dnaJ//pheP//yeiG//mobA//degQ//yihU//aroK//glcB//yfgO//yqiG//rplF//yahI//chbB//cvpA//entC//lplA//sfmD//arfA//fau//ulaE//pbpG//pepA//
GO_0009173_8	yiaB//yqcG//metL//menI//paaF//malS//yggE//
GO_0009174_9	adiC//prpC//
GO_0009175_9	rhlB//kefF//iraD//yceK//atpD//
GO_0009176_8	erpA//ybhD//grxD//
GO_0009177_9	yraI//cheW//sdhA//
GO_0009179_8	garP//dsdC//phoA//sseA//tatD//ssb//yahB//dam//nrdR//pflB//ybiJ//fimD//rluC//ydeM//rlmH//lldP//alsB//aaeB//nrdE//gltP//alsA//secG//curA//
GO_0009180_9	galF//
GO_0009185_7	galS//trxC//yaaU//panD//hyaA//speD//entE//pdxH//rimI//hisS//eptB//bioD2//trpL//rsmD//metR//yaaJ//dcuB//fabA//rpmH//yibA//yiaB//slt//nagD//ycgR//
GO_0009186_7	pgl//
GO_0009187_7	hisM//patD//
GO_0009188_8	ampD//yejE//
GO_0009189_8	ypdI//
GO_0009190_8	fieF//yraH//
GO_0009193_8	dtpD//
GO_0009194_9	npr//
GO_0009196_8	cbtA//
GO_0009197_9	nuoB//
GO_0009199_7	mhpC//uxuA//dld//yeeJ//btuC//aceB//yciE//ribE//tufA//cpxA//ssuC//rcsB//kefB//gpt//lit//ampG//pspG//argR//argD//mdtK//appA//envR//mcrB//tcyL//nrfC//dadA//atoC//grpE//gyrB//yebS//yidE//
GO_0009200_7	ybgP//ybhR//exbB//mreD//
GO_0009201_8	uspC//rffH//ettA//frr//iscU//pyrG//gltP//btuC//lpxT//yihS//hslJ//rpiR//flhA//kdgR//holE//nagZ//yqjH//yddA//intE//yciT//cyoD//allB//exbB//deoD//
GO_0009202_8	pheT//
GO_0009203_8	hemA//
GO_0009204_8	kup//hyaB//ygiS//
GO_0009205_8	ybdN//tauA//potH//yajQ//yggN//uhpT//yfjR//truC//pdeR//fic//rnhB//entD//bglA//ddlA//fryC//zapD//potD//phnK//fhuF//phr//rplC//raiA//slt//livH//yidL//sucB//relE//idnO//rffH//
