#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deaD//waaL//hslO//fadJ//
GO_0009889_5	mnmA//opgE//panD//adk//btuF//mdaB//ibsB//napC//bsmA//yfcV//flgK//rlmF//malI//yjiY//panB//sdaC//amiC//ibpB//rbsR//yeaK//hypF//cdd//nadB//bssS//chaA//rhaS//nrfD//ygeA//yihI//nuoB//zraS//fimE//uof//cmoM//mltB//lacY//gabT//wecB//ydgA//mdtP//yjcO//frlB//agaW//rplC//pabC//hcaR//yjhI//hdeD//yibT//murF//dsdA//moeA//lgoT//pgl//rihB//ydiK//groS//ugpB//djlC//hprS//sgcA//sufS//yggT//msrP//mrcB//nudC//rimI//ssuD//ybdH//glnA//cysQ//yeeL//rcsB//bioD2//dmsB//rzpD//ypdA//yjjG//bepA//dcuS//ttdR//ydcT//ynjD//yajD//rsmF//folA//rlmD//rutB//tcyN//gatD//bdm//atpE//yraK//nagZ//hdeA//moeA//hchA//aroL//insB-2//queE//ptsP//yabI//plsB//yahO//tomB//thrC//yedA//aroE//ade//malZ//cusR//yfaE//ybhI//cadC//ortT//clcB//dcuC//fabB//yeeO//allD//glxK//ydaC//yoaB//asnB//sfmF//ycbB//hipB//rpmB//yjcO//ydcP//fadA//dusB//acnB//pck//ispF//cycA//iraD//rplB//nrfD//upp//mngR//trmI//rlmL//putP//pykF//bdcA//gluQ//tag//ycjR//tdcD//rpnD//fdrA//pflB//amiC//pncB//viaA//ybeQ//arfB//ulaB//metH//gloB//yggN//araD//rraA//rihA//waaA//yehY//dsbG//hybF//nei//ygiW//mug//fkpB//ytfE//gudD//yfcG//mqsA//malX//prpC//iscA//glpD//nfsB//rplM//flgA//rpsB//yiaJ//flhA//lacZ//katG//ppk//manZ//deaD//csgG//fadJ//cdgI//etk//cspD//ftsB//livK//degP//rcsC//rpmF//tcyP//thiH//ldtD//hisH//ghxP//yidD//hofQ//rlmA//ybdG//modA//gmk//cpoB//mhpB//lldP//ghxP//narQ//yjhP//nagZ//yjhG//frmA//nrfC//xanP//ygiV//mocA//fruK//ydbD//evgA//iraD//malP//pth//puuR//alr//paoC//nrdR//hsrA//wzyE//waaA//yieH//lplA//aroE//lptF//cas3//cheW//truB//yqiJ//sgcA//elaB//yccS//yciT//elaA//csiR//mepS//tadA//rfaQ//ytfT//dapF//rplB//yeiG//fadD//hyaA//menI//atpD//ydfK//yqeA//fadL//nuoI//mreD//yqhD//tolQ//ybhD//cheA//yagJ//ypdI//ccmG//nemR//bioF//trpS//proA//yfiF//yjfF//fhuD//kdsD//fhuB//yphB//narX//norW//fabH//yjtD//bamD//tap//elaA//iraP//ybhI//panD//xylA//mltD//dacA//adiY//mltB//eco//moeB//btuB//sgcE//rcnR//ycbB//fdhE//ribC//topAI//yjeH//eutK//rfaC//nanR//panE//nemA//
GO_0009890_6	yciV//dacC//wcaC//yihX//ydgA//rpsO//yfaL//alaA//hpf//sugE//etk//ralR//mtnN//mppA//hcaT//efp//allB//nlpD//queC//radD//ilvL//ssuC//yhbO//mdtM//ddlA//cysM//secE//paaA//fabH//dinQ//ibsE//kup//paaJ//rcnR//purF//waaF//pepD//pepD//csgA//murD//entA//yqjI//lpxD//znuB//rcsA//dgkA//rpnB//yhdJ//hdhA//yagU//cytR//ycdY//nsrR//paaZ//yhjV//rbsC//ung//fabG//yiiD//mgsA//yddL//pstB//hpt//yjiR//artJ//uvrY//udk//exbD//lplA//mngB//yfbS//yoaA//mtn//deoD//prlF//ampH//mdtO//mltG//macA//gspF//fliK//malS//surE//mdtE//yigL//birA//hypA//pgpC//cadA//sapB//ispU//rplA//fkpB//alsC//sfmD//rfaF//mglB//nikR//argS//ybiV//arnD//dgcM//ypdF//fruB//ygfA//yggP//lamB//nudG//recX//cyoD//mioC//glnB//glpD//astC//deoB//rzpD//mntP//yeaD//pdeK//ydcS//norV//
GO_0009891_6	yadI//ulaA//tmcA//bglH//fabZ//rplJ//lptA//mdoG//secM//pgaD//acrF//prkB//trmB//hycB//trpS//artM//nudB//opgD//sgbE//argE//dsbD//hybO//yejB//arnT//secA//fimD//znuA//fabZ//pstB//menE//mdlA//sthA//moaE//betB//argA//yihR//def//plsB//tusA//fes//pstC//pgm//gfcE//ypdI//acpP//treA//lsrD//rpsL//actP//hipB//yicJ//csdE//tcyN//bglH//gpmM//macA//ygbL//ycgB//eutA//yfgI//tolB//rodZ//rayT//mdtB//clpB//dinD//gstB//fklB//uidC//pnuC//tdcC//yadC//rseC//torA//topB//waaL//exuT//corA//ybdZ//yadM//ypdA//gspJ//fucP//
GO_0009892_5	lspA//envR//melB//katE//murE//caiF//marR//rpsB//efp//mntS//pstC//ais//truA//cdsA//ybiO//ibsD//truC//grcA//nanK//ydbK//frmA//trmL//gloC//aslB//cedA//hscB//phnI//pepA//thiL//cof//glpC//dicC//metI//ybiJ//rpoS//ykfM//rutA//fadD//cca//yhaV//baeR//malY//pagP//rpsL//malS//wbbK//lplT//nlpI//dfp//hycA//add//baeS//kgtP//glnK//rplS//frdD//insI-1//yehT//rnd//ydhQ//tatE//tyrB//yjiX//rimM//suhB//pfkB//crl//bglH//dnaN//kdpB//osmE//bamD//emrE//cusS//galP//yfcV//frmA//sgcR//etk//yeeY//murC//tehB//mdtP//frlB//add//uspC//nrfC//cmk//cbeA//ftsZ//trxC//ybgQ//ilvE//uxaA//mtnN//argP//puuC//diaA//sfsA//ascB//araH//tap//yafN//yhbO//ynfK//nikB//rhaM//zitB//pyrF//lnt//ybeY//leuC//yieK//flgG//hofP//speC//hipB//mdh//matP//metB//opgG//wzzE//cusF//rpnD//cysW//barA//sucA//yhjA//yggD//metH//yheT//yieL//ygfI//ybeQ//ybdG//yrdA//dpiA//ppiC//hypE//rnt//glgC//ytfR//fimI//pyrL//thiL//ivbL//
GO_0009893_5	clsB//serS//dgcZ//dam//xylF//ompG//yjjG//wcaJ//qseC//yeeL//panE//rplE//ypdB//ssuA//gloA//atoS//yfdC//pgpA//ycfS//wecC//rmuC//insF-1//sapC//vsr//lpp//ftsQ//aaeR//brnQ//uxaA//rseB//mnmG//ldtB//frvA//nuoF//aidB//ygaZ//ygjR//eutD//nuoG//rpmA//pspC//ydiK//pitB//trkA//tsf//rpiR//malG//iraD//dapA//envZ//ghoT//mutY//yphF//yhaV//tamA//cyoD//yahI//ybcJ//emrY//yaaJ//sgbE//cusF//preT//efeO//hemF//sdaB//gmk//lptD//glvC//ackA//rsfS//lptC//hscB//crl//frvA//yfaV//gloB//nfuA//gltX//msrQ//fdnI//ydiQ//hemH//potH//ycgR//asnS//tyrS//zraS//kdpD//thrS//ydjJ//fepE//mgtL//rho//kbp//miaA//pepA//ivbL//malQ//
GO_0009894_5	ftsN//mdtK//gsiD//lrhA//phnN//uxaC//yegD//elyC//bioD1//ppiC//orn//amiB//yiaO//fumA//
GO_0009895_6	cyoC//gmhB//sixA//yeeY//
GO_0009896_6	glpD//dtpC//marA//
GO_0009966_5	rstB//
GO_0009968_6	yeaG//
GO_0009970_6	wzb//mglC//ftnB//
GO_0009972_10	rfaG//
GO_0009991_4	erpA//gadW//evgS//yibF//bioP//msrP//mdtB//trkH//yjbB//hisQ//yafN//epmB//pnuC//srlD//evgS//yhjB//glpR//rihB//lpp//nuoE//birA//ymjB//gsiA//cspB//glrR//atpD//dsbC//frdA//zapB//zipA//proW//arcC//ribE//nimR//ulaA//glcA//yagG//recN//umpH//yagG//ygeR//amiD//nrfD//mdh//gadC//rpsA//rne//cysW//cdd//ssuE//cbeA//dsdA//wzb//hrpA//ttdB//rplO//ybaL//glxK//fhuC//gadA//phnM//speD//ddpA//
GO_0009992_5	ccmE//kilR//cusR//ackA//
GO_0010033_4	cmtA//gstB//npr//hyfA//sstT//rhtB//exoX//nanR//yhaC//tnaC//rihC//yafQ//aroC//yagI//ytfT//glpD//ycgV//yjcE//lipB//kilR//potB//glpB//yhbX//iscU//yphC//hisF//yjhG//fecD//ygiB//ybaT//nfsB//fdoG//ibsB//soxR//galS//araB//ddpA//cmtB//oxyR//nikR//rpoH//nuoB//dapD//
GO_0010035_4	smrA//coaD//yjhI//arfB//nadE//mscL//aroD//wecA//garP//livG//cueR//ascF//gabD//ybdR//hemE//rluB//melA//infB//tatC//yqjI//idnK//dinQ//prfC//smrA//bglF//yobA//dacC//yjiX//cra//sucD//ybhA//cobT//rayT//yidQ//folA//fixC//malY//srlB//zapB//yhdJ//glxK//gcl//moaA//mcbR//gudP//moaB//bluR//gcvR//ygbL//lapB//ydjM//rfaH//sgcC//ttdA//tolB//glsB//ftsL//mraY//uhpC//dinG//fdoI//rpsJ//sgcR//proW//ybdR//tatD//rplK//coaE//brnQ//gltX//metN//nagC//dtpA//ycbX//dmsA//yihL//
GO_0010038_5	potG//fruB//panZ//hycA//entF//basR//tsf//sbmA//fetA//priA//yadG//fdhD//hisH//psuG//yfeO//hycB//hrsA//rpmF//proA//yjeH//ybaM//yhdH//dcuB//mazF//btuB//tisB//prlC//yfaV//lacI//nemA//rimJ//ynfL//yciG//ynaI//glgB//oppA//gltD//plaP//puuB//dpiB//rpiA//helD//recN//yehW//xseB//
GO_0010039_6	torI//waaH//atpA//fepA//treF//ilvL//yahB//
GO_0010041_7	ygcO//aaeA//ykgO//cydB//rplY//phoQ//
GO_0010042_6	cdd//rplO//
GO_0010043_6	glnB//hdhA//lpoB//dpiB//cysZ//dinG//
GO_0010045_6	ydeO//hypB//uhpT//
GO_0010106_6	ydfG//
GO_0010124_4	dld//yohD//dauA//tyrS//iraD//ychF//yqhC//sgcC//kdpB//csgE//hyfR//tesB//ispB//
GO_0010133_7	kdpC//
GO_0010139_7	hybF//
GO_0010165_6	pgi//sfsA//glnL//bluF//yidQ//ppc//ftsQ//mnmE//cysI//yqeA//sufE//proA//maa//zapD//ycjP//ygjH//
GO_0010167_5	cutC//rhaS//
GO_0010212_5	yiiE//insH-5//arsR//fabD//hyfA//menI//yhdH//oxyR//sfsA//rapZ//hda//mutM//nrfD//ldcA//tbpA//narU//yiaB//yajR//rsmF//gcvP//yceO//ypdI//abgR//bcsA//htpX//ldtE//intZ//lysA//
GO_0010226_6	atoS//
GO_0010243_5	yghW//hyfA//raiA//prfB//puuD//dtpD//ybcF//agaD//pheA//ygbI//yhcF//ypdI//cyoC//dosP//narK//pgpB//
GO_0010269_5	syd//
GO_0010272_6	yjiX//nfuA//katE//kefC//ypjD//truC//
GO_0010273_4	deoB//ddlB//ybbN//cpoB//yaiP//rimM//
GO_0010288_6	ibaG//
GO_0010312_3	macA//
GO_0010332_6	allR//
GO_0010350_6	yfcU//cydA//
GO_0010438_6	iscA//potI//nudB//dxr//
GO_0010447_5	tpiA//pliG//pdxK//malI//yhaM//gadC//pepN//wzc//yjfF//yqjA//trmI//srlR//yieL//rtcR//aceF//gspJ//lpxH//yieE//yidA//pppA//proP//
GO_0010466_7	rfaE//ydiQ//
GO_0010468_6	glrK//nrdD//potD//guaB//hscB//baeS//phnC//yjhG//ykgA//yqaE//macB//yefM//wza//cusF//hisA//lolA//hisG//cysH//gmhB//rssB//rpiB//mscM//gloB//insI4//bglH//cydD//pdeF//prc//queE//cadA//cusS//frdA//hisQ//paaC//ridA//cycA//yfiE//yedX//fkpB//tgt//pyrL//ubiI//fadJ//aas//fpr//artQ//deoR//hemH//ybiT//ybiY//hyi//queF//yfcR//cyaA//ybgI//lapA//htpX//menE//fliS//glgB//ydcM//ghoT//ttdR//smpB//hypD//prc//gpmM//hisA//aphA//waaA//nagC//tufB//cbeA//sufE//gcvA//bioH//relA//insI1//hsrA//yeiL//lpoB//rnlA//kilR//yhjB//pdeR//aroL//yegS//ccmC//rzoR//iaaA//fumA//fimC//pabA//ygbM//fdrA//hemD//ispB//pgrR//ccmC//corA//fixC//yfaV//hrsA//entS//brnQ//dsbG//waaJ//msrQ//manX//trkH//rseP//hypT//cysH//elaA//kdgT//narP//cmoM//fepG//agaV//acrF//ybdM//yagG//tolA//gntT//cra//aroB//cspI//rimL//rplX//cysG//melB//rfaC//pspC//nirD//pncB//yijE//rtcR//dkgB//ybgI//yfdG//ycbU//purD//ubiD//ftsZ//priC//yhbS//gatB//gpr//relE//frmA//pfkA//rlmM//mdaB//aspC//lsrB//dinB//purL//nusG//focA//ppiD//aspS//yjhC//dgcE//hemL//garD//mrdA//kdpA//phoB//minC//yfjV//topAI//mrr//garR//dhaK//yfcQ//ygjH//sgcE//edd//mrcB//yagI//ymfA//sfmF//yfcQ//tcdA//gpt//yfeD//ridA//ycdX//rnhB//yibT//lgoD//trpB//hinT//glmS//insI-2//pstC//rsmJ//glgS//nuoB//hicA//lptA//paaG//elyC//adiA//atoC//tamA//bcsQ//mlaC//ompR//mglA//yiaL//rplN//gnd//narL//kdpF//tdcB//thrS//zapE//rsmG//asd//zipA//mglC//tap//gsiD//hicA//nagC//npr//fadL//rnt//relB//opgG//frr//glpF//topB//pepT//cptB//mazG//potC//yejB//rnb//mcbA//xthA//aceB//mutY//nimT//yoeE//yfcQ//slmA//rpsL//ybgQ//torI//msrA//rssA//gltK//lolE//mgsA//ldtD//zur//narX//bfr//pagP//uhpB//nudB//yfiF//sbmA//ygfA//gltP//uxaC//xseA//cysP//rsgA//hybD//ybgQ//nikE//nrdH//lysA//yehX//bioP//dnaT//yjjQ//flgC//ompA//puuE//cca//speF//uxuB//insI3//cynS//yihX//ynhG//ccmE//yfdO//caiB//baeS//mdfA//mmuM//yajR//opgB//ybhD//sgbH//arcA//ydcP//pyrC//tauA//yfcF//ybiW//mntP//yojI//seqA//sufS//ahr//clpS//btuE//cbl//ppc//bdcA//ubiH//tmcA//
GO_0010498_6	waaQ//
GO_0010501_7	atpA//ynjA//evgA//yedX//yhaV//grcA//udk//valS//baeS//
GO_0010528_5	zur//
GO_0010556_6	erpA//elfA//mpaA//ibpB//acpT//wrbA//rhaS//etp//fimC//rlmH//mraY//ybhI//ampE//selU//pheP//proC//fimA//adiA//ypdI//ldrB//sucB//dcm//metQ//ppsR//mdtA//nrdA//dnaK//srlR//insB-4//envZ//lldP//csgB//gpr//ybiV//zntA//prs//nrdA//rplE//waaZ//ccmF//kdsC//yadC//dgoD//tatE//rhtA//trpD//lacY//hdeD//lsrR//elfC//bcsQ//phoP//avtA//manZ//pdeD//bssS//rimK//ygbL//ybhP//ybhP//trmL//fliL//ompR//metF//pykA//glcB//rtcR//hrsA//dtpD//mgrB//ettA//yiaF//fdhE//pinE//ygeR//ade//ydiF//rdgB//rodZ//ldrD//waaO//yidD//udp//clsC//nrfG//trmD//thrA//csgB//symE//bamE//yjbH//cyoA//glpX//ygeA//cheW//phnP//sfsB//yfdG//modC//setC//ybiO//slt//mocA//argH//djlC//hda//opgC//ldcA//ycgB//minD//ldcA//uidA//hcaD//ycjW//rimM//rna//fabI//ampE//araA//ybdZ//shiA//hscC//iraP//lpxP//rcdA//ibaG//ispH//dhaL//mrp//gadB//araA//atpD//yeaG//scpB//ydiR//fbp//mnaT//folP//flgI//manX//ridA//nanT//csdA//yehZ//dusB//hypA//atpE//asmA//agaC//pepD//yjjW//eutN//gabP//garK//yjiX//hinT//yehX//ybcQ//ftsX//bcsQ//gadC//yhjX//ycfS//moeB//asnB//pyrG//cyoC//intQ//bioP//hybD//thiI//cnu//tbpA//mdlB//pabA//tusD//rhtC//yrfG//cysN//sxy//ydjJ//ompG//cysS//ydjE//cptB//wcaC//yihO//cas1//recB//xerC//deoD//rhaM//cyaA//fur//yjaA//allS//mnmA//aroA//sbcD//ytfQ//nagK//kdsC//purA//nagD//gltD//elfA//glgS//yhjD//ybcJ//fepD//hisS//yejF//ybjL//ftnB//fau//pdxY//mdtO//proB//yhhT//arcC//selB//sucC//rnb//cpdB//tusD//proB//ybdN//priC//lacI//yhjC//fabR//rsmD//flhC//rutB//hdfR//cutA//nanE//entD//eamA//ompA//queG//murE//tsgA//ychF//recF//hyaB//rsmG//aaeA//ydhC//ydiP//rfe//ftsI//ydbD//rlmE//rbsA//rpnB//mltG//ompL//tpx//carA//fadR//eptA//plaP//yiaL//gatZ//flgM//puuB//puuC//argE//trpGD//mcbR//sufB//codA//allS//gabP//ycjP//pgi//rpmJ//sdhA//trpB//rplR//thyA//rnb//minD//yajR//fryB//yqjI//rcsD//yadG//argD//ydcZ//yedA//ubiF//kdpF//rutD//rsmC//groS//tpiA//sgrT//trpB//yjeH//lgoD//accC//glnE//mltG//kduI//ppiD//hscA//pheT//dgkA//rseB//cmtA//
GO_0010557_7	lgoR//yhcD//mglC//csgB//galK//arnA//yebG//fecA//lpxT//sdhA//napC//yceO//pcm//pfkB//hypF//lplT//ygbN//hsrA//cynX//gadA//rpiR//livJ//dtpB//livG//yqeG//sspA//tsaE//msrQ//rpnA//pgaB//caiB//gloC//glpG//fimZ//rcnA//nimT//ppx//rhaS//trmB//agaV//nth//dcyD//rseC//ddlA//envY//ldhA//xisE//mioC//blr//tatD//ygbL//yafN//blc//ubiH//ribC//qseB//kdsC//sfsA//tsaE//copA//shiA//macB//mtlD//metN//ydiO//thyA//atoS//lyxK//dapF//ydcR//exbD//betT//cobT//cobS//amiB//hemD//ttdT//umpG//setC//rcsB//sufA//folD//
GO_0010558_7	ampD//fliD//secY//ttcA//flhE//proS//ybhG//norW//pstA//dnaK//fic//moaA//gph//ymjB//grxD//yoaB//hchA//blc//gloC//oppD//ydeE//flgC//caiE//patD//aroL//uxaC//ybhJ//acpT//yhbX//yeiE//lpxP//alkA//casE//lldD//lptD//ybaM//eptC//cysB//yoeB//rffH//lepA//purU//mgtL//thiM//gpmM//srlD//yegV//glgA//xanP//rpsE//tusD//sapD//decR//prpB//ileS//arnA//rdgB//ypdC//mtlA//zapB//yajQ//lpxP//fadD//sgbU//emrE//yccX//rfbC//ybiY//tehA//rclB//mdoD//ftsL//yieF//tusD//ycjY//yigB//speD//ydcS//seqA//xylG//htpX//pheP//prpB//nemR//bioP//rpmC//trmA//agaA//yqiG//hiuH//yjeH//yiaT//gcvH//gltX//yhjC//pyrF//abpA//mdtB//rplW//ispU//fadL//matP//yiiM//glnH//hybB//yggD//ldtB//gntP//ubiD//trpB//ftsQ//relE//lolA//yciG//ydhC//dgoD//ugpB//secD//garP//btuD//
GO_0010562_7	secF//yjhB//
GO_0010563_7	yggF//dsdX//
GO_0010564_6	glxR//hisP//uof//thrS//hofQ//
GO_0010565_6	pntB//rplL//aas//dhaL//yifB//rutR//
GO_0010604_6	dkgA//yiaT//fsr//chpS//mtlD//agaW//ytfP//hyaD//pyrL//ybgP//frlB//yfgJ//rsmF//pdhR//ycaN//mltD//agaV//ampD//leuD//csdA//lsrR//yoeB//caiB//yeeJ//yjhB//nrfF//yecS//ybjD//mdtJ//trpS//bioC//znuA//ribC//yghW//rutE//rhmR//yaaU//fliG//cnu//rrrD//ldtB//fimA//hybF//casE//crcB//ydfD//yadM//rihA//talB//fdnG//nanT//rnr//narJ//nlpI//slyA//ecpR//ccmF//tatC//pntB//artJ//ymgC//fimG//nemR//bcsQ//dcm//exbB//rpmF//selA//ybaK//pdeL//yhdX//baeS//amtB//rsmJ//recN//norW//ompW//rffT//trmB//ygaV//sad//pinQ//gpr//helD//mdtG//ispA//glnB//purR//ravA//fecC//trkG//ybfA//rfaC//
GO_0010605_6	spy//dxs//rsmI//rutC//nepI//nudF//nuoB//bcsA//rapZ//guaD//nadB//glk//aroB//argK//aaeR//waaH//sgrT//fabI//menF//tsf//yehC//ruvA//queF//nfo//argD//kbaY//rclA//setB//ybaQ//gpr//polB//yjbB//yfdR//obgE//dhaM//rfaH//iraP//ybjC//narX//cheA//mocA//yfdC//ybiA//yebG//rpsN//napA//glmS//trmO//cmoB//ftsE//nirB//hscA//mdtG//ndk//ulaD//ugpE//yfhM//mdtM//csgG//elfC//yggW//hofP//rraB//apt//scpB//def//mrp//tauA//ycjQ//ycgV//arfA//nrdB//alaE//phnI//rraA//lit//purA//alkA//nrdD//yfeW//recA//yebQ//yihX//livK//katG//kduI//guaA//glpC//bioD//dcp//ygeV//sfmA//sbmC//yebQ//tig//ppx//chiP//rplB//yeaG//srlA//sufS//rluB//kdsC//ampH//ccmC//fdoI//ydeO//rsmG//chbG//brnQ//waaQ//hyfR//rzoR//argE//sohB//fabD//flgE//aroP//ygiN//mnaT//waaA//speB//narX//greB//malX//feaR//ydaV//prpD//ftsB//glvC//selB//hisA//mlaD//borD//fimH//metQ//aroL//btuC//rplF//chpS//srmB//yihT//cobU//nrfE//
GO_0010608_7	nikR//waaF//trpC//idnO//tatE//mglB//pgrR//lsrD//tdh//yehY//nadB//gadW//folC//fimD//yidA//tpx//nupC//bglF//ydcS//yihT//amyA//dcd//yidQ//maoP//glcB//hybF//dsdX//ruvA//paaX//malF//panC//ompG//yjjU//menA//dinI//yjjQ//seqA//proB//arsR//proP//xthA//ygbI//yjgX//lpd//
GO_0010628_7	afuB//dicA//soxR//eutB//ade//melA//upp//lpxB//sstT//artP//bglF//cdgI//waaU//rbsB//menA//yehB//fkpA//hypF//ydfK//blc//nuoL//yecS//csgA//soxS//yqcC//mreC//yjjU//rplA//sgcR//dut//yqeF//pepT//bcsQ//ygfZ//fadR//pdxJ//rplF//mocA//preT//glcC//cusS//paaK//topAI//yqiJ//birA//clsC//cydB//dgcZ//cecR//yraH//bdm//ompL//plsB//menH//bamE//ugpE//yahI//yiiE//frsA//yjtD//ptsI//nrdG//cnu//sseA//ybiT//puuB//yfdK//galF//tyrA//galP//menH//asnA//dcuD//elaA//mnmG//serS//cspD//dgoD//msrA//leuA//dtpA//yddA//tatD//
GO_0010629_7	rlmL//yfdK//yijE//yohD//argE//casB//cheZ//tolR//kdpE//rimJ//fadM//ynbD//der//rimI//tcyL//ltaE//mgrB//eutK//insI-2//dsbA//cas2//nuoI//yraK//gapC//potG//rffH//murD//ispF//rbsK//ycbB//bglA//lrhA//ddlB//cyaA//frwD//recD//truD//hisH//yddM//metN//rarA//hlyE//kefC//nagK//dcuA//ldtD//pyrC//selB//hyaC//yciF//rho//rph//cbrC//uvrB//hdeA//kduD//fumA//yceK//rffH//comR//gloC//bdm//betT//hxpA//cynX//tdcA//uacT//galF//metK//hslJ//yggD//dppD//hxpA//efp//yghW//yihW//yadI//rimJ//fetB//frwC//purR//lsrB//prpD//ygeV//tcyN//ebgR//thiL//pphA//yjhG//bglH//frc//ygfA//dtpD//pykA//rsuA//leuE//hybB//cstA//hflK//hflC//mdaB//tnaB//degS//gspE//ynjD//hybO//lgoR//valS//yihW//nfo//rmf//yghG//yehD//fur//rbsC//yedP//helD//mocA//raiA//zupT//ssuA//tmk//shoB//ygfA//pitB//tcdA//epmC//dtpB//
GO_0010638_7	araA//ftsN//
GO_0010639_7	yihO//yjhH//prpC//
GO_0010646_5	ushA//
GO_0010648_6	gloA//
GO_0010675_6	cspG//orn//ptrA//uidC//alsA//cysM//
GO_0010676_7	rcnA//fdhD//
GO_0010677_7	cpxP//
GO_0010699_4	puuA//frdB//
GO_0010810_5	pgpC//gadX//
GO_0010817_4	rbsA//garP//fadR//ybjL//yhjX//rbsB//manA//ydaC//aaeB//mdtC//rpsT//mrr//paaF//rbsC//
GO_0010827_7	wzb//
GO_0010829_7	xylH//
GO_0010876_4	ypdA//
GO_0010906_6	phnJ//npr//
GO_0010907_7	sucA//
GO_0010911_5	folE//recA//waaF//
GO_0010921_6	rbsD//ydcS//ydfD//sodA//
GO_0010941_5	copA//
GO_0010948_7	cvrA//ygfZ//
GO_0010951_8	rsmE//oppF//
GO_0010962_7	pyrL//bioD1//
GO_0010966_8	glsA1//
GO_0010967_6	bioD1//
GO_0010974_7	pyrC//
GO_0012501_4	lasT//moaE//ispF//yddM//ribC//gltX//yggX//msrC//yfdS//metC//ynbB//ttdR//xapA//
GO_0014070_5	fre//hscC//
GO_0015031_5	ykgA//yjgX//nikD//yehB//cmoM//greB//serS//nhaR//cirA//yebZ//rfbD//fepE//yfaE//ppc//rpmC//aroF//rplW//ldcC//mppA//lexA//lysU//yfbR//mepA//cho//cspB//dxr//waaP//yqiJ//yfcV//yoaA//bioD1//creC//hypD//malG//agaS//vsr//phnC//sgbU//bluR//metB//yfaL//
GO_0015074_6	yfcU//hisB//yoaA//cysU//malG//ynfF//feoB//
GO_0015628_5	ycfS//yidK//mltB//yjbB//rayT//
GO_0015669_5	sgbH//
GO_0015670_6	cspC//
GO_0015672_7	osmC//rfe//ubiX//sdaB//artM//hxpA//nudC//evgA//udk//rzoR//rimK//aroA//nadD//yccX//deoD//ubiC//ade//yicJ//modA//yjaA//ydbK//yggD//zur//mreC//rep//fdoI//ydjK//recB//yibH//eamA//rsmA//ssuD//recD//ribE//ftnB//ybiX//pyrG//mocA//dmlA//yghU//zraR//pgl//tmcA//
GO_0015673_9	rpsE//
GO_0015675_9	metB//pdxH//ppsR//wzzB//nlpE//ymgF//htpG//surE//
GO_0015679_10	dgcZ//rpsE//
GO_0015682_8	sufD//ftsY//uxaB//yacG//deoC//cas3//yeaG//napB//yadK//ccmG//blr//mglC//
GO_0015684_9	yejA//trpA//fabG//perR//tusC//
GO_0015685_8	lexA//hdfR//nagK//asnC//cheB//rplE//
GO_0015687_7	ghoS//preA//yjfP//yeaV//
GO_0015688_6	nrfE//recF//ycaN//recF//araF//rpoD//yegV//rutE//pal//galM//lptC//gshA//opgE//ralR//comR//uidC//argH//abpA//
GO_0015689_8	pdeR//ggt//yfiC//
GO_0015691_9	malQ//bamD//tusB//iaaA//
GO_0015692_8	bcr//
GO_0015693_9	puuE//yghG//
GO_0015695_6	curA//kch//oppC//yjhC//narZ//holD//mzrA//nei//moaA//scpC//yebC//hflX//dsdA//yibT//thrB//yhfS//opgB//ydiK//atpG//hokB//malP//sfmD//appC//modC//ribA//hupA//panZ//tyrR//nikD//prlC//
GO_0015696_6	pth//folC//ribE//ebgA//ratA//ygiW//dppA//yfeO//pbpG//nemA//scpC//bipA//yibH//yiaB//torZ//ibsE//elfD//rpsK//glcF//nemA//cca//relE//fliM//afuB//zitB//yobF//ubiG//hmp//fumC//uxuR//uidC//
GO_0015697_7	queF//djlC//hpt//rbbA//atpB//yebK//dcyD//psd//ilvC//caiD//hxpA//rho//cptB//
GO_0015698_7	mgrB//acnA//ttdA//hybD//borD//yghB//cysW//mnmG//fdrA//argB//mdtO//dsbD//ynhG//intQ//glmS//iraP//rhtB//yeeY//rpoA//djlC//yjeH//asnC//dppF//trmH//fabZ//basS//ompL//ycbV//accA//ymgC//frsA//rdgC//betI//speC//feoC//tnaB//ydfD//uvrA//ulaE//udk//mlaC//
GO_0015699_8	tatB//
GO_0015700_8	yiaO//aaeR//
GO_0015706_6	ybaQ//yaaU//pdhR//
GO_0015707_6	yafS//hsdM//dctA//feaR//ubiA//ygiW//
GO_0015709_6	yjjI//
GO_0015710_8	ygaZ//yphF//
