#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dpiB//rcsF//yagF//fucI//
GO_0010038_5	mltB//tolA//hemG//mhpR//tolA//dhaM//flgE//rluD//tamB//rimJ//dmsC//rlmE//hrsA//dgoD//mliC//phoU//agaA//rsmA//yoaA//cdsA//xisE//hldE//ftsN//cas1//panD//ycjU//leuE//plsX//rfbD//hemC//paaH//ycdX//metG//nrdF//recE//selD//sdhC//rsmC//rlmH//guaA//tehA//epmA//gsiA//setC//ygaH//
GO_0010039_6	malX//yjfF//yciF//tauA//glgS//rtcB//prlF//
GO_0010041_7	tabA//abgR//elfG//gapA//pcnB//rnc//
GO_0010042_6	menB//uacT//
GO_0010043_6	sbp//sohB//fbaA//rplW//cspB//sapB//
GO_0010045_6	narX//ribA//hxpB//
GO_0010106_6	pflA//
GO_0010124_4	galK//dacA//alsK//nrfD//truA//nrdA//hemC//proQ//dadA//frlR//artM//glpA//ykgO//
GO_0010133_7	gltS//
GO_0010139_7	fabG//
GO_0010165_6	mepH//paaF//abgB//relA//mrdB//ypdA//mcbR//gatA//cpdA//yjhH//ileS//rhaA//uup//cysI//recQ//cysM//
GO_0010167_5	mdtB//cynS//
GO_0010212_5	rpmE//rmuC//valS//intA//cspD//tamA//apaH//gnd//kbaY//ymfA//mgtL//rutG//cpxP//topB//ubiI//thiE//azoR//dnaK//nadE//bhsA//metR//matP//azoR//mhpB//cas1//srlA//iclR//rihA//
GO_0010226_6	cbtA//
GO_0010243_5	ogrK//nrfD//ppk//yfcV//fimG//tdcE//entD//dnaB//def//raiA//cmtA//mdtI//waaP//gutM//otsA//dhaR//
GO_0010269_5	tas//
GO_0010272_6	yidL//speG//menA//betT//ybcM//arsC//
GO_0010273_4	ais//araF//lsrR//gmhB//yceO//dsbC//
GO_0010288_6	rpsT//
GO_0010312_3	mdtE//
GO_0010332_6	mepH//
GO_0010350_6	yjbE//phoA//
GO_0010438_6	glnP//cbrA//tcyJ//hldE//
GO_0010447_5	poxB//uidR//yhdX//menD//pyrF//pth//deoC//livH//yeaK//adiA//ratA//zntR//rsmG//recO//yeaG//arfB//pgk//eamB//tolB//ynjD//tcyP//
GO_0010466_7	ttdT//lon//
GO_0010468_6	dcuD//accC//hyfA//guaD//setC//secE//znuA//mnmG//rimO//ybiA//ykgM//osmF//appB//ldrB//uidR//hscC//dadA//ycfL//bglA//otsA//xerC//atpA//gabD//yeaE//srlB//mcbA//ybjD//hcaC//sgcE//ynfE//csgA//aroL//nlpI//dgt//manY//sutR//folP//ydeP//gsiC//eptC//clsC//znuC//alpA//cdgI//srlB//kefF//recF//fadK//gatD//cutA//ykgA//ybjG//ycbU//codA//lepA//glgA//cysU//secA//lpoA//aaeR//yhjX//wrbA//hicB//rnlA//ybiV//mepA//clpX//gstA//yihO//phnM//hybB//glrK//yfbV//pdeD//menB//ydjK//xapR//insF-1//minC//radD//ascB//yjfP//qorA//ygaH//carB//entA//mdtA//lsrA//efeO//dadA//menI//gatD//uspG//topAI//xapB//murA//ompW//rnb//murF//livH//galM//nth//bcsQ//tolB//menI//ymjB//dadA//fecC//dusC//glpF//dctA//nudF//ygjK//tadA//polB//glrK//glgX//hlyE//soxS//rnb//fliM//ttdR//rpsL//ubiI//lldR//agaR//gspJ//mhpD//cyoC//tldD//ydiZ//araD//murB//narY//rluE//yhfS//puuE//tcyJ//rzoR//pfkA//narU//rplS//tag//glrR//soxS//rluA//yehA//setB//rfaG//araB//pstA//napB//mngB//ftsY//yjhC//trkA//rfe//degQ//ygjK//acs//rplI//tyrR//dtpD//nagD//cynT//nudB//insH-6//yhcF//ahpC//feoA//yfjV//yfeX//clsA//hyfR//pyrE//nanT//thiG//ydeO//rfbC//nuoH//ydbK//yraH//ybeY//yjbB//ycgV//thrA//frvA//yggP//sdhE//mmuM//ybhG//eutB//azoR//pgaD//mliC//nikB//mdtF//appB//zwf//insK//uxuA//yciT//ybjI//queE//ycgR//recB//ubiC//cvrA//msrC//psuG//xisR//rlmI//fadL//hyaB//modA//yrfG//gltB//yphD//zntR//ybjX//lexA//dusC//yjbF//rnb//lplT//rplL//dicB//ubiE//rpmE//arnT//uraA//ynbB//ackA//csrD//garL//zupT//yaaJ//rpsR//asd//leuC//tcyL//ycjQ//rlmB//clcA//amiC//prmB//yfcG//malZ//acpP//glnB//bcr//tilS//ygbM//lysC//nanR//moeB//frdC//ligA//caiD//gsiA//alsK//gudP//gadC//mhpB//gapA//arfA//sgcE//entA//csgB//bcp//mhpB//yaiV//nac//mipA//yihW//rmuC//phnJ//ydhC//fucO//pspC//rlmC//dgcT//pflC//ygaZ//yjhH//rpsI//acnB//paoC//tyrB//ycjD//cpoB//arnA//puuE//btuE//manZ//trpA//mreC//cadA//rplB//preA//fdoG//dgt//tauA//ghxQ//mutS//srlR//frr//fis//hflK//lsrD//ybaK//cysM//glnA//kefB//yobA//leuC//zraR//hmp//
GO_0010498_6	rne//
GO_0010501_7	dppA//gltK//ahr//csgB//napA//dacD//kdsD//ydeO//sohB//
GO_0010528_5	srkA//
GO_0010556_6	secG//potC//topAI//insI-1//cdsA//acpH//yqeG//gltP//agaV//ghoS//speC//zapE//iscX//folE//yihW//sfsA//thiD//yagE//thiD//yjjQ//hxpB//chbF//yfcF//xylF//yajL//bioD2//hdeA//ydfH//adhE//ascF//nsrR//holD//dsdC//glcD//ubiF//yiaN//mnmA//ivbL//lsrR//feaB//citG//smpB//ispU//leuS//ychO//kdpE//efp//yiiD//symE//yadK//cspI//ppsA//arsC//ccmC//ddlA//malY//rpsE//ccmA//lolD//tdcD//dadA//frdB//adiY//glnE//fucO//bioA//ompR//metH//ptrA//aslB//yejB//tolC//lacI//yiiE//phnK//nadD//rihA//uxuR//ydcZ//puuR//sdhE//ribB//nirD//cobC//ssb//acpT//elaD//kdsD//rhmD//tolB//napA//rfaG//rrrQ//mtlR//hisH//sufC//ygeV//rplL//dedD//trpE//ldrD//pldB//truA//allB//menB//fetB//rpoD//mcrB//cpxR//argA//fimH//deoD//yaiP//yejE//ykfM//gcvP//ldtC//rclR//dxr//plaP//yciV//kch//lgoD//rph//ydiZ//mscS//trmB//purR//yidL//rffM//yfcS//agaB//alsA//yhjA//ibsE//azoR//yfdC//rhlB//plsC//yeeY//alkA//yfhM//argA//waaC//zapE//cmk//ilvD//gatY//yebS//csgE//plsB//ymgA//fliA//rffG//insE-1//ydjE//mlaB//btuD//citX//macA//trmH//hsdR//ygcO//hdhA//decR//hisM//ydaC//udk//metF//comR//frwD//cadC//tufA//ydjJ//thrC//pepQ//fucK//ymdB//slmA//mnmC//cbpM//zapB//yfdO//ydiK//ilvD//polA//sfmD//gltI//ygfZ//yegT//lhr//argC//rraA//ykgA//caiE//yhcH//ispA//fepD//focB//prmB//mcbR//dld//atpG//maoP//feoA//rfbD//ypjD//speG//hxpA//nagE//tcdA//fnr//ccmA//afuB//pdeH//pflA//lysO//kdpB//paaZ//arcB//uxaC//ybiW//ccmH//cysI//pdxB//dedD//ubiB//mnmA//baeR//mutT//yjjW//trpC//trpB//yadK//bcr//murD//nanT//ydaC//ydfH//pgpA//paaE//wzzB//ileS//groL//pitB//yraK//rph//higA//murP//rpsQ//secM//hupA//scpB//trpR//yibF//yebC//cysU//rluC//wcaJ//leuD//rfbB//metB//ftsN//ypdC//tsgA//matP//bcr//dinI//insI1//recG//slmA//rrrD//tmcA//amiC//rcnR//mrr//yegT//mqsR//selA//cydD//glnP//ssuA//ggt//nadB//mngB//argS//rffH//ygiN//tamB//ubiA//cycA//potC//nrfE//aldA//gnd//rlmE//ydaC//ybdN//nikA//trmD//yibF//ydfG//yjhP//yeeJ//nadA//argO//fryA//tusA//ftsA//gluQ//entB//recG//
GO_0010557_7	leuE//pppA//hsdR//fryB//phnH//rbn//flgC//mutH//abgT//dinI//ravA//ampD//mepM//mntS//arcA//bioD1//dinG//ahr//fmt//ygiB//yiiM//pinE//gltX//yehA//ycbX//uspG//ydjE//puuC//sufS//nikC//ydiP//gpt//fiu//grpE//menH//asnS//glpT//nudB//yjjI//fepB//moaB//glrK//kdsD//hypF//fepD//appY//trxA//ompF//pdxB//surE//ypdF//argR//rplI//ycjY//rplX//xanQ//upp//rpoD//plsB//fsr//mdlB//yhaO//dsbA//guaB//yfcA//gadW//feaR//araF//ppiC//ygeV//rpmB//yfcA//fdnH//ymjB//gloC//emrK//aroD//gshA//nikD//yeiG//clpB//trmJ//
GO_0010558_7	accC//msrP//secF//hisA//ynbB//modB//blc//msbA//borD//iscA//yidL//yafE//gspJ//rplI//mhpC//yehT//mzrA//torY//tsaC//yoeB//lapA//ccmE//amiA//rimM//yhcN//dps//deoD//arnF//sugE//focB//rlmC//yicJ//frvB//insB-4//gadW//potC//dgkA//pgpB//ydfD//pdeD//sapB//gpr//cspG//ulaG//metG//fcl//fabD//pyrB//metN//rlmH//fliL//waaJ//pgrR//yibA//tcyL//uxaC//accD//mioC//rfaQ//yeaD//tusA//xylH//pepA//blc//astC//pgpA//arnD//emrB//puuR//ygjH//yecS//tdcB//fdhE//mdtJ//helD//ybiA//malZ//lptF//hexR//appB//ibsC//ung//tdcA//purR//fabI//araH//dtpB//nuoE//fadK//crfC//rimM//napD//mutH//livJ//katG//rfaB//rffH//nupX//poxB//ydcP//ybiX//waaF//cycA//sucA//potH//rutA//fadL//yghU//gnd//srlB//trmO//bssS//aer//exoX//ubiF//surA//fdhD//waaG//exbD//nimR//
GO_0010562_7	fhlA//rbsD//
GO_0010563_7	bolA//hisC//
GO_0010564_6	frwB//plsC//intQ//caiF//hypA//
GO_0010565_6	tufA//ybhG//thiH//sufA//thyA//iap//
GO_0010604_6	yccX//mdh//msrB//argK//fucP//yfcQ//dapA//rsfS//iscA//rseB//araD//yjaA//dinQ//ubiJ//deoD//mreB//gntU//rlmJ//sgbU//norR//waaL//norV//yhjC//hokE//ettA//nuoI//wbbK//argH//nrdI//yieK//ascG//xylB//ligB//yqeG//mngB//yihR//bdm//flhE//narI//rpsN//uhpB//znuB//pspF//rzoR//pfkA//yqcG//yiiD//entE//csgF//cpxR//thiC//cusS//aceB//tsx//rfaG//folE//yfcG//ybdG//tcyL//wcaB//dosP//hrpA//tdcF//yehY//ecpR//hisQ//gabP//mdtE//mlaC//ybjN//pyrG//rho//hofO//araH//ybhS//treR//yieE//yqeA//kduI//cydB//birA//yebS//leuS//csgE//dmlA//dinB//ais//znuA//insE-1//glnE//bcr//luxS//tolB//
GO_0010605_6	bacA//sgbU//chbG//lysR//accB//mnmE//carB//ratA//argK//rcsC//nrdB//opgE//ccmF//cnu//yehZ//tesB//cysC//exuR//kdpA//ybjI//thrB//hprR//infB//yjcE//yadV//metR//mreC//dacB//gntT//nudG//yfeO//gatB//gcvH//fdnH//rarA//livH//exoX//ldhA//mliC//nusA//yihL//lsrG//cobS//dapF//melA//dgt//manY//tsaC//hybC//glgA//hofM//tnaA//tmcA//rimM//lysP//yfbS//fucK//gcvR//ybdG//gmk//arcB//aidB//dtpB//ydiK//ackA//glpB//ybbY//rplK//ompN//fepE//acnB//trkA//kduD//appA//rihB//fdx//deoD//glsA1//uidA//citG//dnaX//ltaE//dapD//cysW//evgA//rbsC//citE//trg//dicB//nikE//fic//hisD//mglC//yggT//kbaZ//pstC//ybaT//srlD//yidR//idnT//yhfS//rpmH//hybE//dinD//garL//nmpC//fabA//rssB//metE//pdxB//dusB//gpmM//araH//rihA//yeiG//prfC//hscA//thiP//yidC//ebgR//mutY//nadA//aroD//thiL//opgG//ptsH//acrA//cmk//nadD//allD//phnP//ybhJ//pdeK//glsB//fdx//ykfM//rsmI//ptsN//topAI//scpC//aldB//priC//sad//uxaC//
GO_0010608_7	fliL//rtcR//iaaA//gpmA//leuC//hcaF//symE//ribD//yieF//pmbA//yehY//argC//iclR//ypdB//yehW//bssR//sfmC//envY//ilvB//pdeD//frwB//asnC//yidC//tusB//msbA//ruvC//gcvP//artI//thiL//pdxA//appY//yegT//mppA//chaC//lrhA//cbpM//lpxB//yggD//aroF//hicA//cpoB//kefC//deoA//emrD//
GO_0010628_7	hscC//sbcC//rph//speB//argI//ycgB//aceB//ltaE//phnK//mtlR//atpA//yceD//yeeJ//amiB//proC//yjhG//hslJ//mioC//yfaV//thrC//orn//thiD//cysB//prs//ccmA//nrfC//deoC//lsrG//rplC//yghO//pdeL//intQ//udp//yjhC//yjcE//rplP//mcbA//csrD//xapA//kefF//mutL//ygfA//aaeA//envC//lepB//hycI//setC//cadA//basS//uhpA//menI//yjhB//cspC//glpB//kdpF//pgi//pdeF//mdlA//rpsE//cydC//focB//rsmE//zapE//btuC//rplO//yjiY//yddA//uspB//paaH//ssuD//treB//ydhQ//wzzE//tsaE//wcaB//adeQ//uxaA//thiQ//agaV//ygiW//rffG//uacT//mcrB//
GO_0010629_7	alkA//artM//qseC//clpB//kefF//narV//ybdM//nagD//hcaD//dsbB//gspE//uvrA//qseB//parC//potA//flgB//aqpZ//araF//yjiR//fliG//proC//leuA//caiD//fimH//ggt//yhjV//melR//mlaB//fryC//dsbG//ymgF//yjcE//yfiR//cobS//lldD//efp//chaC//eptA//ydfG//dsbB//preA//yehC//patD//frlR//mocA//galS//phoA//ushA//glnS//wbbK//yhcF//selU//sulA//wzzE//acrE//ugpC//paaH//hemE//yhdZ//yqeA//ydcS//yagE//actP//chbF//frlR//pepQ//phnP//ftsX//yabI//fryB//amiB//secF//mdtN//murR//mutH//mnmA//baeR//rpmG//rffH//glpC//gsiB//rihB//chbC//cpxA//yadN//rne//mglC//nhaB//oppF//yiaT//frvB//torY//kdsA//mutS//lgoT//dtpD//recD//aroH//ghrB//cysH//yqiI//malP//npr//galR//yafO//rppH//talB//fixA//ytfR//rbsC//sutR//appB//csgG//nadE//sgcA//cdaR//yjcE//frdD//yhhY//sdhD//ispF//infC//chbG//ygiN//sfsA//map//lpxP//ykgA//
GO_0010638_7	pyrD//mutL//
GO_0010639_7	kefB//lptF//yehT//
GO_0010646_5	avtA//
GO_0010648_6	plaP//
GO_0010675_6	phr//dsdA//valS//glxR//yfdS//dacD//
GO_0010676_7	ybdN//afuB//
GO_0010677_7	hpt//
GO_0010699_4	degP//leuD//
GO_0010810_5	menC//alr//
GO_0010817_4	mreD//glnS//hemD//intS//tolR//csrD//speD//sapA//rpnD//ibpA//csgG//agaA//panD//clsA//
GO_0010827_7	aas//
GO_0010829_7	pflA//
GO_0010876_4	recX//
GO_0010906_6	ybcQ//ebgR//
GO_0010907_7	pfkA//
GO_0010911_5	yjfP//frmR//hyfF//
GO_0010921_6	ygiS//nimR//ddpX//yciV//
GO_0010941_5	yneL//
GO_0010948_7	frvR//fimA//
GO_0010951_8	yafO//nhaR//
GO_0010962_7	aroP//dld//
GO_0010966_8	ytfP//
GO_0010967_6	pheM//
GO_0010974_7	yfcV//
GO_0012501_4	abgR//ahpC//yggF//gstA//entH//dinI//minD//rspB//putP//iscU//menA//atpE//kdsB//
GO_0014070_5	yqiJ//mdoD//
GO_0015031_5	yqiH//ftnB//yafE//elfG//mcrA//amiD//rpnC//dmsC//alaE//sdiA//phnG//ydfK//ygiV//murB//nuoH//tatD//puuP//napD//cobT//tsaC//tus//aceA//narI//yeeO//clpX//sufB//fhuF//gsiA//rpsL//glnH//betA//yggP//dtpA//metL//yhbY//frsA//lnt//arsB//pdxJ//rplY//paaH//
GO_0015074_6	gshA//bssS//ompA//yehC//pckA//hemA//proP//
GO_0015628_5	ybhP//epmB//murR//hflC//yfiC//
GO_0015669_5	lpxD//
GO_0015670_6	satP//
GO_0015672_7	paaX//nuoN//gfcE//pgpC//hybB//waaC//tehB//nrdG//gntT//rplY//thrC//murR//narL//mlaD//aroE//rbn//rsfS//umpH//cho//idnD//opgC//yheT//fpr//fabA//ypdB//sspA//fieF//raiA//gntR//insI4//asnS//cadC//ygfA//evgA//tisB//crl//yebQ//tsaC//cyaY//barA//yhdH//fliK//hsrA//
GO_0015673_9	rpsK//
GO_0015675_9	smrA//sbcB//yebS//yhjA//ydeO//pyrL//xthA//yjjV//
GO_0015679_10	yadN//csiD//
GO_0015682_8	hchA//marA//ydiZ//ydfH//relA//lsrR//secY//rraB//serS//mngA//fbaA//yqiJ//
GO_0015684_9	dsdA//ytfR//sdhD//ggt//galE//
GO_0015685_8	hcaF//fixC//dinD//modB//rpsN//yiaF//
GO_0015687_7	rpmJ//cusB//ynaE//paaH//
GO_0015688_6	narW//pitB//srlR//ibsA//yfaU//ybeQ//epmB//puuB//lpd//yiaN//rsmF//narJ//ybbN//hdeB//pstA//hns//sbcB//mpaA//
GO_0015689_8	fkpA//thrB//yagE//
GO_0015691_9	ftp//yabI//htpX//cdh//
GO_0015692_8	sanA//
GO_0015693_9	yciH//elfD//
GO_0015695_6	rsgA//btuR//fetB//ybcM//era//hypT//frmB//seqA//rcnA//bacA//dicB//yneL//pphB//rimJ//fur//hisS//paoC//mdtB//ynbD//pabC//ygeA//yfdS//hupA//rplM//deoB//ycjY//npr//norR//cadA//bamE//
GO_0015696_6	aroP//fimB//phnC//pdeR//glsA2//yjbF//cpxP//yqiJ//ftsZ//zraS//garR//lspA//hycI//ydcO//relB//sspB//recG//mioC//ftp//dsdA//purR//csrA//kefC//xdhB//rhlB//cbl//dsbA//idi//waaZ//prmB//trkG//
GO_0015697_7	moaE//yqjA//rplC//mepM//trxC//mdtJ//ydjM//serA//deoB//yohC//copA//queA//spy//
GO_0015698_7	intF//ybhJ//aroC//ydiP//ydiZ//yiaL//moaB//ynbD//pntB//epmC//tolQ//fixB//ttdR//ynjA//ldtE//rhaB//nagE//eamB//rimI//rna//dam//hybG//ymfK//gltB//menH//aroK//ruvA//lptB//sutR//yjfF//ompC//rlmI//tsx//ydcP//purD//cysG//tsgA//ybjG//rfbD//hofQ//fetA//
GO_0015699_8	rpmB//
GO_0015700_8	ndk//malG//
GO_0015706_6	slt//dcuD//sgcR//
GO_0015707_6	mgsA//atpC//ybaE//dicC//lapA//ygbI//
GO_0015709_6	yhhT//
GO_0015710_8	rrrD//yghG//
GO_0015711_6	envC//thiL//skp//nlpE//mdlB//csgF//dpiA//yedA//aaeB//recO//ypdB//folA//mioC//putA//paoC//yggT//ybdG//yhbQ//rpsH//cdsA//glpR//lysS//glvB//fadL//rpsJ//pdxK//yfcP//eco//mraZ//fadL//yddA//ibaG//rhlB//rcsD//ldtD//ydjE//ssuB//queF//sgcB//kefC//pflB//wecB//insK//gpsA//rsmJ//yeiL//hipA//trpL//yfiE//hcaT//cueO//ybgI//mdtL//nagZ//yfgJ//phnC//ybaO//menB//rluC//lptG//metK//psd//bglX//upp//eutB//gltB//fryC//mgtL//pgpB//rhaR//mutM//rpsS//phoU//yafQ//waaA//hexR//paaJ//recX//gspE//yqjH//thiC//fdx//flgH//rimI//ynbB//intE//malE//plaP//mcbR//cusC//agaS//gmhB//pstB//malP//metB//glnQ//glyS//phnH//pitA//yihO//mqsA//dbpA//amiC//glnS//dsdA//feoC//sgrT//cdh//mdoG//stpA//yeeJ//rfaF//sfmH//pflC//rssA//fdhF//flgH//glnK//yobA//ssuB//artM//ssuD//napD//sucD//lpoB//yahD//lamB//fdhE//trmD//fimB//ogrK//gph//glcB//garL//dnaG//glpX//ubiG//cpxR//ftnB//rplD//yhbO//agaI//ispF//rhmD//
GO_0015712_7	bdm//
GO_0015718_8	ydaC//yhbQ//dmsB//nagK//ppx//yiaL//dinG//waaY//napD//adk//fixA//ygiB//cobC//ydjL//sbmC//fadD//blc//ynfH//wcaB//yhbO//fadA//ydeE//tqsA//yhhT//
GO_0015721_7	iaaA//smrA//
GO_0015724_7	mdtG//cecR//dacC//
GO_0015726_8	thiG//
GO_0015727_7	hiuH//holE//
GO_0015733_7	rlmI//
GO_0015734_6	efp//dsdA//ynaE//
GO_0015735_8	oppF//
GO_0015736_9	nanK//
GO_0015739_7	ygcR//
GO_0015740_9	ltaE//dppF//dam//yebK//argT//cbl//tusD//pphA//hscC//
GO_0015741_10	gcvT//glpG//
GO_0015743_10	agaV//
GO_0015744_6	tig//tusD//ispB//
GO_0015747_6	coaD//
GO_0015748_6	hybF//yrbG//paaK//ybdH//decR//rpnA//fepB//bglF//degS//fixA//decR//pphB//nadE//glrK//lit//
GO_0015749_7	argI//higB//sgbH//smpB//pheT//hprS//rpsD//tcyP//gltI//yajL//opgD//gyrA//pdxK//tauC//yqjI//pyrC//yhjD//asr//tsf//ddlA//yiaJ//ybaO//ybaO//ycdX//mug//relB//hldE//argG//plsX//rclC//gpmM//metI//yphF//malF//hisC//bioF//setA//citC//yfeO//xylG//asr//abgA//xanQ//abgA//aroG//
GO_0015750_8	phnP//entH//dadA//folC//ybaT//gloA//diaA//cfa//hofN//vsr//tamB//selB//priA//
GO_0015751_9	iscA//torR//puuA//kdpB//ynfL//nimT//
GO_0015752_9	yfiE//ralR//ydaV//yggP//dgcQ//mfd//
GO_0015753_9	ltaE//osmE//glrR//
GO_0015754_9	rimK//tcyJ//yraJ//
GO_0015755_9	nuoG//zipA//tmcA//nuoB//livG//folD//rhlE//cusR//dcyD//trmI//aceA//
GO_0015756_9	yeiE//gltL//
GO_0015757_9	folE//yfiC//aas//cusS//ptsH//ybiI//glpC//
GO_0015760_8	pdeD//
GO_0015761_9	dnaQ//narI//flgG//
GO_0015762_9	erfK//
GO_0015764_7	yqjI//abpA//tusC//ibpB//
GO_0015765_8	nagB//uxuA//ycbV//dmsA//
GO_0015766_8	ygjR//ynjD//dgcQ//mobA//fetB//dinQ//waaL//ygbN//tufA//recJ//fau//tatB//kdpA//queF//
GO_0015767_9	mlaB//ynfE//btuF//rsgA//
GO_0015768_9	nrdE//fis//hyaB//livH//yhgH//frvA//
GO_0015769_9	tsaD//
GO_0015771_9	rsgA//dnaA//fdnH//yihT//
GO_0015772_7	rnd//bluF//rutE//sgrR//cydC//yfbU//patZ//gabT//nadK//sapD//fadL//focB//ihfA//rspB//viaA//ybdR//caiB//
GO_0015774_7	fdrA//ynfE//ompT//lplA//cycA//dinB//
GO_0015778_7	abgT//
GO_0015791_7	etk//hinT//prmB//rseC//nupX//spy//ygfX//gntT//
GO_0015793_7	rpsE//ygeV//
GO_0015794_7	galR//fliK//fadK//ygjK//yieL//
GO_0015795_7	yjfF//
GO_0015796_7	fecC//queG//rluB//nrdI//
GO_0015797_7	potA//dcuS//
GO_0015800_7	ybaM//gadX//rutE//ynfH//
GO_0015801_7	dxs//erfK//baeR//prpC//apaH//purT//elaD//tdh//
GO_0015802_7	ygeW//ydeT//chbR//paaK//pgm//manY//ggt//
GO_0015803_7	ygiB//glxK//sgrT//rffG//pepT//rbsK//argC//insA-2//yfaU//livM//insA-1//
GO_0015804_7	yihL//rpsL//galR//hpf//hexR//rluB//xerC//appB//ybdN//hybF//insI4//afuC//yhaO//yjiM//mscS//fruK//rlmG//uspC//rplM//dsdC//azoR//mnmC//yhjD//mdlB//rplJ//dgcM//insB-2//rplT//fhuF//proB//recN//caiB//dgcZ//
GO_0015806_6	msbA//
GO_0015807_7	arsB//rhlB//cpxP//rseC//yieK//lsrG//ruvC//rhaT//blr//elbB//queE//cydB//bamA//dgoA//fkpA//tufA//dinG//sufC//rimL//rpmE//cytR//mprA//citX//uvrC//agaA//rcsF//ulaA//pspA//bioC//mgsA//trpL//hyaA//atpD//ybiW//pabB//fepE//yhgH//ybfE//
GO_0015808_8	yccS//ppk//
GO_0015809_7	fliD//yidL//rplN//rimI//moeB//yphC//
GO_0015810_8	gatA//gpmM//
GO_0015811_7	hypB//torR//ada//ldrD//ypdB//
GO_0015813_6	pabA//barA//sbp//
GO_0015814_7	citT//
GO_0015816_6	nfuA//
GO_0015817_7	secF//
GO_0015818_7	ubiI//frc//metH//lsrK//yiaF//dhaR//sucB//
GO_0015820_7	hsdR//sgrT//groL//flgG//ftp//yggP//yehC//yajR//yagU//
GO_0015821_7	ybhD//yihX//tus//ydiZ//pgk//
GO_0015822_7	acnA//ybdH//
GO_0015823_7	alaA//thiM//yfgI//dapD//tesB//ribB//msrC//
GO_0015824_7	yqcC//waaG//
GO_0015825_8	glcD//
GO_0015826_7	roxA//sbmC//ygfA//
GO_0015827_7	puuE//rzpD//yciA//
GO_0015828_7	adiA//rrrD//
GO_0015829_7	pgm//ibsE//ychF//endA//rplR//xylA//puuR//xerC//ybcF//
GO_0015830_7	pgrR//adiC//yfjR//
GO_0015833_6	lptB//arcC//metF//accB//tsr//malE//yfcU//pstC//mcbA//thrA//lsrB//fhuC//mobA//abgT//idnK//rsmC//tcyP//idi//ybeF//rbsA//bioD2//lysU//minC//thiE//tcyN//rfaH//fabH//murG//tdcR//etp//cbpM//nrfC//murA//amtB//fdnH//ybdZ//yeeJ//iraP//tdcR//ydeP//pdeH//hyaB//sulA//ykgM//holB//ilvH//cedA//qorA//deaD//yjbF//yfcV//bacA//cdgI//ptsI//ubiB//yfcA//gapC//mhpR//glxK//rimP//yegT//nfo//proA//ompL//dld//yaaU//hybD//araG//narW//cobC//gcl//hisI//nadD//mrr//solA//fnr//hns//hslU//
GO_0015834_7	yebQ//yfcG//rutD//gltL//mdoG//
GO_0015835_6	yagI//xerD//hslJ//sdaC//
GO_0015836_7	hyi//rpnC//dnaT//
GO_0015838_8	agaB//hisB//yghU//atpB//sapC//hybC//cirA//cheY//caiE//ykgM//ygfA//atoC//rpnD//
GO_0015839_7	yfcG//
GO_0015846_6	matP//thiE//hokB//tdcD//dgoD//yhfK//insA-2//xdhB//gshB//citC//sppA//rnd//torZ//shiA//yfcS//asr//srlE//
GO_0015847_7	citE//lyxK//hyaB//clcB//leuC//moeB//ybjC//ccmA//rfaQ//yphF//pgpB//surA//yqaA//codA//hemB//
GO_0015848_7	yfaV//miaA//uxuA//purU//ymgA//xerC//
GO_0015849_6	kdpC//ygcO//hcp//bepA//iscS//yraK//rmuC//def//degS//pstS//phoE//gluQ//oxyR//bamB//yiaN//ascG//rplC//cas3//hisB//acrF//uxuA//adiC//ppiA//yjfF//glsA1//relE//malF//rlmD//hyaC//cbeA//yecS//glpT//exuT//patZ//fryC//nhaA//dmsC//tolB//proP//infC//dps//frwD//mhpT//ddlB//frmA//yfgO//tgt//btuR//cpsG//yhhZ//rof//manX//zraS//rpsS//ydiV//lolC//lon//mlaF//fliZ//speE//acpS//tsf//ynjD//dtpB//rffT//uspG//patZ//hcaB//glnB//bamC//gabT//nrdH//intQ//ttdA//cysN//codB//metE//ydeI//prfA//ftnB//pflA//dinQ//dmsC//yhjV//cobC//hiuH//gloA//envR//cysE//yqjH//mgsA//modB//potG//tig//nagD//ydiV//queD//tnaC//rpsN//lacY//bioD//rpiB//coaE//pheM//garK//fhuC//spoT//tdcR//cueO//ccmD//rzpR//sgcA//kefG//amyA//dadA//
GO_0015850_6	fhuC//helD//nirC//lpxC//rlmN//fhlA//ahr//cysI//ydaV//ldtB//purF//priC//galT//murE//glxK//kilR//frlA//mepA//amiC//rfbC//leuE//chpB//cbl//
GO_0015851_6	puuD//recG//rhtA//gltK//yfdC//intZ//gpmA//puuR//deaD//putA//flgB//frvB//
GO_0015853_8	frlR//dctA//
GO_0015854_8	yhjG//preA//
GO_0015855_7	rpnC//dtpD//csgG//
GO_0015856_8	feaB//
GO_0015857_6	raiA//ubiA//
GO_0015858_7	yjbE//ymjB//yiaO//gatD//pgsA//hldE//ggt//ycgR//borD//
GO_0015860_7	mhpD//phr//
GO_0015861_9	argD//yiiM//
GO_0015862_9	yhdW//pinR//
GO_0015863_8	ybiS//
GO_0015864_8	paaA//exbB//
GO_0015871_6	nrdH//def//asr//menI//msbA//
GO_0015878_6	yajL//
GO_0015879_9	dmlA//
GO_0015882_7	mngB//insI3//ampE//
