#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yjiA//fre//ydjL//fabZ//
GO_0008616_8	argK//rfaD//aroH//ftsW//maa//ydjH//ydcO//
GO_0008617_9	arcC//
GO_0008643_6	nanC//cysE//aceF//pabB//yjbF//wrbA//livJ//ibpA//yhjX//yciA//yfhM//melR//lptC//cobU//tauB//yqcC//pepQ//galK//yiaM//mdtQ//tusC//insB-4//rlmF//epmB//tcyN//ygcW//lolB//ydeM//mutM//znuC//hisD//zwf//luxS//purR//ytfT//ldtC//rpnC//rhaB//ygiB//xanQ//chbF//macB//ubiB//yijO//yhjG//yrdA//nhaR//fumC//higB//puuA//add//csgF//tmcA//yabI//mngR//rplS//frlA//mrdB//elfG//mqsR//fau//sufD//ampG//epmC//hprS//pstA//glcA//ybaE//pdxJ//ispU//dcuA//rihA//waaS//codB//fecA//argB//lrhA//secY//xylG//ihfA//ampH//yeeJ//accB//prmA//serA//ispF//yajR//uidA//pyrB//dusC//uraA//ygbM//prpB//ybcC//ompA//ogt//yqiH//secE//cdgI//radD//tbpA//bioA//mlaE//rutR//astC//appB//dgt//rpsN//hicB//yhjD//rnt//rrrD//gltD//mdtI//
GO_0008645_8	aroB//cptB//bglF//waaL//fruA//rsmE//psuG//csiD//lptD//aroC//rffM//casA//symE//abgB//gstB//paoC//dsbD//lysU//ubiJ//ygbI//grxD//rlmJ//ubiH//mdtJ//
GO_0008652_5	fis//yhaO//bssR//argC//treR//ilvB//yidL//ttcA//ugpA//bamA//dhaM//malY//waaB//dcuD//nadA//ygbN//mdtP//cmoA//yfeR//hycH//aas//htpG//glcE//ygiB//murA//yphC//groL//copA//ompN//yhfS//rlmE//murI//lolD//ydbD//trmH//yjcE//ttdT//holB//ygaH//acrD//ybfE//aroC//focA//pal//mtr//yeeJ//gpr//ygeR//ydjE//nagK//kdsD//yidK//fbaA//rhaD//purA//ydgA//artP//zitB//mglB//parC//solA//fre//rplI//uacT//ppsA//cynX//hcaB//moeB//adk//mdtF//rutE//kdgR//recX//yidP//feoA//tusA//tatE//abgR//fabI//rlmH//fimE//rcsA//idnT//nac//ycdX//opgD//slmA//ubiI//kdsB//btuR//gltK//mtn//panZ//bioC//casC//sbcB//argR//nadB//fixA//hemD//cysN//cusA//gpt//mreC//rpsT//hypT//melB//ldhA//mntS//ldrD//wcaJ//garL//cpsG//uhpT//
GO_0008653_5	secE//yohD//dmlA//mhpB//mdtJ//rlmJ//flhA//rmf//metR//modA//lrhA//yddL//rpmA//
GO_0008654_5	asnS//thrS//yfeR//tqsA//ybhD//mdtF//aes//yqiI//ftsK//ibaG//wecA//caiT//hupB//aroD//emrE//ruvB//ybbW//kduI//fliG//cbeA//yjhG//dnaQ//nuoG//fruK//selD//yhfS//dgcE//fpr//ispG//ybjD//dsbA//dicC//yiaU//carA//rlmL//
GO_0008655_5	lplT//yfcS//ychF//msbA//yddL//nikB//yiaL//
GO_0009050_6	rseB//treC//
GO_0009052_6	kbaZ//bglF//ybiT//azoR//entH//mntH//ugpC//
GO_0009056_3	rpsD//tcyJ//tisB//glcB//xseA//mhpD//yafC//rnd//thiQ//pstB//chbF//eutB//zapB//purA//nrfC//tap//pgaA//hisA//lsrR//fieF//tehA//eco//nth//rpnB//napD//mhpB//ybcQ//appB//glvB//rpmC//lsrD//phnG//ycjD//fliG//yhbS//menB//fetB//pabA//rpsM//thiI//argS//symE//yraR//yidL//phnP//glsA1//actP//uup//yraJ//ribA//yfcU//rhlB//caiT//mtgA//ldrD//dcm//nrdE//uxuA//kefG//ygaZ//etp//nrfA//yfcS//trmD//modC//dgcT//lysC//elaA//atpE//atoC//recD//moeB//patA//nrfF//ppc//sulA//ubiE//preA//fsr//dapA//glgB//miaB//dicA//dcyD//yeeY//yfgI//focA//ibsC//accA//aer//glnP//fabZ//gsiD//obgE//holE//ansB//frwB//tmk//yrbG//yehY//fur//ygfA//hflX//zupT//cheB//murR//grxD//artI//ycdY//kdsA//pdxY//ycjD//nimR//dkgB//prlF//bioD1//ssuA//rplI//yfeO//yacG//hpt//umpH//dcuR//queE//tauB//yfhM//avtA//sseA//soxS//tsgA//treF//dinQ//yggX//nei//yohC//hisQ//cadB//argT//yafE//ybiW//tusC//yagF//amiD//bipA//elaD//cysH//tas//rsmE//waaQ//zapE//epmA//yidQ//nrdF//yiiM//trpR//yhaC//aphA//hypT//paaJ//nrfF//cadA//manX//arnB//miaB//amiB//casC//ackA//uvrA//ypjD//yobF//puuB//gloB//ybhS//proV//lpoA//rpmB//lysU//ppk//glgC//phnP//ulaF//priA//radD//hemB//ydcI//accB//ibsA//mrcB//napC//curA//ung//nanC//yjjV//hcp//srlR//uidA//tcyP//yafO//fdhD//lpcA//zntR//mnmE//yddL//garP//dgcZ//selA//glnA//gspF//yhdZ//rsmH//yqjA//glk//ldcA//yciH//malZ//recX//ygaH//mmuM//rhsD//rpiB//modC//mltA//lnt//nagA//yqhD//fixA//nlpE//rutB//pykF//fryC//holB//sdhD//rpsN//rhaA//rpsB//fucA//dtpA//ssuE//bdcA//ribA//tcyN//emrD//rhaR//queA//pbpG//greA//pdeR//tsr//rfe//exoX//cobT//puuA//fhuF//acpT//purU//lsrC//prlC//xylE//yfgJ//rhtB//mdfA//elbB//ybfE//ydaC//lipB//yigL//leuE//cheB//blr//zur//chiP//gloC//yfbV//envZ//ccmF//mltG//frdD//frlC//cysG//glpA//mscS//ccmG//pdxH//pabC//glmM//fkpB//potD//sdhA//yhaV//yjbG//araE//endA//yhcN//rfaG//dnaE//dcuB//ansA//pagP//nemR//yadK//mlaF//sufS//speE//gltX//uvrB//tnaB//ihfB//rpsP//fixC//hupA//entE//rsmJ//opgB//lgoD//mlaF//mlaB//proA//yigB//ccmD//syd//rpsA//ydiQ//zinT//atpD//aslB//yiiD//lptB//zapB//pbpC//intS//ycdX//ypdF//tatD//yihP//nagB//murA//pheT//phnH//grcA//pgi//ogt//yiaA//brnQ//phoQ//mtfA//upp//mtfA//fkpA//atpB//rlmH//dnaB//nhaB//patA//tcyJ//ghxQ//birA//yggW//aspS//lacZ//menE//phnC//acrF//cadC//ymjB//tauB//alsA//nanT//degQ//yehY//ppk//glnB//acpP//napF//zur//idnK//ung//fabZ//syd//elfG//yaaY//trmI//sdaC//gmhB//hisM//uidC//hisH//tcyL//elfA//ilvN//fucO//deoA//insE-1//bglX//elaB//narL//pinR//glnS//fucI//pstA//rutD//feoB//yihT//fecB//pdxH//hypC//infB//cusR//higB//yfeD//glmS//lldP//rpmA//mukB//gmd//ybhS//blc//
GO_0009057_5	yahB//yddG//frwB//nei//sufB//xerC//nagC//cmtA//srlB//dcuA//nusA//lsrD//ybeQ//xylE//srlE//nirB//eamA//ydeE//alsA//radD//yieH//hybD//gcd//galS//xseA//ulaE//yjjW//rpiA//sdaB//yehP//mscM//mdh//cdsA//ompL//yddM//tcdA//cdh//ptsP//prpC//ybjN//hyfR//ccmD//nuoL//hha//wcaC//nirB//fadI//rclC//rpsN//psd//fimE//bcr//hybF//ygbI//
GO_0009058_3	murJ//rapA//glmM//yoaA//fumB//yoaA//uxaA//ydeT//cydC//aroC//hyaC//azoR//glmU//yiiM//glnL//crr//pdxB//lptD//appC//sdhD//tmk//lgoT//xerD//yceD//tap//hemC//opgE//tonB//mlaF//malZ//yieK//relB//dnaB//glnK//nagZ//ftsX//fryC//fucI//ftsE//lpxM//dadA//yojI//artM//tag//rhaD//setA//pepD//dnaE//lysA//yggT//aaeR//ykgM//ycjR//msrP//panD//yfdK//dgoA//yhjC//ulaF//ulaE//hsdM//ybiV//tpiA//yidQ//rhaD//rbbA//yjbB//hofN//yjhC//msrA//thiM//yfaE//suhB//fucK//yfcS//glgS//rimI//nikA//pyrB//nanK//yggP//flgE//tmcA//gadB//mfd//flgG//waaH//rplD//yadC//lysU//fucO//lpxD//hldE//mhpR//ytfQ//uidR//waaH//ypdC//accD//ydcT//rpsJ//ribB//ybiO//ompG//asd//araC//lsrR//mppA//acrB//queA//crcB//ldtD//ybiH//aceB//guaC//lpxH//tusA//yidE//glnA//torA//lolA//yfcS//thiD//cmk//allR//glsA1//dcuC//yfiR//rbsK//fadR//abgT//ybjN//yneJ//abgA//hprS//rlmL//accB//insH-5//yqaB//zntR//putA//yaiV//yhfK//gmhB//yhjR//yhcH//sulA//cheZ//rutD//ispG//hemE//prpB//hyfA//yfeD//ycfS//edd//metL//ynfF//waaU//rcsA//wecA//rseP//phnJ//msbA//dmsB//ridA//garL//nrfA//agaD//hscC//ybhD//dcd//degP//groS//serB//ygjR//seqA//thiM//perR//fabI//epmA//flgG//wcaJ//agaD//fimI//ymjB//ydbD//citT//ptsN//yccX//entF//cbrC//gudD//znuC//arcA//mutH//prlF//patZ//nfo//ggt//hemC//pgi//metQ//gppA//ybjD//motA//ybhG//scpB//higA//uhpB//aceF//ycfS//rmuC//holB//flgK//agaW//pppA//dedD//secG//tyrA//dgoT//yfhM//argK//rpsM//ydcR//murF//yfgO//glmS//ulaE//nmpC//avtA//adiY//dmlR//ppiA//ygaH//cdsA//vsr//sgbE//yjjG//lptB//mhpR//relE//ydeT//rng//artP//garP//lsrD//mltB//treR//alaS//artJ//lpxK//feoB//uspF//mltD//uidA//mscS//secE//waaQ//cyoE//degP//raiA//ulaF//gshA//yfaX//agaV//glpF//puuC//tehA//malZ//yiaT//gmk//wcaJ//ppiC//mukB//yhfK//fucA//yqgF//exbB//yefM//yfjV//ycjW//yaiW//flgI//yeeL//nsrR//rplD//clsB//lepB//maa//aldB//ymgC//yiaO//rng//hybB//recB//malY//queD//cca//aphA//pgk//aroK//moaB//fadL//acnA//chbC//mscK//rplP//tpiA//secE//gltP//yhaJ//yihW//prc//nrfD//glrR//citX//yedF//metC//rluF//fryB//ygeV//moaE//menA//ycjU//lit//ybjC//serC//ubiG//yifB//selA//rhlB//ubiC//mfd//nikA//potI//nei//ybdO//ubiC//yeaG//ymfA//potG//rpsB//flgC//mdtI//secD//yjjB//yciA//yfgO//kdsA//ybcC//hslO//yebZ//yehP//pphB//livH//chbA//hyfC//cvrA//cca//nuoB//ydcT//nlpE//ynjD//ftp//hypF//ytfQ//insH-6//nadD//yfeX//yhaV//paaK//thrL//treB//hyfC//moaB//yohD//ydcI//erpA//hypC//yhdJ//bglF//fsr//yraK//dtpD//uvrC//rrrQ//yjiM//argG//clsA//sgrT//pliG//zntA//wzzE//dcp//yhjX//tolB//ydiO//moaA//metC//prlF//acrA//citG//yaiP//ypdC//nikB//ttdA//tcyP//leuE//rne//uspC//gsiA//yefM//ais//pepB//ygaH//bamD//dnaJ//rluA//puuE//iscU//bfr//gntR//idnK//ldtC//rpoH//hcp//afuB//lsrD//yhjR//yggE//pdhR//ydcI//abgB//paaX//hcp//rzpR//csgG//folC//tauD//trxA//xapB//waaB//sbp//glsA//yiaU//yfaV//gfcE//mrp//xisE//rplR//ispB//paaH//hinT//pspC//murD//ybjC//sodB//sodC//prlC//gstB//uxaA//ydfD//ahr//csiR//yggD//fadM//amiC//proQ//moaC//ytfQ//rimK//mliC//murE//yieF//kdsA//decR//hycA//pgl//arfB//nirD//cedA//yoaA//treB//dam//efp//yjbE//cheY//mntP//mlaE//lpxH//mcrA//ascG//flgA//msrC//rpiR//yfbR//ulaB//yhfS//hisD//sbcB//murJ//garD//ompF//guaA//lapB//hyfC//hchA//cheA//adiY//cdh//paoC//tynA//mtlR//rpoS//nuoB//aas//gatD//sspB//cysH//feoB//diaA//ygcO//uxaC//yjjU//yfbR//nikB//tdcC//tolC//kup//basS//hslV//ybdH//xanQ//araF//sad//waaA//yoaB//folE//folP//insK//yegV//pykF//dhaL//lysC//selA//parE//cho//fimI//hofQ//mreD//paaZ//sfmA//fkpA//fepA//yijO//nimR//dcuR//hflC//ibaG//frvA//hisA//mdtL//hyi//xylE//mnmG//sutR//vsr//rsmE//pabC//ynbB//narP//ybiI//alaE//fsr//sdhB//epmB//hycI//uxaA//proQ//sfmD//nemR//gltD//yihQ//yfaU//hyfA//ssuB//dacD//yjaZ//yjeI//sutR//yagJ//rluE//rraB//hfq//fliG//insB-2//alsB//icd//garD//narL//yccA//hipA//uhpT//pspG//rpsL//kefF//citE//hofQ//potI//artP//uidC//pldB//araE//fsr//glnH//fkpB//arnE//prmA//tsaB//bglB//murE//panB//lsrR//dtpA//pspG//yjjQ//ynfE//secM//yjfF//argG//pgaC//pgaD//nikB//tag//marA//ltaE//arnF//atpC//yehX//fur//nanE//xisR//secG//yjhP//yceD//yfbS//murE//secF//tcdA//yehC//hpt//eutN//fixA//ycfH//lpxM//rsmI//ppiD//acnB//nrdG//xisE//yeaE//cobU//essD//puuE//priA//yejB//dnaC//recR//fklB//ariR//kdpA//rclA//bssS//rutG//entH//tig//yihO//artI//rihB//yebG//hypA//ilvN//lpxB//malG//paoC//skp//hybF//yhhZ//dnaJ//fliA//dapF//mglA//phnI//cysG//rihB//kefF//sppA//narW//folA//mnmC//ygcO//rpsJ//fimD//nemA//dctA//uvrA//glnQ//nadA//allC//sgcC//argT//yjbH//rfaC//mcrB//ypdI//dcd//rbsC//entE//garK//yraK//cnu//yagF//insH-5//pcnB//rssB//aspA//rcnB//parC//scpB//ycgB//btuD//phoP//dmlA//secG//marR//waaJ//recA//yjjV//yhaJ//queD//ulaD//metF//mhpB//hupA//zupT//tsr//katE//iaaA//rusA//sapB//garK//entE//ydjE//mutH//aidB//efeO//yhbY//pitA//lysO//ydfD//torI//psuT//yciH//malS//clcA//recF//
GO_0009059_5	cheZ//hyfA//chbC//recC//afuB//thiL//fimZ//yqaB//rlmA//qseB//ubiH//ynfF//srmB//sgcB//yejA//mdtE//puuR//fucA//fecC//ykfI//carB//proQ//rodZ//gor//yahK//idnT//rpoS//tehA//csgB//wecB//pdeR//paaG//erpA//opgE//hsdR//fruA//pphB//ynbB//rutD//cpxR//mraY//rsgA//ybgP//alaA//recG//sxy//yccA//rbsR//mntH//dinB//prkB//uxaA//atpD//dsdA//argB//ccmC//puuR//emrY//dacA//exoX//gapA//galM//yodD//malX//abpA//aas//iap//sthA//yiaT//intS//ycdX//cspE//ynjA//ispA//ruvB//sodA//erpA//mdtE//hofQ//glpB//secD//cdh//yidK//pflC//yjeH//yphF//glgA//fadM//insF-1//dmlR//nagA//yahI//hflX//polA//gltD//priC//pta//xanP//trmJ//alsK//cptB//rpoA//yfeO//tolC//cysM//yidQ//uvrA//emrY//tusD//amiA//umpG//yjjV//gcl//ppiC//cysI//marR//wzb//yegT//entS//glgA//orn//ybfE//rtcR//tsr//dmlR//idnD//rayT//yedA//uup//purL//zapB//mglC//ihfA//adiY//glpX//appB//artQ//recD//waaJ//rutB//fhuD//yeiE//mak//yidA//rstB//sucC//rhlE//ubiX//cobU//citT//sfsA//dinG//leuO//chbR//umuD//ytfQ//bamC//dacA//srlA//aslB//ppiD//trxC//lpxD//yoaB//araA//ibsC//glnD//yhfK//csgB//pntA//gcvH//ytfE//malF//gnd//livH//mntP//rplI//proC//rfaD//nagA//pgaA//ispF//pheT//phoA//sapB//hscB//nrfE//solA//livM//ruvB//citE//ptrA//purN//ybcM//nimR//hns//dppA//ftsH//rutG//ybaO//mtfA//thiE//cspA//yefM//tktB//ldrA//ivbL//hflD//folP//oxc//yneE//ygaH//fur//yadC//yeiE//ldcC//oppF//gabD//secA//fadE//yeiL//fadK//fucA//rarA//yebG//insK//clpA//mdlA//cysH//kch//yihO//thiL//wecE//blc//topB//cyoE//dnaK//znuA//fimG//sdhE//acpH//puuC//mgtL//metF//tnaC//nrfB//marA//lplT//priC//lolA//yjjB//chbB//ydcM//fdnH//mzrA//rplY//lolC//gspE//glsA//tdcB//sucA//yfhM//gatB//tsaC//gudD//ypdC//ibpB//secM//cecR//tcyJ//rlmG//dps//murB//yaaJ//essD//ulaF//tcyN//yibF//dcm//mdtE//murE//dcp//sapA//proQ//yfbS//manY//ahpC//eamA//pbpG//nmpC//prfC//iraM//lpxM//fimZ//yoaA//grpE//sufC//lgoD//hokE//nudF//ydiR//bacA//arcB//purA//moaA//pmbA//rcsC//murE//ulaC//gmd//hrsA//ynfF//yhjV//tpiA//rnc//gltD//fdoG//
GO_0009060_6	zitB//rbsK//yieH//yfbR//sbmC//acpH//ybiY//recR//gudP//yraK//yfcS//rfaE//mdoG//emrE//bacA//pepB//ftsB//fdhF//ygeW//flgH//gph//moaE//gltX//dsbC//malI//lldR//
GO_0009061_6	cysB//yjbB//yqaE//ychF//sdiA//ptsN//dinJ//nlpE//cmk//ghxP//tolR//ydhC//mdtO//entD//gltI//ulaA//barA//nuoF//gpsA//waaU//hypE//rclB//eamB//ompT//uvrC//rapZ//yfaU//cspB//cmk//yafN//yciK//mcrA//mdfA//cspB//pphA//ymgF//hcaC//grcA//mdtG//ubiI//narH//flgI//actP//srlB//murG//speB//puuC//chbG//brnQ//envR//clsC//tktA//rph//ynfL//pgaC//
GO_0009062_6	mutM//hemE//araE//ulaG//fliL//yfcP//yhbO//aldA//modB//truD//ldcC//moaA//yhfK//rimP//glcB//ydeI//yieL//sdhA//astC//prc//kbp//
GO_0009063_5	ribF//tauB//emrK//sgbE//nanC//aroH//galR//pitB//kdpC//emrY//prmA//arnA//wbbK//xylE//menC//pth//ascB//bipA//xylR//ynfH//uraA//hybD//mtnN//cmoM//mutH//yhaO//arfA//ycjY//narP//sucA//yidH//alsB//yjcS//hprS//menE//cdd//ilvC//arcC//lplA//smpB//lptE//yoeB//qseB//uspE//acrB//dfp//yiiE//yadC//ybjL//ada//galF//prmC//mug//dnaB//araH//
GO_0009064_6	ykgM//zntR//sad//yneL//dcyD//mglA//speA//alr//pflA//sapB//nuoN//tap//osmC//rfbB//waaZ//idnK//lrhA//frdD//btuD//umuC//tsf//folD//smrA//kdgK//pcnB//umpH//opgE//wcaB//nikD//dnaA//mlaF//tsx//bcsQ//dicC//ygbN//rnlA//yjhI//waaG//yrbG//menA//rbn//fimC//lysP//mtlR//mcbR//ycgB//
GO_0009065_7	pstB//yciV//rplT//gpsA//speF//rluD//xerD//tsaD//yoeE//ribF//intZ//yihR//ycfL//arnT//aaeB//yidE//nhaB//atpD//
GO_0009066_6	ulaR//rnr//yihR//hxpA//gnd//yiiM//cheZ//trpC//mreC//srlA//bcsQ//nadK//argT//menB//entE//fepB//argH//slyA//erfK//hcaC//cobB//argI//fruA//leuC//phnN//hcaF//yadV//yjhI//ettA//shiA//glnA//amiB//cusB//argS//nrfA//asmA//galP//trpGD//panD//brnQ//dcuB//ibpB//ychH//araE//clcB//phnJ//uhpC//pinR//
GO_0009067_7	fhuC//citX//oppD//treF//ycgB//plsC//yijE//gfcE//pgpB//secA//tatB//dgoR//rne//yqiI//yojI//dcuC//ydgA//ymgF//trpR//flhD//sfmC//hcaB//pdxB//ybdG//coaE//apaH//
GO_0009068_7	creB//hyaD//yhdH//carB//atpD//tdcC//rspB//dnaB//dgoR//yfdS//rzoD//ycdX//yjaZ//
GO_0009069_6	decR//puuP//oppC//yijO//ybcL//ibpA//hcaE//amtB//fhlA//amiD//panZ//cbl//ascG//ydcM//yheT//hybF//astC//nupX//flgK//yciG//folA//aspA//yfeW//yihQ//yjiA//ybiX//mhpR//ugd//hslJ//lgt//rcsB//nuoF//rfaC//gntK//yhiM//hisA//
GO_0009070_7	pgsA//tnaC//alsE//ygaH//guaD//gsiB//yeaG//ycaN//uspF//mrdB//lysC//basR//alpA//pdeK//eco//pgpA//ygfX//lspA//lpxM//tufB//
GO_0009071_7	ubiX//hemA//sfmA//nfuA//sgcA//pstS//tyrA//essD//ynaI//tnaA//mqsA//prlC//rplQ//lolB//
GO_0009072_5	nuoF//psuG//cpxR//aroA//yibH//tusE//glpA//rpsD//mzrA//htpX//cobS//hyaC//murB//rplN//rhmD//actP//dinJ//rlmL//chbC//hupB//insF-1//glpD//yjgX//efeO//
GO_0009073_6	yqgB//murE//ydiB//rodZ//hyfA//yqeG//malK//clsB//cvpA//yhbX//ydiR//yhaO//dsbA//malE//eutD//betB//umuD//bglB//radA//yhjX//pntA//
GO_0009074_6	rfaD//plsX//fliD//
GO_0009078_6	tqsA//cpsG//prpR//cdd//trkG//gutM//yfiC//
GO_0009079_7	glnB//lpxL//chpS//yfdS//
GO_0009080_7	mgrB//gsiC//feoC//
GO_0009081_5	ogrK//murG//yaaJ//artQ//gcvR//ykgA//rpoS//accB//chpS//rtcR//livH//alsK//sfmF//lpxM//rsmA//hofN//tcyN//elaD//gatC//trpA//ygjR//pppA//
GO_0009082_6	pdhR//cof//yjjG//exuT//rffM//cspC//bacA//nth//pagP//ttdB//dicA//azoR//insA-1//bamA//uidC//marR//fabG//yraK//
GO_0009084_7	dgoK//rhaD//trmJ//cas3//fimE//csrA//sgcR//cmtB//opgC//yfcR//mhpC//queG//kdsC//mppA//qseC//mhpA//yfdG//dinD//fryB//kdpC//yjaZ//rlmJ//rodZ//flgF//frmR//
GO_0009085_8	ccmC//fruK//nfuA//dbpA//ugpC//lexA//copA//ssuC//yagF//ydeT//yacG//mtgA//
GO_0009086_7	rplQ//yhdH//ybdZ//yahD//ssb//skp//nrfB//chiP//rfbX//
GO_0009088_8	yagI//trmL//
GO_0009089_6	zapE//lpd//rpe//rplD//norV//queG//pnuC//tusB//lsrK//
GO_0009090_8	yoaA//ypdB//ubiG//ybbN//
GO_0009092_7	ilvM//gltK//tus//yfjV//rffG//yfcR//
GO_0009093_7	asnB//borD//kduI//mdtE//pdhR//
GO_0009094_6	xerD//yciG//mepS//mmuM//
GO_0009095_7	sapD//yhgH//frwB//priC//
GO_0009097_7	dusC//pitA//sixA//galR//ldtC//acpH//nudG//
GO_0009098_7	yehU//dgcZ//ortT//ptsG//fryC//yciE//mcrB//
GO_0009099_7	casB//carA//kdgK//yijO//lamB//hpt//tolC//ppiC//nlpE//rihC//
GO_0009100_5	hsdR//rpsQ//yeiL//cyoD//tsaB//
GO_0009101_6	pgk//
GO_0009102_6	lsrK//polA//fadR//ilvC//atpB//azoR//gpp//rnc//yehD//secD//waaL//gltI//dnaN//
GO_0009103_6	cpsB//intZ//skp//garR//lysR//flgC//rluF//fklB//fabI//frr//hisD//
GO_0009106_5	ccmC//caiT//
GO_0009107_6	osmF//bipA//
GO_0009108_6	rluF//ompC//apt//ycfL//trmH//tsaC//tktB//lsrK//dinI//rutB//sseA//elaD//ftnB//groL//wcaB//yjcE//yadM//yjjG//yfcP//agaD//tsaE//ubiI//frlA//dkgB//eutA//fklB//gldA//envC//ogt//dhaK//yieE//nhaR//yejE//aceF//yqjH//endA//ybgP//yehA//mdtN//alsB//mdlA//uspE//ygaZ//basS//cydB//tauD//nrdE//fsr//lpxH//tnaB//waaH//ynjD//wzyE//ubiH//cspI//livK//modC//menF//glpD//rplC//zntR//uhpT//ygfI//nanS//nrdA//uxuA//appA//yjhH//smpB//ycjW//arcB//emrE//coaD//purA//frr//yciK//uidC//ilvB//fliL//pdhR//gluQ//yehZ//glsA2//dinG//csdE//rutR//yagU//bfr//idnK//tsaD//dicC//ihfB//allS//waaL//bioP//ivbL//gyrB//metF//mreD//bglJ//znuB//wzyE//ychF//ridA//crr//ppiC//zraS//cysM//idnK//dmsB//
GO_0009109_6	thiP//purU//mrr//nudG//rplP//
GO_0009110_5	yjiY//sxy//ygeA//def//ruvC//fieF//hcaT//prs//cirA//casD//ydiZ//narV//hemB//ynaE//narP//srlD//tus//smpB//yrfG//mdoG//mdtC//hflX//ompR//ymgF//metC//nac//comR//ruvC//yehY//potE//glpA//nsrR//wzb//fadR//chpS//yfdO//rrrQ//hipA//cpxR//nadD//lgoT//holD//sbcD//ompN//ghoT//ulaG//arnB//ulaC//dhaR//pykA//yagE//ycdX//chbR//proC//ttdR//rnpA//hisD//
GO_0009111_5	treB//frmR//msbA//tusD//
GO_0009112_5	htpX//yciK//ycgV//leuC//yddA//emrE//essD//dpiB//cho//lysP//hofP//ybeF//blr//rsgA//agaB//gpmA//hypA//yoaB//fliM//recQ//fur//fliA//gntR//thyA//rarD//ompW//idnT//araG//gadX//rplE//fucA//gstB//psuT//caiF//mepH//asnC//
GO_0009113_5	ssuB//ccmH//greB//mntH//galU//
GO_0009114_8	thrA//
GO_0009116_5	osmF//fadI//kdsC//ydcP//cycA//dgcE//aroB//dinJ//yeeO//hycA//metL//yeaG//lptB//prlF//gatD//waaP//tusD//chaC//lrp//ugd//yiiM//yfcA//manX//ispA//tcyN//dnaB//asmA//frlC//yraK//abgA//elbB//sgcA//tufB//ubiH//ftnB//fadA//cbrC//ygaV//rph//thiC//
GO_0009117_6	ltaE//metF//ycfL//ypdB//frwD//sfmA//recR//proC//roxA//vsr//flgJ//asnA//tolA//ybbW//selU//dpiA//rfbX//idnO//yjeI//tap//luxS//rimJ//ybdZ//srlB//dam//dinG//yihS//pflA//serC//murA//yidR//yjbH//yphC//cusA//patZ//sulA//ygjR//xthA//mrcB//yohC//nei//moaB//ilvC//plsB//rbsK//rbsA//rmuC//iraM//rsgA//msbA//ddlA//frr//ynfK//yjhC//nrdB//rssA//ptsG//aceB//rpsG//rhtC//yggT//mltD//motA//thiC//purU//yfhH//murJ//rpsE//ompL//opgC//appB//garL//yahB//cpsB//surE//ygiV//fryA//yagF//trkH//lpxD//flhE//rplY//mntP//tsr//feoB//yrfG//argI//guaD//yafC//lpxH//eutN//prmC//caiE//rplD//proB//pspA//opgG//torA//menC//pbpC//gltP//thiH//ribA//fliS//
GO_0009119_6	kch//nirB//flhA//hyaC//plsX//dnaB//cas1//tyrS//yhaV//sstT//proB//ygcW//paaJ//pphB//osmE//ldtB//prfC//gnd//hybF//cysS//yedL//ybbW//tomB//hupB//rimO//parC//caiT//dcuS//ychF//ypjD//yjjB//yneL//cobT//ghxQ//yagJ//
GO_0009120_6	aaeA//pykA//ybaT//mhpR//
GO_0009123_6	yhjC//rhmD//hflD//yhaV//nupG//sgcX//mipA//afuC//fryB//soxR//hyfA//prs//hscA//yajR//fucA//uhpC//yebZ//nrfG//galR//sfmH//garD//nupX//hemD//gpt//yjeI//rluE//fnr//pyrG//viaA//dsbD//ubiJ//rlmN//frvB//feaR//nac//rplK//nrfD//hslU//hflC//ybeY//yedX//csrA//rpsP//araD//agaI//oppC//
GO_0009124_7	yhbY//rhmD//zraR//ydbD//basR//ybiX//yqeA//nusA//hyaB//cmoA//srlD//lsrK//yfiR//tehA//hofM//yggP//obgE//yccX//dld//paoC//idnK//puuD//blc//nrfB//yfiF//surA//yehY//fumA//cbrA//hiuH//nemA//moaC//cvpA//mdtJ//ibpB//glsA2//ebgA//
GO_0009125_7	nudG//yhcF//mdtO//ogrK//bioD2//
GO_0009126_7	hemG//araF//yraH//bioF//yjbB//fis//cpxP//kdpA//tsaE//clsB//pdeL//wza//thrC//yaaU//ubiH//ybiO//btuE//ygcO//yebQ//btuC//aceB//blr//purA//spy//dacD//ldtD//wecA//bdcR//hisQ//nrdI//ynjA//hyfF//yhfS//hslR//
GO_0009127_8	ygbI//mngR//lnt//xylA//fimF//ypdI//pdeD//ilvL//ppsR//rpmE//setB//rpsI//ydiB//gldA//rseP//hprR//hofC//rnlB//speG//yjeH//bioC//yfcQ//ldrA//hflK//yeaD//appA//ydeE//mmuP//rffH//chbC//
GO_0009129_7	ybcJ//nrdF//cheR//ugpE//arnD//btuR//argH//ppiD//baeS//flhD//
GO_0009130_8	pldB//osmY//luxS//araA//exbB//
GO_0009131_8	murG//hsdM//gatB//lyxK//uxaA//
GO_0009132_6	yphC//phnG//puuD//narX//sodA//yjhG//fieF//murA//ydfG//glsA1//narW//manZ//hemB//pgaA//epd//pphA//zupT//corA//guaD//clpP//fabZ//fadE//nikD//secA//lptG//
