#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ubiB//sfmH//etk//trmB//
GO_0009058_3	srmB//yehW//focB//csiD//yedF//ybhD//ppsR//nadE//yddM//potD//aroC//glmM//mlaF//moaB//priC//gapA//nikD//rraB//ruvB//flgI//dnaT//lpd//cytR//cobT//glpC//yceD//metB//opgG//gcvP//fepE//gcvT//ychO//yigB//rhaA//ygiB//nmpC//glyA//glsA//ychF//ykgA//cyoD//rpnD//grxD//pgk//paaZ//tdcG//rpsN//chaC//ydaV//ribF//hemC//hemG//aas//dhaL//yejB//intZ//creC//rclB//dsbG//manY//ebgR//nupX//intE//cysI//rlmM//oxc//rbsA//pflA//erpA//rlmF//sapC//pckA//caiE//norV//yfdG//yebK//dhaL//glcD//ytfP//ttdR//agp//yjbF//qseB//dgt//feaR//holE//nac//hiuH//hcaF//argF//rpoH//hisF//menF//fabB//accC//ydaN//pgrR//leuC//cysD//fadE//eutN//oxyR//asnC//trpD//ydiF//hpt//pinQ//glcA//ykfI//gdhA//dnaA//mrcA//selA//ydjM//lsrA//pntB//holE//waaC//psuG//oppC//purB//mlaF//thiI//ghoT//lptE//yccA//trpS//rpsQ//nuoM//rplW//phnH//yadG//fruB//uidA//glsB//clsB//xapR//yihX//nikD//ybaO//dsbC//hyi//lrhA//yihI//rlmI//fimI//citC//pck//fur//insH-5//mlaC//nupC//ccmD//umuC//tdcC//ruvC//ydjE//cvpA//preA//yeeO//soxR//ygeV//sfmF//bluR//putP//hdeB//tap//rlmA//xthA//fdoG//cspA//mntR//flgA//rlmJ//yijO//yeaE//csgB//yidZ//hemH//ascG//flhE//pdxH//hha//modB//patA//ompW//fimH//idnT//cmoB//dinG//gph//sfmD//csdA//mltG//entB//acrF//panC//birA//queF//ykgA//glcA//cobT//birA//yoeB//ydfG//entA//sbmA//ilvD//dsbD//kdpF//diaA//metE//rplO//nei//kefC//gloA//ymgC//acnA//yceO//argT//yhjB//mdtN//serB//yaiV//yebK//pspC//alaA//nrdA//mdtQ//iclR//mdtC//betT//flhC//exuT//tatD//yajQ//ybeQ//yefM//gudP//nhaA//pstC//cho//atpH//mdtP//feoC//nrdG//pldB//poxB//kefF//ttdA//lacZ//iscX//aroF//thiP//sucB//viaA//ybiV//yqiG//yjiM//frdA//fetB//narV//plsX//rpe//fkpB//ybfE//btuF//sodB//bluR//marR//rutD//sthA//lapB//nrfG//hdfR//gltD//alkA//artJ//yjiY//pth//mtlR//artM//ftsX//bsmA//kdsD//queA//sfsA//fimG//manZ//yggT//deoD//deoR//frlA//ydbD//uxuB//yeeO//dsbB//potH//yddL//lpoA//frc//tag//menH//cysI//yeaE//stpA//efeO//sodC//epd//udp//rfbD//glnP//bdm//mcbA//lsrC//norV//pth//yieH//gldA//ldrD//dgoK//bluR//erfK//yiaO//mltD//cspB//arnD//rluC//cmoA//rpsD//yedF//lptE//pflB//mocA//yhiM//rplC//holA//mcrB//kbaZ//amiD//valS//nemR//setA//rpsT//glcB//yafC//yjiY//msrB//apaH//yceK//fadE//sgbH//ydjM//cysE//yejE//mreB//ybiI//fdoG//frvA//cmoA//cheZ//fiu//hpf//mgtA//hflK//ydeO//ddpA//kdpC//efeO//yodD//livG//roxA//nusG//nac//glnK//rlmD//gmhB//rpnC//cmoA//xdhB//glpC//ydcR//rpnC//pepT//frmB//pepT//btuC//orn//narH//murC//djlC//mdtJ//mrcA//pfkA//degS//rluC//uxuB//norV//pfkA//ubiG//opgE//nirB//glrR//yebS//rutD//lapB//dnaA//ais//ydhJ//yidQ//sbcC//araE//yccA//amiD//ybjI//yehA//rarD//metN//pbpC//kbaY//rlmC//gudD//potA//nuoB//ybdN//appB//lplT//tsaD//yaaA//ydjK//cbrA//dsdC//bioF//argE//sucD//rplS//mdtC//yfbR//kup//csiR//frdD//fabI//gntP//kch//truC//ybcQ//menA//speE//yjjQ//aroF//intQ//tgt//rpsJ//mutH//yedL//yjiM//ghrB//rplD//mprA//pheS//emrK//pliG//fadR//hemE//ghxP//intS//ydfD//panE//iclR//nudC//ybgP//yahD//yiiE//appY//bglX//betB//ygjH//lpoB//paaH//talB//nac//bdm//ldcA//gnd//yedA//nusA//gudD//caiT//potE//elfA//narY//rsmB//yciA//zapC//rsmD//gatA//obgE//holC//yjcE//bluR//bioC//waaB//bioA//tyrB//kdsB//cysZ//ybgP//yaiW//ymfA//fryA//nimT//codB//waaS//murA//roxA//rpsL//gatD//chpS//fepD//aceK//tktA//galT//bipA//cdd//aspC//cmtA//cobC//entC//bluR//purB//envR//ybiJ//murB//rbsK//nac//clsA//intQ//ahr//mraY//cmk//sapB//paaA//fadR//ybiV//hypA//caiE//frdA//cpxR//sodC//fadE//yihL//aaeR//acrB//ariR//ascB//ygiW//cysH//hipB//fliZ//hyaC//insE-1//qseC//hscA//xylF//aceB//glsA1//sgrT//dinJ//hdhA//tdcB//trkH//waaG//arsC//rpoH//plsX//btuD//ytfQ//macA//pinE//bdm//abgA//narK//msrQ//roxA//mscK//ppsR//yejB//manZ//gadB//qorA//ccmA//fecB//yebK//chbA//secG//ubiG//gabP//ftsK//nadA//purA//waaB//yajL//xylG//yajR//crfC//dctA//yjhH//yqaA//yrbG//potD//hycB//mzrA//galM//yghG//bssS//blc//ydcI//fkpA//yejE//pdxB//gpt//hyfA//fimZ//ydjK//znuC//yraK//hcaR//ygbM//cysE//rplP//yhcF//nlpD//ybhS//smpB//ulaR//yeeY//idi//apaH//rnd//curA//ulaD//rpmA//gadE//rsmG//alaC//yjjW//yjjV//malS//rffG//hemE//yjfF//ppiD//potE//glyA//mgsA//nhaB//lpp//rplE//secM//ycjY//hdfR//dfp//torI//srlB//pbpG//queF//mltA//chbC//mtn//betI//nanR//rlmF//yjiA//aaeB//dnaG//lit//secY//speC//mscL//alkA//yjhB//mntP//ydhC//intS//yagI//bamA//kdgT//hyfC//adeQ//nrdR//nuoN//kdpE//secB//thrA//rrrQ//gldA//ssuA//envY//ygcW//pgk//ydjJ//prpD//acrE//yebC//prmB//speE//paaC//menC//cysD//dsbA//nrfF//norR//tatD//hypC//lpxD//ihfA//adiA//yhcD//yajL//sspB//rodZ//yidE//glnS//guaA//cdaR//zitB//degS//pppA//sbcC//uxuA//gcd//hdhA//rsmI//frlC//rclB//lsrB//scpC//dhaL//cpxA//yahO//uidR//cysZ//rplP//ptsH//sthA//dicC//coaD//fieF//proC//ompF//wcaB//thiL//uup//dadA//araB//uxaC//glxR//rffT//aceF//nlpA//blr//yhgH//galM//lpxD//flhD//pagP//phoR//
GO_0009059_5	oppA//tdcA//fdrA//glnE//iscX//flhC//gltI//glnB//acrF//copA//ycdX//proV//hemH//tktA//murD//rrrQ//crl//eno//ftsZ//ilvM//ybdN//ynaE//tufA//flgI//ydaV//trxA//tehB//ydiV//sgrR//yihP//ldcA//yafC//ispH//accC//dmlA//clsB//dcuD//waaU//yfcU//accA//kdpE//cysB//rarA//yjhH//hemA//melB//bioF//cysK//frdA//ldrD//hofP//ykgA//ybjX//fdhF//glcC//ppsR//plaP//nanS//bcp//ygbN//rplN//skp//nupC//secA//nrdI//katE//arnA//tmk//acpS//gluQ//ydjK//ynaE//lysC//yfdR//rssA//yiiD//phnC//cusF//dhaL//cutC//yedF//yejB//rnc//mhpT//ccmF//hycH//rfaQ//yhjC//murC//arsC//bioC//aphA//ydiK//emrY//speC//proV//apt//curA//ygiV//uhpT//gcvT//dps//mcrA//pnp//ydjH//ybjI//rpsN//amiD//pflB//mntH//ykgA//napF//yfbS//btuB//rna//rpiR//yhaC//agaA//srmB//tus//yqiH//frdD//trpE//cynX//sufB//gsiC//metG//sthA//srlA//hemH//csrD//yhcD//sufB//yahF//diaA//rpsK//ompF//yhcN//yqaA//ltaE//mrp//mrr//fruK//tpx//sdhB//ubiF//uvrC//lpxT//purL//ybjL//garR//hslO//fhuD//rhaT//sbcD//menB//radA//fliA//nhaA//fepB//oppB//mqsR//yfcG//yibH//fabR//waaZ//yiaF//luxS//folE//hprR//ycgV//xapB//ahr//xthA//ybiW//hdhA//rutD//pdeR//rzoR//kdgT//paoC//ynjD//apt//tauB//ybdO//dfp//emrE//thiQ//poxB//argB//hpt//menA//gatD//selB//yejE//mnaT//bcr//ftsW//lysO//glgA//rffC//tadA//nrdE//rhaA//dtpC//yaiW//narQ//glnQ//prlC//ybdO//queA//ycfH//kdsC//gppA//yeaG//nsrR//lptC//dicC//yddA//cadC//yifB//rcsC//yjhC//argD//glpT//rcsF//ygbI//agaC//queE//cyoE//preT//feoA//ribD//garL//prc//recG//relE//ybcQ//nhaR//gcvR//moeB//sufD//yijO//rhlB//malS//yohC//dadA//dnaC//ybaM//yebQ//hisS//cheA//fepA//malK//dsbD//yibH//thrB//lsrG//narI//gnsB//yagJ//rlmE//sspB//dsbA//ydcI//murJ//znuB//gcvR//phnN//wzc//sapF//yihV//ompC//rsmF//ftsZ//acrD//acrR//aslB//serB//hemB//nuoI//pgi//rhtC//kdpF//yceK//relA//pgl//lsrC//cysD//ynhF//envY//yddG//kefC//tolR//zipA//hprS//ddlA//rpsK//gspF//pgaD//ygiW//hha//fliT//rplD//sohB//selD//glnP//preA//lptE//yaaA//mscL//frdC//qseC//glnA//torA//ydaC//pdeD//
GO_0009060_6	sspB//ldtD//ypdB//glgB//ribB//rpsN//cyaY//tamB//alsE//srmB//yphB//envR//yeeJ//malQ//hokE//yggX//mug//fimE//glgX//nadB//abgA//yahK//aldA//zwf//csrA//ynhG//
GO_0009061_6	ycbU//hldE//kduD//pdxB//astB//ffh//ada//fumB//galF//dmlA//yeaK//hypD//ybjL//tdcR//ampH//acs//eutB//acrB//rfaB//artI//pgm//gloC//mrr//abgA//ompL//argP//abgA//ybjN//argO//bglA//pgaC//fkpA//sgcA//bluF//iraP//yedF//ybjD//dgt//hcaC//gudX//yhjB//djlC//insI-2//speG//fadI//mntR//spoT//hyfF//lpxD//uhpB//ptsI//lysU//sufE//cusB//entE//
GO_0009062_6	dmsA//trxA//otsB//proC//rlmC//kduD//yfjV//garK//torI//yjfP//aroK//cysS//dapB//srlD//ribB//yifB//lrp//srkA//zapD//psd//argH//
GO_0009063_5	iscX//lptC//narI//alaA//mdoG//lptD//yihR//ilvE//tig//cbtA//yhdJ//ivbL//yghB//hdeB//folM//ubiI//lexA//betA//gntU//ybeF//dnaE//srlR//fadB//lolD//thiH//yjhH//yfeR//trpD//yedP//bfr//iraP//dppA//fumB//cdsA//yagF//tatD//hyfA//pnp//pgsA//tbpA//frvB//phnH//rpsD//yfcP//ldcC//ariR//ygbI//hdeD//valS//wecA//alsC//hybE//yiaM//ybgP//fre//
GO_0009064_6	sanA//uspE//yihV//narY//cueR//relA//folM//nanK//elfG//opgG//sohB//ydiR//tdcE//rcnR//yeaK//tatC//clpP//lptG//ptsN//fecB//sufD//pgpC//tar//ilvL//sgcB//yiaL//lsrB//cusR//yneJ//dgcE//lsrD//rimM//opgG//rdgB//acpT//oppD//mdtN//mnmG//waaQ//yjhB//lpxD//flhD//trmO//recC//ccmD//hypB//
GO_0009065_7	yejF//clpP//livJ//yidE//iraD//xisE//dgcN//yjbE//yhcN//ybhD//lptB//ttdT//dmlR//yphD//ygfI//selA//pgi//purA//
GO_0009066_6	pinQ//yahB//envY//mepM//pdeK//yfcG//poxB//mdtE//yggW//aldB//rluB//yhjR//rcdA//metE//prs//mnmG//yphD//ygaV//msbA//sbcB//dusB//hypD//prc//hmp//rcsF//ahr//ydeO//bglB//deaD//argR//nrdE//csgD//eptA//dnaE//ogrK//spoT//srlD//queG//uvrA//chbB//lolE//yfcA//menH//insH-5//hcaD//ytfQ//rpmB//lpoB//
GO_0009067_7	valS//lptA//proA//intA//malE//moaE//yhbX//murA//moaD//yegT//uspC//focB//gloA//mdtK//dinJ//tesB//nikB//flgD//recF//menA//ebgR//creB//glvC//coaE//htpG//nrdB//
GO_0009068_7	oppA//paaD//dapF//yceD//ycaN//topA//sspA//dsbA//clsC//rhaS//phr//acs//waaB//
GO_0009069_6	holB//ybhP//gloC//ycgV//mngA//envY//metK//betI//pdeD//acpS//gapC//ghrB//opgD//smpB//rpiR//ydiO//znuC//ykgO//cysQ//wbbK//yfjV//ycfH//dppD//yggF//bdcA//paaZ//fepG//wcaC//chiP//cvrA//insH-6//lpxB//sbmC//waaH//yedX//dam//
GO_0009070_7	arcA//gapC//yfaX//msrB//cdsA//dcd//cmoB//ridA//ptrA//clcA//hokB//tdh//lpxK//lptC//ldhA//ruvA//topA//garP//mltC//glgS//
GO_0009071_7	fecD//rapA//entD//hisA//yciE//waaB//bcr//argD//skp//setA//ada//rpsJ//lamB//yfaL//
GO_0009072_5	add//torZ//mdlB//bluF//yihI//artP//sugE//flgE//waaF//puuC//hyaA//yfhH//exbD//ynfF//yehZ//ispU//dacA//iraP//cobU//wbbK//mocA//yhjG//proW//pyrH//
GO_0009073_6	mscM//ccmG//yagI//yadI//nanK//potD//ldtB//bcsQ//holD//mdtE//ebgA//fabR//rpsB//acrZ//ribA//fdx//ispU//ybjG//flgC//dapA//mscS//
GO_0009074_6	mrp//wzb//ligA//
GO_0009078_6	osmC//iraM//insH-5//yidL//fadL//nrdB//cutC//
GO_0009079_7	dxr//yidK//insI1//gsiA//
GO_0009080_7	paaZ//elaA//psd//
GO_0009081_5	cysS//glcB//ilvB//rhtA//fetB//dnaT//mdaB//murQ//mrdB//tnaA//cstA//yeaG//satP//malQ//aphA//cdaR//topAI//yiiE//rpoE//sspB//gcl//menH//
GO_0009082_6	caiT//trpL//hofN//kgtP//proQ//cvrA//diaA//rlmA//fimD//glnS//yheT//hycI//nrfF//eamB//yjgX//amiD//topAI//hemC//
GO_0009084_7	yehB//potE//mgrB//yhaM//ftsN//cadA//livJ//mtlA//arnA//uspC//exbB//purD//apt//thiC//moaC//cspC//lacZ//yjiQ//mdtD//yraJ//mlaC//ubiB//bioC//fixB//gltK//
GO_0009085_8	ydiF//yhdW//sad//mocA//rstB//narH//csgE//fadE//torY//yeeO//adeD//ybaT//
GO_0009086_7	agaD//rimL//yeeA//yagE//smpB//menB//yfgI//fecC//sgcX//
GO_0009088_8	queF//gpmA//
GO_0009089_6	nagE//cheA//sucC//tig//moaB//acrE//barA//pck//metG//
GO_0009090_8	yqaA//mnmC//focB//yifB//
GO_0009092_7	entB//lapA//hybF//pdeR//tap//dnaB//
GO_0009093_7	mepA//alaS//cueR//ydhC//copA//
GO_0009094_6	opgH//cydA//hflX//tktA//
GO_0009095_7	folX//parE//gmd//lamB//
GO_0009097_7	rsmB//epd//caiB//clcB//rpiB//allC//mtn//
GO_0009098_7	narU//msrA//mdtE//lpxC//katE//ybjI//rplF//
GO_0009099_7	ycaN//appB//gltX//trpS//pfkB//sucB//sppA//pepT//rffH//yggE//
GO_0009100_5	yjhC//hofM//ftsA//yeeY//yeeJ//
GO_0009101_6	paaZ//
GO_0009102_6	satP//sufB//upp//gadE//smrA//fumA//galF//fliT//bisC//sugE//atoB//moaA//ilvM//
GO_0009103_6	cdaR//ilvL//add//ulaC//xylG//ydhK//eutN//yfbU//mcrA//secY//xdhB//
GO_0009106_5	araD//bipA//
GO_0009107_6	accC//rpsN//
GO_0009108_6	manX//pstC//ybiT//ompF//ulaB//panD//zinT//deoB//dnaG//cirA//melR//ygjK//acpH//gltK//vsr//rhaS//garK//ccmG//rutE//rutG//rnlB//ynfF//ubiA//ybcF//ybiO//ygeW//cdh//glmU//ydcR//ccmH//ldcA//hexR//rluA//ibsA//elfG//dgoD//acrE//glmM//soxR//rseC//glpD//murR//trpA//cyoB//modA//yeeA//yidL//yfbV//ldrA//nikE//intF//yneJ//yfdC//chbC//eutD//insI1//mepM//gudD//aroP//entD//leuE//rlpA//pyrD//dxr//rzoD//ldtB//ssuB//gnsB//nanC//iraM//bolA//rstB//tolQ//rpsS//aslB//marA//dgkA//recN//aroP//afuC//emrD//ccmD//hdeB//rtcB//fimZ//sdaB//waaA//ibsE//ispG//accC//kbaZ//phoQ//fepE//insI4//hcaB//yceD//thiI//nrdD//chiP//rnhA//sucC//mfd//ydcR//glpD//mreD//yjcS//lysC//lgoT//fadL//tsgA//
GO_0009109_6	pheT//galT//yeeO//rseP//astC//
GO_0009110_5	cpsG//exbB//dctA//ompT//hsdM//mngB//rluD//rpsD//rutD//yceO//ldtE//tnaC//cecR//yggW//yrfG//nanA//dinD//rutR//lpcA//ratA//pepN//dicB//gatB//glrK//zntA//yhiM//glxK//ubiE//lysC//yejA//ushA//mscS//gntU//gshA//yhdH//yhaV//tisB//rpsL//bamB//gsiC//paaF//argE//mlaE//pyrC//yddL//agp//secD//rraA//purC//glgC//opgB//hns//cusC//insI-2//modC//trpR//hchA//
GO_0009111_5	lsrB//ssuC//putA//msrB//
GO_0009112_5	tyrS//mhpA//yqhC//glgS//yjtD//ptsH//fdhF//fumB//yjcS//hisG//dicA//spy//ompT//hofO//fdrA//lysC//pdeF//gabT//xanQ//prlC//rayT//fdhF//rph//ygcR//fic//malF//carA//lapB//dnaX//yacG//fadM//sohB//pgaD//yjgX//tatA//truD//
GO_0009113_5	proC//cobU//relE//ydfK//rlmD//
GO_0009114_8	allS//
GO_0009116_5	allR//cusC//rplM//umpH//bioD//fdoG//holC//cpsB//yahN//dcuS//frdD//wzzB//gsiC//uspE//recQ//galE//elaB//acs//hisF//blr//elbB//nemA//rpsK//yjfF//yhdJ//parC//alr//lapA//rplB//mdoG//casE//srlB//emrE//ispH//rfe//yhfS//fucA//nrdH//rihA//aroL//
GO_0009117_6	fdhE//glsA//ftsL//fixB//aceK//ydcZ//sseA//yfcQ//ygeV//dtd//dmsA//ygbL//csdA//pepT//iraP//nrfB//lolC//ynfF//macB//yajR//cynT//yiaM//yehP//hscB//lysR//ibsA//rpsQ//hflC//dgoD//cdh//dhaK//hemC//rlmA//kefC//kgtP//argE//yigB//panD//gmk//rpmH//tqsA//yjgX//mntP//pyrB//aceB//nadA//rcnR//uspF//fecD//uhpA//uxuA//tusC//moeB//yhjX//mscK//yciK//tdcF//norW//fsr//dtpA//proW//zitB//yobA//aaeA//ydcZ//sgbE//idi//aspC//zapE//oxyR//mrr//pspD//rmf//speG//aer//mdtI//sgcX//carB//katG//speA//cvrA//panC//ymfK//acpP//glpC//rpmC//mrr//araG//ycbU//yidD//gabT//hslU//cfa//yegV//ulaF//rhtC//thrB//yiaN//fkpB//chbA//ibsD//yehA//murE//ycjR//
GO_0009119_6	fucK//mdtF//ilvI//bglB//arcC//gltD//ampG//proW//recE//ispH//trpD//nei//csgF//sspA//yfaU//fkpA//fdrA//bdcR//yidR//hybC//lsrB//frmB//kdpC//mdtP//rplM//oppA//rutC//citT//frlA//eamA//bcsQ//gnsB//ileS//tufA//yqeG//
GO_0009120_6	hemA//leuO//ydfG//paaD//
GO_0009123_6	phnN//yggW//glnE//yahO//torI//cptB//srlB//tabA//ybcM//mtgA//pgsA//hcaB//recJ//ynhG//rutF//ygiW//bioB//ulaB//intQ//insB-2//mmuM//xapR//bioA//arnB//yoeE//pabC//pitA//zipA//thiP//rpsM//insB-4//nlpD//hslV//focB//iaaA//napB//argO//ade//sucA//aroE//pck//yabI//cysG//ydhK//hrpA//yhjR//
GO_0009124_7	pgrR//mepS//yjjW//ibpA//lpxH//sgrT//nuoB//ybhA//dfp//gapA//rnpA//yhaC//cynX//uspG//opgG//ldcA//treC//sutR//tyrA//pdeD//hypA//murB//mnmG//cyoC//tatE//ubiG//gntK//yoaB//sufD//ycjQ//murR//argI//emrD//ydbD//kdpD//yphF//mrp//
GO_0009125_7	yeaE//hcaE//pyrF//rbsD//rfaG//
GO_0009126_7	maa//dsbC//aas//fdrA//marA//wzyE//bglH//tsf//feoC//oppC//rimO//znuC//sucD//clsC//cpsB//ycgB//ydcS//rcsC//ldtD//gfcE//yddL//ycfL//cysK//dbpA//cusS//fic//leuA//xdhB//rsmF//hypB//ttdB//ftsI//dnaB//ydcS//
GO_0009127_8	yjfP//proA//puuE//gntK//aslB//glpC//ychH//cueO//mtnN//iscX//metL//gntR//ydfK//hisM//allB//ypdI//yihV//hybG//pspG//appY//chbG//purD//viaA//rpnC//rpmH//argE//manY//prpB//yiaM//ompF//
GO_0009129_7	gmhB//ileS//ilvE//ybjG//nupX//yqiJ//fecC//cbtA//argB//elfC//
GO_0009130_8	secF//ydjH//glgC//ibsC//epd//
GO_0009131_8	dhaK//narK//yhdZ//hprR//yfdS//
GO_0009132_6	ldcC//yeaG//norV//sppA//insI3//frvR//lolE//etk//dosP//cnu//hslJ//adiA//ilvL//paaB//zapD//yegD//leuS//stpA//sapC//pheP//glpK//sapC//aslB//ssuA//tsaC//
GO_0009133_7	recB//gltK//ybiW//
GO_0009135_7	ibsA//yeiE//fadD//malX//mlaD//ygeW//yjfP//mutH//nfuA//ybcC//fbp//nfo//srkA//tehA//ynhG//yqjH//gmhB//rbsC//surE//rpsP//menC//psuG//hrpA//
GO_0009136_8	argF//
GO_0009138_7	waaL//secY//
GO_0009139_8	yaaU//yjhP//
GO_0009141_6	rnd//arcA//ydjM//hprS//tsgA//yqgF//zapA//talB//rpsD//yhaC//yiaM//ybgQ//ybdH//epd//casE//wzb//dnaT//yohD//mscM//baeS//ubiF//sdhE//plsC//cydA//fadM//cbl//rfaD//suhB//trmD//rhtA//ftsQ//epmB//nikA//cycA//fimD//sthA//perR//sdaA//
GO_0009142_7	chbC//potA//mmuP//adhP//sfsA//agaD//yeeL//tamA//rhlB//yjbH//rbbA//dapA//rsmI//etk//cynS//ybiV//ybaK//rhmD//dsdA//bluF//phoQ//dppA//yhbQ//mog//phoR//rclC//pspF//cadB//
GO_0009143_7	waaQ//flgK//yahB//cheZ//
GO_0009144_7	frlC//pyrB//yjcE//uspF//msrB//ybhG//mhpC//dnaJ//cspG//hicB//sufS//grpE//frmB//lolC//cyoC//mepS//gltX//htrE//nadA//pyrD//yjhH//ftsQ//fimI//upp//hisG//uvrB//nanT//cynS//holA//nlpE//rseC//
GO_0009145_8	hcp//chbG//dtpD//creC//insI4//yqiH//mdtN//dsbG//sbcC//ygfI//mltD//gcvH//flgE//maa//rsfS//rplW//gcvH//puuD//aidB//paaE//rmf//ampG//tsgA//
GO_0009146_8	bamC//gatA//
GO_0009147_7	cof//rsmJ//yfgJ//phnM//
GO_0009148_8	lptE//yjhH//
GO_0009149_8	creC//zntA//
GO_0009150_7	yhbX//bisC//yidQ//ygjR//hyaD//rpmJ//yihI//yciK//hiuH//tcyP//uvrA//rpnB//ibsA//fabD//argP//fnr//prlC//treF//nusG//dgoD//gshB//aphA//hybO//alpA//rhlE//ybgP//fliM//rfaE//asnA//dbpA//yiaF//dsdX//yrdA//glpT//mngB//mdoG//hybE//truD//purN//chbA//actP//speA//caiF//nfo//yhjR//ybdO//add//fadM//
GO_0009151_7	fieF//malZ//
GO_0009152_8	rplF//dkgB//crfC//nudG//fabA//dppD//tcyN//idnD//cheB//mioC//phoU//hcaC//wcaJ//fadI//paoC//nikR//zinT//ycgR//lspA//recE//minE//menF//lacI//rutA//satP//ypdB//ygjK//gcl//uhpC//blr//glpF//msrA//yidZ//leuE//garD//nirD//pckA//
GO_0009155_7	ygeW//ugpA//
GO_0009156_8	argK//bipA//iclR//lit//hcaE//argA//symE//ycfL//yiaF//zitB//yggX//yciF//arcA//relE//tdcB//yigB//ribB//abgT//envY//xerD//mdlB//norR//gabP//potA//yoeE//pagP//trpC//ariR//rplA//upp//queC//zapC//yraH//
GO_0009157_8	araE//agaB//ybfA//gltP//
GO_0009158_8	rhlB//nuoI//yjjB//feoB//rplT//
GO_0009161_7	rlmL//btuC//sgcE//cbtA//hscB//flgK//ycdX//sgrR//ibsD//ydaV//flgD//thrA//pmbA//agaI//yiaN//mltD//metQ//baeR//rssB//moaB//purC//gyrB//yidK//ybhA//ytfT//pstA//dtpD//torI//speB//lrhA//yadM//fadH//yhdH//ubiB//hokB//zapE//degS//dgcN//mhpA//yraJ//epmB//argE//
GO_0009162_7	tdcF//sdhC//rffC//yidQ//
GO_0009163_6	hns//yaaY//sbmC//paaZ//mtr//rhtB//yqeG//rnlB//kdgK//yiiD//uhpC//thiM//tktB//yneE//rfaQ//bssR//msrB//rlmE//xapR//
GO_0009164_6	insK//gudP//puuE//paaD//rluC//yegS//pdxB//yidD//tpiA//mtnN//yciF//yihT//ygfX//
GO_0009165_7	cyoC//thrA//yhjC//sodB//eptC//ogrK//yneJ//ybhA//cyaA//waaC//casA//arsB//holE//surA//yggE//cdgI//potA//ybjC//ldrA//yjfP//cstA//glnE//hns//tauA//rcnA//ffh//flhE//mfd//rplS//dppB//yiaB//modC//narP//bamB//nagA//yhaV//tynA//yjcO//kch//napF//rpsN//ypdI//yfgJ//dhaM//yieK//argI//cysD//galM//yqgB//zntR//perR//gspI//intA//atpA//yjjB//tehB//yahF//yghW//groS//ttdA//hyfC//priC//yoeB//rclC//ytfT//motA//tcyL//hisF//focA//glnE//grxD//
GO_0009166_7	cobS//ybiJ//fruA//ydgA//ung//hybF//rmf//fimC//rpsO//hybO//btuD//mdtO//hscB//hypC//zwf//yfcQ//fecB//nrfE//narQ//aroK//patA//adeP//tamB//yraI//arnE//lptB//fabR//tsx//accD//mlaE//ampD//
GO_0009167_8	ppsR//yodD//fau//yhcH//yhbQ//yjhG//prfC//pgl//yhhT//dam//rluB//sufC//yieL//epmA//gspJ//rplN//hslO//trpE//ynfF//yjjI//katG//hybF//ynjA//yehA//ibsC//ftsN//yjeI//mepH//kdpB//dhaL//ssuA//ispB//etk//ilvD//
GO_0009168_9	lsrC//fdoI//frvA//nirC//cedA//fadL//ytfP//serS//secB//creC//pepB//yagF//bioH//tktB//ydcO//galM//ompL//yfgJ//pykF//nrdI//deoD//potI//wza//elbB//fabG//cobC//sgcX//sseA//psd//ascG//
GO_0009173_8	rapA//fic//glpK//yfcF//queF//nirD//gntU//
GO_0009174_9	focB//lldR//
GO_0009175_9	yadG//otsB//trpL//opgC//ypdC//
GO_0009176_8	panZ//rimI//edd//
GO_0009177_9	rfe//tcyL//tdcD//
GO_0009179_8	eco//ydcR//umuC//yhdX//mdoG//mnmG//hemD//envR//iscS//glgB//cueO//rhoL//bdm//fumB//fnr//yjtD//ssuC//dnaQ//pheT//yhaM//napA//bglF//efeO//
GO_0009180_9	dinB//
GO_0009185_7	fadM//lsrB//puuR//proB//ydeO//ldtC//yjbF//ubiG//ulaA//miaB//hdeB//potI//cspC//gltS//yehX//xisR//yafS//aaeB//uspG//cysS//ushA//phnL//phnG//argH//
GO_0009186_7	trkA//
GO_0009187_7	rffT//nanR//
GO_0009188_8	rsmG//ssuE//
GO_0009189_8	proS//
GO_0009190_8	yhbX//cpxR//
GO_0009193_8	fadK//
GO_0009194_9	araG//
GO_0009196_8	citX//
GO_0009197_9	lepA//
GO_0009199_7	hemD//nmpC//gcl//rstB//groS//yhcN//serC//chaA//dctA//fecC//kdgR//ariR//ybdN//cyaY//creC//yhhZ//nagE//gmd//speC//focB//ubiG//putP//yihX//yddG//cdgI//ydjM//yahB//idi//cynT//waaP//yahF//
GO_0009200_7	epd//ybcC//prmA//ydiQ//
GO_0009201_8	bcr//pnp//mdtC//insB-2//ycgB//ubiA//glnS//moaB//torC//nhaR//gnsB//sufA//ampD//ycjD//rplK//pykA//rhmD//mtlA//ulaE//ribA//hcaB//murA//ravA//yihU//
GO_0009202_8	ycbU//
GO_0009203_8	dcm//
GO_0009204_8	dcm//zraS//acpS//
