#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	helD//dcd//cheW//gltP//
GO_0009889_5	ridA//arnD//yejB//cheB//hisF//ybiO//ibpA//rnhA//yhhT//yjhH//frlB//ulaR//acpS//ybiW//pcnB//mzrA//menB//potA//nupG//holB//yoaA//mdtE//cadB//pyrD//sgcR//folX//ybiA//yeiL//yhiM//cobC//gph//recQ//yhbQ//lldR//rhlE//paaA//yadG//osmY//mcbR//atpD//napB//waaH//bglH//cpxR//acpP//yfaE//yeeA//lgoD//mrdB//pyrF//paaE//pntB//dusC//eptC//yeiL//ruvC//yciE//dnaQ//cpsG//mlaF//speB//nrdG//chpB//tag//intZ//miaA//ykgF//moaD//yhbO//dusB//uvrB//nanE//accC//aceF//citT//znuA//cbrC//pspC//menE//narJ//sugE//chpS//kefC//malK//folX//yiaL//yceD//recE//lolC//fimF//mtnN//glgC//nagD//fbp//shiA//melB//yjiR//ihfB//exuR//yiiM//amiA//cycA//rsmF//ugd//ileS//hdeB//citX//cadC//hofO//acpS//gatB//gmk//edd//mlaE//yfcA//gfcE//nadE//ycjU//glmU//azoR//cysW//acrR//gudD//yjiA//ubiA//yejB//rzpR//glvB//ftsX//higB//narX//yahD//gpt//xerD//intZ//yehB//bcsQ//yneE//rfbD//bdcR//yggW//aroB//nusG//pmbA//ftsW//ilvC//yhbY//hofN//pppA//malI//bglH//ibaG//trpE//yhgH//dps//puuR//pnp//uxaC//phoR//spoT//insI3//lsrB//envC//iclR//menI//emrK//ibpA//casE//srkA//tcdA//dcm//potH//uvrC//yehW//tatB//rimP//rlmJ//argP//bamE//rplX//aldB//prc//fklB//galE//lolE//uidA//cutA//malX//ibpA//yhjC//thiE//yfbR//rlmI//mlaD//yieH//yfcA//yadM//serA//perR//rpsR//iraP//hypC//hrsA//fic//hybG//sbcB//ibsB//ascF//katG//rbsK//higB//cspI//ybbW//tyrA//ybeY//ybhF//chaA//xisE//soxR//ibsB//frmA//sulA//hyaB//insH-6//opgB//ydcP//marA//melA//bdcA//udk//caiF//ygjH//dld//radD//ssuB//dmsC//csiR//rluD//hisP//sdaA//murP//fadH//tnaB//nmpC//waaZ//cysG//rihB//ptsN//yjiX//rhtA//yqiG//ycgV//elfG//zitB//pgsA//cysW//cynS//rhaR//rihA//lysC//waaF//yhhT//trmI//rof//yadC//tsf//rpsO//pstS//sucA//betB//cspC//yfcU//paaC//nrfD//kefG//ybhP//trxC//ygaH//mgsA//iaaA//ynbD//insH-5//cobB//ftsX//yieK//epd//deoD//melB//srlR//hofM//uvrY//nanT//yqaE//rpoE//gmd//mlaF//cheA//yfbR//yehY//moaE//hxpB//rplM//puuB//macB//cof//mipA//frvB//osmC//orn//tdcG//gapC//ypdA//tcyP//nmpC//mdtB//yaiV//
GO_0009890_6	ybcJ//hemF//yihO//etk//metQ//yidR//prmB//yahF//pgaD//nanS//paaB//cas1//ulaF//glnK//fieF//appY//ilvD//matP//phoR//pmbA//rimO//yhjB//moaA//yrdA//aroL//apt//corA//rplE//yqcC//ybgP//msrA//bdcR//sanA//bolA//uspF//yjjG//fliT//ssb//thiH//cstA//mutL//menB//miaA//ptsP//adeP//uxuB//ccmC//aroA//ispB//ybeY//citG//ftnB//purC//ompF//fruA//uraA//ygiW//qorA//yjiY//moaD//chpB//asr//bolA//phnM//rlmF//uhpC//yjjB//dsdX//aer//bioP//ompA//chbC//gnsB//tauB//yijO//ttdT//ldrA//mdtL//yohD//dgcZ//nanK//mntP//csiD//mlaD//leuS//clcA//fucK//carB//feaB//fabA//fliD//gppA//nuoM//kbaZ//yhjV//xanP//cysB//garP//yjjU//focB//rpiR//kefB//nrdD//gppA//ccmD//seqA//dgcJ//hypD//nrfB//alaC//entA//tolA//aceB//rnt//lsrR//ybiY//ycdX//def//ygjR//opgB//rlmB//
GO_0009891_6	abgT//kdgR//chbA//fdrA//ilvE//tag//malI//yhbO//gmd//ycjP//yggT//nrfC//mutH//rsmF//ygiB//nlpD//nanT//cof//ymgF//garP//hisH//ompG//eutA//pyrF//alkA//yjhI//cbtA//pcm//glcB//speF//gstA//rpsO//rcsB//livK//hokB//yqjA//xylG//hupA//gspJ//recC//hybA//cysD//flgD//ais//eutN//citT//clsA//btuD//elbB//rplY//chbR//rimM//cyoD//sdhC//mrp//murC//feaB//glnE//murI//fetB//hisC//gfcE//hybF//trpE//mltG//ibsD//sgcX//hofC//fumB//ubiG//fieF//cspB//osmY//bglB//thrA//alkA//evgS//efp//hprS//mqsA//ydiB//rpsA//yhbX//
GO_0009892_5	galE//arnF//essD//argK//yrdA//ggt//mukB//atoS//deoC//ycbU//nagE//pheA//rdgB//plsX//gntU//tag//dcp//codB//cynS//insF-1//kefC//ubiH//agaB//nrfD//nrfA//bglX//flgG//cydC//elyC//greA//glpB//rspB//serS//lpxL//recR//qorA//lipA//fliS//ynbD//yaiP//manX//ttdR//aceA//mtlD//rplL//fadE//hexR//uvrC//dps//tbpA//sfmD//entH//murR//lysO//ygaH//yeiE//psuG//gudX//hmp//endA//yqeG//yjiM//treC//rbsR//hipB//dam//fnr//tatA//malI//yehY//cbrA//wcaC//glvC//nudF//mdtG//bioC//mutH//eutD//rhmD//cysK//rpnC//glyS//nrdD//kdpC//puuE//bioP//hybF//treF//bcsQ//metB//phoA//ydeP//fdx//eptC//acnB//mtlD//folC//yhjV//fliS//ycdX//aroP//yneJ//thiE//hypC//narP//prfB//yceO//rpmJ//argK//yjtD//csrA//ilvN//cydB//ptrA//yfcF//cpoB//intE//umpG//tsaE//rfaQ//bamA//maoP//ilvB//mnmG//pck//hemG//hycH//xerC//zipA//ackA//pta//acrA//chbG//ubiD//ykgF//tusC//ulaA//hslJ//rhaB//frlC//setC//mcbR//aas//ycjW//gntU//glnP//
GO_0009893_5	nusG//truB//adiY//dfp//ldcA//potC//ygiS//narI//dhaL//mqsA//aldA//ghxQ//phnL//chbF//lptF//yieL//asnS//yfcV//ftsW//fimB//potH//ydjK//sugE//hofO//ftp//yjiM//serB//hrpA//lysR//fryC//rlmC//prpB//ydfG//waaS//amiA//amtB//fhuD//rhlE//mukB//lysR//rcsD//uidA//nanK//ydaN//ynjD//gsiA//rpmB//fmt//fadR//ybaO//pdxB//wbbK//ghxP//ybjX//tyrB//yejE//fkpA//yphC//tisB//proB//priB//phnM//alpA//thrB//alaC//ydjJ//ompT//osmC//lamB//proS//mtlR//xseA//nimT//ydiQ//leuB//alpA//purU//pinE//bioF//ytfE//dinJ//gstA//treA//pstC//purN//evgS//yibT//mntS//gcd//nirD//elfG//tdcD//ilvM//ycjD//napD//mnmA//tauB//zntA//nupX//
GO_0009894_5	flgD//dcyD//bglH//chiP//lysP//tdcC//yiaT//artQ//dcuC//npr//maeA//insA-1//fdrA//yjaZ//
GO_0009895_6	uhpC//dkgA//livM//dnaN//
GO_0009896_6	nuoM//mhpC//thiM//
GO_0009966_5	dkgB//
GO_0009968_6	ydiB//
GO_0009970_6	thiE//ydcZ//rfaG//
GO_0009972_10	pepA//
GO_0009991_4	zapE//cueR//ybhA//gabD//yeiE//ispU//yjeH//umuD//sspB//insA-1//ynfH//mgtA//dcyD//csgG//pspG//yaaY//aaeA//phnL//ydcM//yneE//mltA//rhaS//bioC//ybdH//cheW//aspS//insF-1//ydcM//yddG//torA//yiaB//yghO//atoS//fliT//chpS//rpnD//fucK//marA//norV//insI4//rclA//cmtB//nuoM//cheB//wza//xylR//ybiY//yjtD//caiE//bcr//gsiD//yhbO//rcnB//fsr//yjhC//mdtP//yadG//rapA//napD//ravA//gph//yehY//rpoA//
GO_0009992_5	focA//ykfM//arsC//rpsP//
GO_0010033_4	yggP//paaG//rzpD//kdpB//murB//treR//yicJ//murJ//leuS//phoE//lepB//mdh//ldrA//ddlB//mppA//gmk//topA//gspF//btuF//fimA//gltD//rcnR//wcaJ//atoC//bglF//thiE//rhaA//apaH//chaA//yfgO//coaE//tamA//rimK//patD//kdsB//yqaA//asnS//prpC//trpR//sanA//mlaE//hemE//yghO//
GO_0010035_4	cpxA//dgoR//glcB//fabZ//dtpB//galE//selA//csrD//rnt//eutR//agaR//gcl//nemA//slt//tolC//hslO//acpS//alsC//mocA//trpR//yfeX//bacA//yafO//mdh//arsR//thiG//wbbK//coaE//iscA//entS//rhtC//sucC//bamC//yiaB//nrdB//yjjG//intQ//rnlB//iraP//clcB//setB//yfcU//lpoB//yraI//feoB//degS//ribB//dgoD//ybbW//endA//gatA//adiC//ychF//alaE//folD//yieF//nhaA//gcvT//cstA//moaC//moaB//hypT//queA//mcrB//glnS//sgrT//frdB//mdoD//eno//glcE//secM//caiF//lolB//pheM//fkpA//ribB//
GO_0010038_5	pbpG//fdoH//allB//hyaB//rpiB//elaB//yeaK//gpt//ydcM//fis//glpK//yhbS//tktB//waaF//thiP//zraR//vsr//mraY//treF//artP//selU//adk//malE//yeaG//yejE//rsuA//yiiE//dcyD//grpE//rplI//yfjR//lrp//malK//pyrD//kduI//frwC//nsrR//mocA//tamA//paaX//ydjL//msbA//yagI//dmsC//tilS//
GO_0010039_6	dtpC//recG//ralR//upp//fruB//uidC//mrr//
GO_0010041_7	amiB//tolQ//mocA//citE//hprS//lacI//
GO_0010042_6	fetB//fdoI//
GO_0010043_6	pstA//rutF//uspC//yddM//fecB//fkpA//
GO_0010045_6	lapA//yejF//cdaR//
GO_0010106_6	thyA//
GO_0010124_4	lsrC//prkB//narK//nanT//ddpX//lacY//nanK//sufE//menH//sxy//nmpC//norV//yiaN//
GO_0010133_7	mtlA//
GO_0010139_7	ibsD//
GO_0010165_6	ade//rimJ//tktB//puuE//paoC//pdeL//ydfH//yqeA//dicA//ydbK//cspA//ydcS//ppx//glpC//gpp//potD//
GO_0010167_5	prlF//allR//
GO_0010212_5	mscK//menF//hsrA//adiC//uxaC//sucA//phnK//ygeV//cobC//yccS//eutK//ygbL//pabC//fadH//nimR//iscS//fumA//idnO//cueR//iraP//dgcM//speA//mppA//napF//rluD//uhpA//speB//rzoR//
GO_0010226_6	insK//
GO_0010243_5	flgC//amiD//pdeD//mppA//dcuD//yqcC//pgm//yfdS//vsr//rfaB//ynaI//gmhB//hyfC//degP//yihP//lysU//
GO_0010269_5	ycjQ//
GO_0010272_6	lapA//sanA//cadC//sbcD//ruvB//mepM//
GO_0010273_4	hipA//nlpE//hprR//gspJ//citE//cspE//
GO_0010288_6	bioP//
GO_0010312_3	cheA//
GO_0010332_6	potC//
GO_0010350_6	proV//thiM//
GO_0010438_6	rpsM//rplW//allD//hybO//
GO_0010447_5	cspB//glpT//yebK//tomB//cpoB//nirC//ghxP//rhaS//eptB//sgcX//secA//uxaB//yihU//elfG//surA//melB//yiaN//glcF//mdtK//glrR//ibsC//
GO_0010466_7	ybbY//nikC//
GO_0010468_6	pbpG//ulaG//narY//ydhC//arsC//gsiD//bglF//hybG//yaiV//trmJ//yjhG//manA//marR//lptB//btuC//recF//ligB//recO//prmC//hemA//ftsH//yebG//rpe//epmC//ulaG//insA-2//csiR//rbsK//symE//appA//cysN//ycbX//hflX//yigB//ybhG//flgJ//glvC//yjgX//wecC//potG//yjgX//waaG//yejB//tldD//gltL//chbF//fsr//nimR//hofN//yhbO//ptrA//yidD//cysZ//rpiB//adhP//gatD//dcuD//fdnI//idnD//yghO//cmk//chbC//deoC//mhpR//tdcC//yibA//ulaG//torC//borD//cfa//mdlB//fabG//asnS//cdaR//ygbI//dmlA//fpr//queE//waaP//rcnR//codA//dnaJ//paaK//cyoC//acpS//bluF//mdtB//ftsL//serS//idnO//mglA//nrfB//ccmE//tcyN//rcnA//fimE//hdhA//cusA//tusD//leuA//hicA//rsmE//ebgA//idnK//ybdG//djlC//gnsB//rpmG//yeiL//rclR//yciT//yjhC//yehA//thiH//rlmM//nikE//leuC//smpB//argT//allS//osmY//yhdW//yedA//creC//yibF//atpD//yihI//dtpC//argF//rlmD//mlaF//yfhM//nanS//sfsA//norV//umpH//acpH//insA-2//mnmE//lpxL//ybaO//gmk//mraY//oppD//alaS//ydeP//ydjK//ybeF//deoA//napA//gltI//mlc//grpE//gcd//hiuH//fhuB//hprS//ydeI//dgcE//fucO//sapC//recE//prmA//gpsA//yggD//yjaZ//frlA//melA//leuC//pliG//ycbB//surA//rzpR//mhpD//metG//dnaJ//polB//yfcU//creB//torR//nrfB//bhsA//yhhT//serS//hisD//arnD//mdoG//cadB//adhP//ybiO//tatA//def//yadM//elaA//radA//fdnG//argC//entS//yigB//narH//ispF//eno//nrdE//rihA//sfsA//kefC//minC//aphA//hypE//trmI//rssB//lpxT//rfaD//chaA//yegT//hldE//modA//adeQ//bioC//yfcV//astB//wcaB//ruvA//ybgI//yqiJ//bcsQ//fimF//ynfE//rbsA//dapA//hscA//mdtM//yehD//hslU//ybeY//trmD//ytfQ//ogt//yajQ//yqiH//atpH//ttdB//baeR//melR//dsbC//phnK//rihA//cvrA//ybfA//yhhZ//sspB//citT//insB-2//atpC//lysP//caiB//mdtG//nrdF//trpA//tgt//yihS//galS//lptF//clpB//gatB//minC//rclA//nikC//dacA//opgD//folP//sbmA//xthA//hcaR//hokE//katE//gyrB//sapA//rpsG//ddlA//ulaC//allC//fimH//mgsA//rihA//araB//tdcR//gatZ//ftsZ//aceA//alsB//rfbB//yddA//ptsN//psuG//phnI//melA//yagJ//rplQ//dcd//aroC//roxA//ytfE//kefC//agaD//ruvA//ftnB//pspF//yciG//add//sutR//cmoA//yjbH//insI4//yjiQ//atpC//trmD//ycfS//
GO_0010498_6	intS//
GO_0010501_7	rrrQ//speC//atpB//ulaC//torS//cobB//oppF//rpsP//nrdG//
GO_0010528_5	cspC//
GO_0010556_6	pyrG//alpA//aceK//opgE//nagA//sad//waaL//ycbX//yadV//pstB//ybdH//lacZ//tdcG//chaA//sfmA//flgK//hybG//yadM//yeaV//mdtG//ubiC//flgI//truD//queE//arnF//dedD//entH//cpxA//ygbN//oppA//tusE//yccA//idi//mlaF//yfeD//yagU//eutR//waaC//narQ//iraP//dppA//yccX//gadW//torZ//rpsH//rlpA//ftsX//eno//hsdR//livH//helD//bioD//wecA//arsB//ubiC//rpsO//grcA//rpmA//dgoR//sufS//cutA//dacA//rfaD//pabA//radA//gdhA//tpiA//ybaQ//rimI//ruvA//ulaA//cca//ygcR//alsK//dinD//yccX//yccS//emrK//purN//lptC//rpmH//sfmD//rfaQ//pepD//rplK//spoT//yggD//tdcR//chbA//tsaB//rplY//metE//yjjW//msrQ//cysE//proC//ravA//pgpB//nadB//speC//kduI//chbA//ymgF//ypdB//acpP//acrA//sdhA//guaC//ispG//dnaG//eptC//birA//fhuB//phnH//tauA//acpT//ldrB//yciG//cheY//fdnI//rarD//fdoI//osmC//lptE//dinJ//rhmR//ybiI//ynbC//dnaC//ydcZ//degP//selD//yjfF//waaL//malP//ybiX//elaD//clpP//fecD//ugpA//ydjK//hycA//puuD//nth//yegD//potF//rlmB//cdaR//hcp//eutB//yjhG//elfD//allR//adhE//sbcC//valS//uvrC//menC//hybC//dacC//yhcN//ycgV//envY//nagC//psuG//speC//fhuB//putA//argH//nlpI//sapA//allR//bhsA//ispB//deoR//ydcO//agp//secD//narY//ptsI//ada//purA//rpsL//sufA//fdrA//rpsP//sstT//cstA//thrC//waaO//btuD//cspD//purR//lipB//yhdJ//ugpA//clcB//cirA//lpp//rsgA//mntP//ycbV//ypdI//yccA//blc//fpr//dcuR//tyrR//elaB//phnI//rpsT//phoA//glpF//yeiE//fdx//rna//thiG//trmJ//metH//nuoG//bfr//cyoA//rpsM//uxuA//bhsA//argF//scpC//dpiB//bglX//glnB//secM//wbbK//alr//astB//yeaE//mreC//sbp//sgbH//yadV//rbsK//lpd//def//envC//ppx//guaC//rcnB//fimA//ispH//mdtK//alaC//sufC//nrfD//torY//fumB//ppiC//yicJ//rbsR//greB//nrdB//rpe//dinI//rof//pldB//sbmA//bcp//elfG//ptsN//sucA//htrE//lrp//rbn//accC//mlaF//cyoB//yiaT//fliK//pgpC//ybjL//fecB//ybdN//mltC//yjbB//era//dnaE//yebK//yeiL//rbsK//wecC//fbaA//hisG//cydC//hisM//pabC//iscR//gpsA//asd//znuC//rlmN//mutT//ydhQ//treR//ybdG//talB//zraR//ytfQ//yhjC//mscS//rsmD//qseC//bioD2//ssuB//wzzB//
GO_0010557_7	gppA//cyaY//arnF//yneJ//plsX//pheS//fetA//yraK//zraS//insH-5//epmA//mltC//ccmA//yedA//fklB//rpsM//fucI//fimA//gyrB//hyfR//murB//proW//phnJ//folD//frlR//sixA//amiB//kdgT//hokB//yadM//yidK//artM//mreC//pyrL//idnD//dxr//amtB//glpK//dcuS//lpxL//hisQ//exbB//nfsB//prpB//artP//ydeI//cyoB//tdcB//tauC//gatC//cspC//minC//deoR//mhpC//yheT//icd//yegD//dcuC//ssuA//hyaC//hcaE//ykgM//nrdE//gspF//glnS//lgoD//purL//mscS//yhbS//avtA//envR//csgB//pepT//ruvB//kdsC//ybhI//secG//ynjD//wcaC//eamA//thiL//yebS//
GO_0010558_7	ndh//arfA//pdeK//pabA//yjjU//obgE//yedF//cdaR//iscX//chbR//mhpR//yacG//yoeE//eco//ubiX//pspA//araH//hslR//ispA//ymdB//yhfK//rlmA//lolC//mepH//potF//ccmE//thiP//ispH//yhcF//hdhA//yjjU//agaW//ygdG//yajD//xylE//fryA//nagD//entE//yegD//asd//ybjC//purN//glnA//tqsA//nikB//rssA//glsA2//hdeB//yidE//yhhT//pgpA//sufS//upp//pdxK//mlaF//plsX//pdxH//ycdY//eptA//nanK//yaiW//cnu//mutS//narV//ttdT//cpsG//patA//cobU//queA//ynbC//selD//ppiD//bglB//norR//prpR//alsB//yehA//fabZ//ybgQ//nadE//ligA//mdoG//rsmE//ygcR//ybaQ//ycjW//puuA//rfbC//lptD//mglC//acrR//yqhD//yedA//zitB//pabB//rhaB//recG//ibpA//trmO//yneJ//fdhD//ybcC//iscA//ugpC//mdtD//sbcC//caiE//tusE//ygbL//pepD//fadJ//lpxM//fabD//paaJ//narI//menA//glpX//rcsB//blr//zapC//
GO_0010562_7	ibsD//fadA//
GO_0010563_7	efeO//prc//
GO_0010564_6	aes//gluQ//cspB//cysP//mrp//
GO_0010565_6	cysA//ibsD//apt//speG//cdaR//kdsA//
GO_0010604_6	glsA//insF-1//tolR//ybaO//glcD//ydjE//insF-1//yibH//cydC//tolA//betT//yhjX//npr//bioC//rpsL//serB//yfbU//nrdB//ssuC//ygdG//rhsD//lexA//prfC//xisE//pabA//yoaB//araG//ascB//nrfC//yadM//arsR//lplA//lsrD//narL//ykgM//yihR//dnaX//yceK//zntA//dppC//qorA//tpiA//parE//ligB//gabP//rcsF//rplK//cbrA//dinQ//rcsC//ydiZ//ada//mtfA//ydaN//hybF//adiC//mepM//ybhR//katG//queG//pdxA//hisC//dacC//nemR//holD//mtlD//yddM//mutT//yeaV//galU//yajQ//acrR//acpT//uxuR//tsr//yoeB//ychH//nrdA//bluF//dgcJ//clsA//tatC//csiR//yfdR//aldB//waaY//djlC//yjhH//fliK//ccmH//queE//glpC//bepA//
GO_0010605_6	osmF//glxK//ygeW//argD//rplW//yeaV//yjbH//yihS//yjcO//ibsE//yhaO//yqeA//yceO//rfaE//ftsX//hybG//fliG//cpxR//secG//hyaC//yjjX//ldtA//rplF//blc//torD//yidR//fhuC//pta//yhfK//rhtC//yojI//pgpA//ycbB//xanQ//tadA//kdgK//pbpG//ygcW//arcA//fhuB//fbaA//relE//ybgQ//pdxK//ygdG//gltK//sad//roxA//insA-1//gpmA//ybcQ//yedP//cynS//ruvA//ruvB//glgC//yohC//ybjI//bioA//iclR//waaY//aspA//acpS//fimF//yjhB//frvR//yefM//fnr//tyrA//elfA//yihT//tcyJ//ulaA//gsiB//lsrR//cydA//pgaD//nrfG//dinB//yihO//pyrF//yfdR//rpsL//ydcZ//gntK//feoA//zntA//araG//lptF//yieK//nrdD//fabD//yhdH//fucO//shoB//mtn//sucA//ampG//solA//nudB//deoC//frdB//tusC//gltX//ynjA//yggT//mrdB//leuE//sspB//bfr//yfgI//dinD//yciK//yddG//wzzE//ilvB//ribE//deoB//yhgF//lptF//gloA//pdxJ//entB//lapA//dps//surE//cysN//ribB//galE//dinI//hupB//glpT//fepE//acnB//ymfA//hcaT//csdE//yjjB//solA//mocA//umuD//yeeL//kdsC//bglH//
GO_0010608_7	yjeH//carA//fecB//xylG//moaA//tonB//gadX//adk//dsdC//lpxL//frlA//ghxP//abgA//caiF//rlmI//paaK//tqsA//chbB//dosP//nimT//ssuE//lyxK//rnr//gcl//selU//tauB//emrK//mdtI//thiE//nlpD//yqjH//artQ//exbB//kbp//rluA//yfgO//dinJ//pnp//yabI//uacT//rhoL//ftsN//rpsH//cusB//
GO_0010628_7	gatD//araH//yagU//mog//kdsA//lpxL//flgG//ytfT//mutL//focB//hemE//fixC//xapA//argA//yfeO//smpB//uspB//rraB//thiP//yidC//priB//slyA//murR//cheZ//holA//rlmJ//parE//nfo//ulaD//bdcA//yagU//yidH//essD//atpF//atoC//fdnH//ydhC//aroH//yiaF//accB//fliG//proW//yiaF//wecC//guaD//epmC//tynA//yjbF//fadL//ppk//rplF//fucA//tgt//sucD//iscX//paaZ//yrfG//rapZ//modC//dgcQ//yjaZ//ampH//xseB//recJ//yajQ//gltK//pgpC//nrdF//tgt//hyfR//zapA//rpsM//yhhT//entB//pncB//ltaE//osmF//flgI//rmuC//yeeA//mdtK//edd//alaC//
GO_0010629_7	shiA//sgbU//plsX//ydiO//glcA//hemG//dgt//dsbD//yfdO//hofQ//hrpA//ttdA//gcvA//xthA//malI//cpsB//ftsH//ydcR//xseA//ftsA//rne//gppA//agaR//etp//abgT//btuD//elyC//ydaC//yibA//livK//eutK//tsaC//eptA//lpcA//recR//gabT//sppA//pgaB//ymgC//bsmA//hda//mqsR//narX//tnaA//pdeL//dcp//symE//pstS//lpxD//hypE//serB//prfC//dicB//greA//alsE//leuB//narK//ulaA//copA//purC//ytfQ//secY//amiA//yggT//argF//def//rcnR//yghU//nudG//dnaJ//dkgB//katG//bamB//mngA//yfiC//gcvP//glgP//kefB//rpiR//ldrA//nagD//rnd//intF//pykF//glgX//ygfZ//glpC//fsr//ygaH//puuC//ybbN//dauA//xapA//purR//secA//srlR//rfaE//potH//dapB//srlD//wza//torR//glk//pgsA//dacD//metN//rpsL//yggD//fabH//rsmJ//lrp//waaB//symE//nrfC//lplT//cysP//fliK//yaaY//yegV//tadA//recX//sgrR//rseC//bisC//oppB//acrZ//ygeX//yqhC//
GO_0010638_7	xapB//yhcD//
GO_0010639_7	ssuA//mcbR//wecC//
GO_0010646_5	ftsZ//
GO_0010648_6	fadJ//
GO_0010675_6	yfaL//ffh//rhoL//ybiW//pspF//eno//
GO_0010676_7	rseP//alaA//
GO_0010677_7	entC//
GO_0010699_4	yehC//yrdA//
GO_0010810_5	entF//phoQ//
GO_0010817_4	dcyD//ygbN//yaaA//gpp//ssuE//yhjX//livG//dsbC//yodD//murC//iscA//malF//yhjG//insH-6//
GO_0010827_7	groS//
GO_0010829_7	yfgI//
GO_0010876_4	crp//
GO_0010906_6	yfaX//glgS//
GO_0010907_7	casB//
GO_0010911_5	speC//pgpA//fadH//
GO_0010921_6	uacT//mtlA//ycgB//napA//
GO_0010941_5	cynX//
GO_0010948_7	rlmN//ybdG//
GO_0010951_8	rsmG//sfmF//
GO_0010962_7	dinG//ybhI//
GO_0010966_8	fhuB//
GO_0010967_6	entC//
GO_0010974_7	ydhQ//
GO_0012501_4	gabD//tsaD//pdeR//mltF//ynfL//gatA//dinI//ldtB//puuB//bipA//rplM//wecE//fkpB//
GO_0014070_5	hemE//yebZ//
GO_0015031_5	rhaM//mazG//frdA//pspA//yihS//ygbL//nikB//nrfG//coaE//ybaO//eamA//cas3//livK//aaeB//mdtE//osmE//cysN//aidB//rsmJ//rhlE//phnM//uhpC//xylB//fklB//phoA//glmM//degS//blc//cutA//agaD//fixB//rpsS//bamB//guaC//argS//nfi//tolR//entC//aldA//allR//zwf//
GO_0015074_6	blc//norW//cusB//tilS//adeD//queC//yjhI//
GO_0015628_5	murI//yaaU//scpB//rlmE//gloA//
GO_0015669_5	yjaZ//
GO_0015670_6	torY//
GO_0015672_7	nadE//paaB//yhcD//citC//dosP//carA//pspF//sdhA//bamD//mdtL//yjbH//truD//rarA//tdcG//pck//yfbU//yfbU//purD//chaA//yqjI//recQ//hcp//fkpA//ibpB//rdgC//tolQ//phoU//yfcR//rcnB//patA//fryC//aroK//mhpD//gadA//ligA//erpA//bglB//chbA//mltG//rbsC//tsaB//zwf//clsA//
GO_0015673_9	apaH//
GO_0015675_9	ilvE//eamB//nikD//ybaL//feoA//zupT//yidR//yjjX//
GO_0015679_10	mtgA//gmk//
GO_0015682_8	cysZ//ushA//dinG//yihL//glpD//pheS//cysE//allS//adiY//obgE//ubiG//nrdB//
GO_0015684_9	rpmC//intS//puuP//purF//tus//
GO_0015685_8	psuT//sgcA//hmp//cysA//ymgF//dnaB//
GO_0015687_7	ftsI//pgpA//proP//yjbH//
GO_0015688_6	murC//yphD//hybE//fmt//tmcA//hslU//cynS//yfeR//ycaN//kefG//tdcR//hybE//baeS//bfr//ihfA//yebG//trmB//acrF//
GO_0015689_8	dgcZ//rihC//mtgA//
GO_0015691_9	suhB//ampG//hyaD//gltX//
GO_0015692_8	opgB//
GO_0015693_9	map//murG//
GO_0015695_6	degQ//baeS//hrpA//glcC//rplL//menI//livM//yeiG//ghoT//ppiC//yaiP//xylH//mlaE//yghG//ybbY//torZ//ytfE//yobF//yehB//yagF//rsmD//curA//ycjP//ygiV//norV//frmR//melA//argD//yhfS//dcuR//
GO_0015696_6	rutD//fliD//luxS//nadD//crfC//murR//opgB//feoB//pflC//cynT//yidZ//ugd//puuD//caiD//sapB//osmF//dpiB//fruK//pinE//aroK//cheZ//agaC//moeB//torC//lacI//guaA//ompF//metF//agaB//wzc//hisM//
GO_0015697_7	ybjG//flgM//narJ//cusA//ribB//xisE//dcuD//ccmE//dcuR//nrfC//yhgF//creC//ykgO//
GO_0015698_7	yidK//dmlA//galF//ridA//ybaK//secD//pal//yqiI//endA//nrdD//purB//cysD//trkA//wzzE//hemA//rlmG//cysN//rfbC//ulaD//serA//ompR//ygiB//oppB//pgi//aaeA//cpoB//emrY//sufE//allC//pdeK//yphC//flgA//yfaU//flgF//proW//ygfZ//glk//yggF//bioA//dnaJ//yghW//
GO_0015699_8	rnc//
GO_0015700_8	insA-2//grcA//
GO_0015706_6	idnD//thiI//thiE//
GO_0015707_6	msrA//rutD//skp//chaA//marA//fimA//
GO_0015709_6	mqsR//
GO_0015710_8	trxC//rbsR//
