#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rraB//ybeY//ynfH//ybhS//
GO_0015804_7	purD//yahF//tesB//mreB//yafE//yqiI//surE//nei//flhC//yigB//pdeK//frdC//nrfE//yoaB//ibsC//hofO//nemA//mhpB//oppB//mtlD//yfeX//rpnA//oppA//yidH//ydiB//yeeL//aceA//thiM//ralR//cysK//arsB//rimI//hslO//
GO_0015806_6	yjeI//
GO_0015807_7	ydeO//nanK//ffh//agaI//nusG//tynA//fucK//ybcL//ortT//ygbL//dsdA//ypdF//ugpC//yidZ//ibpB//rusA//dgkA//rplF//minD//fdhE//hinT//rbfA//hypB//ycfS//rzpR//yfhH//yfaL//coaD//yejF//rutG//ybcJ//yjfF//kefG//fadJ//proA//epd//xylG//rfaD//
GO_0015808_8	ycbX//kbp//
GO_0015809_7	lepB//setB//yggN//ruvC//hcaE//ytfT//
GO_0015810_8	fabI//iscU//
GO_0015811_7	ydhJ//fucA//ybjL//edd//yfbU//
GO_0015813_6	ycbX//mhpR//dbpA//
GO_0015814_7	serS//
GO_0015816_6	pcnB//
GO_0015817_7	ygeW//
GO_0015818_7	suhB//insB-4//xthA//glnE//wecB//ykgF//mscM//
GO_0015820_7	fruB//tusE//dpiA//mrcB//rhsD//tldD//rnhA//flgA//tcdA//
GO_0015821_7	mngB//argO//yhjG//yajO//yajO//
GO_0015822_7	mglC//ldcC//
GO_0015823_7	potI//rclC//marA//yjfF//ldtC//xylB//yccX//
GO_0015824_7	rlmB//glpD//
GO_0015825_8	rfbD//
GO_0015826_7	glsA2//appY//cusR//
GO_0015827_7	serA//cas3//hdeD//
GO_0015828_7	thrS//aldB//
GO_0015829_7	apt//dctR//rpnD//casB//cysQ//thiP//cdgI//yccS//uxuA//
GO_0015830_7	ygeV//secG//nrdB//
GO_0015833_6	rarD//mtr//ykfM//pta//narW//kdgR//pheM//hyaD//elaA//yhhZ//rplP//ybhD//narK//yidL//kilR//paaX//rpsL//ygfI//appA//yjtD//ettA//srlE//cirA//lptD//ftsY//rodZ//rnr//tesB//yraK//mngA//tufB//cdsA//ybhA//baeR//yeeY//yeiE//argO//ynjA//mdoG//dinQ//kefB//dinI//alsC//ibpA//prmA//yeiG//paaD//hyfA//ycjD//fbp//frmR//rcsD//nepI//truA//ybjL//hofP//alkB//lsrC//pcnB//lacI//yiaO//yadG//iaaA//dgoR//rpe//trpL//kbp//ptsH//thiL//ispB//cbl//secA//ydgA//rpnB//yibF//ompC//csgD//kduD//
GO_0015834_7	hfq//pldB//ygcO//ybdG//nirD//
GO_0015835_6	ypdB//hycB//xylA//ogt//
GO_0015836_7	flgJ//malQ//rihB//
GO_0015838_8	sgcC//yhdJ//hyfA//mdoG//puuR//btuB//mdtF//yfcF//rayT//efp//clsA//yaiP//degQ//
GO_0015839_7	bdcR//
GO_0015846_6	hyi//yeaD//ydaC//nth//adeP//folE//cpxA//ftsL//ynjD//yraR//yajR//gnd//rppH//yoeB//fimH//rnc//napA//
GO_0015847_7	hpt//rzpD//metF//rapZ//acrA//exoX//fepD//hemL//pyrE//bssR//ycjY//flgJ//ldtD//oppF//bacA//
GO_0015848_7	gpmM//fdx//puuA//ykfM//ycbU//dacA//
GO_0015849_6	fliT//cysI//fre//fliZ//cpdA//yehZ//uspF//ypdF//ppiD//nupX//yjaZ//yiaA//bioP//mioC//lolB//ribE//mreD//ydhJ//mdtO//yebK//ybiX//malI//cmtB//btuC//hemE//tnaA//ydiP//prlF//clcB//torD//sodC//treB//eco//cfa//araC//napA//osmE//eutB//lysA//yqaE//argE//dgoT//mdtK//rclB//dgcM//mdtK//uacT//ibpA//ftp//pyrH//cynS//casC//pcm//sgbU//hisM//bcsQ//ftsH//yehD//glpF//uvrA//ydiO//soxR//lolA//flgK//patZ//pldB//elyC//rbfA//cysG//betT//yhcH//ilvL//pppA//waaC//nac//nemR//ybiX//yjeH//rpmA//rfaG//potE//ftsP//fadR//wecE//proB//entH//yjgX//sxy//kdpA//opgC//ydhQ//ynaI//yqgF//yghB//aes//rbbA//ssuD//yqeG//bglX//insE-1//bioF//ravA//pyrD//gcl//cheA//copA//ldrD//yibT//minE//nanA//rimJ//potD//hofP//yghU//plsX//
GO_0015850_6	selB//pspF//ampH//yhjA//yciT//nfi//mdtM//rlmD//metK//ribE//fkpA//modC//mrdB//mdtJ//rplX//csrD//flgG//lgoD//fepB//cyoC//aslB//ompN//yhdZ//
GO_0015851_6	iap//nth//crl//yccA//ompT//tktA//sucC//higB//pphA//macA//ruvC//gsiB//
GO_0015853_8	sseA//yidK//
GO_0015854_8	rpmC//cpxA//
GO_0015855_7	ddpA//lsrK//paaD//
GO_0015856_8	rhaA//
GO_0015857_6	fhuB//murJ//
GO_0015858_7	flgD//kefB//yraR//ribC//psuG//yjcS//abgR//sodA//secB//
GO_0015860_7	thiE//cusR//
GO_0015861_9	yehU//metK//
GO_0015862_9	focB//emrK//
GO_0015863_8	kdpD//
GO_0015864_8	asr//glgP//
GO_0015871_6	yfcV//recN//yidD//lolD//hslJ//
GO_0015878_6	dinI//
GO_0015879_9	potE//
GO_0015882_7	pbpC//nupC//mfd//
GO_0015886_6	proB//ftsZ//rimI//rbsR//yaaU//yadM//mdtB//npr//gadE//
GO_0015887_7	umuD//
GO_0015888_6	sfmC//
GO_0015889_6	ogrK//pyrG//uhpA//ogrK//fre//yqaE//flgM//
GO_0015891_6	bglJ//sdhC//ppsR//cpdA//trmH//mdtE//kgtP//wecA//rsmC//yiaB//pdxJ//aspS//ligB//uspF//bolA//
GO_0015893_5	mngB//lolA//yfcU//atpE//hemL//ssuA//kbaZ//zupT//ftsA//waaO//ygcO//ymfK//rfe//slyD//gutQ//ydaN//trkG//rpoH//yraN//feaR//tdcF//phnG//dam//glnL//thiI//lpxM//iscX//rnlB//purT//aroC//potD//lpd//nlpI//ispH//iscR//ibpB//sgbH//dgcE//tmcA//ynjD//tsx//envR//kgtP//fadA//prpB//trmL//rsmI//degP//rfbC//acrB//tonB//ynfE//rtcB//yehU//uspC//tauC//bioB//glpT//hyaD//yihV//otsB//nrfC//narX//rclC//yfgJ//uidA//ypdF//yqeG//fryC//mdtD//rng//ykgM//murP//tusD//frc//csdE//gpmA//glyS//sgcX//hemD//citT//yfiE//msrQ//rutR//iraP//wza//thyA//agaI//dcm//zraR//maa//lexA//ldtE//lplT//tdcC//wbbK//xylE//
GO_0015906_6	sdhB//nagA//hyfC//hisA//tyrS//
GO_0015908_7	metN//hcaR//
GO_0015909_8	insI-1//
GO_0015912_8	potA//
GO_0015914_7	putP//pphB//garP//ddpA//mmuM//sgbU//rplN//
GO_0015920_7	yhjB//yhcF//oppB//ydhK//folP//gyrA//eutN//ilvD//yebZ//
GO_0015931_6	tus//ybcJ//ykgM//etp//ybdN//argH//marA//waaH//ung//hemE//fdoG//gpsA//
GO_0015936_6	ascG//pal//lptA//rplI//
GO_0015937_7	insA-2//mzrA//gdhA//rclA//
GO_0015939_5	gcvA//argB//tdcF//tcdA//livK//
GO_0015940_6	hybA//yedP//tadA//tufA//chpB//
GO_0015942_6	frlB//adhE//rnlB//argB//ydaC//gadB//yojI//hprS//sgrR//
GO_0015944_4	yceK//treB//aphA//yhcN//rpsE//ydgA//yjjG//
GO_0015949_5	yaiV//fliT//glgS//elyC//greB//ycfL//rpiB//fabI//yddA//rbfA//yhjG//lpxB//hypD//cdaR//mlaC//nei//rpsA//melA//sbmA//mobA//lysR//rplX//pagP//nikB//
GO_0015950_6	paaK//srlE//afuB//
GO_0015951_7	gntK//ilvD//
GO_0015968_6	dkgA//
GO_0015969_8	zapC//yeeJ//
GO_0015980_4	thiM//curA//grxD//ybjC//rplE//thiM//yghB//rfaQ//hprR//hofP//yfcP//patZ//narL//ydaV//fruB//hyaC//helD//sfmD//kdpF//mtr//ugpE//uspC//argC//dbpA//mobA//citT//satP//pgpC//gltI//proA//potA//betA//metK//mglB//potD//glrR//mraY//znuA//surA//mukB//dcm//stpA//tatC//grpE//tolC//mgtA//aspS//rimI//uxuA//phnO//tusE//tnaA//elfG//ebgR//ligB//yijO//allR//yidK//mocA//pheA//yiaL//torR//yjbG//lpoB//ptsG//ssuE//hslO//ppsA//yhbY//sbcB//dgcJ//fabR//glpA//setB//idi//yihS//edd//tesB//nanR//wecB//nlpA//atpA//rpe//patA//glsB//tcyP//
GO_0015985_9	arnB//pdxK//ygcR//tusD//
GO_0015986_7	aes//dgoT//yebQ//mntH//
GO_0015988_9	eutA//yceK//ftsY//yqiH//cspB//frdB//casD//cyoA//
GO_0015990_10	yeiL//waaC//ftsE//lptG//hcp//ycdY//pepD//paaA//
GO_0016024_7	thiI//
GO_0016032_5	nuoN//fabG//rbbA//patZ//prmA//nmpC//ydbK//yebC//carB//amiC//galM//lplT//bamE//fabZ//ftsK//uvrA//ftsQ//pgrR//
GO_0016036_6	rdgC//surE//frdC//dnaQ//garK//aas//
GO_0016042_5	mglA//ccmE//cdh//tauA//waaF//perR//frmA//rihA//yccS//mscM//dacC//nagZ//yaaJ//gatB//kdpC//rcnR//ldtC//fucP//ybaQ//patA//bglB//lldR//nagC//trpGD//
GO_0016043_3	murJ//ygcW//purL//gadB//gutQ//yibA//fnr//cysN//topB//glxR//fsr//ycgB//flhD//panC//ycbU//rffG//tyrS//fklB//edd//aroA//yqiH//argH//arcB//katE//rhaM//rhlB//rsuA//rcsD//ppiD//yajO//serC//sdhA//gatY//tufB//ftsY//insB-2//selB//rbsC//yidC//lpoB//araE//cptB//appB//yhbS//fixC//oppC//eutK//yehT//lptB//norV//hscC//aroB//ykgA//rimO//entE//tcdA//yeiE//gcvR//hmp//napC//alaA//guaC//sodC//sapC//artI//hflK//yoaB//tsf//rplY//tsaB//ykgF//yadG//ssuD//opgH//phnO//aaeA//yidD//evgA//mlaD//ynfL//paaX//ddlA//pspF//hybF//yhdJ//yeiL//znuB//sdhB//ydjL//zapA//frlC//proQ//insI-1//preT//fieF//dgoD//ptsN//exuT//mdtQ//gcvR//puuC//ybfA//tusC//fhuF//sdhC//frlA//wzzE//narW//nanC//pykF//yadV//yehD//fdx//fadH//mcrA//leuO//mdtO//sseA//gcd//ygeX//yafE//fimB//waaO//sapD//uvrY//waaG//ibsC//atpB//ygeA//phoB//gcl//rpsM//ygiB//lolC//ffh//ftsA//atpE//mngB//hisA//ompL//menI//djlC//pflA//folD//degQ//trkG//mrcB//pdeH//xisR//pheP//kdsC//ybeY//nagA//afuB//sgcC//speD//flhE//rcsF//arcB//rpsB//msrA//livJ//sbp//ybaM//gspJ//dtd//panZ//hupB//cpdA//rne//yhbX//deaD//ubiG//potI//ydiP//waaB//ligA//fliK//rssB//dnaK//yjiM//tsaD//prpC//ftnB//lgoD//yqeF//tauD//yaiV//livG//rayT//rfaC//tdcE//rcdA//fimI//rplD//argB//potH//ynbB//bluR//frvA//glnH//menB//arsR//mdtM//nrdF//chbC//yceD//mglA//ivbL//ulaA//
GO_0016051_5	cobU//sgcE//yoeE//lpxL//lplT//ydcM//yhjA//ybaL//fliD//focA//rarD//murQ//yidR//uidC//ddlB//puuB//yjiA//nikA//puuP//ampH//waaA//bisC//menH//pspD//adeP//glvC//rbsB//hdhA//yajQ//cdh//recB//mutM//appY//yfaV//radA//crfC//citX//yrdA//yghB//cvrA//purU//yobA//icd//hypB//rbbA//sdhB//dnaN//maoP//uspE//nhaB//tehA//allR//hisM//cspB//motA//lysR//waaY//fadK//rlmH//gltS//ruvB//hisM//alaC//speD//pitB//ralR//yhbS//otsA//rpsD//ubiF//ybaE//csiD//yhdH//glgS//gadX//bacA//pgaA//astC//adk//nrfE//plsX//mntR//infB//ssuB//prs//rutE//rplI//era//recA//rutE//chbB//pdeD//aceF//amiB//rlmJ//fabZ//ycgV//cdaR//rpmJ//glvB//torY//wecA//groS//
GO_0016052_5	waaL//hofP//ftsB//eutD//ybjG//ugpB//yjhP//abpB//dut//speG//artI//yccA//ftsI//ndk//rutA//manZ//pepD//waaO//dpiA//aidB//lipB//lgoR//nudG//ygbM//cheA//msrQ//tsf//mazF//tatC//ygjH//dinJ//cydD//essD//rimO//lon//araG//htpX//mdtK//rsmB//mug//hflK//galM//gadX//lysU//clpA//caiD//serA//chbG//tmcA//yggW//lacZ//rrrQ//mhpC//ispG//rpsM//yfcF//hprR//ygbL//crp//poxB//nemR//iscU//yhgF//rimO//dacD//leuE//kdgR//gadB//ybhA//acnB//hfq//srlB//yieE//rnb//waaC//sufC//yehX//lpxH//yjjU//narP//atpB//rplK//nuoL//gloA//yqhC//nfuA//napF//creB//yhdJ//sufA//osmC//ulaA//bdm//yjjV//modC//bamA//phoA//crp//cusF//tsaB//cheZ//yqeA//mnmE//aroA//mutY//ybcC//nanT//paaD//btuR//brnQ//tgt//lptG//metE//bioD2//phoP//
GO_0016053_5	infC//fdnH//norW//greB//codB//yedP//yfcR//yacG//lpd//tdcG//glgP//panC//yebQ//ypjD//waaB//frdA//waaC//yiiE//elfC//nanK//yfcS//basS//ygcW//cysZ//fliD//radA//hslR//dgcQ//ndk//insK//aceB//higB//pgpA//waaY//glsB//yjjV//rcnR//yfcQ//pflA//lplT//ynfH//lsrG//dctA//entE//artM//treR//malG//yqcG//ubiA//mtlR//hsrA//ynfL//rplD//gmk//iscX//guaA//rimK//gadW//ydeP//yggP//dmsA//ydeI//mobA//rlmH//araA//dcyD//pgpB//aas//fruA//rlmM//metL//moeB//puuC//dcp//nagC//pabB//folA//melR//rhmD//cmtA//sgcA//purN//nirC//gcvR//ydiZ//purD//yqiH//rpnC//rmuC//caiT//recT//yhbO//ftsK//gspE//astB//livF//nrfC//yojI//wecC//ilvD//secA//iap//rffG//trpE//yqhD//ydiF//ypdI//pgm//yjjB//yneE//yfbU//pepN//ycdX//deoC//torZ//nrfF//citC//aroP//ymgA//ppiC//serC//clpA//rsuA//qseB//sgrT//hybA//yaaU//rpnC//yeiE//pdxB//rpmF//yiaN//thiI//emrY//gutM//arsC//mioC//pta//ghoT//xapA//gpr//citC//tdcG//kdpC//yhfS//fpr//mnmA//zntR//msbA//ybgP//lgoR//msbA//ycjQ//ygfA//bssS//arnT//ycjU//ydiF//alsE//rlmC//yibT//focA//lexA//pstC//maeA//ais//dnaK//cspI//ispB//trpB//sapD//ligA//pflC//ihfA//acrZ//entE//rhaM//sfsA//crp//pgk//djlC//aroA//mqsA//glrK//pheT//sufA//yfaU//ffh//pdeH//
GO_0016054_5	ravA//phnP//phnO//yciE//yqaB//nadE//hupB//gsiA//rcnR//baeR//pyrL//yiaM//ydaC//yqjA//xseB//dsdC//fumC//hprS//bssS//cutA//cfa//tcyL//nfi//rnhA//lipA//cysC//atpF//yegV//hyfF//hflX//sbcD//yhbS//yqiH//pgpA//yihI//treF//purL//ibpA//dgcN//yfcV//torZ//rnhB//wzc//yidK//purB//yihV//spy//minC//rpoD//cbrC//nlpD//eutK//nrdG//yjjQ//csgD//plsX//hdeD//trkA//glpG//cas3//ybjL//puuA//ruvA//ravA//yehU//rpsE//phoR//thiD//lysO//hflK//cbtA//gmk//ydfK//cysC//cho//uxaA//dinG//ppiD//rhlB//ftnA//ykgM//ulaC//osmY//entF//purL//lysP//yadI//ydcP//truD//argE//ybjG//ais//wzyE//metH//fhlA//dtd//argP//cysS//queC//mhpR//thiQ//agaS//insI-2//yhaM//ybaO//mepM//rfaE//sxy//ydiB//gatD//waaG//ynjA//rsuA//yfdS//sspB//malY//yhcD//yqhC//glgC//garD//kdsB//livK//prs//iraP//glcB//mprA//wcaC//fadI//rpmB//acrZ//rffM//ypdI//pphA//gpmM//cutA//ulaG//rpsN//yqhC//insB-2//trg//waaU//dmlR//nikB//galF//yfcP//glpG//dgcF//fbp//sgrR//amyA//hslJ//hofN//pflC//helD//ynaI//
GO_0016070_6	yggE//glrR//acnA//yhbO//amiB//glsA2//wzyE//aroH//rlpA//ynfH//srlA//rfbX//ispH//rpmJ//idnD//groL//nuoH//hxpB//dnaN//gcvR//hxpB//rpsH//mazF//gpt//modC//tnaB//gudP//dppA//aslB//decR//bhsA//eutB//aroE//srlA//iscU//uidR//yiiE//folE//ascF//helD//yraN//paaE//yfcR//chpS//wrbA//dhaM//cysD//tag//folP//rpoA//potD//iaaA//rlmE//mltC//ilvD//pphB//ybiA//mdtK//fhlA//hisH//ytfQ//malP//yijE//dnaX//yehD//yeaK//yhjR//cydA//ssuC//frdC//cheB//xylA//fbp//ykfM//yhaC//ptsG//osmC//rplI//yedX//nagK//phoQ//rcnA//rpnD//ybgI//tqsA//nanR//cspG//tdcE//pyrG//nfuA//nmpC//lpxL//dgcN//ravA//insK//yafQ//katG//ydhJ//rpoS//yjfF//puuB//hcaF//pgm//aroB//yadV//betT//ybdR//malF//uhpB//yaiV//fimD//ldtB//lipB//rplR//cho//tdh//araE//cysP//erfK//ygiW//narU//rlmE//ssb//secB//ycbU//alsA//arnF//yadV//argE//ruvB//rplJ//ygjH//gatB//sspB//panB//rnb//yeeJ//potC//fliZ//gatD//yjeI//hybB//yejE//dcuC//mhpR//yihS//ybbN//rlmG//dkgB//torZ//hpt//gstB//dsbC//essD//dgoT//sixA//yecS//malG//phoR//cysB//kch//truD//nimT//tqsA//trkA//mfd//lolC//glnS//paoC//waaS//phoR//rlmN//yhjG//holE//mrdB//xanP//nagD//abpB//bglA//rbsB//ydeI//ilvI//pdeR//gudP//yaaU//sdhE//mdoD//fadK//ybjC//yraR//frvA//ftsB//narY//yaiP//casD//proP//frr//ybeY//xerD//cpxA//mglB//surA//sutR//ynfL//pheS//ttdT//dgkA//ydaC//accD//ydeM//ais//pgrR//bolA//malZ//elaB//tar//scpC//yiaL//waaO//mdtC//metN//ftsQ//argS//kdpA//tusA//trg//ldtC//nuoB//yfcR//oxyR//yghU//pstC//ybaO//atpA//secF//lplA//ilvB//yhaO//moaE//acnB//ldcC//xseA//mazG//manA//ndk//betA//map//dnaT//trmA//yhjB//osmE//fetB//aroH//atoS//purT//agaA//ccmE//fliD//ygeA//yciE//fixC//lyxK//hyfR//rof//gadC//tnaB//cadB//gutM//narJ//fhlA//cutC//metG//clcA//ldhA//sucB//lysO//ycjQ//lpxK//xerC//rlmG//treC//casA//intQ//envC//ybjG//mlaB//tnaB//pgaB//nuoB//umpG//fucI//smpB//lpxM//ykgM//
GO_0016071_7	nanA//tesB//epmB//yhgH//uof//potA//cobS//yhjC//ydhK//baeR//lolC//mog//lrhA//yccS//rimI//
GO_0016072_8	dmsB//ddpX//yjcS//hybG//agaC//yfgJ//ribA//fbaA//npr//fetB//malG//yfhM//potB//rbsC//fadI//yegT//priA//yafS//yqeG//yrfG//treA//sdaC//hupA//glsA1//osmE//bioD//rsmC//yhfK//ygaZ//dnaK//mhpB//mdtM//ulaB//gcvP//feaB//ispH//recA//relB//glcF//dicB//wzyE//rutR//allC//menC//
GO_0016075_8	pntA//yhaM//
GO_0016078_8	lptG//
GO_0016093_5	artI//ribF//
GO_0016094_6	srlE//rimM//
GO_0016114_6	yebG//
GO_0016137_6	ubiX//
GO_0016139_7	ygiS//
GO_0016226_5	selB//osmY//dauA//gcvH//alsC//nikA//yhaJ//citX//rplX//gloA//puuP//tolB//cof//holE//hdhA//ydcO//gsiA//mtgA//
GO_0016259_7	yafE//hyaC//holB//pepQ//
GO_0016260_8	umpG//dinJ//basR//
GO_0016310_6	yebC//elfG//yibT//ppx//rplS//nuoH//mlaC//yqeF//fadD//ybaK//gatY//yihI//thrC//def//glnQ//lysS//leuE//ralR//ybjX//tusA//kdsC//prs//thrL//glnD//fre//argI//prpC//yagF//metQ//hlyE//bioF//sfsA//menD//puuR//lpoB//xdhB//ygiW//ppsR//recE//era//hprS//ygjH//ydaN//yoaB//sohB//mraZ//ilvE//fixB//higA//hdeA//agaD//ybfE//rfbB//ribF//lolB//rimJ//glnB//waaJ//plsC//moaB//mtn//rffH//yagJ//ygfA//glyA//nrfD//ftsW//nusG//garP//chbR//ldcC//kup//ydfG//uhpC//fieF//tcyP//recO//alkA//mhpA//yjfP//yjhP//yiaO//rpsB//rbsA//intS//solA//plsX//nsrR//rplL//nuoM//umuD//hsrA//tsaB//nudG//arcC//yjfF//cysS//tcyN//mazG//priB//mcrB//metG//kdpC//hypF//bipA//asnC//csgE//tcyN//atpH//yhaM//rarA//selA//gntP//dsbB//ydeO//hicA//proA//
GO_0016311_6	eno//tag//tcyL//fadB//mtn//ybiH//ycfH//narH//dam//clpS//dgcF//ydjJ//waaU//fabG//etp//mngR//dtpA//lptC//flgC//nikR//prpC//yadI//pyrD//rzpD//ahr//ychO//maoP//sbp//yehZ//sanA//tatB//pflC//ygaZ//btuE//nanC//gldA//yfcR//ratA//rplK//yebS//pta//ybhR//slyA//hofQ//frvB//gpr//torI//mlaF//deoB//kdpA//rutC//accB//sufA//fadB//iscR//rlmD//lgt//pheP//cobS//recO//hipB//
GO_0016458_3	nrdF//mcrA//
GO_0016477_4	nrdH//
GO_0016485_6	hyfC//kdpE//yhcH//aroC//znuA//mdtQ//yhjV//mqsR//lamB//
GO_0016540_7	pgi//ispU//
GO_0016553_7	rep//
GO_0016556_7	rhaR//
GO_0016579_7	mdtN//
GO_0016998_5	rseB//
GO_0016999_5	lysO//lpxT//livF//araH//fdrA//uacT//hicA//npr//rspB//skp//caiE//yoaB//def//ompA//pepQ//fadD//mutS//cutA//rpsE//psuG//zapB//cysE//lon//arcC//gspJ//cynX//ybeF//ogrK//ruvA//mngB//rbsR//rhaR//ptrA//gspF//miaA//sufA//fliT//sgcB//arnF//pdxK//murG//folE//pflB//wcaJ//fetA//mgtL//ynbC//lptG//fliD//trxC//yihX//secM//prlF//icd//nuoB//mlaB//
GO_0017000_5	znuB//baeS//yjaZ//mgtA//mscS//citG//
GO_0017001_5	ascB//grpE//sucA//suhB//hyfC//glpT//cusC//ibsE//tadA//fdx//acrA//yjcS//yecS//yhaO//ftsA//yafC//acpS//yjjG//mdtG//yjaZ//rpmC//
GO_0017003_8	hyaD//rsmD//ymgF//rlmL//adk//caiD//
GO_0017004_7	preA//sbcB//murE//zur//mdtJ//rlmN//nupX//pgpC//livJ//yoaB//manY//
GO_0017006_7	ynbC//ydiR//hisQ//xseB//patA//glmU//
GO_0017013_7	pntB//lsrD//
GO_0017038_6	yhjV//pgk//yfgI//
GO_0017144_4	thiL//ychO//smrA//glsA//ydhC//rplB//recC//folP//torD//lptD//phnO//rayT//recT//yfaV//hyfA//dam//rpoD//dut//lsrR//pnuC//tcyJ//ompT//gadB//aes//fliM//rpnD//ilvA//pgaC//feoA//yidC//ybiJ//uspB//alaC//yqiI//rpmB//gatY//ydaN//marA//phnC//ynfH//rnpA//parE//kdgT//oxyR//ldrA//dnaJ//yhiM//baeS//hokE//atpG//ybbY//ubiX//tdcA//yedP//ghxQ//grcA//trpGD//ycgB//dxr//osmY//secE//glnE//gfcE//ais//ydjL//rnhA//fimH//mdoD//sseA//trpE//nimR//rhtA//nirD//yiaO//sixA//yfgJ//glsA2//motA//ortT//comR//acrE//yhhY//fecB//ygiV//alsB//puuE//sufB//livH//yjeH//aslB//dut//tpiA//acpH//tilS//csgF//nrfD//yjiY//cspD//pyrD//yiaN//csiR//nth//nagC//pepN//lpxP//erfK//rpsJ//ytfR//sdhD//yojI//uxuR//nanT//allC//hslO//hflD//lolE//araB//cysS//uidC//rspB//kdsD//ybgI//motA//rplO//gcvT//acrD//bcr//fklB//lexA//yfdC//xerC//ycaO//treB//cspC//uhpT//elfA//cbrC//nfi//ettA//recQ//rpnC//pgpC//ybgQ//alpA//cysG//gatZ//sppA//hofN//dedD//lptC//yfeR//cnu//gntU//napB//csgA//mak//dfp//yfhH//hpf//ypdI//rhtC//sdaB//tdcR//ycjQ//gcd//yafS//ymjB//pdxB//rplD//holB//dacD//yciK//mmuM//aspC//ydcR//pldB//yiaJ//dmlR//paaC//ydeE//moeA//glpG//cspI//aspA//zipA//eptB//rutD//mepM//yahF//hisG//xapA//maoP//citE//fliL//queD//yehB//hypA//nadE//wzyE//
GO_0017148_8	rstB//tcyN//pspG//cca//dapB//nirC//rsmH//yihX//hprR//fur//ybiT//mdoD//argA//tauD//cheW//dsbA//artJ//serC//nuoG//nepI//fis//intZ//yfeX//rfaG//
GO_0017185_8	flgB//
GO_0017189_7	mltA//
GO_0017198_7	sdiA//
GO_0018011_7	potG//
GO_0018012_8	birA//
GO_0018022_6	atpA//
GO_0018023_7	chpS//
GO_0018063_8	abgA//clsA//ispG//yghU//ghoS//
GO_0018065_7	proV//ampG//coaE//thiH//rutB//
GO_0018070_8	yraI//metI//
GO_0018104_8	flhD//ybeF//sthA//yhbQ//queC//wbbK//mdtI//rrrD//
GO_0018105_8	yoeE//decR//lysC//
GO_0018106_8	cysD//nrdR//btuB//pabB//eamB//ackA//mepA//livM//nagZ//yaaY//mlaE//oppD//ydiR//fieF//ispA//gpmA//ybdH//deoC//flgA//yieE//ispH//pgk//pgpA//rimL//trg//gppA//cycA//rutB//cysD//
GO_0018108_8	pdeD//rarA//kbaY//dcuR//idnD//
GO_0018117_8	gppA//
GO_0018125_6	raiA//
GO_0018126_7	cydB//
