#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgcA//yjtD//frsA//pcm//
GO_0010629_7	mglA//hha//ybcC//yejE//sbcD//prmB//aes//cbrC//ybjX//nrdI//malK//nemR//ydhJ//deoA//trmL//ddlA//agaV//zapE//yihR//pabA//pbpC//feoA//nrfD//gudX//nadE//hemH//rhaS//mdtC//degQ//insK//pdeD//katE//gpmM//yggD//yojI//yjeI//cheB//cusB//baeR//yghO//yccS//cyaA//ybaL//ybhS//ulaR//gntU//yciV//hslU//yihU//erfK//tag//yiiD//yegV//ubiA//ydeO//ybaO//ydjM//yebK//pdxH//sufS//mpaA//rplT//yihP//viaA//kbp//thiD//ydjJ//gntK//dnaT//baeS//yeeL//flgC//sufE//nth//atoB//rnd//gadB//prpC//uspG//hyfF//ddlA//lpcA//uvrY//dacC//hdeD//ycbB//flhE//bglJ//sgcX//fumA//hdeD//envR//speB//sgcB//ftsL//cyoB//gmhB//yagU//glgC//tonB//fadM//secE//barA//yehB//tusE//yhjD//ygaH//sugE//gutM//yqiG//leuB//hybD//betT//ybhI//otsA//elyC//dsdX//fixB//kduD//intF//mdtO//speF//napA//cysI//rpe//purC//yhcN//rsmJ//
GO_0010638_7	yecS//rhaA//
GO_0010639_7	mdtB//rbsD//gntK//
GO_0010646_5	arnE//
GO_0010648_6	tonB//
GO_0010675_6	tolA//sapD//entS//yqhD//wecE//xapB//
GO_0010676_7	atpG//intE//
GO_0010677_7	maoP//
GO_0010699_4	argE//dgcQ//
GO_0010810_5	lptC//alsA//
GO_0010817_4	ycbV//argG//hybA//glsA2//yafQ//rpsL//nikD//phoQ//trpA//queD//rlmL//dcuS//betI//tatB//
GO_0010827_7	sgcB//
GO_0010829_7	melB//
GO_0010876_4	pabB//
GO_0010906_6	ddlA//entD//
GO_0010907_7	ispG//
GO_0010911_5	phnC//oppB//emrK//
GO_0010921_6	ybgQ//suhB//rlmF//yfbS//
GO_0010941_5	atpA//
GO_0010948_7	eutB//srlB//
GO_0010951_8	fdoH//dapA//
GO_0010962_7	dxs//pliG//
GO_0010966_8	mepA//
GO_0010967_6	insH-6//
GO_0010974_7	yrdA//
GO_0012501_4	recJ//yihS//hofM//uxaB//emrD//arnB//ydiK//lpd//cysM//yjjX//nrfE//cysZ//murQ//
GO_0014070_5	yidR//ubiC//
GO_0015031_5	moeA//chbR//murI//yiaT//gloB//cusF//yaaU//nudB//iraP//sugE//thrA//agaA//hybO//yeeO//yedA//yfcR//rutG//ftsI//nrfG//cobC//flgK//fumB//csgE//sgcX//fimF//waaU//ghoT//yagI//ettA//gstB//yidA//sapA//napC//torI//lysR//hemB//uvrY//ibsE//hyaC//fadJ//rpoD//
GO_0015074_6	otsB//apaH//mutL//lrhA//nanE//glpB//pinQ//
GO_0015628_5	rpiB//idi//rppH//gadW//feoA//
GO_0015669_5	lsrB//
GO_0015670_6	bepA//
GO_0015672_7	wbbK//nirD//thrA//galP//ibsB//sfsB//dapB//paaG//aslB//ascF//rph//nrdF//malF//ralR//yeaE//narH//yfcQ//acs//pitA//rbsR//ybcJ//alsK//hisG//rcdA//ybaQ//nanA//ahr//miaA//ydiP//mrcB//glnA//mdoG//fliT//focA//entE//ortT//yfcP//yciA//xylF//lpxT//frdB//mdfA//lgoT//
GO_0015673_9	ftsA//
GO_0015675_9	thrB//ycfS//nusG//mrcA//mhpA//rhsD//cmoA//dinI//
GO_0015679_10	entB//udp//
GO_0015682_8	betI//gapC//mltD//dcuA//narV//rhaB//yegV//rpsR//yaiV//secA//fdx//hldE//
GO_0015684_9	xylA//bamB//dtpC//ldcC//allD//
GO_0015685_8	mngR//groS//tatD//ompF//frlR//paaD//
GO_0015687_7	sulA//sgbH//valS//dnaE//
GO_0015688_6	ftsZ//rimP//ynbD//bioC//ada//tamA//ybbY//rpnD//tsaB//yqiI//rutD//lnt//nadE//ydjE//lpxD//ompC//cyoD//mutM//
GO_0015689_8	araE//setA//manA//
GO_0015691_9	pstB//yaiW//trpL//murJ//
GO_0015692_8	gmk//
GO_0015693_9	ffh//tusE//
GO_0015695_6	ptrA//rffT//yieF//tsaD//allC//yceK//narZ//tktB//ribD//thrA//infB//rplW//lpoB//chpB//hsrA//sfmF//elfD//ppc//malF//fadA//zapD//yieH//thrC//ygbN//ogrK//adeD//bsmA//torY//oppD//alkA//
GO_0015696_6	zupT//fecA//mdtL//gltB//dcuB//frwB//cysH//argO//fadB//yjjU//tynA//napA//bdm//sufA//fhuF//rbsD//dsbD//frvA//seqA//ydfH//cysU//proW//kdpE//hycB//yagE//baeR//araG//nirD//hemA//sgcC//mnaT//
GO_0015697_7	tatC//dnaQ//rplY//treB//evgA//hofP//ybaE//tatB//stpA//rzoR//xthA//mdtE//yjbF//
GO_0015698_7	cysM//fucO//lolD//uspE//mdtD//rnb//hyaC//fepC//tatD//gspJ//csiR//dicB//kefC//lpp//rsmE//napF//xseA//uidA//murJ//ycaO//cbl//elaA//paaF//sbmC//hicB//fimG//upp//yjtD//hybO//hcaR//allS//secB//pyrB//kdsD//tufA//tar//rlmD//lgt//ccmC//slmA//bhsA//
GO_0015699_8	hypF//
GO_0015700_8	deoR//proP//
GO_0015706_6	fliL//recA//rfaQ//
GO_0015707_6	ycjP//argE//hisM//aqpZ//ampE//rluC//
GO_0015709_6	cyoA//
GO_0015710_8	ytfR//flgI//
GO_0015711_6	yeiL//galT//tsr//malG//gcd//dut//cheZ//surE//mdtN//mepM//rcnR//manA//dmsB//pheP//insA-1//nrdA//kdgT//sstT//serA//sdaB//motA//adeD//gltK//yafO//fruB//uspE//abpA//msrQ//hofM//ydcM//ygfX//argE//hybG//yceK//yhhY//rpiR//ybhP//trxA//pta//kduI//phnP//lexA//galF//bipA//hupA//yfaU//oppA//mqsR//rffG//rpnA//waaF//nusA//mglC//insI4//gspI//hisF//aroL//amiD//tauA//ridA//znuC//zraS//zraR//pgpA//ydjM//ydeO//yjaZ//yfeX//dkgB//maa//ybhA//osmF//rpmB//polA//nirC//yhjD//oppF//yobA//prpC//rnt//yafS//acrZ//rplK//ynbB//xylE//gloA//arnE//rpoE//tnaA//ygfI//glxK//fhuF//nanS//cheW//thiP//putP//rnpA//dacD//mdtK//glvB//nhaA//agaC//pinE//yjiM//pgi//yphC//aspS//argE//mdtK//livJ//yrdA//dtpC//ccmH//ssuA//atpD//mngB//yiiD//mntS//ilvC//fepA//uvrC//dpiB//ppiC//argS//hemF//frmA//metK//rimI//zraR//kbaZ//cadA//mzrA//ompT//mscK//yiaT//yieF//cobS//trpC//adiY//bioC//lplA//yidQ//bcsA//insB-4//
GO_0015712_7	ygbM//
GO_0015718_8	yidH//yjtD//fcl//alkB//seqA//thrB//pgk//cspB//ulaF//iscS//yhjV//hemE//folA//dgoD//cheB//manY//ycdY//waaJ//rluC//idnK//ychF//entE//fepB//yqaB//
GO_0015721_7	bamE//selB//
GO_0015724_7	malX//glvC//rho//
GO_0015726_8	fepB//
GO_0015727_7	fimI//argR//
GO_0015733_7	rhmD//
GO_0015734_6	casD//rpsM//creC//
GO_0015735_8	ybjD//
GO_0015736_9	ilvH//
GO_0015739_7	yedA//
GO_0015740_9	astB//patD//hisC//dinB//osmY//ddlB//sgrT//dnaK//metR//
GO_0015741_10	hchA//appY//
GO_0015743_10	ydaC//
GO_0015744_6	mdtP//fadE//araA//
GO_0015747_6	yjeI//
GO_0015748_6	yfaL//amyA//idnO//thiM//yjbF//intF//hofQ//rluF//pdhR//rhmD//ybdR//fadR//tpiA//yahO//ygfA//
GO_0015749_7	sbp//rpmA//rpsD//nrdB//nrdF//panC//waaP//ykgF//rplD//paaF//uidC//fdx//creB//yjiQ//cvpA//sbcD//rlmH//dsbG//rpiA//hsdR//tgt//tyrR//hdeD//glgX//secD//aphA//rplI//cspD//ycjD//spoT//ynaI//adiC//bamC//yciV//gcd//ybiO//glsA2//psd//hpf//yibT//cysZ//cusF//rffH//bglA//ogrK//
GO_0015750_8	pal//glxR//dinQ//nhaR//aceK//pinQ//yphB//speA//wecB//yegD//ltaE//mog//kdsB//
GO_0015751_9	ampD//hypA//mlaD//tomB//creC//araC//
GO_0015752_9	yfdS//sfsA//tatB//narJ//xylE//pheS//
GO_0015753_9	purC//glpG//hypT//
GO_0015754_9	cysN//iscS//insK//
GO_0015755_9	fadH//mdtE//udk//yehY//thiD//glsA1//yfdS//fadB//glgX//arnT//wecB//
GO_0015756_9	ybeF//yhfS//
GO_0015757_9	sufD//kduI//ypdA//ymdB//pal//yhaJ//frwD//
GO_0015760_8	yihV//
GO_0015761_9	atpD//cycA//ppx//
GO_0015762_9	exbB//
GO_0015764_7	deoR//dut//csgD//csdE//
GO_0015765_8	pabC//uvrC//fucI//dps//
GO_0015766_8	uof//dxs//emrD//aroA//gspF//insH-6//yedL//atpC//tktA//fliK//mdtB//torS//wecA//fruB//
GO_0015767_9	rraB//sfmF//tabA//fimD//
GO_0015768_9	hns//yphB//purA//mltF//yedX//cynS//
GO_0015769_9	insA-2//
GO_0015771_9	rfaE//rsmJ//dapB//dacC//
GO_0015772_7	glvC//kdpD//adiY//yhaC//ycbB//puuB//proB//secA//yihL//speC//curA//trkH//gpmA//tolC//glcA//focA//tsaD//
GO_0015774_7	livK//mhpC//flgJ//glpF//nadB//speD//
GO_0015778_7	rpmF//
GO_0015791_7	kdpA//ybeF//hscA//yccS//casE//yghG//menD//codB//
GO_0015793_7	exbB//ybdN//
GO_0015794_7	wcaB//sbmA//pepT//yeiL//rlmG//
GO_0015795_7	kgtP//
GO_0015796_7	higA//sdhC//rihC//lsrR//
GO_0015797_7	mreB//cydC//
GO_0015800_7	crp//lacI//fdoH//cdaR//
GO_0015801_7	ghxP//rpnC//codA//yeeA//wzb//cheY//uidR//insB-4//
GO_0015802_7	viaA//sgcR//cusC//erfK//casC//ybjI//csgF//
GO_0015803_7	argD//nadA//paaH//glmU//hisI//prkB//dgoK//thiQ//sdhE//dusB//tufA//
GO_0015804_7	oxyR//appY//ynfL//decR//yjgX//ilvM//mukB//caiT//mdfA//bolA//yqgF//ydiZ//gsiA//rsmI//gor//cyoA//yehW//ebgR//secD//ygiN//nikC//ligB//ybhP//melA//rsmI//serS//dgcJ//ushA//asnC//yadV//yjaA//lpxP//hflD//
GO_0015806_6	fieF//
GO_0015807_7	secA//dxs//ftsN//endA//topAI//cobS//ftsZ//dnaB//waaF//bdcA//mdoG//gspF//ccmE//mcrA//ruvC//yafS//ydiF//copA//dtpC//zupT//fliK//miaA//hisH//hcaB//ubiX//yhbO//dppD//ugpC//gstB//sohB//fliL//ydjE//yeiE//yhcF//yedX//mutH//dam//ybdZ//
GO_0015808_8	treA//marA//
GO_0015809_7	hemN//flgA//rnt//psuG//queC//gstA//
GO_0015810_8	skp//ghxP//
GO_0015811_7	ydiK//pntA//fbaA//fadB//napB//
GO_0015813_6	narP//yagG//rhaM//
GO_0015814_7	dfp//
GO_0015816_6	rcnR//
GO_0015817_7	csiR//
GO_0015818_7	yqjH//ygeR//gcvR//adeP//cysW//dgcN//sucC//
GO_0015820_7	yjeI//dgoD//fimD//nirB//guaA//ybiY//emrB//ilvM//cueO//
GO_0015821_7	cydD//phnH//cadA//polB//hycH//
GO_0015822_7	waaP//panD//
GO_0015823_7	acpP//speD//guaB//acrR//lptB//mdtC//argF//
GO_0015824_7	upp//rbsD//
GO_0015825_8	dgoK//
GO_0015826_7	ybjD//agaI//gstA//
GO_0015827_7	tnaB//vsr//treC//
GO_0015828_7	dacA//yebC//
GO_0015829_7	ybaM//putA//clpX//sugE//yeeO//cusF//yqcG//roxA//mtlA//
GO_0015830_7	nrfF//yagU//dmlA//
GO_0015833_6	pmbA//decR//gatD//hofN//preA//norR//rcsF//codA//uraA//artM//truD//hemF//lpxM//yidR//aroP//ybhA//lrhA//tomB//nlpE//rfaQ//hrpA//dmlA//pgpA//gadW//rfbB//narV//yajD//def//yaaA//aaeR//gatC//carB//perR//yqhD//ydiQ//plsX//rhtC//acnB//coaD//uvrD//yhaM//cheA//nudF//gnd//narJ//tcyN//fepG//holB//rfaE//rraA//chbA//dppB//rdgC//coaA//crfC//hflX//hisF//proC//puuB//exuT//ilvI//gfcE//eutD//cyoE//cheZ//nikC//csgE//xylE//gppA//ascG//suhB//sdaC//baeS//envC//nemA//modB//cpxR//ompR//
GO_0015834_7	entE//dgoA//tar//pykA//araF//
GO_0015835_6	cytR//rclB//ybdZ//cpsB//
GO_0015836_7	ubiD//purR//ldhA//
GO_0015838_8	dsdA//sapD//elaA//arfA//rhmD//metN//clcB//pdxY//mdtD//pyrH//cysD//ftsB//serS//
GO_0015839_7	glrR//
GO_0015846_6	ftsI//maeA//paaC//gpmM//yeiL//phnL//casE//dcuS//bdm//ycjD//yjbE//yjbH//yahK//mutS//opgE//fdoG//cynT//
GO_0015847_7	cpxP//hicB//yiaN//dgcZ//mdtA//insB-4//yciE//lptF//metF//rplI//lgoR//ulaR//purA//apt//clpB//
GO_0015848_7	guaB//cynX//gltD//phnI//argG//cusR//
GO_0015849_6	narP//rpoA//ampE//yjfF//yjjQ//yidK//ygeV//yqcC//mscK//nrdR//yfaV//treA//srlA//artJ//rhmD//yafN//entC//glcC//lpxT//nadA//yobF//rclR//potC//dhaK//folD//wecB//gspI//recT//ppiC//araD//mlaD//leuS//arnA//rluC//luxS//rpsB//bamA//gloC//ygbN//intQ//ghoS//pinQ//ycfH//apt//mdlB//ybaK//nagC//mntR//lnt//yhfK//flhA//sthA//ppiC//yijE//kdsB//ygeW//aroH//uxuB//elfA//ibsC//paaF//ygeX//chpB//ruvC//alkA//puuR//dfp//ldtE//relA//ccmE//yjhB//purF//yjiX//hybF//adhP//gntT//paaJ//ppc//uvrD//osmY//malF//rbsA//pinR//iscX//yahB//ftsN//carB//yggN//ghxP//acnA//nfuA//elyC//ydcS//yghU//ybdZ//cbpM//appC//yehT//parE//groL//araA//plsX//waaH//dgcJ//rlmL//mpaA//speG//ytfP//xanQ//dapA//glpX//hybB//rffT//sfmF//npr//
GO_0015850_6	sgbE//tatA//ccmD//nrfC//degP//fepD//narU//garK//recO//leuE//frlA//hisQ//rsmJ//ulaF//cysZ//yneE//rfe//ilvI//glsA//ubiX//opgB//paaC//fimA//
GO_0015851_6	malZ//panE//ydaV//dnaA//yadV//tcyP//chbC//nagA//bioD//uvrB//entB//yjiA//
GO_0015853_8	recE//artP//
GO_0015854_8	thiM//pliG//
GO_0015855_7	viaA//gyrA//mscL//
GO_0015856_8	cdsA//
GO_0015857_6	rraA//cadB//
GO_0015858_7	fliK//rpsG//torA//sbcC//mcbR//recN//tdcA//yjjI//fadH//
GO_0015860_7	tsx//kbaY//
GO_0015861_9	phoA//yehC//
GO_0015862_9	mrp//endA//
GO_0015863_8	relE//
GO_0015864_8	dgcE//torC//
GO_0015871_6	lptC//pdxH//yhjB//cysW//glcD//
GO_0015878_6	yadK//
GO_0015879_9	cmoB//
GO_0015882_7	prpR//ytfQ//trkG//
GO_0015886_6	yieH//ftsP//cmtB//alaA//argC//perR//rpoE//cysB//ybiH//
GO_0015887_7	eutA//
GO_0015888_6	mdtL//
GO_0015889_6	ycjP//insI3//mhpB//gsiC//rhaD//mdtJ//mutM//
GO_0015891_6	yfcU//bioF//mdtO//ybhJ//yhdH//ybeF//rpiA//asd//fbaA//yfdG//ydiQ//garK//tehB//rph//mltG//
GO_0015893_5	yfhH//gpmA//rnhB//rph//hemL//bglB//moeB//pepB//mdtM//amiB//ptrA//zupT//ccmC//chpB//betT//srlB//mlc//pinR//tsgA//dppA//rlmG//yihQ//cheR//recR//rne//rhsD//glpX//eco//ilvM//paaA//flhE//psd//waaA//tatC//ftp//ileS//envY//gntR//cheA//dsbB//clsA//guaA//csgE//deaD//aidB//rimO//yfdK//agaV//glpB//ubiE//caiE//thrL//erpA//cobC//trmD//ybhJ//glnH//cysK//clcA//dinG//leuC//mlaF//appB//hcaE//yfeR//narQ//mfd//cheB//dhaR//rpsG//yafS//ubiG//leuS//gluQ//mmuM//entA//folE//endA//spy//trmI//ynaI//zitB//zwf//rfbX//ytfP//cysP//guaB//umuD//pgaC//iraM//ulaE//ppx//frwB//eptC//deoB//rcsF//ycjQ//
GO_0015906_6	cysB//hypB//yjbG//dgcT//kefG//
GO_0015908_7	lgoD//potG//
GO_0015909_8	metE//
GO_0015912_8	yhbX//
GO_0015914_7	folE//mazG//rna//phr//lsrA//gcvP//lpxC//
GO_0015920_7	frvR//yieF//gluQ//sstT//yfcU//mutT//dinB//sbcC//frwB//
GO_0015931_6	tqsA//aas//ydcS//sapA//tatD//ydfH//ynfH//purR//evgA//yojI//sodA//mhpB//
GO_0015936_6	rsmH//yeeJ//fes//uhpT//
GO_0015937_7	narL//waaS//ivbL//dppA//
GO_0015939_5	kdpA//pntA//kduD//glgB//malK//
GO_0015940_6	mlaC//yphD//purL//yraN//serB//
GO_0015942_6	pdeL//leuA//yoeB//gspJ//pbpC//iscA//fepD//ynhF//rpmC//
GO_0015944_4	yjiQ//yfcG//emrK//dnaB//fixA//gluQ//cpxP//
GO_0015949_5	bamB//yqgB//rplK//lsrR//setA//ybaT//emrB//asnA//ydeP//dpiB//rimM//fumB//hemN//kefB//nrdH//rplQ//murG//nimR//moaA//yqhD//nikA//yafN//yfdS//allS//
GO_0015950_6	yjcE//fhuC//paaX//
GO_0015951_7	ribD//yejB//
GO_0015968_6	yhbX//
GO_0015969_8	insK//dedD//
GO_0015980_4	ybaO//sucB//sgbE//carB//pgk//acrA//dgoA//leuC//waaH//atpD//cpxA//potH//dicA//nuoF//ogt//argS//glvC//rplR//cbrC//mnaT//murE//sgcE//pdeD//cysH//fixA//yeaK//acrD//norV//bioC//ccmE//sapF//hycI//mutT//kdsD//rlmG//agaA//slyA//znuA//rpsT//iraD//ugpB//aroF//hscB//casE//ravA//lsrB//alaC//ydcR//nrdI//opgG//fimE//yeeL//ybaK//iscR//narH//pnp//lldR//dnaE//rpmE//phnH//sucC//ybcM//udp//moaC//queA//glnK//prmC//zraR//frsA//lplT//ppk//yieF//cfa//nmpC//aidB//hchA//fumC//ompT//mdtE//tauC//radD//yfeX//dxr//ytfR//guaA//hofP//
GO_0015985_9	rnlA//atoB//mcbR//ompW//
GO_0015986_7	adeP//prs//rhaA//hyfC//
GO_0015988_9	rcnB//yodD//ibsD//norW//rclB//mngB//hipB//radA//
GO_0015990_10	atpA//ybhD//yibH//fur//ychO//argC//cpxR//hybO//
GO_0016024_7	yceD//
GO_0016032_5	araB//rpmB//lptG//tdcC//adeD//hupB//ybcC//ybeQ//proB//yejF//dsbC//dacA//bdm//ansB//mliC//ushA//yehZ//phnH//
GO_0016036_6	hypD//ridA//paoC//pheM//fabI//rhlB//
GO_0016042_5	tktA//hdfR//otsA//gatZ//ykfI//rpsD//prkB//nusG//yhcD//ibpB//arnD//yehU//nimT//ygiW//glnS//murD//proX//glxK//dnaT//yheT//thiD//yihW//proA//rfaD//
GO_0016043_3	fabR//yceD//rlmF//tdcG//nirB//lgt//kbp//agaC//rpsG//nrfB//rihA//ybcF//dut//cadA//alaA//appY//rfaC//sdhA//yhbX//bcp//plsB//lolE//ligB//dxs//hofN//deoD//dgcZ//lsrA//hflD//hcaB//gnsB//amiB//yehT//tabA//dinG//cysN//wcaJ//chiP//cyoE//dapB//tsx//ddpA//galR//araC//tmk//tpiA//cmtA//phnG//hcaC//rutG//flgG//bglH//ydeP//malE//yfcF//appC//cof//bipA//aceB//ygeX//ydcP//osmF//ubiB//yodD//alsE//uhpA//qseC//ynaE//lpoA//ybhF//der//ydjK//rfbX//livK//mrdA//nlpD//ynaI//hyaC//aspS//fabH//ltaE//phoQ//dmsA//fecA//trkG//mqsR//ydjH//recB//pgi//tap//hslV//pmbA//sgcE//yehT//yfcR//atpC//yiaA//glxK//gapA//bioD2//yqjI//glnS//argB//hemG//hrpA//uxuA//ybiJ//rpoS//ybeY//hisI//pfkB//fimF//ygiV//pdeD//rpsK//ybaM//nfi//yiaB//coaA//mrr//hdeA//ybhS//tsf//fhlA//yehW//guaD//yceD//fumB//truD//patA//yneJ//basS//mtlD//feaB//dtd//fdnH//ttcA//appA//ygbI//acrF//ndh//djlC//rodZ//bdcR//mtgA//guaD//argG//rimM//fepB//ygeW//ytfR//cbrA//rnlB//trmJ//cpdB//mog//ycbU//rpsT//sspA//osmY//pabB//metR//yfeO//uxaA//rhaA//fhuF//mdoD//phoP//aroH//yidQ//ydiP//rffH//ugpB//thiH//ydjM//ubiB//ascF//valS//ruvA//yphF//yohD//yfcV//ycaO//proW//cydB//tehA//dtpC//ytfR//yahO//prkB//murD//bioP//yjcS//zapC//ybeQ//mntP//selB//potF//add//flgD//fecD//mmuP//queA//tdcD//hycB//infB//torA//rlmL//atoB//ftsA//
GO_0016051_5	yceD//greA//sstT//aes//yrdA//tdk//fumC//sdhE//rcsF//sfsA//cobC//elfG//manZ//secF//thiD//ydcR//cutA//yneL//rbsR//ssuD//ygeA//mngA//barA//rstB//minC//opgB//borD//cyoE//yehD//argO//gatY//oppF//yiaU//fklB//ydcZ//tcyL//yfaE//yieH//gcd//lgoR//polB//livF//nirC//yfgO//motA//alkB//lldD//prmB//mnaT//thiQ//yajO//hflC//xerD//tabA//yjbF//ybcQ//rimP//yegT//nikR//ygaV//yajO//fkpA//yjaA//sgcE//mcrA//ypdF//apt//clsA//eutB//bamB//hemA//eptC//frvA//selU//dhaK//sodA//waaQ//ypjD//cheB//rffT//artI//ykfI//kgtP//seqA//rplN//ydcM//sbmC//metN//pcm//mlaB//dgoR//ssuE//rpsO//tatC//paaK//yfaX//dinD//pinR//pheS//csgA//ppc//minC//agaA//
GO_0016052_5	argC//glpG//kdsD//ygeV//idnK//thyA//ydjJ//paaK//ttcA//yhcD//gstA//hyfF//asnC//rsmB//gatY//phnG//pgaC//cynS//alsB//rfaG//cheB//mdlA//carB//rfaE//mepH//opgD//grpE//guaA//miaB//spoT//gshB//phnI//hisC//fic//yciF//cueO//flgK//aroE//frmR//ybaL//yqiI//yciE//ulaC//gspF//iraD//yijO//csiD//ttdB//panF//priC//yhaM//yidD//rpsQ//yjhP//rlmA//rmf//sdhD//acs//tcyJ//bamC//elaA//sxy//yjcS//hyaA//fumC//pgk//nac//yehU//adhP//ccmH//kdgK//iaaA//rpsA//infB//prlC//sucC//acs//araG//bioD2//fbp//ldtB//gcvP//mcrA//sgbU//nhaB//crcB//puuP//yedA//dacD//lit//ypdI//ygbI//glpA//pyrL//ybiT//sodC//rnt//lptG//rpsL//pyrG//recG//yehB//yafE//opgG//csrA//galK//yhjB//ompG//pphB//fecB//ygaH//tar//pckA//hemD//chaA//
GO_0016053_5	purF//agaV//yggE//ybdO//gltK//proB//fadB//tehB//mntH//phoP//rimM//glxR//mmuM//fabD//lolD//ydiF//rpmC//yhaO//rpmB//feaB//wbbK//deoB//ispH//glcF//apt//cirA//caiE//lysP//rhaS//aspC//ompL//yiiM//dppB//recO//arnD//eutA//fes//pyrC//ydiF//xerC//proV//flhE//ilvI//fcl//diaA//cof//kefB//carA//rpmH//speB//bglB//ygcR//yraH//ettA//dps//folA//nadD//ascG//yfgJ//pflA//mepH//narW//qseC//rnhA//narX//rfaF//yqcC//cspG//nuoG//tas//sseA//frwC//gcvA//agaI//uhpC//dtpA//uvrD//bioP//eutB//cobC//cysZ//pyrG//atoB//tpx//waaP//tsaC//fepB//intS//rpsQ//cysM//mlaD//flhC//secM//cbl//ydbK//tar//mocA//nikC//serB//bglJ//proA//kefG//ldhA//rplM//nfi//rimP//potB//prpB//avtA//yhgF//intQ//cueO//srkA//yiaN//ttdA//hflD//xthA//sbmA//ompA//dgkA//nlpE//pckA//ilvB//rbbA//ybiI//rzpD//yceO//talB//polA//rpsB//waaJ//rpsN//envR//ilvH//fhuC//rdgB//yieK//ihfB//tusD//torC//glnA//gshB//rimJ//sgcX//rph//valS//ubiD//glrR//ybcQ//gstA//astB//zur//ybjI//phr//rpsO//mipA//cynT//kduD//pdxJ//fruB//yadC//menE//yihL//phoB//lacZ//rplT//ebgR//rsmD//preA//ydjJ//sdaC//pspC//tamB//afuB//envR//fimC//arsB//ompT//hmp//cptB//hypE//aroE//tehA//hslO//infC//tolA//ydcT//ftsP//alaS//
GO_0016054_5	yjjV//hslV//rimP//dnaX//phr//glpB//nanT//ybjX//ackA//soxS//mdh//yehU//ddpX//yheT//dxs//sbmA//sgcR//nsrR//azoR//intE//motA//paaE//rnc//lldR//clsA//yjeH//citC//tauB//recA//dapA//bcsQ//comR//ghrB//frdC//yiaT//insI4//clsB//lexA//scpB//yfbU//etk//bcsQ//elfA//trmL//setB//rplY//rplR//etp//hyi//hxpA//paaG//atpD//bcp//norV//yneJ//psuG//hofO//pntA//pabC//gsiD//rho//dnaK//rssA//ydhC//waaB//mdtE//yhaC//murF//rclB//metN//cpxR//fadR//feoB//yciV//murP//yghO//sucC//abgT//thrB//atpD//rsfS//tpx//cysE//eutK//kch//hisP//galP//paoC//ligA//paaZ//glnB//phnM//glcD//malQ//leuB//adiY//araD//ugpC//nrdI//actP//rseB//secY//narH//treB//ydeT//nrfC//galR//lyxK//cysQ//yehT//casC//ybcQ//yeaK//leuO//sad//glmM//cynT//trmL//lldD//wzzB//glnQ//bsmA//mdh//tbpA//bacA//artJ//rng//cbrC//rnlB//amiA//hyaC//relA//trpR//fadL//lptG//nanA//agaV//thiG//brnQ//narU//bisC//rsfS//mdtQ//wzzE//cysQ//ydeI//fabR//fdoI//bdm//nuoI//fadE//sgcA//fadJ//yejB//yibT//
