#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rcnB//feoC//nrfG//yfdG//
GO_0015893_5	rcsD//nikR//maoP//fadE//trpGD//truD//mlaE//gstB//ebgA//ybiW//ubiX//insA-2//rpsJ//ptsG//uspE//hyaB//ldcA//yjjV//higA//frvB//yfaV//yedA//lpxB//asd//acnA//wzzE//menH//creC//pdxA//fliT//ydeE//yafQ//puuE//ytfP//insI-2//alsA//epmA//btuC//yhcN//aceF//kilR//torY//fiu//yagF//rlmJ//rfaH//atpG//fepG//ptsG//yedL//hypE//rfbX//acrD//gapC//rzoR//thiQ//fruA//bamB//rbsD//essD//fabD//scpC//exuT//mglB//rcsB//yebG//focB//uvrC//ycfL//epmC//yggP//lysS//frr//ypdF//rimJ//galF//dmlR//aroK//envC//lrp//eutA//frwC//cyoA//rhlE//metQ//yejA//ybcF//kup//hupA//ybhD//zapB//dnaK//tilS//ptsH//gluQ//hyfF//mntR//
GO_0015906_6	tesB//pntB//ugpE//ygiN//prlC//
GO_0015908_7	menF//soxS//
GO_0015909_8	nadK//
GO_0015912_8	elaD//
GO_0015914_7	ybhP//dam//yacG//garK//lrp//mhpT//setC//
GO_0015920_7	norW//hcaT//fliM//pspF//recE//mrdA//csdE//argT//yecS//
GO_0015931_6	rpsE//hisI//yeaG//cstA//allB//secE//xylR//tsr//artQ//dpiB//eco//asd//
GO_0015936_6	yqgB//phnO//rplK//flgJ//
GO_0015937_7	bioD1//ynaI//tamA//proC//
GO_0015939_5	pabC//sutR//yciV//hyfC//yiaB//
GO_0015940_6	ttdB//hrpA//nrdA//ypdA//osmC//
GO_0015942_6	ldhA//bluR//speC//yihP//yoaB//rpsO//yidC//malZ//nrfE//
GO_0015944_4	tktA//fadM//fumA//xylE//yihS//yceK//yaiP//
GO_0015949_5	gdhA//rpoE//flhC//prpD//rseP//rpsN//trkG//murF//gpp//envC//yfbR//pspD//glmS//nudC//dinG//metB//rhlB//hiuH//rcsB//puuD//gstA//mnmC//fhuF//yihT//
GO_0015950_6	eptC//entD//ampG//
GO_0015951_7	rsmH//moaD//
GO_0015968_6	rffT//
GO_0015969_8	dcuC//tnaB//
GO_0015980_4	mtlD//rimK//gudD//garL//yehD//ydaC//mrdA//frvA//tdcB//wcaJ//prmA//chpS//hflD//cynX//prmC//fadK//yfgI//iraP//pgsA//ynfF//ygiN//fucI//ydaC//curA//waaP//focB//fadB//ubiF//puuE//dut//pdeL//insI-1//gstA//ldtB//rpsA//gldA//emrD//acrR//yahF//envC//emrB//yadI//paaJ//tig//yghW//ghoS//lysC//tdcB//mtr//ybdR//purC//glrR//yjjV//dmsA//zapC//mnmC//btuF//znuB//ruvB//purF//hycI//glnH//deoB//nfo//dapD//mdtQ//bamE//fumC//yifB//mog//guaC//yjgX//purA//tamA//rimO//mltC//fabZ//ygcR//hda//tabA//sad//allD//glcC//ilvB//rnd//ubiC//
GO_0015985_9	xapR//rlmD//dxs//epmA//
GO_0015986_7	cobU//ycjQ//ariR//gstB//
GO_0015988_9	thiM//eamB//rplT//mltD//lapA//ybjN//aroC//yjgX//
GO_0015990_10	rlmG//atoS//pspG//abgB//rpsL//wzb//ffh//rsfS//
GO_0016024_7	cspG//
GO_0016032_5	ybaM//yjhC//aceK//sufD//menE//yagG//recB//osmC//srlB//ispF//nudF//hybA//tyrA//ortT//yccA//basS//ydcM//sdhE//
GO_0016036_6	ykfM//frwC//ykgF//yigB//yghG//intA//
GO_0016042_5	gldA//ycaN//ulaG//ydcM//yqiI//rpoE//yedF//sdhB//prfC//rutC//focB//sspB//rnr//yefM//pyrG//mdlA//yieL//gcvH//hemB//srlA//citE//tsr//marR//gph//
GO_0016043_3	macA//aroD//arnA//cysC//ybeQ//fepB//yegD//modC//pcnB//sapB//sgcB//dcp//dgcF//rclC//rpmB//degS//fnr//ybeF//tcdA//yfhH//yibH//yjhP//rfaB//pepQ//bamD//yfcU//alaS//gcl//citX//tsgA//sucC//pdxA//focB//def//ulaB//hcaD//yiaL//acpH//yjiA//recQ//phnH//glpD//dfp//xthA//argA//rhaR//sgbH//fimZ//puuC//clpB//rhaT//lpxB//sgbU//exuR//rplM//mltF//cecR//menA//manX//bdm//gltX//yiiE//cadB//nikD//zupT//hybD//selD//cbrA//cysC//nadC//gyrB//insH-6//nikC//glnP//uspB//ykgA//bluF//chpS//atpE//xylE//pheP//entH//moeA//fepB//emrE//dtpA//tqsA//puuE//cmoA//recE//recO//pyrB//tpx//yadN//glpA//yfaV//mdaB//gltI//ftsZ//ampE//lsrR//yjjQ//torY//ycfJ//pdxB//rpsD//crfC//cbtA//tcyN//fepA//moeA//ldtD//rplM//tktB//rffC//ytfE//mmuP//nagZ//dacD//fliZ//glyS//hisA//secE//mhpB//thiD//ftsE//yoaB//ubiH//sodC//insE-1//ybiO//cysG//rclR//glpF//hcaR//torR//fiu//prpR//ugpE//tadA//csrA//hicB//ghrB//nuoF//glgB//mngB//cas3//frmA//cspA//thyA//macB//ftsH//hcaT//csdA//yfcR//lpxL//kdpA//ymfA//sspA//rhaA//ydhK//yfcV//carA//dkgB//ubiG//manX//luxS//thiC//ahr//arcA//deoR//argK//rutD//csgA//oppD//bcp//hofC//preT//thyA//rplP//frmR//rraB//murJ//atpG//rlmJ//marA//setA//aroK//yraR//umpH//btuD//cysM//rhaS//evgA//rraA//yajQ//ybjX//frvR//bipA//nudC//tcdA//codB//efp//btuB//mazF//galU//intA//gadC//queD//skp//
GO_0016051_5	galK//cobS//uxaC//gluQ//ubiF//ycjP//waaF//rpsI//ycbX//rpsR//recG//dgoR//dbpA//birA//cheY//ybjX//lolC//yadC//thyA//pnp//eutN//kdpA//ybiJ//fimH//pyrL//priC//pgm//tolA//borD//exuR//tusB//mhpA//rlmH//ydhQ//yfcQ//leuE//flhD//aaeB//tynA//wcaC//yfaV//lysP//bcsQ//hyaD//rhoL//ortT//ibpA//deoA//agaR//narU//glcF//yeaK//cydA//yhhT//yqgF//envR//psuT//setA//valS//tolR//lpxP//gatD//fieF//yqiH//oppA//hrsA//nadB//phoB//ynjD//selB//ldcA//zraS//rpsO//ydaC//pcm//ybiY//tdk//chbG//hemE//lpxD//ilvC//ybgI//ftnB//yhfS//efeO//ynfH//ftsN//yebQ//yjjQ//ybjG//mreB//flgD//mepA//tdcA//malE//eutK//rrrD//ddpA//secB//hyfC//kdpD//iraD//yggP//
GO_0016052_5	adk//rlmH//arcA//gcvA//argI//hisQ//srkA//soxR//rpmF//dcuD//chbF//mlaE//frwD//yedA//csrA//ydiZ//rpsR//malQ//yjjI//hcaC//ldrD//gdhA//yphC//bglA//frc//metL//zntR//gcvA//pdeD//tsaE//cptB//fliZ//mgsA//xylG//rihC//mreB//cbtA//spoT//manA//nudG//yahD//comR//rhaS//rmf//kbp//yhdH//thiG//ubiG//mtfA//nudB//nagC//tdcG//rusA//ydhK//otsB//folX//scpB//ynbD//yhdW//rna//rffT//sad//nth//chaC//lysS//nuoG//nadB//ybiJ//truB//mnmE//yhdJ//nadA//katE//yccX//moaD//ybcM//paaG//fis//sstT//murE//ampG//yheT//yfdC//yfhM//ulaE//rarA//hybC//yieF//soxR//cyoC//uhpA//yjeH//frdA//yhcH//emrE//phnM//livF//cysZ//recC//ydiP//rutF//uvrY//yeaE//ubiG//narZ//yciT//hupA//yafC//atpH//yeeJ//baeR//sgbE//hrpA//fliS//putP//
GO_0016053_5	mhpD//yciF//uidA//napB//glxK//yjcS//hflK//atpE//sthA//mocA//xylR//mhpB//rlmL//rplW//mdtO//yedL//eutK//glpK//atpC//cedA//wzzE//sfmC//btuE//rsmH//tktB//mdtP//citG//polB//hisD//nhaR//lpp//ydhK//sulA//serB//phoQ//rplQ//xapB//elfC//mdtP//btuR//ycfJ//hsrA//potD//waaS//dgcZ//rfbD//nikB//metC//mrcA//glpX//lptE//ygcW//ybeY//ybdO//yciA//lldP//pgaC//ydeT//dnaA//hemG//yfiR//frdB//flgM//pgpB//yggP//fimZ//yfdO//yiaF//nrfA//ydiK//treF//guaC//folA//hldE//sufB//rsmH//ampG//rhtA//yidZ//ynbD//hisC//yegS//abgB//glcE//hns//sdaC//trpC//guaA//dmsB//sfmA//trpA//fecC//ybcC//yiaU//fryC//rhtC//cydD//dxs//rfaE//dgcZ//rfaF//hupA//flgG//abgR//btuE//mutS//ydiF//yfiR//rutE//intE//argK//rhaA//yidL//fecC//bglH//yhjX//alsB//flhD//betA//clcB//yadM//rplJ//nagD//ybgI//oppB//glgB//dmlR//aceF//pck//hemC//tbpA//matP//phoQ//yagF//hscB//pliG//csgG//citG//recR//truD//galS//acrB//yqiI//exoX//nupG//fcl//rdgB//pdxA//ddpX//ycjR//ptsP//sfsB//hemH//prpC//sufD//tyrR//galU//trmD//valS//pdeH//bglH//topB//hpt//fhuB//ispB//narX//norV//rhlB//nsrR//avtA//rhsD//mtn//kdpA//map//nth//uspE//alkA//yhhT//nirD//tauC//epmC//folM//secG//ygiW//cpxP//cusF//ubiF//lipA//appY//
GO_0016054_5	pth//xanQ//cdh//htpX//yaaJ//yajD//amiD//tusE//sodA//menC//frwC//araG//fabG//dcd//prpC//dctA//dhaR//rpoD//hcaB//rhaM//pgpC//aceK//eptB//flhD//agaV//hisS//phnC//ubiI//rlmE//gloA//pflC//lacI//umpG//ykgO//nanC//ampH//tusC//lptD//aroC//dmsA//xylA//prmB//rfbD//glsA//yijO//casC//ibaG//mcrA//hisC//tdk//dicC//yhdX//waaU//rimL//ppk//entE//ompN//prs//asr//nrfD//nudG//ulaC//yjcS//aphA//ybjG//ybjI//higA//ybiX//spy//hemD//fre//ypdC//feoC//mlaC//pdhR//mreC//talB//nikB//ispF//ibpB//ydcZ//yccS//ygcO//ymgF//ghxP//yehD//artI//rluB//ydjJ//sulA//wzzE//qseC//waaC//dgkA//fcl//dbpA//gatD//mgsA//clpA//crl//ygaV//btuR//yidR//ccmD//fliK//argI//frlA//rplO//yciF//cytR//rplR//yfhH//lpxD//dapF//tatC//cho//sfmH//uhpB//yghG//dinJ//arsR//rplI//galR//ftsZ//yqhD//gyrB//gcl//brnQ//fhuB//rutD//dcuS//cmoM//srlE//dapB//tdcB//pdeR//mdtF//yfcF//yejF//fabH//efp//dcuA//waaS//rpiA//opgG//insI1//tynA//infB//acs//glxK//cadA//fabZ//hofP//yihR//pth//
GO_0016070_6	mglC//rpsE//yjbG//dkgA//tehA//oxc//nemA//dfp//hcaT//yccS//tolR//ugpA//yhbO//ldrA//hflC//cysS//sdhE//betB//yqaB//ypdI//yjhI//hfq//yciG//cysQ//cspG//entH//alaC//thiE//mnmA//lhr//guaD//decR//cmoB//ssb//fliL//oppB//amiA//hyfR//ptsG//sapB//yjiR//gyrB//csrA//gspJ//ssuA//hprS//tamB//prpB//infB//nadD//araA//proW//bisC//yohD//fiu//fadR//bioF//treF//nrfE//yfgO//ybjI//rhlE//lepB//wzzB//ycdY//truD//spy//rluB//hemL//etp//narY//envZ//oxc//rplX//yhjA//hypA//manZ//metL//gapA//menB//oppC//hpt//fbp//yjjV//rplQ//infC//cysM//corA//ydcO//idnD//chpB//gph//arnB//murJ//thrL//ynaI//yigL//fur//lon//cas1//yhaC//rpsN//essD//gloC//rfbC//fdnG//hcaD//waaL//amtB//rsmF//potF//citC//oppA//rpoH//ycgB//thiG//rbsR//ygfZ//murD//fdhE//hokB//hofM//mdaB//soxS//pdeD//glcC//mazG//diaA//yedP//rfe//umuD//ppk//ftsI//ulaC//hybE//pitA//yagG//prpR//chbC//sulA//yciG//ydeE//dedD//pck//argO//aaeA//yiaU//katG//uxuA//ydcT//ubiE//sdaB//tisB//sufA//arnF//ogt//acpT//yieE//cbeA//hybE//phnL//rlmF//rplW//torD//murQ//maoP//nagZ//dcd//ykgF//msrP//appC//ydjM//kdpA//yjaA//ypdA//yefM//agaB//rpmJ//fsr//mglC//aas//yeaG//sbmA//treR//yiiD//yihP//ybiV//zupT//mhpB//yicJ//rssB//xseA//metL//mliC//ilvL//yeeL//manX//mscS//yieH//ygjH//der//fucK//ravA//yfdG//yciT//rpnB//ftsZ//yehU//emrD//osmC//dsdX//ydiZ//ynfE//crl//zntA//aldB//elaD//smrA//tufB//narV//yceD//srlB//flhA//dgoR//elfC//malP//amyA//uxuB//mgtL//pgpA//narW//rclA//deoR//rpnC//mak//dld//ispG//hofO//yobF//clpS//cbrC//pgpA//rbsA//maeA//abgB//waaU//gutM//folE//ygbN//kdpF//glpT//frwD//eptA//narW//endA//putA//fepE//ydjH//dapF//argI//casB//ralR//hyfC//tsr//ytfT//lhr//ftsH//glsB//copA//yejF//rclC//ygfI//sbmA//pyrE//cysZ//hisI//cusS//casA//rraB//ppc//rpsL//hcaE//yjeI//hcaE//cobB//phoB//araG//dcd//fimG//dgcM//yajR//ygdG//agaR//ubiX//
GO_0016071_7	nupX//napB//hexR//hcaF//basR//rrrQ//ilvM//menC//ribE//mngA//ompC//cueR//tcyN//pstS//trmB//
GO_0016072_8	dgcF//epmC//sgcE//citX//citT//asr//araA//thrL//glcC//ligA//mdtG//ibpB//mdtE//sgcC//purD//ghxQ//tdcC//purR//uxaC//agaI//artJ//ybdH//perR//mdtI//tyrS//tamB//hofQ//dctR//pphB//hslR//sodC//surA//efeO//bdcA//gadC//cydB//yehC//ycjU//amiD//leuB//ynfE//hemH//iraM//aroE//
GO_0016075_8	dgcM//garK//
GO_0016078_8	mlaD//
GO_0016093_5	insF-1//ybeY//
GO_0016094_6	fecB//xylH//
GO_0016114_6	narX//
GO_0016137_6	minE//
GO_0016139_7	tatC//
GO_0016226_5	arfB//ftsN//fis//folA//aroP//rssB//yfcP//dusC//xapR//eutR//cheR//yifB//ynfK//fadL//yiiM//rbn//yadI//narL//
GO_0016259_7	msbA//bisC//ftsA//ilvH//
GO_0016260_8	narU//evgA//tyrA//
GO_0016310_6	lpxP//yahN//yhjD//znuA//rpnD//glgS//djlC//xerC//mltA//yafN//mgtA//prmC//treB//dinB//ybdM//iraD//dgoD//fruB//cutC//rpmH//waaS//fryC//thrC//psuG//yhjG//rbsC//cas2//mocA//bamC//btuD//priA//alaA//tynA//rhaB//chaC//yfaV//arnF//yiaF//malZ//yeeJ//puuE//rplB//entB//tdcG//ade//metN//proX//eptC//ybiT//fhuF//glmM//adk//smpB//ydiR//hemL//ybaE//bsmA//pntA//moaB//proA//yagJ//dosP//dnaB//aceB//ydiR//glyS//tyrR//yigB//bioP//mntR//rpmE//flgJ//ilvL//ulaR//yibF//guaC//adiA//puuR//acpH//tar//rfaB//yidR//glk//trpL//moaC//xapR//tyrR//gpp//ykgA//uidR//folC//yidP//sapC//gadC//panD//tktB//yeaK//otsB//narV//ybhR//fabG//ycjY//dsdX//artJ//pflA//yqhC//rfaG//ubiI//otsB//chbG//upp//nikA//yfaL//ccmE//ydaV//priC//ampG//
GO_0016311_6	phnK//dgcZ//astC//gutM//psd//pgaA//nanA//dsdX//frlB//thiD//secA//spy//caiT//yqiH//ybjL//manZ//rpsK//coaA//potH//pgaD//ybhJ//deoD//recN//uspF//recG//aqpZ//gpmA//ydhJ//nrfF//dnaJ//gspJ//ydiV//prlC//ptsH//exbB//galT//agaR//yqcC//panD//mltF//yiiD//artP//yfbU//essD//yfdG//yaaA//rtcB//argD//malP//rplO//yaiW//ilvI//narW//zupT//ffh//recD//lpcA//yfaL//yhjV//hexR//pphA//
GO_0016458_3	yfdO//elaA//
GO_0016477_4	pgaD//
GO_0016485_6	cbl//flgI//rsmE//rplK//rfaD//katG//ybhF//cyaY//sapB//
GO_0016540_7	ybiY//melA//
GO_0016553_7	yccS//
GO_0016556_7	aaeB//
GO_0016579_7	yphF//
GO_0016998_5	cpxA//
GO_0016999_5	rluF//fdx//murD//nikB//chbA//dnaE//lit//cysI//pck//gltI//manY//rlmD//rutC//dinD//waaL//mnmA//yhjC//der//mlaF//yneL//garK//wzzE//yedA//accA//recR//hypA//manY//cas2//cynX//sufS//mdtF//waaG//norV//fecC//rph//acs//ldrB//accD//amyA//mltC//ftsX//ykfI//norW//greA//pykF//cusC//cptB//ubiB//sdaA//umuC//ldrA//mscS//argI//yhjD//yneE//intS//
GO_0017000_5	viaA//hyfC//lsrG//frvB//nrdI//mdaB//
GO_0017001_5	prmA//cysB//yfcV//hflK//ndk//fliD//folX//rplW//bamD//mltG//flgC//ygfX//garP//bhsA//cptB//cydD//uhpC//entE//rutD//hisI//kdpA//
GO_0017003_8	phnP//gmhB//rpsS//serB//yidP//chbF//
GO_0017004_7	ltaE//rsmE//mdtM//hisH//rpsT//clpB//fliS//orn//ybgQ//yiiM//smrA//
GO_0017006_7	ade//yajO//yfcA//sgcA//acpH//ldtC//
GO_0017013_7	uvrY//acrD//
GO_0017038_6	yedP//ykgM//modC//
GO_0017144_4	phoA//hisM//betB//nikC//gcvA//hisH//intF//rhaT//purC//galM//fabD//ppk//rhaT//hypF//mdtN//paaB//ydjJ//rimJ//ybiJ//frlB//nanE//appC//lacI//yeiL//ybcC//prlC//abpB//ulaR//cpxP//yjhI//norW//flhC//yieH//rarD//metB//yfaE//cadA//ispA//yhaM//radA//ybaK//narH//putA//puuE//yiaF//priA//fdoI//carA//frwB//pheM//yjhB//phoA//rhaS//focA//fliG//ispG//hda//waaS//ydeP//insI4//ydjJ//mrcB//alaA//cpxP//sfsA//yiiM//arnT//ghoS//nrdI//cmtB//csgB//gpr//allR//pgpB//phr//ypdI//wcaC//idnK//hldE//rbsD//prfA//ompG//fixB//garD//caiT//rluF//ridA//yieF//prkB//yiaT//ycjD//folE//pdxA//recE//pmbA//pgaC//yhdW//rpnB//clsB//phnC//rpiB//mlaD//ftsE//cpxP//gabT//dapA//mmuP//melA//mltD//bepA//yhjB//cutC//ppc//kbaZ//mhpR//rdgB//ygbM//pabB//mliC//yfeD//acpT//paaD//ydcT//preA//nusG//rbn//thiI//poxB//ynjA//ymdB//ycdY//ygeA//pphA//speA//cdd//bfr//yiiM//fhuF//yhfK//yddL//deoR//galP//yjfF//csgA//ynbD//leuD//sapB//rcnR//dmlR//cpxR//elaD//potF//pgl//phnN//rimO//bfr//ssuA//yfeD//intZ//xylF//atpD//rihC//tyrA//ybhJ//psd//fdhE//dnaB//glpB//dhaK//pabC//flgD//yajO//yqjI//yohD//glgB//yiaT//artJ//ivbL//lpd//bfr//gspJ//zapB//sucB//suhB//yifB//yciV//yoaB//uxuR//aroD//rbsB//fdx//csgD//rcnB//lgt//ybhP//higA//yjjI//purF//npr//
GO_0017148_8	ivbL//lpxM//yifB//hprS//mglB//waaS//dsdA//rsmJ//pdxY//gatY//xisE//hcp//envR//cysI//pdhR//glcE//gldA//waaJ//bglH//gpt//ygaH//ansB//sgcA//eno//
GO_0017185_8	tktB//
GO_0017189_7	sufB//
GO_0017198_7	moaD//
GO_0018011_7	gadE//
GO_0018012_8	yoeE//
GO_0018022_6	rsmF//
GO_0018023_7	hslR//
GO_0018063_8	glsB//tyrA//cysI//pykF//glnP//
GO_0018065_7	bioA//glsA//glxR//putA//mrp//
GO_0018070_8	acs//tus//
GO_0018104_8	hcaR//speC//yfcF//codB//fimI//wzzB//pdhR//proW//
GO_0018105_8	crp//gcl//malZ//
GO_0018106_8	aspA//leuC//nrdR//ycjW//aphA//eutB//uacT//gspI//dpiB//parC//yegD//nlpD//holA//ybhI//feoA//rsmB//tolR//greA//fucO//rplQ//mepM//rplA//guaA//rfbX//garP//btuR//fabZ//ackA//nirC//
GO_0018108_8	waaZ//tabA//gstB//rsgA//cheZ//
GO_0018117_8	cydC//
GO_0018125_6	dacA//
GO_0018126_7	frvB//
GO_0018130_5	spoT//yfcA//sdhC//glpD//rfaB//kdpA//torY//obgE//yidQ//yihL//feaB//csgE//rzpR//pdeD//mglA//ldtE//recX//gadW//rlmE//ybiI//mdtI//ydgA//yidE//gudD//recO//ibaG//hemG//ssuA//dcuR//gyrA//yiiM//cadC//rluF//nanA//bcsQ//agaR//cpdA//appA//lptD//livK//torR//ynfL//elyC//rsmF//cho//rodZ//trpD//xylH//wecE//uvrA//tsaC//hemF//upp//nanK//ybbY//ispU//mltB//sufE//fsr//hypE//bcp//tdcC//lgoT//ompA//pinE//fumC//yidL//yehD//hmp//glvB//hisG//rcsF//waaQ//yjeI//ydfG//menD//dcp//cbrA//lsrB//narG//arnA//yjaZ//pspA//yiaN//nrfC//rpsG//tusB//prlC//ybdG//ycfH//cmtA//xylE//ptsG//folE//ligB//nusG//ybcL//yqaA//dut//tatE//yfgI//cysE//atpD//fabB//tcyL//yobF//yadC//hlyE//metR//rutE//ftsQ//yiaM//gntU//csgB//raiA//ytfT//mlaD//purR//emrD//malY//ynfH//rhaA//insB-2//frmB//folM//glcF//pepB//gntP//pldB//ubiE//envY//trxC//rpnC//truA//pdeK//ldtE//livK//rlmJ//gapA//yphB//lrhA//manX//menF//ompT//araE//nagB//mnmC//modA//phnK//mug//glpG//hsdR//matP//dam//garL//proQ//metK//hcaE//pntB//yfdR//aroA//atpD//leuE//artI//potG//mlaB//fadL//tomB//tusB//ihfA//chaA//potA//clsC//tqsA//ldrB//yfbU//yraR//cmtB//phnG//tisB//chbB//mutS//ccmD//gspI//fadK//rplP//tesB//nrdG//dgoR//hycB//gapA//ykgO//ybhP//priB//artJ//phnH//yghO//ybbY//pckA//rpe//ygiB//nupC//recO//speF//yejB//flgC//sstT//ybbY//recB//dnaC//nhaR//rbfA//ulaR//adiY//intE//dpiB//yfbS//exuT//thrC//garD//napD//ygeR//eutD//yhbS//csrD//hisS//mepS//ydiZ//nudF//yiiE//menC//rpoA//folP//dsdC//mipA//torZ//ybiV//glmU//hns//pykF//cusB//folP//dnaN//rpmJ//fiu//hcp//lnt//hdhA//ybdH//lpxC//ybhI//fimB//zapC//lpxT//btuF//sodB//idnK//mreD//yjtD//ubiC//ygeX//ydcP//ldcA//znuA//rimM//dxr//prpC//ptrA//gspI//fimG//rffT//hycI//ybfE//murC//fdhD//hslU//frmA//yhjD//yddM//ycjQ//dut//rpmG//argH//rluE//tufA//ivy//lldD//ydjH//hisG//ebgR//nfuA//nlpE//alkB//glcE//torD//ycjY//ssuE//ampE//erpA//bisC//gstB//lsrB//rraA//opgB//ugpC//sdhC//gloA//ybiJ//ibpA//pcnB//pflB//dacC//glpR//gstA//casC//agaC//yhcF//chpB//casA//narK//ytfR//nuoI//iscR//sdhC//yajL//eamB//glcE//frdA//efeO//gldA//nagB//arsR//nadB//kefF//prpR//dnaC//pbpG//metI//essD//mrr//casA//znuC//clcA//thyA//lptC//alsE//thiD//hyfR//alkA//manA//adiA//dmlR//kdsA//uxuB//nupX//arnT//rpmA//pabB//mtfA//sufS//dgoD//mdoD//mscM//insI-1//ompF//rplI//ydjL//pdxA//adeQ//acrD//sdiA//
GO_0018131_6	ogrK//pphA//
GO_0018160_8	srkA//
GO_0018175_7	tilS//
GO_0018193_7	dcuR//birA//yoeE//dcuA//amyA//pgl//coaA//mutY//rnt//aroE//glnD//pntB//leuE//yieK//dppC//ascF//dps//ulaC//rpmC//upp//hldE//ydiO//livK//yihT//trmJ//aidB//hyaD//fecD//ycdX//lolB//sstT//ompC//iraM//yebZ//cpxR//umpH//rpiB//yehY//yehY//thrL//cstA//yebS//exuR//ivbL//gpt//mioC//citX//zipA//murA//alr//tsaB//dapD//mhpB//yebZ//accA//rfaF//xthA//opgG//pitB//wecC//xapA//flhE//acrA//suhB//rrrQ//mhpT//rhmR//rtcR//agaW//fepE//phnN//
GO_0018194_8	gppA//torS//
GO_0018195_8	pyrF//
GO_0018197_8	yahN//hypB//
GO_0018198_8	aceA//adeD//fdnH//mdtI//srlA//napD//srlA//ybcJ//
GO_0018202_8	iscA//uxaC//pdeR//dnaE//speB//rpoH//cpdB//gmd//basR//ycgV//aqpZ//rclB//queD//wcaJ//ompL//mepH//mobA//mdoD//rlmA//fpr//dcuR//higA//cra//agaB//uxaA//idnT//yjiR//prlC//nirB//
GO_0018205_8	fryB//proB//dnaJ//rplO//fucA//dsbC//yeeL//oppA//puuE//fabI//dhaR//
GO_0018206_8	fadK//
GO_0018208_8	prpB//frvA//cirA//gltL//sspA//ybaQ//ybjX//bhsA//
GO_0018209_8	wzzE//rapA//lpxL//abgT//adiC//yqiI//hinT//
GO_0018212_8	oppF//ybdG//dfp//yiaO//qseB//
GO_0018215_7	polA//rhaS//
GO_0018246_8	pnuC//
GO_0018247_9	abgT//
GO_0018249_7	yjjU//
GO_0018282_7	asr//fdoG//
GO_0018283_6	panF//yabI//
GO_0018298_7	fimZ//
GO_0018307_7	yahI//
GO_0018315_8	pinE//
GO_0018339_9	secG//hiuH//
GO_0018345_8	ldrD//
GO_0018364_6	nanC//artJ//
GO_0018378_9	murQ//insH-5//gspJ//
GO_0018393_10	fliM//ddlA//
GO_0018394_9	fiu//yddL//deoC//
GO_0018410_8	aaeR//
GO_0018909_5	stpA//
GO_0018937_4	flgF//
GO_0018958_5	glpA//uvrD//tadA//ybaT//chbR//gudX//fadL//hcaD//rcsD//yidD//yjaA//
GO_0018960_4	metL//
GO_0018962_6	napC//dmsC//yfeD//efp//ompL//
GO_0018973_5	flgH//gltS//
GO_0018974_6	insH-6//hybB//
GO_0019042_6	yqaE//
GO_0019043_6	dcm//rsmI//blc//
GO_0019046_6	csdA//ygfI//otsA//
GO_0019048_6	hmp//ybcF//uxaB//narG//
GO_0019062_5	sfmA//
GO_0019068_6	sucA//lysA//
GO_0019076_6	cof//ybiH//gudX//lgt//
GO_0019184_7	entH//cirA//holD//yfaE//ubiX//sgbU//yjjI//lpxL//amiD//bioD//
GO_0019216_6	mtlA//hcaC//xseA//efp//
GO_0019217_7	rbfA//yphF//tauA//
