#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zapA//yggT//narK//murR//
GO_0071241_5	narZ//elbB//feaR//gatB//glpC//dcuA//nudC//holD//arnB//mpaA//cas1//cheW//ftsW//creC//napA//rcsF//sufC//
GO_0071243_5	slyA//
GO_0071248_6	zapD//fadE//yjjB//mqsA//ptsG//yidR//aphA//sapB//yebS//eco//sgcC//bcp//hofQ//bglF//
GO_0071249_6	gcvA//purB//
GO_0071250_6	fimH//tdcE//
GO_0071265_5	smrA//rnd//argG//galM//moaB//
GO_0071266_6	sohB//uidA//
GO_0071267_6	clpX//hdeA//nfsB//
GO_0071270_6	sgcC//sapD//
GO_0071271_7	dsbD//rcsF//
GO_0071276_7	icd//ydeO//
GO_0071280_7	yfaE//gloB//
GO_0071284_7	uup//
GO_0071286_7	insB-2//cspB//
GO_0071287_7	paoC//
GO_0071288_7	kup//queC//
GO_0071289_7	motA//
GO_0071291_6	bsmA//
GO_0071292_7	ydjH//rnlA//
GO_0071294_7	hpf//solA//
GO_0071310_5	tisB//citC//ompA//yfiR//cbrA//rpmJ//dppF//nuoM//purB//lpcA//malG//
GO_0071417_5	nanS//lipB//ttdB//
GO_0071421_9	asnS//malY//feoA//
GO_0071422_7	trmA//yadM//moaA//
GO_0071423_8	tdh//
GO_0071453_5	sdhB//rpnC//udp//
GO_0071454_5	hemL//hlyE//
GO_0071456_5	hybG//
GO_0071467_5	cytR//purN//ygfX//yfeO//citT//abgB//yafE//lpd//artM//ldrB//agp//
GO_0071468_6	fimH//rihC//holB//zwf//elfC//csgB//btuR//atpG//recJ//nrdI//
GO_0071470_5	yjjV//agp//ybjG//fliD//caiE//rhaT//cheY//nrdE//ybhF//ompG//
GO_0071474_6	dsdC//lplT//eptC//insB-4//
GO_0071478_5	bglX//flgK//nimT//
GO_0071482_6	abgT//secG//cysM//
GO_0071483_7	mdtG//
GO_0071495_4	mhpR//cra//gloA//
GO_0071496_4	dinJ//tusE//ibsA//yneE//phnP//rnr//trpL//ldtC//dgkA//galT//mdaB//sdhB//corA//adhE//ydjE//wecA//sfmA//purD//yodD//yfcV//afuB//acrZ//ccmG//chaC//rsmJ//rlmA//uxuB//yjhC//cyaY//tpx//mdtF//sseA//ppiC//dgoR//glpD//cnu//fliK//agaS//mdtJ//surA//ileS//emrB//gltI//ygiN//agp//gmd//yrfG//yeeO//rhaR//arnD//rrrD//yggF//torD//
GO_0071500_5	glpT//
GO_0071502_5	lptD//
GO_0071545_6	mmuP//ynjA//
GO_0071554_3	ugpA//fcl//surA//purA//tnaB//mhpD//accB//yiaF//mdtL//fepB//uxaC//yehZ//melB//rplN//ftsQ//rluA//malF//ndh//tauD//nrdA//rhaT//entB//acrF//
GO_0071555_4	rpnB//fimI//adiC//gstA//wzyE//rnhB//rbsK//upp//uhpB//chpS//yejF//yhaM//nagB//
GO_0071577_9	envY//nfo//dmsC//ynbC//dacC//wrbA//ilvA//
GO_0071616_6	fadJ//yhhT//
GO_0071702_5	erfK//waaZ//sstT//trpR//aroC//sufB//rlmD//yahB//mazF//yihT//glsA1//perR//ydiF//yhjC//yhaV//yfcQ//rpoH//fepA//caiT//hexR//waaU//hofM//ygfI//yhgH//yeeL//yieK//menA//ltaE//fdhD//csgF//garP//yfiF//nirC//yeeJ//fcl//dgcF//hcaE//hcaT//sgcA//rodZ//dinQ//nepI//mfd//hisB//ggt//nrdA//ldrA//udk//cheZ//tas//fhuB//focA//prlC//sppA//nanS//nrfA//rfaF//hofC//mglC//glxR//yjaA//clsA//rpsQ//kefG//fdnH//rpsO//tktB//mhpR//carB//mdtD//ybjD//opgD//yfiC//lacI//rbsC//ulaE//prs//ynfH//fumC//glmU//artQ//yghU//uvrD//fdhF//nepI//agaI//puuR//adeP//groL//yihT//pepD//yibA//ettA//araD//lapA//mreB//lhr//murG//purA//ahr//ilvD//ackA//ypdC//rpsK//yihW//narK//rraA//pphA//dsdX//cedA//eptB//cycA//yneL//lepB//glpK//wbbK//glnA//msrC//metR//bioH//ldtE//mocA//rayT//yihX//dmsA//nudC//ybaK//sgbH//degS//gpt//recR//aspA//insI-1//ariR//trmI//ppiA//lit//ygeA//uhpB//cytR//dsdX//pdeD//ulaC//mntS//rimI//rcnB//mltG//tyrB//dedD//asmA//ssuE//fabZ//ghxQ//psuG//glk//tatE//dgkA//paaZ//aceA//phnG//mglC//insH-5//mtlR//smrA//feoB//rpsI//hisQ//gcd//garR//ydiR//def//speC//pgm//higB//yehD//rmf//osmC//pckA//hisI//modA//arnD//sgbH//srlA//htpG//sutR//lsrK//waaB//yhgF//ybcL//fucP//yghG//afuC//hpf//trg//fabH//ruvA//bamA//lipA//gudP//metH//sbcD//ymfK//fis//aaeA//rbsK//rodZ//ybdZ//yfaE//agaW//clpS//hyaD//metI//trg//nepI//hldE//artP//yeiL//rffT//yjjV//dusC//bisC//aldB//cas3//acpH//cspG//rcsB//yidD//ycjP//ralR//rpoS//yqgB//lldR//dppD//yihQ//nadE//yggN//galU//hrsA//potF//dsbC//higA//ptsG//cutC//ldtB//fhuD//rnlA//tnaB//ilvH//casC//ycfH//tilS//yihP//gltB//queE//ompG//syd//dmsC//sanA//fimH//zapE//efp//tomB//tsaB//rodZ//fepD//rffC//waaS//cydD//rbsC//hokB//emrD//rnlA//mmuP//ybjN//cmk//plsX//hslJ//envR//norR//ygjR//gspJ//prpR//ybcQ//ahr//modC//ybdZ//sufA//nanT//tonB//murJ//idi//tbpA//gadB//yjaZ//infB//ydcS//rcnR//lolB//copA//yphB//tolB//guaB//murE//pitA//afuB//gapA//hslO//intF//frr//insI4//sufC//uacT//marR//narG//pncB//cyoC//lpxH//oppA//bglF//cfa//aroB//yhfS//rpiR//yahN//paoC//recB//yggP//tbpA//yfeW//ybhF//csgA//dnaC//ydhQ//ugpE//yqjI//ansB//allR//rpsO//ldhA//mtr//aroG//rplR//hemN//mnmA//flgF//ydiZ//insI-2//mdlA//phnG//hscC//flhD//uvrA//sbcD//fecA//bacA//yjjB//lit//adhE//lexA//ilvI//menF//tamB//cpxP//ybiS//ynbC//rplS//ybhI//cysG//carA//glpF//dhaR//hchA//lpoA//ygeR//yheT//lgoT//yafO//ycjY//moaD//fumA//rpe//mrdA//narL//guaB//garK//flgM//ygeX//trpE//ydhK//amiA//
GO_0071704_3	tufB//tsaC//rlmF//ybfA//clpX//envR//iclR//mdaB//uspC//envY//yieK//clpP//cadA//elfA//yieL//yidA//gppA//mfd//nadD//yajR//ygaH//nfo//glpF//ygaZ//rluF//speB//argG//clcA//torZ//tynA//spoT//yadV//cdh//lyxK//phoA//xapB//lgoT//rcsB//puuB//folP//dtpC//rsmI//queA//glyA//msrA//sodA//lgt//slt//kilR//yggE//ycbU//pgl//hisQ//acnB//opgD//fkpA//dhaK//menC//pyrL//hybD//nlpA//yebG//hiuH//dctR//rbfA//yhjD//adeD//yjeH//dicA//hprS//menF//pykA//cysG//sgcE//queD//dkgA//gsiD//epmB//yabI//exbD//deoR//rssB//viaA//hybE//yihU//frwD//shoB//rpsR//yjaZ//prlF//rsmC//glnQ//murB//csiR//relA//dinQ//insB-4//yrbG//araH//hyaB//ynfE//tatC//setA//cspI//ydjK//ybaM//yfcF//alkB//chbB//mmuM//adiA//pgaB//ydeO//rbbA//decR//yidL//ymgF//hofM//frlR//yihL//pyrL//yebC//yqiI//ydcT//ompW//fhuF//hypE//yccA//rclB//allS//fixB//gor//pykF//gluQ//fkpB//selB//sixA//fhlA//recT//fimC//flhD//ddpA//arsR//fhlA//yobA//paaX//dsbC//dicB//kup//rbsC//queF//coaD//casC//rluD//msrP//hycH//queE//zinT//yedX//potB//rpsS//fhuD//yjhB//pdeK//hscC//yphD//dadA//pinQ//mhpR//emrD//nirC//ttdT//ubiF//rlmF//fucK//paaX//yibT//hokB//ypdI//cas1//hipB//gudP//yedL//betT//feaR//eutA//pgpC//kdpF//arfA//fimG//nupX//paaH//hinT//avtA//nlpI//malX//otsA//iraD//dosP//yqeA//lysC//rplK//cstA//basS//ftsE//acpH//ccmF//asnA//mdtN//pgl//erfK//stpA//recQ//aroA//argO//cysB//araD//lolB//ygbN//topA//yjhH//yahN//fumC//cydA//rfe//ampD//cspA//cbpM//glxK//ompC//frc//napC//nlpI//ydeP//artM//cbrA//ybeY//minC//malF//ppx//yggX//cbtA//cnu//edd//acrA//yohD//ampE//cpxA//cspC//mnaT//pepB//hda//yjiM//aas//ftsX//rpnB//fecA//flgJ//groL//yidC//yihS//mdtP//rlmH//rtcR//yehU//frmB//panE//mgrB//allB//galP//cpsB//rne//priB//hybG//yehC//atpD//ugpC//rpsS//cysN//yjjX//hofQ//chbR//zapB//rna//yafN//yjbH//citT//wzb//allD//rplY//chbA//pbpG//phnC//lolC//galK//sbp//thrA//yabI//pyrB//rplT//arfB//yigB//ubiE//yceD//nrdR//proW//tnaC//msrC//thiD//macA//frlA//gspF//rpe//yidP//malF//bipA//glk//acrE//yfbV//ydeP//tusE//ahr//serB//envZ//bamC//yfaE//cysE//asd//ydiP//ldrB//livH//argP//npr//tdcA//yghU//kduI//yghB//mdaB//fliS//cra//csdE//yhjA//pgaB//rpsA//yfeO//thiD//intE//rutC//trmH//yfcF//cysM//mhpB//ybhS//orn//rpsP//hicA//yhcD//uhpA//yihP//mlaB//paoC//frsA//hflD//tpx//betT//cueR//purB//arsB//phoQ//ugpB//yeiL//mlaD//yjtD//tatB//pstB//hipB//lysP//chiP//pncB//gntT//cysK//caiT//ybiI//yaaJ//mraY//ftsI//pcnB//ssb//torI//trxC//rplN//preT//elaD//argF//rffM//mlaB//rplB//rutC//ppsR//topAI//htrE//lapA//yhcH//cynX//yghO//trpB//rplS//gcvA//appC//glpK//astB//rpsJ//zapB//ais//metH//rhaB//ebgR//dusC//hsdR//kdgR//moeB//ybaM//napA//fabB//ydcI//gloC//mdoD//xseB//csgE//umpH//sbmC//bhsA//wecC//mdtP//entF//nhaR//abgB//flgG//ygiV//lyxK//nfuA//appA//eno//gudX//nrdA//hsrA//hofN//yidK//hofP//waaS//ygiS//panF//dut//oppA//hemB//betI//tomB//sfsA//hisD//lldD//cbtA//ybaO//rnlA//dppA//yeeY//sodB//sgrR//mutY//caiB//fhuD//sgcE//djlC//nupG//envZ//murE//tonB//purT//ygjR//cysS//ssuC//ssuD//ymgF//evgS//srmB//corA//araA//gpp//insE-1//hldE//livH//yhjD//fmt//emrK//ebgR//secG//ydfD//cspI//rpnC//paaB//edd//nrfD//macB//def//araB//ygiV//dsdC//citC//gstA//ssuB//yfhM//proQ//flgB//sbmA//cspA//rimP//lysU//treA//csgD//hcaB//aroH//ymgF//yjcO//caiF//dinB//emrB//ubiA//ymgF//ribC//araG//yagF//cadA//allS//yebQ//mog//smpB//yqaA//ptsP//mscL//gyrB//kdsC//xylA//ddpX//umpH//rseP//yagF//ybeY//kdsC//tsaB//alsK//fadJ//citE//cycA//aldA//nrdR//rpsM//leuB//udp//eco//mngB//deoR//tdcG//paaK//glnB//mtfA//nupC//cydC//lysR//patA//yegT//frlB//artP//ydcR//gatY//ygaZ//tolQ//rhtA//aroK//bssS//yegT//rpsM//yehD//paaC//dcyD//aer//ldcA//mdtC//gluQ//yneE//thiM//ligA//rhaB//gltS//hyaB//trxC//ykfM//tsaE//hofO//yaiP//ftsK//umpG//opgC//rffG//raiA//hemL//glpB//yehW//sapF//gltL//yfcG//msrB//rluC//pdeR//sfmA//fliL//gntK//hypC//dsdA//fadH//mdlA//dppC//cysS//yehC//pyrC//fimA//purU//crcB//lptC//iclR//tnaB//cspE//ydfD//xseB//fiu//deoD//yqjI//garR//ydjH//rbsR//yhgF//eamA//ompL//mutT//uidA//menH//pitB//zraS//tolR//wcaJ//sthA//nanR//trpA//ykfI//tgt//fucK//araF//tomB//lpxK//trpL//lit//yehP//flgM//fepD//tgt//polB//trpD//yedA//gpmM//cedA//exuR//ppc//ftsP//rpiA//livF//dppA//argO//ycdX//rsmC//dnaK//thiH//rcsC//hsdR//ypdF//ccmD//bioH//ygjR//entF//atpE//flgM//yehP//yhfS//rutD//asnB//tatA//fmt//pdxB//nagC//ydhQ//rluF//kdpD//ygbL//nlpI//opgH//pepA//phnL//queF//phoA//yhfS//insI-2//uvrA//yjtD//pldB//xapR//glxR//fimB//priB//bdcR//rzoR//cheZ//folP//mreC//dgcT//nupC//nfuA//aroC//ggt//rpiA//helD//yghO//dnaX//mlaE//paaX//aaeR//fliT//rpsE//recN//rlmD//pgm//sgbU//orn//gcvP//msrC//tomB//tmcA//ydgA//yiiD//cra//metC//rhlB//ydjM//cho//lepA//ygcW//betI//rplI//tolB//ssuE//glcA//ycjP//ygeA//ybdN//phr//ubiX//yebQ//basR//prpR//yhgF//argH//epmB//dnaT//yaaY//ibsE//hsrA//iraD//artJ//sufE//yedP//betA//mipA//rplN//yfeR//mhpC//trmO//agaR//nei//sbmC//ygiN//ycjD//cspC//ydiF//rfbB//hofQ//pyrH//pepD//hinT//ispF//aroK//yqjA//yccS//phnC//ynbB//glnL//phoA//cysZ//cyaY//ygeX//syd//artM//dxr//orn//hsdM//tamB//insH-5//srlR//fumC//yhjV//nanR//zapD//sdhA//menI//argH//hdeB//lpoA//ilvN//lacZ//ftnB//yadC//ynfK//tatD//dusC//ftnB//glcA//ulaG//trpE//gudP//rraA//mdh//maa//gpmA//pntA//narV//ybaO//kdsB//nhaR//fdnG//glgS//atoS//yajO//sbmA//nanK//pheP//abpB//panD//gltK//narQ//aidB//dsbG//ybiA//yadG//eptB//yhbO//recN//cpxR//ybiS//nagE//frdA//sixA//ldrB//dnaA//yegD//acrD//aroB//glgB//yqeG//kefB//prfC//rpsB//cbeA//essD//yjfP//napC//insI3//paaZ//npr//lplA//recJ//rlmA//yqeG//tdcA//yjcO//garK//treC//nuoL//uspB//gnd//cmtB//rplT//rsmJ//creB//pgaA//hslJ//yfeW//ydcR//narQ//sulA//ybiO//caiB//betB//slt//ftp//pstB//nhaB//rpsP//yajL//dapF//yihT//yifB//ybcL//nupC//dsdC//ddlB//hisQ//mrcA//arcC//plsC//recC//codB//wecA//fryB//secY//rlmN//glcF//yafN//fdnI//fetA//yneL//sdiA//eutR//glcF//yfeO//rhsD//tilS//yggW//pck//nikE//sapB//gfcE//cbrC//ptsI//dsdX//menH//trmD//intQ//polA//hybB//allR//fruA//yqgB//hyaD//acrB//thiG//rsmF//skp//ydfH//feoC//lspA//pmbA//ispA//yjjG//dps//nrfE//add//flgH//phoA//rutA//waaH//rpsB//wbbK//lolA//tsgA//fimB//rhaS//dcm//crr//ybdO//cydA//ybjD//rpiR//cdd//hyaB//xapA//potB//yfbS//dgcN//rplS//yiaB//rlmC//fabI//hscA//ynhG//dhaR//acpP//malF//hslU//nuoN//aroE//hycH//fabH//ybjL//dnaC//ydeO//elaB//mtn//map//hsrA//greA//yhaO//mdtI//cyaA//yafE//elyC//tdh//malP//cueO//cmk//ypdC//arfB//tamB//tynA//xylB//dcp//ybaQ//xylR//argE//ybjN//fliZ//truA//tsf//rppH//lyxK//hofP//pta//bssS//argC//yihT//ftsQ//hycB//hyfF//sbcC//rplD//sucA//speB//htrE//ycjU//yhjR//torR//ttdB//yecS//yahB//uof//recJ//dcuB//garK//hha//narI//yidZ//rsmA//rfaF//recO//cpsB//rbsR//oppD//glgB//torR//perR//ribB//dgoR//vsr//ybdR//betB//torD//recT//acpS//uup//yghB//coaA//fepB//trmI//rimM//phr//rhlE//mcbR//uxuA//lgoR//clpS//sgcA//tauA//acs//yjbF//livJ//waaG//rplX//ygiN//fimG//dsdX//dsbG//yaaY//murD//ypdF//artQ//rcsB//nrfG//hicB//arfB//hns//iscR//setC//psd//bdcR//uhpC//ytfR//artP//rpiR//ilvD//glyS//ribB//aaeA//pckA//diaA//fsr//feoC//ynaE//fis//elfA//hyaC//ybeF//gpsA//prfB//sanA//xylG//fabR//hypB//rpmH//yjjW//aroH//ais//phnL//hslR//manA//uxaA//dppB//sufD//elaD//acrF//yhfS//tomB//tus//rnd//chpS//rffH//pagP//zapC//proX//cynX//yidP//rihC//paaC//dgcF//hisD//fimA//yjbF//rnb//rnd//ygiB//yfaV//fryA//hsdM//ldcC//rseB//dcuR//trxA//ibsC//nanC//hslU//rutC//yhjC//hemL//hslJ//tag//cmtA//ugd//cutA//rplC//rihC//ybfE//yfiF//secD//elfA//yccS//appY//trpA//dacA//xylE//cpdA//nrdG//uraA//ygiV//rplE//pphA//yjeH//mppA//thyA//yjeH//cvrA//bglH//yoeB//yhbO//kdpC//ompW//yehZ//bdcA//gyrB//hsdR//yccA//ybbY//nupC//yiaA//lysP//acpT//yhbX//fadR//aroD//bglX//moaA//hokE//sxy//ynfF//dnaE//yegT//yfcF//satP//rhsD//arnA//dnaG//lpxM//yejF//motA//dnaE//galP//gspI//rplQ//aroP//recF//hicA//tas//chpB//rmf//oxyR//ampH//yneL//yfcQ//lolC//mepA//malX//ypdB//agaA//ydhJ//ruvB//ydiQ//gstA//trpB//rarD//dsdX//patA//araH//ilvA//cyaA//hemN//ssuE//ulaD//rdgC//abgB//yjbH//yeaK//yjeH//ttdB//rpsD//mepA//cpxA//yqjI//tdh//waaO//manY//rcdA//phnG//tsgA//rlmE//nlpD//fabD//lit//ileS//pntB//msrC//acrF//yhjC//chbA//dadA//grxD//fucO//ldtD//sfmC//ompF//eco//xapB//artQ//phnG//atpD//nlpD//uxuA//luxS//lysR//prmB//setA//entE//opgB//trmA//yadG//motA//pth//aceB//mdtA//cas1//yegD//potB//suhB//rlmH//exbB//glmU//yfaX//lptD//lpxH//yqhD//fumA//rzpR//narV//psd//rlmL//yrfG//rhlE//ompW//nikA//rtcR//dfp//ldtB//pgrR//ccmD//putA//hcaB//prfB//nusA//thrS//fryA//malP//chbF//btuF//tcyN//hcaD//pth//paaX//csrD//ypdC//idnD//speC//sdaB//fbp//hofP//infB//aroK//yraR//yheT//fadD//cobU//etp//tisB//ldrD//pspD//ydiF//phnL//insI-2//yqhC//ydjE//ldtA//rplC//cutC//panE//rplC//alpA//araG//srmB//ycbB//yiaB//gstB//flgH//gadC//sseA//dnaN//metQ//citG//norR//yhbQ//holD//yegD//rzpR//wzyE//ais//rtcB//ubiF//menB//lacZ//gmd//mgrB//yfbU//infB//lsrD//topB//xylA//paaK//mscM//argO//ybjX//glgC//caiF//envY//caiB//yiaT//cyaY//trmD//amyA//kefB//ibsE//acrZ//mgsA//yfaE//rlpA//sbcB//ascG//nemR//fliK//cysP//deoR//pgaA//ydjK//ycgR//murJ//ibsE//ebgA//yibA//panF//ydcM//tcyL//bamD//aer//crl//purN//fixC//yadV//mnaT//ccmD//yafS//yoaB//tolA//ravA//ulaD//hisS//argI//bdcR//ybdM//ibsA//raiA//metR//waaA//casC//melA//mpaA//mlaC//nrdH//argD//eno//yejA//rihA//gcd//bcsQ//rclA//yidP//lolE//yhiM//caiD//yccA//ampG//tktA//trxC//nagE//yfeW//ynhG//panF//ubiE//ung//nagZ//nrdD//mnmE//ulaB//ebgR//yhaJ//lldD//nanR//rpiA//ugpB//pinQ//rnd//sdhD//rplC//ygjH//opgE//yhjC//argR//acnA//rnc//ycaO//bglA//mlaF//yfgO//ybaO//phnJ//mlaB//znuA//fixC//znuB//ulaR//uvrB//betT//ydjJ//ymfK//ftsZ//elfA//gyrA//srmB//atpB//rbsD//gltL//trpC//lsrR//pdeK//ubiD//phnG//pgaA//yraJ//lpoA//rstB//rrrQ//yegS//hflX//spoT//tsgA//sfmF//rhaB//ykgM//thrS//epd//rfaE//rpnD//kduI//sdiA//paaF//feaB//csdE//holA//tufB//rlmI//opgH//yjiY//relA//cspG//ptsI//srkA//dhaL//ychH//ldtB//nikA//sdaC//ybiV//tpx//fimB//pppA//yedF//mtgA//gudX//rsmD//fecC//yheT//cbrC//cmoM//appB//rhaR//yadG//ynfF//yahN//crl//yraR//chiP//caiT//fepE//nrdF//ppiD//yhaV//rlmB//glpT//alkA//ybaT//glyA//ompG//eamA//lapA//bacA//tbpA//
GO_0071705_5	yphF//deoC//truA//yajO//ynaI//yciF//murD//ompW//hypC//acrZ//zapE//pcm//ugd//purN//ydcM//galR//proX//yieL//fdhD//mltG//yigL//glxR//rcsF//ybdG//narP//ynfF//ybcF//hsdR//arnT//exuR//pepA//yjiQ//purT//dmsA//lysO//uxaC//ascF//arnD//cmoB//alaC//yihP//yfcV//elfD//malY//mnmC//nrdR//rffC//ykgA//trkA//ybjX//gutM//dsbB//lplA//ymgA//yihO//idnD//tauC//yccA//topA//galP//nlpE//insA-2//sgcA//macB//iscS//yhaJ//thiQ//ybiA//yidH//greA//phr//narI//rpiA//yeaD//yciF//degP//dbpA//ymfA//agaA//nrfF//wecE//rplS//recA//sfmH//ynfE//cydA//ttcA//cysG//hypE//yihQ//ybjD//serC//iscR//ahr//thrC//cusF//tamB//pdxK//oppD//lpxH//mtnN//gltL//arcA//lpxL//dnaN//degS//ddlA//borD//hrpA//ycjD//tamB//tqsA//yidK//lipB//yhjR//metE//phnI//iap//bioB//appC//glnQ//yidE//lldR//borD//yccX//ulaB//yciG//tusC//ydcT//mlaF//rpmJ//ftsZ//frmB//tdh//cobB//secM//pyrL//gntK//ydcI//folA//dam//rluB//tgt//azoR//acrZ//rpsP//yhjB//plsB//napC//ybiT//uvrD//ybgQ//nfsB//pfkA//glnE//znuB//yijO//metG//glpA//xylF//ygfX//yajR//pnp//prmB//scpC//phnK//speA//opgD//rcsC//dsbG//mocA//rusA//rstB//pnuC//ykgA//ldtA//recF//rbsR//yafQ//argS//dhaL//gstB//frdD//der//bluR//ftsK//dgoD//efp//hisG//galT//yqjI//satP//ygaV//ruvC//thiG//yidP//carA//ivy//frlA//dps//kdsB//insI1//cvrA//glcA//cbpM//fabI//intF//ynfH//gudX//aidB//pgaB//pabA//purA//hemL//yjcS//hyaD//narZ//fre//yiaN//alkB//thiD//ggt//abgR//ssuA//zapD//xerC//cspC//rpmJ//yhbS//caiB//chiP//asmA//yejA//dhaR//higB//narG//
GO_0071709_5	glxR//mutY//hypB//speB//fabG//yfcP//yiaT//ygiB//glpT//sdhA//
GO_0071731_5	ygaH//speD//hybD//
GO_0071732_6	leuE//
GO_0071769_5	rarD//
GO_0071804_3	ppsR//ibsB//ackA//atpA//yajD//ulaR//cmoA//uxaB//pckA//yqaA//treR//sgcE//queC//ebgA//mdtN//
GO_0071805_4	ccmC//parC//pgaC//nsrR//yieL//yciH//manX//thiI//motA//cheW//yedF//yahF//hldE//yhdX//aer//
GO_0071806_6	ompC//lepA//yejE//trxA//mcbR//hrsA//dgcJ//paaX//lepB//yejF//rspB//yfgI//clpS//uspG//yhgH//hsdM//lptC//gspJ//mglA//
GO_0071807_8	recO//
GO_0071824_5	idnK//
GO_0071826_5	rimJ//feoA//narX//hisQ//yghB//mscM//ykgM//upp//nfo//setB//ubiC//alsK//pdxK//eno//trmH//gppA//puuE//aqpZ//cysA//fadJ//cysG//lepA//hscA//ubiC//yihR//mlaF//
GO_0071897_6	thiG//flgF//glmM//trmI//kdsD//yahO//tsx//yidE//dnaC//phoP//betI//ilvM//fbp//yqeA//wecC//mepH//alsK//gntK//recE//rihB//
GO_0071915_9	acnA//
GO_0071932_8	mhpB//
GO_0071934_6	cbtA//fryA//dapB//
GO_0071941_4	norV//ybaT//creB//ydhJ//ribF//glxK//def//ade//mzrA//
GO_0071945_7	yahK//
GO_0071951_8	crp//
GO_0071963_4	dgoA//
GO_0071973_6	cpdB//slt//cptB//ybbY//trpL//ycjP//ydaN//fadB//allB//smpB//insH-6//rplS//asnA//selB//nadD//entA//yqgF//kch//lpxK//yebS//ldcA//argR//paaD//nrdF//endA//gspI//narP//infC//flgK//cpdA//mrdA//
GO_0071975_4	serS//
GO_0071977_5	yqeF//
GO_0071978_7	arcA//cysC//topAI//gcvP//cbrC//cspE//cyaA//dedD//deoA//rbsC//feaR//idi//ralR//yiiD//
GO_0072321_6	hipB//fsr//
GO_0072322_6	csiD//
GO_0072323_7	uspE//
GO_0072329_7	dnaC//rhaM//mrcB//srkA//pepQ//ilvI//gatD//pykA//epmA//hemA//cydA//yiaL//ykfM//ygcR//ydiO//ubiH//cutC//rplW//deoR//yfdK//phnG//chbB//opgH//yciK//rhmR//ytfE//iaaA//rluF//xapA//gatD//hdeA//clsC//rclC//yehX//lapA//yqgB//dgoR//ydiR//phoB//ibsB//leuC//kefB//deoR//fimH//cysS//nagA//gadE//intA//btuD//ybiT//dgoK//cynX//deoA//oppC//fes//mnmG//yeaK//fabZ//yqgB//pstB//insI-1//sufB//argK//aceA//leuA//yfdK//ilvA//yeiE//chiP//gsiD//def//msrB//sdhE//trkG//lsrD//murJ//abgB//rplR//caiB//yfiF//narG//
GO_0072330_7	dcuR//tilS//moaD//sutR//rpsO//dctA//kefC//rseP//agp//ung//ybiJ//stpA//tdcD//sbmC//tnaA//tamA//rutG//rluB//ykfM//fhuC//rsmA//gabT//fdhF//astC//yajR//tnaA//brnQ//hisD//gudD//cysN//mcrB//yfiE//tmk//sbmA//rpnB//flgJ//speC//hemG//trpC//yfbU//yggF//ygiS//wbbK//yhdZ//rpsD//queA//panF//fau//tauB//ortT//nagZ//cobC//pitB//ygiB//nirD//yiaL//mrp//dppA//
GO_0072337_6	relB//cusB//uvrC//dcuC//fepA//sbcD//btuR//yhjG//nanE//fryC//cynT//lsrR//aaeR//lacY//ydiF//rclR//cirA//araG//ibaG//kefB//yhaM//mntS//glgC//msbA//yjiR//panF//
GO_0072344_7	mdtQ//nikD//dmlA//yqcG//
GO_0072348_5	lapB//sdaC//basS//ycfS//hha//flgD//uacT//sucB//malY//eno//tnaC//yidA//ykgM//cpxP//ydcM//rlmE//infB//uxuA//pgpB//radA//secF//ubiE//yneJ//napF//avtA//idnO//rclB//speF//yfeO//envC//dmsB//lysP//arnE//yjcS//zapB//ribF//aroC//rhaS//aphA//msrC//
GO_0072350_7	rlmJ//ldtC//exoX//holD//zapB//znuA//torA//dld//ghoS//lnt//exuT//opgB//allB//dtpD//rdgC//ydcR//yhaJ//uhpB//
GO_0072488_7	appC//hfq//ydaC//gabP//yagG//xylB//lldD//
GO_0072490_6	msrC//macB//
GO_0072491_6	serB//surA//
GO_0072501_7	sbcD//
GO_0072502_7	chbA//
GO_0072503_7	ftsY//kduD//
GO_0072505_8	yejF//
GO_0072506_8	gabD//
GO_0072507_8	rfbB//mpaA//yadM//
GO_0072511_7	atpB//agaV//ybiA//dppF//arnF//nanR//arnT//rpoA//ycaO//bolA//kilR//ftsZ//cmoA//gspF//araH//clsC//glnD//
GO_0072512_7	elfC//fabZ//yjjB//ubiB//aaeR//opgB//lpoB//dsbB//pgm//hypT//focB//gcd//
GO_0072521_5	msrP//paaH//yhaC//katG//solA//ubiC//pheS//nagZ//mscK//pgk//yghG//purA//cedA//lolC//mltF//speF//uidR//phnJ//pstA//lit//ycbB//ilvM//osmE//ygjK//hdeA//sbcB//yajL//hypB//wcaB//bepA//rutA//ulaB//waaP//yciH//yggE//frvB//mug//hha//adhP//folX//rcdA//era//gatA//cydD//serA//ycfS//umpH//yciT//ppc//yjaA//ydcR//yhiM//fliZ//glnB//ilvC//allC//ypdB//manA//glpR//uxuR//araF//dkgA//hexR//yihI//gabP//yfcV//acs//hmp//
GO_0072522_6	rplE//betT//ccmG//trmA//nimR//bepA//frlC//yafS//yhjB//cynT//ccmC//yadV//mutS//moaA//ydiK//mioC//dgcZ//yfeW//ghoS//araA//ykgA//xdhB//nadA//yjiQ//speF//lepB//glpR//fucI//pepQ//fumC//prmC//aroC//yidE//aphA//ydiQ//dinD//yfdK//hslU//mdtP//serB//argD//yadG//ygiB//
