#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	scpC//rutF//narQ//ygiV//
GO_0009273_5	nhaA//eco//arnT//murC//opgD//iap//hdeB//ftsZ//rpsI//sucC//
GO_0009290_6	mscM//dicC//
GO_0009292_4	ydiK//prmA//
GO_0009294_5	cdh//adeD//
GO_0009297_6	ydeT//ybeY//fixA//cyaA//mdtO//yjiQ//kduI//tonB//yhbY//pagP//rlmC//galE//clpP//queA//
GO_0009298_7	ecpR//ubiA//alkB//
GO_0009305_7	bioB//
GO_0009306_4	rpe//eutN//narW//grxD//cysE//glpB//opgG//
GO_0009308_5	rayT//sfmA//rplC//nagD//pepB//epmA//fetB//idnT//hyaD//folD//pdeH//speE//puuC//waaS//dmsB//gatD//yeeY//blc//chaC//cfa//sugE//wrbA//yehA//ygaZ//rpsA//insB-4//gadW//
GO_0009309_6	gldA//yraI//glmU//mltB//thiG//nrdH//gntP//proS//msbA//arsB//tcyL//alsB//ybfE//rplR//
GO_0009310_6	rcnR//yciK//gatY//ybaK//parE//rcnR//grxD//aroE//elfC//glpR//mdfA//mngR//guaD//
GO_0009311_5	idnT//yqaB//ispF//lgoD//pck//rmf//add//mtlD//srlB//codA//rcnR//trmH//opgH//ynjA//ispG//yjfP//trmH//gltK//glyA//yiaF//cpoB//napA//moaE//yidL//tdcC//znuC//bioC//lptD//cynT//ydiP//cheW//dut//pgpB//frdA//pyrD//sdhC//yqaE//topAI//mobA//bamA//rna//murC//acnA//cca//wcaJ//dctA//tadA//ygeV//fau//eptC//intA//puuC//insF-1//
GO_0009312_6	yqiH//asnC//murA//aspS//agaV//cspA//gpmA//creB//torS//sdaA//acrF//slyD//yehU//msrP//surE//ybjD//thiI//yidZ//dicC//dmsA//cysH//uvrC//mngA//dnaE//pabA//ldtB//paoC//yjiX//yejE//infC//ompL//nmpC//insB-4//hdhA//trpL//dppF//yajO//kbaY//dxr//ppc//cobU//iscU//
GO_0009313_6	araG//ychO//yeaE//minC//fcl//speG//macA//yfcF//prpB//paaA//
GO_0009314_4	uraA//cydC//ulaD//pheA//csiD//rpmJ//srlR//acs//casC//ydbK//lptB//rpsH//ydiP//fes//ompF//degQ//srlA//ihfB//glpG//rfbB//rsmG//ibaG//ldtD//yaaA//yhbS//yccX//sdaA//feaB//cspG//sodB//yhdZ//prfB//bioB//ycjQ//yhjG//dedD//kbp//sdhC//sapC//hchA//pgl//aroP//pepD//ptsN//ybiS//ynaI//metL//dicC//yiaL//smpB//lptG//frvR//zntA//atoS//yiaF//wecB//yjjW//yidH//tcyP//erfK//hyfC//yibF//rsmI//speD//kilR//rimO//hyfF//hflX//wzzB//gpmM//glmS//bluF//fabR//lpxH//rlmF//ldrA//frmR//tmcA//ydcO//ada//ydiB//ppsR//marA//ulaC//ybgP//msrC//thiC//asmA//pspA//hofO//udp//wecE//
GO_0009372_5	pfkB//tomB//purT//
GO_0009394_6	thrB//fryB//rimI//ygjH//dut//lolC//phnL//
GO_0009395_6	rfaQ//
GO_0009396_6	tnaB//moaE//yddG//wzzB//sucB//amiA//iap//glpA//lysO//nrfF//entS//
GO_0009397_6	bacA//glcB//
GO_0009398_7	decR//
GO_0009401_7	ispH//entA//glnE//glpX//sodB//ptsN//rpmF//acrF//acpS//pth//exbB//ydfD//fadB//gabD//citE//metB//insA-2//malP//eamB//rlmN//pgrR//nuoM//mgtA//setB//guaB//wrbA//ykgM//glsA1//tatE//uspG//lldR//ulaA//fruB//rpiA//hflD//menH//etk//nth//thrA//selU//sbmC//ydfH//yfcV//ydeI//caiB//dpiB//sdaA//fruB//gshA//ibpB//ynfF//speF//
GO_0009403_5	icd//
GO_0009404_4	ybcL//bfr//yddM//gpmA//trpA//yfcF//lrhA//rffC//maeA//hisF//nrdH//gcvH//lpxB//chbF//nrfD//pgpA//idnK//mglC//mutM//
GO_0009405_4	moaB//cysE//elfD//
GO_0009407_3	aaeA//frr//corA//nudG//ugpB//uidR//atpC//entS//dicA//kdgR//ldhA//purB//gcvP//erpA//frwD//yfdR//
GO_0009408_4	rsmF//nrdE//citG//bioH//dgcM//zapA//lpoB//ortT//pepD//rbsD//dcp//glyS//arnE//flgB//dgoK//dcm//kbaZ//phnL//decR//glnL//ribC//yadI//menC//sgcC//cpxR//prmB//psuT//rplB//nikA//malX//fabR//ycfH//dapA//oxc//treF//lon//mpaA//aroK//yjhB//priA//yehW//alsA//paaK//ldtB//mscL//csdE//lasT//yggE//fadL//nanE//mtfA//nikB//yehY//rseB//yciG//rph//cysG//tdcC//mdtI//malF//
GO_0009409_4	clpA//menB//mgtL//yfdK//msrC//hisB//ydcR//fecA//nadD//ydcO//rssA//ynbB//coaE//yfdO//blr//ghxQ//yidC//baeS//
GO_0009410_4	ykfI//
GO_0009411_6	yfgJ//eptC//ebgR//gsiB//otsA//ycfS//torY//prc//rclA//rfe//secF//fucO//murR//trmL//parC//tauD//
GO_0009415_4	yehD//
GO_0009416_5	rcnB//lpxL//trmJ//phnM//ydeM//dut//xseB//dcd//mog//agp//malS//xapA//ulaF//hcaE//cytR//nrdE//hcaF//fabI//clcB//
GO_0009423_8	tdcB//gnsB//ycjQ//mlaE//
GO_0009432_5	rpnC//hypT//fliD//prmA//ydbK//rbsC//mntH//nadK//dgcM//epmA//pheM//dbpA//yphB//htpG//purL//ssuA//hycH//rpsQ//katE//yjgX//hokB//selB//
GO_0009435_9	csgB//ygbL//flgA//rhsD//ydiQ//lrp//ydiB//ycjQ//kbp//
GO_0009436_6	ptsN//mutT//gcl//dinJ//
GO_0009437_5	rlmI//srlD//dtpD//fetB//sgbE//rpe//purU//
GO_0009438_5	fecA//dcuB//tnaB//hisC//ibsA//fumA//rapA//murR//nadE//glpD//lsrR//ychO//rffG//metH//nuoN//mrcB//malI//pck//pdeH//bioB//lrhA//sdhB//yedL//hlyE//csgB//gph//yfdO//lptF//tdcR//srkA//
GO_0009439_5	rpiB//feaR//gcvA//
GO_0009440_6	mepH//yidD//cysG//
GO_0009441_5	dmsB//icd//glpX//ybjD//rnc//
GO_0009442_7	glcA//rpnA//torY//rlmC//yqcC//
GO_0009443_5	aroG//yhbO//nac//
GO_0009445_5	ybaQ//pheA//mlaB//hxpA//yqiI//epmC//napD//sdhD//atpD//napD//
GO_0009446_6	cas2//nrdI//
GO_0009447_6	ubiH//lsrR//melB//fhuB//pgaD//pliG//trmI//yegD//
GO_0009448_5	leuD//basR//yiaA//yghW//
GO_0009450_6	bamC//kup//garK//mlaF//
GO_0009451_6	ynfL//tufA//miaB//kdgR//fryB//ytfE//yidP//yahI//ymfA//ftsK//artP//fadB//zupT//gnd//yafE//pdxJ//kduD//csgF//ydfK//rlmI//ddpA//metR//cas3//fdnG//sixA//cysI//ycgV//coaD//speF//yjbE//gatY//kefG//narG//rimJ//smpB//rlmM//ftp//nanC//garL//dapA//ftnB//frc//rna//yaiP//pgaC//xylE//ydhC//fumB//fdnH//zraS//rutB//rluB//hupA//hscA//pdeR//ydjM//ybiT//ycfH//dkgA//lsrB//dosP//panC//ccmF//dusB//mcrA//ampD//guaB//ubiG//rsmF//nudF//osmE//sad//secE//yqeF//ftnA//lepB//ygbI//mhpA//fryB//dapA//kefG//truB//phoU//
GO_0009453_4	malS//
GO_0009454_5	artM//
GO_0009593_4	rpiA//yajL//
GO_0009597_5	apt//
GO_0009605_3	pgsA//rffT//pepT//glmU//rclR//fhuC//cmk//rne//lplT//queG//mdaB//yadC//gadB//pykF//zapE//hlyE//azoR//rhtB//cusS//lipA//bioC//puuR//pncB//yfaX//glpG//xapR//yidQ//rpsL//zntA//ibsC//glpT//torC//yjjI//hyaC//cmtB//yjhI//gatC//fklB//flhA//rfaH//lysA//mlc//ihfA//gntK//dmsB//accA//tolQ//ybcC//smrA//rsmI//dxs//lptB//yagI//cbrA//nhaB//mdlB//hycA//cusR//fimF//rplK//pitB//lolC//betB//casE//purF//alaC//cca//cheA//phnC//yiaN//fliK//ycjR//btuB//torA//argT//csrD//mngR//
GO_0009607_3	elfG//yqeF//fadA//hyi//znuB//cytR//mltB//pbpG//prpR//ynbC//rutC//yecS//ribC//melA//
GO_0009615_4	rplA//speA//umpH//gyrB//pgsA//moeA//edd//sgcC//rpmG//nrdH//aroH//nagA//frwC//pdxB//
GO_0009628_3	glpC//yhhY//rluC//ibsB//metB//gapC//dnaK//gltD//ycfJ//rlmE//hlyE//lepB//yddG//yidP//accA//nuoI//alr//pldB//nimT//kch//phnO//rutG//argE//efp//yeaG//pstB//mhpD//znuC//smpB//qseC//nupX//gcvR//pnp//flgH//dnaT//sfmC//yceO//glsA1//fadH//envR//gspF//fepD//acrD//lgt//zntA//yfbR//ychH//yhgH//dgcF//ubiG//ampG//sodA//trmD//rfbX//yfhM//ulaC//mliC//fliG//ybaK//hslJ//nudF//cpxA//recD//gadE//dadA//hprS//mdh//seqA//sgrR//mqsR//oxyR//ecpR//betI//miaA//carA//insH-6//diaA//ygiB//bepA//yraI//ghxQ//fabB//dcuD//yaiW//ompC//rbn//fliL//yccS//ppc//hyfF//secG//yijO//xylR//envC//diaA//hxpB//yneE//xerC//gltD//hisD//ykgM//fau//flgF//mscL//mdh//dapA//lysP//rplP//rplB//ybfA//livG//arsC//cytR//ybdN//cvpA//appC//tsr//serC//glpF//chbC//dinB//phnM//dnaB//elaB//bioD//ydcO//gadA//ynbB//flgI//nanE//yeiE//glnL//ypdC//yohD//yeaG//lsrB//tqsA//ybhR//ybaQ//yjiX//scpC//narL//pgi//secM//yqiG//frvR//paaZ//frmR//phoB//phoR//paaX//ydcM//rfbD//yeaV//qorA//yadM//fdnG//atpE//rne//pstA//agaV//nac//yiiM//argC//pnp//yfbR//lptE//aroC//psuT//tisB//rapZ//ycbX//recX//bssR//araF//cho//gcd//mltB//hemB//dpiA//yfdK//lsrK//yfgI//sufS//mutM//kbaZ//recX//dacB//yhjD//narH//rpoD//yhjX//aroB//yaaY//yhbY//tisB//yegT//cydB//ulaA//gapC//putA//serC//ftsZ//glsA//mnmE//hisD//menA//secF//epd//pykA//gutQ//araG//uvrA//znuB//yaiP//elfD//dsdX//ortT//csgD//mgtA//zraS//feoC//rpsA//gltS//zur//rclB//truD//dkgB//lplT//insI3//
GO_0009635_4	ybiI//
GO_0009636_4	entC//yjjU//aroG//yjhI//rpsP//mipA//rhaM//rffM//rlmN//rbsA//fcl//ybjC//ygaV//eptC//cpdA//entH//insI-2//ydeI//pepA//arnA//nadC//nlpI//ahpC//rlmI//yaiW//pabB//glgB//ldrB//ydjL//tcyN//cusA//
GO_0009637_6	slmA//
GO_0009651_5	flgF//ydjK//fre//secM//rfaF//mscK//
GO_0009653_3	dcuD//
GO_0009696_4	adhE//
GO_0009697_5	truC//
GO_0009698_4	uxaA//
GO_0009712_6	ompA//rzoR//lpd//dacA//paaA//ycjP//ydjK//ldtE//kdpD//fabH//
GO_0009713_7	rhaB//yddG//gcvH//wcaJ//yqiJ//fliT//mglC//hprS//plsX//
GO_0009719_3	rhaS//narQ//thrS//
GO_0009730_5	rpsN//
GO_0009743_5	nagE//
GO_0009785_5	mltF//
GO_0009850_4	ubiJ//ilvC//queE//yedP//nrfC//argD//nemR//pgl//ettA//rihC//ycjP//yfiC//rplQ//
GO_0009852_5	proS//perR//gutQ//soxS//bolA//mug//proS//fliK//ribD//puuD//xapA//tolC//acpH//
GO_0009889_5	ghoS//rspB//fhuB//nagZ//glpD//malQ//cysS//glcD//yhhY//lpoB//iscR//entC//intZ//tcdA//raiA//metK//orn//deoD//actP//feoA//yacG//rlmM//fkpB//gor//proW//argA//fabA//narY//aaeB//acrD//ynaI//yehC//abgR//kdpD//uhpA//sodB//prs//cobU//pnp//lsrC//cysA//secM//mdtI//glnP//ribD//metL//mpaA//treB//betI//ydeM//trmH//rnhB//yejB//feoA//lspA//ftsE//agaD//metB//paaC//nlpI//gatZ//dedD//yiaT//essD//hypT//sgcA//potB//ftsY//yjhG//lsrA//rbsR//yhfS//ydiF//focA//deoB//ghxP//hemB//ravA//nirD//bioB//bcsA//rsmB//hisP//queA//mlaC//ftsQ//yghO//nrfB//yafC//yfcF//purL//ahr//mdfA//sucB//xylG//yjhG//hyfA//sufA//ygcW//rcnB//sgcA//rpsK//agaB//tdk//uspF//eptB//minE//mnmA//emrY//yhcN//accB//yjbG//hemG//psd//alaS//glgP//grcA//sdhE//ydeM//pyrD//dinB//rna//opgE//yfdG//mdlA//acpP//uhpT//ampG//flgH//tdcD//ydhC//nei//ycgV//cirA//ilvI//xerD//gcvA//cdaR//uspB//fklB//clpX//putA//asnC//ybiS//stpA//moeB//nhaA//ygbM//fhuD//nanK//modB//exoX//narG//zur//pdeD//bcr//ykgM//ftsK//insI-1//yheT//yghU//lpoA//ynbD//uxaB//dbpA//ade//rfaB//agaV//hyfA//recO//norW//potD//kch//proW//perR//trpA//lasT//ldcA//narY//hflD//lnt//kdgT//radD//nrdG//yoaA//accA//gloB//bamB//asd//chaA//ydjJ//glnD//torI//gpsA//nrdG//hisQ//ybcM//rnlA//cspD//wcaJ//leuD//ydcT//ydcP//sapB//yidR//entC//pyrE//rbsC//nrfD//nlpD//mpaA//alpA//ymfA//pyrC//ftsK//crfC//cynX//yadM//araF//nuoI//znuC//nikA//dcp//ygfZ//ydiF//ytfP//phnJ//atoS//yfcR//gudD//ydjM//thiG//waaO//tsf//nudB//yadI//flgC//yihO//lptA//syd//malQ//fnr//ybiW//ypdA//ypdF//ssb//feoA//malX//garR//fucA//ldrB//rplY//rpnD//nfi//glnS//curA//fliK//yieE//slt//recN//ruvC//ubiI//hisM//gadC//waaS//uvrC//glcE//mltB//dctR//flhE//ribB//sucA//secY//ybiT//bglA//acrF//panD//ybiJ//hcaD//aroH//pgl//hpf//uspG//malX//ygbN//yehX//murQ//ycfH//ycbB//csiD//sapA//acrA//dauA//xylH//puuB//hyfR//hcaT//rpnA//dppD//proP//gnd//acpH//dsbC//rsmB//plsB//proW//waaL//yggP//trpB//truB//setB//pepT//thiD//yoaA//rhsD//yqcG//
GO_0009890_6	fimZ//nrdA//mlaB//rplI//umpH//ilvM//envY//appA//dicA//metF//nagZ//mraY//mlaC//argO//gsiB//moeA//ndh//mrr//proX//nadB//ssuB//malK//rtcR//csdE//nanC//yqjI//nuoH//dppB//mrdA//asr//aspA//degQ//wecB//yghW//gapA//metK//rpsB//ycdX//ydaV//ybaL//ompG//glxR//pdxJ//hofN//tnaB//puuP//acrE//chbG//thrA//envZ//fepA//yehU//clpS//rfaD//yihO//selB//rtcB//kefB//ompW//rlmL//guaD//bluF//fepB//pepT//yaaJ//yrfG//tpx//aroP//rnr//gdhA//chbB//bcp//hybC//gatD//glgS//hisC//waaF//sufA//mepS//smpB//glgC//cmoA//panZ//nadA//pykA//yadN//dmsA//ynfK//ygeR//fic//nagB//ybbW//creC//acnA//cbrA//yfcG//yfcG//yeeA//ydcZ//ybiS//mscL//clsB//dacD//csdE//pnp//alkB//mltG//cydB//uraA//frvB//uxuA//hdeD//lnt//yeeY//hybG//arnA//efeO//pepB//envC//pliG//hybB//
GO_0009891_6	phnO//nikD//artJ//yjiR//cptB//ybaM//appB//ompG//hha//gloC//ygfI//pgi//glpF//yjhP//ydfH//yggN//rep//queD//ygcW//coaD//mnmE//ccmH//manA//yidR//ygjR//cdsA//ybaE//dcm//frlR//gatD//ghoS//dnaA//allC//umuC//mutH//ssuC//nanA//nikC//yeaV//rpsA//sdhB//miaA//moaD//era//xapB//ycjR//serC//yidH//ais//murA//minD//gsiC//lspA//ydbK//rpsG//rlmN//rpsS//recC//comR//ilvA//sgcA//dhaM//hda//rhaA//pheT//gltD//idnK//glxR//citT//malG//yjiY//ymdB//yiaF//hybA//rfbB//yraI//holA//yqgF//recJ//srlB//yagF//uspF//yagJ//
GO_0009892_5	ydiV//lgoD//nagZ//ygjK//yjhP//mltD//yfcA//fimI//fucK//moeA//helD//entH//mraY//sgrR//yjhB//pnuC//eno//katG//polB//melA//dgkA//cfa//norV//rutA//pntB//ftsH//zntA//csgB//yidC//sfmD//hofC//pyrE//iap//thiE//rplN//caiD//rclC//parE//aroK//nikB//potF//yehX//bioB//tauD//alsE//sapD//yjbF//yneJ//glyS//fumC//feoA//znuC//mqsA//speD//ccmE//dcuB//cusC//yfcF//torD//tyrA//ybhR//lysU//yidL//rhaB//cvrA//oppA//hyfR//sodA//frmA//phnP//eutA//yfeD//phnO//glrK//tbpA//gntK//nac//iscR//tsaC//lysS//bolA//nrdG//guaB//yhjR//ynjD//yfbV//acpP//argG//waaG//uspB//atoS//nanE//cpsG//ubiG//ykgO//pflC//pspG//sbp//ftp//ynfL//ibaG//rplN//trpA//topAI//nagC//entE//allS//mreC//tag//allD//cpsB//cheB//dtpD//yfcV//pykA//yfaX//ftnA//metH//hyaA//glnS//fdnI//yddG//iraM//glnK//tcyL//pgi//tpiA//mltA//yjjQ//araA//otsA//flgF//pstS//zupT//hybC//hcaF//fimA//tdcD//dcp//betB//dmlR//rplE//rpsJ//rffC//rnt//gluQ//
GO_0009893_5	rpmC//waaQ//cusC//garD//yojI//panZ//yhcN//csrA//entA//pcm//entD//sad//rplE//tdcB//yphD//ftsK//yahK//ubiJ//yfdS//hpt//purF//garP//uhpC//ybdO//yqaB//leuB//hybO//kdgT//comR//ccmE//ynjD//yebC//opgC//rayT//mzrA//ydiV//rmf//wzyE//ypdB//gspE//menD//mrr//ybhF//minC//flgH//aroC//gspF//yidH//glxR//ydfK//mlaF//sdaB//yjcE//fimG//flgE//dmlR//rpiR//hflC//mrp//yahB//eutR//nuoL//mgrB//thiE//pgsA//waaY//murJ//chbC//secF//frwC//ykgO//cpxP//ugpB//lgt//kdpD//casE//rplQ//pspA//aroF//ariR//flgH//rssA//menH//csgD//patA//gstB//creC//yfeD//flhA//rpoD//pgpC//yhjR//smrA//ugpC//bcsQ//cutA//glnQ//dadA//yidZ//
GO_0009894_5	queF//mpaA//pspF//mlc//tktA//rlmA//rnlB//lpxH//pheA//exuR//kefF//glsB//ygfZ//rpnD//
GO_0009895_6	yqhC//yhhY//ppiA//mdtE//
GO_0009896_6	yhaM//yraH//hmp//
GO_0009966_5	yghW//
GO_0009968_6	napF//
GO_0009970_6	pinE//yobF//fixB//
GO_0009972_10	hybO//
GO_0009991_4	glpG//degQ//phr//rplA//rna//recO//sbcC//sthA//intE//ybiS//bglX//rho//dppF//nei//hybF//mutT//mepS//cof//yadC//fixC//yihP//rpiB//exoX//cysM//mdtE//allS//sfmA//gcvT//rhtA//cynT//yoeB//dnaQ//aspC//hisP//thrB//phoQ//yihT//rnd//phnJ//yejA//ybbW//nmpC//yfgI//xerD//ldtA//manZ//rlmM//yedX//accA//hlyE//yfaU//rsmF//yajD//gltI//tusC//cspE//bfr//rpsT//yqcG//arnD//hrsA//idi//ybbY//
GO_0009992_5	ybjD//fucO//hisG//sixA//
GO_0010033_4	ydcZ//priB//potB//glnE//rpiA//sdhC//yjbG//puuC//ychO//sapF//rlmN//mlaC//sgcR//ypjD//manA//tdcA//dinD//yehC//bssS//ribA//rimP//pal//ydiQ//caiB//yhbS//btuF//gltB//fumC//dgcE//ftsX//acnA//rsgA//menD//dnaA//recA//sdaC//ydjK//proQ//hsdM//udk//ivy//tatE//yfeW//
GO_0010035_4	dapD//zapD//thrB//yohD//yhbY//ybjD//xapA//ygjH//nusA//cyoB//miaA//secG//dcuA//hisC//nikC//yebC//bglH//bsmA//hscB//glpR//ivy//allS//rng//hipA//uvrY//narZ//nagZ//hcaB//rnhA//rfbC//gloC//cobS//ftsH//amyA//rfaC//aroC//fdnH//bioB//ppsA//glnH//cspG//speD//yfaV//relE//rppH//slt//msbA//metF//lptC//dinJ//serC//uxuB//pstA//uxuA//frsA//tusA//appA//hxpA//rutC//rfaE//sodA//cysP//tisB//gadB//asnB//yhbQ//ssuD//rfaB//livM//rpmJ//pstC//tisB//accD//pdeF//yqcG//nrdG//
GO_0010038_5	ddlB//hxpB//ftsE//ydjJ//ykgA//yhbY//yeiG//purT//basS//bdcR//hicB//uspC//glxK//pdxK//yfdS//sgcC//lpxC//msrP//tsgA//fhuC//lgoD//gstA//ada//rplO//nikR//rnt//dcp//astC//satP//hscB//gadB//arnT//mdtK//rpoE//sgcX//yhhY//msrC//cof//yfdO//xapR//fieF//mutM//yfhH//prlF//rfbD//
GO_0010039_6	ybiW//yjjG//rffT//cheY//rnb//glpF//bioF//
GO_0010041_7	ibsB//aaeA//mhpR//rfbC//fiu//lrp//
GO_0010042_6	lpd//ygiB//
GO_0010043_6	trpB//hchA//dicA//glrR//ygfI//rppH//
GO_0010045_6	nudC//rlmN//zinT//
GO_0010106_6	mscK//
GO_0010124_4	phoB//fimF//mipA//paaZ//cvrA//yjjU//yfdS//murB//allD//yidL//yhbO//yeiE//elfC//
GO_0010133_7	yfcP//
GO_0010139_7	mdtQ//
GO_0010165_6	bluR//yahI//mntP//fabZ//rplR//gntU//ygjR//uspG//allD//kup//pgsA//ldcC//crr//nuoM//ydcO//puuP//
GO_0010167_5	recO//ivbL//
GO_0010212_5	dicC//yfhM//lysS//yqjI//rluB//djlC//murD//glnL//ung//idnK//galM//cpsB//nikB//bglJ//rmuC//yhdW//pepA//syd//tnaA//leuE//opgG//purU//yjiR//mdoG//lldP//gpt//mrdB//ftsN//
GO_0010226_6	rutA//
GO_0010243_5	narI//rpiA//hipA//exbB//gapC//acrB//hflD//aaeR//umuC//nagD//yfaE//ycjR//infB//yjhH//deaD//yeeO//
GO_0010269_5	nikB//
GO_0010272_6	maa//pgpA//rcnA//yihT//dppD//intF//
GO_0010273_4	xapB//bluR//sucB//yraK//trmL//dsdC//
GO_0010288_6	bamA//
GO_0010312_3	pbpG//
GO_0010332_6	glyA//
GO_0010350_6	wzzB//rfbC//
GO_0010438_6	hipA//rusA//malI//aceB//
GO_0010447_5	dicC//dnaB//dnaC//bcsQ//yfhM//rpoS//yfeO//lpxP//hcaB//relE//rlmI//nadK//ydcI//ydaC//yraH//aroP//rraA//yagG//ychH//hrpA//pphA//
GO_0010466_7	yafO//dkgA//
GO_0010468_6	exbB//rpoE//murI//caiE//mscL//aroP//potA//acnA//bamB//ibsC//nac//yafO//endA//plaP//ybhS//ygaV//yecS//ispF//insI-2//mdoD//xylB//edd//mcrB//ubiB//aceB//fhuC//ompT//sgrT//yhcH//sgcE//dinJ//lplT//ftsZ//fecB//hisC//rppH//fdnI//osmF//menC//acpT//rcnR//cysN//agaV//uvrY//fimE//avtA//csiD//evgA//ugpB//rimM//viaA//cmoB//ybaT//nrfC//yidZ//arnF//rcsF//moaD//narQ//fadM//metE//dnaK//metE//deoB//yhdH//mdlB//uhpC//ydeT//rlmI//cspD//mngB//holA//lpxH//yfhH//uxuR//gpmA//nmpC//ypdI//sspB//ydhK//glnK//glcF//hybB//waaP//pyrC//oppF//frvB//yciG//insI-2//mdtA//gpmA//dicA//nuoE//yheT//nuoE//hupA//yhhY//hemD//yicJ//ygfA//rpsI//kefG//ydfK//mdtI//dgt//rutE//plaP//gatB//agaB//ilvE//coaD//dacA//insI4//glpX//murC//yidR//ghoS//kduD//ydeE//frlB//pinQ//elfG//cynS//cysM//wbbK//perR//exoX//ydiF//cysC//fliS//arcA//dadA//dcuS//glcE//ymgC//nfsB//hisD//lysC//ydgA//lptA//rfaD//ykfM//slt//lpoB//rplO//rlmF//pykF//agaR//purL//frr//hisH//yneL//gntR//cheW//ftnA//feaB//cvrA//fumC//def//sufA//tufA//yciE//ydeP//mdaB//ycbX//sbmC//lysC//dtpC//pcnB//lsrR//srlE//cynX//nikC//proC//hemL//eco//rimO//fadJ//torZ//kbaZ//yggT//mnmC//deaD//tyrB//arsB//cysC//ygaZ//hicA//dmsB//thiH//agaS//argP//bamD//fadD//rsmE//pyrB//yiiD//fucK//bcp//gcvH//ymgA//agaR//abgB//qseB//csiR//ydcM//artI//yebC//mreD//clsC//yjcS//yjjB//sapF//glgB//insA-2//phoE//lolC//hisG//bluF//puuA//yfcQ//mdtC//ahr//udp//trmL//valS//tonB//thiM//yceO//alaC//fimG//kbaZ//rpnB//fryA//kdpB//dgcZ//fixB//speC//ccmD//acrE//queG//uxuB//dinD//msbA//cysH//hycH//mscS//rfaC//rlmI//yphC//caiD//gloA//secG//rbsR//sstT//nadE//fixC//csgG//patZ//btuC//hofM//ubiC//rbsK//atpC//sdhC//pmbA//gcvR//tusB//paaK//tatD//xylH//pdxA//ltaE//flgF//yiaJ//lptA//mglC//yhaJ//yjcS//ilvL//tag//yiiE//tktA//yidC//exuT//kbaZ//pntB//gpsA//rlpA//hisA//cydA//rpsS//mdaB//gntK//yahK//tdcF//rapZ//pgaC//hofQ//hicB//galM//holA//mmuP//cheW//mglB//gfcE//cbeA//flgK//dkgB//alaA//yjhI//deoR//treF//rsuA//nth//rffM//selD//lrp//
GO_0010498_6	rimO//
GO_0010501_7	alpA//cysB//wzzE//uraA//ansB//yagU//cydC//thrS//aphA//
GO_0010528_5	gatZ//
GO_0010556_6	mtlR//ybcQ//ssuD//tatA//degQ//secB//csgB//hicB//cptB//zapC//metH//gatB//mscK//dnaJ//yagJ//dgkA//ratA//gloB//kefC//acrD//ydeI//fbaA//yadI//fabR//ascB//rnc//murB//yhcF//bluF//yjcO//fixC//ybhS//rzpD//intE//feaB//dgoK//citC//ompW//rhaS//yahB//yceO//bcp//yebZ//insA-2//mlaF//galS//lipA//yiaO//pabA//gspE//rpsI//ymdB//tauD//rfaG//gpsA//zinT//panF//gloA//tldD//ydiB//rutB//cysW//gntR//fdnG//elaB//hscB//agaB//gluQ//entH//xylE//fimC//pdxB//solA//xerD//abpA//envC//tadA//aceA//hofC//sbp//entC//araF//rlpA//ybhI//abgA//yphC//yggW//ccmF//glcA//cysE//ydeE//dgoK//acpH//ldhA//hybE//sspB//paaX//mepM//yhbS//glmM//prpC//lon//ilvN//ybiA//bhsA//allS//ilvA//yehZ//glpK//gcvP//mprA//ydeP//lysU//ppiC//iclR//rhmR//mnmC//ymfK//eutN//fadK//ulaA//rpsN//ybiX//dnaX//artJ//gltP//prc//pmbA//yciG//intS//norR//flgJ//kdsD//dgt//thiI//sapC//pykF//mzrA//fkpA//tig//hrpA//glmM//mtn//rhoL//cvrA//fadB//ydfD//lplT//mgtA//pta//era//sxy//yceO//gadA//galU//pth//yhhZ//ybjX//zapD//rhlB//srlB//dadA//priA//mhpA//citE//alkA//bamD//ydiR//sfmC//hslR//ybaK//add//higB//arnA//priA//lrp//argG//yjjI//ydaN//nth//ygeA//yjhB//allC//dinG//gmhB//alkA//nudF//ldtD//srlD//ompT//rhlE//pyrE//acnB//hisB//thiM//zapB//sodC//rfe//mgrB//cheR//cmtA//yjiY//fepD//phnN//yodD//yihW//rluE//yeaK//yddL//glrR//yhcN//yddM//phoE//ypdA//xdhB//yjhB//ybdR//nanA//aslB//ilvB//fadA//glpD//essD//bamD//hcaF//psuG//mepM//yobF//ftsZ//alr//sufB//prpD//fruK//sufS//hscA//gatZ//nuoB//msbA//mdtM//pyrL//dnaK//sapF//dsbA//ybiX//dmlR//opgB//paaH//yebG//ogt//ybaL//ubiC//gatD//thiL//ybjL//panB//ftnB//zinT//yacG//treB//ybhF//yieL//glsA1//yagE//ptsG//yfdS//agaI//pth//nadC//pabB//mgsA//insI1//ccmA//yhfK//yebC//deoD//fimC//sodA//prkB//glpX//rnhA//yhdX//yiaM//dcuC//rhtB//epmC//ilvC//ppsA//sodB//lolD//ispH//ldrB//yigB//livJ//sdaC//pdeL//gspI//rarA//gltL//holA//menI//thiE//ldcA//nac//bcsA//melB//sfmH//ligA//modA//yqiJ//nfi//dtpC//lolA//
