#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rcsC//ftsN//idi//rpoH//
GO_0009112_5	plaP//asnS//yfgJ//yhhZ//pcm//yfaX//mrdA//sufC//rfbB//thiD//icd//lrhA//fmt//mgrB//rlmL//sdiA//malK//rpsP//rplI//ydcI//yhbO//dapA//hcp//lolE//hyaC//yqiI//ygjH//citG//pphA//nudC//yacG//crl//moeB//yjiX//narW//hflX//
GO_0009113_5	osmE//nuoF//thiP//cdd//crfC//
GO_0009114_8	zur//
GO_0009116_5	ilvC//yebC//gspJ//actP//rpmA//pgaD//glcE//fucO//gdhA//casC//hcaT//ydfD//gudX//pdxK//lrhA//emrD//xylA//hflD//rlmL//flhA//ilvM//cusA//purC//ybaL//lldR//yccA//nac//mutY//frmA//xanP//ligB//glcC//sgrR//tusD//yciA//dicA//xthA//rpmE//psuG//rihA//
GO_0009117_6	cysG//rapZ//glpF//phoP//ompF//caiD//acnA//argB//potD//mrdA//ascG//arsR//hcaD//thiG//tig//aroC//trpB//insI-1//setB//ybdM//rhaR//yobA//mdlA//hypC//btuE//bglJ//zinT//ygfI//ydhK//ygcO//tehA//pgrR//sbcB//djlC//ompN//abpA//dhaL//ykgF//yjgX//ispF//crr//puuE//galF//deoB//mtlD//ptsI//mrcB//ppiC//appC//glcE//ybcJ//rapA//narI//speE//dinB//yjjX//glsA//caiF//bipA//matP//ibsD//rbbA//yciH//srkA//rpiR//atpH//ulaR//mreB//rfaH//cbpM//ppsA//fliM//bglA//mrcB//yciE//yjjB//pfkB//sgrT//atoS//rhaS//ygeX//tpiA//sapF//yhgH//yjbF//frmR//dinD//yohC//envC//yehT//aroL//yhjD//rutF//fhuC//aphA//ynfL//kbaZ//alsB//tauB//argH//mepM//puuR//lpxK//ydiV//
GO_0009119_6	rpsA//clcA//ydjH//ubiG//garR//rarA//glvB//nuoG//metF//uvrC//eptB//cysG//chbB//wzzE//sfsB//eutD//csgE//ydiP//menC//yraK//dsdC//parE//ygaZ//pitB//dedD//uxaA//sfmH//purT//yciH//casC//truB//fimE//yehB//yehX//trmL//
GO_0009120_6	cbrA//fimE//metI//msbA//
GO_0009123_6	tauD//hisG//yihO//yqaE//intS//yeiL//acrE//ackA//hycA//yiaO//rplJ//pgaD//ccmE//atoS//fcl//trmJ//ycjW//ftsN//ydeE//yahO//serB//alkB//uspG//yghW//argT//nagD//cheW//allC//yhfS//gatC//alsK//fepB//sseA//dgt//lgoT//frdA//purT//nagC//aroL//glnL//feaR//recB//ybaQ//alkB//rph//galR//
GO_0009124_7	hisS//gldA//puuR//surA//xthA//dhaK//idnD//mmuM//fumB//hemG//aspC//cyoB//atoC//eptC//mrcB//mepS//ynfE//ompA//napB//sodB//gyrB//recB//narV//waaP//dmsC//mnaT//narW//uacT//fklB//nrdI//ydhC//fadD//btuC//yhjC//pliG//bioD//queF//
GO_0009125_7	agaD//eco//oppF//tnaC//ybeQ//
GO_0009126_7	nadD//fabD//ulaR//tolR//phr//xylB//gloB//yegS//zipA//mtr//ycdY//aceK//dfp//paaG//pgaB//priA//recB//hybA//hisA//dgoD//yiaA//nrfD//btuC//paaG//mngB//oppD//ydhK//srlD//rplJ//waaB//coaD//gpp//mdaB//tehB//
GO_0009127_8	gcvP//arnA//hmp//cueO//argA//envY//livF//argR//napF//ynjA//mtr//mrcB//ydeP//yhaC//ycbB//tatB//puuP//yibH//yhjC//glpG//gdhA//dkgA//wecB//ynaE//yebS//pphB//mtlR//fecD//cysN//feoC//
GO_0009129_7	sad//ssuE//ais//ycjP//ycaN//sufA//tufB//paaK//truD//nagB//
GO_0009130_8	tilS//ulaB//bssS//yhgF//mukB//
GO_0009131_8	yfcF//yoaB//ykfM//yihS//rna//
GO_0009132_6	narP//fkpA//aes//mlaD//melB//intS//tusA//polB//sfmF//dnaT//cyaY//pdeF//gpt//yieF//gyrB//ccmC//tolR//ispH//cas1//yieF//flgC//recA//yqiG//hisH//hns//
GO_0009133_7	udp//sufE//ycbU//
GO_0009135_7	potB//yjhH//bluF//rfaE//cvrA//dinQ//ybiI//yddL//ispB//rplL//ynbD//ydeT//priB//tgt//dsbB//cmk//ridA//hlyE//gatD//pgl//ilvL//emrK//dsdX//
GO_0009136_8	pbpG//
GO_0009138_7	gsiA//ydjE//
GO_0009139_8	torC//yhfS//
GO_0009141_6	xerD//yiaF//frwC//rplL//aceA//nanS//yeaK//fbaA//sgcX//rzpD//yiaL//proQ//mtn//elaA//atpC//def//panZ//iscR//queE//cysI//narV//hisM//rpmJ//relB//cynT//yjbB//ybbY//ybgQ//bipA//pdeL//yjcE//recA//exbD//ispG//kbaZ//gppA//kdgT//lldR//
GO_0009142_7	macA//rutE//nagD//evgA//der//mntR//mipA//nadA//iscS//entF//yoeE//moaC//ybdR//xylG//tabA//dfp//nuoN//mhpR//cutC//lldR//rsmA//cdsA//epmC//yciA//ygiB//mdoD//pyrE//intA//
GO_0009143_7	rpoD//ynjD//recN//gor//
GO_0009144_7	lysA//sgcC//nepI//lpxC//panD//oppD//mltC//yahB//rplQ//cheA//cysI//ybgI//phnH//rfbX//bglX//tehA//frvB//sgcA//flgG//ydfH//trmH//ttdB//ssuD//modA//paaC//dsbG//betB//topB//yciF//rclB//tolA//
GO_0009145_8	prfA//ybgQ//gpr//glgC//glrR//dpiA//fhuB//pphB//asr//surE//emrY//yfdC//arsC//ugpE//yfgO//fruB//hipA//nei//cas3//dacD//sgcA//nfuA//mdtI//
GO_0009146_8	dapA//ndh//
GO_0009147_7	tamA//metL//cbl//ydcM//
GO_0009148_8	msbA//ycgR//
GO_0009149_8	zapE//fnr//
GO_0009150_7	insI3//sfsA//rhaM//hisC//lacY//yehT//mltF//intZ//dinD//mdoD//rluE//yaaY//yeaK//yghW//mscL//mscK//fliD//tap//tatD//hldE//panB//dinB//surE//satP//era//ydcS//nuoM//yhfS//norR//lgoR//deoA//mutM//yejF//aroB//tpiA//galF//yaiW//lsrA//fepD//xylF//insI3//rpsQ//sgcA//deoA//pstC//mobA//accA//aceF//
GO_0009151_7	waaO//ubiD//
GO_0009152_8	hofN//yjaA//tyrR//deaD//rph//tehA//mraZ//mscS//astC//flgG//entF//ispG//elfD//fdhE//murF//ydeI//cbtA//lgoR//ybaO//dmsC//yiaO//speB//yhdX//mtlD//ravA//purT//ybjG//flgA//ygiB//rluB//holB//hofQ//dhaR//dicA//adhP//ygfA//bglJ//
GO_0009155_7	eutD//mhpA//
GO_0009156_8	yaaU//aer//ymfA//tcyL//ygjH//recA//nrdG//lsrB//yjbH//mcrB//yccA//infC//npr//add//ypdA//insA-1//htpX//rhlB//yibF//tyrR//kch//yjcE//psuT//evgA//ispH//mepA//ycjU//ydiO//gcvP//clsB//nuoM//aer//dppB//
GO_0009157_8	dinI//tatE//yefM//nupX//
GO_0009158_8	waaZ//xapA//dgoK//yajR//yfdC//
GO_0009161_7	rimM//bacA//ymgF//fliA//allR//manY//idnT//kbp//caiB//yhjB//gpt//tolA//spy//ygcR//srmB//ycfJ//rpiB//trmH//cbrC//glsA2//ispU//gyrB//ybdN//cvrA//rhaA//rpoA//yojI//yagG//frvB//fis//ydhJ//opgC//ldrB//ybjD//yiiE//yfcG//rpiB//yhjR//dnaB//phoA//yihP//rpiB//
GO_0009162_7	apaH//hemH//deoB//glcA//
GO_0009163_6	fabB//wecE//arsB//dgcZ//dgcN//cspE//yijO//mtgA//rsmF//ybcF//nrfD//yebQ//qseC//holA//nuoL//ychF//narK//agaD//deoR//
GO_0009164_6	ihfB//cysC//pflC//yieH//argF//rplQ//yraN//hisM//glnE//leuC//ubiJ//uacT//arfB//
GO_0009165_7	narI//kdpB//pdeH//elaB//fepG//cobT//hsdM//cyaA//rne//kdsA//pinQ//sgbH//ydbK//pspG//srlE//yagI//dmlR//xapA//rfbC//gsiC//yhhZ//yehZ//gltL//yqeG//gppA//dgcJ//ybdO//tsaE//ubiC//cmoM//yebG//cbtA//recJ//yodD//fimD//fbp//pyrC//hybB//phnO//priA//ycfJ//aslB//lasT//cyoB//lexA//yijO//dnaG//ddlA//ribF//fimF//cusF//ibaG//potA//yiiD//yjfF//yejB//dcyD//putP//yjbH//adeP//lrp//hpt//afuB//bcsQ//nuoN//mscS//rplM//ppsA//btuC//mrcB//rlmN//
GO_0009166_7	nuoF//parE//yrdA//deoR//fliT//ybhR//fryC//gcvH//fdhD//ybfA//yfiE//gpmA//yehP//gltS//rimM//lolC//xanQ//phnP//rpmJ//yieF//sxy//selU//hslV//rimK//rpsQ//yfgI//rfaB//fdhE//lsrA//hyfR//cusB//
GO_0009167_8	dsbC//aphA//hslR//valS//aes//acrR//appC//yceO//hslO//yggX//soxS//cdh//nirC//higA//kdpE//mazF//marA//rimL//pyrB//setB//phnN//malK//gpmM//alaE//menF//recB//yrfG//rfaG//acnA//rimI//lsrC//ruvA//ridA//poxB//
GO_0009168_9	fadD//selA//lgoR//znuC//radD//fre//potB//yacG//blc//puuD//ybhR//fimE//cydA//yaiP//cdd//tig//aas//atpC//trpB//lpxK//rarD//rsmB//acnA//hrsA//dacB//rapA//ycaO//insI4//cedA//yfeD//
GO_0009173_8	rpnD//lpxB//mscL//yiaL//dinD//lnt//cusF//
GO_0009174_9	hybE//yebC//
GO_0009175_9	rlmF//acnB//sgbE//efp//glrK//
GO_0009176_8	aroL//rpmB//raiA//
GO_0009177_9	yidL//rfaF//yaaY//
GO_0009179_8	yfcR//lldD//yjiM//blr//mngB//ulaR//rstB//yhjR//sad//ychH//psuG//yciE//cutC//yfdR//yijE//patA//nhaR//lysC//kdsA//envZ//gpt//ynfE//pdeL//
GO_0009180_9	ydhJ//
GO_0009185_7	holC//ypdI//tar//nudB//cyoB//betA//crcB//tag//xseA//trpA//sodB//ubiD//murD//queA//hisC//yfgJ//lsrG//nagC//pntB//emrD//cheB//yebZ//flgG//yfbR//
GO_0009186_7	waaJ//
GO_0009187_7	araE//nlpA//
GO_0009188_8	rmf//selU//
GO_0009189_8	pgaD//
GO_0009190_8	kilR//yehB//
GO_0009193_8	rpsI//
GO_0009194_9	thrC//
GO_0009196_8	zapA//
GO_0009197_9	paaB//
GO_0009199_7	yciE//hyaD//yfhH//ydaV//mak//frvA//puuB//tyrA//rtcR//fau//zinT//recF//agaR//ttdA//casE//tusC//prmA//rhtB//selD//bcr//leuA//ptsG//malQ//argE//rfbD//ispG//yidC//rluB//yidK//rraB//eco//
GO_0009200_7	dkgB//hda//opgB//ypjD//
GO_0009201_8	yfhH//ybjG//dinD//pyrC//recC//yfcR//priA//yihQ//fdoH//fimF//ynfK//sugE//ybiV//mdtB//hflC//hemL//mazF//hipA//recT//rlmG//pspG//pal//mdlA//ptrA//
GO_0009202_8	appA//
GO_0009203_8	cpdB//
GO_0009204_8	murA//xylE//glrR//
GO_0009205_8	dnaN//clpB//fliM//ybgI//rpnC//yrbG//ytfQ//fryB//kgtP//recX//aroF//cpdA//argR//menC//glnD//hofM//kduD//mscL//fbp//uspF//casA//aspS//ybbN//bioD//alsK//rsmD//sgcR//aroL//ybbY//
GO_0009206_9	ptsG//insI4//flhD//yjhC//dapF//casC//rraB//tcyJ//rpoS//nikB//stpA//nadB//zraR//yeaD//yejA//ychF//ydcP//blr//yihU//srmB//nikR//nrfB//ribC//
GO_0009208_8	ade//ulaE//
GO_0009209_9	idnT//
GO_0009210_9	arsR//
GO_0009211_8	rplK//cydD//bcsQ//
GO_0009212_9	sufD//
GO_0009213_9	glrK//uhpT//
GO_0009215_8	hyaC//cheW//
GO_0009217_9	psuT//rpsM//
GO_0009218_7	pheM//tadA//betI//glxK//rzpR//dauA//lptD//adhE//hokB//yfcS//sbcC//lipA//
GO_0009219_7	gatC//ybfE//glcB//alsK//ybiJ//
GO_0009220_8	menA//glnB//rhmR//dppF//purN//ybgP//
GO_0009221_8	ynfE//hpf//ybcF//npr//
GO_0009222_7	yraK//pyrL//appA//cmtB//potD//nupC//
GO_0009223_7	insI-2//trpE//
GO_0009224_9	purU//nrdR//
GO_0009225_5	marR//yecS//ralR//yijE//lpxP//yiiE//kbaY//yjhB//ompC//ibsC//ptsH//cadC//narJ//ymfK//yfdS//
GO_0009226_6	yqcG//elfA//rsmD//puuA//araH//yigL//acnA//yhdH//kefC//yneE//sapB//yfhM//aslB//
GO_0009228_7	dapA//kdpB//folX//ygbN//cas1//plaP//nuoH//rfbB//phnO//csgD//
GO_0009229_6	dcuS//fliL//
GO_0009231_6	ybaK//tpx//nsrR//rayT//ybcJ//araD//glnP//
GO_0009233_6	ddpX//cadB//pldB//paaK//fadI//crp//msbA//glsA2//prpD//rpsI//
GO_0009234_7	cas3//intF//ydhQ//yciV//ugpB//lsrG//bdcA//mngR//hupA//tpx//
GO_0009235_5	torR//entF//puuA//rclC//poxB//dinI//
GO_0009236_6	narU//mltB//adeD//oppF//elaD//lpoB//
GO_0009237_4	hldE//ahr//narH//pflA//ychO//rlmG//ydiF//fhuD//dacC//
GO_0009238_5	eutK//panE//metE//mppA//arsR//mrp//mdoG//trkH//fimE//
GO_0009239_6	bacA//fruK//mrr//ycbB//rspB//ruvA//lsrB//nac//
GO_0009240_6	ibsE//yieL//queF//cmoM//mdtC//
GO_0009242_6	ispB//yebC//xseA//yjiM//fucP//elfA//menC//wecE//secM//galT//phnP//
GO_0009243_7	flgM//
GO_0009244_7	gltD//ppiD//lolD//yfeR//pspD//manZ//zur//ilvN//emrE//hiuH//hypD//nfuA//tpx//arcB//cobS//cusS//narU//lsrK//yfaU//relA//yehZ//ybdG//sdhA//alsK//pyrE//avtA//chbA//atpG//phnO//
GO_0009245_6	mliC//ilvB//rbbA//acrB//yhcD//ybaQ//yfaE//fucI//rraA//nuoF//
GO_0009246_6	ydjL//sgcR//higB//ygbI//glmS//aroL//solA//potC//melB//
GO_0009247_6	mliC//hycH//putA//insB-4//solA//purL//lsrB//tcyP//waaF//tsx//glmS//uspB//
GO_0009249_6	allC//ygeX//metR//
GO_0009250_7	spoT//mtr//ydfK//yihP//rplT//tdk//nirB//paaH//ybgQ//hiuH//rplF//nlpA//rpsP//accC//
GO_0009251_7	hrsA//glmU//katG//glcC//rsfS//murE//
GO_0009252_7	cpxR//sdhE//yneE//argB//galR//ribE//appB//rcnA//hybE//rsmA//sbcD//gnd//yqgB//yagJ//yehX//moaD//pgpB//secE//rpsH//recR//malS//ileS//lptE//insH-6//sucD//stpA//mepH//zitB//ftsN//cysC//gapA//purR//ulaG//tolC//bssS//rplT//dcuD//cdgI//rpsB//
GO_0009253_8	yhfK//yfiC//pfkB//hiuH//dinG//bglJ//smrA//rlmH//cobU//ilvC//
GO_0009254_8	cvpA//yghW//tsaE//mngR//sfmF//mppA//cydB//ulaB//yhgF//emrB//
GO_0009256_7	nagC//fetA//fieF//ydbK//
GO_0009257_8	tsgA//oppB//murB//trpGD//
GO_0009259_6	kdgT//rhaT//mtr//cdd//hscB//lhr//osmF//kgtP//relE//ygiN//yebK//sgbU//metH//yhbX//yaaU//yqgB//rplJ//rpsL//nfsB//yraJ//infC//tsaC//ydeP//ygeA//mdaB//mutL//ycfJ//dppF//ftsN//soxR//yaaJ//gph//dgcJ//ldrA//kdpF//yhdZ//yaiW//fruK//cysB//putP//dgcJ//slyA//pspG//yhjX//cecR//ibpB//pgrR//fadA//mscS//ydiK//cynT//yegT//lysC//rsmD//sseA//mglC//ydcT//udk//yqaB//moaB//ybjN//
GO_0009260_7	cptB//envY//priA//insI3//yijO//csgE//ynjA//nrdR//argH//waaY//ugpB//rhaT//rplB//pgaA//livK//rdgC//dinG//ompW//mhpT//tufA//roxA//nuoG//yjcS//ddpX//rcsC//clpA//pstA//ascG//ybgP//ycdY//dgoA//ymgF//lsrR//cdh//pflA//pepN//bioP//dgkA//hprR//cysQ//phoU//glcC//yfcG//glmS//
GO_0009261_6	ybcF//ydeM//rhaS//ypdI//glgP//aroF//
GO_0009262_5	rhmD//mcrB//ivbL//dnaX//yihP//mdtB//tap//insI-1//adiC//ilvL//rhaT//casA//eptA//
GO_0009263_6	pinQ//malS//thiI//birA//phr//oppA//chpB//ypjD//alsB//
GO_0009264_6	rimM//lptB//ilvA//rluC//mqsA//
GO_0009265_7	rlmG//pgl//ybdG//iscR//ileS//
GO_0009266_4	elfA//adeD//uacT//xylG//nikD//rnlA//dgcT//gstB//phoU//agaR//opgH//hybO//infC//apaH//ispH//appA//mrcB//dgcM//hcp//nuoN//tolQ//ybiS//ptsI//yegS//casB//yiiE//gor//argC//fadI//ttdA//gabD//nhaA//yrdA//hiuH//cra//phnJ//glsA1//gspF//agp//kdsB//secF//amtB//lpxD//galM//ugpC//frdB//insE-1//yfiR//corA//pldB//dppB//yceD//sgcC//tusE//sgrR//deoA//ybhJ//nuoF//yggT//rstB//pdxA//hybC//cyoB//nudF//ybaK//pflB//acrF//ilvM//hprR//mdtF//nrdD//hscA//pta//dgt//yciT//yfaE//aroF//ygcO//birA//garL//ubiH//dicC//
GO_0009267_5	waaZ//agaW//ulaG//flgH//ldhA//wzzE//fabZ//yghO//ftp//mak//hchA//moaB//pbpG//glgP//ydgA//ybeQ//cbl//eutR//tsr//ptsP//rraB//ppx//rbbA//yahD//ugpC//gadA//
GO_0009268_4	yjhC//ygiB//sstT//hcaE//rsuA//fcl//dmsB//fabR//glcC//aroK//lptD//yiaO//yqiJ//yhjG//aroD//ygiW//phnN//rutR//dut//ydeM//nudG//kilR//suhB//djlC//pykF//livG//yjeH//
GO_0009271_4	metF//yccS//araA//
GO_0009273_5	mdtJ//gntP//sgbH//msbA//potE//queE//xylH//ldhA//amyA//ulaG//
GO_0009290_6	yafN//rusA//
GO_0009292_4	ynaE//ebgA//
GO_0009294_5	flgA//yifB//
GO_0009297_6	sxy//yqcC//eutR//ppx//ydjK//yeaV//ycjY//feaR//glgX//yoeE//pdxH//waaS//cpxA//glvB//
GO_0009298_7	arnA//rlmL//dxs//
GO_0009305_7	ulaG//
GO_0009306_4	fhuB//hypC//frvA//cysG//ymgA//cyaA//malE//
GO_0009308_5	cyaA//rnlA//hemC//cpxA//fdnH//yihV//glgC//narW//cueO//garD//degQ//ulaB//cheR//amiD//yfaU//yobA//ypdA//aroC//ybjC//hycI//ykgF//narZ//betI//yeiL//serS//pcm//sapD//
GO_0009309_6	pflC//argI//yqcC//yadN//waaF//yghU//yfaX//purR//yahO//ptsN//ettA//prfC//rsmH//fabR//
GO_0009310_6	leuC//citG//artM//yahD//flgI//ltaE//ftsA//rpoS//torA//tynA//pflB//hisP//cdh//
GO_0009311_5	yiaB//ybjL//yjeH//bfr//cysG//edd//hexR//dinQ//ccmE//yfiF//ybhI//ibpB//tauD//ykgF//yebK//xerC//nagK//fliK//rhtC//yfaE//pgaA//pdxK//hsdM//aceK//xapR//ftsX//miaB//yijO//yidK//rimP//bioF//glcB//ihfA//purD//priC//citT//rnb//prs//hcaT//asmA//rluF//kdpC//yfaU//dtpA//gabD//rfe//acnA//sgbE//yjfP//recQ//nmpC//otsB//rpsK//
GO_0009312_6	ybiO//adeQ//mdtO//ycjP//fieF//rho//tadA//malZ//araD//gldA//cutC//gshA//galS//opgB//kilR//ycjP//tap//glk//yidZ//mzrA//yfjR//gadX//sapD//osmY//nanR//lpxB//yahD//glsA1//cpsB//tesB//ccmH//yfgI//hisQ//gph//chpB//preA//yhdW//tesB//bipA//yeeA//hsdR//thyA//
GO_0009313_6	artM//bioA//nsrR//amtB//purD//adiC//dgt//recX//solA//ybhG//
GO_0009314_4	thiQ//slyD//chbB//cysK//infB//wzyE//ydfK//cusB//tsaB//hycB//sgrT//glmU//tcyN//gatD//sthA//mnmA//nuoI//hypC//fabH//hypD//dgoK//ydjE//insB-4//nusG//acrR//metI//xapR//moaB//dnaE//hcaD//yaaY//bioD2//tdcE//yehZ//ampE//amyA//rbbA//dfp//rzpD//ybaT//yhdW//ydcM//tig//waaQ//ybjN//yccS//cbl//bacA//metE//oppA//rlmB//ivbL//queG//hrsA//yehD//higB//ypdF//gabP//yijE//waaY//asnS//rcsF//rbsD//aaeB//pspD//ygaH//yraJ//metQ//pyrB//mntH//metK//sgcB//arsB//aaeB//ndk//insE-1//hslR//elaB//fumB//bcp//frwD//prlF//potH//ynhF//ltaE//dppB//acrD//nrdH//cvpA//yadM//ybeQ//gatD//
GO_0009372_5	ybdM//cpsB//yfgO//
GO_0009394_6	caiE//gcvT//sdhA//rcsD//ubiH//entC//msrP//
GO_0009395_6	fadK//
GO_0009396_6	sfmF//osmY//ubiE//cstA//yqeG//cbtA//sapC//sfmF//rsmH//cspC//yjhH//
GO_0009397_6	hybO//rffC//
GO_0009398_7	tatE//
GO_0009401_7	xylA//hsdR//amyA//xerC//tdcA//mltB//pyrG//mntP//tamA//gdhA//ldrB//fumA//ymfA//rpsQ//mhpA//yjjQ//degQ//xapA//ynfK//ygeA//insH-5//iscR//secA//gspI//rcsA//murG//napF//psuT//rep//poxB//malK//tmk//yagJ//potF//xisR//putA//essD//ghxP//coaD//tnaA//preA//trpA//mcrB//aes//cysI//ydfG//purL//lsrB//eutA//norV//ais//glvB//
GO_0009403_5	accA//
GO_0009404_4	rlmI//dkgB//accB//ppsA//tas//preT//hemC//wbbK//nagC//slt//hycB//yfdK//kbaZ//rluE//argE//yjiY//pmbA//macB//sufS//
GO_0009405_4	ydhQ//argB//aspS//
GO_0009407_3	xerD//ydiF//rlmE//hprR//agaR//tusE//skp//dnaX//bcr//holD//hemN//artM//artP//dcuB//yeiL//sufE//
GO_0009408_4	yihX//torC//ppsR//rlmE//leuB//asnA//yciK//ybhP//tyrR//kdpE//rhsD//ptsP//thiD//idnD//hycA//fnr//mepH//galR//appB//hda//pfkB//mtnN//yidL//glgA//ftsL//modB//tdcC//minE//dgcE//rpoA//accA//yhhZ//pyrB//dsbG//psuG//nanS//fdoI//eutD//napF//yjjQ//lpd//yijO//folM//rluE//uxuA//znuB//manX//yfgO//shiA//yiaT//yhhT//tomB//fumA//ygiV//frwB//ybeY//idnD//gudX//asnC//rpoA//
GO_0009409_4	ssuA//ycgR//ygiV//topA//ybhI//galU//dppB//rplL//araG//tatD//dppC//insI4//mrp//cydD//glnA//rpsQ//phoQ//manA//
GO_0009410_4	hscC//
GO_0009411_6	rpiB//narZ//fucP//phnK//rof//mreC//torZ//zipA//ybgP//zinT//menE//yjeI//rfbD//iclR//allD//nrdE//
GO_0009415_4	frr//
GO_0009416_5	pgsA//tyrB//prlC//tusC//kdgR//lsrC//fadI//allS//asnB//rlmJ//yceO//proP//matP//yciA//patZ//rpsD//nemA//atpG//wcaJ//
GO_0009423_8	rclC//rlmM//rhaM//malQ//
GO_0009432_5	ispU//potF//purB//rfaB//nfo//nrdE//ytfE//ldtC//rfaD//puuC//rcsB//fepB//fadB//aslB//mdfA//agp//pth//araE//yraH//parC//ygdG//prpR//
GO_0009435_9	dnaB//rplK//ydcZ//ypdA//mhpA//minD//ptsH//sapA//cdh//
GO_0009436_6	trxC//glgS//dctA//xapA//
GO_0009437_5	torD//acrZ//emrE//ykfM//recO//opgH//ycjY//
GO_0009438_5	zapC//secB//sfsA//amtB//cysW//mcbA//glnQ//fixB//gadC//ybjG//queA//thiG//pal//argP//thiC//garP//treF//csdA//narK//flgM//galS//potH//bhsA//feaR//hisQ//thiE//yjjX//asnB//zapA//acrZ//
GO_0009439_5	ycjP//emrD//yafS//
GO_0009440_6	rstB//hslV//zntR//
GO_0009441_5	degQ//aroG//glxR//oppB//purF//
GO_0009442_7	nadA//gloC//uspB//sseA//mhpA//
GO_0009443_5	ybiH//zapC//fdoG//
GO_0009445_5	katG//bssR//ydgA//marA//argS//cca//yjjX//yoaA//pphA//lspA//
GO_0009446_6	hslR//tufB//
GO_0009447_6	ibsD//sapD//aphA//pdeL//yiaF//hemN//ynbB//chaA//
GO_0009448_5	exbB//ygeA//narI//dpiB//
GO_0009450_6	livG//afuC//flgG//frdD//
GO_0009451_6	dcuB//bsmA//ybjN//purL//ycbU//secG//lpd//yidL//yqiG//gpp//frvR//sgcE//cfa//hofM//umpH//lolC//zur//lgoR//rsmE//cas1//holB//yidD//bioD1//xseA//phoR//ybaE//ybdH//pmbA//gadE//exbD//pflA//dgoD//yjjX//plaP//fadJ//ascB//yihI//ribD//bglF//sbcD//kdsD//fliZ//yadV//rpoD//nrfG//malF//yaaA//xylB//gudX//cspA//cbrA//ybiH//solA//dtpD//rlmL//ygaH//ygcO//nimT//dacC//mqsR//glxK//yfbV//envZ//xapA//gadB//yfcV//dedD//rpsO//ilvC//tcyL//flgG//pdeR//rclB//dctA//kup//tcyL//adeQ//rcnB//pyrF//rplY//pgaD//glsA1//ydaN//
GO_0009453_4	seqA//
GO_0009454_5	lamB//
GO_0009593_4	yieK//ybgQ//
GO_0009597_5	araA//
GO_0009605_3	ftnA//nrdI//gadE//pykF//ynjA//purF//amiB//yneL//proW//ribD//dgoR//pgl//ycjU//mrcB//psd//lolA//exuR//ycfL//ygaZ//lptG//ftsH//sgbU//yhcF//torY//sucC//ecpR//scpB//yiiE//pyrF//ygcR//mqsR//yjhI//tolR//zur//nlpA//uxaA//argT//wcaB//gyrA//glnB//bamA//ytfP//cdgI//frlA//leuB//trpR//thiP//flgD//yjiX//araD//dgcM//elfG//mhpA//moaD//acpH//sgrT//hisP//phr//dapF//lrhA//deoR//recX//lpxD//fucO//norV//ydjE//lpxP//pyrH//yagJ//hchA//flgE//ldtA//rimJ//gudD//sodA//grcA//ybaL//
GO_0009607_3	fdrA//rof//bdcR//arsB//ygiV//gspE//yihS//hns//wbbK//malK//yagE//mscM//yhhY//rpsT//
GO_0009615_4	hns//narL//vsr//glpD//sdhE//cysM//fabA//topAI//oppA//clsC//codA//ypdI//rluD//proC//
GO_0009628_3	intQ//ynbC//hemD//frdD//napC//cysQ//torI//nfsB//hlyE//ribA//rarD//ycfL//galK//dgt//znuB//yqeF//yneJ//abgT//lpxC//uspC//recO//oppC//gpsA//pliG//yahK//prpB//pyrB//yghB//cbrA//ychO//bssR//cusF//umuC//lgoT//yjbF//dcyD//dtpD//pckA//dicB//ortT//ydiB//mlc//gapC//prlF//fhuF//yehZ//recT//yqaE//narP//yedL//rof//murG//codA//tufA//pfkA//iaaA//tsaC//perR//rsmE//rpoD//ynaI//mnaT//bglH//topAI//yihS//pepN//sodB//gadB//yjhG//torI//rihA//murG//ispH//gsiB//metI//chbC//cysH//waaA//rpiB//atoS//argA//murQ//topA//uvrB//aaeR//dld//metR//yhbS//dcuB//waaF//yeiE//ycjR//sapD//yjjG//gadB//nadA//thiM//rmf//proS//ygfA//yhiM//serS//ybhP//prlC//rpiR//ilvB//yadN//orn//mnmA//aroP//hyfC//purC//proQ//rcsA//fecC//srlE//zntA//emrE//bamC//ymfK//yfdG//cyoA//selA//ghrB//malF//ybdM//rfaG//sfmH//era//mntS//yfdG//yhbX//caiT//nupG//phnL//syd//gnd//yggP//groS//accD//cmtA//tmk//tsgA//alkA//ydcR//arsC//pgl//mioC//zipA//phoR//waaJ//moaB//yhfS//caiD//ydhJ//yhjA//fetB//patD//yjfP//atoB//fecB//glrK//uxaA//ypdC//mtn//aaeA//clcB//rbsA//mrp//waaB//ydiK//gcvP//uxuA//msrA//ispF//yojI//folP//xdhB//narU//rbsC//cyaY//macA//hycH//tag//artQ//ahr//ppc//aldB//torC//murI//mscL//ybiO//creB//yedF//tauC//aroP//dfp//ybdN//dapA//argB//flgF//ybeQ//srlR//trpA//priB//thiG//yfeD//bamA//yehD//galE//fur//yedP//ispB//pspD//yojI//cobS//rlmM//frmB//secA//tufA//fdnI//bcr//endA//entF//plsB//seqA//phoR//ppk//ypdA//flgC//
GO_0009635_4	kdgK//
