#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hldE//gntU//arnF//menH//
GO_0009056_3	gadX//fimI//treA//bioH//nadD//rpsK//osmC//murG//frwC//ydeI//yggE//glnD//hupA//ybiT//fruA//yhaV//murD//dgcN//yihI//uhpC//gltX//speA//folA//torY//tamA//galT//secA//yhcN//yphC//rpsJ//metK//frdA//hokB//tabA//ibsD//pdeD//prs//manY//tas//malX//trmJ//pyrE//ynjD//rzpD//fimH//narW//ilvE//uidC//xerC//gadC//opgG//relA//accA//rpsB//tabA//artQ//pcm//pheT//mtlA//yhiM//csgF//ldrD//waaQ//priC//yehY//yiaT//lpoB//flhC//rbsC//rihC//btuF//msrA//pepD//iscU//yfeD//rzoD//ynbD//ybjG//pppA//zraS//ulaG//sbcB//pyrD//rfaD//amyA//yiaO//waaO//tatB//yggT//thiI//nrdI//yjgX//ruvB//ribA//katE//glmU//comR//ppx//viaA//tsaE//pal//higA//yfjV//rfaE//recB//pepN//rpsG//rhaD//fadI//ypdC//ybaK//atpF//emrY//tus//gspI//gloC//flgA//ligA//hemE//nrfG//hcaB//dgcJ//livG//lldR//ulaE//yaaY//nuoN//ascG//ftsP//yhjG//fdnI//prpB//hyfC//ycdX//frwD//yfaX//rssB//rsmH//yaaJ//ihfB//fdx//ybeF//gor//lepB//yraN//uspE//yibH//ompL//cyaY//pdxJ//yjcE//fre//guaD//fdnG//rng//mnmG//queG//ydhJ//rsmI//prfB//glvC//eptB//glpA//gnsB//narZ//hemG//yehX//cynX//mnmA//yfcA//yhbQ//rpmF//folD//tsaD//fdhE//pspD//hdeA//acpS//fmt//ribA//yfeO//ygeR//prpD//recF//glpD//ydaC//elyC//rcsA//dctR//barA//dgt//pgi//ftsW//thiM//sbcC//sgbU//yhiM//modB//rutE//acrZ//glmM//nikB//yijO//eno//acrA//yejF//torY//nemA//yjhG//hupA//mntS//flgH//ebgR//glpA//rfaB//prlF//hofM//yfaL//xylE//casE//tauD//aceF//bioH//cpoB//dhaR//intZ//ydcI//eutD//rpnA//ibsB//tatD//btuC//slmA//rfbX//lsrR//rng//secE//rlmI//dedD//fmt//fabR//gpr//ibsC//ndk//thrC//tadA//tatD//ftsE//lgoR//lpd//yjbE//speA//ldrB//glvC//hicB//fucK//tomB//rhaD//uxuA//argC//hcaD//elfD//rlmG//acrA//xylH//fucA//ompC//slyD//nimR//rrrD//hybD//accD//rpsB//otsA//trpE//ung//hflD//lysR//uhpA//rsmE//trmO//adhP//idnT//yidQ//ybgP//hipB//ribA//mtlD//ygfZ//xseA//qseC//fcl//yneL//phr//yiiM//pyrH//pgsA//arsR//mocA//ynbB//rplL//yhhT//hybB//yfeX//tdcC//yjiA//dinJ//yfcQ//ttdA//mgtL//sgrR//mraZ//msrP//bioA//yehU//macA//aspA//pheT//thiD//yehZ//sohB//groS//gspJ//ydcO//mglA//fre//rsmF//glxR//hsdR//otsA//nadE//cbtA//oxyR//rnlB//ycjY//yfaE//iaaA//dmlR//melB//mltB//tdh//gatC//casE//rcdA//rbsR//recR//phnL//yibT//lldD//ybcL//codA//rlmB//msrA//yadG//insI-2//yjjX//rpsD//ymgF//phoE//pepD//gyrA//yddG//dppA//speD//yjiQ//ugpE//nuoE//insH-5//tsaB//atpH//ibsD//prmC//cysN//dnaX//ilvD//hinT//glnL//dinB//kbaZ//folX//dinQ//hemD//flgI//yoeE//mtlR//ttcA//pntB//lipB//cysK//gltS//yebZ//yphB//wzc//yiaN//amiC//gcvH//yehZ//glsB//dnaN//sapF//atpF//nikE//dppC//selU//yihP//arsC//cof//ttdT//yjbH//tehA//rplY//metR//asnS//pepT//gltI//tcdA//
GO_0009057_5	dpiB//trpA//psuT//rutC//iscR//rplS//hybF//nadC//aceB//crfC//glnP//selD//ydcS//sapD//yeiG//ycdY//yehT//ymgC//treC//rluC//glnK//rpnC//cysB//epd//rng//lptE//aphA//trpC//torC//yfcR//sdaC//vsr//apt//kefF//uhpT//rodZ//hybE//ftsH//aidB//add//yejE//mdtI//ycaN//tatA//sufA//lolA//rnc//rrrD//ilvD//mak//glrK//ycbX//lpcA//ttdA//
GO_0009058_3	hypF//rrrQ//srmB//psuG//recO//mtr//ligA//htpX//cdgI//dmlA//rplO//rpsJ//hpf//hcaB//ycjW//brnQ//rutR//panD//uidR//rcsD//pdhR//ldtC//yodD//glk//yjgX//tusB//paaE//oppD//pabC//malQ//narW//gudX//copA//metG//hisC//zupT//yhhT//lplA//ygjK//mgrB//yihS//secF//mlc//sgcB//perR//plaP//cobB//mdtN//tyrS//nth//sseA//hypD//uidR//oxc//fimZ//cobT//tilS//araG//baeS//proX//cmtB//thiQ//ribC//etp//yehD//yfcS//pabC//phoE//rng//yifB//znuB//ais//insI-2//yhaV//ybgQ//livF//deoA//spy//bamD//nmpC//uup//atpH//asnA//ssuD//gapC//yoaB//dapF//sugE//cbtA//argF//cusC//rplP//hyfF//htrE//ligA//rcsC//zapD//dsbA//hofC//nanT//rsmC//ugpC//gntR//rspB//epmB//aqpZ//mrdB//rpsM//pstC//mglC//lapB//ycfS//ydhK//guaA//hisM//rsmF//hybO//wzyE//essD//yoaA//insF-1//ybiS//yihV//hisI//lpxP//aroA//entH//lgoR//pdhR//cueO//yiaT//atpH//yahB//ung//ivbL//mhpC//slyA//yeiE//nuoF//livF//cpsG//umpG//slmA//hyaC//aroF//bioC//paaZ//wecC//gatB//pldB//hinT//cadC//ppsR//entA//prlC//tatC//gmd//ybhG//fhuC//pyrC//exuT//rplO//puuR//gltS//gpp//thiG//sufD//gloC//cobT//mazF//xerC//cysZ//treF//argT//rhlE//hmp//thiL//nikB//hyfA//ybaK//pdxJ//queG//hemL//nusA//ftp//btuF//pphB//yccA//betT//cyoC//waaF//gcvT//ribF//rnpA//rcnB//frmB//dpiB//aroG//ubiB//dhaR//crcB//yfcP//yfbR//recJ//potB//rsmA//insI-2//ulaG//mdtK//tonB//fpr//agaC//metL//xylA//waaU//argH//hycI//cusB//ugpE//rcsB//ydbK//ftsA//csdA//ttdR//sucD//diaA//lldP//recG//aaeA//yieK//rpsQ//adiA//waaZ//lysR//mhpA//tyrB//mdtJ//cydB//trkA//mocA//gph//ygjK//osmF//yajO//waaQ//znuA//lplA//relA//acpT//flhC//aroH//dicB//ldtB//narL//ybdH//exbB//yfgO//cysS//hisI//ppiA//dkgB//aldA//dppC//argD//ydiP//yfaX//uspE//lipA//carB//norR//hybB//hisA//menC//entF//insB-4//argR//tcyL//fdnH//fdx//opgG//sanA//intQ//abgT//pflA//waaG//cytR//nlpD//ccmA//glcE//ygcW//yeaG//gyrB//acpT//acrZ//fabZ//caiD//ybhG//dtpB//fabD//ftsK//murC//uxuA//narG//puuC//cyoA//citT//sgrT//prpB//csgF//mtlR//skp//yqeF//glrR//yoeE//yphD//ydaV//rpnD//yjiM//yqgF//yedX//modB//rpsG//tyrB//pyrF//ygeW//mioC//rsmH//pdxB//yihW//aroF//tauB//fkpA//speC//rne//flhE//nrdB//yehD//yqiH//sbp//uhpC//paaJ//moaD//gpmA//yjiX//ubiX//lptG//ynjD//yddA//gutM//fis//arsR//ldrB//ygiV//asd//sgcB//zapE//recJ//yihR//eamA//rfaG//galT//pckA//purT//greB//argD//dxr//rpsR//ydeI//flhA//crl//ybhI//cusS//yegV//dsdX//oppD//glmS//mgtL//csiR//yfgO//ompT//rffG//apt//lpxC//yehA//ydhK//tsf//ygiN//yjhC//tsx//ydfD//mrdB//caiF//hofM//ydiK//trpS//dapD//gudP//amiB//tusC//pdeF//ilvB//ypjD//phnN//brnQ//paaH//dpiB//arfB//lolC//sseA//phoA//tsx//idnD//nhaR//acnB//lldP//leuA//entS//yjcO//fre//greA//tus//raiA//cadC//ytfQ//dsdA//galR//deoC//rcsD//ydeM//mdaB//nrdR//glnB//yhaM//fabB//ynhF//nrdE//uhpB//kefC//nirB//iclR//hemB//folX//lexA//sgcR//fsr//nfsB//torS//ybjD//idnT//poxB//zupT//insI-2//panE//queF//btuB//yafQ//dppB//osmC//cyoE//aroK//yegS//plaP//dinI//rlmM//dxs//hemE//rffC//paaA//dtpC//yccX//treC//folX//guaB//ybhA//rep//ompA//fruB//uhpT//manA//phoQ//insK//frsA//tcyP//yjbH//cbrC//gsiA//phnC//pepA//gabD//ftnB//cusC//ptsP//envR//purT//galM//arsC//srkA//crl//leuB//accC//etk//hycB//mscS//xapR//potD//proS//rpiB//ridA//lasT//ascB//fabG//ugpA//ibsE//yfcF//agaR//dcm//trpD//lrhA//hlyE//aroD//epmC//pheP//osmC//dusC//dps//potI//cmoM//plaP//betI//rhaS//torY//ycdX//gpsA//mprA//yeeO//pheA//ygeX//rusA//fimC//cyoC//yjhB//gabT//glgC//garD//uraA//narG//fdhE//ascF//btuF//galF//rsgA//mdoD//ghoS//yeeA//greA//ldrB//aer//fliL//nagA//rluA//fbp//ydjL//betT//rutB//csrD//ybaO//alaS//yihV//metG//araE//nirC//ybhA//moaE//dacD//ybjC//entS//ghxP//ygiB//ygeV//uhpT//fumB//gcvT//ribF//rlmC//hcaD//narQ//ribE//ybiH//yijE//rho//rnpA//ubiC//xanQ//symE//hisS//lgoT//rnt//psd//ilvH//yqjH//recD//tamA//rlmN//ygfA//glxR//rpsP//srlB//glpD//treC//xanQ//bamC//yfeR//pepB//mraY//kdgK//yddA//entH//yjjW//kgtP//acrE//mdtM//proW//arfB//rusA//suhB//nadC//ytfT//yobA//znuA//rpnD//marR//yhjX//yeaK//hofO//ybdO//pck//gatC//recG//rpmF//dapF//yajL//dhaR//puuD//yhbQ//aceA//yfaX//argE//artJ//ilvH//aphA//lgt//recG//waaA//tsgA//yjhP//araE//pepB//ydcZ//rpsA//cysB//cvpA//fhuF//mltD//yadG//rimP//fryA//lgoD//bssS//rlpA//tdcR//yhbX//xanQ//hofQ//sulA//kefC//metQ//curA//lrp//hns//glyA//nuoB//chpB//ycfS//putP//gntR//umuC//glnK//trxA//mrr//cydA//lpoA//metH//yhdW//aroH//lplA//ycjP//ygiB//feaB//cmoA//yahF//agaD//bamE//rpsH//cysP//hisB//mlaE//recC//hprR//maoP//idnO//recF//cysB//luxS//ftsQ//iap//yjjV//xanQ//cyoE//mltF//hemE//agaB//puuE//cbl//bdcA//agp//fetA//rpmF//yoeE//gor//fadI//nuoH//recB//ydeP//atpA//yehW//dacD//cho//gatB//yhjD//fryB//yhdX//rhoL//hscC//hsdR//srlD//nuoF//psuT//aroL//entD//yehD//speD//wzb//secA//abpA//hipB//rpsO//mgtL//cpxR//cmk//minE//flgM//hdeB//ydcZ//greA//wzb//hrsA//patD//
GO_0009059_5	cbtA//yjjU//yddM//osmY//cysI//gatA//ilvB//gntU//recC//chbG//ribB//sodB//yeeJ//yjjW//ugpC//treC//pinR//infB//gltK//tolB//ssuA//holE//eutN//idnT//rsmG//lapA//rfe//pheS//nikD//cspB//alaC//dgoT//yfaL//cydA//glnQ//tauB//setA//amiC//pspA//glcD//dmlA//yhjC//pitB//dedD//yebQ//lhr//rtcR//hypT//nupX//otsA//hemC//ymfK//mltC//purR//lysS//cmtA//moaB//rpnC//accC//yjiY//dgkA//setC//deoR//relB//kdpD//yhhY//yedX//nfsB//yiaA//emrK//frlB//gltS//ilvC//yfbS//yieL//ybdZ//pflB//pepA//pinQ//yaiP//ybdR//cdgI//hemL//ygiV//recB//yjjX//ydiK//yehW//yrfG//cheB//astC//nimT//yjcO//tsaC//mdtI//zapC//selA//yciH//rzoR//kefG//mepA//hokB//trxA//cmtB//pdxY//pheM//yegV//yieF//adhP//tatA//lpxK//ttdT//fabH//entE//atoC//narJ//ydcT//hxpB//hslU//ileS//clpX//ydfK//prpR//ilvH//ackA//gcl//purD//ftsP//pta//yadV//lysC//leuB//cspE//ybjN//rplN//dapA//lgt//fimH//gudD//ribC//ydaC//nlpD//gspF//avtA//hscB//cysD//rpoS//tdk//cpxP//appA//glmU//frdB//napA//aldB//uvrD//opgC//mntS//suhB//yqjI//shoB//exbB//bluF//ppc//carA//rpmG//dtpD//rsmH//waaB//hicB//zupT//yraH//nrdF//csiD//murB//yhdW//arsR//sbmC//ygbL//ydaC//ychF//uhpB//fabR//yoeB//ybjD//fdrA//msrC//holE//rzoR//yeaD//fliM//uspE//yjjG//narQ//fepB//dinB//hipB//gfcE//aldA//hofO//mntP//lptF//agaW//entH//paaB//prfC//ribC//crl//hemB//chbR//recE//potE//xthA//nupG//rimL//yidQ//rimO//rhmR//yijE//narL//hflX//yoeE//ribA//hcaC//yedX//ompG//rpsK//rtcR//abpB//ydjJ//cdd//rppH//vsr//glgB//menB//tig//rplK//nagZ//yiiD//gltP//acnB//garD//thyA//slt//secG//ldhA//skp//fryA//pagP//mlaC//ssuC//yaaY//rihA//modC//yfaV//ftsY//acpT//yafO//aceB//intS//hsrA//ligB//manZ//nth//nrdD//yajQ//dkgA//orn//ralR//nirC//idnD//murI//uidC//lpoB//rpsI//rcsD//yahN//comR//elfD//argA//mscL//ycjP//glsA//hybB//rpsH//idi//icd//cca//dpiA//livG//yiiM//pgaC//relA//aldB//menH//rhtB//ydcP//csgF//ybdH//metG//tolA//prpD//rsmH//ynfL//menA//tamA//waaY//phnG//treR//tufA//queA//hexR//yneE//livH//ldrB//rlmI//paaC//trkG//
GO_0009060_6	rplA//fieF//mutM//pheA//alaA//exuR//frlR//cysH//ygjK//mdtA//puuR//yibF//pitB//rfaG//uhpC//tktB//fimH//iscX//mltC//srlA//pgm//iscX//umpH//cbrA//mtlD//pepD//
GO_0009061_6	ilvE//yeiG//gltD//fliZ//ibsA//rayT//pgk//deoB//bglH//kdsD//tamA//pgk//tamA//mdtE//yhhT//rseP//fhuD//yhgH//ybiH//mprA//mltA//groS//rpoE//fetA//clpP//edd//narL//yqiG//rpsN//yfgO//ompR//sodC//phnI//atoC//potF//rna//nimT//cpsG//iscX//xylB//rihA//dusB//ftsP//ptrA//fimD//yhhZ//ybaT//hicB//ubiG//dam//appB//fmt//hybA//pgaD//aroK//
GO_0009062_6	nrdD//cptB//ldtE//perR//aidB//relE//yhgH//ruvA//cheB//lsrG//fucO//envC//ygaZ//yjbH//yehW//uhpT//yghG//tcyP//yafQ//ibpB//rayT//
GO_0009063_5	grpE//yneE//btuC//iclR//exuR//rssA//gcvH//modA//ynjD//dgcE//ptsH//murR//yobF//lpxP//ychF//insA-2//yahB//ydcT//fic//rzoD//rcnR//ispG//carB//cnu//nanR//fhuB//bfr//hprR//yjhH//glvC//aspA//paaX//rcnR//hsdR//narI//eutB//mdtL//kefB//mgsA//xanP//nuoM//casB//coaE//glgA//bdm//nusA//pabC//truA//livG//accC//nagZ//nadE//uacT//ybfA//ycjU//
GO_0009064_6	pyrE//thiI//grpE//pgaC//recB//putA//sseA//ybhR//trpGD//ychO//maoP//mhpA//rayT//priC//rhtC//rpiA//ampG//ytfT//yedA//pgm//rssB//coaE//pinR//aceA//ydeT//cusR//fumB//ftsZ//bglX//focB//yjjV//ykgF//paaH//xylA//cof//scpC//crp//wecA//avtA//aroF//yiaM//lyxK//fdnI//fimD//malX//hrpA//
GO_0009065_7	intA//yidQ//yehA//phoU//hsrA//yidP//wcaJ//rcnB//glcF//ychH//yddG//dpiB//flgH//glgX//bcp//yfgO//aroL//panE//
GO_0009066_6	galF//chbA//msrA//ccmG//rhaR//hypB//ynfH//yqaE//yeaV//yhcD//nrfC//yajO//mrr//yhgH//sucC//dnaA//yibH//ftsH//nrdB//zapB//rpsO//envY//arsR//ybiV//dtpC//asnS//acs//tcyP//yjcO//hycB//mreD//yafN//rpsR//rho//rpsT//gshA//fic//uof//coaA//glyA//ygaH//fryB//zupT//fecC//yehA//nrdB//potH//ompN//
GO_0009067_7	glpB//yfeO//htrE//dpiB//nikD//rayT//lgt//carA//garL//ispU//hypD//rbsB//malP//topA//oppA//gatA//purR//sufD//fdrA//yddA//dhaR//ltaE//ldrD//ugpC//sspB//cadC//
GO_0009068_7	phnO//uxaC//nac//bamB//oxyR//fabI//mglB//ydiF//cytR//bcp//dacB//rnc//yjhI//
GO_0009069_6	fliZ//frdC//mntS//rzpR//bcp//shiA//rimM//uxuR//trmD//glnP//spoT//nepI//aphA//amyA//ibsB//fklB//lgt//higB//ccmE//nadE//mgtL//wecE//leuE//ptsP//rsmB//gatD//exuR//yihL//pyrD//ugpB//agaV//menE//spoT//zitB//yadK//cbtA//
GO_0009070_7	rpsT//panE//kdgR//argB//sdhD//ybdZ//yidL//tdcR//ulaF//yidC//yccS//hcp//yfhH//uidR//yehW//yraH//ybcC//ftsZ//ulaR//hycI//
GO_0009071_7	gdhA//paaE//yhaM//narL//rfaG//lacY//tdk//dpiA//menH//yhiM//acrE//rseP//recG//torS//
GO_0009072_5	ung//nrfG//nirC//tldD//yahD//yqiJ//rpsT//cynT//yfjR//tauC//napB//rfbC//nusG//ubiI//yagI//yraN//fliA//oppD//dapA//ruvB//hupA//recE//nrfA//cbeA//
GO_0009073_6	yghU//ycfJ//hcaB//abgA//pagP//fadL//gadE//cvpA//proV//hldE//mlaC//ccmD//csdA//ybiS//efp//ttdB//rffH//icd//abgT//cydB//ralR//
GO_0009074_6	thrS//plaP//emrY//
GO_0009078_6	yidC//ldrB//yciV//yfeD//menF//gadA//mltC//
GO_0009079_7	ebgR//ycfJ//ybiX//hyaD//
GO_0009080_7	lyxK//yadK//poxB//
GO_0009081_5	purB//acrF//yecS//hofC//yjiA//ypdF//yajR//kup//hybF//acrB//yghG//yhhY//holE//intF//hmp//fdhD//nirD//yggP//ykgM//insH-6//ispG//ubiB//
GO_0009082_6	gshA//intQ//grxD//intE//amyA//talB//rpiR//hinT//nagD//queA//cspE//mutY//tsr//ybeF//yhfS//rseC//yahB//mhpC//
GO_0009084_7	dnaB//narL//selD//ompA//glsA1//serA//araA//ttdA//yafQ//argR//menC//lasT//amyA//yhcN//ydcR//yijO//radA//mdtD//dgcF//malQ//dsbC//rhoL//waaZ//yjfP//proX//
GO_0009085_8	hofP//ung//caiE//queC//dsbG//cusF//sixA//agaB//ibaG//galP//rpsQ//adeQ//
GO_0009086_7	ftsP//sfmA//dcm//rplN//fruA//mobA//paaB//sgbH//cheB//
GO_0009088_8	trg//glvB//
GO_0009089_6	mcbA//cytR//yeiL//rtcR//sgbU//ytfT//ydaN//eco//yfaX//
GO_0009090_8	nuoI//yccA//kduI//wcaB//
GO_0009092_7	sgbE//glpG//yddA//lpxM//thrC//metH//
GO_0009093_7	thiP//acrD//yadV//yiaB//metF//
GO_0009094_6	fadL//flgM//norR//cpdB//
GO_0009095_7	dpiA//yagF//acrA//yfdO//
GO_0009097_7	kdsD//astB//cyaY//ycfL//ltaE//guaB//ftsE//
GO_0009098_7	ynfK//norV//ydeP//hofP//plaP//queD//pstB//
GO_0009099_7	yidL//ssb//cydD//dbpA//chpS//cspI//dsbG//yjjW//rhaD//ptsI//
GO_0009100_5	gabT//casA//fumB//tbpA//yhgH//
GO_0009101_6	dcuA//
GO_0009102_6	fcl//rnlB//ppiA//pyrG//glpR//xylE//panF//mtfA//dicB//fadD//treB//gadE//ygiS//
GO_0009103_6	yjjG//cpxA//yjhP//ybfA//gatA//fucO//ldtE//skp//arnF//hupB//aaeB//
GO_0009106_5	gltS//ihfB//
GO_0009107_6	trpC//ypjD//
GO_0009108_6	kch//gltB//galM//yjjU//ivy//trpL//trpE//ppsA//gltI//thrL//yajO//fliS//btuR//yebC//glnB//hyfA//shiA//yagE//rraB//eptB//mglA//rarD//cobU//ompA//ytfE//ppx//lsrA//nrdB//xseA//ydjE//hipB//narP//cusB//rpmB//yihO//glgP//yhhY//ribB//purU//yjbH//tdcD//xapB//allD//ftsQ//paaE//hisC//yodD//fiu//aslB//ompC//prmC//ybiH//yhgF//cdaR//fieF//btuF//folD//ubiE//ftsH//gabD//aslB//bamC//lpxB//gntP//hybD//cdgI//mdtI//galU//fucA//yciV//cysK//gltI//focA//lptE//cyoE//ppsR//umpG//yehZ//tktA//yeaK//potI//rplQ//bdcR//hsrA//ybcM//ybjC//nhaA//ynhF//flgK//cadB//pdxY//hslR//asr//ychO//hofN//intF//agaA//yehD//waaZ//dkgA//ftsZ//tdcC//serA//rssB//evgS//atpF//ulaA//ydhC//amiB//dnaN//
GO_0009109_6	msrC//flgI//yqjH//ilvE//yacG//
GO_0009110_5	recG//yijE//nirC//yohD//uspF//narH//ispF//miaB//insI4//gshA//aes//osmC//ybdO//pepB//sfmD//bioA//priC//mdtJ//tnaA//prkB//araH//yeaG//yiaB//waaG//rnhB//yejF//fic//gntU//msrB//waaJ//mdtN//qseC//yjgX//lgoT//ynfE//entA//oppB//abgA//rcnR//yieH//ygeR//betT//thiH//leuB//rutD//yieF//dps//nuoL//glpX//malP//tabA//nrdI//znuB//tauA//idnT//ypdC//aphA//
GO_0009111_5	cysI//ulaB//kilR//cheB//
GO_0009112_5	msrQ//sdhB//malE//ompL//rpsE//ynfF//trpA//intF//prfB//hyaC//ybjC//hpt//dgcT//pagP//uraA//yfaV//gph//ligA//dbpA//ribB//mrcB//leuA//ubiC//mliC//menI//thiE//cspE//mtnN//ubiI//mscM//ygdG//ilvA//cusS//rhsD//amtB//ibpA//
GO_0009113_5	folE//glrK//nrfC//chbC//trkH//
GO_0009114_8	lpxH//
GO_0009116_5	rpnD//yagI//yceD//hybO//cusB//idnK//caiF//dhaK//sstT//cysA//bhsA//yfcF//argK//feoB//cobS//sugE//ybiJ//frwD//thiL//mocA//vsr//cvpA//yjeI//npr//fryC//aphA//lpxB//rplY//speC//lptA//pheS//dgoA//ytfQ//casA//gspI//sufB//hcaE//yhjR//znuC//trpC//
GO_0009117_6	yiaF//dadA//dgcM//cedA//artI//bipA//xisR//diaA//hcaC//mrdB//hprR//yhdJ//pepA//dkgB//rpnB//pgaA//yfcV//cysE//dcm//yiaM//yegT//ygaV//ilvL//msrA//sfmF//rfaC//plsX//lptB//curA//ibsC//rlmH//yhjC//pitB//symE//frlA//flhA//ydaC//rutA//nrfC//insF-1//aroC//aer//yfiR//ilvA//dcuC//tig//ulaA//citE//sapB//aroP//fnr//cpsB//yaaY//nanK//ttdB//murC//rhaS//yqaA//yfdR//abpA//emrD//yqeG//dfp//ybaK//narP//tdcA//entH//aspS//yfgI//garD//clpS//puuP//umpG//tcyP//cheZ//yobF//accB//cheY//ldtD//abgR//pgm//sodA//recF//mnmE//hofQ//yhjR//katE//ampH//csgA//nfo//yeaD//agaC//menE//matP//nrdD//dnaT//ydjK//mdlA//kdpC//phnC//tdh//bluR//nuoG//oppD//
GO_0009119_6	trmJ//yiaB//astC//cadA//sgrT//nlpA//yiiE//tolC//soxS//fryA//fdhE//guaC//tgt//rpsK//aqpZ//gapA//yehZ//yajQ//manA//argK//lplA//efp//ybhJ//sfmC//flhA//narH//arnA//ydcT//sbp//dgoR//rtcR//xapA//flgG//ydfH//ymfA//
GO_0009120_6	gpsA//tbpA//galR//waaO//
GO_0009123_6	ansB//yhcD//pykF//thiQ//clpS//fhuD//nupG//emrB//rutR//wzzB//rutF//ebgR//fliA//ttdT//rdgC//insE-1//ompA//yddL//mcrB//polA//crl//hyi//yjjX//nlpA//sbcB//melB//cedA//mliC//waaB//ycgB//hpt//ygeW//paaG//yjfP//pstC//eamB//prfC//aroL//yejB//tyrB//rffH//mocA//envR//tsf//afuB//marA//
GO_0009124_7	yfcU//rplQ//ldrB//idi//bamA//appY//xthA//yehY//glcC//ppc//ycbB//yfgO//rpmG//ydiR//narI//flhC//lipA//deaD//menE//ttdA//acrE//azoR//yrbG//rspB//envZ//rdgC//rssA//etp//soxR//slyD//hupB//rutB//prlF//mngR//galU//holA//rpsE//
GO_0009125_7	bdcA//mutH//yiaT//fecA//yfgO//
GO_0009126_7	nhaA//rfbD//bluF//zraR//dusC//priC//glnA//yhgF//iraD//hupA//mnmG//pykA//mzrA//rayT//deoR//rnd//acpP//cyoB//yaiP//lsrR//glrK//yjhI//dnaG//yjcO//ynfL//abgR//yhdJ//proA//nuoM//tisB//dtpA//waaH//trpB//nrdG//
GO_0009127_8	yabI//opgB//iscX//gatY//xanP//gloA//argT//rpsD//pabB//waaS//galS//yehD//argP//clsC//lon//ppiD//yoeB//prpR//fdhE//aceF//asmA//lit//lolB//trxC//metQ//bglA//selB//insI-2//tilS//cysC//
GO_0009129_7	pflA//trpGD//uidC//rimK//insB-4//oxyR//bamE//ampD//prfB//nepI//
GO_0009130_8	fimC//rsmE//bglB//mntR//truA//
GO_0009131_8	tolR//secY//ubiF//hflD//ghrB//
GO_0009132_6	acrF//ydiR//glk//yeaE//zapE//glsA1//hycB//ppiC//ydjL//artI//yqhD//waaH//argO//tcyP//allD//kdgK//dtpB//mngB//yagI//mglB//envC//argB//ibsB//uxuA//nfo//
GO_0009133_7	yfcS//mutH//crfC//
GO_0009135_7	frc//metE//fimG//rplE//cpxA//gloA//sbcC//glnL//ydcM//xerD//garP//phnP//cecR//uup//degP//tabA//fur//tdcF//mraZ//hybO//gor//aroP//yojI//
GO_0009136_8	yhdZ//
GO_0009138_7	waaC//shiA//
GO_0009139_8	arnA//trkA//
GO_0009141_6	prlF//mlaF//gluQ//lptG//lacZ//yfbU//glvB//yobA//araE//flhD//hcaT//glnQ//purD//hisQ//mdtN//fau//ung//argR//kbaY//kduI//cobU//mgrB//pstA//citC//yggE//cbrC//fetA//prfB//waaP//fbaA//ydjJ//cmtA//glyS//ydeP//tdk//lysR//yihP//ftp//
GO_0009142_7	sufA//osmE//edd//betI//uidR//murE//ruvC//lldD//arsB//cueO//cspE//rrrQ//yijE//sgcA//yqiH//idnO//nikR//glk//speF//nrdA//nrdA//feoC//tufA//hemF//yghB//aaeA//nrdB//cysN//
GO_0009143_7	tusA//gatB//emrD//dnaC//
GO_0009144_7	hscC//dsdX//ygfI//recQ//lpd//gltK//serC//sfmC//dusC//atpG//insH-6//gltI//dacD//yfeO//waaC//cyaY//flgA//cobT//alaA//nikB//fucO//cysZ//hisB//pth//fimD//dam//hemD//gcvR//mzrA//yoaA//ftsB//
GO_0009145_8	rplI//sgcE//scpC//epmC//uvrA//roxA//ilvN//yfgJ//yeiE//tsaB//tyrB//btuD//ftnB//tsgA//nadD//ubiD//yijO//nrdH//glsB//trpGD//ycdY//argI//hybB//
GO_0009146_8	arsC//entH//
GO_0009147_7	glgX//ftsH//gloB//chaC//
GO_0009148_8	rhaS//hmp//
GO_0009149_8	sfsA//sdaB//
GO_0009150_7	gadE//csrD//yjhI//panB//ydcZ//rclC//ddlB//parC//artJ//yegT//deoA//mazF//mzrA//pstS//csrA//dut//glnL//murE//wzc//frlR//carA//gatY//argG//yrbG//dacC//fabG//entH//ybhJ//yciG//mdlA//yhdH//yebS//tolB//orn//rlmI//lapB//rimJ//mdtA//galP//gltX//vsr//yfiC//mepA//yjiM//ycgV//queE//pbpG//waaQ//
GO_0009151_7	patA//yjiY//
GO_0009152_8	focB//fhuF//yhaC//speB//mraZ//potA//preT//nuoG//kduI//pth//yfdK//flhD//dnaE//yihS//yhjA//phnN//oppA//katE//gltD//sapA//yadV//pgrR//tusC//fecA//ghoT//mcrA//gadE//ivy//yhjR//lysU//alpA//lldP//ynfL//mltB//yihV//nadE//sfmD//
GO_0009155_7	torI//mdtQ//
GO_0009156_8	deoA//ybiI//cusC//rssB//mfd//glnA//umpH//dmsB//murA//yqjI//ymjB//ybhJ//secD//ynfK//purR//rbsD//ybdO//rpmE//paaA//cyoA//ychF//thrC//rsmC//carB//ubiE//hscA//purU//elfA//pspF//udp//nuoI//lysR//ybjN//
GO_0009157_8	rsuA//yjjW//bacA//hiuH//
GO_0009158_8	tcyJ//groS//ygiV//fliZ//sgrT//
