#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	crl//yaiW//mtr//dnaG//
GO_0009056_3	yagE//fecB//yhgH//insB-4//potE//yhjX//tpx//polB//rhaD//narG//yejA//bcsA//tatD//rlmE//ibsA//elfC//ycfL//dinJ//potB//crl//mreC//rimL//frvR//chaC//fieF//asmA//pgaB//sdaB//yahI//ykfI//yggT//ettA//cmtB//yhjV//fhuB//ygiB//fepB//mntP//rpmC//prfA//minC//tufA//cheB//melB//hemC//ydhQ//caiD//rcsA//gnsB//fecD//rihA//upp//yggD//yihS//amyA//uidR//gadE//yedA//rhsD//yjhI//ytfQ//metG//nimR//yiiD//yfjR//ftnA//purC//zitB//rsmG//nanR//fepD//potB//abgT//yodD//yfaV//allB//mutT//icd//cspC//plsC//yahB//rstB//waaL//hslJ//torI//murP//ftsZ//ydeP//gph//yfaU//mdtN//aas//kefG//sucA//holE//tsr//nadC//xseB//yciK//rsmH//ftsE//fadB//frwD//sgcB//fklB//hemE//abgA//yehU//hisD//rapA//rhaM//acrB//adiA//proA//mdtG//yihU//yjfF//menF//suhB//ssuB//fbaA//mtr//cysB//rfaH//dppA//rpmC//accD//speA//nrfD//lapA//xylE//ygjR//sodB//agaS//soxR//rfaC//ybiO//tcyJ//cydC//pspA//ynhF//ruvC//smrA//hemL//nrdR//accD//paaG//pepB//napD//ydaN//rzoR//glyS//astB//tsf//rplP//ydfG//fbp//gsiC//rhaA//waaO//treA//rluA//bdm//rayT//ychH//pabB//amyA//gudX//rplW//yghB//trpL//purN//rluE//rffH//fimG//prpD//fhuD//dnaE//evgA//rluB//rcsA//ldhA//amiB//rplK//ihfA//tas//lyxK//maeA//hokB//guaC//bioC//paaB//yehT//mug//pdxJ//thiL//cheA//aaeR//yfcG//metE//tolQ//mreB//spy//yjeH//yeaK//ydcR//rzpD//nagD//metK//amtB//cmoB//flgC//fcl//sad//ugpB//guaB//yphD//yebS//ruvB//mliC//frr//ytfE//dgoD//wecC//crcB//hipB//rluB//recA//ebgR//osmC//puuC//lgt//leuC//glsA1//mtfA//yiaM//gpmM//ybhG//ynhG//ycfL//ldtC//thiG//pntB//ybaT//ispG//frwD//kdpD//mltF//ybcM//yfcV//entF//bhsA//epd//hemN//yraJ//bcp//pepN//kefG//allB//rpnC//ccmH//rapZ//hns//pitA//rplN//stpA//proA//dctA//dsbG//rpiB//ivy//flgF//dfp//lgoT//hcaT//pgl//ghoS//lpp//accC//ascB//eptA//thiG//tdcD//yqeG//zapC//proB//idnT//rfaE//spy//fecB//waaQ//gdhA//groL//argT//yhaM//bipA//atpH//tbpA//tsaB//adiY//pphB//rpmA//btuE//mdtG//recE//exuT//hdfR//cheY//cytR//hfq//ybaT//yebC//allR//scpB//recD//gspE//fliS//phnO//sbcB//hybA//adiY//tusA//oppD//fadK//mscS//glpA//pyrL//opgE//yifB//bisC//lpxM//sucC//tufA//trkG//rluE//sstT//speB//kdpD//rnhA//ytfR//hprR//frlB//rffH//yidK//agaA//holB//ahr//hemL//yieE//ldcA//parC//hsdM//ibsD//rhaD//yfbV//amiB//fkpA//prmB//yhaJ//dgcQ//yfdG//yebQ//apaH//hdhA//allD//aroL//srlD//sfsB//mrp//uraA//entH//proQ//yihL//rpsI//gspJ//accD//yhcN//yadC//casC//tqsA//hisD//cutA//creC//ydfK//sbcC//rffM//nanK//ftsQ//hicA//dnaC//ybaE//frc//lasT//grxD//dacC//wrbA//yecS//dam//cyoE//elfC//cecR//pspF//yraI//mdtF//sspB//rarA//rlmC//cra//fucP//flgD//ais//yagE//rpiB//mrdB//lysS//glgS//
GO_0009057_5	moaA//yajR//zapB//yfdC//kdgR//yiaB//lysS//yhjX//dgoK//baeR//sbmA//lptA//csgA//glgX//rraA//rpsE//zapB//panZ//yrfG//argF//mreC//rfe//xanP//ybhD//yjbF//mazG//hisI//yadI//yagF//galK//glsA1//xapA//rplA//yehB//flhE//uidA//ilvB//lexA//rfaF//gldA//ihfB//ascG//zitB//lldP//lptF//pepB//pdxK//aphA//sdhA//yjbH//envY//ppx//allB//rplP//
GO_0009058_3	rplX//holE//cynX//yhaV//crfC//lacZ//holA//rof//argF//sstT//tdcC//galP//ybbY//msrQ//ygbM//ugpA//amiB//ptsN//yeaG//dhaM//hybB//mcrA//ldrD//metE//tisB//ridA//mscS//bioF//rlmN//gntT//paoC//pdeL//menH//alpA//yieE//mnaT//yicJ//cusB//menF//caiT//yhaJ//eutR//ymfA//znuB//lplA//murF//yphB//yagI//rfaC//ascG//eptA//yfhH//murJ//ydcP//asnA//clpP//glyA//glvB//aroB//bdcA//creC//phnP//flgD//araE//chpS//bepA//nimT//ybeQ//yagE//insH-6//yafE//ilvA//cheA//yijE//cmtB//tas//mdtD//ubiH//ivy//nagZ//proP//guaB//fbaA//ydiR//yjcE//queD//yahD//ycjW//yebK//potA//ssb//cyoE//azoR//apaH//rplY//fliT//fadA//tgt//potC//ynaE//rrrQ//edd//yhdW//mglA//lacI//hscC//sfmD//glgS//kch//yafQ//crl//lysC//hdeB//rimP//ccmE//fryA//tcyJ//panZ//clpS//mdtQ//caiF//waaB//mdtM//lgoT//rnhA//yddL//yhaV//folE//pagP//hofN//clpA//radD//wza//bamB//kdpA//recE//yddA//chpS//abgB//yjhC//ydiO//nanA//waaC//fliL//fepB//rsmA//rplT//rluD//ulaR//ansB//yfhM//rlmG//ghoT//cas3//galM//rfe//ubiF//aceB//pdhR//yihT//pcnB//secE//ade//rplC//tomB//nuoE//fabA//yciK//abgT//pepQ//hcaD//ydeO//rof//dsbC//ydeM//hofN//flhA//iscU//potH//rplD//dcuD//yiaL//yqaE//malX//sdhD//rpsQ//ulaD//nrdA//bcsA//ybiV//lysR//speC//proC//pflA//yehD//coaE//hsrA//yaiV//kbaY//rpiB//glcE//rclC//ftsB//purF//glpR//nikR//wzc//hscA//puuC//yjtD//elfC//lpd//leuB//agaA//yggE//rplN//yiiD//murE//narX//ytfT//cysW//yjhH//galR//hybF//ygjK//ychH//ddlB//rpoS//hha//paaE//cdsA//rimK//cheY//agaB//ybeY//yafS//tilS//roxA//fbp//yfeX//yjhB//rarD//acrZ//potE//yceK//ydeM//phoB//flgE//iraM//ychF//cobT//tehB//uxaC//prkB//adhP//cynS//yjtD//garP//glrR//rplR//dgt//ygbI//rnt//ypjD//rtcB//phnK//sbcB//rfbC//cyoB//cspG//uxaB//cysD//bglA//rpsL//pdxB//xapA//thyA//pdxH//ygjK//rbfA//malK//yggP//rhtA//gatZ//argA//acrF//cheA//lpp//rcsF//gpmA//fpr//rplY//entH//insB-2//yihS//etk//yqhC//mhpA//ghoS//yraH//cstA//thiE//waaZ//fimF//yihS//insE-1//hyaA//leuA//rhlB//osmC//crfC//hypT//ppk//arcB//yqjH//fdnH//dgoA//lpcA//dtpB//cpxP//yihI//thiD//rdgC//gltB//qseB//tap//ilvL//ydjM//gudD//lldP//yfcR//msrC//prpR//mukB//cheZ//proQ//trmD//ydcO//ubiD//ymfA//kdpF//alkB//kefC//ybcQ//glnD//cheW//hybF//moaC//chiP//ogrK//yidZ//pdeR//rplI//aroG//ybgI//msrP//rffT//yiaL//treC//carB//fis//znuA//ispF//cbtA//glnD//sgcC//pstS//ldrB//pinQ//hokB//ribB//waaO//yjiX//ligA//apaH//tyrA//tig//yiiD//tcyL//sucB//potG//fieF//yfcP//chpS//bioD1//amtB//yeeA//amtB//yjhC//chbF//glnD//icd//mntP//glpK//aceF//hisB//gyrA//hisQ//copA//dpiA//fadM//guaB//rmf//tdcA//yaaA//rimM//shoB//ymgA//fabA//poxB//yfaU//serS//bamE//rplE//selD//pgaA//murG//mepA//yjhB//codA//clpX//dtpC//rpsQ//ybbN//csrA//glpC//flgM//yedA//yehZ//rppH//dnaC//treA//glpA//yihW//pgm//yhcH//hcaR//rsmC//moeB//ddlB//ulaC//ybaL//rutE//tas//yjiA//yjjW//bcsA//oppF//poxB//ynhG//holB//miaA//gph//yjbF//feoC//yciK//ygfI//phoE//ybdG//mtfA//ydeI//panE//envY//pepQ//asnC//rsmA//sixA//napA//mmuP//insK//hsrA//fetB//gsiB//pinE//queC//dacC//sbcD//hybO//rpsP//cpoB//dmsC//atpB//hupB//leuA//suhB//lgoT//potH//cvpA//tyrB//yebQ//trpC//cusF//ddlA//cydD//rimJ//waaZ//yghW//leuO//fkpA//rmuC//dppB//asnB//arfB//hokB//yeaG//ybeY//yfcA//purT//csdA//waaF//rpe//narV//yebZ//pdeL//uup//yhbY//tdk//malZ//uacT//cueO//galT//acpS//sgrT//queD//otsB//gapA//metF//ybiH//ykgA//narI//yhjG//narW//sgbE//mdtK//ompN//norV//pdhR//hcaE//lyxK//nrdE//tamA//rayT//uvrB//dgoT//purU//mepM//rusA//yjiR//nanR//gstA//hemL//yccA//sgcB//gatA//yaiV//pinE//pnuC//ybiA//nrdF//iap//rplE//dsdC//dppC//elbB//btuF//rcsC//dgoD//bioB//yehT//yeaV//yebS//ulaE//gyrA//mazF//serS//yejA//insH-5//gcvT//hycA//entD//rpoA//pdeF//araF//hybF//lsrG//asnC//ytfR//guaA//gntP//waaO//chpS//yjjX//ytfT//dgt//nagD//ribA//yggF//nikB//yjjV//ispF//mtnN//gph//ibsC//citX//glsB//flgF//yhaJ//zwf//hmp//ycjQ//pphA//insI4//dusC//rimI//gsiC//ttcA//dcuD//ogrK//yfcG//ycjP//tcyL//cysU//rpiA//tcyJ//yaaY//narU//waaZ//yfeD//pbpG//agaR//eamB//dnaG//bfr//trkH//yafS//fecA//rplX//marR//lldR//yehA//lyxK//nikA//deoC//srlD//secG//elyC//rayT//pheM//msrC//pheP//relB//tdh//dcd//mtn//wzc//paaH//paaD//yejF//selB//tig//gyrB//nikC//lpxT//msbA//narW//ogt//caiF//yifB//metC//flgD//glpX//insI-2//hemC//pspA//clsB//eptB//zapE//hybA//yddG//glvB//envY//etp//dinB//cas1//mdtA//tsf//basR//fryB//mtr//ompT//hybO//pdeK//ybgP//paaC//ftsK//minD//kdsA//mutS//ybbY//mlaC//dicA//murE//hycA//ihfB//wzyE//ycfS//rnlA//dgcE//hybD//glpR//pflA//hfq//menF//dinI//acnA//treR//folA//ybjC//higA//rpe//rpsL//rpnB//emrE//araC//cycA//eutK//dnaA//gltP//metF//curA//kbaZ//rseP//wzzE//cusA//marA//ubiE//sgrR//feoA//solA//guaB//narI//narP//bioP//ynhG//yeaK//dapB//nadK//recQ//proQ//pnp//dsbC//yoaA//eno//leuC//asr//birA//solA//yabI//ftsK//ghxQ//uhpB//ycbB//elfC//nrdB//entS//treA//pdeR//
GO_0009059_5	bglH//yghG//matP//mrdA//fabZ//atpD//yodD//yggN//ydgA//ydcM//tsaB//cysG//cadA//fecA//waaY//fklB//rfaH//sspB//clcA//ybhG//queD//yiaL//evgA//putA//pabC//pyrB//mpaA//hisC//glcC//nirB//zapD//yedX//pepN//yfbS//rpsP//hsdR//ychO//trkA//ogt//npr//nuoM//insI4//panB//tauD//sodC//lasT//sdaB//caiB//yggX//ychH//yeiG//radA//paaZ//fur//hmp//metE//ybaE//phr//moaE//murB//yccS//yhhZ//nrdA//zapC//elaA//metG//orn//gadX//rimI//chiP//lgoR//yqiI//yhjG//betB//mprA//rcnB//aroD//aspA//kbaY//ybgQ//dtpD//hypF//folD//tabA//nth//yqeG//hcaR//nikR//ygbL//glpT//gspI//yghW//fcl//ilvA//yfcV//phnJ//eutK//kdsB//rluA//tilS//proC//gltP//ydfH//recR//cysU//yacG//yjjB//ispF//coaA//ychF//envY//cas3//glsA//hpt//serB//nhaR//yegV//purR//nadA//ompR//yeaG//ydhQ//recC//ybhS//fimE//yihO//frlB//potA//argE//sfmH//amiB//rbfA//rspB//psuT//tusC//ybcJ//folD//ydeI//lpxP//gntP//qseB//ubiF//rfaH//yagJ//ygaV//osmE//maa//mntP//fhuC//pgpB//minD//pmbA//rhaA//ygaH//hyaC//nrfC//ccmC//xylH//fecD//prpR//yneL//yfaU//erpA//hsdR//rhoL//gltD//waaY//fabG//rspB//tusD//ptsI//thiD//yjbG//mngR//puuC//selA//dmsB//rnb//rapZ//ydjL//cpxP//rpmH//torR//lplA//opgH//dtpB//wzc//glnD//guaA//yciG//nrdH//hfq//rfbB//rpsE//ssuA//yjeI//menH//cbtA//leuB//hofP//dinI//sanA//spoT//msrP//pdxH//ynhF//lpd//frmB//ydiZ//mcrA//ybgP//dps//mqsR//mutH//feoA//uidC//nirC//sanA//yraK//kgtP//eutK//yphD//lldP//rhaM//rutA//xdhB//yfdC//prpC//napF//tilS//ompL//dppB//truA//hemH//rlmD//kdsB//amtB//puuB//srlE//cysN//yhaC//malK//flhA//mazG//yajQ//sgcR//ycfH//nsrR//rsgA//gyrB//waaZ//yggE//lsrC//arfA//cbl//dgcZ//gmhB//pdeH//yjiY//atpH//dcuD//dgoA//yjbG//nanR//dcyD//dgcQ//fepG//rpsN//lacY//oppB//add//ftnA//rfaQ//rplF//rsgA//yciA//cheY//tdcE//yqaB//yrfG//hemD//yhcF//glpB//glnS//secD//ycgV//aroP//lolE//rpsH//abgT//speE//argR//higA//glmU//gntT//ddlB//rpsO//metQ//rpoH//opgH//rplR//ydiZ//envC//pdeH//gstB//copA//glcD//dgoK//phnI//ydiO//nupX//tqsA//glgA//fumC//ilvA//prc//stpA//
GO_0009060_6	garR//potB//entS//ypjD//yadN//xdhB//pgpC//sucC//gloC//chbB//csgA//fryC//yeeL//ydgA//lptB//dinG//gltK//paaX//purL//rodZ//hisS//aceB//nirB//fabZ//cydA//eptB//
GO_0009061_6	recJ//fadB//trpL//hinT//rapZ//ydcZ//rplE//flgG//sdaC//dgcN//nikC//malI//trpD//bioA//ymdB//thiQ//acnA//frwD//rplY//yihW//ydiK//trpD//ftsX//nupG//dctA//ispF//serA//clcB//cyoD//yfjR//pheA//yciA//yciV//ompR//gspI//rpsB//ralR//waaC//smrA//gltS//yfgJ//dtpA//tesB//treF//citX//trmI//pinE//nmpC//ygbM//waaF//yfdS//caiF//hemH//hybO//udk//
GO_0009062_6	ydjH//dsbD//gntU//hyfF//feaR//sutR//araA//coaD//cysQ//sfsA//ymgF//glcE//eutB//rsmD//yeeL//murF//folM//yjfP//menI//sufC//fhuF//
GO_0009063_5	mdlA//ompN//iscR//paaK//ybfA//hdhA//accA//mdtQ//ldtD//opgG//ygjK//ftsL//sdhE//tsaD//mdtM//abgA//pheT//potG//pdeF//ypdF//yrdA//ftsA//yfdK//tdk//iaaA//relB//murI//gabT//flgK//tdcF//argS//rof//cadA//brnQ//lrp//rpsP//ybdM//glpF//prfB//ispF//rclC//gstA//ompC//dcp//moaB//ynfK//argO//ydiB//flgJ//syd//ynbC//epmC//hisB//yqeG//leuD//
GO_0009064_6	surE//speF//mazG//hofQ//setA//rzoR//rpsL//yphC//surE//ybcC//pntB//thrL//insI-1//fliL//rplO//yhdJ//pgi//yfdG//kefF//znuC//napA//rpnA//trpC//dsbC//fryC//nuoG//scpB//nhaR//araF//yqhD//mioC//bioA//ybaT//eutD//sufE//nrfG//alsC//yqeF//flhD//fbp//leuA//kdpA//mutL//ilvE//rpsJ//yciK//
GO_0009065_7	cirA//casA//srlB//ygbL//uhpB//uxuA//plsC//nepI//elaA//yadC//rodZ//betB//mdtN//fkpB//rna//ugd//napB//lgoT//
GO_0009066_6	allD//apaH//nrfC//manA//mazF//tcyJ//rnb//argE//alkA//cvrA//paaE//lpxB//tsaE//adiA//mdtE//proB//mlaF//uof//tktB//torA//atoC//ygfA//yjhP//ccmE//pepA//cusS//pheT//waaY//lepB//rdgB//rimL//secB//raiA//waaH//ydaV//ulaE//bcsA//yaiP//fes//cysK//ypdB//cyoC//aceK//ppsA//sgrR//recQ//gadC//rpmJ//
GO_0009067_7	ccmG//sdiA//insI4//cedA//gpt//yciH//cbl//mepH//efp//secA//sdhE//hyi//tbpA//waaU//polA//yqcG//lolA//yafS//pepN//scpC//surE//ompW//cas2//dhaR//pepT//ybdM//
GO_0009068_7	kdgR//ymjB//manA//holB//alsK//lptA//comR//idnK//deoB//rpsO//bglB//glpA//waaA//
GO_0009069_6	feoB//yhjD//aroA//aspC//focA//yggE//cusR//cca//thrA//ycfL//cysP//rlmM//modA//ulaB//fimA//agaI//marA//hyaB//tcyN//fadA//malK//aqpZ//srlD//iap//tmk//greA//menA//yfeX//mltB//afuC//artJ//etp//cysQ//murE//ydiZ//nuoB//
GO_0009070_7	rpsL//atpF//yidA//recX//kdgT//hrpA//fimF//umuD//ybeF//sfsB//yeeY//copA//surE//kdsB//yeaV//rne//tilS//deoA//purF//argF//
GO_0009071_7	bcr//ynbD//lsrR//htpG//ackA//lrp//deoD//yedL//metF//flgK//ybhP//appB//yegV//kefB//
GO_0009072_5	dcp//matP//yijE//ycgR//glrR//yajL//dpiB//csrD//fimA//yajL//phnO//hyfF//yfaX//rlmE//abgB//yafC//rplX//bisC//ldhA//slmA//rcnB//rimO//nrfF//dusB//
GO_0009073_6	rhsD//mzrA//obgE//sfmA//ybcQ//hofQ//ubiF//treB//yieK//mglB//rpmC//fur//tyrA//lacY//lplA//bluF//allR//ynfL//ybiV//malF//mtlA//
GO_0009074_6	umpH//yeaK//aceK//
GO_0009078_6	proS//yceO//zipA//yccS//cdaR//viaA//rpiA//
GO_0009079_7	ilvA//adeP//ybaQ//mdtC//
GO_0009080_7	tcdA//cydA//cspB//
GO_0009081_5	insI4//thiM//modC//allS//clsC//ppiD//mdtN//ldtB//purR//cysD//rspB//lit//arnE//ydiV//cobB//dapB//speC//pdeF//oppD//frwD//ada//srlA//
GO_0009082_6	glnQ//tpiA//aqpZ//gabD//ydfD//ycdX//mdtQ//fhuC//rbsK//dauA//yfhM//purL//metG//araE//hokE//alsB//ybaO//glrK//
GO_0009084_7	hofM//lpxT//feoB//nikE//glmM//atpC//rlmL//rplN//rpsM//ung//cytR//yhjC//sdhD//rluB//yraR//mlaF//sodB//lexA//cpxR//mhpB//rlmD//bssR//hipA//prkB//gltK//
GO_0009085_8	ybdZ//dapF//dpiA//arfA//leuO//yfcS//pdeK//ldcC//argP//mscS//ttdR//kdpB//
GO_0009086_7	arcA//radA//ygaZ//murG//bhsA//rstB//phoA//flgA//mtlD//
GO_0009088_8	tldD//cmtB//
GO_0009089_6	ubiX//yhaC//yhjG//narZ//ftsI//waaO//tnaC//kduI//adeD//
GO_0009090_8	mreB//queD//surE//allD//
GO_0009092_7	pabA//serS//trmA//narW//rcsD//frc//
GO_0009093_7	atpB//phnN//tamB//tatE//yghU//
GO_0009094_6	psd//htpG//yfiR//bioH//
GO_0009095_7	bdcR//purA//kefB//emrK//
GO_0009097_7	ytfR//csgD//hycI//sutR//preA//agaA//yhaJ//
GO_0009098_7	ypdA//ynfH//glpR//torS//pphB//fliM//hyaA//
GO_0009099_7	ttdR//yegT//cstA//degQ//ynfH//yedP//yebZ//panE//ftsL//rpsE//
GO_0009100_5	degQ//xanP//pepB//yghU//ybaT//
GO_0009101_6	rpoD//
GO_0009102_6	potC//pth//dps//acrZ//uvrB//potA//iraM//thiD//gabD//cdd//qseB//talB//osmF//
GO_0009103_6	sbp//nrfB//yedX//yohC//glpD//rof//gshB//degQ//wcaB//mhpA//ypdB//
GO_0009106_5	ynbB//envC//
GO_0009107_6	rsgA//guaA//
GO_0009108_6	ssuC//ydeE//speC//nusA//hda//rzoD//dacB//elyC//ftsX//mscK//ubiE//rcsD//prfA//talB//yobF//malS//xylF//nikB//cmtA//ybcL//katG//yoaB//yjfF//argR//entH//oppA//recG//xthA//eutB//ghxQ//gltX//ykfI//rcsB//cysN//gudX//yghG//rffM//yjjV//priA//ychH//garL//fadA//ttdA//patA//pdeL//glxR//yhfS//cpdA//rfbX//dppD//lolE//yfcP//ispF//uspF//cysM//murJ//hisC//puuA//thiM//pgpC//radD//gatB//mobA//narU//mdaB//trpD//prpD//artI//lsrA//oppB//murD//thrA//ychF//yacG//metG//yebG//accD//cvpA//paaD//ynbB//edd//gatC//rluF//rnhA//menF//yehB//zntR//lapA//selB//frwB//murE//ldhA//dnaC//pgpA//trmA//ibsB//hemG//rhsD//ggt//umpG//ycaO//ldcC//mdtC//iscR//rzpD//rnhA//setC//ppk//nikR//aer//
GO_0009109_6	uvrY//nuoM//yidZ//bcsQ//abgA//
GO_0009110_5	ompA//yeaE//serC//aroE//gspJ//nimT//ccmD//yiaB//nrdA//allS//yedP//napA//mscM//mrp//chbC//cspB//ogt//ydfK//arcC//yjbB//glgA//bamA//ydfG//treR//ybhD//ybdM//hpf//ycjY//narK//pheT//iscU//ihfB//ypdB//flhD//wecA//dsbD//gudP//iscA//mlc//hycB//aaeR//cptB//nagD//yfaL//rbsK//dxs//mscL//caiD//ynfL//narZ//arnB//galU//ung//flgD//murF//artJ//nagA//
GO_0009111_5	yhdZ//rpsA//nanC//yeiL//
GO_0009112_5	ydiV//pfkA//araB//yajO//aceF//hlyE//agaS//yggN//rffH//gpsA//csgE//glsB//frlC//ccmD//cyoE//yciG//mscL//nuoN//rlmG//pyrL//galF//opgC//hfq//trpC//tilS//talB//tatE//greA//pbpG//pspG//rutF//slyD//yjiX//yedX//mepS//cvrA//
GO_0009113_5	pckA//fucA//exuR//groS//miaB//
GO_0009114_8	glrK//
GO_0009116_5	argE//frr//ybdN//rcdA//cysD//xanQ//panF//yraN//rpmB//rfaF//sdhD//mlaD//afuC//flgF//rnlB//cfa//frvB//citT//def//iraD//ydcP//rrrQ//dmlR//flhE//mnaT//tufB//ivy//frvA//iraD//ampG//pabB//yjaZ//sgrR//btuD//selD//nuoH//recD//rluC//adeD//tauD//
GO_0009117_6	pmbA//xapR//rne//argA//pth//deoC//nsrR//ebgA//bglH//wza//baeS//gstA//emrE//rlmH//yfeX//yihI//recJ//fdnI//ymfA//nikC//opgG//lnt//mntP//fepC//cas1//dhaM//malG//dusB//yehC//yieK//bamB//yhjB//tldD//sfmD//pheM//ydfD//yhcF//yciG//araG//agaI//nei//ubiD//rlmB//arnF//cbrA//gspE//scpB//lpoB//gltB//fes//ygeX//rlmL//sthA//ibsB//chpS//prlF//exbB//frdA//dnaB//ynfH//murP//galS//napB//rpmE//dacA//arnA//rcsD//clcA//bcsA//ybdH//mlaD//appB//eamB//efp//torZ//cysD//moeA//hflD//rnr//suhB//lptD//mdlA//potF//chbC//maa//adk//aspA//nhaA//uspG//pppA//cusF//hybC//dinG//prmB//yfgI//fiu//ygeV//selA//yebK//gltD//pntA//melB//rpsR//rhlB//
GO_0009119_6	fhuF//tig//yagJ//yehD//nadK//mdtM//hdhA//bdcR//hflK//ftsP//yraI//ycjR//yfdC//ybdM//hha//tolC//accA//galU//rne//adeP//entC//nagE//yiaU//alaC//narW//rhtB//rlpA//prfB//potG//trpC//ybhD//evgS//fabG//acnB//cyaA//
GO_0009120_6	lldP//queD//zwf//ygcO//
GO_0009123_6	phnG//bdm//yhgH//yraR//cusF//rpnD//yajL//dapF//yiaL//sucA//feaB//sfsA//yjcE//mlaB//zapA//pabC//ppk//arsB//rclC//tcyN//minC//ampG//mutY//fliD//gcvR//waaY//mpaA//modA//ribC//pbpG//nrdI//menH//yihR//bluF//ssuB//yqaB//pagP//rhlE//nupC//oxc//emrE//nanK//ydaN//otsB//ygcR//leuO//
GO_0009124_7	flgI//fucO//amyA//fadK//proP//ycbU//yeaE//greB//gfcE//syd//lepB//melA//glnD//ydiV//yhbY//plsX//satP//fkpA//lptG//cysK//rpiB//envR//nac//endA//sucC//umuC//fmt//purN//frwB//yhjV//proC//rpiB//yiiE//galE//menE//rssA//yeeA//
GO_0009125_7	kdpA//yciF//arnB//sanA//cecR//
GO_0009126_7	fryC//yjjB//mprA//dtpD//amiA//gltL//narU//intA//guaD//entC//nei//hxpA//hdfR//gloA//pgl//nlpD//nrfA//sad//ghoT//etk//yeiG//narL//soxS//hprS//insF-1//dpiB//sdhE//fdx//hisQ//malQ//argF//pdeD//feoC//purL//
GO_0009127_8	cmoA//paaJ//gltL//pdeH//gpmM//hda//pepQ//yacG//fecC//mepS//rmf//torY//erfK//htrE//yiaL//lldR//chbF//radA//murJ//yfdG//puuP//glnH//bioA//bhsA//tsf//nagZ//ybgP//cedA//mgtL//malF//
GO_0009129_7	paaE//rlmN//tolQ//aceA//csgE//tisB//insB-4//chpB//recN//sthA//
GO_0009130_8	uxaC//pstC//fkpA//ppiA//sgcR//
GO_0009131_8	pgi//hslJ//kdgT//lrp//yahN//
GO_0009132_6	clpX//abgA//insB-4//yieL//sixA//udk//serB//sdaA//dgcF//hypE//rcnR//yqgB//waaP//nanR//aroE//wcaB//tusE//rfaE//napB//rlmI//frdC//tus//ybgQ//ligB//hypB//
GO_0009133_7	folP//mhpB//acrB//
GO_0009135_7	amyA//trpB//eutK//kdsC//ddpA//aaeR//hemC//dkgA//ygdG//yggE//yehX//pdhR//treC//tesB//yedA//yoeE//nanE//fkpA//pepN//topA//ybgI//miaB//yqcC//
GO_0009136_8	ppiD//
GO_0009138_7	yqeA//tpx//
GO_0009139_8	hemH//bamE//
GO_0009141_6	caiE//rbsK//lacZ//iscS//csgA//yhaC//moaE//rsmE//yjcS//cecR//tcyP//cyaA//selD//eutR//yiaB//rdgB//menA//ubiI//sfmA//gpp//potG//yohC//nadE//yceO//tmk//ubiX//ybiT//rpsA//napB//frmA//gstA//dmlA//uxuA//flgK//yddL//glpR//xerD//eutN//
GO_0009142_7	lon//ygbI//yphC//rtcB//idnT//dctR//crfC//napF//yceD//gcvR//mreB//rdgC//ivy//wzzB//yfdG//rpoE//purL//pdxJ//ratA//malZ//nrfF//secG//pstA//yhbQ//holE//yfaU//rlmD//ybhA//
GO_0009143_7	gsiA//gpt//cmoB//ftsH//
GO_0009144_7	folP//mltF//yajL//flgF//metB//lptC//citE//yheT//rhaB//ybaQ//acpT//frdA//fbaA//cusB//yigB//iscS//higB//ubiG//yjtD//mlaE//ibsC//pitB//fryC//potF//mscK//yhaM//pspA//ais//flgG//fepB//pbpG//
GO_0009145_8	yhdW//era//pflC//ftsK//umpH//clcA//gltD//metB//otsA//nuoI//phr//alaS//rplA//artP//ispG//rfaH//ruvC//cvpA//garR//nagK//rcdA//ypdF//codA//
GO_0009146_8	rhaM//waaB//
GO_0009147_7	yjiQ//potE//tomB//entS//
GO_0009148_8	dsdC//creB//
GO_0009149_8	uxuB//mqsA//
GO_0009150_7	yjaA//lgoD//gntU//fdnG//rpsN//murA//hflX//ubiB//mreB//cyoA//cobU//leuS//tig//yidR//mcbA//cpsG//yhbX//fdoG//ispH//eamA//viaA//ybjI//flgI//ilvC//zupT//bglX//fabG//waaP//ldcC//sgcX//proB//rzoD//ybiA//yghB//rnb//gcvP//ccmE//ydiZ//yagG//bamD//rfe//mfd//sufB//ftsI//proQ//fadE//rcsA//bglF//
GO_0009151_7	uhpT//ptrA//
GO_0009152_8	aroC//infB//rmuC//dsdX//katG//hybB//xseB//yeaG//murB//ydeE//tauB//purA//dcuB//asmA//radA//yciF//brnQ//yadV//murE//pal//yjaZ//gatA//sucC//serB//oppC//ynfF//yfdS//fadJ//trmA//abgB//lptC//mrcA//gyrB//waaA//ilvM//yhfS//tolA//
GO_0009155_7	ydaN//sapC//
GO_0009156_8	dmsA//cmoB//rzpR//mog//sdhC//nrdA//ycbB//sufS//argG//clsA//tomB//mutH//mnaT//dnaJ//frdC//glnS//hdeA//intQ//yhjX//essD//hisF//cas2//kduD//glcF//ubiC//motA//yieL//polB//thyA//recB//mlaF//fhuF//adiC//
GO_0009157_8	eutR//thiM//ccmE//idi//
GO_0009158_8	rhtB//rpsH//yjiY//rseB//dacB//
