# From /Users/Daniela/Documents/CCG/datasets/GOs/scripts/get_uniq_lowest_levels_v2.pl on Tue Oct  2 15:34:09 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/v2/all_go_levels_extended.txt
GO ID	GO level	Total Genes	Genes in GO	GO name
GO:0009987	2	2079	aaeR,aas,abgA,abgB,abgR,accA,accB,accC,accD,aceA,aceB,aceF,aceK,ackA,acnA,acnB,acpH,acpP,acpS,acpT,acrR,acrZ,acs,ada,add,ade,adeD,adhE,adhP,adiA,adiC,adiY,adk,aer,agaI,agp,ahpC,aidB,ais,alaA,alaC,alaS,aldA,aldB,alkA,alkB,allB,allC,allD,allR,alpA,alr,alsE,alsK,amiA,amiB,amiC,ansA,ansB,apaH,aphA,appA,appB,appC,appY,apt,aqpZ,araA,araB,araC,araD,arcA,arcB,arcC,arfA,arfB,argA,argB,argC,argD,argE,argF,argG,argH,argI,argK,argR,argS,argT,ariR,arnA,arnT,aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,arsC,arsR,artI,artJ,ascB,ascF,ascG,asd,asnA,asnB,asnS,aspA,aspC,aspS,astB,astC,atoB,atoS,atpA,atpB,atpC,atpE,avtA,bacA,baeR,baeS,bamA,bamB,bamC,bamD,bamE,barA,basR,basS,bcp,bcsA,bcsQ,bdcA,bepA,betA,betB,betT,bfr,bglF,bhsA,bioA,bioB,bioC,bioD,bioD1,bioD2,bioF,bioH,bipA,birA,bisC,blc,blr,bluF,bolA,borD,bsmA,btuE,btuR,cadA,cadB,caiB,caiD,caiE,caiF,carA,carB,cas1,cas2,cas3,casD,casE,cbrA,cbrC,cbtA,cca,ccmC,ccmE,ccmF,ccmG,ccmH,cdd,cdh,cdsA,cecR,cfa,chaA,chaC,chbA,chbR,cheA,cheR,cheW,cheY,cheZ,cho,chpB,cirA,citC,citE,citG,citX,clcA,clcB,clpA,clpX,clsA,clsB,clsC,cmk,cmoA,cmoB,cmoM,cnu,coaA,coaD,coaE,cobB,cobC,cobS,cobT,cobU,codA,codB,cof,copA,cpdA,cpdB,cpoB,cpsB,cpsG,cptB,cpxA,cpxP,cra,creC,crfC,crp,csdA,csdE,csgA,csgB,csgE,csgF,csgG,csiD,cspA,csrD,cstA,cueR,cusA,cusB,cusC,cusF,cusR,cusS,cutA,cutC,cvpA,cvrA,cyaA,cyaY,cydA,cydB,cydD,cynS,cynT,cynX,cyoA,cyoB,cyoC,cyoD,cyoE,cysB,cysC,cysD,cysE,cysG,cysH,cysI,cysK,cysM,cysN,cysP,cysQ,cysS,cysZ,dacA,dacB,dacC,dacD,dadA,dam,dapA,dapB,dapD,dapF,dbpA,dcd,dcm,dctA,dcuA,dcuB,dcuC,dcuR,dcuS,dcyD,ddlA,ddlB,ddpX,deaD,decR,dedD,def,degP,degS,deoA,deoB,deoC,deoD,der,dfp,dgcE,dgcM,dgcN,dgcT,dgkA,dgoA,dgoD,dgoK,dgt,dhaK,dhaL,dhaM,dhaR,dicA,dicB,dicC,dinB,dinD,dinG,dinI,dinJ,dinQ,dkgA,dkgB,dld,dmlA,dmlR,dmsA,dmsB,dmsC,dnaA,dnaB,dnaC,dnaE,dnaG,dnaJ,dnaK,dnaN,dnaQ,dnaT,dnaX,dosP,dpiA,dpiB,dppA,dsbA,dsbB,dsbC,dsbD,dsdA,dsdC,dsdX,dtd,dusC,dut,dxr,dxs,ebgA,edd,efp,elaA,elaB,elaD,elbB,elfC,elfD,elyC,emrE,emrK,emrY,endA,eno,entA,entB,entC,entD,entE,entF,entH,entS,envC,envY,envZ,epd,epmA,epmB,epmC,eptA,eptB,era,erfK,erpA,etk,etp,eutA,eutB,eutN,eutR,evgS,exoX,fabA,fabB,fabD,fabG,fabH,fabI,fabZ,fadA,fadB,fadD,fadE,fadH,fadI,fadJ,fadK,fadM,fadR,fau,fbaA,fbp,fcl,fdhF,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fdrA,fdx,feaB,feaR,feoA,feoB,feoC,fepA,fepB,fepE,fes,fetA,fetB,fhlA,fhuF,fieF,fimB,fimC,fimD,fimE,fimF,fimG,fimI,fis,fixA,fixB,fixC,fklB,fkpA,fkpB,flgA,flgB,flgC,flgD,flgE,flgF,flgG,flgI,flgJ,flgK,flhA,flhC,flhD,flhE,fliD,fliG,fliK,fliL,fliS,fliT,fmt,fnr,folA,folC,folD,folE,folM,folP,folX,fpr,frc,frdA,frdB,frdC,frdD,fre,frlA,frlB,frlR,frmA,frmB,frr,fruA,fruB,fruK,frvR,fsr,ftnA,ftnB,ftp,ftsA,ftsB,ftsE,ftsI,ftsK,ftsL,ftsN,ftsP,ftsQ,ftsW,ftsX,ftsZ,fucK,fumA,fumB,fumC,gabD,gabP,gabT,gadA,gadB,gadC,gadW,gadX,galE,galR,galT,galU,gapA,garD,garK,garL,garR,gatD,gatY,gcl,gcvA,gcvH,gcvP,gcvR,gcvT,gdhA,ggt,ghoS,ghoT,ghrB,glcB,glcD,glcE,glcF,gldA,glgA,glgB,glgC,glgP,glgX,glk,glmM,glmS,glmU,glnA,glnD,glnH,glnL,glnS,gloA,gloB,gloC,glpA,glpB,glpC,glpD,glpF,glpK,glpX,glrK,glrR,glsA,glsA1,glsA2,glsB,gltB,gltD,gltX,gluQ,glvB,glxK,glxR,glyA,glyS,gmd,gmhB,gmk,gnd,gnsB,gntK,gntR,gor,gph,gpmA,gpp,gppA,gpr,gpsA,gpt,grcA,greA,greB,groL,groS,gshA,gshB,gsiB,gspE,gspF,gspI,gspJ,guaA,guaB,guaC,guaD,gudD,gudX,gutQ,gyrA,gyrB,hcaB,hcaC,hcaD,hcaE,hcaF,hchA,hcp,hda,hdeA,hdhA,helD,hemA,hemB,hemC,hemD,hemE,hemF,hemG,hemH,hemL,hemN,hexR,hflX,hicA,hicB,higB,hinT,hipA,hipB,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisS,hiuH,hldE,hlyE,hmp,hns,hofC,hofM,hofN,hofO,hofP,hofQ,hokE,holA,holB,holC,holD,holE,hprR,hprS,hpt,hrpA,hscA,hscC,hsdM,hsdR,hslO,hslR,hslU,htpG,htrE,hupA,hupB,hxpA,hxpB,hyaA,hyaB,hyaC,hyaD,hybA,hybB,hybC,hybD,hybO,hycB,hycI,hyfA,hyfC,hyfF,hyfR,hyi,hypB,hypD,hypE,hypF,hypT,iap,ibsA,ibsB,ibsC,ibsD,ibsE,icd,idi,idnD,idnK,idnO,ihfA,ihfB,ileS,ilvA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvL,ilvM,ilvN,infB,infC,insA-1,insA-2,insB-2,insB-4,insE-1,insF-1,insH-6,insI-1,insI-2,insI1,insI3,insI4,insK,intE,intQ,intS,intZ,iraD,iraM,iraP,iscA,iscS,iscU,iscX,ispA,ispB,ispF,ispG,ispH,ispU,ivbL,ivy,katE,katG,kbaY,kch,kdgK,kdpA,kdpB,kdpC,kdpD,kdpF,kdsA,kdsB,kdsC,kdsD,kduD,kduI,kefB,kefC,lacZ,lamB,lapA,lapB,lasT,ldcA,ldcC,ldhA,ldrA,ldrB,ldrD,ldtA,ldtB,ldtC,ldtD,ldtE,lepA,lepB,leuA,leuB,leuC,leuD,leuS,lexA,lgoD,lgoR,lgt,lhr,ligA,ligB,lipA,lipB,lldD,lldP,lldR,lnt,lpd,lplA,lplT,lpoA,lpoB,lpp,lptD,lptE,lpxB,lpxC,lpxD,lpxH,lpxK,lpxL,lpxM,lpxP,lpxT,lrhA,lrp,lspA,lsrK,lsrR,ltaE,luxS,lysA,lysC,lysP,lysR,lysS,lysU,lyxK,maa,maeA,mak,malE,malF,malP,malQ,malS,malZ,manA,maoP,map,marR,matP,mazF,mazG,mcbA,mcrA,mcrB,mdfA,mdh,mdoD,mdoG,mdtK,mdtM,melA,melR,menA,menB,menC,menD,menE,menF,menH,menI,mepA,mepM,metB,metC,metE,metF,metG,metH,metK,metL,mfd,mglA,mglC,mgrB,mgsA,mhpA,mhpB,mhpC,mhpD,miaA,miaB,minC,minD,minE,mioC,mipA,mlaB,mlc,mltC,mltG,mmuM,mmuP,mnaT,mngB,mnmA,mnmC,mnmE,mnmG,mntH,mntS,moaA,moaB,moaC,moaD,moaE,mobA,mocA,moeA,moeB,mog,motA,mpaA,mprA,mqsR,mraY,mrcA,mrcB,mrdA,mrdB,mreB,mreC,mrp,mrr,msbA,mscK,mscL,mscM,mscS,msrA,msrB,msrP,msrQ,mtgA,mtlA,mtlD,mtn,mtnN,mug,mukB,murA,murB,murC,murD,murE,murF,murG,murI,murJ,murP,murR,mutH,mutL,mutM,mutS,mutT,mutY,nadA,nadB,nadC,nadD,nadE,nadK,nagA,nagB,nagD,nagE,nagK,nanA,nanE,nanK,nanR,nanS,napA,napB,napC,narG,narH,narI,narJ,narQ,narV,narW,narX,narY,narZ,ndh,ndk,nei,nemA,nfi,nfo,nfsB,nfuA,nhaA,nhaB,nikE,nimR,nirB,nirD,nlpD,nlpI,norV,norW,npr,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,nrdH,nrdI,nrfA,nrfB,nrfC,nrfD,nrfE,nrfF,nrfG,nth,nudB,nudC,nudG,nuoB,nuoE,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,nusG,obgE,ogt,ompA,ompC,ompR,opgB,opgG,opgH,oppA,orn,ortT,osmC,osmF,osmY,otsA,otsB,oxc,oxyR,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaJ,paaK,paaX,paaZ,pabA,pabB,pabC,pagP,pal,panB,panC,panE,panZ,paoC,parC,parE,patA,patD,patZ,pbpC,pbpG,pcm,pcnB,pdeD,pdeF,pdeK,pdeR,pdxA,pdxB,pdxH,pdxJ,pdxK,pdxY,pepA,pepB,pepD,pepN,pepQ,pepT,perR,pfkA,pfkB,pflA,pflB,pgaA,pgaB,pgi,pgk,pgl,pgm,pgpA,pgpB,pgpC,pgrR,pgsA,pheA,pheS,pheT,phnG,phnH,phnI,phnJ,phnK,phnL,phnM,phnN,phnO,phnP,phoA,phoP,phoQ,phoR,phoU,phr,pinE,pinQ,pinR,plaP,plsB,plsC,plsX,pncB,pnp,pntA,pntB,polA,polB,poxB,ppc,pphA,pphB,ppiA,ppiC,ppiD,ppk,ppsR,ppx,prc,preA,preT,prfA,prfB,prfC,priA,priB,priC,prkB,prlC,prmA,prmB,prmC,proA,proB,proC,proQ,proS,prpB,prpC,prpD,prs,psd,pstA,pstS,psuG,pta,ptsG,ptsH,ptsI,ptsP,purA,purB,purC,purD,purF,purL,purN,purT,purU,putA,puuA,puuC,puuD,puuE,puuP,puuR,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrL,qorA,qseB,qseC,queA,queC,queD,queE,queF,queG,radA,radD,ralR,rapZ,rarA,rayT,rbfA,rbn,rbsK,rcdA,rclA,rclR,rcnB,rcsA,rcsB,rcsC,rcsD,rcsF,rdgB,recA,recB,recC,recD,recE,recF,recG,recJ,recN,recQ,recR,recT,recX,relA,relB,relE,rep,rfaB,rfaE,rfaH,rfbB,rfbC,rfbD,rfbX,rfe,rffC,rffG,rffH,rffM,rffT,rhaB,rhaR,rhaS,rhlB,rhlE,rhmD,rho,rhsD,ribA,ribB,ribC,ribD,ribE,ribF,rihA,rihB,rihC,rimI,rimJ,rimK,rimL,rimM,rimO,rimP,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rlpA,rluA,rluB,rluC,rluD,rluE,rluF,rmf,rmuC,rna,rnb,rnc,rnd,rne,rng,rnhA,rnhB,rnlA,rnpA,rnr,rnt,roxA,rpe,rph,rpiA,rpiR,rplA,rplB,rplC,rplE,rplF,rplI,rplJ,rplK,rplL,rplM,rplN,rplO,rplP,rplQ,rplR,rplS,rplT,rplW,rplX,rplY,rpmA,rpmB,rpmC,rpmE,rpmG,rpmH,rpmJ,rpnA,rpnB,rpnC,rpnD,rpoA,rpoH,rpoS,rppH,rpsA,rpsB,rpsE,rpsG,rpsI,rpsK,rpsL,rpsM,rpsN,rpsO,rpsP,rpsQ,rpsR,rpsS,rpsT,rraA,rraB,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rssA,rstB,rsuA,rtcB,rusA,rutA,rutB,rutC,rutD,rutE,rutF,rutG,ruvA,ruvB,ruvC,rzoD,rzoR,rzpD,rzpR,sad,sapD,sbcB,sbcC,sbcD,sbmC,sbp,scpB,scpC,sdaA,sdaB,sdhA,sdhB,sdhC,sdhD,sdhE,secA,secB,selA,selB,selD,selU,seqA,serA,serB,serC,serS,setA,setB,setC,sfmC,sfmD,sfsB,sgbU,sgcB,sgcE,sgcR,shoB,sixA,skp,slmA,slyD,smpB,smrA,sodA,sodB,sodC,solA,speA,speB,speC,speD,speE,speG,spoT,sppA,spy,srkA,srlD,srmB,ssb,ssuA,ssuB,ssuC,ssuD,ssuE,sthA,stpA,sucA,sucB,sucC,sucD,sufA,sufB,sufC,sufD,sufE,sufS,suhB,sulA,surA,surE,symE,tabA,tadA,tag,talB,tamA,tamB,tas,tatD,tauA,tauB,tauC,tauD,tcdA,tcyJ,tdcB,tdcD,tdcE,tdcF,tdcG,tdh,tdk,tesB,tgt,thiC,thiD,thiE,thiG,thiH,thiI,thiL,thiM,thrA,thrB,thrC,thrS,thyA,tig,tilS,tisB,tktA,tktB,tmcA,tmk,tnaA,tolA,tolB,tolQ,tolR,tomB,topA,topB,torA,torC,torI,torS,torY,torZ,tpiA,tpx,tqsA,treA,treB,treC,treF,trg,trkA,trkG,trkH,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,trpA,trpB,trpC,trpD,trpE,trpGD,trpS,truA,truB,truC,truD,trxA,trxC,tsaB,tsaC,tsaD,tsaE,tsf,tsr,ttcA,ttdA,ttdR,tufA,tufB,tus,tusA,tusB,tusC,tusD,tusE,tynA,tyrA,tyrB,tyrS,ubiA,ubiB,ubiC,ubiD,ubiE,ubiF,ubiG,ubiH,ubiI,ubiJ,ubiX,udk,udp,ugd,uhpB,uhpC,uidA,uidR,ulaD,ulaE,ulaF,ulaG,ulaR,umpG,umpH,umuC,umuD,ung,upp,ushA,uspE,uspG,uvrA,uvrB,uvrC,uvrD,uvrY,uxaA,uxaB,uxaC,uxuA,uxuB,uxuR,valS,vsr,waaA,waaH,waaY,wbbK,wcaB,wcaC,wcaJ,wecA,wecB,wecC,wecE,wrbA,wzb,wzc,wzyE,wzzB,wzzE,xapA,xapB,xdhB,xerC,xerD,xisE,xseA,xseB,xthA,xylB,yaaY,yabI,yadC,yadI,yadV,yafC,yafN,yafO,yafQ,yagE,yagF,yagI,yahB,yahF,yahI,yaiP,yaiV,yaiW,yajD,yajL,yajO,yajQ,ybaM,ybaQ,ybbN,ybcC,ybcF,ybcJ,ybcM,ybcQ,ybdG,ybdH,ybdM,ybdN,ybdZ,ybeF,ybeY,ybfE,ybgP,ybgQ,ybhA,ybhD,ybhJ,ybhP,ybhR,ybiA,ybiJ,ybiO,ybiS,ybiV,ybiX,ybjD,ybjI,ybjN,ybjX,ycaN,ycaO,ycbB,ycbX,ycdX,ycdY,yceK,yceO,ycfH,ycfL,ycfS,ycgB,ycgR,ychH,yciA,yciE,yciF,yciG,yciH,yciT,yciV,ycjD,ycjU,ycjW,ycjY,ydaC,ydaV,ydcI,ydcM,ydcR,ydcZ,yddM,ydeI,ydeM,ydeO,ydeT,ydfG,ydfH,ydgA,ydhQ,ydiB,ydiF,ydiP,ydiQ,ydiR,ydiZ,ydjH,ydjM,yeaD,yeaE,yeaG,yebG,yebK,yedF,yedL,yedP,yedX,yeeY,yefM,yegD,yegS,yegV,yehB,yehC,yehP,yehT,yehU,yeiE,yeiG,yeiL,yfaE,yfaU,yfaX,yfbR,yfbU,yfcF,yfcG,yfcS,yfcU,yfdG,yfdR,yfeR,yfeX,yfgI,yfgJ,yfhH,yfiC,yfiE,yfiF,yfiR,ygbI,ygbM,ygcO,ygcW,ygdG,ygeA,ygeR,ygeV,ygeW,ygeX,ygfA,ygfI,ygfZ,yggE,yggF,yggN,yggT,yggW,yggX,yghB,yghG,yghO,yghU,ygiB,ygiW,ygjH,ygjK,yhaC,yhaJ,yhaM,yhaO,yhaV,yhbO,yhbQ,yhbS,yhbY,yhcD,yhcF,yhcH,yhcN,yhdJ,yheT,yhfS,yhgH,yhhY,yhhZ,yhiM,yhjA,yhjB,yhjC,yhjR,yhjX,yiaA,yiaB,yiaF,yiaO,yiaT,yiaU,yibA,yibF,yibH,yidA,yidC,yidL,yidP,yidQ,yidR,yidZ,yieE,yieF,yieH,yieK,yieL,yigB,yigL,yihL,yihQ,yihR,yihS,yihT,yihU,yihV,yihW,yihX,yiiD,yiiM,yijO,yjaA,yjbE,yjbF,yjbG,yjbH,yjcE,yjcS,yjeH,yjeI,yjhC,yjhG,yjhH,yjhI,yjiA,yjiM,yjiQ,yjiR,yjiX,yjiY,yjjG,yjjI,yjjU,yjjV,yjjX,yjtD,ykfM,ykgA,ykgF,ykgM,ykgO,ymfA,ymfK,ymgC,ymgF,ynaI,ynbB,ynbD,yneE,yneJ,yneL,ynfE,ynfF,ynfH,ynfK,ynhF,ynhG,ynjA,yoaA,yoaB,yobF,yodD,yoeB,yoeE,yohC,yohD,ypdA,ypdB,ypdC,ypdI,yphB,ypjD,yqaA,yqaB,yqcC,yqcG,yqeA,yqeF,yqgF,yqhC,yqiG,yqiH,yqiJ,yqjA,yqjH,yqjI,yraI,yraJ,yraN,yrbG,yrdA,yrfG,ytfE,zapA,zapB,zapC,zapD,zapE,zinT,zipA,zraR,zraS,zur,zwf,	cellular process
GO:0016043	3	210	aldA,ansB,aqpZ,arnA,atoB,bamA,bamB,bamC,bamD,bamE,betB,bipA,cas1,cas2,casD,ccmE,ccmF,ccmG,ccmH,chbA,cmoB,cpdA,cpoB,csdE,csgA,csgB,csiD,cusC,cutA,cvrA,cyaY,dacB,dbpA,dcuS,deaD,der,dinG,dnaB,dnaT,dsbD,elfC,elfD,entA,era,erpA,fabI,fbp,fdx,feaB,fhlA,fimD,fimF,fimG,fimI,fis,flgK,flhA,flhE,fliG,fliS,fpr,frdA,frdB,frdC,frr,ftsI,ftsN,ftsQ,ftsZ,galU,glgC,glsA,gyrA,gyrB,hdhA,helD,hflX,htrE,infC,iscA,iscS,iscU,iscX,kbaY,kch,kdsA,lptD,lptE,lpxT,lysP,maa,maoP,matP,menE,metF,mfd,minC,mltG,moaC,mraY,mrdA,mrdB,mrp,msbA,mscK,mscL,mscS,mukB,murB,murJ,nagA,narJ,narW,nfuA,nlpD,norV,nrfE,nrfF,nrfG,obgE,parC,parE,patZ,pbpG,pfkA,poxB,prfA,prfB,prfC,priA,prmC,psuG,pykA,pykF,recB,recC,recG,recQ,recT,rep,rfe,rhlE,rimM,rimP,rlmE,rlpA,rluD,rne,rplE,rplF,rplK,rplT,rplW,rpsG,rpsK,rpsP,rpsS,rsmA,ruvA,ruvB,sdhC,sdhD,sdhE,seqA,sfmC,sfmD,skp,speG,srmB,ssuE,sufA,sufB,sufC,sufD,sufS,surA,tnaA,topA,udp,uidA,uvrD,wecA,wrbA,xapA,yadV,yafQ,ybgQ,ybjN,yciH,ydeT,ydiF,yehB,yehC,yeiG,yfcS,yfcU,ygfZ,yhbY,yhcD,yidC,yieL,ypjD,yqiG,yraI,yraJ,yrdA,ytfE,zapA,zapB,zipA,	cellular component organization
GO:0032989	4	1	minC,	cellular component morphogenesis
GO:0000902	5	1	minC,	cell morphogenesis
GO:0022607	4	149	aldA,ansB,arnA,atoB,bamA,bamB,bamC,bamD,bamE,betB,bipA,ccmE,ccmF,ccmG,ccmH,chbA,cmoB,cpoB,csdE,csiD,cusC,cutA,cyaY,dbpA,dcuS,deaD,der,dnaT,dsbD,elfC,entA,era,erpA,fabI,fbp,fdx,feaB,fhlA,fimD,fimF,fimI,flgK,flhA,fliG,fliS,fpr,frdA,frdB,frdC,ftsI,ftsN,ftsQ,ftsZ,galU,glgC,glsA,hdhA,htrE,iscA,iscS,iscU,iscX,kbaY,kch,kdsA,lptD,lptE,lpxT,lysP,maa,menE,metF,moaC,mrdA,mrp,nagA,narJ,narW,nfuA,nlpD,norV,nrfE,nrfF,nrfG,obgE,patZ,pfkA,poxB,psuG,pykA,pykF,rhlE,rimM,rimP,rlmE,rluD,rne,rplE,rplF,rplK,rplT,rplW,rpsG,rpsK,rpsP,rpsS,rsmA,sdhC,sdhD,sdhE,seqA,sfmD,skp,speG,srmB,ssuE,sufA,sufB,sufC,sufD,sufS,surA,tnaA,udp,uidA,uvrD,wrbA,xapA,ybgQ,ybjN,yciH,ydeT,ydiF,yehB,yeiG,yfcU,ygfZ,yhbY,yhcD,yidC,yieL,ypjD,yqiG,yraJ,yrdA,ytfE,zapA,zapB,zipA,	cellular component assembly
GO:0090529	5	6	ftsN,ftsQ,nlpD,zapA,zapB,zipA,	cell septum assembly
GO:0000917	6	5	ftsN,ftsQ,nlpD,zapA,zipA,	division septum assembly
GO:0070726	5	2	ftsI,mrdA,	cell wall assembly
GO:0031163	5	18	csdE,cyaY,erpA,fdx,fpr,iscA,iscS,iscU,iscX,mrp,nfuA,sufA,sufB,sufC,sufD,sufS,ygfZ,ytfE,	metallo-sulfur cluster assembly
GO:0070925	5	10	flgK,flhA,fliG,fliS,frdA,frdB,frdC,obgE,rhlE,zapA,	organelle assembly
GO:0000921	6	1	zapA,	septin ring assembly
GO:0042255	6	2	obgE,rhlE,	ribosome assembly
GO:0044780	6	7	flgK,flhA,fliG,fliS,frdA,frdB,frdC,	bacterial-type flagellum assembly
GO:0065003	5	92	aldA,ansB,arnA,atoB,betB,bipA,ccmE,ccmF,ccmG,ccmH,chbA,cmoB,cpoB,csiD,cusC,cutA,dbpA,dcuS,deaD,der,dnaT,dsbD,entA,era,fabI,fbp,feaB,fhlA,ftsZ,galU,glgC,glsA,hdhA,kbaY,kch,kdsA,lysP,maa,menE,metF,moaC,nagA,narJ,narW,norV,nrfE,nrfF,nrfG,obgE,patZ,pfkA,poxB,psuG,pykA,pykF,rhlE,rimM,rimP,rlmE,rluD,rne,rplE,rplF,rplK,rplT,rplW,rpsG,rpsK,rpsP,rpsS,rsmA,sdhC,sdhD,sdhE,seqA,speG,srmB,ssuE,tnaA,udp,uidA,uvrD,wrbA,xapA,yciH,ydiF,yeiG,yhbY,yidC,ypjD,yrdA,zapA,	protein-containing complex assembly
GO:0051259	6	51	aldA,ansB,arnA,atoB,betB,chbA,cmoB,cpoB,csiD,cusC,cutA,dcuS,entA,fabI,fbp,feaB,fhlA,galU,glgC,glsA,hdhA,kbaY,kch,kdsA,lysP,maa,menE,metF,moaC,nagA,norV,patZ,pfkA,poxB,psuG,pykA,pykF,rne,seqA,speG,ssuE,tnaA,udp,uidA,uvrD,wrbA,xapA,ydiF,yeiG,yidC,yrdA,	protein complex oligomerization
GO:0070206	7	4	cusC,maa,psuG,yrdA,	protein trimerization
GO:0070207	8	4	cusC,maa,psuG,yrdA,	protein homotrimerization
GO:0051262	7	36	aldA,ansB,atoB,betB,cmoB,csiD,entA,fabI,fbp,feaB,fhlA,galU,glgC,glsA,hdhA,kbaY,kch,kdsA,menE,metF,nagA,norV,patZ,pfkA,poxB,pykA,pykF,rne,seqA,speG,ssuE,tnaA,uidA,wrbA,ydiF,yeiG,	protein tetramerization
GO:0051289	8	36	aldA,ansB,atoB,betB,cmoB,csiD,entA,fabI,fbp,feaB,fhlA,galU,glgC,glsA,hdhA,kbaY,kch,kdsA,menE,metF,nagA,norV,patZ,pfkA,poxB,pykA,pykF,rne,seqA,speG,ssuE,tnaA,uidA,wrbA,ydiF,yeiG,	protein homotetramerization
GO:0051260	7	47	aldA,ansB,atoB,betB,chbA,cmoB,cpoB,csiD,cusC,cutA,dcuS,entA,fabI,fbp,feaB,fhlA,galU,glgC,glsA,hdhA,kbaY,kch,kdsA,lysP,maa,menE,metF,nagA,norV,patZ,pfkA,poxB,psuG,pykA,pykF,rne,seqA,speG,ssuE,tnaA,uidA,uvrD,wrbA,ydiF,yeiG,yidC,yrdA,	protein homooligomerization
GO:0034214	7	4	arnA,moaC,udp,xapA,	protein hexamerization
GO:0034622	6	41	bipA,ccmE,ccmF,ccmG,ccmH,dbpA,deaD,der,dnaT,dsbD,era,ftsZ,narJ,narW,nrfE,nrfF,nrfG,obgE,rhlE,rimM,rimP,rlmE,rluD,rplE,rplF,rplK,rplT,rplW,rpsG,rpsK,rpsP,rpsS,rsmA,sdhC,sdhD,sdhE,srmB,yciH,yhbY,ypjD,zapA,	cellular protein-containing complex assembly
GO:0022618	6	24	bipA,dbpA,deaD,der,era,obgE,rhlE,rimM,rimP,rlmE,rluD,rplE,rplF,rplK,rplT,rplW,rpsG,rpsK,rpsP,rpsS,rsmA,srmB,yciH,yhbY,	ribonucleoprotein complex assembly
GO:0000027	7	13	bipA,dbpA,deaD,der,rlmE,rluD,rplE,rplF,rplK,rplT,rplW,srmB,yhbY,	ribosomal large subunit assembly
GO:0000028	7	9	era,rimM,rimP,rpsG,rpsK,rpsP,rpsS,rsmA,yhbY,	ribosomal small subunit assembly
GO:0001731	7	1	yciH,	formation of translation preinitiation complex
GO:0017004	7	11	ccmE,ccmF,ccmG,ccmH,dsbD,nrfE,nrfF,nrfG,sdhC,sdhD,ypjD,	cytochrome complex assembly
GO:0034552	7	1	sdhE,	respiratory chain complex II assembly
GO:0065004	6	1	dnaT,	protein-DNA complex assembly
GO:0036388	7	1	dnaT,	pre-replicative complex assembly
GO:1902299	4	1	dnaT,	pre-replicative complex assembly involved in cell cycle DNA replication
GO:0006267	5	1	dnaT,	pre-replicative complex assembly involved in nuclear cell cycle DNA replication
GO:0051258	7	1	ftsZ,	protein polymerization
GO:0051131	7	2	narJ,narW,	chaperone-mediated protein complex assembly
GO:0071709	5	10	bamA,bamB,bamC,bamD,bamE,lptD,lptE,lpxT,skp,surA,	membrane assembly
GO:0043165	6	10	bamA,bamB,bamC,bamD,bamE,lptD,lptE,lpxT,skp,surA,	Gram-negative-bacterium-type cell outer membrane assembly
GO:0071769	5	1	yieL,	mycolate cell wall layer assembly
GO:0030031	5	21	elfC,fimD,fimF,fimI,flgK,flhA,fliG,fliS,frdA,frdB,frdC,htrE,sfmD,ybgQ,ybjN,ydeT,yehB,yfcU,yhcD,yqiG,yraJ,	cell projection assembly
GO:0009297	6	14	elfC,fimD,fimF,fimI,htrE,sfmD,ybgQ,ybjN,ydeT,yehB,yfcU,yhcD,yqiG,yraJ,	pilus assembly
GO:0032535	4	5	aqpZ,cvrA,mscK,mscL,mscS,	regulation of cellular component size
GO:0008361	5	5	aqpZ,cvrA,mscK,mscL,mscS,	regulation of cell size
GO:0006884	4	5	aqpZ,cvrA,mscK,mscL,mscS,	cell volume homeostasis
GO:0009992	5	4	aqpZ,mscK,mscL,mscS,	cellular water homeostasis
GO:0090143	4	1	seqA,	nucleoid organization
