# conformaciones_activas.txt
# generated: 2018-08-14 11:48:25
# RegulonDB: 10.0, release: 18/06/18
# Manual processing: Edited MalT effectors column to include ATP and maltotriose as one effector. Changed all lines without a regulated TU tu TF_inactive.txt. All lines in TF_inactive.txt that had a regulated TU were moved here.
# Transcription Factor name	 Final State	Effector Name	Effect	Transcription Unit name	Evidences	Evidence type
CRP	CRP-cAMP	cyclic-AMP	-	yhfA	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
CRP	CRP-cAMP	cyclic-AMP	-	yiaJ	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
CRP	CRP-cAMP	cyclic-AMP	?	fumC	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
CRP	CRP-cAMP	cyclic-AMP	?	treBC	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
CRP	CRP-cAMP	cyclic-AMP	?	yiaKLMNO-lyxK-sgbHUE	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
CadC	CadC		+	cadBA	[IMP|W|Inferred from mutant phenotype]	Weak
CadC	CadC		+	cadC	[IMP|W|Inferred from mutant phenotype]	Weak
CaiF	CaiF-L-carnitine	L-carnitine	+	caiTABCDE		
CaiF	CaiF-L-carnitine	L-carnitine	+	fixABCX		
Cbl	Cbl		+	ssuEADCB	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IE|W|Inferred from experiment],[BPP|S|Binding of purified proteins]	Strong
Cbl	Cbl		+	tauABCD	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IE|W|Inferred from experiment],[BPP|S|Binding of purified proteins]	Strong
CdaR	CdaR		+	cdaR	[GEA|W|Gene expression analysis],[IFC|S|Inferred by functional complementation]	Strong
CdaR	CdaR		+	garD	[GEA|W|Gene expression analysis],[IFC|S|Inferred by functional complementation]	Strong
CdaR	CdaR		+	garPLRK-rnpB	[GEA|W|Gene expression analysis],[IFC|S|Inferred by functional complementation]	Strong
CdaR	CdaR		+	gudPXD	[GEA|W|Gene expression analysis],[IFC|S|Inferred by functional complementation]	Strong
CecR	CecR		-	cecR-ybhGFSR	[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern],[AUPEINH|W|Assay of unpurified protein expressed in its native host]	Weak
ChbR	ChbR		+-	chbBCARFG		
ChbR	ChbR-<i>N</i>-monoacetylchitobiose 6'-phosphate	<i>N</i>-monoacetylchitobiose 6'-phosphate	+-	chbBCARFG	[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction]	Weak
ComR	ComR		-	bhsA	[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[IEP|W|Inferred from expression pattern]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	acrD	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	aroG	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	bacA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	cpxPQ	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	cpxRA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	degP	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	dgcZ	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	dsbC	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	ftnB	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	ldtC	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	ldtD	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	marRAB	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	mdtABCD-baeSR	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	ompC	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	ppiA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	ppiD	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	rpoH	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	rprA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	sbmA-yaiW	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	skp-lpxD-fabZ-lpxA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	slt	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	spy	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	srkA-dsbA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	tomB-hha	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	yccA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	yebE	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	yidQ	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	yqaE	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	yqaE-kbp	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	+	yqjA-mzrA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	bamE	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	csgBAC	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	csgDEFG	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	cyaR	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	efeU_1U_2	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	motAB-cheAW	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	ompF	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	psd-mscM	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	rseD-rpoE-rseABC	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	tsr	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
CpxR	CpxR-Phosphorylated	Phosphate	-	ung	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins]	Strong
Cra	Cra		+	aceBAK	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	acnA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	aroP	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	betIBA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	betT	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	crp	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	csgDEFG	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	cydAB	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	icd	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	pck	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	poxB	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	ppsA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		+	ptsHI-crr	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	acnB	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	adhE	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	cyoABCDE	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	edd-eda	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	eno	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	epd-pgk	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	epd-pgk-fbaA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	fbaB	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	fruBKA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	gapA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	gapA-yeaD	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	glcC	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	glk	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	gpmM-envC-yibQ	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	hypF	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	manXYZ	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	marRAB	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	mpl	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	mtlADR	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	nirBDC-cysG	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	pdeL	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	pdhR-aceEF-lpd	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	pfkA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
Cra	Cra		-	ppc	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence]	Strong
