# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 02:56:38 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_general/
# GO levels of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/levels/general_random_levels.txt 
# Columns= Group name
# Rows= Random set
	AccB	AcrR	Ada	AdiY	AgaR	AidB	AlaS	AllR	AllS	AlsR	AppY	AraC	ArgP	ArgR	ArsR	AscG	AsnC	AtoC	BaeR	BasR	BetI	BirA	BluR	BolA	CadC	CaiF	Cbl	CdaR	CecR	ChbR	ComR	CpxR	Cra	CreB	CsgD	CsiR	CspA	CueR	CusR	CynR	CysB	CytR	Dan	DcuR	DeoR	DhaR	DicA	DinJ-YafQ	DnaA	DpiA	DsdC	EbgR	EnvR	EnvY	EvgA	ExuR	FabR	FadR	FeaR	FhlA	FlhDC	FliZ	FucR	Fur	GadE	GadE-RcsB	GadW	GadX	GalR	GalS	GatR	GcvA	GlcC	GlpR	GlrR	GntR	GutM	GutR	HU	HcaR	HdfR	HigA	HigB-HigA	HipAB	HipB	HyfR	HypT	IclR	IdnR	IlvY	IscR	KdgR	KdpE	LacI	LeuO	LexA	LldR	LrhA	LsrR	LysR	MalI	MalT	MarA	MarR	MatA	MazE	MazE-MazF	McbR	MelR	MetJ	MetR	MhpR	Mlc	MlrA	MngR	MntR	ModE	MprA	MqsA	MraZ	MtlR	MurR	Nac	NadR	NagC	NanR	NarL	NarP	NemR	NhaR	NikR	NimR	NorR	NrdR	NsrR	NtrC	OmpR	OxyR	PaaX	PdeL	PdhR	PepA	PgrR	PhoB	PhoP	PrpR	PspF	PurR	PutA	PuuR	QseB	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB	RcsB-BglJ	RelB	RelB-RelE	RhaR	RhaS	Rob	RstA	RtcR	RutR	SdiA	SgrR	SlyA	SoxR	SoxS	StpA	SutR	TdcA	TdcR	TorR	TreR	TrpR	TyrR	UhpA	UidR	UlaR	UvrY	UxuR	XapR	XylR	YdeO	YedW	YefM	YefM-YoeB	YehT	YeiL	YiaJ	YjjQ	YpdB	YqhC	YqjI	ZntR	ZraR	Zur
ran_90.txt	NA	0.44	0.50	1.00	0.56	NA	NA	0.67	0.67	0.80	0.88	0.67	0.50	0.52	0.67	0.80	0.67	0.75	0.71	0.50	0.67	0.60	0.67	NA	1.00	0.70	0.50	0.75	0.60	0.40	NA	0.60	0.54	0.75	0.40	0.80	1.00	0.57	0.50	0.50	0.60	0.50	0.67	0.57	0.50	0.50	0.50	0.67	0.60	0.60	1.00	0.50	0.50	0.50	0.67	0.57	0.50	0.60	0.50	0.46	0.69	0.67	0.80	0.54	0.52	0.75	0.54	0.56	0.75	0.57	0.50	0.80	0.71	0.62	1.00	0.55	0.50	0.80	0.62	0.80	0.75	NA	NA	0.67	0.60	0.78	0.46	0.67	0.83	NA	0.46	0.50	1.00	0.50	0.75	0.56	NA	1.00	0.67	0.50	0.33	0.44	0.51	0.33	0.80	1.00	1.00	0.75	0.50	0.82	0.25	0.50	0.43	0.38	0.50	0.60	0.53	0.67	0.50	0.64	0.67	0.67	0.59	0.50	0.50	0.60	0.56	0.63	0.50	0.50	0.25	NA	1.00	0.80	0.41	0.53	0.67	0.54	0.56	NA	0.48	0.50	0.38	0.65	0.59	1.00	0.50	0.52	0.50	0.80	0.67	0.83	0.86	0.33	0.67	0.64	0.62	0.57	0.67	0.50	NA	0.50	0.63	0.56	NA	0.64	0.50	0.43	NA	NA	0.53	0.80	0.75	0.50	0.50	0.88	NA	0.56	0.58	NA	1.00	0.60	0.60	0.43	0.50	0.50	0.50	0.73	0.50	0.50	NA	NA	0.60	0.44	NA	NA	1.00	NA	0.67	0.50
ran_91.txt	0.50	0.64	0.67	0.33	0.70	NA	NA	0.75	0.50	0.80	0.33	0.45	0.50	0.55	NA	0.50	0.67	0.67	0.50	0.58	1.00	0.75	0.50	1.00	1.00	0.25	0.56	0.56	0.50	0.67	NA	0.49	0.58	0.60	0.45	1.00	NA	0.43	0.82	1.00	0.40	0.50	0.50	0.67	0.50	0.50	0.67	0.67	0.55	0.62	0.67	0.50	0.50	1.00	0.56	0.71	NA	0.56	NA	0.61	0.59	0.69	1.00	0.51	0.58	0.60	0.58	0.64	0.56	0.33	0.67	1.00	0.40	0.83	0.67	0.56	0.40	0.57	0.43	0.67	1.00	0.50	0.50	0.60	0.75	0.80	0.78	0.50	0.71	1.00	0.41	0.50	0.75	0.50	0.59	0.65	NA	0.75	0.86	1.00	1.00	0.44	0.44	NA	0.60	0.67	1.00	1.00	1.00	0.54	0.40	0.80	0.60	0.44	0.67	0.50	0.47	0.60	0.80	0.62	0.50	0.50	0.60	0.75	0.66	0.36	0.54	0.52	0.50	0.75	0.67	NA	1.00	0.67	0.57	0.61	0.47	0.44	0.50	NA	0.46	0.50	0.43	0.41	0.54	0.33	0.83	0.60	NA	0.43	0.50	0.78	0.60	0.50	0.50	0.50	0.52	0.58	0.33	0.50	0.50	0.33	0.53	0.56	1.00	0.42	0.40	0.43	NA	0.67	0.50	0.67	0.75	0.67	0.50	0.55	NA	0.60	0.60	NA	0.75	0.43	0.50	0.78	0.50	0.71	0.63	0.70	0.50	0.50	NA	NA	0.67	0.50	NA	1.00	NA	NA	0.50	1.00
ran_92.txt	0.50	0.50	1.00	0.75	0.89	NA	NA	0.29	0.50	0.60	0.38	0.82	0.69	0.28	0.33	0.80	0.67	0.75	0.57	0.42	0.67	0.60	1.00	0.50	1.00	0.43	1.00	0.50	1.00	0.50	NA	0.52	0.68	0.60	0.70	0.60	0.50	0.50	0.44	0.75	0.52	0.45	0.50	0.60	1.00	1.00	0.71	0.50	0.62	0.60	0.67	0.50	0.50	NA	0.31	0.29	1.00	0.53	NA	0.65	0.64	0.60	0.67	0.54	0.57	0.57	0.54	0.44	0.50	0.43	0.75	0.33	0.50	0.60	0.50	0.44	0.60	0.43	0.80	0.60	0.50	NA	NA	1.00	0.80	0.67	0.80	0.50	0.75	1.00	0.70	0.50	0.67	1.00	0.56	0.53	1.00	0.75	0.86	0.50	1.00	0.44	0.59	1.00	0.57	1.00	0.67	0.33	0.67	0.50	0.75	0.60	0.67	0.70	0.67	0.50	0.41	0.60	0.43	0.64	0.33	0.67	0.35	0.67	0.66	0.43	0.59	0.67	0.50	0.40	0.67	NA	NA	0.38	0.52	0.56	0.75	0.48	0.67	NA	0.67	1.00	0.50	0.48	0.54	0.67	0.43	0.46	NA	0.50	1.00	0.89	0.50	0.50	0.67	0.46	0.75	0.43	0.50	0.67	1.00	0.67	0.52	0.44	0.50	0.64	0.50	0.57	NA	0.67	0.67	0.71	0.50	0.50	0.75	0.50	0.50	0.67	0.58	NA	0.67	0.50	0.75	0.57	0.50	0.33	0.76	0.70	1.00	0.50	NA	NA	0.67	0.88	NA	1.00	1.00	NA	0.50	0.67
ran_93.txt	NA	0.67	0.75	0.50	0.60	NA	NA	0.67	0.67	1.00	0.62	0.50	0.62	0.52	1.00	0.67	0.33	0.50	0.62	0.75	NA	0.50	0.75	0.50	0.67	0.44	0.50	0.75	0.80	0.67	NA	0.46	0.60	0.50	0.57	0.80	1.00	0.50	0.44	0.67	0.46	0.67	0.50	0.71	0.75	0.50	0.40	0.67	0.86	0.73	0.67	NA	NA	NA	0.47	0.78	0.50	0.81	NA	0.56	0.45	0.50	0.57	0.59	0.52	0.57	0.62	0.54	0.67	0.56	0.75	0.60	0.40	0.67	0.40	0.44	0.67	0.50	0.57	1.00	0.60	NA	NA	1.00	0.80	0.42	0.50	1.00	0.75	NA	0.68	0.50	0.25	1.00	0.58	0.61	1.00	0.75	0.50	1.00	0.33	0.60	0.57	1.00	0.50	0.67	0.67	0.67	0.67	0.78	0.50	0.60	0.33	0.44	0.50	0.50	0.66	0.50	0.43	0.47	1.00	1.00	0.55	1.00	0.61	0.67	0.64	0.49	1.00	0.50	0.40	0.50	0.33	0.56	0.52	0.56	0.47	0.54	0.40	NA	0.61	0.67	0.75	0.61	0.59	0.75	0.71	0.39	0.50	0.67	0.67	0.62	0.50	0.33	1.00	0.50	0.75	0.54	1.00	1.00	NA	0.50	0.56	0.57	NA	0.54	0.60	0.67	NA	0.67	0.73	0.50	0.50	0.71	0.83	0.60	1.00	0.56	0.89	NA	0.25	0.40	0.25	0.75	1.00	0.80	0.58	0.80	NA	0.50	NA	NA	0.44	0.57	NA	0.50	1.00	NA	0.67	0.67
ran_94.txt	1.00	0.44	0.50	0.71	0.60	NA	NA	0.50	0.50	0.40	0.50	0.45	0.69	0.53	NA	0.60	0.67	0.75	0.67	0.56	0.75	1.00	0.50	NA	0.50	0.67	0.57	0.80	1.00	0.80	NA	0.52	0.57	0.40	0.68	0.67	1.00	0.67	0.55	0.50	0.64	0.55	0.33	0.71	0.67	0.67	0.33	0.67	0.55	0.64	1.00	0.50	0.50	0.50	0.53	0.71	0.50	0.48	0.50	0.55	0.59	0.36	0.60	0.52	0.39	0.33	0.57	0.57	0.60	0.62	0.67	0.50	0.57	0.57	1.00	0.50	1.00	0.60	0.57	0.83	1.00	0.50	NA	0.60	0.40	0.67	0.70	0.67	0.60	1.00	0.65	1.00	0.33	1.00	0.53	0.55	0.50	0.50	0.67	1.00	0.50	0.67	0.58	NA	0.43	1.00	0.33	0.67	1.00	0.50	0.60	0.60	0.75	0.44	0.67	0.80	0.53	0.75	0.43	0.71	1.00	1.00	0.61	0.67	0.52	0.44	0.55	0.51	0.67	0.67	0.67	0.50	0.33	0.86	0.71	0.61	0.65	0.54	0.42	NA	0.63	1.00	0.62	0.50	0.51	0.40	0.40	0.62	NA	0.50	NA	0.62	0.86	0.50	NA	0.42	0.52	0.43	NA	0.50	0.50	0.67	0.48	0.62	NA	0.62	0.75	0.67	NA	0.67	0.52	0.80	0.67	0.50	0.50	0.42	NA	0.82	0.67	NA	0.67	0.80	0.80	0.44	NA	0.57	0.50	0.62	NA	0.50	NA	NA	0.50	0.50	NA	0.50	NA	NA	0.67	0.60
ran_95.txt	1.00	0.50	0.67	0.50	0.56	NA	NA	0.62	1.00	1.00	0.78	0.55	0.70	0.53	0.67	0.60	0.67	1.00	0.71	0.82	0.67	0.80	0.67	0.50	1.00	0.44	0.56	0.88	0.40	0.60	NA	0.43	0.43	0.20	0.58	0.40	NA	0.50	0.71	0.67	0.52	0.45	0.67	0.67	0.50	NA	0.57	0.67	0.70	0.56	NA	1.00	0.50	1.00	0.64	0.71	0.50	0.67	NA	0.64	0.58	0.59	0.83	0.54	0.54	0.50	0.80	0.52	0.71	0.33	0.67	0.75	0.67	0.50	1.00	0.60	0.80	0.67	0.62	0.75	0.50	0.50	0.50	0.60	0.67	0.44	0.50	1.00	0.80	1.00	0.62	1.00	0.50	0.67	0.63	0.52	1.00	0.67	0.50	NA	1.00	0.38	0.48	NA	0.50	NA	0.33	0.50	0.50	0.50	0.80	0.60	0.33	0.62	1.00	0.60	0.65	0.60	0.50	0.58	1.00	0.67	0.47	1.00	0.52	1.00	0.59	0.72	1.00	0.83	0.75	1.00	1.00	0.43	0.50	0.49	0.65	0.68	0.69	NA	0.58	1.00	1.00	0.62	0.53	0.60	0.71	0.58	0.50	0.80	0.33	0.88	0.57	0.50	0.33	0.43	0.57	0.42	1.00	NA	0.50	0.50	0.48	0.50	1.00	0.54	0.60	0.62	NA	1.00	0.53	0.50	0.75	0.80	0.80	0.50	NA	0.80	0.56	NA	1.00	0.29	0.67	0.71	NA	0.33	0.61	0.50	1.00	NA	NA	NA	0.67	0.44	NA	NA	0.50	NA	0.33	0.60
ran_96.txt	1.00	0.50	0.33	0.71	0.56	NA	NA	0.62	0.33	0.50	0.57	0.73	0.55	0.55	0.67	0.50	0.67	1.00	0.71	0.55	0.50	0.60	0.50	0.50	0.50	0.67	0.75	0.60	0.40	0.80	NA	0.61	0.58	0.67	0.58	0.67	NA	0.67	0.55	0.67	0.58	0.67	1.00	0.83	0.60	0.67	0.50	0.67	0.55	0.40	1.00	NA	1.00	1.00	0.71	0.60	0.50	0.53	0.50	0.65	0.49	0.44	0.60	0.55	0.64	0.62	0.50	0.58	0.67	0.44	0.50	0.40	0.67	0.44	0.60	0.62	0.71	0.80	0.71	0.60	0.60	0.50	0.50	1.00	1.00	0.36	0.60	1.00	0.67	1.00	0.44	0.50	0.50	0.67	0.53	0.57	0.50	0.67	0.71	1.00	0.33	0.89	0.62	1.00	0.43	0.33	1.00	NA	1.00	0.33	0.60	0.67	0.33	0.75	1.00	0.75	0.71	0.75	0.38	0.33	1.00	0.33	0.47	1.00	0.45	0.56	0.60	0.60	1.00	0.60	0.67	0.50	0.67	0.78	0.52	0.70	0.61	0.50	0.43	NA	0.40	0.67	0.71	0.51	0.60	0.50	0.67	0.58	1.00	1.00	0.33	0.71	0.88	1.00	0.67	0.53	0.65	0.54	0.50	1.00	0.50	0.50	0.53	0.50	0.50	0.73	0.75	0.43	NA	0.67	0.50	0.50	0.67	0.29	0.67	0.57	NA	0.55	0.44	NA	0.67	0.67	0.75	0.44	0.50	0.43	0.56	0.67	0.50	0.50	NA	NA	0.56	0.75	NA	NA	1.00	NA	0.67	0.83
ran_97.txt	NA	0.40	0.75	0.83	0.67	NA	NA	0.62	0.67	0.60	0.57	0.64	0.46	0.55	1.00	0.75	0.75	0.75	0.60	0.42	0.50	0.50	0.67	0.50	0.50	0.43	0.57	0.50	0.25	0.83	NA	0.57	0.62	1.00	0.62	0.60	1.00	0.40	0.64	0.50	0.59	0.45	0.50	0.80	0.50	0.75	0.71	0.67	0.88	0.67	0.50	1.00	0.50	NA	0.65	0.50	0.50	0.71	NA	0.48	0.69	0.67	0.67	0.57	0.44	0.75	0.73	0.37	0.75	0.30	0.80	0.60	0.50	0.50	0.80	0.60	0.43	0.40	0.44	1.00	0.50	1.00	NA	0.60	0.67	0.73	0.64	0.75	0.50	NA	0.73	1.00	0.67	0.67	0.71	0.50	1.00	0.50	0.57	1.00	0.67	0.44	0.53	0.67	0.43	NA	1.00	0.75	0.67	0.71	0.80	0.75	0.50	0.56	0.50	0.60	0.56	0.50	0.80	0.55	0.67	0.33	0.67	0.67	0.57	0.67	0.55	0.60	1.00	0.83	0.67	0.50	0.67	0.50	0.55	0.53	0.59	0.46	0.67	NA	0.53	0.67	0.71	0.49	0.53	0.33	0.50	0.67	0.50	0.80	0.50	0.71	0.50	NA	1.00	0.89	0.57	0.50	0.50	0.50	NA	0.50	0.50	0.60	0.50	0.67	0.60	0.44	NA	0.67	0.37	0.40	0.67	0.57	0.43	0.64	NA	0.38	0.56	NA	0.50	0.75	0.50	0.57	1.00	0.67	0.56	0.78	NA	NA	NA	NA	0.56	0.67	NA	NA	1.00	NA	0.67	0.67
ran_98.txt	1.00	0.70	0.75	0.71	0.44	NA	NA	0.67	0.67	0.83	0.50	0.46	0.55	0.60	0.50	0.60	1.00	0.75	0.50	0.75	0.75	1.00	1.00	0.50	0.67	0.78	0.50	0.62	0.40	0.83	NA	0.60	0.45	0.40	0.43	0.60	NA	0.40	0.64	0.50	0.63	0.45	0.75	0.44	0.80	0.50	0.43	1.00	0.67	0.56	0.67	1.00	0.50	NA	0.89	0.67	0.50	0.47	0.50	0.54	0.56	0.81	0.43	0.55	0.55	0.62	0.77	0.61	0.70	0.60	0.50	0.75	0.50	0.57	0.50	0.67	0.50	0.60	0.38	0.83	0.60	NA	1.00	0.50	0.40	0.38	0.82	0.67	0.67	1.00	0.54	0.50	0.75	0.50	0.41	0.54	0.67	0.67	0.62	0.50	1.00	0.89	0.66	0.50	0.43	0.67	1.00	0.50	0.50	0.57	0.75	0.83	0.80	1.00	1.00	0.50	0.51	0.60	0.50	0.38	1.00	NA	0.67	0.67	0.53	0.45	0.62	0.63	0.67	0.33	0.60	0.50	1.00	0.86	0.53	0.71	0.70	0.52	0.62	NA	0.53	NA	0.86	0.60	0.62	0.75	0.60	0.44	0.50	0.67	NA	0.56	0.56	0.33	0.67	0.50	0.50	0.77	0.33	0.67	NA	0.50	0.40	0.44	1.00	0.78	0.50	0.67	NA	0.33	0.53	0.50	0.67	0.60	0.75	0.50	0.50	0.60	0.40	NA	0.67	0.40	0.75	0.75	1.00	0.80	0.38	0.42	0.50	0.50	NA	NA	0.38	0.44	NA	1.00	NA	NA	0.67	1.00
ran_99.txt	1.00	0.75	0.50	0.67	0.44	NA	NA	1.00	NA	0.50	0.56	0.67	0.58	0.53	0.50	0.33	0.67	1.00	0.50	0.45	0.67	1.00	0.33	0.50	1.00	0.50	0.78	0.71	0.33	0.40	NA	0.53	0.45	0.80	0.64	0.80	NA	0.67	0.64	0.75	0.70	0.64	0.50	0.56	0.67	0.33	0.38	0.67	0.90	0.60	NA	1.00	1.00	0.50	0.62	0.43	1.00	0.37	1.00	0.38	0.63	0.55	0.67	0.58	0.48	0.62	0.50	0.50	0.40	0.67	0.60	0.80	0.50	0.62	0.50	0.42	0.75	0.80	0.50	0.50	0.60	1.00	1.00	0.67	0.80	0.33	0.83	0.50	0.43	NA	0.56	NA	0.50	0.67	0.54	0.61	0.50	0.50	0.38	0.50	NA	0.67	0.71	1.00	0.67	0.50	0.50	0.67	1.00	0.64	1.00	0.80	0.78	0.67	0.67	1.00	0.65	0.80	0.43	0.50	0.50	0.50	0.59	0.67	0.56	0.75	0.53	0.66	0.50	0.71	0.50	1.00	1.00	0.44	0.65	0.41	0.64	0.47	0.64	NA	0.56	0.50	0.86	0.40	0.58	1.00	0.83	0.48	NA	0.50	1.00	0.38	0.43	1.00	1.00	0.71	0.52	0.38	0.50	1.00	0.50	0.50	0.41	0.83	NA	0.83	0.75	0.33	NA	NA	0.47	0.57	0.75	0.40	0.43	0.64	1.00	0.50	0.60	NA	0.50	0.71	0.50	0.60	1.00	0.67	0.44	0.80	1.00	0.50	NA	NA	0.56	0.57	NA	0.50	1.00	NA	0.50	0.40
